Orthogroup	DELE.longest_only	BTRY.longest_only
OG0001187	LOC108149761|XP_017133066.1|DELE	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC108143449|XP_017123369.1|DELE	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC108149197|XP_017132111.1|DELE	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC108140915|XP_017119458.1|DELE	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC108142135|XP_017121320.1|DELE	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC108140617|XP_017119019.1|DELE	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC108147668|XP_017129844.1|DELE	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC108145371|XP_017126254.1|DELE	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC108150458|XP_017134121.1|DELE	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC108143870|XP_017123926.1|DELE	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC108140909|XP_017119451.1|DELE	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC108145311|XP_017126144.1|DELE	LOC120779583|XP_039967860.1|BTRY, LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC108149508|XP_017132624.1|DELE	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC108137473|XP_017114669.1|DELE	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC108136838|XP_017113747.1|DELE	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC108136450|XP_017113118.1|DELE	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC108137268|XP_017114351.1|DELE	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC108136862|XP_017113790.1|DELE	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC108135436|XP_017111664.1|DELE	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC108138574|XP_017116345.1|DELE	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC108140805|XP_017119293.1|DELE	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC108137391|XP_017114539.1|DELE	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC108148346|XP_017130847.1|DELE	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC108140645|XP_017119057.1|DELE	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC108139267|XP_017117447.1|DELE, LOC108136751|XP_017113591.1|DELE	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC108148676|XP_017131302.1|DELE	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC108145473|XP_017126415.1|DELE	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC108147278|XP_017129183.1|DELE	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC108142157|XP_017121330.1|DELE	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC108144901|XP_017125551.1|DELE	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC108149610|XP_017132801.1|DELE	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC108144782|XP_017125382.1|DELE	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001228	LOC108134875|XP_017110857.1|DELE	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC108149906|XP_017133297.1|DELE	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC108137941|XP_017115388.1|DELE	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC108135182|XP_017111288.1|DELE	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC108138914|XP_017116962.1|DELE	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC108138337|XP_017115990.1|DELE	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC108141474|XP_017120370.1|DELE	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC108137862|XP_017115283.1|DELE	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC108142636|XP_017122121.1|DELE, LOC108142843|XP_017122401.1|DELE, LOC108142250|XP_017121458.1|DELE	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC108146615|XP_017128150.1|DELE, LOC108136767|XP_017113617.1|DELE	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC108147213|XP_017129061.1|DELE	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC108135819|XP_017112185.1|DELE	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC108147238|XP_017129125.1|DELE	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC108137907|XP_017115336.1|DELE	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC108147713|XP_017129925.1|DELE	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC108146237|XP_017127654.1|DELE	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC108139185|XP_017117299.1|DELE	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC108136673|XP_017113485.1|DELE	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC108134543|XP_017110384.1|DELE	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC108150185|XP_017133669.1|DELE	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC108148462|XP_017130983.1|DELE, LOC108141213|XP_017119955.1|DELE	LOC120775586|XP_039961756.1|BTRY
OG0001251	LOC108140987|XP_017119549.1|DELE, LOC108140989|XP_017119553.1|DELE	LOC120782408|XP_039970589.1|BTRY, LOC120770315|XP_039953629.1|BTRY, LOC120766724|XP_039948305.1|BTRY, LOC120781699|XP_039969861.1|BTRY, LOC120781238|XP_039969315.1|BTRY
OG0001252	LOC108147167|XP_017128986.1|DELE, LOC108147168|XP_017128987.1|DELE	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY
OG0001253	LOC108137900|XP_017115329.1|DELE	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC108145476|XP_017126419.1|DELE, LOC108145344|XP_017126223.1|DELE	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC108149658|XP_017132892.1|DELE	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC108145898|XP_017127039.1|DELE, LOC108144119|XP_017124251.1|DELE	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC108145268|XP_017126037.1|DELE	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC108144021|XP_017124136.1|DELE	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC108137124|XP_017114150.1|DELE	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC108135137|XP_017111235.1|DELE	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC108144681|XP_017125237.1|DELE	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC108150254|XP_017133811.1|DELE	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC108147655|XP_017129824.1|DELE, LOC108143066|XP_017122769.1|DELE	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC108134747|XP_017110676.1|DELE	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC108136242|XP_017112767.1|DELE	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC108149631|XP_017132850.1|DELE	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC108148921|XP_017131726.1|DELE	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC108144392|XP_017124660.1|DELE	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC108137456|XP_017114643.1|DELE	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC108141468|XP_017120363.1|DELE	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC108146321|XP_017127774.1|DELE	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC108140442|XP_017118661.1|DELE	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC108142614|XP_017122085.1|DELE	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC108135432|XP_017111656.1|DELE	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC108146305|XP_017127746.1|DELE, LOC108145755|XP_017126808.1|DELE	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC108145821|XP_017126915.1|DELE	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC108142860|XP_017122419.1|DELE	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC108146001|XP_017127245.1|DELE	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC108146431|XP_017127923.1|DELE	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC108139054|XP_017117162.1|DELE	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC108141357|XP_017120166.1|DELE	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC108146150|XP_017127502.1|DELE	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC108142128|XP_017121313.1|DELE	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC108135921|XP_017112357.1|DELE	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC108149446|XP_017132529.1|DELE	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC108141739|XP_017120721.1|DELE	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC108147814|XP_017130046.1|DELE	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC108137629|XP_017114904.1|DELE, LOC108144478|XP_017124892.1|DELE	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC108144349|XP_017124586.1|DELE	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC108149924|XP_017133330.1|DELE	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC108150161|XP_017133620.1|DELE, LOC108139260|XP_017117434.1|DELE	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC108134921|XP_017110925.1|DELE	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC108146783|XP_017128434.1|DELE	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC108142966|XP_017122602.1|DELE	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC108141215|XP_017119956.1|DELE	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC108146079|XP_017127384.1|DELE	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC108137007|XP_017113993.1|DELE	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC108135187|XP_017111297.1|DELE	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC108145039|XP_017125713.1|DELE	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC108135239|XP_017111394.1|DELE	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC108147581|XP_017129701.1|DELE	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC108137457|XP_017114646.1|DELE	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC108135813|XP_017112181.1|DELE	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC108142589|XP_017122042.1|DELE	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC108136299|XP_017112873.1|DELE	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC108135112|XP_017111190.1|DELE	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC108147608|XP_017129736.1|DELE	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC108136426|XP_017113051.1|DELE	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC108149841|XP_017133206.1|DELE	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC108149509|XP_017132625.1|DELE	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC108136187|XP_017112674.1|DELE	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC108137958|XP_017115408.1|DELE, LOC108137886|XP_017115313.1|DELE	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC108138237|XP_017115851.1|DELE	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC108138925|XP_017116981.1|DELE	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC108138638|XP_017116465.1|DELE, LOC108139051|XP_017117158.1|DELE	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC108137929|XP_017115365.1|DELE	LOC120772672|XP_039957341.1|BTRY
OG0001326	LOC108148783|XP_017131487.1|DELE	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC108134937|XP_017110949.1|DELE	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC108147722|XP_017129940.1|DELE	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC108147696|XP_017129898.1|DELE	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC108138435|XP_017116125.1|DELE	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC108137293|XP_017114402.1|DELE	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC108138999|XP_017117083.1|DELE	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC108148894|XP_017131693.1|DELE	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC108135126|XP_017111219.1|DELE	LOC120773615|XP_039958551.1|BTRY
OG0001337	LOC108149991|XP_017133411.1|DELE	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC108144314|XP_017124502.1|DELE	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC108144629|XP_017125149.1|DELE	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE, LOC108134774|XP_017110710.1|DELE	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC108143102|XP_017122813.1|DELE	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC108148891|XP_017131688.1|DELE	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC108148232|XP_017130637.1|DELE	LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC108143905|XP_017123971.1|DELE	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC108135159|XP_017111270.1|DELE	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC108143099|XP_017122809.1|DELE	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC108140939|XP_017119497.1|DELE	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC108150030|XP_017133480.1|DELE	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC108147481|XP_017129520.1|DELE	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC108150115|XP_017133568.1|DELE	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC108141388|XP_017120226.1|DELE	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC108134659|XP_017110540.1|DELE	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC108136129|XP_017112609.1|DELE	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC108137549|XP_017114763.1|DELE	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC108147220|XP_017129087.1|DELE	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC108142216|XP_017121421.1|DELE	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC108135572|XP_017111829.1|DELE	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC108135222|XP_017111341.1|DELE	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC108141282|XP_017120039.1|DELE	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC108150189|XP_017133681.1|DELE	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC108150212|XP_017133720.1|DELE	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC108149939|XP_017133348.1|DELE	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC108144288|XP_017124464.1|DELE	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC108147524|XP_017129595.1|DELE	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC108146266|XP_017127694.1|DELE	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE, LOC108138390|XP_017116061.1|DELE	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC108143395|XP_017123261.1|DELE	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC108136646|XP_017113458.1|DELE	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC108143578|XP_017123579.1|DELE	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC108144307|XP_017124488.1|DELE	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC108134951|XP_017110964.1|DELE	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC108149830|XP_017133193.1|DELE	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC108141205|XP_017119939.1|DELE	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC108144719|XP_017125304.1|DELE	LOC120770065|XP_039953119.1|BTRY
OG0001378	LOC108150696|XP_017134446.1|DELE	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC108134751|XP_017110681.1|DELE	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC108134993|XP_017111014.1|DELE	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC108137937|XP_017115379.1|DELE	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC108138772|XP_017116716.1|DELE	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC108149783|XP_017133130.1|DELE	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC108139033|XP_017117131.1|DELE	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC108141833|XP_017120904.1|DELE	LOC120781748|XP_039969914.1|BTRY
OG0001386	LOC108135460|XP_017111693.1|DELE	LOC120767372|XP_039949284.1|BTRY
OG0001387	LOC108138320|XP_017115967.1|DELE	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC108142018|XP_017121181.1|DELE	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC108147296|XP_017129207.1|DELE	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC108138788|XP_017116753.1|DELE	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC108138983|XP_017117057.1|DELE	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC108135944|XP_017112385.1|DELE	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC108138889|XP_017116910.1|DELE	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC108141948|XP_017121079.1|DELE	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC108135509|XP_017111746.1|DELE	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC108142694|XP_017122192.1|DELE	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC108140758|XP_017119231.1|DELE	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC108137678|XP_017115023.1|DELE	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC108149979|XP_017133393.1|DELE	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC108142236|XP_017121444.1|DELE	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC108145986|XP_017127216.1|DELE	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC108149114|XP_017132005.1|DELE	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC108142253|XP_017121462.1|DELE	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC108135505|XP_017111738.1|DELE	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC108141275|XP_017120030.1|DELE	LOC120771189|XP_039955019.1|BTRY
OG0001411	LOC108139364|XP_017117579.1|DELE	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC108150491|XP_017134189.1|DELE, LOC108138204|XP_017115812.1|DELE	LOC120769326|XP_039952214.1|BTRY
OG0001413	LOC108144214|XP_017124377.1|DELE, LOC108144248|XP_017124416.1|DELE	LOC120771740|XP_039955846.1|BTRY, LOC120772413|XP_039956946.1|BTRY, LOC120773077|XP_039957955.1|BTRY
OG0001414	LOC108147031|XP_017128777.1|DELE, LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE	LOC120770585|XP_039954101.1|BTRY
OG0001415	LOC108144131|XP_017124264.1|DELE	LOC120770770|XP_039954286.1|BTRY
OG0001416	LOC108135188|XP_017111298.1|DELE, LOC108145940|XP_017127137.1|DELE	LOC120772487|XP_039957067.1|BTRY
OG0001417	LOC108136394|XP_017112993.1|DELE, LOC108136663|XP_017113476.1|DELE	LOC120772071|XP_039956396.1|BTRY, LOC120772354|XP_039956852.1|BTRY, LOC120772152|XP_039956517.1|BTRY, LOC120772187|XP_039956586.1|BTRY
OG0001418	LOC108150138|XP_017133595.1|DELE, LOC108150378|XP_017134006.1|DELE	LOC120778054|XP_039965668.1|BTRY
OG0001419	LOC108149284|XP_017132217.1|DELE, LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE	LOC120777768|XP_039965212.1|BTRY, LOC120778044|XP_039965652.1|BTRY
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC108136492|XP_017113199.1|DELE	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC108135007|XP_017111030.1|DELE	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC120781706|XP_039969880.1|BTRY
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC120779131|XP_039967269.1|BTRY
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC120778778|XP_039966696.1|BTRY
