Orthogroup	DELE.longest_only	AALB.longest_only
OG0002149	LOC108145299|XP_017126109.1|DELE	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC108137060|XP_017114056.1|DELE, LOC108140941|XP_017119500.1|DELE	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC108141990|XP_017121140.1|DELE	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC108136750|XP_017113589.1|DELE	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC108148517|XP_017131043.1|DELE	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC108135894|XP_017112300.1|DELE	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC108143778|XP_017123794.1|DELE	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC108138367|XP_017116029.1|DELE	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC108134607|XP_017110468.1|DELE	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC108139099|XP_017117205.1|DELE	LOC118464702|XP_035788123.1|AALB
OG0002159	LOC108143508|XP_017123468.1|DELE	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB
OG0002160	LOC108141228|XP_017119973.1|DELE	LOC118460351|XP_035780487.1|AALB
OG0002161	LOC108135767|XP_017112106.1|DELE	LOC118461084|XP_035781873.1|AALB
OG0002162	LOC108140594|XP_017118988.1|DELE	LOC118460197|XP_035780196.1|AALB
OG0002163	LOC108149881|XP_017133264.1|DELE	LOC118461470|XP_035782709.1|AALB
OG0002164	LOC108140181|XP_017118374.1|DELE, LOC108150573|XP_017134314.1|DELE, LOC108148981|XP_017131812.1|DELE	LOC118461637|XP_035783100.1|AALB
OG0002165	LOC108150460|XP_017134124.1|DELE	LOC118460366|XP_035780509.1|AALB
OG0002166	LOC108138308|XP_017115954.1|DELE	LOC118459445|XP_035778716.1|AALB
OG0002167	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE	LOC118459446|XP_035778731.1|AALB
OG0002168	LOC108141485|XP_017120387.1|DELE	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB
OG0002169	LOC108150357|XP_017133980.1|DELE	LOC118462753|XP_035784609.1|AALB
OG0002170	LOC108145295|XP_017126102.1|DELE	LOC118456418|XP_035773044.1|AALB
OG0002171	LOC108136734|XP_017113561.1|DELE	LOC118460200|XP_035780201.1|AALB
OG0002172	LOC108148866|XP_017131655.1|DELE	LOC118457818|XP_035775584.1|AALB
OG0002173	LOC108134473|XP_017110275.1|DELE	LOC118468576|XP_035795401.1|AALB
OG0002174	LOC108139120|XP_017117222.1|DELE	LOC118458978|XP_035777866.1|AALB
OG0002175	LOC108139121|XP_017117223.1|DELE	LOC118458979|XP_035777867.1|AALB
OG0002176	LOC108135822|XP_017112192.1|DELE	LOC118459501|XP_035778819.1|AALB
OG0002177	LOC108135161|XP_017111272.1|DELE	LOC118457936|XP_035775841.1|AALB
OG0002178	LOC108148684|XP_017131318.1|DELE	LOC118460922|XP_035781569.1|AALB
OG0002179	LOC108143729|XP_017123751.1|DELE	LOC118456513|XP_035773241.1|AALB
OG0002180	LOC108148616|XP_017131195.1|DELE	LOC118460315|XP_035780417.1|AALB
OG0002181	LOC108137299|XP_017114409.1|DELE	LOC118457098|XP_035774278.1|AALB
OG0002182	LOC108141126|XP_017119834.1|DELE	LOC118457816|XP_035775571.1|AALB
OG0002183	LOC108143652|XP_017123653.1|DELE	LOC118457826|XP_035775593.1|AALB
OG0002184	LOC108139295|XP_017117481.1|DELE	LOC118458249|XP_035776422.1|AALB
OG0002185	LOC108140639|XP_017119050.1|DELE	LOC118462036|XP_035783903.1|AALB
OG0002186	LOC108148392|XP_017130912.1|DELE	LOC118461639|XP_035783102.1|AALB
OG0002187	LOC108148959|XP_017131784.1|DELE	LOC118461517|XP_035782842.1|AALB
OG0002188	LOC108144793|XP_017125401.1|DELE	LOC118464488|XP_035787808.1|AALB
OG0002189	LOC108140513|XP_017118799.1|DELE	LOC118457718|XP_035775401.1|AALB
OG0002190	LOC108136871|XP_017113802.1|DELE	LOC118468668|XP_035795615.1|AALB
OG0002191	LOC108142554|XP_017121981.1|DELE	LOC118461342|XP_035782447.1|AALB
OG0002192	LOC108135683|XP_017112012.1|DELE	LOC118463197|XP_035785524.1|AALB
OG0002193	LOC108140707|XP_017119152.1|DELE	LOC118461675|XP_035783159.1|AALB
OG0002194	LOC108147103|XP_017128880.1|DELE	LOC118457721|XP_035775405.1|AALB
OG0002195	LOC108136974|XP_017113954.1|DELE	LOC118456905|XP_035773923.1|AALB
OG0002196	LOC108149985|XP_017133406.1|DELE	LOC118458158|XP_035776248.1|AALB
OG0002197	LOC108146090|XP_017127407.1|DELE	LOC118459491|XP_035778803.1|AALB
OG0002198	LOC108141075|XP_017119734.1|DELE	LOC118456733|XP_035773672.1|AALB
OG0002199	LOC108144058|XP_017124192.1|DELE	LOC118459620|XP_035779088.1|AALB
OG0002200	LOC108147730|XP_017129947.1|DELE	LOC118458709|XP_035777342.1|AALB
OG0002202	LOC108139238|XP_017117396.1|DELE	LOC118461486|XP_035782755.1|AALB
OG0002203	LOC108139253|XP_017117418.1|DELE	LOC118468834|XP_035795967.1|AALB
OG0002204	LOC108143842|XP_017123882.1|DELE	LOC118457345|XP_035774735.1|AALB
OG0002205	LOC108150094|XP_017133550.1|DELE	LOC118457621|XP_035775230.1|AALB
OG0002206	LOC108137355|XP_017114479.1|DELE	LOC118459116|XP_035778074.1|AALB
OG0002207	LOC108148915|XP_017131720.1|DELE	LOC118457570|XP_035775138.1|AALB
OG0002208	LOC108148989|XP_017131819.1|DELE	LOC118458446|XP_035776821.1|AALB
OG0002209	LOC108138558|XP_017116319.1|DELE	LOC118459810|XP_035779445.1|AALB
OG0002210	LOC108148363|XP_017130871.1|DELE	LOC118459808|XP_035779442.1|AALB
OG0002211	LOC108135293|XP_017111470.1|DELE	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB
OG0002212	LOC108135823|XP_017112193.1|DELE	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC108148413|XP_017130942.1|DELE	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC108144017|XP_017124131.1|DELE	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC108150414|XP_017134063.1|DELE	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC108148737|XP_017131414.1|DELE	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC108136990|XP_017113974.1|DELE	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC108137739|XP_017115128.1|DELE	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC108147301|XP_017129212.1|DELE	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC108139114|XP_017117215.1|DELE	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC108150267|XP_017133838.1|DELE	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC108144621|XP_017125135.1|DELE	LOC118465306|XP_035789299.1|AALB
OG0002224	LOC108149595|XP_017132764.1|DELE	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC108142758|XP_017122280.1|DELE	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC108145079|XP_017125753.1|DELE	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC108140328|XP_017118506.1|DELE	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC108145524|XP_017126498.1|DELE	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC108144415|XP_017124754.1|DELE	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC108145006|XP_017125656.1|DELE	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC108147358|XP_017129277.1|DELE	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC108146902|XP_017128633.1|DELE	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB
OG0002235	LOC108149087|XP_017131969.1|DELE	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC108144634|XP_017125154.1|DELE	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC108144792|XP_017125399.1|DELE	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC108145102|XP_017125783.1|DELE	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC108143452|XP_017123372.1|DELE	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC108149076|XP_017131935.1|DELE	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC108150245|XP_017133795.1|DELE	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC108136808|XP_017113698.1|DELE	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC108150223|XP_017133754.1|DELE	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC108142440|XP_017121793.1|DELE	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC108145115|XP_017125813.1|DELE	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC108141486|XP_017120388.1|DELE	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC108146249|XP_017127677.1|DELE	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC108147560|XP_017129637.1|DELE	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC108145751|XP_017126842.1|DELE, LOC108145544|XP_017126533.1|DELE	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC108145531|XP_017126518.1|DELE	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC108145474|XP_017126416.1|DELE	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC108144626|XP_017125144.1|DELE	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC108142967|XP_017122604.1|DELE	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC108134927|XP_017110936.1|DELE	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC108143419|XP_017123312.1|DELE	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC108144371|XP_017124633.1|DELE	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC108142706|XP_017122211.1|DELE	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC108134861|XP_017110834.1|DELE	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB
OG0002260	LOC108142546|XP_017121963.1|DELE	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC108146537|XP_017128066.1|DELE	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC108146510|XP_017128036.1|DELE	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC108144620|XP_017125134.1|DELE	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC108150131|XP_017133587.1|DELE	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC108142255|XP_017121464.1|DELE	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC108150302|XP_017133903.1|DELE	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC108142702|XP_017122206.1|DELE	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC108141264|XP_017120017.1|DELE	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC108141491|XP_017120395.1|DELE	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC108142731|XP_017122244.1|DELE	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC108146369|XP_017127842.1|DELE	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC108136066|XP_017112508.1|DELE	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC108143208|XP_017122966.1|DELE	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC108135651|XP_017111967.1|DELE	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC108145880|XP_017127010.1|DELE	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC108146182|XP_017127578.1|DELE	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC108147382|XP_017129306.1|DELE	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC108142631|XP_017122111.1|DELE	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC108146592|XP_017128103.1|DELE	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC108146802|XP_017128470.1|DELE	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC108146058|XP_017127359.1|DELE	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC108143526|XP_017123500.1|DELE	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC108145374|XP_017126258.1|DELE	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC108147747|XP_017129967.1|DELE	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC108135383|XP_017111566.1|DELE	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC108141492|XP_017120398.1|DELE	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC108142559|XP_017121987.1|DELE	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC108147432|XP_017129399.1|DELE	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC108135017|XP_017111038.1|DELE	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC108149609|XP_017132799.1|DELE	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC108145103|XP_017125786.1|DELE	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC108149615|XP_017132819.1|DELE	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC108143757|XP_017123776.1|DELE	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC108150705|XP_017134461.1|DELE	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC108141842|XP_017120921.1|DELE	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC108149869|XP_017133268.1|DELE	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC108144178|XP_017124331.1|DELE	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC108144190|XP_017124344.1|DELE	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC108139387|XP_017117598.1|DELE	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC108135263|XP_017111422.1|DELE	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC108135234|XP_017111383.1|DELE	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC108147712|XP_017129924.1|DELE	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC108138902|XP_017116938.1|DELE	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC108142688|XP_017122185.1|DELE	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC108142087|XP_017121269.1|DELE	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC108147947|XP_017130220.1|DELE	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC108141884|XP_017120982.1|DELE	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC108149335|XP_017132292.1|DELE	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC108149438|XP_017132509.1|DELE	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC108138722|XP_017116564.1|DELE	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC108149539|XP_017132662.1|DELE	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC108149728|XP_017132984.1|DELE	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC108145400|XP_017126288.1|DELE	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC108144194|XP_017124348.1|DELE	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC108134474|XP_017110276.1|DELE	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC108136084|XP_017112538.1|DELE	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC108138880|XP_017116900.1|DELE	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC108149526|XP_017132647.1|DELE	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC108145545|XP_017126534.1|DELE	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC108149835|XP_017133197.1|DELE	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC108139080|XP_017117193.1|DELE	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC108149537|XP_017132659.1|DELE	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC108145984|XP_017127214.1|DELE	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC108150305|XP_017133909.1|DELE	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC108150312|XP_017133916.1|DELE	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC108136876|XP_017113811.1|DELE	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC108139068|XP_017117177.1|DELE	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC108148039|XP_017130368.1|DELE	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC108148050|XP_017130389.1|DELE	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC108136471|XP_017113159.1|DELE	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC108146413|XP_017127905.1|DELE	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC108144369|XP_017124629.1|DELE	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC108137814|XP_017115220.1|DELE	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC108149887|XP_017133272.1|DELE	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC108145899|XP_017127040.1|DELE	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC108141339|XP_017120136.1|DELE	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC108139030|XP_017117128.1|DELE	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC108138851|XP_017116854.1|DELE	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC108138193|XP_017115794.1|DELE	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC108141531|XP_017120454.1|DELE	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC108147957|XP_017130234.1|DELE	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC108147779|XP_017129998.1|DELE	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC108150556|XP_017134278.1|DELE	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC108149938|XP_017133344.1|DELE	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC108135237|XP_017111388.1|DELE	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC108144701|XP_017125280.1|DELE	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC108149430|XP_017132489.1|DELE	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC108149941|XP_017133347.1|DELE	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC108149937|XP_017133343.1|DELE	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC108137995|XP_017115459.1|DELE	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC108144994|XP_017125641.1|DELE	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC108149203|XP_017132122.1|DELE	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC108141671|XP_017120634.1|DELE	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC108137722|XP_017115101.1|DELE	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC108150489|XP_017134184.1|DELE	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC108139289|XP_017117473.1|DELE	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC108141961|XP_017121091.1|DELE, LOC108146215|XP_017127626.1|DELE	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC108135935|XP_017112373.1|DELE	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC108141859|XP_017120940.1|DELE	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC108142862|XP_017122421.1|DELE	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC108138176|XP_017115758.1|DELE	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC108138315|XP_017115962.1|DELE	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC108138139|XP_017115674.1|DELE	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC108138261|XP_017115894.1|DELE	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC108138653|XP_017116483.1|DELE	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC108148024|XP_017130346.1|DELE	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC108148296|XP_017130764.1|DELE	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC108137666|XP_017115009.1|DELE	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC108149230|XP_017132154.1|DELE	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC108149419|XP_017132473.1|DELE	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC108149338|XP_017132308.1|DELE	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC108150497|XP_017134197.1|DELE	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC108144081|XP_017124220.1|DELE	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC108141090|XP_017119778.1|DELE	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC108135229|XP_017111370.1|DELE	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC108137493|XP_017114699.1|DELE	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC108146977|XP_017128722.1|DELE	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC108150532|XP_017134251.1|DELE	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC108141677|XP_017120645.1|DELE	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC108149836|XP_017133200.1|DELE	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC108136515|XP_017113264.1|DELE	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC108146396|XP_017127883.1|DELE	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC108136252|XP_017112779.1|DELE	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC108136766|XP_017113613.1|DELE	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC108148613|XP_017131184.1|DELE	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC108148274|XP_017130719.1|DELE	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC108147242|XP_017129129.1|DELE	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC108135350|XP_017111530.1|DELE	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC108144538|XP_017124996.1|DELE	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC108146437|XP_017127930.1|DELE	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC108146831|XP_017128515.1|DELE	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC108148798|XP_017131507.1|DELE	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC108136907|XP_017113854.1|DELE	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC108144361|XP_017124613.1|DELE	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC108146887|XP_017128613.1|DELE	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC108136522|XP_017113285.1|DELE	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC108143630|XP_017123633.1|DELE, LOC108136124|XP_017112605.1|DELE, LOC108135011|XP_017111034.1|DELE	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC108144873|XP_017125518.1|DELE	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC108145262|XP_017126024.1|DELE	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC108140698|XP_017119138.1|DELE	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC108140608|XP_017119009.1|DELE	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC108134566|XP_017110408.1|DELE, LOC108140087|XP_017118280.1|DELE	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC108137488|XP_017114692.1|DELE	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC108146373|XP_017127856.1|DELE, LOC108148920|XP_017132116.1|DELE, LOC108146713|XP_017128289.1|DELE	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC108137452|XP_017114636.1|DELE	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC108136875|XP_017113806.1|DELE	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC108142908|XP_017122485.1|DELE	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC108146858|XP_017128568.1|DELE	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC108138582|XP_017116358.1|DELE	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC108146014|XP_017127277.1|DELE	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC108141570|XP_017120504.1|DELE	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC108145333|XP_017126207.1|DELE	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC108134818|XP_017110760.1|DELE, LOC108145493|XP_017126442.1|DELE	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC108139259|XP_017117436.1|DELE	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC108137160|XP_017114218.1|DELE	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC108146059|XP_017127360.1|DELE	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC108139133|XP_017117235.1|DELE	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC108141173|XP_017119889.1|DELE	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC108150326|XP_017133936.1|DELE	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC108135339|XP_017111519.1|DELE	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC108136514|XP_017113263.1|DELE	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC108145959|XP_017127166.1|DELE	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC108145329|XP_017126200.1|DELE	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC108148409|XP_017130937.1|DELE, LOC108134575|XP_017110415.1|DELE	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC108145902|XP_017127044.1|DELE	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC108149656|XP_017132887.1|DELE	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC108143600|XP_017123612.1|DELE	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC108137204|XP_017114284.1|DELE	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC108135852|XP_017112233.1|DELE	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC108139282|XP_017117467.1|DELE	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC108147582|XP_017129704.1|DELE	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC108149850|XP_017133215.1|DELE	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC108136274|XP_017112831.1|DELE	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC108148156|XP_017130543.1|DELE	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC108135607|XP_017111908.1|DELE	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC108141324|XP_017120091.1|DELE	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC108144329|XP_017124528.1|DELE	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC108143488|XP_017123426.1|DELE	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC108143646|XP_017123647.1|DELE	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC108134666|XP_017110551.1|DELE	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC108149765|XP_017133078.1|DELE	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC108146851|XP_017128549.1|DELE	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC108142044|XP_017121212.1|DELE	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC108144485|XP_017124904.1|DELE	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC108134667|XP_017110555.1|DELE	LOC118458328|XP_035776572.1|AALB
