Orthogroup	DELE.longest_only	ASTE.longest_only
OG0000530	LOC108150107|XP_017133559.1|DELE, LOC108145712|XP_017126762.1|DELE	LOC118509091|XP_035905129.1|ASTE
OG0000531	LOC108147319|XP_017129272.1|DELE, LOC108149350|XP_017132330.1|DELE	LOC118514636|XP_035917540.1|ASTE
OG0000532	LOC108136792|XP_017113656.1|DELE, LOC108136827|XP_017113731.1|DELE	LOC118503682|XP_035893117.1|ASTE, LOC118517098|XP_035918848.1|ASTE
OG0000533	LOC108145119|XP_017125822.1|DELE	LOC118517490|XP_035919581.1|ASTE
OG0000533	LOC108143864|XP_017123918.1|DELE	LOC118507960|XP_035903180.1|ASTE
OG0000535	LOC108149792|XP_017133145.1|DELE, LOC108147486|XP_017129572.1|DELE, LOC108145541|XP_017126530.1|DELE	LOC118504114|XP_035894098.1|ASTE
OG0000536	LOC108147496|XP_017129543.1|DELE	LOC118503546|XP_035892838.1|ASTE, LOC118504104|XP_035894084.1|ASTE, LOC118504090|XP_035894057.1|ASTE
OG0000537	LOC108147366|XP_017129292.1|DELE	LOC118505997|XP_035898468.1|ASTE
OG0000538	LOC108144209|XP_017124371.1|DELE, LOC108149817|XP_017133180.1|DELE	LOC118506098|XP_035898675.1|ASTE
OG0000539	LOC108147115|XP_017128894.1|DELE, LOC108147305|XP_017129218.1|DELE	LOC118508392|XP_035904035.1|ASTE
OG0000542	LOC108143820|XP_017123847.1|DELE, LOC108145326|XP_017126196.1|DELE	LOC118515253|XP_035917832.1|ASTE, LOC118512691|XP_035913377.1|ASTE, LOC118507284|XP_035901526.1|ASTE
OG0000543	LOC108147077|XP_017128854.1|DELE, LOC108147027|XP_017128773.1|DELE	LOC118503113|XP_035891949.1|ASTE, LOC118503120|XP_035891962.1|ASTE
OG0000544	LOC108142777|XP_017122309.1|DELE, LOC108141158|XP_017119873.1|DELE	LOC118511902|XP_035911464.1|ASTE
OG0000545	LOC108140697|XP_017119137.1|DELE, LOC108140790|XP_017119271.1|DELE	LOC118507911|XP_035903096.1|ASTE
OG0000546	LOC108135649|XP_017111969.1|DELE, LOC108143799|XP_017123814.1|DELE	LOC118508578|XP_035904374.1|ASTE
OG0000547	LOC108144721|XP_017125309.1|DELE, LOC108147820|XP_017130062.1|DELE	LOC118517015|XP_035918760.1|ASTE, LOC118508923|XP_035904699.1|ASTE
OG0000548	LOC108142497|XP_017121882.1|DELE, LOC108142498|XP_017121883.1|DELE	LOC118514395|XP_035917169.1|ASTE
OG0000549	LOC108143576|XP_017123576.1|DELE	LOC118512873|XP_035913859.1|ASTE, LOC118510278|XP_035907786.1|ASTE, LOC118514282|XP_035916917.1|ASTE
OG0000550	LOC108146043|XP_017127328.1|DELE, LOC108145989|XP_017127219.1|DELE	LOC118513463|XP_035915131.1|ASTE
OG0000551	LOC108141259|XP_017119999.1|DELE	LOC118505035|XP_035896160.1|ASTE
OG0000551	LOC108141320|XP_017120083.1|DELE	LOC118502486|XP_035890611.1|ASTE
OG0000552	LOC108148678|XP_017131306.1|DELE, LOC108149001|XP_017131834.1|DELE	LOC118506896|XP_035900569.1|ASTE
OG0000553	LOC108141907|XP_017121009.1|DELE	LOC118510605|XP_035908506.1|ASTE
OG0000554	LOC108147176|XP_017129004.1|DELE, LOC108147177|XP_017129005.1|DELE	LOC118504452|XP_035894837.1|ASTE, LOC118502445|XP_035890567.1|ASTE
OG0000555	LOC108145729|XP_017126781.1|DELE, LOC108146460|XP_017127961.1|DELE	LOC118506682|XP_035900029.1|ASTE
OG0000556	LOC108137242|XP_017114311.1|DELE, LOC108140740|XP_017119205.1|DELE	LOC118505119|XP_035896326.1|ASTE
OG0000557	LOC108135046|XP_017111074.1|DELE, LOC108135049|XP_017111077.1|DELE	LOC118507592|XP_035902152.1|ASTE
OG0000558	LOC108140413|XP_017118620.1|DELE, LOC108138472|XP_017116170.1|DELE	LOC118507689|XP_035902384.1|ASTE
OG0000559	LOC108140593|XP_017118980.1|DELE, LOC108136020|XP_017112436.1|DELE	LOC118505970|XP_035898407.1|ASTE
OG0000560	LOC108134986|XP_017111006.1|DELE, LOC108149629|XP_017132849.1|DELE, LOC108149628|XP_017132848.1|DELE	LOC118507215|XP_035901208.1|ASTE
OG0000561	LOC108146982|XP_017128728.1|DELE, LOC108146961|XP_017128706.1|DELE	LOC118507251|XP_035901427.1|ASTE
OG0000562	LOC108150259|XP_017133828.1|DELE, LOC108150332|XP_017133943.1|DELE	LOC118507448|XP_035901825.1|ASTE
OG0000566	LOC108135804|XP_017112170.1|DELE, LOC108146214|XP_017127622.1|DELE	LOC118507292|XP_035901548.1|ASTE
OG0000567	LOC108141619|XP_017120577.1|DELE	LOC118503035|XP_035891764.1|ASTE
OG0000567	LOC108141358|XP_017120172.1|DELE	LOC118503006|XP_035891713.1|ASTE
OG0000568	LOC108135908|XP_017112314.1|DELE, LOC108141116|XP_017119821.1|DELE	LOC118504788|XP_035895651.1|ASTE
OG0000569	LOC108139269|XP_017117445.1|DELE	LOC118506489|XP_035899567.1|ASTE
OG0000570	LOC108136985|XP_017113968.1|DELE, LOC108136983|XP_017113967.1|DELE	LOC118504677|XP_035895376.1|ASTE, LOC118517181|XP_035918986.1|ASTE
OG0000571	LOC108148742|XP_017131420.1|DELE, LOC108148681|XP_017131309.1|DELE	LOC118511968|XP_035911592.1|ASTE
OG0000572	LOC108136863|XP_017113792.1|DELE, LOC108136866|XP_017113797.1|DELE	LOC118508887|XP_035904609.1|ASTE
OG0000573	LOC108146302|XP_017127742.1|DELE, LOC108143411|XP_017123291.1|DELE	LOC118513083|XP_035914344.1|ASTE, LOC118513081|XP_035914337.1|ASTE
OG0000574	LOC108146732|XP_017128324.1|DELE, LOC108136828|XP_017113733.1|DELE	LOC118510308|XP_035907837.1|ASTE
OG0000575	LOC108146581|XP_017128092.1|DELE, LOC108146935|XP_017128674.1|DELE	LOC118509655|XP_035906502.1|ASTE
OG0000576	LOC108141226|XP_017119969.1|DELE, LOC108141225|XP_017119967.1|DELE	LOC118513944|XP_035916225.1|ASTE
OG0000577	LOC108138878|XP_017116897.1|DELE	LOC118514080|XP_035916502.1|ASTE
OG0000578	LOC108141940|XP_017121069.1|DELE, LOC108135381|XP_017111560.1|DELE	LOC118504462|XP_035894854.1|ASTE
OG0000579	LOC108139301|XP_017117488.1|DELE, LOC108146978|XP_017128723.1|DELE	LOC118505261|XP_035896716.1|ASTE
OG0000580	LOC108140387|XP_017118583.1|DELE, LOC108140386|XP_017118580.1|DELE	LOC118502357|XP_035890448.1|ASTE
OG0000581	LOC108140600|XP_017118996.1|DELE	LOC118502634|XP_035890961.1|ASTE
OG0000582	LOC108139842|XP_017118054.1|DELE, LOC108142515|XP_017121924.1|DELE, LOC108147053|XP_017128826.1|DELE	LOC118507364|XP_035901672.1|ASTE
OG0000583	LOC108143424|XP_017123317.1|DELE, LOC108143434|XP_017123338.1|DELE	LOC118513513|XP_035915263.1|ASTE, LOC118503240|XP_035892142.1|ASTE
OG0000589	LOC108142343|XP_017121590.1|DELE	LOC118516222|XP_035918005.1|ASTE
OG0000590	LOC108148541|XP_017131072.1|DELE	LOC118507493|XP_035901910.1|ASTE
OG0000590	LOC108137429|XP_017114582.1|DELE	LOC118517509|XP_035919627.1|ASTE
OG0000592	LOC108149643|XP_017132868.1|DELE, LOC108149710|XP_017132965.1|DELE	LOC118502774|XP_035891260.1|ASTE
OG0000593	LOC108148558|XP_017131095.1|DELE, LOC108148120|XP_017130458.1|DELE	LOC118505795|XP_035898021.1|ASTE, LOC118511944|XP_035911545.1|ASTE
OG0000594	LOC108148869|XP_017131659.1|DELE, LOC108135041|XP_017111068.1|DELE	LOC118506452|XP_035899484.1|ASTE
OG0000595	LOC108139330|XP_017117530.1|DELE, LOC108148856|XP_017131636.1|DELE	LOC118502880|XP_035891492.1|ASTE
OG0000596	LOC108137343|XP_017114469.1|DELE, LOC108135757|XP_017112096.1|DELE	LOC118504366|XP_035894656.1|ASTE
OG0000597	LOC108142939|XP_017122523.1|DELE, LOC108142940|XP_017122524.1|DELE	LOC118502491|XP_035890616.1|ASTE
OG0000598	LOC108136890|XP_017113836.1|DELE	LOC118505440|XP_035897130.1|ASTE, LOC118505439|XP_035897129.1|ASTE, LOC118505441|XP_035897131.1|ASTE
OG0000599	LOC108146357|XP_017127823.1|DELE, LOC108145616|XP_017126641.1|DELE	LOC118506973|XP_035900724.1|ASTE
OG0000600	LOC108145033|XP_017125705.1|DELE, LOC108145023|XP_017125686.1|DELE	LOC118514324|XP_035917002.1|ASTE, LOC118509562|XP_035906211.1|ASTE
OG0000601	LOC108150725|XP_017134511.1|DELE, LOC108147926|XP_017130198.1|DELE	LOC118510451|XP_035908160.1|ASTE
OG0000602	LOC108149248|XP_017132177.1|DELE, LOC108149565|XP_017132692.1|DELE	LOC118513667|XP_035915661.1|ASTE
OG0000603	LOC108149432|XP_017132494.1|DELE	LOC118514035|XP_035916404.1|ASTE, LOC118514034|XP_035916403.1|ASTE
OG0000604	LOC108147930|XP_017130201.1|DELE, LOC108147931|XP_017130203.1|DELE	LOC118512476|XP_035912857.1|ASTE
OG0000605	LOC108141697|XP_017120669.1|DELE	LOC118514042|XP_035916420.1|ASTE, LOC118514044|XP_035916423.1|ASTE, LOC118502943|XP_035891587.1|ASTE, LOC118514046|XP_035916430.1|ASTE
OG0000606	LOC108137388|XP_017114536.1|DELE	LOC118505294|XP_035896782.1|ASTE, LOC118517185|XP_035918998.1|ASTE
OG0000607	LOC108148402|XP_017130923.1|DELE, LOC108140798|XP_017119285.1|DELE	LOC118502727|XP_035891180.1|ASTE
OG0000608	LOC108147102|XP_017128879.1|DELE, LOC108147211|XP_017129059.1|DELE	LOC118508267|XP_035903792.1|ASTE
OG0000609	LOC108137150|XP_017114205.1|DELE, LOC108147832|XP_017130075.1|DELE	LOC118506550|XP_035899741.1|ASTE
OG0000610	LOC108135667|XP_017111991.1|DELE, LOC108141874|XP_017120964.1|DELE	LOC118505284|XP_035896758.1|ASTE
OG0000611	LOC108145457|XP_017126388.1|DELE, LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE	LOC118503929|XP_035893657.1|ASTE
OG0000614	LOC108144813|XP_017125435.1|DELE	LOC118516626|XP_035918497.1|ASTE
OG0000616	LOC108136541|XP_017113322.1|DELE, LOC108136542|XP_017113325.1|DELE	LOC118516919|XP_035918657.1|ASTE, LOC118512418|XP_035912710.1|ASTE
OG0000617	LOC108147158|XP_017128969.1|DELE, LOC108134800|XP_017110742.1|DELE	LOC118505117|XP_035896324.1|ASTE
OG0000618	LOC108143233|XP_017123020.1|DELE	LOC118507908|XP_035903091.1|ASTE
OG0000619	LOC108145162|XP_017125877.1|DELE	LOC118507862|XP_035902958.1|ASTE, LOC118504753|XP_035895566.1|ASTE
OG0000620	LOC108147637|XP_017129782.1|DELE, LOC108142470|XP_017121840.1|DELE	LOC118511483|XP_035910514.1|ASTE
OG0000621	LOC108136809|XP_017113699.1|DELE, LOC108137216|XP_017114296.1|DELE	LOC118508894|XP_035904623.1|ASTE
OG0000622	LOC108142781|XP_017122314.1|DELE, LOC108142628|XP_017122108.1|DELE	LOC118510537|XP_035908385.1|ASTE
OG0000623	LOC108146254|XP_017127681.1|DELE, LOC108142529|XP_017121943.1|DELE	LOC118509124|XP_035905205.1|ASTE
OG0000624	LOC108138863|XP_017116881.1|DELE, LOC108138855|XP_017116868.1|DELE	LOC118513045|XP_035914230.1|ASTE
OG0000625	LOC108142590|XP_017122044.1|DELE, LOC108142170|XP_017121344.1|DELE, LOC108147529|XP_017129602.1|DELE	LOC118512856|XP_035913828.1|ASTE
OG0000626	LOC108141295|XP_017120051.1|DELE, LOC108143560|XP_017123557.1|DELE	LOC118509722|XP_035906704.1|ASTE
OG0000627	LOC108135694|XP_017112025.1|DELE, LOC108137214|XP_017114294.1|DELE	LOC118511642|XP_035910859.1|ASTE
OG0000628	LOC108149236|XP_017132161.1|DELE, LOC108141993|XP_017121143.1|DELE	LOC118510998|XP_035909406.1|ASTE
OG0000629	LOC108137038|XP_017114027.1|DELE, LOC108149468|XP_017132568.1|DELE	LOC118514145|XP_035916649.1|ASTE
OG0000630	LOC108138883|XP_017116903.1|DELE, LOC108138932|XP_017116993.1|DELE	LOC118513837|XP_035915998.1|ASTE
OG0000631	LOC108138258|XP_017115891.1|DELE, LOC108138255|XP_017115887.1|DELE	LOC118512040|XP_035911733.1|ASTE
OG0000632	LOC108139081|XP_017117194.1|DELE, LOC108147778|XP_017129997.1|DELE	LOC118510869|XP_035909110.1|ASTE
OG0000635	LOC108144972|XP_017125610.1|DELE	LOC118502578|XP_035890805.1|ASTE
OG0000636	LOC108138675|XP_017116508.1|DELE, LOC108138687|XP_017116523.1|DELE	LOC118506854|XP_035900476.1|ASTE
OG0000637	LOC108136359|XP_017112957.1|DELE, LOC108136328|XP_017112919.1|DELE	LOC118503638|XP_035893029.1|ASTE
OG0000638	LOC108143822|XP_017123852.1|DELE	LOC118507208|XP_035901188.1|ASTE
OG0000639	LOC108142361|XP_017121651.1|DELE	LOC118507233|XP_035901363.1|ASTE
OG0000646	LOC108136926|XP_017113889.1|DELE, LOC108148622|XP_017131210.1|DELE	LOC118509356|XP_035905771.1|ASTE
OG0000647	LOC108148375|XP_017130889.1|DELE, LOC108135943|XP_017112383.1|DELE	LOC118510462|XP_035908198.1|ASTE
OG0000648	LOC108136358|XP_017112955.1|DELE	LOC118512623|XP_035913212.1|ASTE
OG0000649	LOC108136519|XP_017113274.1|DELE, LOC108136539|XP_017113319.1|DELE	LOC118512828|XP_035913732.1|ASTE
OG0000650	LOC108136691|XP_017113503.1|DELE	LOC118517430|XP_035919441.1|ASTE
OG0000651	LOC108146688|XP_017128233.1|DELE, LOC108146280|XP_017127709.1|DELE	LOC118505562|XP_035897410.1|ASTE
OG0000652	LOC108149667|XP_017132901.1|DELE, LOC108147623|XP_017129768.1|DELE	LOC118504666|XP_035895343.1|ASTE
OG0000653	LOC108134799|XP_017110741.1|DELE, LOC108141156|XP_017119871.1|DELE	LOC118502716|XP_035891160.1|ASTE, LOC118504969|XP_035895993.1|ASTE
OG0000654	LOC108146776|XP_017128408.1|DELE	LOC118509527|XP_035906131.1|ASTE
OG0000655	LOC108145007|XP_017125660.1|DELE, LOC108147988|XP_017130292.1|DELE	LOC118513237|XP_035914683.1|ASTE
OG0000656	LOC108135123|XP_017111215.1|DELE, LOC108135124|XP_017111218.1|DELE	LOC118510959|XP_035909315.1|ASTE
OG0000657	LOC108145776|XP_017126834.1|DELE, LOC108134718|XP_017110606.1|DELE	LOC118513665|XP_035915659.1|ASTE
OG0000658	LOC108137325|XP_017114445.1|DELE, LOC108135396|XP_017111587.1|DELE	LOC118509145|XP_035905249.1|ASTE
OG0000659	LOC108138926|XP_017116984.1|DELE, LOC108138663|XP_017116493.1|DELE	LOC118514032|XP_035916401.1|ASTE
OG0000660	LOC108138757|XP_017116649.1|DELE	LOC118511813|XP_035911245.1|ASTE
OG0000661	LOC108146819|XP_017128498.1|DELE, LOC108138860|XP_017116873.1|DELE	LOC118510684|XP_035908743.1|ASTE
OG0000662	LOC108146452|XP_017127952.1|DELE, LOC108135752|XP_017112081.1|DELE	LOC118507622|XP_035902237.1|ASTE
OG0000663	LOC108144301|XP_017124483.1|DELE	LOC118504584|XP_035895125.1|ASTE
OG0000664	LOC108135858|XP_017112246.1|DELE, LOC108137164|XP_017114225.1|DELE	LOC118502508|XP_035890644.1|ASTE
OG0000665	LOC108143881|XP_017123942.1|DELE, LOC108143786|XP_017123800.1|DELE	LOC118502404|XP_035890520.1|ASTE
OG0000666	LOC108143554|XP_017123552.1|DELE, LOC108144347|XP_017124580.1|DELE	LOC118503020|XP_035891736.1|ASTE
OG0000667	LOC108136353|XP_017112951.1|DELE, LOC108140392|XP_017118588.1|DELE	LOC118506693|XP_035900067.1|ASTE
OG0000668	LOC108139193|XP_017117320.1|DELE	LOC118506700|XP_035900074.1|ASTE
OG0000669	LOC108148111|XP_017130444.1|DELE, LOC108148108|XP_017130442.1|DELE	LOC118502625|XP_035890898.1|ASTE, LOC118502629|XP_035890907.1|ASTE
OG0000670	LOC108147667|XP_017129841.1|DELE, LOC108137186|XP_017114258.1|DELE	LOC118507605|XP_035902171.1|ASTE
OG0000671	LOC108148338|XP_017130831.1|DELE, LOC108148908|XP_017131712.1|DELE	LOC118504162|XP_035894188.1|ASTE
OG0000672	LOC108145568|XP_017126565.1|DELE, LOC108134913|XP_017110915.1|DELE	LOC118503081|XP_035891857.1|ASTE
OG0000673	LOC108136216|XP_017112716.1|DELE, LOC108136031|XP_017112452.1|DELE	LOC118503772|XP_035893335.1|ASTE
OG0000674	LOC108141673|XP_017120636.1|DELE	LOC118502595|XP_035890844.1|ASTE
OG0000677	LOC108142837|XP_017122392.1|DELE, LOC108142774|XP_017122304.1|DELE	LOC118503070|XP_035891837.1|ASTE, LOC118505812|XP_035898048.1|ASTE
OG0000678	LOC108135284|XP_017111458.1|DELE, LOC108149456|XP_017132540.1|DELE	LOC118506688|XP_035900054.1|ASTE
OG0000679	LOC108135445|XP_017111677.1|DELE	LOC118511227|XP_035909955.1|ASTE, LOC118510212|XP_035907656.1|ASTE, LOC118513053|XP_035914253.1|ASTE
OG0000680	LOC108134900|XP_017110894.1|DELE, LOC108134826|XP_017110769.1|DELE	LOC118507815|XP_035902824.1|ASTE
OG0000681	LOC108139320|XP_017117516.1|DELE, LOC108136323|XP_017112912.1|DELE	LOC118517713|XP_035920051.1|ASTE
OG0000683	LOC108136835|XP_017113744.1|DELE	LOC118506183|XP_035898864.1|ASTE, LOC118506185|XP_035898866.1|ASTE, LOC118506184|XP_035898865.1|ASTE, LOC118505145|XP_035896412.1|ASTE, LOC118507783|XP_035902710.1|ASTE
OG0000684	LOC108135044|XP_017111070.1|DELE, LOC108147270|XP_017129163.1|DELE	LOC118504684|XP_035895391.1|ASTE
OG0000685	LOC108140855|XP_017119329.1|DELE, LOC108141095|XP_017119786.1|DELE	LOC118502969|XP_035891627.1|ASTE
OG0000686	LOC108145126|XP_017125830.1|DELE, LOC108134945|XP_017110957.1|DELE	LOC118514492|XP_035917308.1|ASTE
OG0000687	LOC108143345|XP_017123154.1|DELE, LOC108145659|XP_017126700.1|DELE	LOC118510252|XP_035907731.1|ASTE, LOC118517275|XP_035919142.1|ASTE
OG0000688	LOC108144385|XP_017124649.1|DELE	LOC118509724|XP_035906707.1|ASTE
OG0000689	LOC108141533|XP_017120459.1|DELE, LOC108141532|XP_017120455.1|DELE	LOC118512119|XP_035911989.1|ASTE
OG0000690	LOC108147624|XP_017129769.1|DELE	LOC118506172|XP_035898836.1|ASTE, LOC118509362|XP_035905778.1|ASTE, LOC118517239|XP_035919106.1|ASTE, LOC118506171|XP_035898834.1|ASTE, LOC118504259|XP_035894381.1|ASTE
OG0000691	LOC108141855|XP_017120937.1|DELE, LOC108135583|XP_017111866.1|DELE	LOC118511904|XP_035911433.1|ASTE
OG0000692	LOC108145808|XP_017126887.1|DELE, LOC108145631|XP_017126656.1|DELE	LOC118514236|XP_035916833.1|ASTE
OG0000693	LOC108136335|XP_017112928.1|DELE, LOC108136978|XP_017113959.1|DELE	LOC118511187|XP_035909847.1|ASTE
OG0000694	LOC108137637|XP_017114929.1|DELE, LOC108135610|XP_017111914.1|DELE	LOC118510934|XP_035909249.1|ASTE
OG0000695	LOC108134578|XP_017110421.1|DELE	LOC118511743|XP_035911086.1|ASTE
OG0000696	LOC108142338|XP_017121581.1|DELE, LOC108138678|XP_017116514.1|DELE	LOC118511732|XP_035911071.1|ASTE
OG0000697	LOC108144087|XP_017124232.1|DELE, LOC108148263|XP_017130704.1|DELE	LOC118513307|XP_035914782.1|ASTE
OG0000698	LOC108134688|XP_017110574.1|DELE, LOC108134682|XP_017110569.1|DELE	LOC118514551|XP_035917435.1|ASTE
OG0000699	LOC108139006|XP_017117090.1|DELE, LOC108137360|XP_017114486.1|DELE	LOC118509221|XP_035905398.1|ASTE
OG0000700	LOC108149327|XP_017132285.1|DELE, LOC108148008|XP_017130327.1|DELE	LOC118513242|XP_035914691.1|ASTE
OG0000701	LOC108149052|XP_017131887.1|DELE, LOC108135455|XP_017111689.1|DELE	LOC118513211|XP_035914617.1|ASTE
OG0000702	LOC108147153|XP_017128954.1|DELE, LOC108147151|XP_017128943.1|DELE	LOC118504572|XP_035895108.1|ASTE
OG0000703	LOC108149460|XP_017132547.1|DELE, LOC108141265|XP_017120018.1|DELE	LOC118506324|XP_035899167.1|ASTE
OG0000704	LOC108136205|XP_017112695.1|DELE, LOC108142898|XP_017122474.1|DELE	LOC118506332|XP_035899195.1|ASTE
OG0000705	LOC108146018|XP_017127283.1|DELE, LOC108146017|XP_017127281.1|DELE	LOC118506683|XP_035900034.1|ASTE
OG0000706	LOC108149240|XP_017132164.1|DELE, LOC108138493|XP_017116189.1|DELE	LOC118504359|XP_035894644.1|ASTE
OG0000707	LOC108135367|XP_017111547.1|DELE, LOC108141626|XP_017120584.1|DELE	LOC118507672|XP_035902354.1|ASTE
OG0000708	LOC108147672|XP_017129852.1|DELE, LOC108148145|XP_017130490.1|DELE	LOC118506391|XP_035899324.1|ASTE
OG0000709	LOC108148504|XP_017131030.1|DELE, LOC108137730|XP_017115117.1|DELE	LOC118505365|XP_035896954.1|ASTE
OG0000710	LOC108141008|XP_017119570.1|DELE, LOC108144759|XP_017125353.1|DELE	LOC118517718|XP_035920058.1|ASTE
OG0000711	LOC108150128|XP_017133583.1|DELE, LOC108142689|XP_017122186.1|DELE	LOC118507227|XP_035901286.1|ASTE
OG0000713	LOC108148222|XP_017130625.1|DELE, LOC108141504|XP_017120420.1|DELE	LOC118508307|XP_035903858.1|ASTE
OG0000714	LOC108136255|XP_017112792.1|DELE, LOC108146048|XP_017127341.1|DELE	LOC118517663|XP_035919932.1|ASTE
OG0000716	LOC108149862|XP_017133231.1|DELE, LOC108136093|XP_017112553.1|DELE	LOC118507309|XP_035901585.1|ASTE
OG0000717	LOC108143195|XP_017122936.1|DELE	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE, LOC118503802|XP_035893389.1|ASTE
OG0000724	LOC108145035|XP_017125710.1|DELE, LOC108148629|XP_017131227.1|DELE	LOC118510219|XP_035907676.1|ASTE
OG0000726	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE	LOC118502369|XP_035890481.1|ASTE
OG0000727	LOC108135837|XP_017112210.1|DELE, LOC108135838|XP_017112211.1|DELE	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE
OG0000728	LOC108137411|XP_017114559.1|DELE	LOC118507572|XP_035902102.1|ASTE
OG0000729	LOC108148434|XP_017130958.1|DELE, LOC108148854|XP_017131632.1|DELE	LOC118502976|XP_035891641.1|ASTE
OG0000730	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE	LOC118512111|XP_035911978.1|ASTE
OG0000731	LOC108146348|XP_017127809.1|DELE, LOC108144210|XP_017124372.1|DELE	LOC118508872|XP_035904568.1|ASTE
OG0000732	LOC108146734|XP_017128327.1|DELE, LOC108146733|XP_017128326.1|DELE	LOC118510311|XP_035907841.1|ASTE
OG0000733	LOC108148952|XP_017131773.1|DELE, LOC108147547|XP_017129620.1|DELE	LOC118514240|XP_035916836.1|ASTE
OG0000734	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE, LOC108145955|XP_017127160.1|DELE	LOC118510367|XP_035907971.1|ASTE
OG0000735	LOC108147751|XP_017129970.1|DELE, LOC108141900|XP_017121003.1|DELE	LOC118510613|XP_035908523.1|ASTE
OG0000736	LOC108138800|XP_017116772.1|DELE, LOC108138795|XP_017116763.1|DELE	LOC118512534|XP_035912979.1|ASTE
OG0000738	LOC108139029|XP_017117127.1|DELE, LOC108138700|XP_017116535.1|DELE	LOC118512619|XP_035913193.1|ASTE
OG0000739	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE	LOC118510845|XP_035909065.1|ASTE
OG0000740	LOC108139276|XP_017117458.1|DELE	LOC118502780|XP_035891270.1|ASTE
OG0000741	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE	LOC118502614|XP_035890878.1|ASTE
OG0000742	LOC108144402|XP_017124685.1|DELE, LOC108144872|XP_017125517.1|DELE	LOC118505726|XP_035897798.1|ASTE
OG0000743	LOC108146011|XP_017127275.1|DELE, LOC108135361|XP_017111541.1|DELE	LOC118505694|XP_035897727.1|ASTE
OG0000744	LOC108143283|XP_017123087.1|DELE, LOC108150052|XP_017133506.1|DELE	LOC118503663|XP_035893082.1|ASTE
OG0000746	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE	LOC118503396|XP_035892491.1|ASTE
OG0000753	LOC108134792|XP_017110730.1|DELE, LOC108142189|XP_017121362.1|DELE	LOC118503883|XP_035893534.1|ASTE
OG0000754	LOC108150017|XP_017133460.1|DELE, LOC108145569|XP_017126568.1|DELE	LOC118508359|XP_035903974.1|ASTE
OG0000755	LOC108135732|XP_017112058.1|DELE, LOC108135697|XP_017112031.1|DELE	LOC118505431|XP_035897100.1|ASTE
OG0000756	LOC108143782|XP_017123798.1|DELE	LOC118516633|XP_035918505.1|ASTE, LOC118508314|XP_035903875.1|ASTE
OG0000756	LOC108143781|XP_017123797.1|DELE	LOC118508313|XP_035903874.1|ASTE
OG0000757	LOC108146532|XP_017128061.1|DELE	LOC118509782|XP_035906815.1|ASTE
OG0000758	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE	LOC118511395|XP_035910318.1|ASTE
OG0000759	LOC108146482|XP_017127997.1|DELE, LOC108146451|XP_017127951.1|DELE	LOC118511963|XP_035911580.1|ASTE
OG0000761	LOC108141979|XP_017121122.1|DELE, LOC108141661|XP_017120619.1|DELE	LOC118509871|XP_035906989.1|ASTE
OG0000762	LOC108149367|XP_017132358.1|DELE, LOC108147869|XP_017130116.1|DELE	LOC118508964|XP_035904800.1|ASTE
OG0000764	LOC108143825|XP_017123851.1|DELE, LOC108148171|XP_017130559.1|DELE	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE
OG0000765	LOC108146428|XP_017127921.1|DELE, LOC108135924|XP_017112356.1|DELE	LOC118502717|XP_035891164.1|ASTE
OG0000766	LOC108141742|XP_017120724.1|DELE, LOC108137114|XP_017114129.1|DELE	LOC118504471|XP_035894874.1|ASTE
OG0000767	LOC108137442|XP_017114595.1|DELE, LOC108146476|XP_017127983.1|DELE	LOC118506406|XP_035899371.1|ASTE
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC118506386|XP_035899318.1|ASTE
OG0000769	LOC108149006|XP_017131839.1|DELE, LOC108144856|XP_017125496.1|DELE	LOC118508062|XP_035903410.1|ASTE
