Orthogroup	DELE.longest_only	DFIC.longest_only
OG0002247	LOC108141486|XP_017120388.1|DELE	LOC108090808|XP_017045153.1|DFIC
OG0002248	LOC108146249|XP_017127677.1|DELE	LOC108100445|XP_017059859.1|DFIC
OG0002249	LOC108147560|XP_017129637.1|DELE	LOC108089064|XP_017042662.1|DFIC
OG0002250	LOC108145544|XP_017126533.1|DELE	LOC108095252|XP_017051769.1|DFIC
OG0002251	LOC108145531|XP_017126518.1|DELE	LOC108095109|XP_017051536.1|DFIC
OG0002252	LOC108145474|XP_017126416.1|DELE	LOC108095219|XP_017051724.1|DFIC
OG0002253	LOC108144626|XP_017125144.1|DELE	LOC108101902|XP_017061960.1|DFIC
OG0002254	LOC108142967|XP_017122604.1|DELE	LOC108099339|XP_017058304.1|DFIC
OG0002255	LOC108134927|XP_017110936.1|DELE	LOC108097416|XP_017055170.1|DFIC
OG0002256	LOC108143419|XP_017123312.1|DELE	LOC108096669|XP_017053930.1|DFIC
OG0002257	LOC108144371|XP_017124633.1|DELE	LOC108086430|XP_017038825.1|DFIC
OG0002258	LOC108142706|XP_017122211.1|DELE	LOC108093143|XP_017048577.1|DFIC
OG0002259	LOC108134861|XP_017110834.1|DELE	LOC108094641|XP_017050832.1|DFIC
OG0002260	LOC108142546|XP_017121963.1|DELE	LOC108100465|XP_017059883.1|DFIC
OG0002261	LOC108146537|XP_017128066.1|DELE	LOC108088901|XP_017042392.1|DFIC
OG0002262	LOC108141430|XP_017120303.1|DELE	LOC108090839|XP_017045194.1|DFIC
OG0002263	LOC108146510|XP_017128036.1|DELE	LOC108089629|XP_017043481.1|DFIC
OG0002264	LOC108144620|XP_017125134.1|DELE	LOC108101837|XP_017061840.1|DFIC
OG0002265	LOC108150131|XP_017133587.1|DELE	LOC108089699|XP_017043536.1|DFIC
OG0002266	LOC108142255|XP_017121464.1|DELE	LOC108100154|XP_017059400.1|DFIC
OG0002267	LOC108150302|XP_017133903.1|DELE	LOC108093872|XP_017049707.1|DFIC
OG0002268	LOC108142702|XP_017122206.1|DELE	LOC108093177|XP_017048622.1|DFIC
OG0002269	LOC108141264|XP_017120017.1|DELE	LOC108087664|XP_017040642.1|DFIC
OG0002270	LOC108141491|XP_017120395.1|DELE	LOC108094001|XP_017049913.1|DFIC
OG0002271	LOC108142731|XP_017122244.1|DELE	LOC108093744|XP_017049503.1|DFIC
OG0002272	LOC108146369|XP_017127842.1|DELE	LOC108100399|XP_017059772.1|DFIC
OG0002273	LOC108136066|XP_017112508.1|DELE	LOC108096319|XP_017053312.1|DFIC
OG0002274	LOC108143208|XP_017122966.1|DELE	LOC108093572|XP_017049157.1|DFIC
OG0002275	LOC108135651|XP_017111967.1|DELE	LOC108099913|XP_017059063.1|DFIC
OG0002276	LOC108145880|XP_017127010.1|DELE	LOC108100334|XP_017059633.1|DFIC
OG0002277	LOC108146182|XP_017127578.1|DELE	LOC108100628|XP_017060118.1|DFIC
OG0002278	LOC108147382|XP_017129306.1|DELE	LOC108088939|XP_017042451.1|DFIC
OG0002279	LOC108142631|XP_017122111.1|DELE	LOC108096342|XP_017053378.1|DFIC
OG0002280	LOC108146592|XP_017128103.1|DELE	LOC108089419|XP_017043112.1|DFIC
OG0002281	LOC108146802|XP_017128470.1|DELE	LOC108089466|XP_017043206.1|DFIC
OG0002282	LOC108146058|XP_017127359.1|DELE	LOC108099127|XP_017057953.1|DFIC
OG0002283	LOC108143526|XP_017123500.1|DELE	LOC108087689|XP_017040685.1|DFIC
OG0002284	LOC108145374|XP_017126258.1|DELE	LOC108101453|XP_017061284.1|DFIC
OG0002285	LOC108147747|XP_017129967.1|DELE	LOC108095383|XP_017051951.1|DFIC
OG0002286	LOC108135383|XP_017111566.1|DELE	LOC108096864|XP_017054278.1|DFIC
OG0002287	LOC108141492|XP_017120398.1|DELE	LOC108093995|XP_017049905.1|DFIC
OG0002288	LOC108142559|XP_017121987.1|DELE	LOC108093728|XP_017049463.1|DFIC
OG0002289	LOC108147432|XP_017129399.1|DELE	LOC108088972|XP_017042493.1|DFIC
OG0002290	LOC108135017|XP_017111038.1|DELE	LOC108093388|XP_017048895.1|DFIC
OG0002291	LOC108149609|XP_017132799.1|DELE	LOC108093817|XP_017049621.1|DFIC
OG0002292	LOC108145103|XP_017125786.1|DELE	LOC108094312|XP_017050329.1|DFIC
OG0002293	LOC108149615|XP_017132819.1|DELE	LOC108086317|XP_017038707.1|DFIC
OG0002294	LOC108143757|XP_017123776.1|DELE	LOC108097731|XP_017055721.1|DFIC
OG0002295	LOC108150705|XP_017134461.1|DELE	LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC
OG0002296	LOC108141842|XP_017120921.1|DELE	LOC108097837|XP_017055851.1|DFIC
OG0002297	LOC108149869|XP_017133268.1|DELE	LOC108098831|XP_017057475.1|DFIC
OG0002298	LOC108144178|XP_017124331.1|DELE	LOC108090973|XP_017045417.1|DFIC
OG0002299	LOC108144190|XP_017124344.1|DELE	LOC108086737|XP_017039257.1|DFIC
OG0002300	LOC108139387|XP_017117598.1|DELE	LOC108093451|XP_017049014.1|DFIC
OG0002301	LOC108135263|XP_017111422.1|DELE	LOC108095790|XP_017052542.1|DFIC
OG0002302	LOC108135234|XP_017111383.1|DELE	LOC108094373|XP_017050407.1|DFIC
OG0002303	LOC108147712|XP_017129924.1|DELE	LOC108095301|XP_017051848.1|DFIC
OG0002304	LOC108138902|XP_017116938.1|DELE	LOC108101750|XP_017061701.1|DFIC
OG0002305	LOC108142688|XP_017122185.1|DELE	LOC108100610|XP_017060088.1|DFIC
OG0002306	LOC108142087|XP_017121269.1|DELE	LOC108101002|XP_017060657.1|DFIC
OG0002307	LOC108147947|XP_017130220.1|DELE	LOC108094156|XP_017050085.1|DFIC
OG0002308	LOC108141884|XP_017120982.1|DELE	LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC
OG0002309	LOC108149335|XP_017132292.1|DELE	LOC108089991|XP_017043982.1|DFIC
OG0002310	LOC108149438|XP_017132509.1|DELE	LOC108089934|XP_017043910.1|DFIC
OG0002311	LOC108138722|XP_017116564.1|DELE	LOC108092641|XP_017047768.1|DFIC
OG0002312	LOC108149539|XP_017132662.1|DELE	LOC108102215|XP_017062426.1|DFIC
OG0002313	LOC108149728|XP_017132984.1|DELE	LOC108086743|XP_017039268.1|DFIC
OG0002314	LOC108145400|XP_017126288.1|DELE	LOC108090276|XP_017044375.1|DFIC
OG0002315	LOC108144194|XP_017124348.1|DELE	LOC108087756|XP_017040774.1|DFIC
OG0002316	LOC108134474|XP_017110276.1|DELE	LOC108100005|XP_017059196.1|DFIC
OG0002317	LOC108136084|XP_017112538.1|DELE	LOC108087466|XP_017040324.1|DFIC
OG0002318	LOC108138880|XP_017116900.1|DELE	LOC108096066|XP_017052915.1|DFIC
OG0002319	LOC108149526|XP_017132647.1|DELE	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC
OG0002320	LOC108145545|XP_017126534.1|DELE	LOC108095166|XP_017051613.1|DFIC
OG0002321	LOC108149835|XP_017133197.1|DELE	LOC108086766|XP_017039300.1|DFIC
OG0002322	LOC108139080|XP_017117193.1|DELE	LOC108093380|XP_017048888.1|DFIC
OG0002323	LOC108149537|XP_017132659.1|DELE	LOC108089911|XP_017043880.1|DFIC
OG0002324	LOC108145984|XP_017127214.1|DELE	LOC108088897|XP_017042386.1|DFIC
OG0002325	LOC108150305|XP_017133909.1|DELE	LOC108099894|XP_017059039.1|DFIC
OG0002326	LOC108150312|XP_017133916.1|DELE	LOC108099946|XP_017059111.1|DFIC
OG0002327	LOC108136876|XP_017113811.1|DELE	LOC108087201|XP_017039949.1|DFIC
OG0002328	LOC108139068|XP_017117177.1|DELE	LOC108101856|XP_017061868.1|DFIC, LOC108098365|XP_017056702.1|DFIC
OG0002329	LOC108148039|XP_017130368.1|DELE	LOC108101332|XP_017061130.1|DFIC
OG0002330	LOC108148050|XP_017130389.1|DELE	LOC108101309|XP_017061100.1|DFIC
OG0002331	LOC108136471|XP_017113159.1|DELE	LOC108087588|XP_017040509.1|DFIC
OG0002332	LOC108146413|XP_017127905.1|DELE	LOC108099204|XP_017058068.1|DFIC
OG0002333	LOC108144369|XP_017124629.1|DELE	LOC108090862|XP_017045237.1|DFIC
OG0002334	LOC108137814|XP_017115220.1|DELE	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC
OG0002335	LOC108149887|XP_017133272.1|DELE	LOC108090351|XP_017044461.1|DFIC
OG0002336	LOC108145899|XP_017127040.1|DELE	LOC108088276|XP_017041484.1|DFIC
OG0002337	LOC108141339|XP_017120136.1|DELE	LOC108090748|XP_017045064.1|DFIC
OG0002338	LOC108139030|XP_017117128.1|DELE	LOC108093519|XP_017049104.1|DFIC
OG0002339	LOC108138851|XP_017116854.1|DELE	LOC108092440|XP_017047510.1|DFIC
OG0002340	LOC108138193|XP_017115794.1|DELE	LOC108093491|XP_017049070.1|DFIC
OG0002341	LOC108141531|XP_017120454.1|DELE	LOC108094055|XP_017049982.1|DFIC
OG0002342	LOC108147957|XP_017130234.1|DELE	LOC108089895|XP_017043855.1|DFIC
OG0002343	LOC108147779|XP_017129998.1|DELE	LOC108089881|XP_017043832.1|DFIC
OG0002344	LOC108150556|XP_017134278.1|DELE	LOC108100548|XP_017060009.1|DFIC
OG0002345	LOC108149938|XP_017133344.1|DELE	LOC108101500|XP_017061349.1|DFIC
OG0002346	LOC108135237|XP_017111388.1|DELE	LOC108088211|XP_017041401.1|DFIC
OG0002347	LOC108144701|XP_017125280.1|DELE	LOC108087722|XP_017040732.1|DFIC
OG0002348	LOC108149430|XP_017132489.1|DELE	LOC108092697|XP_017047897.1|DFIC
OG0002349	LOC108149941|XP_017133347.1|DELE	LOC108101507|XP_017061356.1|DFIC
OG0002350	LOC108149937|XP_017133343.1|DELE	LOC108101499|XP_017061348.1|DFIC
OG0002351	LOC108137995|XP_017115459.1|DELE	LOC108086765|XP_017039298.1|DFIC
OG0002352	LOC108144994|XP_017125641.1|DELE	LOC108096869|XP_017054285.1|DFIC
OG0002353	LOC108149203|XP_017132122.1|DELE	LOC108101396|XP_017061206.1|DFIC
OG0002354	LOC108141671|XP_017120634.1|DELE	LOC108098748|XP_017057372.1|DFIC
OG0002355	LOC108137722|XP_017115101.1|DELE	LOC108099167|XP_017058009.1|DFIC
OG0002356	LOC108150489|XP_017134184.1|DELE	LOC108098251|XP_017056532.1|DFIC
OG0002357	LOC108139289|XP_017117473.1|DELE	LOC108092112|XP_017047099.1|DFIC
OG0002358	LOC108141961|XP_017121091.1|DELE	LOC108089254|XP_017042909.1|DFIC
OG0002359	LOC108135935|XP_017112373.1|DELE	LOC108091356|XP_017045997.1|DFIC
OG0002360	LOC108141859|XP_017120940.1|DELE	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC
OG0002361	LOC108142862|XP_017122421.1|DELE	LOC108100376|XP_017059713.1|DFIC
OG0002362	LOC108138176|XP_017115758.1|DELE	LOC108100879|XP_017060465.1|DFIC
OG0002363	LOC108138315|XP_017115962.1|DELE	LOC108093503|XP_017049085.1|DFIC
OG0002364	LOC108138139|XP_017115674.1|DELE	LOC108093343|XP_017048839.1|DFIC
OG0002365	LOC108138261|XP_017115894.1|DELE	LOC108093476|XP_017049054.1|DFIC
OG0002366	LOC108138653|XP_017116483.1|DELE	LOC108089924|XP_017043895.1|DFIC
OG0002367	LOC108148024|XP_017130346.1|DELE	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC
OG0002368	LOC108148296|XP_017130764.1|DELE	LOC108098213|XP_017056475.1|DFIC
OG0002369	LOC108137666|XP_017115009.1|DELE	LOC108097673|XP_017055618.1|DFIC
OG0002370	LOC108149230|XP_017132154.1|DELE	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC
OG0002371	LOC108149419|XP_017132473.1|DELE	LOC108098340|XP_017056671.1|DFIC
OG0002372	LOC108149338|XP_017132308.1|DELE	LOC108091491|XP_017046203.1|DFIC
OG0002373	LOC108150497|XP_017134197.1|DELE	LOC108098283|XP_017056576.1|DFIC
OG0002374	LOC108144081|XP_017124220.1|DELE	LOC108096001|XP_017052836.1|DFIC
OG0002375	LOC108141090|XP_017119778.1|DELE	LOC108098560|XP_017057055.1|DFIC
OG0002376	LOC108135229|XP_017111370.1|DELE	LOC108088152|XP_017041305.1|DFIC
OG0002377	LOC108137493|XP_017114699.1|DELE	LOC108090123|XP_017044143.1|DFIC
OG0002378	LOC108146977|XP_017128722.1|DELE	LOC108095432|XP_017052030.1|DFIC
OG0002379	LOC108150532|XP_017134251.1|DELE	LOC108098222|XP_017056492.1|DFIC
OG0002380	LOC108141677|XP_017120645.1|DELE	LOC108097273|XP_017054959.1|DFIC
OG0002381	LOC108149836|XP_017133200.1|DELE	LOC108094063|XP_017049992.1|DFIC
OG0002382	LOC108136515|XP_017113264.1|DELE	LOC108094412|XP_017050472.1|DFIC
OG0002383	LOC108146396|XP_017127883.1|DELE	LOC108100625|XP_017060113.1|DFIC
OG0002384	LOC108136252|XP_017112779.1|DELE	LOC108097121|XP_017054703.1|DFIC
OG0002385	LOC108145293|XP_017126099.1|DELE	LOC108095025|XP_017051380.1|DFIC
OG0002386	LOC108136766|XP_017113613.1|DELE	LOC108101048|XP_017060716.1|DFIC
OG0002387	LOC108148613|XP_017131184.1|DELE	LOC108091616|XP_017046391.1|DFIC
OG0002388	LOC108148274|XP_017130719.1|DELE	LOC108097084|XP_017054622.1|DFIC
OG0002389	LOC108147242|XP_017129129.1|DELE	LOC108100556|XP_017060021.1|DFIC, LOC108091684|XP_017046495.1|DFIC
OG0002390	LOC108135350|XP_017111530.1|DELE	LOC108100110|XP_017059347.1|DFIC
OG0002391	LOC108144538|XP_017124996.1|DELE	LOC108093616|XP_017049241.1|DFIC
OG0002392	LOC108146437|XP_017127930.1|DELE	LOC108096453|XP_017053546.1|DFIC
OG0002393	LOC108146831|XP_017128515.1|DELE	LOC108089554|XP_017043386.1|DFIC
OG0002394	LOC108148798|XP_017131507.1|DELE	LOC108095748|XP_017052420.1|DFIC
OG0002395	LOC108136907|XP_017113854.1|DELE	LOC108092123|XP_017047112.1|DFIC
OG0002396	LOC108144361|XP_017124613.1|DELE	LOC108101835|XP_017061838.1|DFIC
OG0002397	LOC108146887|XP_017128613.1|DELE	LOC108100618|XP_017060104.1|DFIC
OG0002398	LOC108136522|XP_017113285.1|DELE	LOC108088671|XP_017042093.1|DFIC
OG0002399	LOC108135011|XP_017111034.1|DELE	LOC108095069|XP_017051484.1|DFIC
OG0002400	LOC108144873|XP_017125518.1|DELE	LOC108094051|XP_017049975.1|DFIC
OG0002401	LOC108145262|XP_017126024.1|DELE	LOC108098393|XP_017056750.1|DFIC
OG0002402	LOC108140698|XP_017119138.1|DELE	LOC108097693|XP_017055656.1|DFIC
OG0002403	LOC108140608|XP_017119009.1|DELE	LOC108098023|XP_017056176.1|DFIC
OG0002404	LOC108140087|XP_017118280.1|DELE	LOC108101989|XP_017062073.1|DFIC
OG0002405	LOC108137488|XP_017114692.1|DELE	LOC108090213|XP_017044295.1|DFIC
OG0002406	LOC108146713|XP_017128289.1|DELE	LOC108089467|XP_017043207.1|DFIC
OG0002407	LOC108143063|XP_017122766.1|DELE	LOC108100771|XP_017060299.1|DFIC
OG0002408	LOC108137452|XP_017114636.1|DELE	LOC108090173|XP_017044238.1|DFIC
OG0002409	LOC108143253|XP_017123051.1|DELE	LOC108086900|XP_017039457.1|DFIC
OG0002410	LOC108136875|XP_017113806.1|DELE	LOC108101099|XP_017060798.1|DFIC
OG0002411	LOC108142908|XP_017122485.1|DELE	LOC108099525|XP_017058582.1|DFIC
OG0002412	LOC108146858|XP_017128568.1|DELE	LOC108091130|XP_017045648.1|DFIC
OG0002413	LOC108138582|XP_017116358.1|DELE	LOC108097340|XP_017055064.1|DFIC
OG0002414	LOC108146014|XP_017127277.1|DELE	LOC108100354|XP_017059677.1|DFIC
OG0002415	LOC108141570|XP_017120504.1|DELE	LOC108087988|XP_017041081.1|DFIC
OG0002416	LOC108145333|XP_017126207.1|DELE	LOC108095064|XP_017051474.1|DFIC
OG0002417	LOC108134818|XP_017110760.1|DELE, LOC108145493|XP_017126442.1|DELE	LOC108091482|XP_017046191.1|DFIC
OG0002418	LOC108139259|XP_017117436.1|DELE	LOC108086364|XP_017038755.1|DFIC
OG0002419	LOC108137160|XP_017114218.1|DELE	LOC108091345|XP_017045982.1|DFIC
OG0002420	LOC108146059|XP_017127360.1|DELE	LOC108099130|XP_017057955.1|DFIC
OG0002421	LOC108139133|XP_017117235.1|DELE	LOC108091897|XP_017046770.1|DFIC
OG0002422	LOC108141173|XP_017119889.1|DELE	LOC108098524|XP_017056991.1|DFIC
OG0002423	LOC108150326|XP_017133936.1|DELE	LOC108099912|XP_017059062.1|DFIC
OG0002424	LOC108135339|XP_017111519.1|DELE	LOC108102181|XP_017062376.1|DFIC
OG0002425	LOC108136514|XP_017113263.1|DELE	LOC108094636|XP_017050816.1|DFIC
OG0002426	LOC108145959|XP_017127166.1|DELE	LOC108100325|XP_017059621.1|DFIC
OG0002427	LOC108145329|XP_017126200.1|DELE	LOC108098420|XP_017056802.1|DFIC
OG0002428	LOC108148409|XP_017130937.1|DELE	LOC108097469|XP_017055229.1|DFIC
OG0002429	LOC108145902|XP_017127044.1|DELE	LOC108099125|XP_017057951.1|DFIC
OG0002430	LOC108149656|XP_017132887.1|DELE	LOC108093978|XP_017049874.1|DFIC
OG0002431	LOC108143600|XP_017123612.1|DELE	LOC108094923|XP_017051270.1|DFIC
OG0002432	LOC108137204|XP_017114284.1|DELE	LOC108086504|XP_017038919.1|DFIC
OG0002433	LOC108135852|XP_017112233.1|DELE	LOC108087927|XP_017041003.1|DFIC
OG0002434	LOC108139282|XP_017117467.1|DELE	LOC108098800|XP_017057430.1|DFIC
OG0002435	LOC108140889|XP_017119412.1|DELE	LOC108095538|XP_017052153.1|DFIC
OG0002436	LOC108147582|XP_017129704.1|DELE	LOC108096816|XP_017054197.1|DFIC
OG0002437	LOC108149850|XP_017133215.1|DELE	LOC108094853|XP_017051149.1|DFIC
OG0002438	LOC108136274|XP_017112831.1|DELE	LOC108097127|XP_017054712.1|DFIC
OG0002439	LOC108148156|XP_017130543.1|DELE	LOC108098164|XP_017056389.1|DFIC
OG0002440	LOC108135607|XP_017111908.1|DELE	LOC108099884|XP_017059027.1|DFIC
OG0002441	LOC108141324|XP_017120091.1|DELE	LOC108090797|XP_017045134.1|DFIC
OG0002442	LOC108144329|XP_017124528.1|DELE	LOC108094012|XP_017049928.1|DFIC
OG0002443	LOC108143488|XP_017123426.1|DELE	LOC108096725|XP_017054057.1|DFIC
OG0002444	LOC108143646|XP_017123647.1|DELE	LOC108090818|XP_017045165.1|DFIC
OG0002445	LOC108134666|XP_017110551.1|DELE	LOC108094756|XP_017051002.1|DFIC
OG0002446	LOC108149765|XP_017133078.1|DELE	LOC108086710|XP_017039204.1|DFIC
OG0002447	LOC108146851|XP_017128549.1|DELE	LOC108089506|XP_017043310.1|DFIC
OG0002448	LOC108142044|XP_017121212.1|DELE	LOC108096900|XP_017054335.1|DFIC
OG0002449	LOC108144485|XP_017124904.1|DELE	LOC108093759|XP_017049517.1|DFIC
OG0002450	LOC108134667|XP_017110555.1|DELE	LOC108098845|XP_017057496.1|DFIC
OG0002451	LOC108149712|XP_017132970.1|DELE	LOC108090390|XP_017044528.1|DFIC
OG0002452	LOC108134623|XP_017110497.1|DELE	LOC108096972|XP_017054439.1|DFIC
OG0002453	LOC108134642|XP_017110520.1|DELE	LOC108096884|XP_017054314.1|DFIC
OG0002454	LOC108146257|XP_017127683.1|DELE	LOC108099952|XP_017059121.1|DFIC
OG0002455	LOC108146255|XP_017127682.1|DELE	LOC108099942|XP_017059109.1|DFIC
OG0002456	LOC108149155|XP_017132042.1|DELE	LOC108096875|XP_017054297.1|DFIC
OG0002457	LOC108149618|XP_017132831.1|DELE	LOC108093622|XP_017049248.1|DFIC
OG0002458	LOC108149904|XP_017133296.1|DELE	LOC108093432|XP_017048981.1|DFIC
OG0002459	LOC108149105|XP_017131992.1|DELE	LOC108094847|XP_017051138.1|DFIC
OG0002460	LOC108144884|XP_017125532.1|DELE	LOC108090981|XP_017045425.1|DFIC
OG0002461	LOC108144829|XP_017125454.1|DELE	LOC108093708|XP_017049394.1|DFIC
OG0002462	LOC108137053|XP_017114043.1|DELE, LOC108137455|XP_017114645.1|DELE	LOC108095189|XP_017051671.1|DFIC
OG0002463	LOC108144814|XP_017125431.1|DELE	LOC108090739|XP_017045051.1|DFIC
OG0002464	LOC108144331|XP_017124530.1|DELE	LOC108093969|XP_017049864.1|DFIC
OG0002465	LOC108143633|XP_017123636.1|DELE	LOC108096274|XP_017053266.1|DFIC
OG0002466	LOC108145304|XP_017126123.1|DELE	LOC108095043|XP_017051426.1|DFIC
OG0002467	LOC108147538|XP_017129610.1|DELE	LOC108099977|XP_017059158.1|DFIC
OG0002468	LOC108146959|XP_017128704.1|DELE	LOC108095463|XP_017052067.1|DFIC
OG0002469	LOC108141060|XP_017119703.1|DELE	LOC108098572|XP_017057093.1|DFIC
OG0002470	LOC108149885|XP_017133270.1|DELE	LOC108090357|XP_017044471.1|DFIC
OG0002471	LOC108141538|XP_017120467.1|DELE	LOC108090942|XP_017045367.1|DFIC
OG0002472	LOC108137875|XP_017115302.1|DELE	LOC108086741|XP_017039263.1|DFIC
OG0002473	LOC108144809|XP_017125426.1|DELE	LOC108094047|XP_017049970.1|DFIC
OG0002474	LOC108136053|XP_017112472.1|DELE	LOC108096286|XP_017053241.1|DFIC
OG0002475	LOC108148923|XP_017131729.1|DELE	LOC108099609|XP_017058720.1|DFIC
OG0002476	LOC108137561|XP_017114776.1|DELE	LOC108096824|XP_017054216.1|DFIC
OG0002477	LOC108144975|XP_017125612.1|DELE, LOC108148249|XP_017130703.1|DELE	LOC108094930|XP_017051278.1|DFIC
OG0002478	LOC108143694|XP_017123709.1|DELE, LOC108144490|XP_017124950.1|DELE	LOC108095206|XP_017051702.1|DFIC
OG0002479	LOC108149806|XP_017133161.1|DELE	LOC108093813|XP_017049617.1|DFIC
OG0002481	LOC108136333|XP_017112926.1|DELE	LOC108097337|XP_017055060.1|DFIC
OG0002482	LOC108149056|XP_017131890.1|DELE	LOC108094804|XP_017051064.1|DFIC
OG0002483	LOC108141506|XP_017120423.1|DELE	LOC108090933|XP_017045358.1|DFIC
OG0002484	LOC108144612|XP_017125122.1|DELE	LOC108093990|XP_017049891.1|DFIC
OG0002485	LOC108145458|XP_017126391.1|DELE	LOC108090404|XP_017044543.1|DFIC
OG0002486	LOC108142505|XP_017121900.1|DELE	LOC108100443|XP_017059855.1|DFIC
OG0002487	LOC108137803|XP_017115229.1|DELE	LOC108100593|XP_017060066.1|DFIC
OG0002488	LOC108143708|XP_017123728.1|DELE	LOC108090938|XP_017045363.1|DFIC
OG0002489	LOC108146298|XP_017127733.1|DELE	LOC108088295|XP_017041513.1|DFIC
OG0002490	LOC108144980|XP_017125621.1|DELE	LOC108094931|XP_017051279.1|DFIC
OG0002491	LOC108146793|XP_017128450.1|DELE	LOC108088864|XP_017042332.1|DFIC
OG0002492	LOC108144517|XP_017124946.1|DELE	LOC108093770|XP_017049528.1|DFIC
OG0002493	LOC108149690|XP_017132949.1|DELE	LOC108090260|XP_017044357.1|DFIC
OG0002494	LOC108139365|XP_017117580.1|DELE	LOC108098792|XP_017057420.1|DFIC
OG0002495	LOC108144528|XP_017124967.1|DELE	LOC108101923|XP_017061989.1|DFIC
OG0002496	LOC108147110|XP_017128889.1|DELE	LOC108095687|XP_017052347.1|DFIC
OG0002497	LOC108145715|XP_017126765.1|DELE	LOC108089311|XP_017042977.1|DFIC, LOC108089326|XP_017042992.1|DFIC
OG0002498	LOC108142232|XP_017121440.1|DELE	LOC108093266|XP_017048733.1|DFIC
OG0002499	LOC108146426|XP_017127919.1|DELE	LOC108100072|XP_017059301.1|DFIC
OG0002500	LOC108148651|XP_017131265.1|DELE	LOC108088432|XP_017041689.1|DFIC
OG0002501	LOC108138677|XP_017116513.1|DELE	LOC108089787|XP_017043671.1|DFIC
OG0002502	LOC108144722|XP_017125306.1|DELE	LOC108086415|XP_017038805.1|DFIC
OG0002502	LOC108144720|XP_017125305.1|DELE	LOC108086416|XP_017038806.1|DFIC
OG0002504	LOC108146649|XP_017128183.1|DELE	LOC108089281|XP_017042949.1|DFIC, LOC108095400|XP_017051972.1|DFIC
OG0002505	LOC108145229|XP_017125982.1|DELE	LOC108087837|XP_017040901.1|DFIC
OG0002507	LOC108148003|XP_017130320.1|DELE	LOC108092291|XP_017047316.1|DFIC, LOC108092294|XP_017047318.1|DFIC, LOC108092407|XP_017047461.1|DFIC, LOC108093379|XP_017048887.1|DFIC, LOC108098293|XP_017056591.1|DFIC, LOC108092292|XP_017047317.1|DFIC
OG0002508	LOC108136529|XP_017113294.1|DELE	LOC108088629|XP_017042034.1|DFIC
OG0002509	LOC108149654|XP_017132883.1|DELE	LOC108101581|XP_017061482.1|DFIC
OG0002510	LOC108140894|XP_017119425.1|DELE	LOC108101433|XP_017061250.1|DFIC
OG0002511	LOC108139303|XP_017117491.1|DELE	LOC108091630|XP_017046418.1|DFIC
OG0002512	LOC108145320|XP_017126181.1|DELE	LOC108095063|XP_017051470.1|DFIC
OG0002513	LOC108139268|XP_017117444.1|DELE	LOC108098937|XP_017057633.1|DFIC
OG0002514	LOC108146401|XP_017127889.1|DELE	LOC108100614|XP_017060093.1|DFIC
OG0002516	LOC108147316|XP_017129231.1|DELE	LOC108095659|XP_017052313.1|DFIC
OG0002517	LOC108138502|XP_017116213.1|DELE	LOC108097557|XP_017055414.1|DFIC
OG0002518	LOC108136681|XP_017113492.1|DELE	LOC108087060|XP_017039725.1|DFIC
OG0002519	LOC108145455|XP_017126387.1|DELE	LOC108095186|XP_017051663.1|DFIC
OG0002520	LOC108141403|XP_017120253.1|DELE	LOC108092925|XP_017048276.1|DFIC
OG0002521	LOC108136591|XP_017113393.1|DELE	LOC108088711|XP_017042144.1|DFIC
OG0002522	LOC108137031|XP_017114020.1|DELE	LOC108087326|XP_017040146.1|DFIC
OG0002523	LOC108143016|XP_017122696.1|DELE	LOC108086841|XP_017039379.1|DFIC
OG0002524	LOC108136296|XP_017112870.1|DELE	LOC108097264|XP_017054947.1|DFIC
OG0002525	LOC108147452|XP_017129469.1|DELE	LOC108088980|XP_017042512.1|DFIC
OG0002526	LOC108141194|XP_017119927.1|DELE	LOC108097122|XP_017054708.1|DFIC
OG0002528	LOC108138507|XP_017116231.1|DELE	LOC108097222|XP_017054860.1|DFIC
OG0002529	LOC108135275|XP_017111447.1|DELE	LOC108097611|XP_017055512.1|DFIC
OG0002530	LOC108139011|XP_017117101.1|DELE	LOC108092732|XP_017047950.1|DFIC
OG0002531	LOC108148278|XP_017130728.1|DELE	LOC108093434|XP_017048983.1|DFIC
OG0002532	LOC108137048|XP_017114030.1|DELE	LOC108087745|XP_017040756.1|DFIC
OG0002533	LOC108140899|XP_017119432.1|DELE	LOC108100928|XP_017060557.1|DFIC
OG0002534	LOC108144823|XP_017125443.1|DELE	LOC108086428|XP_017038824.1|DFIC
OG0002535	LOC108146086|XP_017127397.1|DELE	LOC108088280|XP_017041491.1|DFIC
OG0002536	LOC108148871|XP_017131662.1|DELE	LOC108088463|XP_017041737.1|DFIC
OG0002537	LOC108144396|XP_017124665.1|DELE	LOC108090737|XP_017045048.1|DFIC
OG0002539	LOC108144617|XP_017125132.1|DELE	LOC108090842|XP_017045201.1|DFIC
