Orthogroup	DELE.longest_only	BCOP.longest_only
OG0000332	LOC108142090|XP_017121273.1|DELE	LOC119074533|XP_037036595.1|BCOP
OG0000332	LOC108147743|XP_017129963.1|DELE	LOC119069770|XP_037029801.1|BCOP
OG0000333	LOC108150210|XP_017133715.1|DELE, LOC108150335|XP_017133947.1|DELE	LOC119077073|XP_037040116.1|BCOP
OG0000334	LOC108149653|XP_017132882.1|DELE, LOC108134862|XP_017110836.1|DELE, LOC108144751|XP_017125344.1|DELE	LOC119072496|XP_037033633.1|BCOP
OG0000335	LOC108138708|XP_017116547.1|DELE, LOC108138665|XP_017116495.1|DELE	LOC119084089|XP_037049821.1|BCOP, LOC119082721|XP_037048196.1|BCOP, LOC119085128|XP_037051293.1|BCOP, LOC119076242|XP_037038801.1|BCOP
OG0000338	LOC108145975|XP_017127195.1|DELE	LOC119078007|XP_037041294.1|BCOP
OG0000338	LOC108137097|XP_017114110.1|DELE	LOC119083732|XP_037049426.1|BCOP
OG0000338	LOC108134606|XP_017110463.1|DELE	LOC119066489|XP_037024892.1|BCOP, LOC119083850|XP_037049552.1|BCOP
OG0000340	LOC108144761|XP_017125356.1|DELE	LOC119071512|XP_037032276.1|BCOP
OG0000342	LOC108141609|XP_017120554.1|DELE, LOC108140498|XP_017118763.1|DELE, LOC108144236|XP_017124405.1|DELE	LOC119081258|XP_037045890.1|BCOP
OG0000343	LOC108143068|XP_017122771.1|DELE	LOC119068531|XP_037028036.1|BCOP
OG0000344	LOC108144645|XP_017125176.1|DELE, LOC108148792|XP_017131500.1|DELE	LOC119081422|XP_037046227.1|BCOP, LOC119079476|XP_037043308.1|BCOP
OG0000345	LOC108149933|XP_017133338.1|DELE	LOC119073774|XP_037035336.1|BCOP
OG0000345	LOC108149071|XP_017131916.1|DELE	LOC119072359|XP_037033443.1|BCOP
OG0000346	LOC108144636|XP_017125156.1|DELE, LOC108143574|XP_017123574.1|DELE, LOC108145504|XP_017126500.1|DELE, LOC108134622|XP_017110496.1|DELE, LOC108144132|XP_017124265.1|DELE, LOC108144133|XP_017124266.1|DELE	LOC119073446|XP_037034834.1|BCOP, LOC119073447|XP_037034835.1|BCOP
OG0000347	LOC108147531|XP_017129604.1|DELE	LOC119080480|XP_037044760.1|BCOP
OG0000347	LOC108148000|XP_017130311.1|DELE	LOC119083271|XP_037048852.1|BCOP
OG0000348	LOC108147824|XP_017130067.1|DELE, LOC108138619|XP_017116397.1|DELE	LOC119078747|XP_037042342.1|BCOP
OG0000349	LOC108139012|XP_017117103.1|DELE, LOC108137529|XP_017114739.1|DELE	LOC119066541|XP_037024966.1|BCOP
OG0000351	LOC108143649|XP_017123650.1|DELE, LOC108143654|XP_017123655.1|DELE	LOC119086050|XP_037052519.1|BCOP, LOC119081793|XP_037046898.1|BCOP
OG0000353	LOC108144010|XP_017124122.1|DELE	LOC119076419|XP_037039057.1|BCOP
OG0000353	LOC108137813|XP_017115217.1|DELE	LOC119078690|XP_037042246.1|BCOP
OG0000354	LOC108147917|XP_017130171.1|DELE	LOC119081704|XP_037046709.1|BCOP, LOC119083874|XP_037049582.1|BCOP
OG0000355	LOC108145510|XP_017126464.1|DELE, LOC108135393|XP_017111581.1|DELE	LOC119073525|XP_037034957.1|BCOP, LOC119073519|XP_037034946.1|BCOP
OG0000356	LOC108138974|XP_017117047.1|DELE, LOC108139038|XP_017117139.1|DELE	LOC119066150|XP_037024343.1|BCOP, LOC119082767|XP_037048255.1|BCOP, LOC119082769|XP_037048258.1|BCOP, LOC119082770|XP_037048260.1|BCOP
OG0000361	LOC108140382|XP_017118575.1|DELE, LOC108148257|XP_017130674.1|DELE, LOC108138009|XP_017115468.1|DELE	LOC119067236|XP_037025990.1|BCOP
OG0000362	LOC108134619|XP_017110493.1|DELE	LOC119077956|XP_037041225.1|BCOP
OG0000362	LOC108150565|XP_017134293.1|DELE	LOC119070686|XP_037031031.1|BCOP
OG0000363	LOC108148619|XP_017131203.1|DELE	LOC119077736|XP_037040910.1|BCOP
OG0000363	LOC108135469|XP_017111700.1|DELE, LOC108146703|XP_017128255.1|DELE	LOC119081248|XP_037045869.1|BCOP
OG0000364	LOC108145644|XP_017126670.1|DELE	LOC119073729|XP_037035242.1|BCOP, LOC119073731|XP_037035258.1|BCOP
OG0000365	LOC108145475|XP_017126418.1|DELE	LOC119077426|XP_037040546.1|BCOP
OG0000365	LOC108134523|XP_017110351.1|DELE	LOC119076237|XP_037038792.1|BCOP
OG0000366	LOC108142419|XP_017121763.1|DELE	LOC119068589|XP_037028130.1|BCOP
OG0000366	LOC108147216|XP_017129070.1|DELE	LOC119084358|XP_037050199.1|BCOP
OG0000367	LOC108150285|XP_017133874.1|DELE, LOC108143494|XP_017123435.1|DELE	LOC119083166|XP_037048708.1|BCOP
OG0000368	LOC108135519|XP_017111754.1|DELE	LOC119077211|XP_037040291.1|BCOP
OG0000376	LOC108136565|XP_017113363.1|DELE, LOC108136564|XP_017113362.1|DELE	LOC119067548|XP_037026508.1|BCOP
OG0000377	LOC108137757|XP_017115146.1|DELE, LOC108150339|XP_017133958.1|DELE	LOC119068724|XP_037028311.1|BCOP, LOC119072152|XP_037033188.1|BCOP
OG0000378	LOC108144652|XP_017125186.1|DELE	LOC119075875|XP_037038334.1|BCOP, LOC119070094|XP_037030300.1|BCOP, LOC119079900|XP_037043884.1|BCOP
OG0000378	LOC108137579|XP_017114799.1|DELE	LOC119074113|XP_037035975.1|BCOP, LOC119067000|XP_037025623.1|BCOP
OG0000379	LOC108149578|XP_017132701.1|DELE, LOC108149579|XP_017132702.1|DELE, LOC108149616|XP_017132818.1|DELE	LOC119079407|XP_037043192.1|BCOP
OG0000380	LOC108149051|XP_017131883.1|DELE, LOC108136617|XP_017113428.1|DELE, LOC108142790|XP_017122326.1|DELE	LOC119077504|XP_037040628.1|BCOP
OG0000381	LOC108147823|XP_017130066.1|DELE, LOC108141932|XP_017121056.1|DELE	LOC119070927|XP_037031365.1|BCOP
OG0000382	LOC108138374|XP_017116043.1|DELE	LOC119085521|XP_037051831.1|BCOP, LOC119075789|XP_037038247.1|BCOP, LOC119076298|XP_037038857.1|BCOP
OG0000383	LOC108148070|XP_017130412.1|DELE	LOC119078292|XP_037041681.1|BCOP, LOC119078293|XP_037041682.1|BCOP, LOC119075711|XP_037038129.1|BCOP, LOC119076382|XP_037038996.1|BCOP, LOC119073281|XP_037034560.1|BCOP
OG0000383	LOC108150485|XP_017134181.1|DELE	LOC119077405|XP_037040510.1|BCOP
OG0000384	LOC108144878|XP_017125525.1|DELE	LOC119081632|XP_037046579.1|BCOP
OG0000384	LOC108144691|XP_017125251.1|DELE	LOC119081631|XP_037046578.1|BCOP
OG0000385	LOC108137428|XP_017114580.1|DELE	LOC119069487|XP_037029452.1|BCOP
OG0000385	LOC108137418|XP_017114566.1|DELE	LOC119073148|XP_037034343.1|BCOP, LOC119073149|XP_037034345.1|BCOP
OG0000386	LOC108145735|XP_017126786.1|DELE, LOC108145721|XP_017126772.1|DELE, LOC108148634|XP_017131235.1|DELE	LOC119076950|XP_037039898.1|BCOP
OG0000389	LOC108142778|XP_017122310.1|DELE	LOC119080247|XP_037044392.1|BCOP
OG0000390	LOC108134534|XP_017110369.1|DELE	LOC119069527|XP_037029496.1|BCOP, LOC119072159|XP_037033211.1|BCOP, LOC119075143|XP_037037430.1|BCOP, LOC119068172|XP_037027552.1|BCOP
OG0000391	LOC108141599|XP_017120537.1|DELE	LOC119083572|XP_037049213.1|BCOP
OG0000391	LOC108150387|XP_017134018.1|DELE, LOC108137405|XP_017114556.1|DELE	LOC119082568|XP_037047991.1|BCOP
OG0000392	LOC108149548|XP_017132674.1|DELE, LOC108149520|XP_017132637.1|DELE	LOC119076352|XP_037038944.1|BCOP, LOC119076375|XP_037038986.1|BCOP
OG0000393	LOC108138735|XP_017116604.1|DELE	LOC119075844|XP_037038286.1|BCOP
OG0000394	LOC108143974|XP_017124073.1|DELE, LOC108143900|XP_017123967.1|DELE	LOC119081515|XP_037046420.1|BCOP, LOC119081232|XP_037045853.1|BCOP
OG0000399	LOC108148879|XP_017131671.1|DELE, LOC108149178|XP_017132079.1|DELE	LOC119069132|XP_037028932.1|BCOP
OG0000400	LOC108138517|XP_017116252.1|DELE, LOC108138128|XP_017115651.1|DELE, LOC108138518|XP_017116253.1|DELE	LOC119068343|XP_037027794.1|BCOP, LOC119071263|XP_037032012.1|BCOP
OG0000401	LOC108146805|XP_017128479.1|DELE, LOC108134888|XP_017110879.1|DELE	LOC119070397|XP_037030612.1|BCOP
OG0000402	LOC108143810|XP_017123825.1|DELE	LOC119085779|XP_037052174.1|BCOP, LOC119085789|XP_037052185.1|BCOP, LOC119085815|XP_037052202.1|BCOP, LOC119074641|XP_037036812.1|BCOP, LOC119069172|XP_037028988.1|BCOP, LOC119085637|XP_037051976.1|BCOP, LOC119085750|XP_037052130.1|BCOP, LOC119085771|XP_037052162.1|BCOP, LOC119085617|XP_037051940.1|BCOP, LOC119068987|XP_037028754.1|BCOP, LOC119074271|XP_037036188.1|BCOP
OG0000404	LOC108148469|XP_017130990.1|DELE, LOC108148984|XP_017131814.1|DELE	LOC119069038|XP_037028802.1|BCOP
OG0000405	LOC108136619|XP_017113425.1|DELE	LOC119069670|XP_037029683.1|BCOP
OG0000406	LOC108146722|XP_017128303.1|DELE, LOC108144890|XP_017125540.1|DELE	LOC119081238|XP_037045860.1|BCOP
OG0000407	LOC108142427|XP_017121776.1|DELE	LOC119075885|XP_037038349.1|BCOP, LOC119077364|XP_037040444.1|BCOP
OG0000407	LOC108142426|XP_017121774.1|DELE	LOC119078083|XP_037041440.1|BCOP
OG0000408	LOC108150167|XP_017133629.1|DELE, LOC108140131|XP_017118324.1|DELE	LOC119085892|XP_037052324.1|BCOP, LOC119085890|XP_037052322.1|BCOP, LOC119071801|XP_037032762.1|BCOP
OG0000409	LOC108149698|XP_017132952.1|DELE, LOC108143436|XP_017123340.1|DELE	LOC119081920|XP_037047057.1|BCOP
OG0000410	LOC108138602|XP_017116381.1|DELE, LOC108138671|XP_017116503.1|DELE, LOC108138604|XP_017116383.1|DELE	LOC119085985|XP_037052445.1|BCOP
OG0000411	LOC108143903|XP_017123968.1|DELE	LOC119072768|XP_037033957.1|BCOP
OG0000411	LOC108141944|XP_017121076.1|DELE	LOC119066259|XP_037024507.1|BCOP
OG0000412	LOC108143608|XP_017123620.1|DELE	LOC119072266|XP_037033352.1|BCOP
OG0000412	LOC108143257|XP_017123057.1|DELE	LOC119074392|XP_037036407.1|BCOP
OG0000413	LOC108143739|XP_017123761.1|DELE, LOC108137443|XP_017114596.1|DELE	LOC119081075|XP_037045713.1|BCOP, LOC119083270|XP_037048851.1|BCOP
OG0000414	LOC108144205|XP_017124363.1|DELE	LOC119067220|XP_037025962.1|BCOP
OG0000414	LOC108144128|XP_017124260.1|DELE, LOC108143348|XP_017123158.1|DELE, LOC108144201|XP_017124360.1|DELE, LOC108134661|XP_017110545.1|DELE	LOC119071902|XP_037032907.1|BCOP, LOC119078540|XP_037042004.1|BCOP
OG0000415	LOC108141912|XP_017121021.1|DELE, LOC108149045|XP_017131920.1|DELE, LOC108141982|XP_017121126.1|DELE	LOC119078879|XP_037042495.1|BCOP, LOC119072483|XP_037033610.1|BCOP
OG0000416	LOC108137152|XP_017114207.1|DELE	LOC119068914|XP_037028672.1|BCOP
OG0000416	LOC108142683|XP_017122178.1|DELE	LOC119070339|XP_037030522.1|BCOP
OG0000417	LOC108143037|XP_017122724.1|DELE	LOC119067951|XP_037027166.1|BCOP
OG0000417	LOC108148958|XP_017131782.1|DELE	LOC119072578|XP_037033722.1|BCOP, LOC119070102|XP_037030312.1|BCOP
OG0000418	LOC108137168|XP_017114228.1|DELE, LOC108136621|XP_017113429.1|DELE	LOC119069913|XP_037030024.1|BCOP, LOC119077957|XP_037041226.1|BCOP, LOC119069912|XP_037030021.1|BCOP
OG0000419	LOC108144441|XP_017124815.1|DELE	LOC119080011|XP_037044082.1|BCOP
OG0000421	LOC108138879|XP_017116898.1|DELE	LOC119070896|XP_037031317.1|BCOP
OG0000421	LOC108138205|XP_017115813.1|DELE	LOC119075312|XP_037037621.1|BCOP
OG0000422	LOC108140347|XP_017118527.1|DELE	LOC119082139|XP_037047413.1|BCOP, LOC119067832|XP_037026904.1|BCOP, LOC119066110|XP_037024282.1|BCOP, LOC119071053|XP_037031566.1|BCOP, LOC119078059|XP_037041429.1|BCOP, LOC119077681|XP_037040878.1|BCOP, LOC119077605|XP_037040750.1|BCOP, LOC119078233|XP_037041633.1|BCOP
OG0000423	LOC108138811|XP_017116797.1|DELE, LOC108138797|XP_017116770.1|DELE	LOC119071892|XP_037032887.1|BCOP
OG0000424	LOC108141399|XP_017120243.1|DELE, LOC108143087|XP_017122793.1|DELE	LOC119066684|XP_037025172.1|BCOP, LOC119066686|XP_037025173.1|BCOP, LOC119066687|XP_037025174.1|BCOP
OG0000424	LOC108141600|XP_017120538.1|DELE	LOC119071386|XP_037032150.1|BCOP
OG0000425	LOC108144919|XP_017125572.1|DELE	LOC119085394|XP_037051687.1|BCOP
OG0000425	LOC108143599|XP_017123611.1|DELE	LOC119085445|XP_037051761.1|BCOP
OG0000433	LOC108142457|XP_017121822.1|DELE	LOC119067715|XP_037026723.1|BCOP
OG0000433	LOC108147528|XP_017129601.1|DELE	LOC119080957|XP_037045481.1|BCOP
OG0000434	LOC108147307|XP_017129220.1|DELE	LOC119081547|XP_037046463.1|BCOP
OG0000434	LOC108147020|XP_017128765.1|DELE	LOC119081557|XP_037046485.1|BCOP
OG0000435	LOC108137238|XP_017114306.1|DELE	LOC119069656|XP_037029670.1|BCOP
OG0000437	LOC108142104|XP_017121290.1|DELE	LOC119082280|XP_037047651.1|BCOP
OG0000437	LOC108135354|XP_017111535.1|DELE	LOC119084491|XP_037050396.1|BCOP
OG0000438	LOC108145630|XP_017126655.1|DELE, LOC108148912|XP_017131717.1|DELE	LOC119081686|XP_037046672.1|BCOP
OG0000439	LOC108142045|XP_017121213.1|DELE	LOC119072864|XP_037034066.1|BCOP
OG0000439	LOC108146621|XP_017128154.1|DELE	LOC119066792|XP_037025350.1|BCOP
OG0000440	LOC108134625|XP_017110498.1|DELE, LOC108149098|XP_017131983.1|DELE	LOC119081700|XP_037046700.1|BCOP
OG0000441	LOC108145203|XP_017125934.1|DELE, LOC108145211|XP_017125940.1|DELE	LOC119068102|XP_037027421.1|BCOP
OG0000442	LOC108140896|XP_017119431.1|DELE	LOC119078888|XP_037042511.1|BCOP
OG0000444	LOC108141769|XP_017120756.1|DELE, LOC108142049|XP_017121220.1|DELE	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP
OG0000448	LOC108143092|XP_017122799.1|DELE, LOC108142909|XP_017122486.1|DELE	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP
OG0000449	LOC108135633|XP_017111941.1|DELE	LOC119074382|XP_037036392.1|BCOP
OG0000450	LOC108140872|XP_017119379.1|DELE	LOC119067806|XP_037026850.1|BCOP
OG0000450	LOC108136239|XP_017112758.1|DELE	LOC119069185|XP_037029014.1|BCOP
OG0000451	LOC108137815|XP_017115222.1|DELE	LOC119083054|XP_037048572.1|BCOP
OG0000451	LOC108137816|XP_017115224.1|DELE	LOC119083043|XP_037048564.1|BCOP
OG0000453	LOC108139377|XP_017117593.1|DELE, LOC108139361|XP_017117573.1|DELE	LOC119069044|XP_037028809.1|BCOP
OG0000454	LOC108148219|XP_017130620.1|DELE, LOC108146055|XP_017127355.1|DELE	LOC119081428|XP_037046244.1|BCOP
OG0000455	LOC108143534|XP_017123519.1|DELE, LOC108143304|XP_017123107.1|DELE	LOC119072565|XP_037033699.1|BCOP, LOC119077189|XP_037040266.1|BCOP
OG0000456	LOC108134616|XP_017110488.1|DELE	LOC119081862|XP_037046991.1|BCOP
OG0000456	LOC108138799|XP_017116767.1|DELE	LOC119081940|XP_037047096.1|BCOP
OG0000457	LOC108142014|XP_017121173.1|DELE	LOC119078469|XP_037041917.1|BCOP
OG0000457	LOC108150075|XP_017133526.1|DELE	LOC119078454|XP_037041880.1|BCOP
OG0000458	LOC108138108|XP_017115593.1|DELE	LOC119083128|XP_037048658.1|BCOP, LOC119075186|XP_037037472.1|BCOP, LOC119079595|XP_037043484.1|BCOP, LOC119079594|XP_037043483.1|BCOP, LOC119084802|XP_037050764.1|BCOP, LOC119066719|XP_037025227.1|BCOP, LOC119076661|XP_037039440.1|BCOP
OG0000460	LOC108148076|XP_017130417.1|DELE	LOC119078530|XP_037041991.1|BCOP
OG0000465	LOC108143112|XP_017122825.1|DELE, LOC108143027|XP_017122712.1|DELE	LOC119067946|XP_037027159.1|BCOP, LOC119081205|XP_037045819.1|BCOP
OG0000466	LOC108142708|XP_017122216.1|DELE	LOC119068775|XP_037028429.1|BCOP
OG0000466	LOC108145370|XP_017126257.1|DELE	LOC119066267|XP_037024515.1|BCOP
OG0000467	LOC108147344|XP_017129261.1|DELE, LOC108147356|XP_017129275.1|DELE	LOC119074151|XP_037036046.1|BCOP, LOC119083429|XP_037049047.1|BCOP
OG0000468	LOC108142927|XP_017122509.1|DELE	LOC119075149|XP_037037437.1|BCOP
OG0000468	LOC108144431|XP_017124802.1|DELE	LOC119081771|XP_037046868.1|BCOP
OG0000469	LOC108138111|XP_017115618.1|DELE	LOC119079053|XP_037042746.1|BCOP
OG0000470	LOC108143150|XP_017122886.1|DELE	LOC119078216|XP_037041569.1|BCOP
OG0000470	LOC108142629|XP_017122109.1|DELE	LOC119078221|XP_037041577.1|BCOP
OG0000471	LOC108146378|XP_017127858.1|DELE, LOC108143183|XP_017122922.1|DELE, LOC108148079|XP_017130422.1|DELE	LOC119085140|XP_037051312.1|BCOP
OG0000473	LOC108137432|XP_017114584.1|DELE, LOC108136263|XP_017112810.1|DELE	LOC119080264|XP_037044408.1|BCOP, LOC119069800|XP_037029850.1|BCOP
OG0000474	LOC108150038|XP_017133490.1|DELE, LOC108150139|XP_017133597.1|DELE	LOC119081379|XP_037046155.1|BCOP
OG0000475	LOC108148844|XP_017131613.1|DELE, LOC108148475|XP_017130996.1|DELE	LOC119070442|XP_037030687.1|BCOP
OG0000476	LOC108143020|XP_017122700.1|DELE, LOC108143094|XP_017122803.1|DELE	LOC119067456|XP_037026334.1|BCOP
OG0000477	LOC108144056|XP_017124189.1|DELE, LOC108144073|XP_017124210.1|DELE	LOC119081215|XP_037045836.1|BCOP
OG0000478	LOC108136387|XP_017112988.1|DELE, LOC108147196|XP_017129039.1|DELE	LOC119071207|XP_037031898.1|BCOP, LOC119080802|XP_037045267.1|BCOP, LOC119072042|XP_037033061.1|BCOP
OG0000479	LOC108142957|XP_017122587.1|DELE, LOC108142884|XP_017122449.1|DELE	LOC119080776|XP_037045239.1|BCOP, LOC119069458|XP_037029404.1|BCOP
OG0000480	LOC108148005|XP_017130322.1|DELE, LOC108139840|XP_017118051.1|DELE, LOC108147822|XP_017130064.1|DELE	LOC119085939|XP_037052387.1|BCOP
OG0000482	LOC108135160|XP_017111271.1|DELE	LOC119081966|XP_037047171.1|BCOP
OG0000482	LOC108137029|XP_017114018.1|DELE	LOC119068376|XP_037027843.1|BCOP
OG0000483	LOC108139102|XP_017117203.1|DELE, LOC108139134|XP_017117236.1|DELE	LOC119079738|XP_037043739.1|BCOP
OG0000484	LOC108135782|XP_017112131.1|DELE, LOC108135784|XP_017112134.1|DELE	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP
OG0000485	LOC108135530|XP_017111766.1|DELE, LOC108135521|XP_017111756.1|DELE	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP
OG0000486	LOC108143501|XP_017123447.1|DELE, LOC108143498|XP_017123444.1|DELE	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP
OG0000487	LOC108149702|XP_017132956.1|DELE, LOC108149804|XP_017133159.1|DELE	LOC119067927|XP_037027134.1|BCOP
OG0000489	LOC108142882|XP_017122447.1|DELE, LOC108142169|XP_017121343.1|DELE	LOC119070021|XP_037030197.1|BCOP
OG0000490	LOC108135929|XP_017112363.1|DELE	LOC119068825|XP_037028492.1|BCOP
OG0000490	LOC108140906|XP_017119443.1|DELE	LOC119078887|XP_037042505.1|BCOP
OG0000491	LOC108144130|XP_017124263.1|DELE, LOC108144614|XP_017125126.1|DELE, LOC108144797|XP_017125406.1|DELE	LOC119073534|XP_037034970.1|BCOP
OG0000492	LOC108143553|XP_017123551.1|DELE	LOC119070141|XP_037030362.1|BCOP
OG0000492	LOC108138095|XP_017115570.1|DELE	LOC119066042|XP_037024161.1|BCOP
OG0000494	LOC108143993|XP_017124101.1|DELE	LOC119075562|XP_037037924.1|BCOP
OG0000494	LOC108138175|XP_017115757.1|DELE	LOC119079908|XP_037043894.1|BCOP
OG0000495	LOC108137719|XP_017115093.1|DELE, LOC108141267|XP_017120024.1|DELE	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP
OG0000496	LOC108137802|XP_017115197.1|DELE	LOC119066241|XP_037024453.1|BCOP
OG0000497	LOC108150735|XP_017134525.1|DELE	LOC119078655|XP_037042147.1|BCOP
OG0000497	LOC108150707|XP_017134465.1|DELE	LOC119079153|XP_037042864.1|BCOP
OG0000498	LOC108139172|XP_017117282.1|DELE, LOC108139158|XP_017117265.1|DELE	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP
OG0000499	LOC108144687|XP_017125241.1|DELE	LOC119081984|XP_037047200.1|BCOP
OG0000499	LOC108137209|XP_017114288.1|DELE	LOC119077427|XP_037040535.1|BCOP, LOC119068488|XP_037027994.1|BCOP
OG0000500	LOC108135704|XP_017112036.1|DELE, LOC108135635|XP_017111944.1|DELE	LOC119071040|XP_037031535.1|BCOP, LOC119071045|XP_037031542.1|BCOP
OG0000504	LOC108146883|XP_017128605.1|DELE	LOC119077990|XP_037041265.1|BCOP
OG0000505	LOC108136243|XP_017112772.1|DELE, LOC108140986|XP_017119552.1|DELE	LOC119067672|XP_037026673.1|BCOP
OG0000506	LOC108144088|XP_017124229.1|DELE, LOC108143879|XP_017123940.1|DELE	LOC119068467|XP_037027957.1|BCOP, LOC119079970|XP_037044004.1|BCOP
OG0000507	LOC108138406|XP_017116080.1|DELE	LOC119081653|XP_037046630.1|BCOP
OG0000507	LOC108138407|XP_017116081.1|DELE	LOC119068763|XP_037028394.1|BCOP
OG0000508	LOC108145614|XP_017126639.1|DELE, LOC108146038|XP_017127322.1|DELE	LOC119081073|XP_037045709.1|BCOP
OG0000509	LOC108137976|XP_017115434.1|DELE, LOC108137932|XP_017115372.1|DELE	LOC119073953|XP_037035734.1|BCOP
OG0000510	LOC108149810|XP_017133166.1|DELE, LOC108149811|XP_017133169.1|DELE	LOC119081474|XP_037046366.1|BCOP
OG0000511	LOC108150463|XP_017134141.1|DELE, LOC108150531|XP_017134250.1|DELE	LOC119078667|XP_037042216.1|BCOP
OG0000513	LOC108145068|XP_017125736.1|DELE, LOC108139021|XP_017117116.1|DELE	LOC119071560|XP_037032382.1|BCOP
OG0000514	LOC108138247|XP_017115875.1|DELE, LOC108138245|XP_017115872.1|DELE	LOC119066747|XP_037025267.1|BCOP
OG0000515	LOC108145323|XP_017126190.1|DELE	LOC119080178|XP_037044299.1|BCOP
OG0000516	LOC108148112|XP_017130445.1|DELE, LOC108148106|XP_017130440.1|DELE	LOC119074878|XP_037037111.1|BCOP
OG0000517	LOC108142464|XP_017121833.1|DELE, LOC108142465|XP_017121834.1|DELE	LOC119078309|XP_037041708.1|BCOP
OG0000521	LOC108136381|XP_017112983.1|DELE, LOC108136370|XP_017112972.1|DELE	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP
OG0000522	LOC108140994|XP_017119558.1|DELE, LOC108141612|XP_017120565.1|DELE	LOC119067459|XP_037026337.1|BCOP
OG0000523	LOC108143985|XP_017124088.1|DELE	LOC119067260|XP_037026032.1|BCOP
OG0000523	LOC108144296|XP_017124475.1|DELE	LOC119068976|XP_037028740.1|BCOP
OG0000524	LOC108138209|XP_017115856.1|DELE, LOC108137390|XP_017114537.1|DELE, LOC108135868|XP_017112260.1|DELE	LOC119067974|XP_037027215.1|BCOP
OG0000525	LOC108143481|XP_017123417.1|DELE, LOC108143480|XP_017123416.1|DELE	LOC119081070|XP_037045687.1|BCOP
OG0000526	LOC108138667|XP_017116498.1|DELE, LOC108144981|XP_017125623.1|DELE	LOC119078975|XP_037042621.1|BCOP
OG0000527	LOC108134712|XP_017110596.1|DELE, LOC108134724|XP_017110615.1|DELE	LOC119082764|XP_037048246.1|BCOP
OG0000528	LOC108138809|XP_017116790.1|DELE	LOC119076750|XP_037039592.1|BCOP, LOC119071645|XP_037032503.1|BCOP, LOC119066646|XP_037025109.1|BCOP, LOC119066205|XP_037024419.1|BCOP, LOC119085327|XP_037051604.1|BCOP, LOC119072892|XP_037034110.1|BCOP, LOC119077328|XP_037040406.1|BCOP, LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP
OG0000529	LOC108148035|XP_017130364.1|DELE, LOC108149215|XP_017132134.1|DELE	LOC119073005|XP_037034225.1|BCOP
OG0000530	LOC108150107|XP_017133559.1|DELE, LOC108145712|XP_017126762.1|DELE	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP
OG0000531	LOC108147319|XP_017129272.1|DELE, LOC108149350|XP_017132330.1|DELE	LOC119085223|XP_037051430.1|BCOP
OG0000532	LOC108136792|XP_017113656.1|DELE, LOC108136827|XP_017113731.1|DELE	LOC119077975|XP_037041252.1|BCOP
OG0000534	LOC108138413|XP_017116096.1|DELE, LOC108138822|XP_017116810.1|DELE	LOC119077103|XP_037040157.1|BCOP
OG0000535	LOC108149792|XP_017133145.1|DELE, LOC108147486|XP_017129572.1|DELE, LOC108145541|XP_017126530.1|DELE	LOC119071812|XP_037032775.1|BCOP
OG0000536	LOC108147496|XP_017129543.1|DELE	LOC119069281|XP_037029238.1|BCOP
OG0000537	LOC108147366|XP_017129292.1|DELE	LOC119079032|XP_037042711.1|BCOP
OG0000538	LOC108144209|XP_017124371.1|DELE, LOC108149817|XP_017133180.1|DELE	LOC119085377|XP_037051658.1|BCOP
OG0000539	LOC108147115|XP_017128894.1|DELE, LOC108147305|XP_017129218.1|DELE	LOC119071307|XP_037032080.1|BCOP
OG0000542	LOC108143820|XP_017123847.1|DELE, LOC108145326|XP_017126196.1|DELE	LOC119074089|XP_037035944.1|BCOP
OG0000543	LOC108147077|XP_017128854.1|DELE, LOC108147027|XP_017128773.1|DELE	LOC119068098|XP_037027417.1|BCOP
OG0000544	LOC108142777|XP_017122309.1|DELE, LOC108141158|XP_017119873.1|DELE	LOC119068980|XP_037028746.1|BCOP
OG0000545	LOC108140697|XP_017119137.1|DELE, LOC108140790|XP_017119271.1|DELE	LOC119068518|XP_037028019.1|BCOP, LOC119069506|XP_037029478.1|BCOP
OG0000546	LOC108135649|XP_017111969.1|DELE, LOC108143799|XP_017123814.1|DELE	LOC119068569|XP_037028107.1|BCOP
