Orthogroup	DELE.longest_only	DEUG.longest_only
OG0001706	LOC108146787|XP_017128447.1|DELE, LOC108137430|XP_017114586.1|DELE	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC108148804|XP_017131520.1|DELE	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC108139348|XP_017117561.1|DELE	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC108146492|XP_017128013.1|DELE	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC108143926|XP_017123999.1|DELE	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC108148729|XP_017131396.1|DELE	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC108136737|XP_017113566.1|DELE	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC108140778|XP_017119254.1|DELE	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC108141044|XP_017119670.1|DELE	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC108150024|XP_017133473.1|DELE	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC108136637|XP_017113446.1|DELE	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC108148776|XP_017131474.1|DELE	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC108137372|XP_017114503.1|DELE	LOC108115650|XP_017082693.1|DEUG
OG0001719	LOC108148675|XP_017131298.1|DELE	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC108135543|XP_017111783.1|DELE	LOC108116244|XP_017083524.1|DEUG
OG0001721	LOC108143815|XP_017123826.1|DELE	LOC108109440|XP_017073430.1|DEUG
OG0001722	LOC108146080|XP_017127385.1|DELE	LOC108114430|XP_017080908.1|DEUG
OG0001723	LOC108140484|XP_017118726.1|DELE	LOC108105563|XP_017067698.1|DEUG
OG0001724	LOC108145202|XP_017125933.1|DELE	LOC108109048|XP_017072849.1|DEUG
OG0001725	LOC108144324|XP_017124515.1|DELE	LOC108104788|XP_017066536.1|DEUG
OG0001726	LOC108142582|XP_017122027.1|DELE	LOC108114348|XP_017080777.1|DEUG
OG0001727	LOC108148864|XP_017131653.1|DELE	LOC108115697|XP_017082756.1|DEUG
OG0001728	LOC108144734|XP_017125319.1|DELE	LOC108106722|XP_017069448.1|DEUG
OG0001729	LOC108141310|XP_017120064.1|DELE	LOC108107270|XP_017070191.1|DEUG
OG0001730	LOC108138208|XP_017115817.1|DELE	LOC108104094|XP_017065479.1|DEUG
OG0001731	LOC108138803|XP_017116784.1|DELE	LOC108112557|XP_017077991.1|DEUG
OG0001732	LOC108148399|XP_017130921.1|DELE	LOC108113480|XP_017079552.1|DEUG
OG0001733	LOC108145243|XP_017126001.1|DELE	LOC108108896|XP_017072606.1|DEUG
OG0001734	LOC108145543|XP_017126532.1|DELE	LOC108104443|XP_017065993.1|DEUG
OG0001735	LOC108142677|XP_017122171.1|DELE	LOC108114514|XP_017081024.1|DEUG
OG0001736	LOC108145182|XP_017125910.1|DELE	LOC108112031|XP_017077268.1|DEUG
OG0001737	LOC108143472|XP_017123404.1|DELE	LOC108109137|XP_017073023.1|DEUG
OG0001738	LOC108135689|XP_017112019.1|DELE	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG
OG0001739	LOC108138356|XP_017116018.1|DELE, LOC108149909|XP_017133299.1|DELE	LOC108113003|XP_017078910.1|DEUG
OG0001740	LOC108143429|XP_017123333.1|DELE	LOC108109039|XP_017072826.1|DEUG
OG0001741	LOC108142935|XP_017122519.1|DELE	LOC108109391|XP_017073377.1|DEUG
OG0001742	LOC108147059|XP_017128835.1|DELE	LOC108104791|XP_017066542.1|DEUG
OG0001743	LOC108146416|XP_017127908.1|DELE	LOC108114135|XP_017080406.1|DEUG
OG0001744	LOC108145087|XP_017125764.1|DELE	LOC108106536|XP_017069163.1|DEUG
OG0001745	LOC108137528|XP_017114734.1|DELE	LOC108112484|XP_017077837.1|DEUG
OG0001746	LOC108150375|XP_017134004.1|DELE	LOC108114349|XP_017080778.1|DEUG
OG0001747	LOC108144429|XP_017124782.1|DELE	LOC108112523|XP_017077937.1|DEUG
OG0001748	LOC108150119|XP_017133575.1|DELE	LOC108108282|XP_017071773.1|DEUG
OG0001749	LOC108144826|XP_017125447.1|DELE	LOC108107419|XP_017070437.1|DEUG
OG0001750	LOC108144824|XP_017125444.1|DELE	LOC108107417|XP_017070435.1|DEUG
OG0001751	LOC108135579|XP_017111860.1|DELE	LOC108108519|XP_017072077.1|DEUG
OG0001752	LOC108147407|XP_017129333.1|DELE	LOC108107524|XP_017070554.1|DEUG
OG0001753	LOC108146120|XP_017127448.1|DELE	LOC108107938|XP_017071256.1|DEUG
OG0001754	LOC108143532|XP_017123517.1|DELE	LOC108113156|XP_017079154.1|DEUG
OG0001755	LOC108145804|XP_017126867.1|DELE	LOC108107716|XP_017070815.1|DEUG
OG0001756	LOC108141359|XP_017120169.1|DELE	LOC108112814|XP_017078601.1|DEUG
OG0001757	LOC108138639|XP_017116469.1|DELE	LOC108112650|XP_017078270.1|DEUG
OG0001758	LOC108146594|XP_017128105.1|DELE	LOC108104005|XP_017065287.1|DEUG
OG0001759	LOC108144504|XP_017124927.1|DELE	LOC108112535|XP_017077950.1|DEUG
OG0001760	LOC108137105|XP_017114161.1|DELE, LOC108143496|XP_017123442.1|DELE	LOC108104559|XP_017066191.1|DEUG
OG0001761	LOC108145241|XP_017125996.1|DELE	LOC108109262|XP_017073234.1|DEUG
OG0001762	LOC108150729|XP_017134515.1|DELE	LOC108107007|XP_017069836.1|DEUG
OG0001763	LOC108135274|XP_017111442.1|DELE	LOC108107016|XP_017069849.1|DEUG
OG0001764	LOC108135154|XP_017111263.1|DELE	LOC108111512|XP_017076516.1|DEUG
OG0001765	LOC108141334|XP_017120106.1|DELE	LOC108104475|XP_017066044.1|DEUG
OG0001766	LOC108141883|XP_017120981.1|DELE	LOC108110838|XP_017075568.1|DEUG
OG0001767	LOC108138937|XP_017117000.1|DELE	LOC108111201|XP_017076084.1|DEUG
OG0001768	LOC108137867|XP_017115292.1|DELE	LOC108111173|XP_017076041.1|DEUG
OG0001769	LOC108137780|XP_017115174.1|DELE	LOC108102474|XP_017062971.1|DEUG
OG0001770	LOC108134526|XP_017110358.1|DELE	LOC108111067|XP_017075884.1|DEUG
OG0001771	LOC108134771|XP_017110707.1|DELE	LOC108111233|XP_017076125.1|DEUG
OG0001772	LOC108142083|XP_017121263.1|DELE	LOC108110829|XP_017075555.1|DEUG
OG0001773	LOC108142051|XP_017121222.1|DELE	LOC108111013|XP_017075816.1|DEUG
OG0001774	LOC108144745|XP_017125336.1|DELE	LOC108107289|XP_017070234.1|DEUG
OG0001775	LOC108142485|XP_017121860.1|DELE	LOC108117274|XP_017085119.1|DEUG
OG0001776	LOC108135248|XP_017111402.1|DELE	LOC108107042|XP_017069892.1|DEUG
OG0001777	LOC108138317|XP_017115964.1|DELE	LOC108107098|XP_017069969.1|DEUG
OG0001778	LOC108150464|XP_017134142.1|DELE	LOC108114301|XP_017081096.1|DEUG
OG0001779	LOC108141778|XP_017120767.1|DELE	LOC108110756|XP_017075454.1|DEUG
OG0001780	LOC108146741|XP_017128358.1|DELE, LOC108142154|XP_017121328.1|DELE	LOC108105584|XP_017067712.1|DEUG
OG0001781	LOC108138976|XP_017117049.1|DELE	LOC108114860|XP_017081495.1|DEUG
OG0001782	LOC108149309|XP_017132249.1|DELE	LOC108105790|XP_017068006.1|DEUG
OG0001783	LOC108142028|XP_017121193.1|DELE	LOC108110979|XP_017075776.1|DEUG
OG0001784	LOC108147934|XP_017130208.1|DELE	LOC108111021|XP_017075828.1|DEUG
OG0001785	LOC108141340|XP_017120138.1|DELE	LOC108104795|XP_017066553.1|DEUG
OG0001786	LOC108139015|XP_017117107.1|DELE	LOC108107157|XP_017070053.1|DEUG
OG0001787	LOC108138821|XP_017116808.1|DELE	LOC108107028|XP_017069865.1|DEUG
OG0001788	LOC108134664|XP_017110549.1|DELE	LOC108106784|XP_017069515.1|DEUG
OG0001789	LOC108135384|XP_017111567.1|DELE	LOC108113195|XP_017079211.1|DEUG
OG0001790	LOC108138228|XP_017115839.1|DELE	LOC108107171|XP_017070075.1|DEUG
OG0001791	LOC108144432|XP_017124803.1|DELE	LOC108106546|XP_017069192.1|DEUG
OG0001792	LOC108138933|XP_017116995.1|DELE	LOC108107041|XP_017069890.1|DEUG
OG0001793	LOC108149744|XP_017133013.1|DELE	LOC108106526|XP_017069141.1|DEUG
OG0001794	LOC108150465|XP_017134143.1|DELE	LOC108115125|XP_017082287.1|DEUG
OG0001795	LOC108150452|XP_017134101.1|DELE	LOC108118424|XP_017086594.1|DEUG
OG0001796	LOC108149971|XP_017133379.1|DELE	LOC108103505|XP_017064505.1|DEUG
OG0001797	LOC108145321|XP_017126184.1|DELE	LOC108102337|XP_017062648.1|DEUG
OG0001798	LOC108144254|XP_017124423.1|DELE	LOC108112803|XP_017078581.1|DEUG
OG0001799	LOC108145044|XP_017125717.1|DELE	LOC108117675|XP_017085693.1|DEUG
OG0001800	LOC108138324|XP_017115974.1|DELE	LOC108107158|XP_017070055.1|DEUG
OG0001801	LOC108150358|XP_017133981.1|DELE	LOC108114662|XP_017081230.1|DEUG
OG0001802	LOC108144053|XP_017124186.1|DELE	LOC108109536|XP_017073590.1|DEUG
OG0001803	LOC108141176|XP_017119893.1|DELE	LOC108115175|XP_017081985.1|DEUG
OG0001804	LOC108137475|XP_017114670.1|DELE	LOC108115327|XP_017082224.1|DEUG
OG0001805	LOC108147522|XP_017129593.1|DELE	LOC108109863|XP_017074137.1|DEUG
OG0001806	LOC108139236|XP_017117392.1|DELE	LOC108117512|XP_017085489.1|DEUG
OG0001807	LOC108148337|XP_017130828.1|DELE	LOC108105612|XP_017067780.1|DEUG
OG0001808	LOC108140506|XP_017118777.1|DELE	LOC108116365|XP_017083684.1|DEUG
OG0001809	LOC108141211|XP_017119949.1|DELE	LOC108114989|XP_017081710.1|DEUG
OG0001810	LOC108148485|XP_017131008.1|DELE	LOC108115639|XP_017082681.1|DEUG
OG0001811	LOC108147063|XP_017128843.1|DELE	LOC108109298|XP_017073283.1|DEUG
OG0001812	LOC108134928|XP_017110937.1|DELE	LOC108103761|XP_017064868.1|DEUG
OG0001813	LOC108135750|XP_017112073.1|DELE	LOC108117087|XP_017084774.1|DEUG
OG0001814	LOC108141065|XP_017119708.1|DELE	LOC108115162|XP_017081962.1|DEUG
OG0001815	LOC108148408|XP_017130933.1|DELE	LOC108115399|XP_017082325.1|DEUG
OG0001816	LOC108149143|XP_017132039.1|DELE	LOC108114922|XP_017081599.1|DEUG
OG0001817	LOC108141375|XP_017120199.1|DELE	LOC108104806|XP_017066577.1|DEUG
OG0001818	LOC108144879|XP_017125529.1|DELE	LOC108117589|XP_017085580.1|DEUG
OG0001819	LOC108143690|XP_017123705.1|DELE	LOC108111955|XP_017077137.1|DEUG
OG0001820	LOC108138554|XP_017116313.1|DELE	LOC108104926|XP_017066767.1|DEUG
OG0001821	LOC108144794|XP_017125402.1|DELE	LOC108107202|XP_017070108.1|DEUG
OG0001822	LOC108149199|XP_017132112.1|DELE	LOC108112244|XP_017077555.1|DEUG
OG0001823	LOC108150317|XP_017133921.1|DELE	LOC108114307|XP_017080700.1|DEUG
OG0001824	LOC108147942|XP_017130216.1|DELE	LOC108111054|XP_017075875.1|DEUG
OG0001825	LOC108143374|XP_017123182.1|DELE	LOC108108904|XP_017072617.1|DEUG
OG0001826	LOC108143568|XP_017123567.1|DELE	LOC108112772|XP_017078529.1|DEUG
OG0001827	LOC108144448|XP_017124828.1|DELE	LOC108112478|XP_017077824.1|DEUG
OG0001828	LOC108136508|XP_017113249.1|DELE	LOC108118378|XP_017086539.1|DEUG
OG0001829	LOC108144798|XP_017125407.1|DELE	LOC108106764|XP_017069493.1|DEUG
OG0001830	LOC108135392|XP_017111580.1|DELE	LOC108112226|XP_017077535.1|DEUG
OG0001831	LOC108135481|XP_017111713.1|DELE	LOC108108610|XP_017072197.1|DEUG
OG0001832	LOC108141135|XP_017119850.1|DELE	LOC108103256|XP_017064153.1|DEUG
OG0001833	LOC108144678|XP_017125229.1|DELE	LOC108107258|XP_017070175.1|DEUG
OG0001834	LOC108135013|XP_017111037.1|DELE	LOC108116162|XP_017083386.1|DEUG
OG0001837	LOC108145713|XP_017126763.1|DELE	LOC108104629|XP_017066293.1|DEUG
OG0001838	LOC108149049|XP_017131880.1|DELE	LOC108112051|XP_017077293.1|DEUG
OG0001839	LOC108149177|XP_017132083.1|DELE	LOC108110585|XP_017075171.1|DEUG
OG0001839	LOC108143346|XP_017123156.1|DELE	LOC108108971|XP_017072716.1|DEUG
OG0001840	LOC108150443|XP_017134091.1|DELE	LOC108118421|XP_017086587.1|DEUG
OG0001840	LOC108150520|XP_017134235.1|DELE	LOC108118485|XP_017086707.1|DEUG, LOC108118484|XP_017086706.1|DEUG
OG0001841	LOC108146485|XP_017128003.1|DELE	LOC108104674|XP_017066355.1|DEUG
OG0001841	LOC108146486|XP_017128004.1|DELE	LOC108104673|XP_017066354.1|DEUG
OG0001842	LOC108145648|XP_017126686.1|DELE	LOC108107688|XP_017070781.1|DEUG
OG0001843	LOC108146066|XP_017127368.1|DELE, LOC108146068|XP_017127371.1|DELE	LOC108108734|XP_017072361.1|DEUG
OG0001844	LOC108136046|XP_017112465.1|DELE, LOC108136047|XP_017112466.1|DELE, LOC108136043|XP_017112463.1|DELE	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG
OG0001845	LOC108149272|XP_017132204.1|DELE	LOC108103512|XP_017064512.1|DEUG
OG0001845	LOC108141732|XP_017120715.1|DELE	LOC108112311|XP_017077626.1|DEUG
OG0001846	LOC108140443|XP_017118663.1|DELE	LOC108117024|XP_017084682.1|DEUG
OG0001846	LOC108140445|XP_017118665.1|DELE	LOC108117023|XP_017084680.1|DEUG
OG0001849	LOC108136960|XP_017113934.1|DELE	LOC108102449|XP_017062945.1|DEUG
OG0001850	LOC108145306|XP_017126134.1|DELE	LOC108102376|XP_017062785.1|DEUG
OG0001851	LOC108145275|XP_017126057.1|DELE	LOC108102308|XP_017062558.1|DEUG
OG0001852	LOC108146021|XP_017127287.1|DELE	LOC108104724|XP_017066445.1|DEUG
OG0001853	LOC108148589|XP_017131125.1|DELE	LOC108113576|XP_017079656.1|DEUG
OG0001854	LOC108137682|XP_017115031.1|DELE	LOC108110074|XP_017074445.1|DEUG
OG0001855	LOC108144275|XP_017124451.1|DELE	LOC108112430|XP_017077762.1|DEUG
OG0001856	LOC108136537|XP_017113316.1|DELE	LOC108116505|XP_017083933.1|DEUG
OG0001857	LOC108144403|XP_017124701.1|DELE	LOC108109714|XP_017073835.1|DEUG
OG0001858	LOC108136640|XP_017113448.1|DELE	LOC108109961|XP_017074265.1|DEUG
OG0001859	LOC108140850|XP_017119324.1|DELE	LOC108114590|XP_017081173.1|DEUG
OG0001860	LOC108135614|XP_017111918.1|DELE	LOC108108640|XP_017072230.1|DEUG
OG0001861	LOC108148924|XP_017131730.1|DELE	LOC108115812|XP_017082889.1|DEUG
OG0001862	LOC108144988|XP_017125635.1|DELE	LOC108117688|XP_017085704.1|DEUG
OG0001863	LOC108138541|XP_017116300.1|DELE	LOC108102997|XP_017063803.1|DEUG
OG0001864	LOC108150315|XP_017133922.1|DELE	LOC108109136|XP_017073026.1|DEUG
OG0001865	LOC108150041|XP_017133492.1|DELE	LOC108103491|XP_017064488.1|DEUG
OG0001866	LOC108135905|XP_017112315.1|DELE	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG
OG0001867	LOC108135574|XP_017111834.1|DELE	LOC108108496|XP_017072038.1|DEUG
OG0001868	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE	LOC108103404|XP_017064350.1|DEUG
OG0001869	LOC108140406|XP_017118611.1|DELE	LOC108110161|XP_017074572.1|DEUG
OG0001870	LOC108140658|XP_017119083.1|DELE	LOC108103239|XP_017064128.1|DEUG
OG0001871	LOC108142827|XP_017122380.1|DELE	LOC108117284|XP_017085130.1|DEUG
OG0001872	LOC108148998|XP_017131829.1|DELE	LOC108111453|XP_017076413.1|DEUG
OG0001873	LOC108141110|XP_017119814.1|DELE	LOC108117629|XP_017085650.1|DEUG
OG0001874	LOC108143924|XP_017123997.1|DELE	LOC108113735|XP_017079911.1|DEUG
OG0001875	LOC108144075|XP_017124214.1|DELE	LOC108113500|XP_017079577.1|DEUG
OG0001876	LOC108134948|XP_017110962.1|DELE	LOC108110060|XP_017074430.1|DEUG
OG0001877	LOC108141161|XP_017119881.1|DELE	LOC108103328|XP_017064253.1|DEUG
OG0001878	LOC108147288|XP_017129195.1|DELE	LOC108116934|XP_017084568.1|DEUG
OG0001879	LOC108144005|XP_017124115.1|DELE	LOC108113777|XP_017079965.1|DEUG
OG0001880	LOC108135824|XP_017112195.1|DELE	LOC108117122|XP_017084842.1|DEUG
OG0001881	LOC108135860|XP_017112250.1|DELE	LOC108115085|XP_017081822.1|DEUG
OG0001882	LOC108148687|XP_017131320.1|DELE	LOC108115811|XP_017082888.1|DEUG
OG0001883	LOC108148705|XP_017131345.1|DELE	LOC108115629|XP_017082669.1|DEUG
OG0001884	LOC108140708|XP_017119153.1|DELE	LOC108110234|XP_017074709.1|DEUG
OG0001885	LOC108138296|XP_017115940.1|DELE	LOC108104097|XP_017065482.1|DEUG
OG0001886	LOC108143067|XP_017122770.1|DELE	LOC108109797|XP_017073999.1|DEUG
OG0001887	LOC108143287|XP_017123091.1|DELE	LOC108113334|XP_017079380.1|DEUG
OG0001888	LOC108140140|XP_017118330.1|DELE	LOC108117903|XP_017085939.1|DEUG
OG0001888	LOC108141107|XP_017119807.1|DELE	LOC108114982|XP_017081702.1|DEUG
OG0001889	LOC108136636|XP_017113444.1|DELE	LOC108117630|XP_017085646.1|DEUG
OG0001890	LOC108142867|XP_017122430.1|DELE	LOC108114456|XP_017080946.1|DEUG
OG0001891	LOC108136805|XP_017113690.1|DELE	LOC108117034|XP_017084692.1|DEUG
OG0001892	LOC108147376|XP_017129299.1|DELE	LOC108117617|XP_017085633.1|DEUG
OG0001892	LOC108145645|XP_017126675.1|DELE	LOC108114678|XP_017081294.1|DEUG
OG0001893	LOC108147279|XP_017129184.1|DELE	LOC108115760|XP_017082816.1|DEUG
OG0001894	LOC108149633|XP_017132852.1|DELE	LOC108113285|XP_017079324.1|DEUG
OG0001895	LOC108145273|XP_017126052.1|DELE	LOC108102317|XP_017062579.1|DEUG
OG0001896	LOC108135457|XP_017111690.1|DELE	LOC108104198|XP_017065631.1|DEUG
OG0001897	LOC108135117|XP_017111197.1|DELE	LOC108108388|XP_017071925.1|DEUG
OG0001898	LOC108137738|XP_017115125.1|DELE	LOC108110063|XP_017074432.1|DEUG
OG0001899	LOC108135756|XP_017112087.1|DELE	LOC108117222|XP_017085038.1|DEUG
OG0001900	LOC108145680|XP_017126725.1|DELE	LOC108108784|XP_017072446.1|DEUG
OG0001901	LOC108135227|XP_017111345.1|DELE	LOC108106977|XP_017069786.1|DEUG
OG0001903	LOC108141165|XP_017119882.1|DELE	LOC108115008|XP_017081739.1|DEUG
OG0001904	LOC108148647|XP_017131261.1|DELE	LOC108115993|XP_017083152.1|DEUG
OG0001905	LOC108142432|XP_017121781.1|DELE	LOC108111840|XP_017076933.1|DEUG
OG0001906	LOC108140551|XP_017118890.1|DELE	LOC108110200|XP_017074655.1|DEUG
OG0001907	LOC108141624|XP_017120580.1|DELE	LOC108103019|XP_017063833.1|DEUG
OG0001908	LOC108140388|XP_017118584.1|DELE	LOC108115848|XP_017082951.1|DEUG
OG0001909	LOC108136487|XP_017113190.1|DELE	LOC108118077|XP_017086109.1|DEUG
OG0001910	LOC108135131|XP_017111228.1|DELE	LOC108108382|XP_017071919.1|DEUG
OG0001911	LOC108135070|XP_017111117.1|DELE	LOC108111492|XP_017076468.1|DEUG
OG0001912	LOC108144902|XP_017125553.1|DELE	LOC108106278|XP_017068733.1|DEUG
OG0001913	LOC108135303|XP_017111476.1|DELE	LOC108111098|XP_017075927.1|DEUG
OG0001914	LOC108136758|XP_017113597.1|DELE	LOC108116584|XP_017084014.1|DEUG
OG0001915	LOC108146363|XP_017127830.1|DELE	LOC108103590|XP_017064604.1|DEUG
OG0001916	LOC108145177|XP_017125902.1|DELE	LOC108112007|XP_017077233.1|DEUG
OG0001917	LOC108142211|XP_017121410.1|DELE	LOC108109833|XP_017074066.1|DEUG
OG0001918	LOC108146405|XP_017127895.1|DELE	LOC108108072|XP_017071441.1|DEUG
OG0001919	LOC108144685|XP_017125239.1|DELE	LOC108112862|XP_017078677.1|DEUG
OG0001920	LOC108146082|XP_017127390.1|DELE	LOC108104660|XP_017066335.1|DEUG
OG0001921	LOC108149144|XP_017132040.1|DELE	LOC108114907|XP_017081572.1|DEUG
OG0001922	LOC108149188|XP_017132097.1|DELE	LOC108113061|XP_017078986.1|DEUG
OG0001923	LOC108146739|XP_017128333.1|DELE	LOC108107865|XP_017071123.1|DEUG
OG0001924	LOC108149211|XP_017132127.1|DELE	LOC108118164|XP_017086214.1|DEUG
OG0001925	LOC108147456|XP_017129474.1|DELE	LOC108108007|XP_017071351.1|DEUG
OG0001926	LOC108147485|XP_017129529.1|DELE	LOC108109873|XP_017074155.1|DEUG
OG0001927	LOC108137942|XP_017115389.1|DELE	LOC108106665|XP_017069382.1|DEUG
OG0001928	LOC108150264|XP_017133835.1|DELE	LOC108114354|XP_017080783.1|DEUG
OG0001929	LOC108150175|XP_017133636.1|DELE	LOC108113975|XP_017080182.1|DEUG
OG0001930	LOC108138668|XP_017116502.1|DELE	LOC108112707|XP_017078417.1|DEUG
OG0001931	LOC108150113|XP_017133566.1|DELE	LOC108113909|XP_017080105.1|DEUG
OG0001932	LOC108150221|XP_017133753.1|DELE	LOC108114341|XP_017080761.1|DEUG
OG0001933	LOC108144405|XP_017124725.1|DELE	LOC108112682|XP_017078363.1|DEUG
OG0001934	LOC108150361|XP_017133984.1|DELE	LOC108114703|XP_017081290.1|DEUG
OG0001935	LOC108146318|XP_017127770.1|DELE	LOC108114438|XP_017080918.1|DEUG
OG0001937	LOC108144588|XP_017125073.1|DELE	LOC108106593|XP_017069269.1|DEUG
OG0001938	LOC108144373|XP_017124636.1|DELE	LOC108106426|XP_017068944.1|DEUG
OG0001939	LOC108145399|XP_017126287.1|DELE	LOC108108923|XP_017072664.1|DEUG
OG0001940	LOC108149603|XP_017132786.1|DELE	LOC108112508|XP_017077884.1|DEUG
OG0001941	LOC108146530|XP_017128057.1|DELE	LOC108104687|XP_017066382.1|DEUG
OG0001942	LOC108145114|XP_017125812.1|DELE	LOC108112289|XP_017077599.1|DEUG
OG0001943	LOC108145736|XP_017126787.1|DELE	LOC108113950|XP_017080151.1|DEUG
OG0001944	LOC108146091|XP_017127408.1|DELE	LOC108104699|XP_017066401.1|DEUG
OG0001945	LOC108149571|XP_017132695.1|DELE	LOC108112804|XP_017078582.1|DEUG
OG0001946	LOC108149636|XP_017132857.1|DELE	LOC108113033|XP_017078952.1|DEUG
OG0001947	LOC108144242|XP_017124409.1|DELE	LOC108112314|XP_017077630.1|DEUG
OG0001948	LOC108136527|XP_017113290.1|DELE	LOC108109950|XP_017074252.1|DEUG
OG0001949	LOC108142573|XP_017122013.1|DELE	LOC108114169|XP_017080452.1|DEUG
OG0001950	LOC108137449|XP_017114627.1|DELE	LOC108115291|XP_017082161.1|DEUG
OG0001951	LOC108137524|XP_017114727.1|DELE	LOC108112482|XP_017077833.1|DEUG
OG0001952	LOC108146773|XP_017128405.1|DELE	LOC108109718|XP_017073839.1|DEUG
OG0001953	LOC108149123|XP_017132012.1|DELE	LOC108113258|XP_017079297.1|DEUG
OG0001954	LOC108147045|XP_017128807.1|DELE	LOC108104802|XP_017066572.1|DEUG
OG0001955	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE	LOC108112170|XP_017077436.1|DEUG
OG0001956	LOC108135568|XP_017111816.1|DELE	LOC108109799|XP_017073997.1|DEUG
OG0001957	LOC108145221|XP_017125965.1|DELE	LOC108109076|XP_017072924.1|DEUG
OG0001958	LOC108138774|XP_017116727.1|DELE	LOC108112877|XP_017078703.1|DEUG
OG0001959	LOC108142222|XP_017121426.1|DELE	LOC108114023|XP_017080259.1|DEUG
OG0001960	LOC108145881|XP_017127016.1|DELE	LOC108102790|XP_017063447.1|DEUG
OG0001961	LOC108144723|XP_017125307.1|DELE	LOC108107433|XP_017070450.1|DEUG
OG0001962	LOC108149632|XP_017132851.1|DELE	LOC108113284|XP_017079323.1|DEUG
OG0001963	LOC108146878|XP_017128599.1|DELE	LOC108114604|XP_017081154.1|DEUG
OG0001964	LOC108142680|XP_017122173.1|DELE	LOC108102748|XP_017063388.1|DEUG
OG0001965	LOC108142439|XP_017121792.1|DELE	LOC108114146|XP_017080419.1|DEUG
OG0001966	LOC108140680|XP_017119115.1|DELE	LOC108107557|XP_017070637.1|DEUG
OG0001967	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE	LOC108109271|XP_017073249.1|DEUG
OG0001968	LOC108150117|XP_017133570.1|DELE	LOC108114737|XP_017081338.1|DEUG
OG0001969	LOC108149640|XP_017132864.1|DELE	LOC108112766|XP_017078515.1|DEUG
OG0001970	LOC108137555|XP_017114770.1|DELE	LOC108113135|XP_017079131.1|DEUG
OG0001971	LOC108144959|XP_017125594.1|DELE	LOC108109085|XP_017072940.1|DEUG
OG0001972	LOC108149621|XP_017132842.1|DELE	LOC108113481|XP_017079553.1|DEUG
OG0001973	LOC108143461|XP_017123384.1|DELE	LOC108109230|XP_017073192.1|DEUG
OG0001974	LOC108143458|XP_017123381.1|DELE	LOC108104493|XP_017066096.1|DEUG
OG0001975	LOC108145710|XP_017126760.1|DELE	LOC108103595|XP_017064612.1|DEUG
OG0001976	LOC108144552|XP_017125015.1|DELE	LOC108106583|XP_017069253.1|DEUG
OG0001977	LOC108135219|XP_017111331.1|DELE	LOC108106926|XP_017069674.1|DEUG
OG0001978	LOC108149543|XP_017132669.1|DELE	LOC108105710|XP_017067913.1|DEUG
OG0001979	LOC108138155|XP_017115732.1|DELE	LOC108107008|XP_017069841.1|DEUG
OG0001980	LOC108147806|XP_017130040.1|DELE	LOC108104184|XP_017065610.1|DEUG
OG0001981	LOC108149332|XP_017132288.1|DELE	LOC108102631|XP_017063234.1|DEUG
OG0001982	LOC108137058|XP_017114054.1|DELE	LOC108109345|XP_017073292.1|DEUG
OG0001984	LOC108148215|XP_017130618.1|DELE	LOC108113450|XP_017079513.1|DEUG
OG0001985	LOC108141798|XP_017120845.1|DELE	LOC108110736|XP_017075429.1|DEUG
OG0001986	LOC108150697|XP_017134449.1|DELE	LOC108106909|XP_017069649.1|DEUG
OG0001987	LOC108136295|XP_017112869.1|DELE	LOC108118519|XP_017086753.1|DEUG
OG0001988	LOC108144453|XP_017124833.1|DELE	LOC108112529|XP_017077944.1|DEUG
OG0001989	LOC108149153|XP_017132044.1|DELE	LOC108110431|XP_017074986.1|DEUG
OG0001990	LOC108141989|XP_017121137.1|DELE	LOC108111139|XP_017075994.1|DEUG
OG0001992	LOC108138257|XP_017115890.1|DELE	LOC108104115|XP_017065504.1|DEUG
OG0001993	LOC108135279|XP_017111449.1|DELE	LOC108106990|XP_017069817.1|DEUG
OG0001994	LOC108136916|XP_017113871.1|DELE	LOC108117171|XP_017084941.1|DEUG
OG0001995	LOC108138944|XP_017117012.1|DELE	LOC108106996|XP_017069824.1|DEUG
OG0001996	LOC108149459|XP_017132546.1|DELE	LOC108102650|XP_017063274.1|DEUG
OG0001997	LOC108141369|XP_017120188.1|DELE	LOC108107292|XP_017070238.1|DEUG
