Orthogroup	DELE.longest_only	DSUB.longest_only
OG0002659	LOC108148909|XP_017131713.1|DELE	LOC117899463|XP_034665369.1|DSUB
OG0002660	LOC108138570|XP_017116339.1|DELE	LOC117903024|XP_034670649.1|DSUB
OG0002661	LOC108148677|XP_017131303.1|DELE	LOC117897407|XP_034662122.1|DSUB
OG0002662	LOC108144616|XP_017125128.1|DELE	LOC117892282|XP_034654292.1|DSUB
OG0002663	LOC108136761|XP_017113607.1|DELE	LOC117899567|XP_034665568.1|DSUB
OG0002664	LOC108134979|XP_017110995.1|DELE	LOC117900475|XP_034666746.1|DSUB
OG0002665	LOC108145549|XP_017126538.1|DELE	LOC117892717|XP_034655028.1|DSUB
OG0002666	LOC108145429|XP_017126327.1|DELE	LOC117892712|XP_034655019.1|DSUB
OG0002667	LOC108141541|XP_017120470.1|DELE	LOC117891189|XP_034652414.1|DSUB
OG0002668	LOC108146053|XP_017127351.1|DELE	LOC117893556|XP_034656109.1|DSUB
OG0002669	LOC108142065|XP_017121239.1|DELE	LOC117900409|XP_034666655.1|DSUB
OG0002670	LOC108142825|XP_017122378.1|DELE	LOC117894133|XP_034656918.1|DSUB
OG0002671	LOC108142214|XP_017121418.1|DELE	LOC117894131|XP_034656911.1|DSUB
OG0002672	LOC108145224|XP_017125969.1|DELE	LOC117892248|XP_034654251.1|DSUB
OG0002673	LOC108144514|XP_017124943.1|DELE	LOC117889844|XP_034650228.1|DSUB
OG0002674	LOC108141418|XP_017120279.1|DELE	LOC117891185|XP_034652403.1|DSUB
OG0002675	LOC108146895|XP_017128622.1|DELE	LOC117893292|XP_034655753.1|DSUB
OG0002676	LOC108141405|XP_017120252.1|DELE	LOC117891436|XP_034652799.1|DSUB
OG0002677	LOC108136730|XP_017113550.1|DELE, LOC108147359|XP_017129278.1|DELE	LOC117892216|XP_034654207.1|DSUB
OG0002678	LOC108144370|XP_017124631.1|DELE	LOC117890720|XP_034651653.1|DSUB
OG0002679	LOC108144395|XP_017124664.1|DELE	LOC117889834|XP_034650207.1|DSUB
OG0002680	LOC108147710|XP_017129923.1|DELE	LOC117903564|XP_034671662.1|DSUB
OG0002681	LOC108145248|XP_017126010.1|DELE	LOC117891779|XP_034653336.1|DSUB
OG0002682	LOC108146395|XP_017127882.1|DELE	LOC117895851|XP_034659707.1|DSUB
OG0002684	LOC108141623|XP_017120579.1|DELE	LOC117897141|XP_034661741.1|DSUB
OG0002685	LOC108146379|XP_017127859.1|DELE	LOC117895288|XP_034658721.1|DSUB
OG0002686	LOC108145711|XP_017126761.1|DELE	LOC117895591|XP_034659232.1|DSUB
OG0002687	LOC108146169|XP_017127553.1|DELE	LOC117895428|XP_034658959.1|DSUB
OG0002688	LOC108146718|XP_017128297.1|DELE	LOC117893567|XP_034656127.1|DSUB
OG0002689	LOC108137610|XP_017114873.1|DELE	LOC117903554|XP_034671646.1|DSUB
OG0002690	LOC108150365|XP_017133992.1|DELE	LOC117894562|XP_034657576.1|DSUB
OG0002691	LOC108149192|XP_017132104.1|DELE	LOC117890692|XP_034651575.1|DSUB
OG0002692	LOC108144861|XP_017125498.1|DELE	LOC117892161|XP_034654116.1|DSUB
OG0002693	LOC108146277|XP_017127705.1|DELE	LOC117895281|XP_034658706.1|DSUB
OG0002694	LOC108134808|XP_017110749.1|DELE	LOC117892350|XP_034654442.1|DSUB
OG0002695	LOC108147449|XP_017129466.1|DELE	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB
OG0002696	LOC108146891|XP_017128616.1|DELE	LOC117893413|XP_034655915.1|DSUB
OG0002697	LOC108142746|XP_017122261.1|DELE	LOC117894127|XP_034656906.1|DSUB
OG0002698	LOC108146119|XP_017127441.1|DELE	LOC117895404|XP_034658924.1|DSUB
OG0002699	LOC108146896|XP_017128625.1|DELE	LOC117893302|XP_034655770.1|DSUB
OG0002700	LOC108145909|XP_017127057.1|DELE	LOC117895183|XP_034658539.1|DSUB
OG0002701	LOC108143507|XP_017123466.1|DELE	LOC117891624|XP_034653053.1|DSUB
OG0002702	LOC108143409|XP_017123287.1|DELE	LOC117892754|XP_034655071.1|DSUB
OG0002703	LOC108141555|XP_017120483.1|DELE	LOC117890673|XP_034651540.1|DSUB
OG0002704	LOC108144589|XP_017125078.1|DELE	LOC117889851|XP_034650241.1|DSUB
OG0002705	LOC108142495|XP_017121879.1|DELE	LOC117893058|XP_034655350.1|DSUB
OG0002706	LOC108144372|XP_017124634.1|DELE	LOC117890741|XP_034651683.1|DSUB
OG0002707	LOC108146036|XP_017127317.1|DELE	LOC117892906|XP_034655101.1|DSUB
OG0002708	LOC108146203|XP_017127610.1|DELE	LOC117894542|XP_034657553.1|DSUB
OG0002709	LOC108143483|XP_017123419.1|DELE	LOC117892697|XP_034654999.1|DSUB
OG0002711	LOC108145402|XP_017126290.1|DELE	LOC117890401|XP_034651101.1|DSUB
OG0002712	LOC108144728|XP_017125314.1|DELE	LOC117890079|XP_034650625.1|DSUB
OG0002713	LOC108143502|XP_017123451.1|DELE	LOC117889904|XP_034650311.1|DSUB
OG0002714	LOC108149614|XP_017132814.1|DELE	LOC117891828|XP_034653460.1|DSUB
OG0002715	LOC108150034|XP_017133486.1|DELE	LOC117894505|XP_034657544.1|DSUB
OG0002716	LOC108144300|XP_017124476.1|DELE	LOC117891951|XP_034653698.1|DSUB
OG0002717	LOC108143953|XP_017124039.1|DELE	LOC117897619|XP_034662476.1|DSUB
OG0002718	LOC108142221|XP_017121425.1|DELE	LOC117894928|XP_034658122.1|DSUB
OG0002719	LOC108135581|XP_017111867.1|DELE	LOC117899591|XP_034665601.1|DSUB
OG0002720	LOC108147543|XP_017129617.1|DELE	LOC117893025|XP_034655274.1|DSUB
OG0002721	LOC108138747|XP_017116636.1|DELE	LOC117902289|XP_034669457.1|DSUB
OG0002722	LOC108143328|XP_017123137.1|DELE	LOC117891979|XP_034653745.1|DSUB
OG0002723	LOC108144217|XP_017124380.1|DELE	LOC117890190|XP_034650787.1|DSUB
OG0002724	LOC108143002|XP_017122672.1|DELE	LOC117897114|XP_034661655.1|DSUB
OG0002725	LOC108146230|XP_017127643.1|DELE	LOC117893837|XP_034656492.1|DSUB
OG0002726	LOC108146033|XP_017127312.1|DELE	LOC117895344|XP_034658811.1|DSUB
OG0002727	LOC108145708|XP_017126758.1|DELE	LOC117893043|XP_034655310.1|DSUB
OG0002728	LOC108143289|XP_017123093.1|DELE	LOC117890107|XP_034650664.1|DSUB
OG0002729	LOC108150224|XP_017133755.1|DELE	LOC117892975|XP_034655206.1|DSUB
OG0002730	LOC108136430|XP_017113063.1|DELE	LOC117891493|XP_034652864.1|DSUB
OG0002731	LOC108146114|XP_017127435.1|DELE	LOC117892903|XP_034655098.1|DSUB
OG0002732	LOC108144608|XP_017125119.1|DELE	LOC117890256|XP_034650899.1|DSUB
OG0002733	LOC108144643|XP_017125175.1|DELE, LOC108137635|XP_017114927.1|DELE	LOC117890220|XP_034650849.1|DSUB
OG0002734	LOC108134541|XP_017110380.1|DELE	LOC117889779|XP_034650135.1|DSUB
OG0002735	LOC108141440|XP_017120321.1|DELE	LOC117891278|XP_034652546.1|DSUB
OG0002736	LOC108141346|XP_017120148.1|DELE	LOC117891282|XP_034652561.1|DSUB
OG0002737	LOC108142630|XP_017122110.1|DELE	LOC117895485|XP_034659060.1|DSUB
OG0002738	LOC108146264|XP_017127692.1|DELE	LOC117893935|XP_034656608.1|DSUB
OG0002739	LOC108142784|XP_017122318.1|DELE	LOC117894291|XP_034657142.1|DSUB
OG0002740	LOC108142783|XP_017122317.1|DELE	LOC117894290|XP_034657141.1|DSUB
OG0002741	LOC108145468|XP_017126407.1|DELE	LOC117890002|XP_034650481.1|DSUB
OG0002742	LOC108141507|XP_017120424.1|DELE	LOC117892623|XP_034654866.1|DSUB
OG0002743	LOC108146141|XP_017127484.1|DELE	LOC117894357|XP_034657238.1|DSUB
OG0002744	LOC108142415|XP_017121757.1|DELE	LOC117893285|XP_034655742.1|DSUB
OG0002745	LOC108146287|XP_017127721.1|DELE	LOC117895465|XP_034659031.1|DSUB
OG0002746	LOC108141436|XP_017120311.1|DELE	LOC117890060|XP_034650584.1|DSUB
OG0002747	LOC108140788|XP_017119269.1|DELE	LOC117896171|XP_034660143.1|DSUB
OG0002748	LOC108144471|XP_017124870.1|DELE	LOC117892713|XP_034655024.1|DSUB
OG0002749	LOC108144408|XP_017124734.1|DELE	LOC117890593|XP_034651421.1|DSUB
OG0002750	LOC108149793|XP_017133146.1|DELE	LOC117890725|XP_034651665.1|DSUB
OG0002751	LOC108136506|XP_017113244.1|DELE, LOC108147055|XP_017128829.1|DELE	LOC117890323|XP_034651002.1|DSUB
OG0002752	LOC108143519|XP_017123492.1|DELE, LOC108140854|XP_017119328.1|DELE	LOC117890656|XP_034651518.1|DSUB
OG0002753	LOC108149074|XP_017131931.1|DELE	LOC117890632|XP_034651472.1|DSUB
OG0002754	LOC108142583|XP_017122029.1|DELE	LOC117893962|XP_034656652.1|DSUB
OG0002755	LOC108139132|XP_017117238.1|DELE	LOC117891205|XP_034652434.1|DSUB
OG0002756	LOC108142522|XP_017121930.1|DELE	LOC117893131|XP_034655472.1|DSUB
OG0002757	LOC108150187|XP_017133673.1|DELE	LOC117894209|XP_034657015.1|DSUB
OG0002758	LOC108144765|XP_017125361.1|DELE	LOC117890080|XP_034650627.1|DSUB
OG0002759	LOC108144523|XP_017124960.1|DELE	LOC117891703|XP_034653186.1|DSUB
OG0002760	LOC108141469|XP_017120364.1|DELE	LOC117891644|XP_034653082.1|DSUB
OG0002761	LOC108145142|XP_017125846.1|DELE, LOC108145136|XP_017125839.1|DELE	LOC117891324|XP_034652631.1|DSUB
OG0002762	LOC108138873|XP_017116892.1|DELE	LOC117890906|XP_034651896.1|DSUB
OG0002763	LOC108150186|XP_017133671.1|DELE	LOC117894214|XP_034657021.1|DSUB
OG0002764	LOC108135592|XP_017111882.1|DELE	LOC117893494|XP_034656019.1|DSUB
OG0002765	LOC108144567|XP_017125040.1|DELE	LOC117892581|XP_034654805.1|DSUB
OG0002766	LOC108144868|XP_017125508.1|DELE	LOC117892585|XP_034654814.1|DSUB
OG0002767	LOC108144423|XP_017124768.1|DELE	LOC117891695|XP_034653176.1|DSUB
OG0002768	LOC108144492|XP_017124912.1|DELE	LOC117892060|XP_034653884.1|DSUB
OG0002769	LOC108144786|XP_017125386.1|DELE	LOC117890278|XP_034650930.1|DSUB
OG0002770	LOC108138229|XP_017115841.1|DELE	LOC117901129|XP_034667658.1|DSUB
OG0002771	LOC108150257|XP_017133817.1|DELE	LOC117894019|XP_034656748.1|DSUB
OG0002772	LOC108150341|XP_017133957.1|DELE	LOC117895050|XP_034658319.1|DSUB
OG0002773	LOC108145037|XP_017125711.1|DELE	LOC117891171|XP_034652384.1|DSUB
OG0002774	LOC108143614|XP_017123628.1|DELE	LOC117891444|XP_034652812.1|DSUB
OG0002775	LOC108135641|XP_017111951.1|DELE	LOC117893994|XP_034656696.1|DSUB
OG0002776	LOC108142724|XP_017122236.1|DELE	LOC117895505|XP_034659094.1|DSUB
OG0002777	LOC108146988|XP_017128741.1|DELE	LOC117892995|XP_034655240.1|DSUB
OG0002778	LOC108146801|XP_017128469.1|DELE	LOC117892993|XP_034655236.1|DSUB
OG0002779	LOC108146836|XP_017128523.1|DELE	LOC117893289|XP_034655749.1|DSUB
OG0002780	LOC108141146|XP_017119860.1|DELE	LOC117897398|XP_034662108.1|DSUB
OG0002781	LOC108149819|XP_017133178.1|DELE	LOC117891352|XP_034652674.1|DSUB
OG0002782	LOC108146003|XP_017127246.1|DELE	LOC117894254|XP_034657098.1|DSUB
OG0002783	LOC108146420|XP_017127913.1|DELE	LOC117893088|XP_034655404.1|DSUB
OG0002784	LOC108143422|XP_017123315.1|DELE	LOC117891051|XP_034652115.1|DSUB
OG0002785	LOC108143232|XP_017123018.1|DELE	LOC117893093|XP_034655413.1|DSUB
OG0002786	LOC108146841|XP_017128529.1|DELE	LOC117893851|XP_034656510.1|DSUB
OG0002787	LOC108142675|XP_017122169.1|DELE	LOC117893062|XP_034655354.1|DSUB
OG0002788	LOC108142676|XP_017122170.1|DELE	LOC117893064|XP_034655362.1|DSUB
OG0002789	LOC108142671|XP_017122165.1|DELE	LOC117893642|XP_034656220.1|DSUB
OG0002790	LOC108150313|XP_017133918.1|DELE	LOC117894372|XP_034657266.1|DSUB
OG0002791	LOC108146313|XP_017127763.1|DELE	LOC117894048|XP_034656792.1|DSUB
OG0002792	LOC108145011|XP_017125665.1|DELE	LOC117891501|XP_034652882.1|DSUB
OG0002793	LOC108150198|XP_017133698.1|DELE	LOC117895216|XP_034658598.1|DSUB
OG0002794	LOC108147446|XP_017129460.1|DELE	LOC117894564|XP_034657578.1|DSUB
OG0002795	LOC108142451|XP_017121808.1|DELE	LOC117895024|XP_034658283.1|DSUB
OG0002796	LOC108147539|XP_017129613.1|DELE	LOC117895506|XP_034659096.1|DSUB
OG0002797	LOC108150124|XP_017133580.1|DELE	LOC117894379|XP_034657275.1|DSUB
OG0002798	LOC108139026|XP_017117120.1|DELE	LOC117900569|XP_034666867.1|DSUB
OG0002799	LOC108145958|XP_017127165.1|DELE	LOC117894183|XP_034656987.1|DSUB
OG0002800	LOC108146694|XP_017128242.1|DELE	LOC117894032|XP_034656762.1|DSUB
OG0002801	LOC108144462|XP_017124852.1|DELE	LOC117890919|XP_034651938.1|DSUB
OG0002802	LOC108144419|XP_017124759.1|DELE	LOC117892049|XP_034653868.1|DSUB
OG0002803	LOC108138817|XP_017116805.1|DELE	LOC117900421|XP_034666673.1|DSUB
OG0002804	LOC108134645|XP_017110526.1|DELE	LOC117891733|XP_034653217.1|DSUB
OG0002805	LOC108137251|XP_017114327.1|DELE, LOC108145387|XP_017126271.1|DELE	LOC117890180|XP_034650769.1|DSUB
OG0002806	LOC108146361|XP_017127827.1|DELE	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB
OG0002807	LOC108141284|XP_017120041.1|DELE	LOC117891439|XP_034652806.1|DSUB
OG0002808	LOC108144470|XP_017124867.1|DELE	LOC117892501|XP_034654669.1|DSUB
OG0002809	LOC108146638|XP_017128171.1|DELE	LOC117895545|XP_034659139.1|DSUB
OG0002810	LOC108145951|XP_017127149.1|DELE	LOC117895287|XP_034658717.1|DSUB
OG0002811	LOC108142669|XP_017122162.1|DELE	LOC117895000|XP_034658238.1|DSUB
OG0002812	LOC108138508|XP_017116245.1|DELE	LOC117891101|XP_034652177.1|DSUB
OG0002813	LOC108145154|XP_017125859.1|DELE	LOC117892466|XP_034654609.1|DSUB
OG0002814	LOC108145212|XP_017125941.1|DELE	LOC117891761|XP_034653267.1|DSUB
OG0002815	LOC108144628|XP_017125148.1|DELE	LOC117890249|XP_034650886.1|DSUB
OG0002816	LOC108145188|XP_017125919.1|DELE	LOC117890047|XP_034650558.1|DSUB
OG0002817	LOC108134654|XP_017110536.1|DELE	LOC117892001|XP_034653780.1|DSUB
OG0002818	LOC108144325|XP_017124519.1|DELE	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB
OG0002819	LOC108147467|XP_017129494.1|DELE	LOC117894616|XP_034657661.1|DSUB
OG0002820	LOC108147532|XP_017129605.1|DELE	LOC117894625|XP_034657682.1|DSUB
OG0002821	LOC108146827|XP_017128508.1|DELE	LOC117894298|XP_034657153.1|DSUB
OG0002822	LOC108143593|XP_017123602.1|DELE	LOC117891234|XP_034652471.1|DSUB
OG0002823	LOC108149623|XP_017132841.1|DELE	LOC117890054|XP_034650576.1|DSUB
OG0002824	LOC108143531|XP_017123513.1|DELE	LOC117892752|XP_034655067.1|DSUB
OG0002825	LOC108143221|XP_017123006.1|DELE	LOC117892996|XP_034655242.1|DSUB
OG0002826	LOC108143421|XP_017123314.1|DELE	LOC117890242|XP_034650879.1|DSUB
OG0002827	LOC108135328|XP_017111505.1|DELE	LOC117902925|XP_034670397.1|DSUB
OG0002828	LOC108145236|XP_017125991.1|DELE	LOC117890556|XP_034651378.1|DSUB
OG0002829	LOC108144694|XP_017125257.1|DELE	LOC117890216|XP_034650845.1|DSUB
OG0002830	LOC108149742|XP_017133009.1|DELE	LOC117892704|XP_034655007.1|DSUB
OG0002831	LOC108141886|XP_017120988.1|DELE	LOC117901978|XP_034668872.1|DSUB
OG0002832	LOC108141873|XP_017120956.1|DELE	LOC117902414|XP_034669648.1|DSUB
OG0002833	LOC108141487|XP_017120389.1|DELE	LOC117891956|XP_034653706.1|DSUB
OG0002834	LOC108141465|XP_017120360.1|DELE	LOC117889891|XP_034650293.1|DSUB
OG0002835	LOC108137955|XP_017115404.1|DELE	LOC117892150|XP_034654087.1|DSUB
OG0002836	LOC108143528|XP_017123502.1|DELE	LOC117891772|XP_034653320.1|DSUB
OG0002837	LOC108148543|XP_017131078.1|DELE	LOC117891859|XP_034653512.1|DSUB
OG0002838	LOC108137542|XP_017114754.1|DELE	LOC117889914|XP_034650331.1|DSUB
OG0002839	LOC108144508|XP_017124931.1|DELE	LOC117892722|XP_034655032.1|DSUB
OG0002840	LOC108135252|XP_017111408.1|DELE	LOC117901825|XP_034668644.1|DSUB
OG0002841	LOC108134720|XP_017110609.1|DELE	LOC117902374|XP_034669582.1|DSUB
OG0002842	LOC108149467|XP_017132564.1|DELE	LOC117900665|XP_034666998.1|DSUB
OG0002843	LOC108149641|XP_017132865.1|DELE	LOC117890977|XP_034652007.1|DSUB
OG0002844	LOC108136056|XP_017112479.1|DELE	LOC117894099|XP_034656864.1|DSUB
OG0002845	LOC108147797|XP_017130025.1|DELE	LOC117902223|XP_034669347.1|DSUB
OG0002846	LOC108149932|XP_017133336.1|DELE	LOC117890422|XP_034651133.1|DSUB
OG0002847	LOC108147790|XP_017130018.1|DELE	LOC117902220|XP_034669344.1|DSUB
OG0002848	LOC108149437|XP_017132508.1|DELE	LOC117900486|XP_034666762.1|DSUB
OG0002849	LOC108148261|XP_017130688.1|DELE	LOC117901717|XP_034668484.1|DSUB
OG0002850	LOC108149506|XP_017132622.1|DELE	LOC117902099|XP_034669093.1|DSUB
OG0002851	LOC108142009|XP_017121165.1|DELE	LOC117902165|XP_034669194.1|DSUB
OG0002852	LOC108144855|XP_017125492.1|DELE	LOC117891585|XP_034653004.1|DSUB
OG0002853	LOC108150487|XP_017134182.1|DELE	LOC117902047|XP_034669004.1|DSUB
OG0002854	LOC108138957|XP_017117026.1|DELE	LOC117900278|XP_034666481.1|DSUB
OG0002855	LOC108135243|XP_017111395.1|DELE	LOC117899971|XP_034666020.1|DSUB
OG0002856	LOC108150720|XP_017134502.1|DELE	LOC117900193|XP_034666334.1|DSUB
OG0002857	LOC108135228|XP_017111358.1|DELE	LOC117900276|XP_034666476.1|DSUB
OG0002858	LOC108149330|XP_017132283.1|DELE	LOC117902168|XP_034669198.1|DSUB
OG0002859	LOC108148028|XP_017130356.1|DELE	LOC117900056|XP_034666148.1|DSUB
OG0002860	LOC108141585|XP_017120521.1|DELE	LOC117900526|XP_034666816.1|DSUB
OG0002861	LOC108135341|XP_017111522.1|DELE	LOC117901054|XP_034667557.1|DSUB
OG0002862	LOC108147960|XP_017130244.1|DELE	LOC117901621|XP_034668340.1|DSUB
OG0002863	LOC108134752|XP_017110683.1|DELE	LOC117902523|XP_034669841.1|DSUB
OG0002864	LOC108134754|XP_017110684.1|DELE	LOC117902525|XP_034669843.1|DSUB
OG0002865	LOC108147368|XP_017129293.1|DELE	LOC117892219|XP_034654211.1|DSUB
OG0002866	LOC108146367|XP_017127840.1|DELE	LOC117895296|XP_034658742.1|DSUB
OG0002867	LOC108149231|XP_017132156.1|DELE	LOC117902422|XP_034669672.1|DSUB
OG0002868	LOC108147953|XP_017130231.1|DELE	LOC117900208|XP_034666377.1|DSUB
OG0002869	LOC108147954|XP_017130232.1|DELE	LOC117900234|XP_034666411.1|DSUB
OG0002871	LOC108141666|XP_017120629.1|DELE	LOC117902023|XP_034668973.1|DSUB
OG0002872	LOC108141795|XP_017120835.1|DELE	LOC117900311|XP_034666522.1|DSUB
OG0002873	LOC108138995|XP_017117073.1|DELE	LOC117902157|XP_034669187.1|DSUB
OG0002874	LOC108148400|XP_017130925.1|DELE	LOC117901732|XP_034668505.1|DSUB
OG0002875	LOC108148082|XP_017130427.1|DELE	LOC117901493|XP_034668152.1|DSUB
OG0002876	LOC108135892|XP_017112297.1|DELE	LOC117899153|XP_034664857.1|DSUB
OG0002877	LOC108149397|XP_017132420.1|DELE	LOC117901852|XP_034668694.1|DSUB
OG0002878	LOC108149502|XP_017132613.1|DELE	LOC117900938|XP_034667395.1|DSUB
OG0002879	LOC108146113|XP_017127434.1|DELE	LOC117893169|XP_034655538.1|DSUB
OG0002880	LOC108137320|XP_017114434.1|DELE	LOC117903347|XP_034671188.1|DSUB
OG0002881	LOC108137869|XP_017115294.1|DELE	LOC117901958|XP_034668829.1|DSUB
OG0002882	LOC108143607|XP_017123619.1|DELE	LOC117891364|XP_034652690.1|DSUB
OG0002883	LOC108145519|XP_017126495.1|DELE	LOC117901709|XP_034668471.1|DSUB
OG0002884	LOC108147929|XP_017130200.1|DELE	LOC117900812|XP_034667194.1|DSUB
OG0002885	LOC108145924|XP_017127099.1|DELE	LOC117895226|XP_034658613.1|DSUB
OG0002886	LOC108147996|XP_017130305.1|DELE	LOC117900379|XP_034666622.1|DSUB
OG0002887	LOC108147997|XP_017130306.1|DELE	LOC117900381|XP_034666623.1|DSUB
OG0002888	LOC108138921|XP_017116976.1|DELE	LOC117902029|XP_034668980.1|DSUB
OG0002889	LOC108135681|XP_017112010.1|DELE	LOC117894139|XP_034656924.1|DSUB
OG0002890	LOC108138994|XP_017117072.1|DELE	LOC117902156|XP_034669185.1|DSUB
OG0002891	LOC108141781|XP_017120777.1|DELE	LOC117901097|XP_034667616.1|DSUB
OG0002892	LOC108138077|XP_017115544.1|DELE	LOC117902134|XP_034669154.1|DSUB
OG0002893	LOC108147938|XP_017130211.1|DELE	LOC117901564|XP_034668252.1|DSUB
OG0002894	LOC108150362|XP_017133985.1|DELE	LOC117895054|XP_034658322.1|DSUB
OG0002895	LOC108141314|XP_017120072.1|DELE	LOC117891645|XP_034653083.1|DSUB
OG0002896	LOC108149463|XP_017132553.1|DELE	LOC117900046|XP_034666124.1|DSUB
OG0002897	LOC108135289|XP_017111461.1|DELE	LOC117901674|XP_034668407.1|DSUB
OG0002898	LOC108149488|XP_017132600.1|DELE	LOC117902275|XP_034669432.1|DSUB
OG0002899	LOC108150078|XP_017133530.1|DELE	LOC117900086|XP_034666185.1|DSUB
OG0002900	LOC108136568|XP_017113369.1|DELE, LOC108145287|XP_017126093.1|DELE	LOC117900202|XP_034666355.1|DSUB
OG0002901	LOC108138136|XP_017115670.1|DELE	LOC117901594|XP_034668297.1|DSUB
OG0002902	LOC108138137|XP_017115671.1|DELE	LOC117901597|XP_034668301.1|DSUB
OG0002903	LOC108150713|XP_017134487.1|DELE	LOC117900131|XP_034666248.1|DSUB
OG0002904	LOC108146809|XP_017128483.1|DELE	LOC117895648|XP_034659322.1|DSUB
OG0002905	LOC108149538|XP_017132660.1|DELE	LOC117901423|XP_034668051.1|DSUB
OG0002906	LOC108139083|XP_017117198.1|DELE	LOC117901429|XP_034668063.1|DSUB
OG0002907	LOC108138894|XP_017116918.1|DELE	LOC117901430|XP_034668064.1|DSUB
OG0002908	LOC108145380|XP_017126264.1|DELE	LOC117892463|XP_034654604.1|DSUB
OG0002909	LOC108145175|XP_017125898.1|DELE	LOC117889704|XP_034650014.1|DSUB
OG0002910	LOC108141930|XP_017121055.1|DELE	LOC117900603|XP_034666906.1|DSUB
OG0002911	LOC108141521|XP_017120441.1|DELE	LOC117891969|XP_034653734.1|DSUB
OG0002912	LOC108141230|XP_017119978.1|DELE	LOC117903876|XP_034672257.1|DSUB
OG0002913	LOC108149196|XP_017132110.1|DELE	LOC117890784|XP_034651747.1|DSUB
OG0002914	LOC108148057|XP_017130397.1|DELE	LOC117901628|XP_034668348.1|DSUB
OG0002915	LOC108142013|XP_017121172.1|DELE	LOC117902409|XP_034669643.1|DSUB
OG0002916	LOC108138802|XP_017116775.1|DELE	LOC117900719|XP_034667073.1|DSUB
OG0002917	LOC108137988|XP_017115449.1|DELE	LOC117892241|XP_034654242.1|DSUB
OG0002918	LOC108137938|XP_017115381.1|DELE	LOC117891003|XP_034652051.1|DSUB
OG0002919	LOC108139111|XP_017117216.1|DELE	LOC117890235|XP_034650865.1|DSUB
OG0002920	LOC108137157|XP_017114219.1|DELE, LOC108150467|XP_017134148.1|DELE	LOC117902063|XP_034669027.1|DSUB
OG0002921	LOC108147958|XP_017130240.1|DELE	LOC117900556|XP_034666851.1|DSUB
OG0002922	LOC108141952|XP_017121083.1|DELE	LOC117900682|XP_034667019.1|DSUB
OG0002923	LOC108141857|XP_017120939.1|DELE	LOC117902724|XP_034670181.1|DSUB
OG0002924	LOC108141951|XP_017121082.1|DELE	LOC117900681|XP_034667018.1|DSUB
OG0002925	LOC108141368|XP_017120186.1|DELE	LOC117891441|XP_034652808.1|DSUB
OG0002926	LOC108147795|XP_017130024.1|DELE	LOC117900838|XP_034667241.1|DSUB
OG0002927	LOC108147802|XP_017130032.1|DELE	LOC117902226|XP_034669350.1|DSUB
OG0002928	LOC108150503|XP_017134205.1|DELE	LOC117901649|XP_034668377.1|DSUB
OG0002929	LOC108137849|XP_017115265.1|DELE	LOC117902478|XP_034669779.1|DSUB
OG0002930	LOC108138838|XP_017116837.1|DELE	LOC117901695|XP_034668449.1|DSUB
OG0002931	LOC108135245|XP_017111399.1|DELE	LOC117899963|XP_034666009.1|DSUB
OG0002932	LOC108134608|XP_017110469.1|DELE	LOC117892346|XP_034654436.1|DSUB
OG0002933	LOC108145503|XP_017126452.1|DELE	LOC117891669|XP_034653126.1|DSUB
OG0002934	LOC108149894|XP_017133280.1|DELE, LOC108149670|XP_017132909.1|DELE	LOC117892021|XP_034653808.1|DSUB
OG0002935	LOC108138253|XP_017115882.1|DELE	LOC117901380|XP_034667996.1|DSUB
OG0002936	LOC108148534|XP_017131066.1|DELE	LOC117891867|XP_034653520.1|DSUB
OG0002937	LOC108140479|XP_017118713.1|DELE	LOC117890226|XP_034650855.1|DSUB
OG0002938	LOC108139063|XP_017117173.1|DELE	LOC117901666|XP_034668398.1|DSUB
OG0002939	LOC108144166|XP_017124312.1|DELE	LOC117890787|XP_034651753.1|DSUB
OG0002940	LOC108140700|XP_017119142.1|DELE	LOC117898520|XP_034663877.1|DSUB
OG0002941	LOC108141805|XP_017120860.1|DELE	LOC117901860|XP_034668706.1|DSUB
OG0002942	LOC108142061|XP_017121235.1|DELE	LOC117902700|XP_034670137.1|DSUB
OG0002943	LOC108138985|XP_017117059.1|DELE	LOC117901297|XP_034667882.1|DSUB
OG0002944	LOC108139027|XP_017117121.1|DELE	LOC117901305|XP_034667904.1|DSUB
OG0002945	LOC108138152|XP_017115717.1|DELE	LOC117902065|XP_034669031.1|DSUB
OG0002946	LOC108141329|XP_017120099.1|DELE	LOC117890023|XP_034650528.1|DSUB
OG0002947	LOC108138239|XP_017115859.1|DELE	LOC117900703|XP_034667047.1|DSUB
OG0002948	LOC108146828|XP_017128513.1|DELE	LOC117893887|XP_034656550.1|DSUB
OG0002949	LOC108146712|XP_017128287.1|DELE	LOC117893865|XP_034656526.1|DSUB
OG0002950	LOC108135270|XP_017111436.1|DELE	LOC117901823|XP_034668642.1|DSUB
OG0002951	LOC108142032|XP_017121198.1|DELE	LOC117902379|XP_034669589.1|DSUB
OG0002952	LOC108147786|XP_017130015.1|DELE	LOC117902218|XP_034669342.1|DSUB
OG0002953	LOC108150521|XP_017134236.1|DELE	LOC117900138|XP_034666256.1|DSUB
