Orthogroup	DELE.longest_only	DYAK.longest_only
OG0002379	LOC108150532|XP_017134251.1|DELE	LOC6529409|XP_002090414.1|DYAK
OG0002380	LOC108141677|XP_017120645.1|DELE	LOC6524009|XP_015045430.1|DYAK
OG0002381	LOC108149836|XP_017133200.1|DELE	LOC6530350|XP_002091277.1|DYAK
OG0002382	LOC108136515|XP_017113264.1|DELE	LOC6525292|XP_002101128.1|DYAK
OG0002383	LOC108146396|XP_017127883.1|DELE	LOC6532438|XP_002093185.1|DYAK
OG0002384	LOC108136252|XP_017112779.1|DELE	LOC6524451|XP_015045707.1|DYAK
OG0002385	LOC108145293|XP_017126099.1|DELE	LOC6523724|XP_002099599.1|DYAK
OG0002386	LOC108136766|XP_017113613.1|DELE	LOC6535740|XP_002096363.1|DYAK
OG0002387	LOC108148613|XP_017131184.1|DELE	LOC6537856|XP_015048547.1|DYAK
OG0002388	LOC108148274|XP_017130719.1|DELE	LOC6537217|XP_002097775.2|DYAK
OG0002389	LOC108147242|XP_017129129.1|DELE	LOC6537877|XP_002098418.1|DYAK
OG0002390	LOC108135350|XP_017111530.1|DELE	LOC6527171|XP_002088265.1|DYAK
OG0002391	LOC108144538|XP_017124996.1|DELE	LOC6531657|XP_002092454.1|DYAK
OG0002392	LOC108146437|XP_017127930.1|DELE	LOC6533023|XP_015049779.1|DYAK
OG0002393	LOC108146831|XP_017128515.1|DELE	LOC6534442|XP_002095119.1|DYAK
OG0002394	LOC108148798|XP_017131507.1|DELE	LOC6538492|XP_015048887.1|DYAK
OG0002395	LOC108136907|XP_017113854.1|DELE	LOC6536579|XP_039231214.1|DYAK
OG0002396	LOC108144361|XP_017124613.1|DELE	LOC6530507|XP_015052692.1|DYAK
OG0002397	LOC108146887|XP_017128613.1|DELE	LOC6529110|XP_002090123.1|DYAK
OG0002398	LOC108136522|XP_017113285.1|DELE	LOC6525234|XP_002101072.2|DYAK
OG0002399	LOC108135011|XP_017111034.1|DELE	LOC6529080|XP_002090093.1|DYAK
OG0002400	LOC108144873|XP_017125518.1|DELE	LOC6531632|XP_002092429.2|DYAK
OG0002401	LOC108145262|XP_017126024.1|DELE	LOC6523699|XP_002099576.1|DYAK
OG0002402	LOC108140698|XP_017119138.1|DELE	LOC6537081|XP_002097642.2|DYAK
OG0002403	LOC108140608|XP_017119009.1|DELE	LOC6537080|XP_002097641.1|DYAK
OG0002404	LOC108140087|XP_017118280.1|DELE	LOC6535249|XP_002095905.1|DYAK
OG0002405	LOC108137488|XP_017114692.1|DELE	LOC6535404|XP_002096053.1|DYAK
OG0002406	LOC108146713|XP_017128289.1|DELE	LOC6539324|XP_002086216.1|DYAK
OG0002407	LOC108143063|XP_017122766.1|DELE	LOC6539029|XP_002099531.1|DYAK
OG0002408	LOC108137452|XP_017114636.1|DELE	LOC6535417|XP_002096066.1|DYAK
OG0002409	LOC108143253|XP_017123051.1|DELE	LOC6534097|XP_039230478.1|DYAK
OG0002410	LOC108136875|XP_017113806.1|DELE	LOC6535726|XP_039231406.1|DYAK
OG0002411	LOC108142908|XP_017122485.1|DELE	LOC6536303|XP_002096887.1|DYAK
OG0002412	LOC108146858|XP_017128568.1|DELE	LOC26534951|XP_015044780.2|DYAK
OG0002413	LOC108138582|XP_017116358.1|DELE	LOC6524064|XP_002099933.1|DYAK
OG0002414	LOC108146014|XP_017127277.1|DELE	LOC6532343|XP_002093103.1|DYAK
OG0002415	LOC108141570|XP_017120504.1|DELE	LOC6536783|XP_015047950.1|DYAK
OG0002416	LOC108145333|XP_017126207.1|DELE	LOC6523720|XP_039233076.1|DYAK
OG0002417	LOC108134818|XP_017110760.1|DELE, LOC108145493|XP_017126442.1|DELE	LOC6526260|XP_002087382.1|DYAK
OG0002418	LOC108139259|XP_017117436.1|DELE	LOC26536186|XP_039232837.1|DYAK
OG0002419	LOC108137160|XP_017114218.1|DELE	LOC6524244|XP_002100107.1|DYAK
OG0002420	LOC108146059|XP_017127360.1|DELE	LOC6532813|XP_002093550.2|DYAK
OG0002421	LOC108139133|XP_017117235.1|DELE	LOC6538721|XP_002099236.1|DYAK
OG0002422	LOC108141173|XP_017119889.1|DELE	LOC6535969|XP_015047482.2|DYAK
OG0002423	LOC108150326|XP_017133936.1|DELE	LOC6533673|XP_002094379.1|DYAK
OG0002424	LOC108135339|XP_017111519.1|DELE	LOC6523694|XP_002099572.1|DYAK
OG0002425	LOC108136514|XP_017113263.1|DELE	LOC6524846|XP_002100686.2|DYAK
OG0002426	LOC108145959|XP_017127166.1|DELE	LOC6532295|XP_002093055.1|DYAK
OG0002427	LOC108145329|XP_017126200.1|DELE	LOC6523700|XP_002099577.1|DYAK
OG0002428	LOC108148409|XP_017130937.1|DELE	LOC6525155|XP_002100993.2|DYAK
OG0002429	LOC108145902|XP_017127044.1|DELE	LOC6533478|XP_039230863.1|DYAK
OG0002430	LOC108149656|XP_017132887.1|DELE	LOC6528410|XP_002089456.1|DYAK
OG0002431	LOC108143600|XP_017123612.1|DELE	LOC6530942|XP_002091784.1|DYAK
OG0002432	LOC108137204|XP_017114284.1|DELE	LOC6524217|XP_002100080.1|DYAK
OG0002433	LOC108135852|XP_017112233.1|DELE	LOC6535645|XP_002096273.1|DYAK
OG0002434	LOC108139282|XP_017117467.1|DELE	LOC6536396|XP_002096978.1|DYAK
OG0002435	LOC108140889|XP_017119412.1|DELE	LOC6526018|XP_002101835.1|DYAK
OG0002436	LOC108147582|XP_017129704.1|DELE	LOC6529880|XP_002090837.1|DYAK
OG0002437	LOC108149850|XP_017133215.1|DELE	LOC6529915|XP_039229312.1|DYAK
OG0002438	LOC108136274|XP_017112831.1|DELE	LOC6524485|XP_039226161.1|DYAK
OG0002439	LOC108148156|XP_017130543.1|DELE	LOC6528069|XP_002089136.2|DYAK
OG0002440	LOC108135607|XP_017111908.1|DELE	LOC6534273|XP_002094954.1|DYAK
OG0002441	LOC108141324|XP_017120091.1|DELE	LOC6528792|XP_002089826.1|DYAK
OG0002442	LOC108144329|XP_017124528.1|DELE	LOC6531256|XP_002092065.1|DYAK
OG0002443	LOC108143488|XP_017123426.1|DELE	LOC6529353|XP_015052293.1|DYAK
OG0002444	LOC108143646|XP_017123647.1|DELE	LOC6531583|XP_002092381.1|DYAK
OG0002445	LOC108134666|XP_017110551.1|DELE	LOC6529900|XP_002090857.2|DYAK
OG0002446	LOC108149765|XP_017133078.1|DELE	LOC6530433|XP_002091349.1|DYAK
OG0002447	LOC108146851|XP_017128549.1|DELE	LOC6533935|XP_015050347.1|DYAK
OG0002448	LOC108142044|XP_017121212.1|DELE	LOC6530580|XP_002091493.1|DYAK
OG0002449	LOC108144485|XP_017124904.1|DELE	LOC6531345|XP_002092149.1|DYAK
OG0002450	LOC108134667|XP_017110555.1|DELE	LOC6536537|XP_002097113.1|DYAK
OG0002451	LOC108149712|XP_017132970.1|DELE	LOC6528657|XP_002089699.1|DYAK
OG0002452	LOC108134623|XP_017110497.1|DELE	LOC6531615|XP_002092412.1|DYAK
OG0002453	LOC108134642|XP_017110520.1|DELE	LOC6531614|XP_002092411.1|DYAK
OG0002454	LOC108146257|XP_017127683.1|DELE	LOC6532289|XP_015049269.1|DYAK
OG0002455	LOC108146255|XP_017127682.1|DELE	LOC6523844|XP_002099717.1|DYAK
OG0002456	LOC108149155|XP_017132042.1|DELE	LOC6531754|XP_039228336.1|DYAK
OG0002457	LOC108149618|XP_017132831.1|DELE	LOC6528451|XP_015053939.1|DYAK
OG0002458	LOC108149904|XP_017133296.1|DELE	LOC6527123|XP_002088216.1|DYAK
OG0002459	LOC108149105|XP_017131992.1|DELE	LOC6529938|XP_002090893.1|DYAK
OG0002460	LOC108144884|XP_017125532.1|DELE	LOC6532014|XP_002092793.1|DYAK
OG0002461	LOC108144829|XP_017125454.1|DELE	LOC6531692|XP_002092483.2|DYAK
OG0002462	LOC108137053|XP_017114043.1|DELE, LOC108137455|XP_017114645.1|DELE	LOC6530981|XP_015051796.1|DYAK
OG0002463	LOC108144814|XP_017125431.1|DELE	LOC6531963|XP_002092749.2|DYAK
OG0002464	LOC108144331|XP_017124530.1|DELE	LOC6531259|XP_002092068.1|DYAK
OG0002465	LOC108143633|XP_017123636.1|DELE	LOC6529082|XP_039226600.1|DYAK
OG0002466	LOC108145304|XP_017126123.1|DELE	LOC6523730|XP_039232886.1|DYAK
OG0002467	LOC108147538|XP_017129610.1|DELE	LOC6533066|XP_002093798.1|DYAK
OG0002468	LOC108146959|XP_017128704.1|DELE	LOC6533980|XP_002094675.3|DYAK
OG0002469	LOC108141060|XP_017119703.1|DELE	LOC6535259|XP_002095915.1|DYAK
OG0002470	LOC108149885|XP_017133270.1|DELE	LOC6528665|XP_002089707.1|DYAK
OG0002471	LOC108141538|XP_017120467.1|DELE	LOC6528757|XP_002089792.2|DYAK
OG0002472	LOC108137875|XP_017115302.1|DELE	LOC6530154|XP_039227811.1|DYAK
OG0002473	LOC108144809|XP_017125426.1|DELE	LOC6530233|XP_002091170.1|DYAK
OG0002474	LOC108136053|XP_017112472.1|DELE	LOC6534503|XP_015050660.2|DYAK
OG0002475	LOC108148923|XP_017131729.1|DELE	LOC6538855|XP_002099368.1|DYAK
OG0002476	LOC108137561|XP_017114776.1|DELE	LOC6531283|XP_002092092.1|DYAK
OG0002477	LOC108144975|XP_017125612.1|DELE, LOC108148249|XP_017130703.1|DELE	LOC6530843|XP_002091726.1|DYAK
OG0002478	LOC108143694|XP_017123709.1|DELE, LOC108144490|XP_017124950.1|DELE	LOC6530974|XP_002091812.3|DYAK
OG0002479	LOC108149806|XP_017133161.1|DELE	LOC6530338|XP_002091265.1|DYAK
OG0002481	LOC108136333|XP_017112926.1|DELE	LOC6523959|XP_002099831.1|DYAK
OG0002482	LOC108149056|XP_017131890.1|DELE	LOC6529919|XP_002090876.2|DYAK
OG0002483	LOC108141506|XP_017120423.1|DELE	LOC6531916|XP_002092702.1|DYAK
OG0002484	LOC108144612|XP_017125122.1|DELE	LOC6531270|XP_002092079.1|DYAK
OG0002485	LOC108145458|XP_017126391.1|DELE	LOC6528641|XP_002089683.1|DYAK
OG0002486	LOC108142505|XP_017121900.1|DELE	LOC6534854|XP_002095526.2|DYAK
OG0002487	LOC108137803|XP_017115229.1|DELE	LOC6539087|XP_039233230.1|DYAK
OG0002488	LOC108143708|XP_017123728.1|DELE	LOC6530524|XP_002091439.1|DYAK
OG0002489	LOC108146298|XP_017127733.1|DELE	LOC6534970|XP_002095640.1|DYAK
OG0002490	LOC108144980|XP_017125621.1|DELE	LOC6530840|XP_002091723.1|DYAK
OG0002491	LOC108146793|XP_017128450.1|DELE	LOC26535211|XP_039230895.1|DYAK
OG0002492	LOC108144517|XP_017124946.1|DELE	LOC6531141|XP_002091975.1|DYAK
OG0002493	LOC108149690|XP_017132949.1|DELE	LOC6528649|XP_002089691.3|DYAK
OG0002494	LOC108139365|XP_017117580.1|DELE	LOC6536388|XP_002096970.1|DYAK
OG0002495	LOC108144528|XP_017124967.1|DELE	LOC6530487|XP_002091402.1|DYAK
OG0002496	LOC108147110|XP_017128889.1|DELE	LOC6538431|XP_002098955.1|DYAK
OG0002497	LOC108145715|XP_017126765.1|DELE	LOC6535079|XP_002095743.2|DYAK
OG0002498	LOC108142232|XP_017121440.1|DELE	LOC6534658|XP_002095333.2|DYAK
OG0002499	LOC108146426|XP_017127919.1|DELE	LOC6532263|XP_002093035.1|DYAK
OG0002500	LOC108148651|XP_017131265.1|DELE	LOC6525196|XP_002101034.1|DYAK, LOC6538207|XP_002098735.1|DYAK
OG0002501	LOC108138677|XP_017116513.1|DELE	LOC6526877|XP_002087977.1|DYAK
OG0002502	LOC108144722|XP_017125306.1|DELE	LOC6530277|XP_002091209.2|DYAK
OG0002504	LOC108146649|XP_017128183.1|DELE	LOC6533951|XP_039229927.1|DYAK
OG0002505	LOC108145229|XP_017125982.1|DELE	LOC6530661|XP_002091559.1|DYAK
OG0002506	LOC108148465|XP_017130986.1|DELE	LOC6537760|XP_002098301.1|DYAK
OG0002507	LOC108148003|XP_017130320.1|DELE	LOC26535168|XP_015050261.1|DYAK
OG0002508	LOC108136529|XP_017113294.1|DELE	LOC6525820|XP_039233506.1|DYAK
OG0002509	LOC108149654|XP_017132883.1|DELE	LOC6528461|XP_002089507.1|DYAK
OG0002510	LOC108140894|XP_017119425.1|DELE	LOC6526224|XP_002102033.1|DYAK
OG0002511	LOC108139303|XP_017117491.1|DELE	LOC6536982|XP_039232261.1|DYAK
OG0002512	LOC108145320|XP_017126181.1|DELE	LOC6523723|XP_039233055.1|DYAK
OG0002513	LOC108139268|XP_017117444.1|DELE	LOC6536425|XP_002097007.1|DYAK
OG0002514	LOC108146401|XP_017127889.1|DELE	LOC6532333|XP_015049284.1|DYAK
OG0002516	LOC108147316|XP_017129231.1|DELE	LOC6538478|XP_002099002.1|DYAK
OG0002517	LOC108138502|XP_017116213.1|DELE	LOC6524645|XP_039226015.1|DYAK
OG0002518	LOC108136681|XP_017113492.1|DELE	LOC6535549|XP_039231412.1|DYAK
OG0002519	LOC108145455|XP_017126387.1|DELE	LOC6530700|XP_002091591.1|DYAK
OG0002520	LOC108141403|XP_017120253.1|DELE	LOC6525486|XP_002101321.1|DYAK
OG0002521	LOC108136591|XP_017113393.1|DELE	LOC6525791|XP_039233567.1|DYAK
OG0002522	LOC108137031|XP_017114020.1|DELE	LOC6535555|XP_002096184.1|DYAK
OG0002523	LOC108143016|XP_017122696.1|DELE	LOC6538986|XP_002099488.2|DYAK
OG0002524	LOC108136296|XP_017112870.1|DELE	LOC6524148|XP_002100011.2|DYAK
OG0002525	LOC108147452|XP_017129469.1|DELE	LOC6533044|XP_002093779.1|DYAK
OG0002526	LOC108141194|XP_017119927.1|DELE	LOC6537199|XP_002097757.1|DYAK
OG0002528	LOC108138507|XP_017116231.1|DELE	LOC6524076|XP_039230549.1|DYAK
OG0002529	LOC108135275|XP_017111447.1|DELE	LOC6536678|XP_002097251.1|DYAK
OG0002530	LOC108139011|XP_017117101.1|DELE	LOC6529743|XP_002090733.1|DYAK
OG0002531	LOC108148278|XP_017130728.1|DELE	LOC6528065|XP_002089132.1|DYAK
OG0002532	LOC108137048|XP_017114030.1|DELE	LOC6539974|XP_002086849.1|DYAK
OG0002533	LOC108140899|XP_017119432.1|DELE	LOC6526215|XP_002102024.1|DYAK
OG0002534	LOC108144823|XP_017125443.1|DELE	LOC6530258|XP_002091192.1|DYAK
OG0002535	LOC108146086|XP_017127397.1|DELE	LOC6534994|XP_002095664.2|DYAK
OG0002536	LOC108148871|XP_017131662.1|DELE	LOC6538031|XP_002098566.1|DYAK
OG0002537	LOC108144396|XP_017124665.1|DELE	LOC6531955|XP_039228502.1|DYAK
OG0002539	LOC108144617|XP_017125132.1|DELE	LOC6532116|XP_002092892.1|DYAK
OG0002540	LOC108140662|XP_017119084.1|DELE	LOC6537195|XP_002097753.1|DYAK
OG0002541	LOC108136327|XP_017112918.1|DELE	LOC6525679|XP_002101501.1|DYAK
OG0002542	LOC108134892|XP_017110884.1|DELE	LOC6525172|XP_002101010.1|DYAK
OG0002543	LOC108138420|XP_017116105.1|DELE	LOC6524574|XP_002100431.1|DYAK
OG0002544	LOC108148848|XP_017131621.1|DELE	LOC6537721|XP_002098266.3|DYAK
OG0002545	LOC108138437|XP_017116127.1|DELE	LOC6523929|XP_002099802.1|DYAK
OG0002547	LOC108141152|XP_017119869.1|DELE	LOC6524004|XP_002099876.1|DYAK
OG0002548	LOC108145574|XP_017126577.1|DELE	LOC6523989|XP_002099861.1|DYAK
OG0002549	LOC108150007|XP_017133445.1|DELE	LOC6525609|XP_039233646.1|DYAK
OG0002550	LOC108138534|XP_017116286.1|DELE	LOC6524661|XP_039233445.1|DYAK
OG0002551	LOC108143029|XP_017122715.1|DELE	LOC6539057|XP_002099559.1|DYAK
OG0002552	LOC108141698|XP_017120670.1|DELE	LOC6529265|XP_002090270.1|DYAK
OG0002553	LOC108140871|XP_017119376.1|DELE	LOC6526216|XP_002102025.2|DYAK
OG0002554	LOC108141628|XP_017120589.1|DELE	LOC120322002|XP_039232474.1|DYAK
OG0002555	LOC108149878|XP_017133261.1|DELE	LOC6524109|XP_002099973.1|DYAK
OG0002556	LOC108148382|XP_017130899.1|DELE	LOC6528066|XP_002089133.1|DYAK
OG0002557	LOC108136347|XP_017112943.1|DELE	LOC6524607|XP_002100464.1|DYAK
OG0002558	LOC108150392|XP_017134028.1|DELE	LOC6537930|XP_002098470.1|DYAK
OG0002560	LOC108140796|XP_017119283.1|DELE	LOC6535870|XP_002096486.1|DYAK
OG0002561	LOC108135790|XP_017112143.1|DELE	LOC6535652|XP_039231460.1|DYAK
OG0002562	LOC108142829|XP_017122381.1|DELE	LOC6525015|XP_002100854.1|DYAK
OG0002563	LOC108137231|XP_017114299.1|DELE	LOC6525624|XP_002101459.2|DYAK
OG0002564	LOC108148601|XP_017131168.1|DELE	LOC6538887|XP_002099391.1|DYAK
OG0002565	LOC108143034|XP_017122721.1|DELE	LOC6536323|XP_002096907.1|DYAK
OG0002566	LOC108136885|XP_017113827.1|DELE	LOC6535550|XP_039231411.1|DYAK
OG0002567	LOC108141297|XP_017120055.1|DELE	LOC6525487|XP_002101322.1|DYAK
OG0002568	LOC108143833|XP_017123872.1|DELE	LOC6536269|XP_002096855.1|DYAK
OG0002569	LOC108142873|XP_017122436.1|DELE	LOC6539734|XP_002086618.1|DYAK
OG0002570	LOC108136817|XP_017113710.1|DELE	LOC6535585|XP_002096213.2|DYAK
OG0002571	LOC108136848|XP_017113761.1|DELE	LOC6535583|XP_002096211.2|DYAK
OG0002572	LOC108144999|XP_017125650.1|DELE	LOC6530865|XP_039228434.1|DYAK
OG0002573	LOC108136753|XP_017113592.1|DELE	LOC6539924|XP_002086800.1|DYAK
OG0002574	LOC108137010|XP_017113997.1|DELE	LOC6535553|XP_002096182.2|DYAK
OG0002575	LOC108135066|XP_017111098.1|DELE	LOC6537372|XP_015048301.2|DYAK
OG0002576	LOC108140908|XP_017119450.1|DELE	LOC6539101|XP_015045307.1|DYAK
OG0002577	LOC108135506|XP_017111739.1|DELE	LOC6534336|XP_015050578.1|DYAK
OG0002578	LOC108138783|XP_017116747.1|DELE	LOC6526827|XP_002087928.1|DYAK
OG0002579	LOC108138264|XP_017115902.1|DELE	LOC6527333|XP_002088425.1|DYAK
OG0002580	LOC108145029|XP_017125701.1|DELE	LOC6530060|XP_002091006.1|DYAK
OG0002581	LOC108136821|XP_017113715.1|DELE	LOC6537954|XP_039232112.1|DYAK
OG0002582	LOC108139129|XP_017117232.1|DELE	LOC6536416|XP_002096998.2|DYAK
OG0002583	LOC108140515|XP_017118804.1|DELE	LOC6536505|XP_039232201.1|DYAK
OG0002584	LOC108146341|XP_017127800.1|DELE	LOC6534966|XP_002095636.1|DYAK
OG0002585	LOC108146343|XP_017127801.1|DELE	LOC6534967|XP_002095637.1|DYAK
OG0002586	LOC108135766|XP_017112105.1|DELE	LOC6535631|XP_002096259.2|DYAK
OG0002587	LOC108144090|XP_017124231.1|DELE	LOC6536179|XP_002096770.2|DYAK
OG0002588	LOC108139201|XP_017117329.1|DELE	LOC6536430|XP_002097012.1|DYAK
OG0002589	LOC108148788|XP_017131493.1|DELE	LOC6538361|XP_002098885.2|DYAK
OG0002590	LOC108137690|XP_017115052.1|DELE	LOC6524985|XP_002100825.1|DYAK
OG0002591	LOC108148801|XP_017131512.1|DELE	LOC6538935|XP_002099439.1|DYAK
OG0002592	LOC108147309|XP_017129222.1|DELE	LOC6538235|XP_002098762.3|DYAK
OG0002593	LOC108147217|XP_017129071.1|DELE	LOC6538240|XP_039230951.1|DYAK
OG0002594	LOC108139232|XP_017117388.1|DELE	LOC6537363|XP_039232819.1|DYAK
OG0002595	LOC108135772|XP_017112115.1|DELE	LOC6535633|XP_002096261.2|DYAK
OG0002596	LOC108139304|XP_017117492.1|DELE	LOC6536968|XP_002097537.1|DYAK
OG0002597	LOC108140673|XP_017119107.1|DELE	LOC6536488|XP_002097066.1|DYAK
OG0002599	LOC108139360|XP_017117572.1|DELE	LOC6536415|XP_002096997.1|DYAK
OG0002600	LOC108141482|XP_017120383.1|DELE	LOC6528839|XP_002089871.1|DYAK
OG0002601	LOC108140973|XP_017119530.1|DELE	LOC6535943|XP_002096559.1|DYAK
OG0002602	LOC108148736|XP_017131404.1|DELE	LOC6538150|XP_002098684.1|DYAK
OG0002603	LOC108148608|XP_017131173.1|DELE	LOC6538837|XP_039232018.1|DYAK
OG0002604	LOC108149019|XP_017131855.1|DELE	LOC6538836|XP_039232019.1|DYAK
OG0002605	LOC108135842|XP_017112215.1|DELE	LOC6536855|XP_002097424.1|DYAK
OG0002606	LOC108139204|XP_017117334.1|DELE	LOC6536991|XP_039232260.1|DYAK
OG0002607	LOC108140971|XP_017119527.1|DELE	LOC6539848|XP_002086731.1|DYAK
OG0002608	LOC108140550|XP_017118888.1|DELE	LOC6537071|XP_002097632.1|DYAK
OG0002609	LOC108144846|XP_017125479.1|DELE	LOC6530210|XP_002091148.1|DYAK
OG0002610	LOC108141081|XP_017119744.1|DELE	LOC6535908|XP_002096524.2|DYAK
OG0002611	LOC108143060|XP_017122762.1|DELE	LOC6536354|XP_002096936.1|DYAK
OG0002612	LOC108137014|XP_017114002.1|DELE	LOC6535790|XP_002096413.1|DYAK
OG0002613	LOC108136693|XP_017113505.1|DELE	LOC6538783|XP_015049029.1|DYAK
OG0002614	LOC108148717|XP_017131370.1|DELE	LOC6538384|XP_002098908.2|DYAK
OG0002615	LOC108145960|XP_017127168.1|DELE	LOC6533472|XP_002094183.1|DYAK
OG0002616	LOC108147260|XP_017129146.1|DELE	LOC6538255|XP_002098782.1|DYAK
OG0002617	LOC108139280|XP_017117465.1|DELE	LOC6536395|XP_002096977.1|DYAK
OG0002618	LOC108141139|XP_017119852.1|DELE	LOC6535294|XP_002095950.1|DYAK
OG0002619	LOC108140375|XP_017118557.1|DELE	LOC6536658|XP_002097230.3|DYAK
OG0002620	LOC108143003|XP_017122673.1|DELE	LOC6538686|XP_002099205.2|DYAK
OG0002621	LOC108137392|XP_017114540.1|DELE	LOC6537787|XP_002098328.1|DYAK
OG0002622	LOC108146385|XP_017127867.1|DELE	LOC6535092|XP_002095756.1|DYAK
OG0002623	LOC108143076|XP_017122781.1|DELE	LOC6536324|XP_039232699.1|DYAK
OG0002624	LOC108144050|XP_017124181.1|DELE	LOC6537667|XP_002098212.1|DYAK
OG0002625	LOC108143984|XP_017124087.1|DELE	LOC6537679|XP_002098224.3|DYAK
OG0002626	LOC108138580|XP_017116355.1|DELE	LOC6525383|XP_002101219.1|DYAK
OG0002627	LOC108148711|XP_017131361.1|DELE	LOC6537756|XP_039231346.1|DYAK
OG0002628	LOC108148283|XP_017130733.1|DELE	LOC6537538|XP_039231014.1|DYAK
OG0002629	LOC108140559|XP_017118910.1|DELE	LOC6536629|XP_039231889.1|DYAK
OG0002630	LOC108140556|XP_017118905.1|DELE	LOC6537133|XP_015048156.1|DYAK
OG0002631	LOC108143758|XP_017123777.1|DELE	LOC6538628|XP_002099150.1|DYAK
OG0002632	LOC108139292|XP_017117478.1|DELE	LOC6537351|XP_002097908.1|DYAK
OG0002633	LOC108136756|XP_017113596.1|DELE	LOC26535669|XP_015047220.1|DYAK
OG0002634	LOC108139328|XP_017117527.1|DELE	LOC6537324|XP_015048281.1|DYAK
OG0002635	LOC108135135|XP_017111231.1|DELE, LOC108139243|XP_017117404.1|DELE	LOC6536442|XP_002097023.1|DYAK
OG0002636	LOC108141102|XP_017119799.1|DELE	LOC6535255|XP_002095911.1|DYAK
OG0002637	LOC108138207|XP_017115815.1|DELE	LOC6527344|XP_002088436.1|DYAK
OG0002638	LOC108148750|XP_017131434.1|DELE	LOC6537965|XP_002098502.2|DYAK
OG0002639	LOC108140537|XP_017118850.1|DELE	LOC6537386|XP_002097942.1|DYAK
OG0002640	LOC108139240|XP_017117400.1|DELE	LOC6537005|XP_002097574.1|DYAK
OG0002641	LOC108139116|XP_017117218.1|DELE	LOC6537008|XP_039231343.1|DYAK
OG0002642	LOC108139319|XP_017117515.1|DELE	LOC6537009|XP_002097578.1|DYAK
OG0002643	LOC108139318|XP_017117513.1|DELE	LOC6537010|XP_015048067.1|DYAK
OG0002644	LOC108148391|XP_017130907.1|DELE	LOC6537577|XP_002098123.1|DYAK
OG0002645	LOC108148396|XP_017130913.1|DELE	LOC6537571|XP_039231708.1|DYAK
OG0002646	LOC108139362|XP_017117577.1|DELE	LOC6538702|XP_002099217.1|DYAK
OG0002647	LOC108143872|XP_017123929.1|DELE	LOC6536160|XP_002096760.1|DYAK
OG0002648	LOC108141133|XP_017119844.1|DELE	LOC6535983|XP_039231963.1|DYAK
OG0002649	LOC108143976|XP_017124074.1|DELE	LOC6537644|XP_015048453.1|DYAK
OG0002650	LOC108143873|XP_017123930.1|DELE	LOC6536159|XP_002096759.1|DYAK
OG0002651	LOC108135076|XP_017111121.1|DELE	LOC6537069|XP_002097630.1|DYAK
OG0002652	LOC108140418|XP_017118627.1|DELE	LOC6535877|XP_015047428.1|DYAK
OG0002653	LOC108148652|XP_017131267.1|DELE	LOC6538173|XP_002098701.2|DYAK
OG0002654	LOC108148911|XP_017131716.1|DELE	LOC6538170|XP_002098698.2|DYAK
OG0002655	LOC108136826|XP_017113726.1|DELE	LOC6535788|XP_039232725.1|DYAK
OG0002656	LOC108135311|XP_017111489.1|DELE	LOC6536946|XP_002097515.1|DYAK
OG0002657	LOC108139242|XP_017117402.1|DELE	LOC6536441|XP_002097022.1|DYAK
OG0002658	LOC108143090|XP_017122796.1|DELE	LOC6538980|XP_002099483.1|DYAK
OG0002659	LOC108148909|XP_017131713.1|DELE	LOC6538140|XP_002098674.1|DYAK
OG0002660	LOC108138570|XP_017116339.1|DELE	LOC6524647|XP_002100504.1|DYAK
OG0002661	LOC108148677|XP_017131303.1|DELE	LOC6538182|XP_002098710.2|DYAK
OG0002662	LOC108144616|XP_017125128.1|DELE	LOC6532118|XP_015051710.1|DYAK
OG0002663	LOC108136761|XP_017113607.1|DELE	LOC6538751|XP_002099265.1|DYAK
OG0002664	LOC108134979|XP_017110995.1|DELE	LOC6529156|XP_002087365.1|DYAK
OG0002665	LOC108145549|XP_017126538.1|DELE	LOC6528547|XP_002089592.2|DYAK
OG0002666	LOC108145429|XP_017126327.1|DELE	LOC6528543|XP_039226501.1|DYAK
OG0002667	LOC108141541|XP_017120470.1|DELE	LOC6528861|XP_002089893.1|DYAK
OG0002668	LOC108146053|XP_017127351.1|DELE	LOC6532432|XP_015049345.1|DYAK
OG0002669	LOC108142065|XP_017121239.1|DELE	LOC6527752|XP_002088832.1|DYAK
OG0002670	LOC108142825|XP_017122378.1|DELE	LOC6533363|XP_002094088.1|DYAK
OG0002671	LOC108142214|XP_017121418.1|DELE	LOC6533359|XP_015049948.1|DYAK
OG0002672	LOC108145224|XP_017125969.1|DELE	LOC6530670|XP_015051867.1|DYAK
OG0002673	LOC108144514|XP_017124943.1|DELE	LOC6531958|XP_002092744.1|DYAK
OG0002674	LOC108141418|XP_017120279.1|DELE	LOC6528858|XP_002089890.1|DYAK
OG0002675	LOC108146895|XP_017128622.1|DELE	LOC6533298|XP_002094024.1|DYAK
OG0002676	LOC108141405|XP_017120252.1|DELE	LOC6532105|XP_002092881.1|DYAK
OG0002677	LOC108147359|XP_017129278.1|DELE	LOC6528404|XP_039226905.1|DYAK
OG0002678	LOC108144370|XP_017124631.1|DELE	LOC6529296|XP_002090301.1|DYAK
OG0002679	LOC108144395|XP_017124664.1|DELE	LOC6531953|XP_015051635.1|DYAK
OG0002680	LOC108147710|XP_017129923.1|DELE	LOC6523819|XP_002099694.2|DYAK
