Orthogroup	DELE.longest_only	DBUS.longest_only
OG0000593	LOC108148120|XP_017130458.1|DELE	LOC108597144|XP_017839027.1|DBUS
OG0000594	LOC108148869|XP_017131659.1|DELE	LOC108603904|XP_017848574.1|DBUS
OG0000594	LOC108135041|XP_017111068.1|DELE	LOC108602022|XP_017845514.1|DBUS
OG0000595	LOC108139330|XP_017117530.1|DELE	LOC108603987|XP_017849475.1|DBUS
OG0000595	LOC108148856|XP_017131636.1|DELE	LOC108602346|XP_017845930.1|DBUS
OG0000596	LOC108137343|XP_017114469.1|DELE	LOC108606622|XP_017852397.1|DBUS
OG0000596	LOC108135757|XP_017112096.1|DELE	LOC108602102|XP_017845615.1|DBUS
OG0000597	LOC108142940|XP_017122524.1|DELE	LOC108601607|XP_033149792.1|DBUS
OG0000598	LOC108136890|XP_017113836.1|DELE	LOC108601674|XP_017845068.1|DBUS
OG0000599	LOC108146357|XP_017127823.1|DELE	LOC108598020|XP_033149613.1|DBUS
OG0000599	LOC108145616|XP_017126641.1|DELE	LOC108598021|XP_017840125.2|DBUS
OG0000600	LOC108145033|XP_017125705.1|DELE	LOC108595133|XP_017835783.1|DBUS
OG0000600	LOC108145023|XP_017125686.1|DELE	LOC108597445|XP_017839497.1|DBUS
OG0000601	LOC108150725|XP_017134511.1|DELE	LOC108607665|XP_017854114.2|DBUS
OG0000601	LOC108147926|XP_017130198.1|DELE	LOC108607664|XP_017854100.1|DBUS
OG0000602	LOC108149248|XP_017132177.1|DELE	LOC108600870|XP_017844175.1|DBUS
OG0000602	LOC108149565|XP_017132692.1|DELE	LOC108602317|XP_017845894.1|DBUS
OG0000603	LOC108149432|XP_017132494.1|DELE	LOC108607538|XP_017853908.1|DBUS
OG0000604	LOC108147930|XP_017130201.1|DELE	LOC108606212|XP_017851590.1|DBUS
OG0000604	LOC108147931|XP_017130203.1|DELE	LOC108600146|XP_033150916.1|DBUS
OG0000605	LOC108141697|XP_017120669.1|DELE	LOC108600259|XP_017843707.2|DBUS
OG0000607	LOC108148402|XP_017130923.1|DELE	LOC108603848|XP_017848490.1|DBUS
OG0000607	LOC108140798|XP_017119285.1|DELE	LOC108604803|XP_017849894.1|DBUS
OG0000608	LOC108147102|XP_017128879.1|DELE	LOC108601745|XP_017845154.1|DBUS
OG0000608	LOC108147211|XP_017129059.1|DELE	LOC108604230|XP_033149870.1|DBUS
OG0000609	LOC108147832|XP_017130075.1|DELE	LOC108596154|XP_017837144.1|DBUS
OG0000610	LOC108135667|XP_017111991.1|DELE	LOC108598921|XP_017841174.1|DBUS
OG0000610	LOC108141874|XP_017120964.1|DELE	LOC108595804|XP_017836583.1|DBUS
OG0000611	LOC108145457|XP_017126388.1|DELE	LOC108596906|XP_017838590.1|DBUS
OG0000611	LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE	LOC108597476|XP_017839540.1|DBUS
OG0000612	LOC108135484|XP_017111716.1|DELE, LOC108135483|XP_017111715.1|DELE, LOC108135510|XP_017111743.1|DELE	LOC108598220|XP_033149401.1|DBUS
OG0000614	LOC108137644|XP_017114957.1|DELE	LOC108606664|XP_017852479.1|DBUS
OG0000615	LOC108136391|XP_017112991.1|DELE	LOC108605812|XP_017851107.1|DBUS
OG0000615	LOC108139196|XP_017117325.1|DELE	LOC108602040|XP_017845536.1|DBUS
OG0000616	LOC108136541|XP_017113322.1|DELE, LOC108136542|XP_017113325.1|DELE	LOC108606577|XP_017852289.1|DBUS
OG0000617	LOC108147158|XP_017128969.1|DELE	LOC108603116|XP_017847115.1|DBUS
OG0000617	LOC108134800|XP_017110742.1|DELE	LOC108602630|XP_017846261.1|DBUS
OG0000618	LOC108143925|XP_017123998.1|DELE	LOC108604446|XP_017849415.1|DBUS
OG0000618	LOC108143233|XP_017123020.1|DELE	LOC108598280|XP_017840385.2|DBUS
OG0000619	LOC108145162|XP_017125877.1|DELE	LOC108595862|XP_017836642.1|DBUS
OG0000620	LOC108142470|XP_017121840.1|DELE	LOC108600112|XP_017842971.2|DBUS
OG0000621	LOC108136809|XP_017113699.1|DELE	LOC108603301|XP_017847467.1|DBUS
OG0000621	LOC108137216|XP_017114296.1|DELE	LOC108606999|XP_017853064.1|DBUS
OG0000622	LOC108142781|XP_017122314.1|DELE	LOC108601034|XP_017844402.2|DBUS
OG0000622	LOC108142628|XP_017122108.1|DELE	LOC108601069|XP_017844451.2|DBUS
OG0000623	LOC108146254|XP_017127681.1|DELE	LOC108598501|XP_017840661.1|DBUS
OG0000623	LOC108142529|XP_017121943.1|DELE	LOC108598427|XP_017840543.1|DBUS
OG0000624	LOC108138855|XP_017116868.1|DELE	LOC108595816|XP_017836595.1|DBUS
OG0000625	LOC108142590|XP_017122044.1|DELE	LOC108599598|XP_017842038.2|DBUS
OG0000625	LOC108147529|XP_017129602.1|DELE	LOC108599602|XP_017842044.1|DBUS
OG0000626	LOC108141295|XP_017120051.1|DELE	LOC108595716|XP_033149015.1|DBUS
OG0000626	LOC108143560|XP_017123557.1|DELE	LOC108597657|XP_017839805.1|DBUS
OG0000627	LOC108135694|XP_017112025.1|DELE	LOC108600158|XP_017843048.1|DBUS
OG0000627	LOC108137214|XP_017114294.1|DELE	LOC108606137|XP_017851480.1|DBUS
OG0000628	LOC108149236|XP_017132161.1|DELE	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS
OG0000628	LOC108141993|XP_017121143.1|DELE	LOC108600241|XP_017843166.1|DBUS
OG0000629	LOC108137038|XP_017114027.1|DELE	LOC108604816|XP_017849913.1|DBUS
OG0000629	LOC108149468|XP_017132568.1|DELE	LOC108608245|XP_017855021.2|DBUS
OG0000630	LOC108138883|XP_017116903.1|DELE	LOC108594231|XP_017834831.2|DBUS
OG0000630	LOC108138932|XP_017116993.1|DELE	LOC108594324|XP_017834963.1|DBUS
OG0000631	LOC108138258|XP_017115891.1|DELE	LOC108608207|XP_017854971.2|DBUS
OG0000631	LOC108138255|XP_017115887.1|DELE	LOC108608114|XP_017854830.1|DBUS
OG0000632	LOC108139081|XP_017117194.1|DELE	LOC108608105|XP_017854808.1|DBUS
OG0000632	LOC108147778|XP_017129997.1|DELE	LOC108602629|XP_017846264.1|DBUS
OG0000634	LOC108143689|XP_017123703.1|DELE	LOC108596891|XP_017838563.1|DBUS
OG0000635	LOC108144972|XP_017125610.1|DELE	LOC108594749|XP_017835377.1|DBUS
OG0000636	LOC108138675|XP_017116508.1|DELE	LOC108607989|XP_017854638.1|DBUS
OG0000636	LOC108138687|XP_017116523.1|DELE	LOC108607990|XP_017854639.1|DBUS
OG0000637	LOC108136359|XP_017112957.1|DELE	LOC108604983|XP_017850042.1|DBUS
OG0000637	LOC108136328|XP_017112919.1|DELE	LOC108604984|XP_033150400.1|DBUS
OG0000638	LOC108143822|XP_017123852.1|DELE	LOC108605235|XP_017850337.1|DBUS
OG0000639	LOC108142361|XP_017121651.1|DELE	LOC108599939|XP_017842649.1|DBUS
OG0000642	LOC108137878|XP_017115306.1|DELE	LOC108607516|XP_017853876.2|DBUS
OG0000643	LOC108147148|XP_017128929.1|DELE, LOC108147092|XP_017128869.1|DELE, LOC108147091|XP_017128868.1|DELE	LOC108601275|XP_017844664.2|DBUS
OG0000644	LOC108150337|XP_017133953.1|DELE, LOC108150371|XP_017134000.1|DELE, LOC108150351|XP_017133972.1|DELE	LOC108601045|XP_017844425.1|DBUS
OG0000645	LOC108134588|XP_017110435.1|DELE	LOC108607496|XP_017853831.1|DBUS
OG0000645	LOC108138664|XP_017116494.1|DELE	LOC108607499|XP_017853835.1|DBUS, LOC108607498|XP_017853834.1|DBUS
OG0000646	LOC108136926|XP_017113889.1|DELE	LOC108604786|XP_017849875.1|DBUS
OG0000646	LOC108148622|XP_017131210.1|DELE	LOC108602835|XP_017846573.1|DBUS
OG0000647	LOC108148375|XP_017130889.1|DELE	LOC108601417|XP_017844805.1|DBUS
OG0000647	LOC108135943|XP_017112383.1|DELE	LOC108607226|XP_017853390.1|DBUS
OG0000648	LOC108136361|XP_017112962.1|DELE	LOC108605656|XP_017850931.2|DBUS
OG0000648	LOC108136358|XP_017112955.1|DELE	LOC108605926|XP_017851234.2|DBUS
OG0000649	LOC108136519|XP_017113274.1|DELE	LOC108605610|XP_017850877.1|DBUS
OG0000649	LOC108136539|XP_017113319.1|DELE	LOC108606908|XP_017852934.1|DBUS
OG0000650	LOC108136691|XP_017113503.1|DELE	LOC108603167|XP_017847213.1|DBUS
OG0000650	LOC108145335|XP_017126211.1|DELE	LOC108607416|XP_017853696.1|DBUS
OG0000651	LOC108146688|XP_017128233.1|DELE	LOC108600435|XP_017843498.2|DBUS
OG0000651	LOC108146280|XP_017127709.1|DELE	LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS
OG0000652	LOC108149667|XP_017132901.1|DELE	LOC108595618|XP_017836373.1|DBUS
OG0000652	LOC108147623|XP_017129768.1|DELE	LOC108605777|XP_017851069.1|DBUS
OG0000654	LOC108145856|XP_017126965.1|DELE	LOC108599520|XP_017841880.1|DBUS
OG0000654	LOC108146776|XP_017128408.1|DELE	LOC108599660|XP_017843215.2|DBUS
OG0000655	LOC108145007|XP_017125660.1|DELE	LOC108597572|XP_017839672.1|DBUS
OG0000655	LOC108147988|XP_017130292.1|DELE	LOC108607755|XP_017854270.1|DBUS
OG0000656	LOC108135123|XP_017111215.1|DELE	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS
OG0000656	LOC108135124|XP_017111218.1|DELE	LOC108604546|XP_017849558.1|DBUS
OG0000657	LOC108145776|XP_017126834.1|DELE	LOC108599245|XP_017841531.1|DBUS
OG0000657	LOC108134718|XP_017110606.1|DELE	LOC108608016|XP_017854679.1|DBUS
OG0000658	LOC108137325|XP_017114445.1|DELE	LOC108607060|XP_017853162.1|DBUS
OG0000658	LOC108135396|XP_017111587.1|DELE	LOC108604640|XP_017849679.1|DBUS
OG0000659	LOC108138663|XP_017116493.1|DELE	LOC108608130|XP_017854851.1|DBUS
OG0000660	LOC108138757|XP_017116649.1|DELE	LOC108607626|XP_017854033.1|DBUS
OG0000661	LOC108146819|XP_017128498.1|DELE	LOC108600717|XP_017843942.1|DBUS
OG0000661	LOC108138860|XP_017116873.1|DELE	LOC108597398|XP_017839428.1|DBUS
OG0000662	LOC108146452|XP_017127952.1|DELE	LOC108598489|XP_017840633.1|DBUS
OG0000662	LOC108135752|XP_017112081.1|DELE	LOC108605825|XP_017851119.1|DBUS
OG0000663	LOC108144301|XP_017124483.1|DELE	LOC108597613|XP_017839740.1|DBUS
OG0000664	LOC108135858|XP_017112246.1|DELE	LOC108608087|XP_017854778.1|DBUS
OG0000664	LOC108137164|XP_017114225.1|DELE	LOC108606723|XP_017852595.1|DBUS
OG0000665	LOC108143881|XP_017123942.1|DELE	LOC108604240|XP_017849102.1|DBUS
OG0000666	LOC108143554|XP_017123552.1|DELE	LOC108597472|XP_017839535.2|DBUS
OG0000666	LOC108144347|XP_017124580.1|DELE	LOC108606449|XP_017852052.1|DBUS
OG0000667	LOC108136353|XP_017112951.1|DELE	LOC108606338|XP_017851870.1|DBUS
OG0000667	LOC108140392|XP_017118588.1|DELE	LOC108604078|XP_017848837.1|DBUS
OG0000668	LOC108139193|XP_017117320.1|DELE	LOC108602757|XP_017846418.1|DBUS
OG0000669	LOC108148111|XP_017130444.1|DELE	LOC108605774|XP_017851066.1|DBUS
OG0000669	LOC108148108|XP_017130442.1|DELE	LOC117134958|XP_033150492.1|DBUS
OG0000670	LOC108137186|XP_017114258.1|DELE	LOC108605811|XP_017851106.1|DBUS
OG0000671	LOC108148338|XP_017130831.1|DELE	LOC108604017|XP_017848750.1|DBUS
OG0000671	LOC108148908|XP_017131712.1|DELE	LOC108603152|XP_017847193.1|DBUS
OG0000672	LOC108145568|XP_017126565.1|DELE	LOC108605641|XP_017850912.2|DBUS
OG0000672	LOC108134913|XP_017110915.1|DELE	LOC108605985|XP_017851296.1|DBUS
OG0000673	LOC108136216|XP_017112716.1|DELE	LOC108605232|XP_017850334.1|DBUS
OG0000673	LOC108136031|XP_017112452.1|DELE	LOC108600408|XP_017843453.2|DBUS
OG0000675	LOC108141997|XP_017121150.1|DELE	LOC108605827|XP_017851121.1|DBUS
OG0000677	LOC108142837|XP_017122392.1|DELE	LOC108599268|XP_017841554.2|DBUS
OG0000677	LOC108142774|XP_017122304.1|DELE	LOC108605531|XP_017850771.1|DBUS
OG0000678	LOC108135284|XP_017111458.1|DELE	LOC108604300|XP_017849206.1|DBUS
OG0000678	LOC108149456|XP_017132540.1|DELE	LOC108602381|XP_033149881.1|DBUS
OG0000679	LOC108135445|XP_017111677.1|DELE	LOC108607029|XP_017853108.1|DBUS
OG0000680	LOC108134900|XP_017110894.1|DELE	LOC108605264|XP_017850380.1|DBUS
OG0000680	LOC108134826|XP_017110769.1|DELE	LOC108605260|XP_017850373.1|DBUS
OG0000681	LOC108139320|XP_017117516.1|DELE	LOC108604726|XP_017849795.1|DBUS
OG0000681	LOC108136323|XP_017112912.1|DELE	LOC108607265|XP_017853447.1|DBUS
OG0000683	LOC108136835|XP_017113744.1|DELE	LOC108601724|XP_017845132.1|DBUS
OG0000684	LOC108135044|XP_017111070.1|DELE	LOC108601961|XP_017845437.1|DBUS
OG0000684	LOC108147270|XP_017129163.1|DELE	LOC108604666|XP_017849707.1|DBUS
OG0000685	LOC108140855|XP_017119329.1|DELE	LOC108606072|XP_017851407.1|DBUS
OG0000685	LOC108141095|XP_017119786.1|DELE	LOC108603221|XP_017847309.1|DBUS
OG0000686	LOC108145126|XP_017125830.1|DELE	LOC108596894|XP_017838571.1|DBUS
OG0000686	LOC108134945|XP_017110957.1|DELE	LOC108605804|XP_017851099.1|DBUS
OG0000687	LOC108143345|XP_017123154.1|DELE	LOC108595667|XP_017836436.1|DBUS
OG0000687	LOC108145659|XP_017126700.1|DELE	LOC108600086|XP_017842934.2|DBUS
OG0000688	LOC108144385|XP_017124649.1|DELE	LOC108596233|XP_017837261.1|DBUS
OG0000689	LOC108141533|XP_017120459.1|DELE	LOC108595342|XP_017836052.1|DBUS
OG0000689	LOC108141532|XP_017120455.1|DELE	LOC108595341|XP_017836051.1|DBUS
OG0000690	LOC108147624|XP_017129769.1|DELE	LOC108606903|XP_017852925.1|DBUS
OG0000691	LOC108141855|XP_017120937.1|DELE	LOC108607878|XP_017854469.1|DBUS
OG0000691	LOC108135583|XP_017111866.1|DELE	LOC108600202|XP_017843107.1|DBUS
OG0000692	LOC108145631|XP_017126656.1|DELE	LOC108598103|XP_033149345.1|DBUS
OG0000693	LOC108136335|XP_017112928.1|DELE	LOC108607018|XP_017853092.1|DBUS
OG0000693	LOC108136978|XP_017113959.1|DELE	LOC108604498|XP_017849483.1|DBUS
OG0000694	LOC108137637|XP_017114929.1|DELE	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS
OG0000694	LOC108135610|XP_017111914.1|DELE	LOC108599031|XP_017841301.1|DBUS
OG0000695	LOC108134578|XP_017110421.1|DELE	LOC108608419|XP_017855270.1|DBUS
OG0000696	LOC108138678|XP_017116514.1|DELE	LOC108608084|XP_017854776.2|DBUS
OG0000697	LOC108144087|XP_017124232.1|DELE	LOC108606322|XP_017851825.1|DBUS
OG0000697	LOC108148263|XP_017130704.1|DELE	LOC108608212|XP_017854976.1|DBUS
OG0000698	LOC108134688|XP_017110574.1|DELE	LOC108601773|XP_017845192.1|DBUS
OG0000698	LOC108134682|XP_017110569.1|DELE	LOC108601849|XP_017845289.1|DBUS
OG0000699	LOC108139006|XP_017117090.1|DELE	LOC108597459|XP_017839539.1|DBUS
OG0000699	LOC108137360|XP_017114486.1|DELE	LOC108601350|XP_017844737.2|DBUS
OG0000700	LOC108149327|XP_017132285.1|DELE	LOC108606313|XP_033149889.1|DBUS
OG0000700	LOC108148008|XP_017130327.1|DELE	LOC108595140|XP_017838733.2|DBUS
OG0000701	LOC108149052|XP_017131887.1|DELE	LOC108594713|XP_017835341.1|DBUS
OG0000701	LOC108135455|XP_017111689.1|DELE	LOC108605117|XP_017850169.1|DBUS
OG0000702	LOC108147153|XP_017128954.1|DELE	LOC108602860|XP_017846630.1|DBUS
OG0000702	LOC108147151|XP_017128943.1|DELE	LOC108602859|XP_017846625.2|DBUS
OG0000703	LOC108149460|XP_017132547.1|DELE	LOC108594540|XP_033149358.1|DBUS
OG0000703	LOC108141265|XP_017120018.1|DELE	LOC108596323|XP_017837434.1|DBUS
OG0000704	LOC108136205|XP_017112695.1|DELE	LOC108606312|XP_033150380.1|DBUS
OG0000704	LOC108142898|XP_017122474.1|DELE	LOC108601735|XP_017845145.1|DBUS
OG0000705	LOC108146017|XP_017127281.1|DELE	LOC108600139|XP_017843019.1|DBUS
OG0000706	LOC108149240|XP_017132164.1|DELE	LOC108594528|XP_017835221.1|DBUS
OG0000706	LOC108138493|XP_017116189.1|DELE	LOC108605421|XP_017850582.1|DBUS
OG0000707	LOC108135367|XP_017111547.1|DELE	LOC108595525|XP_017836269.1|DBUS
OG0000707	LOC108141626|XP_017120584.1|DELE	LOC108607234|XP_017853401.1|DBUS
OG0000708	LOC108147672|XP_017129852.1|DELE	LOC108606833|XP_017852807.1|DBUS
OG0000708	LOC108148145|XP_017130490.1|DELE	LOC108605072|XP_033150299.1|DBUS
OG0000709	LOC108148504|XP_017131030.1|DELE	LOC108602133|XP_017845650.1|DBUS
OG0000709	LOC108137730|XP_017115117.1|DELE	LOC108606906|XP_017852930.1|DBUS
OG0000710	LOC108141008|XP_017119570.1|DELE	LOC108602729|XP_017846370.1|DBUS
OG0000711	LOC108150128|XP_017133583.1|DELE	LOC108598725|XP_017840943.1|DBUS
OG0000711	LOC108142689|XP_017122186.1|DELE	LOC108606706|XP_033150306.1|DBUS
OG0000712	LOC108136968|XP_017113948.1|DELE	LOC108601532|XP_033149929.1|DBUS
OG0000712	LOC108136959|XP_017113933.1|DELE	LOC108604378|XP_017849321.1|DBUS
OG0000713	LOC108148222|XP_017130625.1|DELE	LOC108602569|XP_017846194.1|DBUS
OG0000714	LOC108136255|XP_017112792.1|DELE	LOC108605721|XP_017851003.1|DBUS
OG0000714	LOC108146048|XP_017127341.1|DELE	LOC108600087|XP_017842935.1|DBUS
OG0000715	LOC108135534|XP_017111769.1|DELE	LOC108599416|XP_017841716.1|DBUS
OG0000716	LOC108149862|XP_017133231.1|DELE	LOC108606880|XP_017852893.1|DBUS
OG0000716	LOC108136093|XP_017112553.1|DELE	LOC108600643|XP_017843826.1|DBUS
OG0000717	LOC108143195|XP_017122936.1|DELE	LOC108598032|XP_017840136.1|DBUS
OG0000718	LOC108148371|XP_017130883.1|DELE	LOC108607379|XP_017853596.1|DBUS
OG0000718	LOC108145308|XP_017126140.1|DELE	LOC108607332|XP_017853492.1|DBUS
OG0000719	LOC108150215|XP_017133736.1|DELE	LOC108601032|XP_017844399.1|DBUS
OG0000719	LOC108150334|XP_017133945.1|DELE	LOC108598084|XP_017840186.1|DBUS
OG0000720	LOC108148876|XP_017131666.1|DELE, LOC108139352|XP_017117565.1|DELE, LOC108148501|XP_017131027.1|DELE	LOC108602762|XP_017846424.1|DBUS
OG0000721	LOC108141582|XP_017120516.1|DELE	LOC108600136|XP_017843057.1|DBUS
OG0000721	LOC108137784|XP_017115179.1|DELE	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS
OG0000723	LOC108144953|XP_017125588.1|DELE	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS
OG0000724	LOC108145035|XP_017125710.1|DELE	LOC108606112|XP_017851454.1|DBUS
OG0000724	LOC108148629|XP_017131227.1|DELE	LOC108603965|XP_017848655.1|DBUS
OG0000726	LOC108135153|XP_017111262.1|DELE	LOC108604848|XP_033150559.1|DBUS
OG0000726	LOC108135039|XP_017111066.1|DELE	LOC108604703|XP_017849752.1|DBUS
OG0000727	LOC108135837|XP_017112210.1|DELE	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS
OG0000727	LOC108135838|XP_017112211.1|DELE	LOC108603009|XP_017846893.1|DBUS
OG0000728	LOC108137411|XP_017114559.1|DELE	LOC108606091|XP_017851425.1|DBUS
OG0000728	LOC108142959|XP_017122590.1|DELE	LOC108603174|XP_017847221.1|DBUS
OG0000729	LOC108148434|XP_017130958.1|DELE	LOC108601413|XP_017844801.1|DBUS
OG0000729	LOC108148854|XP_017131632.1|DELE	LOC108604192|XP_017849033.1|DBUS
OG0000730	LOC108137613|XP_017114877.1|DELE	LOC108599332|XP_017841625.1|DBUS
OG0000730	LOC108147844|XP_017130091.1|DELE	LOC108608005|XP_017854657.1|DBUS
OG0000731	LOC108146348|XP_017127809.1|DELE	LOC108598000|XP_017840105.1|DBUS
OG0000731	LOC108144210|XP_017124372.1|DELE	LOC108594856|XP_017835482.1|DBUS
OG0000732	LOC108146734|XP_017128327.1|DELE	LOC108601070|XP_017844453.1|DBUS
OG0000732	LOC108146733|XP_017128326.1|DELE	LOC108598913|XP_017841165.1|DBUS
OG0000733	LOC108148952|XP_017131773.1|DELE	LOC108602357|XP_017845946.1|DBUS
OG0000733	LOC108147547|XP_017129620.1|DELE	LOC108600294|XP_017843264.1|DBUS
OG0000734	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE	LOC108606261|XP_017851712.1|DBUS
OG0000734	LOC108145955|XP_017127160.1|DELE	LOC108600322|XP_017843313.1|DBUS
OG0000735	LOC108147751|XP_017129970.1|DELE	LOC108605681|XP_017850961.1|DBUS
OG0000735	LOC108141900|XP_017121003.1|DELE	LOC108598620|XP_017840811.1|DBUS
OG0000736	LOC108138800|XP_017116772.1|DELE	LOC108608002|XP_033150560.1|DBUS
OG0000736	LOC108138795|XP_017116763.1|DELE	LOC108607797|XP_033150589.1|DBUS
OG0000737	LOC108145077|XP_017125748.1|DELE	LOC108597745|XP_017839939.1|DBUS
OG0000738	LOC108139029|XP_017117127.1|DELE	LOC108594304|XP_033150139.1|DBUS
OG0000738	LOC108138700|XP_017116535.1|DELE	LOC108603854|XP_017848500.1|DBUS
OG0000739	LOC108136024|XP_017112447.1|DELE	LOC108604641|XP_033149989.1|DBUS
OG0000739	LOC108135406|XP_017111596.1|DELE	LOC108602057|XP_017845560.1|DBUS
OG0000740	LOC108139276|XP_017117458.1|DELE	LOC108604435|XP_017849398.1|DBUS
OG0000741	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE	LOC108606904|XP_017852926.1|DBUS
OG0000742	LOC108144402|XP_017124685.1|DELE	LOC108607177|XP_017853322.1|DBUS
OG0000742	LOC108144872|XP_017125517.1|DELE	LOC108607136|XP_017853262.1|DBUS
OG0000743	LOC108146011|XP_017127275.1|DELE	LOC108600090|XP_033149697.1|DBUS
OG0000743	LOC108135361|XP_017111541.1|DELE	LOC108594740|XP_017835367.1|DBUS
OG0000745	LOC108145394|XP_017126281.1|DELE	LOC108595681|XP_017836449.1|DBUS
OG0000745	LOC108149756|XP_017133058.1|DELE	LOC108597017|XP_017838787.1|DBUS
OG0000746	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE	LOC108597153|XP_017839043.1|DBUS
OG0000747	LOC108137670|XP_017115018.1|DELE	LOC108598784|XP_033149463.1|DBUS
OG0000747	LOC108150569|XP_017134306.1|DELE	LOC108598982|XP_033149517.1|DBUS
OG0000748	LOC108147888|XP_017130136.1|DELE	LOC108603014|XP_017846903.2|DBUS
OG0000751	LOC108149137|XP_017132032.1|DELE	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS
OG0000751	LOC108149141|XP_017132035.1|DELE	LOC108596177|XP_017837174.1|DBUS
OG0000753	LOC108142189|XP_017121362.1|DELE	LOC108599193|XP_017841478.1|DBUS
OG0000754	LOC108150017|XP_017133460.1|DELE	LOC108607139|XP_017853265.1|DBUS
OG0000754	LOC108145569|XP_017126568.1|DELE	LOC108606967|XP_017853018.1|DBUS
OG0000755	LOC108135732|XP_017112058.1|DELE	LOC108603743|XP_017848296.1|DBUS
OG0000755	LOC108135697|XP_017112031.1|DELE	LOC108601391|XP_017844779.1|DBUS
OG0000756	LOC108143782|XP_017123798.1|DELE	LOC108602601|XP_017846227.1|DBUS
OG0000757	LOC108146532|XP_017128061.1|DELE	LOC108599063|XP_017841332.1|DBUS
OG0000758	LOC108146468|XP_017127971.1|DELE	LOC108598573|XP_017840748.1|DBUS
OG0000759	LOC108146482|XP_017127997.1|DELE	LOC108598516|XP_017840683.1|DBUS
OG0000759	LOC108146451|XP_017127951.1|DELE	LOC108600790|XP_017844054.2|DBUS
OG0000760	LOC108149194|XP_017132107.1|DELE	LOC108596523|XP_017837897.1|DBUS
OG0000761	LOC108141979|XP_017121122.1|DELE	LOC108594312|XP_017834945.1|DBUS
OG0000761	LOC108141661|XP_017120619.1|DELE	LOC108608239|XP_017855014.1|DBUS
OG0000762	LOC108149367|XP_017132358.1|DELE	LOC108602368|XP_017839991.1|DBUS
OG0000762	LOC108147869|XP_017130116.1|DELE	LOC108602287|XP_033149581.1|DBUS
OG0000763	LOC108141722|XP_017120704.1|DELE	LOC108595940|XP_033149901.1|DBUS
OG0000763	LOC108141731|XP_017120713.1|DELE	LOC108602226|XP_017845765.1|DBUS
OG0000764	LOC108148171|XP_017130559.1|DELE	LOC108605383|XP_033150390.1|DBUS
OG0000765	LOC108146428|XP_017127921.1|DELE	LOC108599274|XP_017841559.1|DBUS
OG0000765	LOC108135924|XP_017112356.1|DELE	LOC108605509|XP_017850747.1|DBUS
OG0000766	LOC108141742|XP_017120724.1|DELE	LOC108607586|XP_033150640.1|DBUS
OG0000766	LOC108137114|XP_017114129.1|DELE	LOC108606619|XP_017852390.1|DBUS
OG0000767	LOC108137442|XP_017114595.1|DELE	LOC108603448|XP_033150088.1|DBUS
OG0000767	LOC108146476|XP_017127983.1|DELE	LOC108599723|XP_017842209.1|DBUS
OG0000768	LOC108142771|XP_017122301.1|DELE	LOC108598553|XP_017840725.1|DBUS
OG0000769	LOC108149006|XP_017131839.1|DELE	LOC108602143|XP_017845665.1|DBUS
OG0000769	LOC108144856|XP_017125496.1|DELE	LOC108604998|XP_017850053.1|DBUS
OG0000770	LOC108141419|XP_017120284.1|DELE	LOC108595522|XP_017836266.1|DBUS
OG0000771	LOC108146410|XP_017127901.1|DELE	LOC108598894|XP_017841144.1|DBUS
OG0000772	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE, LOC108141266|XP_017120023.1|DELE	LOC108596327|XP_017837442.1|DBUS
OG0000773	LOC108134893|XP_017110885.1|DELE	LOC108598949|XP_017841207.1|DBUS
OG0000774	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE	LOC108596726|XP_017838257.1|DBUS
OG0000775	LOC108149092|XP_017131977.1|DELE	LOC108596595|XP_017838013.1|DBUS
OG0000775	LOC108134609|XP_017110472.1|DELE	LOC108597074|XP_017838895.1|DBUS
OG0000778	LOC108147507|XP_017129564.1|DELE	LOC108595294|XP_033149758.1|DBUS
OG0000778	LOC108148155|XP_017130579.1|DELE	LOC117134680|XP_033149029.1|DBUS
OG0000779	LOC108136561|XP_017113359.1|DELE	LOC108605163|XP_017850235.1|DBUS
OG0000780	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS
