Orthogroup	DELE.longest_only	DANA.longest_only
OG0001208	LOC108137268|XP_017114351.1|DELE	LOC6501911|XP_032308117.1|DANA
OG0001209	LOC108136862|XP_017113790.1|DELE	LOC6500876|XP_001954088.2|DANA
OG0001210	LOC108135436|XP_017111664.1|DELE	LOC6502060|XP_001967440.1|DANA
OG0001212	LOC108138574|XP_017116345.1|DELE	LOC6505053|XP_001965553.1|DANA
OG0001213	LOC108140805|XP_017119293.1|DELE	LOC6505727|XP_001964374.1|DANA
OG0001214	LOC108137391|XP_017114539.1|DELE	LOC6499792|XP_001953904.1|DANA
OG0001215	LOC108148346|XP_017130847.1|DELE	LOC6499158|XP_001955197.1|DANA
OG0001216	LOC108140645|XP_017119057.1|DELE	LOC6500322|XP_014766503.1|DANA
OG0001217	LOC108139267|XP_017117447.1|DELE, LOC108136751|XP_017113591.1|DELE	LOC6502333|XP_001967631.2|DANA
OG0001218	LOC108148676|XP_017131302.1|DELE	LOC6500793|XP_001953932.1|DANA
OG0001220	LOC108147372|XP_017129296.1|DELE	LOC6495550|XP_001959083.1|DANA
OG0001222	LOC108147278|XP_017129183.1|DELE	LOC6501499|XP_001955377.1|DANA
OG0001223	LOC108142157|XP_017121330.1|DELE	LOC6495127|XP_032306369.1|DANA
OG0001224	LOC108144901|XP_017125551.1|DELE	LOC6496288|XP_001960624.3|DANA
OG0001225	LOC108149610|XP_017132801.1|DELE	LOC6496516|XP_014763864.2|DANA
OG0001226	LOC108144782|XP_017125382.1|DELE	LOC6495260|XP_001958742.1|DANA
OG0001227	LOC108138045|XP_017115506.1|DELE	LOC6496850|XP_014761401.1|DANA
OG0001228	LOC108134875|XP_017110857.1|DELE	LOC6494328|XP_032305515.1|DANA
OG0001230	LOC108137941|XP_017115388.1|DELE	LOC6494134|XP_032307143.1|DANA
OG0001231	LOC108135182|XP_017111288.1|DELE	LOC6505408|XP_001966905.1|DANA
OG0001232	LOC108138914|XP_017116962.1|DELE	LOC6498145|XP_001962173.1|DANA
OG0001233	LOC108138337|XP_017115990.1|DELE	LOC6498133|XP_001962148.1|DANA
OG0001234	LOC108141474|XP_017120370.1|DELE	LOC6496168|XP_001960364.1|DANA
OG0001235	LOC108137862|XP_017115283.1|DELE	LOC6503363|XP_001965357.2|DANA
OG0001236	LOC108142636|XP_017122121.1|DELE	LOC6493200|XP_001957251.2|DANA
OG0001237	LOC108136767|XP_017113617.1|DELE	LOC6500136|XP_014766395.1|DANA
OG0001238	LOC108147213|XP_017129061.1|DELE	LOC6499597|XP_032312139.1|DANA
OG0001239	LOC108135819|XP_017112185.1|DELE	LOC6499905|XP_032306296.1|DANA
OG0001240	LOC108147238|XP_017129125.1|DELE	LOC6499556|XP_001954389.1|DANA
OG0001241	LOC108137907|XP_017115336.1|DELE	LOC6495700|XP_001959400.1|DANA
OG0001242	LOC108147713|XP_017129925.1|DELE	LOC6502245|XP_001966075.1|DANA
OG0001243	LOC108146237|XP_017127654.1|DELE	LOC6493589|XP_032309839.1|DANA
OG0001244	LOC108139185|XP_017117299.1|DELE	LOC6500325|XP_001952976.1|DANA
OG0001245	LOC108136673|XP_017113485.1|DELE	LOC6505672|XP_032305737.1|DANA
OG0001246	LOC108144196|XP_017124354.1|DELE	LOC6495728|XP_014763470.1|DANA
OG0001247	LOC108134543|XP_017110384.1|DELE	LOC26514097|XP_032311496.1|DANA
OG0001248	LOC108150185|XP_017133669.1|DELE	LOC6506997|XP_001956857.1|DANA
OG0001249	LOC108141213|XP_017119955.1|DELE	LOC6503750|XP_001963809.2|DANA
OG0001251	LOC108140987|XP_017119549.1|DELE	LOC116656579|XP_032312236.1|DANA
OG0001251	LOC108140989|XP_017119553.1|DELE	LOC6500079|XP_032312235.1|DANA
OG0001252	LOC108147167|XP_017128986.1|DELE, LOC108147168|XP_017128987.1|DELE	LOC6499806|XP_001953872.1|DANA
OG0001253	LOC108137900|XP_017115329.1|DELE	LOC6502559|XP_001959385.2|DANA
OG0001254	LOC108145476|XP_017126419.1|DELE	LOC6495052|XP_001959165.1|DANA, LOC6495051|XP_014763133.1|DANA
OG0001254	LOC108145344|XP_017126223.1|DELE	LOC116654689|XP_032306114.1|DANA
OG0001255	LOC108149658|XP_017132892.1|DELE	LOC6495802|XP_001959618.1|DANA
OG0001256	LOC108144119|XP_017124251.1|DELE	LOC6496186|XP_001960401.1|DANA
OG0001257	LOC108145268|XP_017126037.1|DELE	LOC6501778|XP_032311763.1|DANA
OG0001258	LOC108144021|XP_017124136.1|DELE	LOC6501118|XP_001954585.1|DANA
OG0001259	LOC108137124|XP_017114150.1|DELE	LOC6504614|XP_001966525.1|DANA
OG0001260	LOC108135137|XP_017111235.1|DELE	LOC6500642|XP_001953630.2|DANA
OG0001261	LOC108144681|XP_017125237.1|DELE	LOC6504380|XP_001967079.2|DANA
OG0001262	LOC108150254|XP_017133811.1|DELE	LOC6507201|XP_032309566.1|DANA
OG0001263	LOC108143066|XP_017122769.1|DELE	LOC6500783|XP_001953912.1|DANA
OG0001264	LOC108134747|XP_017110676.1|DELE	LOC6498064|XP_001962010.2|DANA
OG0001265	LOC108136242|XP_017112767.1|DELE	LOC6503884|XP_014761110.2|DANA
OG0001266	LOC108149631|XP_017132850.1|DELE	LOC6494753|XP_001959734.1|DANA
OG0001267	LOC108148921|XP_017131726.1|DELE	LOC6500853|XP_032310250.1|DANA
OG0001268	LOC108136680|XP_017113491.1|DELE	LOC6499698|XP_001954107.3|DANA
OG0001269	LOC108144392|XP_017124660.1|DELE	LOC6496251|XP_001960544.1|DANA
OG0001270	LOC108137456|XP_017114643.1|DELE	LOC6503457|XP_001967519.2|DANA
OG0001271	LOC108141468|XP_017120363.1|DELE	LOC6494873|XP_001959510.1|DANA
OG0001272	LOC108146321|XP_017127774.1|DELE	LOC6507573|XP_001955933.2|DANA
OG0001273	LOC108140442|XP_017118661.1|DELE	LOC6501382|XP_001955119.3|DANA
OG0001274	LOC108142614|XP_017122085.1|DELE	LOC6493714|XP_001958291.1|DANA
OG0001275	LOC108135432|XP_017111656.1|DELE	LOC6505045|XP_032307853.1|DANA
OG0001276	LOC108146305|XP_017127746.1|DELE, LOC108145755|XP_017126808.1|DELE	LOC6507649|XP_001956071.1|DANA
OG0001277	LOC108145821|XP_017126915.1|DELE	LOC6506888|XP_001957055.1|DANA
OG0001278	LOC108150209|XP_017133710.1|DELE	LOC6507280|XP_032310005.1|DANA
OG0001279	LOC108142860|XP_017122419.1|DELE	LOC6507782|XP_001956335.1|DANA
OG0001280	LOC108146001|XP_017127245.1|DELE	LOC6506507|XP_001957750.1|DANA
OG0001281	LOC108146431|XP_017127923.1|DELE	LOC6507584|XP_001955950.1|DANA
OG0001282	LOC108139054|XP_017117162.1|DELE	LOC6497809|XP_001961489.1|DANA
OG0001283	LOC108141357|XP_017120166.1|DELE	LOC6496410|XP_001960858.2|DANA
OG0001284	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE	LOC6497272|XP_001965911.2|DANA
OG0001285	LOC108146150|XP_017127502.1|DELE	LOC6507093|XP_014765063.1|DANA
OG0001286	LOC108142128|XP_017121313.1|DELE	LOC6503632|XP_014760393.2|DANA
OG0001287	LOC108135921|XP_017112357.1|DELE	LOC6494675|XP_001965955.1|DANA
OG0001288	LOC108149446|XP_017132529.1|DELE	LOC6497690|XP_001961565.1|DANA
OG0001289	LOC108141739|XP_017120721.1|DELE	LOC6502767|XP_001965256.2|DANA
OG0001290	LOC108147814|XP_017130046.1|DELE	LOC6497204|XP_032307733.1|DANA
OG0001291	LOC108144478|XP_017124892.1|DELE	LOC6494912|XP_014763071.2|DANA
OG0001292	LOC108144349|XP_017124586.1|DELE	LOC6496297|XP_001960635.2|DANA
OG0001293	LOC108149924|XP_017133330.1|DELE	LOC6504155|XP_001964289.1|DANA
OG0001294	LOC108139260|XP_017117434.1|DELE	LOC6499327|XP_001954859.1|DANA
OG0001295	LOC108134921|XP_017110925.1|DELE	LOC6502235|XP_001966036.1|DANA
OG0001296	LOC108146783|XP_017128434.1|DELE	LOC6493893|XP_032311522.1|DANA
OG0001297	LOC108142966|XP_017122602.1|DELE	LOC6499040|XP_001955448.1|DANA
OG0001298	LOC108141215|XP_017119956.1|DELE	LOC6500044|XP_032312361.1|DANA
OG0001299	LOC108146079|XP_017127384.1|DELE	LOC6507340|XP_032309757.1|DANA
OG0001300	LOC108137007|XP_017113993.1|DELE	LOC6499532|XP_001954428.1|DANA
OG0001301	LOC108135187|XP_017111297.1|DELE	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC108145039|XP_017125713.1|DELE	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC108135239|XP_017111394.1|DELE	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC108147581|XP_017129701.1|DELE	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC108137457|XP_017114646.1|DELE	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC108135813|XP_017112181.1|DELE	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC108142589|XP_017122042.1|DELE	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC108136299|XP_017112873.1|DELE	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC108135112|XP_017111190.1|DELE	LOC6501270|XP_001954892.1|DANA
OG0001310	LOC108147608|XP_017129736.1|DELE	LOC6502947|XP_001963541.2|DANA
OG0001311	LOC108136426|XP_017113051.1|DELE	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC108149841|XP_017133206.1|DELE	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC108149509|XP_017132625.1|DELE	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC108136187|XP_017112674.1|DELE	LOC6504655|XP_001966464.1|DANA
OG0001316	LOC108137958|XP_017115408.1|DELE, LOC108137886|XP_017115313.1|DELE	LOC6494999|XP_001959245.1|DANA
OG0001317	LOC108138237|XP_017115851.1|DELE	LOC6497355|XP_001962258.2|DANA
OG0001319	LOC108138638|XP_017116465.1|DELE, LOC108139051|XP_017117158.1|DELE	LOC6498408|XP_001962738.1|DANA
OG0001320	LOC108137929|XP_017115365.1|DELE	LOC6494931|XP_001959378.2|DANA
OG0001321	LOC108145193|XP_017125923.1|DELE	LOC6496584|XP_001961199.1|DANA
OG0001322	LOC108137465|XP_017114660.1|DELE	LOC6500034|XP_001953350.1|DANA
OG0001323	LOC108134703|XP_017110589.1|DELE, LOC108134702|XP_017110588.1|DELE, LOC108134694|XP_017110581.1|DELE	LOC26513821|XP_014760628.1|DANA, LOC26515059|XP_014760667.1|DANA
OG0001324	LOC108150431|XP_017134077.1|DELE	LOC6497923|XP_001961718.1|DANA
OG0001325	LOC108143954|XP_017124041.1|DELE	LOC6500030|XP_001953358.1|DANA
OG0001326	LOC108148783|XP_017131487.1|DELE	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC108134937|XP_017110949.1|DELE	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC108147722|XP_017129940.1|DELE	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC108147696|XP_017129898.1|DELE	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC108138435|XP_017116125.1|DELE	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC108137293|XP_017114402.1|DELE	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC108138999|XP_017117083.1|DELE	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC108148894|XP_017131693.1|DELE	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC108135126|XP_017111219.1|DELE	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC108149991|XP_017133411.1|DELE	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC108144314|XP_017124502.1|DELE	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC108144629|XP_017125149.1|DELE	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC108143102|XP_017122813.1|DELE	LOC6500539|XP_032310342.1|DANA
OG0001342	LOC108148891|XP_017131688.1|DELE	LOC6499005|XP_032311648.1|DANA
OG0001343	LOC108148232|XP_017130637.1|DELE	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC108143905|XP_017123971.1|DELE	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC108135159|XP_017111270.1|DELE	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC108143099|XP_017122809.1|DELE	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC108140939|XP_017119497.1|DELE	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC108150030|XP_017133480.1|DELE	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC108147481|XP_017129520.1|DELE	LOC6507029|XP_014765038.1|DANA
OG0001350	LOC108150115|XP_017133568.1|DELE	LOC6507885|XP_001956525.3|DANA
OG0001351	LOC108141388|XP_017120226.1|DELE	LOC6494868|XP_001959521.1|DANA
OG0001352	LOC108134659|XP_017110540.1|DELE	LOC6493905|XP_032311477.1|DANA
OG0001353	LOC108136129|XP_017112609.1|DELE	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC108137549|XP_017114763.1|DELE	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC108147220|XP_017129087.1|DELE	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC108142216|XP_017121421.1|DELE	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC108135572|XP_017111829.1|DELE	LOC6493673|XP_001958205.1|DANA
OG0001359	LOC108135222|XP_017111341.1|DELE	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC108141282|XP_017120039.1|DELE	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC108150189|XP_017133681.1|DELE	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC108150212|XP_017133720.1|DELE	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC108149939|XP_017133348.1|DELE	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC108144288|XP_017124464.1|DELE	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC108147524|XP_017129595.1|DELE	LOC6506203|XP_001958350.1|DANA
OG0001366	LOC108146266|XP_017127694.1|DELE	LOC6493350|XP_014764343.1|DANA
OG0001367	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC108143395|XP_017123261.1|DELE	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC108136646|XP_017113458.1|DELE	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC108143578|XP_017123579.1|DELE	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC108144307|XP_017124488.1|DELE	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC108134951|XP_017110964.1|DELE	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC108149830|XP_017133193.1|DELE	LOC6494222|XP_001960712.1|DANA
OG0001375	LOC108141205|XP_017119939.1|DELE	LOC6498889|XP_014765800.1|DANA
OG0001376	LOC108144719|XP_017125304.1|DELE	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC108138105|XP_017115591.1|DELE	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC108150696|XP_017134446.1|DELE	LOC6498231|XP_032307509.1|DANA
OG0001379	LOC108134751|XP_017110681.1|DELE	LOC6498057|XP_014761951.1|DANA
OG0001380	LOC108134993|XP_017111014.1|DELE	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC108137937|XP_017115379.1|DELE	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC108138772|XP_017116716.1|DELE	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC108149783|XP_017133130.1|DELE	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC108139033|XP_017117131.1|DELE	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC108141833|XP_017120904.1|DELE	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC108138320|XP_017115967.1|DELE	LOC6496853|XP_001963272.1|DANA
OG0001388	LOC108142018|XP_017121181.1|DELE	LOC6496954|XP_001963064.2|DANA
OG0001389	LOC108147296|XP_017129207.1|DELE	LOC6499044|XP_032311132.1|DANA
OG0001391	LOC108138983|XP_017117057.1|DELE	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC108135944|XP_017112385.1|DELE	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC108138889|XP_017116910.1|DELE	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC108141948|XP_017121079.1|DELE	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC108135509|XP_017111746.1|DELE	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC108142694|XP_017122192.1|DELE	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC108140758|XP_017119231.1|DELE	LOC6499434|XP_032312182.1|DANA
OG0001398	LOC108137678|XP_017115023.1|DELE	LOC6504119|XP_001964223.1|DANA
OG0001399	LOC108148498|XP_017131025.1|DELE	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC108149979|XP_017133393.1|DELE	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC108142236|XP_017121444.1|DELE	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC108142863|XP_017122425.1|DELE	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC108145986|XP_017127216.1|DELE	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC108149114|XP_017132005.1|DELE	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC108143719|XP_017123744.1|DELE	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC108142253|XP_017121462.1|DELE	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC108135505|XP_017111738.1|DELE	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC108141275|XP_017120030.1|DELE	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC108139364|XP_017117579.1|DELE	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC108150491|XP_017134189.1|DELE, LOC108138204|XP_017115812.1|DELE	LOC6496832|XP_001963314.1|DANA
OG0001413	LOC108144214|XP_017124377.1|DELE, LOC108144248|XP_017124416.1|DELE	LOC6496054|XP_001960122.1|DANA
OG0001414	LOC108147031|XP_017128777.1|DELE	LOC26515295|XP_014764118.1|DANA
OG0001414	LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE	LOC6495628|XP_014763384.1|DANA
OG0001415	LOC108144131|XP_017124264.1|DELE	LOC6495166|XP_001958926.1|DANA
OG0001416	LOC108135188|XP_017111298.1|DELE	LOC6498250|XP_032307467.1|DANA
OG0001416	LOC108145940|XP_017127137.1|DELE	LOC6507072|XP_001956714.1|DANA
OG0001417	LOC108136394|XP_017112993.1|DELE, LOC108136663|XP_017113476.1|DELE	LOC26515579|XP_014761237.1|DANA
OG0001418	LOC108150138|XP_017133595.1|DELE	LOC6493020|XP_001956872.2|DANA
OG0001418	LOC108150378|XP_017134006.1|DELE	LOC6502832|XP_001956870.2|DANA
OG0001419	LOC108149284|XP_017132217.1|DELE, LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE	LOC6497501|XP_001961951.1|DANA
OG0001420	LOC108148928|XP_017131733.1|DELE	LOC6498941|XP_001955634.1|DANA
OG0001421	LOC108140596|XP_017118992.1|DELE	LOC6505818|XP_001964429.1|DANA
OG0001421	LOC108148002|XP_017130319.1|DELE	LOC6497325|XP_014761646.1|DANA
OG0001422	LOC108146516|XP_017128041.1|DELE	LOC6507076|XP_001956708.1|DANA
OG0001423	LOC108140409|XP_017118614.1|DELE	LOC6499286|XP_001954950.2|DANA
OG0001425	LOC108139122|XP_017117227.1|DELE	LOC6495020|XP_001959214.1|DANA, LOC6495022|XP_001959212.1|DANA, LOC6495021|XP_001959213.1|DANA, LOC6495019|XP_001959215.1|DANA
OG0001426	LOC108148062|XP_017130404.1|DELE	LOC6498119|XP_001962115.2|DANA
OG0001426	LOC108136371|XP_017112973.1|DELE	LOC26514665|XP_032308784.1|DANA
OG0001427	LOC108138688|XP_017116524.1|DELE	LOC6497709|XP_001961513.1|DANA
OG0001428	LOC108143188|XP_017122927.1|DELE, LOC108150151|XP_017133607.1|DELE, LOC108135476|XP_017111707.1|DELE	LOC6507235|XP_014765110.1|DANA
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC108136492|XP_017113199.1|DELE	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC6507945|XP_001962710.1|DANA
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC108135007|XP_017111030.1|DELE	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC6500976|XP_001954286.2|DANA
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC6503094|XP_001963412.1|DANA
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC6507403|XP_001965367.1|DANA
OG0001479	LOC108137711|XP_017115083.1|DELE	LOC6504730|XP_001966317.1|DANA
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC108136485|XP_017113192.1|DELE	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC108138728|XP_017116583.1|DELE	LOC6497260|XP_032307420.1|DANA
OG0001490	LOC108147826|XP_017130069.1|DELE	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC108147914|XP_017130166.1|DELE	LOC6498093|XP_001962067.1|DANA
OG0001492	LOC108150693|XP_017134443.1|DELE	LOC6503469|XP_001965310.2|DANA
OG0001493	LOC108134915|XP_017110917.1|DELE	LOC6502988|XP_001963461.1|DANA
OG0001495	LOC108145466|XP_017126405.1|DELE	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC108138531|XP_017116282.1|DELE	LOC6503782|XP_001963755.1|DANA
OG0001497	LOC108143591|XP_017123601.1|DELE	LOC6494676|XP_001959883.2|DANA
OG0001498	LOC108141201|XP_017119935.1|DELE	LOC6500094|XP_032312281.1|DANA
OG0001500	LOC108141596|XP_017120532.1|DELE	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC108135095|XP_017111157.1|DELE	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC108144564|XP_017125039.1|DELE	LOC6495479|XP_001958937.1|DANA
