Orthogroup	DELE.longest_only	DKIK.longest_only
OG0001333	LOC108138999|XP_017117083.1|DELE	LOC108082250|XP_017033078.1|DKIK
OG0001334	LOC108148894|XP_017131693.1|DELE	LOC108073727|XP_017020973.1|DKIK
OG0001335	LOC108135126|XP_017111219.1|DELE	LOC108085642|XP_017037816.1|DKIK
OG0001337	LOC108149991|XP_017133411.1|DELE	LOC108082647|XP_017033615.1|DKIK
OG0001338	LOC108144314|XP_017124502.1|DELE	LOC108076482|XP_017024860.1|DKIK
OG0001339	LOC108144629|XP_017125149.1|DELE	LOC108072944|XP_017019788.1|DKIK
OG0001340	LOC108137349|XP_017114474.1|DELE	LOC108085578|XP_017037724.1|DKIK
OG0001340	LOC108134774|XP_017110710.1|DELE	LOC108083846|XP_017035317.1|DKIK
OG0001341	LOC108139781|XP_017117992.1|DELE	LOC108082271|XP_017033094.1|DKIK
OG0001341	LOC108143102|XP_017122813.1|DELE	LOC108073588|XP_017020770.1|DKIK
OG0001342	LOC108148891|XP_017131688.1|DELE	LOC108085037|XP_017036972.1|DKIK
OG0001343	LOC108148232|XP_017130637.1|DELE	LOC108085621|XP_017037782.1|DKIK
OG0001344	LOC108143905|XP_017123971.1|DELE	LOC108073668|XP_017020883.1|DKIK
OG0001345	LOC108135159|XP_017111270.1|DELE	LOC108084275|XP_017035920.1|DKIK
OG0001346	LOC108143099|XP_017122809.1|DELE	LOC108083070|XP_017034201.1|DKIK
OG0001347	LOC108140939|XP_017119497.1|DELE	LOC108079445|XP_017029268.1|DKIK
OG0001348	LOC108150030|XP_017133480.1|DELE	LOC108085973|XP_017038263.1|DKIK
OG0001349	LOC108147481|XP_017129520.1|DELE	LOC108078723|XP_017028209.1|DKIK
OG0001350	LOC108150115|XP_017133568.1|DELE	LOC108073839|XP_017021108.1|DKIK, LOC108073787|XP_017021043.1|DKIK, LOC108073865|XP_017021140.1|DKIK
OG0001351	LOC108141388|XP_017120226.1|DELE	LOC108073107|XP_017020086.1|DKIK
OG0001352	LOC108134659|XP_017110540.1|DELE	LOC108071379|XP_017017604.1|DKIK
OG0001353	LOC108136129|XP_017112609.1|DELE	LOC108083094|XP_017034235.1|DKIK
OG0001354	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE	LOC108076426|XP_017024762.1|DKIK
OG0001355	LOC108137549|XP_017114763.1|DELE	LOC108078185|XP_017027340.1|DKIK
OG0001356	LOC108147220|XP_017129087.1|DELE	LOC108081495|XP_017032195.1|DKIK
OG0001357	LOC108142216|XP_017121421.1|DELE	LOC108070594|XP_017016652.1|DKIK
OG0001358	LOC108135572|XP_017111829.1|DELE	LOC108085515|XP_017037628.1|DKIK
OG0001359	LOC108135222|XP_017111341.1|DELE	LOC108077383|XP_017026166.1|DKIK
OG0001360	LOC108141282|XP_017120039.1|DELE	LOC108077959|XP_017026988.1|DKIK
OG0001361	LOC108150189|XP_017133681.1|DELE	LOC108078565|XP_017027973.1|DKIK
OG0001362	LOC108150212|XP_017133720.1|DELE	LOC108078791|XP_017028337.1|DKIK
OG0001363	LOC108149939|XP_017133348.1|DELE	LOC108081763|XP_017032454.1|DKIK
OG0001364	LOC108144288|XP_017124464.1|DELE	LOC108072050|XP_017018523.1|DKIK
OG0001365	LOC108147524|XP_017129595.1|DELE	LOC108071966|XP_017018431.1|DKIK
OG0001366	LOC108146266|XP_017127694.1|DELE	LOC108070573|XP_017016614.1|DKIK, LOC108070572|XP_017016613.1|DKIK
OG0001367	LOC108137538|XP_017114750.1|DELE	LOC108078180|XP_017027333.1|DKIK
OG0001368	LOC108143395|XP_017123261.1|DELE	LOC108078078|XP_017027152.1|DKIK
OG0001369	LOC108136646|XP_017113458.1|DELE	LOC108080726|XP_017031076.1|DKIK
OG0001370	LOC108143578|XP_017123579.1|DELE	LOC108074209|XP_017021636.1|DKIK
OG0001371	LOC108138498|XP_017116207.1|DELE	LOC108083294|XP_017034523.1|DKIK
OG0001371	LOC108146572|XP_017128084.1|DELE	LOC108085490|XP_017037602.1|DKIK
OG0001372	LOC108144307|XP_017124488.1|DELE	LOC108078418|XP_017027772.1|DKIK
OG0001373	LOC108134951|XP_017110964.1|DELE	LOC108073621|XP_017020809.1|DKIK
OG0001374	LOC108149830|XP_017133193.1|DELE	LOC108074728|XP_017022373.1|DKIK
OG0001375	LOC108141205|XP_017119939.1|DELE	LOC108080763|XP_017031106.1|DKIK
OG0001376	LOC108144719|XP_017125304.1|DELE	LOC108077968|XP_017026998.1|DKIK
OG0001377	LOC108138105|XP_017115591.1|DELE	LOC108079619|XP_017029484.1|DKIK
OG0001378	LOC108150696|XP_017134446.1|DELE	LOC108075972|XP_017024112.1|DKIK
OG0001379	LOC108134751|XP_017110681.1|DELE	LOC108086159|XP_017038509.1|DKIK
OG0001380	LOC108134993|XP_017111014.1|DELE	LOC108070939|XP_017017083.1|DKIK
OG0001381	LOC108137937|XP_017115379.1|DELE	LOC108076372|XP_017024666.1|DKIK
OG0001382	LOC108138772|XP_017116716.1|DELE	LOC108085346|XP_017037393.1|DKIK
OG0001383	LOC108149783|XP_017133130.1|DELE	LOC108078032|XP_017027081.1|DKIK
OG0001384	LOC108139033|XP_017117131.1|DELE	LOC108082673|XP_017033661.1|DKIK
OG0001385	LOC108141833|XP_017120904.1|DELE	LOC108077108|XP_017025789.1|DKIK
OG0001387	LOC108138320|XP_017115967.1|DELE	LOC108072861|XP_017019666.1|DKIK
OG0001388	LOC108142018|XP_017121181.1|DELE	LOC108077056|XP_017025709.1|DKIK
OG0001389	LOC108147296|XP_017129207.1|DELE	LOC108080941|XP_017031336.1|DKIK
OG0001390	LOC108138788|XP_017116753.1|DELE	LOC108076306|XP_017024569.1|DKIK
OG0001391	LOC108138983|XP_017117057.1|DELE	LOC108082840|XP_017033895.1|DKIK
OG0001392	LOC108135944|XP_017112385.1|DELE	LOC108080170|XP_017030303.1|DKIK
OG0001393	LOC108138889|XP_017116910.1|DELE	LOC108074824|XP_017022511.1|DKIK
OG0001394	LOC108141948|XP_017121079.1|DELE	LOC108077194|XP_017025927.1|DKIK
OG0001395	LOC108135509|XP_017111746.1|DELE	LOC108084260|XP_017035893.1|DKIK
OG0001396	LOC108142694|XP_017122192.1|DELE	LOC108074130|XP_017021519.1|DKIK
OG0001397	LOC108140758|XP_017119231.1|DELE	LOC108072000|XP_017018466.1|DKIK
OG0001398	LOC108137678|XP_017115023.1|DELE	LOC108079446|XP_017029269.1|DKIK
OG0001399	LOC108134646|XP_017110528.1|DELE	LOC108075503|XP_017023464.1|DKIK
OG0001399	LOC108148498|XP_017131025.1|DELE	LOC108083654|XP_017035018.1|DKIK
OG0001400	LOC108149979|XP_017133393.1|DELE	LOC108080802|XP_017031182.1|DKIK
OG0001401	LOC108142236|XP_017121444.1|DELE	LOC108075026|XP_017022769.1|DKIK
OG0001402	LOC108142467|XP_017121837.1|DELE	LOC108083762|XP_017035174.1|DKIK
OG0001402	LOC108142863|XP_017122425.1|DELE	LOC108083761|XP_017035173.1|DKIK
OG0001403	LOC108145986|XP_017127216.1|DELE	LOC108083302|XP_017034529.1|DKIK
OG0001404	LOC108149114|XP_017132005.1|DELE	LOC108070874|XP_017017001.1|DKIK
OG0001405	LOC108143719|XP_017123744.1|DELE	LOC108085102|XP_017037067.1|DKIK
OG0001406	LOC108142253|XP_017121462.1|DELE	LOC108078919|XP_017028549.1|DKIK
OG0001407	LOC108135505|XP_017111738.1|DELE	LOC108077481|XP_017026292.1|DKIK
OG0001408	LOC108141275|XP_017120030.1|DELE	LOC108072879|XP_017019687.1|DKIK
OG0001411	LOC108139364|XP_017117579.1|DELE	LOC108075736|XP_017023772.1|DKIK
OG0001412	LOC108150491|XP_017134189.1|DELE, LOC108138204|XP_017115812.1|DELE	LOC108072566|XP_017019243.1|DKIK
OG0001413	LOC108144214|XP_017124377.1|DELE	LOC108073031|XP_017019981.1|DKIK
OG0001414	LOC108147031|XP_017128777.1|DELE	LOC108085085|XP_017037043.1|DKIK
OG0001414	LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE	LOC108085084|XP_017037042.1|DKIK
OG0001415	LOC108144131|XP_017124264.1|DELE	LOC108073075|XP_017020031.1|DKIK
OG0001416	LOC108135188|XP_017111298.1|DELE	LOC108077353|XP_017026133.1|DKIK
OG0001416	LOC108145940|XP_017127137.1|DELE	LOC108071530|XP_017017791.1|DKIK
OG0001417	LOC108136394|XP_017112993.1|DELE, LOC108136663|XP_017113476.1|DELE	LOC108076095|XP_017024307.1|DKIK, LOC108076096|XP_017024308.1|DKIK
OG0001418	LOC108150138|XP_017133595.1|DELE	LOC108077495|XP_017026309.1|DKIK
OG0001418	LOC108150378|XP_017134006.1|DELE	LOC108077478|XP_017026288.1|DKIK
OG0001419	LOC108149284|XP_017132217.1|DELE	LOC108074831|XP_017022521.1|DKIK
OG0001419	LOC108149279|XP_017132212.1|DELE, LOC108149262|XP_017132193.1|DELE	LOC108074830|XP_017022519.1|DKIK
OG0001420	LOC108148928|XP_017131733.1|DELE	LOC108084228|XP_017035840.1|DKIK
OG0001421	LOC108140596|XP_017118992.1|DELE	LOC108075553|XP_017023548.1|DKIK
OG0001422	LOC108145737|XP_017126788.1|DELE	LOC108080615|XP_017030932.1|DKIK
OG0001422	LOC108146516|XP_017128041.1|DELE	LOC108073932|XP_017021225.1|DKIK
OG0001423	LOC108140409|XP_017118614.1|DELE	LOC108080916|XP_017031309.1|DKIK
OG0001424	LOC108147133|XP_017128916.1|DELE, LOC108144842|XP_017125471.1|DELE, LOC108147141|XP_017128923.1|DELE	LOC108070866|XP_017016988.1|DKIK, LOC108070867|XP_017016989.1|DKIK
OG0001425	LOC108139122|XP_017117227.1|DELE	LOC108076817|XP_017025337.1|DKIK
OG0001426	LOC108148062|XP_017130404.1|DELE	LOC108074615|XP_017022227.1|DKIK
OG0001427	LOC108145424|XP_017126322.1|DELE	LOC108070850|XP_017016970.1|DKIK
OG0001427	LOC108138688|XP_017116524.1|DELE	LOC108077350|XP_017026129.1|DKIK, LOC108076018|XP_017024163.1|DKIK
OG0001428	LOC108143188|XP_017122927.1|DELE	LOC108075153|XP_017022929.1|DKIK
OG0001428	LOC108150151|XP_017133607.1|DELE	LOC108074137|XP_017021526.1|DKIK
OG0001429	LOC108139299|XP_017117486.1|DELE	LOC108077873|XP_017026899.1|DKIK
OG0001430	LOC108139217|XP_017117358.1|DELE	LOC108074073|XP_017021436.1|DKIK
OG0001431	LOC108136385|XP_017112986.1|DELE	LOC108074162|XP_017021560.1|DKIK
OG0001432	LOC108140313|XP_017118492.1|DELE, LOC108143592|XP_017123606.1|DELE	LOC108081943|XP_017032676.1|DKIK
OG0001432	LOC108136492|XP_017113199.1|DELE	LOC108083570|XP_017034915.1|DKIK
OG0001433	LOC108137400|XP_017114548.1|DELE	LOC108083705|XP_017035091.1|DKIK
OG0001434	LOC108135911|XP_017112323.1|DELE	LOC108082943|XP_017034045.1|DKIK
OG0001435	LOC108145440|XP_017126356.1|DELE	LOC108078106|XP_017027199.1|DKIK
OG0001436	LOC108137167|XP_017114227.1|DELE	LOC108080386|XP_017030599.1|DKIK
OG0001437	LOC108149529|XP_017132650.1|DELE	LOC108074834|XP_017022524.1|DKIK
OG0001438	LOC108148766|XP_017131458.1|DELE	LOC108081129|XP_017031636.1|DKIK
OG0001439	LOC108140772|XP_017119249.1|DELE	LOC108071362|XP_017017593.1|DKIK
OG0001440	LOC108137079|XP_017114093.1|DELE	LOC108076668|XP_017025092.1|DKIK
OG0001441	LOC108147737|XP_017129957.1|DELE	LOC108074195|XP_017021625.1|DKIK
OG0001442	LOC108135189|XP_017111299.1|DELE	LOC108077388|XP_017026170.1|DKIK
OG0001443	LOC108148654|XP_017131274.1|DELE	LOC108085870|XP_017038117.1|DKIK
OG0001444	LOC108143990|XP_017124094.1|DELE	LOC108073531|XP_017020701.1|DKIK
OG0001445	LOC108141231|XP_017119975.1|DELE	LOC108077760|XP_017026730.1|DKIK
OG0001446	LOC108148679|XP_017131310.1|DELE	LOC108071324|XP_017017523.1|DKIK
OG0001447	LOC108140665|XP_017119096.1|DELE	LOC108084261|XP_017035894.1|DKIK
OG0001448	LOC108148784|XP_017131488.1|DELE	LOC108073720|XP_017020955.1|DKIK
OG0001449	LOC108141512|XP_017120430.1|DELE	LOC108078532|XP_017027933.1|DKIK
OG0001450	LOC108141588|XP_017120525.1|DELE	LOC108074553|XP_017022143.1|DKIK
OG0001451	LOC108147343|XP_017129259.1|DELE	LOC108081317|XP_017031895.1|DKIK
OG0001452	LOC108145442|XP_017126359.1|DELE	LOC108076573|XP_017024972.1|DKIK
OG0001453	LOC108142749|XP_017122264.1|DELE	LOC108080204|XP_017030349.1|DKIK
OG0001454	LOC108148334|XP_017130825.1|DELE	LOC108071444|XP_017017688.1|DKIK
OG0001455	LOC108146754|XP_017128373.1|DELE	LOC108078800|XP_017028354.1|DKIK
OG0001456	LOC108135007|XP_017111030.1|DELE	LOC108085115|XP_017037084.1|DKIK
OG0001457	LOC108144984|XP_017125626.1|DELE	LOC108081009|XP_017031434.1|DKIK
OG0001458	LOC108149686|XP_017132940.1|DELE	LOC108074665|XP_017022273.1|DKIK
OG0001459	LOC108142652|XP_017122142.1|DELE	LOC108071653|XP_017017938.1|DKIK
OG0001460	LOC108149611|XP_017132809.1|DELE	LOC108072869|XP_017019677.1|DKIK, LOC108072056|XP_017018537.1|DKIK
OG0001461	LOC108134901|XP_017110896.1|DELE	LOC108079179|XP_017028919.1|DKIK, LOC108085462|XP_017037565.1|DKIK
OG0001462	LOC108146074|XP_017127379.1|DELE	LOC108079761|XP_017029672.1|DKIK
OG0001463	LOC108148810|XP_017131532.1|DELE	LOC108081136|XP_017031646.1|DKIK
OG0001464	LOC108136290|XP_017112865.1|DELE	LOC108079450|XP_017029273.1|DKIK
OG0001465	LOC108143606|XP_017123618.1|DELE	LOC108078560|XP_017027967.1|DKIK
OG0001466	LOC108138267|XP_017115907.1|DELE	LOC108076904|XP_017025433.1|DKIK
OG0001467	LOC108134537|XP_017110373.1|DELE	LOC108082000|XP_017032732.1|DKIK
OG0001468	LOC108142839|XP_017122394.1|DELE	LOC108078612|XP_017028021.1|DKIK
OG0001469	LOC108149754|XP_017133054.1|DELE	LOC108072949|XP_017019815.1|DKIK
OG0001470	LOC108142853|XP_017122410.1|DELE	LOC108083002|XP_017034115.1|DKIK
OG0001471	LOC108145847|XP_017126955.1|DELE	LOC108071519|XP_017017777.1|DKIK
OG0001472	LOC108146700|XP_017128253.1|DELE	LOC108079718|XP_017029616.1|DKIK
OG0001473	LOC108141022|XP_017119592.1|DELE	LOC108084327|XP_017035977.1|DKIK
OG0001474	LOC108141073|XP_017119727.1|DELE	LOC108083886|XP_017035365.1|DKIK
OG0001475	LOC108141417|XP_017120278.1|DELE	LOC108073092|XP_017020067.1|DKIK
OG0001476	LOC108136582|XP_017113383.1|DELE	LOC108070762|XP_017016851.1|DKIK
OG0001477	LOC108150064|XP_017133518.1|DELE, LOC108139815|XP_017118026.1|DELE	LOC108081979|XP_017032709.1|DKIK
OG0001477	LOC108148863|XP_017131652.1|DELE	LOC108073488|XP_017020635.1|DKIK
OG0001478	LOC108137845|XP_017115259.1|DELE	LOC108086106|XP_017038423.1|DKIK
OG0001479	LOC108137711|XP_017115083.1|DELE	LOC108075133|XP_017022905.1|DKIK
OG0001480	LOC108137842|XP_017115257.1|DELE	LOC108086128|XP_017038469.1|DKIK
OG0001481	LOC108141815|XP_017120880.1|DELE	LOC108079606|XP_017029456.1|DKIK
OG0001482	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE	LOC108076251|XP_017024489.1|DKIK
OG0001483	LOC108136485|XP_017113192.1|DELE	LOC108083449|XP_017034710.1|DKIK
OG0001484	LOC108134680|XP_017110567.1|DELE	LOC108082118|XP_017032908.1|DKIK
OG0001485	LOC108146389|XP_017127872.1|DELE	LOC108085507|XP_017037620.1|DKIK
OG0001486	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE	LOC108077031|XP_017025647.1|DKIK
OG0001487	LOC108134647|XP_017110529.1|DELE	LOC108085948|XP_017038227.1|DKIK
OG0001488	LOC108149044|XP_017131877.1|DELE	LOC108070774|XP_017016862.1|DKIK
OG0001489	LOC108138728|XP_017116583.1|DELE	LOC108082761|XP_017033767.1|DKIK
OG0001490	LOC108147826|XP_017130069.1|DELE	LOC108075910|XP_017024024.1|DKIK
OG0001491	LOC108147914|XP_017130166.1|DELE	LOC108074557|XP_017022145.1|DKIK
OG0001492	LOC108150693|XP_017134443.1|DELE	LOC108072515|XP_017019174.1|DKIK
OG0001493	LOC108134915|XP_017110917.1|DELE	LOC108083358|XP_017034590.1|DKIK
OG0001495	LOC108145466|XP_017126405.1|DELE	LOC108078112|XP_017027205.1|DKIK
OG0001496	LOC108138531|XP_017116282.1|DELE	LOC108083439|XP_017034684.1|DKIK
OG0001497	LOC108143591|XP_017123601.1|DELE	LOC108078450|XP_017027827.1|DKIK
OG0001498	LOC108141201|XP_017119935.1|DELE	LOC108085481|XP_017037588.1|DKIK
OG0001500	LOC108141596|XP_017120532.1|DELE	LOC108082520|XP_017033438.1|DKIK
OG0001501	LOC108135095|XP_017111157.1|DELE	LOC108085601|XP_017037759.1|DKIK
OG0001502	LOC108144564|XP_017125039.1|DELE	LOC108072449|XP_017019065.1|DKIK
OG0001503	LOC108149657|XP_017132888.1|DELE	LOC108081784|XP_017032491.1|DKIK, LOC108081294|XP_017031870.1|DKIK
OG0001504	LOC108137576|XP_017114792.1|DELE	LOC108080304|XP_017030467.1|DKIK
OG0001505	LOC108144159|XP_017124292.1|DELE	LOC108078073|XP_017027127.1|DKIK
OG0001506	LOC108143448|XP_017123368.1|DELE	LOC108078357|XP_017027663.1|DKIK
OG0001507	LOC108143675|XP_017123675.1|DELE	LOC108072343|XP_017018922.1|DKIK
OG0001508	LOC108144979|XP_017125619.1|DELE	LOC108084163|XP_017035735.1|DKIK
OG0001509	LOC108141664|XP_017120627.1|DELE	LOC108072294|XP_017018849.1|DKIK
OG0001510	LOC108148269|XP_017130716.1|DELE	LOC108075961|XP_017024099.1|DKIK
OG0001511	LOC108141361|XP_017120171.1|DELE	LOC108072373|XP_017018962.1|DKIK
OG0001512	LOC108142877|XP_017122440.1|DELE	LOC108078289|XP_017027553.1|DKIK
OG0001513	LOC108134672|XP_017110558.1|DELE	LOC108075443|XP_017023423.1|DKIK
OG0001515	LOC108137250|XP_017114322.1|DELE	LOC108080333|XP_017030522.1|DKIK
OG0001516	LOC108148538|XP_017131068.1|DELE	LOC108073686|XP_017020904.1|DKIK
OG0001516	LOC108148492|XP_017131016.1|DELE, LOC108148493|XP_017131017.1|DELE	LOC108073687|XP_017020905.1|DKIK
OG0001517	LOC108147120|XP_017128901.1|DELE	LOC108083643|XP_017035004.1|DKIK
OG0001518	LOC108136639|XP_017113447.1|DELE	LOC108071701|XP_017018005.1|DKIK
OG0001519	LOC108141249|XP_017119994.1|DELE	LOC108084306|XP_017035958.1|DKIK
OG0001520	LOC108148238|XP_017130643.1|DELE	LOC108070666|XP_017016726.1|DKIK
OG0001520	LOC108148318|XP_017130797.1|DELE	LOC108070687|XP_017016753.1|DKIK
OG0001521	LOC108138858|XP_017116867.1|DELE	LOC108072568|XP_017019249.1|DKIK
OG0001522	LOC108145625|XP_017126650.1|DELE, LOC108150410|XP_017134057.1|DELE, LOC108150076|XP_017133527.1|DELE	LOC108082658|XP_017033644.1|DKIK
OG0001523	LOC108149134|XP_017132029.1|DELE, LOC108149139|XP_017132034.1|DELE	LOC108076591|XP_017024993.1|DKIK
OG0001524	LOC108144126|XP_017124258.1|DELE	LOC108073071|XP_017020026.1|DKIK
OG0001525	LOC108141118|XP_017119825.1|DELE	LOC108084452|XP_017036151.1|DKIK
OG0001526	LOC108148125|XP_017130464.1|DELE	LOC108071697|XP_017018000.1|DKIK
OG0001526	LOC108148169|XP_017130558.1|DELE	LOC108071698|XP_017018001.1|DKIK
OG0001527	LOC108137239|XP_017114308.1|DELE	LOC108080052|XP_017030122.1|DKIK
OG0001529	LOC108149916|XP_017133318.1|DELE	LOC108080229|XP_017030374.1|DKIK
OG0001531	LOC108150384|XP_017134011.1|DELE	LOC108082342|XP_017033164.1|DKIK
OG0001534	LOC108138497|XP_017116191.1|DELE	LOC108079136|XP_017028872.1|DKIK
OG0001535	LOC108144673|XP_017125224.1|DELE	LOC108074180|XP_017021606.1|DKIK
OG0001536	LOC108142446|XP_017121799.1|DELE	LOC108083352|XP_017034585.1|DKIK
OG0001537	LOC108137828|XP_017115242.1|DELE	LOC108074263|XP_017021723.1|DKIK
OG0001538	LOC108136228|XP_017112739.1|DELE	LOC108083574|XP_017034920.1|DKIK
OG0001539	LOC108143420|XP_017123313.1|DELE	LOC108074204|XP_017021632.1|DKIK
OG0001540	LOC108134728|XP_017110621.1|DELE	LOC108077214|XP_017025955.1|DKIK
OG0001541	LOC108143259|XP_017123059.1|DELE	LOC108072628|XP_017019351.1|DKIK
OG0001542	LOC108148333|XP_017130819.1|DELE	LOC108071453|XP_017017699.1|DKIK
OG0001543	LOC108140042|XP_017118231.1|DELE, LOC108139561|XP_017117774.1|DELE	LOC108071053|XP_017017218.1|DKIK
OG0001543	LOC108147639|XP_017129783.1|DELE	LOC108071703|XP_017018008.1|DKIK
OG0001544	LOC108136521|XP_017113275.1|DELE	LOC108071210|XP_017017382.1|DKIK
OG0001545	LOC108140936|XP_017119493.1|DELE	LOC108084685|XP_017036506.1|DKIK
OG0001546	LOC108140923|XP_017119475.1|DELE	LOC108084671|XP_017036487.1|DKIK
OG0001548	LOC108137715|XP_017115087.1|DELE	LOC108085956|XP_017038232.1|DKIK
OG0001549	LOC108150462|XP_017134133.1|DELE	LOC108077018|XP_017025610.1|DKIK
OG0001550	LOC108140713|XP_017119164.1|DELE	LOC108085903|XP_017038161.1|DKIK
OG0001550	LOC108140690|XP_017119170.1|DELE	LOC108073921|XP_017021211.1|DKIK
OG0001551	LOC108148628|XP_017131229.1|DELE	LOC108073557|XP_017020732.1|DKIK
OG0001552	LOC108143071|XP_017122773.1|DELE	LOC108083248|XP_017034446.1|DKIK
OG0001553	LOC108135937|XP_017112374.1|DELE	LOC108074139|XP_017021528.1|DKIK
OG0001554	LOC108135866|XP_017112257.1|DELE	LOC108077586|XP_017026469.1|DKIK
OG0001555	LOC108139048|XP_017117155.1|DELE	LOC108079550|XP_017029376.1|DKIK
OG0001556	LOC108137982|XP_017115442.1|DELE	LOC108076802|XP_017025316.1|DKIK
OG0001557	LOC108137708|XP_017115077.1|DELE	LOC108083534|XP_017034857.1|DKIK
OG0001558	LOC108134884|XP_017110870.1|DELE	LOC108084733|XP_017036544.1|DKIK
OG0001559	LOC108136943|XP_017113910.1|DELE	LOC108077791|XP_017026780.1|DKIK
OG0001560	LOC108141091|XP_017119779.1|DELE	LOC108074075|XP_017021440.1|DKIK
OG0001561	LOC108140752|XP_017119219.1|DELE	LOC108075567|XP_017023571.1|DKIK
OG0001562	LOC108135225|XP_017111343.1|DELE	LOC108077347|XP_017026125.1|DKIK
OG0001563	LOC108146894|XP_017128626.1|DELE	LOC108078562|XP_017027970.1|DKIK
OG0001564	LOC108143846|XP_017123887.1|DELE	LOC108073472|XP_017020605.1|DKIK
OG0001565	LOC108143871|XP_017123927.1|DELE	LOC108071432|XP_017017673.1|DKIK
OG0001566	LOC108140401|XP_017118599.1|DELE	LOC108084141|XP_017035674.1|DKIK
OG0001567	LOC108144854|XP_017125490.1|DELE	LOC108078330|XP_017027617.1|DKIK
OG0001568	LOC108139165|XP_017117269.1|DELE	LOC108077604|XP_017026489.1|DKIK
OG0001569	LOC108139346|XP_017117559.1|DELE	LOC108084264|XP_017035908.1|DKIK, LOC108084263|XP_017035906.1|DKIK
OG0001570	LOC108135327|XP_017111508.1|DELE	LOC108074097|XP_017021480.1|DKIK
OG0001571	LOC108141685|XP_017120653.1|DELE	LOC108077178|XP_017025905.1|DKIK
OG0001572	LOC108141627|XP_017120585.1|DELE	LOC108083608|XP_017034968.1|DKIK
OG0001573	LOC108145946|XP_017127143.1|DELE	LOC108078828|XP_017028405.1|DKIK
OG0001574	LOC108137200|XP_017114278.1|DELE	LOC108080249|XP_017030396.1|DKIK
OG0001575	LOC108136771|XP_017113621.1|DELE	LOC108084548|XP_017036285.1|DKIK
OG0001576	LOC108137030|XP_017114019.1|DELE	LOC108084814|XP_017036663.1|DKIK
OG0001577	LOC108148787|XP_017131492.1|DELE	LOC108073455|XP_017020578.1|DKIK
OG0001578	LOC108139075|XP_017117191.1|DELE	LOC108081150|XP_017031678.1|DKIK
OG0001579	LOC108137653|XP_017114973.1|DELE	LOC108083411|XP_017034654.1|DKIK
OG0001580	LOC108143538|XP_017123523.1|DELE	LOC108078541|XP_017027943.1|DKIK
OG0001581	LOC108137269|XP_017114352.1|DELE, LOC108137728|XP_017115115.1|DELE	LOC108080104|XP_017030208.1|DKIK
OG0001582	LOC108144871|XP_017125511.1|DELE	LOC108072926|XP_017019761.1|DKIK
OG0001583	LOC108149935|XP_017133340.1|DELE	LOC108076699|XP_017025144.1|DKIK
OG0001584	LOC108146376|XP_017127855.1|DELE	LOC108073454|XP_017020576.1|DKIK
OG0001585	LOC108137659|XP_017114982.1|DELE	LOC108083460|XP_017034727.1|DKIK
OG0001586	LOC108142782|XP_017122316.1|DELE	LOC108078206|XP_017027383.1|DKIK
OG0001587	LOC108137603|XP_017114863.1|DELE	LOC108083716|XP_017035112.1|DKIK
OG0001588	LOC108149671|XP_017132906.1|DELE	LOC108078452|XP_017027830.1|DKIK
OG0001589	LOC108134957|XP_017110968.1|DELE, LOC108138319|XP_017115972.1|DELE, LOC108148514|XP_017131044.1|DELE	LOC108083946|XP_017035439.1|DKIK
OG0001590	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE	LOC108076613|XP_017025024.1|DKIK
OG0001591	LOC108148910|XP_017131715.1|DELE	LOC108075717|XP_017023744.1|DKIK
OG0001592	LOC108138098|XP_017115573.1|DELE	LOC108076993|XP_017025542.1|DKIK
OG0001593	LOC108138125|XP_017115647.1|DELE	LOC108077273|XP_017026031.1|DKIK
OG0001594	LOC108138629|XP_017116405.1|DELE	LOC108076981|XP_017025528.1|DKIK
OG0001595	LOC108144692|XP_017125253.1|DELE	LOC108073115|XP_017020098.1|DKIK
OG0001596	LOC108138922|XP_017116978.1|DELE	LOC108072582|XP_017019279.1|DKIK
OG0001597	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE	LOC108083513|XP_017034816.1|DKIK
OG0001598	LOC108138781|XP_017116741.1|DELE	LOC108074416|XP_017021933.1|DKIK
OG0001599	LOC108150721|XP_017134507.1|DELE	LOC108075940|XP_017024072.1|DKIK
OG0001600	LOC108138823|XP_017116811.1|DELE	LOC108085254|XP_017037290.1|DKIK
OG0001601	LOC108148223|XP_017130631.1|DELE	LOC108082234|XP_017033061.1|DKIK
OG0001602	LOC108142093|XP_017121277.1|DELE	LOC108082251|XP_017033083.1|DKIK
OG0001603	LOC108141696|XP_017120668.1|DELE	LOC108077291|XP_017026059.1|DKIK
OG0001604	LOC108141059|XP_017119702.1|DELE	LOC108073533|XP_017020703.1|DKIK, LOC108080402|XP_017030619.1|DKIK
OG0001605	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE	LOC108079410|XP_017029226.1|DKIK, LOC108070917|XP_017017065.1|DKIK
OG0001606	LOC108149206|XP_017132123.1|DELE	LOC108081307|XP_017031889.1|DKIK
OG0001607	LOC108150427|XP_017134074.1|DELE	LOC108077410|XP_017026199.1|DKIK
