Orthogroup	DELE.longest_only	DMEL.longest_only
OG0001907	LOC108141624|XP_017120580.1|DELE	caz|NP_523365.2|DMEL
OG0001908	LOC108140388|XP_017118584.1|DELE	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC108136487|XP_017113190.1|DELE	Hexo2|NP_525081.1|DMEL
OG0001910	LOC108135131|XP_017111228.1|DELE	ohgt|NP_649973.1|DMEL
OG0001911	LOC108135070|XP_017111117.1|DELE	CG42342|NP_001189234.1|DMEL
OG0001912	LOC108144902|XP_017125553.1|DELE	CG8093|NP_611020.1|DMEL
OG0001913	LOC108135303|XP_017111476.1|DELE	Lip2|NP_524667.1|DMEL
OG0001914	LOC108136758|XP_017113597.1|DELE	mask|NP_001247280.1|DMEL
OG0001915	LOC108146363|XP_017127830.1|DELE	ACXD|NP_620469.2|DMEL
OG0001916	LOC108145177|XP_017125902.1|DELE	Topors|NP_611388.1|DMEL
OG0001917	LOC108142211|XP_017121410.1|DELE	CG8492|NP_648151.2|DMEL
OG0001918	LOC108146405|XP_017127895.1|DELE	CG15014|NP_647892.1|DMEL
OG0001919	LOC108144685|XP_017125239.1|DELE	CG30467|NP_611044.1|DMEL
OG0001920	LOC108146082|XP_017127390.1|DELE	fwd|NP_001356971.1|DMEL
OG0001921	LOC108149144|XP_017132040.1|DELE	cbc|NP_610876.1|DMEL
OG0001922	LOC108149188|XP_017132097.1|DELE	asrij|NP_001261143.1|DMEL
OG0001923	LOC108146739|XP_017128333.1|DELE	Mp|NP_001246651.1|DMEL
OG0001924	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE	CG17691|NP_001104018.1|DMEL
OG0001925	LOC108147456|XP_017129474.1|DELE	CG10672|NP_647946.1|DMEL
OG0001926	LOC108147485|XP_017129529.1|DELE	ImpE1|NP_524849.2|DMEL
OG0001927	LOC108137942|XP_017115389.1|DELE	Nup54|NP_610783.1|DMEL
OG0001928	LOC108150264|XP_017133835.1|DELE	CG8009|NP_648400.1|DMEL
OG0001929	LOC108150175|XP_017133636.1|DELE	Rbfox1|NP_001246707.1|DMEL
OG0001930	LOC108138668|XP_017116502.1|DELE	GEFmeso|NP_788403.2|DMEL
OG0001931	LOC108150113|XP_017133566.1|DELE	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL
OG0001932	LOC108150221|XP_017133753.1|DELE	JIL-1|NP_648432.1|DMEL
OG0001933	LOC108144405|XP_017124725.1|DELE	CG4866|NP_611224.1|DMEL
OG0001934	LOC108150361|XP_017133984.1|DELE	Gem3|NP_524019.1|DMEL
OG0001935	LOC108146318|XP_017127770.1|DELE	l_3_72Dp|NP_730119.1|DMEL
OG0001937	LOC108144588|XP_017125073.1|DELE	Fs|NP_652376.2|DMEL
OG0001938	LOC108144373|XP_017124636.1|DELE	CG18335|NP_610666.1|DMEL
OG0001939	LOC108145399|XP_017126287.1|DELE	CG15650|NP_611529.1|DMEL
OG0001940	LOC108149603|XP_017132786.1|DELE	CG46385|NP_001356959.1|DMEL
OG0001941	LOC108146530|XP_017128057.1|DELE	Atac3|NP_001246531.1|DMEL
OG0001942	LOC108145114|XP_017125812.1|DELE	CG9447|NP_610243.4|DMEL
OG0001943	LOC108145736|XP_017126787.1|DELE	CG13055|NP_648851.1|DMEL
OG0001944	LOC108146091|XP_017127408.1|DELE	Mtch|NP_523869.1|DMEL
OG0001945	LOC108149571|XP_017132695.1|DELE	Dgk|NP_724619.2|DMEL
OG0001946	LOC108149636|XP_017132857.1|DELE	Cyt-b5|NP_610294.1|DMEL
OG0001947	LOC108144242|XP_017124409.1|DELE	HLH54F|NP_477302.1|DMEL
OG0001948	LOC108136527|XP_017113290.1|DELE	CG6179|NP_573288.1|DMEL
OG0001949	LOC108142573|XP_017122013.1|DELE	Eip78C|NP_524195.2|DMEL
OG0001950	LOC108137449|XP_017114627.1|DELE	Itpr|NP_730941.1|DMEL
OG0001951	LOC108137524|XP_017114727.1|DELE	jbug|NP_001261140.1|DMEL
OG0001953	LOC108149123|XP_017132012.1|DELE	Oatp58Dc|NP_001097409.1|DMEL
OG0001954	LOC108147045|XP_017128807.1|DELE	KCNQ|NP_788300.3|DMEL
OG0001955	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE	CG17765|NP_610592.1|DMEL
OG0001956	LOC108135568|XP_017111816.1|DELE	nmo|NP_001356976.1|DMEL
OG0001957	LOC108145221|XP_017125965.1|DELE	RpL29|NP_477203.1|DMEL
OG0001958	LOC108138774|XP_017116727.1|DELE	CG30116|NP_725799.1|DMEL
OG0001959	LOC108142222|XP_017121426.1|DELE	Toll-9|NP_649214.1|DMEL
OG0001960	LOC108145881|XP_017127016.1|DELE	Psa|NP_728614.1|DMEL
OG0001961	LOC108144723|XP_017125307.1|DELE	Dll|NP_001137759.1|DMEL
OG0001962	LOC108149632|XP_017132851.1|DELE	phr|NP_523653.2|DMEL
OG0001963	LOC108146878|XP_017128599.1|DELE	CG9706|NP_001356982.1|DMEL
OG0001964	LOC108142680|XP_017122173.1|DELE	smid|NP_523959.2|DMEL
OG0001965	LOC108142439|XP_017121792.1|DELE	CG42747|NP_648045.2|DMEL
OG0001966	LOC108140680|XP_017119115.1|DELE	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC108150117|XP_017133570.1|DELE	NijA|NP_996040.1|DMEL
OG0001969	LOC108149640|XP_017132864.1|DELE	Orc1|NP_477303.1|DMEL
OG0001970	LOC108137555|XP_017114770.1|DELE	blw|NP_726243.1|DMEL
OG0001971	LOC108144959|XP_017125594.1|DELE	CG11041|NP_611453.2|DMEL
OG0001972	LOC108149621|XP_017132842.1|DELE	IFT20|NP_724409.3|DMEL
OG0001973	LOC108143461|XP_017123384.1|DELE	CG43795|NP_001097435.2|DMEL
OG0001974	LOC108143458|XP_017123381.1|DELE	Myd88|NP_610479.1|DMEL
OG0001975	LOC108145710|XP_017126760.1|DELE	CG13806|NP_647708.1|DMEL
OG0001976	LOC108144552|XP_017125015.1|DELE	SmD3|NP_725106.1|DMEL
OG0001977	LOC108135219|XP_017111331.1|DELE	cup|NP_523493.3|DMEL
OG0001978	LOC108149543|XP_017132669.1|DELE	Arr1|NP_476681.1|DMEL
OG0001979	LOC108138155|XP_017115732.1|DELE	Rack1|NP_477269.1|DMEL
OG0001980	LOC108147806|XP_017130040.1|DELE	galectin|NP_608487.1|DMEL
OG0001981	LOC108149332|XP_017132288.1|DELE	fusl|NP_608923.1|DMEL
OG0001982	LOC108137058|XP_017114054.1|DELE	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE	AGO3|NP_001036627.2|DMEL
OG0001984	LOC108148215|XP_017130618.1|DELE	CG9154|NP_608993.2|DMEL
OG0001985	LOC108141798|XP_017120845.1|DELE	Apoltp|NP_995670.2|DMEL
OG0001986	LOC108150697|XP_017134449.1|DELE	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC108136295|XP_017112869.1|DELE	su_sable_|NP_476754.1|DMEL
OG0001988	LOC108144453|XP_017124833.1|DELE	EDTP|NP_995873.2|DMEL
OG0001989	LOC108149153|XP_017132044.1|DELE	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC108141989|XP_017121137.1|DELE	loh|NP_609406.2|DMEL
OG0001992	LOC108138257|XP_017115890.1|DELE	CG31760|NP_723730.2|DMEL
OG0001993	LOC108135279|XP_017111449.1|DELE	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC108136916|XP_017113871.1|DELE	TFAM|NP_732527.1|DMEL
OG0001995	LOC108138944|XP_017117012.1|DELE	CG10194|NP_609973.1|DMEL
OG0001996	LOC108149459|XP_017132546.1|DELE	nompC|NP_523483.2|DMEL
OG0001997	LOC108141369|XP_017120188.1|DELE	CG3894|NP_611963.5|DMEL
OG0001998	LOC108141367|XP_017120180.1|DELE	Eps-15|NP_611965.2|DMEL
OG0001999	LOC108137930|XP_017115373.1|DELE	Hr3|NP_001334718.1|DMEL
OG0002000	LOC108149411|XP_017132455.1|DELE	CG14274|NP_609212.2|DMEL
OG0002001	LOC108149391|XP_017132410.1|DELE	kel|NP_476589.4|DMEL
OG0002002	LOC108137944|XP_017115391.1|DELE	Dera|NP_610781.1|DMEL
OG0002003	LOC108141811|XP_017120873.1|DELE	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC108138940|XP_017117007.1|DELE	qua|NP_001246066.1|DMEL
OG0002005	LOC108150488|XP_017134183.1|DELE	PRL-1|NP_609780.1|DMEL
OG0002006	LOC108138143|XP_017115696.1|DELE	Ziz|NP_001260200.1|DMEL
OG0002007	LOC108149482|XP_017132587.1|DELE	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC108145297|XP_017126103.1|DELE	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC108149163|XP_017132051.1|DELE	fd59A|NP_523814.1|DMEL
OG0002010	LOC108142057|XP_017121230.1|DELE	Argl|NP_609257.3|DMEL
OG0002011	LOC108138223|XP_017115831.1|DELE	nesd|NP_610025.1|DMEL
OG0002012	LOC108149346|XP_017132325.1|DELE	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC108138899|XP_017116930.1|DELE	Lim3|NP_001260559.1|DMEL
OG0002014	LOC108145539|XP_017126528.1|DELE	CG10527|NP_611544.1|DMEL
OG0002015	LOC108138021|XP_017115480.1|DELE	Uro|NP_476779.1|DMEL
OG0002016	LOC108149757|XP_017133063.1|DELE	babo|NP_476999.1|DMEL
OG0002017	LOC108135324|XP_017111500.1|DELE	Nos|NP_523541.2|DMEL
OG0002018	LOC108135278|XP_017111448.1|DELE	Daxx|NP_609035.2|DMEL
OG0002019	LOC108138194|XP_017115795.1|DELE	vir-1|NP_723746.1|DMEL
OG0002020	LOC108139032|XP_017117130.1|DELE	RanGAP|NP_476712.1|DMEL
OG0002021	LOC108145222|XP_017125966.1|DELE	tud|NP_476773.1|DMEL
OG0002022	LOC108141691|XP_017120660.1|DELE	CG14397|NP_001163027.1|DMEL
OG0002023	LOC108135358|XP_017111542.1|DELE	ry|NP_524337.1|DMEL
OG0002024	LOC108142034|XP_017121199.1|DELE	CG4968|NP_609375.1|DMEL
OG0002025	LOC108134522|XP_017110349.1|DELE	salm|NP_723670.2|DMEL
OG0002026	LOC108143250|XP_017123046.1|DELE	CG7139|NP_649378.1|DMEL
OG0002027	LOC108137504|XP_017114708.1|DELE	px|NP_726208.1|DMEL
OG0002028	LOC108141463|XP_017120356.1|DELE	CG5554|NP_001286784.1|DMEL
OG0002029	LOC108147421|XP_017129367.1|DELE	Sse|NP_523935.1|DMEL
OG0002030	LOC108144212|XP_017124375.1|DELE	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC108147598|XP_017129727.1|DELE	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC108140469|XP_017118698.1|DELE	Snmp1|NP_650953.1|DMEL
OG0002033	LOC108144741|XP_017125365.1|DELE	Ork1|NP_001285097.1|DMEL
OG0002034	LOC108135920|XP_017112351.1|DELE	DAAM|NP_001188522.1|DMEL
OG0002035	LOC108143862|XP_017123916.1|DELE	Dhod|NP_477224.1|DMEL
OG0002036	LOC108135028|XP_017111049.1|DELE	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC108145727|XP_017126779.1|DELE	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC108136830|XP_017113735.1|DELE	CG4390|NP_732486.2|DMEL
OG0002039	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC108141913|XP_017121026.1|DELE	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC108145451|XP_017126380.1|DELE	Acsl|NP_001260810.1|DMEL
OG0002042	LOC108141138|XP_017119851.1|DELE	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC108148355|XP_017130861.1|DELE	CG2100|NP_649578.1|DMEL
OG0002044	LOC108148723|XP_017131382.1|DELE	loco|NP_732773.1|DMEL
OG0002045	LOC108144055|XP_017124188.1|DELE	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC108140929|XP_017119482.1|DELE	CG11077|NP_651944.1|DMEL
OG0002047	LOC108134853|XP_017110817.1|DELE	CG14200|NP_573387.1|DMEL
OG0002048	LOC108141562|XP_017120496.1|DELE	CG10038|NP_650176.3|DMEL
OG0002049	LOC108140500|XP_017118765.1|DELE	sals|NP_731573.1|DMEL
OG0002050	LOC108140567|XP_017118916.1|DELE	nsl1|NP_732069.3|DMEL
OG0002051	LOC108144624|XP_017125140.1|DELE	CG30022|NP_725047.2|DMEL
OG0002052	LOC108145758|XP_017126814.1|DELE	CG33257|NP_996107.1|DMEL
OG0002053	LOC108143968|XP_017124056.1|DELE	CG11768|NP_649829.1|DMEL
OG0002054	LOC108148291|XP_017130749.1|DELE	CG12170|NP_649565.1|DMEL
OG0002055	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE	Tango9|NP_650136.1|DMEL
OG0002056	LOC108146730|XP_017128319.1|DELE	Gcn5|NP_648586.2|DMEL
OG0002057	LOC108141845|XP_017120925.1|DELE	CG6144|NP_001033895.1|DMEL
OG0002058	LOC108146042|XP_017127327.1|DELE	thoc7|NP_728489.2|DMEL
OG0002059	LOC108148791|XP_017131499.1|DELE	MED28|NP_651397.1|DMEL
OG0002060	LOC108149797|XP_017133152.1|DELE	jef|NP_610983.1|DMEL
OG0002061	LOC108144791|XP_017125398.1|DELE	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC108140885|XP_017119406.1|DELE	bbx|NP_001259770.1|DMEL
OG0002063	LOC108138599|XP_017116379.1|DELE	APC7|NP_572329.3|DMEL
OG0002064	LOC108146108|XP_017127428.1|DELE	Rop|NP_523916.2|DMEL
OG0002065	LOC108145889|XP_017127027.1|DELE	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC108140512|XP_017118792.1|DELE	Mhcl|NP_732109.2|DMEL
OG0002067	LOC108141545|XP_017120475.1|DELE	Snap29|NP_523831.1|DMEL
OG0002068	LOC108139084|XP_017117201.1|DELE	Atg7|NP_611350.1|DMEL
OG0002069	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE	CG17486|NP_001036446.2|DMEL
OG0002070	LOC108140389|XP_017118586.1|DELE	Fdh|NP_524310.1|DMEL
OG0002071	LOC108143857|XP_017123908.1|DELE	Osbp|NP_477271.1|DMEL
OG0002072	LOC108141543|XP_017120472.1|DELE	Rrp42|NP_725517.2|DMEL
OG0002073	LOC108136059|XP_017112483.1|DELE	Plp|NP_001027574.2|DMEL
OG0002074	LOC108144905|XP_017125556.1|DELE	CG11807|NP_611017.1|DMEL
OG0002075	LOC108138276|XP_017115917.1|DELE	SmE|NP_609162.1|DMEL
OG0002076	LOC108149172|XP_017132060.1|DELE	ReepA|NP_001188988.1|DMEL
OG0002077	LOC108145936|XP_017127130.1|DELE	mwh|NP_001261244.1|DMEL
OG0002078	LOC108147592|XP_017129721.1|DELE	CG16935|NP_610914.2|DMEL
OG0002079	LOC108142454|XP_017121819.1|DELE	Ssk|NP_649184.1|DMEL
OG0002080	LOC108144771|XP_017125370.1|DELE	CG30456|NP_611188.3|DMEL
OG0002081	LOC108144880|XP_017125526.1|DELE	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC108144354|XP_017124592.1|DELE	unc-104|NP_611155.3|DMEL
OG0002083	LOC108137138|XP_017114180.1|DELE	PsGEF|NP_996333.4|DMEL
OG0002084	LOC108141836|XP_017120909.1|DELE	CG3500|NP_611783.1|DMEL
OG0002085	LOC108134631|XP_017110506.1|DELE	CG13506|NP_611666.2|DMEL
OG0002086	LOC108141804|XP_017120854.1|DELE	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC108142340|XP_017121585.1|DELE	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC108142597|XP_017122055.1|DELE	CG32425|NP_730546.1|DMEL
OG0002089	LOC108145459|XP_017126394.1|DELE	gcl|NP_724708.1|DMEL
OG0002090	LOC108146747|XP_017128365.1|DELE	Syx13|NP_524054.1|DMEL
OG0002091	LOC108144240|XP_017124408.1|DELE	CG13575|NP_611903.1|DMEL
OG0002092	LOC108146027|XP_017127302.1|DELE	fax|NP_524106.3|DMEL
OG0002093	LOC108143705|XP_017123726.1|DELE	GM130|NP_611642.2|DMEL
OG0002094	LOC108141304|XP_017120060.1|DELE	PHDP|NP_523834.1|DMEL
OG0002095	LOC108134886|XP_017110876.1|DELE	Rcd-1|NP_608335.1|DMEL
OG0002096	LOC108149786|XP_017133131.1|DELE	Asx|NP_001260969.1|DMEL
OG0002097	LOC108141347|XP_017120152.1|DELE	clos|NP_001097246.3|DMEL
OG0002098	LOC108146968|XP_017128714.1|DELE	CG7166|NP_649339.2|DMEL
OG0002099	LOC108144059|XP_017124193.1|DELE	CG9601|NP_649792.3|DMEL
OG0002100	LOC108136134|XP_017112613.1|DELE	MsrA|NP_001261879.1|DMEL
OG0002101	LOC108145415|XP_017126309.1|DELE	pdm3|NP_001188885.2|DMEL
OG0002102	LOC108143503|XP_017123455.1|DELE	tapas|NP_611475.3|DMEL
OG0002103	LOC108144011|XP_017124123.1|DELE	Coq2|NP_649789.1|DMEL
OG0002106	LOC108143991|XP_017124096.1|DELE	CG9684|NP_649797.2|DMEL
OG0002107	LOC108135344|XP_017111525.1|DELE	CG12299|NP_609448.1|DMEL
OG0002108	LOC108140372|XP_017118554.1|DELE	CG42823|NP_001097822.2|DMEL
OG0002109	LOC108142915|XP_017122492.1|DELE	CAH6|NP_001097987.1|DMEL
OG0002109	LOC108142923|XP_017122501.1|DELE	CAH16|NP_001287620.1|DMEL
OG0002110	LOC108145790|XP_017126849.1|DELE, LOC108145628|XP_017126653.1|DELE	CG33647|NP_001027136.1|DMEL, CG33644|NP_001027259.1|DMEL
OG0002111	LOC108141750|XP_017120734.1|DELE	CG32988|NP_788008.1|DMEL
OG0002112	LOC108138300|XP_017115947.1|DELE	CG14930|NP_609508.1|DMEL
OG0002113	LOC108140366|XP_017118549.1|DELE	Sgs5|NP_524388.1|DMEL
OG0002114	LOC108148497|XP_017131021.1|DELE	janB|NP_476584.2|DMEL
OG0002114	LOC108148575|XP_017131109.1|DELE	ocn|NP_524578.1|DMEL
OG0002115	LOC108144308|XP_017124489.1|DELE	CG34188|NP_001097326.1|DMEL
OG0002115	LOC108144309|XP_017124490.1|DELE	CG30472|NP_725463.2|DMEL
OG0002116	LOC108138991|XP_017117069.1|DELE	CG10730|NP_610021.3|DMEL
OG0002116	LOC108145613|XP_017126638.1|DELE	CG9168|NP_612106.2|DMEL
OG0002117	LOC108143601|XP_017123613.1|DELE	CG7744|NP_611422.2|DMEL
OG0002119	LOC108143841|XP_017123880.1|DELE	Smg6|NP_651321.1|DMEL
OG0002120	LOC108148200|XP_017130595.1|DELE	sv|NP_524633.3|DMEL
OG0002121	LOC108148805|XP_017131523.1|DELE	Usp1|NP_733282.1|DMEL
OG0002123	LOC108138134|XP_017115667.1|DELE	cdc14|NP_609153.1|DMEL
OG0002124	LOC108136604|XP_017113411.1|DELE	CG32548|NP_728167.1|DMEL
OG0002125	LOC108144476|XP_017124878.1|DELE	ckn|NP_611009.1|DMEL
OG0002126	LOC108142199|XP_017121373.1|DELE	tzn|NP_730568.1|DMEL
OG0002127	LOC108136312|XP_017112897.1|DELE	Ankle2|NP_573221.2|DMEL
OG0002128	LOC108136425|XP_017113049.1|DELE	HisRS|NP_573305.2|DMEL
OG0002129	LOC108135777|XP_017112126.1|DELE	Epg5|NP_650752.2|DMEL
OG0002130	LOC108135899|XP_017112305.1|DELE	CG14795|NP_569925.2|DMEL
OG0002131	LOC108136779|XP_017113630.1|DELE	CG18600|NP_650708.1|DMEL
OG0002132	LOC108142001|XP_017121156.1|DELE	RpL7|NP_523531.1|DMEL
OG0002133	LOC108137696|XP_017115059.1|DELE	Paics|NP_572826.1|DMEL
OG0002134	LOC108148168|XP_017130557.1|DELE	CG8173|NP_573239.1|DMEL
OG0002135	LOC108136507|XP_017113247.1|DELE	mys|NP_524793.2|DMEL
OG0002136	LOC108148692|XP_017131327.1|DELE	trp|NP_476768.1|DMEL
OG0002137	LOC108136735|XP_017113563.1|DELE	CG5902|NP_651201.1|DMEL
OG0002138	LOC108141381|XP_017120220.1|DELE	Vps4|NP_573258.1|DMEL
OG0002139	LOC108136444|XP_017113096.1|DELE	Vap33|NP_570087.1|DMEL
OG0002140	LOC108136456|XP_017113131.1|DELE	fend|NP_572528.1|DMEL
OG0002141	LOC108141759|XP_017120748.1|DELE	RpL10|NP_651954.3|DMEL
OG0002142	LOC108141239|XP_017119984.1|DELE	CG9853|NP_001097680.1|DMEL
OG0002143	LOC108147961|XP_017130245.1|DELE	Tango14|NP_608577.2|DMEL
OG0002144	LOC108134617|XP_017110490.1|DELE	Mitf|NP_001245436.1|DMEL
OG0002145	LOC108136971|XP_017113951.1|DELE	CG5023|NP_650867.1|DMEL
OG0002146	LOC108141121|XP_017119824.1|DELE	lost|NP_649466.1|DMEL
OG0002147	LOC108140902|XP_017119436.1|DELE	CG43347|NP_001138185.2|DMEL
OG0002148	LOC108145696|XP_017126743.1|DELE	CG14969|NP_647809.3|DMEL
OG0002149	LOC108145299|XP_017126109.1|DELE	4E-T|NP_726619.2|DMEL
OG0002150	LOC108140941|XP_017119500.1|DELE	drd|NP_001033845.1|DMEL
OG0002151	LOC108141990|XP_017121140.1|DELE	Nse4|NP_609405.2|DMEL
OG0002152	LOC108136750|XP_017113589.1|DELE	CG31122|NP_001356888.1|DMEL
OG0002153	LOC108148517|XP_017131043.1|DELE	dmrt99B|NP_524549.1|DMEL
OG0002154	LOC108135894|XP_017112300.1|DELE	inc|NP_569926.2|DMEL
OG0002155	LOC108143778|XP_017123794.1|DELE	tll|NP_524596.1|DMEL
OG0002156	LOC108138367|XP_017116029.1|DELE	CG7369|NP_649415.2|DMEL
OG0002157	LOC108134607|XP_017110468.1|DELE	timeout|NP_524341.3|DMEL
OG0002158	LOC108139099|XP_017117205.1|DELE	CG5335|NP_611349.2|DMEL
OG0002159	LOC108143508|XP_017123468.1|DELE	roh|NP_726318.1|DMEL
OG0002160	LOC108141228|XP_017119973.1|DELE	slou|NP_001262808.1|DMEL
OG0002161	LOC108135767|XP_017112106.1|DELE	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	LOC108140594|XP_017118988.1|DELE	CG12814|NP_001262454.1|DMEL
OG0002163	LOC108149881|XP_017133264.1|DELE	lin-52|NP_572256.1|DMEL
OG0002164	LOC108148981|XP_017131812.1|DELE	Ssadh|NP_651408.1|DMEL
OG0002165	LOC108150460|XP_017134124.1|DELE	CG12288|NP_609822.1|DMEL
OG0002166	LOC108138308|XP_017115954.1|DELE	Yip1d1|NP_609596.1|DMEL
OG0002167	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE	wbl|NP_725867.1|DMEL
OG0002168	LOC108141485|XP_017120387.1|DELE	gbb|NP_477340.1|DMEL
OG0002169	LOC108150357|XP_017133980.1|DELE	defl|NP_648352.2|DMEL
OG0002170	LOC108145295|XP_017126102.1|DELE	ABCD|NP_651906.1|DMEL
OG0002171	LOC108136734|XP_017113561.1|DELE	CG33108|NP_788728.1|DMEL
OG0002172	LOC108148866|XP_017131655.1|DELE	hh|NP_001034065.1|DMEL
OG0002173	LOC108134473|XP_017110275.1|DELE	aurB|NP_477336.1|DMEL
OG0002174	LOC108139120|XP_017117222.1|DELE	CG8461|NP_650367.1|DMEL
OG0002175	LOC108139121|XP_017117223.1|DELE	mRpL11|NP_524351.1|DMEL
OG0002176	LOC108135822|XP_017112192.1|DELE	Prp18|NP_650776.1|DMEL
OG0002177	LOC108135161|XP_017111272.1|DELE	Scp2|NP_524381.1|DMEL
OG0002178	LOC108148684|XP_017131318.1|DELE	CG6051|NP_001097943.1|DMEL
OG0002179	LOC108143729|XP_017123751.1|DELE	lobo|NP_001036757.1|DMEL
OG0002181	LOC108137299|XP_017114409.1|DELE	l_1_G0320|NP_572567.1|DMEL
OG0002182	LOC108141126|XP_017119834.1|DELE	CG2698|NP_001246976.1|DMEL
OG0002183	LOC108143652|XP_017123653.1|DELE	mip40|NP_611407.1|DMEL
OG0002184	LOC108139295|XP_017117481.1|DELE	RpII140|NP_476706.1|DMEL
OG0002185	LOC108140639|XP_017119050.1|DELE	CG5044|NP_732020.2|DMEL
OG0002186	LOC108148392|XP_017130912.1|DELE	CG9107|NP_608981.1|DMEL
OG0002187	LOC108148959|XP_017131784.1|DELE	CCT1|NP_524450.2|DMEL
OG0002188	LOC108144793|XP_017125401.1|DELE	Not11|NP_726406.1|DMEL
OG0002189	LOC108140513|XP_017118799.1|DELE	mRpS5|NP_001036652.1|DMEL
OG0002190	LOC108136871|XP_017113802.1|DELE	Gdh|NP_524470.4|DMEL
OG0002191	LOC108142554|XP_017121981.1|DELE	Pex16|NP_649252.1|DMEL
OG0002192	LOC108135683|XP_017112012.1|DELE	bora|NP_649048.1|DMEL
OG0002193	LOC108140707|XP_017119152.1|DELE	jumu|NP_524302.1|DMEL
OG0002194	LOC108147103|XP_017128880.1|DELE	CG5646|NP_651568.1|DMEL
OG0002195	LOC108136974|XP_017113954.1|DELE	CG13605|NP_651214.2|DMEL
OG0002196	LOC108149985|XP_017133406.1|DELE	MED7|NP_731500.1|DMEL
OG0002197	LOC108146090|XP_017127407.1|DELE	CG7049|NP_612003.1|DMEL
OG0002198	LOC108141075|XP_017119734.1|DELE	CG17816|NP_001097706.1|DMEL
OG0002199	LOC108144058|XP_017124192.1|DELE	RpA-70|NP_524274.1|DMEL
OG0002200	LOC108147730|XP_017129947.1|DELE	Gip|NP_511106.1|DMEL
OG0002202	LOC108139238|XP_017117396.1|DELE	CG9297|NP_788674.1|DMEL
OG0002203	LOC108139253|XP_017117418.1|DELE	Pde6|NP_001262566.1|DMEL
OG0002204	LOC108143842|XP_017123882.1|DELE	Hr96|NP_524493.1|DMEL
OG0002205	LOC108150094|XP_017133550.1|DELE	apn|NP_650270.1|DMEL
OG0002206	LOC108137355|XP_017114479.1|DELE	cd|NP_651081.1|DMEL
OG0002207	LOC108148915|XP_017131720.1|DELE	fkh|NP_001263038.1|DMEL
OG0002208	LOC108148989|XP_017131819.1|DELE	mIF2|NP_651621.2|DMEL
OG0002209	LOC108138558|XP_017116319.1|DELE	Spat|NP_511062.1|DMEL
OG0002210	LOC108148363|XP_017130871.1|DELE	CG1208|NP_001097692.1|DMEL
OG0002211	LOC108135293|XP_017111470.1|DELE	Dic1|NP_650279.1|DMEL
OG0002212	LOC108135823|XP_017112193.1|DELE	CG14285|NP_650773.1|DMEL
OG0002213	LOC108148413|XP_017130942.1|DELE	twr|NP_649676.1|DMEL
OG0002214	LOC108144017|XP_017124131.1|DELE	CG34034|NP_001163678.1|DMEL
OG0002215	LOC108150414|XP_017134063.1|DELE	btsz|NP_001247109.1|DMEL
OG0002216	LOC108148737|XP_017131414.1|DELE	Cap-D2|NP_651709.1|DMEL
OG0002217	LOC108136990|XP_017113974.1|DELE	Hexim|NP_731932.1|DMEL
OG0002218	LOC108137739|XP_017115128.1|DELE	Alg14|NP_573031.1|DMEL
OG0002219	LOC108147301|XP_017129212.1|DELE	yellow-e|NP_524344.1|DMEL
OG0002220	LOC108139114|XP_017117215.1|DELE	Ir87a|NP_650290.2|DMEL
OG0002221	LOC108150267|XP_017133838.1|DELE	Tmc|NP_001303362.1|DMEL
