Orthogroup	DELE.longest_only	DVIR.longest_only
OG0002582	LOC108139129|XP_017117232.1|DELE	LOC6635257|XP_002058740.2|DVIR
OG0002583	LOC108140515|XP_017118804.1|DELE	LOC6631198|XP_015027260.2|DVIR
OG0002584	LOC108146341|XP_017127800.1|DELE	LOC6622428|XP_002047498.1|DVIR
OG0002585	LOC108146343|XP_017127801.1|DELE	LOC26531275|XP_015031718.1|DVIR
OG0002586	LOC108135766|XP_017112105.1|DELE	LOC6631195|XP_015026832.1|DVIR
OG0002587	LOC108144090|XP_017124231.1|DELE	LOC6631010|XP_002053954.2|DVIR
OG0002588	LOC108139201|XP_017117329.1|DELE	LOC6630043|XP_002054562.1|DVIR
OG0002589	LOC108148788|XP_017131493.1|DELE	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR
OG0002590	LOC108137690|XP_017115052.1|DELE	LOC6631877|XP_002054950.3|DVIR
OG0002591	LOC108148801|XP_017131512.1|DELE	LOC6629475|XP_002054090.2|DVIR
OG0002592	LOC108147309|XP_017129222.1|DELE	LOC6633217|XP_032289571.1|DVIR
OG0002593	LOC108147217|XP_017129071.1|DELE	LOC6632299|XP_032289426.1|DVIR
OG0002594	LOC108139232|XP_017117388.1|DELE	LOC6635144|XP_032294877.1|DVIR
OG0002595	LOC108135772|XP_017112115.1|DELE	LOC6631149|XP_032294836.1|DVIR
OG0002596	LOC108139304|XP_017117492.1|DELE	LOC6633125|XP_032289559.1|DVIR
OG0002597	LOC108140673|XP_017119107.1|DELE	LOC6633090|XP_002056273.1|DVIR
OG0002598	LOC108148614|XP_017131189.1|DELE	LOC6635161|XP_032289352.1|DVIR
OG0002599	LOC108139360|XP_017117572.1|DELE	LOC6635268|XP_032289863.1|DVIR
OG0002600	LOC108141482|XP_017120383.1|DELE	LOC6625917|XP_032292514.1|DVIR
OG0002601	LOC108140973|XP_017119530.1|DELE	LOC6635018|XP_032295288.1|DVIR
OG0002602	LOC108148736|XP_017131404.1|DELE	LOC6629687|XP_002053985.1|DVIR
OG0002603	LOC108148608|XP_017131173.1|DELE	LOC6633172|XP_002056154.2|DVIR
OG0002604	LOC108149019|XP_017131855.1|DELE	LOC6633169|XP_002056151.1|DVIR
OG0002605	LOC108135842|XP_017112215.1|DELE	LOC6635076|XP_002058722.2|DVIR
OG0002606	LOC108139204|XP_017117334.1|DELE	LOC6634999|XP_032294889.1|DVIR
OG0002607	LOC108140971|XP_017119527.1|DELE	LOC6634997|XP_002058510.1|DVIR
OG0002608	LOC108140550|XP_017118888.1|DELE	LOC6629862|XP_002053339.2|DVIR
OG0002609	LOC108144846|XP_017125479.1|DELE	LOC6635811|XP_002059320.1|DVIR
OG0002610	LOC108141081|XP_017119744.1|DELE	LOC6634891|XP_002058479.1|DVIR
OG0002611	LOC108143060|XP_017122762.1|DELE	LOC6629943|XP_002053001.1|DVIR
OG0002612	LOC108137014|XP_017114002.1|DELE	LOC6630384|XP_002054010.3|DVIR
OG0002613	LOC108136693|XP_017113505.1|DELE	LOC6634856|XP_032295367.1|DVIR
OG0002614	LOC108148717|XP_017131370.1|DELE	LOC6630904|XP_032295023.1|DVIR
OG0002615	LOC108145960|XP_017127168.1|DELE	LOC6636754|XP_015023757.1|DVIR
OG0002616	LOC108147260|XP_017129146.1|DELE	LOC6629666|XP_002054760.1|DVIR
OG0002617	LOC108139280|XP_017117465.1|DELE	LOC6636758|XP_002060216.2|DVIR
OG0002618	LOC108141139|XP_017119852.1|DELE	LOC6633030|XP_002056057.1|DVIR
OG0002619	LOC108140375|XP_017118557.1|DELE	LOC6632599|XP_015025908.1|DVIR
OG0002620	LOC108143003|XP_017122673.1|DELE	LOC6630337|XP_032296716.1|DVIR
OG0002621	LOC108137392|XP_017114540.1|DELE	LOC6632383|XP_002056006.1|DVIR
OG0002622	LOC108146385|XP_017127867.1|DELE	LOC6623661|XP_002046182.1|DVIR
OG0002623	LOC108143076|XP_017122781.1|DELE	LOC6631265|XP_002053817.1|DVIR
OG0002624	LOC108144050|XP_017124181.1|DELE	LOC6631089|XP_015027546.1|DVIR
OG0002625	LOC108143984|XP_017124087.1|DELE	LOC6631086|XP_032293614.1|DVIR
OG0002626	LOC108138580|XP_017116355.1|DELE	LOC6634576|XP_015025027.1|DVIR
OG0002627	LOC108148711|XP_017131361.1|DELE	LOC6635190|XP_032295110.1|DVIR
OG0002628	LOC108148283|XP_017130733.1|DELE	LOC6629424|XP_002054356.1|DVIR
OG0002629	LOC108140559|XP_017118910.1|DELE	LOC6630593|XP_032289968.1|DVIR
OG0002630	LOC108140556|XP_017118905.1|DELE	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR
OG0002631	LOC108143758|XP_017123777.1|DELE	LOC6632593|XP_002056020.1|DVIR
OG0002632	LOC108139292|XP_017117478.1|DELE	LOC6630007|XP_002054769.1|DVIR
OG0002633	LOC108136756|XP_017113596.1|DELE	LOC6632845|XP_002056243.1|DVIR
OG0002634	LOC108139328|XP_017117527.1|DELE	LOC6634924|XP_015024863.1|DVIR
OG0002635	LOC108135135|XP_017111231.1|DELE, LOC108139243|XP_017117404.1|DELE	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR
OG0002636	LOC108141102|XP_017119799.1|DELE	LOC6634970|XP_002058717.1|DVIR
OG0002637	LOC108138207|XP_017115815.1|DELE	LOC6627882|XP_002052006.1|DVIR
OG0002638	LOC108148750|XP_017131434.1|DELE	LOC6635219|XP_002058407.1|DVIR
OG0002639	LOC108140537|XP_017118850.1|DELE	LOC6632841|XP_032289476.1|DVIR
OG0002640	LOC108139240|XP_017117400.1|DELE	LOC6634847|XP_032295195.1|DVIR
OG0002641	LOC108139116|XP_017117218.1|DELE	LOC6634941|XP_002058530.1|DVIR
OG0002642	LOC108139319|XP_017117515.1|DELE	LOC6634942|XP_002058531.2|DVIR
OG0002643	LOC108139318|XP_017117513.1|DELE	LOC6634943|XP_032295196.1|DVIR
OG0002644	LOC108148391|XP_017130907.1|DELE	LOC6634907|XP_002058559.2|DVIR
OG0002645	LOC108148396|XP_017130913.1|DELE	LOC6635113|XP_002058565.3|DVIR
OG0002646	LOC108139362|XP_017117577.1|DELE	LOC6629525|XP_002053327.1|DVIR
OG0002647	LOC108143872|XP_017123929.1|DELE	LOC6631002|XP_002053948.1|DVIR
OG0002648	LOC108141133|XP_017119844.1|DELE	LOC6630976|XP_015027552.1|DVIR
OG0002649	LOC108143976|XP_017124074.1|DELE	LOC6630304|XP_002054189.2|DVIR
OG0002650	LOC108143873|XP_017123930.1|DELE	LOC6631001|XP_002053947.1|DVIR
OG0002651	LOC108135076|XP_017111121.1|DELE	LOC6630890|XP_002053136.2|DVIR
OG0002652	LOC108140418|XP_017118627.1|DELE	LOC6632380|XP_002056003.1|DVIR
OG0002653	LOC108148652|XP_017131267.1|DELE	LOC6634933|XP_002058703.2|DVIR
OG0002654	LOC108148911|XP_017131716.1|DELE	LOC6634866|XP_002058701.2|DVIR
OG0002655	LOC108136826|XP_017113726.1|DELE	LOC6630088|XP_015027628.1|DVIR
OG0002656	LOC108135311|XP_017111489.1|DELE	LOC6632238|XP_002056086.1|DVIR
OG0002657	LOC108139242|XP_017117402.1|DELE	LOC116651819|XP_032294781.1|DVIR, LOC6630830|XP_015027010.1|DVIR, LOC116652017|XP_032295552.1|DVIR
OG0002658	LOC108143090|XP_017122796.1|DELE	LOC6632826|XP_002055912.1|DVIR
OG0002659	LOC108148909|XP_017131713.1|DELE	LOC6629697|XP_002053978.2|DVIR
OG0002660	LOC108138570|XP_017116339.1|DELE	LOC116651871|XP_032295006.1|DVIR, LOC6631788|XP_002054917.2|DVIR, LOC6631814|XP_002054916.3|DVIR
OG0002661	LOC108148677|XP_017131303.1|DELE	LOC6630909|XP_002054503.2|DVIR
OG0002662	LOC108144616|XP_017125128.1|DELE	LOC6626782|XP_002048868.2|DVIR
OG0002663	LOC108136761|XP_017113607.1|DELE	LOC6632224|XP_032288783.1|DVIR
OG0002664	LOC108134979|XP_017110995.1|DELE	LOC6635690|XP_032294736.1|DVIR
OG0002665	LOC108145549|XP_017126538.1|DELE	LOC6626435|XP_002050408.1|DVIR
OG0002666	LOC108145429|XP_017126327.1|DELE	LOC6626433|XP_032291562.1|DVIR
OG0002667	LOC108141541|XP_017120470.1|DELE	LOC6625345|XP_002050427.1|DVIR
OG0002668	LOC108146053|XP_017127351.1|DELE	LOC6623090|XP_002046391.1|DVIR
OG0002669	LOC108142065|XP_017121239.1|DELE	LOC6634373|XP_002057567.2|DVIR
OG0002670	LOC108142825|XP_017122378.1|DELE	LOC6624002|XP_002048292.1|DVIR
OG0002671	LOC108142214|XP_017121418.1|DELE	LOC6624557|XP_032291186.1|DVIR
OG0002672	LOC108144565|XP_017125082.1|DELE, LOC108137379|XP_017114526.1|DELE, LOC108145224|XP_017125969.1|DELE	LOC6625388|XP_032291864.1|DVIR
OG0002673	LOC108144514|XP_017124943.1|DELE	LOC6625549|XP_002049984.1|DVIR
OG0002674	LOC108141418|XP_017120279.1|DELE	LOC6625587|XP_032292247.1|DVIR
OG0002675	LOC108146895|XP_017128622.1|DELE	LOC116650698|XP_032291023.1|DVIR, LOC6624033|XP_002046400.1|DVIR
OG0002676	LOC108141405|XP_017120252.1|DELE	LOC6626232|XP_015029601.1|DVIR
OG0002677	LOC108136730|XP_017113550.1|DELE, LOC108147359|XP_017129278.1|DELE	LOC6624864|XP_002048883.2|DVIR
OG0002678	LOC108144370|XP_017124631.1|DELE	LOC6636494|XP_002059856.2|DVIR, LOC116651242|XP_032293119.1|DVIR
OG0002679	LOC108144395|XP_017124664.1|DELE	LOC6635320|XP_015024709.1|DVIR
OG0002680	LOC108147710|XP_017129923.1|DELE	LOC6636012|XP_002059512.2|DVIR
OG0002681	LOC108145248|XP_017126010.1|DELE	LOC6626444|XP_015029361.1|DVIR
OG0002682	LOC108146395|XP_017127882.1|DELE	LOC6636600|XP_002060037.1|DVIR
OG0002684	LOC108141623|XP_017120579.1|DELE	LOC6636728|XP_002060123.1|DVIR
OG0002685	LOC108146379|XP_017127859.1|DELE	LOC6623295|XP_032291406.1|DVIR
OG0002686	LOC108145711|XP_017126761.1|DELE	LOC6624133|XP_002047420.2|DVIR
OG0002687	LOC108146169|XP_017127553.1|DELE	LOC6622458|XP_015030656.1|DVIR
OG0002688	LOC108146718|XP_017128297.1|DELE	LOC6624633|XP_002046613.2|DVIR
OG0002689	LOC108137610|XP_017114873.1|DELE	LOC6636656|XP_002060134.3|DVIR
OG0002690	LOC108150365|XP_017133992.1|DELE	LOC6623211|XP_002048545.2|DVIR
OG0002691	LOC108149192|XP_017132104.1|DELE	LOC6627023|XP_032292559.1|DVIR
OG0002692	LOC108144861|XP_017125498.1|DELE	LOC6625794|XP_002049990.2|DVIR
OG0002693	LOC108146277|XP_017127705.1|DELE	LOC6622257|XP_002046376.1|DVIR
OG0002694	LOC108134808|XP_017110749.1|DELE	LOC6625751|XP_002050525.1|DVIR
OG0002695	LOC108147449|XP_017129466.1|DELE	LOC6624301|XP_002046357.1|DVIR
OG0002696	LOC108146891|XP_017128616.1|DELE	LOC6624018|XP_002046263.1|DVIR
OG0002697	LOC108142746|XP_017122261.1|DELE	LOC6623630|XP_002048297.2|DVIR
OG0002698	LOC108146119|XP_017127441.1|DELE	LOC6623148|XP_002046097.1|DVIR
OG0002699	LOC108146896|XP_017128625.1|DELE	LOC6624128|XP_032290421.1|DVIR
OG0002700	LOC108145909|XP_017127057.1|DELE	LOC6624275|XP_015031261.1|DVIR
OG0002701	LOC108143507|XP_017123466.1|DELE	LOC6626896|XP_032292027.1|DVIR
OG0002702	LOC108137581|XP_017114804.1|DELE, LOC108143409|XP_017123287.1|DELE	LOC6635990|XP_032291822.1|DVIR
OG0002703	LOC108141555|XP_017120483.1|DELE	LOC6635870|XP_032292207.1|DVIR
OG0002704	LOC108144589|XP_017125078.1|DELE	LOC6636474|XP_002059923.1|DVIR
OG0002705	LOC108142495|XP_017121879.1|DELE	LOC6623654|XP_032290414.1|DVIR
OG0002706	LOC108144372|XP_017124634.1|DELE	LOC6636403|XP_002059860.2|DVIR, LOC116650969|XP_032292216.1|DVIR
OG0002707	LOC108146036|XP_017127317.1|DELE	LOC116649739|XP_032289273.1|DVIR, LOC6622609|XP_032291371.1|DVIR
OG0002708	LOC108146203|XP_017127610.1|DELE	LOC6623578|XP_002046204.1|DVIR
OG0002709	LOC108143483|XP_017123419.1|DELE	LOC6635980|XP_002059409.1|DVIR, LOC116650853|XP_032291624.1|DVIR
OG0002710	LOC108145397|XP_017126285.1|DELE	LOC6635886|XP_002059411.1|DVIR, LOC116650883|XP_032291737.1|DVIR
OG0002711	LOC108145402|XP_017126290.1|DELE	LOC116650916|XP_032291959.1|DVIR, LOC6635885|XP_002059410.2|DVIR
OG0002712	LOC108144728|XP_017125314.1|DELE	LOC6626473|XP_015030010.1|DVIR
OG0002713	LOC108143502|XP_017123451.1|DELE	LOC6625183|XP_032291966.1|DVIR
OG0002714	LOC108149614|XP_017132814.1|DELE	LOC6627083|XP_002048787.3|DVIR
OG0002715	LOC108150034|XP_017133486.1|DELE	LOC6631705|XP_032295599.1|DVIR
OG0002716	LOC108144300|XP_017124476.1|DELE	LOC6635853|XP_032292106.1|DVIR
OG0002717	LOC108143953|XP_017124039.1|DELE	LOC6631242|XP_002053643.1|DVIR
OG0002718	LOC108142221|XP_017121425.1|DELE	LOC6623902|XP_002046864.2|DVIR
OG0002719	LOC108135581|XP_017111867.1|DELE	LOC6629673|XP_002053656.1|DVIR
OG0002720	LOC108147543|XP_017129617.1|DELE	LOC6624282|XP_002046933.3|DVIR
OG0002721	LOC108138747|XP_017116636.1|DELE	LOC6634257|XP_002057643.1|DVIR
OG0002722	LOC108143328|XP_017123137.1|DELE	LOC6635983|XP_002059301.1|DVIR
OG0002723	LOC108144217|XP_017124380.1|DELE	LOC6625042|XP_002048813.1|DVIR
OG0002724	LOC108143002|XP_017122672.1|DELE	LOC6630336|XP_002053011.1|DVIR
OG0002725	LOC108146230|XP_017127643.1|DELE	LOC6622854|XP_002047549.1|DVIR
OG0002726	LOC108146033|XP_017127312.1|DELE	LOC6624184|XP_002047426.1|DVIR
OG0002727	LOC108145708|XP_017126758.1|DELE	LOC6622691|XP_002047242.1|DVIR
OG0002728	LOC108143289|XP_017123093.1|DELE	LOC6625156|XP_002050617.2|DVIR
OG0002729	LOC108150224|XP_017133755.1|DELE	LOC6623602|XP_015031378.1|DVIR
OG0002730	LOC108136430|XP_017113063.1|DELE	LOC6624832|XP_032292847.1|DVIR
OG0002731	LOC108146114|XP_017127435.1|DELE	LOC6622810|XP_002046481.1|DVIR
OG0002732	LOC108144608|XP_017125119.1|DELE	LOC6626917|XP_002050971.1|DVIR
OG0002733	LOC108144643|XP_017125175.1|DELE, LOC108137635|XP_017114927.1|DELE	LOC6628364|XP_002052553.1|DVIR
OG0002734	LOC108134541|XP_017110380.1|DELE	LOC6625793|XP_032292636.1|DVIR
OG0002735	LOC108141440|XP_017120321.1|DELE	LOC6626998|XP_032292404.1|DVIR
OG0002736	LOC108141346|XP_017120148.1|DELE	LOC6626356|XP_015029564.1|DVIR
OG0002737	LOC108142630|XP_017122110.1|DELE	LOC6622704|XP_002047726.1|DVIR
OG0002738	LOC108146264|XP_017127692.1|DELE	LOC6636917|XP_002060373.1|DVIR
OG0002739	LOC108142784|XP_017122318.1|DELE	LOC6622761|XP_002048009.1|DVIR
OG0002740	LOC108142783|XP_017122317.1|DELE	LOC6622780|XP_015030543.1|DVIR
OG0002741	LOC108145468|XP_017126407.1|DELE	LOC6626820|XP_002050172.2|DVIR
OG0002742	LOC108141507|XP_017120424.1|DELE	LOC116649723|XP_032291832.1|DVIR, LOC6625018|XP_032288944.1|DVIR
OG0002743	LOC108146141|XP_017127484.1|DELE	LOC6624454|XP_002046626.1|DVIR
OG0002744	LOC108142415|XP_017121757.1|DELE	LOC6623930|XP_015031503.1|DVIR
OG0002745	LOC108146287|XP_017127721.1|DELE	LOC6622122|XP_002046554.1|DVIR
OG0002746	LOC108141436|XP_017120311.1|DELE	LOC6626536|XP_002050660.2|DVIR
OG0002747	LOC108140788|XP_017119269.1|DELE	LOC6630543|XP_015026933.1|DVIR
OG0002748	LOC108144471|XP_017124870.1|DELE	LOC6625319|XP_002050414.1|DVIR
OG0002749	LOC108144408|XP_017124734.1|DELE	LOC6625424|XP_032292005.1|DVIR
OG0002750	LOC108149793|XP_017133146.1|DELE	LOC6626681|XP_032292395.1|DVIR
OG0002751	LOC108136506|XP_017113244.1|DELE, LOC108147055|XP_017128829.1|DELE	LOC6626824|XP_015029215.1|DVIR
OG0002752	LOC108143519|XP_017123492.1|DELE, LOC108140854|XP_017119328.1|DELE	LOC6625709|XP_002050330.1|DVIR
OG0002753	LOC108149074|XP_017131931.1|DELE	LOC6636371|XP_032292061.1|DVIR
OG0002754	LOC108142583|XP_017122029.1|DELE	LOC6623627|XP_032290833.1|DVIR
OG0002755	LOC108139132|XP_017117238.1|DELE	LOC6626983|XP_032291767.1|DVIR
OG0002756	LOC108142522|XP_017121930.1|DELE	LOC6622643|XP_032291086.1|DVIR
OG0002757	LOC108150187|XP_017133673.1|DELE	LOC6623304|XP_015031281.1|DVIR
OG0002758	LOC108144765|XP_017125361.1|DELE	LOC6624814|XP_032291552.1|DVIR
OG0002759	LOC108144523|XP_017124960.1|DELE	LOC6635807|XP_015024248.1|DVIR
OG0002760	LOC108141469|XP_017120364.1|DELE	LOC6625268|XP_002050631.1|DVIR
OG0002761	LOC108145142|XP_017125846.1|DELE, LOC108145136|XP_017125839.1|DELE	LOC6626989|XP_015029270.1|DVIR
OG0002762	LOC108138873|XP_017116892.1|DELE	LOC6625078|XP_015029019.1|DVIR
OG0002763	LOC108150186|XP_017133671.1|DELE	LOC6623647|XP_002046793.1|DVIR
OG0002764	LOC108135592|XP_017111882.1|DELE	LOC6623468|XP_002046817.1|DVIR
OG0002765	LOC108144567|XP_017125040.1|DELE	LOC6626023|XP_032291572.1|DVIR
OG0002766	LOC108144868|XP_017125508.1|DELE	LOC6626024|XP_002050439.1|DVIR
OG0002767	LOC108144423|XP_017124768.1|DELE	LOC6625731|XP_002051052.2|DVIR
OG0002768	LOC108144492|XP_017124912.1|DELE	LOC6625305|XP_002049969.2|DVIR
OG0002769	LOC108144786|XP_017125386.1|DELE	LOC6635940|XP_002059292.1|DVIR
OG0002770	LOC108138229|XP_017115841.1|DELE	LOC6628480|XP_002052561.1|DVIR
OG0002771	LOC108150257|XP_017133817.1|DELE	LOC6623740|XP_032291359.1|DVIR
OG0002772	LOC108150341|XP_017133957.1|DELE	LOC6624125|XP_002047112.1|DVIR
OG0002773	LOC108145037|XP_017125711.1|DELE	LOC6625837|XP_002050496.1|DVIR
OG0002774	LOC108143614|XP_017123628.1|DELE	LOC6627037|XP_015030107.2|DVIR
OG0002775	LOC108135641|XP_017111951.1|DELE	LOC6622812|XP_032290641.1|DVIR
OG0002776	LOC108142724|XP_017122236.1|DELE	LOC6622701|XP_002047725.1|DVIR
OG0002777	LOC108146988|XP_017128741.1|DELE	LOC6623958|XP_002047022.1|DVIR
OG0002778	LOC108146801|XP_017128469.1|DELE	LOC6622143|XP_032290387.1|DVIR
OG0002779	LOC108146836|XP_017128523.1|DELE	LOC6624079|XP_015030843.1|DVIR
OG0002780	LOC108141146|XP_017119860.1|DELE	LOC6630701|XP_002054641.1|DVIR
OG0002781	LOC108149819|XP_017133178.1|DELE	LOC6626092|XP_002049401.1|DVIR
OG0002782	LOC108146003|XP_017127246.1|DELE	LOC6622702|XP_032290315.1|DVIR
OG0002783	LOC108146420|XP_017127913.1|DELE	LOC6623896|XP_002046832.2|DVIR
OG0002784	LOC108143422|XP_017123315.1|DELE	LOC6626038|XP_002050805.1|DVIR
OG0002785	LOC108143232|XP_017123018.1|DELE	LOC6624395|XP_002047462.2|DVIR
OG0002786	LOC108146841|XP_017128529.1|DELE	LOC6622116|XP_002046509.1|DVIR
OG0002787	LOC108142675|XP_017122169.1|DELE	LOC6624048|XP_002046857.1|DVIR
OG0002788	LOC108142676|XP_017122170.1|DELE	LOC6624013|XP_002046856.2|DVIR
OG0002789	LOC108142671|XP_017122165.1|DELE	LOC6623950|XP_002048288.1|DVIR
OG0002790	LOC108150313|XP_017133918.1|DELE	LOC6623377|XP_032291122.1|DVIR
OG0002791	LOC108146313|XP_017127763.1|DELE	LOC6624435|XP_002047585.1|DVIR
OG0002792	LOC108145011|XP_017125665.1|DELE	LOC6626191|XP_032292619.1|DVIR
OG0002793	LOC108150198|XP_017133698.1|DELE	LOC6622490|XP_002046992.1|DVIR
OG0002794	LOC108147446|XP_017129460.1|DELE	LOC6623944|XP_002047402.2|DVIR
OG0002795	LOC108142451|XP_017121808.1|DELE	LOC6623384|XP_002047312.1|DVIR
OG0002796	LOC108147539|XP_017129613.1|DELE	LOC6624661|XP_002047197.1|DVIR
OG0002797	LOC108150124|XP_017133580.1|DELE	LOC6623500|XP_002047803.1|DVIR
OG0002798	LOC108139026|XP_017117120.1|DELE	LOC6628664|XP_002051820.1|DVIR
OG0002799	LOC108145958|XP_017127165.1|DELE	LOC6623472|XP_002047782.2|DVIR
OG0002800	LOC108146694|XP_017128242.1|DELE	LOC6622922|XP_032291382.1|DVIR
OG0002801	LOC108144462|XP_017124852.1|DELE	LOC6625045|XP_015029596.1|DVIR
OG0002802	LOC108144419|XP_017124759.1|DELE	LOC6627090|XP_032291676.1|DVIR
OG0002803	LOC108138817|XP_017116805.1|DELE	LOC6627935|XP_002052660.1|DVIR
OG0002804	LOC108134645|XP_017110526.1|DELE	LOC6626413|XP_002050911.2|DVIR
OG0002805	LOC108137251|XP_017114327.1|DELE, LOC108145387|XP_017126271.1|DELE	LOC6626872|XP_002049616.2|DVIR
OG0002806	LOC108146361|XP_017127827.1|DELE	LOC6624423|XP_002047586.1|DVIR
OG0002807	LOC108141284|XP_017120041.1|DELE	LOC6626233|XP_002048857.1|DVIR
OG0002808	LOC108144470|XP_017124867.1|DELE	LOC6625334|XP_002050416.1|DVIR
OG0002809	LOC108146638|XP_017128171.1|DELE	LOC6623951|XP_002046914.1|DVIR
OG0002810	LOC108145951|XP_017127149.1|DELE	LOC6623206|XP_032291453.1|DVIR
OG0002811	LOC108142669|XP_017122162.1|DELE	LOC6624329|XP_002048507.1|DVIR
OG0002812	LOC108138508|XP_017116245.1|DELE	LOC6626302|XP_002048781.2|DVIR
OG0002813	LOC108145154|XP_017125859.1|DELE	LOC6627127|XP_032292683.1|DVIR
OG0002814	LOC108145212|XP_017125941.1|DELE	LOC6624754|XP_032291963.1|DVIR
OG0002815	LOC108144628|XP_017125148.1|DELE	LOC6636385|XP_002059801.1|DVIR
OG0002816	LOC108145188|XP_017125919.1|DELE	LOC6625205|XP_002050301.1|DVIR
OG0002817	LOC108134654|XP_017110536.1|DELE	LOC6625563|XP_002050042.1|DVIR
OG0002818	LOC108144325|XP_017124519.1|DELE	LOC6626359|XP_002050862.1|DVIR
OG0002819	LOC108147467|XP_017129494.1|DELE	LOC6622385|XP_032290347.1|DVIR
OG0002820	LOC108147532|XP_017129605.1|DELE	LOC6624431|XP_002046402.2|DVIR, LOC116650136|XP_032289344.1|DVIR
OG0002821	LOC108146827|XP_017128508.1|DELE	LOC6622859|XP_015031462.1|DVIR
OG0002822	LOC108143593|XP_017123602.1|DELE	LOC6626758|XP_002050709.1|DVIR
OG0002823	LOC108149623|XP_017132841.1|DELE	LOC6635921|XP_002059361.2|DVIR
OG0002824	LOC108143531|XP_017123513.1|DELE	LOC6635988|XP_002059306.1|DVIR
OG0002825	LOC108143221|XP_017123006.1|DELE	LOC6622435|XP_002047949.1|DVIR
OG0002826	LOC108143421|XP_017123314.1|DELE	LOC6625597|XP_002048835.1|DVIR
OG0002827	LOC108135328|XP_017111505.1|DELE	LOC6636253|XP_002059722.1|DVIR
OG0002828	LOC108145236|XP_017125991.1|DELE	LOC6625640|XP_032292353.1|DVIR
OG0002829	LOC108144694|XP_017125257.1|DELE	LOC6635946|XP_002059298.1|DVIR
OG0002830	LOC108149742|XP_017133009.1|DELE	LOC6626606|XP_032291979.1|DVIR
OG0002831	LOC108141886|XP_017120988.1|DELE	LOC6627605|XP_015028026.1|DVIR
OG0002832	LOC108141873|XP_017120956.1|DELE	LOC6633948|XP_032293760.1|DVIR
OG0002833	LOC108141487|XP_017120389.1|DELE	LOC6626646|XP_015030073.1|DVIR
OG0002834	LOC108141465|XP_017120360.1|DELE	LOC6626932|XP_015029713.1|DVIR
OG0002835	LOC108137955|XP_017115404.1|DELE	LOC6636499|XP_002059805.1|DVIR
OG0002836	LOC108143528|XP_017123502.1|DELE	LOC6636341|XP_032292013.1|DVIR
OG0002837	LOC108148543|XP_017131078.1|DELE	LOC6625350|XP_032292536.1|DVIR
OG0002838	LOC108137542|XP_017114754.1|DELE	LOC6626014|XP_002050238.1|DVIR
OG0002839	LOC108144508|XP_017124931.1|DELE	LOC6625318|XP_002050413.1|DVIR
OG0002840	LOC108135252|XP_017111408.1|DELE	LOC6633988|XP_002057852.1|DVIR
OG0002841	LOC108134720|XP_017110609.1|DELE	LOC6628262|XP_002052542.1|DVIR
OG0002842	LOC108149467|XP_017132564.1|DELE	LOC6634063|XP_002057865.1|DVIR
OG0002843	LOC108149641|XP_017132865.1|DELE	LOC6626981|XP_002048798.1|DVIR
OG0002844	LOC108136056|XP_017112479.1|DELE	LOC116649856|XP_032288960.1|DVIR, LOC6622536|XP_002048434.2|DVIR
OG0002845	LOC108147797|XP_017130025.1|DELE	LOC6628793|XP_002051936.2|DVIR
OG0002846	LOC108149932|XP_017133336.1|DELE	LOC6635882|XP_015024236.1|DVIR
OG0002847	LOC108147790|XP_017130018.1|DELE	LOC6628792|XP_002051935.1|DVIR
OG0002848	LOC108149437|XP_017132508.1|DELE	LOC6628645|XP_002052803.1|DVIR
OG0002849	LOC108148261|XP_017130688.1|DELE	LOC6628248|XP_002051459.1|DVIR
OG0002850	LOC108149506|XP_017132622.1|DELE	LOC6634315|XP_002057455.1|DVIR
OG0002851	LOC108142009|XP_017121165.1|DELE	LOC6627825|XP_002051138.3|DVIR
OG0002852	LOC108144855|XP_017125492.1|DELE	LOC6625392|XP_002050137.1|DVIR
OG0002853	LOC108150487|XP_017134182.1|DELE	LOC6634165|XP_002057532.1|DVIR
OG0002854	LOC108138957|XP_017117026.1|DELE	LOC6628786|XP_002051929.1|DVIR
OG0002855	LOC108135243|XP_017111395.1|DELE	LOC6627543|XP_015028459.1|DVIR
OG0002856	LOC108150720|XP_017134502.1|DELE	LOC6628076|XP_015028184.1|DVIR
OG0002857	LOC108135228|XP_017111358.1|DELE	LOC6628784|XP_002051067.2|DVIR
OG0002858	LOC108149330|XP_017132283.1|DELE	LOC6628099|XP_032294564.1|DVIR
OG0002859	LOC108148028|XP_017130356.1|DELE	LOC6629119|XP_002052111.1|DVIR
OG0002860	LOC108141585|XP_017120521.1|DELE	LOC6629024|XP_002051371.1|DVIR
OG0002861	LOC108135341|XP_017111522.1|DELE	LOC6628768|XP_015028498.1|DVIR
OG0002862	LOC108147960|XP_017130244.1|DELE	LOC6629067|XP_032293560.1|DVIR
OG0002863	LOC108134752|XP_017110683.1|DELE	LOC6628683|XP_002051875.1|DVIR
OG0002864	LOC108134754|XP_017110684.1|DELE	LOC6628682|XP_015028277.1|DVIR
OG0002865	LOC108147368|XP_017129293.1|DELE	LOC6625557|XP_002048893.1|DVIR
OG0002866	LOC108146367|XP_017127840.1|DELE	LOC6624386|XP_002046921.1|DVIR
OG0002867	LOC108149231|XP_017132156.1|DELE	LOC6634278|XP_002057695.3|DVIR
