Orthogroup	DELE.longest_only	DALB.longest_only
OG0001840	LOC108150443|XP_017134091.1|DELE, LOC108150520|XP_017134235.1|DELE	LOC117565293|XP_034100218.1|DALB
OG0001841	LOC108146485|XP_017128003.1|DELE, LOC108146486|XP_017128004.1|DELE	LOC117568968|XP_034105817.1|DALB
OG0001842	LOC108145648|XP_017126686.1|DELE	LOC117570610|XP_034108259.1|DALB
OG0001843	LOC108146066|XP_017127368.1|DELE, LOC108146068|XP_017127371.1|DELE	LOC117570083|XP_034107415.1|DALB, LOC117566514|XP_034101946.1|DALB, LOC117566513|XP_034101944.1|DALB
OG0001844	LOC108136046|XP_017112465.1|DELE, LOC108136047|XP_017112466.1|DELE, LOC108136043|XP_017112463.1|DELE	LOC117568714|XP_034105421.1|DALB
OG0001845	LOC108141732|XP_017120715.1|DELE	LOC117568380|XP_034104880.1|DALB
OG0001846	LOC108140443|XP_017118663.1|DELE, LOC108140445|XP_017118665.1|DELE	LOC117575104|XP_034115097.1|DALB
OG0001848	LOC108140077|XP_017118269.1|DELE	LOC117573245|XP_034112195.1|DALB
OG0001849	LOC108136960|XP_017113934.1|DELE	LOC117574913|XP_034114850.1|DALB, LOC117575504|XP_034115638.1|DALB
OG0001850	LOC108145306|XP_017126134.1|DELE	LOC117573070|XP_034111829.1|DALB
OG0001851	LOC108145275|XP_017126057.1|DELE	LOC117573088|XP_034111871.1|DALB
OG0001852	LOC108146021|XP_017127287.1|DELE	LOC117567048|XP_034102656.1|DALB
OG0001853	LOC108148589|XP_017131125.1|DELE	LOC117573835|XP_034113159.1|DALB
OG0001854	LOC108137682|XP_017115031.1|DELE	LOC117566365|XP_034101754.1|DALB
OG0001855	LOC108144275|XP_017124451.1|DELE	LOC117569054|XP_034105955.1|DALB
OG0001856	LOC108136537|XP_017113316.1|DELE	LOC117578103|XP_034119171.1|DALB
OG0001857	LOC108144403|XP_017124701.1|DELE	LOC117573494|XP_034112616.1|DALB
OG0001858	LOC108136640|XP_017113448.1|DELE	LOC117570007|XP_034107310.1|DALB
OG0001859	LOC108140850|XP_017119324.1|DELE	LOC117577748|XP_034118551.1|DALB
OG0001860	LOC108135614|XP_017111918.1|DELE	LOC117569627|XP_034106755.1|DALB
OG0001862	LOC108144988|XP_017125635.1|DELE	LOC117574866|XP_034114774.1|DALB, LOC117575031|XP_034115001.1|DALB
OG0001863	LOC108138541|XP_017116300.1|DELE	LOC117564266|XP_034098863.1|DALB, LOC117564256|XP_034098853.1|DALB
OG0001864	LOC108150315|XP_017133922.1|DELE	LOC117576309|XP_034116855.1|DALB
OG0001865	LOC108150041|XP_017133492.1|DELE	LOC117567273|XP_034103031.1|DALB
OG0001866	LOC108135905|XP_017112315.1|DELE	LOC117575801|XP_034116070.1|DALB
OG0001867	LOC108135574|XP_017111834.1|DELE	LOC117572102|XP_034110601.1|DALB
OG0001868	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE	LOC117563849|XP_034098269.1|DALB
OG0001869	LOC108140406|XP_017118611.1|DELE	LOC117575740|XP_034115980.1|DALB
OG0001870	LOC108140658|XP_017119083.1|DELE	LOC117568087|XP_034104360.1|DALB
OG0001871	LOC108142827|XP_017122380.1|DELE	LOC117569373|XP_034106398.1|DALB
OG0001872	LOC108148998|XP_017131829.1|DELE	LOC117575605|XP_034115768.1|DALB
OG0001873	LOC108141110|XP_017119814.1|DELE	LOC117574993|XP_034114953.1|DALB
OG0001874	LOC108143924|XP_017123997.1|DELE	LOC117573073|XP_034111843.1|DALB
OG0001875	LOC108144075|XP_017124214.1|DELE	LOC117576755|XP_034117683.1|DALB
OG0001876	LOC108134948|XP_017110962.1|DELE	LOC117567146|XP_034102849.1|DALB
OG0001877	LOC108141161|XP_017119881.1|DELE	LOC117578147|XP_034119255.1|DALB
OG0001878	LOC108147288|XP_017129195.1|DELE	LOC117573768|XP_034113054.1|DALB
OG0001879	LOC108144005|XP_017124115.1|DELE	LOC117573130|XP_034111949.1|DALB
OG0001880	LOC108135824|XP_017112195.1|DELE	LOC117575819|XP_034116110.1|DALB
OG0001881	LOC108135860|XP_017112250.1|DELE	LOC117576218|XP_034116715.1|DALB
OG0001883	LOC108148591|XP_017131135.1|DELE, LOC108148705|XP_017131345.1|DELE	LOC117573866|XP_034113232.1|DALB
OG0001885	LOC108138296|XP_017115940.1|DELE	LOC117564664|XP_034099418.1|DALB, LOC117565485|XP_034100478.1|DALB
OG0001886	LOC108143067|XP_017122770.1|DELE	LOC117576949|XP_034117998.1|DALB
OG0001887	LOC108143287|XP_017123091.1|DELE	LOC117569788|XP_034106981.1|DALB
OG0001888	LOC108141107|XP_017119807.1|DELE	LOC117575854|XP_034116165.1|DALB
OG0001889	LOC108136636|XP_017113444.1|DELE	LOC117570571|XP_034108201.1|DALB
OG0001890	LOC108142867|XP_017122430.1|DELE	LOC117571216|XP_034109155.1|DALB
OG0001891	LOC108136805|XP_017113690.1|DELE	LOC117576520|XP_034117229.1|DALB
OG0001892	LOC108145645|XP_017126675.1|DELE	LOC117564533|XP_034099245.1|DALB
OG0001893	LOC108147279|XP_017129184.1|DELE	LOC117575416|XP_034115490.1|DALB
OG0001894	LOC108149633|XP_017132852.1|DELE	LOC117570940|XP_034108762.1|DALB
OG0001895	LOC108145273|XP_017126052.1|DELE	LOC117573252|XP_034112220.1|DALB
OG0001896	LOC108135457|XP_017111690.1|DELE	LOC117565240|XP_034100141.1|DALB
OG0001897	LOC108135117|XP_017111197.1|DELE	LOC117576774|XP_034117716.1|DALB
OG0001898	LOC108137738|XP_017115125.1|DELE	LOC117567000|XP_034102570.1|DALB
OG0001899	LOC108135756|XP_017112087.1|DELE	LOC117573998|XP_034113438.1|DALB
OG0001900	LOC108145680|XP_017126725.1|DELE	LOC117572336|XP_034110967.1|DALB
OG0001901	LOC108135227|XP_017111345.1|DELE	LOC117565918|XP_034101178.1|DALB
OG0001903	LOC108141165|XP_017119882.1|DELE	LOC117576066|XP_034116491.1|DALB
OG0001904	LOC108148647|XP_017131261.1|DELE	LOC117574034|XP_034113520.1|DALB
OG0001905	LOC108142432|XP_017121781.1|DELE	LOC117578133|XP_034119230.1|DALB
OG0001906	LOC108140551|XP_017118890.1|DELE	LOC117576938|XP_034117974.1|DALB
OG0001907	LOC108141624|XP_017120580.1|DELE	LOC117574408|XP_034114140.1|DALB
OG0001908	LOC108140388|XP_017118584.1|DELE	LOC117576966|XP_034118034.1|DALB
OG0001909	LOC108136487|XP_017113190.1|DELE	LOC117568988|XP_034105854.1|DALB
OG0001910	LOC108135131|XP_017111228.1|DELE	LOC117573914|XP_034113314.1|DALB
OG0001911	LOC108135070|XP_017111117.1|DELE	LOC117573999|XP_034113455.1|DALB
OG0001912	LOC108144902|XP_017125553.1|DELE	LOC117572451|XP_034111174.1|DALB
OG0001913	LOC108135303|XP_017111476.1|DELE	LOC117563883|XP_034098331.1|DALB
OG0001914	LOC108136758|XP_017113597.1|DELE	LOC117576828|XP_034117793.1|DALB
OG0001915	LOC108146363|XP_017127830.1|DELE	LOC117570183|XP_034107550.1|DALB
OG0001916	LOC108145177|XP_017125902.1|DELE	LOC117569257|XP_034106222.1|DALB
OG0001917	LOC108142211|XP_017121410.1|DELE	LOC117572151|XP_034110681.1|DALB
OG0001918	LOC108146405|XP_017127895.1|DELE	LOC117570031|XP_034107345.1|DALB
OG0001919	LOC108144685|XP_017125239.1|DELE	LOC117566910|XP_034102421.1|DALB
OG0001920	LOC108146082|XP_017127390.1|DELE	LOC117572234|XP_034110804.1|DALB
OG0001921	LOC108149144|XP_017132040.1|DELE	LOC117568163|XP_034104482.1|DALB
OG0001922	LOC108149188|XP_017132097.1|DELE	LOC117569180|XP_034106140.1|DALB
OG0001923	LOC108146739|XP_017128333.1|DELE	LOC117567544|XP_034103483.1|DALB
OG0001924	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE	LOC117566044|XP_034101385.1|DALB
OG0001925	LOC108147456|XP_017129474.1|DELE	LOC117567302|XP_034103077.1|DALB
OG0001926	LOC108147485|XP_017129529.1|DELE	LOC117570109|XP_034107460.1|DALB
OG0001927	LOC108137942|XP_017115389.1|DELE	LOC117568201|XP_034104560.1|DALB
OG0001928	LOC108150264|XP_017133835.1|DELE	LOC117570980|XP_034108818.1|DALB
OG0001929	LOC108150175|XP_017133636.1|DELE	LOC117570178|XP_034107547.1|DALB
OG0001930	LOC108138668|XP_017116502.1|DELE	LOC117566414|XP_034101825.1|DALB
OG0001931	LOC108150113|XP_017133566.1|DELE	LOC117567659|XP_034103668.1|DALB
OG0001932	LOC108150221|XP_017133753.1|DELE	LOC117572180|XP_034110723.1|DALB
OG0001933	LOC108144405|XP_017124725.1|DELE	LOC117571747|XP_034109985.1|DALB
OG0001934	LOC108150361|XP_017133984.1|DELE	LOC117567747|XP_034103824.1|DALB
OG0001935	LOC108146318|XP_017127770.1|DELE	LOC117567389|XP_034103229.1|DALB, LOC117567388|XP_034103228.1|DALB
OG0001937	LOC108144588|XP_017125073.1|DELE	LOC117567930|XP_034104109.1|DALB
OG0001938	LOC108144373|XP_017124636.1|DELE	LOC117571079|XP_034108947.1|DALB
OG0001939	LOC108145399|XP_017126287.1|DELE	LOC117567165|XP_034102869.1|DALB
OG0001940	LOC108149603|XP_017132786.1|DELE	LOC117570207|XP_034107586.1|DALB
OG0001941	LOC108146530|XP_017128057.1|DELE	LOC117570612|XP_034108261.1|DALB
OG0001942	LOC108145114|XP_017125812.1|DELE	LOC117569339|XP_034106360.1|DALB
OG0001943	LOC108145736|XP_017126787.1|DELE	LOC117569265|XP_034106256.1|DALB
OG0001944	LOC108146091|XP_017127408.1|DELE	LOC117567517|XP_034103452.1|DALB
OG0001945	LOC108149571|XP_017132695.1|DELE	LOC117568442|XP_034105001.1|DALB
OG0001946	LOC108149636|XP_017132857.1|DELE	LOC117567152|XP_034102857.1|DALB
OG0001947	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE	LOC117569438|XP_034106492.1|DALB
OG0001948	LOC108136527|XP_017113290.1|DELE	LOC117567176|XP_034102889.1|DALB
OG0001949	LOC108142573|XP_017122013.1|DELE	LOC117572290|XP_034110891.1|DALB
OG0001950	LOC108137449|XP_017114627.1|DELE	LOC117576871|XP_034117863.1|DALB
OG0001951	LOC108137524|XP_017114727.1|DELE	LOC117571256|XP_034109201.1|DALB
OG0001952	LOC108146773|XP_017128405.1|DELE	LOC117569738|XP_034106907.1|DALB
OG0001953	LOC108149123|XP_017132012.1|DELE	LOC117568405|XP_034104931.1|DALB
OG0001954	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE	LOC117571339|XP_034109324.1|DALB
OG0001955	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE	LOC117569151|XP_034106102.1|DALB
OG0001956	LOC108135568|XP_017111816.1|DELE	LOC117567061|XP_034102677.1|DALB
OG0001957	LOC108145221|XP_017125965.1|DELE	LOC117567155|XP_034102858.1|DALB
OG0001958	LOC108138774|XP_017116727.1|DELE	LOC117567959|XP_034104152.1|DALB
OG0001959	LOC108142222|XP_017121426.1|DELE	LOC117569024|XP_034105904.1|DALB
OG0001960	LOC108145881|XP_017127016.1|DELE	LOC117567844|XP_034103986.1|DALB
OG0001961	LOC108144723|XP_017125307.1|DELE	LOC117569859|XP_034107084.1|DALB
OG0001962	LOC108149632|XP_017132851.1|DELE	LOC117570937|XP_034108756.1|DALB
OG0001963	LOC108146878|XP_017128599.1|DELE	LOC117571133|XP_034109026.1|DALB, LOC117564498|XP_034099209.1|DALB
OG0001964	LOC108142680|XP_017122173.1|DELE	LOC117571404|XP_034109429.1|DALB
OG0001965	LOC108142439|XP_017121792.1|DELE	LOC117570818|XP_034108569.1|DALB
OG0001966	LOC108140680|XP_017119115.1|DELE	LOC117573978|XP_034113415.1|DALB
OG0001967	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE	LOC117571997|XP_034110399.1|DALB
OG0001968	LOC108150117|XP_017133570.1|DELE	LOC117572095|XP_034110591.1|DALB, LOC117568109|XP_034104391.1|DALB, LOC117566368|XP_034101756.1|DALB
OG0001969	LOC108149640|XP_017132864.1|DELE	LOC117570934|XP_034108753.1|DALB
OG0001970	LOC108137555|XP_017114770.1|DELE	LOC117568123|XP_034104419.1|DALB
OG0001971	LOC108144959|XP_017125594.1|DELE	LOC117570341|XP_034107787.1|DALB
OG0001972	LOC108149621|XP_017132842.1|DELE	LOC117567368|XP_034103201.1|DALB
OG0001973	LOC108143461|XP_017123384.1|DELE	LOC117568040|XP_034104275.1|DALB
OG0001974	LOC108143458|XP_017123381.1|DELE	LOC117568879|XP_034105670.1|DALB, LOC117566678|XP_034102117.1|DALB
OG0001975	LOC108145710|XP_017126760.1|DELE	LOC117568677|XP_034105372.1|DALB
OG0001976	LOC108144552|XP_017125015.1|DELE	LOC117567762|XP_034103844.1|DALB
OG0001977	LOC108135219|XP_017111331.1|DELE	LOC117565036|XP_034099875.1|DALB
OG0001978	LOC108149543|XP_017132669.1|DELE	LOC117564558|XP_034099282.1|DALB
OG0001979	LOC108138155|XP_017115732.1|DELE	LOC117565849|XP_034101058.1|DALB
OG0001980	LOC108147806|XP_017130040.1|DELE	LOC117563279|XP_034097404.1|DALB
OG0001981	LOC108149332|XP_017132288.1|DELE	LOC117564365|XP_034098972.1|DALB
OG0001982	LOC108137058|XP_017114054.1|DELE	LOC117565723|XP_034100863.1|DALB
OG0001983	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE	LOC117564480|XP_034099171.1|DALB
OG0001984	LOC108148215|XP_017130618.1|DELE	LOC117564400|XP_034099015.1|DALB
OG0001985	LOC108141798|XP_017120845.1|DELE	LOC117563530|XP_034097801.1|DALB
OG0001986	LOC108150697|XP_017134449.1|DELE	LOC117563469|XP_034097715.1|DALB, LOC117563476|XP_034097724.1|DALB
OG0001987	LOC108136295|XP_017112869.1|DELE	LOC117578226|XP_034119491.1|DALB
OG0001988	LOC108144453|XP_017124833.1|DELE	LOC117567652|XP_034103655.1|DALB
OG0001989	LOC108149153|XP_017132044.1|DELE	LOC117564545|XP_034099259.1|DALB
OG0001992	LOC108138257|XP_017115890.1|DELE	LOC117564714|XP_034099486.1|DALB
OG0001993	LOC108135279|XP_017111449.1|DELE	LOC117563959|XP_034098426.1|DALB
OG0001994	LOC108136916|XP_017113871.1|DELE	LOC117575735|XP_034115971.1|DALB
OG0001995	LOC108138944|XP_017117012.1|DELE	LOC117564646|XP_034099398.1|DALB
OG0001996	LOC108149459|XP_017132546.1|DELE	LOC117563813|XP_034098234.1|DALB
OG0001997	LOC108141369|XP_017120188.1|DELE	LOC117572579|XP_034111353.1|DALB
OG0001998	LOC108141367|XP_017120180.1|DELE	LOC117572576|XP_034111349.1|DALB
OG0001999	LOC108147060|XP_017128837.1|DELE, LOC108137930|XP_017115373.1|DELE	LOC117567568|XP_034103525.1|DALB
OG0002000	LOC108149411|XP_017132455.1|DELE	LOC117565147|XP_034100016.1|DALB
OG0002001	LOC108149391|XP_017132410.1|DELE	LOC117565489|XP_034100483.1|DALB
OG0002002	LOC108137944|XP_017115391.1|DELE	LOC117570615|XP_034108266.1|DALB, LOC117569710|XP_034106866.1|DALB
OG0002003	LOC108141811|XP_017120873.1|DELE	LOC117565295|XP_034100220.1|DALB
OG0002004	LOC108138940|XP_017117007.1|DELE	LOC117577731|XP_034118525.1|DALB, LOC117577081|XP_034118077.1|DALB, LOC117570913|XP_034108712.1|DALB, LOC117566497|XP_034101928.1|DALB, LOC117565005|XP_034099841.1|DALB, LOC117565317|XP_034100246.1|DALB
OG0002005	LOC108150488|XP_017134183.1|DELE	LOC117564088|XP_034098609.1|DALB
OG0002006	LOC108138143|XP_017115696.1|DELE	LOC117566201|XP_034101609.1|DALB
OG0002007	LOC108149482|XP_017132587.1|DELE	LOC117563455|XP_034097694.1|DALB
OG0002008	LOC108145297|XP_017126103.1|DELE	LOC117573140|XP_034111960.1|DALB
OG0002009	LOC108138048|XP_017115516.1|DELE, LOC108149163|XP_017132051.1|DELE	LOC117568627|XP_034105309.1|DALB
OG0002010	LOC108142057|XP_017121230.1|DELE	LOC117563378|XP_034097574.1|DALB
OG0002011	LOC108138223|XP_017115831.1|DELE	LOC117564905|XP_034099749.1|DALB
OG0002012	LOC108149346|XP_017132325.1|DELE	LOC117564583|XP_034099315.1|DALB
OG0002013	LOC108138899|XP_017116930.1|DELE	LOC117565375|XP_034100335.1|DALB
OG0002014	LOC108145539|XP_017126528.1|DELE	LOC117569364|XP_034106386.1|DALB
OG0002015	LOC108138021|XP_017115480.1|DELE	LOC117576486|XP_034117151.1|DALB, LOC117576487|XP_034117153.1|DALB
OG0002016	LOC108149757|XP_017133063.1|DELE	LOC117570325|XP_034107758.1|DALB
OG0002017	LOC108135324|XP_017111500.1|DELE	LOC117565448|XP_034100431.1|DALB
OG0002018	LOC108135278|XP_017111448.1|DELE	LOC117563642|XP_034097943.1|DALB
OG0002019	LOC108138194|XP_017115795.1|DELE	LOC117563829|XP_034098248.1|DALB
OG0002020	LOC108139032|XP_017117130.1|DELE	LOC117563686|XP_034098008.1|DALB
OG0002021	LOC108145222|XP_017125966.1|DELE	LOC117571991|XP_034110390.1|DALB
OG0002022	LOC108141691|XP_017120660.1|DELE	LOC117563901|XP_034098352.1|DALB
OG0002023	LOC108135358|XP_017111542.1|DELE	LOC117573949|XP_034113366.1|DALB
OG0002024	LOC108142034|XP_017121199.1|DELE	LOC117565258|XP_034100168.1|DALB
OG0002025	LOC108134522|XP_017110349.1|DELE	LOC117564779|XP_034099570.1|DALB
OG0002026	LOC108143250|XP_017123046.1|DELE	LOC117567428|XP_034103318.1|DALB
OG0002027	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE	LOC117568010|XP_034104224.1|DALB
OG0002028	LOC108141463|XP_017120356.1|DELE	LOC117567922|XP_034104097.1|DALB
OG0002029	LOC108147421|XP_017129367.1|DELE	LOC117568396|XP_034104918.1|DALB
OG0002030	LOC108144212|XP_017124375.1|DELE	LOC117571478|XP_034109531.1|DALB
OG0002031	LOC108147598|XP_017129727.1|DELE	LOC117572082|XP_034110565.1|DALB
OG0002032	LOC108140469|XP_017118698.1|DELE	LOC117575805|XP_034116083.1|DALB
OG0002033	LOC108144741|XP_017125365.1|DELE	LOC117573109|XP_034111927.1|DALB
OG0002034	LOC108135920|XP_017112351.1|DELE	LOC117565956|XP_034101279.1|DALB
OG0002035	LOC108143862|XP_017123916.1|DELE	LOC117573990|XP_034113430.1|DALB, LOC117576291|XP_034116837.1|DALB
OG0002036	LOC108135028|XP_017111049.1|DELE	LOC117574041|XP_034113532.1|DALB
OG0002037	LOC108145727|XP_017126779.1|DELE	LOC117570860|XP_034108631.1|DALB
OG0002038	LOC108140022|XP_017118213.1|DELE, LOC108136830|XP_017113735.1|DELE	LOC117575288|XP_034115323.1|DALB
OG0002039	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE	LOC117573118|XP_034111935.1|DALB
OG0002040	LOC108141913|XP_017121026.1|DELE	LOC117576860|XP_034117853.1|DALB
OG0002041	LOC108145451|XP_017126380.1|DELE	LOC117567182|XP_034102894.1|DALB
OG0002042	LOC108141138|XP_017119851.1|DELE	LOC117575622|XP_034115789.1|DALB
OG0002043	LOC108148355|XP_017130861.1|DELE	LOC117575723|XP_034115955.1|DALB
OG0002044	LOC108148723|XP_017131382.1|DELE	LOC117576093|XP_034116532.1|DALB
OG0002045	LOC108144055|XP_017124188.1|DELE	LOC117575040|XP_034115012.1|DALB
OG0002046	LOC108140929|XP_017119482.1|DELE	LOC117563857|XP_034098281.1|DALB, LOC117577551|XP_034118272.1|DALB, LOC117566778|XP_034102211.1|DALB
OG0002047	LOC108134853|XP_017110817.1|DELE	LOC117578318|XP_034119665.1|DALB
OG0002048	LOC108141562|XP_017120496.1|DELE	LOC117574161|XP_034113739.1|DALB
OG0002049	LOC108140500|XP_017118765.1|DELE	LOC117576956|XP_034118010.1|DALB
OG0002050	LOC108140567|XP_017118916.1|DELE	LOC117576341|XP_034116907.1|DALB, LOC117576970|XP_034118039.1|DALB
OG0002051	LOC108144624|XP_017125140.1|DELE	LOC117572783|XP_034111771.1|DALB
OG0002052	LOC108145758|XP_017126814.1|DELE	LOC117572039|XP_034110493.1|DALB
OG0002053	LOC108143968|XP_017124056.1|DELE	LOC117573278|XP_034112256.1|DALB
OG0002054	LOC108148291|XP_017130749.1|DELE	LOC117576542|XP_034117271.1|DALB
OG0002055	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE	LOC117574285|XP_034113927.1|DALB
OG0002056	LOC108146730|XP_017128319.1|DELE	LOC117567396|XP_034103243.1|DALB
OG0002057	LOC108141845|XP_017120925.1|DELE	LOC117564875|XP_034099715.1|DALB
OG0002058	LOC108146042|XP_017127327.1|DELE	LOC117569759|XP_034106943.1|DALB
OG0002059	LOC108148791|XP_017131499.1|DELE	LOC117576797|XP_034117748.1|DALB
OG0002060	LOC108149797|XP_017133152.1|DELE	LOC117566432|XP_034101853.1|DALB
OG0002061	LOC108144791|XP_017125398.1|DELE	LOC117572045|XP_034110508.1|DALB
OG0002062	LOC108140885|XP_017119406.1|DELE	LOC117575049|XP_034115026.1|DALB
OG0002063	LOC108138599|XP_017116379.1|DELE	LOC117575547|XP_034115699.1|DALB
OG0002064	LOC108146108|XP_017127428.1|DELE	LOC117578154|XP_034119264.1|DALB
OG0002065	LOC108145889|XP_017127027.1|DELE	LOC117572355|XP_034111009.1|DALB
OG0002066	LOC108140512|XP_017118792.1|DELE	LOC117576032|XP_034116433.1|DALB
OG0002067	LOC108141545|XP_017120475.1|DELE	LOC117567923|XP_034104098.1|DALB
OG0002068	LOC108139084|XP_017117201.1|DELE	LOC117570527|XP_034108121.1|DALB
OG0002069	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE	LOC117570311|XP_034107746.1|DALB
OG0002070	LOC108140389|XP_017118586.1|DELE	LOC117573548|XP_034112718.1|DALB
OG0002071	LOC108143857|XP_017123908.1|DELE	LOC117576524|XP_034117237.1|DALB
OG0002072	LOC108141543|XP_017120472.1|DELE	LOC117571985|XP_034110383.1|DALB
OG0002073	LOC108136059|XP_017112483.1|DELE	LOC117570467|XP_034108020.1|DALB
OG0002074	LOC108144905|XP_017125556.1|DELE	LOC117567099|XP_034102769.1|DALB
OG0002075	LOC108138276|XP_017115917.1|DELE	LOC117565273|XP_034100192.1|DALB
OG0002076	LOC108149172|XP_017132060.1|DELE	LOC117572640|XP_034111502.1|DALB
OG0002077	LOC108145936|XP_017127130.1|DELE	LOC117567511|XP_034103443.1|DALB
OG0002078	LOC108147592|XP_017129721.1|DELE	LOC117568965|XP_034105814.1|DALB
OG0002079	LOC108142454|XP_017121819.1|DELE	LOC117568582|XP_034105206.1|DALB
OG0002080	LOC108144771|XP_017125370.1|DELE	LOC117568762|XP_034105489.1|DALB
OG0002081	LOC108144880|XP_017125526.1|DELE	LOC117572064|XP_034110534.1|DALB
OG0002082	LOC108144354|XP_017124592.1|DELE	LOC117572725|XP_034111681.1|DALB
OG0002083	LOC108137138|XP_017114180.1|DELE	LOC117572231|XP_034110843.1|DALB
OG0002084	LOC108141836|XP_017120909.1|DELE	LOC117568546|XP_034105155.1|DALB
OG0002085	LOC108134631|XP_017110506.1|DELE	LOC117569081|XP_034105988.1|DALB
OG0002086	LOC108141804|XP_017120854.1|DELE	LOC117570289|XP_034107701.1|DALB
OG0002087	LOC108142340|XP_017121585.1|DELE	LOC117571793|XP_034110045.1|DALB
OG0002088	LOC108142597|XP_017122055.1|DELE	LOC117571146|XP_034109039.1|DALB
OG0002089	LOC108145459|XP_017126394.1|DELE	LOC117567435|XP_034103333.1|DALB
OG0002090	LOC108146747|XP_017128365.1|DELE	LOC117567440|XP_034103339.1|DALB, LOC117566532|XP_034101963.1|DALB, LOC117570033|XP_034107347.1|DALB
OG0002091	LOC108144240|XP_017124408.1|DELE	LOC117566708|XP_034102144.1|DALB
OG0002092	LOC108146027|XP_017127302.1|DELE	LOC117572319|XP_034110942.1|DALB
OG0002093	LOC108143705|XP_017123726.1|DELE	LOC117571533|XP_034109614.1|DALB
OG0002094	LOC108141304|XP_017120060.1|DELE	LOC117569587|XP_034106708.1|DALB
OG0002095	LOC108134886|XP_017110876.1|DELE	LOC117568934|XP_034105754.1|DALB
OG0002096	LOC108149786|XP_017133131.1|DELE	LOC117570725|XP_034108430.1|DALB
OG0002097	LOC108141347|XP_017120152.1|DELE	LOC117566759|XP_034102193.1|DALB
OG0002098	LOC108146968|XP_017128714.1|DELE	LOC117571606|XP_034109714.1|DALB
OG0002099	LOC108144059|XP_017124193.1|DELE	LOC117574988|XP_034114949.1|DALB
OG0002100	LOC108136134|XP_017112613.1|DELE	LOC117572806|XP_034111798.1|DALB
OG0002101	LOC108145415|XP_017126309.1|DELE	LOC117567076|XP_034102713.1|DALB
OG0002102	LOC108143503|XP_017123455.1|DELE	LOC117566809|XP_034102248.1|DALB
OG0002103	LOC108144011|XP_017124123.1|DELE	LOC117574900|XP_034114829.1|DALB
OG0002106	LOC108143991|XP_017124096.1|DELE	LOC117575973|XP_034116342.1|DALB
OG0002109	LOC108142915|XP_017122492.1|DELE, LOC108142923|XP_017122501.1|DELE	LOC117574723|XP_034114542.1|DALB, LOC117575278|XP_034115310.1|DALB
OG0002110	LOC108145790|XP_017126849.1|DELE, LOC108145628|XP_017126653.1|DELE	LOC117563700|XP_034098035.1|DALB
OG0002111	LOC108141750|XP_017120734.1|DELE	LOC117564493|XP_034099198.1|DALB
OG0002112	LOC108138300|XP_017115947.1|DELE	LOC117565016|XP_034099852.1|DALB
OG0002113	LOC108140366|XP_017118549.1|DELE	LOC117575367|XP_034115423.1|DALB
OG0002114	LOC108148497|XP_017131021.1|DELE, LOC108148575|XP_017131109.1|DELE	LOC117575306|XP_034115350.1|DALB
OG0002117	LOC108143601|XP_017123613.1|DELE	LOC117578098|XP_034119164.1|DALB
OG0002118	LOC108147566|XP_017129640.1|DELE	LOC117573149|XP_034111989.1|DALB
OG0002119	LOC108143841|XP_017123880.1|DELE	LOC117576428|XP_034117065.1|DALB
OG0002120	LOC108148200|XP_017130595.1|DELE	LOC117573221|XP_034112140.1|DALB
OG0002121	LOC108148805|XP_017131523.1|DELE	LOC117576121|XP_034116570.1|DALB
OG0002123	LOC108138134|XP_017115667.1|DELE	LOC117564608|XP_034099354.1|DALB
OG0002124	LOC108136604|XP_017113411.1|DELE	LOC117577700|XP_034118490.1|DALB
OG0002125	LOC108144476|XP_017124878.1|DELE	LOC117571548|XP_034109641.1|DALB
OG0002126	LOC108142199|XP_017121373.1|DELE	LOC117571805|XP_034110062.1|DALB
OG0002127	LOC108136312|XP_017112897.1|DELE	LOC117578196|XP_034119409.1|DALB
OG0002128	LOC108136425|XP_017113049.1|DELE	LOC117578063|XP_034119092.1|DALB
OG0002129	LOC108135777|XP_017112126.1|DELE	LOC117573358|XP_034112376.1|DALB
OG0002130	LOC108135899|XP_017112305.1|DELE	LOC117572250|XP_034110832.1|DALB
OG0002131	LOC108136779|XP_017113630.1|DELE	LOC117575274|XP_034115304.1|DALB
OG0002133	LOC108137696|XP_017115059.1|DELE	LOC117574504|XP_034114250.1|DALB
OG0002134	LOC108148168|XP_017130557.1|DELE	LOC117577475|XP_034118251.1|DALB
OG0002135	LOC108136507|XP_017113247.1|DELE	LOC117577802|XP_034118622.1|DALB
OG0002136	LOC108148692|XP_017131327.1|DELE	LOC117574812|XP_034114670.1|DALB
OG0002137	LOC108136735|XP_017113563.1|DELE	LOC117574105|XP_034113644.1|DALB
