Orthogroup	DELE.longest_only	SLEB.longest_only
OG0001704	LOC108148739|XP_017131419.1|DELE	LOC115621495|XP_030371023.1|SLEB
OG0001705	LOC108148838|XP_017131594.1|DELE	LOC115620784|XP_030370053.1|SLEB
OG0001706	LOC108136774|XP_017113627.1|DELE, LOC108146787|XP_017128447.1|DELE, LOC108137430|XP_017114586.1|DELE	LOC115625728|XP_030376737.1|SLEB
OG0001707	LOC108148804|XP_017131520.1|DELE	LOC115620904|XP_030370253.1|SLEB
OG0001708	LOC108139348|XP_017117561.1|DELE	LOC115621122|XP_030370527.1|SLEB
OG0001709	LOC108146492|XP_017128013.1|DELE	LOC115622489|XP_030372295.1|SLEB
OG0001710	LOC108143926|XP_017123999.1|DELE	LOC115622044|XP_030371776.1|SLEB, LOC115620596|XP_030369766.1|SLEB
OG0001711	LOC108148729|XP_017131396.1|DELE	LOC115621862|XP_030371541.1|SLEB
OG0001712	LOC108136737|XP_017113566.1|DELE	LOC115620220|XP_030369220.1|SLEB
OG0001713	LOC108140778|XP_017119254.1|DELE	LOC115623552|XP_030373803.1|SLEB
OG0001714	LOC108141044|XP_017119670.1|DELE	LOC115624368|XP_030374888.1|SLEB
OG0001715	LOC108150024|XP_017133473.1|DELE	LOC115626987|XP_030378363.1|SLEB
OG0001716	LOC108136637|XP_017113446.1|DELE	LOC115626997|XP_030378371.1|SLEB
OG0001717	LOC108148776|XP_017131474.1|DELE	LOC115621806|XP_030371449.1|SLEB
OG0001718	LOC108137372|XP_017114503.1|DELE	LOC115620217|XP_030369216.1|SLEB
OG0001719	LOC108148675|XP_017131298.1|DELE	LOC115620717|XP_030369954.1|SLEB, LOC115622091|XP_030371793.1|SLEB
OG0001721	LOC108143815|XP_017123826.1|DELE	LOC115625526|XP_030376455.1|SLEB
OG0001722	LOC108146080|XP_017127385.1|DELE	LOC115622516|XP_030372330.1|SLEB
OG0001723	LOC108140484|XP_017118726.1|DELE	LOC115632752|XP_030385863.1|SLEB
OG0001724	LOC108145202|XP_017125933.1|DELE	LOC115621866|XP_030371550.1|SLEB
OG0001725	LOC108144324|XP_017124515.1|DELE	LOC115621193|XP_030370650.1|SLEB
OG0001726	LOC108142582|XP_017122027.1|DELE	LOC115632617|XP_030385705.1|SLEB
OG0001727	LOC108148864|XP_017131653.1|DELE	LOC115621422|XP_030370934.1|SLEB
OG0001728	LOC108144734|XP_017125319.1|DELE	LOC115629315|XP_030381626.1|SLEB
OG0001729	LOC108141310|XP_017120064.1|DELE	LOC115634592|XP_030388285.1|SLEB
OG0001730	LOC108138208|XP_017115817.1|DELE	LOC115631663|XP_030384337.1|SLEB
OG0001731	LOC108138803|XP_017116784.1|DELE	LOC115622817|XP_030372790.1|SLEB
OG0001732	LOC108148399|XP_017130921.1|DELE	LOC115626439|XP_030377674.1|SLEB
OG0001733	LOC108145243|XP_017126001.1|DELE	LOC115633922|XP_030387292.1|SLEB
OG0001734	LOC108145543|XP_017126532.1|DELE	LOC115632459|XP_030385480.1|SLEB
OG0001735	LOC108142677|XP_017122171.1|DELE	LOC115622206|XP_030371962.1|SLEB, LOC115622512|XP_030372325.1|SLEB
OG0001736	LOC108145183|XP_017125912.1|DELE, LOC108145182|XP_017125910.1|DELE	LOC115625575|XP_030376536.1|SLEB
OG0001737	LOC108143472|XP_017123404.1|DELE	LOC115621155|XP_030370576.1|SLEB
OG0001738	LOC108135689|XP_017112019.1|DELE	LOC115632426|XP_030385426.1|SLEB
OG0001739	LOC108138356|XP_017116018.1|DELE, LOC108149909|XP_017133299.1|DELE	LOC115626706|XP_030378003.1|SLEB
OG0001740	LOC108143429|XP_017123333.1|DELE	LOC115619948|XP_030368837.1|SLEB
OG0001741	LOC108138697|XP_017116532.1|DELE	LOC115620445|XP_030369534.1|SLEB
OG0001742	LOC108147029|XP_017128775.1|DELE, LOC108147059|XP_017128835.1|DELE	LOC115626663|XP_030377943.1|SLEB
OG0001743	LOC108146416|XP_017127908.1|DELE	LOC115628298|XP_030380206.1|SLEB
OG0001744	LOC108145087|XP_017125764.1|DELE	LOC115619994|XP_030368926.1|SLEB
OG0001745	LOC108137528|XP_017114734.1|DELE	LOC115620772|XP_030370043.1|SLEB
OG0001746	LOC108150375|XP_017134004.1|DELE	LOC115622830|XP_030372768.1|SLEB
OG0001747	LOC108144429|XP_017124782.1|DELE	LOC115624220|XP_030374698.1|SLEB
OG0001748	LOC108150119|XP_017133575.1|DELE	LOC115632122|XP_030384985.1|SLEB
OG0001749	LOC108144826|XP_017125447.1|DELE	LOC115624782|XP_030375477.1|SLEB
OG0001750	LOC108144824|XP_017125444.1|DELE	LOC115624771|XP_030375466.1|SLEB
OG0001751	LOC108135579|XP_017111860.1|DELE	LOC115632431|XP_030385433.1|SLEB
OG0001753	LOC108146120|XP_017127448.1|DELE	LOC115632567|XP_030385646.1|SLEB
OG0001754	LOC108143532|XP_017123517.1|DELE	LOC115623383|XP_030373545.1|SLEB
OG0001755	LOC108145804|XP_017126867.1|DELE	LOC115632971|XP_030386132.1|SLEB
OG0001756	LOC108141359|XP_017120169.1|DELE	LOC115620729|XP_030370009.1|SLEB
OG0001757	LOC108138639|XP_017116469.1|DELE	LOC115631638|XP_030384310.1|SLEB
OG0001758	LOC108146594|XP_017128105.1|DELE	LOC115624964|XP_030375679.1|SLEB
OG0001759	LOC108144504|XP_017124927.1|DELE	LOC115622535|XP_030372362.1|SLEB
OG0001760	LOC108137105|XP_017114161.1|DELE, LOC108143496|XP_017123442.1|DELE	LOC115634309|XP_030387826.1|SLEB
OG0001761	LOC108145241|XP_017125996.1|DELE	LOC115629853|XP_030382300.1|SLEB
OG0001762	LOC108150729|XP_017134515.1|DELE	LOC115628995|XP_030381136.1|SLEB
OG0001763	LOC108135274|XP_017111442.1|DELE	LOC115625839|XP_030376901.1|SLEB
OG0001764	LOC108135154|XP_017111263.1|DELE	LOC115623880|XP_030374290.1|SLEB
OG0001765	LOC108141334|XP_017120106.1|DELE	LOC115620072|XP_030369094.1|SLEB
OG0001766	LOC108141883|XP_017120981.1|DELE	LOC115628501|XP_030380500.1|SLEB
OG0001768	LOC108137867|XP_017115292.1|DELE	LOC115631123|XP_030383649.1|SLEB
OG0001769	LOC108137780|XP_017115174.1|DELE	LOC115626459|XP_030377699.1|SLEB
OG0001770	LOC108134526|XP_017110358.1|DELE	LOC115632041|XP_030384868.1|SLEB
OG0001771	LOC108134771|XP_017110707.1|DELE	LOC115631363|XP_030383942.1|SLEB
OG0001772	LOC108142083|XP_017121263.1|DELE	LOC115631091|XP_030383599.1|SLEB
OG0001773	LOC108142051|XP_017121222.1|DELE	LOC115625998|XP_030377104.1|SLEB
OG0001774	LOC108144745|XP_017125336.1|DELE	LOC115634713|XP_030388456.1|SLEB
OG0001775	LOC108142485|XP_017121860.1|DELE	LOC115628880|XP_030380997.1|SLEB
OG0001776	LOC108135248|XP_017111402.1|DELE	LOC115625978|XP_030377083.1|SLEB
OG0001777	LOC108138317|XP_017115964.1|DELE	LOC115631093|XP_030383600.1|SLEB
OG0001778	LOC108150464|XP_017134142.1|DELE	LOC115631019|XP_030383494.1|SLEB
OG0001779	LOC108141778|XP_017120767.1|DELE	LOC115626071|XP_030377183.1|SLEB
OG0001780	LOC108142154|XP_017121328.1|DELE	LOC115625165|XP_030375960.1|SLEB
OG0001781	LOC108138976|XP_017117049.1|DELE	LOC115625829|XP_030376881.1|SLEB
OG0001782	LOC108149309|XP_017132249.1|DELE	LOC115626607|XP_030377860.1|SLEB
OG0001783	LOC108142028|XP_017121193.1|DELE	LOC115624848|XP_030375552.1|SLEB, LOC115626263|XP_030377433.1|SLEB
OG0001784	LOC108147934|XP_017130208.1|DELE	LOC115631031|XP_030383512.1|SLEB
OG0001785	LOC108141340|XP_017120138.1|DELE	LOC115627171|XP_030378628.1|SLEB
OG0001786	LOC108139015|XP_017117107.1|DELE	LOC115631231|XP_030383799.1|SLEB
OG0001787	LOC108138821|XP_017116808.1|DELE	LOC115631428|XP_030384019.1|SLEB
OG0001788	LOC108134664|XP_017110549.1|DELE	LOC115629029|XP_030381191.1|SLEB
OG0001789	LOC108135384|XP_017111567.1|DELE	LOC115623814|XP_030374221.1|SLEB
OG0001790	LOC108138228|XP_017115839.1|DELE	LOC115631401|XP_030383983.1|SLEB
OG0001791	LOC108144432|XP_017124803.1|DELE	LOC115634683|XP_030388402.1|SLEB
OG0001792	LOC108138933|XP_017116995.1|DELE	LOC115631305|XP_030383880.1|SLEB
OG0001793	LOC108149744|XP_017133013.1|DELE	LOC115633626|XP_030386918.1|SLEB
OG0001794	LOC108150465|XP_017134143.1|DELE	LOC115631020|XP_030383495.1|SLEB
OG0001795	LOC108150452|XP_017134101.1|DELE	LOC115631365|XP_030383944.1|SLEB
OG0001796	LOC108149971|XP_017133379.1|DELE	LOC115627390|XP_030378904.1|SLEB
OG0001797	LOC108145321|XP_017126184.1|DELE	LOC115627883|XP_030379629.1|SLEB
OG0001798	LOC108144254|XP_017124423.1|DELE	LOC115634015|XP_030387401.1|SLEB
OG0001799	LOC108145044|XP_017125717.1|DELE	LOC115627952|XP_030379706.1|SLEB
OG0001800	LOC108138324|XP_017115974.1|DELE	LOC115631242|XP_030383812.1|SLEB
OG0001801	LOC108150358|XP_017133981.1|DELE	LOC115622528|XP_030372351.1|SLEB
OG0001802	LOC108144053|XP_017124186.1|DELE	LOC115623355|XP_030373498.1|SLEB
OG0001803	LOC108141176|XP_017119893.1|DELE	LOC115623761|XP_030374157.1|SLEB
OG0001804	LOC108137475|XP_017114670.1|DELE	LOC115625120|XP_030375889.1|SLEB
OG0001805	LOC108147522|XP_017129593.1|DELE	LOC115622794|XP_030372718.1|SLEB
OG0001806	LOC108139236|XP_017117392.1|DELE	LOC115625400|XP_030376299.1|SLEB
OG0001807	LOC108148337|XP_017130828.1|DELE	LOC115625149|XP_030375932.1|SLEB
OG0001808	LOC108140506|XP_017118777.1|DELE	LOC115623342|XP_030373477.1|SLEB
OG0001809	LOC108141211|XP_017119949.1|DELE	LOC115625044|XP_030375753.1|SLEB
OG0001810	LOC108148485|XP_017131008.1|DELE	LOC115621356|XP_030370838.1|SLEB
OG0001811	LOC108147063|XP_017128843.1|DELE	LOC115633560|XP_030386880.1|SLEB
OG0001812	LOC108134928|XP_017110937.1|DELE	LOC115629176|XP_030381410.1|SLEB, LOC115620472|XP_030369563.1|SLEB
OG0001813	LOC108135750|XP_017112073.1|DELE	LOC115623747|XP_030374123.1|SLEB
OG0001814	LOC108141065|XP_017119708.1|DELE	LOC115623343|XP_030373480.1|SLEB
OG0001815	LOC108148408|XP_017130933.1|DELE	LOC115623502|XP_030373738.1|SLEB
OG0001816	LOC108149143|XP_017132039.1|DELE	LOC115632126|XP_030384996.1|SLEB
OG0001817	LOC108141375|XP_017120199.1|DELE	LOC115633879|XP_030387240.1|SLEB
OG0001818	LOC108144879|XP_017125529.1|DELE	LOC115626767|XP_030378084.1|SLEB
OG0001819	LOC108143690|XP_017123705.1|DELE	LOC115624621|XP_030375234.1|SLEB
OG0001820	LOC108138554|XP_017116313.1|DELE	LOC115629688|XP_030382068.1|SLEB
OG0001821	LOC108144794|XP_017125402.1|DELE	LOC115626296|XP_030377486.1|SLEB
OG0001822	LOC108149199|XP_017132112.1|DELE	LOC115634180|XP_030387625.1|SLEB
OG0001823	LOC108150317|XP_017133921.1|DELE	LOC115623050|XP_030373089.1|SLEB
OG0001824	LOC108147942|XP_017130216.1|DELE	LOC115631329|XP_030383910.1|SLEB
OG0001825	LOC108143374|XP_017123182.1|DELE	LOC115634596|XP_030388290.1|SLEB
OG0001826	LOC108143568|XP_017123567.1|DELE	LOC115624124|XP_030374583.1|SLEB
OG0001827	LOC108144448|XP_017124828.1|DELE	LOC115625248|XP_030376101.1|SLEB
OG0001828	LOC108136508|XP_017113249.1|DELE	LOC115633352|XP_030386646.1|SLEB
OG0001829	LOC108144798|XP_017125407.1|DELE	LOC115633912|XP_030387281.1|SLEB
OG0001830	LOC108135392|XP_017111580.1|DELE	LOC115624780|XP_030375472.1|SLEB
OG0001831	LOC108135481|XP_017111713.1|DELE	LOC115622710|XP_030372601.1|SLEB
OG0001832	LOC108141135|XP_017119850.1|DELE	LOC115628838|XP_030380940.1|SLEB
OG0001833	LOC108144678|XP_017125229.1|DELE	LOC115620087|XP_030369131.1|SLEB
OG0001834	LOC108135013|XP_017111037.1|DELE	LOC115621587|XP_030371138.1|SLEB
OG0001837	LOC108145713|XP_017126763.1|DELE	LOC115626129|XP_030377242.1|SLEB
OG0001838	LOC108149049|XP_017131880.1|DELE	LOC115628742|XP_030380810.1|SLEB
OG0001839	LOC108149177|XP_017132083.1|DELE, LOC108143346|XP_017123156.1|DELE	LOC115634190|XP_030387636.1|SLEB
OG0001841	LOC108146485|XP_017128003.1|DELE, LOC108146486|XP_017128004.1|DELE	LOC115622421|XP_030372216.1|SLEB
OG0001842	LOC108145648|XP_017126686.1|DELE	LOC115632874|XP_030386008.1|SLEB
OG0001843	LOC108146066|XP_017127368.1|DELE, LOC108146068|XP_017127371.1|DELE	LOC115634002|XP_030387390.1|SLEB
OG0001844	LOC108136046|XP_017112465.1|DELE, LOC108136047|XP_017112466.1|DELE, LOC108136043|XP_017112463.1|DELE	LOC115624923|XP_030375634.1|SLEB
OG0001845	LOC108149272|XP_017132204.1|DELE, LOC108141732|XP_017120715.1|DELE	LOC115620232|XP_030369235.1|SLEB, LOC115622967|XP_030372976.1|SLEB
OG0001846	LOC108140443|XP_017118663.1|DELE, LOC108140445|XP_017118665.1|DELE	LOC115621492|XP_030371020.1|SLEB
OG0001848	LOC108140077|XP_017118269.1|DELE	LOC115629991|XP_030382477.1|SLEB
OG0001849	LOC108136960|XP_017113934.1|DELE	LOC115620921|XP_030370281.1|SLEB
OG0001850	LOC108145306|XP_017126134.1|DELE	LOC115627978|XP_030379734.1|SLEB
OG0001851	LOC108145275|XP_017126057.1|DELE	LOC115627985|XP_030379741.1|SLEB
OG0001852	LOC108146021|XP_017127287.1|DELE	LOC115628288|XP_030380190.1|SLEB
OG0001853	LOC108148589|XP_017131125.1|DELE	LOC115620830|XP_030370120.1|SLEB
OG0001854	LOC108137682|XP_017115031.1|DELE	LOC115629954|XP_030382426.1|SLEB
OG0001855	LOC108144275|XP_017124451.1|DELE	LOC115634633|XP_030388348.1|SLEB, LOC115620159|XP_030369148.1|SLEB
OG0001856	LOC108136537|XP_017113316.1|DELE	LOC115633222|XP_030386473.1|SLEB
OG0001857	LOC108144403|XP_017124701.1|DELE	LOC115629236|XP_030381510.1|SLEB
OG0001858	LOC108136640|XP_017113448.1|DELE	LOC115627525|XP_030379084.1|SLEB, LOC115627541|XP_030379109.1|SLEB
OG0001859	LOC108140850|XP_017119324.1|DELE	LOC115626825|XP_030378165.1|SLEB
OG0001860	LOC108135614|XP_017111918.1|DELE	LOC115622757|XP_030372671.1|SLEB
OG0001861	LOC108148924|XP_017131730.1|DELE	LOC115620483|XP_030369575.1|SLEB
OG0001862	LOC108144988|XP_017125635.1|DELE	LOC115633355|XP_030386654.1|SLEB
OG0001863	LOC108138541|XP_017116300.1|DELE	LOC115633348|XP_030386642.1|SLEB
OG0001864	LOC108150315|XP_017133922.1|DELE	LOC115620539|XP_030369678.1|SLEB
OG0001865	LOC108150041|XP_017133492.1|DELE	LOC115627253|XP_030378740.1|SLEB
OG0001866	LOC108135905|XP_017112315.1|DELE	LOC115620942|XP_030370313.1|SLEB
OG0001867	LOC108135574|XP_017111834.1|DELE	LOC115632355|XP_030385325.1|SLEB
OG0001868	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE	LOC115628618|XP_030380662.1|SLEB
OG0001869	LOC108140406|XP_017118611.1|DELE	LOC115620529|XP_030369658.1|SLEB
OG0001870	LOC108140658|XP_017119083.1|DELE	LOC115628839|XP_030380941.1|SLEB
OG0001871	LOC108142827|XP_017122380.1|DELE	LOC115628959|XP_030381094.1|SLEB
OG0001872	LOC108148998|XP_017131829.1|DELE	LOC115621411|XP_030370918.1|SLEB
OG0001873	LOC108141110|XP_017119814.1|DELE	LOC115620540|XP_030369680.1|SLEB
OG0001874	LOC108143924|XP_017123997.1|DELE	LOC115626911|XP_030378281.1|SLEB, LOC115620812|XP_030370098.1|SLEB
OG0001875	LOC108144075|XP_017124214.1|DELE	LOC115620582|XP_030369747.1|SLEB
OG0001876	LOC108134948|XP_017110962.1|DELE	LOC115629125|XP_030381321.1|SLEB
OG0001877	LOC108141161|XP_017119881.1|DELE	LOC115627395|XP_030378910.1|SLEB
OG0001878	LOC108147288|XP_017129195.1|DELE	LOC115621262|XP_030370720.1|SLEB
OG0001879	LOC108144005|XP_017124115.1|DELE	LOC115620786|XP_030370060.1|SLEB
OG0001880	LOC108135824|XP_017112195.1|DELE	LOC115621089|XP_030370482.1|SLEB
OG0001881	LOC108135860|XP_017112250.1|DELE	LOC115623879|XP_030374289.1|SLEB
OG0001882	LOC108148687|XP_017131320.1|DELE	LOC115620456|XP_030369546.1|SLEB
OG0001883	LOC108148591|XP_017131135.1|DELE, LOC108148705|XP_017131345.1|DELE	LOC115621930|XP_030371637.1|SLEB
OG0001884	LOC108140708|XP_017119153.1|DELE	LOC115620600|XP_030369773.1|SLEB
OG0001885	LOC108138296|XP_017115940.1|DELE	LOC115631381|XP_030383963.1|SLEB
OG0001886	LOC108143067|XP_017122770.1|DELE	LOC115625519|XP_030376443.1|SLEB
OG0001887	LOC108143287|XP_017123091.1|DELE	LOC115625274|XP_030376141.1|SLEB
OG0001888	LOC108140140|XP_017118330.1|DELE, LOC108141107|XP_017119807.1|DELE	LOC115624398|XP_030374987.1|SLEB
OG0001889	LOC108136636|XP_017113444.1|DELE	LOC115627423|XP_030378952.1|SLEB
OG0001890	LOC108142867|XP_017122430.1|DELE	LOC115628171|XP_030380013.1|SLEB
OG0001891	LOC108136805|XP_017113690.1|DELE	LOC115620477|XP_030369570.1|SLEB
OG0001892	LOC108147376|XP_017129299.1|DELE, LOC108145645|XP_017126675.1|DELE	LOC115628648|XP_030380677.1|SLEB
OG0001893	LOC108147279|XP_017129184.1|DELE	LOC115621158|XP_030370575.1|SLEB
OG0001894	LOC108149633|XP_017132852.1|DELE	LOC115634812|XP_030388588.1|SLEB
OG0001895	LOC108145273|XP_017126052.1|DELE	LOC115627735|XP_030379364.1|SLEB
OG0001896	LOC108135457|XP_017111690.1|DELE	LOC115627734|XP_030379358.1|SLEB
OG0001897	LOC108135117|XP_017111197.1|DELE	LOC115629453|XP_030381777.1|SLEB
OG0001898	LOC108137738|XP_017115125.1|DELE	LOC115627506|XP_030379059.1|SLEB
OG0001899	LOC108135756|XP_017112087.1|DELE	LOC115620936|XP_030370307.1|SLEB
OG0001900	LOC108145680|XP_017126725.1|DELE	LOC115630576|XP_030383057.1|SLEB
OG0001901	LOC108135227|XP_017111345.1|DELE	LOC115626207|XP_030377351.1|SLEB
OG0001902	LOC108136797|XP_017113682.1|DELE	LOC115628647|XP_030380676.1|SLEB
OG0001903	LOC108141165|XP_017119882.1|DELE	LOC115620357|XP_030369420.1|SLEB
OG0001904	LOC108148647|XP_017131261.1|DELE	LOC115621793|XP_030371425.1|SLEB
OG0001905	LOC108142432|XP_017121781.1|DELE	LOC115627585|XP_030379169.1|SLEB
OG0001906	LOC108140551|XP_017118890.1|DELE	LOC115621567|XP_030371108.1|SLEB
OG0001907	LOC108141624|XP_017120580.1|DELE	LOC115627853|XP_030379574.1|SLEB
OG0001908	LOC108140388|XP_017118584.1|DELE	LOC115620336|XP_030369393.1|SLEB
OG0001909	LOC108136487|XP_017113190.1|DELE	LOC115628677|XP_030380711.1|SLEB
OG0001910	LOC108135131|XP_017111228.1|DELE	LOC115625361|XP_030376256.1|SLEB
OG0001911	LOC108135070|XP_017111117.1|DELE	LOC115621012|XP_030370392.1|SLEB
OG0001912	LOC108144902|XP_017125553.1|DELE	LOC115626721|XP_030378029.1|SLEB
OG0001913	LOC108135303|XP_017111476.1|DELE	LOC115630737|XP_030383251.1|SLEB
OG0001914	LOC108136758|XP_017113597.1|DELE	LOC115625053|XP_030375765.1|SLEB
OG0001915	LOC108146363|XP_017127830.1|DELE	LOC115622564|XP_030372394.1|SLEB
OG0001916	LOC108145177|XP_017125902.1|DELE	LOC115620169|XP_030369158.1|SLEB, LOC115630214|XP_030382640.1|SLEB
OG0001918	LOC108146405|XP_017127895.1|DELE	LOC115622243|XP_030371999.1|SLEB
OG0001919	LOC108144685|XP_017125239.1|DELE	LOC115625611|XP_030376610.1|SLEB
OG0001920	LOC108146082|XP_017127390.1|DELE	LOC115633095|XP_030386335.1|SLEB
OG0001921	LOC108149144|XP_017132040.1|DELE	LOC115633945|XP_030387322.1|SLEB
OG0001922	LOC108149188|XP_017132097.1|DELE	LOC115632761|XP_030385873.1|SLEB
OG0001923	LOC108146739|XP_017128333.1|DELE	LOC115633094|XP_030386334.1|SLEB
OG0001924	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE	LOC115624314|XP_030374803.1|SLEB
OG0001925	LOC108147456|XP_017129474.1|DELE	LOC115622308|XP_030372073.1|SLEB
OG0001926	LOC108147485|XP_017129529.1|DELE	LOC115622517|XP_030372332.1|SLEB
OG0001927	LOC108137942|XP_017115389.1|DELE	LOC115629465|XP_030381799.1|SLEB
OG0001928	LOC108150264|XP_017133835.1|DELE	LOC115622816|XP_030372746.1|SLEB
OG0001929	LOC108150175|XP_017133636.1|DELE	LOC115622118|XP_030371823.1|SLEB
OG0001930	LOC108138668|XP_017116502.1|DELE	LOC115631050|XP_030383548.1|SLEB
OG0001931	LOC108150113|XP_017133566.1|DELE	LOC115633086|XP_030386323.1|SLEB
OG0001932	LOC108150221|XP_017133753.1|DELE	LOC115633085|XP_030386320.1|SLEB
OG0001933	LOC108144405|XP_017124725.1|DELE	LOC115634066|XP_030387471.1|SLEB
OG0001934	LOC108150361|XP_017133984.1|DELE	LOC115622258|XP_030372018.1|SLEB
OG0001935	LOC108146318|XP_017127770.1|DELE	LOC115632367|XP_030385344.1|SLEB
OG0001937	LOC108144588|XP_017125073.1|DELE	LOC115620076|XP_030369101.1|SLEB
OG0001938	LOC108144373|XP_017124636.1|DELE	LOC115633357|XP_030386661.1|SLEB
OG0001939	LOC108145399|XP_017126287.1|DELE	LOC115624643|XP_030375277.1|SLEB
OG0001940	LOC108149603|XP_017132786.1|DELE	LOC115634150|XP_030387583.1|SLEB
OG0001941	LOC108146530|XP_017128057.1|DELE	LOC115632452|XP_030385463.1|SLEB
OG0001942	LOC108145114|XP_017125812.1|DELE	LOC115625054|XP_030375821.1|SLEB
OG0001943	LOC108145736|XP_017126787.1|DELE	LOC115633024|XP_030386208.1|SLEB
OG0001944	LOC108146091|XP_017127408.1|DELE	LOC115624798|XP_030375502.1|SLEB
OG0001945	LOC108135012|XP_017111035.1|DELE, LOC108149624|XP_017132843.1|DELE, LOC108149571|XP_017132695.1|DELE	LOC115630519|XP_030382984.1|SLEB
OG0001946	LOC108149636|XP_017132857.1|DELE	LOC115630326|XP_030382727.1|SLEB
OG0001947	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE	LOC115633391|XP_030386736.1|SLEB
OG0001948	LOC108136527|XP_017113290.1|DELE	LOC115624732|XP_030375418.1|SLEB
OG0001949	LOC108142573|XP_017122013.1|DELE	LOC115622502|XP_030372310.1|SLEB
OG0001950	LOC108137449|XP_017114627.1|DELE	LOC115625531|XP_030376464.1|SLEB
OG0001951	LOC108137524|XP_017114727.1|DELE	LOC115634452|XP_030388033.1|SLEB
OG0001952	LOC108146773|XP_017128405.1|DELE	LOC115627259|XP_030378757.1|SLEB
OG0001953	LOC108149123|XP_017132012.1|DELE	LOC115621298|XP_030370768.1|SLEB
OG0001954	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE	LOC115631191|XP_030383745.1|SLEB
OG0001955	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE	LOC115631313|XP_030383887.1|SLEB, LOC115622273|XP_030372038.1|SLEB
OG0001956	LOC108135568|XP_017111816.1|DELE	LOC115632557|XP_030385630.1|SLEB
OG0001957	LOC108145221|XP_017125965.1|DELE	LOC115629432|XP_030381753.1|SLEB
OG0001958	LOC108138774|XP_017116727.1|DELE	LOC115628749|XP_030380851.1|SLEB
OG0001960	LOC108145881|XP_017127016.1|DELE	LOC115628349|XP_030380282.1|SLEB
OG0001961	LOC108144723|XP_017125307.1|DELE	LOC115625912|XP_030377008.1|SLEB
OG0001962	LOC108149632|XP_017132851.1|DELE	LOC115634803|XP_030388576.1|SLEB
OG0001963	LOC108146878|XP_017128599.1|DELE	LOC115632270|XP_030385211.1|SLEB
OG0001964	LOC108142680|XP_017122173.1|DELE	LOC115628265|XP_030380144.1|SLEB
OG0001965	LOC108142439|XP_017121792.1|DELE	LOC115632888|XP_030386029.1|SLEB
OG0001966	LOC108140680|XP_017119115.1|DELE	LOC115621306|XP_030370778.1|SLEB
OG0001967	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE	LOC115633270|XP_030386542.1|SLEB
OG0001968	LOC108150117|XP_017133570.1|DELE	LOC115632235|XP_030385154.1|SLEB
OG0001969	LOC108149640|XP_017132864.1|DELE	LOC115629718|XP_030382103.1|SLEB
OG0001970	LOC108136597|XP_017113405.1|DELE, LOC108137555|XP_017114770.1|DELE	LOC115631595|XP_030384260.1|SLEB
OG0001971	LOC108144959|XP_017125594.1|DELE	LOC115626900|XP_030378269.1|SLEB
OG0001972	LOC108149621|XP_017132842.1|DELE	LOC115633736|XP_030387067.1|SLEB
OG0001973	LOC108143461|XP_017123384.1|DELE	LOC115630544|XP_030383017.1|SLEB
OG0001974	LOC108143458|XP_017123381.1|DELE	LOC115623352|XP_030373499.1|SLEB
OG0001975	LOC108145710|XP_017126760.1|DELE	LOC115632670|XP_030385764.1|SLEB, LOC115632667|XP_030385761.1|SLEB, LOC115632672|XP_030385766.1|SLEB
OG0001976	LOC108144552|XP_017125015.1|DELE	LOC115620028|XP_030368991.1|SLEB
OG0001977	LOC108135219|XP_017111331.1|DELE	LOC115626144|XP_030377268.1|SLEB
OG0001978	LOC108149543|XP_017132669.1|DELE	LOC115630531|XP_030382995.1|SLEB
OG0001979	LOC108138155|XP_017115732.1|DELE	LOC115630969|XP_030383408.1|SLEB
OG0001980	LOC108147806|XP_017130040.1|DELE	LOC115628545|XP_030380566.1|SLEB
OG0001981	LOC108149332|XP_017132288.1|DELE	LOC115630436|XP_030382855.1|SLEB
OG0001982	LOC108137058|XP_017114054.1|DELE	LOC115626379|XP_030377594.1|SLEB
OG0001983	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE	LOC115630060|XP_030382554.1|SLEB
OG0001984	LOC108148215|XP_017130618.1|DELE	LOC115626407|XP_030377632.1|SLEB
OG0001985	LOC108141798|XP_017120845.1|DELE	LOC115626195|XP_030377336.1|SLEB
OG0001986	LOC108150697|XP_017134449.1|DELE	LOC115629074|XP_030381250.1|SLEB
OG0001987	LOC108136295|XP_017112869.1|DELE	LOC115627361|XP_030378870.1|SLEB
OG0001988	LOC108144453|XP_017124833.1|DELE	LOC115624248|XP_030375102.1|SLEB
OG0001989	LOC108149153|XP_017132044.1|DELE	LOC115631503|XP_030384123.1|SLEB
OG0001990	LOC108141989|XP_017121137.1|DELE	LOC115631549|XP_030384186.1|SLEB
OG0001992	LOC108138257|XP_017115890.1|DELE	LOC115631134|XP_030383662.1|SLEB
OG0001993	LOC108135279|XP_017111449.1|DELE	LOC115626212|XP_030377363.1|SLEB
OG0001994	LOC108136916|XP_017113871.1|DELE	LOC115620309|XP_030369353.1|SLEB
