Orthogroup	DMEL.longest_only	DEUG.longest_only
OG0000294	Ca-alpha1D|NP_723952.2|DMEL	LOC108118243|XP_017062874.1|DEUG
OG0000294	cac|NP_001356945.1|DMEL	LOC108102911|XP_017063647.1|DEUG
OG0000295	CG12857|NP_610987.1|DMEL	LOC108106493|XP_017069072.1|DEUG
OG0000295	CG30357|NP_724707.1|DMEL	LOC108104512|XP_017066121.1|DEUG
OG0000296	ttm3|NP_610130.1|DMEL	LOC108114785|XP_017081386.1|DEUG
OG0000296	ttm2|NP_612023.1|DMEL	LOC108104616|XP_017066278.1|DEUG
OG0000296	ttm50|NP_570027.1|DMEL	LOC108103356|XP_017064290.1|DEUG
OG0000297	Lcp1|NP_476619.1|DMEL	LOC108113329|XP_017079378.1|DEUG
OG0000297	Lcp2|NP_476620.1|DMEL	LOC108113385|XP_017079446.1|DEUG
OG0000298	CG16782|NP_570057.1|DMEL	LOC108104313|XP_017065786.1|DEUG
OG0000298	CG14269|NP_570056.1|DMEL	LOC108104315|XP_017065789.1|DEUG
OG0000298	CG12679|NP_608385.1|DMEL	LOC108112547|XP_017077972.1|DEUG, LOC108104998|XP_017066864.1|DEUG
OG0000299	CG32473|NP_731787.1|DMEL	LOC108116947|XP_017084584.1|DEUG
OG0000299	CG8774|NP_650274.2|DMEL	LOC108116985|XP_017084638.1|DEUG
OG0000299	CG8773|NP_650273.2|DMEL	LOC108116980|XP_017084631.1|DEUG
OG0000300	Ir75b|NP_001137966.2|DMEL	LOC108108481|XP_017072028.1|DEUG
OG0000300	Ir75c|NP_649013.3|DMEL	LOC108108422|XP_017071963.1|DEUG
OG0000300	Ir75a|NP_649012.2|DMEL	LOC108108477|XP_017072024.1|DEUG
OG0000301	Gat|NP_651930.2|DMEL	LOC108102385|XP_017062811.1|DEUG
OG0000301	Ntl|NP_609135.1|DMEL	LOC108118319|XP_017086424.1|DEUG
OG0000302	CG11309|NP_649301.1|DMEL	LOC108114548|XP_017081081.1|DEUG
OG0000302	CG7632|NP_649302.1|DMEL	LOC108114549|XP_017081082.1|DEUG
OG0000303	Tim13|NP_648505.1|DMEL	LOC108114392|XP_017080851.1|DEUG
OG0000303	CG42302|NP_001097022.2|DMEL	LOC108106058|XP_017068405.1|DEUG
OG0000303	CG34132|NP_001036344.1|DMEL	LOC108107165|XP_017070066.1|DEUG
OG0000304	CG1774|NP_651875.1|DMEL	LOC108109387|XP_017073373.1|DEUG
OG0000304	CG1635|NP_651873.3|DMEL	LOC108109393|XP_017073379.1|DEUG
OG0000304	CG1638|NP_001097991.1|DMEL	LOC108109392|XP_017073378.1|DEUG
OG0000305	obst-H|NP_001034020.1|DMEL	LOC108118256|XP_017086335.1|DEUG
OG0000305	CG33985|NP_001034018.1|DMEL	LOC108118255|XP_017086334.1|DEUG
OG0000305	CG33986|NP_001034017.2|DMEL	LOC108118240|XP_017086313.1|DEUG
OG0000306	Klp59C|NP_611759.1|DMEL	LOC108112257|XP_017077568.1|DEUG
OG0000306	Klp59D|NP_611762.1|DMEL	LOC108112240|XP_017077550.1|DEUG
OG0000306	Klp10A|NP_572687.1|DMEL	LOC108111873|XP_017076988.1|DEUG
OG0000307	wrd|NP_732295.1|DMEL	LOC108105271|XP_017067246.1|DEUG
OG0000307	wdb|NP_001368946.1|DMEL	LOC108115794|XP_017082860.1|DEUG
OG0000308	CG31347|NP_731735.1|DMEL	LOC108117275|XP_017085116.1|DEUG
OG0000308	CG14391|NP_650225.2|DMEL	LOC108117276|XP_017085117.1|DEUG
OG0000308	CG43796|NP_001260254.1|DMEL	LOC108106175|XP_017068585.1|DEUG
OG0000309	CG14689|NP_650009.1|DMEL	LOC108116521|XP_017083948.1|DEUG
OG0000309	CG31391|NP_731491.2|DMEL	LOC108116358|XP_017083671.1|DEUG
OG0000309	CG31467|NP_731492.1|DMEL	LOC108116357|XP_017083670.1|DEUG
OG0000310	CG34283|NP_001097831.1|DMEL, CG32625|NP_727732.1|DMEL	LOC108103012|XP_017063824.1|DEUG
OG0000311	Takl2|NP_651090.2|DMEL	LOC108115654|XP_017082699.1|DEUG
OG0000311	Takl1|NP_732554.1|DMEL	LOC108105244|XP_017067208.1|DEUG, LOC108105243|XP_017067207.1|DEUG
OG0000311	Tak1|NP_524080.1|DMEL	LOC108109688|XP_017073782.1|DEUG
OG0000312	Shawl|NP_001097131.2|DMEL	LOC108108341|XP_017071869.1|DEUG
OG0000312	Shaw|NP_001137782.1|DMEL	LOC108110934|XP_017075714.1|DEUG
OG0000313	Acer|NP_477195.1|DMEL	LOC108110834|XP_017075563.1|DEUG
OG0000313	Ance|NP_477046.1|DMEL	LOC108105867|XP_017068132.1|DEUG
OG0000314	CG9664|NP_722889.1|DMEL	LOC108111170|XP_017076038.1|DEUG
OG0000314	CG9663|NP_608760.2|DMEL	LOC108111077|XP_017075897.1|DEUG
OG0000315	Sr-CIII|NP_524747.1|DMEL	LOC108110605|XP_017075192.1|DEUG, LOC108110629|XP_017075217.1|DEUG
OG0000315	Sr-CI|NP_477102.1|DMEL	LOC108110436|XP_017074992.1|DEUG
OG0000316	DptB|NP_523787.2|DMEL	LOC108111917|XP_017077047.1|DEUG
OG0000316	DptA|NP_476808.1|DMEL	LOC108111914|XP_017077042.1|DEUG
OG0000317	CG42827|NP_651142.3|DMEL	LOC108108825|XP_017072510.1|DEUG
OG0000317	CG42828|NP_001189271.1|DMEL	LOC108108822|XP_017072507.1|DEUG
OG0000319	scpr-A|NP_650062.1|DMEL, scpr-C|NP_650053.1|DMEL, scpr-B|NP_650061.1|DMEL	LOC108116339|XP_017083642.1|DEUG, LOC108116338|XP_017083641.1|DEUG, LOC108116336|XP_017083640.1|DEUG
OG0000320	Art1|NP_650017.1|DMEL	LOC108116421|XP_017083798.1|DEUG
OG0000320	Art2|NP_608821.1|DMEL	LOC108110433|XP_017074988.1|DEUG
OG0000320	Art6|NP_650322.1|DMEL	LOC108116796|XP_017084333.1|DEUG
OG0000321	Mal-B2|NP_723693.3|DMEL	LOC108104061|XP_017065412.1|DEUG
OG0000321	Mal-B1|NP_609522.1|DMEL	LOC108104060|XP_017065411.1|DEUG
OG0000322	CG5213|NP_650473.1|DMEL	LOC108105547|XP_017067672.1|DEUG
OG0000322	ssx|NP_569908.1|DMEL	LOC108118545|XP_017086787.1|DEUG
OG0000322	Sxl|NP_001259303.1|DMEL	LOC108103669|XP_017064716.1|DEUG
OG0000323	p38b|NP_477361.1|DMEL	LOC108105868|XP_017068133.1|DEUG
OG0000323	p38c|NP_996277.1|DMEL	LOC108116562|XP_017083990.1|DEUG
OG0000323	p38a|NP_477163.1|DMEL	LOC108116708|XP_017084215.1|DEUG
OG0000324	mars|NP_610878.1|DMEL	LOC108114898|XP_017081557.1|DEUG
OG0000325	CG6839|NP_649076.1|DMEL	LOC108108660|XP_017072254.1|DEUG
OG0000325	CG3819|NP_649078.1|DMEL	LOC108108661|XP_017072255.1|DEUG
OG0000327	CG1602|NP_610291.2|DMEL	LOC108112767|XP_017078516.1|DEUG
OG0000327	CG1603|NP_610290.2|DMEL	LOC108113367|XP_017079423.1|DEUG
OG0000327	az2|NP_610289.2|DMEL	LOC108112184|XP_017077483.1|DEUG
OG0000328	Ir60e|NP_611927.3|DMEL	LOC108107199|XP_017070105.1|DEUG
OG0000328	Ir67c|NP_729609.1|DMEL	LOC108114000|XP_017080235.1|DEUG
OG0000328	Ir67b|NP_648393.1|DMEL	LOC108113999|XP_017080234.1|DEUG
OG0000329	CG13088|NP_609234.2|DMEL	LOC108106076|XP_017068424.1|DEUG
OG0000329	CG31633|NP_723199.1|DMEL	LOC108107012|XP_017069846.1|DEUG
OG0000330	Diedel|NP_651695.1|DMEL	LOC108115904|XP_017083028.1|DEUG, LOC108115906|XP_017083030.1|DEUG, LOC108115907|XP_017083033.1|DEUG, LOC108115909|XP_017083035.1|DEUG, LOC108115905|XP_017083029.1|DEUG, LOC108115908|XP_017083034.1|DEUG
OG0000330	Diedel2|NP_001247357.1|DMEL	LOC108115901|XP_017083026.1|DEUG
OG0000331	CG8673|NP_609182.1|DMEL	LOC108106193|XP_017068608.1|DEUG
OG0000331	CG8668|NP_609184.1|DMEL	LOC108106169|XP_017068574.1|DEUG
OG0000332	pie|NP_524740.2|DMEL	LOC108111167|XP_017076034.1|DEUG
OG0000332	Phf7|NP_608374.1|DMEL	LOC108117183|XP_017084964.1|DEUG
OG0000333	scramb1|NP_648389.3|DMEL	LOC108114658|XP_017081221.1|DEUG
OG0000333	scramb2|NP_647761.1|DMEL	LOC108107999|XP_017071339.1|DEUG
OG0000334	Gapdh1|NP_525108.2|DMEL	LOC108113162|XP_017079164.1|DEUG
OG0000334	Gapdh2|NP_542445.1|DMEL	LOC108115203|XP_017082019.1|DEUG
OG0000334	CG9010|NP_611172.1|DMEL	LOC108113174|XP_017079179.1|DEUG
OG0000335	CG13078|NP_609989.1|DMEL	LOC108114805|XP_017081408.1|DEUG
OG0000335	CG13077|NP_609990.1|DMEL	LOC108114774|XP_017081373.1|DEUG
OG0000336	CG18476|NP_731615.1|DMEL	LOC108116488|XP_017083909.1|DEUG
OG0000336	CG10669|NP_651388.1|DMEL	LOC108113808|XP_017080006.1|DEUG
OG0000336	CG11902|NP_651389.3|DMEL	LOC108113789|XP_017079986.1|DEUG
OG0000337	brv1|NP_649116.1|DMEL	LOC108108669|XP_017072263.1|DEUG
OG0000337	brv3|NP_001284831.1|DMEL	LOC108102451|XP_017062944.1|DEUG
OG0000337	brv2|NP_648970.2|DMEL	LOC108108425|XP_017071966.1|DEUG
OG0000338	nSyb|NP_001261269.1|DMEL	LOC108102837|XP_017063519.1|DEUG
OG0000338	Syb|NP_001137633.1|DMEL	LOC108104832|XP_017066618.1|DEUG
OG0000339	CG13051|NP_001097618.1|DMEL	LOC108114281|XP_017080667.1|DEUG
OG0000339	CG13069|NP_652418.1|DMEL	LOC108114279|XP_017080665.1|DEUG
OG0000340	RhoGAP54D|NP_001261060.1|DMEL	LOC108113124|XP_017079116.1|DEUG
OG0000341	Eig71Ea|NP_524088.2|DMEL	LOC108118169|XP_017086216.1|DEUG
OG0000341	Eig71Ed|NP_524091.1|DMEL	LOC108118172|XP_017086219.1|DEUG
OG0000341	Eig71Ej|NP_648796.1|DMEL	LOC108118195|XP_017086244.1|DEUG
OG0000341	Eig71Eh|NP_648794.3|DMEL	LOC108118175|XP_017086223.1|DEUG
OG0000341	Eig71Ef|NP_524093.2|DMEL	LOC108118200|XP_017086250.1|DEUG
OG0000342	Prosalpha4|NP_525092.1|DMEL	LOC108103031|XP_017063846.1|DEUG
OG0000342	Prosalpha4T1|NP_650910.1|DMEL	LOC108110189|XP_017074630.1|DEUG
OG0000342	Prosalpha4T2|NP_611920.1|DMEL	LOC108107220|XP_017070126.1|DEUG
OG0000343	CG8132|NP_649888.1|DMEL	LOC108109831|XP_017074065.1|DEUG
OG0000344	CG5002|NP_611262.1|DMEL	LOC108112243|XP_017077554.1|DEUG
OG0000344	CG7912|NP_651761.2|DMEL	LOC108111339|XP_017076255.1|DEUG
OG0000345	Kdm4A|NP_610331.1|DMEL	LOC108112624|XP_017078215.1|DEUG
OG0000345	seq|NP_001027415.1|DMEL	LOC108111936|XP_017077088.1|DEUG
OG0000346	scb|NP_523750.2|DMEL	LOC108106715|XP_017069437.1|DEUG
OG0000347	DnaJ-1|NP_523936.2|DMEL	LOC108107639|XP_017070713.1|DEUG
OG0000347	CG5001|NP_001245832.1|DMEL	LOC108102564|XP_017063127.1|DEUG
OG0000348	insv|NP_608690.2|DMEL	LOC108110473|XP_017075030.1|DEUG
OG0000348	Bsg25A|NP_523472.2|DMEL	LOC108102533|XP_017063058.1|DEUG
OG0000349	barr|NP_477106.1|DMEL	LOC108114873|XP_017081515.1|DEUG
OG0000350	CG17826|NP_648528.1|DMEL	LOC108107633|XP_017070692.1|DEUG
OG0000350	CG7252|NP_648527.1|DMEL	LOC108107640|XP_017070715.1|DEUG
OG0000350	CG31077|NP_733185.2|DMEL	LOC108115740|XP_017082800.1|DEUG
OG0000351	tpr|NP_611611.1|DMEL	LOC108112177|XP_017077474.1|DEUG
OG0000351	CG18735|NP_652645.1|DMEL	LOC108112178|XP_017077475.1|DEUG
OG0000353	CG7483|NP_649788.2|DMEL	LOC108109547|XP_017073606.1|DEUG
OG0000353	eIF4A|NP_476595.1|DMEL	LOC108113425|XP_017079472.1|DEUG
OG0000354	CG4270|NP_608663.1|DMEL	LOC108110557|XP_017075136.1|DEUG
OG0000354	CG16995|NP_608668.2|DMEL	LOC108110662|XP_017075266.1|DEUG
OG0000355	sut1|NP_523658.1|DMEL	LOC108109066|XP_017072896.1|DEUG
OG0000355	CG7882|NP_724438.1|DMEL	LOC108112228|XP_017077537.1|DEUG
OG0000356	Ugt36E1|NP_609911.1|DMEL	LOC108107057|XP_017069909.1|DEUG
OG0000356	Ugt36D1|NP_609910.1|DMEL	LOC108107056|XP_017069908.1|DEUG
OG0000358	MtnC|NP_650882.1|DMEL	LOC108117082|XP_017084744.1|DEUG
OG0000358	MtnB|NP_524413.1|DMEL	LOC108117080|XP_017084742.1|DEUG
OG0000358	MtnD|NP_788695.2|DMEL	LOC108117136|XP_017084881.1|DEUG
OG0000359	Eig71Eb|NP_524089.2|DMEL	LOC108118198|XP_017086248.1|DEUG
OG0000359	Eig71Ec|NP_524090.2|DMEL	LOC108118171|XP_017086218.1|DEUG
OG0000359	Eig71Eg|NP_524094.2|DMEL	LOC108118174|XP_017086221.1|DEUG
OG0000359	Eig71Ek|NP_648797.1|DMEL	LOC108118196|XP_017086246.1|DEUG
OG0000359	Eig71Ei|NP_648795.2|DMEL	LOC108118176|XP_017086224.1|DEUG
OG0000360	CG11878|NP_651369.1|DMEL	LOC108113809|XP_017080007.1|DEUG
OG0000360	CG11889|NP_651367.1|DMEL	LOC108113797|XP_017079992.1|DEUG
OG0000360	CG11891|NP_001027211.3|DMEL	LOC108113794|XP_017079991.1|DEUG
OG0000361	CG5265|NP_650605.1|DMEL	LOC108117316|XP_017085173.1|DEUG
OG0000361	CRAT|NP_649650.2|DMEL	LOC108109621|XP_017073687.1|DEUG
OG0000361	CG5122|NP_609601.1|DMEL	LOC108108498|XP_017072056.1|DEUG
OG0000362	Arf102F|NP_524631.1|DMEL	LOC108118552|XP_017086793.1|DEUG
OG0000362	Arf79F|NP_001097667.1|DMEL	LOC108116764|XP_017084277.1|DEUG
OG0000363	msi|NP_733108.2|DMEL	LOC108116604|XP_017084052.1|DEUG
OG0000363	Rbp6|NP_001097631.1|DMEL	LOC108114094|XP_017080336.1|DEUG
OG0000364	sls|NP_001261304.1|DMEL	LOC108103587|XP_017064601.1|DEUG
OG0000364	zormin|NP_001261317.1|DMEL	LOC108103601|XP_017064620.1|DEUG
OG0000365	dpr1|NP_995908.2|DMEL	LOC108109206|XP_017073137.1|DEUG
OG0000365	dpr2|NP_001162945.3|DMEL	LOC108112421|XP_017077756.1|DEUG
OG0000366	CG44422|NP_572699.2|DMEL	LOC108111850|XP_017076946.1|DEUG
OG0000366	CG5890|NP_001356889.1|DMEL	LOC108113625|XP_017079776.1|DEUG
OG0000367	CalpB|NP_524016.4|DMEL	LOC108114320|XP_017080722.1|DEUG
OG0000367	CalpA|NP_001286613.1|DMEL	LOC108109083|XP_017072936.1|DEUG
OG0000368	Akr1B|NP_001261716.1|DMEL	LOC108114446|XP_017080933.1|DEUG
OG0000368	CG6083|NP_648485.1|DMEL	LOC108114445|XP_017080930.1|DEUG
OG0000370	CG4477|NP_648295.1|DMEL	LOC108108265|XP_017071712.1|DEUG
OG0000370	CG18223|NP_649077.1|DMEL	LOC108108663|XP_017072256.1|DEUG
OG0000370	CG13527|NP_001286744.1|DMEL	LOC108112486|XP_017077844.1|DEUG
OG0000371	Or9a|NP_511107.1|DMEL	LOC108110133|XP_017074528.1|DEUG
OG0000371	Or47a|NP_523689.1|DMEL	LOC108106749|XP_017069478.1|DEUG
OG0000371	Or98b|NP_524540.4|DMEL	LOC108115961|XP_017083087.1|DEUG, LOC108115968|XP_017083094.1|DEUG
OG0000372	CG43090|NP_001245546.1|DMEL	LOC108103200|XP_017064078.1|DEUG
OG0000372	CG43074|NP_001246604.1|DMEL	LOC108107940|XP_017071260.1|DEUG
OG0000372	Sfp38D|NP_001163023.1|DMEL	LOC108115418|XP_017082343.1|DEUG
OG0000373	CG11018|NP_611438.1|DMEL	LOC108108941|XP_017072684.1|DEUG
OG0000374	ms_3_76Ba|NP_649109.3|DMEL	LOC108106923|XP_017069663.1|DEUG, LOC108118288|XP_017086378.1|DEUG, LOC108108671|XP_017072265.1|DEUG
OG0000375	CG18180|NP_648341.1|DMEL	LOC108114124|XP_017080386.1|DEUG, LOC108114121|XP_017080383.1|DEUG, LOC108114122|XP_017080384.1|DEUG
OG0000375	CG8329|NP_648339.1|DMEL	LOC108114125|XP_017080387.1|DEUG, LOC108114123|XP_017080385.1|DEUG
OG0000376	RpS14a|NP_524884.1|DMEL, RpS14b|NP_536352.1|DMEL	LOC108117422|XP_017085322.1|DEUG
OG0000377	regucalcin|NP_727588.2|DMEL	LOC108103867|XP_017065069.1|DEUG
OG0000377	smp-30|NP_001262580.1|DMEL	LOC108109192|XP_017073118.1|DEUG
OG0000378	CG5009|NP_611264.2|DMEL	LOC108113045|XP_017078964.1|DEUG
OG0000378	CG4586|NP_572371.1|DMEL	LOC108103715|XP_017064801.1|DEUG
OG0000379	Dgat2|NP_610318.1|DMEL	LOC108112810|XP_017078596.1|DEUG
OG0000379	CG1941|NP_610317.1|DMEL	LOC108112190|XP_017077490.1|DEUG
OG0000379	CG1946|NP_610319.2|DMEL	LOC108112811|XP_017078597.1|DEUG
OG0000380	CG13334|NP_001246301.1|DMEL	LOC108114891|XP_017081538.1|DEUG
OG0000380	Ldh|NP_476581.1|DMEL	LOC108114679|XP_017081258.1|DEUG
OG0000381	CG8708|NP_724653.1|DMEL	LOC108110482|XP_017075049.1|DEUG
OG0000381	C1GalTA|NP_609258.1|DMEL	LOC108111039|XP_017075856.1|DEUG
OG0000382	mael|NP_788566.1|DMEL	LOC108116729|XP_017084235.1|DEUG
OG0000383	CG3609|NP_608675.1|DMEL	LOC108110882|XP_017075629.1|DEUG
OG0000383	CG13280|NP_609812.1|DMEL	LOC108118466|XP_017086676.1|DEUG
OG0000384	en|NP_523700.2|DMEL	LOC108106769|XP_017069497.1|DEUG
OG0000384	inv|NP_523699.3|DMEL	LOC108106645|XP_017069348.1|DEUG
OG0000385	yin|NP_001284844.1|DMEL	LOC108110395|XP_017074941.1|DEUG
OG0000385	CG2930|NP_001284845.1|DMEL	LOC108110393|XP_017074937.1|DEUG
OG0000386	CG7514|NP_647923.1|DMEL	LOC108107653|XP_017070728.1|DEUG
OG0000386	CG18418|NP_647924.2|DMEL	LOC108107655|XP_017070730.1|DEUG
OG0000386	CG1907|NP_651703.1|DMEL	LOC108116093|XP_017083300.1|DEUG
OG0000387	CG17234|NP_722785.1|DMEL, Send2|NP_609708.2|DMEL	LOC108110567|XP_017075153.1|DEUG, LOC108106902|XP_017069639.1|DEUG
OG0000387	Send1|NP_608662.1|DMEL	LOC108110554|XP_017075132.1|DEUG
OG0000388	CG5704|NP_652068.1|DMEL	LOC108103610|XP_017064639.1|DEUG
OG0000388	CG15879|NP_647694.1|DMEL	LOC108103612|XP_017064642.1|DEUG, LOC108103614|XP_017064643.1|DEUG, LOC108103611|XP_017064640.1|DEUG
OG0000388	CG15820|NP_647696.1|DMEL	LOC108103593|XP_017064610.1|DEUG
OG0000389	Slc45-1|NP_648292.1|DMEL	LOC108108329|XP_017071847.1|DEUG
OG0000390	aub|NP_476734.1|DMEL	LOC108111808|XP_017076902.1|DEUG
OG0000391	5-HT1A|NP_001356890.1|DMEL	LOC108111939|XP_017077097.1|DEUG
OG0000391	5-HT1B|NP_001137708.2|DMEL	LOC108112028|XP_017077261.1|DEUG
OG0000392	mid|NP_608927.2|DMEL	LOC108115551|XP_017082547.1|DEUG
OG0000392	H15|NP_608926.2|DMEL	LOC108102690|XP_017063321.1|DEUG
OG0000393	CadN|NP_001027277.1|DMEL	LOC108103058|XP_017063860.1|DEUG
OG0000393	CadN2|NP_001036368.2|DMEL	LOC108103060|XP_017063877.1|DEUG
OG0000394	CG15202|NP_572690.1|DMEL	LOC108111867|XP_017076981.1|DEUG
OG0000394	CG15199|NP_572689.1|DMEL	LOC108111866|XP_017076980.1|DEUG
OG0000395	CG14125|NP_001261731.1|DMEL	LOC108107949|XP_017071270.1|DEUG
OG0000395	CG11570|NP_001356902.1|DMEL	LOC108107535|XP_017070565.1|DEUG
OG0000395	CG43294|NP_001356903.1|DMEL	LOC108107537|XP_017070566.1|DEUG
OG0000396	CG13794|NP_609137.2|DMEL	LOC108105647|XP_017067823.1|DEUG
OG0000397	Cyp4p1|NP_524828.1|DMEL	LOC108104508|XP_017066114.1|DEUG
OG0000397	Cyp4p3|NP_610473.1|DMEL	LOC108104509|XP_017066115.1|DEUG
OG0000397	Cyp4p2|NP_610472.1|DMEL	LOC108104505|XP_017066112.1|DEUG
OG0000398	CG30270|NP_001356893.1|DMEL	LOC108112490|XP_017077848.1|DEUG
OG0000399	CG6330|NP_733175.1|DMEL	LOC108115881|XP_017083010.1|DEUG
OG0000399	CG3788|NP_611738.1|DMEL	LOC108112913|XP_017078783.1|DEUG
OG0000400	CG12177|NP_572911.1|DMEL	LOC108118373|XP_017086534.1|DEUG
OG0000400	CG11158|NP_572912.1|DMEL	LOC108118374|XP_017086535.1|DEUG
OG0000401	CG32110|NP_729837.1|DMEL	LOC108108059|XP_017071425.1|DEUG
OG0000401	Ulp1|NP_573362.1|DMEL	LOC108103576|XP_017064589.1|DEUG
OG0000402	CG1561|NP_996412.1|DMEL	LOC108109995|XP_017074320.1|DEUG
OG0000403	Drice|NP_524551.2|DMEL	LOC108111431|XP_017076386.1|DEUG
OG0000403	Dcp-1|NP_476974.1|DMEL	LOC108109123|XP_017073008.1|DEUG
OG0000404	CG9737|NP_651783.1|DMEL	LOC108111353|XP_017076275.1|DEUG
OG0000404	CG9733|NP_651784.2|DMEL	LOC108111290|XP_017076167.1|DEUG
OG0000405	CG6428|NP_570088.1|DMEL	LOC108110411|XP_017074969.1|DEUG
OG0000405	CG8526|NP_649953.1|DMEL	LOC108110151|XP_017074565.1|DEUG
OG0000406	TpnC73F|NP_524122.2|DMEL	LOC108114709|XP_017081297.1|DEUG
OG0000406	TpnC47D|NP_476968.1|DMEL	LOC108106695|XP_017069416.1|DEUG
OG0000407	CG5144|NP_648284.1|DMEL	LOC108108302|XP_017071805.1|DEUG
OG0000407	Argk|NP_729446.1|DMEL	LOC108108301|XP_017071800.1|DEUG
OG0000408	CG8138|NP_650260.1|DMEL	LOC108116843|XP_017084388.1|DEUG
OG0000408	CG14013|NP_608941.1|DMEL	LOC108103409|XP_017064355.1|DEUG
OG0000409	Pgm2b|NP_610992.2|DMEL	LOC108106268|XP_017068721.1|DEUG
OG0000409	Pgm2a|NP_610453.1|DMEL	LOC108104527|XP_017066148.1|DEUG
OG0000410	CG15143|NP_609848.1|DMEL	LOC108103046|XP_017063848.1|DEUG
OG0000410	CG15144|NP_609849.2|DMEL	LOC108103050|XP_017063853.1|DEUG
OG0000410	CG15145|NP_609850.2|DMEL	LOC108103052|XP_017063855.1|DEUG
OG0000411	Cks85A|NP_649817.1|DMEL	LOC108109506|XP_017073537.1|DEUG
OG0000411	Cks30A|NP_476947.1|DMEL	LOC108108035|XP_017071400.1|DEUG
OG0000412	Mpcp1|NP_611468.1|DMEL	LOC108109278|XP_017073259.1|DEUG
OG0000412	Mpcp2|NP_524069.2|DMEL	LOC108105995|XP_017068321.1|DEUG
OG0000413	Or85e|NP_001262374.1|DMEL	LOC108109449|XP_017073437.1|DEUG
OG0000413	Or83a|NP_524234.2|DMEL	LOC108115231|XP_017082078.1|DEUG
OG0000414	Damm|NP_523703.2|DMEL	LOC108106280|XP_017068736.1|DEUG, LOC108106304|XP_017068764.1|DEUG
OG0000414	Strica|NP_610193.1|DMEL	LOC108110366|XP_017074908.1|DEUG
OG0000415	HmgD|NP_726109.1|DMEL	LOC108112835|XP_017078632.1|DEUG
OG0000415	HmgZ|NP_726106.1|DMEL	LOC108113128|XP_017079119.1|DEUG
OG0000416	Cyp4g1|NP_525031.1|DMEL	LOC108105493|XP_017067600.1|DEUG
OG0000416	Cyp4g15|NP_572721.1|DMEL	LOC108117223|XP_017085043.1|DEUG
OG0000417	Esp|NP_524490.2|DMEL	LOC108117548|XP_017085546.1|DEUG
OG0000417	CG9717|NP_651812.1|DMEL	LOC108111323|XP_017076209.1|DEUG
OG0000418	CG17636|NP_001245442.1|DMEL	LOC108105512|XP_017067626.1|DEUG
OG0000418	Ggt-1|NP_573303.1|DMEL	LOC108109933|XP_017074222.1|DEUG
OG0000419	SRPK|NP_001369087.1|DMEL	LOC108112632|XP_017078227.1|DEUG
OG0000419	CG8565|NP_573080.1|DMEL	LOC108110013|XP_017074338.1|DEUG
OG0000421	ck|NP_523571.1|DMEL	LOC108105839|XP_017068084.1|DEUG
OG0000421	Myo28B1|NP_723294.1|DMEL	LOC108118333|XP_017086457.1|DEUG
OG0000422	FASN3|NP_001015405.3|DMEL	LOC108106062|XP_017068409.1|DEUG
OG0000423	Pepck1|NP_523784.2|DMEL	LOC108113016|XP_017078927.1|DEUG
OG0000423	Pepck2|NP_611341.1|DMEL	LOC108112982|XP_017078879.1|DEUG
OG0000424	betaGlu|NP_651893.1|DMEL	LOC108109397|XP_017073384.1|DEUG
OG0000424	CG15117|NP_725851.1|DMEL	LOC108111940|XP_017077099.1|DEUG
OG0000425	resilin|NP_611157.1|DMEL	LOC108112410|XP_017077740.1|DEUG
OG0000425	Cpr56F|NP_611470.1|DMEL	LOC108109270|XP_017073248.1|DEUG
OG0000426	CG12896|NP_610584.2|DMEL, Prx2540-1|NP_724931.1|DMEL, Prx2540-2|NP_523683.1|DMEL	LOC108112458|XP_017077799.1|DEUG, LOC108112459|XP_017077800.1|DEUG, LOC108106743|XP_017069469.1|DEUG
OG0000428	CG33286|NP_001097653.1|DMEL	LOC108113926|XP_017080122.1|DEUG
OG0000428	CG33287|NP_001137993.1|DMEL	LOC108114649|XP_017081210.1|DEUG
OG0000428	CG12983|NP_001137992.1|DMEL	LOC108114647|XP_017081207.1|DEUG
OG0000429	etaTry|NP_523692.1|DMEL	LOC108106502|XP_017069086.1|DEUG
OG0000429	kappaTry|NP_610674.5|DMEL	LOC108106227|XP_017068642.1|DEUG
OG0000430	CG34433|NP_001097984.1|DMEL	LOC108111310|XP_017076193.1|DEUG
OG0000430	CG34432|NP_001097983.1|DMEL	LOC108111317|XP_017076200.1|DEUG
OG0000430	CG14315|NP_650677.1|DMEL	LOC108105249|XP_017067213.1|DEUG
OG0000431	Victoria|NP_788077.2|DMEL	LOC108114821|XP_017081433.1|DEUG, LOC108114820|XP_017081432.1|DEUG, LOC108114756|XP_017081358.1|DEUG, LOC108115447|XP_017082372.1|DEUG, LOC108115446|XP_017082371.1|DEUG, LOC108102493|XP_017063004.1|DEUG, LOC108102484|XP_017062989.1|DEUG, LOC108114790|XP_017081390.1|DEUG, LOC108102476|XP_017062978.1|DEUG, LOC108114795|XP_017081396.1|DEUG, LOC108114885|XP_017081532.1|DEUG, LOC108114884|XP_017081531.1|DEUG, LOC108114796|XP_017081397.1|DEUG, LOC108114822|XP_017081434.1|DEUG
OG0000433	CG7536|NP_573265.1|DMEL	LOC108117392|XP_017085285.1|DEUG
OG0000433	CG10483|NP_648000.1|DMEL	LOC108107927|XP_017071239.1|DEUG
OG0000434	CG5590|NP_651578.1|DMEL	LOC108115886|XP_017083018.1|DEUG
