Orthogroup	DMEL.longest_only	DKIK.longest_only
OG0001908	HSPBAP1|NP_651581.2|DMEL	LOC108083734|XP_017035131.1|DKIK
OG0001909	Hexo2|NP_525081.1|DMEL	LOC108071818|XP_017018213.1|DKIK
OG0001910	ohgt|NP_649973.1|DMEL	LOC108084241|XP_017035864.1|DKIK
OG0001911	CG42342|NP_001189234.1|DMEL	LOC108077708|XP_017026648.1|DKIK
OG0001912	CG8093|NP_611020.1|DMEL	LOC108073081|XP_017020038.1|DKIK
OG0001913	Lip2|NP_524667.1|DMEL	LOC108076877|XP_017025395.1|DKIK
OG0001914	mask|NP_001247280.1|DMEL	LOC108084544|XP_017036272.1|DKIK
OG0001915	ACXD|NP_620469.2|DMEL	LOC108075210|XP_017023035.1|DKIK
OG0001916	Topors|NP_611388.1|DMEL	LOC108082561|XP_017033500.1|DKIK
OG0001917	CG8492|NP_648151.2|DMEL	LOC108070544|XP_017016559.1|DKIK
OG0001918	CG15014|NP_647892.1|DMEL	LOC108079814|XP_017029786.1|DKIK
OG0001919	CG30467|NP_611044.1|DMEL	LOC108076500|XP_017024882.1|DKIK
OG0001920	fwd|NP_001356971.1|DMEL	LOC108079050|XP_017028743.1|DKIK
OG0001921	cbc|NP_610876.1|DMEL	LOC108070756|XP_017016842.1|DKIK
OG0001922	asrij|NP_001261143.1|DMEL	LOC108076354|XP_017024639.1|DKIK
OG0001923	Mp|NP_001246651.1|DMEL	LOC108073977|XP_017021312.1|DKIK
OG0001924	CG17691|NP_001104018.1|DMEL	LOC108072393|XP_017018992.1|DKIK
OG0001925	CG10672|NP_647946.1|DMEL	LOC108070581|XP_017016624.1|DKIK
OG0001926	ImpE1|NP_524849.2|DMEL	LOC108078722|XP_017028208.1|DKIK
OG0001927	Nup54|NP_610783.1|DMEL	LOC108082423|XP_017033278.1|DKIK
OG0001928	CG8009|NP_648400.1|DMEL	LOC108071885|XP_017018303.1|DKIK
OG0001929	Rbfox1|NP_001246707.1|DMEL	LOC108071906|XP_017018327.1|DKIK
OG0001930	GEFmeso|NP_788403.2|DMEL	LOC108081091|XP_017031567.1|DKIK
OG0001931	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL	LOC108071866|XP_017018283.1|DKIK
OG0001932	JIL-1|NP_648432.1|DMEL	LOC108072728|XP_017019477.1|DKIK
OG0001933	CG4866|NP_611224.1|DMEL	LOC108073016|XP_017019963.1|DKIK
OG0001934	Gem3|NP_524019.1|DMEL	LOC108071971|XP_017018435.1|DKIK
OG0001935	l_3_72Dp|NP_730119.1|DMEL	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK
OG0001937	Fs|NP_652376.2|DMEL	LOC108073108|XP_017020088.1|DKIK
OG0001938	CG18335|NP_610666.1|DMEL	LOC108078416|XP_017027769.1|DKIK
OG0001939	CG15650|NP_611529.1|DMEL	LOC108077983|XP_017027015.1|DKIK
OG0001940	CG46385|NP_001356959.1|DMEL	LOC108084078|XP_017035592.1|DKIK
OG0001941	Atac3|NP_001246531.1|DMEL	LOC108079051|XP_017028746.1|DKIK
OG0001942	CG9447|NP_610243.4|DMEL	LOC108080723|XP_017031065.1|DKIK
OG0001943	CG13055|NP_648851.1|DMEL	LOC108078675|XP_017028097.1|DKIK
OG0001944	Mtch|NP_523869.1|DMEL	LOC108079041|XP_017028713.1|DKIK
OG0001945	Dgk|NP_724619.2|DMEL	LOC108076726|XP_017025187.1|DKIK
OG0001946	Cyt-b5|NP_610294.1|DMEL	LOC108076777|XP_017025270.1|DKIK
OG0001947	HLH54F|NP_477302.1|DMEL	LOC108072973|XP_017019897.1|DKIK
OG0001948	CG6179|NP_573288.1|DMEL	LOC108083353|XP_017034586.1|DKIK
OG0001949	Eip78C|NP_524195.2|DMEL	LOC108085827|XP_017038069.1|DKIK
OG0001950	Itpr|NP_730941.1|DMEL	LOC108075508|XP_017023468.1|DKIK
OG0001951	jbug|NP_001261140.1|DMEL	LOC108076290|XP_017024536.1|DKIK
OG0001952	TpnC41C|NP_523619.2|DMEL	LOC108079474|XP_017029307.1|DKIK
OG0001953	Oatp58Dc|NP_001097409.1|DMEL	LOC108076782|XP_017025277.1|DKIK
OG0001954	KCNQ|NP_788300.3|DMEL	LOC108085139|XP_017037147.1|DKIK
OG0001955	CG17765|NP_610592.1|DMEL	LOC108074456|XP_017022007.1|DKIK
OG0001956	nmo|NP_001356976.1|DMEL	LOC108070564|XP_017016591.1|DKIK
OG0001957	RpL29|NP_477203.1|DMEL	LOC108082592|XP_017033546.1|DKIK
OG0001958	CG30116|NP_725799.1|DMEL	LOC108081205|XP_017031762.1|DKIK
OG0001959	Toll-9|NP_649214.1|DMEL	LOC108074999|XP_017022730.1|DKIK
OG0001960	Psa|NP_728614.1|DMEL	LOC108079046|XP_017028740.1|DKIK
OG0001961	Dll|NP_001137759.1|DMEL	LOC108072375|XP_017018964.1|DKIK
OG0001962	phr|NP_523653.2|DMEL	LOC108076728|XP_017025192.1|DKIK
OG0001963	CG9706|NP_001356982.1|DMEL	LOC108079812|XP_017029784.1|DKIK
OG0001964	smid|NP_523959.2|DMEL	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK
OG0001965	CG42747|NP_648045.2|DMEL	LOC108079120|XP_017028850.1|DKIK
OG0001966	P5cr-2|NP_650632.1|DMEL	LOC108075622|XP_017023645.1|DKIK
OG0001967	Lapsyn|NP_611561.1|DMEL	LOC108082341|XP_017033163.1|DKIK
OG0001968	NijA|NP_996040.1|DMEL	LOC108080382|XP_017030596.1|DKIK
OG0001969	Orc1|NP_477303.1|DMEL	LOC108076754|XP_017025240.1|DKIK
OG0001970	blw|NP_726243.1|DMEL	LOC108076485|XP_017024862.1|DKIK
OG0001971	CG11041|NP_611453.2|DMEL	LOC108082153|XP_017032943.1|DKIK
OG0001972	IFT20|NP_724409.3|DMEL	LOC108072588|XP_017019284.1|DKIK
OG0001973	CG43795|NP_001097435.2|DMEL	LOC108076160|XP_017024375.1|DKIK
OG0001974	Myd88|NP_610479.1|DMEL	LOC108076466|XP_017024840.1|DKIK
OG0001975	CG13806|NP_647708.1|DMEL	LOC108075125|XP_017022897.1|DKIK
OG0001976	SmD3|NP_725106.1|DMEL	LOC108072443|XP_017019060.1|DKIK
OG0001977	cup|NP_523493.3|DMEL	LOC108077381|XP_017026164.1|DKIK
OG0001978	Arr1|NP_476681.1|DMEL	LOC108082679|XP_017033667.1|DKIK
OG0001979	Rack1|NP_477269.1|DMEL	LOC108079603|XP_017029451.1|DKIK
OG0001980	galectin|NP_608487.1|DMEL	LOC108074340|XP_017021850.1|DKIK
OG0001981	fusl|NP_608923.1|DMEL	LOC108081418|XP_017032089.1|DKIK
OG0001982	Gpb5|NP_001104335.1|DMEL	LOC108084648|XP_017036428.1|DKIK
OG0001983	AGO3|NP_001036627.2|DMEL	LOC108077151|XP_017025873.1|DKIK
OG0001984	CG9154|NP_608993.2|DMEL	LOC108082233|XP_017033060.1|DKIK
OG0001985	Apoltp|NP_995670.2|DMEL	LOC108077046|XP_017025668.1|DKIK
OG0001986	TTLL3A|NP_609069.1|DMEL	LOC108075831|XP_017023891.1|DKIK
OG0001987	su_sable_|NP_476754.1|DMEL	LOC108084662|XP_017036476.1|DKIK
OG0001988	EDTP|NP_995873.2|DMEL	LOC108074716|XP_017022348.1|DKIK
OG0001989	Gr21a|NP_001259841.1|DMEL	LOC108078918|XP_017028548.1|DKIK
OG0001990	loh|NP_609406.2|DMEL	LOC108077307|XP_017026078.1|DKIK
OG0001992	CG31760|NP_723730.2|DMEL	LOC108074610|XP_017022222.1|DKIK
OG0001993	Sec61alpha|NP_609034.1|DMEL	LOC108079977|XP_017030030.1|DKIK
OG0001994	TFAM|NP_732527.1|DMEL	LOC108072992|XP_017019932.1|DKIK
OG0001995	CG10194|NP_609973.1|DMEL	LOC108082686|XP_017033679.1|DKIK
OG0001996	nompC|NP_523483.2|DMEL	LOC108081354|XP_017031989.1|DKIK
OG0001997	CG3894|NP_611963.5|DMEL	LOC108078336|XP_017027628.1|DKIK
OG0001998	Eps-15|NP_611965.2|DMEL	LOC108078297|XP_017027563.1|DKIK
OG0001999	Hr3|NP_001334718.1|DMEL	LOC108085136|XP_017037132.1|DKIK
OG0002000	CG14274|NP_609212.2|DMEL	LOC108079580|XP_017029414.1|DKIK
OG0002001	kel|NP_476589.4|DMEL	LOC108082742|XP_017033740.1|DKIK
OG0002002	Dera|NP_610781.1|DMEL	LOC108082580|XP_017033526.1|DKIK
OG0002003	Tsp29Fa|NP_523515.1|DMEL	LOC108075839|XP_017023908.1|DKIK
OG0002004	qua|NP_001246066.1|DMEL	LOC108085364|XP_017037424.1|DKIK
OG0002005	PRL-1|NP_609780.1|DMEL	LOC108075919|XP_017024042.1|DKIK
OG0002006	Ziz|NP_001260200.1|DMEL	LOC108082555|XP_017033496.1|DKIK
OG0002007	Pp2A-29B|NP_001245944.1|DMEL	LOC108084450|XP_017036148.1|DKIK
OG0002008	eIF4G1|NP_001096852.1|DMEL	LOC108074895|XP_017022607.1|DKIK
OG0002009	fd59A|NP_523814.1|DMEL	LOC108076204|XP_017024427.1|DKIK
OG0002010	Argl|NP_609257.3|DMEL	LOC108076333|XP_017024609.1|DKIK
OG0002011	nesd|NP_610025.1|DMEL	LOC108072603|XP_017019313.1|DKIK
OG0002012	TpnC25D|NP_608915.2|DMEL	LOC108081383|XP_017032029.1|DKIK
OG0002013	Lim3|NP_001260559.1|DMEL	LOC108082851|XP_017033913.1|DKIK
OG0002014	CG10527|NP_611544.1|DMEL	LOC108078411|XP_017027756.1|DKIK
OG0002015	Uro|NP_476779.1|DMEL	LOC108079558|XP_017029386.1|DKIK
OG0002016	babo|NP_476999.1|DMEL	LOC108078308|XP_017027589.1|DKIK
OG0002017	Nos|NP_523541.2|DMEL	LOC108077280|XP_017026047.1|DKIK
OG0002018	Daxx|NP_609035.2|DMEL	LOC108082772|XP_017033794.1|DKIK
OG0002019	vir-1|NP_723746.1|DMEL	LOC108076281|XP_017024550.1|DKIK
OG0002020	RanGAP|NP_476712.1|DMEL	LOC108082765|XP_017033781.1|DKIK
OG0002021	tud|NP_476773.1|DMEL	LOC108082493|XP_017033401.1|DKIK
OG0002022	CG14397|NP_001163027.1|DMEL	LOC108081374|XP_017032017.1|DKIK
OG0002023	ry|NP_524337.1|DMEL	LOC108080800|XP_017031180.1|DKIK
OG0002024	CG4968|NP_609375.1|DMEL	LOC108076918|XP_017025450.1|DKIK
OG0002025	salm|NP_723670.2|DMEL	LOC108082061|XP_017032828.1|DKIK
OG0002026	CG7139|NP_649378.1|DMEL	LOC108080674|XP_017030996.1|DKIK
OG0002027	px|NP_726208.1|DMEL	LOC108078098|XP_017027181.1|DKIK
OG0002028	CG5554|NP_001286784.1|DMEL	LOC108072159|XP_017018693.1|DKIK
OG0002029	Sse|NP_523935.1|DMEL	LOC108086000|XP_017038298.1|DKIK
OG0002030	ATPsynF|NP_611940.1|DMEL	LOC108076201|XP_017024424.1|DKIK
OG0002031	Rpn13|NP_001137662.1|DMEL	LOC108085132|XP_017037128.1|DKIK
OG0002032	Snmp1|NP_650953.1|DMEL	LOC108083177|XP_017034362.1|DKIK
OG0002033	Ork1|NP_001285097.1|DMEL	LOC108085957|XP_017038239.1|DKIK
OG0002034	DAAM|NP_001188522.1|DMEL	LOC108084665|XP_017036475.1|DKIK
OG0002035	Dhod|NP_477224.1|DMEL	LOC108083182|XP_017034366.1|DKIK
OG0002036	Glut4EF|NP_001262443.1|DMEL	LOC108084028|XP_017035530.1|DKIK
OG0002037	VhaM9.7-a|NP_001097499.1|DMEL	LOC108079727|XP_017029626.1|DKIK
OG0002038	CG4390|NP_732486.2|DMEL	LOC108073373|XP_017020431.1|DKIK
OG0002039	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL	LOC108084632|XP_017036409.1|DKIK
OG0002040	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL	LOC108072873|XP_017019684.1|DKIK
OG0002041	Acsl|NP_001260810.1|DMEL	LOC108072293|XP_017018852.1|DKIK
OG0002042	Obp84a|NP_001097700.2|DMEL	LOC108085460|XP_017037564.1|DKIK
OG0002043	CG2100|NP_649578.1|DMEL	LOC108085472|XP_017037577.1|DKIK
OG0002044	loco|NP_732773.1|DMEL	LOC108084210|XP_017035814.1|DKIK
OG0002045	5-HT2B|NP_001262373.1|DMEL	LOC108083174|XP_017034350.1|DKIK
OG0002046	CG11077|NP_651944.1|DMEL	LOC108079961|XP_017030011.1|DKIK
OG0002047	CG14200|NP_573387.1|DMEL	LOC108079211|XP_017028969.1|DKIK
OG0002048	CG10038|NP_650176.3|DMEL	LOC108080447|XP_017030672.1|DKIK
OG0002049	sals|NP_731573.1|DMEL	LOC108085687|XP_017037873.1|DKIK
OG0002050	nsl1|NP_732069.3|DMEL	LOC108081042|XP_017031495.1|DKIK
OG0002051	CG30022|NP_725047.2|DMEL	LOC108078149|XP_017027280.1|DKIK
OG0002052	CG33257|NP_996107.1|DMEL	LOC108084431|XP_017036127.1|DKIK
OG0002053	CG11768|NP_649829.1|DMEL	LOC108085453|XP_017037554.1|DKIK
OG0002054	CG12170|NP_649565.1|DMEL	LOC108081176|XP_017031726.1|DKIK
OG0002055	Tango9|NP_650136.1|DMEL	LOC108085636|XP_017037811.1|DKIK
OG0002056	Gcn5|NP_648586.2|DMEL	LOC108070471|XP_017016445.1|DKIK
OG0002057	CG6144|NP_001033895.1|DMEL	LOC108077078|XP_017025735.1|DKIK
OG0002058	thoc7|NP_728489.2|DMEL	LOC108079068|XP_017028771.1|DKIK
OG0002059	MED28|NP_651397.1|DMEL	LOC108072019|XP_017018488.1|DKIK
OG0002060	jef|NP_610983.1|DMEL	LOC108076496|XP_017024878.1|DKIK
OG0002061	Gpat4|NP_001286818.1|DMEL	LOC108072174|XP_017018719.1|DKIK
OG0002062	bbx|NP_001259770.1|DMEL	LOC108079941|XP_017029974.1|DKIK
OG0002063	APC7|NP_572329.3|DMEL	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK
OG0002064	Rop|NP_523916.2|DMEL	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK
OG0002065	Mrtf|NP_001137879.3|DMEL	LOC108075219|XP_017023050.1|DKIK
OG0002066	Mhcl|NP_732109.2|DMEL	LOC108081024|XP_017031465.1|DKIK
OG0002067	Snap29|NP_523831.1|DMEL	LOC108072160|XP_017018695.1|DKIK
OG0002068	Atg7|NP_611350.1|DMEL	LOC108081221|XP_017031787.1|DKIK
OG0002069	CG17486|NP_001036446.2|DMEL	LOC108080967|XP_017031373.1|DKIK
OG0002070	Fdh|NP_524310.1|DMEL	LOC108081481|XP_017032169.1|DKIK
OG0002071	Osbp|NP_477271.1|DMEL	LOC108073441|XP_017020553.1|DKIK
OG0002072	Rrp42|NP_725517.2|DMEL	LOC108078438|XP_017027809.1|DKIK
OG0002073	Plp|NP_001027574.2|DMEL	LOC108072714|XP_017019454.1|DKIK
OG0002074	CG11807|NP_611017.1|DMEL	LOC108073130|XP_017020119.1|DKIK
OG0002075	SmE|NP_609162.1|DMEL	LOC108079672|XP_017029559.1|DKIK
OG0002076	ReepA|NP_001188988.1|DMEL	LOC108086116|XP_017038441.1|DKIK
OG0002077	mwh|NP_001261244.1|DMEL	LOC108071506|XP_017017759.1|DKIK
OG0002078	CG16935|NP_610914.2|DMEL	LOC108079835|XP_017029829.1|DKIK
OG0002079	Ssk|NP_649184.1|DMEL	LOC108075033|XP_017022778.1|DKIK
OG0002080	CG30456|NP_611188.3|DMEL	LOC108078396|XP_017027741.1|DKIK
OG0002081	cN-IIIB|NP_611895.1|DMEL	LOC108070828|XP_017016935.1|DKIK
OG0002082	unc-104|NP_611155.3|DMEL	LOC108076346|XP_017024623.1|DKIK
OG0002083	PsGEF|NP_996333.4|DMEL	LOC108084657|XP_017036467.1|DKIK
OG0002084	CG3500|NP_611783.1|DMEL	LOC108072311|XP_017018872.1|DKIK
OG0002085	CG13506|NP_611666.2|DMEL	LOC108078252|XP_017027474.1|DKIK
OG0002086	ND-B12|NP_001097399.1|DMEL	LOC108072324|XP_017018890.1|DKIK
OG0002087	Su_Tpl_|NP_001163477.1|DMEL	LOC108073903|XP_017021182.1|DKIK
OG0002088	CG32425|NP_730546.1|DMEL	LOC108075257|XP_017023107.1|DKIK
OG0002089	gcl|NP_724708.1|DMEL	LOC108078515|XP_017027910.1|DKIK
OG0002090	Syx13|NP_524054.1|DMEL	LOC108075308|XP_017023201.1|DKIK
OG0002091	CG13575|NP_611903.1|DMEL	LOC108070813|XP_017016901.1|DKIK
OG0002092	fax|NP_524106.3|DMEL	LOC108071500|XP_017017750.1|DKIK
OG0002093	GM130|NP_611642.2|DMEL	LOC108085206|XP_017037219.1|DKIK
OG0002094	PHDP|NP_523834.1|DMEL	LOC108072046|XP_017018520.1|DKIK
OG0002095	Rcd-1|NP_608335.1|DMEL	LOC108083413|XP_017034657.1|DKIK
OG0002096	Asx|NP_001260969.1|DMEL	LOC108076400|XP_017024728.1|DKIK
OG0002097	clos|NP_001097246.3|DMEL	LOC108078086|XP_017027163.1|DKIK
OG0002098	CG7166|NP_649339.2|DMEL	LOC108084772|XP_017036580.1|DKIK
OG0002099	CG9601|NP_649792.3|DMEL	LOC108085017|XP_017036950.1|DKIK
OG0002100	MsrA|NP_001261879.1|DMEL	LOC108083131|XP_017034296.1|DKIK
OG0002101	pdm3|NP_001188885.2|DMEL	LOC108070854|XP_017016973.1|DKIK
OG0002102	tapas|NP_611475.3|DMEL	LOC108076716|XP_017025168.1|DKIK
OG0002103	Coq2|NP_649789.1|DMEL	LOC108085032|XP_017036968.1|DKIK
OG0002106	CG9684|NP_649797.2|DMEL	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK
OG0002107	CG12299|NP_609448.1|DMEL	LOC108077061|XP_017025716.1|DKIK
OG0002108	CG42823|NP_001097822.2|DMEL	LOC108075463|XP_017023407.1|DKIK
OG0002109	CAH6|NP_001097987.1|DMEL, CAH16|NP_001287620.1|DMEL	LOC108086025|XP_017038326.1|DKIK
OG0002110	CG33647|NP_001027136.1|DMEL, CG33644|NP_001027259.1|DMEL	LOC108086160|XP_017038514.1|DKIK
OG0002111	CG32988|NP_788008.1|DMEL	LOC108075924|XP_017024053.1|DKIK
OG0002111	CG32983|NP_788009.1|DMEL	LOC108075912|XP_017024031.1|DKIK
OG0002112	CG14930|NP_609508.1|DMEL	LOC108082078|XP_017032859.1|DKIK
OG0002113	Sgs5bis|NP_732246.1|DMEL	LOC108075479|XP_017023422.1|DKIK
OG0002113	Sgs5|NP_524388.1|DMEL	LOC108075371|XP_017023270.1|DKIK
OG0002114	janB|NP_476584.2|DMEL	LOC108084942|XP_017036829.1|DKIK
OG0002114	ocn|NP_524578.1|DMEL	LOC108085054|XP_017037003.1|DKIK
OG0002115	CG34188|NP_001097326.1|DMEL	LOC108078419|XP_017027773.1|DKIK
OG0002115	CG30472|NP_725463.2|DMEL	LOC108078420|XP_017027774.1|DKIK
OG0002116	CG10730|NP_610021.3|DMEL	LOC108072478|XP_017019133.1|DKIK
OG0002117	CG7744|NP_611422.2|DMEL	LOC108083904|XP_017035389.1|DKIK
OG0002118	nvd|NP_001097670.1|DMEL	LOC108077352|XP_017026134.1|DKIK
OG0002119	Smg6|NP_651321.1|DMEL	LOC108073443|XP_017020555.1|DKIK
OG0002120	sv|NP_524633.3|DMEL	LOC108077525|XP_017026383.1|DKIK
OG0002121	Usp1|NP_733282.1|DMEL	LOC108075729|XP_017023758.1|DKIK
OG0002123	cdc14|NP_609153.1|DMEL	LOC108079612|XP_017029475.1|DKIK
OG0002124	CG32548|NP_728167.1|DMEL	LOC108077143|XP_017025850.1|DKIK
OG0002125	ckn|NP_611009.1|DMEL	LOC108072439|XP_017019049.1|DKIK
OG0002126	tzn|NP_730568.1|DMEL	LOC108078369|XP_017027688.1|DKIK
OG0002127	Ankle2|NP_573221.2|DMEL	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	HisRS|NP_573305.2|DMEL	LOC108084337|XP_017036006.1|DKIK
OG0002129	Epg5|NP_650752.2|DMEL	LOC108085692|XP_017037889.1|DKIK
OG0002130	CG14795|NP_569925.2|DMEL	LOC108079366|XP_017029163.1|DKIK
OG0002131	CG18600|NP_650708.1|DMEL	LOC108084181|XP_017035761.1|DKIK
OG0002132	RpL7|NP_523531.1|DMEL	LOC108074575|XP_017022166.1|DKIK
OG0002133	Paics|NP_572826.1|DMEL	LOC108080550|XP_017030843.1|DKIK
OG0002134	CG8173|NP_573239.1|DMEL	LOC108076119|XP_017024336.1|DKIK
OG0002135	mys|NP_524793.2|DMEL	LOC108074247|XP_017021698.1|DKIK
OG0002136	trp|NP_476768.1|DMEL	LOC108077860|XP_017026882.1|DKIK
OG0002137	CG5902|NP_651201.1|DMEL	LOC108084570|XP_017036323.1|DKIK
OG0002138	Vps4|NP_573258.1|DMEL	LOC108083593|XP_017034944.1|DKIK
OG0002139	Vap33|NP_570087.1|DMEL	LOC108079456|XP_017029285.1|DKIK
OG0002140	fend|NP_572528.1|DMEL	LOC108076932|XP_017025470.1|DKIK
OG0002141	RpL10|NP_651954.3|DMEL	LOC108079521|XP_017029349.1|DKIK
OG0002142	CG9853|NP_001097680.1|DMEL	LOC108077735|XP_017026687.1|DKIK
OG0002143	Tango14|NP_608577.2|DMEL	LOC108074421|XP_017021943.1|DKIK
OG0002144	Mitf|NP_001245436.1|DMEL	LOC108074888|XP_017022585.1|DKIK
OG0002145	CG5023|NP_650867.1|DMEL	LOC108083944|XP_017035438.1|DKIK
OG0002146	lost|NP_649466.1|DMEL	LOC108077732|XP_017026677.1|DKIK
OG0002147	CG43347|NP_001138185.2|DMEL	LOC108083775|XP_017035188.1|DKIK
OG0002148	CG14969|NP_647809.3|DMEL	LOC108073856|XP_017021127.1|DKIK
OG0002149	4E-T|NP_726619.2|DMEL	LOC108074896|XP_017022608.1|DKIK
OG0002150	drd|NP_001033845.1|DMEL	LOC108071239|XP_017017416.1|DKIK
OG0002151	Nse4|NP_609405.2|DMEL	LOC108076930|XP_017025465.1|DKIK
OG0002152	CG31122|NP_001356888.1|DMEL	LOC108074082|XP_017021451.1|DKIK
OG0002153	dmrt99B|NP_524549.1|DMEL	LOC108074370|XP_017021883.1|DKIK
OG0002154	inc|NP_569926.2|DMEL	LOC108079435|XP_017029258.1|DKIK
OG0002155	tll|NP_524596.1|DMEL	LOC108073678|XP_017020894.1|DKIK
OG0002156	CG7369|NP_649415.2|DMEL	LOC108081866|XP_017032595.1|DKIK
OG0002157	timeout|NP_524341.3|DMEL	LOC108073232|XP_017020269.1|DKIK
OG0002158	CG5335|NP_611349.2|DMEL	LOC108081222|XP_017031788.1|DKIK
OG0002159	roh|NP_726318.1|DMEL	LOC108074227|XP_017021661.1|DKIK
OG0002160	slou|NP_001262808.1|DMEL	LOC108084061|XP_017035568.1|DKIK
OG0002161	snRNP-U1-C|NP_650767.1|DMEL	LOC108085683|XP_017037866.1|DKIK
OG0002162	CG12814|NP_001262454.1|DMEL	LOC108085915|XP_017038176.1|DKIK
OG0002163	lin-52|NP_572256.1|DMEL	LOC108083867|XP_017035345.1|DKIK
OG0002164	Ssadh|NP_651408.1|DMEL	LOC108081269|XP_017031855.1|DKIK
OG0002165	CG12288|NP_609822.1|DMEL	LOC108077002|XP_017025564.1|DKIK
OG0002166	Yip1d1|NP_609596.1|DMEL	LOC108076897|XP_017025420.1|DKIK
OG0002167	wbl|NP_725867.1|DMEL	LOC108082465|XP_017033337.1|DKIK
OG0002168	gbb|NP_477340.1|DMEL	LOC108072071|XP_017018563.1|DKIK
OG0002169	defl|NP_648352.2|DMEL	LOC108078902|XP_017028524.1|DKIK
OG0002170	ABCD|NP_651906.1|DMEL	LOC108083287|XP_017034510.1|DKIK
OG0002171	CG33108|NP_788728.1|DMEL	LOC108084567|XP_017036316.1|DKIK
OG0002172	hh|NP_001034065.1|DMEL	LOC108071346|XP_017017571.1|DKIK
OG0002173	aurB|NP_477336.1|DMEL	LOC108077190|XP_017025924.1|DKIK
OG0002174	CG8461|NP_650367.1|DMEL	LOC108077618|XP_017026513.1|DKIK
OG0002175	mRpL11|NP_524351.1|DMEL	LOC108077619|XP_017026514.1|DKIK
OG0002176	Prp18|NP_650776.1|DMEL	LOC108084624|XP_017036401.1|DKIK
OG0002177	Scp2|NP_524381.1|DMEL	LOC108077623|XP_017026520.1|DKIK
OG0002178	CG6051|NP_001097943.1|DMEL	LOC108084945|XP_017036831.1|DKIK
OG0002179	lobo|NP_001036757.1|DMEL	LOC108073526|XP_017020696.1|DKIK
OG0002180	hdc|NP_788768.1|DMEL	LOC108073711|XP_017020935.1|DKIK
OG0002181	l_1_G0320|NP_572567.1|DMEL	LOC108085776|XP_017038015.1|DKIK
OG0002182	CG2698|NP_001246976.1|DMEL	LOC108077748|XP_017026705.1|DKIK
OG0002183	mip40|NP_611407.1|DMEL	LOC108082601|XP_017033563.1|DKIK
OG0002184	RpII140|NP_476706.1|DMEL	LOC108073212|XP_017020272.1|DKIK
OG0002185	CG5044|NP_732020.2|DMEL	LOC108081067|XP_017031537.1|DKIK
OG0002186	CG9107|NP_608981.1|DMEL	LOC108075799|XP_017023859.1|DKIK
OG0002187	CCT1|NP_524450.2|DMEL	LOC108084256|XP_017035888.1|DKIK
OG0002188	Not11|NP_726406.1|DMEL	LOC108072123|XP_017018640.1|DKIK
OG0002189	mRpS5|NP_001036652.1|DMEL	LOC108083802|XP_017035231.1|DKIK
OG0002190	Gdh|NP_524470.4|DMEL	LOC108084592|XP_017036356.1|DKIK
OG0002191	Pex16|NP_649252.1|DMEL	LOC108075206|XP_017023030.1|DKIK
OG0002192	bora|NP_649048.1|DMEL	LOC108080665|XP_017030986.1|DKIK
OG0002193	jumu|NP_524302.1|DMEL	LOC108077737|XP_017026689.1|DKIK
OG0002194	CG5646|NP_651568.1|DMEL	LOC108083684|XP_017035051.1|DKIK
OG0002195	CG13605|NP_651214.2|DMEL	LOC108084613|XP_017036387.1|DKIK
OG0002196	MED7|NP_731500.1|DMEL	LOC108073401|XP_017020482.1|DKIK
OG0002197	CG7049|NP_612003.1|DMEL	LOC108079024|XP_017028692.1|DKIK
OG0002198	CG17816|NP_001097706.1|DMEL	LOC108081206|XP_017031764.1|DKIK
OG0002199	RpA-70|NP_524274.1|DMEL	LOC108085014|XP_017036947.1|DKIK
OG0002200	Gip|NP_511106.1|DMEL	LOC108079392|XP_017029204.1|DKIK
OG0002202	CG9297|NP_788674.1|DMEL	LOC108084286|XP_017035932.1|DKIK
OG0002203	Pde6|NP_001262566.1|DMEL	LOC108077851|XP_017026872.1|DKIK
OG0002204	Hr96|NP_524493.1|DMEL	LOC108073444|XP_017020556.1|DKIK
OG0002205	apn|NP_650270.1|DMEL	LOC108074059|XP_017021420.1|DKIK
OG0002206	cd|NP_651081.1|DMEL	LOC108083629|XP_017034988.1|DKIK
OG0002207	fkh|NP_001263038.1|DMEL	LOC108085721|XP_017037933.1|DKIK
OG0002208	mIF2|NP_651621.2|DMEL	LOC108085737|XP_017037955.1|DKIK
OG0002209	Spat|NP_511062.1|DMEL	LOC108079158|XP_017028895.1|DKIK
OG0002210	CG1208|NP_001097692.1|DMEL	LOC108070726|XP_017016811.1|DKIK
OG0002211	Dic1|NP_650279.1|DMEL	LOC108074095|XP_017021476.1|DKIK
OG0002212	CG14285|NP_650773.1|DMEL	LOC108084619|XP_017036394.1|DKIK
OG0002213	twr|NP_649676.1|DMEL	LOC108080435|XP_017030658.1|DKIK
