Orthogroup	DMEL.longest_only	DSAN.longest_only
OG0000130	CG7386|NP_648036.1|DMEL	LOC120450387|XP_039489313.1|DSAN
OG0000130	CG10274|NP_001097525.1|DMEL	LOC120449269|XP_039487586.1|DSAN
OG0000130	D19B|NP_477297.1|DMEL	LOC120448089|XP_039485815.1|DSAN
OG0000130	D19A|NP_477304.1|DMEL	LOC120448088|XP_039485814.1|DSAN
OG0000131	snk|NP_001097766.1|DMEL	LOC120450809|XP_039489913.1|DSAN
OG0000132	Phae2|NP_609551.2|DMEL	LOC120450846|XP_039489975.1|DSAN
OG0000132	Phae1|NP_609550.1|DMEL	LOC120450849|XP_039489991.1|DSAN
OG0000132	CG7142|NP_650703.1|DMEL	LOC120452537|XP_039492737.1|DSAN
OG0000134	eff|NP_731941.1|DMEL	LOC120451359|XP_039490929.1|DSAN
OG0000134	CG2574|NP_572796.1|DMEL	LOC120456506|XP_039499308.1|DSAN
OG0000134	CG5440|NP_608594.2|DMEL	LOC120451626|XP_039491416.1|DSAN
OG0000134	Ubc2|NP_477137.1|DMEL	LOC120453306|XP_039493897.1|DSAN
OG0000134	CG10862|NP_647823.1|DMEL	LOC120449426|XP_039487821.1|DSAN
OG0000136	CG43088|NP_001245670.1|DMEL	LOC120457646|XP_039501078.1|DSAN
OG0000137	Rm62|NP_524243.2|DMEL	LOC120451005|XP_039490252.1|DSAN
OG0000137	CG10077|NP_648062.2|DMEL	LOC120450371|XP_039489288.1|DSAN
OG0000137	CG14443|NP_572330.2|DMEL	LOC120457403|XP_039500933.1|DSAN
OG0000138	ouib|NP_649822.2|DMEL	LOC120453268|XP_039493829.1|DSAN
OG0000138	nom|NP_649821.2|DMEL	LOC120453267|XP_039493828.1|DSAN
OG0000138	CG8159|NP_649823.2|DMEL	LOC120453446|XP_039494088.1|DSAN
OG0000138	M1BP|NP_649825.1|DMEL	LOC120453355|XP_039493962.1|DSAN
OG0000138	ranshi|NP_649824.1|DMEL	LOC120453447|XP_039494089.1|DSAN
OG0000139	CG14983|NP_647843.1|DMEL	LOC120448860|XP_039487004.1|DSAN
OG0000139	CG17329|NP_609784.2|DMEL	LOC120456384|XP_039499528.1|DSAN
OG0000139	CG13481|NP_001097605.1|DMEL	LOC120448678|XP_039486751.1|DSAN
OG0000139	CG31807|NP_723984.1|DMEL	LOC120447072|XP_039484397.1|DSAN
OG0000139	CG33552|NP_001014488.1|DMEL	LOC120447071|XP_039484396.1|DSAN
OG0000140	grass|NP_651543.1|DMEL	LOC120451422|XP_039491029.1|DSAN
OG0000141	GstO1|NP_648237.1|DMEL	LOC120448451|XP_039486401.1|DSAN
OG0000141	GstO2|NP_729388.1|DMEL	LOC120448452|XP_039486403.1|DSAN
OG0000141	se|NP_648235.1|DMEL	LOC120448453|XP_039486405.1|DSAN
OG0000141	GstO3|NP_648234.1|DMEL	LOC120448454|XP_039486406.1|DSAN
OG0000142	nAChRalpha1|NP_001262916.1|DMEL	LOC120451264|XP_039490727.1|DSAN
OG0000142	nAChRalpha4|NP_001097669.2|DMEL	LOC120447845|XP_039485386.1|DSAN
OG0000142	nAChRalpha3|NP_525079.3|DMEL	LOC120457117|XP_039500268.1|DSAN
OG0000143	GNBP1|NP_524142.2|DMEL	LOC120450562|XP_039489605.1|DSAN
OG0000143	GNBP2|NP_524141.1|DMEL	LOC120450563|XP_039489606.1|DSAN
OG0000144	dpr9|NP_996215.1|DMEL	LOC120452659|XP_039492916.1|DSAN
OG0000144	dpr8|NP_727781.1|DMEL	LOC120457308|XP_039500730.1|DSAN
OG0000144	dpr21|NP_001163838.2|DMEL	LOC120457482|XP_039500967.1|DSAN
OG0000145	Idgf4|NP_511101.2|DMEL	LOC120456131|XP_039498694.1|DSAN
OG0000147	CG6180|NP_609588.1|DMEL	LOC120451646|XP_039491487.1|DSAN
OG0000147	CG17919|NP_649644.1|DMEL	LOC120452393|XP_039492541.1|DSAN
OG0000147	CG10298|NP_649643.1|DMEL	LOC120454057|XP_039494997.1|DSAN
OG0000148	CG31954|NP_722915.1|DMEL	LOC120449015|XP_039487230.1|DSAN
OG0000148	Try29F|NP_523518.2|DMEL	LOC120453191|XP_039493694.1|DSAN
OG0000149	Obp28a|NP_523505.1|DMEL	LOC120450388|XP_039489317.1|DSAN
OG0000149	Obp19d|NP_523421.2|DMEL	LOC120455384|XP_039497444.1|DSAN
OG0000150	Gr22a|NP_722733.1|DMEL	LOC120443958|XP_039479348.1|DSAN
OG0000150	Gr22f|NP_722729.2|DMEL	LOC120458690|XP_039502361.1|DSAN
OG0000150	Gr22c|NP_722732.2|DMEL	LOC120458857|XP_039502618.1|DSAN
OG0000150	Gr22b|NP_001014456.1|DMEL	LOC120458903|XP_039502683.1|DSAN
OG0000150	Gr22e|NP_722731.1|DMEL	LOC120458904|XP_039502684.1|DSAN
OG0000151	CG6996|NP_649189.2|DMEL	LOC120448719|XP_039486823.1|DSAN
OG0000151	CG17147|NP_001262099.1|DMEL	LOC120448648|XP_039486710.1|DSAN
OG0000151	CG17145|NP_649192.2|DMEL	LOC120448649|XP_039486711.1|DSAN
OG0000152	CG11843|NP_651663.1|DMEL	LOC120452037|XP_039492023.1|DSAN
OG0000153	Sp212|NP_996209.2|DMEL	LOC120451577|XP_039491320.1|DSAN
OG0000153	CG9649|NP_650343.1|DMEL	LOC120453833|XP_039494660.1|DSAN
OG0000153	CG31326|NP_650344.2|DMEL	LOC120451576|XP_039491319.1|DSAN
OG0000154	Or94a|NP_524455.1|DMEL	LOC120452631|XP_039492875.1|DSAN
OG0000154	Or94b|NP_524456.1|DMEL	LOC120452632|XP_039492876.1|DSAN
OG0000154	Or71a|NP_524078.2|DMEL	LOC120449197|XP_039487492.1|DSAN
OG0000155	CG7548|NP_648131.1|DMEL	LOC120449186|XP_039487468.1|DSAN
OG0000155	CG8543|NP_648126.1|DMEL	LOC120449265|XP_039487581.1|DSAN
OG0000155	CG8541|NP_648127.1|DMEL	LOC120448978|XP_039487172.1|DSAN
OG0000157	PGRP-SC2|NP_610410.1|DMEL	LOC120447552|XP_039484939.1|DSAN
OG0000158	CG13869|NP_611458.2|DMEL	LOC120444707|XP_039480514.1|DSAN
OG0000158	CG14826|NP_648088.1|DMEL	LOC120449667|XP_039488200.1|DSAN
OG0000158	CG14829|NP_648089.2|DMEL	LOC120448946|XP_039487126.1|DSAN
OG0000159	slif|NP_649428.1|DMEL	LOC120447635|XP_039485072.1|DSAN
OG0000159	CG5535|NP_649019.2|DMEL	LOC120448194|XP_039485994.1|DSAN
OG0000159	CG7255|NP_001036607.1|DMEL	LOC120448642|XP_039486703.1|DSAN
OG0000160	CG31343|NP_732652.1|DMEL	LOC120451440|XP_039491049.1|DSAN
OG0000160	CG31233|NP_732653.2|DMEL	LOC120453850|XP_039494688.1|DSAN
OG0000161	CG3386|NP_612049.1|DMEL	LOC120449817|XP_039488398.1|DSAN
OG0000161	CG4004|NP_727638.2|DMEL	LOC120457147|XP_039500352.1|DSAN
OG0000162	CG11262|NP_648617.2|DMEL	LOC120449916|XP_039488543.1|DSAN
OG0000162	CG13801|NP_647714.1|DMEL	LOC120448645|XP_039486706.1|DSAN
OG0000162	CG31693|NP_724369.2|DMEL	LOC120446714|XP_039483759.1|DSAN
OG0000162	hoe1|NP_608876.1|DMEL	LOC120447628|XP_039485066.1|DSAN
OG0000163	Lsp1gamma|NP_523868.1|DMEL	LOC120449329|XP_039487663.1|DSAN
OG0000163	Lsp1beta|NP_476624.1|DMEL	LOC120458089|XP_039501541.1|DSAN
OG0000163	Lsp1alpha|NP_511138.2|DMEL	LOC120456660|XP_039499526.1|DSAN
OG0000164	Cp1|NP_523735.2|DMEL	LOC120444701|XP_039480506.1|DSAN
OG0000165	DIP1|NP_728449.1|DMEL	LOC120455780|XP_039498171.1|DSAN
OG0000165	blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL	LOC120449990|XP_039488633.1|DSAN
OG0000166	Cht8|NP_611542.2|DMEL	LOC120445044|XP_039481091.1|DSAN
OG0000166	Cht9|NP_611543.3|DMEL	LOC120445051|XP_039481102.1|DSAN
OG0000166	Cht4|NP_524962.2|DMEL	LOC120445045|XP_039481092.1|DSAN
OG0000167	CG13308|NP_648261.2|DMEL	LOC120448505|XP_039486473.1|DSAN
OG0000167	CG13312|NP_648260.1|DMEL	LOC120448889|XP_039487040.1|DSAN
OG0000167	CG13309|NP_648262.2|DMEL	LOC120449994|XP_039488638.1|DSAN
OG0000167	CG32024|NP_729417.2|DMEL	LOC120448507|XP_039486474.1|DSAN
OG0000168	CG12917|NP_610558.2|DMEL	LOC120458325|XP_039501877.1|DSAN
OG0000168	CG33346|NP_996301.2|DMEL	LOC120454271|XP_039495369.1|DSAN
OG0000168	CG14062|NP_001034074.1|DMEL	LOC120452727|XP_039493026.1|DSAN
OG0000169	CG6000|NP_651210.3|DMEL	LOC120452629|XP_039492872.1|DSAN
OG0000169	CG4456|NP_001189076.1|DMEL	LOC120447495|XP_039484826.1|DSAN
OG0000169	CG12279|NP_650227.1|DMEL	LOC120451692|XP_039491521.1|DSAN
OG0000170	CG15155|NP_609868.1|DMEL	LOC120445951|XP_039482572.1|DSAN
OG0000170	CG5783|NP_609869.1|DMEL	LOC120445950|XP_039482569.1|DSAN
OG0000170	CG17681|NP_724098.2|DMEL	LOC120446322|XP_039483172.1|DSAN
OG0000171	nAChRalpha5|NP_001356885.1|DMEL	LOC120445878|XP_039482751.1|DSAN
OG0000171	nAChRalpha6|NP_995675.1|DMEL	LOC120451198|XP_039490587.1|DSAN
OG0000171	nAChRalpha7|NP_001162795.1|DMEL	LOC120456869|XP_039499896.1|DSAN
OG0000172	promL|NP_647770.1|DMEL	LOC120448014|XP_039485669.1|DSAN
OG0000173	CG42566|NP_001097421.2|DMEL	LOC120445686|XP_039482176.1|DSAN
OG0000173	CG13510|NP_611700.2|DMEL	LOC120446598|XP_039483562.1|DSAN
OG0000174	Or43a|NP_523647.2|DMEL	LOC120452240|XP_039492303.1|DSAN
OG0000174	Or30a|NP_523520.2|DMEL	LOC120458882|XP_039502652.1|DSAN
OG0000174	Or49b|NP_523721.1|DMEL	LOC120445713|XP_039482207.1|DSAN
OG0000175	CG6723|NP_650069.2|DMEL	LOC120451302|XP_039490802.1|DSAN
OG0000175	CG42235|NP_651446.2|DMEL	LOC120451393|XP_039490992.1|DSAN
OG0000176	CG13716|NP_647920.1|DMEL	LOC120450130|XP_039488890.1|DSAN
OG0000176	CG34266|NP_001097507.1|DMEL	LOC120450131|XP_039488891.1|DSAN
OG0000176	CG13711|NP_647928.1|DMEL	LOC120448053|XP_039485736.1|DSAN
OG0000176	CG13713|NP_652709.1|DMEL	LOC120448055|XP_039485738.1|DSAN
OG0000177	Cyp1|NP_523366.2|DMEL	LOC120455520|XP_039497732.1|DSAN
OG0000177	Moca-cyp|NP_733246.1|DMEL	LOC120453959|XP_039494842.1|DSAN
OG0000177	CG7768|NP_648697.1|DMEL	LOC120447459|XP_039484773.1|DSAN
OG0000178	CG42259|NP_001036256.2|DMEL	LOC120456378|XP_039499133.1|DSAN
OG0000179	CG1698|NP_610517.1|DMEL	LOC120455127|XP_039496958.1|DSAN
OG0000179	CG8850|NP_725122.2|DMEL	LOC120444365|XP_039479889.1|DSAN
OG0000179	CG15279|NP_609726.1|DMEL	LOC120458115|XP_039501582.1|DSAN
OG0000180	GstE4|NP_611326.1|DMEL	LOC120444401|XP_039479957.1|DSAN
OG0000180	GstE7|NP_611329.1|DMEL	LOC120444400|XP_039479956.1|DSAN
OG0000180	GstE6|NP_611328.1|DMEL	LOC120444399|XP_039479955.1|DSAN
OG0000180	GstE5|NP_611327.1|DMEL	LOC120444402|XP_039479959.1|DSAN
OG0000181	CG14645|NP_652325.2|DMEL	LOC120452336|XP_039492433.1|DSAN
OG0000181	CG3348|NP_652261.1|DMEL	LOC120452244|XP_039492305.1|DSAN
OG0000181	CG14246|NP_652260.1|DMEL	LOC120453640|XP_039494368.1|DSAN
OG0000182	CG31548|NP_730974.1|DMEL	LOC120450801|XP_039489902.1|DSAN
OG0000182	CG12171|NP_649563.1|DMEL	LOC120451020|XP_039490279.1|DSAN
OG0000182	CG31549|NP_730972.2|DMEL	LOC120451018|XP_039490277.1|DSAN
OG0000183	eIF4E7|NP_726718.1|DMEL	LOC120457162|XP_039500372.1|DSAN
OG0000183	eIF4E6|NP_651654.1|DMEL	LOC120451563|XP_039491300.1|DSAN
OG0000183	eIF4E4|NP_648052.1|DMEL	LOC120448380|XP_039486296.1|DSAN
OG0000183	eIF4E1|NP_524829.1|DMEL	LOC120449076|XP_039487309.1|DSAN
OG0000184	CG18585|NP_609132.1|DMEL	LOC120449599|XP_039488103.1|DSAN
OG0000184	CG7025|NP_609133.2|DMEL	LOC120458704|XP_039502382.1|DSAN
OG0000185	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL	LOC120455801|XP_039498199.1|DSAN
OG0000185	Acam|NP_476988.1|DMEL	LOC120453713|XP_039494470.1|DSAN
OG0000185	CG30378|NP_724628.1|DMEL	LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN
OG0000186	feo|NP_572658.2|DMEL	LOC120455515|XP_039497722.1|DSAN
OG0000186	sofe|NP_572659.2|DMEL	LOC120455010|XP_039496765.1|DSAN
OG0000187	Ir7c|NP_572411.1|DMEL	LOC120456188|XP_039498799.1|DSAN
OG0000188	CG14693|NP_001262467.1|DMEL	LOC120454152|XP_039495145.1|DSAN
OG0000188	CG8958|NP_573105.1|DMEL	LOC120455320|XP_039497328.1|DSAN
OG0000188	CG12698|NP_573100.1|DMEL	LOC120457066|XP_039500178.1|DSAN
OG0000189	Rbp9|NP_001259974.1|DMEL	LOC120458020|XP_039501457.1|DSAN
OG0000189	elav|NP_525033.1|DMEL	LOC120455411|XP_039497487.1|DSAN
OG0000189	fne|NP_001096965.1|DMEL	LOC120455883|XP_039498301.1|DSAN
OG0000190	Pkc53E|NP_725626.1|DMEL	LOC120444868|XP_039480767.1|DSAN
OG0000190	Pkcdelta|NP_572797.3|DMEL	LOC120455354|XP_039497386.1|DSAN
OG0000190	inaC|NP_476863.1|DMEL	LOC120446498|XP_039483440.1|DSAN
OG0000191	Spn42Da|NP_524955.2|DMEL	LOC120458827|XP_039502576.1|DSAN
OG0000191	Spn42Db|NP_610244.2|DMEL	LOC120458829|XP_039502587.1|DSAN
OG0000191	Spn55B|NP_524953.1|DMEL	LOC120446294|XP_039483122.1|DSAN
OG0000192	CG14720|NP_650108.2|DMEL	LOC120454228|XP_039495262.1|DSAN
OG0000192	CG34429|NP_001097598.1|DMEL	LOC120450167|XP_039488949.1|DSAN
OG0000192	CG34428|NP_001097597.2|DMEL	LOC120450166|XP_039488948.1|DSAN
OG0000193	Pgant4|NP_001137779.1|DMEL	LOC120458359|XP_039501907.1|DSAN
OG0000193	CG31776|NP_722909.2|DMEL	LOC120443852|XP_039479148.1|DSAN
OG0000193	Pgant6|NP_647749.2|DMEL	LOC120450306|XP_039489188.1|DSAN
OG0000194	CG33225|NP_001286682.1|DMEL	LOC120445933|XP_039482531.1|DSAN
OG0000194	CG14227|NP_608345.2|DMEL	LOC120455675|XP_039498013.1|DSAN
OG0000194	CG30288|NP_001097398.1|DMEL	LOC120444843|XP_039480735.1|DSAN
OG0000194	CG30289|NP_726081.1|DMEL	LOC120446895|XP_039484046.1|DSAN
OG0000195	SkpF|NP_611796.1|DMEL	LOC120445310|XP_039481554.1|DSAN
OG0000195	SkpA|NP_477390.1|DMEL	LOC120457200|XP_039500488.1|DSAN
OG0000195	SkpB|NP_610729.1|DMEL	LOC120444945|XP_039480884.1|DSAN
OG0000196	beat-IIIa|NP_001188828.1|DMEL	LOC120445832|XP_039482387.1|DSAN
OG0000196	beat-IIIb|NP_788071.3|DMEL	LOC120446245|XP_039483051.1|DSAN
OG0000196	beat-IIIc|NP_724042.1|DMEL	LOC120446081|XP_039482797.1|DSAN
OG0000197	CG9503|NP_572987.1|DMEL	LOC120455822|XP_039498220.1|DSAN
OG0000197	CG45065|NP_001285251.1|DMEL	LOC120455833|XP_039498236.1|DSAN
OG0000197	CG9518|NP_572979.1|DMEL	LOC120455817|XP_039498216.1|DSAN
OG0000198	CG33137|NP_788343.3|DMEL	LOC120444828|XP_039480718.1|DSAN
OG0000198	CG33467|NP_001286440.1|DMEL	LOC120444915|XP_039480842.1|DSAN
OG0000198	CG33919|NP_001027393.1|DMEL	LOC120444142|XP_039479644.1|DSAN
OG0000199	CG10953|NP_611199.1|DMEL	LOC120444932|XP_039480866.1|DSAN
OG0000199	CG17290|NP_611196.2|DMEL	LOC120445794|XP_039482337.1|DSAN
OG0000199	CG30458|NP_725663.1|DMEL	LOC120444933|XP_039480867.1|DSAN
OG0000200	CG31445|NP_651689.1|DMEL	LOC120451231|XP_039490657.1|DSAN
OG0000200	CG11951|NP_001350853.2|DMEL	LOC120453512|XP_039494193.1|DSAN
OG0000200	SP1029|NP_652618.1|DMEL	LOC120451230|XP_039490653.1|DSAN
OG0000201	CG13833|NP_651111.1|DMEL	LOC120453936|XP_039494815.1|DSAN
OG0000201	CG17121|NP_651114.1|DMEL	LOC120453749|XP_039494516.1|DSAN
OG0000202	Mdh2|NP_650696.1|DMEL	LOC120451630|XP_039491421.1|DSAN
OG0000202	CG10749|NP_648616.1|DMEL	LOC120449862|XP_039488456.1|DSAN
OG0000202	CG10748|NP_648615.1|DMEL	LOC120449861|XP_039488455.1|DSAN
OG0000203	CG30103|NP_725682.2|DMEL	LOC120445393|XP_039481734.1|DSAN
OG0000203	veil|NP_611217.1|DMEL	LOC120446174|XP_039482943.1|DSAN
OG0000203	NT5E-2|NP_611218.1|DMEL	LOC120446375|XP_039483240.1|DSAN
OG0000204	Or47b|NP_523690.3|DMEL	LOC120457769|XP_039501200.1|DSAN
OG0000204	Or65b|NP_729162.3|DMEL	LOC120448934|XP_039487104.1|DSAN
OG0000204	Or65c|NP_729163.2|DMEL	LOC120448796|XP_039486920.1|DSAN, LOC120448906|XP_039487063.1|DSAN
OG0000204	Or65a|NP_729161.1|DMEL	LOC120449094|XP_039487335.1|DSAN
OG0000205	Rh6|NP_524368.5|DMEL	LOC120450955|XP_039490175.1|DSAN
OG0000205	Rh2|NP_524398.1|DMEL	LOC120453498|XP_039494178.1|DSAN
OG0000206	gsb|NP_523863.1|DMEL	LOC120446694|XP_039483725.1|DSAN
OG0000206	prd|NP_723721.1|DMEL	LOC120458312|XP_039501853.1|DSAN
OG0000206	gsb-n|NP_523862.1|DMEL	LOC120445251|XP_039481459.1|DSAN
OG0000207	CG12766|NP_647839.1|DMEL	LOC120448256|XP_039486107.1|DSAN
OG0000207	CG10863|NP_647840.1|DMEL	LOC120449692|XP_039488241.1|DSAN
OG0000207	CG10638|NP_729808.1|DMEL	LOC120448303|XP_039486177.1|DSAN
OG0000208	Ir52b|NP_725469.2|DMEL	LOC120446129|XP_039482888.1|DSAN, LOC120444905|XP_039480831.1|DSAN
OG0000208	Ir52a|NP_611041.2|DMEL	LOC120444906|XP_039480832.1|DSAN
OG0000208	Ir52c|NP_725470.1|DMEL	LOC120446166|XP_039482931.1|DSAN
OG0000208	Ir52d|NP_611042.2|DMEL	LOC120446562|XP_039483515.1|DSAN
OG0000209	Spn28Da|NP_001036345.1|DMEL	LOC120449423|XP_039487819.1|DSAN, LOC120449414|XP_039487808.1|DSAN
OG0000209	Spn28F|NP_524957.2|DMEL, Spn38F|NP_524956.2|DMEL	LOC120444051|XP_039479489.1|DSAN, LOC120458245|XP_039501767.1|DSAN
OG0000209	Spn28B|NP_609128.2|DMEL	LOC120449875|XP_039488477.1|DSAN
OG0000209	Spn42Dd|NP_001163067.1|DMEL	LOC120458830|XP_039502588.1|DSAN
OG0000210	CG31664|NP_001356905.1|DMEL	LOC120451041|XP_039490314.1|DSAN
OG0000210	l_1_G0193|NP_572427.1|DMEL	LOC120456185|XP_039498794.1|DSAN
OG0000211	Desat2|NP_650201.1|DMEL	LOC120454645|XP_039496080.1|DSAN
OG0000211	Fad2|NP_651966.2|DMEL	LOC120448844|XP_039486983.1|DSAN
OG0000211	Desat1|NP_652731.1|DMEL	LOC120452704|XP_039492996.1|DSAN
OG0000212	Tep3|NP_523507.2|DMEL	LOC120455241|XP_039497160.1|DSAN
OG0000212	Tep2|NP_523506.1|DMEL	LOC120445179|XP_039481364.1|DSAN
OG0000212	Tep1|NP_523578.1|DMEL	LOC120458444|XP_039502024.1|DSAN
OG0000213	Ir76a|NP_001097647.3|DMEL	LOC120450554|XP_039489594.1|DSAN
OG0000213	Ir41a|NP_995744.4|DMEL	LOC120458425|XP_039502037.1|DSAN
OG0000214	Hex-A|NP_524848.1|DMEL	LOC120455517|XP_039497724.1|DSAN
OG0000214	Hex-C|NP_524674.1|DMEL	LOC120446928|XP_039484113.1|DSAN
OG0000214	Hex-t2|NP_733151.2|DMEL	LOC120452569|XP_039492785.1|DSAN
OG0000215	CG7458|NP_649374.1|DMEL	LOC120449307|XP_039487632.1|DSAN
OG0000215	SLC22A|NP_649370.1|DMEL	LOC120450463|XP_039489419.1|DSAN
OG0000216	CG16719|NP_648344.1|DMEL	LOC120448183|XP_039485972.1|DSAN
OG0000216	CG12395|NP_573101.1|DMEL	LOC120456714|XP_039499630.1|DSAN
OG0000217	Pdha|NP_726945.1|DMEL	LOC120455889|XP_039498315.1|DSAN
OG0000217	CG7024|NP_572182.1|DMEL	LOC120455888|XP_039498314.1|DSAN
OG0000218	CG33282|NP_001097067.1|DMEL	LOC120458865|XP_039502631.1|DSAN
OG0000218	CG15408|NP_608767.1|DMEL	LOC120447976|XP_039485608.1|DSAN
OG0000218	CG3285|NP_608766.1|DMEL	LOC120447968|XP_039485596.1|DSAN
OG0000219	Tsp42Ed|NP_523630.1|DMEL	LOC120458787|XP_039502502.1|DSAN
OG0000219	Tsp42Ea|NP_525012.2|DMEL	LOC120458946|XP_039502740.1|DSAN
OG0000219	Tsp42Ee|NP_523631.1|DMEL	LOC120458169|XP_039501660.1|DSAN
OG0000220	Doc3|NP_648280.1|DMEL	LOC120449767|XP_039488339.1|DSAN
OG0000220	Doc1|NP_648283.1|DMEL	LOC120449846|XP_039488438.1|DSAN
OG0000220	Doc2|NP_648282.1|DMEL	LOC120449800|XP_039488379.1|DSAN
OG0000221	Lfg|NP_725236.1|DMEL	LOC120445236|XP_039481434.1|DSAN
OG0000221	CG9722|NP_650341.1|DMEL	LOC120451987|XP_039491948.1|DSAN
OG0000221	Nmda1|NP_523722.1|DMEL	LOC120445235|XP_039481429.1|DSAN
OG0000222	NimB3|NP_001033905.1|DMEL	LOC120458068|XP_039501514.1|DSAN
OG0000222	NimB2|NP_723857.1|DMEL	LOC120458059|XP_039501503.1|DSAN
OG0000223	CG7730|NP_788521.2|DMEL	LOC120450346|XP_039489255.1|DSAN
OG0000223	pst|NP_729246.2|DMEL	LOC120449263|XP_039487580.1|DSAN
OG0000223	CG32243|NP_729014.1|DMEL	LOC120449380|XP_039487749.1|DSAN
OG0000224	GstE11|NP_611339.1|DMEL	LOC120446619|XP_039483599.1|DSAN
OG0000224	GstE12|NP_611964.1|DMEL	LOC120447037|XP_039484317.1|DSAN
OG0000225	CG42812|NP_001097901.2|DMEL	LOC120453839|XP_039494667.1|DSAN
OG0000225	CG42811|NP_001189279.1|DMEL	LOC120453759|XP_039494526.1|DSAN
OG0000225	CG13613|NP_001097900.2|DMEL	LOC120453860|XP_039494699.1|DSAN
OG0000226	Ilp1|NP_648359.1|DMEL	LOC120448275|XP_039486137.1|DSAN
OG0000226	Ilp3|NP_648360.2|DMEL	LOC120448278|XP_039486141.1|DSAN
OG0000226	Ilp5|NP_996037.2|DMEL	LOC120450267|XP_039489106.1|DSAN
OG0000227	Drs|NP_523901.1|DMEL	LOC120448288|XP_039486157.1|DSAN
OG0000227	Drsl1|NP_728872.1|DMEL	LOC120448907|XP_039487064.1|DSAN
OG0000227	Drsl6|NP_728873.1|DMEL	LOC120448430|XP_039486366.1|DSAN
OG0000227	Drsl4|NP_728862.1|DMEL	LOC120448313|XP_039486194.1|DSAN
OG0000227	Drsl2|NP_728860.2|DMEL	LOC120448684|XP_039486756.1|DSAN
OG0000227	Drsl5|NP_647803.1|DMEL	LOC120448392|XP_039486314.1|DSAN
OG0000228	Tim17b1|NP_649526.2|DMEL	LOC120451043|XP_039490331.1|DSAN
OG0000228	CG1724|NP_608439.2|DMEL	LOC120455838|XP_039498242.1|DSAN
OG0000228	Tim17b2|NP_524746.2|DMEL	LOC120451122|XP_039490478.1|DSAN
OG0000229	CG3339|NP_001036762.2|DMEL	LOC120453243|XP_039493779.1|DSAN
OG0000229	Dhc93AB|NP_001262793.1|DMEL	LOC120452036|XP_039492021.1|DSAN
OG0000230	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL	LOC120444893|XP_039480814.1|DSAN
OG0000231	ACXA|NP_620475.2|DMEL	LOC120453902|XP_039494766.1|DSAN
OG0000231	ACXB|NP_620474.2|DMEL	LOC120453935|XP_039494816.1|DSAN
OG0000231	ACXC|NP_609593.1|DMEL	LOC120453925|XP_039494797.1|DSAN
OG0000231	ACXE|NP_652601.3|DMEL	LOC120458856|XP_039502617.1|DSAN
OG0000232	Zip89B|NP_536747.2|DMEL	LOC120453459|XP_039494110.1|DSAN
OG0000232	Zip42C.2|NP_610231.2|DMEL	LOC120443956|XP_039479346.1|DSAN
OG0000232	Zip42C.1|NP_525107.1|DMEL	LOC120443952|XP_039479336.1|DSAN
OG0000233	neo|NP_651733.1|DMEL	LOC120453118|XP_039493594.1|DSAN
OG0000233	mey|NP_651870.3|DMEL	LOC120452065|XP_039492062.1|DSAN
OG0000233	nyo|NP_651871.2|DMEL	LOC120452077|XP_039492075.1|DSAN
OG0000234	CG34184|NP_001097310.1|DMEL	LOC120446074|XP_039482788.1|DSAN
OG0000234	CG34442|NP_001097311.1|DMEL	LOC120446073|XP_039482786.1|DSAN
OG0000234	CG34443|NP_001097312.1|DMEL	LOC120446627|XP_039483621.1|DSAN
OG0000235	Smvt|NP_651891.2|DMEL	LOC120452127|XP_039492144.1|DSAN
OG0000235	CG2187|NP_651890.1|DMEL	LOC120452126|XP_039492142.1|DSAN
OG0000235	salt|NP_651889.3|DMEL	LOC120452731|XP_039493034.1|DSAN
OG0000236	Hsp60B|NP_524925.1|DMEL	LOC120458228|XP_039501745.1|DSAN
OG0000236	Hsp60C|NP_608948.2|DMEL	LOC120458187|XP_039501689.1|DSAN
OG0000236	Hsp60A|NP_511115.2|DMEL	LOC120457028|XP_039500124.1|DSAN
OG0000237	Eb1|NP_724495.2|DMEL	LOC120443953|XP_039479337.1|DSAN
OG0000237	CG32371|NP_729295.1|DMEL	LOC120447720|XP_039485190.1|DSAN
OG0000237	CG2955|NP_608817.1|DMEL	LOC120458837|XP_039502594.1|DSAN
OG0000237	CG15306|NP_572618.1|DMEL	LOC120455444|XP_039497583.1|DSAN
OG0000238	CG31674|NP_610063.4|DMEL	LOC120444681|XP_039480476.1|DSAN
OG0000238	CG9331|NP_788080.1|DMEL	LOC120444680|XP_039480474.1|DSAN
OG0000238	CG31673|NP_724294.1|DMEL	LOC120444683|XP_039480479.1|DSAN
OG0000239	Sodh-2|NP_524311.1|DMEL	LOC120451675|XP_039491490.1|DSAN
OG0000239	Sodh-1|NP_477348.1|DMEL	LOC120452403|XP_039492554.1|DSAN
OG0000240	dpr17|NP_731670.1|DMEL	LOC120453009|XP_039493454.1|DSAN
OG0000240	dpr15|NP_731672.1|DMEL	LOC120453465|XP_039494116.1|DSAN
OG0000240	dpr11|NP_788586.1|DMEL	LOC120451708|XP_039491543.1|DSAN
OG0000241	AGO2|NP_730054.1|DMEL	LOC120450584|XP_039489637.1|DSAN
