Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0002121	Usp1|NP_733282.1|DMEL	LOC118503831|XP_035893435.1|ASTE
OG0002123	cdc14|NP_609153.1|DMEL	LOC118505667|XP_035897689.1|ASTE
OG0002124	CG32548|NP_728167.1|DMEL	LOC118510740|XP_035908865.1|ASTE
OG0002125	ckn|NP_611009.1|DMEL	LOC118517608|XP_035919800.1|ASTE
OG0002126	tzn|NP_730568.1|DMEL	LOC118506343|XP_035899224.1|ASTE
OG0002127	Ankle2|NP_573221.2|DMEL	LOC118503477|XP_035892669.1|ASTE
OG0002128	HisRS|NP_573305.2|DMEL	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	Epg5|NP_650752.2|DMEL	LOC118508956|XP_035904776.1|ASTE
OG0002130	CG14795|NP_569925.2|DMEL	LOC118508139|XP_035903554.1|ASTE
OG0002131	CG18600|NP_650708.1|DMEL	LOC118511581|XP_035910724.1|ASTE
OG0002132	RpL7|NP_523531.1|DMEL	LOC118513214|XP_035914621.1|ASTE
OG0002133	Paics|NP_572826.1|DMEL	LOC118513258|XP_035914750.1|ASTE
OG0002134	CG8173|NP_573239.1|DMEL	LOC118502713|XP_035891161.1|ASTE
OG0002135	mys|NP_524793.2|DMEL	LOC118504575|XP_035895115.1|ASTE
OG0002136	trp|NP_476768.1|DMEL	LOC118517379|XP_035919295.1|ASTE
OG0002137	CG5902|NP_651201.1|DMEL	LOC118517358|XP_035919259.1|ASTE
OG0002138	Vps4|NP_573258.1|DMEL	LOC118508588|XP_035904388.1|ASTE
OG0002139	Vap33|NP_570087.1|DMEL	LOC118508612|XP_035904390.1|ASTE
OG0002140	fend|NP_572528.1|DMEL	LOC118513209|XP_035914618.1|ASTE
OG0002141	RpL10|NP_651954.3|DMEL	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	CG9853|NP_001097680.1|DMEL	LOC118505402|XP_035897035.1|ASTE
OG0002143	Tango14|NP_608577.2|DMEL	LOC118510683|XP_035908745.1|ASTE
OG0002144	Mitf|NP_001245436.1|DMEL	LOC118517416|XP_035919416.1|ASTE
OG0002145	CG5023|NP_650867.1|DMEL	LOC118517448|XP_035919487.1|ASTE
OG0002146	lost|NP_649466.1|DMEL	LOC118502808|XP_035891343.1|ASTE
OG0002147	CG43347|NP_001138185.2|DMEL	LOC118517475|XP_035919553.1|ASTE
OG0002148	CG14969|NP_647809.3|DMEL	LOC118504345|XP_035894605.1|ASTE
OG0002149	4E-T|NP_726619.2|DMEL	LOC118517464|XP_035919525.1|ASTE
OG0002150	drd|NP_001033845.1|DMEL	LOC118506059|XP_035898599.1|ASTE
OG0002151	Nse4|NP_609405.2|DMEL	LOC118511205|XP_035909879.1|ASTE
OG0002152	CG31122|NP_001356888.1|DMEL	LOC118509815|XP_035906865.1|ASTE
OG0002153	dmrt99B|NP_524549.1|DMEL	LOC118506211|XP_035898925.1|ASTE
OG0002154	inc|NP_569926.2|DMEL	LOC118509923|XP_035907135.1|ASTE
OG0002155	tll|NP_524596.1|DMEL	LOC118506206|XP_035898911.1|ASTE
OG0002156	CG7369|NP_649415.2|DMEL	LOC118505756|XP_035897871.1|ASTE
OG0002157	timeout|NP_524341.3|DMEL	LOC118508128|XP_035903529.1|ASTE
OG0002158	CG5335|NP_611349.2|DMEL	LOC118517370|XP_035919281.1|ASTE
OG0002159	roh|NP_726318.1|DMEL	LOC118504805|XP_035895693.1|ASTE
OG0002160	slou|NP_001262808.1|DMEL	LOC118508129|XP_035907722.1|ASTE
OG0002161	snRNP-U1-C|NP_650767.1|DMEL	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE
OG0002162	CG12814|NP_001262454.1|DMEL	LOC118502665|XP_035891021.1|ASTE
OG0002163	lin-52|NP_572256.1|DMEL	LOC118507651|XP_035902314.1|ASTE
OG0002164	Ssadh|NP_651408.1|DMEL	LOC118504758|XP_035895577.1|ASTE
OG0002165	CG12288|NP_609822.1|DMEL	LOC118508279|XP_035903813.1|ASTE
OG0002166	Yip1d1|NP_609596.1|DMEL	LOC118514682|XP_035917661.1|ASTE
OG0002167	wbl|NP_725867.1|DMEL	LOC118504438|XP_035894788.1|ASTE
OG0002168	gbb|NP_477340.1|DMEL	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE
OG0002169	defl|NP_648352.2|DMEL	LOC118507241|XP_035901386.1|ASTE
OG0002170	ABCD|NP_651906.1|DMEL	LOC118505581|XP_035897431.1|ASTE
OG0002171	CG33108|NP_788728.1|DMEL	LOC118502730|XP_035891184.1|ASTE
OG0002172	hh|NP_001034065.1|DMEL	LOC118506467|XP_035899535.1|ASTE
OG0002173	aurB|NP_477336.1|DMEL	LOC118514148|XP_035916652.1|ASTE
OG0002174	CG8461|NP_650367.1|DMEL	LOC118508485|XP_035904196.1|ASTE
OG0002175	mRpL11|NP_524351.1|DMEL	LOC118508486|XP_035904198.1|ASTE
OG0002176	Prp18|NP_650776.1|DMEL	LOC118508452|XP_035904147.1|ASTE
OG0002177	Scp2|NP_524381.1|DMEL	LOC118507790|XP_035902720.1|ASTE
OG0002178	CG6051|NP_001097943.1|DMEL	LOC118507537|XP_035902007.1|ASTE
OG0002179	lobo|NP_001036757.1|DMEL	LOC118504989|XP_035896051.1|ASTE
OG0002180	hdc|NP_788768.1|DMEL	LOC118505448|XP_035897140.1|ASTE
OG0002181	l_1_G0320|NP_572567.1|DMEL	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE
OG0002182	CG2698|NP_001246976.1|DMEL	LOC118506784|XP_035900290.1|ASTE
OG0002183	mip40|NP_611407.1|DMEL	LOC118506792|XP_035900304.1|ASTE
OG0002184	RpII140|NP_476706.1|DMEL	LOC118504901|XP_035895860.1|ASTE
OG0002185	CG5044|NP_732020.2|DMEL	LOC118502908|XP_035891523.1|ASTE
OG0002186	CG9107|NP_608981.1|DMEL	LOC118505240|XP_035896683.1|ASTE
OG0002187	CCT1|NP_524450.2|DMEL	LOC118506381|XP_035899306.1|ASTE
OG0002188	Not11|NP_726406.1|DMEL	LOC118511393|XP_035910316.1|ASTE
OG0002189	mRpS5|NP_001036652.1|DMEL	LOC118502867|XP_035891467.1|ASTE
OG0002190	Gdh|NP_524470.4|DMEL	LOC118507907|XP_035903063.1|ASTE
OG0002191	Pex16|NP_649252.1|DMEL	LOC118503569|XP_035892895.1|ASTE
OG0002192	bora|NP_649048.1|DMEL	LOC118507169|XP_035901128.1|ASTE
OG0002193	jumu|NP_524302.1|DMEL	LOC118502697|XP_035891110.1|ASTE
OG0002194	CG5646|NP_651568.1|DMEL	LOC118502888|XP_035891499.1|ASTE
OG0002195	CG13605|NP_651214.2|DMEL	LOC118507796|XP_035902742.1|ASTE
OG0002196	MED7|NP_731500.1|DMEL	LOC118504279|XP_035894446.1|ASTE
OG0002197	CG7049|NP_612003.1|DMEL	LOC118506443|XP_035899471.1|ASTE
OG0002198	CG17816|NP_001097706.1|DMEL	LOC118506179|XP_035898845.1|ASTE
OG0002199	RpA-70|NP_524274.1|DMEL	LOC118506450|XP_035899482.1|ASTE
OG0002200	Gip|NP_511106.1|DMEL	LOC118505414|XP_035897056.1|ASTE
OG0002202	CG9297|NP_788674.1|DMEL	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE
OG0002203	Pde6|NP_001262566.1|DMEL	LOC118502929|XP_035891560.1|ASTE
OG0002204	Hr96|NP_524493.1|DMEL	LOC118506367|XP_035899283.1|ASTE
OG0002205	apn|NP_650270.1|DMEL	LOC118506796|XP_035900311.1|ASTE
OG0002206	cd|NP_651081.1|DMEL	LOC118507999|XP_035903263.1|ASTE
OG0002207	fkh|NP_001263038.1|DMEL	LOC118505211|XP_035896613.1|ASTE
OG0002208	mIF2|NP_651621.2|DMEL	LOC118505185|XP_035896533.1|ASTE
OG0002209	Spat|NP_511062.1|DMEL	LOC118504832|XP_035895729.1|ASTE
OG0002210	CG1208|NP_001097692.1|DMEL	LOC118508005|XP_035903280.1|ASTE
OG0002211	Dic1|NP_650279.1|DMEL	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE
OG0002212	CG14285|NP_650773.1|DMEL	LOC118503193|XP_035892068.1|ASTE
OG0002213	twr|NP_649676.1|DMEL	LOC118505443|XP_035897133.1|ASTE
OG0002214	CG34034|NP_001163678.1|DMEL	LOC118517710|XP_035920049.1|ASTE
OG0002215	btsz|NP_001247109.1|DMEL	LOC118511933|XP_035911507.1|ASTE
OG0002216	Cap-D2|NP_651709.1|DMEL	LOC118506810|XP_035900361.1|ASTE
OG0002217	Hexim|NP_731932.1|DMEL	LOC118504422|XP_035894751.1|ASTE
OG0002218	Alg14|NP_573031.1|DMEL	LOC118508587|XP_035904385.1|ASTE
OG0002219	yellow-e|NP_524344.1|DMEL	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE
OG0002220	Ir87a|NP_650290.2|DMEL	LOC118502954|XP_035891604.1|ASTE
OG0002221	Tmc|NP_001303362.1|DMEL	LOC118512120|XP_035911991.1|ASTE
OG0002224	CG43340|NP_001246184.1|DMEL	LOC118511464|XP_035910459.1|ASTE
OG0002225	frac|NP_001137905.1|DMEL	LOC118513122|XP_035914417.1|ASTE
OG0002226	CG17266|NP_610224.1|DMEL	LOC118512964|XP_035914083.1|ASTE
OG0002227	SLO2|NP_001097259.2|DMEL	LOC118512046|XP_035911768.1|ASTE
OG0002228	pnut|NP_477064.1|DMEL	LOC118512073|XP_035911856.1|ASTE
OG0002229	CG42360|NP_611946.2|DMEL	LOC118512084|XP_035911937.1|ASTE
OG0002230	Taz|NP_477432.3|DMEL	LOC118512100|XP_035911960.1|ASTE
OG0002231	Br140|NP_610266.1|DMEL	LOC118512056|XP_035911800.1|ASTE
OG0002233	CG10657|NP_648579.3|DMEL	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE
OG0002234	Cpr47Ef|NP_610660.2|DMEL	LOC118513338|XP_035914853.1|ASTE, LOC118513012|XP_035914179.1|ASTE
OG0002235	Liprin-gamma|NP_001097414.1|DMEL	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE
OG0002236	Phm|NP_477225.1|DMEL	LOC118513001|XP_035914151.1|ASTE
OG0002237	MAN1|NP_611873.1|DMEL	LOC118512996|XP_035914146.1|ASTE
OG0002238	koi|NP_001260738.1|DMEL	LOC118514491|XP_035917307.1|ASTE
OG0002239	spt4|NP_610802.1|DMEL	LOC118510562|XP_035908439.1|ASTE
OG0002240	Swim|NP_726176.1|DMEL	LOC118508906|XP_035904657.1|ASTE
OG0002241	CG3437|NP_648318.2|DMEL	LOC118512142|XP_035912062.1|ASTE
OG0002243	CG4335|NP_650886.1|DMEL	LOC118509122|XP_035905202.1|ASTE
OG0002244	CG7839|NP_648431.3|DMEL	LOC118509120|XP_035905197.1|ASTE
OG0002245	CG32369|NP_729296.1|DMEL	LOC118512677|XP_035913349.1|ASTE
OG0002246	CG15236|NP_610241.1|DMEL	LOC118512690|XP_035913373.1|ASTE
OG0002247	Pym|NP_726372.1|DMEL	LOC118513104|XP_035914398.1|ASTE
OG0002248	Hexo1|NP_523924.1|DMEL	LOC118509410|XP_035905873.1|ASTE
OG0002249	CG34461|NP_001097547.1|DMEL	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE
OG0002251	otp|NP_001286654.1|DMEL	LOC118509713|XP_035906691.1|ASTE
OG0002252	CG13442|NP_611511.3|DMEL	LOC118511909|XP_035911437.1|ASTE
OG0002253	CG4622|NP_611929.1|DMEL	LOC118509671|XP_035906564.1|ASTE
OG0002254	niki|NP_651293.1|DMEL	LOC118510161|XP_035907562.1|ASTE
OG0002255	ND-18|NP_573385.1|DMEL	LOC118511430|XP_035910414.1|ASTE
OG0002256	CG33144|NP_788324.1|DMEL	LOC118511531|XP_035910613.1|ASTE
OG0002257	Fbl6|NP_610665.2|DMEL	LOC118509590|XP_035906256.1|ASTE
OG0002258	CG9953|NP_648067.2|DMEL	LOC118510362|XP_035907963.1|ASTE
OG0002259	Gbeta13F|NP_525090.1|DMEL	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE
OG0002260	TORIP|NP_649149.1|DMEL	LOC118510417|XP_035908079.1|ASTE
OG0002261	asf1|NP_524163.1|DMEL	LOC118510383|XP_035908022.1|ASTE
OG0002263	SsRbeta|NP_524103.2|DMEL	LOC118511448|XP_035910442.1|ASTE
OG0002264	Fcp1|NP_611934.1|DMEL	LOC118509654|XP_035906501.1|ASTE
OG0002265	Adi1|NP_001097577.1|DMEL	LOC118512810|XP_035913655.1|ASTE
OG0002266	fln|NP_524174.1|DMEL	LOC118510215|XP_035907667.1|ASTE
OG0002267	ValRS-m|NP_648268.1|DMEL	LOC118514340|XP_035917050.1|ASTE
OG0002268	Pc|NP_524199.1|DMEL	LOC118514259|XP_035916868.1|ASTE
OG0002269	CG30089|NP_611056.2|DMEL	LOC118510335|XP_035907886.1|ASTE
OG0002270	SP2353|NP_611082.2|DMEL	LOC118510096|XP_035907414.1|ASTE
OG0002271	CG5087|NP_648279.1|DMEL	LOC118510340|XP_035907904.1|ASTE
OG0002272	CG7974|NP_647643.1|DMEL	LOC118514352|XP_035917067.1|ASTE
OG0002273	pHCl-1|NP_001261898.1|DMEL	LOC118512827|XP_035913708.1|ASTE
OG0002274	mub|NP_001246875.1|DMEL	LOC118511865|XP_035911340.1|ASTE
OG0002275	CG6512|NP_730248.2|DMEL	LOC118514222|XP_035916813.1|ASTE
OG0002276	Iml1|NP_728621.1|DMEL	LOC118514361|XP_035917082.1|ASTE
OG0002277	stet|NP_788450.1|DMEL	LOC118509700|XP_035906664.1|ASTE
OG0002278	Ir64a|NP_647962.1|DMEL	LOC118509037|XP_035904970.1|ASTE
OG0002279	Pdxk|NP_996031.1|DMEL	LOC118510327|XP_035907865.1|ASTE
OG0002280	Zcchc7|NP_648926.3|DMEL	LOC118510303|XP_035907825.1|ASTE
OG0002281	CG13025|NP_648919.1|DMEL	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE
OG0002282	CG12016|NP_647805.1|DMEL	LOC118514625|XP_035917516.1|ASTE
OG0002283	ppk3|NP_726336.1|DMEL	LOC118508859|XP_035904510.1|ASTE
OG0002284	Vps28|NP_652053.1|DMEL	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE
OG0002285	CG4617|NP_572383.1|DMEL	LOC118509559|XP_035906207.1|ASTE
OG0002286	Art7|NP_611753.4|DMEL	LOC118514227|XP_035916819.1|ASTE
OG0002287	CG8405|NP_725521.1|DMEL	LOC118511799|XP_035911222.1|ASTE
OG0002288	smg|NP_001137924.1|DMEL	LOC118511560|XP_035910685.1|ASTE
OG0002289	CG6638|NP_648239.1|DMEL	LOC118514451|XP_035917261.1|ASTE
OG0002290	CG9222|NP_608999.2|DMEL	LOC118511748|XP_035911105.1|ASTE
OG0002291	wech|NP_524772.2|DMEL	LOC118509648|XP_035906462.1|ASTE
OG0002292	coro|NP_001260743.1|DMEL	LOC118510356|XP_035907950.1|ASTE
OG0002293	CG10395|NP_724408.4|DMEL	LOC118511334|XP_035910160.1|ASTE
OG0002294	Sgt1|NP_649783.2|DMEL	LOC118511350|XP_035910202.1|ASTE
OG0002295	uif|NP_001162899.1|DMEL	LOC118505030|XP_035896139.1|ASTE
OG0002296	jp|NP_001369124.1|DMEL	LOC118504540|XP_035895003.1|ASTE
OG0002297	Amt|NP_001097800.1|DMEL	LOC118507004|XP_035900791.1|ASTE
OG0002298	RpL12|NP_524819.1|DMEL	LOC118511201|XP_035909873.1|ASTE
OG0002299	Rpb5|NP_610630.1|DMEL	LOC118511199|XP_035909871.1|ASTE
OG0002300	DIP-eta|NP_608946.3|DMEL	LOC118511035|XP_035909515.1|ASTE
OG0002301	CG2201|NP_724349.1|DMEL	LOC118513933|XP_035916197.1|ASTE
OG0002302	step|NP_001036375.2|DMEL	LOC118511746|XP_035911098.1|ASTE
OG0002303	RpL36|NP_476629.1|DMEL	LOC118507661|XP_035902331.1|ASTE
OG0002304	mol|NP_001036362.1|DMEL	LOC118512695|XP_035913396.1|ASTE
OG0002305	trbl|NP_524672.1|DMEL	LOC118513310|XP_035914786.1|ASTE
OG0002306	Aasdh|NP_609230.2|DMEL	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE
OG0002307	wry|NP_995611.2|DMEL	LOC118511257|XP_035910014.1|ASTE
OG0002308	Mtpalpha|NP_609299.1|DMEL	LOC118513924|XP_035916185.1|ASTE
OG0002309	cype|NP_536787.1|DMEL	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE
OG0002310	Ret|NP_477044.1|DMEL	LOC118513511|XP_035915258.1|ASTE
OG0002311	Lar|NP_001260594.1|DMEL	LOC118511175|XP_035909812.1|ASTE
OG0002312	CG9395|NP_609639.2|DMEL	LOC118511173|XP_035909809.1|ASTE
OG0002313	tra2|NP_476764.1|DMEL	LOC118511612|XP_035910795.1|ASTE
OG0002314	CG8736|NP_610394.2|DMEL	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE
OG0002315	Mppe|NP_001286327.1|DMEL	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE
OG0002316	dUTPase|NP_609479.1|DMEL	LOC118511127|XP_035909753.1|ASTE
OG0002317	CTPsyn|NP_730023.1|DMEL	LOC118511641|XP_035910855.1|ASTE
OG0002318	Grip71|NP_609902.3|DMEL	LOC118514012|XP_035916374.1|ASTE
OG0002319	CG16812|NP_609619.1|DMEL	LOC118514001|XP_035916330.1|ASTE
OG0002320	CG30291|NP_726016.1|DMEL	LOC118513420|XP_035915025.1|ASTE
OG0002321	RpS11|NP_725114.1|DMEL	LOC118513236|XP_035914681.1|ASTE
OG0002322	dtr|NP_724335.2|DMEL	LOC118510602|XP_035908502.1|ASTE
OG0002323	CG9253|NP_610090.1|DMEL	LOC118513423|XP_035915029.1|ASTE
OG0002324	Rnf146|NP_001137978.1|DMEL	LOC118509076|XP_035905101.1|ASTE
OG0002325	CG43693|NP_001261694.1|DMEL	LOC118509087|XP_035905112.1|ASTE
OG0002326	CG7888|NP_648425.1|DMEL	LOC118509088|XP_035905115.1|ASTE
OG0002327	cu|NP_001097746.1|DMEL	LOC118509089|XP_035905116.1|ASTE
OG0002328	COX4|NP_610013.1|DMEL	LOC118511755|XP_035911113.1|ASTE
OG0002329	MFS3|NP_608572.1|DMEL	LOC118511606|XP_035910782.1|ASTE
OG0002330	Tfb4|NP_608574.2|DMEL	LOC118511682|XP_035910949.1|ASTE
OG0002331	CG7322|NP_573333.2|DMEL	LOC118511660|XP_035910901.1|ASTE
OG0002332	CPT2|NP_647756.1|DMEL	LOC118509846|XP_035906937.1|ASTE
OG0002333	CG30423|NP_726490.3|DMEL	LOC118508802|XP_035904414.1|ASTE
OG0002334	CG11034|NP_608961.2|DMEL	LOC118513671|XP_035915667.1|ASTE
OG0002335	FANCI|NP_610429.2|DMEL	LOC118511602|XP_035910777.1|ASTE
OG0002336	nkd|NP_524788.2|DMEL	LOC118509052|XP_035905054.1|ASTE
OG0002337	Not1|NP_001286252.1|DMEL	LOC118514506|XP_035917335.1|ASTE
OG0002338	CG4502|NP_609103.1|DMEL	LOC118512501|XP_035912903.1|ASTE
OG0002339	Mad|NP_001259992.1|DMEL	LOC118512524|XP_035912959.1|ASTE
OG0002340	CG16965|NP_609528.3|DMEL	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE
OG0002341	sel|NP_610547.1|DMEL	LOC118512475|XP_035912856.1|ASTE
OG0002342	Pgant5|NP_001036338.1|DMEL	LOC118512469|XP_035912844.1|ASTE
OG0002343	vkg|NP_477190.1|DMEL	LOC118512556|XP_035913035.1|ASTE
OG0002344	rl|NP_001287635.1|DMEL	LOC118512570|XP_035913078.1|ASTE
OG0002345	CG8728|NP_610333.1|DMEL	LOC118513768|XP_035915837.1|ASTE
OG0002346	sip2|NP_723234.2|DMEL	LOC118511769|XP_035911150.1|ASTE
OG0002347	EndoG|NP_610737.1|DMEL	LOC118514162|XP_035916719.1|ASTE
OG0002348	mtsh|NP_609208.2|DMEL	LOC118513743|XP_035915793.1|ASTE
OG0002349	rnh1|NP_477315.1|DMEL	LOC118513770|XP_035915840.1|ASTE
OG0002350	drosha|NP_477436.1|DMEL	LOC118510057|XP_035907339.1|ASTE
OG0002351	Cpr49Ae|NP_610774.3|DMEL	LOC118513362|XP_035914887.1|ASTE
OG0002352	vg|NP_523723.1|DMEL	LOC118512531|XP_035912976.1|ASTE
OG0002353	CG40191|NP_001015174.1|DMEL	LOC118510590|XP_035908484.1|ASTE
OG0002354	CG9515|NP_001285769.1|DMEL	LOC118511776|XP_035911164.1|ASTE
OG0002355	CG17528|NP_001036462.1|DMEL	LOC118514537|XP_035917413.1|ASTE
OG0002356	Tpr2|NP_523584.1|DMEL	LOC118508982|XP_035904863.1|ASTE
OG0002357	CG7987|NP_650375.1|DMEL	LOC118508981|XP_035904862.1|ASTE
OG0002358	me31B|NP_523533.2|DMEL	LOC118513283|XP_035914743.1|ASTE
OG0002359	HIP-R|NP_726885.1|DMEL, HIP|NP_570074.3|DMEL	LOC118509223|XP_035905416.1|ASTE
OG0002360	Amacr|NP_610054.1|DMEL	LOC118512597|XP_035913143.1|ASTE
OG0002361	CG8004|NP_649161.1|DMEL	LOC118513702|XP_035915719.1|ASTE
OG0002362	Slob|NP_001260212.1|DMEL	LOC118510846|XP_035909066.1|ASTE
OG0002363	mEFG1|NP_609105.1|DMEL	LOC118509832|XP_035906916.1|ASTE
OG0002364	Ndae1|NP_723263.2|DMEL	LOC118509831|XP_035906898.1|ASTE
OG0002365	Wnt4|NP_001260187.1|DMEL	LOC118509113|XP_035905177.1|ASTE
OG0002366	snsl|NP_001097086.1|DMEL	LOC118510543|XP_035908400.1|ASTE
OG0002367	AIF|NP_722765.2|DMEL	LOC118513811|XP_035915932.1|ASTE
OG0002368	slmo|NP_001097094.1|DMEL	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE
OG0002369	CG12702|NP_608355.1|DMEL	LOC118514288|XP_035916930.1|ASTE
OG0002370	NimA|NP_609691.6|DMEL	LOC118508813|XP_035904447.1|ASTE
OG0002371	Vajk3|NP_609690.1|DMEL	LOC118508816|XP_035904450.1|ASTE
OG0002372	ft|NP_477497.1|DMEL	LOC118514070|XP_035916489.1|ASTE
OG0002373	Cyt-c-p|NP_477176.1|DMEL	LOC118510670|XP_035908710.1|ASTE
OG0002374	Nmnat|NP_651315.2|DMEL	LOC118510661|XP_035908685.1|ASTE
OG0002375	lds|NP_524850.2|DMEL	LOC118503833|XP_035893433.1|ASTE
OG0002376	Hrb27C|NP_476869.1|DMEL	LOC118506586|XP_035899833.1|ASTE
OG0002377	mRpL44|NP_649541.1|DMEL	LOC118506623|XP_035899885.1|ASTE
OG0002378	mRpL20|NP_524051.1|DMEL	LOC118507629|XP_035902247.1|ASTE
OG0002379	CaBP1|NP_609792.1|DMEL	LOC118506607|XP_035899867.1|ASTE
OG0002380	Spx|NP_511058.1|DMEL	LOC118505669|XP_035897688.1|ASTE
OG0002381	RpS23|NP_610939.2|DMEL	LOC118505685|XP_035897713.1|ASTE
OG0002382	Trf4-1|NP_996382.2|DMEL	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE
OG0002383	Gk2|NP_647655.1|DMEL	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE
OG0002384	csw|NP_477131.1|DMEL	LOC118508352|XP_035903943.1|ASTE
OG0002386	CG4733|NP_650842.2|DMEL	LOC118506742|XP_035900194.1|ASTE
OG0002387	Irk1|NP_001262861.1|DMEL	LOC118507126|XP_035901026.1|ASTE
OG0002388	Su_var_3-9|NP_524357.2|DMEL	LOC118504693|XP_035895406.1|ASTE
OG0002389	RpS3|NP_476632.1|DMEL	LOC118506609|XP_035899869.1|ASTE
OG0002390	CG6415|NP_609441.1|DMEL	LOC118517575|XP_035919722.1|ASTE
OG0002391	Camp|NP_611204.2|DMEL	LOC118506518|XP_035899639.1|ASTE
OG0002392	Rh50|NP_001369039.1|DMEL	LOC118505514|XP_035897307.1|ASTE
OG0002393	nxf2|NP_524111.3|DMEL	LOC118505499|XP_035897252.1|ASTE
OG0002394	Npl4|NP_651407.3|DMEL	LOC118505483|XP_035897204.1|ASTE
OG0002395	side-VI|NP_001036705.1|DMEL	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE
OG0002396	Xpc|NP_725451.1|DMEL	LOC118502575|XP_035890793.1|ASTE
OG0002397	kune|NP_610179.2|DMEL	LOC118502605|XP_035890862.1|ASTE
OG0002398	CG7065|NP_572529.2|DMEL	LOC118507045|XP_035900892.1|ASTE
OG0002399	CCHa2-R|NP_001356958.1|DMEL	LOC118507048|XP_035900899.1|ASTE
OG0002400	nw|NP_001027435.2|DMEL	LOC118507056|XP_035900911.1|ASTE
OG0002401	CG32006|NP_726538.1|DMEL	LOC118507678|XP_035902362.1|ASTE
OG0002402	CG6006|NP_001097812.1|DMEL	LOC118506828|XP_035900426.1|ASTE
OG0002403	CG8925|NP_650526.1|DMEL	LOC118506829|XP_035900432.1|ASTE
OG0002404	CG12581|NP_649435.2|DMEL	LOC118504591|XP_035895141.1|ASTE
OG0002405	Orco|NP_001097687.1|DMEL	LOC118508261|XP_035903780.1|ASTE
OG0002406	GluRS-m|NP_648894.2|DMEL	LOC118508271|XP_035903805.1|ASTE
OG0002408	NKCC|NP_730938.1|DMEL	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE
OG0002410	bnl|NP_732452.1|DMEL	LOC118502983|XP_035891659.1|ASTE
OG0002411	Prosbeta3|NP_649858.1|DMEL	LOC118517197|XP_035919040.1|ASTE, LOC118505133|XP_035896365.1|ASTE
OG0002412	l_3_80Fj|NP_001015316.1|DMEL	LOC118517195|XP_035919039.1|ASTE, LOC118505128|XP_035896338.1|ASTE
OG0002413	RpL17|NP_572346.1|DMEL	LOC118506549|XP_035899738.1|ASTE
OG0002414	CG9149|NP_612094.2|DMEL	LOC118507621|XP_035902236.1|ASTE
OG0002415	svp|NP_001369011.1|DMEL	LOC118507579|XP_035902126.1|ASTE
OG0002416	CG32850|NP_726563.1|DMEL	LOC118503623|XP_035893003.1|ASTE
OG0002417	CG11454|NP_608497.1|DMEL	LOC118506694|XP_035900068.1|ASTE
OG0002418	Set1|NP_001104406.1|DMEL	LOC118506702|XP_035900087.1|ASTE
OG0002419	CG3626|NP_572162.2|DMEL	LOC118506728|XP_035900158.1|ASTE, LOC118512421|XP_035912717.1|ASTE
OG0002420	PHGPx|NP_728869.1|DMEL	LOC118506395|XP_035899337.1|ASTE
OG0002421	CG17782|NP_651257.1|DMEL	LOC118504513|XP_035894938.1|ASTE
OG0002422	unc-45|NP_524796.1|DMEL	LOC118502812|XP_035891345.1|ASTE
OG0002423	NaPi-III|NP_648441.1|DMEL	LOC118506401|XP_035899355.1|ASTE
OG0002424	RpS3A|NP_524618.1|DMEL	LOC118504258|XP_035894380.1|ASTE
OG0002425	CG8097|NP_573046.1|DMEL	LOC118508523|XP_035904275.1|ASTE
OG0002426	CG13907|NP_612069.1|DMEL	LOC118504316|XP_035894517.1|ASTE
