Orthogroup	DMEL.longest_only	SLEB.longest_only
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC115625182|XP_030376010.1|SLEB
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC115622491|XP_030372298.1|SLEB
OG0001248	GNBP3|NP_523986.2|DMEL	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB
OG0001249	CG1894|NP_651620.1|DMEL, mof|NP_511051.1|DMEL	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB
OG0001251	alpha-Est4|NP_524266.1|DMEL	LOC115632688|XP_030385784.1|SLEB
OG0001252	Nepl20|NP_651645.1|DMEL, Nepl21|NP_651646.2|DMEL	LOC115621429|XP_030370940.1|SLEB
OG0001253	CG8490|NP_610762.2|DMEL	LOC115628182|XP_030380031.1|SLEB
OG0001255	CG11125|NP_610280.1|DMEL	LOC115628401|XP_030380353.1|SLEB
OG0001256	CG32271|NP_728833.1|DMEL	LOC115632592|XP_030385676.1|SLEB
OG0001256	CG3650|NP_611971.1|DMEL	LOC115623989|XP_030374458.1|SLEB
OG0001257	unc-13|NP_001245427.1|DMEL	LOC115627839|XP_030379546.1|SLEB
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB
OG0001259	Klp3A|NP_525053.1|DMEL	LOC115628921|XP_030381042.1|SLEB
OG0001260	CAH7|NP_649979.1|DMEL	LOC115625257|XP_030376112.1|SLEB
OG0001261	Ntf-2r|NP_609878.1|DMEL, Ntf-2|NP_608422.1|DMEL	LOC115629592|XP_030381942.1|SLEB
OG0001262	FoxK|NP_001261701.1|DMEL	LOC115622334|XP_030372105.1|SLEB
OG0001263	CycB3|NP_651303.2|DMEL	LOC115620551|XP_030369695.1|SLEB
OG0001264	CG10019|NP_001368961.1|DMEL	LOC115631300|XP_030383874.1|SLEB
OG0001265	prage|NP_001188528.1|DMEL	LOC115629802|XP_030382224.1|SLEB
OG0001266	rad50|NP_001246461.1|DMEL	LOC115632811|XP_030385926.1|SLEB
OG0001267	CG7084|NP_651016.1|DMEL	LOC115620683|XP_030369910.1|SLEB
OG0001268	CG7691|NP_650728.1|DMEL	LOC115621597|XP_030371148.1|SLEB
OG0001269	wal|NP_476975.1|DMEL	LOC115624727|XP_030375411.1|SLEB
OG0001270	CG2926|NP_649554.1|DMEL	LOC115625553|XP_030376505.1|SLEB
OG0001271	CG12920|NP_610550.1|DMEL	LOC115628049|XP_030379858.1|SLEB
OG0001272	mu2|NP_523887.2|DMEL	LOC115632133|XP_030385003.1|SLEB
OG0001273	Eh|NP_524386.1|DMEL	LOC115620376|XP_030369442.1|SLEB
OG0001274	Cyp305a1|NP_649151.1|DMEL	LOC115622173|XP_030371911.1|SLEB
OG0001275	sbm|NP_727785.1|DMEL	LOC115627217|XP_030378696.1|SLEB
OG0001276	Mul1|NP_647847.1|DMEL	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
OG0001277	Or63a|NP_523895.2|DMEL	LOC115622939|XP_030372930.1|SLEB
OG0001278	Prps|NP_729528.2|DMEL	LOC115633089|XP_030386327.1|SLEB
OG0001279	RpS17|NP_524002.1|DMEL	LOC115632448|XP_030385458.1|SLEB
OG0001280	CG13876|NP_612009.1|DMEL	LOC115632311|XP_030385272.1|SLEB
OG0001281	Cpr62Bb|NP_001137869.1|DMEL	LOC115622134|XP_030371852.1|SLEB
OG0001282	CG3165|NP_608732.1|DMEL	LOC115625941|XP_030377036.1|SLEB
OG0001283	CG8414|NP_611084.2|DMEL	LOC115620592|XP_030369803.1|SLEB
OG0001284	Scp1|NP_001263160.1|DMEL	LOC115631547|XP_030384182.1|SLEB
OG0001285	Gale|NP_612044.1|DMEL	LOC115623235|XP_030373344.1|SLEB
OG0001286	CG31676|NP_652593.3|DMEL	LOC115630804|XP_030383327.1|SLEB
OG0001287	CG31344|NP_650433.1|DMEL	LOC115626405|XP_030377630.1|SLEB
OG0001288	Pkg21D|NP_477213.1|DMEL	LOC115631450|XP_030384055.1|SLEB
OG0001289	CG33511|NP_001014492.2|DMEL	LOC115630503|XP_030382955.1|SLEB
OG0001290	Msp300|NP_001188695.1|DMEL	LOC115630477|XP_030382917.1|SLEB
OG0001291	Nap1|NP_477128.1|DMEL	LOC115625066|XP_030375812.1|SLEB
OG0001292	Pgant9|NP_001097342.1|DMEL	LOC115634641|XP_030388357.1|SLEB
OG0001294	Kap-alpha3|NP_731377.1|DMEL	LOC115623368|XP_030373514.1|SLEB
OG0001295	CCT6|NP_573066.1|DMEL	LOC115627759|XP_030379405.1|SLEB
OG0001296	Ugt50B3|NP_001260710.1|DMEL	LOC115631963|XP_030384691.1|SLEB
OG0001297	Saf-B|NP_733041.2|DMEL	LOC115620558|XP_030369705.1|SLEB
OG0001298	SIFaR|NP_001163674.1|DMEL	LOC115623666|XP_030373993.1|SLEB
OG0001299	Con|NP_001246635.1|DMEL	LOC115622744|XP_030372652.1|SLEB
OG0001300	Tctp|NP_650048.1|DMEL	LOC115624424|XP_030375023.1|SLEB
OG0001301	CG11236|NP_609075.1|DMEL	LOC115633133|XP_030386400.1|SLEB
OG0001302	CG8654|NP_611451.1|DMEL	LOC115622887|XP_030372851.1|SLEB
OG0001303	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL	LOC115625094|XP_030375853.1|SLEB
OG0001304	RN-tre|NP_652381.1|DMEL	LOC115620068|XP_030369079.1|SLEB
OG0001305	CRMP|NP_730954.2|DMEL	LOC115625058|XP_030375783.1|SLEB
OG0001306	modSP|NP_536776.2|DMEL	LOC115629449|XP_030381773.1|SLEB
OG0001307	Rcc1|NP_523943.1|DMEL	LOC115622158|XP_030371886.1|SLEB
OG0001308	CG2924|NP_569994.1|DMEL	LOC115627730|XP_030379350.1|SLEB
OG0001309	CG14882|NP_650544.1|DMEL	LOC115625279|XP_030376143.1|SLEB
OG0001310	CG9572|NP_608372.1|DMEL	LOC115627096|XP_030378509.1|SLEB
OG0001311	Bx|NP_001259687.1|DMEL	LOC115627521|XP_030379081.1|SLEB
OG0001312	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL	LOC115632854|XP_030385974.1|SLEB
OG0001313	SMC2|NP_610995.1|DMEL	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB
OG0001314	GatC|NP_001027263.1|DMEL	LOC115625800|XP_030376837.1|SLEB
OG0001315	CG4325|NP_569969.1|DMEL	LOC115629293|XP_030381593.1|SLEB
OG0001316	CG10916|NP_611303.1|DMEL	LOC115633666|XP_030386970.1|SLEB
OG0001317	yuri|NP_723903.3|DMEL	LOC115631011|XP_030383476.1|SLEB
OG0001318	CG9641|NP_608731.1|DMEL	LOC115633904|XP_030387268.1|SLEB, LOC115623209|XP_030373297.1|SLEB, LOC115625777|XP_030376806.1|SLEB
OG0001319	CG31769|NP_723866.2|DMEL, CG15293|NP_609702.1|DMEL	LOC115625701|XP_030376702.1|SLEB
OG0001320	salto|NP_610756.2|DMEL	LOC115630016|XP_030382502.1|SLEB
OG0001321	CG15098|NP_611379.2|DMEL	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB
OG0001322	CG6813|NP_001163590.1|DMEL, CG14667|NP_001014607.1|DMEL	LOC115624292|XP_030374777.1|SLEB
OG0001323	CG43773|NP_001137789.1|DMEL, CG43774|NP_608816.2|DMEL	LOC115631866|XP_030384574.1|SLEB
OG0001324	CG6380|NP_609833.1|DMEL	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB
OG0001325	CG31454|NP_731250.1|DMEL, CG31259|NP_731251.1|DMEL	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB
OG0001326	Fer2LCH|NP_001263106.1|DMEL	LOC115621788|XP_030371417.1|SLEB
OG0001328	CycD|NP_523355.2|DMEL	LOC115627059|XP_030378465.1|SLEB
OG0001329	CG9723|NP_573142.1|DMEL	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB
OG0001330	mud|NP_727769.3|DMEL	LOC115629838|XP_030382274.1|SLEB
OG0001331	CG14780|NP_569920.2|DMEL	LOC115626891|XP_030378261.1|SLEB
OG0001332	CG16700|NP_573191.1|DMEL	LOC115627270|XP_030378759.1|SLEB
OG0001333	OtopLb|NP_608758.1|DMEL	LOC115626765|XP_030378082.1|SLEB
OG0001334	CDase|NP_651797.1|DMEL	LOC115620746|XP_030370000.1|SLEB
OG0001335	Ect3|NP_650142.1|DMEL	LOC115623780|XP_030374180.1|SLEB
OG0001337	Ubr1|NP_573184.1|DMEL	LOC115627015|XP_030378397.1|SLEB
OG0001338	Sply|NP_652032.1|DMEL	LOC115625653|XP_030376645.1|SLEB
OG0001339	Lac|NP_523713.2|DMEL	LOC115630878|XP_030383350.1|SLEB
OG0001340	Dbp80|NP_001263168.1|DMEL	LOC115628124|XP_030379960.1|SLEB
OG0001341	CG13630|NP_651281.1|DMEL	LOC115623606|XP_030373883.1|SLEB
OG0001342	Mgat2|NP_651763.4|DMEL	LOC115620559|XP_030369707.1|SLEB
OG0001343	Osi10a|NP_001368940.1|DMEL, Osi10b|NP_001368993.1|DMEL	LOC115621973|XP_030371683.1|SLEB
OG0001344	5-HT7|NP_524599.1|DMEL	LOC115620479|XP_030369574.1|SLEB
OG0001345	CG12811|NP_649972.1|DMEL	LOC115625195|XP_030376021.1|SLEB
OG0001346	CG16734|NP_649872.2|DMEL	LOC115620801|XP_030370084.1|SLEB
OG0001347	CG14613|NP_608463.1|DMEL	LOC115626737|XP_030378046.1|SLEB
OG0001348	Rai1|NP_996492.1|DMEL	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB
OG0001349	CG7120|NP_001246667.1|DMEL	LOC115622456|XP_030372258.1|SLEB
OG0001350	CG7560|NP_648462.1|DMEL	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB
OG0001351	CG12129|NP_610545.1|DMEL	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB
OG0001352	Src42A|NP_610191.2|DMEL	LOC115622940|XP_030372934.1|SLEB
OG0001353	CG7272|NP_648768.1|DMEL	LOC115628682|XP_030380715.1|SLEB
OG0001354	retn|NP_788434.1|DMEL	LOC115633280|XP_030386552.1|SLEB
OG0001355	RpS24|NP_611693.1|DMEL	LOC115631923|XP_030384637.1|SLEB
OG0001356	Tpc1|NP_650034.1|DMEL	LOC115632021|XP_030384824.1|SLEB
OG0001357	Mcad|NP_648149.1|DMEL	LOC115622827|XP_030372765.1|SLEB
OG0001358	ftz-f1|NP_524143.2|DMEL	LOC115622604|XP_030372466.1|SLEB
OG0001359	Spn27A|NP_652024.1|DMEL	LOC115626145|XP_030377269.1|SLEB
OG0001360	eIF3j|NP_610541.1|DMEL	LOC115633648|XP_030386949.1|SLEB
OG0001361	CNMaR|NP_001027122.2|DMEL	LOC115632595|XP_030385680.1|SLEB
OG0001362	Ubc4|NP_524010.2|DMEL	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB
OG0001363	Vha13|NP_477437.1|DMEL	LOC115624011|XP_030374444.1|SLEB
OG0001364	luna|NP_001260879.1|DMEL	LOC115633595|XP_030386901.1|SLEB
OG0001365	BI-1|NP_648205.1|DMEL	LOC115622793|XP_030372717.1|SLEB
OG0001366	CG7504|NP_001137907.1|DMEL	LOC115622894|XP_030372869.1|SLEB
OG0001367	CG33143|NP_001368934.1|DMEL	LOC115627533|XP_030379108.1|SLEB
OG0001368	Hydr1|NP_610459.2|DMEL	LOC115621807|XP_030371455.1|SLEB
OG0001369	Ndc80|NP_572902.1|DMEL	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB
OG0001370	CG3520|NP_611792.1|DMEL	LOC115623745|XP_030374124.1|SLEB
OG0001371	CG17684|NP_001015352.3|DMEL	LOC115631327|XP_030383907.1|SLEB
OG0001372	Stacl|NP_001260996.1|DMEL	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB
OG0001373	DIP-theta|NP_723103.1|DMEL	LOC115622103|XP_030371805.1|SLEB
OG0001374	Sps1|NP_725374.1|DMEL	LOC115629270|XP_030381557.1|SLEB
OG0001375	CG44098|NP_001262264.1|DMEL	LOC115623511|XP_030373750.1|SLEB
OG0001376	Smyd4-3|NP_725048.1|DMEL	LOC115633526|XP_030386848.1|SLEB
OG0001377	Snoo|NP_001097115.1|DMEL	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB
OG0001378	TTLL3B|NP_609068.2|DMEL	LOC115629004|XP_030381150.1|SLEB
OG0001379	drm|NP_001285590.1|DMEL	LOC115631432|XP_030384027.1|SLEB
OG0001380	ZnT41F|NP_610185.1|DMEL	LOC115625281|XP_030376154.1|SLEB
OG0001381	csul|NP_477184.1|DMEL	LOC115621260|XP_030370721.1|SLEB
OG0001382	toc|NP_477153.1|DMEL	LOC115628493|XP_030380486.1|SLEB
OG0001383	Tom7|NP_610433.1|DMEL	LOC115634117|XP_030387541.1|SLEB
OG0001384	amd|NP_724162.1|DMEL	LOC115625769|XP_030376796.1|SLEB
OG0001385	Pka-C1|NP_476977.1|DMEL	LOC115625756|XP_030376773.1|SLEB
OG0001387	CG5958|NP_609119.2|DMEL	LOC115631079|XP_030383586.1|SLEB
OG0001388	bsk|NP_723541.1|DMEL	LOC115631132|XP_030383659.1|SLEB
OG0001389	beat-IV|NP_001262876.1|DMEL	LOC115621466|XP_030370986.1|SLEB
OG0001390	Gs1l|NP_477229.3|DMEL	LOC115630474|XP_030382907.1|SLEB
OG0001391	AsnRS|NP_609948.1|DMEL	LOC115626151|XP_030377276.1|SLEB
OG0001392	CG10803|NP_570064.1|DMEL	LOC115628718|XP_030380775.1|SLEB
OG0001393	RpL30|NP_524687.1|DMEL	LOC115627766|XP_030379421.1|SLEB
OG0001394	rho-5|NP_995679.1|DMEL	LOC115627741|XP_030379376.1|SLEB
OG0001395	Caf1-55|NP_524354.1|DMEL	LOC115625571|XP_030376528.1|SLEB
OG0001396	CG12123|NP_572478.1|DMEL	LOC115627786|XP_030379465.1|SLEB
OG0001397	dpr4|NP_001014616.2|DMEL	LOC115623971|XP_030374400.1|SLEB
OG0001398	ras|NP_001356940.1|DMEL	LOC115629486|XP_030381817.1|SLEB
OG0001399	Nipped-A|NP_001097192.2|DMEL	LOC115634253|XP_030387707.1|SLEB
OG0001400	CG7966|NP_650256.2|DMEL	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB
OG0001401	obst-F|NP_649186.1|DMEL	LOC115622270|XP_030372032.1|SLEB
OG0001402	CG10516|NP_648819.2|DMEL	LOC115633960|XP_030387340.1|SLEB
OG0001403	Oat|NP_649139.1|DMEL	LOC115620320|XP_030369377.1|SLEB
OG0001404	bbc|NP_001246300.1|DMEL	LOC115622818|XP_030372754.1|SLEB
OG0001405	NtR|NP_651958.2|DMEL	LOC115622325|XP_030372094.1|SLEB
OG0001406	Tim8|NP_572713.1|DMEL	LOC115628668|XP_030380697.1|SLEB
OG0001407	CG33051|NP_788522.1|DMEL	LOC115632337|XP_030385302.1|SLEB
OG0001408	CG8299|NP_611066.1|DMEL	LOC115625752|XP_030376771.1|SLEB
OG0001411	CG31321|NP_731899.1|DMEL	LOC115623718|XP_030374059.1|SLEB
OG0001412	squ|NP_001246044.1|DMEL, CG15484|NP_609587.1|DMEL	LOC115631486|XP_030384102.1|SLEB
OG0001413	CG5767|NP_611283.1|DMEL, CG5770|NP_611282.1|DMEL	LOC115632243|XP_030385207.1|SLEB
OG0001415	Ir51b|NP_725440.1|DMEL	LOC115627376|XP_030378889.1|SLEB
OG0001416	CG31636|NP_723200.1|DMEL	LOC115625987|XP_030377093.1|SLEB
OG0001416	CG33965|NP_001033983.1|DMEL	LOC115624834|XP_030375540.1|SLEB
OG0001417	CG2233|NP_572433.1|DMEL	LOC115629935|XP_030382401.1|SLEB
OG0001418	CG13311|NP_648258.1|DMEL, CG32023|NP_729415.2|DMEL	LOC115622488|XP_030372294.1|SLEB, LOC115622492|XP_030372297.1|SLEB
OG0001419	Peritrophin-15b|NP_524982.1|DMEL, Peritrophin-15a|NP_524983.1|DMEL	LOC115626115|XP_030377230.1|SLEB
OG0001420	CG33107|NP_788717.1|DMEL	LOC115622823|XP_030372758.1|SLEB
OG0001421	CG14731|NP_650130.1|DMEL, CG3123|NP_608716.1|DMEL	LOC115631332|XP_030383913.1|SLEB
OG0001422	CG9129|NP_612088.2|DMEL, CG9130|NP_001027095.1|DMEL	LOC115624683|XP_030375345.1|SLEB
OG0001423	CG44013|NP_001262606.1|DMEL, CG44014|NP_732043.1|DMEL	LOC115623524|XP_030373767.1|SLEB
OG0001424	CG45069|NP_001286841.1|DMEL, CG14377|NP_731810.1|DMEL, CG14374|NP_731809.1|DMEL	LOC115631664|XP_030384376.1|SLEB
OG0001425	GstE3|NP_611325.2|DMEL	LOC115621289|XP_030370755.1|SLEB, LOC115620957|XP_030370340.1|SLEB, LOC115631157|XP_030383697.1|SLEB
OG0001426	CG11723|NP_608647.1|DMEL	LOC115631562|XP_030384213.1|SLEB
OG0001426	CG8119|NP_573050.1|DMEL	LOC115630719|XP_030383231.1|SLEB
OG0001427	boly|NP_610373.2|DMEL, CG4691|NP_609719.1|DMEL	LOC115634539|XP_030388209.1|SLEB
OG0001429	PK1-R|NP_001247089.1|DMEL	LOC115620216|XP_030369214.1|SLEB
OG0001430	sqd|NP_731825.1|DMEL	LOC115621464|XP_030370983.1|SLEB
OG0001431	CG32708|NP_727306.1|DMEL	LOC115627276|XP_030378766.1|SLEB
OG0001432	ND-75|NP_511083.1|DMEL	LOC115626646|XP_030377911.1|SLEB
OG0001433	vret|NP_651092.1|DMEL	LOC115620859|XP_030370178.1|SLEB
OG0001434	Rala|NP_525063.1|DMEL	LOC115626798|XP_030378125.1|SLEB
OG0001435	Nup50|NP_610355.1|DMEL	LOC115634053|XP_030387458.1|SLEB
OG0001436	CG5815|NP_733196.1|DMEL	LOC115628845|XP_030380950.1|SLEB
OG0001437	RpS13|NP_476938.1|DMEL	LOC115625555|XP_030376507.1|SLEB
OG0001438	CG1523|NP_651635.2|DMEL	LOC115620546|XP_030369689.1|SLEB
OG0001439	RpS30|NP_650922.1|DMEL	LOC115620346|XP_030369406.1|SLEB
OG0001440	CG11590|NP_572945.1|DMEL	LOC115629685|XP_030382067.1|SLEB
OG0001441	obst-A|NP_608378.2|DMEL	LOC115627199|XP_030378677.1|SLEB
OG0001442	smt3|NP_477411.1|DMEL	LOC115625875|XP_030376950.1|SLEB
OG0001443	CG9747|NP_651779.1|DMEL	LOC115621688|XP_030371258.1|SLEB
OG0001444	CG31198|NP_732654.1|DMEL	LOC115621254|XP_030370710.1|SLEB
OG0001445	Sfxn1-3|NP_730823.2|DMEL	LOC115621156|XP_030370572.1|SLEB
OG0001446	CG17119|NP_651116.1|DMEL	LOC115621219|XP_030370662.1|SLEB
OG0001447	ClC-a|NP_788639.1|DMEL	LOC115623416|XP_030373587.1|SLEB
OG0001448	Fer1HCH|NP_001263104.1|DMEL	LOC115621787|XP_030371413.1|SLEB
OG0001449	Got1|NP_725534.1|DMEL	LOC115633051|XP_030386257.1|SLEB
OG0001450	Gpdh1|NP_476565.1|DMEL	LOC115626281|XP_030377464.1|SLEB
OG0001451	CG12836|NP_001286153.2|DMEL	LOC115634567|XP_030388250.1|SLEB
OG0001452	Rgk1|NP_725875.3|DMEL	LOC115628284|XP_030380179.1|SLEB
OG0001453	Pdss2|NP_649277.1|DMEL	LOC115632313|XP_030385274.1|SLEB
OG0001454	Patr-1|NP_650592.1|DMEL	LOC115620384|XP_030369452.1|SLEB
OG0001455	Exn|NP_001189123.1|DMEL	LOC115632173|XP_030385064.1|SLEB, LOC115632713|XP_030385815.1|SLEB
OG0001457	Cap-G|NP_995827.2|DMEL	LOC115622956|XP_030372995.1|SLEB
OG0001458	Dh44-R1|NP_610960.1|DMEL	LOC115634745|XP_030388497.1|SLEB
OG0001459	CG33993|NP_001033991.1|DMEL	LOC115632893|XP_030386044.1|SLEB
OG0001460	Vps13|NP_610299.2|DMEL	LOC115634522|XP_030388188.1|SLEB
OG0001461	Grip84|NP_728264.1|DMEL	LOC115629720|XP_030382101.1|SLEB
OG0001462	Hsp83|NP_523899.1|DMEL	LOC115632918|XP_030386069.1|SLEB
OG0001463	jigr1|NP_001334702.1|DMEL	LOC115623701|XP_030374037.1|SLEB
OG0001464	Vps26|NP_569952.2|DMEL	LOC115633263|XP_030386527.1|SLEB
OG0001465	CG12341|NP_610612.1|DMEL	LOC115630699|XP_030383215.1|SLEB
OG0001466	CG17036|NP_609584.1|DMEL	LOC115630555|XP_030383027.1|SLEB, LOC115630706|XP_030383219.1|SLEB
OG0001467	Osi21|NP_609501.1|DMEL	LOC115631409|XP_030383992.1|SLEB
OG0001468	PGRP-LA|NP_996026.1|DMEL	LOC115622726|XP_030372626.1|SLEB
OG0001469	ReepB|NP_610936.2|DMEL, CG4960|NP_651429.1|DMEL	LOC115634286|XP_030387797.1|SLEB
OG0001470	CG7365|NP_649178.1|DMEL	LOC115622302|XP_030372066.1|SLEB
OG0001472	Prosbeta6|NP_524115.1|DMEL	LOC115621565|XP_030371106.1|SLEB, LOC115632305|XP_030385267.1|SLEB
OG0001473	Or82a|NP_730794.1|DMEL	LOC115621532|XP_030371057.1|SLEB
OG0001474	CG3781|NP_572303.4|DMEL	LOC115626092|XP_030377208.1|SLEB
OG0001475	PIG-N|NP_610549.1|DMEL	LOC115628012|XP_030379799.1|SLEB
OG0001476	Wnt5|NP_476924.1|DMEL	LOC115630811|XP_030383347.1|SLEB
OG0001477	ATPsyngamma|NP_524550.1|DMEL	LOC115620857|XP_030370163.1|SLEB
OG0001478	crq|NP_787957.1|DMEL	LOC115632027|XP_030384834.1|SLEB
OG0001479	CG16824|NP_001097158.1|DMEL, CG13364|NP_652500.1|DMEL	LOC115627207|XP_030378685.1|SLEB
OG0001480	ebi|NP_477329.1|DMEL	LOC115631073|XP_030383579.1|SLEB
OG0001481	CG31688|NP_610035.4|DMEL	LOC115631596|XP_030384256.1|SLEB
OG0001482	cato|NP_477344.1|DMEL	LOC115634823|XP_030388602.1|SLEB
OG0001483	lt|NP_001036416.1|DMEL	LOC115625935|XP_030377032.1|SLEB
OG0001484	CG2772|NP_608776.1|DMEL	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB
OG0001485	NijB|NP_649068.1|DMEL	LOC115620949|XP_030370327.1|SLEB
OG0001486	Tg|NP_609174.1|DMEL	LOC115631201|XP_030383754.1|SLEB
OG0001487	CG40498|NP_001104342.3|DMEL	LOC115633452|XP_030386767.1|SLEB
OG0001488	CG4734|NP_610864.1|DMEL	LOC115633695|XP_030387012.1|SLEB
OG0001490	RpS21|NP_722853.1|DMEL	LOC115629015|XP_030381171.1|SLEB
OG0001491	Rab5|NP_523457.1|DMEL	LOC115631062|XP_030383561.1|SLEB
OG0001492	kl-2|NP_001015505.5|DMEL	LOC115630113|XP_030382586.1|SLEB
OG0001493	Naa20A|NP_001259714.1|DMEL	LOC115628859|XP_030380970.1|SLEB
OG0001494	CheA7a|NP_572395.2|DMEL	LOC115629372|XP_030381690.1|SLEB
OG0001495	CG42516|NP_001163086.1|DMEL	LOC115627452|XP_030378981.1|SLEB
OG0001496	RpS6|NP_511073.1|DMEL	LOC115629645|XP_030382016.1|SLEB
OG0001497	VhaAC45|NP_610470.1|DMEL	LOC115625974|XP_030377081.1|SLEB
OG0001500	botv|NP_523790.1|DMEL	LOC115633759|XP_030387094.1|SLEB
OG0001501	CG18547|NP_650138.1|DMEL	LOC115623967|XP_030374395.1|SLEB
OG0001502	CG7639|NP_995838.1|DMEL	LOC115634029|XP_030387425.1|SLEB
OG0001503	Gr43a|NP_001286158.1|DMEL	LOC115631102|XP_030383617.1|SLEB
OG0001504	CG43736|NP_001259298.1|DMEL	LOC115627738|XP_030379368.1|SLEB
OG0001505	mbl|NP_001261046.1|DMEL	LOC115633923|XP_030387293.1|SLEB
OG0001506	Iswi|NP_523719.1|DMEL	LOC115634816|XP_030388593.1|SLEB
OG0001507	Fili|NP_001369108.1|DMEL	LOC115624896|XP_030375603.1|SLEB
OG0001508	CG9864|NP_611462.1|DMEL	LOC115631975|XP_030384739.1|SLEB
OG0001509	stum|NP_611603.3|DMEL	LOC115634468|XP_030388056.1|SLEB
OG0001510	ifc|NP_476594.1|DMEL	LOC115626306|XP_030377496.1|SLEB
OG0001511	CG9380|NP_001036571.2|DMEL	LOC115624551|XP_030375136.1|SLEB, LOC115624907|XP_030375615.1|SLEB
OG0001512	ppk26|NP_648125.3|DMEL	LOC115628355|XP_030380290.1|SLEB
OG0001513	nrm|NP_001246890.1|DMEL	LOC115632156|XP_030385036.1|SLEB
OG0001515	MED22|NP_569870.1|DMEL	LOC115627023|XP_030378409.1|SLEB
OG0001516	PH4alphaNE2|NP_733378.1|DMEL, CG31524|NP_733379.2|DMEL	LOC115621763|XP_030371355.1|SLEB
OG0001517	CG12883|NP_651579.1|DMEL	LOC115620656|XP_030369866.1|SLEB
OG0001518	spirit|NP_572492.1|DMEL	LOC115627257|XP_030378744.1|SLEB, LOC115629469|XP_030381800.1|SLEB
OG0001520	CG14676|NP_649600.1|DMEL, CG34287|NP_001097693.1|DMEL	LOC115625584|XP_030376548.1|SLEB
OG0001521	Tep4|NP_001260590.1|DMEL	LOC115626583|XP_030377824.1|SLEB, LOC115625949|XP_030377045.1|SLEB, LOC115625950|XP_030377048.1|SLEB
OG0001522	Nepl8|NP_609795.2|DMEL, Nepl6|NP_609023.3|DMEL	LOC115625712|XP_030376717.1|SLEB
OG0001524	Ir48b|NP_610697.1|DMEL	LOC115624879|XP_030375585.1|SLEB
OG0001525	CG32755|NP_727055.1|DMEL	LOC115628949|XP_030381084.1|SLEB
OG0001525	CG6041|NP_572281.1|DMEL	LOC115628948|XP_030381083.1|SLEB
OG0001526	CG1840|NP_572764.1|DMEL, SelG|NP_572763.3|DMEL	LOC115633314|XP_030386603.1|SLEB
OG0001527	CG45060|NP_001285062.1|DMEL	LOC115627965|XP_030379719.1|SLEB
OG0001529	CG12691|NP_572157.1|DMEL	LOC115629531|XP_030381867.1|SLEB
OG0001531	CG15109|NP_611394.3|DMEL	LOC115633729|XP_030387057.1|SLEB
OG0001534	CG34417|NP_001259282.1|DMEL	LOC115628931|XP_030381053.1|SLEB
OG0001535	CG15449|NP_608423.1|DMEL	LOC115629620|XP_030381979.1|SLEB
OG0001536	scu|NP_523396.1|DMEL	LOC115626742|XP_030378053.1|SLEB
OG0001537	lwr|NP_476978.1|DMEL	LOC115631070|XP_030383576.1|SLEB
OG0001538	CG1640|NP_727696.2|DMEL	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB
OG0001539	vir|NP_524900.1|DMEL	LOC115634432|XP_030387999.1|SLEB
OG0001540	msl-2|NP_523467.1|DMEL	LOC115631990|XP_030384779.1|SLEB
OG0001541	CG14457|NP_001014600.1|DMEL	LOC115632840|XP_030385957.1|SLEB
OG0001542	Cad86C|NP_001247033.1|DMEL	LOC115630005|XP_030382491.1|SLEB
OG0001543	r|NP_523377.1|DMEL	LOC115627054|XP_030378457.1|SLEB
