Orthogroup	DMEL.longest_only	AALB.longest_only
OG0000700	CG4341|NP_608558.1|DMEL, CG31690|NP_995615.2|DMEL	LOC118461571|XP_035782952.1|AALB
OG0000701	CG10814|NP_610868.1|DMEL, CG5321|NP_572967.2|DMEL	LOC118458667|XP_035777265.1|AALB
OG0000702	LpR1|NP_001097934.2|DMEL, LpR2|NP_001097928.1|DMEL	LOC118458785|XP_035777520.1|AALB
OG0000703	Gpo3|NP_609667.2|DMEL, Gpo1|NP_001097332.1|DMEL	LOC118459354|XP_035778531.1|AALB
OG0000704	sgg|NP_001259193.1|DMEL, gskt|NP_733426.1|DMEL	LOC118456706|XP_035773616.1|AALB
OG0000705	Pcyt2|NP_647622.1|DMEL, Pcyt1|NP_647621.1|DMEL	LOC118457192|XP_035774434.1|AALB
OG0000706	CG5790|NP_609876.2|DMEL, Cdc7|NP_727103.1|DMEL	LOC118459712|XP_035779266.1|AALB
OG0000707	LS2|NP_611769.2|DMEL, U2af50|NP_001245708.1|DMEL	LOC118461133|XP_035781987.1|AALB
OG0000708	Ptp4E|NP_525076.2|DMEL, Ptp10D|NP_996413.2|DMEL	LOC118459946|XP_035779717.1|AALB
OG0000709	eIF4H2|NP_651820.1|DMEL, eIF4H1|NP_001285330.1|DMEL	LOC118459873|XP_035779553.1|AALB
OG0000710	Ubc84D|NP_524260.1|DMEL, Ubc10|NP_477414.1|DMEL	LOC118465879|XP_035790409.1|AALB
OG0000711	CG12362|NP_648392.1|DMEL, ari-1|NP_523399.1|DMEL	LOC118462952|XP_035784988.1|AALB
OG0000713	Vha14-2|NP_649614.1|DMEL, Vha14-1|NP_476969.1|DMEL	LOC118461387|XP_035782541.1|AALB
OG0000714	TTLL1A|NP_573197.2|DMEL, TTLL1B|NP_729025.1|DMEL	LOC118466714|XP_035792269.1|AALB
OG0000716	Prosbeta2R1|NP_572267.1|DMEL, Prosbeta2|NP_524076.2|DMEL	LOC118464220|XP_035787285.1|AALB
OG0000717	CG14455|NP_649402.2|DMEL	LOC118466327|XP_035791336.1|AALB, LOC118467557|XP_035794080.1|AALB, LOC118464093|XP_035787051.1|AALB, LOC118467556|XP_035794078.1|AALB, LOC118465643|XP_035789945.1|AALB
OG0000724	Rpt6|NP_608447.1|DMEL, Rpt6R|NP_651811.1|DMEL	LOC118464210|XP_035787273.1|AALB
OG0000726	Gyc89Db|NP_650551.1|DMEL, Gyc89Da|NP_001036718.1|DMEL	LOC118458096|XP_035776151.1|AALB
OG0000727	CG5316|NP_650805.1|DMEL	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB
OG0000728	CG15368|NP_572541.1|DMEL	LOC118458251|XP_035776425.1|AALB
OG0000729	CG42814|NP_001189301.1|DMEL, CG42813|NP_733202.2|DMEL	LOC118457526|XP_035775064.1|AALB
OG0000730	CG34015|NP_001033848.1|DMEL, CG15362|NP_608634.1|DMEL	LOC118463159|XP_035785437.1|AALB
OG0000731	CG11353|NP_647915.1|DMEL, CG30471|NP_001261001.1|DMEL	LOC118464461|XP_035787755.1|AALB
OG0000732	sina|NP_476725.1|DMEL, sinah|NP_648927.1|DMEL	LOC118466282|XP_035791255.1|AALB
OG0000733	Cyt-c1L|NP_651683.1|DMEL, Cyt-c1|NP_647958.1|DMEL	LOC118466217|XP_035791133.1|AALB
OG0000734	CG15208|NP_572664.1|DMEL, CG14995|NP_728935.1|DMEL	LOC118463976|XP_035786870.1|AALB
OG0000735	TrxT|NP_572212.1|DMEL, Trx-2|NP_523526.1|DMEL	LOC118457158|XP_035774377.1|AALB
OG0000736	FASN2|NP_001259986.1|DMEL, FASN1|NP_001137778.2|DMEL	LOC118460963|XP_035781632.1|AALB
OG0000738	Sirup|NP_609170.1|DMEL, CG15283|NP_652574.3|DMEL	LOC118458725|XP_035777386.1|AALB
OG0000739	VhaPPA1-2|NP_650406.2|DMEL, VhaPPA1-1|NP_652010.1|DMEL	LOC118467299|XP_035793513.1|AALB
OG0000740	kl-3|NP_001104482.3|DMEL	LOC118462970|XP_035785030.1|AALB
OG0000740	CG9492|NP_001287256.1|DMEL	LOC118456537|XP_035773278.1|AALB
OG0000741	nonA|NP_727962.1|DMEL, nonA-l|NP_536740.1|DMEL	LOC118459732|XP_035779299.1|AALB
OG0000742	CG1695|NP_728346.2|DMEL, tbc|NP_608395.6|DMEL	LOC118457488|XP_035775012.1|AALB
OG0000743	Ctr9|NP_788449.1|DMEL, CG9899|NP_611764.1|DMEL	LOC118461608|XP_035783027.1|AALB
OG0000744	CG18003|NP_001027401.1|DMEL	LOC118464721|XP_035788186.1|AALB
OG0000745	CAH15|NP_611525.1|DMEL, CAH13|NP_610602.2|DMEL	LOC118463435|XP_035785897.1|AALB
OG0000746	Odc2|NP_477053.2|DMEL, Odc1|NP_477052.2|DMEL	LOC118463465|XP_035785948.1|AALB
OG0000753	CG5196|NP_650191.1|DMEL, CG4483|NP_648294.1|DMEL	LOC118463405|XP_035785850.1|AALB
OG0000754	CG4829|NP_728030.2|DMEL, CG1492|NP_572774.1|DMEL	LOC118459560|XP_035778956.1|AALB
OG0000755	PK2-R2|NP_731788.1|DMEL, PK2-R1|NP_731790.1|DMEL	LOC118456484|XP_035773202.1|AALB
OG0000756	fd96Ca|NP_524495.1|DMEL	LOC118459267|XP_035778383.1|AALB
OG0000756	fd96Cb|NP_524496.1|DMEL	LOC118459021|XP_035777918.1|AALB
OG0000757	eIF1|NP_647792.1|DMEL	LOC118466731|XP_035792307.1|AALB
OG0000758	Agpat4|NP_648887.1|DMEL, Agpat3|NP_001246793.1|DMEL	LOC118464489|XP_035787809.1|AALB
OG0000759	MsR1|NP_001261324.1|DMEL, MsR2|NP_001261323.1|DMEL	LOC118464958|XP_035788642.1|AALB
OG0000760	CG30274|NP_726252.1|DMEL	LOC118461199|XP_035782137.1|AALB
OG0000761	RluA-1|NP_723592.1|DMEL, RluA-2|NP_609411.1|DMEL	LOC118459145|XP_035778122.1|AALB
OG0000762	Wdr82|NP_609217.1|DMEL, CG3515|NP_608687.2|DMEL	LOC118468393|XP_035795050.1|AALB
OG0000763	CG33510|NP_001014493.2|DMEL, CG33509|NP_001014494.1|DMEL	LOC118461552|XP_035782895.1|AALB
OG0000764	Gld2|NP_001262829.1|DMEL, wisp|NP_572766.1|DMEL	LOC118458907|XP_035777759.1|AALB
OG0000765	Naa30B|NP_728606.1|DMEL, Naa30A|NP_726727.1|DMEL	LOC118461038|XP_035781818.1|AALB
OG0000766	CG9582|NP_609270.1|DMEL, CG5254|NP_569856.2|DMEL	LOC118459074|XP_035778009.1|AALB
OG0000767	mia|NP_001138010.1|DMEL, Taf6|NP_524161.2|DMEL	LOC118460152|XP_035780143.1|AALB
OG0000768	polo|NP_524179.2|DMEL	LOC118461516|XP_035782839.1|AALB
OG0000769	CG5111|NP_651402.1|DMEL, CG15445|NP_728390.1|DMEL	LOC118466179|XP_035791062.1|AALB
OG0000770	Def|NP_523672.1|DMEL	LOC118465276|XP_035789210.1|AALB
OG0000771	CG32263|NP_728903.1|DMEL, CG32262|NP_647831.1|DMEL	LOC118465832|XP_035790318.1|AALB
OG0000778	spo|NP_647975.2|DMEL, spok|NP_001104460.2|DMEL	LOC118467710|XP_035794817.1|AALB
OG0000779	CG1998|NP_572887.1|DMEL	LOC118464822|XP_035788386.1|AALB, LOC118464827|XP_035788399.1|AALB, LOC118461976|XP_035783792.1|AALB, LOC118468874|XP_035796053.1|AALB
OG0000780	Marc|NP_610523.2|DMEL	LOC118461097|XP_035781946.1|AALB, LOC118460885|XP_035781560.1|AALB
OG0000781	Trxr-1|NP_727251.1|DMEL, Trxr-2|NP_524216.1|DMEL	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB
OG0000782	CG5906|NP_648518.1|DMEL, CG1662|NP_572883.1|DMEL	LOC118462004|XP_035783833.1|AALB
OG0000783	Rpt4R|NP_648525.1|DMEL, Rpt4|NP_572308.3|DMEL	LOC118461989|XP_035783818.1|AALB
OG0000784	ND-24L|NP_648965.1|DMEL, ND-24|NP_573228.1|DMEL	LOC118457596|XP_035775188.1|AALB
OG0000785	Ssl2|NP_651656.2|DMEL, Hmu|NP_477159.1|DMEL	LOC118459271|XP_035778400.1|AALB
OG0000786	JYalpha|NP_001104092.2|DMEL, Atpalpha|NP_732572.1|DMEL	LOC118457367|XP_035774777.1|AALB
OG0000787	Uch-L5|NP_524003.1|DMEL, Uch-L5R|NP_572781.1|DMEL	LOC118467704|XP_035794380.1|AALB
OG0000788	CG42830|NP_001188834.1|DMEL, akirin|NP_648113.1|DMEL	LOC118466414|XP_035791576.1|AALB
OG0000789	CG34011|NP_001033878.3|DMEL, CG14007|NP_001097090.2|DMEL	LOC118468941|XP_035796172.1|AALB
OG0000790	CG31975|NP_001162840.1|DMEL, CG31974|NP_001259800.1|DMEL	LOC118466930|XP_035792713.1|AALB
OG0000791	CG6036|NP_651472.2|DMEL, alph|NP_651701.1|DMEL	LOC118456204|XP_035772663.1|AALB
OG0000792	NLaz|NP_001259867.1|DMEL	LOC118458779|XP_035777497.1|AALB
OG0000793	CG4686|NP_650837.1|DMEL, CG42395|NP_001138182.3|DMEL	LOC118459860|XP_035779527.1|AALB
OG0000794	CG5126|NP_608584.1|DMEL	LOC118460044|XP_035779899.1|AALB, LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB
OG0000795	Atg8a|NP_727447.1|DMEL, Atg8b|NP_650649.1|DMEL	LOC118456526|XP_035773263.1|AALB
OG0000796	Rpt3R|NP_649938.2|DMEL, Rpt3|NP_572686.1|DMEL	LOC118459067|XP_035777997.1|AALB
OG0000797	CG9399|NP_649913.1|DMEL, CG9396|NP_649912.1|DMEL	LOC118463511|XP_035786006.1|AALB
OG0000798	CG33156|NP_788346.1|DMEL, CG6145|NP_725314.1|DMEL	LOC118464225|XP_035787294.1|AALB
OG0000799	CG14740|NP_650152.1|DMEL, kdn|NP_727091.1|DMEL	LOC118462798|XP_035784688.1|AALB
OG0000801	CG12782|NP_611772.2|DMEL, Rae1|NP_611597.1|DMEL	LOC118463198|XP_035785525.1|AALB
OG0000802	vanin-like|NP_572297.1|DMEL, CG32751|NP_001284927.1|DMEL	LOC118467277|XP_035793472.1|AALB
OG0000803	Dpy-30L1|NP_609445.1|DMEL, Dpy-30L2|NP_647854.1|DMEL	LOC118467719|XP_035794418.1|AALB
OG0000810	Cyp9b1|NP_523645.1|DMEL, Cyp9b2|NP_523646.1|DMEL	LOC118456265|XP_035772760.1|AALB
OG0000811	CG7997|NP_611119.1|DMEL	LOC118466450|XP_035791682.1|AALB
OG0000812	CG8974|NP_573076.1|DMEL, CG32581|NP_727898.2|DMEL, CG32847|NP_730026.1|DMEL	LOC118467412|XP_035793789.1|AALB
OG0000813	CG11835|NP_608532.1|DMEL	LOC118463261|XP_035785624.1|AALB
OG0000814	jhamt|NP_609793.2|DMEL	LOC118465745|XP_035790105.1|AALB
OG0000815	CG12512|NP_608924.1|DMEL	LOC118459814|XP_035779450.1|AALB
OG0000816	CG2076|NP_572681.1|DMEL, Mics1|NP_649725.2|DMEL	LOC118466970|XP_035792778.1|AALB
OG0000818	CG13369|NP_569850.1|DMEL, CG17010|NP_609560.2|DMEL	LOC118461934|XP_035783701.1|AALB
OG0000819	OdsH|NP_523389.3|DMEL, unc-4|NP_001285389.1|DMEL	LOC118457457|XP_035774950.1|AALB
OG0000820	CG12231|NP_573390.1|DMEL, CG7222|NP_610613.1|DMEL	LOC118463815|XP_035786587.1|AALB
OG0000821	CG10909|NP_650236.1|DMEL, Fib|NP_523817.1|DMEL	LOC118465578|XP_035789840.1|AALB
OG0000822	CG13727|NP_648969.1|DMEL, CG13386|NP_609226.1|DMEL	LOC118466197|XP_035791108.1|AALB
OG0000830	AnxB10|NP_001162804.1|DMEL	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB
OG0000831	Lsp2|NP_524816.1|DMEL	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB
OG0000832	EMC7|NP_611078.1|DMEL	LOC118460735|XP_035781187.1|AALB
OG0000833	Ir75d|NP_649074.2|DMEL	LOC118463051|XP_035785194.1|AALB
OG0000834	CG15515|NP_001263088.1|DMEL	LOC118464380|XP_035787616.1|AALB
OG0000836	CG2528|NP_610129.3|DMEL, CG5355|NP_609397.2|DMEL	LOC118460970|XP_035781675.1|AALB
OG0000837	fzr2|NP_611854.1|DMEL, fzr|NP_524852.2|DMEL	LOC118459718|XP_035779272.1|AALB
OG0000838	CG42502|NP_001163011.1|DMEL, CG42305|NP_001137837.1|DMEL	LOC118458035|XP_035776046.1|AALB
OG0000839	Atu|NP_524240.1|DMEL, CG10887|NP_650866.1|DMEL	LOC118460038|XP_035779893.1|AALB
OG0000840	tomboy40|NP_610213.1|DMEL, Tom40|NP_652003.2|DMEL	LOC118460519|XP_035780787.1|AALB
OG0000842	Sep5|NP_651961.1|DMEL, Sep2|NP_524417.1|DMEL	LOC118467493|XP_035793936.1|AALB
OG0000843	thoc5|NP_611856.1|DMEL	LOC118467383|XP_035793713.1|AALB
OG0000844	Mlp60A|NP_001137750.1|DMEL, Mlp84B|NP_477122.1|DMEL	LOC118462801|XP_035784693.1|AALB
OG0000845	CG11695|NP_572732.1|DMEL, CG11696|NP_572731.1|DMEL	LOC118464667|XP_035788072.1|AALB
OG0000854	CG3097|NP_572259.1|DMEL, CG3108|NP_572262.1|DMEL	LOC118468375|XP_035795031.1|AALB
OG0000855	CG3740|NP_569932.1|DMEL, Nazo|NP_649778.1|DMEL	LOC118462018|XP_035783872.1|AALB
OG0000856	CG5347|NP_572970.1|DMEL, Mkrn1|NP_524704.1|DMEL	LOC118462080|XP_035783992.1|AALB
OG0000857	Mgstl|NP_524696.2|DMEL	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB
OG0000858	yellow-f|NP_524335.1|DMEL, yellow-f2|NP_650247.1|DMEL	LOC118460903|XP_035781540.1|AALB
OG0000860	CG5078|NP_649238.3|DMEL, CG11537|NP_001097489.1|DMEL	LOC118467315|XP_035793543.1|AALB
OG0000861	St3|NP_001261155.1|DMEL	LOC118467097|XP_035793036.1|AALB
OG0000862	CG15653|NP_611540.1|DMEL, CG31913|NP_723119.1|DMEL	LOC118467136|XP_035793144.1|AALB
OG0000863	CG18596|NP_651031.1|DMEL	LOC118462855|XP_035784804.1|AALB
OG0000864	CG16848|NP_609653.1|DMEL, CG4407|NP_572837.1|DMEL	LOC118461400|XP_035782558.1|AALB
OG0000865	CG34334|NP_001097042.1|DMEL, RnpS1|NP_649903.1|DMEL	LOC118457283|XP_035774637.1|AALB
OG0000866	CG4887|NP_608582.2|DMEL, CG4896|NP_608583.5|DMEL	LOC118461640|XP_035783103.1|AALB
OG0000867	CG4701|NP_609721.1|DMEL, nmd|NP_609373.1|DMEL	LOC118457872|XP_035775679.1|AALB
OG0000868	CG2061|NP_572682.1|DMEL	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB
OG0000870	CG13562|NP_001246484.1|DMEL	LOC118463907|XP_035786738.1|AALB
OG0000871	Smyd4-4|NP_610730.1|DMEL	LOC118466733|XP_035792309.1|AALB
OG0000872	CG6873|NP_573321.1|DMEL, tsr|NP_477034.1|DMEL	LOC118463586|XP_035786133.1|AALB
OG0000873	olf413|NP_730711.3|DMEL	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB
OG0000874	CG6978|NP_572188.1|DMEL, Picot|NP_725600.1|DMEL	LOC118463225|XP_035785567.1|AALB
OG0000875	Tom20|NP_649169.3|DMEL	LOC118466928|XP_035792707.1|AALB
OG0000882	CG34325|NP_001097003.1|DMEL, CG31624|NP_724318.1|DMEL, CG31988|NP_610098.1|DMEL	LOC118460321|XP_035780429.1|AALB
OG0000883	CG9400|NP_572957.1|DMEL	LOC118456749|XP_035773701.1|AALB, LOC118457045|XP_035774188.1|AALB, LOC118466014|XP_035790719.1|AALB
OG0000884	CG3251|NP_608851.1|DMEL, otu|NP_511089.2|DMEL	LOC118468700|XP_035795717.1|AALB
OG0000885	euc|NP_001247188.1|DMEL	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB
OG0000887	CG42249|NP_572684.2|DMEL	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB
OG0000888	RhoGEF3|NP_612024.4|DMEL	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB
OG0000889	CG11370|NP_649408.1|DMEL	LOC118463477|XP_035785960.1|AALB
OG0000890	CycB|NP_726244.1|DMEL	LOC118465805|XP_035790266.1|AALB
OG0000891	CG9254|NP_609664.1|DMEL, dmGlut|NP_620115.2|DMEL	LOC118457690|XP_035775354.1|AALB
OG0000892	CG6168|NP_648459.1|DMEL, isoQC|NP_788550.1|DMEL	LOC118461667|XP_035783148.1|AALB
OG0000893	Ir84a|NP_649720.2|DMEL	LOC118461100|XP_035781909.1|AALB
OG0000894	Tailor|NP_001262327.1|DMEL	LOC118457777|XP_035775501.1|AALB
OG0000895	JhI-26|NP_523761.2|DMEL	LOC118458352|XP_035776596.1|AALB
OG0000907	CG16787|NP_611857.3|DMEL	LOC118459253|XP_035778358.1|AALB
OG0000909	TfIIA-S-2|NP_569877.1|DMEL, TfIIA-S|NP_524467.1|DMEL	LOC118459629|XP_035779099.1|AALB
OG0000910	Rbp1|NP_731510.1|DMEL, Rbp1-like|NP_001188585.1|DMEL	LOC118462988|XP_035785093.1|AALB
OG0000911	sub|NP_611260.1|DMEL	LOC118464594|XP_035787930.1|AALB
OG0000912	CG18081|NP_648807.1|DMEL, CG15715|NP_648808.1|DMEL	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB
OG0000913	sowah|NP_001137943.2|DMEL	LOC118462550|XP_035784209.1|AALB
OG0000914	Cpr49Ag|NP_610776.1|DMEL	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB
OG0000915	CG15708|NP_611104.3|DMEL, CG12684|NP_572173.1|DMEL	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB
OG0000916	Pvr|NP_001162911.1|DMEL	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB
OG0000917	Pzl|NP_001303493.1|DMEL, Piezo|NP_001303314.1|DMEL	LOC118458771|XP_035777457.1|AALB
OG0000918	CG17508|NP_652101.2|DMEL, CG15403|NP_608749.2|DMEL	LOC118460938|XP_035781593.1|AALB
OG0000920	CG15347|NP_001188562.1|DMEL	LOC118462795|XP_035784685.1|AALB, LOC118462796|XP_035784686.1|AALB, LOC118458426|XP_035776774.1|AALB
OG0000921	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL	LOC118460639|XP_035780986.1|AALB
OG0000922	CG1299|NP_647862.1|DMEL	LOC118456255|XP_035772750.1|AALB
OG0000923	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL	LOC118466584|XP_035792037.1|AALB
OG0000924	Tis11|NP_511141.2|DMEL	LOC118463875|XP_035786688.1|AALB
OG0000925	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL	LOC118467575|XP_035794113.1|AALB
OG0000935	Doa|NP_001014681.2|DMEL	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB
OG0000936	CG41128|NP_001015402.3|DMEL, CG12479|NP_652484.1|DMEL	LOC118461155|XP_035782074.1|AALB
OG0000938	RpL37b|NP_611757.1|DMEL, RpL37a|NP_573005.1|DMEL	LOC118458727|XP_035777387.1|AALB
OG0000939	r2d2|NP_609152.1|DMEL	LOC118458045|XP_035776058.1|AALB
OG0000940	CG15035|NP_572396.1|DMEL, CG12091|NP_647619.1|DMEL	LOC118457807|XP_035775553.1|AALB
OG0000941	RpS28a|NP_651764.1|DMEL, RpS28b|NP_572568.1|DMEL	LOC118457833|XP_035775602.1|AALB
OG0000942	CG33054|NP_788553.1|DMEL	LOC118461937|XP_035783705.1|AALB
OG0000943	Tret1-1|NP_610693.1|DMEL, Tret1-2|NP_610694.1|DMEL	LOC118464680|XP_035788095.1|AALB
OG0000944	ben|NP_511150.1|DMEL, CG3473|NP_609715.1|DMEL	LOC118463430|XP_035785890.1|AALB
OG0000945	CG9119|NP_612081.1|DMEL, CG32335|NP_728575.2|DMEL	LOC118462643|XP_035784385.1|AALB
OG0000946	Spn28Dc|NP_609172.1|DMEL	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB
OG0000947	EbpIII|NP_524966.1|DMEL	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB
OG0000948	CycJ|NP_523903.1|DMEL	LOC118460957|XP_035781625.1|AALB
OG0000949	IP3K2|NP_572873.2|DMEL	LOC118461660|XP_035783134.1|AALB, LOC118461659|XP_035783133.1|AALB
OG0000950	Shawn|NP_001285448.1|DMEL, CG2616|NP_649731.1|DMEL	LOC118459856|XP_035779521.1|AALB
OG0000951	Prosalpha2|NP_524328.1|DMEL	LOC118467062|XP_035792970.1|AALB
OG0000952	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL	LOC118463414|XP_035785859.1|AALB
OG0000964	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL	LOC118461375|XP_035782519.1|AALB
OG0000965	t|NP_572543.1|DMEL	LOC118458186|XP_035776321.1|AALB
OG0000966	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL	LOC118463865|XP_035786672.1|AALB
OG0000968	Mipp1|NP_524109.2|DMEL	LOC118464835|XP_035788404.1|AALB
OG0000969	Prosalpha3|NP_476691.1|DMEL, Prosalpha3T|NP_651843.1|DMEL	LOC118467288|XP_035793494.1|AALB
OG0000970	mil|NP_651592.2|DMEL	LOC118459232|XP_035778322.1|AALB
OG0000971	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB
OG0000972	CG13295|NP_648021.1|DMEL, CG2854|NP_569999.1|DMEL	LOC118457048|XP_035774189.1|AALB
OG0000974	Gr64b|NP_728921.1|DMEL	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB
OG0000975	sea|NP_001027175.1|DMEL	LOC118461802|XP_035783438.1|AALB
OG0000977	CG42404|NP_650437.4|DMEL	LOC118468937|XP_035796163.1|AALB
OG0000978	CG11825|NP_001260865.1|DMEL	LOC118464760|XP_035788272.1|AALB
OG0000979	CG3927|NP_611681.1|DMEL, nsr|NP_611682.1|DMEL, CG4021|NP_611610.2|DMEL, qkr58E-3|NP_477306.3|DMEL	LOC118459941|XP_035779710.1|AALB
OG0000988	zuc|NP_609530.1|DMEL	LOC118465612|XP_035789882.1|AALB
OG0000990	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL	LOC118461263|XP_035782289.1|AALB
OG0000991	CG33181|NP_001096908.1|DMEL	LOC118460991|XP_035781709.1|AALB
OG0000992	CG33474|NP_995800.1|DMEL, CG13827|NP_001247263.1|DMEL	LOC118467370|XP_035793679.1|AALB
OG0000993	Rpp14a|NP_001097977.1|DMEL, Rpp14b|NP_651769.1|DMEL	LOC118458879|XP_035777722.1|AALB
OG0000994	CG4666|NP_572292.1|DMEL	LOC118460067|XP_035779957.1|AALB
OG0000995	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL	LOC118467882|XP_035794687.1|AALB
OG0000996	PI31|NP_610715.1|DMEL	LOC118464625|XP_035787964.1|AALB
OG0000997	Drl-2|NP_610835.2|DMEL	LOC118463841|XP_035786637.1|AALB
OG0000998	mthl10|NP_788446.2|DMEL	LOC118463641|XP_035786269.1|AALB
OG0000999	RpL22-like|NP_611771.1|DMEL, RpL22|NP_477134.1|DMEL	LOC118464812|XP_035788372.1|AALB
OG0001000	conu|NP_001036454.1|DMEL	LOC118468586|XP_035795411.1|AALB
OG0001001	unc-5|NP_611033.2|DMEL	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	Ugt301D1|NP_609882.1|DMEL	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001003	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL	LOC118458880|XP_035777724.1|AALB
OG0001004	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL	LOC118461508|XP_035782830.1|AALB
OG0001005	CG10700|NP_609942.1|DMEL, CG4199|NP_569976.1|DMEL	LOC118457323|XP_035774708.1|AALB
OG0001006	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL	LOC118466540|XP_035791949.1|AALB
OG0001007	eEF5|NP_611878.1|DMEL	LOC118465783|XP_035790210.1|AALB
OG0001008	UQCR-14L|NP_651614.1|DMEL, UQCR-14|NP_573110.1|DMEL	LOC118465025|XP_035788783.1|AALB
OG0001009	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL	LOC118457397|XP_035774827.1|AALB
OG0001019	RYa-R|NP_001287552.1|DMEL	LOC118465401|XP_035789500.1|AALB
OG0001020	GstT3|NP_001162808.1|DMEL	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB
OG0001022	ATPsynepsilonL|NP_001097736.1|DMEL, sun|NP_524682.1|DMEL	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB
OG0001024	CG31075|NP_001247324.1|DMEL	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	CAH2|NP_648555.1|DMEL	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	CG14763|NP_610340.1|DMEL	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	Indy|NP_730363.2|DMEL	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	UK114|NP_609747.1|DMEL	LOC118466252|XP_035791197.1|AALB
OG0001029	cag|NP_477207.1|DMEL	LOC118459516|XP_035778851.1|AALB
OG0001031	CG42748|NP_001260684.1|DMEL	LOC118458005|XP_035775973.1|AALB
OG0001032	klhl10|NP_001015100.2|DMEL	LOC118456400|XP_035772993.1|AALB
OG0001033	BoYb|NP_649430.1|DMEL	LOC118466176|XP_035791056.1|AALB
OG0001042	Cyp4c3|NP_524598.1|DMEL	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001043	CG7860|NP_573039.1|DMEL	LOC118458781|XP_035777499.1|AALB
OG0001044	tor|NP_476762.1|DMEL	LOC118466750|XP_035792336.1|AALB
OG0001045	ADPS|NP_611006.1|DMEL	LOC118460207|XP_035780211.1|AALB
OG0001046	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL	LOC118461602|XP_035783012.1|AALB
