Orthogroup	DMEL.longest_only	DHYD.longest_only
OG0002386	CG4733|NP_650842.2|DMEL	LOC111596694|XP_023166778.2|DHYD
OG0002387	Irk1|NP_001262861.1|DMEL	LOC111598255|XP_023169189.2|DHYD
OG0002388	Su_var_3-9|NP_524357.2|DMEL	LOC111602950|XP_023176079.2|DHYD
OG0002389	RpS3|NP_476632.1|DMEL	LOC111594830|XP_023164063.1|DHYD
OG0002390	CG6415|NP_609441.1|DMEL	LOC111600943|XP_023173085.2|DHYD
OG0002391	Camp|NP_611204.2|DMEL	LOC111595471|XP_023165005.2|DHYD
OG0002392	Rh50|NP_001369039.1|DMEL	LOC111604483|XP_023178338.2|DHYD
OG0002393	nxf2|NP_524111.3|DMEL	LOC111597775|XP_030079468.1|DHYD
OG0002394	Npl4|NP_651407.3|DMEL	LOC111603008|XP_023176184.1|DHYD
OG0002395	side-VI|NP_001036705.1|DMEL	LOC111600267|XP_023172083.2|DHYD
OG0002396	Xpc|NP_725451.1|DMEL	LOC111600890|XP_023172995.2|DHYD
OG0002397	kune|NP_610179.2|DMEL	LOC111600123|XP_023171856.1|DHYD
OG0002398	CG7065|NP_572529.2|DMEL	LOC111603215|XP_030079312.1|DHYD
OG0002399	CCHa2-R|NP_001356958.1|DMEL	LOC111604369|XP_030081985.1|DHYD
OG0002400	nw|NP_001027435.2|DMEL	LOC111600567|XP_023172519.2|DHYD
OG0002401	CG32006|NP_726538.1|DMEL	LOC111595880|XP_023165574.2|DHYD
OG0002402	CG6006|NP_001097812.1|DMEL	LOC111604631|XP_023178530.2|DHYD
OG0002403	CG8925|NP_650526.1|DMEL	LOC111604650|XP_023178575.2|DHYD
OG0002404	CG12581|NP_649435.2|DMEL	LOC111598325|XP_023169290.2|DHYD
OG0002405	Orco|NP_001097687.1|DMEL	LOC111598640|XP_023169755.1|DHYD
OG0002406	GluRS-m|NP_648894.2|DMEL	LOC111604721|XP_030079639.1|DHYD
OG0002407	CG1815|NP_651881.2|DMEL	LOC111594430|XP_023163487.2|DHYD
OG0002408	NKCC|NP_730938.1|DMEL	LOC111603553|XP_030080599.1|DHYD
OG0002409	CG3919|NP_001261840.1|DMEL	LOC111603315|XP_023176604.2|DHYD
OG0002410	bnl|NP_732452.1|DMEL	LOC111604994|XP_023179080.2|DHYD
OG0002411	Prosbeta3|NP_649858.1|DMEL	LOC111604919|XP_023178935.1|DHYD
OG0002412	l_3_80Fj|NP_001015316.1|DMEL	LOC111600801|XP_030081575.1|DHYD
OG0002413	RpL17|NP_572346.1|DMEL	LOC111602039|XP_023174713.1|DHYD
OG0002414	CG9149|NP_612094.2|DMEL	LOC111595390|XP_023164860.1|DHYD
OG0002415	svp|NP_001369011.1|DMEL	LOC111604574|XP_023178444.2|DHYD
OG0002416	CG32850|NP_726563.1|DMEL	LOC111593712|XP_023162445.1|DHYD
OG0002417	CG11454|NP_608497.1|DMEL	LOC111596000|XP_023165769.1|DHYD
OG0002418	Set1|NP_001104406.1|DMEL	LOC111598520|XP_023169570.2|DHYD
OG0002419	CG3626|NP_572162.2|DMEL	LOC111596815|XP_023166951.2|DHYD
OG0002420	PHGPx|NP_728869.1|DMEL	LOC111595301|XP_023164724.1|DHYD
OG0002421	CG17782|NP_651257.1|DMEL	LOC111593366|XP_023161846.2|DHYD
OG0002422	unc-45|NP_524796.1|DMEL	LOC111597159|XP_023167483.2|DHYD
OG0002423	NaPi-III|NP_648441.1|DMEL	LOC111604467|XP_023178317.2|DHYD
OG0002424	RpS3A|NP_524618.1|DMEL	LOC111597707|XP_023168316.1|DHYD
OG0002425	CG8097|NP_573046.1|DMEL	LOC111601954|XP_023174586.2|DHYD
OG0002426	CG13907|NP_612069.1|DMEL	LOC111597471|XP_023167988.2|DHYD
OG0002427	CG31997|NP_726539.1|DMEL	LOC111595885|XP_023165581.1|DHYD
OG0002428	Elys|NP_608340.2|DMEL	LOC111593497|XP_023162032.2|DHYD
OG0002429	Fife|NP_001261340.1|DMEL	LOC111604750|XP_023178698.1|DHYD
OG0002430	Dhx15|NP_610269.1|DMEL	LOC111597043|XP_023167325.2|DHYD
OG0002431	RpL11|NP_477054.1|DMEL	LOC111600050|XP_023171742.1|DHYD
OG0002432	Torsin|NP_572178.1|DMEL	LOC111600164|XP_023171965.1|DHYD
OG0002433	ATPsynD|NP_524402.1|DMEL	LOC111603484|XP_023176848.1|DHYD
OG0002434	SpdS|NP_731384.1|DMEL	LOC111598562|XP_023169628.1|DHYD
OG0002435	nocte|NP_572631.3|DMEL	LOC111602052|XP_023174731.2|DHYD
OG0002436	CG8067|NP_610922.1|DMEL	LOC111592228|XP_023160078.1|DHYD
OG0002437	CG17716|NP_523731.2|DMEL	LOC111595466|XP_023164997.2|DHYD
OG0002438	trr|NP_726773.2|DMEL	LOC111596840|XP_030079892.1|DHYD
OG0002439	Pfas|NP_477212.1|DMEL	LOC111596336|XP_023166279.2|DHYD
OG0002440	TrpRS-m|NP_649018.2|DMEL	LOC111603334|XP_030080927.1|DHYD
OG0002441	Mmp2|NP_995788.1|DMEL	LOC111592154|XP_023159970.2|DHYD
OG0002442	POSH|NP_523776.1|DMEL	LOC111604371|XP_023178210.2|DHYD
OG0002443	CG30015|NP_001097262.1|DMEL	LOC111596994|XP_023167258.2|DHYD
OG0002444	a|NP_524641.1|DMEL	LOC111596986|XP_023167238.2|DHYD
OG0002445	Echs1|NP_610910.1|DMEL	LOC111595530|XP_023165080.1|DHYD
OG0002446	ave|NP_725413.1|DMEL	LOC111601202|XP_023173460.1|DHYD
OG0002447	Wbp2|NP_648607.3|DMEL	LOC111597227|XP_023167584.2|DHYD
OG0002448	eIF3k|NP_611604.1|DMEL	LOC111597948|XP_023168678.1|DHYD
OG0002449	CG6426|NP_611163.2|DMEL	LOC111593612|XP_023162250.1|DHYD
OG0002450	CG31278|NP_731494.1|DMEL	LOC111597186|XP_023167524.1|DHYD
OG0002451	CG30349|NP_610421.1|DMEL	LOC111598040|XP_023168845.1|DHYD
OG0002452	wrapper|NP_477404.1|DMEL	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD
OG0002453	Rtf1|NP_611665.1|DMEL	LOC111595255|XP_023164669.2|DHYD
OG0002454	CG13887|NP_612062.1|DMEL	LOC111598690|XP_023169823.2|DHYD
OG0002455	JMJD5|NP_612063.2|DMEL	LOC111598686|XP_023169818.2|DHYD
OG0002456	CG42741|NP_611747.2|DMEL	LOC111599729|XP_023171243.2|DHYD
OG0002457	scra|NP_724582.1|DMEL	LOC111604118|XP_023177793.2|DHYD
OG0002458	CG13991|NP_609000.2|DMEL	LOC111602221|XP_023174968.1|DHYD
OG0002459	mip120|NP_001163143.1|DMEL	LOC111599691|XP_023171166.2|DHYD
OG0002460	CG30419|NP_611899.1|DMEL	LOC111599711|XP_023171211.2|DHYD
OG0002461	CG8950|NP_611184.1|DMEL	LOC111599755|XP_023171277.1|DHYD
OG0002462	CG10737|NP_001137711.1|DMEL	LOC111597922|XP_030081203.1|DHYD
OG0002463	Chi|NP_726403.2|DMEL	LOC111600051|XP_023171743.1|DHYD
OG0002464	CG14480|NP_611231.1|DMEL	LOC111604373|XP_023178212.1|DHYD
OG0002465	Tbce|NP_610197.2|DMEL	LOC111604365|XP_023178203.1|DHYD
OG0002466	Pur-alpha|NP_524624.1|DMEL	LOC111593707|XP_023162433.2|DHYD
OG0002467	Lkr|NP_647968.3|DMEL	LOC111593084|XP_023161446.1|DHYD
OG0002468	trn|NP_001261796.1|DMEL	LOC111604515|XP_023178380.2|DHYD
OG0002469	Gel|NP_524865.2|DMEL	LOC111602649|XP_023175585.2|DHYD
OG0002470	CG8237|NP_610425.1|DMEL	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD
OG0002471	prel|NP_610487.3|DMEL	LOC111592655|XP_023160778.1|DHYD
OG0002472	CG42700|NP_001286339.1|DMEL	LOC111598015|XP_023168783.1|DHYD
OG0002473	CG34229|NP_001097276.1|DMEL	LOC111592197|XP_023160033.1|DHYD
OG0002474	RhoGAP71E|NP_001137956.1|DMEL	LOC111597217|XP_023167560.2|DHYD
OG0002475	RpS7|NP_651782.1|DMEL	LOC111603239|XP_023176513.1|DHYD
OG0002476	RpS16|NP_611685.1|DMEL	LOC111600554|XP_023172471.1|DHYD
OG0002477	CG11044|NP_611456.1|DMEL	LOC111594683|XP_023163874.1|DHYD
OG0002478	rib|NP_001261085.1|DMEL	LOC111598024|XP_023168804.2|DHYD
OG0002479	O-fut1|NP_610931.1|DMEL	LOC111597982|XP_023168726.2|DHYD
OG0002480	Gprk1|NP_001036438.1|DMEL	LOC111600089|XP_023171797.1|DHYD
OG0002481	MED18|NP_569948.3|DMEL	LOC111593406|XP_023161894.1|DHYD
OG0002482	CG34236|NP_001097303.2|DMEL	LOC111595485|XP_023165023.2|DHYD
OG0002483	CG4882|NP_477377.1|DMEL	LOC111600012|XP_023171685.2|DHYD
OG0002484	APC10|NP_611223.4|DMEL	LOC111600564|XP_023172516.2|DHYD
OG0002485	stmA|NP_001014513.1|DMEL	LOC111598001|XP_023168759.2|DHYD
OG0002486	CG14184|NP_649173.1|DMEL	LOC111592334|XP_023160228.1|DHYD
OG0002487	Slmap|NP_001036399.1|DMEL	LOC111592097|XP_023159891.2|DHYD
OG0002488	GlcT|NP_611636.1|DMEL	LOC111597107|XP_023167418.1|DHYD
OG0002489	nes|NP_524157.2|DMEL	LOC111604512|XP_023178376.1|DHYD
OG0002490	CG11099|NP_611457.1|DMEL	LOC111594694|XP_023163885.1|DHYD
OG0002491	MED1|NP_649341.1|DMEL	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD
OG0002492	pAbp|NP_476667.1|DMEL	LOC111595509|XP_023165051.1|DHYD
OG0002493	CG8272|NP_001260812.1|DMEL	LOC111598007|XP_023168770.1|DHYD
OG0002494	CG8301|NP_649915.1|DMEL	LOC111603470|XP_023176828.2|DHYD
OG0002495	igl|NP_477060.1|DMEL	LOC111602548|XP_023175467.2|DHYD
OG0002496	Kaz-m1|NP_524507.1|DMEL	LOC111595169|XP_023164518.1|DHYD
OG0002497	CG4950|NP_648855.2|DMEL	LOC111604662|XP_023178590.2|DHYD
OG0002498	CG32437|NP_730625.1|DMEL	LOC111601670|XP_023174128.2|DHYD
OG0002499	CG13894|NP_612054.1|DMEL	LOC111598720|XP_030081471.1|DHYD
OG0002500	narya|NP_573383.1|DMEL, nenya|NP_733236.1|DMEL	LOC111603302|XP_023176596.2|DHYD
OG0002501	CG15625|NP_608872.1|DMEL	LOC111604938|XP_023178976.1|DHYD, LOC115482811|XP_030078835.1|DHYD, LOC111604939|XP_023178977.1|DHYD
OG0002502	CG30026|NP_725049.3|DMEL, CG34054|NP_001033940.1|DMEL	LOC111605399|XP_023179667.2|DHYD
OG0002504	Or69a|NP_996070.1|DMEL	LOC111597342|XP_023167755.2|DHYD
OG0002505	CG30391|NP_611566.2|DMEL, CG30393|NP_726044.1|DMEL	LOC111604146|XP_023177837.1|DHYD
OG0002508	Rip11|NP_573313.2|DMEL	LOC111603119|XP_023176359.2|DHYD
OG0002509	DCTN4-p62|NP_610311.1|DMEL	LOC111604176|XP_023177889.2|DHYD
OG0002510	Cda4|NP_728468.1|DMEL	LOC111598420|XP_023169428.2|DHYD
OG0002511	rin|NP_524907.2|DMEL	LOC111605550|XP_023179879.1|DHYD
OG0002512	dati|NP_001245421.1|DMEL	LOC111593720|XP_023162459.2|DHYD
OG0002513	Mpi|NP_649940.1|DMEL	LOC111602721|XP_023175734.1|DHYD
OG0002514	Sac1|NP_612087.1|DMEL	LOC111598795|XP_023169979.1|DHYD
OG0002516	CLS|NP_651418.1|DMEL	LOC111596680|XP_023166752.1|DHYD
OG0002517	Nna1|NP_001285225.1|DMEL	LOC111596964|XP_023167193.2|DHYD
OG0002518	CG7126|NP_650709.3|DMEL	LOC111605435|XP_023179719.2|DHYD
OG0002519	Rbpn-5|NP_611545.1|DMEL	LOC111600145|XP_023171890.2|DHYD
OG0002520	Usp30|NP_572274.1|DMEL	LOC111598113|XP_023168934.2|DHYD
OG0002521	CG32547|NP_728174.2|DMEL	LOC111603173|XP_023176421.2|DHYD
OG0002522	Nup43|NP_650716.2|DMEL	LOC111592927|XP_023161152.2|DHYD
OG0002523	qless|NP_733425.1|DMEL	LOC111598503|XP_023169537.2|DHYD
OG0002524	Usp16-45|NP_572220.1|DMEL	LOC111598131|XP_023168960.2|DHYD
OG0002525	Srp54k|NP_523931.1|DMEL	LOC111601653|XP_023174102.1|DHYD
OG0002526	Fkbp39|NP_524364.2|DMEL	LOC111602666|XP_023175618.1|DHYD
OG0002528	C3G|NP_572350.2|DMEL	LOC111598874|XP_023170092.2|DHYD
OG0002529	Sf3a1|NP_650583.1|DMEL	LOC111602511|XP_023175363.1|DHYD
OG0002530	CG10268|NP_609992.1|DMEL	LOC111600283|XP_023172105.1|DHYD
OG0002531	CG9135|NP_608985.1|DMEL	LOC111596346|XP_023166305.1|DHYD
OG0002532	RpL15|NP_001104430.1|DMEL	LOC111598528|XP_023169581.1|DHYD
OG0002533	CG12576|NP_608465.1|DMEL	LOC111603383|XP_023176709.1|DHYD
OG0002534	Egm|NP_610687.1|DMEL	LOC111600536|XP_023172442.2|DHYD
OG0002535	SmydA-2|NP_649084.1|DMEL	LOC111592270|XP_023160137.2|DHYD
OG0002536	Bub3|NP_477381.1|DMEL	LOC111599424|XP_023170843.1|DHYD
OG0002537	Rsph4a|NP_611869.1|DMEL	LOC111600043|XP_023171736.1|DHYD
OG0002539	TyrRS-m|NP_611967.1|DMEL	LOC111593834|XP_023162640.2|DHYD
OG0002540	Surf4|NP_477222.1|DMEL	LOC111594972|XP_023164240.1|DHYD
OG0002541	CG8611|NP_788922.1|DMEL	LOC111596554|XP_023166596.2|DHYD
OG0002542	CG14220|NP_608325.1|DMEL	LOC111591976|XP_023159694.1|DHYD
OG0002543	Bap60|NP_511143.2|DMEL	LOC111602858|XP_023175982.1|DHYD
OG0002544	PSR|NP_001262832.1|DMEL	LOC111598356|XP_023169335.2|DHYD
OG0002545	sta|NP_476750.1|DMEL	LOC111602940|XP_023176109.1|DHYD
OG0002547	sqh|NP_511057.1|DMEL	LOC111592350|XP_023160272.2|DHYD
OG0002548	CG1806|NP_572773.1|DMEL	LOC111592361|XP_023160287.2|DHYD
OG0002549	RhoGAP15B|NP_573183.2|DMEL	LOC111604732|XP_030079527.1|DHYD
OG0002550	inaE|NP_001138195.1|DMEL	LOC111596756|XP_030079884.1|DHYD
OG0002551	Rift|NP_651901.3|DMEL	LOC111601513|XP_030078781.1|DHYD
OG0002552	RPA2|NP_610077.1|DMEL	LOC111594718|XP_023163914.2|DHYD
OG0002553	Cp110|NP_001285531.1|DMEL	LOC111603381|XP_023176705.2|DHYD
OG0002554	CG15891|NP_001284939.1|DMEL	LOC111603171|XP_023176419.1|DHYD
OG0002555	CG4078|NP_572254.1|DMEL	LOC111605617|XP_030079839.1|DHYD
OG0002556	IPIP|NP_608984.2|DMEL	LOC111596352|XP_023166312.1|DHYD
OG0002557	Tim9a|NP_572881.1|DMEL	LOC111596879|XP_023167096.1|DHYD
OG0002558	Rpt5|NP_524464.1|DMEL	LOC111602962|XP_023176113.1|DHYD
OG0002559	l_3_80Fg|NP_001015188.2|DMEL	LOC111594882|XP_023164136.1|DHYD
OG0002560	Ktl|NP_650926.1|DMEL	LOC111599852|XP_023171429.2|DHYD
OG0002561	CG11779|NP_650786.2|DMEL	LOC111601788|XP_023174324.1|DHYD
OG0002562	CG1572|NP_572726.1|DMEL	LOC111605293|XP_023179512.1|DHYD
OG0002563	mei-218|NP_001138215.1|DMEL	LOC111598246|XP_030080089.1|DHYD
OG0002564	Osi23|NP_651794.2|DMEL	LOC111592479|XP_023160463.1|DHYD
OG0002565	Vps15|NP_649868.1|DMEL	LOC111599429|XP_030080774.1|DHYD
OG0002566	PKD|NP_001262705.1|DMEL	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD
OG0002567	CG16721|NP_572275.1|DMEL	LOC111598114|XP_023168935.2|DHYD
OG0002568	CG8236|NP_649830.2|DMEL	LOC111604433|XP_023178307.1|DHYD
OG0002569	DNApol-alpha60|NP_652001.2|DMEL	LOC111605638|XP_023180067.2|DHYD
OG0002570	CG31224|NP_732361.1|DMEL	LOC111596735|XP_023166838.2|DHYD
OG0002571	CG14301|NP_650734.2|DMEL	LOC111596713|XP_023166814.1|DHYD
OG0002572	Or56a|NP_523796.2|DMEL	LOC111594605|XP_023163743.1|DHYD
OG0002573	CG10864|NP_650726.1|DMEL	LOC111592936|XP_023161165.1|DHYD
OG0002574	hmw|NP_650714.1|DMEL	LOC111592926|XP_023161151.2|DHYD
OG0002575	CG31211|NP_788641.1|DMEL	LOC111592046|XP_023159811.2|DHYD
OG0002576	su_f_|NP_001015241.3|DMEL	LOC111598120|XP_023168944.1|DHYD
OG0002577	CG7630|NP_652413.1|DMEL	LOC111594880|XP_023164133.1|DHYD
OG0002578	CG15439|NP_608836.1|DMEL	LOC111599186|XP_023170539.2|DHYD
OG0002579	Rh5|NP_477096.1|DMEL	LOC111595415|XP_023164905.1|DHYD
OG0002580	CG8768|NP_610813.3|DMEL	LOC111605211|XP_023179401.1|DHYD
OG0002581	sba|NP_001262888.1|DMEL	LOC111603656|XP_030080672.1|DHYD
OG0002582	Pnn|NP_001097727.1|DMEL	LOC111598543|XP_023169601.2|DHYD
OG0002583	Nuak1|NP_001369005.1|DMEL	LOC111601785|XP_023174314.2|DHYD
OG0002584	CG9666|NP_001137973.1|DMEL	LOC111604533|XP_023178398.1|DHYD
OG0002585	CG42374|NP_001137972.1|DMEL	LOC111604534|XP_023178402.1|DHYD
OG0002586	dnk|NP_524399.1|DMEL	LOC111602690|XP_023175688.1|DHYD
OG0002587	CG9636|NP_649774.1|DMEL	LOC111605429|XP_023179706.1|DHYD
OG0002588	Naa80|NP_001014612.1|DMEL	LOC111602726|XP_023175739.1|DHYD
OG0002589	CG6420|NP_651499.2|DMEL	LOC111601993|XP_023174650.1|DHYD
OG0002590	SMC3|NP_523374.2|DMEL	LOC111595952|XP_023165693.1|DHYD
OG0002591	wts|NP_733403.1|DMEL	LOC111601991|XP_023174648.2|DHYD
OG0002592	CG12880|NP_651580.3|DMEL	LOC111593226|XP_030081693.1|DHYD
OG0002593	unc80|NP_001263024.1|DMEL	LOC111593238|XP_030081659.1|DHYD
OG0002594	foxo|NP_650330.3|DMEL	LOC111599783|XP_023171326.1|DHYD
OG0002595	gukh|NP_732393.1|DMEL	LOC111595972|XP_030080645.1|DHYD
OG0002596	side-IV|NP_001034052.2|DMEL	LOC111605488|XP_023179798.2|DHYD
OG0002597	Invadolysin|NP_652072.1|DMEL	LOC111595906|XP_023165617.2|DHYD
OG0002598	klg|NP_524454.2|DMEL	LOC111603498|XP_023176872.1|DHYD
OG0002599	side-VII|NP_649933.1|DMEL	LOC111598536|XP_023169592.2|DHYD
OG0002600	CG1418|NP_610539.1|DMEL	LOC111600631|XP_023172602.2|DHYD
OG0002601	tin|NP_524433.1|DMEL	LOC111602621|XP_030081690.1|DHYD
OG0002602	snu|NP_651628.1|DMEL	LOC111596150|XP_030080634.1|DHYD
OG0002603	sima|NP_001287599.1|DMEL	LOC111594630|XP_023163789.2|DHYD
OG0002604	CG7950|NP_651770.1|DMEL	LOC111594463|XP_023163531.1|DHYD
OG0002605	CG6225|NP_001097759.1|DMEL	LOC111595235|XP_023164644.1|DHYD
OG0002606	flfl|NP_731849.2|DMEL	LOC111594611|XP_023163761.2|DHYD
OG0002607	PIG-H|NP_649755.1|DMEL	LOC111594615|XP_023163769.1|DHYD
OG0002608	tara|NP_524994.2|DMEL	LOC111604627|XP_023178523.2|DHYD
OG0002609	RnrS|NP_525111.1|DMEL	LOC111603114|XP_023176357.2|DHYD
OG0002610	Oga|NP_650956.1|DMEL	LOC111602671|XP_023175632.1|DHYD
OG0002611	CG8135|NP_649890.1|DMEL	LOC111595706|XP_023165319.1|DHYD
OG0002612	Sirt2|NP_650880.3|DMEL	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD
OG0002613	eIF4EHP|NP_001163710.1|DMEL	LOC111596494|XP_030080821.1|DHYD
OG0002614	plum|NP_651482.3|DMEL	LOC111601398|XP_030078695.1|DHYD
OG0002615	Atg2|NP_647748.1|DMEL	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD
OG0002616	Klp98A|NP_524532.2|DMEL	LOC111593246|XP_023161668.2|DHYD
OG0002617	Calr|NP_524293.2|DMEL	LOC111598515|XP_023169557.1|DHYD
OG0002618	eIF3a|NP_649470.2|DMEL	LOC111605481|XP_023179784.1|DHYD
OG0002619	cher|NP_001262659.2|DMEL	LOC111594610|XP_023163753.1|DHYD
OG0002620	atl|NP_651274.1|DMEL	LOC111593676|XP_023162331.1|DHYD
OG0002621	wfs1|NP_651079.2|DMEL	LOC111597753|XP_023168376.1|DHYD
OG0002622	CG5027|NP_648847.3|DMEL	LOC111600465|XP_023172339.1|DHYD
OG0002623	CG8420|NP_649869.1|DMEL	LOC111594803|XP_023164033.2|DHYD
OG0002624	dnd|NP_650995.1|DMEL	LOC111594808|XP_023164038.1|DHYD
OG0002625	Eip93F|NP_001097865.1|DMEL	LOC111594978|XP_030079665.1|DHYD
OG0002626	spidey|NP_572420.1|DMEL	LOC111598159|XP_023169015.2|DHYD
OG0002627	Nrx-1|NP_001262840.1|DMEL	LOC111599724|XP_023171240.2|DHYD
OG0002628	CG42675|NP_001262302.1|DMEL	LOC111598723|XP_023169886.2|DHYD
OG0002629	pros|NP_001247045.1|DMEL	LOC115482740|XP_030078826.1|DHYD
OG0002630	alpha-Man-IIb|NP_650494.2|DMEL	LOC111603433|XP_030081734.1|DHYD
OG0002631	Mink|NP_651312.2|DMEL	LOC111594526|XP_023163626.2|DHYD
OG0002632	140up|NP_476951.1|DMEL	LOC111593256|XP_023161688.1|DHYD
OG0002633	Vti1b|NP_001138075.1|DMEL	LOC111592944|XP_023161178.1|DHYD
OG0002634	su_Hw_|NP_524349.1|DMEL	LOC111602614|XP_023175543.2|DHYD
OG0002635	CG9467|NP_001369000.1|DMEL	LOC111601980|XP_023174630.2|DHYD
OG0002636	aux|NP_649438.1|DMEL	LOC111595672|XP_023165269.2|DHYD
OG0002637	JhI-21|NP_609542.1|DMEL	LOC111602497|XP_023175336.2|DHYD
OG0002638	Acph-1|NP_733332.1|DMEL	LOC111596423|XP_023166403.2|DHYD
OG0002639	glo|NP_650120.1|DMEL	LOC111592035|XP_023159796.2|DHYD
OG0002640	Cht5|NP_650314.1|DMEL	LOC111594459|XP_023163524.2|DHYD
OG0002641	CG9288|NP_650316.1|DMEL	LOC111594521|XP_023163619.1|DHYD
OG0002642	CG9286|NP_650317.3|DMEL	LOC111594520|XP_023163618.2|DHYD
OG0002643	Dip-B|NP_650318.1|DMEL	LOC111594519|XP_023163615.1|DHYD
OG0002644	Osi6|NP_649625.2|DMEL	LOC111594602|XP_023163734.2|DHYD
OG0002645	NPFR|NP_001246947.1|DMEL	LOC111594597|XP_023163730.1|DHYD
OG0002646	CG6607|NP_651266.1|DMEL	LOC111593350|XP_023161831.1|DHYD
OG0002647	CG9667|NP_649768.2|DMEL	LOC111605465|XP_023179752.1|DHYD
OG0002648	ELOVL|NP_649754.1|DMEL	LOC111605491|XP_023179804.1|DHYD
OG0002649	CG6800|NP_650984.1|DMEL	LOC111598224|XP_023169151.1|DHYD
OG0002650	CG7878|NP_649767.1|DMEL	LOC111605463|XP_023179750.2|DHYD
OG0002651	asun|NP_524379.2|DMEL	LOC111602992|XP_023176157.2|DHYD
OG0002652	CG5697|NP_650932.1|DMEL	LOC111603476|XP_023176832.2|DHYD
OG0002653	Ppn|NP_788752.2|DMEL	LOC111596328|XP_023166265.2|DHYD
OG0002654	Dhc98D|NP_524541.3|DMEL	LOC111595990|XP_030078786.1|DHYD
OG0002655	CG42668|NP_001189250.2|DMEL	LOC111595975|XP_023165721.2|DHYD
OG0002656	poly|NP_524343.2|DMEL	LOC111605522|XP_023179851.1|DHYD
OG0002657	CG8516|NP_649951.1|DMEL	LOC111602020|XP_023174687.2|DHYD
OG0002658	CG15561|NP_651851.1|DMEL	LOC111597834|XP_023168498.1|DHYD
OG0002659	wdn|NP_476900.1|DMEL	LOC111596158|XP_023166017.2|DHYD
OG0002660	CG9941|NP_572915.1|DMEL	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD
OG0002661	larp|NP_733244.5|DMEL	LOC111601491|XP_023173847.2|DHYD
OG0002662	key|NP_001246503.1|DMEL	LOC111593794|XP_023162581.2|DHYD
OG0002663	beta-PheRS|NP_651237.1|DMEL	LOC111596252|XP_023166153.1|DHYD
OG0002664	l_2_gl|NP_722584.1|DMEL	LOC111596001|XP_023165771.2|DHYD
OG0002665	RagC-D|NP_610361.1|DMEL	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD
OG0002666	Lpin|NP_610359.2|DMEL	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD
OG0002667	Cdc2rk|NP_523674.1|DMEL	LOC111600686|XP_023172708.1|DHYD
OG0002668	drpr|NP_001261276.1|DMEL	LOC111592858|XP_030079491.1|DHYD
OG0002669	CG13096|NP_609236.2|DMEL	LOC111603895|XP_023177481.2|DHYD
OG0002670	Hn|NP_523963.2|DMEL	LOC111603059|XP_023176286.1|DHYD
OG0002671	Snmp2|NP_001163372.1|DMEL	LOC111601672|XP_023174133.1|DHYD
OG0002672	Gyg|NP_001286666.1|DMEL	LOC111604097|XP_023177762.2|DHYD
OG0002673	Adk2|NP_523836.2|DMEL	LOC111600081|XP_023171789.2|DHYD
OG0002674	magu|NP_724871.1|DMEL	LOC111597706|XP_023168311.1|DHYD
OG0002675	mus312|NP_729234.2|DMEL	LOC111592854|XP_023161060.2|DHYD
OG0002676	Usp15-31|NP_611959.2|DMEL	LOC111593800|XP_023162591.2|DHYD
OG0002677	pwn|NP_610267.2|DMEL	LOC111593860|XP_023162675.2|DHYD
OG0002678	CG9062|NP_001260886.1|DMEL	LOC111605224|XP_023179420.1|DHYD
OG0002679	Unc-89|NP_001097440.1|DMEL	LOC111600131|XP_023171866.2|DHYD
OG0002680	CG17829|NP_652054.1|DMEL	LOC111593481|XP_023162011.2|DHYD
OG0002681	Pu|NP_726038.1|DMEL	LOC111597093|XP_023167400.1|DHYD
OG0002682	HDAC1|NP_647918.2|DMEL	LOC111599428|XP_023170851.1|DHYD
OG0002683	CG7963|NP_649798.3|DMEL	LOC111597515|XP_023168052.1|DHYD
OG0002684	Had1|NP_573114.2|DMEL	LOC111595367|XP_023164821.1|DHYD
OG0002685	bab1|NP_728565.1|DMEL	LOC111591921|XP_030079621.1|DHYD
OG0002686	CG15877|NP_647718.1|DMEL	LOC111599283|XP_023170649.1|DHYD
OG0002687	Gbs-76A|NP_649104.1|DMEL	LOC111604508|XP_023178368.2|DHYD
OG0002688	CG7724|NP_648957.1|DMEL	LOC111602930|XP_023176047.2|DHYD
OG0002689	Chrac-16|NP_572776.1|DMEL	LOC111596795|XP_023166921.1|DHYD
OG0002690	Adck5|NP_648446.1|DMEL	LOC111604476|XP_023178328.2|DHYD
OG0002691	MED23|NP_611735.1|DMEL	LOC111595629|XP_023165207.2|DHYD
OG0002692	yki|NP_001350857.1|DMEL	LOC111600052|XP_023171744.1|DHYD
OG0002693	CG7970|NP_001303378.1|DMEL	LOC111595278|XP_023164692.2|DHYD
OG0002694	CG12910|NP_610569.1|DMEL	LOC111592034|XP_023159803.1|DHYD
