Orthogroup	DMEL.longest_only	DERE.longest_only
OG0001010	ovm|NP_722607.1|DMEL	LOC6540735|XP_026834706.1|DERE
OG0001011	BthD|NP_572903.3|DMEL	LOC6551034|XP_001978253.3|DERE
OG0001011	CG15147|NP_609854.1|DMEL	LOC6549253|XP_001974425.1|DERE
OG0001012	CG15646|NP_573051.1|DMEL	LOC26526659|XP_026837734.1|DERE
OG0001012	CG12708|NP_001138199.1|DMEL	LOC6550654|XP_001978062.1|DERE
OG0001013	CG5897|NP_001356901.1|DMEL	LOC6544705|XP_001972459.2|DERE
OG0001013	CG6933|NP_730495.1|DMEL	LOC6545748|XP_026832842.1|DERE
OG0001014	CG34116|NP_001036616.1|DMEL	LOC6545546|XP_001973385.1|DERE
OG0001014	CG11560|NP_001303392.1|DMEL	LOC6544662|XP_001972491.1|DERE
OG0001015	CG1889|NP_727376.2|DMEL	LOC6551706|XP_026838527.1|DERE
OG0001015	CG1791|NP_572591.1|DMEL	LOC6551707|XP_001977286.1|DERE
OG0001016	CG5107|NP_651401.1|DMEL	LOC6554705|XP_001981783.1|DERE
OG0001016	CG8664|NP_573211.1|DMEL	LOC6550200|XP_001977556.1|DERE
OG0001017	CG34189|NP_001097347.1|DMEL	LOC26526969|XP_015012889.1|DERE
OG0001017	Acp62F|NP_523892.1|DMEL	LOC6546287|XP_001971310.1|DERE
OG0001017	CG33259|NP_996090.1|DMEL	LOC6544313|XP_001973075.1|DERE
OG0001018	tbrd-1|NP_001369030.1|DMEL	LOC6555311|XP_026831691.1|DERE
OG0001019	RYa-R|NP_001287552.1|DMEL	LOC6555086|XP_026831966.1|DERE
OG0001020	GstT3|NP_001162808.1|DMEL	LOC6549755|XP_001978617.1|DERE
OG0001021	Tsp|NP_001137802.1|DMEL	LOC6543052|XP_026834612.1|DERE
OG0001022	ATPsynepsilonL|NP_001097736.1|DMEL	LOC6551950|XP_026839636.1|DERE
OG0001022	sun|NP_524682.1|DMEL	LOC6550696|XP_001978021.1|DERE
OG0001024	CG31075|NP_001247324.1|DMEL	LOC6555046|XP_001981616.1|DERE
OG0001025	CAH2|NP_648555.1|DMEL	LOC6544474|XP_001972508.1|DERE
OG0001026	CG14763|NP_610340.1|DMEL	LOC6543131|XP_001970540.1|DERE
OG0001027	Indy|NP_730363.2|DMEL	LOC6546064|XP_001972805.1|DERE
OG0001028	UK114|NP_609747.1|DMEL	LOC6543274|XP_001968955.1|DERE
OG0001029	cag|NP_477207.1|DMEL	LOC6547284|XP_001976151.2|DERE
OG0001031	CG42748|NP_001260684.1|DMEL	LOC6548598|XP_001973943.2|DERE
OG0001033	BoYb|NP_649430.1|DMEL	LOC6544647|XP_001973782.1|DERE
OG0001034	Hml|NP_524060.2|DMEL	LOC6545611|XP_001972675.1|DERE
OG0001035	CG40486|NP_001036312.1|DMEL	LOC6549973|XP_001978746.1|DERE
OG0001035	CG40485|NP_001036313.1|DMEL	LOC6549974|XP_001978747.1|DERE
OG0001036	CG31819|NP_723954.1|DMEL	LOC6541202|XP_001969023.1|DERE
OG0001036	CG14316|NP_650676.2|DMEL	LOC6551746|XP_001979696.1|DERE
OG0001037	CG32081|NP_729646.1|DMEL	LOC6543790|XP_001972324.1|DERE
OG0001038	CG33934|NP_001163660.1|DMEL	LOC6553952|XP_001979462.2|DERE
OG0001038	Indy-2|NP_001027201.1|DMEL	LOC6553953|XP_001979463.3|DERE
OG0001039	CG14851|NP_650372.1|DMEL	LOC6552144|XP_026831435.1|DERE
OG0001039	CG14850|NP_650371.1|DMEL	LOC6552143|XP_026838735.1|DERE
OG0001040	CG17197|NP_651425.2|DMEL	LOC6554288|XP_001981756.1|DERE
OG0001040	CG13029|NP_648928.1|DMEL	LOC6544146|XP_001973001.2|DERE
OG0001040	CG17196|NP_651426.1|DMEL	LOC6554287|XP_001981755.1|DERE
OG0001040	CG17195|NP_651427.2|DMEL	LOC6554286|XP_001981754.1|DERE
OG0001041	TotA|NP_536778.2|DMEL	LOC6553467|XP_001979367.1|DERE, LOC6553468|XP_001979368.2|DERE
OG0001041	TotB|NP_524422.1|DMEL	LOC26526221|XP_026831865.1|DERE
OG0001042	Cyp4c3|NP_524598.1|DMEL	LOC6554967|XP_001981139.1|DERE
OG0001043	CG7860|NP_573039.1|DMEL	LOC6550779|XP_026838079.1|DERE
OG0001044	tor|NP_476762.1|DMEL	LOC6541144|XP_001970584.1|DERE
OG0001045	ADPS|NP_611006.1|DMEL	LOC6548979|XP_026836696.1|DERE
OG0001046	CG30108|NP_725705.2|DMEL	LOC6546760|XP_001974550.1|DERE
OG0001046	CG30109|NP_725706.1|DMEL	LOC6546761|XP_001974551.1|DERE
OG0001047	cid|NP_523730.2|DMEL	LOC6549639|XP_001975757.1|DERE
OG0001048	CG13492|NP_726121.3|DMEL	LOC6548153|XP_001975116.1|DERE
OG0001049	CG11357|NP_001097505.1|DMEL	LOC6544186|XP_026833011.1|DERE
OG0001050	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL	LOC6544220|XP_026833486.1|DERE
OG0001051	ppk16|NP_001334673.1|DMEL	LOC6542025|XP_001969346.1|DERE
OG0001052	CG17292|NP_609216.1|DMEL	LOC6543466|XP_001970289.1|DERE
OG0001053	NO66|NP_572160.1|DMEL	LOC6550993|XP_026837762.1|DERE
OG0001054	rumi|NP_651095.1|DMEL	LOC6554883|XP_026832935.1|DERE
OG0001055	CG6830|NP_650103.1|DMEL	LOC6553970|XP_001980528.1|DERE
OG0001055	CG6834|NP_650104.2|DMEL	LOC6553969|XP_001980527.1|DERE
OG0001056	Slc25A46b|NP_609864.1|DMEL	LOC6549436|XP_001974407.1|DERE
OG0001056	Slc25A46a|NP_573096.1|DMEL	LOC6550667|XP_001977995.1|DERE
OG0001057	Aldh|NP_609285.1|DMEL	LOC6542130|XP_001969295.1|DERE
OG0001058	CG2556|NP_572805.1|DMEL	LOC6551182|XP_001978365.1|DERE
OG0001059	Mi-2|NP_001014591.1|DMEL	LOC6545756|XP_026833951.1|DERE
OG0001059	Chd3|NP_649111.1|DMEL	LOC6545515|XP_026833395.1|DERE
OG0001060	Arl6IP1|NP_650570.1|DMEL	LOC6552491|XP_001979840.1|DERE
OG0001061	CG33630|NP_001027166.1|DMEL	LOC6552161|XP_001980713.1|DERE
OG0001061	CG33631|NP_001027167.1|DMEL	LOC6552160|XP_001980712.1|DERE
OG0001062	glob3|NP_649597.3|DMEL	LOC6552711|XP_001979003.1|DERE
OG0001062	glob2|NP_649669.3|DMEL	LOC6553072|XP_001979093.1|DERE
OG0001063	CG32642|NP_727651.2|DMEL	LOC6550188|XP_015010649.2|DERE
OG0001063	CG12716|NP_572845.1|DMEL	LOC6550185|XP_001978324.1|DERE
OG0001064	Ir11a|NP_572795.2|DMEL	LOC6551263|XP_001978378.1|DERE
OG0001064	Ir7a|NP_572406.1|DMEL	LOC6551650|XP_001978564.1|DERE
OG0001065	tea|NP_724855.2|DMEL	LOC6541313|XP_001969129.2|DERE
OG0001066	et|NP_001245761.1|DMEL	LOC6550495|XP_001977810.1|DERE
OG0001067	CG13245|NP_652575.1|DMEL	LOC6540934|XP_015015365.1|DERE
OG0001067	CG43816|NP_001260478.1|DMEL	LOC26526039|XP_015015436.1|DERE
OG0001068	CG4835|NP_647965.3|DMEL	LOC6544502|XP_026833127.1|DERE
OG0001068	CG7248|NP_648530.1|DMEL	LOC6544380|XP_001972469.2|DERE
OG0001069	Ssl|NP_523848.2|DMEL	LOC6548070|XP_001976611.1|DERE
OG0001070	CG31482|NP_731097.1|DMEL	LOC6553071|XP_001979092.3|DERE
OG0001071	lectin-33A|NP_001097145.1|DMEL	LOC6541644|XP_001969884.3|DERE
OG0001072	CG14130|NP_648511.2|DMEL	LOC6544615|XP_001972449.1|DERE
OG0001073	Tl|NP_001262995.1|DMEL	LOC6555256|XP_001981637.3|DERE
OG0001074	Mp20|NP_001014522.2|DMEL	LOC6549461|XP_026836666.1|DERE
OG0001075	Idh|NP_001137910.2|DMEL	LOC6545662|XP_001971666.1|DERE
OG0001077	CG40228|NP_001104426.1|DMEL	LOC6544999|XP_001973846.1|DERE
OG0001077	CG6244|NP_996099.1|DMEL	LOC6544293|XP_001973132.1|DERE
OG0001078	Cyp18a1|NP_728191.1|DMEL	LOC6550296|XP_001977698.1|DERE
OG0001079	pav|NP_477025.1|DMEL	LOC6543724|XP_001971867.1|DERE
OG0001080	Klp61F|NP_476818.1|DMEL	LOC6545538|XP_001971103.1|DERE
OG0001081	CG4572|NP_650836.1|DMEL	LOC6553830|XP_026831431.1|DERE
OG0001082	exu|NP_725995.1|DMEL	LOC6547732|XP_026836643.1|DERE
OG0001083	mkg-p|NP_648219.1|DMEL	LOC6545658|XP_026833980.1|DERE
OG0001084	chk|NP_001163063.1|DMEL	LOC6541480|XP_026835126.1|DERE
OG0001085	Gp210|NP_610184.2|DMEL	LOC6542620|XP_001970808.2|DERE
OG0001086	gammaSnap2|NP_649980.1|DMEL	LOC6551951|XP_001980705.1|DERE
OG0001086	gammaSnap1|NP_477469.1|DMEL	LOC6548122|XP_001976536.1|DERE
OG0001087	cmet|NP_524993.3|DMEL	LOC6541276|XP_026834873.1|DERE
OG0001087	cana|NP_001027247.1|DMEL	LOC6541801|XP_026834006.1|DERE
OG0001088	CG13313|NP_648267.1|DMEL	LOC6545473|XP_001971585.1|DERE
OG0001089	CG1316|NP_647887.1|DMEL	LOC6543830|XP_026832275.1|DERE
OG0001090	Awh|NP_001261379.1|DMEL	LOC6546232|XP_001971791.3|DERE
OG0001092	CG8117|NP_573049.2|DMEL	LOC6550658|XP_001978066.1|DERE
OG0001092	TfIIS|NP_476967.1|DMEL	LOC6542602|XP_001968937.1|DERE
OG0001093	l_2_34Fc|NP_609710.1|DMEL	LOC6543506|XP_001969516.1|DERE
OG0001094	CG46301|NP_001334737.1|DMEL	LOC6543515|XP_026834869.1|DERE
OG0001095	CG7461|NP_611409.2|DMEL	LOC6547331|XP_001974791.1|DERE
OG0001096	Irk3|NP_001137835.2|DMEL	LOC6549228|XP_001974353.1|DERE
OG0001097	l_2_41Ab|NP_001104357.1|DMEL	LOC26526510|XP_026838608.1|DERE
OG0001098	CG14135|NP_001261721.1|DMEL	LOC6544571|XP_026832795.1|DERE
OG0001099	AsnS|NP_996132.1|DMEL	LOC6546179|XP_026833536.1|DERE
OG0001100	CG40160|NP_001015213.3|DMEL	LOC26526295|XP_026839310.1|DERE
OG0001101	CG30460|NP_611186.2|DMEL	LOC6548229|XP_026835824.1|DERE
OG0001102	fz|NP_001261836.1|DMEL	LOC6545871|XP_001972722.3|DERE
OG0001103	Decay|NP_477462.1|DMEL	LOC6552618|XP_001979864.1|DERE
OG0001104	Den1|NP_001163126.1|DMEL	LOC6546833|XP_015011601.1|DERE
OG0001105	CG8860|NP_610738.1|DMEL	LOC6546892|XP_001975973.1|DERE
OG0001106	pan|NP_726528.2|DMEL	LOC6555877|XP_015008636.1|DERE
OG0001108	CG33342|NP_001097904.1|DMEL	LOC6554790|XP_001981987.1|DERE
OG0001108	CG17784|NP_651254.1|DMEL	LOC6554838|XP_001981994.1|DERE
OG0001109	Obp50d|NP_725388.2|DMEL	LOC6549551|XP_001975639.1|DERE
OG0001109	Obp50c|NP_725387.3|DMEL	LOC6549552|XP_026836298.1|DERE
OG0001110	CG32641|NP_727675.1|DMEL, CG32640|NP_727674.1|DMEL	LOC6551056|XP_001978300.1|DERE
OG0001110	CG7130|NP_649380.1|DMEL	LOC6544289|XP_001973717.1|DERE
OG0001111	CG9825|NP_611723.3|DMEL	LOC6547537|XP_001976303.1|DERE
OG0001111	CG12490|NP_611722.2|DMEL	LOC6547536|XP_026836454.1|DERE
OG0001111	CG30265|NP_611721.2|DMEL	LOC6547535|XP_026836503.1|DERE
OG0001112	ord|NP_726303.1|DMEL	LOC6547690|XP_001976370.1|DERE
OG0001113	CG34167|NP_001097165.1|DMEL	LOC26526204|XP_015015471.1|DERE
OG0001113	CG31820|NP_723947.1|DMEL	LOC6541977|XP_001969016.1|DERE
OG0001114	CG17139|NP_001033898.1|DMEL	LOC6543176|XP_001969910.1|DERE
OG0001114	CG17140|NP_001033896.1|DMEL	LOC6542998|XP_001969911.1|DERE
OG0001115	CG43339|NP_001163009.2|DMEL	LOC26526176|XP_015012756.2|DERE
OG0001115	Mst36Fa|NP_724121.3|DMEL	LOC6549177|XP_001974366.2|DERE
OG0001115	Mst36Fb|NP_001163010.1|DMEL	LOC6549178|XP_001974367.2|DERE
OG0001116	CG12902|NP_610578.1|DMEL	LOC6543428|XP_001969062.1|DERE
OG0001116	CG46298|NP_610577.3|DMEL	LOC6542872|XP_001969063.3|DERE
OG0001117	CG16775|NP_649022.2|DMEL	LOC6546393|XP_001972883.1|DERE
OG0001118	Rrp47|NP_573092.1|DMEL	LOC6550617|XP_001978002.2|DERE
OG0001119	scro|NP_001015473.1|DMEL	LOC6544440|XP_001973810.2|DERE
OG0001120	p53|NP_996267.1|DMEL	LOC6554756|XP_015009336.1|DERE
OG0001121	CG30440|NP_610172.1|DMEL	LOC6541768|XP_001970835.1|DERE
OG0001122	Aplip1|NP_728573.1|DMEL	LOC6543862|XP_001971089.1|DERE
OG0001124	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL	LOC6556243|XP_001983074.2|DERE, LOC6552358|XP_026839828.1|DERE, LOC113564848|XP_026839556.1|DERE
OG0001125	MFS9|NP_650889.1|DMEL	LOC6553716|XP_001979427.2|DERE
OG0001126	sif|NP_001261446.1|DMEL	LOC6544675|XP_026832254.1|DERE
OG0001127	obst-G|NP_648529.1|DMEL	LOC6544379|XP_001972468.1|DERE
OG0001128	dpr13|NP_001033956.2|DMEL	LOC6546950|XP_001974600.2|DERE
OG0001129	CG9044|NP_001260114.1|DMEL	LOC6540722|XP_026834707.1|DERE
OG0001130	TbCMF46|NP_609325.2|DMEL	LOC6540989|XP_001969367.1|DERE
OG0001130	Ppr-Y|NP_001015502.3|DMEL	LOC26526775|XP_026839374.1|DERE, LOC113564709|XP_026839384.1|DERE
OG0001131	gw|NP_726596.1|DMEL	LOC6555851|XP_026839285.1|DERE
OG0001133	spir|NP_724254.1|DMEL	LOC6549041|XP_026835641.1|DERE
OG0001134	hrg|NP_001261097.1|DMEL	LOC6547384|XP_026836227.1|DERE
OG0001135	CG3061|NP_650328.1|DMEL	LOC6552839|XP_001979872.1|DERE
OG0001136	pum|NP_731314.1|DMEL	LOC6552418|XP_026839613.1|DERE
OG0001137	CG11693|NP_001246985.1|DMEL	LOC6552901|XP_026836196.1|DERE
OG0001138	galene|NP_612084.1|DMEL	LOC6545499|XP_001971101.1|DERE
OG0001139	CG11263|NP_648618.1|DMEL	LOC6545017|XP_001972607.3|DERE
OG0001140	CG31161|NP_732772.2|DMEL	LOC6554892|XP_001982247.1|DERE
OG0001140	CCY|NP_001303589.1|DMEL	LOC26526238|XP_026839356.1|DERE
OG0001141	CG15695|NP_650920.3|DMEL	LOC6553447|XP_001979374.1|DERE
OG0001142	GluRIID|NP_651982.1|DMEL	LOC6553527|XP_001979402.1|DERE
OG0001142	GluRIIE|NP_001036733.1|DMEL	LOC6553528|XP_001979403.1|DERE
OG0001143	Adh|NP_001027266.1|DMEL	LOC6540581|XP_001968897.1|DERE
OG0001144	CG15498|NP_650974.1|DMEL	LOC6553415|XP_001979267.1|DERE
OG0001144	CG34457|NP_001097339.1|DMEL	LOC6548311|XP_001975324.2|DERE
OG0001145	GstT1|NP_610509.2|DMEL	LOC6541208|XP_001969170.1|DERE
OG0001145	GstT2|NP_724816.3|DMEL	LOC6542654|XP_001969169.1|DERE
OG0001146	CG10859|NP_609651.1|DMEL	LOC6541609|XP_026834974.1|DERE
OG0001146	CG1571|NP_572435.1|DMEL	LOC6551736|XP_001978607.1|DERE
OG0001147	CG34002|NP_001034029.2|DMEL	LOC6546396|XP_026832757.1|DERE, LOC6546355|XP_001972887.2|DERE, LOC113563855|XP_026832180.1|DERE
OG0001148	CG16704|NP_608797.1|DMEL	LOC6542365|XP_001968594.1|DERE
OG0001149	CG8539|NP_648130.2|DMEL	LOC6544073|XP_001971432.1|DERE
OG0001150	CG4250|NP_001246468.1|DMEL	LOC6549316|XP_001974487.1|DERE
OG0001151	CG17751|NP_650816.3|DMEL	LOC6554081|XP_001979519.2|DERE
OG0001151	CG17752|NP_650817.1|DMEL	LOC6554080|XP_001979518.1|DERE
OG0001152	CG33301|NP_001285793.1|DMEL	LOC6542854|XP_001969392.1|DERE
OG0001153	TBPH|NP_477400.1|DMEL	LOC6548015|XP_026836900.1|DERE
OG0001154	Ndf|NP_001188767.1|DMEL	LOC6542013|XP_015014406.1|DERE
OG0001155	Pat1|NP_572328.1|DMEL	LOC6551547|XP_001978458.1|DERE
OG0001157	Ace|NP_476953.1|DMEL	LOC6553654|XP_001980303.1|DERE
OG0001158	cl|NP_608930.1|DMEL	LOC6540730|XP_026834891.1|DERE
OG0001159	Ptp99A|NP_651691.4|DMEL	LOC6554771|XP_001981357.3|DERE
OG0001160	CG2767|NP_649757.1|DMEL	LOC6553578|XP_001979249.1|DERE
OG0001161	rdx|NP_650326.3|DMEL	LOC6552623|XP_015010212.1|DERE
OG0001162	by|NP_649901.1|DMEL	LOC6551798|XP_001980811.1|DERE
OG0001163	B52|NP_788671.2|DMEL	LOC6553611|XP_026832768.1|DERE
OG0001164	CG13408|NP_651007.1|DMEL	LOC6555406|XP_001982326.1|DERE
OG0001165	yellow-d|NP_523820.2|DMEL	LOC6547899|XP_001976393.1|DERE
OG0001166	Svil|NP_001286919.1|DMEL	LOC6546493|XP_001971279.2|DERE, LOC113563696|XP_026832703.1|DERE
OG0001167	CG12911|NP_001286280.1|DMEL	LOC6542973|XP_026835168.1|DERE
OG0001168	CG5726|NP_611304.1|DMEL	LOC6547045|XP_001974634.1|DERE
OG0001169	CG5162|NP_573202.1|DMEL	LOC6550146|XP_001977543.1|DERE
OG0001170	CG17083|NP_651139.1|DMEL	LOC6554520|XP_001982157.1|DERE
OG0001171	Fhos|NP_001261599.1|DMEL	LOC6544784|XP_015013395.1|DERE
OG0001172	clt|NP_536784.1|DMEL	LOC6548218|XP_001975076.1|DERE
OG0001173	CG11550|NP_651882.1|DMEL	LOC6554295|XP_001981063.1|DERE
OG0001174	CG8219|NP_648038.1|DMEL	LOC6545211|XP_026832299.1|DERE, LOC6556363|XP_026832301.1|DERE
OG0001174	Tnpo|NP_477368.1|DMEL	LOC6545210|XP_001972101.1|DERE
OG0001175	P32|NP_611243.1|DMEL	LOC6546762|XP_001974552.1|DERE
OG0001176	tej|NP_610950.2|DMEL	LOC6549417|XP_001975650.1|DERE
OG0001177	dl|NP_724054.1|DMEL	LOC6549398|XP_026836077.1|DERE
OG0001178	Cib2|NP_611523.3|DMEL	LOC6547609|XP_001974969.2|DERE
OG0001179	qvr|NP_001137646.1|DMEL	LOC6546862|XP_001976058.1|DERE
OG0001180	Crk|NP_651908.1|DMEL	LOC6555868|XP_026839017.1|DERE
OG0001181	FucTA|NP_648754.2|DMEL	LOC6544519|XP_001973059.1|DERE
OG0001182	Irk2|NP_001287485.1|DMEL	LOC6554438|XP_015009316.1|DERE
OG0001183	Jupiter|NP_731599.1|DMEL	LOC6554014|XP_026831973.1|DERE
OG0001184	sr|NP_001262693.1|DMEL	LOC6551748|XP_001979698.3|DERE
OG0001185	Tm1|NP_732006.2|DMEL	LOC113563928|XP_026833309.1|DERE
OG0001186	Taf7|NP_649748.1|DMEL	LOC6553429|XP_001979235.1|DERE
OG0001187	CG10151|NP_001137670.1|DMEL	LOC6549073|XP_026835657.1|DERE
OG0001188	CG8785|NP_610804.1|DMEL	LOC6546714|XP_001975875.1|DERE
OG0001189	CG9896|NP_611745.1|DMEL	LOC6547324|XP_001976331.1|DERE
OG0001190	CG17167|NP_001015257.2|DMEL	LOC6549983|XP_026837292.1|DERE
OG0001191	borr|NP_723450.1|DMEL	LOC6542368|XP_001969283.2|DERE
OG0001192	CG17377|NP_723220.2|DMEL	LOC6542870|XP_001970075.2|DERE
OG0001193	RpS20|NP_524421.1|DMEL	LOC6553452|XP_026838909.1|DERE
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL	LOC6555802|XP_026838946.1|DERE
OG0001194	CG13373|NP_001096858.1|DMEL	LOC6555807|XP_015008775.1|DERE
OG0001195	CG30371|NP_610370.1|DMEL	LOC6542351|XP_001970484.2|DERE
OG0001196	CG2694|NP_726827.1|DMEL	LOC6550586|XP_026837451.1|DERE
OG0001197	CG13978|NP_651562.2|DMEL	LOC6554589|XP_001981545.1|DERE
OG0001197	CG4907|NP_651086.1|DMEL	LOC6554910|XP_001982232.1|DERE
OG0001198	Qsox3|NP_650997.1|DMEL	LOC6555388|XP_001982344.1|DERE
OG0001198	Qsox2|NP_650998.1|DMEL	LOC6555424|XP_001982343.1|DERE
OG0001200	ApepP|NP_477409.1|DMEL	LOC6549572|XP_026836334.1|DERE
OG0001201	tobi|NP_651391.1|DMEL	LOC6554821|XP_001981802.1|DERE
OG0001202	FucTC|NP_001036320.3|DMEL	LOC6549979|XP_001978752.1|DERE
OG0001203	toy|NP_001368990.1|DMEL	LOC6555832|XP_001982698.1|DERE
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC6540728|XP_001969571.1|DERE
OG0001205	Snm1|NP_649548.1|DMEL	LOC6552812|XP_001978943.2|DERE
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC6553695|XP_026831638.1|DERE
OG0001207	Trf2|NP_001096905.1|DMEL	LOC6549664|XP_026837731.1|DERE
OG0001208	Cht6|NP_001245598.1|DMEL	LOC6551453|XP_001977278.2|DERE
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC6553710|XP_026831674.1|DERE
OG0001210	NetA|NP_511154.3|DMEL	LOC6550627|XP_001978166.2|DERE
OG0001211	ETHR|NP_650960.2|DMEL	LOC6553417|XP_026831495.1|DERE
OG0001212	CtsB1|NP_572920.1|DMEL	LOC6550867|XP_001978227.1|DERE
OG0001213	Pxt|NP_650648.3|DMEL	LOC6552120|XP_001979727.1|DERE
OG0001214	Nup133|NP_651080.2|DMEL	LOC6554916|XP_001982238.1|DERE
OG0001215	CG1213|NP_649599.1|DMEL	LOC6552713|XP_026831440.1|DERE
OG0001216	Meltrin|NP_001027575.1|DMEL	LOC6552772|XP_001979957.2|DERE
OG0001217	Ir40a|NP_610140.4|DMEL	LOC6548324|XP_001973939.2|DERE
OG0001218	bb8|NP_651140.1|DMEL	LOC6554519|XP_001982156.1|DERE
OG0001220	Gadd45|NP_610264.1|DMEL	LOC6543155|XP_001970651.1|DERE
OG0001221	CG11159|NP_611505.1|DMEL	LOC6547787|XP_026836644.1|DERE
OG0001222	wat|NP_651652.2|DMEL	LOC6555040|XP_026831439.1|DERE
OG0001223	CG3107|NP_001036470.1|DMEL	LOC6541021|XP_001970869.3|DERE
OG0001224	Sod2|NP_476925.1|DMEL	LOC6548498|XP_001975311.1|DERE
OG0001225	Aldh-III|NP_724562.2|DMEL	LOC6543112|XP_026834471.1|DERE
OG0001226	Fpps|NP_477380.1|DMEL	LOC6547174|XP_001976091.1|DERE
OG0001227	Gr28b|NP_995642.1|DMEL	LOC6541093|XP_015014849.1|DERE
OG0001228	CG8952|NP_573072.1|DMEL	LOC113564521|XP_026837926.1|DERE
OG0001229	CG41520|NP_001104019.1|DMEL	LOC6541715|XP_026838627.1|DERE
OG0001230	CG8060|NP_611117.2|DMEL	LOC6548529|XP_001975369.1|DERE
OG0001231	Tif-IA|NP_788084.1|DMEL	LOC6548545|XP_001973923.1|DERE
OG0001232	CG12560|NP_609173.2|DMEL	LOC6541378|XP_001970225.1|DERE
OG0001233	CG46025|NP_001303313.1|DMEL	LOC6541493|XP_026835028.1|DERE
OG0001234	Prosbeta1|NP_652031.2|DMEL	LOC6548779|XP_001975434.1|DERE
OG0001235	nAChRbeta3|NP_525098.1|DMEL	LOC6540819|XP_001968183.1|DERE
OG0001236	Spn77Ba|NP_649205.3|DMEL	LOC6545231|XP_001973465.3|DERE
OG0001237	CG4538|NP_001287413.1|DMEL	LOC6553936|XP_026839887.1|DERE
OG0001238	gro|NP_996298.1|DMEL	LOC6554410|XP_026838513.1|DERE
OG0001239	NijC|NP_001097762.1|DMEL	LOC6553742|XP_001980360.2|DERE
OG0001240	CG6142|NP_651466.1|DMEL	LOC6554398|XP_026839734.1|DERE
OG0001241	CG8501|NP_610771.2|DMEL	LOC6546818|XP_001975928.1|DERE
OG0001242	Pp4-19C|NP_524803.1|DMEL	LOC6550330|XP_026838219.1|DERE
OG0001243	Lon|NP_730435.2|DMEL	LOC6545346|XP_015012980.1|DERE
OG0001244	CG7886|NP_650378.1|DMEL	LOC6552764|XP_001979949.1|DERE
OG0001245	Ir92a|NP_001097845.2|DMEL	LOC6553773|XP_001979440.2|DERE
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC6548132|XP_001976509.1|DERE
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC26526228|XP_015015475.1|DERE
OG0001248	GNBP3|NP_523986.2|DMEL	LOC6545475|XP_001971587.1|DERE
OG0001249	CG1894|NP_651620.1|DMEL	LOC6554195|XP_026831624.1|DERE
OG0001249	mof|NP_511051.1|DMEL	LOC6551192|XP_001977026.1|DERE
OG0001251	alpha-Est4|NP_524266.1|DMEL	LOC6553283|XP_001979201.1|DERE
OG0001252	Nepl21|NP_651646.2|DMEL	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE
OG0001253	CG8490|NP_610762.2|DMEL	LOC6546837|XP_026836068.1|DERE
OG0001254	CG13438|NP_611510.1|DMEL	LOC6547736|XP_001974950.2|DERE
OG0001255	CG11125|NP_610280.1|DMEL	LOC6542980|XP_001970630.1|DERE
OG0001256	CG32271|NP_728833.1|DMEL	LOC6545416|XP_001971715.1|DERE
OG0001256	CG3650|NP_611971.1|DMEL	LOC6548578|XP_001976683.2|DERE
OG0001257	unc-13|NP_001245427.1|DMEL	LOC6555838|XP_026839144.1|DERE
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC6552916|XP_001980979.1|DERE
OG0001259	Klp3A|NP_525053.1|DMEL	LOC6555762|XP_001982668.1|DERE
OG0001260	CAH7|NP_649979.1|DMEL	LOC6551952|XP_001980706.1|DERE
OG0001261	Ntf-2|NP_608422.1|DMEL	LOC6549872|XP_001978653.2|DERE
OG0001262	FoxK|NP_001261701.1|DMEL	LOC6543849|XP_001972350.3|DERE
OG0001263	CycB3|NP_651303.2|DMEL	LOC6554157|XP_026839561.1|DERE
OG0001264	CG10019|NP_001368961.1|DMEL	LOC6541322|XP_001968615.2|DERE
OG0001265	prage|NP_001188528.1|DMEL	LOC6555689|XP_015008807.1|DERE
OG0001266	rad50|NP_001246461.1|DMEL	LOC6548086|XP_001975202.2|DERE
OG0001267	CG7084|NP_651016.1|DMEL	LOC6555281|XP_015008835.1|DERE
OG0001268	CG7691|NP_650728.1|DMEL	LOC6551837|XP_001979634.1|DERE
OG0001269	wal|NP_476975.1|DMEL	LOC6546997|XP_001976039.1|DERE
OG0001270	CG2926|NP_649554.1|DMEL	LOC6552687|XP_001978950.1|DERE
OG0001271	CG12920|NP_610550.1|DMEL	LOC6542309|XP_001969101.1|DERE
OG0001272	mu2|NP_523887.2|DMEL	LOC6545961|XP_026832486.1|DERE
OG0001273	Eh|NP_524386.1|DMEL	LOC6552245|XP_026839525.1|DERE
OG0001274	Cyp305a1|NP_649151.1|DMEL	LOC6545550|XP_001973389.1|DERE
OG0001275	sbm|NP_727785.1|DMEL	LOC6550628|XP_015011303.1|DERE
OG0001276	Mul1|NP_647847.1|DMEL	LOC6546447|XP_001971816.1|DERE
