Orthogroup	DMEL.longest_only	DSIM.longest_only
OG0001312	Elo68alpha|NP_729666.2|DMEL	LOC6737619|XP_002084451.1|DSIM
OG0001313	SMC2|NP_610995.1|DMEL	LOC6734547|XP_002081556.2|DSIM
OG0001314	GatC|NP_001027263.1|DMEL	LOC6732264|XP_002079393.1|DSIM
OG0001315	CG4325|NP_569969.1|DMEL	LOC6739939|XP_002076828.1|DSIM
OG0001316	CG10916|NP_611303.1|DMEL	LOC27206178|XP_016028356.1|DSIM
OG0001317	yuri|NP_723903.3|DMEL	LOC6732406|XP_016025069.1|DSIM
OG0001318	CG9641|NP_608731.1|DMEL	LOC6730798|XP_016023213.1|DSIM
OG0001319	CG31769|NP_723866.2|DMEL	LOC6732308|XP_002079436.1|DSIM
OG0001319	CG15293|NP_609702.1|DMEL	LOC6732307|XP_002079435.1|DSIM
OG0001320	salto|NP_610756.2|DMEL	LOC6734114|XP_016027126.1|DSIM
OG0001321	CG15098|NP_611379.2|DMEL	LOC6735184|XP_002082158.1|DSIM
OG0001322	CG6813|NP_001163590.1|DMEL	LOC6728499|XP_016035134.1|DSIM
OG0001322	CG14667|NP_001014607.1|DMEL	LOC6726804|XP_002102211.1|DSIM
OG0001323	CG43773|NP_001137789.1|DMEL	LOC27209000|XP_016023384.1|DSIM
OG0001323	CG43774|NP_608816.2|DMEL	LOC6730935|XP_002078099.1|DSIM
OG0001324	CG6380|NP_609833.1|DMEL	LOC6732598|XP_002079717.1|DSIM
OG0001325	CG31454|NP_731250.1|DMEL	LOC6728927|XP_002104255.1|DSIM
OG0001325	CG31259|NP_731251.1|DMEL	LOC6728926|XP_002104254.1|DSIM
OG0001326	Fer2LCH|NP_001263106.1|DMEL	LOC6730214|XP_016036972.1|DSIM
OG0001328	CycD|NP_523355.2|DMEL	LOC6726083|XP_016039526.1|DSIM
OG0001329	CG9723|NP_573142.1|DMEL	LOC6726156|XP_002107132.1|DSIM
OG0001330	mud|NP_727769.3|DMEL	LOC27208201|XP_016039287.2|DSIM
OG0001331	CG14780|NP_569920.2|DMEL	LOC6739911|XP_016037671.1|DSIM
OG0001332	CG16700|NP_573191.1|DMEL	LOC6726219|XP_002107194.1|DSIM
OG0001333	OtopLb|NP_608758.1|DMEL	LOC6730841|XP_016023251.1|DSIM
OG0001334	CDase|NP_651797.1|DMEL	LOC6730228|XP_016036980.1|DSIM
OG0001335	Ect3|NP_650142.1|DMEL	LOC6728439|XP_016035041.1|DSIM
OG0001337	Ubr1|NP_573184.1|DMEL	LOC6726210|XP_016039735.1|DSIM
OG0001338	Sply|NP_652032.1|DMEL	LOC6734864|XP_016028125.1|DSIM
OG0001339	Lac|NP_523713.2|DMEL	LOC27206165|XP_016027169.1|DSIM
OG0001340	Dbp80|NP_001263168.1|DMEL	LOC6739795|XP_016033110.1|DSIM
OG0001341	CG13630|NP_651281.1|DMEL	LOC6729452|XP_016036127.1|DSIM
OG0001342	Mgat2|NP_651763.4|DMEL	LOC6730159|XP_016036920.1|DSIM
OG0001343	Osi10a|NP_001368940.1|DMEL	LOC120285031|XP_039151261.1|DSIM
OG0001343	Osi10b|NP_001368993.1|DMEL	LOC6726939|XP_016033434.2|DSIM
OG0001344	5-HT7|NP_524599.1|DMEL	LOC27206382|XP_016037050.1|DSIM
OG0001345	CG12811|NP_649972.1|DMEL	LOC6728695|XP_002104031.2|DSIM
OG0001346	CG16734|NP_649872.2|DMEL	LOC6728822|XP_002104156.1|DSIM
OG0001347	CG14613|NP_608463.1|DMEL	LOC6726621|XP_002107570.1|DSIM
OG0001348	Rai1|NP_996492.1|DMEL	LOC6726188|XP_002107164.1|DSIM
OG0001349	CG7120|NP_001246667.1|DMEL	LOC6737276|XP_016030991.1|DSIM
OG0001350	CG7560|NP_648462.1|DMEL	LOC6737657|XP_002084489.1|DSIM
OG0001351	CG12129|NP_610545.1|DMEL	LOC6733808|XP_002080852.2|DSIM
OG0001352	Src42A|NP_610191.2|DMEL	LOC6733182|XP_016026061.1|DSIM
OG0001353	CG7272|NP_648768.1|DMEL	LOC6738145|XP_002084958.1|DSIM
OG0001354	retn|NP_788434.1|DMEL	LOC6735910|XP_016029266.1|DSIM
OG0001355	RpS24|NP_611693.1|DMEL	LOC6735728|XP_016029097.1|DSIM
OG0001356	Tpc1|NP_650034.1|DMEL	LOC6728585|XP_016035215.1|DSIM
OG0001357	Mcad|NP_648149.1|DMEL	LOC6737172|XP_002084018.2|DSIM
OG0001358	ftz-f1|NP_524143.2|DMEL	LOC6738600|XP_016032444.1|DSIM
OG0001359	Spn27A|NP_652024.1|DMEL	LOC6731250|XP_002078409.1|DSIM
OG0001360	eIF3j|NP_610541.1|DMEL	LOC6733800|XP_002080844.1|DSIM
OG0001361	CNMaR|NP_001027122.2|DMEL	LOC6737465|XP_002084301.1|DSIM
OG0001362	Ubc4|NP_524010.2|DMEL	LOC6737471|XP_002084307.2|DSIM
OG0001363	Vha13|NP_477437.1|DMEL	LOC6727435|XP_002102816.1|DSIM
OG0001364	luna|NP_001260879.1|DMEL	LOC6733927|XP_016026981.1|DSIM
OG0001365	BI-1|NP_648205.1|DMEL	LOC6737256|XP_002084096.1|DSIM
OG0001366	CG7504|NP_001137907.1|DMEL	LOC6737220|XP_016030923.1|DSIM
OG0001367	CG33143|NP_001368934.1|DMEL	LOC6735723|XP_039148391.1|DSIM
OG0001368	Hydr1|NP_610459.2|DMEL	LOC6733668|XP_002080715.2|DSIM
OG0001369	Ndc80|NP_572902.1|DMEL	LOC6740112|XP_002076996.1|DSIM
OG0001370	CG3520|NP_611792.1|DMEL	LOC6735871|XP_016029234.1|DSIM
OG0001371	CG17684|NP_001015352.3|DMEL	LOC27207654|XP_039148635.1|DSIM
OG0001372	Stacl|NP_001260996.1|DMEL	LOC6734616|XP_016027765.2|DSIM
OG0001373	DIP-theta|NP_723103.1|DMEL	LOC6731101|XP_016023631.1|DSIM
OG0001374	Sps1|NP_725374.1|DMEL	LOC6734459|XP_016027581.1|DSIM
OG0001375	CG44098|NP_001262264.1|DMEL	LOC6726727|XP_016033224.1|DSIM
OG0001376	Smyd4-3|NP_725048.1|DMEL	LOC6734002|XP_016027030.1|DSIM
OG0001377	Snoo|NP_001097115.1|DMEL	LOC27206518|XP_016024032.1|DSIM
OG0001378	TTLL3B|NP_609068.2|DMEL	LOC6731260|XP_016023819.1|DSIM
OG0001379	drm|NP_001285590.1|DMEL	LOC6730885|XP_016023312.1|DSIM
OG0001380	ZnT41F|NP_610185.1|DMEL	LOC6733172|XP_016026049.1|DSIM
OG0001381	csul|NP_477184.1|DMEL	LOC6734740|XP_016027949.1|DSIM
OG0001382	toc|NP_477153.1|DMEL	LOC6730818|XP_039150896.1|DSIM
OG0001383	Tom7|NP_610433.1|DMEL	LOC6733628|XP_002080682.1|DSIM
OG0001384	amd|NP_724162.1|DMEL	LOC6732775|XP_002079888.1|DSIM
OG0001385	Pka-C1|NP_476977.1|DMEL	LOC6731657|XP_016024339.1|DSIM
OG0001387	CG5958|NP_609119.2|DMEL	LOC6731354|XP_016023942.1|DSIM
OG0001388	bsk|NP_723541.1|DMEL	LOC6731761|XP_016024445.1|DSIM
OG0001389	beat-IV|NP_001262876.1|DMEL	LOC6729245|XP_016035900.1|DSIM
OG0001390	Gs1l|NP_477229.3|DMEL	LOC6730970|XP_016023433.1|DSIM
OG0001391	AsnRS|NP_609948.1|DMEL	LOC6732781|XP_002079894.1|DSIM
OG0001392	CG10803|NP_570064.1|DMEL	LOC6725026|XP_016037975.2|DSIM
OG0001393	RpL30|NP_524687.1|DMEL	LOC6732749|XP_016025474.1|DSIM
OG0001394	rho-5|NP_995679.1|DMEL	LOC6731801|XP_016024484.1|DSIM
OG0001395	Caf1-55|NP_524354.1|DMEL	LOC6728011|XP_002103363.1|DSIM
OG0001396	CG12123|NP_572478.1|DMEL	LOC6725443|XP_002106459.1|DSIM
OG0001397	dpr4|NP_001014616.2|DMEL	LOC6728512|XP_016035154.1|DSIM
OG0001398	ras|NP_001356940.1|DMEL	LOC6725617|XP_016038812.1|DSIM
OG0001399	Nipped-A|NP_001097192.2|DMEL	LOC6736189|XP_016026009.1|DSIM
OG0001400	CG7966|NP_650256.2|DMEL	LOC6728267|XP_002103616.1|DSIM
OG0001401	obst-F|NP_649186.1|DMEL	LOC6738802|XP_002085602.2|DSIM
OG0001402	CG10516|NP_648819.2|DMEL	LOC6739652|XP_016032078.1|DSIM
OG0001403	Oat|NP_649139.1|DMEL	LOC6738721|XP_016032536.1|DSIM
OG0001404	bbc|NP_001246300.1|DMEL	LOC6734327|XP_016027396.1|DSIM
OG0001405	NtR|NP_651958.2|DMEL	LOC6735669|XP_002082587.1|DSIM
OG0001406	Tim8|NP_572713.1|DMEL	LOC27206766|XP_016038897.1|DSIM
OG0001407	CG33051|NP_788522.1|DMEL	LOC6738456|XP_002085263.1|DSIM
OG0001408	CG8299|NP_611066.1|DMEL	LOC6734676|XP_002081683.1|DSIM
OG0001411	CG31321|NP_731899.1|DMEL	LOC6728109|XP_002103460.1|DSIM
OG0001412	squ|NP_001246044.1|DMEL	LOC6732535|XP_016025192.2|DSIM
OG0001412	CG15484|NP_609587.1|DMEL	LOC6732124|XP_002079256.3|DSIM
OG0001413	CG5767|NP_611283.1|DMEL	LOC6735034|XP_002082015.1|DSIM
OG0001413	CG5770|NP_611282.1|DMEL	LOC6735033|XP_002082014.1|DSIM
OG0001414	Or46a|NP_995793.1|DMEL	LOC6733828|XP_016026815.2|DSIM
OG0001415	Ir51b|NP_725440.1|DMEL	LOC27207464|XP_016027714.2|DSIM
OG0001416	CG31636|NP_723200.1|DMEL	LOC6731244|XP_002078403.1|DSIM
OG0001416	CG33965|NP_001033983.1|DMEL	LOC27209274|XP_016029778.1|DSIM
OG0001417	CG2233|NP_572433.1|DMEL	LOC6725408|XP_002106424.1|DSIM
OG0001418	CG13311|NP_648258.1|DMEL	LOC6737340|XP_002084178.1|DSIM
OG0001418	CG32023|NP_729415.2|DMEL	LOC6737342|XP_002084180.2|DSIM
OG0001419	Peritrophin-15b|NP_524982.1|DMEL	LOC6731506|XP_002078654.1|DSIM
OG0001419	Peritrophin-15a|NP_524983.1|DMEL	LOC6731507|XP_002078655.1|DSIM
OG0001420	CG33107|NP_788717.1|DMEL	LOC6729126|XP_002104447.1|DSIM
OG0001421	CG14731|NP_650130.1|DMEL	LOC6728454|XP_002103799.1|DSIM
OG0001421	CG3123|NP_608716.1|DMEL	LOC6730776|XP_002077944.1|DSIM
OG0001422	CG9129|NP_612088.2|DMEL	LOC6736304|XP_002083188.2|DSIM
OG0001422	CG9130|NP_001027095.1|DMEL	LOC6736305|XP_016029784.1|DSIM
OG0001423	CG44013|NP_001262606.1|DMEL	LOC6727942|XP_016034547.1|DSIM
OG0001423	CG44014|NP_732043.1|DMEL	LOC6727943|XP_002103298.1|DSIM
OG0001424	CG14377|NP_731810.1|DMEL	LOC6728221|XP_002103570.1|DSIM, LOC6728220|XP_002103569.1|DSIM
OG0001425	GstE3|NP_611325.2|DMEL	LOC27208082|XP_016028371.1|DSIM
OG0001426	CG11723|NP_608647.1|DMEL	LOC6730652|XP_002077823.1|DSIM
OG0001426	CG8119|NP_573050.1|DMEL	LOC6726043|XP_039152631.1|DSIM
OG0001427	boly|NP_610373.2|DMEL	LOC6739342|XP_002076252.1|DSIM
OG0001427	CG4691|NP_609719.1|DMEL	LOC6732358|XP_002079479.1|DSIM
OG0001428	CG43246|NP_001246756.1|DMEL	LOC27208102|XP_016031861.1|DSIM
OG0001428	CG43919|NP_001260973.1|DMEL	LOC27208111|XP_016027620.1|DSIM
OG0001429	PK1-R|NP_001247089.1|DMEL	LOC6728144|XP_002103495.1|DSIM
OG0001430	sqd|NP_731825.1|DMEL	LOC6728199|XP_016034840.1|DSIM
OG0001431	CG32708|NP_727306.1|DMEL	LOC6725501|XP_002106515.2|DSIM
OG0001432	ND-75|NP_511083.1|DMEL	LOC27207495|XP_016038516.1|DSIM
OG0001433	vret|NP_651092.1|DMEL	LOC6729158|XP_002104479.2|DSIM
OG0001434	Rala|NP_525063.1|DMEL	LOC6725034|XP_016037996.1|DSIM
OG0001435	Nup50|NP_610355.1|DMEL	LOC6733493|XP_002080550.2|DSIM
OG0001436	CG5815|NP_733196.1|DMEL	LOC6729826|XP_002105129.1|DSIM
OG0001437	RpS13|NP_476938.1|DMEL	LOC6731490|XP_002078639.1|DSIM
OG0001438	CG1523|NP_651635.2|DMEL	LOC6729959|XP_002105253.1|DSIM
OG0001439	RpS30|NP_650922.1|DMEL	LOC6727276|XP_016033796.1|DSIM
OG0001440	CG11590|NP_572945.1|DMEL	LOC27207629|XP_016039281.1|DSIM
OG0001441	obst-A|NP_608378.2|DMEL	LOC27208149|XP_016040148.1|DSIM
OG0001442	smt3|NP_477411.1|DMEL	LOC27206519|XP_016023866.1|DSIM
OG0001443	CG9747|NP_651779.1|DMEL	LOC6730192|XP_002105483.1|DSIM
OG0001444	CG31198|NP_732654.1|DMEL	LOC6728998|XP_016035661.1|DSIM
OG0001445	Sfxn1-3|NP_730823.2|DMEL	LOC6726676|XP_016033171.1|DSIM
OG0001446	CG17119|NP_651116.1|DMEL	LOC6729188|XP_016035835.1|DSIM
OG0001447	ClC-a|NP_788639.1|DMEL	LOC6728466|XP_016035095.1|DSIM
OG0001448	Fer1HCH|NP_001263104.1|DMEL	LOC6730213|XP_016036969.1|DSIM
OG0001449	Got1|NP_725534.1|DMEL	LOC6734710|XP_002081717.1|DSIM
OG0001450	Gpdh1|NP_476565.1|DMEL	LOC6731131|XP_002078289.1|DSIM
OG0001451	CG12836|NP_001286153.2|DMEL	LOC6733325|XP_016026241.1|DSIM
OG0001452	Rgk1|NP_725875.3|DMEL	LOC6735241|XP_039148107.1|DSIM
OG0001453	Pdss2|NP_649277.1|DMEL	LOC6738939|XP_002085734.2|DSIM
OG0001454	Patr-1|NP_650592.1|DMEL	LOC6727753|XP_002103115.3|DSIM
OG0001455	Exn|NP_001189123.1|DMEL	LOC6738410|XP_016032257.1|DSIM
OG0001457	Cap-G|NP_995827.2|DMEL	LOC6734261|XP_002081290.2|DSIM
OG0001458	Dh44-R1|NP_610960.1|DMEL	LOC6734478|XP_016027605.1|DSIM
OG0001459	CG33993|NP_001033991.1|DMEL	LOC6736943|XP_016030590.1|DSIM
OG0001460	Vps13|NP_610299.2|DMEL	LOC6733396|XP_016026317.1|DSIM
OG0001461	Grip84|NP_728264.1|DMEL	LOC6726455|XP_016040034.1|DSIM
OG0001462	Hsp83|NP_523899.1|DMEL	LOC6736591|XP_016030187.1|DSIM
OG0001463	jigr1|NP_001334702.1|DMEL	LOC6729642|XP_016036285.1|DSIM
OG0001464	Vps26|NP_569952.2|DMEL	LOC27209085|XP_016037727.1|DSIM
OG0001465	CG12341|NP_610612.1|DMEL	LOC27206620|XP_016026948.1|DSIM
OG0001466	CG17036|NP_609584.1|DMEL	LOC6732121|XP_002079253.1|DSIM
OG0001467	Osi21|NP_609501.1|DMEL	LOC6731971|XP_002079105.1|DSIM
OG0001468	PGRP-LA|NP_996026.1|DMEL	LOC6737395|XP_016031143.1|DSIM
OG0001469	ReepB|NP_610936.2|DMEL	LOC6734441|XP_002081461.1|DSIM
OG0001469	CG4960|NP_651429.1|DMEL	LOC6729662|XP_002104968.3|DSIM
OG0001470	CG7365|NP_649178.1|DMEL	LOC6738791|XP_016032605.1|DSIM
OG0001471	Glut1|NP_612073.2|DMEL	LOC6736277|XP_016029763.1|DSIM
OG0001472	Prosbeta6|NP_524115.1|DMEL	LOC6738358|XP_002085168.1|DSIM
OG0001473	Or82a|NP_730794.1|DMEL	LOC6726659|XP_002102070.1|DSIM
OG0001474	CG3781|NP_572303.4|DMEL	LOC6725269|XP_002106291.1|DSIM
OG0001475	PIG-N|NP_610549.1|DMEL	LOC6733814|XP_016026786.1|DSIM
OG0001476	Wnt5|NP_476924.1|DMEL	LOC6726358|XP_039152970.1|DSIM
OG0001477	ATPsyngamma|NP_524550.1|DMEL	LOC6730094|XP_016036862.1|DSIM
OG0001478	crq|NP_787957.1|DMEL	LOC6730461|XP_016022918.1|DSIM
OG0001479	CG16824|NP_001097158.1|DMEL	LOC27208456|XP_016024871.1|DSIM
OG0001479	CG13364|NP_652500.1|DMEL	LOC27206374|XP_016037566.1|DSIM
OG0001480	ebi|NP_477329.1|DMEL	LOC6730454|XP_002077635.1|DSIM
OG0001481	CG31688|NP_610035.4|DMEL	LOC6732944|XP_039154422.1|DSIM
OG0001482	cato|NP_477344.1|DMEL	LOC27206613|XP_016027953.1|DSIM
OG0001483	lt|NP_001036416.1|DMEL	LOC27206663|XP_016025893.1|DSIM
OG0001484	CG2772|NP_608776.1|DMEL	LOC6739199|XP_039146934.1|DSIM
OG0001485	NijB|NP_649068.1|DMEL	LOC6738616|XP_016032460.1|DSIM
OG0001486	Tg|NP_609174.1|DMEL	LOC6731425|XP_002078577.2|DSIM
OG0001487	CG40498|NP_001104342.3|DMEL	LOC27209180|XP_016022805.1|DSIM
OG0001488	CG4734|NP_610864.1|DMEL	LOC6734300|XP_016027360.1|DSIM
OG0001489	sick|NP_001260606.1|DMEL	LOC6732875|XP_016025597.1|DSIM
OG0001490	RpS21|NP_722853.1|DMEL	LOC6730785|XP_016023198.1|DSIM
OG0001491	Rab5|NP_523457.1|DMEL	LOC6730698|XP_016023129.1|DSIM
OG0001492	CG9068|NP_611111.1|DMEL	LOC6734748|XP_016027955.1|DSIM
OG0001493	Naa20A|NP_001259714.1|DMEL	LOC27209374|XP_016040058.1|DSIM
OG0001494	CheA7a|NP_572395.2|DMEL	LOC6725360|XP_002106377.1|DSIM
OG0001495	CG42516|NP_001163086.1|DMEL	LOC27206140|XP_016026457.1|DSIM
OG0001496	RpS6|NP_511073.1|DMEL	LOC6725388|XP_002106405.1|DSIM
OG0001497	VhaAC45|NP_610470.1|DMEL	LOC6733687|XP_016026656.1|DSIM
OG0001498	rn|NP_001262343.1|DMEL	LOC6727073|XP_016033567.2|DSIM
OG0001500	botv|NP_523790.1|DMEL	LOC6735216|XP_016028496.1|DSIM
OG0001501	CG18547|NP_650138.1|DMEL	LOC6728444|XP_002103789.2|DSIM
OG0001502	CG7639|NP_995838.1|DMEL	LOC6734573|XP_016027692.1|DSIM
OG0001503	Gr43a|NP_001286158.1|DMEL	LOC6733354|XP_016026269.1|DSIM
OG0001504	CG43736|NP_001259298.1|DMEL	LOC6725322|XP_039153644.1|DSIM
OG0001505	mbl|NP_001261046.1|DMEL	LOC6734891|XP_016028138.1|DSIM
OG0001506	Iswi|NP_523719.1|DMEL	LOC6734198|XP_016027229.1|DSIM
OG0001507	Fili|NP_001369108.1|DMEL	LOC6735640|XP_016028997.1|DSIM
OG0001508	CG9864|NP_611462.1|DMEL	LOC6735350|XP_016028683.1|DSIM
OG0001509	stum|NP_611603.3|DMEL	LOC6735604|XP_016028965.1|DSIM
OG0001510	ifc|NP_476594.1|DMEL	LOC6731144|XP_002078302.1|DSIM
OG0001511	CG9380|NP_001036571.2|DMEL	LOC6736184|XP_002083079.3|DSIM
OG0001512	ppk26|NP_648125.3|DMEL	LOC27208654|XP_016030773.1|DSIM
OG0001513	nrm|NP_001246890.1|DMEL	LOC6739169|XP_016033032.1|DSIM
OG0001515	MED22|NP_569870.1|DMEL	LOC6740748|XP_016037607.1|DSIM
OG0001516	PH4alphaNE2|NP_733378.1|DMEL	LOC6730240|XP_002105523.1|DSIM
OG0001516	CG31524|NP_733379.2|DMEL	LOC6730241|XP_002105524.2|DSIM
OG0001517	CG14610|NP_649698.2|DMEL	LOC6727050|XP_002102447.1|DSIM
OG0001517	CG12883|NP_651579.1|DMEL	LOC6729871|XP_002105174.1|DSIM
OG0001518	spirit|NP_572492.1|DMEL	LOC6725461|XP_039152479.1|DSIM
OG0001519	CG2641|NP_649737.1|DMEL	LOC6727123|XP_016033598.2|DSIM
OG0001520	CG14676|NP_649600.1|DMEL	LOC6726896|XP_002102298.1|DSIM
OG0001520	CG34287|NP_001097693.1|DMEL	LOC6726899|XP_002102301.1|DSIM
OG0001521	Tep4|NP_001260590.1|DMEL	LOC6732840|XP_016025562.1|DSIM
OG0001522	Nepl8|NP_609795.2|DMEL	LOC6732523|XP_039154459.1|DSIM
OG0001522	Nepl6|NP_609023.3|DMEL	LOC27208599|XP_016023751.1|DSIM
OG0001523	Alp8|NP_611655.1|DMEL	LOC6735680|XP_016029047.2|DSIM
OG0001523	Alp2|NP_611654.1|DMEL	LOC6735679|XP_002082595.2|DSIM
OG0001524	Ir48b|NP_610697.1|DMEL	LOC6734035|XP_002081071.2|DSIM
OG0001525	CG32755|NP_727055.1|DMEL	LOC27208820|XP_016038248.1|DSIM
OG0001525	CG6041|NP_572281.1|DMEL	LOC6725233|XP_002106255.2|DSIM
OG0001526	CG1840|NP_572764.1|DMEL	LOC6725735|XP_002106736.1|DSIM
OG0001526	SelG|NP_572763.3|DMEL	LOC6725734|XP_002106735.2|DSIM
OG0001527	CG45061|NP_001285063.1|DMEL	LOC6740050|XP_016038715.1|DSIM
OG0001527	CG45060|NP_001285062.1|DMEL	LOC27206571|XP_016038714.1|DSIM
OG0001528	mthl11|NP_731479.3|DMEL	LOC6728646|XP_016035274.1|DSIM
OG0001529	CG12691|NP_572157.1|DMEL	LOC27208618|XP_039153236.1|DSIM, LOC120285618|XP_039154183.1|DSIM, LOC120285588|XP_039154155.1|DSIM, LOC120285592|XP_039154159.1|DSIM, LOC120285586|XP_039154153.1|DSIM, LOC120285589|XP_039154156.1|DSIM, LOC120285594|XP_039154161.1|DSIM, LOC120285598|XP_039154164.1|DSIM, LOC120285595|XP_039154162.1|DSIM, LOC120285596|XP_039154163.1|DSIM, LOC120285590|XP_039154157.1|DSIM, LOC120285593|XP_039154160.1|DSIM, LOC120285591|XP_039154158.1|DSIM, LOC120285587|XP_039154154.1|DSIM
OG0001530	aust|NP_609278.1|DMEL	LOC6731611|XP_002078751.1|DSIM
OG0001531	CG15109|NP_611394.3|DMEL	LOC6735212|XP_016028489.1|DSIM
OG0001534	CG34417|NP_001259282.1|DMEL	LOC6725292|XP_039153486.1|DSIM
OG0001535	CG15449|NP_608423.1|DMEL	LOC6726561|XP_002107515.1|DSIM
OG0001536	scu|NP_523396.1|DMEL	LOC6726324|XP_016039880.1|DSIM
OG0001537	lwr|NP_476978.1|DMEL	LOC6730469|XP_016022927.1|DSIM
OG0001538	CG1640|NP_727696.2|DMEL	LOC6725857|XP_039153816.1|DSIM
OG0001539	vir|NP_524900.1|DMEL	LOC6735860|XP_039147823.1|DSIM
OG0001540	msl-2|NP_523467.1|DMEL	LOC6740776|XP_016023292.1|DSIM
OG0001541	CG14457|NP_001014600.1|DMEL	LOC6739129|XP_002085922.2|DSIM
OG0001542	Cad86C|NP_001247033.1|DMEL	LOC6728601|XP_016035231.1|DSIM
OG0001543	r|NP_523377.1|DMEL	LOC6740171|XP_016039685.1|DSIM
OG0001544	CG43689|NP_001259230.1|DMEL	LOC6725059|XP_039152542.1|DSIM
OG0001545	CG32819|NP_728444.1|DMEL, CG32820|NP_728441.1|DMEL, CG17450|NP_728438.2|DMEL	LOC6726613|XP_039153154.1|DSIM, LOC120285318|XP_039153151.1|DSIM
OG0001546	GCS2alpha|NP_652145.1|DMEL	LOC6740416|XP_016040293.1|DSIM
OG0001547	dnc|NP_726846.1|DMEL	LOC6725013|XP_039153990.1|DSIM
OG0001548	Arp2|NP_001259621.1|DMEL	LOC6726145|XP_039154018.1|DSIM
OG0001549	Mhc|NP_723999.1|DMEL	LOC6732556|XP_039147045.1|DSIM
OG0001550	CG3999|NP_649989.1|DMEL	LOC6728661|XP_016035313.1|DSIM
OG0001551	Nha2|NP_001247251.1|DMEL	LOC6729170|XP_016035825.1|DSIM
OG0001552	ATP6AP2|NP_649876.1|DMEL	LOC6728818|XP_002104152.1|DSIM
OG0001553	AstA-R1|NP_524700.1|DMEL	LOC6725030|XP_016037985.1|DSIM
OG0001554	Skeletor|NP_001247027.1|DMEL	LOC6728630|XP_016035265.1|DSIM
OG0001555	CG10621|NP_609920.1|DMEL	LOC6732735|XP_016025467.1|DSIM
OG0001556	nopo|NP_611305.1|DMEL	LOC6735067|XP_002082044.1|DSIM
OG0001557	Amun|NP_572741.1|DMEL	LOC6725701|XP_002106704.1|DSIM
OG0001558	CG16952|NP_001356947.1|DMEL	LOC6726081|XP_016039499.1|DSIM
OG0001559	CG6356|NP_651240.1|DMEL	LOC6729382|XP_016036023.1|DSIM
OG0001560	dsx|NP_001262353.1|DMEL	LOC6727147|XP_016033629.1|DSIM
OG0001561	CREG|NP_524385.2|DMEL	LOC6727716|XP_016034291.1|DSIM
OG0001562	Nse1|NP_609063.1|DMEL	LOC27206999|XP_016023789.1|DSIM
OG0001563	alpha-Cat|NP_524219.1|DMEL	LOC27206984|XP_016025855.1|DSIM
OG0001564	CASK|NP_001262811.1|DMEL	LOC6729005|XP_039151349.1|DSIM
OG0001565	grn|NP_001262366.1|DMEL	LOC6728976|XP_039150804.1|DSIM
OG0001566	CG4511|NP_650026.1|DMEL	LOC6728595|XP_016035226.1|DSIM
OG0001567	CG13202|NP_610675.1|DMEL	LOC6739388|XP_002076290.1|DSIM
OG0001568	cv-c|NP_001097786.1|DMEL	LOC6728097|XP_016034710.1|DSIM
OG0001569	Adgf-C|NP_650308.3|DMEL	LOC6728185|XP_002103534.1|DSIM
OG0001570	CheA87a|NP_650280.1|DMEL	LOC6728230|XP_002103579.3|DSIM
OG0001571	dpr19|NP_609392.1|DMEL	LOC6731803|XP_016024487.1|DSIM
OG0001572	CG9917|NP_573117.2|DMEL	LOC6726122|XP_016039623.1|DSIM
OG0001573	RhoGEF64C|NP_729032.1|DMEL	LOC6736820|XP_016030472.1|DSIM
OG0001574	CG13375|NP_569837.2|DMEL	LOC6724763|XP_016037512.1|DSIM
OG0001575	CG6204|NP_651229.2|DMEL	LOC6729365|XP_016036001.1|DSIM
OG0001576	CG6693|NP_650052.1|DMEL	LOC6728555|XP_016035191.1|DSIM
OG0001577	dgt1|NP_001287595.1|DMEL	LOC6730117|XP_016036878.1|DSIM
OG0001578	rswl|NP_611335.1|DMEL	LOC6735123|XP_002082100.2|DSIM
OG0001579	CG18809|NP_652669.1|DMEL	LOC27207981|XP_016040090.1|DSIM
OG0001580	wde|NP_610608.1|DMEL	LOC6733904|XP_016026946.1|DSIM
OG0001581	Cubn|NP_727348.2|DMEL	LOC6725549|XP_039153936.1|DSIM
OG0001582	vis|NP_788337.1|DMEL, achi|NP_725183.1|DMEL	LOC6734175|XP_039147274.1|DSIM, LOC27207112|XP_039147277.1|DSIM
OG0001583	CG30377|NP_610329.2|DMEL	LOC6733442|XP_039148744.1|DSIM
OG0001584	Dci|NP_612065.1|DMEL	LOC6736268|XP_002083152.1|DSIM
OG0001585	bif|NP_001259457.1|DMEL	LOC6725696|XP_039153357.1|DSIM
OG0001586	SMSr|NP_648114.1|DMEL	LOC6737129|XP_016030762.1|DSIM
OG0001587	CG10465|NP_610165.1|DMEL	LOC6733142|XP_002080219.1|DSIM
OG0001588	CG12107|NP_610314.1|DMEL	LOC6733415|XP_002080472.1|DSIM
OG0001589	IntS3|NP_001036437.1|DMEL	LOC27207463|XP_016025926.1|DSIM
OG0001590	hts|NP_001097377.2|DMEL	LOC6735254|XP_016028585.1|DSIM
OG0001591	Cnx14D|NP_573131.1|DMEL	LOC6726142|XP_016039669.1|DSIM
OG0001591	CG1924|NP_572788.2|DMEL	LOC6725765|XP_002106764.2|DSIM
OG0001591	Cnx99A|NP_001036767.1|DMEL	LOC6730041|XP_016036813.1|DSIM
OG0001592	bun|NP_001036357.2|DMEL	LOC6732105|XP_016024769.1|DSIM
