Orthogroup	DMEL.longest_only	BTRY.longest_only
OG0002410	bnl|NP_732452.1|DMEL	LOC120782394|XP_039970571.1|BTRY
OG0002411	Prosbeta3|NP_649858.1|DMEL	LOC120772673|XP_039957348.1|BTRY
OG0002412	l_3_80Fj|NP_001015316.1|DMEL	LOC120780948|XP_039969112.1|BTRY
OG0002413	RpL17|NP_572346.1|DMEL	LOC120774104|XP_039959394.1|BTRY
OG0002414	CG9149|NP_612094.2|DMEL	LOC120777597|XP_039964967.1|BTRY
OG0002415	svp|NP_001369011.1|DMEL	LOC120773409|XP_039958220.1|BTRY
OG0002416	CG32850|NP_726563.1|DMEL	LOC120779494|XP_039967713.1|BTRY
OG0002417	CG11454|NP_608497.1|DMEL	LOC120769366|XP_039952261.1|BTRY
OG0002418	Set1|NP_001104406.1|DMEL	LOC120780296|XP_039968522.1|BTRY
OG0002419	CG3626|NP_572162.2|DMEL	LOC120775375|XP_039961471.1|BTRY
OG0002420	PHGPx|NP_728869.1|DMEL	LOC120777824|XP_039965294.1|BTRY
OG0002421	CG17782|NP_651257.1|DMEL	LOC120766324|XP_039947682.1|BTRY
OG0002422	unc-45|NP_524796.1|DMEL	LOC120782707|XP_039971057.1|BTRY
OG0002423	NaPi-III|NP_648441.1|DMEL	LOC120776760|XP_039963655.1|BTRY
OG0002424	RpS3A|NP_524618.1|DMEL	LOC120776735|XP_039963597.1|BTRY
OG0002425	CG8097|NP_573046.1|DMEL	LOC120774039|XP_039959273.1|BTRY
OG0002426	CG13907|NP_612069.1|DMEL	LOC120777657|XP_039965044.1|BTRY
OG0002427	CG31997|NP_726539.1|DMEL	LOC120779682|XP_039967974.1|BTRY
OG0002428	Elys|NP_608340.2|DMEL	LOC120775449|XP_039961568.1|BTRY
OG0002429	Fife|NP_001261340.1|DMEL	LOC120779062|XP_039967129.1|BTRY
OG0002430	Dhx15|NP_610269.1|DMEL	LOC120771257|XP_039955108.1|BTRY
OG0002431	RpL11|NP_477054.1|DMEL	LOC120770134|XP_039953251.1|BTRY
OG0002432	Torsin|NP_572178.1|DMEL	LOC120775497|XP_039961638.1|BTRY
OG0002433	ATPsynD|NP_524402.1|DMEL	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY
OG0002434	SpdS|NP_731384.1|DMEL	LOC120782031|XP_039970121.1|BTRY
OG0002435	nocte|NP_572631.3|DMEL	LOC120773655|XP_039958601.1|BTRY
OG0002436	CG8067|NP_610922.1|DMEL	LOC120771066|XP_039954806.1|BTRY
OG0002437	CG17716|NP_523731.2|DMEL	LOC120770736|XP_039954258.1|BTRY
OG0002438	trr|NP_726773.2|DMEL	LOC120772843|XP_039957589.1|BTRY
OG0002439	Pfas|NP_477212.1|DMEL	LOC120769154|XP_039951970.1|BTRY
OG0002440	TrpRS-m|NP_649018.2|DMEL	LOC120777611|XP_039964994.1|BTRY
OG0002441	Mmp2|NP_995788.1|DMEL	LOC120781985|XP_039970089.1|BTRY
OG0002442	POSH|NP_523776.1|DMEL	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY
OG0002443	CG30015|NP_001097262.1|DMEL	LOC120770424|XP_039953807.1|BTRY
OG0002444	a|NP_524641.1|DMEL	LOC120771392|XP_039955292.1|BTRY
OG0002445	Echs1|NP_610910.1|DMEL	LOC120771921|XP_039956145.1|BTRY
OG0002446	ave|NP_725413.1|DMEL	LOC120771129|XP_039954919.1|BTRY
OG0002447	Wbp2|NP_648607.3|DMEL	LOC120777891|XP_039965388.1|BTRY
OG0002448	eIF3k|NP_611604.1|DMEL	LOC120768487|XP_039951137.1|BTRY
OG0002449	CG6426|NP_611163.2|DMEL	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY
OG0002450	CG31278|NP_731494.1|DMEL	LOC120777182|XP_039964280.1|BTRY
OG0002451	CG30349|NP_610421.1|DMEL	LOC120770096|XP_039953188.1|BTRY
OG0002452	wrapper|NP_477404.1|DMEL	LOC120771019|XP_039954728.1|BTRY
OG0002453	Rtf1|NP_611665.1|DMEL	LOC120771706|XP_039955774.1|BTRY
OG0002454	CG13887|NP_612062.1|DMEL	LOC120777671|XP_039965064.1|BTRY
OG0002455	JMJD5|NP_612063.2|DMEL	LOC120777669|XP_039965061.1|BTRY
OG0002456	CG42741|NP_611747.2|DMEL	LOC120772805|XP_039957521.1|BTRY
OG0002457	scra|NP_724582.1|DMEL	LOC120781234|XP_039969306.1|BTRY
OG0002458	CG13991|NP_609000.2|DMEL	LOC120779032|XP_039967088.1|BTRY
OG0002459	mip120|NP_001163143.1|DMEL	LOC120770448|XP_039953858.1|BTRY
OG0002460	CG30419|NP_611899.1|DMEL	LOC120771644|XP_039955689.1|BTRY
OG0002461	CG8950|NP_611184.1|DMEL	LOC120772043|XP_039956349.1|BTRY
OG0002462	CG10737|NP_001137711.1|DMEL	LOC120772889|XP_039957674.1|BTRY
OG0002463	Chi|NP_726403.2|DMEL	LOC120771625|XP_039955649.1|BTRY
OG0002464	CG14480|NP_611231.1|DMEL	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY
OG0002465	Tbce|NP_610197.2|DMEL	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY
OG0002466	Pur-alpha|NP_524624.1|DMEL	LOC120772969|XP_039957810.1|BTRY
OG0002467	Lkr|NP_647968.3|DMEL	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY
OG0002468	trn|NP_001261796.1|DMEL	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY
OG0002469	Gel|NP_524865.2|DMEL	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY
OG0002470	CG8237|NP_610425.1|DMEL	LOC120770392|XP_039953756.1|BTRY
OG0002471	prel|NP_610487.3|DMEL	LOC120772957|XP_039957795.1|BTRY
OG0002472	CG42700|NP_001286339.1|DMEL	LOC120772377|XP_039956895.1|BTRY
OG0002473	CG34229|NP_001097276.1|DMEL	LOC120772947|XP_039957784.1|BTRY
OG0002474	RhoGAP71E|NP_001137956.1|DMEL	LOC120779129|XP_039967267.1|BTRY
OG0002475	RpS7|NP_651782.1|DMEL	LOC120782329|XP_039970489.1|BTRY
OG0002476	RpS16|NP_611685.1|DMEL	LOC120772437|XP_039956988.1|BTRY
OG0002477	CG11044|NP_611456.1|DMEL	LOC120772891|XP_039957695.1|BTRY
OG0002478	rib|NP_001261085.1|DMEL	LOC120771501|XP_039955488.1|BTRY
OG0002479	O-fut1|NP_610931.1|DMEL	LOC120772626|XP_039957276.1|BTRY
OG0002480	Gprk1|NP_001036438.1|DMEL	LOC120771008|XP_039954707.1|BTRY
OG0002481	MED18|NP_569948.3|DMEL	LOC120775556|XP_039961716.1|BTRY
OG0002482	CG34236|NP_001097303.2|DMEL	LOC120772446|XP_039957000.1|BTRY
OG0002483	CG4882|NP_477377.1|DMEL	LOC120772494|XP_039957075.1|BTRY
OG0002484	APC10|NP_611223.4|DMEL	LOC120772191|XP_039956591.1|BTRY
OG0002485	stmA|NP_001014513.1|DMEL	LOC120771032|XP_039954749.1|BTRY
OG0002486	CG14184|NP_649173.1|DMEL	LOC120776531|XP_039963198.1|BTRY
OG0002487	Slmap|NP_001036399.1|DMEL	LOC120769616|XP_039952650.1|BTRY
OG0002488	GlcT|NP_611636.1|DMEL	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY
OG0002489	nes|NP_524157.2|DMEL	LOC120776802|XP_039963730.1|BTRY
OG0002490	CG11099|NP_611457.1|DMEL	LOC120772999|XP_039957845.1|BTRY
OG0002491	MED1|NP_649341.1|DMEL	LOC120776601|XP_039963319.1|BTRY
OG0002492	pAbp|NP_476667.1|DMEL	LOC120772808|XP_039957532.1|BTRY
OG0002493	CG8272|NP_001260812.1|DMEL	LOC120774414|XP_039959974.1|BTRY
OG0002494	CG8301|NP_649915.1|DMEL	LOC120782638|XP_039970940.1|BTRY
OG0002495	igl|NP_477060.1|DMEL	LOC120771466|XP_039955411.1|BTRY
OG0002496	Kaz-m1|NP_524507.1|DMEL	LOC120779431|XP_039967601.1|BTRY
OG0002497	CG4950|NP_648855.2|DMEL	LOC120778318|XP_039966047.1|BTRY
OG0002498	CG32437|NP_730625.1|DMEL	LOC120777732|XP_039965156.1|BTRY
OG0002499	CG13894|NP_612054.1|DMEL	LOC120777009|XP_039964044.1|BTRY
OG0002500	narya|NP_573383.1|DMEL, nenya|NP_733236.1|DMEL	LOC120766723|XP_039948304.1|BTRY
OG0002501	CG15625|NP_608872.1|DMEL	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY
OG0002502	CG30026|NP_725049.3|DMEL, CG34054|NP_001033940.1|DMEL	LOC120770066|XP_039953120.1|BTRY
OG0002504	Or69a|NP_996070.1|DMEL	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY
OG0002508	Rip11|NP_573313.2|DMEL	LOC120776174|XP_039962721.1|BTRY
OG0002509	DCTN4-p62|NP_610311.1|DMEL	LOC120774089|XP_039959356.1|BTRY
OG0002510	Cda4|NP_728468.1|DMEL	LOC120775817|XP_039962105.1|BTRY
OG0002511	rin|NP_524907.2|DMEL	LOC120766976|XP_039948702.1|BTRY
OG0002512	dati|NP_001245421.1|DMEL	LOC120779451|XP_039967636.1|BTRY
OG0002513	Mpi|NP_649940.1|DMEL	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY
OG0002514	Sac1|NP_612087.1|DMEL	LOC120774386|XP_039959930.1|BTRY
OG0002516	CLS|NP_651418.1|DMEL	LOC120766939|XP_039948623.1|BTRY
OG0002517	Nna1|NP_001285225.1|DMEL	LOC120775195|XP_039961184.1|BTRY
OG0002518	CG7126|NP_650709.3|DMEL	LOC120766202|XP_039947500.1|BTRY
OG0002519	Rbpn-5|NP_611545.1|DMEL	LOC120771419|XP_039955335.1|BTRY
OG0002520	Usp30|NP_572274.1|DMEL	LOC120774525|XP_039960168.1|BTRY
OG0002521	CG32547|NP_728174.2|DMEL	LOC120775279|XP_039961311.1|BTRY
OG0002522	Nup43|NP_650716.2|DMEL	LOC120766689|XP_039948269.1|BTRY
OG0002523	qless|NP_733425.1|DMEL	LOC120779779|XP_039968090.1|BTRY
OG0002524	Usp16-45|NP_572220.1|DMEL	LOC120774070|XP_039959315.1|BTRY
OG0002525	Srp54k|NP_523931.1|DMEL	LOC120777853|XP_039965329.1|BTRY
OG0002526	Fkbp39|NP_524364.2|DMEL	LOC120780785|XP_039968972.1|BTRY
OG0002528	C3G|NP_572350.2|DMEL	LOC120776176|XP_039962723.1|BTRY
OG0002529	Sf3a1|NP_650583.1|DMEL	LOC120775011|XP_039960890.1|BTRY
OG0002530	CG10268|NP_609992.1|DMEL	LOC120770598|XP_039954134.1|BTRY
OG0002531	CG9135|NP_608985.1|DMEL	LOC120781428|XP_039969583.1|BTRY
OG0002533	CG12576|NP_608465.1|DMEL	LOC120774798|XP_039960524.1|BTRY
OG0002534	Egm|NP_610687.1|DMEL	LOC120772082|XP_039956413.1|BTRY
OG0002535	SmydA-2|NP_649084.1|DMEL	LOC120779003|XP_039967041.1|BTRY
OG0002536	Bub3|NP_477381.1|DMEL	LOC120766844|XP_039948493.1|BTRY
OG0002537	Rsph4a|NP_611869.1|DMEL	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY
OG0002539	TyrRS-m|NP_611967.1|DMEL	LOC120771997|XP_039956288.1|BTRY
OG0002540	Surf4|NP_477222.1|DMEL	LOC120775436|XP_039961556.1|BTRY
OG0002541	CG8611|NP_788922.1|DMEL	LOC120782582|XP_039970863.1|BTRY
OG0002542	CG14220|NP_608325.1|DMEL	LOC120775248|XP_039961262.1|BTRY
OG0002543	Bap60|NP_511143.2|DMEL	LOC120775563|XP_039961722.1|BTRY
OG0002544	PSR|NP_001262832.1|DMEL	LOC120782783|XP_039971185.1|BTRY
OG0002545	sta|NP_476750.1|DMEL	LOC120775569|XP_039961731.1|BTRY
OG0002547	sqh|NP_511057.1|DMEL	LOC120774963|XP_039960785.1|BTRY
OG0002548	CG1806|NP_572773.1|DMEL	LOC120774506|XP_039960120.1|BTRY
OG0002549	RhoGAP15B|NP_573183.2|DMEL	LOC120774204|XP_039959581.1|BTRY
OG0002550	inaE|NP_001138195.1|DMEL	LOC120773756|XP_039958758.1|BTRY
OG0002551	Rift|NP_651901.3|DMEL	LOC120782701|XP_039971035.1|BTRY
OG0002552	RPA2|NP_610077.1|DMEL	LOC120778824|XP_039966767.1|BTRY
OG0002553	Cp110|NP_001285531.1|DMEL	LOC120782163|XP_039970228.1|BTRY
OG0002554	CG15891|NP_001284939.1|DMEL	LOC120774761|XP_039960454.1|BTRY
OG0002555	CG4078|NP_572254.1|DMEL	LOC120774754|XP_039960447.1|BTRY
OG0002556	IPIP|NP_608984.2|DMEL	LOC120767779|XP_039949958.1|BTRY
OG0002557	Tim9a|NP_572881.1|DMEL	LOC120774276|XP_039959700.1|BTRY
OG0002558	Rpt5|NP_524464.1|DMEL	LOC120770004|XP_039953032.1|BTRY
OG0002559	l_3_80Fg|NP_001015188.2|DMEL	LOC120780847|XP_039969020.1|BTRY
OG0002560	Ktl|NP_650926.1|DMEL	LOC120782401|XP_039970581.1|BTRY
OG0002561	CG11779|NP_650786.2|DMEL	LOC120778473|XP_039966224.1|BTRY
OG0002562	CG1572|NP_572726.1|DMEL	LOC120775682|XP_039961915.1|BTRY
OG0002563	mei-218|NP_001138215.1|DMEL	LOC120775787|XP_039962058.1|BTRY
OG0002564	Osi23|NP_651794.2|DMEL	LOC120766905|XP_039948589.1|BTRY
OG0002565	Vps15|NP_649868.1|DMEL	LOC120777614|XP_039965000.1|BTRY
OG0002566	PKD|NP_001262705.1|DMEL	LOC120766603|XP_039948145.1|BTRY
OG0002567	CG16721|NP_572275.1|DMEL	LOC120773937|XP_039959082.1|BTRY
OG0002568	CG8236|NP_649830.2|DMEL	LOC120774976|XP_039960806.1|BTRY
OG0002569	DNApol-alpha60|NP_652001.2|DMEL	LOC120768414|XP_039951032.1|BTRY
OG0002570	CG31224|NP_732361.1|DMEL	LOC120781432|XP_039969590.1|BTRY
OG0002571	CG14301|NP_650734.2|DMEL	LOC120766966|XP_039948690.1|BTRY
OG0002573	CG10864|NP_650726.1|DMEL	LOC120768694|XP_039951403.1|BTRY
OG0002574	hmw|NP_650714.1|DMEL	LOC120766393|XP_039947769.1|BTRY
OG0002575	CG31211|NP_788641.1|DMEL	LOC120782433|XP_039970651.1|BTRY
OG0002576	su_f_|NP_001015241.3|DMEL	LOC120774322|XP_039959798.1|BTRY
OG0002577	CG7630|NP_652413.1|DMEL	LOC120778665|XP_039966528.1|BTRY
OG0002578	CG15439|NP_608836.1|DMEL	LOC120767323|XP_039949191.1|BTRY
OG0002580	CG8768|NP_610813.3|DMEL	LOC120776072|XP_039962476.1|BTRY
OG0002581	sba|NP_001262888.1|DMEL	LOC120771228|XP_039955076.1|BTRY
OG0002582	Pnn|NP_001097727.1|DMEL	LOC120780647|XP_039968845.1|BTRY
OG0002583	Nuak1|NP_001369005.1|DMEL	LOC120782751|XP_039971130.1|BTRY
OG0002584	CG9666|NP_001137973.1|DMEL	LOC120776878|XP_039963871.1|BTRY
OG0002585	CG42374|NP_001137972.1|DMEL	LOC120776879|XP_039963872.1|BTRY
OG0002586	dnk|NP_524399.1|DMEL	LOC120771027|XP_039954742.1|BTRY
OG0002587	CG9636|NP_649774.1|DMEL	LOC120782263|XP_039970366.1|BTRY
OG0002588	Naa80|NP_001014612.1|DMEL	LOC120782594|XP_039970880.1|BTRY
OG0002589	CG6420|NP_651499.2|DMEL	LOC120770803|XP_039954319.1|BTRY
OG0002590	SMC3|NP_523374.2|DMEL	LOC120781096|XP_039969172.1|BTRY
OG0002591	wts|NP_733403.1|DMEL	LOC120767022|XP_039948788.1|BTRY
OG0002592	CG12880|NP_651580.3|DMEL	LOC120767201|XP_039948942.1|BTRY
OG0002593	unc80|NP_001263024.1|DMEL	LOC120766946|XP_039948629.1|BTRY
OG0002594	foxo|NP_650330.3|DMEL	LOC120770540|XP_039954034.1|BTRY
OG0002595	gukh|NP_732393.1|DMEL	LOC120768537|XP_039951212.1|BTRY
OG0002596	side-IV|NP_001034052.2|DMEL	LOC120774297|XP_039959757.1|BTRY
OG0002597	Invadolysin|NP_652072.1|DMEL	LOC120770030|XP_039953079.1|BTRY
OG0002598	klg|NP_524454.2|DMEL	LOC120782302|XP_039970446.1|BTRY
OG0002599	side-VII|NP_649933.1|DMEL	LOC120780465|XP_039968677.1|BTRY
OG0002600	CG1418|NP_610539.1|DMEL	LOC120781239|XP_039969313.1|BTRY
OG0002601	tin|NP_524433.1|DMEL	LOC120782853|XP_039971318.1|BTRY
OG0002602	snu|NP_651628.1|DMEL	LOC120772346|XP_039956847.1|BTRY
OG0002603	sima|NP_001287599.1|DMEL	LOC120770503|XP_039953964.1|BTRY
OG0002604	CG7950|NP_651770.1|DMEL	LOC120766442|XP_039947884.1|BTRY
OG0002605	CG6225|NP_001097759.1|DMEL	LOC120782573|XP_039970845.1|BTRY
OG0002606	flfl|NP_731849.2|DMEL	LOC120776239|XP_039962779.1|BTRY
OG0002607	PIG-H|NP_649755.1|DMEL	LOC120766720|XP_039948301.1|BTRY
OG0002608	tara|NP_524994.2|DMEL	LOC120769344|XP_039952242.1|BTRY
OG0002609	RnrS|NP_525111.1|DMEL	LOC120781249|XP_039969331.1|BTRY
OG0002610	Oga|NP_650956.1|DMEL	LOC120771858|XP_039956044.1|BTRY
OG0002611	CG8135|NP_649890.1|DMEL	LOC120780483|XP_039968693.1|BTRY
OG0002612	Sirt2|NP_650880.3|DMEL	LOC120766321|XP_039947677.1|BTRY
OG0002613	eIF4EHP|NP_001163710.1|DMEL	LOC120778961|XP_039966973.1|BTRY
OG0002614	plum|NP_651482.3|DMEL	LOC120782415|XP_039970598.1|BTRY
OG0002615	Atg2|NP_647748.1|DMEL	LOC120777118|XP_039964190.1|BTRY
OG0002616	Klp98A|NP_524532.2|DMEL	LOC120768750|XP_039951458.1|BTRY
OG0002617	Calr|NP_524293.2|DMEL	LOC120780337|XP_039968568.1|BTRY, LOC120780336|XP_039968567.1|BTRY
OG0002618	eIF3a|NP_649470.2|DMEL	LOC120770826|XP_039954349.1|BTRY
OG0002619	cher|NP_001262659.2|DMEL	LOC120766878|XP_039948542.1|BTRY
OG0002620	atl|NP_651274.1|DMEL	LOC120766933|XP_039948614.1|BTRY
OG0002621	wfs1|NP_651079.2|DMEL	LOC120782319|XP_039970474.1|BTRY
OG0002622	CG5027|NP_648847.3|DMEL	LOC120777737|XP_039965162.1|BTRY
OG0002623	CG8420|NP_649869.1|DMEL	LOC120766885|XP_039948563.1|BTRY
OG0002624	dnd|NP_650995.1|DMEL	LOC120779463|XP_039967662.1|BTRY
OG0002625	Eip93F|NP_001097865.1|DMEL	LOC120767079|XP_039948880.1|BTRY
OG0002626	spidey|NP_572420.1|DMEL	LOC120774446|XP_039960029.1|BTRY
OG0002627	Nrx-1|NP_001262840.1|DMEL	LOC120766368|XP_039947731.1|BTRY
OG0002628	CG42675|NP_001262302.1|DMEL	LOC120770331|XP_039953662.1|BTRY
OG0002629	pros|NP_001247045.1|DMEL	LOC120766805|XP_039948481.1|BTRY
OG0002630	alpha-Man-IIb|NP_650494.2|DMEL	LOC120769544|XP_039952527.1|BTRY
OG0002631	Mink|NP_651312.2|DMEL	LOC120766188|XP_039947477.1|BTRY
OG0002632	140up|NP_476951.1|DMEL	LOC120782551|XP_039970814.1|BTRY
OG0002633	Vti1b|NP_001138075.1|DMEL	LOC120780591|XP_039968787.1|BTRY
OG0002634	su_Hw_|NP_524349.1|DMEL	LOC120782332|XP_039970492.1|BTRY
OG0002635	CG9467|NP_001369000.1|DMEL	LOC120767297|XP_039949116.1|BTRY
OG0002636	aux|NP_649438.1|DMEL	LOC120773877|XP_039958974.1|BTRY
OG0002637	JhI-21|NP_609542.1|DMEL	LOC120767432|XP_039949413.1|BTRY
OG0002638	Acph-1|NP_733332.1|DMEL	LOC120775408|XP_039961510.1|BTRY
OG0002639	glo|NP_650120.1|DMEL	LOC120775245|XP_039961263.1|BTRY
OG0002640	Cht5|NP_650314.1|DMEL	LOC120776873|XP_039963868.1|BTRY
OG0002641	CG9288|NP_650316.1|DMEL	LOC120769759|XP_039952860.1|BTRY
OG0002642	CG9286|NP_650317.3|DMEL	LOC120778518|XP_039966290.1|BTRY
OG0002643	Dip-B|NP_650318.1|DMEL	LOC120778499|XP_039966262.1|BTRY
OG0002644	Osi6|NP_649625.2|DMEL	LOC120766996|XP_039948737.1|BTRY
OG0002645	NPFR|NP_001246947.1|DMEL	LOC120766920|XP_039948599.1|BTRY
OG0002646	CG6607|NP_651266.1|DMEL	LOC120782709|XP_039971061.1|BTRY
OG0002647	CG9667|NP_649768.2|DMEL	LOC120775580|XP_039961753.1|BTRY
OG0002648	ELOVL|NP_649754.1|DMEL	LOC120782554|XP_039970819.1|BTRY
OG0002649	CG6800|NP_650984.1|DMEL	LOC120782856|XP_039971321.1|BTRY
OG0002650	CG7878|NP_649767.1|DMEL	LOC120768405|XP_039951022.1|BTRY
OG0002651	asun|NP_524379.2|DMEL	LOC120782434|XP_039970653.1|BTRY
OG0002652	CG5697|NP_650932.1|DMEL	LOC120766612|XP_039948154.1|BTRY
OG0002653	Ppn|NP_788752.2|DMEL	LOC120782161|XP_039970227.1|BTRY
OG0002654	Dhc98D|NP_524541.3|DMEL	LOC120775625|XP_039961852.1|BTRY
OG0002655	CG42668|NP_001189250.2|DMEL	LOC120782326|XP_039970485.1|BTRY
OG0002656	poly|NP_524343.2|DMEL	LOC120772194|XP_039956597.1|BTRY
OG0002657	CG8516|NP_649951.1|DMEL	LOC120767296|XP_039949114.1|BTRY
OG0002658	CG15561|NP_651851.1|DMEL	LOC120782542|XP_039970807.1|BTRY
OG0002659	wdn|NP_476900.1|DMEL	LOC120778754|XP_039966667.1|BTRY
OG0002660	CG9941|NP_572915.1|DMEL	LOC120773856|XP_039958934.1|BTRY
OG0002661	larp|NP_733244.5|DMEL	LOC120782454|XP_039970676.1|BTRY
OG0002662	key|NP_001246503.1|DMEL	LOC120770978|XP_039954650.1|BTRY
OG0002663	beta-PheRS|NP_651237.1|DMEL	LOC120782589|XP_039970874.1|BTRY
OG0002664	l_2_gl|NP_722584.1|DMEL	LOC120767690|XP_039949815.1|BTRY
OG0002665	RagC-D|NP_610361.1|DMEL	LOC120771651|XP_039955699.1|BTRY
OG0002666	Lpin|NP_610359.2|DMEL	LOC120771788|XP_039955915.1|BTRY
OG0002667	Cdc2rk|NP_523674.1|DMEL	LOC120781205|XP_039969255.1|BTRY
OG0002668	drpr|NP_001261276.1|DMEL	LOC120777015|XP_039964053.1|BTRY
OG0002669	CG13096|NP_609236.2|DMEL	LOC120777942|XP_039965478.1|BTRY
OG0002670	Hn|NP_523963.2|DMEL	LOC120776639|XP_039963398.1|BTRY
OG0002671	Snmp2|NP_001163372.1|DMEL	LOC120777372|XP_039964584.1|BTRY
OG0002672	Gyg|NP_001286666.1|DMEL	LOC120772222|XP_039956636.1|BTRY
OG0002673	Adk2|NP_523836.2|DMEL	LOC120771432|XP_039955362.1|BTRY
OG0002674	magu|NP_724871.1|DMEL	LOC120771779|XP_039955904.1|BTRY
OG0002675	mus312|NP_729234.2|DMEL	LOC120777385|XP_039964611.1|BTRY
OG0002676	Usp15-31|NP_611959.2|DMEL	LOC120770119|XP_039953231.1|BTRY
OG0002677	pwn|NP_610267.2|DMEL	LOC120773011|XP_039957867.1|BTRY
OG0002678	CG9062|NP_001260886.1|DMEL	LOC120770195|XP_039953369.1|BTRY
OG0002679	Unc-89|NP_001097440.1|DMEL	LOC120771358|XP_039955246.1|BTRY, LOC120770055|XP_039953108.1|BTRY
OG0002680	CG17829|NP_652054.1|DMEL	LOC120774733|XP_039960420.1|BTRY
OG0002681	Pu|NP_726038.1|DMEL	LOC120770849|XP_039954385.1|BTRY
OG0002682	HDAC1|NP_647918.2|DMEL	LOC120777809|XP_039965278.1|BTRY
OG0002683	CG7963|NP_649798.3|DMEL	LOC120769170|XP_039951992.1|BTRY
OG0002684	Had1|NP_573114.2|DMEL	LOC120771292|XP_039955157.1|BTRY, LOC120776132|XP_039962597.1|BTRY
OG0002685	bab1|NP_728565.1|DMEL	LOC120778700|XP_039966589.1|BTRY
OG0002686	CG15877|NP_647718.1|DMEL	LOC120776961|XP_039963986.1|BTRY
OG0002687	Gbs-76A|NP_649104.1|DMEL	LOC120776629|XP_039963372.1|BTRY
OG0002688	CG7724|NP_648957.1|DMEL	LOC120779162|XP_039967321.1|BTRY, LOC120777649|XP_039965035.1|BTRY
OG0002689	Chrac-16|NP_572776.1|DMEL	LOC120771267|XP_039955121.1|BTRY
OG0002690	Adck5|NP_648446.1|DMEL	LOC120772018|XP_039956317.1|BTRY
OG0002691	MED23|NP_611735.1|DMEL	LOC120771518|XP_039955510.1|BTRY
OG0002692	yki|NP_001350857.1|DMEL	LOC120771138|XP_039954939.1|BTRY
OG0002693	CG7970|NP_001303378.1|DMEL	LOC120778893|XP_039966875.1|BTRY
OG0002694	CG12910|NP_610569.1|DMEL	LOC120770453|XP_039953878.1|BTRY
OG0002695	Txl|NP_523938.2|DMEL	LOC120777495|XP_039964774.1|BTRY
OG0002696	UQCR-C2|NP_648905.1|DMEL	LOC120776495|XP_039963112.1|BTRY
OG0002697	CG32365|NP_729304.1|DMEL	LOC120777720|XP_039965144.1|BTRY
OG0002698	PAN3|NP_647767.1|DMEL	LOC120778888|XP_039966868.1|BTRY
OG0002699	CG43780|NP_648105.1|DMEL	LOC120778889|XP_039966872.1|BTRY
OG0002700	Mbs|NP_001246786.1|DMEL	LOC120776527|XP_039963190.1|BTRY
OG0002701	eIF2Bdelta|NP_611790.1|DMEL	LOC120770537|XP_039954026.1|BTRY
OG0002702	egl|NP_726360.3|DMEL	LOC120770193|XP_039953366.1|BTRY
OG0002703	dpr12|NP_652462.3|DMEL	LOC120770831|XP_039954354.1|BTRY
OG0002704	CG8079|NP_611023.1|DMEL	LOC120771410|XP_039955320.1|BTRY
OG0002705	sfl|NP_523946.1|DMEL	LOC120777051|XP_039964096.1|BTRY
OG0002706	dare|NP_477150.1|DMEL	LOC120771879|XP_039956072.1|BTRY
OG0002707	p130CAS|NP_001097456.2|DMEL	LOC120776947|XP_039963967.1|BTRY
OG0002708	CG13049|NP_730133.1|DMEL	LOC120777180|XP_039964273.1|BTRY
OG0002709	shrb|NP_610462.3|DMEL	LOC120772265|XP_039956702.1|BTRY
OG0002710	CG9344|NP_611528.1|DMEL	LOC120771919|XP_039956143.1|BTRY
OG0002711	CG15649|NP_001163220.1|DMEL	LOC120773039|XP_039957903.1|BTRY
OG0002712	Mapmodulin|NP_001097361.1|DMEL	LOC120770290|XP_039953562.1|BTRY
OG0002713	Amph|NP_523717.1|DMEL	LOC120772629|XP_039957281.1|BTRY
OG0002714	Gdap2|NP_724597.1|DMEL	LOC120770160|XP_039953295.1|BTRY
OG0002715	wus|NP_573180.1|DMEL	LOC120775777|XP_039962048.1|BTRY
OG0002716	NaCP60E|NP_001261172.1|DMEL	LOC120772702|XP_039957378.1|BTRY
OG0002717	CG11737|NP_649803.1|DMEL	LOC120766417|XP_039947810.1|BTRY
OG0002718	bin|NP_523950.2|DMEL	LOC120778316|XP_039966044.1|BTRY
OG0002719	TfIIFbeta|NP_524305.2|DMEL	LOC120766803|XP_039948442.1|BTRY
