Orthogroup	DMEL.longest_only	DFIC.longest_only
OG0000681	comt|NP_524877.1|DMEL	LOC108095604|XP_017052258.1|DFIC
OG0000683	CG6178|NP_651221.1|DMEL	LOC108092081|XP_017047049.1|DFIC
OG0000684	eIF3d2|NP_731675.1|DMEL	LOC108088086|XP_017041230.1|DFIC
OG0000684	eIF3d1|NP_524463.2|DMEL	LOC108091674|XP_017046483.1|DFIC
OG0000685	Rab1|NP_732610.1|DMEL	LOC108098550|XP_017057037.1|DFIC
OG0000686	SdhB|NP_477101.1|DMEL	LOC108094327|XP_017050366.1|DFIC
OG0000686	SdhBL|NP_573340.1|DMEL	LOC108087601|XP_017040529.1|DFIC
OG0000687	CG8517|NP_611446.3|DMEL	LOC108094928|XP_017051275.1|DFIC
OG0000687	CG8993|NP_647716.1|DMEL	LOC108099703|XP_017058817.1|DFIC
OG0000688	olf186-F|NP_001137696.1|DMEL	LOC108093847|XP_017049670.1|DFIC
OG0000689	COX7C|NP_652397.1|DMEL	LOC108094057|XP_017049984.1|DFIC
OG0000689	CG44296|NP_001286270.1|DMEL	LOC108094056|XP_017049983.1|DFIC
OG0000690	Obp19a|NP_728338.2|DMEL	LOC108095501|XP_017052096.1|DFIC
OG0000691	CG9314|NP_609248.1|DMEL	LOC108098728|XP_017057338.1|DFIC
OG0000691	Cat|NP_536731.1|DMEL	LOC108088331|XP_017041562.1|DFIC
OG0000692	Cpr72Ea|NP_648882.1|DMEL	LOC108089305|XP_017042970.1|DFIC
OG0000692	Cpr72Eb|NP_648883.1|DMEL	LOC108089306|XP_017042972.1|DFIC
OG0000693	CG12994|NP_652488.1|DMEL	LOC108098108|XP_017056312.1|DFIC
OG0000693	CG17193|NP_652224.1|DMEL	LOC108101082|XP_017060770.1|DFIC
OG0000694	Tango5|NP_727444.1|DMEL	LOC108091238|XP_017045833.1|DFIC
OG0000694	CG32087|NP_729740.2|DMEL	LOC108100473|XP_017059892.1|DFIC
OG0000695	smal|NP_723165.2|DMEL	LOC108093419|XP_017048953.1|DFIC
OG0000695	Ddr|NP_001285666.1|DMEL	LOC108101656|XP_017061564.1|DFIC
OG0000696	baf|NP_609176.1|DMEL	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	I-3|NP_728367.3|DMEL	LOC108097955|XP_017056053.1|DFIC
OG0000697	CG13994|NP_608988.1|DMEL	LOC108093408|XP_017048934.1|DFIC
OG0000698	slp1|NP_476730.1|DMEL	LOC108091427|XP_017046106.1|DFIC
OG0000698	slp2|NP_476834.1|DMEL	LOC108091577|XP_017046343.1|DFIC
OG0000699	MICU1|NP_001097110.1|DMEL	LOC108093463|XP_017049034.1|DFIC
OG0000699	CG4704|NP_651103.1|DMEL	LOC108095671|XP_017052326.1|DFIC
OG0000700	CG4341|NP_608558.1|DMEL	LOC108091511|XP_017046249.1|DFIC
OG0000700	CG31690|NP_995615.2|DMEL	LOC108092507|XP_017047614.1|DFIC
OG0000701	CG10814|NP_610868.1|DMEL	LOC108094773|XP_017051035.1|DFIC
OG0000701	CG5321|NP_572967.2|DMEL	LOC108097666|XP_017055604.1|DFIC
OG0000702	LpR1|NP_001097934.2|DMEL	LOC108095766|XP_017052490.1|DFIC
OG0000702	LpR2|NP_001097928.1|DMEL	LOC108095768|XP_017052501.1|DFIC
OG0000703	Gpo3|NP_609667.2|DMEL	LOC108092707|XP_017047914.1|DFIC
OG0000703	Gpo1|NP_001097332.1|DMEL	LOC108087625|XP_017040569.1|DFIC
OG0000704	sgg|NP_001259193.1|DMEL	LOC108097006|XP_017054494.1|DFIC
OG0000704	gskt|NP_733426.1|DMEL	LOC108086868|XP_017039419.1|DFIC
OG0000705	Pcyt2|NP_647622.1|DMEL	LOC108100313|XP_017059606.1|DFIC
OG0000705	Pcyt1|NP_647621.1|DMEL	LOC108100312|XP_017059603.1|DFIC
OG0000706	CG5790|NP_609876.2|DMEL	LOC108095089|XP_017051514.1|DFIC
OG0000706	Cdc7|NP_727103.1|DMEL	LOC108097178|XP_017054806.1|DFIC
OG0000707	LS2|NP_611769.2|DMEL	LOC108096541|XP_017053716.1|DFIC
OG0000707	U2af50|NP_001245708.1|DMEL	LOC108102141|XP_017062299.1|DFIC
OG0000708	Ptp4E|NP_525076.2|DMEL	LOC108101768|XP_017061722.1|DFIC
OG0000708	Ptp10D|NP_996413.2|DMEL	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	eIF4H2|NP_651820.1|DMEL	LOC108086871|XP_017039422.1|DFIC
OG0000709	eIF4H1|NP_001285330.1|DMEL	LOC108097993|XP_017056116.1|DFIC
OG0000710	Ubc84D|NP_524260.1|DMEL	LOC108096125|XP_017052991.1|DFIC
OG0000710	Ubc10|NP_477414.1|DMEL	LOC108094025|XP_017049944.1|DFIC
OG0000711	CG12362|NP_648392.1|DMEL	LOC108089765|XP_017043645.1|DFIC
OG0000711	ari-1|NP_523399.1|DMEL	LOC108091095|XP_017045600.1|DFIC
OG0000712	trem|NP_650861.1|DMEL	LOC108101015|XP_017060668.1|DFIC
OG0000712	CG4936|NP_650862.1|DMEL	LOC108101076|XP_017060763.1|DFIC
OG0000713	Vha14-2|NP_649614.1|DMEL	LOC108091749|XP_017046583.1|DFIC
OG0000713	Vha14-1|NP_476969.1|DMEL	LOC108087645|XP_017040598.1|DFIC
OG0000714	TTLL1A|NP_573197.2|DMEL	LOC108097963|XP_017056067.1|DFIC
OG0000714	TTLL1B|NP_729025.1|DMEL	LOC108096265|XP_017053214.1|DFIC
OG0000715	CG13380|NP_001262016.1|DMEL	LOC108099762|XP_017058880.1|DFIC
OG0000716	Prosbeta2R1|NP_572267.1|DMEL	LOC108092884|XP_017048214.1|DFIC
OG0000716	Prosbeta2|NP_524076.2|DMEL	LOC108087560|XP_017040476.1|DFIC
OG0000717	CG14455|NP_649402.2|DMEL	LOC108088768|XP_017042210.1|DFIC
OG0000718	CG11155|NP_726649.3|DMEL	LOC108101722|XP_017061661.1|DFIC
OG0000718	Ekar|NP_001036250.1|DMEL	LOC108095033|XP_017051402.1|DFIC
OG0000719	CG6749|NP_648354.1|DMEL	LOC108087488|XP_017040365.1|DFIC
OG0000719	CG32055|NP_729599.1|DMEL	LOC108089708|XP_017043543.1|DFIC
OG0000720	Nep7|NP_651603.1|DMEL	LOC108088519|XP_017041848.1|DFIC
OG0000721	Vm26Aa|NP_476783.1|DMEL	LOC108088139|XP_017041292.1|DFIC
OG0000722	Ir60d|NP_001137757.2|DMEL	LOC108101787|XP_017061752.1|DFIC
OG0000722	Ir60b|NP_001137755.1|DMEL	LOC108101818|XP_017061783.1|DFIC
OG0000723	CG13323|NP_610832.1|DMEL, CG13324|NP_610833.1|DMEL	LOC108096557|XP_017053735.1|DFIC
OG0000724	Rpt6|NP_608447.1|DMEL	LOC108098098|XP_017056297.1|DFIC
OG0000724	Rpt6R|NP_651811.1|DMEL	LOC108099385|XP_017058373.1|DFIC
OG0000726	Gyc89Db|NP_650551.1|DMEL	LOC108087033|XP_017039690.1|DFIC
OG0000726	Gyc89Da|NP_001036718.1|DMEL	LOC108086997|XP_017039620.1|DFIC
OG0000727	CG5316|NP_650805.1|DMEL	LOC108101114|XP_017060822.1|DFIC
OG0000728	CG15368|NP_572541.1|DMEL	LOC108088584|XP_017041923.1|DFIC
OG0000728	CG45050|NP_001262407.1|DMEL	LOC108099426|XP_017058443.1|DFIC
OG0000729	CG42814|NP_001189301.1|DMEL	LOC108086587|XP_017039036.1|DFIC
OG0000729	CG42813|NP_733202.2|DMEL	LOC108086599|XP_017039059.1|DFIC
OG0000730	CG34015|NP_001033848.1|DMEL	LOC108097995|XP_017056121.1|DFIC
OG0000730	CG15362|NP_608634.1|DMEL	LOC108094155|XP_017050084.1|DFIC
OG0000731	CG11353|NP_647915.1|DMEL	LOC108096438|XP_017053521.1|DFIC
OG0000731	CG30471|NP_001261001.1|DMEL	LOC108101947|XP_017062022.1|DFIC
OG0000732	sina|NP_476725.1|DMEL	LOC108089424|XP_017043116.1|DFIC
OG0000732	sinah|NP_648927.1|DMEL	LOC108089422|XP_017043115.1|DFIC
OG0000733	Cyt-c1L|NP_651683.1|DMEL	LOC108086525|XP_017038942.1|DFIC
OG0000733	Cyt-c1|NP_647958.1|DMEL	LOC108089021|XP_017042595.1|DFIC
OG0000734	CG15208|NP_572664.1|DMEL	LOC108091234|XP_017045831.1|DFIC, LOC108091140|XP_017045664.1|DFIC
OG0000734	CG14995|NP_728935.1|DMEL	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	TrxT|NP_572212.1|DMEL	LOC108094231|XP_017050179.1|DFIC
OG0000735	Trx-2|NP_523526.1|DMEL	LOC108097852|XP_017055878.1|DFIC
OG0000736	FASN2|NP_001259986.1|DMEL	LOC108092318|XP_017047341.1|DFIC
OG0000736	FASN1|NP_001137778.2|DMEL	LOC108092319|XP_017047343.1|DFIC
OG0000737	Adf1|NP_001260730.1|DMEL	LOC108094254|XP_017050204.1|DFIC
OG0000738	Sirup|NP_609170.1|DMEL	LOC108100882|XP_017060480.1|DFIC
OG0000738	CG15283|NP_652574.3|DMEL	LOC108090017|XP_017044006.1|DFIC
OG0000739	VhaPPA1-2|NP_650406.2|DMEL	LOC108098920|XP_017057613.1|DFIC
OG0000739	VhaPPA1-1|NP_652010.1|DMEL	LOC108098919|XP_017057612.1|DFIC
OG0000740	CG9492|NP_001287256.1|DMEL	LOC108098916|XP_017057607.1|DFIC
OG0000741	nonA|NP_727962.1|DMEL	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC
OG0000741	nonA-l|NP_536740.1|DMEL	LOC108087039|XP_017039702.1|DFIC
OG0000742	CG1695|NP_728346.2|DMEL	LOC108094409|XP_017050465.1|DFIC
OG0000742	tbc|NP_608395.6|DMEL	LOC108094418|XP_017050478.1|DFIC
OG0000743	Ctr9|NP_788449.1|DMEL	LOC108100534|XP_017059984.1|DFIC
OG0000743	CG9899|NP_611764.1|DMEL	LOC108096584|XP_017053773.1|DFIC
OG0000744	CG18003|NP_001027401.1|DMEL	LOC108096948|XP_017054403.1|DFIC
OG0000745	CAH15|NP_611525.1|DMEL	LOC108095125|XP_017051555.1|DFIC
OG0000745	CAH13|NP_610602.2|DMEL	LOC108096720|XP_017054048.1|DFIC
OG0000746	Odc2|NP_477053.2|DMEL	LOC108101472|XP_017061307.1|DFIC
OG0000746	Odc1|NP_477052.2|DMEL	LOC108101450|XP_017061277.1|DFIC
OG0000747	Mes2|NP_730768.1|DMEL	LOC108088802|XP_017042260.1|DFIC
OG0000747	CG12768|NP_649431.1|DMEL	LOC108088804|XP_017042264.1|DFIC
OG0000748	CG15395|NP_608696.3|DMEL	LOC108092311|XP_017047335.1|DFIC
OG0000748	mei-38|NP_001334676.1|DMEL	LOC108097251|XP_017054921.1|DFIC
OG0000749	CG31219|NP_001097837.1|DMEL	LOC108101013|XP_017060666.1|DFIC
OG0000750	Or49a|NP_523711.3|DMEL	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC
OG0000750	Or85f|NP_524289.1|DMEL	LOC108099348|XP_017058317.1|DFIC
OG0000751	Oatp58Db|NP_611658.3|DMEL	LOC108096829|XP_017054223.1|DFIC
OG0000751	Oatp58Da|NP_611657.2|DMEL	LOC108096800|XP_017054172.1|DFIC
OG0000752	CG7208|NP_650683.3|DMEL	LOC108087157|XP_017039869.1|DFIC
OG0000752	CG31948|NP_722807.1|DMEL	LOC108092588|XP_017047724.1|DFIC
OG0000753	CG5196|NP_650191.1|DMEL	LOC108088003|XP_017041103.1|DFIC
OG0000753	CG4483|NP_648294.1|DMEL	LOC108096181|XP_017053054.1|DFIC
OG0000754	CG4829|NP_728030.2|DMEL	LOC108098034|XP_017056179.1|DFIC
OG0000754	CG1492|NP_572774.1|DMEL	LOC108097619|XP_017055520.1|DFIC
OG0000755	PK2-R2|NP_731788.1|DMEL	LOC108087074|XP_017039739.1|DFIC
OG0000755	PK2-R1|NP_731790.1|DMEL	LOC108087073|XP_017039736.1|DFIC
OG0000756	fd96Ca|NP_524495.1|DMEL	LOC108095702|XP_017052363.1|DFIC
OG0000756	fd96Cb|NP_524496.1|DMEL	LOC108095713|XP_017052374.1|DFIC
OG0000757	eIF1|NP_647792.1|DMEL	LOC108099213|XP_017058082.1|DFIC
OG0000758	Agpat4|NP_648887.1|DMEL	LOC108089552|XP_017043381.1|DFIC
OG0000758	Agpat3|NP_001246793.1|DMEL	LOC108089551|XP_017043378.1|DFIC
OG0000759	MsR1|NP_001261324.1|DMEL	LOC108099963|XP_017059143.1|DFIC
OG0000759	MsR2|NP_001261323.1|DMEL	LOC108100164|XP_017059420.1|DFIC
OG0000760	CG42284|NP_611720.3|DMEL	LOC108096937|XP_017054380.1|DFIC
OG0000761	RluA-1|NP_723592.1|DMEL	LOC108089241|XP_017042892.1|DFIC
OG0000761	RluA-2|NP_609411.1|DMEL	LOC108089204|XP_017042840.1|DFIC
OG0000762	Wdr82|NP_609217.1|DMEL	LOC108100996|XP_017060650.1|DFIC
OG0000762	CG3515|NP_608687.2|DMEL	LOC108092316|XP_017047339.1|DFIC
OG0000763	CG33510|NP_001014493.2|DMEL	LOC108089796|XP_017043681.1|DFIC
OG0000763	CG33509|NP_001014494.1|DMEL	LOC108089792|XP_017043676.1|DFIC
OG0000764	Gld2|NP_001262829.1|DMEL	LOC108099254|XP_017058115.1|DFIC
OG0000764	wisp|NP_572766.1|DMEL	LOC108097526|XP_017055353.1|DFIC
OG0000765	Naa30B|NP_728606.1|DMEL	LOC108100205|XP_017059469.1|DFIC
OG0000765	Naa30A|NP_726727.1|DMEL	LOC108097174|XP_017054801.1|DFIC
OG0000766	CG9582|NP_609270.1|DMEL	LOC108093465|XP_017049039.1|DFIC
OG0000766	CG5254|NP_569856.2|DMEL	LOC108092911|XP_017048259.1|DFIC
OG0000767	mia|NP_001138010.1|DMEL	LOC108090093|XP_017044084.1|DFIC
OG0000767	Taf6|NP_524161.2|DMEL	LOC108088924|XP_017042429.1|DFIC
OG0000768	polo|NP_524179.2|DMEL	LOC108100644|XP_017060136.1|DFIC
OG0000769	CG5111|NP_651402.1|DMEL	LOC108096019|XP_017052858.1|DFIC
OG0000769	CG15445|NP_728390.1|DMEL	LOC108098111|XP_017056314.1|DFIC
OG0000770	Def|NP_523672.1|DMEL	LOC108093897|XP_017049746.1|DFIC
OG0000771	CG32263|NP_728903.1|DMEL	LOC108099333|XP_017058299.1|DFIC
OG0000771	CG32262|NP_647831.1|DMEL	LOC108099328|XP_017058287.1|DFIC
OG0000772	CG30424|NP_001097455.1|DMEL	LOC108090642|XP_017044909.1|DFIC
OG0000772	CG12970|NP_788360.2|DMEL	LOC108087626|XP_017040572.1|DFIC
OG0000773	CG17977|NP_652401.1|DMEL	LOC108101522|XP_017061380.1|DFIC, LOC108098603|XP_017057158.1|DFIC
OG0000774	CG43776|NP_001261162.1|DMEL, CG43777|NP_001261163.1|DMEL	LOC108090834|XP_017045188.1|DFIC
OG0000774	CG43775|NP_726425.3|DMEL	LOC108090835|XP_017045189.1|DFIC
OG0000775	CG34315|NP_001097298.2|DMEL	LOC108087823|XP_017040881.1|DFIC
OG0000775	CG12209|NP_610565.2|DMEL	LOC108096565|XP_017053748.1|DFIC
OG0000776	CG31128|NP_733000.1|DMEL	LOC108091981|XP_017046879.1|DFIC
OG0000776	CG32219|NP_730469.1|DMEL	LOC108100513|XP_017059957.1|DFIC
OG0000776	CG34258|NP_001097648.1|DMEL, CG33710|NP_001027137.1|DMEL	LOC108100514|XP_017059959.1|DFIC
OG0000777	CG42834|NP_001189244.1|DMEL	LOC108091853|XP_017046721.1|DFIC
OG0000777	CG14332|NP_650625.1|DMEL	LOC108091939|XP_017046816.1|DFIC
OG0000778	spo|NP_647975.2|DMEL	LOC108089734|XP_017043605.1|DFIC
OG0000778	spok|NP_001104460.2|DMEL	LOC108101729|XP_017061669.1|DFIC
OG0000779	CG1998|NP_572887.1|DMEL	LOC108088696|XP_017042126.1|DFIC
OG0000780	Marc|NP_610523.2|DMEL	LOC108090701|XP_017044981.1|DFIC
OG0000781	Trxr-1|NP_727251.1|DMEL	LOC108098052|XP_017056222.1|DFIC
OG0000782	CG5906|NP_648518.1|DMEL	LOC108100417|XP_017059797.1|DFIC
OG0000782	CG1662|NP_572883.1|DMEL	LOC108095627|XP_017052284.1|DFIC
OG0000783	Rpt4R|NP_648525.1|DMEL	LOC108100691|XP_017060199.1|DFIC
OG0000783	Rpt4|NP_572308.3|DMEL	LOC108097250|XP_017054920.1|DFIC
OG0000784	ND-24L|NP_648965.1|DMEL	LOC108099780|XP_017058898.1|DFIC
OG0000784	ND-24|NP_573228.1|DMEL	LOC108097980|XP_017056086.1|DFIC
OG0000785	Ssl2|NP_651656.2|DMEL	LOC108097766|XP_017055778.1|DFIC
OG0000785	Hmu|NP_477159.1|DMEL	LOC108088472|XP_017041748.1|DFIC
OG0000786	Atpalpha|NP_732572.1|DMEL	LOC108098514|XP_017056957.1|DFIC
OG0000787	Uch-L5|NP_524003.1|DMEL	LOC108087445|XP_017040288.1|DFIC
OG0000787	Uch-L5R|NP_572781.1|DMEL	LOC108097893|XP_017055921.1|DFIC
OG0000788	CG42830|NP_001188834.1|DMEL	LOC108100719|XP_017060245.1|DFIC
OG0000788	akirin|NP_648113.1|DMEL	LOC108088250|XP_017041456.1|DFIC
OG0000789	CG34011|NP_001033878.3|DMEL	LOC108093377|XP_017048885.1|DFIC
OG0000789	CG14007|NP_001097090.2|DMEL	LOC108093396|XP_017048904.1|DFIC
OG0000790	CG31975|NP_001162840.1|DMEL	LOC108091480|XP_017046189.1|DFIC
OG0000790	CG31974|NP_001259800.1|DMEL	LOC108091478|XP_017046188.1|DFIC
OG0000791	CG6036|NP_651472.2|DMEL	LOC108095894|XP_017052698.1|DFIC
OG0000791	alph|NP_651701.1|DMEL	LOC108088503|XP_017041823.1|DFIC
OG0000792	NLaz|NP_001259867.1|DMEL	LOC108095122|XP_017051554.1|DFIC
OG0000793	CG4686|NP_650837.1|DMEL	LOC108101094|XP_017060794.1|DFIC
OG0000793	CG42395|NP_001138182.3|DMEL	LOC108097572|XP_017055445.1|DFIC
OG0000794	CG5126|NP_608584.1|DMEL	LOC108101293|XP_017061084.1|DFIC
OG0000795	Atg8a|NP_727447.1|DMEL	LOC108091225|XP_017045819.1|DFIC
OG0000795	Atg8b|NP_650649.1|DMEL	LOC108091879|XP_017046750.1|DFIC
OG0000796	Rpt3R|NP_649938.2|DMEL	LOC108098953|XP_017057650.1|DFIC
OG0000796	Rpt3|NP_572686.1|DMEL	LOC108091167|XP_017045695.1|DFIC
OG0000797	CG9399|NP_649913.1|DMEL	LOC108098948|XP_017057645.1|DFIC
OG0000797	CG9396|NP_649912.1|DMEL	LOC108098949|XP_017057646.1|DFIC
OG0000798	CG33156|NP_788346.1|DMEL	LOC108094916|XP_017051252.1|DFIC
OG0000798	CG6145|NP_725314.1|DMEL	LOC108094896|XP_017051225.1|DFIC
OG0000799	CG14740|NP_650152.1|DMEL	LOC108088089|XP_017041234.1|DFIC
OG0000799	kdn|NP_727091.1|DMEL	LOC108097165|XP_017054787.1|DFIC
OG0000800	CG10147|NP_648046.1|DMEL	LOC108093096|XP_017048521.1|DFIC
OG0000801	CG12782|NP_611772.2|DMEL	LOC108096552|XP_017053730.1|DFIC
OG0000801	Rae1|NP_611597.1|DMEL	LOC108096940|XP_017054387.1|DFIC
OG0000802	vanin-like|NP_572297.1|DMEL	LOC108097380|XP_017055120.1|DFIC
OG0000803	Dpy-30L1|NP_609445.1|DMEL	LOC108100097|XP_017059331.1|DFIC
OG0000803	Dpy-30L2|NP_647854.1|DMEL	LOC108100671|XP_017060175.1|DFIC
OG0000804	CG13168|NP_995823.1|DMEL	LOC108086629|XP_017039093.1|DFIC
OG0000804	CG1137|NP_649665.2|DMEL	LOC108091799|XP_017046656.1|DFIC
OG0000805	CG4714|NP_610857.2|DMEL	LOC108087870|XP_017040943.1|DFIC
OG0000805	CG4712|NP_610856.1|DMEL	LOC108087856|XP_017040928.1|DFIC
OG0000806	CG18131|NP_608601.1|DMEL	LOC108094173|XP_017050122.1|DFIC
OG0000807	CG14352|NP_608609.1|DMEL	LOC108094171|XP_017050119.1|DFIC
OG0000808	CG31016|NP_733393.3|DMEL	LOC108099608|XP_017058717.1|DFIC, LOC108099228|XP_017058089.1|DFIC
OG0000808	PH4alphaNE3|NP_651814.1|DMEL	LOC108099639|XP_017058758.1|DFIC
OG0000810	Cyp9b2|NP_523646.1|DMEL	LOC108094201|XP_017050145.1|DFIC
OG0000811	CG7997|NP_611119.1|DMEL	LOC108090347|XP_017044456.1|DFIC
OG0000812	CG8974|NP_573076.1|DMEL, CG32581|NP_727898.2|DMEL	LOC108094688|XP_017050900.1|DFIC
OG0000812	CG32847|NP_730026.1|DMEL	LOC108096376|XP_017053418.1|DFIC
OG0000813	bic|NP_476853.1|DMEL	LOC108096676|XP_017053948.1|DFIC
OG0000813	CG11835|NP_608532.1|DMEL	LOC108097629|XP_017055543.1|DFIC
OG0000814	jhamt|NP_609793.2|DMEL	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC
OG0000815	CG12512|NP_608924.1|DMEL	LOC108089972|XP_017043963.1|DFIC
OG0000816	CG2076|NP_572681.1|DMEL	LOC108091255|XP_017045859.1|DFIC
OG0000816	Mics1|NP_649725.2|DMEL	LOC108096123|XP_017052989.1|DFIC
OG0000817	CG6503|NP_001189297.1|DMEL	LOC108095692|XP_017052352.1|DFIC
OG0000817	CG34291|NP_001097938.1|DMEL	LOC108095731|XP_017052395.1|DFIC
OG0000818	CG13369|NP_569850.1|DMEL	LOC108092951|XP_017048310.1|DFIC
OG0000818	CG17010|NP_609560.2|DMEL	LOC108094501|XP_017050592.1|DFIC
OG0000819	OdsH|NP_523389.3|DMEL	LOC108101882|XP_017061918.1|DFIC
OG0000819	unc-4|NP_001285389.1|DMEL	LOC108101892|XP_017061945.1|DFIC
OG0000820	CG12231|NP_573390.1|DMEL	LOC108097452|XP_017055213.1|DFIC
OG0000820	CG7222|NP_610613.1|DMEL	LOC108096902|XP_017054338.1|DFIC
OG0000821	CG10909|NP_650236.1|DMEL	LOC108087095|XP_017039765.1|DFIC
OG0000821	Fib|NP_523817.1|DMEL	LOC108096955|XP_017054412.1|DFIC
OG0000822	CG13727|NP_648969.1|DMEL	LOC108099801|XP_017058917.1|DFIC
OG0000822	CG13386|NP_609226.1|DMEL	LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC
OG0000823	CG11600|NP_650217.2|DMEL, CG11608|NP_650218.3|DMEL, CG11598|NP_001036710.1|DMEL, CG18530|NP_652714.2|DMEL	LOC108087912|XP_017040986.1|DFIC, LOC108087909|XP_017040981.1|DFIC, LOC108088078|XP_017041218.1|DFIC
OG0000824	Pkd2|NP_609561.2|DMEL	LOC108094519|XP_017050610.1|DFIC
OG0000825	Or74a|NP_524123.1|DMEL	LOC108099808|XP_017058921.1|DFIC
OG0000825	Or35a|NP_723916.1|DMEL	LOC108094536|XP_017050628.1|DFIC
OG0000826	Lhr|NP_611210.3|DMEL	LOC108093870|XP_017049701.1|DFIC
OG0000827	Lcp65Ab1|NP_524814.2|DMEL, Lcp65Ab2|NP_788469.1|DMEL	LOC108093135|XP_017048568.1|DFIC, LOC108093141|XP_017048575.1|DFIC, LOC108093134|XP_017048567.1|DFIC
OG0000828	CG42822|NP_001189243.1|DMEL	LOC108091872|XP_017046742.1|DFIC
OG0000830	AnxB10|NP_001162804.1|DMEL	LOC108088623|XP_017042020.1|DFIC
OG0000831	Lsp2|NP_524816.1|DMEL	LOC108100463|XP_017059881.1|DFIC
OG0000832	EMC7|NP_611078.1|DMEL	LOC108093921|XP_017049779.1|DFIC
OG0000833	Ir75d|NP_649074.2|DMEL	LOC108088324|XP_017041551.1|DFIC
OG0000834	CG15515|NP_001263088.1|DMEL	LOC108088388|XP_017041625.1|DFIC
OG0000835	Dscam2|NP_001261500.1|DMEL	LOC108089496|XP_017043270.1|DFIC
OG0000836	CG2528|NP_610129.3|DMEL	LOC108094396|XP_017050453.1|DFIC
OG0000836	CG5355|NP_609397.2|DMEL	LOC108089151|XP_017042762.1|DFIC
OG0000837	fzr2|NP_611854.1|DMEL	LOC108090922|XP_017045342.1|DFIC
OG0000837	fzr|NP_524852.2|DMEL	LOC108086494|XP_017038908.1|DFIC
OG0000838	CG42502|NP_001163011.1|DMEL	LOC108096039|XP_017052875.1|DFIC
OG0000838	CG42305|NP_001137837.1|DMEL	LOC108096041|XP_017052877.1|DFIC
OG0000839	Atu|NP_524240.1|DMEL	LOC108090109|XP_017044115.1|DFIC
OG0000839	CG10887|NP_650866.1|DMEL	LOC108101016|XP_017060670.1|DFIC
OG0000840	tomboy40|NP_610213.1|DMEL	LOC108094295|XP_017050289.1|DFIC
OG0000840	Tom40|NP_652003.2|DMEL	LOC108095364|XP_017051934.1|DFIC
OG0000841	CG42402|NP_001287642.1|DMEL	LOC108096980|XP_017054449.1|DFIC
OG0000842	Sep5|NP_651961.1|DMEL	LOC108101570|XP_017061469.1|DFIC
OG0000842	Sep2|NP_524417.1|DMEL	LOC108093320|XP_017048797.1|DFIC
OG0000843	thoc5|NP_611856.1|DMEL	LOC108090959|XP_017045392.1|DFIC
OG0000844	Mlp60A|NP_001137750.1|DMEL	LOC108090886|XP_017045277.1|DFIC
OG0000844	Mlp84B|NP_477122.1|DMEL	LOC108098402|XP_017056774.1|DFIC
OG0000845	CG11695|NP_572732.1|DMEL	LOC108091116|XP_017045631.1|DFIC
OG0000845	CG11696|NP_572731.1|DMEL	LOC108091102|XP_017045613.1|DFIC
OG0000846	Obp99c|NP_651711.1|DMEL	LOC108088524|XP_017041854.1|DFIC
OG0000847	Cyp9h1|NP_610820.1|DMEL	LOC108096520|XP_017053638.1|DFIC
OG0000847	Cyp9c1|NP_523850.1|DMEL	LOC108101898|XP_017061951.1|DFIC
OG0000848	CG4267|NP_608661.1|DMEL	LOC108092583|XP_017047717.1|DFIC
OG0000848	CG6675|NP_610132.3|DMEL	LOC108094392|XP_017050446.1|DFIC
OG0000849	CG6614|NP_609511.3|DMEL	LOC108088828|XP_017042324.1|DFIC
OG0000849	CG14339|NP_608566.1|DMEL	LOC108101333|XP_017061131.1|DFIC
OG0000850	CG30268|NP_611712.2|DMEL	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC
OG0000850	CG30275|NP_788430.3|DMEL	LOC108096962|XP_017054422.1|DFIC
OG0000851	CG34460|NP_001097349.1|DMEL	LOC108090527|XP_017044735.1|DFIC
OG0000852	CG44433|NP_001137702.1|DMEL	LOC108087841|XP_017040905.1|DFIC
OG0000852	CG44434|NP_788406.2|DMEL	LOC108087839|XP_017040903.1|DFIC
OG0000852	CG44435|NP_001286585.1|DMEL	LOC108087840|XP_017040904.1|DFIC
OG0000854	CG3097|NP_572259.1|DMEL	LOC108092864|XP_017048187.1|DFIC
OG0000854	CG3108|NP_572262.1|DMEL	LOC108092861|XP_017048183.1|DFIC
OG0000855	CG3740|NP_569932.1|DMEL	LOC108097305|XP_017055009.1|DFIC
OG0000856	CG5347|NP_572970.1|DMEL	LOC108097514|XP_017055327.1|DFIC
OG0000856	Mkrn1|NP_524704.1|DMEL	LOC108088915|XP_017042417.1|DFIC
OG0000857	Mgstl|NP_524696.2|DMEL	LOC108098142|XP_017056356.1|DFIC
OG0000858	yellow-f|NP_524335.1|DMEL	LOC108087217|XP_017039980.1|DFIC
