Orthogroup	DMEL.longest_only	DMAU.longest_only
OG0001674	Tim17a1|NP_650180.1|DMEL	LOC117145858|XP_033167569.1|DMAU
OG0001674	Tim17a2|NP_649524.1|DMEL	LOC117143410|XP_033163995.1|DMAU
OG0001675	CG17770|NP_651432.1|DMEL	LOC117145544|XP_033167129.1|DMAU
OG0001675	CG5024|NP_651431.1|DMEL	LOC117145542|XP_033167128.1|DMAU
OG0001676	CG43710|NP_001261105.1|DMEL	LOC117138605|XP_033156704.1|DMAU
OG0001676	CG43711|NP_001261106.1|DMEL	LOC117138586|XP_033156657.1|DMAU
OG0001677	CG17239|NP_722784.1|DMEL	LOC117145634|XP_033167248.1|DMAU
OG0001677	Ser12|NP_523456.1|DMEL	LOC117145056|XP_033166461.1|DMAU
OG0001678	CG43658|NP_001259643.1|DMEL	LOC117148148|XP_033171270.1|DMAU
OG0001679	CG5966|NP_572286.1|DMEL	LOC117148122|XP_033171235.1|DMAU
OG0001680	NELF-B|NP_572402.1|DMEL	LOC117146942|XP_033169483.1|DMAU
OG0001681	CG3106|NP_572577.1|DMEL	LOC117148489|XP_033171760.1|DMAU
OG0001682	CG7206|NP_996499.1|DMEL	LOC117147193|XP_033169885.1|DMAU
OG0001683	CG13384|NP_723383.1|DMEL	LOC117150821|XP_033173774.1|DMAU
OG0001684	bip2|NP_651923.2|DMEL	LOC117146242|XP_033168051.1|DMAU
OG0001685	CG17328|NP_609786.2|DMEL	LOC117149967|XP_033172755.1|DMAU
OG0001686	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU
OG0001687	l_1_sc|NP_476623.1|DMEL	LOC117147250|XP_033169959.1|DMAU
OG0001688	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU
OG0001689	CG15221|NP_001096957.1|DMEL	LOC117148136|XP_033171254.1|DMAU
OG0001690	mad2|NP_647991.1|DMEL	LOC117141882|XP_033161464.1|DMAU
OG0001691	TwdlE|NP_609157.3|DMEL	LOC117150377|XP_033173129.1|DMAU
OG0001692	Octalpha2R|NP_001262715.1|DMEL	LOC117144643|XP_033165829.1|DMAU
OG0001693	RpS15Aa|NP_524709.1|DMEL	LOC117147884|XP_033170859.1|DMAU
OG0001694	qin|NP_650735.3|DMEL	LOC117143088|XP_033163456.1|DMAU
OG0001695	Eip55E|NP_611352.1|DMEL	LOC117136802|XP_033153757.1|DMAU
OG0001696	Syn|NP_731459.2|DMEL	LOC117142225|XP_033161967.1|DMAU
OG0001697	CG31109|NP_733073.1|DMEL	LOC117143205|XP_033163641.1|DMAU
OG0001698	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL	LOC117148498|XP_033171771.1|DMAU
OG0001699	hth|NP_476576.1|DMEL	LOC117142581|XP_033162542.1|DMAU
OG0001700	CG9427|NP_649919.1|DMEL	LOC117143129|XP_033163510.1|DMAU
OG0001701	side-III|NP_001036681.1|DMEL	LOC117144739|XP_033165982.1|DMAU
OG0001702	CG5846|NP_609333.1|DMEL	LOC117150609|XP_033173504.1|DMAU
OG0001703	CG34375|NP_001163693.1|DMEL	LOC117145659|XP_033167282.1|DMAU
OG0001704	CG6688|NP_651110.1|DMEL	LOC117145652|XP_033167273.1|DMAU
OG0001705	Atg16|NP_001138124.2|DMEL	LOC117143342|XP_033163896.1|DMAU
OG0001706	hrm|NP_610174.1|DMEL	LOC117136263|XP_033152972.1|DMAU
OG0001707	orb|NP_524460.2|DMEL	LOC117145673|XP_033167296.1|DMAU
OG0001708	primo-1|NP_001027186.1|DMEL	LOC117142755|XP_033162828.1|DMAU
OG0001709	Claspin|NP_728981.1|DMEL	LOC117139411|XP_033157579.1|DMAU
OG0001710	CG6656|NP_650991.1|DMEL	LOC117143161|XP_033163563.1|DMAU
OG0001711	lqfR|NP_732736.2|DMEL	LOC117143117|XP_033163495.1|DMAU
OG0001712	Rab7|NP_524472.1|DMEL	LOC117146121|XP_033168009.1|DMAU
OG0001713	CG5214|NP_650064.1|DMEL	LOC117145402|XP_033166931.1|DMAU
OG0001714	cno|NP_524232.2|DMEL	LOC117145842|XP_033167539.1|DMAU
OG0001715	RSG7|NP_523380.2|DMEL	LOC117147805|XP_033170748.1|DMAU
OG0001716	alpha-PheRS|NP_572448.1|DMEL	LOC117148334|XP_033171559.1|DMAU
OG0001717	Vps13B|NP_651753.2|DMEL	LOC117145190|XP_033166640.1|DMAU
OG0001718	wake|NP_001287469.1|DMEL	LOC117146000|XP_033167808.1|DMAU
OG0001719	pnt|NP_524461.2|DMEL	LOC117142255|XP_033162005.1|DMAU
OG0001720	CG14692|NP_650019.6|DMEL	LOC117146061|XP_033167892.1|DMAU
OG0001721	ato|NP_731223.1|DMEL	LOC117143303|XP_033163801.1|DMAU
OG0001722	Diap1|NP_524101.2|DMEL	LOC117139475|XP_033157684.1|DMAU
OG0001723	Cndp2|NP_610181.2|DMEL	LOC117137199|XP_033154440.1|DMAU
OG0001724	Sdc|NP_001163238.2|DMEL	LOC117136752|XP_033153675.1|DMAU
OG0001725	Pfk|NP_001246234.1|DMEL	LOC117136464|XP_033153286.1|DMAU
OG0001726	CG11456|NP_649265.1|DMEL	LOC117139808|XP_033158326.1|DMAU
OG0001727	CG33110|NP_788716.1|DMEL	LOC117145265|XP_033166741.1|DMAU
OG0001728	ERp60|NP_725084.2|DMEL	LOC117136259|XP_033152968.1|DMAU
OG0001729	zip|NP_523860.2|DMEL	LOC117137805|XP_033155371.1|DMAU
OG0001730	PLCXD|NP_609541.1|DMEL	LOC117150672|XP_033173565.1|DMAU
OG0001731	Ack-like|NP_001260935.1|DMEL	LOC117135757|XP_033152104.1|DMAU
OG0001732	B9d2|NP_001188704.1|DMEL	LOC117150700|XP_033173603.1|DMAU
OG0001733	CG30392|NP_611572.2|DMEL	LOC117136477|XP_033153305.1|DMAU
OG0001734	CNT2|NP_610446.1|DMEL	LOC117136828|XP_033153793.1|DMAU
OG0001735	CG5664|NP_649314.2|DMEL	LOC117139498|XP_033157717.1|DMAU
OG0001736	CG15093|NP_611373.1|DMEL	LOC117137538|XP_033154925.1|DMAU
OG0001737	CG30183|NP_611819.2|DMEL	LOC117138405|XP_033156374.1|DMAU
OG0001738	CG6479|NP_648968.2|DMEL	LOC117140852|XP_033159870.1|DMAU
OG0001739	CG14464|NP_001036466.2|DMEL	LOC117136292|XP_033153019.1|DMAU
OG0001740	Ice1|NP_611786.1|DMEL	LOC117138551|XP_033156601.1|DMAU
OG0001741	awd|NP_476761.3|DMEL	LOC117146027|XP_033167849.1|DMAU
OG0001742	Ccs|NP_001163108.1|DMEL	LOC117137874|XP_033155491.1|DMAU
OG0001743	CG8001|NP_647657.1|DMEL	LOC117139096|XP_033157115.1|DMAU
OG0001744	l_2_01289|NP_001163065.1|DMEL	LOC117136242|XP_033152918.1|DMAU
OG0001745	CG42260|NP_001356969.1|DMEL	LOC117136869|XP_033153861.1|DMAU
OG0001746	CG8003|NP_648406.1|DMEL	LOC117141171|XP_033160398.1|DMAU
OG0001747	grh|NP_476845.2|DMEL	LOC117138668|XP_033156797.1|DMAU
OG0001748	mfr|NP_001137919.1|DMEL	LOC117141425|XP_033160749.1|DMAU
OG0001749	SIFa|NP_001246496.1|DMEL	LOC117136334|XP_033153086.1|DMAU
OG0001750	Start1|NP_001246495.1|DMEL	LOC117136331|XP_033153078.1|DMAU
OG0001751	blot|NP_524125.2|DMEL	LOC117141443|XP_033160787.1|DMAU
OG0001752	CG13288|NP_001261455.1|DMEL	LOC117141504|XP_033160881.1|DMAU
OG0001753	CG42324|NP_647819.3|DMEL	LOC117139565|XP_033157853.1|DMAU
OG0001754	muskelin|NP_610801.1|DMEL	LOC117135776|XP_033152136.1|DMAU
OG0001755	CG32264|NP_728897.1|DMEL	LOC117141477|XP_033160838.1|DMAU
OG0001756	Rho1|NP_477098.1|DMEL	LOC117138595|XP_033156667.1|DMAU
OG0001757	imd|NP_573394.1|DMEL	LOC117136958|XP_033154013.1|DMAU
OG0001758	bru3|NP_001369050.1|DMEL	LOC117139762|XP_033158220.1|DMAU
OG0001759	Mtap|NP_001261049.1|DMEL	LOC117138369|XP_033156327.1|DMAU
OG0001760	Rad51D|NP_610466.2|DMEL	LOC117137922|XP_033155563.1|DMAU
OG0001761	MFS16|NP_726048.1|DMEL	LOC117136476|XP_033153301.1|DMAU
OG0001762	AkhR|NP_995639.1|DMEL	LOC117150520|XP_033173329.1|DMAU
OG0001763	Nha1|NP_723224.2|DMEL	LOC117150788|XP_033173728.1|DMAU
OG0001764	Dhfr|NP_001036720.1|DMEL	LOC117143711|XP_033164401.1|DMAU
OG0001765	brp|NP_001246228.1|DMEL	LOC117135514|XP_033151642.1|DMAU
OG0001766	CG17834|NP_609242.2|DMEL	LOC117140041|XP_033158668.1|DMAU
OG0001767	CG34393|NP_608753.2|DMEL	LOC117150681|XP_033173577.1|DMAU
OG0001768	RpLP1|NP_476630.1|DMEL	LOC117145961|XP_033167752.1|DMAU
OG0001769	dsf|NP_477140.1|DMEL	LOC117150157|XP_033172847.1|DMAU
OG0001770	SmydA-3|NP_609464.1|DMEL	LOC117148851|XP_033172404.1|DMAU
OG0001771	Thor|NP_477295.1|DMEL	LOC117150590|XP_033173437.1|DMAU
OG0001772	RnrL|NP_477027.1|DMEL	LOC117145476|XP_033167046.1|DMAU
OG0001773	bib|NP_001260313.1|DMEL	LOC117150201|XP_033172885.1|DMAU
OG0001774	egg|NP_611966.3|DMEL	LOC117136505|XP_033153340.1|DMAU
OG0001775	RpII215|NP_511124.1|DMEL	LOC117148940|XP_033172557.1|DMAU
OG0001776	CG31637|NP_609043.1|DMEL	LOC117135184|XP_033151142.1|DMAU
OG0001777	chm|NP_609117.4|DMEL	LOC117141801|XP_033161341.1|DMAU
OG0001778	fzy|NP_477501.1|DMEL	LOC117150503|XP_033173300.1|DMAU
OG0001779	CG44153|NP_001097136.2|DMEL	LOC117147518|XP_033170328.1|DMAU
OG0001780	ap|NP_724428.1|DMEL	LOC117136367|XP_033153139.1|DMAU
OG0001781	lok|NP_477219.1|DMEL	LOC117142149|XP_033161929.1|DMAU
OG0001782	CG42784|NP_001188798.2|DMEL	LOC117150657|XP_033173539.1|DMAU
OG0001783	Tsp29Fb|NP_523516.1|DMEL	LOC117145902|XP_033167647.1|DMAU
OG0001784	CG31935|NP_608608.2|DMEL	LOC117150947|XP_033174011.1|DMAU
OG0001785	Smyd4-1|NP_724802.1|DMEL	LOC117136455|XP_033153270.1|DMAU
OG0001786	CG4497|NP_609102.1|DMEL	LOC117148092|XP_033171199.1|DMAU
OG0001787	CG13784|NP_001260176.1|DMEL	LOC117139124|XP_033157166.1|DMAU
OG0001788	tum|NP_610912.2|DMEL	LOC117135493|XP_033151605.1|DMAU
OG0001789	CG3085|NP_611752.1|DMEL	LOC117136950|XP_033153991.1|DMAU
OG0001790	CG5171|NP_001188709.1|DMEL	LOC117150832|XP_033173794.1|DMAU
OG0001791	E_Pc_|NP_001260897.1|DMEL	LOC117138336|XP_033156265.1|DMAU
OG0001792	ham|NP_724130.4|DMEL	LOC117139729|XP_033158161.1|DMAU
OG0001793	Shrm|NP_001097307.1|DMEL	LOC117135411|XP_033151450.1|DMAU
OG0001794	cact|NP_476942.1|DMEL	LOC117150504|XP_033173301.1|DMAU
OG0001795	mtgo|NP_001137829.1|DMEL	LOC117139585|XP_033157893.1|DMAU
OG0001796	ppk28|NP_573169.2|DMEL	LOC117147680|XP_033170549.1|DMAU
OG0001797	dpr7|NP_001096850.2|DMEL	LOC117146303|XP_033168232.1|DMAU
OG0001798	robl|NP_523771.1|DMEL	LOC117138242|XP_033156083.1|DMAU
OG0001799	stg1|NP_001027082.1|DMEL	LOC117148429|XP_033171693.1|DMAU
OG0001799	CG11566|NP_001027081.1|DMEL	LOC117148428|XP_033171692.1|DMAU
OG0001800	santa-maria|NP_723277.3|DMEL	LOC117141187|XP_033160420.1|DMAU
OG0001801	nbs|NP_651973.4|DMEL	LOC117139480|XP_033157690.1|DMAU
OG0001802	mRpL19|NP_524284.1|DMEL	LOC117143564|XP_033164200.1|DMAU
OG0001803	CG15497|NP_650976.1|DMEL	LOC117144035|XP_033164891.1|DMAU
OG0001804	Pi4KIIalpha|NP_730944.2|DMEL	LOC117142991|XP_033163235.1|DMAU
OG0001805	Gr66a|NP_523971.3|DMEL	LOC117141181|XP_033160410.1|DMAU
OG0001806	CG5789|NP_651269.1|DMEL	LOC117145880|XP_033167595.1|DMAU
OG0001807	Tm2|NP_732012.1|DMEL	LOC117144675|XP_033165887.1|DMAU
OG0001808	PGRP-LB|NP_001247052.1|DMEL	LOC117145339|XP_033166840.1|DMAU
OG0001809	slx1|NP_649484.3|DMEL	LOC117142647|XP_033162644.1|DMAU
OG0001810	CG31457|NP_732828.1|DMEL	LOC117145083|XP_033166491.1|DMAU
OG0001811	Optix|NP_001260793.1|DMEL	LOC117137064|XP_033154169.1|DMAU
OG0001812	ksh|NP_652499.2|DMEL	LOC117146439|XP_033168543.1|DMAU
OG0001813	Dys|NP_001036722.1|DMEL	LOC117142830|XP_033162950.1|DMAU
OG0001814	wtrw|NP_731193.1|DMEL	LOC117142566|XP_033162508.1|DMAU
OG0001815	RpL13A|NP_649560.1|DMEL	LOC117144789|XP_033166049.1|DMAU
OG0001816	Roe1|NP_610886.2|DMEL	LOC117137212|XP_033154458.1|DMAU
OG0001817	PCB|NP_724841.1|DMEL	LOC117138259|XP_033156111.1|DMAU
OG0001818	CG42339|NP_572674.3|DMEL	LOC117148233|XP_033171417.1|DMAU
OG0001819	CG3045|NP_611646.1|DMEL	LOC117135453|XP_033151530.1|DMAU
OG0001820	CG18155|NP_996360.2|DMEL	LOC117146967|XP_033169526.1|DMAU
OG0001821	CG4781|NP_611951.1|DMEL	LOC117138006|XP_033155699.1|DMAU
OG0001822	CG13532|NP_611728.1|DMEL	LOC117137747|XP_033155222.1|DMAU
OG0001823	Sod1|NP_476735.1|DMEL	LOC117140245|XP_033158938.1|DMAU
OG0001824	CG31937|NP_608616.2|DMEL	LOC117151071|XP_033174204.1|DMAU
OG0001825	sm|NP_001246428.1|DMEL	LOC117138084|XP_033155824.1|DMAU
OG0001826	Prosbeta5|NP_652014.1|DMEL	LOC117137620|XP_033155042.1|DMAU
OG0001827	SmydA-6|NP_611182.1|DMEL	LOC117138144|XP_033155913.1|DMAU
OG0001828	Set2|NP_572888.2|DMEL	LOC117146567|XP_033168757.1|DMAU
OG0001829	CG8888|NP_610724.1|DMEL	LOC117137383|XP_033154687.1|DMAU
OG0001830	CG9890|NP_611750.1|DMEL	LOC117135880|XP_033152314.1|DMAU
OG0001831	CG7402|NP_649023.1|DMEL	LOC117141475|XP_033160836.1|DMAU
OG0001832	Efr|NP_572299.1|DMEL	LOC117148545|XP_033171870.1|DMAU
OG0001833	Taldo|NP_523835.2|DMEL	LOC117137509|XP_033154881.1|DMAU
OG0001834	UQCR-C1|NP_650401.1|DMEL	LOC117142523|XP_033162460.1|DMAU
OG0001837	CG13896|NP_001261221.2|DMEL	LOC117139928|XP_033158504.1|DMAU
OG0001838	CG4744|NP_610871.1|DMEL	LOC117137650|XP_033155078.1|DMAU
OG0001839	Nnf1b|NP_722652.1|DMEL	LOC117141914|XP_033161533.1|DMAU
OG0001839	Nnf1a|NP_611492.1|DMEL	LOC117136295|XP_033153029.1|DMAU
OG0001840	CG34169|NP_001097170.1|DMEL	LOC117148925|XP_033172539.1|DMAU
OG0001840	CG34106|NP_001036365.1|DMEL	LOC117149176|XP_033172645.1|DMAU
OG0001841	CG34057|NP_001033980.2|DMEL	LOC117140525|XP_033159397.1|DMAU
OG0001841	CG34056|NP_001033979.1|DMEL	LOC117140526|XP_033159401.1|DMAU
OG0001842	Cyp4d20|NP_647723.2|DMEL	LOC117141991|XP_033161721.1|DMAU
OG0001842	Cyp4d21|NP_609129.2|DMEL	LOC117140784|XP_033159770.1|DMAU
OG0001843	Cpr76Ba|NP_649120.1|DMEL	LOC117139363|XP_033157506.1|DMAU
OG0001844	BobA|NP_525087.2|DMEL, CG13465|NP_525000.1|DMEL	LOC117140409|XP_033159173.1|DMAU, LOC117140374|XP_033159130.1|DMAU
OG0001845	Prosbeta5R2|NP_724081.1|DMEL	LOC117144705|XP_033165937.1|DMAU
OG0001845	Prosbeta5R1|NP_611776.1|DMEL	LOC117136646|XP_033153532.1|DMAU
OG0001846	CG31419|NP_732225.2|DMEL	LOC117144178|XP_033165114.1|DMAU
OG0001846	CG31418|NP_650615.2|DMEL	LOC117144229|XP_033165185.1|DMAU
OG0001847	CG33271|NP_996049.1|DMEL, CG33270|NP_996050.1|DMEL, CG33269|NP_001246720.1|DMEL, CG33500|NP_996044.1|DMEL, CG33272|NP_996045.1|DMEL	LOC117141336|XP_033160630.1|DMAU, LOC117141334|XP_033160629.1|DMAU, LOC117141333|XP_033160628.1|DMAU
OG0001848	CG40470|NP_001036635.1|DMEL	LOC117140198|XP_033158872.1|DMAU
OG0001849	Rpt2|NP_524469.2|DMEL	LOC117142817|XP_033162924.1|DMAU
OG0001850	Sox102F|NP_001014695.1|DMEL	LOC117146243|XP_033168055.1|DMAU
OG0001851	zfh2|NP_524623.2|DMEL	LOC117146341|XP_033168363.1|DMAU
OG0001852	trh|NP_001261207.1|DMEL	LOC117139610|XP_033157940.1|DMAU
OG0001853	scrib|NP_001163746.1|DMEL	LOC117143309|XP_033163810.1|DMAU
OG0001854	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL	LOC117147202|XP_033169902.1|DMAU
OG0001855	Vkor|NP_001014533.1|DMEL	LOC117137835|XP_033155416.1|DMAU
OG0001856	e_r_|NP_524662.1|DMEL	LOC117148110|XP_033171220.1|DMAU
OG0001857	mal|NP_523423.1|DMEL	LOC117147274|XP_033169998.1|DMAU
OG0001858	Ing3|NP_573316.1|DMEL	LOC117148801|XP_033172307.1|DMAU
OG0001859	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL	LOC117146707|XP_033169013.1|DMAU, LOC117147084|XP_033169739.1|DMAU
OG0001860	CG13698|NP_649027.1|DMEL	LOC117140057|XP_033158686.1|DMAU
OG0001861	ball|NP_651508.1|DMEL	LOC117144970|XP_033166322.1|DMAU
OG0001862	Cbs|NP_608424.1|DMEL	LOC117147352|XP_033170106.1|DMAU
OG0001863	Grip91|NP_524919.2|DMEL	LOC117146761|XP_033169150.1|DMAU
OG0001864	jvl|NP_001247105.1|DMEL	LOC117144458|XP_033165504.1|DMAU
OG0001865	DENR|NP_573176.1|DMEL	LOC117148095|XP_033171198.1|DMAU
OG0001866	sim|NP_524340.2|DMEL	LOC117144886|XP_033166194.1|DMAU
OG0001867	Nedd4|NP_648993.1|DMEL	LOC117141083|XP_033160273.1|DMAU
OG0001868	clumsy|NP_001036373.1|DMEL	LOC117137783|XP_033155301.1|DMAU
OG0001869	Grik|NP_001262788.1|DMEL	LOC117145210|XP_033166666.1|DMAU
OG0001870	CG4020|NP_572276.1|DMEL	LOC117148788|XP_033172289.1|DMAU
OG0001871	PGRP-SA|NP_572727.1|DMEL	LOC117148942|XP_033172558.1|DMAU
OG0001872	CG15537|NP_001097981.1|DMEL	LOC117145282|XP_033166761.1|DMAU
OG0001873	beta-Man|NP_649436.2|DMEL	LOC117143067|XP_033163416.1|DMAU
OG0001874	bai|NP_651323.3|DMEL	LOC117143203|XP_033163639.1|DMAU
OG0001875	CG12071|NP_651832.3|DMEL	LOC117144951|XP_033166299.1|DMAU
OG0001876	Mvd|NP_573068.3|DMEL	LOC117146430|XP_033168528.1|DMAU
OG0001877	CG2662|NP_570018.1|DMEL	LOC117147395|XP_033170155.1|DMAU
OG0001878	Droj2|NP_650283.1|DMEL	LOC117143973|XP_033164800.1|DMAU
OG0001879	stac|NP_651329.4|DMEL	LOC117143194|XP_033163621.1|DMAU
OG0001880	P5cr|NP_524400.2|DMEL	LOC117143107|XP_033163480.1|DMAU
OG0001881	lbe|NP_524435.2|DMEL	LOC117143780|XP_033164504.1|DMAU
OG0001882	CG5882|NP_651540.1|DMEL	LOC117143895|XP_033164690.1|DMAU
OG0001883	Cow|NP_001262857.1|DMEL	LOC117145908|XP_033167653.1|DMAU
OG0001884	AdSS|NP_650918.1|DMEL	LOC117144102|XP_033165011.1|DMAU
OG0001885	CG6770|NP_609539.1|DMEL	LOC117150674|XP_033173570.1|DMAU
OG0001886	CG9356|NP_649889.1|DMEL	LOC117142439|XP_033162294.1|DMAU
OG0001887	ND-B14|NP_610629.1|DMEL	LOC117138376|XP_033156335.1|DMAU
OG0001888	CG12173|NP_649523.1|DMEL	LOC117145098|XP_033166508.1|DMAU
OG0001889	APC4|NP_572522.2|DMEL	LOC117147800|XP_033170741.1|DMAU
OG0001890	CG5274|NP_649222.1|DMEL	LOC117139848|XP_033158386.1|DMAU
OG0001891	Gfrl|NP_001247206.1|DMEL	LOC117144169|XP_033165102.1|DMAU
OG0001892	vtd|NP_001015132.1|DMEL	LOC117139156|XP_033157206.1|DMAU
OG0001893	DNApol-alpha73|NP_733206.3|DMEL	LOC117143031|XP_033163311.1|DMAU
OG0001894	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL	LOC117137008|XP_033154087.1|DMAU
OG0001895	Gyf|NP_001162827.1|DMEL	LOC117146235|XP_033168031.1|DMAU
OG0001896	MFS17|NP_001015096.2|DMEL	LOC117137794|XP_033155349.1|DMAU
OG0001897	tws|NP_476880.1|DMEL	LOC117146040|XP_033167868.1|DMAU
OG0001898	mh|NP_573032.1|DMEL	LOC117148600|XP_033171972.1|DMAU, LOC117148601|XP_033171973.1|DMAU
OG0001899	CG7720|NP_650753.1|DMEL	LOC117143115|XP_033163491.1|DMAU
OG0001900	lush|NP_524162.1|DMEL	LOC117140396|XP_033159154.1|DMAU
OG0001901	CG31635|NP_001260135.1|DMEL	LOC117150513|XP_033173313.1|DMAU
OG0001902	Myo81F|NP_001303492.1|DMEL	LOC117141917|XP_033161537.1|DMAU
OG0001903	CG1103|NP_001036660.1|DMEL	LOC117143453|XP_033164053.1|DMAU
OG0001904	NSD|NP_733239.1|DMEL	LOC117145527|XP_033167110.1|DMAU
OG0001905	l_1_10Bb|NP_511117.1|DMEL	LOC117147360|XP_033170115.1|DMAU
OG0001906	Calx|NP_001247215.1|DMEL	LOC117143289|XP_033163767.1|DMAU
OG0001907	caz|NP_523365.2|DMEL	LOC117147626|XP_033170481.1|DMAU
OG0001908	HSPBAP1|NP_651581.2|DMEL	LOC117145943|XP_033167714.1|DMAU
OG0001909	Hexo2|NP_525081.1|DMEL	LOC117148752|XP_033172234.1|DMAU
OG0001910	ohgt|NP_649973.1|DMEL	LOC117143974|XP_033164802.1|DMAU
OG0001911	CG42342|NP_001189234.1|DMEL	LOC117146088|XP_033167931.1|DMAU
OG0001912	CG8093|NP_611020.1|DMEL	LOC117136466|XP_033153288.1|DMAU
OG0001913	Lip2|NP_524667.1|DMEL	LOC117150413|XP_033173171.1|DMAU
OG0001914	mask|NP_001247280.1|DMEL	LOC117142681|XP_033162711.1|DMAU
OG0001915	ACXD|NP_620469.2|DMEL	LOC117140447|XP_033159263.1|DMAU
OG0001916	Topors|NP_611388.1|DMEL	LOC117136515|XP_033153350.1|DMAU
OG0001917	CG8492|NP_648151.2|DMEL	LOC117140951|XP_033160060.1|DMAU
OG0001918	CG15014|NP_647892.1|DMEL	LOC117139412|XP_033157580.1|DMAU
OG0001919	CG30467|NP_611044.1|DMEL	LOC117135662|XP_033151944.1|DMAU
OG0001920	fwd|NP_001356971.1|DMEL	LOC117142126|XP_033161913.1|DMAU
OG0001921	cbc|NP_610876.1|DMEL	LOC117135628|XP_033151891.1|DMAU
OG0001922	asrij|NP_001261143.1|DMEL	LOC117135431|XP_033151484.1|DMAU
OG0001923	Mp|NP_001246651.1|DMEL	LOC117139504|XP_033157726.1|DMAU
OG0001924	CG17691|NP_001104018.1|DMEL	LOC117135844|XP_033152248.1|DMAU
OG0001925	CG10672|NP_647946.1|DMEL	LOC117139245|XP_033157347.1|DMAU
OG0001926	ImpE1|NP_524849.2|DMEL	LOC117139146|XP_033157195.1|DMAU
OG0001927	Nup54|NP_610783.1|DMEL	LOC117135791|XP_033152174.1|DMAU
OG0001928	CG8009|NP_648400.1|DMEL	LOC117141730|XP_033161238.1|DMAU
OG0001929	Rbfox1|NP_001246707.1|DMEL	LOC117141641|XP_033161087.1|DMAU
OG0001930	GEFmeso|NP_788403.2|DMEL	LOC117135510|XP_033151637.1|DMAU
OG0001931	CG46439|NP_001368938.1|DMEL	LOC117141390|XP_033160696.1|DMAU
OG0001932	JIL-1|NP_648432.1|DMEL	LOC117139963|XP_033158553.1|DMAU
OG0001933	CG4866|NP_611224.1|DMEL	LOC117137475|XP_033154840.1|DMAU
OG0001934	Gem3|NP_524019.1|DMEL	LOC117140427|XP_033159232.1|DMAU
OG0001935	l_3_72Dp|NP_730119.1|DMEL	LOC117140603|XP_033159505.1|DMAU
OG0001937	Fs|NP_652376.2|DMEL	LOC117138654|XP_033156773.1|DMAU
OG0001938	CG18335|NP_610666.1|DMEL	LOC117138328|XP_033156256.1|DMAU
OG0001939	CG15650|NP_611529.1|DMEL	LOC117137232|XP_033154481.1|DMAU
OG0001940	CG46385|NP_001356959.1|DMEL	LOC117137818|XP_033155387.1|DMAU
OG0001941	Atac3|NP_001246531.1|DMEL	LOC117139746|XP_033158197.1|DMAU
OG0001942	CG9447|NP_610243.4|DMEL	LOC117137073|XP_033154192.1|DMAU
OG0001943	CG13055|NP_648851.1|DMEL	LOC117140426|XP_033159231.1|DMAU
OG0001944	Mtch|NP_523869.1|DMEL	LOC117141194|XP_033160433.1|DMAU
OG0001945	Dgk|NP_724619.2|DMEL	LOC117136038|XP_033152559.1|DMAU
OG0001946	Cyt-b5|NP_610294.1|DMEL	LOC117136659|XP_033153551.1|DMAU
OG0001947	HLH54F|NP_477302.1|DMEL	LOC117136488|XP_033153318.1|DMAU
OG0001948	CG6179|NP_573288.1|DMEL	LOC117147188|XP_033169881.1|DMAU
OG0001949	Eip78C|NP_524195.2|DMEL	LOC117139563|XP_033157850.1|DMAU
OG0001950	Itpr|NP_730941.1|DMEL	LOC117144259|XP_033165248.1|DMAU
OG0001951	jbug|NP_001261140.1|DMEL	LOC117137839|XP_033155422.1|DMAU
OG0001952	TpnC41C|NP_523619.2|DMEL	LOC117138224|XP_033156060.1|DMAU
OG0001953	Oatp58Dc|NP_001097409.1|DMEL	LOC117137857|XP_033155461.1|DMAU
OG0001954	KCNQ|NP_788300.3|DMEL	LOC117135569|XP_033151775.1|DMAU
OG0001955	CG17765|NP_610592.1|DMEL	LOC117137756|XP_033155261.1|DMAU
OG0001956	nmo|NP_001356976.1|DMEL	LOC117141197|XP_033160439.1|DMAU
OG0001957	RpL29|NP_477203.1|DMEL	LOC117137963|XP_033155625.1|DMAU
OG0001958	CG30116|NP_725799.1|DMEL	LOC117137177|XP_033154382.1|DMAU
OG0001959	Toll-9|NP_649214.1|DMEL	LOC117139984|XP_033158579.1|DMAU
OG0001960	Psa|NP_728614.1|DMEL	LOC117140017|XP_033158636.1|DMAU
OG0001961	Dll|NP_001137759.1|DMEL	LOC117136055|XP_033152592.1|DMAU
OG0001962	phr|NP_523653.2|DMEL	LOC117137007|XP_033154085.1|DMAU
