Orthogroup	DMEL.longest_only	DMIR.longest_only
OG0001140	CG31161|NP_732772.2|DMEL, CCY|NP_001303589.1|DMEL	LOC108155073|XP_017141153.1|DMIR
OG0001141	CG15695|NP_650920.3|DMEL	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR
OG0001142	GluRIID|NP_651982.1|DMEL	LOC108155817|XP_017142393.1|DMIR
OG0001142	GluRIIE|NP_001036733.1|DMEL	LOC108155818|XP_017142394.1|DMIR
OG0001143	Adh|NP_001027266.1|DMEL	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR
OG0001144	CG34457|NP_001097339.1|DMEL	LOC108160531|XP_017150082.1|DMIR
OG0001145	GstT1|NP_610509.2|DMEL	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR
OG0001145	GstT2|NP_724816.3|DMEL	LOC108158813|XP_017146991.1|DMIR
OG0001146	CG10859|NP_609651.1|DMEL	LOC108164258|XP_017155387.1|DMIR
OG0001146	CG1571|NP_572435.1|DMEL	LOC108164850|XP_017156266.1|DMIR
OG0001147	CG34002|NP_001034029.2|DMEL	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR
OG0001148	CG16704|NP_608797.1|DMEL	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR
OG0001149	CG8539|NP_648130.2|DMEL	LOC108151606|XP_017135781.1|DMIR
OG0001150	CG4250|NP_001246468.1|DMEL	LOC108160495|XP_033247060.1|DMIR
OG0001151	CG17751|NP_650816.3|DMEL, CG17752|NP_650817.1|DMEL	LOC108153847|XP_033245344.1|DMIR
OG0001152	CG16898|NP_611452.2|DMEL, CG33301|NP_001285793.1|DMEL	LOC108157391|XP_017144921.1|DMIR
OG0001153	TBPH|NP_477400.1|DMEL	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	Ndf|NP_001188767.1|DMEL	LOC108163388|XP_017154132.1|DMIR
OG0001155	Pat1|NP_572328.1|DMEL	LOC108162857|XP_017153295.1|DMIR
OG0001157	Ace|NP_476953.1|DMEL	LOC108156800|XP_017143970.1|DMIR
OG0001158	cl|NP_608930.1|DMEL	LOC108161836|XP_017151684.1|DMIR
OG0001159	Ptp99A|NP_651691.4|DMEL	LOC108155766|XP_017142301.1|DMIR
OG0001160	CG2767|NP_649757.1|DMEL	LOC108154723|XP_017140574.1|DMIR
OG0001161	rdx|NP_650326.3|DMEL	LOC108154937|XP_017140915.2|DMIR
OG0001162	by|NP_649901.1|DMEL	LOC108154099|XP_017139709.1|DMIR
OG0001163	B52|NP_788671.2|DMEL	LOC108155132|XP_017141268.1|DMIR
OG0001164	CG13408|NP_651007.1|DMEL	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR
OG0001165	yellow-d|NP_523820.2|DMEL	LOC108160534|XP_033246198.1|DMIR
OG0001166	Svil|NP_001286919.1|DMEL	LOC108165524|XP_017157069.1|DMIR
OG0001167	CG12911|NP_001286280.1|DMEL	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	CG5726|NP_611304.1|DMEL	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	CG5162|NP_573202.1|DMEL	LOC108164973|XP_017156477.1|DMIR
OG0001170	CG17083|NP_651139.1|DMEL	LOC108155887|XP_017142516.1|DMIR
OG0001171	Fhos|NP_001261599.1|DMEL	LOC108152288|XP_017136995.1|DMIR
OG0001172	clt|NP_536784.1|DMEL	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	CG11550|NP_651882.1|DMEL	LOC108154895|XP_033245245.1|DMIR
OG0001174	Tnpo|NP_477368.1|DMEL	LOC108165485|XP_017157027.1|DMIR
OG0001175	P32|NP_611243.1|DMEL	LOC108159805|XP_017148863.1|DMIR
OG0001176	tej|NP_610950.2|DMEL	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	dl|NP_724054.1|DMEL	LOC108162807|XP_033248563.1|DMIR
OG0001178	Cib2|NP_611523.3|DMEL	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	qvr|NP_001137646.1|DMEL	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
OG0001180	Crk|NP_651908.1|DMEL	LOC108164427|XP_017155596.1|DMIR
OG0001181	FucTA|NP_648754.2|DMEL	LOC108151409|XP_017135485.1|DMIR
OG0001182	Irk2|NP_001287485.1|DMEL	LOC117187217|XP_033245309.1|DMIR
OG0001183	Jupiter|NP_731599.1|DMEL	LOC108156255|XP_033244626.1|DMIR
OG0001184	sr|NP_001262693.1|DMEL	LOC108157195|XP_017144614.1|DMIR
OG0001185	Tm1|NP_732006.2|DMEL	LOC108155320|XP_017141530.1|DMIR
OG0001186	Taf7|NP_649748.1|DMEL	LOC108154853|XP_017140763.1|DMIR
OG0001187	CG10151|NP_001137670.1|DMEL	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR
OG0001188	CG8785|NP_610804.1|DMEL	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR
OG0001189	CG9896|NP_611745.1|DMEL	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR
OG0001190	CG17167|NP_001015257.2|DMEL	LOC108165140|XP_017156694.1|DMIR
OG0001191	borr|NP_723450.1|DMEL	LOC108163235|XP_017153882.1|DMIR
OG0001192	CG17376|NP_001285690.1|DMEL	LOC108163206|XP_017153847.1|DMIR
OG0001192	CG17377|NP_723220.2|DMEL	LOC108164197|XP_017155309.1|DMIR
OG0001193	RpS20|NP_524421.1|DMEL	LOC108155671|XP_017142123.1|DMIR
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR
OG0001195	CG30371|NP_610370.1|DMEL	LOC108158185|XP_017145892.1|DMIR
OG0001196	CG2694|NP_726827.1|DMEL, CG11322|NP_609071.2|DMEL	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR
OG0001197	CG13978|NP_651562.2|DMEL, CG4907|NP_651086.1|DMEL	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR
OG0001198	Qsox3|NP_650997.1|DMEL, Qsox2|NP_650998.1|DMEL	LOC117187321|XP_033245609.1|DMIR, LOC108151162|XP_017135081.1|DMIR
OG0001200	ApepP|NP_477409.1|DMEL	LOC108154152|XP_017139796.1|DMIR
OG0001201	tobi|NP_651391.1|DMEL	LOC108157227|XP_017144673.1|DMIR
OG0001202	FucTC|NP_001036320.3|DMEL	LOC108160362|XP_017149833.1|DMIR
OG0001203	toy|NP_001368990.1|DMEL	LOC108164475|XP_017155716.1|DMIR
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC108163159|XP_017153768.2|DMIR
OG0001205	Snm1|NP_649548.1|DMEL	LOC108155961|XP_017142623.1|DMIR
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC108155914|XP_017142549.1|DMIR
OG0001207	Trf2|NP_001096905.1|DMEL	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR
OG0001208	Cht6|NP_001245598.1|DMEL	LOC108164581|XP_017155898.1|DMIR
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC108154331|XP_017140082.1|DMIR
OG0001210	NetA|NP_511154.3|DMEL	LOC108162800|XP_017153196.1|DMIR
OG0001212	CtsB1|NP_572920.1|DMEL	LOC108164733|XP_017156114.1|DMIR
OG0001213	Pxt|NP_650648.3|DMEL	LOC108164816|XP_017156226.1|DMIR
OG0001214	Nup133|NP_651080.2|DMEL	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR
OG0001215	CG1213|NP_649599.1|DMEL	LOC108157521|XP_017145113.1|DMIR
OG0001216	Meltrin|NP_001027575.1|DMEL	LOC108156383|XP_017143288.1|DMIR
OG0001217	Ir40a|NP_610140.4|DMEL	LOC108161214|XP_033248812.1|DMIR
OG0001218	bb8|NP_651140.1|DMEL	LOC108153767|XP_017139395.1|DMIR, LOC108155888|XP_017142517.1|DMIR
OG0001220	Gadd45|NP_610264.1|DMEL	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR
OG0001221	CG11159|NP_611505.1|DMEL	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR
OG0001222	wat|NP_651652.2|DMEL	LOC108157434|XP_017144977.1|DMIR
OG0001223	CG3107|NP_001036470.1|DMEL	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR
OG0001224	Sod2|NP_476925.1|DMEL	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR
OG0001225	Aldh-III|NP_724562.2|DMEL	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR
OG0001226	Fpps|NP_477380.1|DMEL	LOC108159714|XP_017148723.1|DMIR
OG0001227	Gr28b|NP_995642.1|DMEL	LOC108161474|XP_033249823.1|DMIR
OG0001229	CG41520|NP_001104019.1|DMEL	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR
OG0001230	CG8060|NP_611117.2|DMEL	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR
OG0001231	Tif-IA|NP_788084.1|DMEL	LOC108161913|XP_017151814.1|DMIR
OG0001232	CG12560|NP_609173.2|DMEL	LOC108163486|XP_017154287.1|DMIR
OG0001233	CG46025|NP_001303313.1|DMEL	LOC108162942|XP_017153422.1|DMIR
OG0001234	Prosbeta1|NP_652031.2|DMEL	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR
OG0001235	nAChRbeta3|NP_525098.1|DMEL	LOC108163988|XP_017155042.1|DMIR
OG0001236	Spn77Ba|NP_649205.3|DMEL	LOC108151625|XP_017135813.1|DMIR
OG0001237	CG4538|NP_001287413.1|DMEL	LOC108154801|XP_017140688.1|DMIR
OG0001238	gro|NP_996298.1|DMEL	LOC108155059|XP_017141132.1|DMIR
OG0001240	CG6142|NP_651466.1|DMEL	LOC108157833|XP_017145525.1|DMIR
OG0001241	CG8501|NP_610771.2|DMEL	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR
OG0001242	Pp4-19C|NP_524803.1|DMEL	LOC108153068|XP_017138340.1|DMIR
OG0001243	Lon|NP_730435.2|DMEL	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR
OG0001244	CG7886|NP_650378.1|DMEL	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR
OG0001245	Ir92a|NP_001097845.2|DMEL	LOC108153934|XP_017139520.1|DMIR
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC117188431|XP_033248200.1|DMIR
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR
OG0001248	GNBP3|NP_523986.2|DMEL	LOC108152264|XP_017136968.1|DMIR
OG0001249	mof|NP_511051.1|DMEL	LOC108154906|XP_017140851.1|DMIR
OG0001251	alpha-Est4|NP_524266.1|DMEL	LOC108155687|XP_017142146.1|DMIR
OG0001252	Nepl20|NP_651645.1|DMEL, Nepl21|NP_651646.2|DMEL	LOC108155244|XP_017141424.2|DMIR
OG0001253	CG8490|NP_610762.2|DMEL	LOC108160739|XP_017150419.1|DMIR, LOC117191754|XP_033252424.1|DMIR
OG0001254	CG13438|NP_611510.1|DMEL	LOC117191662|XP_033252359.1|DMIR, LOC117191947|XP_033252584.1|DMIR, LOC117191248|XP_033252056.1|DMIR, LOC108158323|XP_017146052.1|DMIR
OG0001255	CG11125|NP_610280.1|DMEL	LOC117186074|XP_033242033.1|DMIR, LOC108152346|XP_017137099.2|DMIR, LOC108160555|XP_017150116.2|DMIR, LOC117191443|XP_033252200.1|DMIR, LOC117187946|XP_033246837.1|DMIR, LOC108165607|XP_017157173.1|DMIR
OG0001256	CG32271|NP_728833.1|DMEL	LOC108165228|XP_033242595.1|DMIR
OG0001256	CG3650|NP_611971.1|DMEL	LOC108158023|XP_017145655.1|DMIR
OG0001257	unc-13|NP_001245427.1|DMEL	LOC108164394|XP_033250161.1|DMIR
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC108155808|XP_017142377.1|DMIR
OG0001259	Klp3A|NP_525053.1|DMEL	LOC108162699|XP_017153045.1|DMIR
OG0001260	CAH7|NP_649979.1|DMEL	LOC108157135|XP_017144525.1|DMIR
OG0001261	Ntf-2r|NP_609878.1|DMEL	LOC108161346|XP_017151072.1|DMIR
OG0001261	Ntf-2|NP_608422.1|DMEL	LOC108162253|XP_017152393.1|DMIR
OG0001262	FoxK|NP_001261701.1|DMEL	LOC108152429|XP_033242401.1|DMIR
OG0001263	CycB3|NP_651303.2|DMEL	LOC108155349|XP_017141597.2|DMIR
OG0001264	CG10019|NP_001368961.1|DMEL	LOC108164151|XP_017155244.2|DMIR
OG0001265	prage|NP_001188528.1|DMEL	LOC108157372|XP_033247158.1|DMIR
OG0001266	rad50|NP_001246461.1|DMEL	LOC108159856|XP_017148944.1|DMIR
OG0001267	CG7084|NP_651016.1|DMEL	LOC108154761|XP_017140631.1|DMIR
OG0001268	CG7691|NP_650728.1|DMEL	LOC108157422|XP_017144961.1|DMIR
OG0001269	wal|NP_476975.1|DMEL	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR
OG0001270	CG2926|NP_649554.1|DMEL	LOC108155145|XP_017141288.1|DMIR
OG0001271	CG12920|NP_610550.1|DMEL	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR
OG0001272	mu2|NP_523887.2|DMEL	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR
OG0001273	Eh|NP_524386.1|DMEL	LOC108154575|XP_017140364.1|DMIR
OG0001274	Cyp305a1|NP_649151.1|DMEL	LOC108151717|XP_017135977.1|DMIR
OG0001275	sbm|NP_727785.1|DMEL	LOC108164532|XP_017155815.1|DMIR
OG0001276	Mul1|NP_647847.1|DMEL	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR
OG0001277	Or63a|NP_523895.2|DMEL	LOC108152716|XP_017137739.1|DMIR
OG0001278	Prps|NP_729528.2|DMEL	LOC108152532|XP_017137428.1|DMIR
OG0001279	RpS17|NP_524002.1|DMEL	LOC108153003|XP_017138233.1|DMIR
OG0001280	CG13876|NP_612009.1|DMEL	LOC108151532|XP_017135674.1|DMIR
OG0001281	Cpr62Bb|NP_001137869.1|DMEL	LOC108150821|XP_017134617.1|DMIR
OG0001282	CG3165|NP_608732.1|DMEL	LOC108163644|XP_017154543.1|DMIR
OG0001283	CG8414|NP_611084.2|DMEL	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR
OG0001284	Scp1|NP_001263160.1|DMEL	LOC117188987|XP_033249676.1|DMIR
OG0001285	Gale|NP_612044.1|DMEL	LOC108152026|XP_017136496.1|DMIR
OG0001286	CG31676|NP_652593.3|DMEL	LOC108164105|XP_017155185.1|DMIR
OG0001287	CG31344|NP_650433.1|DMEL	LOC108155154|XP_017141303.2|DMIR
OG0001288	Pkg21D|NP_477213.1|DMEL	LOC108163582|XP_017154443.1|DMIR
OG0001289	CG33511|NP_001014492.2|DMEL	LOC108161385|XP_017151123.2|DMIR
OG0001290	Msp300|NP_001188695.1|DMEL	LOC108161745|XP_033249429.1|DMIR
OG0001291	Nap1|NP_477128.1|DMEL	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR
OG0001292	Pgant9|NP_001097342.1|DMEL	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR
OG0001293	mRpL33|NP_524981.2|DMEL	LOC108164588|XP_017155903.1|DMIR
OG0001294	Kap-alpha3|NP_731377.1|DMEL	LOC108156837|XP_017144035.1|DMIR
OG0001295	CCT6|NP_573066.1|DMEL	LOC108162367|XP_017152569.1|DMIR
OG0001296	Ugt50B3|NP_001260710.1|DMEL	LOC108160067|XP_017149306.1|DMIR
OG0001297	Saf-B|NP_733041.2|DMEL	LOC108154764|XP_017140635.1|DMIR
OG0001298	SIFaR|NP_001163674.1|DMEL	LOC108155192|XP_017141353.1|DMIR
OG0001299	Con|NP_001246635.1|DMEL	LOC108153385|XP_033242955.1|DMIR
OG0001300	Tctp|NP_650048.1|DMEL	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR
OG0001301	CG11236|NP_609075.1|DMEL	LOC108164204|XP_017155323.1|DMIR
OG0001302	CG8654|NP_611451.1|DMEL	LOC108160735|XP_033254209.1|DMIR
OG0001303	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL	LOC108156496|XP_017143478.1|DMIR
OG0001304	RN-tre|NP_652381.1|DMEL	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR
OG0001305	CRMP|NP_730954.2|DMEL	LOC108155146|XP_017141290.1|DMIR
OG0001306	modSP|NP_536776.2|DMEL	LOC108156304|XP_017143181.1|DMIR
OG0001307	Rcc1|NP_523943.1|DMEL	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR
OG0001308	CG2924|NP_569994.1|DMEL	LOC108161191|XP_017150911.1|DMIR
OG0001309	CG14882|NP_650544.1|DMEL	LOC108155099|XP_017141216.1|DMIR
OG0001310	CG9572|NP_608372.1|DMEL	LOC108165010|XP_017156534.1|DMIR
OG0001311	Bx|NP_001259687.1|DMEL	LOC108159813|XP_017148876.1|DMIR
OG0001312	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL	LOC108165290|XP_017156814.1|DMIR
OG0001313	SMC2|NP_610995.1|DMEL	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR
OG0001314	GatC|NP_001027263.1|DMEL	LOC108163160|XP_017153769.1|DMIR
OG0001315	CG4325|NP_569969.1|DMEL	LOC108164631|XP_017155968.1|DMIR
OG0001316	CG10916|NP_611303.1|DMEL	LOC108159479|XP_017148296.1|DMIR
OG0001317	yuri|NP_723903.3|DMEL	LOC117189330|XP_033250367.1|DMIR, LOC117191403|XP_033252174.1|DMIR, LOC117191719|XP_033252396.1|DMIR, LOC117190822|XP_033251751.1|DMIR, LOC117189366|XP_033250385.1|DMIR, LOC117189387|XP_033250399.1|DMIR, LOC117189386|XP_033250398.1|DMIR, LOC117189391|XP_033250402.1|DMIR, LOC117192103|XP_033252694.1|DMIR, LOC108163380|XP_033249023.1|DMIR
OG0001318	CG9641|NP_608731.1|DMEL	LOC108156132|XP_017142934.1|DMIR
OG0001319	CG31769|NP_723866.2|DMEL, CG15293|NP_609702.1|DMEL	LOC108164003|XP_017155066.2|DMIR
OG0001320	salto|NP_610756.2|DMEL	LOC108164985|XP_033252212.1|DMIR, LOC108159316|XP_017147979.1|DMIR, LOC108165173|XP_017156734.2|DMIR, LOC108156364|XP_033244728.1|DMIR
OG0001321	CG15098|NP_611379.2|DMEL	LOC108160662|XP_017150292.1|DMIR, LOC117189817|XP_033250766.1|DMIR
OG0001322	CG6813|NP_001163590.1|DMEL	LOC108154695|XP_017140533.2|DMIR
OG0001322	CG14667|NP_001014607.1|DMEL	LOC108156161|XP_017142978.1|DMIR
OG0001323	CG43773|NP_001137789.1|DMEL, CG43774|NP_608816.2|DMEL	LOC108161602|XP_017151379.1|DMIR
OG0001324	CG6380|NP_609833.1|DMEL	LOC108161468|XP_017151224.2|DMIR, LOC117186476|XP_033243242.1|DMIR, LOC117186377|XP_033242985.1|DMIR, LOC117186379|XP_033242986.1|DMIR, LOC117186470|XP_033243228.1|DMIR, LOC117186471|XP_033243229.1|DMIR, LOC117186466|XP_033243225.1|DMIR, LOC108165454|XP_033243226.1|DMIR, LOC117186469|XP_033243227.1|DMIR, LOC108153551|XP_017139110.2|DMIR, LOC108165452|XP_033242983.1|DMIR
OG0001325	CG31454|NP_731250.1|DMEL, CG31259|NP_731251.1|DMEL	LOC108157776|XP_017145455.1|DMIR
OG0001326	Fer2LCH|NP_001263106.1|DMEL	LOC108156454|XP_033244788.1|DMIR
OG0001328	CycD|NP_523355.2|DMEL	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR
OG0001329	CG9723|NP_573142.1|DMEL	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR
OG0001330	mud|NP_727769.3|DMEL	LOC108154454|XP_033252854.1|DMIR
OG0001331	CG14780|NP_569920.2|DMEL	LOC108151464|XP_017135574.1|DMIR
OG0001332	CG16700|NP_573191.1|DMEL	LOC108161729|XP_017151545.1|DMIR
OG0001333	OtopLb|NP_608758.1|DMEL	LOC108163846|XP_017154852.2|DMIR
OG0001334	CDase|NP_651797.1|DMEL	LOC108157355|XP_017144864.1|DMIR
OG0001335	Ect3|NP_650142.1|DMEL	LOC108155421|XP_033245279.1|DMIR
OG0001337	Ubr1|NP_573184.1|DMEL	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR
OG0001338	Sply|NP_652032.1|DMEL	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR
OG0001339	Lac|NP_523713.2|DMEL	LOC108160348|XP_033246468.1|DMIR
OG0001340	Dbp80|NP_001263168.1|DMEL	LOC108157005|XP_033244823.1|DMIR
OG0001341	CG13630|NP_651281.1|DMEL	LOC108157206|XP_017144643.1|DMIR
OG0001342	Mgat2|NP_651763.4|DMEL	LOC108155391|XP_017141661.1|DMIR
OG0001343	Osi10a|NP_001368940.1|DMEL, Osi10b|NP_001368993.1|DMEL	LOC108153926|XP_017139510.1|DMIR
OG0001344	5-HT7|NP_524599.1|DMEL	LOC108156426|XP_017143368.1|DMIR
OG0001345	CG12811|NP_649972.1|DMEL	LOC108156774|XP_017143930.1|DMIR
OG0001346	CG16734|NP_649872.2|DMEL	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR
OG0001347	CG14613|NP_608463.1|DMEL	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR
OG0001348	Rai1|NP_996492.1|DMEL	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR
OG0001349	CG7120|NP_001246667.1|DMEL	LOC108152696|XP_017137692.1|DMIR
OG0001350	CG7560|NP_648462.1|DMEL	LOC108152200|XP_033243591.1|DMIR
OG0001351	CG12129|NP_610545.1|DMEL	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR
OG0001352	Src42A|NP_610191.2|DMEL	LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR
OG0001353	CG7272|NP_648768.1|DMEL	LOC108152722|XP_017137748.1|DMIR
OG0001354	retn|NP_788434.1|DMEL	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR
OG0001355	RpS24|NP_611693.1|DMEL	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR
OG0001356	Tpc1|NP_650034.1|DMEL	LOC108157060|XP_017144379.1|DMIR
OG0001357	Mcad|NP_648149.1|DMEL	LOC108151814|XP_017136157.1|DMIR
OG0001358	ftz-f1|NP_524143.2|DMEL	LOC108152843|XP_017137940.1|DMIR
OG0001359	Spn27A|NP_652024.1|DMEL	LOC108162155|XP_017152222.1|DMIR
OG0001360	eIF3j|NP_610541.1|DMEL	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR
OG0001361	CNMaR|NP_001027122.2|DMEL	LOC108151437|XP_017135536.1|DMIR
OG0001362	Ubc4|NP_524010.2|DMEL	LOC108152534|XP_017137432.1|DMIR
OG0001363	Vha13|NP_477437.1|DMEL	LOC108157465|XP_017145032.1|DMIR
OG0001364	luna|NP_001260879.1|DMEL	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR
OG0001365	BI-1|NP_648205.1|DMEL	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR
OG0001366	CG7504|NP_001137907.1|DMEL	LOC108151749|XP_017136075.2|DMIR, LOC108154889|XP_017140822.2|DMIR
OG0001367	CG33143|NP_001368934.1|DMEL	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR
