Orthogroup	DMEL.longest_only	DPER.longest_only
OG0001120	p53|NP_996267.1|DMEL	LOC6598804|XP_026851183.1|DPER
OG0001122	Aplip1|NP_728573.1|DMEL	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL	LOC6588595|XP_026850803.1|DPER
OG0001125	MFS9|NP_650889.1|DMEL	LOC6587936|XP_002013333.1|DPER
OG0001126	sif|NP_001261446.1|DMEL	LOC6600320|XP_026849097.1|DPER
OG0001127	obst-G|NP_648529.1|DMEL	LOC6596010|XP_002020999.1|DPER
OG0001128	dpr13|NP_001033956.2|DMEL	LOC6590181|XP_002016334.2|DPER
OG0001129	CG9044|NP_001260114.1|DMEL	LOC6588784|XP_026843915.1|DPER
OG0001130	TbCMF46|NP_609325.2|DMEL	LOC6589276|XP_002014454.1|DPER
OG0001130	Ppr-Y|NP_001015502.3|DMEL	LOC6602924|XP_002027947.2|DPER
OG0001131	gw|NP_726596.1|DMEL	LOC6601989|XP_026846838.1|DPER
OG0001133	spir|NP_724254.1|DMEL	LOC6596614|XP_026843742.1|DPER
OG0001134	hrg|NP_001261097.1|DMEL	LOC6590624|XP_026841099.1|DPER
OG0001135	CG3061|NP_650328.1|DMEL	LOC6588013|XP_002013605.1|DPER
OG0001136	pum|NP_731314.1|DMEL	LOC6592073|XP_002017522.1|DPER
OG0001137	CG11693|NP_001246985.1|DMEL	LOC6588247|XP_002013400.1|DPER
OG0001138	galene|NP_612084.1|DMEL	LOC6601036|XP_026849753.1|DPER
OG0001139	CG11263|NP_648618.1|DMEL	LOC6602846|XP_002027875.1|DPER
OG0001140	CG31161|NP_732772.2|DMEL, CCY|NP_001303589.1|DMEL	LOC6594883|XP_026843503.1|DPER
OG0001141	CG15695|NP_650920.3|DMEL	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER
OG0001142	GluRIID|NP_651982.1|DMEL	LOC6598694|XP_002023948.1|DPER
OG0001142	GluRIIE|NP_001036733.1|DMEL	LOC6598693|XP_026851074.1|DPER
OG0001143	Adh|NP_001027266.1|DMEL	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER
OG0001144	CG34457|NP_001097339.1|DMEL	LOC6601600|XP_002026621.1|DPER
OG0001145	GstT1|NP_610509.2|DMEL	LOC6593094|XP_002017725.1|DPER
OG0001145	GstT2|NP_724816.3|DMEL	LOC6593095|XP_002017726.1|DPER
OG0001146	CG10859|NP_609651.1|DMEL	LOC6593715|XP_002018894.2|DPER
OG0001146	CG1571|NP_572435.1|DMEL	LOC6599979|XP_002025168.1|DPER
OG0001147	CG34002|NP_001034029.2|DMEL	LOC6600968|XP_002026006.1|DPER
OG0001148	CG16704|NP_608797.1|DMEL	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER
OG0001149	CG8539|NP_648130.2|DMEL	LOC6597168|XP_002022346.1|DPER
OG0001150	CG4250|NP_001246468.1|DMEL	LOC6590946|XP_026841666.1|DPER
OG0001151	CG17751|NP_650816.3|DMEL, CG17752|NP_650817.1|DMEL	LOC6594445|XP_002019910.1|DPER
OG0001152	CG16898|NP_611452.2|DMEL, CG33301|NP_001285793.1|DMEL	LOC6587711|XP_002013288.2|DPER
OG0001153	TBPH|NP_477400.1|DMEL	LOC6590367|XP_026840936.1|DPER
OG0001154	Ndf|NP_001188767.1|DMEL	LOC6589018|XP_026844895.1|DPER
OG0001155	Pat1|NP_572328.1|DMEL	LOC6599267|XP_026848269.1|DPER
OG0001157	Ace|NP_476953.1|DMEL	LOC6588527|XP_026850640.1|DPER
OG0001158	cl|NP_608930.1|DMEL	LOC6593710|XP_002018634.2|DPER
OG0001159	Ptp99A|NP_651691.4|DMEL	LOC6594979|XP_026841100.1|DPER
OG0001160	CG2767|NP_649757.1|DMEL	LOC6587327|XP_002014020.1|DPER
OG0001161	rdx|NP_650326.3|DMEL	LOC6588637|XP_026851202.1|DPER
OG0001162	by|NP_649901.1|DMEL	LOC6592142|XP_002017278.1|DPER
OG0001163	B52|NP_788671.2|DMEL	LOC6588545|XP_026843729.1|DPER
OG0001164	CG13408|NP_651007.1|DMEL	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER
OG0001165	yellow-d|NP_523820.2|DMEL	LOC6593163|XP_002018177.1|DPER
OG0001166	Svil|NP_001286919.1|DMEL	LOC6601181|XP_026848214.1|DPER
OG0001167	CG12911|NP_001286280.1|DMEL	LOC6590526|XP_002016455.2|DPER
OG0001168	CG5726|NP_611304.1|DMEL	LOC6593148|XP_002018525.1|DPER
OG0001169	CG5162|NP_573202.1|DMEL	LOC6598450|XP_002023577.1|DPER
OG0001170	CG17083|NP_651139.1|DMEL	LOC6588034|XP_002014103.2|DPER
OG0001171	Fhos|NP_001261599.1|DMEL	LOC6602498|XP_026848757.1|DPER
OG0001172	clt|NP_536784.1|DMEL	LOC6590757|XP_002016149.1|DPER, LOC6590759|XP_002016151.1|DPER
OG0001173	CG11550|NP_651882.1|DMEL	LOC6588636|XP_002013183.1|DPER
OG0001174	Tnpo|NP_477368.1|DMEL	LOC6599464|XP_002024613.2|DPER
OG0001175	P32|NP_611243.1|DMEL	LOC6592666|XP_002018390.1|DPER
OG0001176	tej|NP_610950.2|DMEL	LOC6594907|XP_002020507.1|DPER, LOC6600881|XP_026842637.1|DPER
OG0001177	dl|NP_724054.1|DMEL	LOC6589351|XP_026844960.1|DPER
OG0001178	Cib2|NP_611523.3|DMEL	LOC6593081|XP_002017894.2|DPER
OG0001179	qvr|NP_001137646.1|DMEL	LOC6590510|XP_026841353.1|DPER
OG0001180	Crk|NP_651908.1|DMEL	LOC6602021|XP_002027032.1|DPER
OG0001181	FucTA|NP_648754.2|DMEL	LOC6596938|XP_026845636.1|DPER
OG0001182	Irk2|NP_001287485.1|DMEL	LOC6595106|XP_026840159.1|DPER
OG0001183	Jupiter|NP_731599.1|DMEL	LOC6594123|XP_026847707.1|DPER, LOC113567100|XP_026850078.1|DPER
OG0001184	sr|NP_001262693.1|DMEL	LOC6594087|XP_026850354.1|DPER
OG0001186	Taf7|NP_649748.1|DMEL	LOC6594162|XP_026850760.1|DPER
OG0001187	CG10151|NP_001137670.1|DMEL	LOC6591203|XP_026841640.1|DPER
OG0001188	CG8785|NP_610804.1|DMEL	LOC6590799|XP_026840771.1|DPER
OG0001189	CG9896|NP_611745.1|DMEL	LOC6600978|XP_002025874.1|DPER
OG0001190	CG17167|NP_001015257.2|DMEL	LOC113566589|XP_026848680.1|DPER
OG0001191	borr|NP_723450.1|DMEL	LOC6593467|XP_026843850.1|DPER
OG0001192	CG17376|NP_001285690.1|DMEL	LOC6593970|XP_002018955.1|DPER
OG0001192	CG17377|NP_723220.2|DMEL	LOC6593634|XP_026843545.1|DPER
OG0001193	RpS20|NP_524421.1|DMEL	LOC6587656|XP_002013700.1|DPER
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL	LOC6598143|XP_026846234.1|DPER
OG0001195	CG30371|NP_610370.1|DMEL	LOC6591073|XP_002015711.1|DPER
OG0001196	CG2694|NP_726827.1|DMEL, CG11322|NP_609071.2|DMEL	LOC6598578|XP_002023641.2|DPER
OG0001197	CG13978|NP_651562.2|DMEL, CG4907|NP_651086.1|DMEL	LOC6591498|XP_002016882.2|DPER, LOC6587174|XP_002013062.1|DPER
OG0001198	Qsox3|NP_650997.1|DMEL, Qsox2|NP_650998.1|DMEL	LOC6587882|XP_026842681.1|DPER, LOC6602405|XP_002027410.2|DPER
OG0001200	ApepP|NP_477409.1|DMEL	LOC6591858|XP_002016792.2|DPER
OG0001201	tobi|NP_651391.1|DMEL	LOC6594043|XP_002019650.1|DPER
OG0001202	FucTC|NP_001036320.3|DMEL	LOC6597838|XP_026846515.1|DPER
OG0001203	toy|NP_001368990.1|DMEL	LOC6603490|XP_002028472.1|DPER
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC6598020|XP_002023212.2|DPER
OG0001205	Snm1|NP_649548.1|DMEL	LOC6592049|XP_026851188.1|DPER
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC6588035|XP_026840035.1|DPER
OG0001207	Trf2|NP_001096905.1|DMEL	LOC6588087|XP_002012832.1|DPER, LOC113566278|XP_026847043.1|DPER, LOC6597721|XP_026847063.1|DPER
OG0001208	Cht6|NP_001245598.1|DMEL	LOC6597907|XP_026847000.1|DPER
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC6587357|XP_002013858.1|DPER
OG0001210	NetA|NP_511154.3|DMEL	LOC6598194|XP_026846241.1|DPER
OG0001212	CtsB1|NP_572920.1|DMEL	LOC6598439|XP_026848644.1|DPER
OG0001213	Pxt|NP_650648.3|DMEL	LOC6600758|XP_026848631.1|DPER
OG0001214	Nup133|NP_651080.2|DMEL	LOC6600818|XP_002025885.1|DPER, LOC113566336|XP_026847380.1|DPER, LOC6599803|XP_002024973.2|DPER
OG0001215	CG1213|NP_649599.1|DMEL	LOC6587433|XP_026848669.1|DPER
OG0001216	Meltrin|NP_001027575.1|DMEL	LOC6587971|XP_026843110.1|DPER
OG0001217	Ir40a|NP_610140.4|DMEL	LOC6593892|XP_002019071.1|DPER
OG0001218	bb8|NP_651140.1|DMEL	LOC6603754|XP_026849088.1|DPER, LOC6587982|XP_002014104.2|DPER
OG0001220	Gadd45|NP_610264.1|DMEL	LOC6591213|XP_026841245.1|DPER
OG0001221	CG11159|NP_611505.1|DMEL	LOC6592481|XP_026842712.1|DPER
OG0001222	wat|NP_651652.2|DMEL	LOC6587179|XP_002013643.1|DPER
OG0001223	CG3107|NP_001036470.1|DMEL	LOC6590164|XP_002015389.2|DPER
OG0001224	Sod2|NP_476925.1|DMEL	LOC6601586|XP_002026607.1|DPER
OG0001225	Aldh-III|NP_724562.2|DMEL	LOC6602060|XP_026840845.1|DPER
OG0001226	Fpps|NP_477380.1|DMEL	LOC6592826|XP_002017755.1|DPER
OG0001229	CG41520|NP_001104019.1|DMEL	LOC6603316|XP_026841426.1|DPER
OG0001230	CG8060|NP_611117.2|DMEL	LOC6590100|XP_002015985.1|DPER
OG0001231	Tif-IA|NP_788084.1|DMEL	LOC6597925|XP_026843245.1|DPER
OG0001232	CG12560|NP_609173.2|DMEL	LOC6589561|XP_002015270.1|DPER
OG0001233	CG46025|NP_001303313.1|DMEL	LOC6589891|XP_002014628.1|DPER
OG0001234	Prosbeta1|NP_652031.2|DMEL	LOC6600900|XP_002025964.1|DPER
OG0001235	nAChRbeta3|NP_525098.1|DMEL	LOC6588980|XP_026844327.1|DPER
OG0001236	Spn77Ba|NP_649205.3|DMEL	LOC6595980|XP_026845457.1|DPER
OG0001237	CG4538|NP_001287413.1|DMEL	LOC6594523|XP_002019465.2|DPER
OG0001238	gro|NP_996298.1|DMEL	LOC6591680|XP_002016895.1|DPER
OG0001240	CG6142|NP_651466.1|DMEL	LOC6591499|XP_002016883.1|DPER
OG0001241	CG8501|NP_610771.2|DMEL	LOC6590221|XP_002016534.1|DPER
OG0001242	Pp4-19C|NP_524803.1|DMEL	LOC6599926|XP_002025054.1|DPER
OG0001243	Lon|NP_730435.2|DMEL	LOC6597383|XP_026846461.1|DPER, LOC6595076|XP_002020340.2|DPER, LOC6602358|XP_026848594.1|DPER
OG0001244	CG7886|NP_650378.1|DMEL	LOC6599450|XP_026847183.1|DPER, LOC6588658|XP_026841821.1|DPER
OG0001245	Ir92a|NP_001097845.2|DMEL	LOC6587672|XP_026851034.1|DPER
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC6590383|XP_002015649.1|DPER
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC113565131|XP_026841783.1|DPER
OG0001248	GNBP3|NP_523986.2|DMEL	LOC6600583|XP_026847593.1|DPER
OG0001249	mof|NP_511051.1|DMEL	LOC6600379|XP_026848369.1|DPER
OG0001251	alpha-Est4|NP_524266.1|DMEL	LOC6594354|XP_002019533.1|DPER
OG0001252	Nepl20|NP_651645.1|DMEL, Nepl21|NP_651646.2|DMEL	LOC6587596|XP_002013543.1|DPER
OG0001253	CG8490|NP_610762.2|DMEL	LOC6591287|XP_002015803.2|DPER
OG0001254	CG13438|NP_611510.1|DMEL	LOC6593265|XP_002017916.2|DPER
OG0001255	CG11125|NP_610280.1|DMEL	LOC6602601|XP_002027600.1|DPER, LOC6596891|XP_026845893.1|DPER, LOC6590652|XP_026840623.1|DPER, LOC113565081|XP_026841397.1|DPER, LOC6596790|XP_002021906.1|DPER
OG0001256	CG32271|NP_728833.1|DMEL	LOC6596208|XP_002021276.1|DPER
OG0001256	CG3650|NP_611971.1|DMEL	LOC6592288|XP_002018407.2|DPER
OG0001257	unc-13|NP_001245427.1|DMEL	LOC6603482|XP_026846876.1|DPER
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC6588266|XP_002013396.1|DPER
OG0001259	Klp3A|NP_525053.1|DMEL	LOC113566183|XP_026846404.1|DPER, LOC6597439|XP_002022481.2|DPER, LOC6597389|XP_002022483.2|DPER
OG0001260	CAH7|NP_649979.1|DMEL	LOC6598740|XP_026851087.1|DPER
OG0001261	Ntf-2|NP_608422.1|DMEL	LOC6597895|XP_026846981.1|DPER
OG0001262	FoxK|NP_001261701.1|DMEL	LOC6598978|XP_026847773.1|DPER
OG0001263	CycB3|NP_651303.2|DMEL	LOC6595286|XP_002020352.2|DPER
OG0001264	CG10019|NP_001368961.1|DMEL	LOC6588996|XP_026844088.1|DPER
OG0001265	prage|NP_001188528.1|DMEL	LOC6600029|XP_026849239.1|DPER
OG0001266	rad50|NP_001246461.1|DMEL	LOC6592385|XP_026841792.1|DPER
OG0001267	CG7084|NP_651016.1|DMEL	LOC113567334|XP_026850591.1|DPER
OG0001268	CG7691|NP_650728.1|DMEL	LOC6588279|XP_002013836.1|DPER
OG0001269	wal|NP_476975.1|DMEL	LOC6600917|XP_002026045.1|DPER
OG0001270	CG2926|NP_649554.1|DMEL	LOC6592058|XP_026840176.1|DPER
OG0001271	CG12920|NP_610550.1|DMEL	LOC6590150|XP_002016317.1|DPER
OG0001272	mu2|NP_523887.2|DMEL	LOC6595831|XP_026845264.1|DPER
OG0001273	Eh|NP_524386.1|DMEL	LOC6587540|XP_002013081.1|DPER
OG0001274	Cyp305a1|NP_649151.1|DMEL	LOC6602291|XP_002027350.1|DPER
OG0001275	sbm|NP_727785.1|DMEL	LOC6598195|XP_026846340.1|DPER
OG0001276	Mul1|NP_647847.1|DMEL	LOC6591479|XP_002017470.1|DPER, LOC6600987|XP_002026173.1|DPER, LOC6595621|XP_002020695.1|DPER
OG0001277	Or63a|NP_523895.2|DMEL	LOC113566398|XP_026847605.1|DPER
OG0001278	Prps|NP_729528.2|DMEL	LOC6601935|XP_026848743.1|DPER
OG0001279	RpS17|NP_524002.1|DMEL	LOC6599635|XP_002024745.1|DPER
OG0001280	CG13876|NP_612009.1|DMEL	LOC6601129|XP_002026056.1|DPER
OG0001281	Cpr62Bb|NP_001137869.1|DMEL	LOC6595858|XP_002021403.1|DPER
OG0001282	CG3165|NP_608732.1|DMEL	LOC6596284|XP_002021806.1|DPER
OG0001283	CG8414|NP_611084.2|DMEL	LOC6593121|XP_002017620.2|DPER
OG0001284	Scp1|NP_001263160.1|DMEL	LOC6603120|XP_026843678.1|DPER
OG0001285	Gale|NP_612044.1|DMEL	LOC6600545|XP_026847551.1|DPER
OG0001286	CG31676|NP_652593.3|DMEL	LOC6589109|XP_002015228.1|DPER
OG0001287	CG31344|NP_650433.1|DMEL	LOC6594096|XP_002019688.1|DPER
OG0001288	Pkg21D|NP_477213.1|DMEL	LOC6595699|XP_026844637.1|DPER
OG0001289	CG33511|NP_001014492.2|DMEL	LOC6593414|XP_002018593.1|DPER
OG0001290	Msp300|NP_001188695.1|DMEL	LOC6589136|XP_026844308.1|DPER
OG0001291	Nap1|NP_477128.1|DMEL	LOC6589960|XP_002015635.1|DPER
OG0001292	Pgant9|NP_001097342.1|DMEL	LOC6601597|XP_026842474.1|DPER
OG0001293	mRpL33|NP_524981.2|DMEL	LOC6597403|XP_002022495.1|DPER, LOC6597401|XP_002022493.1|DPER
OG0001294	Kap-alpha3|NP_731377.1|DMEL	LOC6591950|XP_002017494.1|DPER
OG0001295	CCT6|NP_573066.1|DMEL	LOC6600664|XP_026845149.1|DPER
OG0001296	Ugt50B3|NP_001260710.1|DMEL	LOC6590768|XP_026841539.1|DPER
OG0001297	Saf-B|NP_733041.2|DMEL	LOC6595229|XP_026851270.1|DPER
OG0001298	SIFaR|NP_001163674.1|DMEL	LOC6598769|XP_026849399.1|DPER
OG0001299	Con|NP_001246635.1|DMEL	LOC113566334|XP_026847369.1|DPER
OG0001300	Tctp|NP_650048.1|DMEL	LOC6594485|XP_002019751.1|DPER
OG0001301	CG11236|NP_609075.1|DMEL	LOC6593724|XP_002019102.1|DPER
OG0001302	CG8654|NP_611451.1|DMEL	LOC6589957|XP_026841109.1|DPER
OG0001303	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL	LOC6588563|XP_002014182.1|DPER
OG0001304	RN-tre|NP_652381.1|DMEL	LOC6602092|XP_002027137.1|DPER
OG0001305	CRMP|NP_730954.2|DMEL	LOC6592057|XP_026850520.1|DPER
OG0001306	modSP|NP_536776.2|DMEL	LOC6588483|XP_002014160.1|DPER
OG0001307	Rcc1|NP_523943.1|DMEL	LOC6602965|XP_002027976.1|DPER, LOC6594014|XP_002019636.1|DPER, LOC6602940|XP_002027991.1|DPER
OG0001308	CG2924|NP_569994.1|DMEL	LOC6600133|XP_026846662.1|DPER
OG0001309	CG14882|NP_650544.1|DMEL	LOC6592026|XP_002017298.2|DPER
OG0001310	CG9572|NP_608372.1|DMEL	LOC6597332|XP_026846497.1|DPER
OG0001311	Bx|NP_001259687.1|DMEL	LOC6601743|XP_026847066.1|DPER
OG0001312	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL	LOC6596053|XP_002021237.1|DPER
OG0001313	SMC2|NP_610995.1|DMEL	LOC6590756|XP_002016148.1|DPER
OG0001314	GatC|NP_001027263.1|DMEL	LOC6598021|XP_026843858.1|DPER
OG0001315	CG4325|NP_569969.1|DMEL	LOC6600447|XP_002025552.1|DPER
OG0001316	CG10916|NP_611303.1|DMEL	LOC6593147|XP_002018524.2|DPER
OG0001317	yuri|NP_723903.3|DMEL	LOC6604233|XP_026849996.1|DPER, LOC113566381|XP_026847482.1|DPER, LOC6596611|XP_026843217.1|DPER
OG0001318	CG9641|NP_608731.1|DMEL	LOC6592052|XP_026842396.1|DPER
OG0001319	CG31769|NP_723866.2|DMEL, CG15293|NP_609702.1|DMEL	LOC113565500|XP_026843512.1|DPER
OG0001320	salto|NP_610756.2|DMEL	LOC113566185|XP_026846456.1|DPER, LOC6591108|XP_026841473.1|DPER, LOC6588255|XP_002012899.2|DPER
OG0001321	CG15098|NP_611379.2|DMEL	LOC6590490|XP_002015759.1|DPER
OG0001322	CG6813|NP_001163590.1|DMEL	LOC6591738|XP_002017090.1|DPER
OG0001322	CG14667|NP_001014607.1|DMEL	LOC6591991|XP_002017215.2|DPER
OG0001323	CG43773|NP_001137789.1|DMEL, CG43774|NP_608816.2|DMEL	LOC6589282|XP_002014652.1|DPER
OG0001324	CG6380|NP_609833.1|DMEL	LOC6603060|XP_002028082.1|DPER, LOC6599532|XP_002024626.1|DPER, LOC6599531|XP_002024625.1|DPER, LOC113566720|XP_026849402.1|DPER
OG0001325	CG31454|NP_731250.1|DMEL, CG31259|NP_731251.1|DMEL	LOC113567319|XP_026850468.1|DPER
OG0001326	Fer2LCH|NP_001263106.1|DMEL	LOC6595334|XP_026839998.1|DPER
OG0001328	CycD|NP_523355.2|DMEL	LOC6603470|XP_002028449.2|DPER
OG0001329	CG9723|NP_573142.1|DMEL	LOC6597218|XP_026846480.1|DPER
OG0001330	mud|NP_727769.3|DMEL	LOC6599305|XP_026848240.1|DPER
OG0001331	CG14780|NP_569920.2|DMEL	LOC6596751|XP_002021934.2|DPER
OG0001332	CG16700|NP_573191.1|DMEL	LOC6600678|XP_026848606.1|DPER
OG0001333	OtopLb|NP_608758.1|DMEL	LOC6596330|XP_002021468.2|DPER
OG0001334	CDase|NP_651797.1|DMEL	LOC6594781|XP_026851029.1|DPER
OG0001335	Ect3|NP_650142.1|DMEL	LOC6591876|XP_026845009.1|DPER
OG0001337	Ubr1|NP_573184.1|DMEL	LOC6602668|XP_002027708.2|DPER
OG0001338	Sply|NP_652032.1|DMEL	LOC6589978|XP_026840597.1|DPER
OG0001339	Lac|NP_523713.2|DMEL	LOC6592189|XP_026842460.1|DPER
OG0001340	Dbp80|NP_001263168.1|DMEL	LOC6591845|XP_026851090.1|DPER
OG0001341	CG13630|NP_651281.1|DMEL	LOC6594806|XP_026842708.1|DPER
OG0001342	Mgat2|NP_651763.4|DMEL	LOC6594968|XP_026848457.1|DPER
OG0001343	Osi10a|NP_001368940.1|DMEL, Osi10b|NP_001368993.1|DMEL	LOC6587184|XP_026840312.1|DPER
OG0001344	5-HT7|NP_524599.1|DMEL	LOC6594753|XP_026851091.1|DPER
OG0001345	CG12811|NP_649972.1|DMEL	LOC6598642|XP_002023823.1|DPER
OG0001346	CG16734|NP_649872.2|DMEL	LOC113566678|XP_026849187.1|DPER, LOC113566677|XP_026849181.1|DPER, LOC6595292|XP_002020358.1|DPER, LOC113566679|XP_026849196.1|DPER
OG0001347	CG14613|NP_608463.1|DMEL	LOC6600197|XP_002025328.2|DPER, LOC6602155|XP_002027200.1|DPER, LOC6601532|XP_002026593.1|DPER
OG0001348	Rai1|NP_996492.1|DMEL	LOC6600674|XP_002025747.1|DPER
OG0001349	CG7120|NP_001246667.1|DMEL	LOC6601216|XP_026848076.1|DPER
OG0001350	CG7560|NP_648462.1|DMEL	LOC6598998|XP_026847955.1|DPER
OG0001351	CG12129|NP_610545.1|DMEL	LOC6590033|XP_002016307.1|DPER
OG0001352	Src42A|NP_610191.2|DMEL	LOC6592911|XP_026841475.1|DPER
OG0001353	CG7272|NP_648768.1|DMEL	LOC6597042|XP_002022202.1|DPER
OG0001354	retn|NP_788434.1|DMEL	LOC6592527|XP_026841656.1|DPER
OG0001355	RpS24|NP_611693.1|DMEL	LOC6590822|XP_002016476.1|DPER
OG0001356	Tpc1|NP_650034.1|DMEL	LOC6594025|XP_002019723.1|DPER
OG0001357	Mcad|NP_648149.1|DMEL	LOC6595907|XP_002020965.1|DPER
OG0001358	ftz-f1|NP_524143.2|DMEL	LOC6595827|XP_026845402.1|DPER
OG0001359	Spn27A|NP_652024.1|DMEL	LOC6593425|XP_002019131.1|DPER
OG0001360	eIF3j|NP_610541.1|DMEL	LOC6592782|XP_002018433.1|DPER
OG0001361	CNMaR|NP_001027122.2|DMEL	LOC6601940|XP_002026982.1|DPER
OG0001362	Ubc4|NP_524010.2|DMEL	LOC6601934|XP_002026976.1|DPER
OG0001363	Vha13|NP_477437.1|DMEL	LOC6594450|XP_002019915.1|DPER
OG0001364	luna|NP_001260879.1|DMEL	LOC6601346|XP_026842484.1|DPER
OG0001365	BI-1|NP_648205.1|DMEL	LOC6600386|XP_002025474.1|DPER, LOC6592168|XP_002017453.1|DPER, LOC6599658|XP_002024580.1|DPER
OG0001366	CG7504|NP_001137907.1|DMEL	LOC6599580|XP_026849592.1|DPER, LOC6588321|XP_026851257.1|DPER
OG0001367	CG33143|NP_001368934.1|DMEL	LOC6590606|XP_026841935.1|DPER
OG0001368	Hydr1|NP_610459.2|DMEL	LOC6592853|XP_002018280.1|DPER
OG0001369	Ndc80|NP_572902.1|DMEL	LOC6598183|XP_002023357.1|DPER
OG0001370	CG3520|NP_611792.1|DMEL	LOC6593137|XP_026842100.1|DPER
OG0001371	CG17684|NP_001015352.3|DMEL	LOC6589881|XP_026844715.1|DPER
OG0001372	Stacl|NP_001260996.1|DMEL	LOC6602144|XP_026842494.1|DPER
OG0001373	DIP-theta|NP_723103.1|DMEL	LOC6596551|XP_002021688.2|DPER
OG0001374	Sps1|NP_725374.1|DMEL	LOC6600884|XP_002025948.1|DPER
OG0001375	CG44098|NP_001262264.1|DMEL	LOC6592141|XP_026850631.1|DPER
OG0001376	Smyd4-3|NP_725048.1|DMEL	LOC6591022|XP_002016641.1|DPER
OG0001377	Snoo|NP_001097115.1|DMEL	LOC6589429|XP_026844348.1|DPER
OG0001378	TTLL3B|NP_609068.2|DMEL	LOC6593491|XP_026843785.1|DPER, LOC6593345|XP_026843339.1|DPER
OG0001379	drm|NP_001285590.1|DMEL	LOC6588898|XP_026844363.1|DPER
OG0001380	ZnT41F|NP_610185.1|DMEL	LOC6602129|XP_026842216.1|DPER
OG0001381	csul|NP_477184.1|DMEL	LOC6590738|XP_002016001.1|DPER
OG0001382	toc|NP_477153.1|DMEL	LOC6593307|XP_026842988.1|DPER
OG0001383	Tom7|NP_610433.1|DMEL	LOC6588827|XP_026844695.1|DPER, LOC6591257|XP_002015457.1|DPER
OG0001384	amd|NP_724162.1|DMEL	LOC6597983|XP_002023121.1|DPER, LOC6597981|XP_026843593.1|DPER
OG0001385	Pka-C1|NP_476977.1|DMEL	LOC113565842|XP_026844978.1|DPER
OG0001387	CG5958|NP_609119.2|DMEL	LOC6593638|XP_002018691.1|DPER
OG0001388	bsk|NP_723541.1|DMEL	LOC6589301|XP_002014392.2|DPER
OG0001389	beat-IV|NP_001262876.1|DMEL	LOC6595024|XP_002020176.1|DPER
OG0001390	Gs1l|NP_477229.3|DMEL	LOC6595512|XP_026843979.1|DPER
OG0001391	AsnRS|NP_609948.1|DMEL	LOC6598070|XP_026843206.1|DPER
OG0001392	CG10803|NP_570064.1|DMEL	LOC6599319|XP_002024562.2|DPER
OG0001393	RpL30|NP_524687.1|DMEL	LOC6599443|XP_002024507.1|DPER, LOC6588350|XP_002013779.1|DPER
OG0001394	rho-5|NP_995679.1|DMEL	LOC6588724|XP_002014366.1|DPER
OG0001395	Caf1-55|NP_524354.1|DMEL	LOC6594097|XP_002019689.1|DPER, LOC6594017|XP_002019639.1|DPER, LOC6603557|XP_002028537.1|DPER
OG0001396	CG12123|NP_572478.1|DMEL	LOC6603056|XP_002028078.1|DPER, LOC6598215|XP_002023340.1|DPER
OG0001397	dpr4|NP_001014616.2|DMEL	LOC6594593|XP_026850492.1|DPER
OG0001398	ras|NP_001356940.1|DMEL	LOC6600082|XP_026845115.1|DPER
OG0001399	Nipped-A|NP_001097192.2|DMEL	LOC113565100|XP_026841518.1|DPER
OG0001400	CG7966|NP_650256.2|DMEL	LOC6587575|XP_026840480.1|DPER
OG0001401	obst-F|NP_649186.1|DMEL	LOC6596001|XP_002021022.2|DPER
OG0001402	CG10516|NP_648819.2|DMEL	LOC6601874|XP_002026923.2|DPER
OG0001403	Oat|NP_649139.1|DMEL	LOC6602394|XP_026848448.1|DPER
OG0001404	bbc|NP_001246300.1|DMEL	LOC6592752|XP_026840626.1|DPER
OG0001405	NtR|NP_651958.2|DMEL	LOC6601610|XP_002026646.1|DPER
OG0001406	Tim8|NP_572713.1|DMEL	LOC6589541|XP_002015069.1|DPER
