Orthogroup	DMEL.longest_only	DSUZ.longest_only
OG0000903	Acbp4|NP_648081.1|DMEL	LOC108005810|XP_016924628.1|DSUZ
OG0000904	CG42494|NP_001163333.1|DMEL	LOC108007168|XP_016926281.2|DSUZ
OG0000904	CG14957|NP_647781.1|DMEL	LOC108007091|XP_036670522.1|DSUZ
OG0000906	CG34227|NP_001097269.1|DMEL	LOC118876978|XP_036669611.1|DSUZ, LOC108008897|XP_016928291.1|DSUZ
OG0000907	CG16787|NP_611857.3|DMEL	LOC108010212|XP_016930545.1|DSUZ
OG0000909	TfIIA-S-2|NP_569877.1|DMEL	LOC108007299|XP_016926433.1|DSUZ
OG0000909	TfIIA-S|NP_524467.1|DMEL	LOC108011893|XP_016932629.1|DSUZ
OG0000910	Rbp1|NP_731510.1|DMEL	LOC108018274|XP_036674308.1|DSUZ
OG0000911	sub|NP_611260.1|DMEL	LOC108008428|XP_016927766.1|DSUZ
OG0000913	sowah|NP_001137943.2|DMEL	LOC108011731|XP_036670716.1|DSUZ
OG0000914	Cpr49Ag|NP_610776.1|DMEL	LOC108008891|XP_016928284.1|DSUZ
OG0000915	CG15708|NP_611104.3|DMEL	LOC108008813|XP_016928205.1|DSUZ
OG0000915	CG12684|NP_572173.1|DMEL	LOC108016694|XP_016938907.2|DSUZ
OG0000916	Pvr|NP_001162911.1|DMEL	LOC108019753|XP_016943191.1|DSUZ
OG0000917	Piezo|NP_001303314.1|DMEL	LOC108016593|XP_036676442.1|DSUZ
OG0000918	CG17508|NP_652101.2|DMEL	LOC108019295|XP_036677308.1|DSUZ
OG0000918	CG15403|NP_608749.2|DMEL	LOC108015932|XP_016938004.1|DSUZ
OG0000920	CG15347|NP_001188562.1|DMEL	LOC108004558|XP_016922981.1|DSUZ
OG0000921	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ
OG0000922	CG1299|NP_647862.1|DMEL	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ
OG0000923	CG5103|NP_649036.1|DMEL	LOC108019541|XP_036672273.1|DSUZ
OG0000923	CG8036|NP_649812.2|DMEL	LOC108007980|XP_016927249.2|DSUZ
OG0000924	Tis11|NP_511141.2|DMEL	LOC108005463|XP_016924248.1|DSUZ
OG0000925	Npc2h|NP_651824.1|DMEL	LOC108008034|XP_016927306.2|DSUZ
OG0000925	Npc2g|NP_651823.1|DMEL	LOC108008036|XP_016927308.1|DSUZ
OG0000926	CG34297|NP_001097696.1|DMEL	LOC108014248|XP_016935774.2|DSUZ
OG0000926	CG34274|NP_001097807.1|DMEL	LOC108007017|XP_016926112.1|DSUZ
OG0000927	TwdlP|NP_651485.1|DMEL	LOC108004996|XP_016923605.2|DSUZ
OG0000927	TwdlO|NP_651487.1|DMEL	LOC118878122|XP_036675478.1|DSUZ
OG0000928	CG17906|NP_609266.1|DMEL	LOC108021158|XP_016945225.1|DSUZ
OG0000928	CG9555|NP_609265.1|DMEL	LOC108021160|XP_016945228.1|DSUZ
OG0000929	Cyp309a2|NP_608689.2|DMEL	LOC108021548|XP_016945805.1|DSUZ
OG0000929	Cyp309a1|NP_608688.3|DMEL	LOC108021549|XP_016945806.1|DSUZ
OG0000930	CG33258|NP_001034027.2|DMEL	LOC108018658|XP_016941719.2|DSUZ
OG0000930	CG13075|NP_648831.1|DMEL	LOC108018655|XP_016941716.2|DSUZ
OG0000931	CG13544|NP_611761.1|DMEL	LOC108008714|XP_016928101.1|DSUZ
OG0000931	CG31735|NP_723938.1|DMEL	LOC108010798|XP_016931221.1|DSUZ
OG0000932	CG7298|NP_649187.3|DMEL	LOC108011438|XP_016932058.1|DSUZ
OG0000932	CG7290|NP_649188.1|DMEL	LOC108006195|XP_036672056.1|DSUZ
OG0000933	CG17999|NP_611517.1|DMEL	LOC108010263|XP_016930609.1|DSUZ
OG0000933	CG9993|NP_611518.1|DMEL	LOC108010264|XP_016930610.1|DSUZ
OG0000934	Lcp4|NP_476622.1|DMEL	LOC108019676|XP_016943056.1|DSUZ
OG0000934	Lcp3|NP_476621.1|DMEL	LOC108019678|XP_016943057.1|DSUZ
OG0000935	Doa|NP_001014681.2|DMEL	LOC108007309|XP_036673509.1|DSUZ
OG0000936	CG41128|NP_001015402.3|DMEL	LOC108011918|XP_016932655.1|DSUZ
OG0000936	CG12479|NP_652484.1|DMEL	LOC108006552|XP_016925573.1|DSUZ
OG0000937	spz|NP_524526.1|DMEL	LOC108016137|XP_036675609.1|DSUZ
OG0000938	RpL37b|NP_611757.1|DMEL	LOC108008831|XP_016928227.1|DSUZ
OG0000938	RpL37a|NP_573005.1|DMEL	LOC108005404|XP_016924157.1|DSUZ
OG0000939	r2d2|NP_609152.1|DMEL	LOC108015247|XP_016937092.1|DSUZ
OG0000940	CG15035|NP_572396.1|DMEL	LOC108004600|XP_016923029.1|DSUZ
OG0000940	CG12091|NP_647619.1|DMEL	LOC108012370|XP_016933214.1|DSUZ
OG0000941	RpS28b|NP_572568.1|DMEL	LOC108015009|XP_016936726.1|DSUZ
OG0000942	CG33054|NP_788553.1|DMEL	LOC108013179|XP_016934367.1|DSUZ
OG0000943	Tret1-1|NP_610693.1|DMEL	LOC108009222|XP_016928870.1|DSUZ
OG0000944	ben|NP_511150.1|DMEL	LOC108006569|XP_016925593.1|DSUZ
OG0000944	CG3473|NP_609715.1|DMEL	LOC108010322|XP_016930736.1|DSUZ
OG0000945	CG9119|NP_612081.1|DMEL	LOC108013017|XP_016934097.1|DSUZ
OG0000945	CG32335|NP_728575.2|DMEL	LOC108013016|XP_016934096.2|DSUZ
OG0000946	Spn28Dc|NP_609172.1|DMEL	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ
OG0000947	EbpIII|NP_524966.1|DMEL	LOC108009139|XP_016928731.1|DSUZ
OG0000948	CycJ|NP_523903.1|DMEL	LOC108011795|XP_036671205.1|DSUZ
OG0000949	IP3K2|NP_572873.2|DMEL	LOC108005293|XP_016923981.1|DSUZ
OG0000950	Shawn|NP_001285448.1|DMEL	LOC108015404|XP_036676764.1|DSUZ
OG0000950	CG2616|NP_649731.1|DMEL	LOC108019334|XP_016942644.2|DSUZ
OG0000951	Prosalpha2|NP_524328.1|DMEL	LOC108018673|XP_016941732.2|DSUZ
OG0000952	CG34164|NP_001097152.1|DMEL	LOC108006609|XP_016925622.1|DSUZ
OG0000954	CG8343|NP_610207.1|DMEL	LOC108019662|XP_016943042.1|DSUZ
OG0000955	Ir94d|NP_001138099.1|DMEL	LOC108007791|XP_016927036.2|DSUZ
OG0000955	Ir94e|NP_001097885.2|DMEL	LOC108007783|XP_016927029.2|DSUZ
OG0000956	CG16727|NP_650818.1|DMEL	LOC108014179|XP_016935703.2|DSUZ
OG0000956	CG7333|NP_650814.2|DMEL	LOC108014198|XP_016935724.1|DSUZ
OG0000957	CG14491|NP_611276.1|DMEL	LOC108008224|XP_016927504.2|DSUZ
OG0000957	CG14492|NP_611275.2|DMEL	LOC108008223|XP_016927503.1|DSUZ
OG0000958	CG14384|NP_650241.1|DMEL	LOC108014118|XP_036673913.1|DSUZ
OG0000958	CG43106|NP_001246518.1|DMEL	LOC108008824|XP_016928220.1|DSUZ
OG0000959	HipHop|NP_649061.1|DMEL	LOC108015925|XP_016937994.2|DSUZ
OG0000959	ms_3_K81|NP_651510.1|DMEL	LOC108006370|XP_036675371.1|DSUZ
OG0000960	CG3795|NP_569939.2|DMEL	LOC108016678|XP_016938885.1|DSUZ
OG0000961	CG17027|NP_648823.1|DMEL	LOC108014011|XP_036671110.1|DSUZ
OG0000961	CG17026|NP_648820.1|DMEL	LOC108013773|XP_016935223.2|DSUZ
OG0000962	Ugt303B1|NP_651153.1|DMEL	LOC108011086|XP_016931641.2|DSUZ
OG0000962	Ugt303B2|NP_651154.1|DMEL	LOC108011103|XP_016931662.2|DSUZ
OG0000963	CG15043|NP_573300.1|DMEL	LOC108010435|XP_016930784.1|DSUZ
OG0000964	CG15042|NP_573308.1|DMEL	LOC108010465|XP_016930823.1|DSUZ
OG0000964	krimp|NP_611103.2|DMEL	LOC108010278|XP_016930634.1|DSUZ
OG0000965	t|NP_572543.1|DMEL	LOC108015397|XP_016937305.1|DSUZ
OG0000966	DJ-1alpha|NP_610916.1|DMEL	LOC108019750|XP_016943184.1|DSUZ
OG0000966	dj-1beta|NP_651825.4|DMEL	LOC108018267|XP_016941277.2|DSUZ
OG0000968	Mipp1|NP_524109.2|DMEL	LOC108019463|XP_036671203.1|DSUZ
OG0000969	Prosalpha3|NP_476691.1|DMEL	LOC108008552|XP_016927912.1|DSUZ
OG0000969	Prosalpha3T|NP_651843.1|DMEL	LOC108017086|XP_016939535.1|DSUZ
OG0000970	mil|NP_651592.2|DMEL	LOC108012022|XP_016932789.1|DSUZ
OG0000971	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL	LOC108007879|XP_036676004.1|DSUZ
OG0000971	CG13284|NP_724022.2|DMEL	LOC108006004|XP_016924940.1|DSUZ
OG0000972	CG13295|NP_648021.1|DMEL	LOC108013313|XP_016934594.2|DSUZ
OG0000972	CG2854|NP_569999.1|DMEL	LOC108017009|XP_016939453.1|DSUZ
OG0000973	CG3526|NP_726832.2|DMEL	LOC108018876|XP_016941953.1|DSUZ
OG0000974	Gr64b|NP_728921.1|DMEL	LOC108011825|XP_036671173.1|DSUZ
OG0000975	sea|NP_001027175.1|DMEL	LOC108010632|XP_036674727.1|DSUZ
OG0000976	CG45263|NP_731246.2|DMEL	LOC118877704|XP_036673463.1|DSUZ
OG0000977	CG42404|NP_650437.4|DMEL	LOC108004923|XP_016923507.2|DSUZ
OG0000978	CG11825|NP_001260865.1|DMEL	LOC108009870|XP_016930062.1|DSUZ
OG0000979	qkr58E-3|NP_477306.3|DMEL	LOC108008320|XP_016927626.1|DSUZ
OG0000980	Gr97a|NP_001287551.1|DMEL	LOC108016151|XP_016938255.1|DSUZ
OG0000980	Gr94a|NP_732816.1|DMEL	LOC108011040|XP_016931581.2|DSUZ
OG0000981	CG7423|NP_573347.1|DMEL	LOC108015103|XP_016936836.1|DSUZ
OG0000981	CG31715|NP_723568.1|DMEL	LOC108021057|XP_016945053.1|DSUZ
OG0000982	I-t|NP_524323.2|DMEL	LOC108014715|XP_016936371.2|DSUZ
OG0000982	CG5509|NP_650204.1|DMEL	LOC108018681|XP_016941742.2|DSUZ
OG0000984	Muc96D|NP_733106.2|DMEL	LOC108012102|XP_016932870.2|DSUZ
OG0000985	CG42561|NP_001163180.1|DMEL	LOC108009494|XP_016929376.1|DSUZ
OG0000985	CG42562|NP_611245.2|DMEL	LOC108009495|XP_016929377.1|DSUZ, LOC108009505|XP_016929395.1|DSUZ
OG0000986	CG31815|NP_723979.1|DMEL	LOC108015628|XP_016937613.1|DSUZ
OG0000986	CG11629|NP_610125.1|DMEL	LOC108008839|XP_016928237.1|DSUZ
OG0000987	CG31609|NP_723444.2|DMEL	LOC108013113|XP_016934256.1|DSUZ
OG0000987	CG31515|NP_732865.2|DMEL	LOC108007794|XP_016927039.2|DSUZ
OG0000988	zuc|NP_609530.1|DMEL	LOC108021368|XP_016945548.1|DSUZ
OG0000990	RpS10a|NP_651576.1|DMEL	LOC118877672|XP_036673199.1|DSUZ
OG0000990	RpS10b|NP_608324.1|DMEL	LOC108014935|XP_036676765.1|DSUZ
OG0000991	CG33181|NP_001096908.1|DMEL	LOC108004688|XP_016923181.1|DSUZ
OG0000992	CG33474|NP_995800.1|DMEL	LOC108009869|XP_016930060.1|DSUZ
OG0000992	CG13827|NP_001247263.1|DMEL	LOC108014864|XP_016936569.2|DSUZ
OG0000993	Rpp14a|NP_001097977.1|DMEL	LOC108019302|XP_016942611.2|DSUZ
OG0000993	Rpp14b|NP_651769.1|DMEL	LOC118878107|XP_036675389.1|DSUZ
OG0000994	CG4666|NP_572292.1|DMEL	LOC108004569|XP_016922995.1|DSUZ
OG0000995	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL	LOC108018994|XP_016942092.1|DSUZ
OG0000996	PI31|NP_610715.1|DMEL	LOC108010038|XP_016930333.1|DSUZ
OG0000997	Drl-2|NP_610835.2|DMEL	LOC108010246|XP_016930589.1|DSUZ
OG0000998	mthl10|NP_788446.2|DMEL	LOC108013291|XP_016934553.1|DSUZ
OG0000999	RpL22-like|NP_611771.1|DMEL	LOC108008691|XP_016928074.2|DSUZ
OG0000999	RpL22|NP_477134.1|DMEL	LOC108016554|XP_036676171.1|DSUZ
OG0001000	conu|NP_001036454.1|DMEL	LOC108007407|XP_036678333.1|DSUZ
OG0001001	unc-5|NP_611033.2|DMEL	LOC108018098|XP_016940998.1|DSUZ
OG0001002	Ugt301D1|NP_609882.1|DMEL	LOC108004904|XP_016923481.1|DSUZ
OG0001003	UQCR-11|NP_001163852.1|DMEL	LOC108017659|XP_016940254.1|DSUZ
OG0001003	UQCR-11L|NP_724697.1|DMEL	LOC108019802|XP_016943295.1|DSUZ
OG0001004	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL	LOC108017195|XP_016939679.1|DSUZ
OG0001005	CG10700|NP_609942.1|DMEL	LOC108013806|XP_016935309.1|DSUZ
OG0001005	CG4199|NP_569976.1|DMEL	LOC108016750|XP_036676489.1|DSUZ
OG0001006	RpL10Aa|NP_650410.1|DMEL	LOC108014161|XP_016935684.1|DSUZ
OG0001006	RpL10Ab|NP_648514.1|DMEL	LOC108018650|XP_016941711.1|DSUZ
OG0001007	eEF5|NP_611878.1|DMEL	LOC108008485|XP_016927833.1|DSUZ
OG0001008	UQCR-14L|NP_651614.1|DMEL	LOC108014821|XP_036673576.1|DSUZ
OG0001008	UQCR-14|NP_573110.1|DMEL	LOC108006278|XP_016925223.1|DSUZ
OG0001009	RpL34b|NP_649887.1|DMEL	LOC108015851|XP_016937908.1|DSUZ
OG0001009	RpL34a|NP_651460.2|DMEL	LOC108014059|XP_016935566.2|DSUZ
OG0001010	CG12662|NP_001356935.1|DMEL	LOC108015113|XP_036676631.1|DSUZ
OG0001010	ovm|NP_722607.1|DMEL	LOC108013685|XP_016935096.1|DSUZ
OG0001011	BthD|NP_572903.3|DMEL	LOC108013736|XP_016935174.1|DSUZ
OG0001011	CG15147|NP_609854.1|DMEL	LOC108012574|XP_016933481.1|DSUZ
OG0001012	CG15646|NP_573051.1|DMEL	LOC108019028|XP_016942131.1|DSUZ
OG0001012	CG12708|NP_001138199.1|DMEL	LOC108019035|XP_016942138.2|DSUZ
OG0001013	CG5897|NP_001356901.1|DMEL	LOC108014641|XP_036671166.1|DSUZ
OG0001013	CG6933|NP_730495.1|DMEL	LOC108006210|XP_016925136.1|DSUZ
OG0001014	CG34116|NP_001036616.1|DMEL	LOC108005859|XP_016924724.1|DSUZ
OG0001014	CG11560|NP_001303392.1|DMEL	LOC108012577|XP_016933480.1|DSUZ
OG0001015	CG1889|NP_727376.2|DMEL	LOC108015422|XP_016937340.1|DSUZ
OG0001015	CG1791|NP_572591.1|DMEL	LOC108015012|XP_016936730.1|DSUZ
OG0001016	CG5107|NP_651401.1|DMEL	LOC108012135|XP_016932915.2|DSUZ
OG0001016	CG8664|NP_573211.1|DMEL	LOC108004629|XP_016923059.1|DSUZ
OG0001017	CG34189|NP_001097347.1|DMEL	LOC108009298|XP_016929027.1|DSUZ
OG0001017	Acp62F|NP_523892.1|DMEL, CG33259|NP_996090.1|DMEL	LOC108018455|XP_016941501.1|DSUZ
OG0001018	tbrd-1|NP_001369030.1|DMEL	LOC108011894|XP_016932630.2|DSUZ
OG0001019	RYa-R|NP_001287552.1|DMEL	LOC108016124|XP_036675607.1|DSUZ
OG0001020	GstT3|NP_001162808.1|DMEL	LOC108015220|XP_016937050.1|DSUZ
OG0001021	Tsp|NP_001137802.1|DMEL	LOC108021378|XP_036675876.1|DSUZ
OG0001022	ATPsynepsilonL|NP_001097736.1|DMEL	LOC108013920|XP_016935414.1|DSUZ
OG0001022	sun|NP_524682.1|DMEL	LOC108019202|XP_016942483.1|DSUZ
OG0001024	CG31075|NP_001247324.1|DMEL	LOC108016112|XP_036675595.1|DSUZ
OG0001025	CAH2|NP_648555.1|DMEL	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ
OG0001026	CG14763|NP_610340.1|DMEL	LOC108019784|XP_016943265.1|DSUZ
OG0001027	Indy|NP_730363.2|DMEL	LOC108015810|XP_016937862.1|DSUZ
OG0001028	UK114|NP_609747.1|DMEL	LOC108009872|XP_016930067.1|DSUZ
OG0001029	cag|NP_477207.1|DMEL	LOC108009665|XP_016929684.1|DSUZ
OG0001031	CG42748|NP_001260684.1|DMEL	LOC108014264|XP_036677680.1|DSUZ
OG0001032	klhl10|NP_001015100.2|DMEL	LOC108019450|XP_036677821.1|DSUZ
OG0001033	BoYb|NP_649430.1|DMEL	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ
OG0001034	Hml|NP_524060.2|DMEL	LOC108013129|XP_036670527.1|DSUZ
OG0001035	CG40486|NP_001036312.1|DMEL	LOC108020480|XP_016944299.1|DSUZ
OG0001035	CG40485|NP_001036313.1|DMEL	LOC108020479|XP_016944298.1|DSUZ
OG0001036	CG31819|NP_723954.1|DMEL	LOC108009490|XP_016929374.1|DSUZ
OG0001036	CG14316|NP_650676.2|DMEL	LOC108018607|XP_016941657.2|DSUZ
OG0001037	CG32081|NP_729646.1|DMEL	LOC108018742|XP_016941806.2|DSUZ, LOC108018738|XP_016941802.2|DSUZ
OG0001038	CG33934|NP_001163660.1|DMEL	LOC118876763|XP_036673251.1|DSUZ, LOC108005060|XP_036672797.1|DSUZ
OG0001038	Indy-2|NP_001027201.1|DMEL	LOC118877597|XP_036672795.1|DSUZ, LOC118877674|XP_036673250.1|DSUZ
OG0001039	CG14850|NP_650371.1|DMEL, CG8087|NP_731917.1|DMEL	LOC108013783|XP_016935238.2|DSUZ, LOC108007068|XP_036674315.1|DSUZ
OG0001040	CG17197|NP_651425.2|DMEL	LOC108007568|XP_016926750.1|DSUZ
OG0001040	CG13029|NP_648928.1|DMEL	LOC108020000|XP_036671919.1|DSUZ
OG0001040	CG17196|NP_651426.1|DMEL	LOC108007571|XP_016926752.1|DSUZ
OG0001040	CG17195|NP_651427.2|DMEL	LOC108007586|XP_016926770.1|DSUZ
OG0001041	TotA|NP_536778.2|DMEL, TotC|NP_536779.2|DMEL	LOC108018504|XP_036674058.1|DSUZ, LOC118877788|XP_036673759.1|DSUZ
OG0001041	TotB|NP_524422.1|DMEL	LOC118877789|XP_036673760.1|DSUZ, LOC108018503|XP_016941549.1|DSUZ
OG0001042	Cyp4c3|NP_524598.1|DMEL	LOC108012166|XP_016932948.2|DSUZ
OG0001043	CG7860|NP_573039.1|DMEL	LOC108005436|XP_016924211.1|DSUZ
OG0001044	tor|NP_476762.1|DMEL	LOC108008431|XP_016927770.1|DSUZ
OG0001045	ADPS|NP_611006.1|DMEL	LOC108008324|XP_016927632.1|DSUZ
OG0001046	CG30108|NP_725705.2|DMEL	LOC108008518|XP_016927877.1|DSUZ
OG0001046	CG30109|NP_725706.1|DMEL	LOC108008517|XP_016927875.1|DSUZ
OG0001047	cid|NP_523730.2|DMEL	LOC108019847|XP_016943372.1|DSUZ
OG0001048	CG13492|NP_726121.3|DMEL	LOC108009650|XP_016929653.2|DSUZ
OG0001049	CG11357|NP_001097505.1|DMEL	LOC108005897|XP_036671321.1|DSUZ
OG0001050	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL	LOC108005619|XP_036672051.1|DSUZ
OG0001051	ppk16|NP_001334673.1|DMEL	LOC108013411|XP_016934761.1|DSUZ
OG0001052	CG17292|NP_609216.1|DMEL	LOC108005803|XP_016924625.1|DSUZ
OG0001053	NO66|NP_572160.1|DMEL	LOC108017002|XP_016939443.1|DSUZ
OG0001054	rumi|NP_651095.1|DMEL	LOC108005966|XP_016924888.2|DSUZ
OG0001054	CG31139|NP_732797.1|DMEL	LOC108005967|XP_016924890.2|DSUZ
OG0001055	CG6830|NP_650103.1|DMEL	LOC108014726|XP_036675265.1|DSUZ
OG0001056	Slc25A46b|NP_609864.1|DMEL	LOC108009782|XP_016929913.1|DSUZ
OG0001056	Slc25A46a|NP_573096.1|DMEL	LOC108019191|XP_016942453.1|DSUZ
OG0001057	Aldh|NP_609285.1|DMEL	LOC108019318|XP_016942631.1|DSUZ
OG0001058	CG2556|NP_572805.1|DMEL	LOC108005502|XP_016924297.2|DSUZ
OG0001059	Mi-2|NP_001014591.1|DMEL	LOC108005787|XP_036670882.1|DSUZ
OG0001059	Chd3|NP_649111.1|DMEL	LOC108017019|XP_036670525.1|DSUZ
OG0001060	Arl6IP1|NP_650570.1|DMEL	LOC108015677|XP_016937679.2|DSUZ
OG0001061	CG33630|NP_001027166.1|DMEL	LOC118877874|XP_036674107.1|DSUZ
OG0001061	CG33631|NP_001027167.1|DMEL	LOC108006662|XP_036674102.1|DSUZ
OG0001062	glob3|NP_649597.3|DMEL	LOC108013802|XP_036675039.1|DSUZ
OG0001062	glob2|NP_649669.3|DMEL	LOC108015979|XP_036675063.1|DSUZ
OG0001063	CG32642|NP_727651.2|DMEL	LOC108005215|XP_016923893.2|DSUZ
OG0001063	CG12716|NP_572845.1|DMEL	LOC108005237|XP_016923918.1|DSUZ
OG0001064	Ir11a|NP_572795.2|DMEL	LOC108005146|XP_016923809.1|DSUZ
OG0001064	Ir7a|NP_572406.1|DMEL	LOC108004648|XP_016923088.1|DSUZ
OG0001065	tea|NP_724855.2|DMEL	LOC108006000|XP_036674334.1|DSUZ
OG0001066	et|NP_001245761.1|DMEL	LOC108015143|XP_016936902.2|DSUZ
OG0001067	CG13245|NP_652575.1|DMEL	LOC108021238|XP_016945336.1|DSUZ
OG0001067	CG43816|NP_001260478.1|DMEL	LOC108021240|XP_016945339.1|DSUZ
OG0001068	CG4835|NP_647965.3|DMEL	LOC108012233|XP_016933019.1|DSUZ
OG0001068	CG7248|NP_648530.1|DMEL	LOC108014647|XP_036670404.1|DSUZ
OG0001069	Ssl|NP_523848.2|DMEL	LOC108008729|XP_016928118.1|DSUZ
OG0001070	CG31482|NP_731097.1|DMEL	LOC108006740|XP_016925773.1|DSUZ
OG0001071	lectin-33A|NP_001097145.1|DMEL	LOC108012512|XP_016933413.1|DSUZ
OG0001072	CG14130|NP_648511.2|DMEL	LOC108007490|XP_036671994.1|DSUZ
OG0001073	Tl|NP_001262995.1|DMEL	LOC108018759|XP_036675481.1|DSUZ
OG0001074	Mp20|NP_001014522.2|DMEL	LOC108019628|XP_016942999.1|DSUZ
OG0001075	Idh|NP_001137910.2|DMEL	LOC108012964|XP_016934007.1|DSUZ
OG0001077	CG40228|NP_001104426.1|DMEL	LOC108007329|XP_016926468.1|DSUZ
OG0001078	Cyp18a1|NP_728191.1|DMEL	LOC108004830|XP_016923395.2|DSUZ
OG0001079	pav|NP_477025.1|DMEL	LOC108020070|XP_036670532.1|DSUZ
OG0001080	Klp61F|NP_476818.1|DMEL	LOC108013271|XP_016934527.1|DSUZ
OG0001081	CG4572|NP_650836.1|DMEL	LOC108015956|XP_016937579.2|DSUZ
OG0001082	exu|NP_725995.1|DMEL	LOC108009852|XP_016930038.1|DSUZ
OG0001083	mkg-p|NP_648219.1|DMEL	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ
OG0001084	chk|NP_001163063.1|DMEL	LOC108017996|XP_016940833.1|DSUZ
OG0001086	gammaSnap2|NP_649980.1|DMEL	LOC118877872|XP_036674093.1|DSUZ
OG0001086	gammaSnap1|NP_477469.1|DMEL	LOC108008586|XP_016927953.1|DSUZ
OG0001087	cmet|NP_524993.3|DMEL	LOC108021162|XP_016945230.1|DSUZ
OG0001087	cana|NP_001027247.1|DMEL	LOC108019019|XP_036669631.1|DSUZ
OG0001088	CG13313|NP_648267.1|DMEL	LOC108012600|XP_016933508.1|DSUZ
OG0001089	CG1316|NP_647887.1|DMEL	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ
OG0001090	Awh|NP_001261379.1|DMEL	LOC108011840|XP_036672006.1|DSUZ
OG0001092	CG8117|NP_573049.2|DMEL	LOC108019049|XP_016942165.1|DSUZ
OG0001092	TfIIS|NP_476967.1|DMEL	LOC108005781|XP_016924603.1|DSUZ
OG0001093	l_2_34Fc|NP_609710.1|DMEL	LOC108007974|XP_016927239.1|DSUZ
OG0001094	CG46301|NP_001334737.1|DMEL	LOC108011254|XP_036674113.1|DSUZ
OG0001095	CG7461|NP_611409.2|DMEL	LOC108009866|XP_016930057.1|DSUZ
OG0001096	Irk3|NP_001137835.2|DMEL	LOC108021505|XP_016945747.1|DSUZ
OG0001097	l_2_41Ab|NP_001104357.1|DMEL	LOC108018437|XP_016941485.1|DSUZ
OG0001098	CG14135|NP_001261721.1|DMEL	LOC108010709|XP_016931112.2|DSUZ
OG0001099	AsnS|NP_996132.1|DMEL	LOC108012413|XP_016933263.1|DSUZ
OG0001100	CG40160|NP_001015213.3|DMEL	LOC108013974|XP_016935477.2|DSUZ
OG0001101	CG30460|NP_611186.2|DMEL	LOC108009337|XP_016929104.1|DSUZ
OG0001102	fz|NP_001261836.1|DMEL	LOC108013488|XP_016934859.1|DSUZ
OG0001103	Decay|NP_477462.1|DMEL	LOC108004957|XP_016923550.2|DSUZ
OG0001104	Den1|NP_001163126.1|DMEL	LOC108008464|XP_016927806.1|DSUZ
OG0001105	Sec61gamma|NP_608337.1|DMEL	LOC108014987|XP_016936698.1|DSUZ
OG0001105	CG8860|NP_610738.1|DMEL	LOC108008764|XP_016928151.1|DSUZ
OG0001106	pan|NP_726528.2|DMEL	LOC108020361|XP_036676389.1|DSUZ
OG0001108	CG33342|NP_001097904.1|DMEL	LOC108005705|XP_016924521.2|DSUZ
OG0001108	CG17784|NP_651254.1|DMEL	LOC108020642|XP_036673321.1|DSUZ
OG0001109	Obp50d|NP_725388.2|DMEL	LOC108008161|XP_016927439.1|DSUZ
OG0001109	Obp50c|NP_725387.3|DMEL	LOC108008602|XP_016927970.1|DSUZ
OG0001110	CG32641|NP_727675.1|DMEL, CG32640|NP_727674.1|DMEL	LOC108005455|XP_016924236.1|DSUZ
OG0001110	CG7130|NP_649380.1|DMEL	LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ
OG0001111	CG9825|NP_611723.3|DMEL	LOC108008123|XP_016927402.1|DSUZ
OG0001111	CG12490|NP_611722.2|DMEL, CG30265|NP_611721.2|DMEL	LOC108008122|XP_016927400.1|DSUZ
OG0001112	ord|NP_726303.1|DMEL	LOC108008667|XP_016928048.1|DSUZ
OG0001113	CG34167|NP_001097165.1|DMEL	LOC108021237|XP_016945335.1|DSUZ
OG0001113	CG31820|NP_723947.1|DMEL	LOC108021239|XP_016945338.1|DSUZ
OG0001114	CG17139|NP_001033898.1|DMEL	LOC108011155|XP_016931732.1|DSUZ
OG0001114	CG17140|NP_001033896.1|DMEL	LOC108010740|XP_016931159.1|DSUZ
OG0001115	CG43339|NP_001163009.2|DMEL	LOC108013959|XP_016935464.1|DSUZ
OG0001115	Mst36Fa|NP_724121.3|DMEL	LOC108013940|XP_016935442.1|DSUZ
