Orthogroup	DMEL.longest_only	DGUA.longest_only
OG0002704	CG8079|NP_611023.1|DMEL	LOC117592174|XP_034141663.1|DGUA
OG0002705	sfl|NP_523946.1|DMEL	LOC117587508|XP_034134190.1|DGUA
OG0002706	dare|NP_477150.1|DMEL	LOC117591870|XP_034141135.1|DGUA
OG0002707	p130CAS|NP_001097456.2|DMEL	LOC117586875|XP_034133064.1|DGUA
OG0002708	CG13049|NP_730133.1|DMEL	LOC117589280|XP_034136961.1|DGUA
OG0002709	shrb|NP_610462.3|DMEL	LOC117588790|XP_034136192.1|DGUA
OG0002710	CG9344|NP_611528.1|DMEL	LOC117588857|XP_034136254.1|DGUA
OG0002711	CG15649|NP_001163220.1|DMEL	LOC117583330|XP_034127485.1|DGUA
OG0002712	Mapmodulin|NP_001097361.1|DMEL	LOC117591962|XP_034141286.1|DGUA
OG0002713	Amph|NP_523717.1|DMEL	LOC117588605|XP_034135909.1|DGUA
OG0002714	Gdap2|NP_724597.1|DMEL	LOC117592075|XP_034141473.1|DGUA
OG0002715	wus|NP_573180.1|DMEL	LOC117580651|XP_034123140.1|DGUA
OG0002716	NaCP60E|NP_001261172.1|DMEL	LOC117582441|XP_034126043.1|DGUA
OG0002717	CG11737|NP_649803.1|DMEL	LOC117586300|XP_034132147.1|DGUA
OG0002718	bin|NP_523950.2|DMEL	LOC117589052|XP_034136572.1|DGUA
OG0002719	TfIIFbeta|NP_524305.2|DMEL	LOC117586678|XP_034132821.1|DGUA
OG0002720	CG4603|NP_001261435.1|DMEL	LOC117588851|XP_034136241.1|DGUA
OG0002721	DCTN6-p27|NP_609949.1|DMEL	LOC117588002|XP_034134914.1|DGUA
OG0002722	unpg|NP_477146.1|DMEL	LOC117578784|XP_034120386.1|DGUA
OG0002723	ND-19|NP_611954.2|DMEL	LOC117585217|XP_034130502.1|DGUA
OG0002724	Wsck|NP_733018.1|DMEL	LOC117583439|XP_034127631.1|DGUA
OG0002725	PIG-F|NP_649134.3|DMEL	LOC117580141|XP_034122333.1|DGUA
OG0002726	CG1275|NP_647703.1|DMEL	LOC117589162|XP_034136756.1|DGUA
OG0002727	PIG-C|NP_001350858.1|DMEL	LOC117589203|XP_034136829.1|DGUA
OG0002728	fra|NP_523716.2|DMEL	LOC117578896|XP_034120590.1|DGUA
OG0002729	Mocs1|NP_788494.1|DMEL	LOC117587090|XP_034133451.1|DGUA
OG0002730	stj|NP_001246303.1|DMEL	LOC117588291|XP_034135401.1|DGUA
OG0002731	MED14|NP_728534.2|DMEL	LOC117587477|XP_034134096.1|DGUA
OG0002732	Hen1|NP_610732.1|DMEL	LOC117592667|XP_034142518.1|DGUA
OG0002733	Sardh|NP_611263.1|DMEL	LOC117578770|XP_034120366.1|DGUA
OG0002734	sxc|NP_523620.1|DMEL	LOC117591331|XP_034140441.1|DGUA
OG0002735	CG1407|NP_001286264.1|DMEL	LOC117586310|XP_034132176.1|DGUA
OG0002736	Pka-R2|NP_523671.1|DMEL	LOC117578656|XP_034120165.1|DGUA
OG0002737	Klp67A|NP_523992.2|DMEL	LOC117579259|XP_034120937.1|DGUA
OG0002738	scrt|NP_523911.2|DMEL	LOC117587374|XP_034133914.1|DGUA
OG0002739	CG7646|NP_649167.1|DMEL	LOC117589029|XP_034136548.1|DGUA
OG0002740	Nca|NP_788543.1|DMEL	LOC117589028|XP_034136547.1|DGUA
OG0002741	shg|NP_476722.1|DMEL	LOC117590031|XP_034138259.1|DGUA
OG0002742	TM4SF|NP_001261159.1|DMEL	LOC117578422|XP_034119774.1|DGUA
OG0002743	CG16986|NP_647732.1|DMEL	LOC117589132|XP_034136709.1|DGUA
OG0002744	CG10512|NP_649289.2|DMEL	LOC117586851|XP_034133036.1|DGUA
OG0002745	Patj|NP_477342.1|DMEL	LOC117587290|XP_034133768.1|DGUA
OG0002746	casp|NP_611080.1|DMEL	LOC117579174|XP_034120832.1|DGUA
OG0002747	CG5823|NP_650631.1|DMEL	LOC117583336|XP_034127488.1|DGUA
OG0002748	Naa35|NP_611891.1|DMEL	LOC117592364|XP_034141953.1|DGUA
OG0002750	CG8547|NP_610947.3|DMEL	LOC117592123|XP_034141559.1|DGUA
OG0002751	CG14762|NP_001246198.1|DMEL	LOC117578551|XP_034120018.1|DGUA
OG0002752	Mad1|NP_610477.2|DMEL	LOC117591048|XP_034140038.1|DGUA
OG0002753	dve|NP_477242.1|DMEL	LOC117590366|XP_034138847.1|DGUA
OG0002754	dikar|NP_001261480.1|DMEL	LOC117589231|XP_034136879.1|DGUA
OG0002755	zda|NP_611353.1|DMEL	LOC117585632|XP_034131111.1|DGUA
OG0002756	Pex23|NP_730508.1|DMEL	LOC117586825|XP_034132996.1|DGUA
OG0002757	fry|NP_001246701.1|DMEL	LOC117580017|XP_034122114.1|DGUA
OG0002758	Dhit|NP_611271.3|DMEL	LOC117591960|XP_034141281.1|DGUA
OG0002759	CG4984|NP_001163182.1|DMEL	LOC117592576|XP_034142352.1|DGUA
OG0002760	CG2765|NP_001097451.1|DMEL	LOC117584424|XP_034129214.1|DGUA
OG0002761	CG15082|NP_611378.1|DMEL	LOC117590360|XP_034138795.1|DGUA
OG0002762	CG5174|NP_001246407.1|DMEL	LOC117587525|XP_034134220.1|DGUA
OG0002763	Tsp66E|NP_523985.1|DMEL	LOC117580031|XP_034122149.1|DGUA
OG0002764	Pep|NP_524858.1|DMEL	LOC117586999|XP_034133291.1|DGUA
OG0002765	CG5098|NP_001261066.1|DMEL	LOC117582359|XP_034125909.1|DGUA
OG0002766	CG5757|NP_611290.3|DMEL	LOC117590848|XP_034139740.1|DGUA
OG0002767	CG6424|NP_725709.1|DMEL	LOC117592569|XP_034142344.1|DGUA
OG0002768	CG2812|NP_611850.1|DMEL	LOC117592564|XP_034142334.1|DGUA
OG0002769	CG8818|NP_610794.1|DMEL	LOC117592142|XP_034141588.1|DGUA
OG0002770	CG5181|NP_609115.1|DMEL	LOC117584122|XP_034128764.1|DGUA
OG0002771	bma|NP_001369043.1|DMEL	LOC117579510|XP_034121308.1|DGUA
OG0002772	Taf2|NP_729571.1|DMEL	LOC117579161|XP_034120810.1|DGUA
OG0002773	sca|NP_476710.2|DMEL	LOC117587927|XP_034134808.1|DGUA
OG0002774	twz|NP_001246449.1|DMEL	LOC117591895|XP_034141170.1|DGUA
OG0002775	Cad74A|NP_648973.1|DMEL	LOC117589443|XP_034137273.1|DGUA
OG0002776	CG4452|NP_648303.1|DMEL	LOC117579263|XP_034120947.1|DGUA
OG0002777	CG9705|NP_648920.1|DMEL	LOC117589227|XP_034136870.1|DGUA
OG0002778	Nrt|NP_476798.1|DMEL	LOC117589223|XP_034136863.1|DGUA
OG0002779	CTCF|NP_648109.1|DMEL	LOC117580300|XP_034122679.1|DGUA
OG0002780	Ref1|NP_651968.1|DMEL	LOC117586409|XP_034132336.1|DGUA
OG0002781	CG33506|NP_001014528.1|DMEL	LOC117591801|XP_034141001.1|DGUA
OG0002782	Ltn1|NP_730427.1|DMEL	LOC117579877|XP_034121890.1|DGUA
OG0002783	armi|NP_647816.2|DMEL	LOC117589050|XP_034136569.1|DGUA
OG0002784	Mthfs|NP_001097432.1|DMEL	LOC117578732|XP_034120286.1|DGUA
OG0002785	Nopp140|NP_001262195.1|DMEL	LOC117579104|XP_034120721.1|DGUA
OG0002786	Baldspot|NP_648909.1|DMEL	LOC117589124|XP_034136697.1|DGUA
OG0002787	sgl|NP_476980.1|DMEL	LOC117587511|XP_034134195.1|DGUA
OG0002788	Surf1|NP_524758.1|DMEL	LOC117587513|XP_034134201.1|DGUA
OG0002789	pzg|NP_649297.1|DMEL	LOC117586844|XP_034133027.1|DGUA
OG0002790	CG6321|NP_648426.1|DMEL	LOC117587471|XP_034134092.1|DGUA
OG0002791	CG6841|NP_649073.1|DMEL	LOC117579042|XP_034120629.1|DGUA
OG0002792	Sans|NP_610829.1|DMEL	LOC117578703|XP_034120241.1|DGUA
OG0002793	pall|NP_648325.2|DMEL	LOC117580103|XP_034122258.1|DGUA
OG0002794	Usp47|NP_729087.1|DMEL	LOC117586890|XP_034133114.1|DGUA
OG0002795	Best2|NP_729159.2|DMEL	LOC117587333|XP_034133859.1|DGUA
OG0002796	CG32409|NP_729108.2|DMEL	LOC117580429|XP_034122876.1|DGUA
OG0002797	CG32069|NP_729654.1|DMEL	LOC117586842|XP_034133024.1|DGUA
OG0002798	Jwa|NP_609901.5|DMEL	LOC117582052|XP_034125487.1|DGUA
OG0002799	Usp10|NP_728554.1|DMEL	LOC117587189|XP_034133600.1|DGUA
OG0002800	Abl|NP_001261962.1|DMEL	LOC117589109|XP_034136654.1|DGUA
OG0002801	Pof|NP_523851.1|DMEL	LOC117578645|XP_034120151.1|DGUA
OG0002802	CG13594|NP_611949.1|DMEL	LOC117578883|XP_034120568.1|DGUA
OG0002803	L2HGDH|NP_609923.2|DMEL	LOC117582044|XP_034125477.1|DGUA
OG0002804	Mes4|NP_611669.1|DMEL	LOC117592321|XP_034141891.1|DGUA
OG0002805	CG30373|NP_724654.1|DMEL	LOC117580288|XP_034122657.1|DGUA
OG0002806	CSN1b|NP_524152.2|DMEL	LOC117585072|XP_034130228.1|DGUA, LOC117579043|XP_034120630.1|DGUA
OG0002807	spz6|NP_611961.1|DMEL	LOC117579945|XP_034122000.1|DGUA
OG0002808	tamo|NP_611889.1|DMEL	LOC117591250|XP_034140328.1|DGUA
OG0002809	CG10418|NP_648570.1|DMEL	LOC117589416|XP_034137236.1|DGUA
OG0002810	trio|NP_651960.2|DMEL	LOC117589341|XP_034137086.1|DGUA
OG0002811	yps|NP_524033.2|DMEL	LOC117580467|XP_034122934.1|DGUA
OG0002812	Nrk|NP_477255.1|DMEL	LOC117585629|XP_034131097.1|DGUA
OG0002813	Hs3st-A|NP_788409.1|DMEL	LOC117579334|XP_034121054.1|DGUA
OG0002814	dom|NP_001286676.1|DMEL	LOC117584748|XP_034129769.1|DGUA
OG0002815	dgt5|NP_610785.1|DMEL	LOC117590810|XP_034139671.1|DGUA
OG0002816	Gint3|NP_611356.1|DMEL	LOC117592570|XP_034142348.1|DGUA
OG0002817	RNASEK|NP_001036433.1|DMEL	LOC117591935|XP_034141235.1|DGUA
OG0002818	Jra|NP_001260844.1|DMEL	LOC117592428|XP_034142070.1|DGUA
OG0002819	Dscam4|NP_001261571.1|DMEL	LOC117589206|XP_034136831.1|DGUA
OG0002820	Rab19|NP_523970.1|DMEL	LOC117589218|XP_034136855.1|DGUA
OG0002821	Klc|NP_524049.1|DMEL	LOC117587315|XP_034133834.1|DGUA
OG0002822	CG18870|NP_652704.1|DMEL	LOC117592541|XP_034142304.1|DGUA
OG0002823	CG12822|NP_610327.1|DMEL, CG18853|NP_724615.1|DMEL	LOC117580702|XP_034123242.1|DGUA
OG0002824	wun|NP_724787.1|DMEL	LOC117591097|XP_034140092.1|DGUA
OG0002825	CG11449|NP_649390.1|DMEL	LOC117580496|XP_034122975.1|DGUA
OG0002826	PTP-ER|NP_726092.1|DMEL	LOC117578734|XP_034120288.1|DGUA
OG0002827	PlexB|NP_524616.2|DMEL	LOC117590594|XP_034139245.1|DGUA
OG0002828	ASPP|NP_788423.1|DMEL	LOC117581819|XP_034125157.1|DGUA
OG0002829	CG8545|NP_610786.2|DMEL	LOC117591653|XP_034140868.1|DGUA, LOC117592509|XP_034142248.1|DGUA
OG0002830	psq|NP_001369078.1|DMEL	LOC117592523|XP_034142265.1|DGUA
OG0002831	CG8677|NP_610101.3|DMEL	LOC117588017|XP_034134939.1|DGUA
OG0002832	raw|NP_723416.1|DMEL	LOC117584755|XP_034129740.1|DGUA
OG0002833	CG30427|NP_726498.1|DMEL	LOC117592201|XP_034141702.1|DGUA
OG0002834	ytr|NP_611839.1|DMEL	LOC117588054|XP_034135039.1|DGUA
OG0002835	DUBAI|NP_610784.1|DMEL	LOC117583659|XP_034128015.1|DGUA
OG0002836	Su_var_2-10|NP_724749.1|DMEL	LOC117583713|XP_034128099.1|DGUA
OG0002837	sbb|NP_001261074.1|DMEL	LOC117592393|XP_034142001.1|DGUA
OG0002838	RYBP|NP_611705.1|DMEL	LOC117592088|XP_034141495.1|DGUA
OG0002839	AANAT1|NP_995934.1|DMEL	LOC117592369|XP_034141959.1|DGUA
OG0002840	CG11050|NP_609052.1|DMEL	LOC117583900|XP_034128463.1|DGUA
OG0002841	CG17593|NP_608786.2|DMEL	LOC117582433|XP_034126027.1|DGUA
OG0002842	CG18507|NP_723827.1|DMEL	LOC117584214|XP_034128874.1|DGUA
OG0002843	puml|NP_610326.1|DMEL	LOC117587394|XP_034133942.1|DGUA
OG0002844	CG7656|NP_730058.2|DMEL	LOC117591260|XP_034140337.1|DGUA
OG0002845	Scox|NP_608884.1|DMEL	LOC117584771|XP_034129764.1|DGUA
OG0002846	Cul1|NP_523655.1|DMEL	LOC117582381|XP_034125948.1|DGUA
OG0002847	CG3756|NP_608885.1|DMEL	LOC117584769|XP_034129762.1|DGUA
OG0002848	bsf|NP_523596.2|DMEL	LOC117582464|XP_034126081.1|DGUA
OG0002849	Fbw5|NP_608989.1|DMEL	LOC117588094|XP_034135056.1|DGUA
OG0002850	TM9SF4|NP_609669.1|DMEL	LOC117588209|XP_034135237.1|DGUA
OG0002851	Grip75|NP_609412.1|DMEL	LOC117584279|XP_034128987.1|DGUA
OG0002852	Prip|NP_001246266.1|DMEL	LOC117592255|XP_034141785.1|DGUA
OG0002853	Ca-Ma2d|NP_723955.2|DMEL	LOC117584610|XP_034129516.1|DGUA
OG0002854	ssp3|NP_609917.2|DMEL	LOC117581810|XP_034125142.1|DGUA
OG0002855	x16|NP_723226.1|DMEL	LOC117584866|XP_034129906.1|DGUA
OG0002856	LUBEL|NP_723214.2|DMEL	LOC117587520|XP_034134205.1|DGUA
OG0002857	nolo|NP_001036374.1|DMEL	LOC117591137|XP_034140139.1|DGUA
OG0002858	Ncoa6|NP_001097088.3|DMEL	LOC117582410|XP_034125990.1|DGUA
OG0002859	Hrs|NP_722830.2|DMEL	LOC117583872|XP_034128409.1|DGUA
OG0002860	CG13999|NP_608972.1|DMEL	LOC117588180|XP_034135190.1|DGUA
OG0002861	porin|NP_476813.1|DMEL	LOC117584224|XP_034128896.1|DGUA
OG0002862	CG5080|NP_608578.1|DMEL	LOC117582078|XP_034125528.1|DGUA
OG0002863	Pif1|NP_608782.1|DMEL	LOC117582594|XP_034126344.1|DGUA
OG0002864	ND-PDSW|NP_651972.1|DMEL	LOC117582597|XP_034126347.1|DGUA
OG0002865	Ady43A|NP_651995.1|DMEL	LOC117590736|XP_034139540.1|DGUA
OG0002866	Uba2|NP_524756.2|DMEL	LOC117589308|XP_034136997.1|DGUA
OG0002867	l_2_k05911|NP_723797.3|DMEL	LOC117587989|XP_034134893.1|DGUA
OG0002868	Sec24CD|NP_001259918.1|DMEL	LOC117582350|XP_034125892.1|DGUA
OG0002869	sau|NP_608658.1|DMEL	LOC117582358|XP_034125905.1|DGUA
OG0002871	CG4598|NP_609322.1|DMEL	LOC117588113|XP_034135077.1|DGUA
OG0002872	Nckx30C|NP_652011.3|DMEL	LOC117587704|XP_034134492.1|DGUA
OG0002873	CG10628|NP_609999.2|DMEL	LOC117588034|XP_034134972.1|DGUA
OG0002874	CG9117|NP_608983.2|DMEL	LOC117588127|XP_034135097.1|DGUA
OG0002875	G6P|NP_001097063.1|DMEL	LOC117584119|XP_034128761.1|DGUA
OG0002876	CG8289|NP_573229.1|DMEL	LOC117591439|XP_034140597.1|DGUA
OG0002877	CG43338|NP_001246080.1|DMEL	LOC117582298|XP_034125828.1|DGUA
OG0002878	CG15160|NP_001286047.1|DMEL	LOC117581990|XP_034125376.1|DGUA
OG0002879	Akh|NP_523918.1|DMEL	LOC117580276|XP_034122620.1|DGUA
OG0002880	mus81|NP_569873.1|DMEL	LOC117590744|XP_034139545.1|DGUA
OG0002881	Spp|NP_523444.1|DMEL	LOC117581971|XP_034125348.1|DGUA
OG0002882	CG11007|NP_611429.1|DMEL	LOC117591392|XP_034140532.1|DGUA
OG0002883	ND-15|NP_722612.1|DMEL	LOC117582387|XP_034125952.1|DGUA
OG0002884	aph-1|NP_608710.1|DMEL	LOC117584227|XP_034128900.1|DGUA
OG0002885	Cdk8|NP_536735.2|DMEL	LOC117579049|XP_034120636.1|DGUA
OG0002886	CG7289|NP_608635.1|DMEL	LOC117582622|XP_034126386.1|DGUA
OG0002887	Got2|NP_722745.1|DMEL	LOC117582623|XP_034126387.1|DGUA
OG0002888	nrv3|NP_001260675.1|DMEL	LOC117588155|XP_034135145.1|DGUA
OG0002889	CG8209|NP_648167.1|DMEL	LOC117589439|XP_034137270.1|DGUA
OG0002890	CG10463|NP_610000.1|DMEL	LOC117588033|XP_034134971.1|DGUA
OG0002891	Pen|NP_477041.1|DMEL	LOC117587524|XP_034134216.1|DGUA
OG0002892	Pde1c|NP_001137817.1|DMEL	LOC117582494|XP_034126157.1|DGUA
OG0002893	chinmo|NP_001188680.1|DMEL	LOC117584004|XP_034128624.1|DGUA
OG0002894	nudE|NP_001097569.1|DMEL	LOC117580393|XP_034122823.1|DGUA
OG0002895	CG3776|NP_611989.1|DMEL	LOC117578611|XP_034120102.1|DGUA
OG0002896	loqs|NP_609646.1|DMEL	LOC117587801|XP_034134640.1|DGUA
OG0002897	eya|NP_723188.1|DMEL	LOC117584369|XP_034129097.1|DGUA
OG0002898	bdl|NP_608822.1|DMEL	LOC117582645|XP_034126430.1|DGUA
OG0002899	dbr|NP_608486.1|DMEL	LOC117581826|XP_034125161.1|DGUA
OG0002900	Cda5|NP_722590.2|DMEL	LOC117581739|XP_034125022.1|DGUA
OG0002901	LKRSDH|NP_609150.2|DMEL	LOC117581815|XP_034125150.1|DGUA
OG0002902	Herp|NP_723316.1|DMEL	LOC117581816|XP_034125151.1|DGUA
OG0002903	Gart|NP_523497.2|DMEL	LOC117583879|XP_034128422.1|DGUA
OG0002904	Vps13D|NP_729825.2|DMEL	LOC117587306|XP_034133792.1|DGUA
OG0002905	Arpc1|NP_476596.1|DMEL	LOC117584064|XP_034128697.1|DGUA
OG0002906	dimm|NP_523611.1|DMEL	LOC117588152|XP_034135140.1|DGUA
OG0002907	crc|NP_524897.1|DMEL	LOC117587562|XP_034134271.1|DGUA
OG0002908	CG3216|NP_726013.2|DMEL	LOC117592561|XP_034142327.1|DGUA
OG0002909	Phb2|NP_001097372.1|DMEL	LOC117592656|XP_034142491.1|DGUA
OG0002910	Ns4|NP_610055.1|DMEL	LOC117582548|XP_034126251.1|DGUA
OG0002911	CG3760|NP_726501.1|DMEL	LOC117592208|XP_034141711.1|DGUA
OG0002912	ND-B16.6|NP_572318.1|DMEL	LOC117581025|XP_034123744.1|DGUA
OG0002913	RpL23|NP_523813.1|DMEL	LOC117592131|XP_034141568.1|DGUA
OG0002914	CG31922|NP_722687.1|DMEL	LOC117582091|XP_034125544.1|DGUA
OG0002915	Mtp|NP_610075.2|DMEL	LOC117581791|XP_034125113.1|DGUA
OG0002916	smog|NP_001245881.1|DMEL	LOC117582443|XP_034126044.1|DGUA
OG0002917	wcd|NP_611121.1|DMEL	LOC117578812|XP_034120456.1|DGUA
OG0002918	fidipidine|NP_523760.1|DMEL	LOC117590091|XP_034138327.1|DGUA
OG0002919	Sec6|NP_611351.1|DMEL	LOC117580366|XP_034122789.1|DGUA
OG0002920	cni|NP_477068.1|DMEL	LOC117584673|XP_034129593.1|DGUA
OG0002921	RpL37A|NP_524781.1|DMEL	LOC117584779|XP_034129775.1|DGUA
OG0002922	TM9SF2|NP_610053.1|DMEL	LOC117581920|XP_034125281.1|DGUA
OG0002923	Fs_2_Ket|NP_477496.1|DMEL	LOC117582547|XP_034126248.1|DGUA
OG0002924	CarT|NP_610052.1|DMEL	LOC117581919|XP_034125280.1|DGUA
OG0002925	CG3880|NP_611962.2|DMEL	LOC117586628|XP_034132741.1|DGUA
OG0002926	SP555|NP_723047.1|DMEL	LOC117584681|XP_034129602.1|DGUA
OG0002927	SelT|NP_608897.1|DMEL	LOC117583946|XP_034128535.1|DGUA
OG0002928	CG4455|NP_609791.1|DMEL	LOC117582213|XP_034125712.1|DGUA
OG0002929	al|NP_722629.1|DMEL	LOC117582342|XP_034125884.1|DGUA
OG0002930	Trf|NP_476939.1|DMEL	LOC117583857|XP_034128359.1|DGUA
OG0002931	CG18304|NP_001260170.1|DMEL	LOC117584858|XP_034129890.1|DGUA
OG0002932	Hdc|NP_523679.2|DMEL	LOC117592462|XP_034142180.1|DGUA
OG0002933	CG8170|NP_610441.2|DMEL	LOC117592419|XP_034142051.1|DGUA
OG0002934	spab|NP_610434.1|DMEL	LOC117581516|XP_034124702.1|DGUA
OG0002935	Cul3|NP_723909.2|DMEL	LOC117584380|XP_034129120.1|DGUA
OG0002936	pen-2|NP_788401.2|DMEL	LOC117592401|XP_034142010.1|DGUA
OG0002937	scaf|NP_610180.1|DMEL	LOC117580051|XP_034122183.1|DGUA
OG0002938	CG6870|NP_609852.1|DMEL	LOC117582229|XP_034125731.1|DGUA
OG0002939	Cpr47Ea|NP_610654.1|DMEL	LOC117591883|XP_034141156.1|DGUA
OG0002940	IKKbeta|NP_524751.3|DMEL	LOC117586056|XP_034131791.1|DGUA
OG0002941	CG1344|NP_001260711.1|DMEL	LOC117587581|XP_034134306.1|DGUA
OG0002942	CG31687|NP_001163022.1|DMEL, Cdc23|NP_610036.2|DMEL	LOC117584078|XP_034128715.1|DGUA
OG0002943	CG17544|NP_609961.2|DMEL	LOC117587636|XP_034134395.1|DGUA
OG0002944	CG17549|NP_001163014.1|DMEL	LOC117587648|XP_034134426.1|DGUA
OG0002945	crol|NP_477243.1|DMEL	LOC117582470|XP_034126092.1|DGUA
OG0002946	lbk|NP_611091.2|DMEL	LOC117578572|XP_034120041.1|DGUA
OG0002947	CG4168|NP_609740.4|DMEL	LOC117591450|XP_034140609.1|DGUA, LOC117591511|XP_034140695.1|DGUA
OG0002948	CG10973|NP_001034002.1|DMEL	LOC117587318|XP_034133840.1|DGUA
OG0002949	Hr78|NP_730636.1|DMEL	LOC117580376|XP_034122799.1|DGUA
OG0002950	Oatp26F|NP_609055.2|DMEL	LOC117583907|XP_034128475.1|DGUA
OG0002951	Cdk5alpha|NP_523535.2|DMEL	LOC117584733|XP_034129694.1|DGUA
OG0002952	CG8892|NP_608891.1|DMEL	LOC117583942|XP_034128531.1|DGUA
OG0002953	BicC|NP_476865.1|DMEL	LOC117584253|XP_034128947.1|DGUA
OG0002954	Not3|NP_610176.1|DMEL	LOC117587574|XP_034134292.1|DGUA
OG0002955	Prosalpha5|NP_725669.1|DMEL	LOC117591907|XP_034141189.1|DGUA
OG0002956	Poxn|NP_476686.1|DMEL	LOC117592016|XP_034141361.1|DGUA
OG0002957	Egfr|NP_476759.1|DMEL	LOC117592325|XP_034141895.1|DGUA
OG0002958	CG18858|NP_652700.1|DMEL, CG31683|NP_001260626.1|DMEL	LOC117584083|XP_034128722.1|DGUA
OG0002959	CG10947|NP_610031.1|DMEL	LOC117584082|XP_034128721.1|DGUA
OG0002960	CG14984|NP_647844.2|DMEL	LOC117587379|XP_034133921.1|DGUA
OG0002961	conv|NP_610948.2|DMEL	LOC117592116|XP_034141545.1|DGUA
OG0002962	RtcB|NP_609965.1|DMEL	LOC117587640|XP_034134416.1|DGUA
OG0002963	Npc1a|NP_609357.2|DMEL	LOC117584707|XP_034129639.1|DGUA
OG0002964	CG18659|NP_665880.2|DMEL	LOC117583666|XP_034128028.1|DGUA
OG0002965	da|NP_001356956.1|DMEL	LOC117584732|XP_034129693.1|DGUA
OG0002966	Pez|NP_609013.1|DMEL	LOC117588136|XP_034135118.1|DGUA
OG0002967	Vti1a|NP_612053.1|DMEL	LOC117588909|XP_034136356.1|DGUA
OG0002968	RabX6|NP_001261219.1|DMEL	LOC117588910|XP_034136358.1|DGUA
OG0002969	tkv|NP_787990.1|DMEL	LOC117582583|XP_034126320.1|DGUA
OG0002970	wg|NP_523502.1|DMEL	LOC117584128|XP_034128772.1|DGUA
OG0002971	mus201|NP_001027230.1|DMEL	LOC117587960|XP_034134854.1|DGUA
OG0002972	CG14722|NP_650111.3|DMEL	LOC117590185|XP_034138485.1|DGUA
OG0002973	Ndg|NP_610575.1|DMEL	LOC117592460|XP_034142177.1|DGUA
OG0002974	MED30|NP_612046.1|DMEL	LOC117588898|XP_034136338.1|DGUA
OG0002975	erm|NP_001259891.2|DMEL	LOC117582327|XP_034125865.1|DGUA
OG0002976	CG2059|NP_572388.1|DMEL	LOC117581664|XP_034124938.1|DGUA
OG0002977	tou|NP_001097270.1|DMEL	LOC117592626|XP_034142453.1|DGUA
OG0002978	CG30172|NP_726402.1|DMEL	LOC117588314|XP_034135397.1|DGUA
OG0002979	Phax|NP_610456.4|DMEL	LOC117583763|XP_034128205.1|DGUA
OG0002980	CG3645|NP_608507.1|DMEL	LOC117584804|XP_034129814.1|DGUA
OG0002981	DIP-iota|NP_001097100.1|DMEL	LOC117583922|XP_034128492.1|DGUA
OG0002982	CG18095|NP_001188805.1|DMEL	LOC117584326|XP_034129045.1|DGUA
OG0002983	Pdk1|NP_001261183.1|DMEL	LOC117587473|XP_034134093.1|DGUA
OG0002984	klar|NP_001261211.1|DMEL	LOC117587205|XP_034133639.1|DGUA
OG0002985	Ephrin|NP_651927.1|DMEL	LOC117590621|XP_034139314.1|DGUA
OG0002986	Cdk1|NP_476797.1|DMEL	LOC117584491|XP_034129310.1|DGUA
OG0002987	lace|NP_476614.1|DMEL	LOC117584349|XP_034129072.1|DGUA
OG0002988	ds|NP_523446.2|DMEL	LOC117581727|XP_034124998.1|DGUA
OG0002989	wls|NP_648445.1|DMEL	LOC117579907|XP_034121934.1|DGUA
OG0002990	CG42296|NP_652638.2|DMEL	LOC117581954|XP_034125328.1|DGUA
OG0002991	Sin3A|NP_001246282.1|DMEL	LOC117588541|XP_034135813.1|DGUA
OG0002992	dac|NP_723971.1|DMEL	LOC117582055|XP_034125490.1|DGUA
OG0002993	CG11342|NP_647896.1|DMEL	LOC117579333|XP_034121050.1|DGUA
OG0002994	TBCC|NP_722959.1|DMEL	LOC117582221|XP_034125720.1|DGUA
OG0002995	CG3436|NP_608501.1|DMEL	LOC117582383|XP_034125946.1|DGUA
OG0002996	Vps39|NP_650702.1|DMEL	LOC117586075|XP_034131821.1|DGUA
OG0002997	CG17896|NP_569845.2|DMEL	LOC117590824|XP_034139685.1|DGUA
OG0002998	PPP4R2r|NP_727427.1|DMEL	LOC117590867|XP_034139778.1|DGUA
OG0002999	CG14561|NP_649377.1|DMEL	LOC117579321|XP_034121026.1|DGUA
OG0003000	CG1105|NP_649688.1|DMEL	LOC117586407|XP_034132334.1|DGUA
OG0003001	sigmar|NP_726358.2|DMEL	LOC117592102|XP_034141514.1|DGUA
OG0003002	pix|NP_648272.1|DMEL	LOC117587406|XP_034133954.1|DGUA
OG0003003	CG4752|NP_611675.2|DMEL	LOC117591820|XP_034141048.1|DGUA
OG0003004	CG11403|NP_569898.1|DMEL	LOC117590705|XP_034139494.1|DGUA
OG0003005	Tip60|NP_572151.1|DMEL	LOC117580765|XP_034123351.1|DGUA
OG0003006	CG14881|NP_732137.1|DMEL	LOC117586733|XP_034132920.1|DGUA
OG0003007	TfIIFalpha|NP_524246.1|DMEL	LOC117586050|XP_034131785.1|DGUA
OG0003008	CG2150|NP_651892.1|DMEL	LOC117584958|XP_034130046.1|DGUA
OG0003009	Fie|NP_573393.1|DMEL	LOC117587298|XP_034133780.1|DGUA
OG0003010	qkr54B|NP_001261050.1|DMEL	LOC117584960|XP_034130049.1|DGUA
OG0003011	CG10384|NP_611673.3|DMEL	LOC117590857|XP_034139752.1|DGUA
OG0003012	Spn88Ea|NP_524954.2|DMEL	LOC117584978|XP_034130074.1|DGUA
