Orthogroup	DMEL.longest_only	DSER.longest_only
OG0000486	Eglp2|NP_788433.2|DMEL	LOC110181097|XP_020804425.1|DSER
OG0000487	Arc2|NP_610956.1|DMEL	LOC110189204|XP_020814834.1|DSER
OG0000487	Arc1|NP_610955.1|DMEL	LOC110189197|XP_020814827.1|DSER
OG0000488	CG43755|NP_001259819.1|DMEL	LOC110187594|XP_020812646.1|DSER
OG0000488	CG31797|NP_724173.1|DMEL	LOC110181376|XP_020804764.1|DSER
OG0000489	Ir100a|NP_651898.2|DMEL	LOC110176502|XP_020798535.1|DSER
OG0000489	Ir10a|NP_001096949.1|DMEL	LOC110176097|XP_020797995.1|DSER
OG0000490	DIP-alpha|NP_726871.1|DMEL	LOC110176103|XP_020798001.1|DSER
OG0000490	DIP-beta|NP_001138225.1|DMEL	LOC110181845|XP_020805411.1|DSER
OG0000491	GalT1|NP_788328.1|DMEL	LOC110178525|XP_020801340.1|DSER
OG0000492	CG8800|NP_610483.1|DMEL	LOC110177090|XP_020799277.1|DSER
OG0000492	CG10839|NP_609776.1|DMEL	LOC110186030|XP_020810725.1|DSER
OG0000493	Mst98Ca|NP_524899.1|DMEL	LOC110176446|XP_020798454.1|DSER
OG0000494	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL	LOC110190506|XP_020816690.1|DSER
OG0000494	vig|NP_523572.1|DMEL	LOC110186083|XP_020810779.1|DSER
OG0000495	CG4607|NP_572380.1|DMEL	LOC110182569|XP_020806277.1|DSER
OG0000495	CG8249|NP_611060.2|DMEL	LOC110178319|XP_020801088.1|DSER
OG0000496	CG9171|NP_723117.1|DMEL	LOC110183129|XP_020806976.1|DSER
OG0000496	CG15483|NP_609592.1|DMEL	LOC110183927|XP_020807949.1|DSER
OG0000497	Pvf2|NP_523499.2|DMEL	LOC110181200|XP_020804540.1|DSER
OG0000497	Pvf3|NP_001097107.1|DMEL	LOC110182683|XP_020806434.1|DSER
OG0000498	CG13616|NP_651262.1|DMEL	LOC110186146|XP_020810856.1|DSER
OG0000499	Vha36-1|NP_651987.1|DMEL	LOC110182915|XP_020806776.1|DSER
OG0000499	Vha36-3|NP_570008.1|DMEL	LOC110179499|XP_020802733.1|DSER
OG0000500	AstC-R1|NP_649040.2|DMEL	LOC110190890|XP_020817207.1|DSER
OG0000500	AstC-R2|NP_001303398.1|DMEL	LOC110178950|XP_020801910.1|DSER
OG0000501	Cyp4e2|NP_477117.2|DMEL	LOC110176180|XP_020798090.1|DSER
OG0000501	Cyp4e1|NP_524771.1|DMEL	LOC110176189|XP_020798102.1|DSER
OG0000501	Cyp4e3|NP_523527.1|DMEL	LOC110177879|XP_020800503.1|DSER
OG0000502	CG15657|NP_611554.1|DMEL	LOC110179199|XP_020802275.1|DSER
OG0000503	Gr59b|NP_523818.2|DMEL	LOC110185501|XP_020810054.1|DSER
OG0000503	Gr59a|NP_726287.2|DMEL	LOC110185503|XP_020810057.1|DSER
OG0000504	CG9701|NP_648918.1|DMEL	LOC110183558|XP_020807518.1|DSER
OG0000505	kirre|NP_726844.1|DMEL	LOC110179747|XP_020803021.1|DSER
OG0000505	rst|NP_525058.2|DMEL	LOC110179751|XP_020803026.1|DSER
OG0000506	CG31106|NP_733086.2|DMEL	LOC110189034|XP_020814662.1|DSER
OG0000506	CG31103|NP_001097914.1|DMEL	LOC110189038|XP_020814666.1|DSER
OG0000507	Ant2|NP_511110.1|DMEL	LOC110182054|XP_020805669.1|DSER
OG0000507	sesB|NP_727448.1|DMEL	LOC110182092|XP_020805732.1|DSER
OG0000508	CG32320|NP_001097472.3|DMEL	LOC110178795|XP_020801706.1|DSER
OG0000508	CG6845|NP_612000.3|DMEL	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	Sema2a|NP_477507.1|DMEL	LOC110177555|XP_020799989.1|DSER
OG0000509	Sema2b|NP_001261024.1|DMEL	LOC110181469|XP_020804882.1|DSER
OG0000510	CG8323|NP_610933.1|DMEL	LOC110179275|XP_020802421.1|DSER
OG0000510	CG18327|NP_610934.1|DMEL	LOC110179276|XP_020802422.1|DSER
OG0000511	Cyt-b5-r|NP_477154.1|DMEL	LOC110184918|XP_020809222.1|DSER
OG0000511	CG17928|NP_609810.1|DMEL	LOC110184891|XP_020809196.1|DSER
OG0000512	Gr32a|NP_523543.3|DMEL	LOC110183165|XP_020807016.1|DSER
OG0000512	Gr68a|NP_524027.2|DMEL	LOC110178868|XP_020801801.1|DSER
OG0000513	CG3270|NP_610228.1|DMEL	LOC110189268|XP_020814942.1|DSER
OG0000513	l_2_37Bb|NP_536791.1|DMEL	LOC110183775|XP_020807791.1|DSER
OG0000514	pdm2|NP_723763.1|DMEL	LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	nub|NP_001097153.1|DMEL	LOC110183911|XP_020807915.1|DSER
OG0000515	ATPsynbetaL|NP_648836.2|DMEL	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	CG9522|NP_644677.1|DMEL	LOC110187129|XP_020812199.1|DSER
OG0000516	CG12539|NP_572976.1|DMEL	LOC110187149|XP_020812221.1|DSER
OG0000517	CG17029|NP_648821.1|DMEL	LOC110189862|XP_020815740.1|DSER
OG0000517	CG17028|NP_648822.1|DMEL	LOC110189860|XP_020815738.1|DSER
OG0000518	CG7194|NP_648203.1|DMEL	LOC110191302|XP_020817772.1|DSER
OG0000519	Sgs3|NP_524024.1|DMEL, Sgs7|NP_476718.1|DMEL, Sgs8|NP_476719.2|DMEL	LOC110187523|XP_020812578.1|DSER
OG0000521	CCKLR-17D3|NP_001097023.1|DMEL	LOC110182031|XP_020805620.1|DSER
OG0000521	CCKLR-17D1|NP_001097021.1|DMEL	LOC110182032|XP_020805621.1|DSER
OG0000522	CG10029|NP_649716.1|DMEL	LOC110188505|XP_020813898.1|DSER
OG0000522	CG9911|NP_573111.1|DMEL	LOC110184251|XP_020808371.1|DSER
OG0000523	Stt3B|NP_524494.1|DMEL	LOC110191312|XP_020817790.1|DSER
OG0000523	Stt3A|NP_608425.1|DMEL	LOC110176082|XP_020797983.1|DSER
OG0000524	Irp-1A|NP_477371.1|DMEL	LOC110177426|XP_020799807.1|DSER
OG0000524	Irp-1B|NP_524303.2|DMEL	LOC110189030|XP_020814659.1|DSER
OG0000525	CG30345|NP_724760.2|DMEL	LOC110188987|XP_020814595.1|DSER
OG0000525	CG30344|NP_724759.1|DMEL	LOC110188986|XP_020814594.1|DSER
OG0000526	PCNA2|NP_609994.1|DMEL	LOC110177188|XP_020799442.1|DSER
OG0000526	PCNA|NP_476905.1|DMEL	LOC110177140|XP_020799377.1|DSER
OG0000527	ed|NP_523469.2|DMEL	LOC110187498|XP_020812550.1|DSER
OG0000527	fred|NP_608812.3|DMEL	LOC110187536|XP_020812589.1|DSER
OG0000528	CG33281|NP_995620.1|DMEL	LOC110183785|XP_020807801.1|DSER
OG0000529	CG34447|NP_001097060.1|DMEL	LOC110184964|XP_020809271.1|DSER
OG0000529	CG14034|NP_001036339.1|DMEL	LOC110187374|XP_020812423.1|DSER
OG0000530	CG32079|NP_729645.3|DMEL	LOC110178608|XP_020801452.1|DSER
OG0000530	CG1139|NP_647686.1|DMEL	LOC110188887|XP_020814463.1|DSER
OG0000531	CG31802|NP_724103.1|DMEL	LOC110178108|XP_020800782.1|DSER
OG0000532	CG4367|NP_001287421.2|DMEL	LOC110188006|XP_020813188.1|DSER
OG0000532	CG4362|NP_650876.1|DMEL	LOC110188005|XP_020813186.1|DSER
OG0000533	SLIRP1|NP_001027083.1|DMEL	LOC110176029|XP_020797898.1|DSER
OG0000533	SLIRP2|NP_649808.1|DMEL	LOC110187943|XP_020813116.1|DSER
OG0000534	sno|NP_001096967.1|DMEL	LOC110180325|XP_020803641.1|DSER
OG0000534	CG3491|NP_609731.1|DMEL	LOC110185545|XP_020810118.1|DSER
OG0000535	CG12895|NP_001260868.1|DMEL	LOC110180040|XP_020803311.1|DSER
OG0000535	CG14757|NP_610363.1|DMEL	LOC110176886|XP_020799029.1|DSER
OG0000536	frm|NP_001137887.1|DMEL	LOC110176177|XP_020798079.1|DSER
OG0000537	Incenp|NP_523648.3|DMEL	LOC110189300|XP_020814989.1|DSER
OG0000538	CG43324|NP_001246399.1|DMEL	LOC110191630|XP_020818182.1|DSER
OG0000538	Ggamma1|NP_523662.1|DMEL	LOC110178407|XP_020801207.1|DSER
OG0000539	E_spl_mgamma-HLH|NP_524504.2|DMEL	LOC110186215|XP_020810937.1|DSER
OG0000539	E_spl_mbeta-HLH|NP_524505.2|DMEL	LOC110186190|XP_020810907.1|DSER
OG0000540	CG9336|NP_610069.2|DMEL	LOC110187269|XP_020812315.1|DSER
OG0000542	ND-49L|NP_651392.2|DMEL	LOC110186788|XP_020811725.1|DSER
OG0000542	ND-49|NP_651926.1|DMEL	LOC110185410|XP_020809876.1|DSER
OG0000543	CG4408|NP_651141.2|DMEL	LOC110184670|XP_020808940.1|DSER
OG0000543	CG2915|NP_610338.1|DMEL	LOC110182885|XP_020806688.1|DSER
OG0000544	Prat2|NP_523949.2|DMEL	LOC110178724|XP_020801589.1|DSER
OG0000544	Prat|NP_524271.2|DMEL	LOC110184507|XP_020808731.1|DSER
OG0000545	beat-IIb|NP_650613.2|DMEL	LOC110187823|XP_020812958.1|DSER
OG0000545	beat-IIa|NP_524384.3|DMEL	LOC110187739|XP_020812855.1|DSER
OG0000546	Nup93-2|NP_650404.1|DMEL	LOC110188731|XP_020814204.1|DSER
OG0000546	Nup93-1|NP_572929.1|DMEL	LOC110179470|XP_020802700.1|DSER
OG0000547	Ran-like|NP_524082.1|DMEL	LOC110187897|XP_020813051.1|DSER
OG0000548	CG9389|NP_649295.1|DMEL	LOC110190295|XP_020816338.1|DSER
OG0000548	CG9391|NP_649294.1|DMEL	LOC110190296|XP_020816339.1|DSER
OG0000549	l_2_efl|NP_523827.1|DMEL	LOC110177056|XP_020799233.1|DSER
OG0000550	Kaz1-ORFB|NP_001027091.1|DMEL	LOC110178745|XP_020801635.1|DSER
OG0000550	CG34454|NP_001097457.1|DMEL	LOC110178791|XP_020801703.1|DSER
OG0000551	Strn-Mlck|NP_001261019.1|DMEL	LOC110178527|XP_020801342.1|DSER
OG0000552	CG31029|NP_733347.1|DMEL	LOC110186838|XP_020811787.1|DSER
OG0000552	Ppi1|NP_733345.2|DMEL	LOC110186668|XP_020811592.1|DSER
OG0000553	CG17633|NP_609310.2|DMEL	LOC110177872|XP_020800488.1|DSER
OG0000554	GILT3|NP_651165.1|DMEL	LOC110185315|XP_020809743.1|DSER
OG0000554	GILT2|NP_651166.1|DMEL	LOC110185264|XP_020809666.1|DSER
OG0000555	Ppm1|NP_612039.1|DMEL	LOC110179417|XP_020802605.1|DSER
OG0000555	CG17746|NP_647794.1|DMEL	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER
OG0000556	Arpc3B|NP_573193.1|DMEL	LOC110179726|XP_020803004.1|DSER
OG0000556	Arpc3A|NP_650498.3|DMEL	LOC110191833|XP_020818457.1|DSER
OG0000557	CG12256|NP_650166.2|DMEL	LOC110176580|XP_020798653.1|DSER
OG0000557	CG17404|NP_650165.2|DMEL	LOC110176610|XP_020798692.1|DSER
OG0000558	blp|NP_524370.2|DMEL	LOC110191842|XP_020818469.1|DSER
OG0000558	CG1409|NP_572409.2|DMEL	LOC110184573|XP_020808806.1|DSER
OG0000559	Best1|NP_001247018.1|DMEL	LOC110186176|XP_020810888.1|DSER
OG0000559	Best3|NP_730039.1|DMEL	LOC110176282|XP_020798260.1|DSER
OG0000560	CG30503|NP_001137612.1|DMEL	LOC110189432|XP_020815161.1|DSER
OG0000560	sPLA2|NP_724556.1|DMEL	LOC110189431|XP_020815160.1|DSER
OG0000561	eyg|NP_524042.2|DMEL	LOC110190641|XP_020816898.1|DSER
OG0000561	toe|NP_524041.2|DMEL	LOC110190559|XP_020816778.1|DSER
OG0000562	chrb|NP_648470.2|DMEL	LOC110181239|XP_020804603.1|DSER
OG0000562	scyl|NP_648456.2|DMEL	LOC110181232|XP_020804593.1|DSER
OG0000563	CG12520|NP_001097596.1|DMEL	LOC110177481|XP_020799887.1|DSER
OG0000564	Edg78E|NP_524198.1|DMEL	LOC110190320|XP_020816374.1|DSER
OG0000564	Cpr78Cc|NP_649300.1|DMEL	LOC110190071|XP_020816035.1|DSER
OG0000565	CG42854|NP_001188661.1|DMEL	LOC110189525|XP_020815311.1|DSER
OG0000566	AhcyL2|NP_996221.1|DMEL	LOC110190849|XP_020817157.1|DSER
OG0000566	AhcyL1|NP_647746.1|DMEL	LOC110185332|XP_020809767.1|DSER
OG0000567	CG4766|NP_572287.1|DMEL	LOC110181567|XP_020805016.1|DSER
OG0000567	mab-21|NP_651971.2|DMEL	LOC110181566|XP_020805015.1|DSER
OG0000568	CG16781|NP_001259211.1|DMEL	LOC110184417|XP_020808611.1|DSER
OG0000568	CG9855|NP_649463.2|DMEL	LOC110176469|XP_020798487.1|DSER
OG0000569	Snap24|NP_524298.1|DMEL	LOC110191824|XP_020818448.1|DSER
OG0000569	Snap25|NP_001036641.1|DMEL	LOC110180710|XP_020804050.1|DSER
OG0000570	Orct2|NP_651238.2|DMEL	LOC110176422|XP_020798426.1|DSER
OG0000570	Orct|NP_524479.1|DMEL	LOC110176424|XP_020798429.1|DSER
OG0000571	CG34354|NP_001097953.2|DMEL	LOC110176399|XP_020798393.1|DSER
OG0000572	CG10126|NP_788664.2|DMEL	LOC110187812|XP_020812947.1|DSER
OG0000572	CG31345|NP_731744.1|DMEL	LOC110187757|XP_020812877.1|DSER
OG0000573	CG16758|NP_001261330.1|DMEL	LOC110188824|XP_020814373.1|DSER
OG0000573	CG18128|NP_611822.1|DMEL	LOC110176936|XP_020799095.1|DSER
OG0000574	Rh4|NP_476701.1|DMEL	LOC110190321|XP_020816375.1|DSER
OG0000574	Rh3|NP_524411.1|DMEL	LOC110188049|XP_020813257.1|DSER
OG0000575	caup|NP_524046.2|DMEL	LOC110190569|XP_020816803.1|DSER
OG0000575	ara|NP_524045.2|DMEL	LOC110190593|XP_020816844.1|DSER
OG0000576	CG14605|NP_731145.1|DMEL	LOC110188526|XP_020813928.1|DSER
OG0000576	CG14606|NP_001334690.1|DMEL	LOC110188412|XP_020813795.1|DSER
OG0000577	CG17597|NP_609912.1|DMEL	LOC110176941|XP_020799102.1|DSER
OG0000577	ScpX|NP_524715.2|DMEL	LOC110176873|XP_020799007.1|DSER
OG0000578	Fatp1|NP_001162940.3|DMEL	LOC110183305|XP_020807203.1|DSER
OG0000578	Fatp2|NP_995925.2|DMEL	LOC110179138|XP_020802190.1|DSER
OG0000579	CG9920|NP_650333.1|DMEL	LOC110191052|XP_020817437.1|DSER
OG0000579	CG11267|NP_648622.1|DMEL	LOC110177486|XP_020799897.1|DSER
OG0000580	CG14694|NP_650028.1|DMEL	LOC110187872|XP_020813015.1|DSER
OG0000580	CG6574|NP_650029.1|DMEL	LOC110188083|XP_020813295.1|DSER
OG0000581	AnxB9|NP_476603.1|DMEL	LOC110190173|XP_020816182.1|DSER
OG0000581	AnxB11|NP_727978.1|DMEL	LOC110181771|XP_020805302.1|DSER
OG0000582	SdhA|NP_477210.1|DMEL	LOC110176253|XP_020798223.1|DSER
OG0000583	CG34423|NP_001163263.1|DMEL	LOC110178512|XP_020801322.1|DSER
OG0000583	CG13551|NP_652302.1|DMEL	LOC110178511|XP_020801321.1|DSER
OG0000584	CG13102|NP_609268.2|DMEL	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER
OG0000584	CG9568|NP_609267.1|DMEL	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER
OG0000585	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL	LOC110183669|XP_020807662.1|DSER
OG0000585	CG13678|NP_648193.1|DMEL	LOC110183712|XP_020807719.1|DSER
OG0000586	CG30285|NP_726103.1|DMEL	LOC110177776|XP_020800302.1|DSER
OG0000586	CG13749|NP_610428.2|DMEL	LOC110178265|XP_020800989.1|DSER
OG0000586	CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL	LOC110191327|XP_020817823.1|DSER
OG0000587	CG43110|NP_001246396.1|DMEL, CG10764|NP_611213.2|DMEL	LOC110183757|XP_020807774.1|DSER, LOC110181117|XP_020804451.1|DSER
OG0000589	Drak|NP_001162723.1|DMEL	LOC110183229|XP_020807104.1|DSER
OG0000590	VhaAC39-2|NP_651128.1|DMEL	LOC110188594|XP_020814016.1|DSER
OG0000590	VhaAC39-1|NP_570080.1|DMEL	LOC110183551|XP_020807510.1|DSER
OG0000592	cathD|NP_001334713.1|DMEL	LOC110191585|XP_020818129.1|DSER
OG0000592	CG10104|NP_610961.1|DMEL	LOC110189203|XP_020814832.1|DSER
OG0000593	ND-20L|NP_651698.1|DMEL	LOC110186802|XP_020811743.1|DSER
OG0000593	ND-20|NP_573097.1|DMEL	LOC110181831|XP_020805393.1|DSER
OG0000594	Pglym78|NP_524546.2|DMEL	LOC110186598|XP_020811485.1|DSER
OG0000594	Pglym87|NP_652041.2|DMEL	LOC110176626|XP_020798710.1|DSER
OG0000595	Hrb87F|NP_476807.1|DMEL	LOC110184071|XP_020808114.1|DSER
OG0000595	Hrb98DE|NP_524543.1|DMEL	LOC110188373|XP_020813746.1|DSER
OG0000596	CG3690|NP_569876.3|DMEL	LOC110179486|XP_020802719.1|DSER
OG0000596	CG31272|NP_650013.3|DMEL	LOC110176451|XP_020798462.1|DSER
OG0000597	ppk22|NP_733051.2|DMEL	LOC110187848|XP_020812991.1|DSER
OG0000597	ppk24|NP_651860.2|DMEL	LOC110191370|XP_020817881.1|DSER
OG0000598	Cyp304a1|NP_731751.1|DMEL	LOC110188127|XP_020813374.1|DSER
OG0000599	Gr64a|NP_728920.1|DMEL	LOC110178641|XP_020801492.1|DSER
OG0000599	Gr61a|NP_523877.1|DMEL	LOC110178633|XP_020801479.1|DSER
OG0000600	CG13321|NP_610831.1|DMEL	LOC110189482|XP_020815228.1|DSER
OG0000600	CG44250|NP_001163133.1|DMEL	LOC110189256|XP_020814925.1|DSER
OG0000601	MME1|NP_609093.1|DMEL	LOC110185680|XP_020810306.1|DSER
OG0000601	colt|NP_477221.1|DMEL	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER
OG0000602	CG5867|NP_609625.2|DMEL	LOC110185847|XP_020810513.1|DSER
OG0000602	CG5945|NP_609626.1|DMEL	LOC110185754|XP_020810412.1|DSER
OG0000603	SLC5A11|NP_609192.1|DMEL	LOC110176878|XP_020799013.1|DSER
OG0000604	Taf10|NP_477463.1|DMEL	LOC110182327|XP_020806018.1|DSER
OG0000604	Taf10b|NP_477418.1|DMEL	LOC110182326|XP_020806017.1|DSER
OG0000605	CG9259|NP_610084.1|DMEL	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER
OG0000606	CG6660|NP_651104.1|DMEL	LOC110177352|XP_020799703.1|DSER
OG0000607	CG5220|NP_650590.1|DMEL	LOC110190852|XP_020817160.1|DSER
OG0000607	CG7009|NP_650947.1|DMEL	LOC110187682|XP_020812772.1|DSER
OG0000608	Ald2|NP_651476.1|DMEL	LOC110186172|XP_020810885.1|DSER
OG0000608	Ald1|NP_733140.2|DMEL	LOC110186241|XP_020810966.1|DSER
OG0000609	Cdlc2|NP_477408.1|DMEL	LOC110176930|XP_020799085.1|DSER
OG0000610	Grx1|NP_649065.1|DMEL	LOC110185216|XP_020809604.1|DSER
OG0000610	Grx1t|NP_611609.1|DMEL	LOC110177774|XP_020800299.1|DSER
OG0000611	Treh|NP_726025.1|DMEL	LOC110179244|XP_020802359.1|DSER
OG0000611	CG6262|NP_611123.2|DMEL	LOC110181452|XP_020804861.1|DSER
OG0000612	CG32201|NP_730346.2|DMEL	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER
OG0000612	CG18231|NP_649045.2|DMEL	LOC110191351|XP_020817858.1|DSER
OG0000612	CG18233|NP_649044.3|DMEL	LOC110190888|XP_020817206.1|DSER
OG0000614	alpha-Man-Ic|NP_733331.1|DMEL	LOC110191140|XP_020817553.1|DSER
OG0000615	CG6470|NP_573304.1|DMEL	LOC110182641|XP_020806369.1|DSER
OG0000615	CG8478|NP_001163576.1|DMEL	LOC110188748|XP_020814248.1|DSER
OG0000616	Hayan|NP_001097020.1|DMEL	LOC110182633|XP_020806356.1|DSER
OG0000616	psh|NP_573297.1|DMEL	LOC110182632|XP_020806353.1|DSER
OG0000617	CG5611|NP_651574.1|DMEL	LOC110177319|XP_020799652.1|DSER
OG0000617	Srlp|NP_650199.1|DMEL	LOC110190963|XP_020817312.1|DSER
OG0000618	P5CDh2|NP_788705.1|DMEL	LOC110191113|XP_020817517.1|DSER
OG0000618	P5CDh1|NP_730695.1|DMEL	LOC110191053|XP_020817438.1|DSER
OG0000619	CG33998|NP_001033959.1|DMEL	LOC110178445|XP_020801238.1|DSER
OG0000620	CG17003|NP_608365.1|DMEL	LOC110184175|XP_020808245.1|DSER
OG0000620	Tat|NP_648310.1|DMEL	LOC110190629|XP_020816881.1|DSER
OG0000621	eIF3g2|NP_650887.1|DMEL	LOC110188201|XP_020813457.1|DSER
OG0000621	eIF3g1|NP_570011.1|DMEL	LOC110179492|XP_020802725.1|DSER
OG0000622	GluRIA|NP_476855.1|DMEL	LOC110178749|XP_020801640.1|DSER
OG0000622	GluRIB|NP_001261621.2|DMEL	LOC110190510|XP_020816691.1|DSER
OG0000623	Rac1|NP_476950.1|DMEL	LOC110186983|XP_020812001.1|DSER
OG0000623	Rac2|NP_648121.1|DMEL	LOC110176698|XP_020798792.1|DSER
OG0000624	CG5327|NP_725807.1|DMEL	LOC110189664|XP_020815468.1|DSER
OG0000625	CG33523|NP_001261457.1|DMEL	LOC110190464|XP_020816632.1|DSER
OG0000625	CG32407|NP_729113.1|DMEL	LOC110190571|XP_020816805.1|DSER
OG0000626	CG10459|NP_610513.2|DMEL	LOC110178151|XP_020800842.1|DSER
OG0000626	wmd|NP_001097436.1|DMEL	LOC110181093|XP_020804421.1|DSER
OG0000627	SecCl|NP_001261986.1|DMEL	LOC110185256|XP_020809651.1|DSER
OG0000627	CG6927|NP_572194.1|DMEL	LOC110180617|XP_020803960.1|DSER
OG0000628	Prosalpha6T|NP_609623.1|DMEL	LOC110182378|XP_020806079.1|DSER
OG0000628	Prosalpha6|NP_523532.1|DMEL	LOC110183345|XP_020807258.1|DSER
OG0000629	mAcon2|NP_650042.2|DMEL	LOC110187758|XP_020812881.1|DSER
OG0000629	mAcon1|NP_524708.1|DMEL	LOC110187447|XP_020812494.1|DSER
OG0000630	dnt|NP_477341.2|DMEL	LOC110181379|XP_020804767.1|DSER
OG0000630	drl|NP_001260566.1|DMEL	LOC110181363|XP_020804746.1|DSER
OG0000631	ZnT33D|NP_723732.2|DMEL	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER
OG0000631	ZnT35C|NP_609741.3|DMEL	LOC110185944|XP_020810619.1|DSER
OG0000632	CG34351|NP_001260044.1|DMEL	LOC110179178|XP_020802238.1|DSER
OG0000632	CG14340|NP_608567.2|DMEL	LOC110186043|XP_020810741.1|DSER
OG0000633	CG42397|NP_001163428.1|DMEL	LOC110179002|XP_020801995.1|DSER
OG0000633	Muc68E|NP_996064.1|DMEL	LOC110179000|XP_020801989.1|DSER
OG0000635	Efhc1.2|NP_611459.1|DMEL	LOC110183000|XP_020806882.1|DSER
OG0000635	Efhc1.1|NP_573075.1|DMEL	LOC110177595|XP_020800048.1|DSER
OG0000636	CG17564|NP_609954.1|DMEL	LOC110181388|XP_020804778.1|DSER
OG0000636	CG10750|NP_001286084.1|DMEL	LOC110181389|XP_020804779.1|DSER
OG0000637	Vsx2|NP_001284897.1|DMEL	LOC110187038|XP_020812061.1|DSER
OG0000637	Vsx1|NP_572232.2|DMEL	LOC110187034|XP_020812056.1|DSER
OG0000638	RpS19b|NP_651195.1|DMEL	LOC110191344|XP_020817850.1|DSER
OG0000638	RpS19a|NP_523376.1|DMEL	LOC110181512|XP_020804945.1|DSER
OG0000639	siz|NP_730594.1|DMEL	LOC110189840|XP_020815704.1|DSER
OG0000641	Toll-4|NP_523519.2|DMEL	LOC110181443|XP_020804846.1|DSER
OG0000641	MstProx|NP_649719.2|DMEL	LOC110188453|XP_020813841.1|DSER
OG0000642	CG30048|NP_001014521.2|DMEL	LOC110178221|XP_020800922.1|DSER
OG0000642	CG42685|NP_609717.5|DMEL	LOC110185905|XP_020810578.1|DSER
OG0000643	Gr98c|NP_524531.2|DMEL, Gr98d|NP_733214.1|DMEL	LOC110177445|XP_020799837.1|DSER
OG0000643	Gr98b|NP_733213.1|DMEL	LOC110177446|XP_020799838.1|DSER
OG0000644	CG32086|NP_729720.1|DMEL	LOC110181269|XP_020804637.1|DSER
OG0000644	CG33489|NP_001261715.1|DMEL	LOC110181278|XP_020804652.1|DSER
OG0000644	CG33490|NP_996047.1|DMEL	LOC110181277|XP_020804651.1|DSER
OG0000645	CG34177|NP_001097081.1|DMEL	LOC110185735|XP_020810384.1|DSER
OG0000645	CG34215|NP_001097204.1|DMEL	LOC110185976|XP_020810658.1|DSER
OG0000646	Apc2|NP_001334699.1|DMEL	LOC110189449|XP_020815185.1|DSER
OG0000646	Apc|NP_477152.1|DMEL	LOC110184027|XP_020808054.1|DSER
OG0000647	CG31559|NP_731045.1|DMEL	LOC110176668|XP_020798762.1|DSER, LOC110191092|XP_020817495.1|DSER
OG0000647	CG12206|NP_570060.1|DMEL	LOC110184420|XP_020808614.1|DSER
OG0000648	B-H2|NP_523386.1|DMEL	LOC110184444|XP_020808643.1|DSER
OG0000648	B-H1|NP_523387.1|DMEL	LOC110184364|XP_020808516.1|DSER
OG0000649	Frq1|NP_573271.1|DMEL	LOC110175956|XP_020797803.1|DSER
OG0000649	Frq2|NP_525093.1|DMEL	LOC110176001|XP_020797861.1|DSER
OG0000650	CG10694|NP_651212.1|DMEL	LOC110191073|XP_020817465.1|DSER
OG0000650	Rad23|NP_651918.2|DMEL	LOC110185456|XP_020809958.1|DSER
OG0000651	Fit2|NP_648947.1|DMEL	LOC110189963|XP_020815911.1|DSER
OG0000651	Fit1|NP_728936.1|DMEL	LOC110178651|XP_020801502.1|DSER
OG0000652	CanB2|NP_524874.2|DMEL	LOC110182934|XP_020806772.1|DSER
OG0000652	CanB|NP_524741.1|DMEL	LOC110183534|XP_020807493.1|DSER
OG0000653	Sccpdh2|NP_650190.1|DMEL	LOC110190581|XP_020816833.1|DSER
OG0000653	Sccpdh1|NP_649517.1|DMEL	LOC110178713|XP_020801575.1|DSER
OG0000654	CG33791|NP_001027100.1|DMEL	LOC110191331|XP_020817825.1|DSER, LOC110178755|XP_020801647.1|DSER
OG0000654	Nc73EF|NP_001097629.1|DMEL	LOC110190379|XP_020816468.1|DSER
OG0000655	Nacalpha|NP_477216.1|DMEL	LOC110182239|XP_020805920.1|DSER
OG0000655	CG4415|NP_608561.2|DMEL	LOC110179530|XP_020802769.1|DSER
OG0000656	GC1|NP_650134.1|DMEL	LOC110176652|XP_020798742.1|DSER
OG0000656	GC2|NP_731657.2|DMEL	LOC110176653|XP_020798745.1|DSER
OG0000657	CG13405|NP_611999.1|DMEL	LOC110184492|XP_020808705.1|DSER
OG0000657	CG3213|NP_608787.1|DMEL	LOC110177050|XP_020799225.1|DSER
OG0000658	RpS5a|NP_523382.1|DMEL	LOC110179734|XP_020803010.1|DSER
OG0000658	RpS5b|NP_650407.1|DMEL	LOC110187869|XP_020813012.1|DSER
