Orthogroup	DMEL.longest_only	DSUB.longest_only
OG0001470	CG7365|NP_649178.1|DMEL	LOC117894710|XP_034657782.1|DSUB
OG0001471	Glut1|NP_612073.2|DMEL	LOC117894182|XP_034656978.1|DSUB
OG0001472	Prosbeta6|NP_524115.1|DMEL	LOC117894040|XP_034656780.1|DSUB
OG0001473	Or82a|NP_730794.1|DMEL	LOC117898645|XP_034664097.1|DSUB
OG0001474	CG3781|NP_572303.4|DMEL	LOC117903264|XP_034671061.1|DSUB
OG0001475	PIG-N|NP_610549.1|DMEL	LOC117891182|XP_034652399.1|DSUB, LOC117891183|XP_034652400.1|DSUB
OG0001476	Wnt5|NP_476924.1|DMEL	LOC117889780|XP_034650136.1|DSUB
OG0001477	ATPsyngamma|NP_524550.1|DMEL	LOC117897720|XP_034662636.1|DSUB
OG0001478	crq|NP_787957.1|DMEL	LOC117902477|XP_034669777.1|DSUB
OG0001480	ebi|NP_477329.1|DMEL	LOC117902474|XP_034669773.1|DSUB
OG0001481	CG31688|NP_610035.4|DMEL	LOC117902652|XP_034670069.1|DSUB
OG0001482	cato|NP_477344.1|DMEL	LOC117891261|XP_034652525.1|DSUB
OG0001483	lt|NP_001036416.1|DMEL	LOC117902183|XP_034669247.1|DSUB
OG0001484	CG2772|NP_608776.1|DMEL	LOC117900371|XP_034666612.1|DSUB
OG0001485	NijB|NP_649068.1|DMEL	LOC117894670|XP_034657739.1|DSUB
OG0001486	Tg|NP_609174.1|DMEL	LOC117900841|XP_034667244.1|DSUB
OG0001487	CG40498|NP_001104342.3|DMEL	LOC117900529|XP_034666819.1|DSUB
OG0001488	CG4734|NP_610864.1|DMEL	LOC117890602|XP_034651432.1|DSUB
OG0001489	sick|NP_001260606.1|DMEL	LOC117901252|XP_034667823.1|DSUB
OG0001490	RpS21|NP_722853.1|DMEL	LOC117900228|XP_034666404.1|DSUB
OG0001491	Rab5|NP_523457.1|DMEL	LOC117902809|XP_034670323.1|DSUB
OG0001492	CG9068|NP_611111.1|DMEL	LOC117900677|XP_034667013.1|DSUB
OG0001493	Naa20A|NP_001259714.1|DMEL	LOC117898574|XP_034663982.1|DSUB
OG0001494	CheA7a|NP_572395.2|DMEL	LOC117891814|XP_034653420.1|DSUB
OG0001495	CG42516|NP_001163086.1|DMEL	LOC117892726|XP_034655040.1|DSUB
OG0001496	RpS6|NP_511073.1|DMEL	LOC117903379|XP_034671240.1|DSUB
OG0001497	VhaAC45|NP_610470.1|DMEL	LOC117891137|XP_034652236.1|DSUB
OG0001498	rn|NP_001262343.1|DMEL	LOC117898888|XP_034664462.1|DSUB
OG0001500	botv|NP_523790.1|DMEL	LOC117892233|XP_034654228.1|DSUB, LOC117892232|XP_034654226.1|DSUB
OG0001501	CG18547|NP_650138.1|DMEL	LOC117899270|XP_034665059.1|DSUB
OG0001502	CG7639|NP_995838.1|DMEL	LOC117891487|XP_034652859.1|DSUB
OG0001503	Gr43a|NP_001286158.1|DMEL	LOC117891931|XP_034653657.1|DSUB
OG0001504	CG43736|NP_001259298.1|DMEL	LOC117903170|XP_034670905.1|DSUB
OG0001505	mbl|NP_001261046.1|DMEL	LOC117891721|XP_034653204.1|DSUB
OG0001506	Iswi|NP_523719.1|DMEL	LOC117891934|XP_034653667.1|DSUB
OG0001507	Fili|NP_001369108.1|DMEL	LOC117890879|XP_034651863.1|DSUB
OG0001508	CG9864|NP_611462.1|DMEL	LOC117890404|XP_034651105.1|DSUB
OG0001509	stum|NP_611603.3|DMEL	LOC117889997|XP_034650474.1|DSUB
OG0001510	ifc|NP_476594.1|DMEL	LOC117901448|XP_034668084.1|DSUB
OG0001511	CG9380|NP_001036571.2|DMEL	LOC117890645|XP_034651488.1|DSUB
OG0001512	ppk26|NP_648125.3|DMEL	LOC117894835|XP_034657974.1|DSUB
OG0001513	nrm|NP_001246890.1|DMEL	LOC117893187|XP_034655588.1|DSUB
OG0001515	MED22|NP_569870.1|DMEL	LOC117903350|XP_034671192.1|DSUB, LOC117898275|XP_034663421.1|DSUB
OG0001517	CG12883|NP_651579.1|DMEL	LOC117897547|XP_034662365.1|DSUB
OG0001518	spirit|NP_572492.1|DMEL	LOC117903496|XP_034671467.1|DSUB
OG0001519	CG2641|NP_649737.1|DMEL	LOC117899405|XP_034665282.1|DSUB
OG0001520	CG14676|NP_649600.1|DMEL, CG34287|NP_001097693.1|DMEL	LOC117899769|XP_034665919.1|DSUB
OG0001521	Tep4|NP_001260590.1|DMEL	LOC117901673|XP_034668404.1|DSUB
OG0001522	Nepl8|NP_609795.2|DMEL, Nepl6|NP_609023.3|DMEL	LOC117900472|XP_034666742.1|DSUB
OG0001523	Alp8|NP_611655.1|DMEL, Alp2|NP_611654.1|DMEL	LOC117891262|XP_034652526.1|DSUB
OG0001524	Ir48b|NP_610697.1|DMEL	LOC117890557|XP_034651380.1|DSUB
OG0001525	CG32755|NP_727055.1|DMEL	LOC117900471|XP_034666745.1|DSUB
OG0001525	CG6041|NP_572281.1|DMEL	LOC117903033|XP_034670653.1|DSUB
OG0001526	CG1840|NP_572764.1|DMEL, SelG|NP_572763.3|DMEL	LOC117903897|XP_034672291.1|DSUB
OG0001527	CG45061|NP_001285063.1|DMEL	LOC117899155|XP_034664890.1|DSUB
OG0001527	CG45060|NP_001285062.1|DMEL	LOC117899158|XP_034664905.1|DSUB
OG0001528	mthl11|NP_731479.3|DMEL	LOC117899040|XP_034664692.1|DSUB
OG0001529	CG12691|NP_572157.1|DMEL	LOC117894657|XP_034657726.1|DSUB
OG0001530	aust|NP_609278.1|DMEL	LOC117902419|XP_034669665.1|DSUB
OG0001531	CG15109|NP_611394.3|DMEL	LOC117892495|XP_034654660.1|DSUB, LOC117889809|XP_034650179.1|DSUB
OG0001534	CG34417|NP_001259282.1|DMEL	LOC117902737|XP_034670225.1|DSUB
OG0001535	CG15449|NP_608423.1|DMEL	LOC117903488|XP_034671446.1|DSUB
OG0001536	scu|NP_523396.1|DMEL	LOC117891715|XP_034653203.1|DSUB
OG0001537	lwr|NP_476978.1|DMEL	LOC117902482|XP_034669784.1|DSUB, LOC117900716|XP_034667071.1|DSUB, LOC117901961|XP_034668832.1|DSUB
OG0001538	CG1640|NP_727696.2|DMEL	LOC117903735|XP_034671984.1|DSUB
OG0001539	vir|NP_524900.1|DMEL	LOC117891047|XP_034652108.1|DSUB
OG0001540	msl-2|NP_523467.1|DMEL	LOC117900426|XP_034666681.1|DSUB
OG0001541	CG14457|NP_001014600.1|DMEL	LOC117893218|XP_034655643.1|DSUB
OG0001542	Cad86C|NP_001247033.1|DMEL	LOC117897389|XP_034662089.1|DSUB
OG0001543	r|NP_523377.1|DMEL	LOC117903305|XP_034671128.1|DSUB
OG0001544	CG43689|NP_001259230.1|DMEL	LOC117900134|XP_034666254.1|DSUB
OG0001545	CG32819|NP_728444.1|DMEL, CG32820|NP_728441.1|DMEL, CG17450|NP_728438.2|DMEL	LOC117890747|XP_034651697.1|DSUB
OG0001546	GCS2alpha|NP_652145.1|DMEL	LOC117890738|XP_034651685.1|DSUB
OG0001547	dnc|NP_726846.1|DMEL	LOC117903411|XP_034671306.1|DSUB
OG0001548	Arp2|NP_001259621.1|DMEL	LOC117895482|XP_034659058.1|DSUB
OG0001549	Mhc|NP_723999.1|DMEL	LOC117902575|XP_034669944.1|DSUB
OG0001550	CG3999|NP_649989.1|DMEL	LOC117897302|XP_034661940.1|DSUB
OG0001551	Nha2|NP_001247251.1|DMEL	LOC117895967|XP_034659812.1|DSUB
OG0001552	ATP6AP2|NP_649876.1|DMEL	LOC117898270|XP_034663416.1|DSUB
OG0001553	AstA-R1|NP_524700.1|DMEL	LOC117903035|XP_034670656.1|DSUB
OG0001554	Skeletor|NP_001247027.1|DMEL	LOC117897250|XP_034661864.1|DSUB
OG0001555	CG10621|NP_609920.1|DMEL	LOC117902236|XP_034669370.1|DSUB
OG0001556	nopo|NP_611305.1|DMEL	LOC117890875|XP_034651858.1|DSUB
OG0001557	Amun|NP_572741.1|DMEL	LOC117903857|XP_034672228.1|DSUB
OG0001558	CG16952|NP_001356947.1|DMEL	LOC117892157|XP_034654113.1|DSUB
OG0001559	CG6356|NP_651240.1|DMEL	LOC117897583|XP_034662428.1|DSUB
OG0001560	dsx|NP_001262353.1|DMEL	LOC117899756|XP_034665898.1|DSUB
OG0001561	CREG|NP_524385.2|DMEL	LOC117899387|XP_034665260.1|DSUB
OG0001562	Nse1|NP_609063.1|DMEL	LOC117902611|XP_034670014.1|DSUB
OG0001563	alpha-Cat|NP_524219.1|DMEL	LOC117897154|XP_034661717.1|DSUB
OG0001564	CASK|NP_001262811.1|DMEL	LOC117899770|XP_034665920.1|DSUB
OG0001565	grn|NP_001262366.1|DMEL	LOC117897544|XP_034662360.1|DSUB
OG0001566	CG4511|NP_650026.1|DMEL	LOC117899162|XP_034664912.1|DSUB
OG0001567	CG13202|NP_610675.1|DMEL	LOC117889936|XP_034650358.1|DSUB
OG0001568	cv-c|NP_001097786.1|DMEL	LOC117899329|XP_034665156.1|DSUB
OG0001569	Adgf-C|NP_650308.3|DMEL	LOC117896785|XP_034661173.1|DSUB
OG0001570	CheA87a|NP_650280.1|DMEL	LOC117896829|XP_034661233.1|DSUB
OG0001571	dpr19|NP_609392.1|DMEL	LOC117899979|XP_034666035.1|DSUB
OG0001572	CG9917|NP_573117.2|DMEL	LOC117895837|XP_034659675.1|DSUB
OG0001573	RhoGEF64C|NP_729032.1|DMEL	LOC117895848|XP_034659700.1|DSUB
OG0001574	CG13375|NP_569837.2|DMEL	LOC117903383|XP_034671259.1|DSUB
OG0001575	CG6204|NP_651229.2|DMEL	LOC117899564|XP_034665560.1|DSUB
OG0001576	CG6693|NP_650052.1|DMEL	LOC117897611|XP_034662466.1|DSUB
OG0001577	dgt1|NP_001287595.1|DMEL	LOC117896651|XP_034660988.1|DSUB, LOC117898066|XP_034663130.1|DSUB
OG0001578	rswl|NP_611335.1|DMEL	LOC117891087|XP_034652157.1|DSUB
OG0001579	CG18809|NP_652669.1|DMEL	LOC117903517|XP_034671520.1|DSUB
OG0001580	wde|NP_610608.1|DMEL	LOC117891945|XP_034653689.1|DSUB
OG0001581	Cubn|NP_727348.2|DMEL	LOC117895947|XP_034659792.1|DSUB
OG0001582	vis|NP_788337.1|DMEL, achi|NP_725183.1|DMEL	LOC117890276|XP_034650926.1|DSUB
OG0001583	CG30377|NP_610329.2|DMEL	LOC117890416|XP_034651121.1|DSUB
OG0001584	Dci|NP_612065.1|DMEL	LOC117894199|XP_034657005.1|DSUB, LOC117894198|XP_034657004.1|DSUB
OG0001585	bif|NP_001259457.1|DMEL	LOC117892924|XP_034655133.1|DSUB
OG0001586	SMSr|NP_648114.1|DMEL	LOC117895044|XP_034658313.1|DSUB
OG0001587	CG10465|NP_610165.1|DMEL	LOC117891315|XP_034652618.1|DSUB
OG0001588	CG12107|NP_610314.1|DMEL	LOC117891201|XP_034652428.1|DSUB
OG0001589	IntS3|NP_001036437.1|DMEL	LOC117900959|XP_034667425.1|DSUB
OG0001590	hts|NP_001097377.2|DMEL	LOC117892401|XP_034654508.1|DSUB
OG0001591	Cnx14D|NP_573131.1|DMEL, CG1924|NP_572788.2|DMEL, Cnx99A|NP_001036767.1|DMEL	LOC117897168|XP_034661730.1|DSUB
OG0001592	bun|NP_001036357.2|DMEL	LOC117901778|XP_034668573.1|DSUB
OG0001593	Oatp33Ea|NP_001260417.1|DMEL	LOC117901540|XP_034668222.1|DSUB
OG0001594	dpy|NP_001260032.1|DMEL	LOC117902348|XP_034669548.1|DSUB
OG0001595	Drip|NP_001260893.1|DMEL	LOC117891589|XP_034653007.1|DSUB
OG0001596	ref_2_P|NP_476700.1|DMEL	LOC117901676|XP_034668409.1|DSUB
OG0001597	Gpa2|NP_001104054.3|DMEL	LOC117900159|XP_034666290.1|DSUB
OG0001598	wb|NP_723870.1|DMEL	LOC117902649|XP_034670065.1|DSUB
OG0001599	nrv1|NP_477167.1|DMEL	LOC117900608|XP_034666914.1|DSUB
OG0001600	side-II|NP_001014485.3|DMEL	LOC117900751|XP_034667123.1|DSUB
OG0001601	Pfdn1|NP_608992.1|DMEL	LOC117901741|XP_034668519.1|DSUB
OG0001602	FucTB|NP_609288.4|DMEL	LOC117901073|XP_034667576.1|DSUB
OG0001603	gcm|NP_477108.1|DMEL	LOC117902196|XP_034669288.1|DSUB
OG0001604	PpV|NP_511061.1|DMEL	LOC117903868|XP_034672249.1|DSUB
OG0001605	Lnpk|NP_610395.1|DMEL	LOC117891307|XP_034652605.1|DSUB
OG0001606	RpL38|NP_001036440.1|DMEL	LOC117891530|XP_034652922.1|DSUB
OG0001607	Prosbeta4|NP_609804.1|DMEL	LOC117901398|XP_034668022.1|DSUB
OG0001608	Lamp1|NP_610111.3|DMEL	LOC117902028|XP_034668978.1|DSUB
OG0001609	Hr51|NP_611032.2|DMEL	LOC117891618|XP_034653045.1|DSUB
OG0001610	vls|NP_610019.2|DMEL	LOC117901200|XP_034667745.1|DSUB
OG0001611	Pomp|NP_610057.1|DMEL	LOC117900150|XP_034666276.1|DSUB
OG0001612	CG14277|NP_609200.1|DMEL	LOC117902815|XP_034670331.1|DSUB
OG0001613	KdelR|NP_477296.1|DMEL	LOC117900847|XP_034667255.1|DSUB
OG0001614	Np|NP_610437.2|DMEL	LOC117891108|XP_034652189.1|DSUB
OG0001615	CG17715|NP_001036410.1|DMEL	LOC117902754|XP_034670234.1|DSUB
OG0001616	Qtzl|NP_723706.1|DMEL, Nfs1|NP_609533.1|DMEL	LOC117900948|XP_034667411.1|DSUB
OG0001617	CdGAPr|NP_610002.1|DMEL	LOC117902314|XP_034669490.1|DSUB
OG0001618	CG5367|NP_609387.1|DMEL	LOC117901841|XP_034668673.1|DSUB
OG0001619	alien|NP_523517.1|DMEL	LOC117901169|XP_034667713.1|DSUB
OG0001620	Nxt1|NP_611833.1|DMEL	LOC117890962|XP_034651992.1|DSUB
OG0001621	CG8401|NP_725520.3|DMEL	LOC117890062|XP_034650591.1|DSUB
OG0001622	AP-1gamma|NP_788891.2|DMEL	LOC117897015|XP_034661482.1|DSUB
OG0001623	MED15|NP_608528.1|DMEL	LOC117901404|XP_034668029.1|DSUB
OG0001624	KFase|NP_609036.1|DMEL	LOC117899983|XP_034666039.1|DSUB
OG0001625	eEF2|NP_525105.2|DMEL	LOC117900091|XP_034666193.1|DSUB
OG0001626	RpL36A|NP_609179.2|DMEL	LOC117902819|XP_034670336.1|DSUB
OG0001627	Zip88E|NP_650440.2|DMEL	LOC117896523|XP_034660783.1|DSUB
OG0001628	ppk15|NP_001097937.1|DMEL	LOC117896031|XP_034659930.1|DSUB
OG0001629	Parp|NP_001104452.1|DMEL	LOC117897148|XP_034661708.1|DSUB
OG0001630	jnj|NP_651228.1|DMEL	LOC117896774|XP_034661142.1|DSUB
OG0001631	5-HT2A|NP_730859.1|DMEL	LOC117897444|XP_034662177.1|DSUB
OG0001632	RpS2|NP_476874.1|DMEL	LOC117900039|XP_034666119.1|DSUB
OG0001633	fabp|NP_001027179.1|DMEL	LOC117899576|XP_034665580.1|DSUB
OG0001634	CG41099|NP_001015359.1|DMEL	LOC117899637|XP_034665686.1|DSUB
OG0001635	CCAP-R|NP_001368957.1|DMEL	LOC117897651|XP_034662519.1|DSUB
OG0001636	CG31248|NP_649696.1|DMEL	LOC117897008|XP_034661465.1|DSUB
OG0001637	Srr|NP_649886.1|DMEL	LOC117897633|XP_034662497.1|DSUB
OG0001638	CG3071|NP_569993.1|DMEL	LOC117903513|XP_034671510.1|DSUB
OG0001639	BubR1|NP_477382.1|DMEL	LOC117892560|XP_034654770.1|DSUB
OG0001640	CG1943|NP_649691.1|DMEL	LOC117897401|XP_034662110.1|DSUB
OG0001641	COX5A|NP_477217.1|DMEL	LOC117897129|XP_034661674.1|DSUB
OG0001642	CG10958|NP_572445.1|DMEL	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB
OG0001643	CG7102|NP_787994.1|DMEL	LOC117901479|XP_034668139.1|DSUB
OG0001644	Poc1|NP_001261799.1|DMEL	LOC117894983|XP_034658218.1|DSUB
OG0001645	CG13502|NP_611637.1|DMEL	LOC117891688|XP_034653165.1|DSUB
OG0001646	GstS1|NP_001261040.1|DMEL	LOC117890082|XP_034650631.1|DSUB
OG0001648	bbg|NP_648705.2|DMEL	LOC117895580|XP_034659196.1|DSUB
OG0001649	beta4GalNAcTA|NP_610946.1|DMEL	LOC117890745|XP_034651691.1|DSUB
OG0001650	Tab2|NP_611408.2|DMEL	LOC117892257|XP_034654259.1|DSUB
OG0001651	robo1|NP_476899.1|DMEL	LOC117892438|XP_034654569.1|DSUB
OG0001652	CG5567|NP_649015.2|DMEL	LOC117893597|XP_034656162.1|DSUB
OG0001653	Als2|NP_649347.1|DMEL	LOC117893310|XP_034655789.1|DSUB
OG0001654	Dcr-2|NP_523778.2|DMEL	LOC117891872|XP_034653529.1|DSUB
OG0001655	CG1827|NP_610504.4|DMEL	LOC117891381|XP_034652711.1|DSUB
OG0001656	CG2975|NP_608719.1|DMEL	LOC117901166|XP_034667709.1|DSUB
OG0001657	CG7841|NP_648770.1|DMEL	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	CycA|NP_524030.2|DMEL	LOC117894841|XP_034657982.1|DSUB
OG0001659	CG10089|NP_648654.1|DMEL	LOC117894325|XP_034657199.1|DSUB
OG0001660	CG12104|NP_647629.1|DMEL	LOC117895575|XP_034659187.1|DSUB
OG0001661	CG6567|NP_001097742.1|DMEL	LOC117896577|XP_034660874.1|DSUB
OG0001662	CG7387|NP_648186.3|DMEL	LOC117893580|XP_034656144.1|DSUB
OG0001663	CG31157|NP_001097769.2|DMEL	LOC117898542|XP_034663910.1|DSUB
OG0001664	cer|NP_611420.1|DMEL	LOC117890306|XP_034650976.1|DSUB
OG0001666	CG15406|NP_608761.2|DMEL	LOC117901219|XP_034667779.1|DSUB
OG0001667	thr|NP_725731.2|DMEL	LOC117890073|XP_034650609.1|DSUB
OG0001668	CG6602|NP_648020.1|DMEL	LOC117894576|XP_034657608.1|DSUB
OG0001669	Gr64d|NP_001027105.2|DMEL	LOC117894192|XP_034656999.1|DSUB
OG0001670	CG14589|NP_001260721.1|DMEL	LOC117891458|XP_034652832.1|DSUB
OG0001672	CG14500|NP_611309.1|DMEL	LOC117890198|XP_034650796.1|DSUB
OG0001673	CG42363|NP_001137730.1|DMEL, CG42362|NP_001137731.1|DMEL	LOC117889993|XP_034650468.1|DSUB
OG0001674	Tim17a1|NP_650180.1|DMEL, Tim17a2|NP_649524.1|DMEL	LOC117897490|XP_034662272.1|DSUB
OG0001675	CG17770|NP_651432.1|DMEL, CG5024|NP_651431.1|DMEL	LOC117897805|XP_034662745.1|DSUB
OG0001676	CG43711|NP_001261106.1|DMEL	LOC117889833|XP_034650205.1|DSUB
OG0001678	CG43658|NP_001259643.1|DMEL	LOC117889621|XP_034649960.1|DSUB
OG0001679	CG5966|NP_572286.1|DMEL	LOC117889641|XP_034649994.1|DSUB
OG0001680	NELF-B|NP_572402.1|DMEL	LOC117903607|XP_034671753.1|DSUB
OG0001681	CG3106|NP_572577.1|DMEL	LOC117899543|XP_034665517.1|DSUB
OG0001682	CG7206|NP_996499.1|DMEL	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB
OG0001683	CG13384|NP_723383.1|DMEL	LOC117902293|XP_034669463.1|DSUB
OG0001684	bip2|NP_651923.2|DMEL	LOC117902952|XP_034670465.1|DSUB
OG0001685	CG17328|NP_609786.2|DMEL	LOC117902060|XP_034669023.1|DSUB
OG0001686	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL	LOC117897905|XP_034662877.1|DSUB
OG0001687	l_1_sc|NP_476623.1|DMEL	LOC117891813|XP_034653404.1|DSUB
OG0001688	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL	LOC117891891|XP_034653585.1|DSUB
OG0001689	CG15221|NP_001096957.1|DMEL	LOC117903276|XP_034671069.1|DSUB
OG0001690	mad2|NP_647991.1|DMEL	LOC117895521|XP_034659117.1|DSUB
OG0001691	TwdlE|NP_609157.3|DMEL	LOC117900525|XP_034666814.1|DSUB
OG0001692	Octalpha2R|NP_001262715.1|DMEL	LOC117899532|XP_034665492.1|DSUB
OG0001693	RpS15Aa|NP_524709.1|DMEL	LOC117895007|XP_034658249.1|DSUB
OG0001694	qin|NP_650735.3|DMEL	LOC117896266|XP_034660348.1|DSUB
OG0001695	Eip55E|NP_611352.1|DMEL	LOC117902281|XP_034669444.1|DSUB
OG0001696	Syn|NP_731459.2|DMEL	LOC117899424|XP_034665310.1|DSUB
OG0001697	CG31109|NP_733073.1|DMEL	LOC117898624|XP_034664071.1|DSUB
OG0001698	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL	LOC117903191|XP_034670942.1|DSUB
OG0001699	hth|NP_476576.1|DMEL	LOC117898337|XP_034663552.1|DSUB
OG0001700	CG9427|NP_649919.1|DMEL	LOC117898138|XP_034663224.1|DSUB
OG0001701	side-III|NP_001036681.1|DMEL	LOC117896173|XP_034660145.1|DSUB
OG0001702	CG5846|NP_609333.1|DMEL	LOC117901998|XP_034668903.1|DSUB
OG0001703	CG34375|NP_001163693.1|DMEL	LOC117898053|XP_034663105.1|DSUB
OG0001704	CG6688|NP_651110.1|DMEL	LOC117896571|XP_034660862.1|DSUB
OG0001705	Atg16|NP_001138124.2|DMEL	LOC117897467|XP_034662207.1|DSUB
OG0001706	hrm|NP_610174.1|DMEL	LOC117902107|XP_034669106.1|DSUB
OG0001707	orb|NP_524460.2|DMEL	LOC117897850|XP_034662809.1|DSUB
OG0001708	primo-1|NP_001027186.1|DMEL	LOC117896790|XP_034661178.1|DSUB
OG0001709	Claspin|NP_728981.1|DMEL	LOC117894285|XP_034657134.1|DSUB
OG0001710	CG6656|NP_650991.1|DMEL	LOC117899699|XP_034665797.1|DSUB
OG0001711	lqfR|NP_732736.2|DMEL	LOC117896310|XP_034660425.1|DSUB
OG0001712	Rab7|NP_524472.1|DMEL	LOC117897542|XP_034662359.1|DSUB
OG0001713	CG5214|NP_650064.1|DMEL	LOC117899583|XP_034665590.1|DSUB
OG0001714	cno|NP_524232.2|DMEL	LOC117899714|XP_034665820.1|DSUB
OG0001715	RSG7|NP_523380.2|DMEL	LOC117898307|XP_034663477.1|DSUB
OG0001716	alpha-PheRS|NP_572448.1|DMEL	LOC117896220|XP_034660249.1|DSUB
OG0001717	Vps13B|NP_651753.2|DMEL	LOC117898609|XP_034664050.1|DSUB
OG0001718	wake|NP_001287469.1|DMEL	LOC117896497|XP_034660729.1|DSUB
OG0001719	pnt|NP_524461.2|DMEL	LOC117897852|XP_034662813.1|DSUB
OG0001720	CG14692|NP_650019.6|DMEL	LOC117896038|XP_034659938.1|DSUB
OG0001721	ato|NP_731223.1|DMEL	LOC117899569|XP_034665573.1|DSUB
OG0001722	Diap1|NP_524101.2|DMEL	LOC117895185|XP_034658555.1|DSUB
OG0001723	Cndp2|NP_610181.2|DMEL	LOC117890227|XP_034650856.1|DSUB
OG0001724	Sdc|NP_001163238.2|DMEL	LOC117891687|XP_034653157.1|DSUB
OG0001725	Pfk|NP_001246234.1|DMEL	LOC117891670|XP_034653130.1|DSUB
OG0001726	CG11456|NP_649265.1|DMEL	LOC117893624|XP_034656195.1|DSUB
OG0001727	CG33110|NP_788716.1|DMEL	LOC117896307|XP_034660421.1|DSUB
OG0001728	ERp60|NP_725084.2|DMEL	LOC117891650|XP_034653090.1|DSUB
OG0001729	zip|NP_523860.2|DMEL	LOC117891659|XP_034653105.1|DSUB
OG0001730	PLCXD|NP_609541.1|DMEL	LOC117900752|XP_034667125.1|DSUB
OG0001731	Ack-like|NP_001260935.1|DMEL	LOC117891096|XP_034652170.1|DSUB
OG0001732	B9d2|NP_001188704.1|DMEL	LOC117901736|XP_034668510.1|DSUB
OG0001733	CG30392|NP_611572.2|DMEL	LOC117892183|XP_034654161.1|DSUB
OG0001734	CNT2|NP_610446.1|DMEL	LOC117891240|XP_034652477.1|DSUB
OG0001735	CG5664|NP_649314.2|DMEL	LOC117895799|XP_034659610.1|DSUB
OG0001736	CG15093|NP_611373.1|DMEL	LOC117892113|XP_034654019.1|DSUB
OG0001737	CG30183|NP_611819.2|DMEL	LOC117891221|XP_034652457.1|DSUB
OG0001738	CG6479|NP_648968.2|DMEL	LOC117894606|XP_034657648.1|DSUB
OG0001739	CG14464|NP_001036466.2|DMEL	LOC117890680|XP_034651555.1|DSUB
OG0001740	Ice1|NP_611786.1|DMEL	LOC117891621|XP_034653048.1|DSUB
OG0001741	awd|NP_476761.3|DMEL	LOC117899653|XP_034665724.1|DSUB
OG0001742	Ccs|NP_001163108.1|DMEL	LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB
OG0001743	CG8001|NP_647657.1|DMEL	LOC117893557|XP_034656110.1|DSUB
OG0001744	l_2_01289|NP_001163065.1|DMEL	LOC117889742|XP_034650056.1|DSUB
OG0001745	CG42260|NP_001356969.1|DMEL	LOC117892426|XP_034654551.1|DSUB
OG0001746	CG8003|NP_648406.1|DMEL	LOC117894423|XP_034657357.1|DSUB
OG0001747	grh|NP_476845.2|DMEL	LOC117890076|XP_034650610.1|DSUB
OG0001748	mfr|NP_001137919.1|DMEL	LOC117895669|XP_034659381.1|DSUB
OG0001749	SIFa|NP_001246496.1|DMEL	LOC117892211|XP_034654202.1|DSUB
OG0001750	Start1|NP_001246495.1|DMEL	LOC117892206|XP_034654195.1|DSUB
OG0001751	blot|NP_524125.2|DMEL	LOC117893996|XP_034656699.1|DSUB
OG0001752	CG13288|NP_001261455.1|DMEL	LOC117895535|XP_034659133.1|DSUB
OG0001753	CG42324|NP_647819.3|DMEL	LOC117893684|XP_034656264.1|DSUB
OG0001754	muskelin|NP_610801.1|DMEL	LOC117889901|XP_034650307.1|DSUB
OG0001755	CG32264|NP_728897.1|DMEL	LOC117894184|XP_034656988.1|DSUB
OG0001756	Rho1|NP_477098.1|DMEL	LOC117891537|XP_034652939.1|DSUB
OG0001757	imd|NP_573394.1|DMEL	LOC117891011|XP_034652060.1|DSUB
OG0001758	bru3|NP_001369050.1|DMEL	LOC117895768|XP_034659533.1|DSUB
OG0001759	Mtap|NP_001261049.1|DMEL	LOC117890765|XP_034651722.1|DSUB
OG0001760	Rad51D|NP_610466.2|DMEL	LOC117891361|XP_034652688.1|DSUB
OG0001761	MFS16|NP_726048.1|DMEL	LOC117892178|XP_034654150.1|DSUB
OG0001762	AkhR|NP_995639.1|DMEL	LOC117902728|XP_034670191.1|DSUB
OG0001763	Nha1|NP_723224.2|DMEL	LOC117902566|XP_034669900.1|DSUB
OG0001764	Dhfr|NP_001036720.1|DMEL	LOC117897455|XP_034662192.1|DSUB
OG0001765	brp|NP_001246228.1|DMEL	LOC117892288|XP_034654299.1|DSUB
OG0001766	CG17834|NP_609242.2|DMEL	LOC117900266|XP_034666466.1|DSUB
OG0001767	CG34393|NP_608753.2|DMEL	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB
OG0001768	RpLP1|NP_476630.1|DMEL	LOC117902484|XP_034669786.1|DSUB
OG0001769	dsf|NP_477140.1|DMEL	LOC117901087|XP_034667603.1|DSUB
OG0001770	SmydA-3|NP_609464.1|DMEL	LOC117899985|XP_034666044.1|DSUB
