Orthogroup	DMEL.longest_only	BCOP.longest_only
OG0000409	Pgm2b|NP_610992.2|DMEL, Pgm2a|NP_610453.1|DMEL	LOC119081920|XP_037047057.1|BCOP
OG0000410	CG15143|NP_609848.1|DMEL, CG15144|NP_609849.2|DMEL, CG15145|NP_609850.2|DMEL	LOC119085985|XP_037052445.1|BCOP
OG0000411	Cks85A|NP_649817.1|DMEL	LOC119072768|XP_037033957.1|BCOP
OG0000411	Cks30A|NP_476947.1|DMEL	LOC119066259|XP_037024507.1|BCOP
OG0000412	Mpcp1|NP_611468.1|DMEL	LOC119072266|XP_037033352.1|BCOP
OG0000412	Mpcp2|NP_524069.2|DMEL	LOC119074392|XP_037036407.1|BCOP
OG0000413	Or85e|NP_001262374.1|DMEL, Or83a|NP_524234.2|DMEL	LOC119081075|XP_037045713.1|BCOP, LOC119083270|XP_037048851.1|BCOP
OG0000414	Damm|NP_523703.2|DMEL, Strica|NP_610193.1|DMEL	LOC119071902|XP_037032907.1|BCOP, LOC119078540|XP_037042004.1|BCOP
OG0000415	HmgD|NP_726109.1|DMEL, HmgZ|NP_726106.1|DMEL	LOC119078879|XP_037042495.1|BCOP, LOC119072483|XP_037033610.1|BCOP
OG0000416	Cyp4g1|NP_525031.1|DMEL	LOC119068914|XP_037028672.1|BCOP
OG0000416	Cyp4g15|NP_572721.1|DMEL	LOC119070339|XP_037030522.1|BCOP
OG0000417	Esp|NP_524490.2|DMEL	LOC119067951|XP_037027166.1|BCOP
OG0000417	CG9717|NP_651812.1|DMEL	LOC119072578|XP_037033722.1|BCOP, LOC119070102|XP_037030312.1|BCOP
OG0000418	CG17636|NP_001245442.1|DMEL, Ggt-1|NP_573303.1|DMEL	LOC119069913|XP_037030024.1|BCOP, LOC119077957|XP_037041226.1|BCOP, LOC119069912|XP_037030021.1|BCOP
OG0000419	SRPK|NP_001369087.1|DMEL	LOC119080011|XP_037044082.1|BCOP
OG0000421	ck|NP_523571.1|DMEL	LOC119070896|XP_037031317.1|BCOP
OG0000421	Myo28B1|NP_723294.1|DMEL	LOC119075312|XP_037037621.1|BCOP
OG0000422	FASN3|NP_001015405.3|DMEL	LOC119082139|XP_037047413.1|BCOP, LOC119067832|XP_037026904.1|BCOP, LOC119066110|XP_037024282.1|BCOP, LOC119071053|XP_037031566.1|BCOP, LOC119078059|XP_037041429.1|BCOP, LOC119077681|XP_037040878.1|BCOP, LOC119077605|XP_037040750.1|BCOP, LOC119078233|XP_037041633.1|BCOP
OG0000423	Pepck1|NP_523784.2|DMEL, Pepck2|NP_611341.1|DMEL	LOC119071892|XP_037032887.1|BCOP
OG0000424	betaGlu|NP_651893.1|DMEL	LOC119066684|XP_037025172.1|BCOP, LOC119066686|XP_037025173.1|BCOP, LOC119066687|XP_037025174.1|BCOP
OG0000424	CG15117|NP_725851.1|DMEL	LOC119071386|XP_037032150.1|BCOP
OG0000425	resilin|NP_611157.1|DMEL	LOC119085394|XP_037051687.1|BCOP
OG0000425	Cpr56F|NP_611470.1|DMEL	LOC119085445|XP_037051761.1|BCOP
OG0000433	CG7536|NP_573265.1|DMEL	LOC119067715|XP_037026723.1|BCOP
OG0000433	CG10483|NP_648000.1|DMEL	LOC119080957|XP_037045481.1|BCOP
OG0000434	CG5590|NP_651578.1|DMEL	LOC119081547|XP_037046463.1|BCOP
OG0000435	CG1986|NP_572590.1|DMEL	LOC119069656|XP_037029670.1|BCOP
OG0000437	Bug22|NP_609402.1|DMEL	LOC119082280|XP_037047651.1|BCOP
OG0000437	CG17118|NP_723611.1|DMEL	LOC119084491|XP_037050396.1|BCOP
OG0000438	Jasper|NP_651768.1|DMEL	LOC119081686|XP_037046672.1|BCOP
OG0000439	SoxN|NP_001260269.1|DMEL	LOC119072864|XP_037034066.1|BCOP
OG0000439	Sox21a|NP_001261827.1|DMEL	LOC119066792|XP_037025350.1|BCOP
OG0000440	CG10344|NP_611671.1|DMEL, CG4676|NP_610853.1|DMEL	LOC119081700|XP_037046700.1|BCOP
OG0000441	CG9822|NP_611581.1|DMEL, CG17974|NP_611582.1|DMEL	LOC119068102|XP_037027421.1|BCOP
OG0000442	Ubi-p63E|NP_728908.1|DMEL	LOC119082151|XP_037047447.1|BCOP, LOC119077460|XP_037040561.1|BCOP
OG0000442	CG11700|NP_572306.1|DMEL	LOC119078888|XP_037042511.1|BCOP
OG0000444	CG9287|NP_609244.1|DMEL, CG9289|NP_609245.1|DMEL	LOC119066750|XP_037025276.1|BCOP, LOC119082651|XP_037048128.1|BCOP
OG0000448	CG11318|NP_651842.3|DMEL, CG15556|NP_651845.2|DMEL	LOC119068228|XP_037027631.1|BCOP, LOC119078003|XP_037041277.1|BCOP, LOC119085502|XP_037051813.1|BCOP, LOC119073203|XP_037034408.1|BCOP
OG0000449	Krn|NP_524129.1|DMEL	LOC119074382|XP_037036392.1|BCOP
OG0000450	X11Lbeta|NP_727440.3|DMEL	LOC119067806|XP_037026850.1|BCOP
OG0000450	X11L|NP_001285376.1|DMEL	LOC119069185|XP_037029014.1|BCOP
OG0000451	CG14778|NP_569918.1|DMEL	LOC119083054|XP_037048572.1|BCOP
OG0000451	CG14777|NP_569917.1|DMEL	LOC119083043|XP_037048564.1|BCOP
OG0000453	ems|NP_731868.1|DMEL, E5|NP_524825.1|DMEL	LOC119069044|XP_037028809.1|BCOP
OG0000454	CG15580|NP_649610.1|DMEL, CG18171|NP_647651.1|DMEL	LOC119081428|XP_037046244.1|BCOP
OG0000455	CG17760|NP_001036539.1|DMEL, CG30054|NP_001036538.3|DMEL	LOC119072565|XP_037033699.1|BCOP, LOC119077189|XP_037040266.1|BCOP
OG0000456	Dyrk3|NP_001033810.1|DMEL	LOC119081862|XP_037046991.1|BCOP
OG0000456	Dyrk2|NP_001260456.1|DMEL	LOC119081940|XP_037047096.1|BCOP
OG0000457	DIP-zeta|NP_723442.2|DMEL	LOC119078469|XP_037041917.1|BCOP
OG0000457	DIP-epsilon|NP_001137799.1|DMEL	LOC119078454|XP_037041880.1|BCOP
OG0000458	MRP|NP_723772.2|DMEL	LOC119083128|XP_037048658.1|BCOP, LOC119075186|XP_037037472.1|BCOP, LOC119079595|XP_037043484.1|BCOP, LOC119079594|XP_037043483.1|BCOP, LOC119084802|XP_037050764.1|BCOP, LOC119066719|XP_037025227.1|BCOP, LOC119076661|XP_037039440.1|BCOP
OG0000460	CG7420|NP_001259871.1|DMEL	LOC119078530|XP_037041991.1|BCOP
OG0000465	tld|NP_524487.2|DMEL, tok|NP_476879.1|DMEL	LOC119067946|XP_037027159.1|BCOP, LOC119081205|XP_037045819.1|BCOP
OG0000466	Gs2|NP_001285121.1|DMEL	LOC119068775|XP_037028429.1|BCOP
OG0000466	Gs1|NP_476570.1|DMEL	LOC119066267|XP_037024515.1|BCOP
OG0000467	pk|NP_724538.1|DMEL, esn|NP_001260760.1|DMEL	LOC119074151|XP_037036046.1|BCOP, LOC119083429|XP_037049047.1|BCOP
OG0000468	eEF1alpha2|NP_524611.1|DMEL	LOC119075149|XP_037037437.1|BCOP
OG0000468	eEF1alpha1|NP_477375.1|DMEL	LOC119081771|XP_037046868.1|BCOP
OG0000469	bru1|NP_723737.1|DMEL	LOC119079053|XP_037042746.1|BCOP
OG0000470	eg|NP_524206.1|DMEL	LOC119078216|XP_037041569.1|BCOP
OG0000470	knrl|NP_788552.1|DMEL	LOC119078221|XP_037041577.1|BCOP
OG0000471	PIG-Wb|NP_647654.1|DMEL, PIG-Wa|NP_608679.1|DMEL	LOC119085140|XP_037051312.1|BCOP
OG0000473	SmydA-9|NP_572539.2|DMEL, SmydA-8|NP_001014717.1|DMEL	LOC119080264|XP_037044408.1|BCOP, LOC119069800|XP_037029850.1|BCOP
OG0000474	CG4880|NP_573177.1|DMEL, CG7557|NP_648464.1|DMEL	LOC119081379|XP_037046155.1|BCOP
OG0000475	PyK|NP_524448.3|DMEL, CG7069|NP_651030.1|DMEL	LOC119070442|XP_037030687.1|BCOP
OG0000476	GstZ1|NP_649894.1|DMEL, GstZ2|NP_649895.1|DMEL	LOC119067456|XP_037026334.1|BCOP
OG0000477	CG7910|NP_649765.1|DMEL, CG7900|NP_001097707.1|DMEL	LOC119081215|XP_037045836.1|BCOP
OG0000478	CG32633|NP_572898.1|DMEL, CG31086|NP_733139.1|DMEL	LOC119071207|XP_037031898.1|BCOP, LOC119080802|XP_037045267.1|BCOP, LOC119072042|XP_037033061.1|BCOP
OG0000479	CG16749|NP_649881.1|DMEL, CG12951|NP_649880.1|DMEL	LOC119080776|XP_037045239.1|BCOP, LOC119069458|XP_037029404.1|BCOP
OG0000480	Pgk|NP_476676.1|DMEL, CG9961|NP_608704.2|DMEL	LOC119085939|XP_037052387.1|BCOP
OG0000482	CG4860|NP_650163.2|DMEL	LOC119081966|XP_037047171.1|BCOP
OG0000482	Arc42|NP_650840.1|DMEL	LOC119068376|XP_037027843.1|BCOP
OG0000483	CG33341|NP_996282.1|DMEL, CG13614|NP_651256.2|DMEL	LOC119079738|XP_037043739.1|BCOP
OG0000484	CG18493|NP_650803.1|DMEL, CG3734|NP_650802.1|DMEL	LOC119083522|XP_037049136.1|BCOP, LOC119069580|XP_037029560.1|BCOP, LOC119077684|XP_037040840.1|BCOP, LOC119080355|XP_037044551.1|BCOP
OG0000485	CG32196|NP_730334.2|DMEL, CG4306|NP_649038.1|DMEL	LOC119076451|XP_037039113.1|BCOP, LOC119084291|XP_037050113.1|BCOP, LOC119084458|XP_037050335.1|BCOP
OG0000486	Eglp4|NP_001261154.1|DMEL, Eglp2|NP_788433.2|DMEL	LOC119080487|XP_037044773.1|BCOP, LOC119066531|XP_037024947.1|BCOP, LOC119082804|XP_037048345.1|BCOP
OG0000487	Arc2|NP_610956.1|DMEL, Arc1|NP_610955.1|DMEL	LOC119067927|XP_037027134.1|BCOP
OG0000489	Ir100a|NP_651898.2|DMEL, Ir10a|NP_001096949.1|DMEL	LOC119070021|XP_037030197.1|BCOP
OG0000490	DIP-alpha|NP_726871.1|DMEL	LOC119068825|XP_037028492.1|BCOP
OG0000490	DIP-beta|NP_001138225.1|DMEL	LOC119078887|XP_037042505.1|BCOP
OG0000491	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL	LOC119073534|XP_037034970.1|BCOP
OG0000492	CG8800|NP_610483.1|DMEL	LOC119070141|XP_037030362.1|BCOP
OG0000492	CG10839|NP_609776.1|DMEL	LOC119066042|XP_037024161.1|BCOP
OG0000494	FDY|NP_001303579.2|DMEL, vig2|NP_733083.1|DMEL	LOC119075562|XP_037037924.1|BCOP
OG0000494	vig|NP_523572.1|DMEL	LOC119079908|XP_037043894.1|BCOP
OG0000495	CG4607|NP_572380.1|DMEL, CG8249|NP_611060.2|DMEL	LOC119083767|XP_037049445.1|BCOP, LOC119083917|XP_037049624.1|BCOP, LOC119072727|XP_037033896.1|BCOP
OG0000496	CG9171|NP_723117.1|DMEL	LOC119066241|XP_037024453.1|BCOP
OG0000497	Pvf2|NP_523499.2|DMEL	LOC119078655|XP_037042147.1|BCOP
OG0000497	Pvf3|NP_001097107.1|DMEL	LOC119079153|XP_037042864.1|BCOP
OG0000498	CG5768|NP_001369031.1|DMEL, CG13616|NP_651262.1|DMEL	LOC119074352|XP_037036389.1|BCOP, LOC119074439|XP_037036505.1|BCOP, LOC119077710|XP_037040884.1|BCOP
OG0000499	Vha36-1|NP_651987.1|DMEL	LOC119081984|XP_037047200.1|BCOP
OG0000499	Vha36-3|NP_570008.1|DMEL	LOC119077427|XP_037040535.1|BCOP, LOC119068488|XP_037027994.1|BCOP
OG0000500	AstC-R1|NP_649040.2|DMEL, AstC-R2|NP_001303398.1|DMEL	LOC119071040|XP_037031535.1|BCOP, LOC119071045|XP_037031542.1|BCOP
OG0000504	CG9701|NP_648918.1|DMEL	LOC119077990|XP_037041265.1|BCOP
OG0000505	kirre|NP_726844.1|DMEL, rst|NP_525058.2|DMEL	LOC119067672|XP_037026673.1|BCOP
OG0000506	CG31106|NP_733086.2|DMEL, CG31103|NP_001097914.1|DMEL	LOC119068467|XP_037027957.1|BCOP, LOC119079970|XP_037044004.1|BCOP
OG0000507	Ant2|NP_511110.1|DMEL	LOC119081653|XP_037046630.1|BCOP
OG0000507	sesB|NP_727448.1|DMEL	LOC119068763|XP_037028394.1|BCOP
OG0000508	CG32320|NP_001097472.3|DMEL, CG6845|NP_612000.3|DMEL	LOC119081073|XP_037045709.1|BCOP
OG0000509	Sema2a|NP_477507.1|DMEL, Sema2b|NP_001261024.1|DMEL	LOC119073953|XP_037035734.1|BCOP
OG0000510	CG8323|NP_610933.1|DMEL, CG18327|NP_610934.1|DMEL	LOC119081474|XP_037046366.1|BCOP
OG0000511	Cyt-b5-r|NP_477154.1|DMEL, CG17928|NP_609810.1|DMEL	LOC119078667|XP_037042216.1|BCOP
OG0000513	CG3270|NP_610228.1|DMEL, l_2_37Bb|NP_536791.1|DMEL	LOC119071560|XP_037032382.1|BCOP
OG0000514	pdm2|NP_723763.1|DMEL, nub|NP_001097153.1|DMEL	LOC119066747|XP_037025267.1|BCOP
OG0000515	ATPsynbeta|NP_001259081.1|DMEL	LOC119080178|XP_037044299.1|BCOP
OG0000516	CG9522|NP_644677.1|DMEL, CG12539|NP_572976.1|DMEL	LOC119074878|XP_037037111.1|BCOP
OG0000517	CG17029|NP_648821.1|DMEL, CG17028|NP_648822.1|DMEL	LOC119078309|XP_037041708.1|BCOP
OG0000521	CCKLR-17D3|NP_001097023.1|DMEL, CCKLR-17D1|NP_001097021.1|DMEL	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP
OG0000522	CG10029|NP_649716.1|DMEL, CG9911|NP_573111.1|DMEL	LOC119067459|XP_037026337.1|BCOP
OG0000523	Stt3B|NP_524494.1|DMEL	LOC119067260|XP_037026032.1|BCOP
OG0000523	Stt3A|NP_608425.1|DMEL	LOC119068976|XP_037028740.1|BCOP
OG0000524	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL	LOC119067974|XP_037027215.1|BCOP
OG0000525	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL	LOC119081070|XP_037045687.1|BCOP
OG0000526	PCNA2|NP_609994.1|DMEL, PCNA|NP_476905.1|DMEL	LOC119078975|XP_037042621.1|BCOP
OG0000527	ed|NP_523469.2|DMEL, fred|NP_608812.3|DMEL	LOC119082764|XP_037048246.1|BCOP
OG0000528	CG33281|NP_995620.1|DMEL	LOC119076750|XP_037039592.1|BCOP, LOC119071645|XP_037032503.1|BCOP, LOC119066646|XP_037025109.1|BCOP, LOC119066205|XP_037024419.1|BCOP, LOC119085327|XP_037051604.1|BCOP, LOC119072892|XP_037034110.1|BCOP, LOC119077328|XP_037040406.1|BCOP, LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP
OG0000529	CG34447|NP_001097060.1|DMEL, CG14034|NP_001036339.1|DMEL	LOC119073005|XP_037034225.1|BCOP
OG0000530	CG32079|NP_729645.3|DMEL, CG1139|NP_647686.1|DMEL	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP
OG0000531	CG17493|NP_001260692.1|DMEL, CG31802|NP_724103.1|DMEL	LOC119085223|XP_037051430.1|BCOP
OG0000532	CG4367|NP_001287421.2|DMEL, CG4362|NP_650876.1|DMEL	LOC119077975|XP_037041252.1|BCOP
OG0000534	sno|NP_001096967.1|DMEL, CG3491|NP_609731.1|DMEL	LOC119077103|XP_037040157.1|BCOP
OG0000535	CG12895|NP_001260868.1|DMEL, CG14757|NP_610363.1|DMEL	LOC119071812|XP_037032775.1|BCOP
OG0000536	frm|NP_001137887.1|DMEL	LOC119069281|XP_037029238.1|BCOP
OG0000537	Incenp|NP_523648.3|DMEL	LOC119079032|XP_037042711.1|BCOP
OG0000538	CG43324|NP_001246399.1|DMEL, Ggamma1|NP_523662.1|DMEL	LOC119085377|XP_037051658.1|BCOP
OG0000539	E_spl_mgamma-HLH|NP_524504.2|DMEL, E_spl_mbeta-HLH|NP_524505.2|DMEL	LOC119071307|XP_037032080.1|BCOP
OG0000542	ND-49L|NP_651392.2|DMEL, ND-49|NP_651926.1|DMEL	LOC119074089|XP_037035944.1|BCOP
OG0000543	CG4408|NP_651141.2|DMEL, CG2915|NP_610338.1|DMEL	LOC119068098|XP_037027417.1|BCOP
OG0000544	Prat2|NP_523949.2|DMEL, Prat|NP_524271.2|DMEL	LOC119068980|XP_037028746.1|BCOP
OG0000545	beat-IIb|NP_650613.2|DMEL, beat-IIa|NP_524384.3|DMEL	LOC119068518|XP_037028019.1|BCOP, LOC119069506|XP_037029478.1|BCOP
OG0000546	Nup93-2|NP_650404.1|DMEL, Nup93-1|NP_572929.1|DMEL	LOC119068569|XP_037028107.1|BCOP
OG0000547	Ran|NP_651969.1|DMEL, Ran-like|NP_524082.1|DMEL	LOC119074047|XP_037035888.1|BCOP
OG0000548	CG9389|NP_649295.1|DMEL, CG9391|NP_649294.1|DMEL	LOC119083707|XP_037049391.1|BCOP
OG0000549	l_2_efl|NP_523827.1|DMEL	LOC119067694|XP_037026713.1|BCOP
OG0000550	Kaz1-ORFB|NP_001027091.1|DMEL	LOC119073291|XP_037034572.1|BCOP
OG0000552	CG31029|NP_733347.1|DMEL, Ppi1|NP_733345.2|DMEL	LOC119083277|XP_037048860.1|BCOP, LOC119083171|XP_037048726.1|BCOP
OG0000553	CG17633|NP_609310.2|DMEL	LOC119082066|XP_037047300.1|BCOP
OG0000554	GILT3|NP_651165.1|DMEL, GILT2|NP_651166.1|DMEL	LOC119070470|XP_037030721.1|BCOP
OG0000555	Ppm1|NP_612039.1|DMEL, CG17746|NP_647794.1|DMEL	LOC119085881|XP_037052292.1|BCOP
OG0000556	Arpc3B|NP_573193.1|DMEL, Arpc3A|NP_650498.3|DMEL	LOC119077410|XP_037040553.1|BCOP
OG0000557	CG12256|NP_650166.2|DMEL, CG17404|NP_650165.2|DMEL	LOC119076133|XP_037038702.1|BCOP
OG0000558	blp|NP_524370.2|DMEL, CG1409|NP_572409.2|DMEL	LOC119082201|XP_037047530.1|BCOP
OG0000559	Best1|NP_001247018.1|DMEL, Best3|NP_730039.1|DMEL	LOC119066909|XP_037025495.1|BCOP
OG0000560	CG30503|NP_001137612.1|DMEL, sPLA2|NP_724556.1|DMEL	LOC119069268|XP_037029220.1|BCOP
OG0000561	eyg|NP_524042.2|DMEL, toe|NP_524041.2|DMEL	LOC119074217|XP_037036113.1|BCOP
OG0000562	chrb|NP_648470.2|DMEL, scyl|NP_648456.2|DMEL	LOC119066879|XP_037025459.1|BCOP
OG0000563	CG12520|NP_001097596.1|DMEL	LOC119066025|XP_037024138.1|BCOP
OG0000564	Edg78E|NP_524198.1|DMEL, Cpr78Cc|NP_649300.1|DMEL	LOC119080545|XP_037044855.1|BCOP
OG0000566	AhcyL2|NP_996221.1|DMEL, AhcyL1|NP_647746.1|DMEL	LOC119081012|XP_037045588.1|BCOP
OG0000567	mab-21|NP_651971.2|DMEL	LOC119068523|XP_037028027.1|BCOP
OG0000568	CG16781|NP_001259211.1|DMEL, CG9855|NP_649463.2|DMEL	LOC119068289|XP_037027721.1|BCOP, LOC119080071|XP_037044182.1|BCOP
OG0000569	Snap24|NP_524298.1|DMEL	LOC119084660|XP_037050628.1|BCOP
OG0000569	Snap25|NP_001036641.1|DMEL	LOC119084581|XP_037050535.1|BCOP
OG0000570	Orct2|NP_651238.2|DMEL, Orct|NP_524479.1|DMEL	LOC119069556|XP_037029532.1|BCOP
OG0000571	CG34354|NP_001097953.2|DMEL, trv|NP_001163754.3|DMEL	LOC119069735|XP_037029761.1|BCOP
OG0000572	CG10126|NP_788664.2|DMEL, CG31345|NP_731744.1|DMEL	LOC119084086|XP_037049819.1|BCOP, LOC119071786|XP_037032742.1|BCOP, LOC119084895|XP_037050940.1|BCOP
OG0000573	CG16758|NP_001261330.1|DMEL, CG18128|NP_611822.1|DMEL	LOC119075079|XP_037037366.1|BCOP, LOC119071850|XP_037032806.1|BCOP
OG0000574	Rh4|NP_476701.1|DMEL, Rh3|NP_524411.1|DMEL	LOC119081453|XP_037046287.1|BCOP
OG0000575	caup|NP_524046.2|DMEL, ara|NP_524045.2|DMEL	LOC119080687|XP_037045018.1|BCOP
OG0000576	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL	LOC119076338|XP_037038925.1|BCOP
OG0000577	CG17597|NP_609912.1|DMEL	LOC119084662|XP_037050634.1|BCOP
OG0000577	ScpX|NP_524715.2|DMEL	LOC119082768|XP_037048257.1|BCOP
OG0000578	Fatp1|NP_001162940.3|DMEL, Fatp2|NP_995925.2|DMEL	LOC119072065|XP_037033095.1|BCOP
OG0000579	CG9920|NP_650333.1|DMEL, CG11267|NP_648622.1|DMEL	LOC119084174|XP_037049928.1|BCOP
OG0000580	CG14694|NP_650028.1|DMEL, CG6574|NP_650029.1|DMEL	LOC119076778|XP_037039633.1|BCOP, LOC119074749|XP_037036909.1|BCOP
OG0000581	AnxB9|NP_476603.1|DMEL	LOC119079094|XP_037042806.1|BCOP, LOC119083987|XP_037049730.1|BCOP
OG0000581	AnxB11|NP_727978.1|DMEL	LOC119067460|XP_037026339.1|BCOP
OG0000582	SdhAL|NP_648523.1|DMEL, SdhA|NP_477210.1|DMEL	LOC119071172|XP_037031830.1|BCOP
OG0000583	CG34423|NP_001163263.1|DMEL	LOC119074106|XP_037035968.1|BCOP, LOC119082826|XP_037048373.1|BCOP
OG0000589	Drak|NP_001162723.1|DMEL	LOC119068864|XP_037028596.1|BCOP
OG0000590	VhaAC39-1|NP_570080.1|DMEL	LOC119071848|XP_037032802.1|BCOP
OG0000592	cathD|NP_001334713.1|DMEL, CG10104|NP_610961.1|DMEL	LOC119084008|XP_037049716.1|BCOP
OG0000593	ND-20L|NP_651698.1|DMEL, ND-20|NP_573097.1|DMEL	LOC119083155|XP_037048698.1|BCOP, LOC119083147|XP_037048689.1|BCOP
OG0000594	Pglym78|NP_524546.2|DMEL, Pglym87|NP_652041.2|DMEL	LOC119067943|XP_037027155.1|BCOP
OG0000595	Hrb87F|NP_476807.1|DMEL, Hrb98DE|NP_524543.1|DMEL	LOC119070400|XP_037030619.1|BCOP
OG0000596	CG3690|NP_569876.3|DMEL, CG31272|NP_650013.3|DMEL	LOC119069672|XP_037029687.1|BCOP
OG0000597	ppk22|NP_733051.2|DMEL, ppk24|NP_651860.2|DMEL	LOC119067936|XP_037027146.1|BCOP, LOC119071640|XP_037032500.1|BCOP
OG0000598	Cyp304a1|NP_731751.1|DMEL	LOC119072158|XP_037033214.1|BCOP, LOC119080438|XP_037044695.1|BCOP
OG0000599	Gr64a|NP_728920.1|DMEL, Gr61a|NP_523877.1|DMEL	LOC119066037|XP_037024150.1|BCOP, LOC119073532|XP_037034972.1|BCOP
OG0000600	CG13321|NP_610831.1|DMEL, CG44250|NP_001163133.1|DMEL	LOC119077332|XP_037040413.1|BCOP
OG0000601	MME1|NP_609093.1|DMEL, colt|NP_477221.1|DMEL	LOC119066781|XP_037025335.1|BCOP, LOC119073283|XP_037034566.1|BCOP, LOC119067385|XP_037026205.1|BCOP
OG0000602	CG5867|NP_609625.2|DMEL, CG5945|NP_609626.1|DMEL	LOC119072724|XP_037033894.1|BCOP
OG0000603	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL	LOC119076325|XP_037038897.1|BCOP
OG0000604	Taf10|NP_477463.1|DMEL, Taf10b|NP_477418.1|DMEL	LOC119078486|XP_037041938.1|BCOP
OG0000605	CG9259|NP_610084.1|DMEL	LOC119078625|XP_037042117.1|BCOP
OG0000606	CG6660|NP_651104.1|DMEL	LOC119068548|XP_037028075.1|BCOP
OG0000607	CG5220|NP_650590.1|DMEL, CG7009|NP_650947.1|DMEL	LOC119083705|XP_037049388.1|BCOP
OG0000608	Ald2|NP_651476.1|DMEL, Ald1|NP_733140.2|DMEL	LOC119066266|XP_037024518.1|BCOP
OG0000609	Cdlc2|NP_477408.1|DMEL	LOC119082211|XP_037047555.1|BCOP
OG0000610	Grx1|NP_649065.1|DMEL, Grx1t|NP_611609.1|DMEL	LOC119070949|XP_037031396.1|BCOP, LOC119083489|XP_037049112.1|BCOP
OG0000611	Treh|NP_726025.1|DMEL, CG6262|NP_611123.2|DMEL	LOC119083546|XP_037049160.1|BCOP, LOC119072190|XP_037033244.1|BCOP
OG0000614	alpha-Man-Ic|NP_733331.1|DMEL, alpha-Man-Ia|NP_727408.2|DMEL	LOC119077296|XP_037040353.1|BCOP
OG0000615	CG6470|NP_573304.1|DMEL, CG8478|NP_001163576.1|DMEL	LOC119069401|XP_037029342.1|BCOP, LOC119070642|XP_037030966.1|BCOP, LOC119068755|XP_037028378.1|BCOP
OG0000616	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL	LOC119069996|XP_037030135.1|BCOP
OG0000617	CG5611|NP_651574.1|DMEL, Srlp|NP_650199.1|DMEL	LOC119081325|XP_037046008.1|BCOP
OG0000618	P5CDh2|NP_788705.1|DMEL	LOC119070536|XP_037030804.1|BCOP
OG0000618	P5CDh1|NP_730695.1|DMEL	LOC119076049|XP_037038574.1|BCOP, LOC119076050|XP_037038577.1|BCOP
OG0000620	CG17003|NP_608365.1|DMEL, Tat|NP_648310.1|DMEL	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP
OG0000621	eIF3g2|NP_650887.1|DMEL, eIF3g1|NP_570011.1|DMEL	LOC119082160|XP_037047463.1|BCOP
OG0000622	GluRIA|NP_476855.1|DMEL, GluRIB|NP_001261621.2|DMEL	LOC119069597|XP_037029587.1|BCOP
OG0000623	Rac1|NP_476950.1|DMEL, Rac2|NP_648121.1|DMEL	LOC119066479|XP_037024879.1|BCOP
OG0000624	CG5323|NP_611346.1|DMEL, CG5327|NP_725807.1|DMEL	LOC119079882|XP_037043859.1|BCOP
OG0000625	CG33523|NP_001261457.1|DMEL, CG32407|NP_729113.1|DMEL	LOC119083676|XP_037049354.1|BCOP
OG0000626	CG10459|NP_610513.2|DMEL, wmd|NP_001097436.1|DMEL	LOC119082188|XP_037047507.1|BCOP
OG0000627	SecCl|NP_001261986.1|DMEL, CG6927|NP_572194.1|DMEL	LOC119082760|XP_037048241.1|BCOP
OG0000628	Prosalpha6T|NP_609623.1|DMEL, Prosalpha6|NP_523532.1|DMEL	LOC119085988|XP_037052448.1|BCOP
OG0000629	mAcon2|NP_650042.2|DMEL, mAcon1|NP_524708.1|DMEL	LOC119066341|XP_037024648.1|BCOP
OG0000630	dnt|NP_477341.2|DMEL, drl|NP_001260566.1|DMEL	LOC119084654|XP_037050617.1|BCOP
OG0000631	ZnT33D|NP_723732.2|DMEL, ZnT35C|NP_609741.3|DMEL	LOC119071768|XP_037032710.1|BCOP
OG0000632	CG34351|NP_001260044.1|DMEL, CG14340|NP_608567.2|DMEL	LOC119077150|XP_037040230.1|BCOP
OG0000633	CG42397|NP_001163428.1|DMEL, Muc68E|NP_996064.1|DMEL	LOC119071731|XP_037032650.1|BCOP
OG0000634	Snp|NP_611632.3|DMEL	LOC119071953|XP_037032978.1|BCOP
OG0000635	Efhc1.2|NP_611459.1|DMEL, Efhc1.1|NP_573075.1|DMEL	LOC119066896|XP_037025480.1|BCOP
OG0000636	CG17564|NP_609954.1|DMEL, CG10750|NP_001286084.1|DMEL	LOC119073578|XP_037035042.1|BCOP
