Orthogroup	DMEL.longest_only	HILL.longest_only
OG0001893	DNApol-alpha73|NP_733206.3|DMEL	LOC119652824|XP_037913081.1|HILL
OG0001894	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL	LOC119652620|XP_037912792.1|HILL
OG0001895	Gyf|NP_001162827.1|DMEL	LOC119658873|XP_037922570.1|HILL
OG0001897	tws|NP_476880.1|DMEL	LOC119656602|XP_037918959.1|HILL
OG0001898	mh|NP_573032.1|DMEL	LOC119658001|XP_037921149.1|HILL
OG0001899	CG7720|NP_650753.1|DMEL	LOC119651575|XP_037911139.1|HILL
OG0001900	lush|NP_524162.1|DMEL	LOC119648331|XP_037905953.1|HILL
OG0001901	CG31635|NP_001260135.1|DMEL	LOC119651068|XP_037910333.1|HILL
OG0001902	Myo81F|NP_001303492.1|DMEL	LOC119652347|XP_037912302.1|HILL
OG0001903	CG1103|NP_001036660.1|DMEL	LOC119652506|XP_037912622.1|HILL
OG0001904	NSD|NP_733239.1|DMEL	LOC119652679|XP_037912878.1|HILL
OG0001905	l_1_10Bb|NP_511117.1|DMEL	LOC119651490|XP_037911032.1|HILL
OG0001906	Calx|NP_001247215.1|DMEL	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL
OG0001907	caz|NP_523365.2|DMEL	LOC119652852|XP_037913137.1|HILL
OG0001908	HSPBAP1|NP_651581.2|DMEL	LOC119651753|XP_037911418.1|HILL
OG0001909	Hexo2|NP_525081.1|DMEL	LOC119657004|XP_037919671.1|HILL
OG0001910	ohgt|NP_649973.1|DMEL	LOC119652713|XP_037912926.1|HILL
OG0001911	CG42342|NP_001189234.1|DMEL	LOC119651203|XP_037910572.1|HILL
OG0001912	CG8093|NP_611020.1|DMEL	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	mask|NP_001247280.1|DMEL	LOC119650748|XP_037909758.1|HILL
OG0001915	ACXD|NP_620469.2|DMEL	LOC119649037|XP_037906924.1|HILL
OG0001916	Topors|NP_611388.1|DMEL	LOC119659318|XP_037923266.1|HILL
OG0001917	CG8492|NP_648151.2|DMEL	LOC119648161|XP_037905664.1|HILL
OG0001918	CG15014|NP_647892.1|DMEL	LOC119648279|XP_037905861.1|HILL
OG0001919	CG30467|NP_611044.1|DMEL	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL
OG0001920	fwd|NP_001356971.1|DMEL	LOC119650198|XP_037908693.1|HILL
OG0001921	cbc|NP_610876.1|DMEL	LOC119650073|XP_037908499.1|HILL
OG0001922	asrij|NP_001261143.1|DMEL	LOC119650082|XP_037908513.1|HILL
OG0001923	Mp|NP_001246651.1|DMEL	LOC119650384|XP_037909052.1|HILL
OG0001924	CG17691|NP_001104018.1|DMEL	LOC119647996|XP_037905309.1|HILL
OG0001925	CG10672|NP_647946.1|DMEL	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL
OG0001926	ImpE1|NP_524849.2|DMEL	LOC119649480|XP_037907577.1|HILL
OG0001927	Nup54|NP_610783.1|DMEL	LOC119646736|XP_037903241.1|HILL
OG0001928	CG8009|NP_648400.1|DMEL	LOC119647619|XP_037904589.1|HILL
OG0001929	Rbfox1|NP_001246707.1|DMEL	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL
OG0001930	GEFmeso|NP_788403.2|DMEL	LOC119651261|XP_037910688.1|HILL
OG0001931	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL	LOC119648402|XP_037906072.1|HILL
OG0001932	JIL-1|NP_648432.1|DMEL	LOC119648398|XP_037906067.1|HILL
OG0001933	CG4866|NP_611224.1|DMEL	LOC119648765|XP_037906522.1|HILL
OG0001934	Gem3|NP_524019.1|DMEL	LOC119649388|XP_037907437.1|HILL
OG0001935	l_3_72Dp|NP_730119.1|DMEL	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL
OG0001937	Fs|NP_652376.2|DMEL	LOC119661170|XP_037926313.1|HILL
OG0001938	CG18335|NP_610666.1|DMEL	LOC119661149|XP_037926289.1|HILL
OG0001939	CG15650|NP_611529.1|DMEL	LOC119659184|XP_037923072.1|HILL
OG0001940	CG46385|NP_001356959.1|DMEL	LOC119647200|XP_037903942.1|HILL
OG0001941	Atac3|NP_001246531.1|DMEL	LOC119648112|XP_037905558.1|HILL
OG0001943	CG13055|NP_648851.1|DMEL	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL
OG0001944	Mtch|NP_523869.1|DMEL	LOC119649745|XP_037907962.1|HILL
OG0001945	Dgk|NP_724619.2|DMEL	LOC119661393|XP_037926646.1|HILL
OG0001946	Cyt-b5|NP_610294.1|DMEL	LOC119653908|XP_037914985.1|HILL
OG0001947	HLH54F|NP_477302.1|DMEL	LOC119661314|XP_037926534.1|HILL
OG0001948	CG6179|NP_573288.1|DMEL	LOC119648154|XP_037905653.1|HILL
OG0001949	Eip78C|NP_524195.2|DMEL	LOC119649181|XP_037907136.1|HILL
OG0001950	Itpr|NP_730941.1|DMEL	LOC119661016|XP_037926092.1|HILL
OG0001951	jbug|NP_001261140.1|DMEL	LOC119647100|XP_037903799.1|HILL
OG0001952	TpnC41C|NP_523619.2|DMEL	LOC119659888|XP_037924136.1|HILL
OG0001953	Oatp58Dc|NP_001097409.1|DMEL	LOC119661457|XP_037926741.1|HILL
OG0001954	KCNQ|NP_788300.3|DMEL	LOC119647112|XP_037903819.1|HILL
OG0001955	CG17765|NP_610592.1|DMEL	LOC119647118|XP_037903833.1|HILL
OG0001956	nmo|NP_001356976.1|DMEL	LOC119647496|XP_037904382.1|HILL
OG0001957	RpL29|NP_477203.1|DMEL	LOC119659267|XP_037923194.1|HILL
OG0001958	CG30116|NP_725799.1|DMEL	LOC119661584|XP_037926911.1|HILL
OG0001959	Toll-9|NP_649214.1|DMEL	LOC119648719|XP_037906455.1|HILL
OG0001960	Psa|NP_728614.1|DMEL	LOC119647828|XP_037904996.1|HILL
OG0001961	Dll|NP_001137759.1|DMEL	LOC119661384|XP_037926630.1|HILL
OG0001962	phr|NP_523653.2|DMEL	LOC119653650|XP_037914398.1|HILL
OG0001963	CG9706|NP_001356982.1|DMEL	LOC119648319|XP_037905928.1|HILL
OG0001964	smid|NP_523959.2|DMEL	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL
OG0001965	CG42747|NP_648045.2|DMEL	LOC119649847|XP_037908129.1|HILL
OG0001966	P5cr-2|NP_650632.1|DMEL	LOC119646800|XP_037903318.1|HILL
OG0001967	Lapsyn|NP_611561.1|DMEL	LOC119659887|XP_037924171.1|HILL
OG0001968	NijA|NP_996040.1|DMEL	LOC119649424|XP_037907499.1|HILL
OG0001969	Orc1|NP_477303.1|DMEL	LOC119661195|XP_037926345.1|HILL
OG0001970	blw|NP_726243.1|DMEL	LOC119648481|XP_037906174.1|HILL
OG0001971	CG11041|NP_611453.2|DMEL	LOC119655219|XP_037916926.1|HILL
OG0001972	IFT20|NP_724409.3|DMEL	LOC119659168|XP_037923047.1|HILL
OG0001973	CG43795|NP_001097435.2|DMEL	LOC119646351|XP_037902713.1|HILL
OG0001974	Myd88|NP_610479.1|DMEL	LOC119646579|XP_037902999.1|HILL
OG0001975	CG13806|NP_647708.1|DMEL	LOC119648358|XP_037905999.1|HILL
OG0001976	SmD3|NP_725106.1|DMEL	LOC119654729|XP_037916185.1|HILL
OG0001978	Arr1|NP_476681.1|DMEL	LOC119646769|XP_037903279.1|HILL
OG0001979	Rack1|NP_477269.1|DMEL	LOC119661563|XP_037926885.1|HILL
OG0001980	galectin|NP_608487.1|DMEL	LOC119649846|XP_037908130.1|HILL
OG0001981	fusl|NP_608923.1|DMEL	LOC119653257|XP_037913793.1|HILL
OG0001982	Gpb5|NP_001104335.1|DMEL	LOC119651562|XP_037911123.1|HILL
OG0001983	AGO3|NP_001036627.2|DMEL	LOC119660966|XP_037925954.1|HILL
OG0001984	CG9154|NP_608993.2|DMEL	LOC119651214|XP_037910593.1|HILL
OG0001985	Apoltp|NP_995670.2|DMEL	LOC119650304|XP_037908878.1|HILL
OG0001986	TTLL3A|NP_609069.1|DMEL	LOC119647314|XP_037904168.1|HILL
OG0001987	su_sable_|NP_476754.1|DMEL	LOC119660727|XP_037925308.1|HILL
OG0001988	EDTP|NP_995873.2|DMEL	LOC119661433|XP_037926706.1|HILL
OG0001989	Gr21a|NP_001259841.1|DMEL	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL
OG0001990	loh|NP_609406.2|DMEL	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL
OG0001991	DIP-lambda|NP_001334747.1|DMEL	LOC119646940|XP_037903558.1|HILL
OG0001992	CG31760|NP_723730.2|DMEL	LOC119647247|XP_037904053.1|HILL
OG0001993	Sec61alpha|NP_609034.1|DMEL	LOC119651039|XP_037910285.1|HILL
OG0001994	TFAM|NP_732527.1|DMEL	LOC119661576|XP_037926903.1|HILL
OG0001995	CG10194|NP_609973.1|DMEL	LOC119652957|XP_037913281.1|HILL
OG0001996	nompC|NP_523483.2|DMEL	LOC119646634|XP_037903074.1|HILL
OG0001997	CG3894|NP_611963.5|DMEL	LOC119661401|XP_037926657.1|HILL
OG0001998	Eps-15|NP_611965.2|DMEL	LOC119646269|XP_037902604.1|HILL
OG0001999	Hr3|NP_001334718.1|DMEL	LOC119654824|XP_037916320.1|HILL
OG0002000	CG14274|NP_609212.2|DMEL	LOC119657620|XP_037920554.1|HILL
OG0002001	kel|NP_476589.4|DMEL	LOC119651608|XP_037911192.1|HILL
OG0002002	Dera|NP_610781.1|DMEL	LOC119646462|XP_037902838.1|HILL
OG0002003	Tsp29Fa|NP_523515.1|DMEL	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL
OG0002004	qua|NP_001246066.1|DMEL	LOC119652691|XP_037912896.1|HILL
OG0002005	PRL-1|NP_609780.1|DMEL	LOC119652676|XP_037912873.1|HILL
OG0002006	Ziz|NP_001260200.1|DMEL	LOC119652692|XP_037912901.1|HILL
OG0002007	Pp2A-29B|NP_001245944.1|DMEL	LOC119647145|XP_037903867.1|HILL
OG0002008	eIF4G1|NP_001096852.1|DMEL	LOC119660773|XP_037925469.1|HILL
OG0002009	fd59A|NP_523814.1|DMEL	LOC119661080|XP_037926200.1|HILL
OG0002010	Argl|NP_609257.3|DMEL	LOC119652866|XP_037913151.1|HILL
OG0002011	nesd|NP_610025.1|DMEL	LOC119646725|XP_037903232.1|HILL
OG0002012	TpnC25D|NP_608915.2|DMEL	LOC119656680|XP_037919095.1|HILL
OG0002013	Lim3|NP_001260559.1|DMEL	LOC119650589|XP_037909361.1|HILL
OG0002014	CG10527|NP_611544.1|DMEL	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL
OG0002015	Uro|NP_476779.1|DMEL	LOC119646430|XP_037902808.1|HILL
OG0002016	babo|NP_476999.1|DMEL	LOC119646971|XP_037903601.1|HILL
OG0002017	Nos|NP_523541.2|DMEL	LOC119651134|XP_037910456.1|HILL
OG0002018	Daxx|NP_609035.2|DMEL	LOC119651428|XP_037910953.1|HILL
OG0002019	vir-1|NP_723746.1|DMEL	LOC119646570|XP_037902989.1|HILL
OG0002020	RanGAP|NP_476712.1|DMEL	LOC119652879|XP_037913171.1|HILL
OG0002021	tud|NP_476773.1|DMEL	LOC119659470|XP_037923533.1|HILL
OG0002022	CG14397|NP_001163027.1|DMEL	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL
OG0002023	ry|NP_524337.1|DMEL	LOC119656328|XP_037918719.1|HILL
OG0002024	CG4968|NP_609375.1|DMEL	LOC119658398|XP_037921718.1|HILL
OG0002025	salm|NP_723670.2|DMEL	LOC119661327|XP_037926555.1|HILL
OG0002026	CG7139|NP_649378.1|DMEL	LOC119647988|XP_037905301.1|HILL
OG0002027	px|NP_726208.1|DMEL	LOC119655920|XP_037918014.1|HILL
OG0002028	CG5554|NP_001286784.1|DMEL	LOC119654882|XP_037916419.1|HILL
OG0002029	Sse|NP_523935.1|DMEL	LOC119659931|XP_037924197.1|HILL
OG0002030	ATPsynF|NP_611940.1|DMEL	LOC119659276|XP_037923212.1|HILL
OG0002031	Rpn13|NP_001137662.1|DMEL	LOC119655014|XP_037916612.1|HILL
OG0002032	Snmp1|NP_650953.1|DMEL	LOC119653873|XP_037914909.1|HILL
OG0002033	Ork1|NP_001285097.1|DMEL	LOC119656155|XP_037918417.1|HILL
OG0002034	DAAM|NP_001188522.1|DMEL	LOC119654370|XP_037915646.1|HILL
OG0002035	Dhod|NP_477224.1|DMEL	LOC119660316|XP_037924719.1|HILL
OG0002036	Glut4EF|NP_001262443.1|DMEL	LOC119660612|XP_037925233.1|HILL
OG0002037	VhaM9.7-a|NP_001097499.1|DMEL	LOC119649129|XP_037907062.1|HILL
OG0002038	CG4390|NP_732486.2|DMEL	LOC119647281|XP_037904102.1|HILL
OG0002039	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL	LOC119658624|XP_037922050.1|HILL
OG0002040	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL	LOC119660134|XP_037924461.1|HILL
OG0002041	Acsl|NP_001260810.1|DMEL	LOC119653539|XP_037914144.1|HILL
OG0002042	Obp84a|NP_001097700.2|DMEL	LOC119659806|XP_037924004.1|HILL
OG0002043	CG2100|NP_649578.1|DMEL	LOC119658578|XP_037921956.1|HILL
OG0002044	loco|NP_732773.1|DMEL	LOC119658718|XP_037922266.1|HILL
OG0002045	5-HT2B|NP_001262373.1|DMEL	LOC119659915|XP_037924168.1|HILL
OG0002046	CG11077|NP_651944.1|DMEL	LOC119659215|XP_037923116.1|HILL
OG0002047	CG14200|NP_573387.1|DMEL	LOC119655731|XP_037917709.1|HILL
OG0002048	CG10038|NP_650176.3|DMEL	LOC119659298|XP_037923237.1|HILL
OG0002049	sals|NP_731573.1|DMEL	LOC119658688|XP_037922201.1|HILL
OG0002050	nsl1|NP_732069.3|DMEL	LOC119658589|XP_037921977.1|HILL
OG0002051	CG30022|NP_725047.2|DMEL	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL
OG0002052	CG33257|NP_996107.1|DMEL	LOC119659533|XP_037923602.1|HILL
OG0002053	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL	LOC119659501|XP_037923555.1|HILL
OG0002054	CG12170|NP_649565.1|DMEL	LOC119660002|XP_037924308.1|HILL
OG0002055	Tango9|NP_650136.1|DMEL	LOC119659025|XP_037922848.1|HILL
OG0002056	Gcn5|NP_648586.2|DMEL	LOC119653891|XP_037914941.1|HILL
OG0002057	CG6144|NP_001033895.1|DMEL	LOC119655930|XP_037918040.1|HILL
OG0002058	thoc7|NP_728489.2|DMEL	LOC119655360|XP_037917145.1|HILL
OG0002059	MED28|NP_651397.1|DMEL	LOC119655733|XP_037917711.1|HILL
OG0002060	jef|NP_610983.1|DMEL	LOC119655395|XP_037917200.1|HILL
OG0002061	Gpat4|NP_001286818.1|DMEL	LOC119653456|XP_037913993.1|HILL
OG0002062	bbx|NP_001259770.1|DMEL	LOC119653676|XP_037914444.1|HILL
OG0002063	APC7|NP_572329.3|DMEL	LOC119655005|XP_037916601.1|HILL
OG0002064	Rop|NP_523916.2|DMEL	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL
OG0002065	Mrtf|NP_001137879.3|DMEL	LOC119648983|XP_037906831.1|HILL
OG0002066	Mhcl|NP_732109.2|DMEL	LOC119659689|XP_037923854.1|HILL
OG0002067	Snap29|NP_523831.1|DMEL	LOC119660524|XP_037925073.1|HILL
OG0002068	Atg7|NP_611350.1|DMEL	LOC119659187|XP_037923075.1|HILL
OG0002069	CG17486|NP_001036446.2|DMEL	LOC119653847|XP_037914822.1|HILL
OG0002070	Fdh|NP_524310.1|DMEL	LOC119656700|XP_037919135.1|HILL
OG0002071	Osbp|NP_477271.1|DMEL	LOC119655665|XP_037917579.1|HILL
OG0002072	Rrp42|NP_725517.2|DMEL	LOC119659080|XP_037922923.1|HILL
OG0002073	Plp|NP_001027574.2|DMEL	LOC119650208|XP_037908702.1|HILL
OG0002074	CG11807|NP_611017.1|DMEL	LOC119655850|XP_037917896.1|HILL
OG0002075	SmE|NP_609162.1|DMEL	LOC119649972|XP_037908337.1|HILL
OG0002076	ReepA|NP_001188988.1|DMEL	LOC119656236|XP_037918582.1|HILL
OG0002077	mwh|NP_001261244.1|DMEL	LOC119654575|XP_037915958.1|HILL
OG0002078	CG16935|NP_610914.2|DMEL	LOC119655664|XP_037917578.1|HILL
OG0002079	Ssk|NP_649184.1|DMEL	LOC119650394|XP_037909083.1|HILL
OG0002080	CG30456|NP_611188.3|DMEL	LOC119654626|XP_037916026.1|HILL
OG0002081	cN-IIIB|NP_611895.1|DMEL	LOC119654662|XP_037916081.1|HILL
OG0002082	unc-104|NP_611155.3|DMEL	LOC119656303|XP_037918675.1|HILL
OG0002083	PsGEF|NP_996333.4|DMEL	LOC119653504|XP_037914088.1|HILL
OG0002084	CG3500|NP_611783.1|DMEL	LOC119656315|XP_037918691.1|HILL
OG0002085	CG13506|NP_611666.2|DMEL	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL
OG0002086	ND-B12|NP_001097399.1|DMEL	LOC119655635|XP_037917536.1|HILL
OG0002087	Su_Tpl_|NP_001163477.1|DMEL	LOC119654374|XP_037915655.1|HILL
OG0002088	CG32425|NP_730546.1|DMEL	LOC119647909|XP_037905155.1|HILL
OG0002089	gcl|NP_724708.1|DMEL	LOC119654913|XP_037916475.1|HILL
OG0002090	Syx13|NP_524054.1|DMEL	LOC119648685|XP_037906409.1|HILL
OG0002091	CG13575|NP_611903.1|DMEL	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL
OG0002092	fax|NP_524106.3|DMEL	LOC119647664|XP_037904667.1|HILL
OG0002093	GM130|NP_611642.2|DMEL	LOC119653692|XP_037914490.1|HILL
OG0002094	PHDP|NP_523834.1|DMEL	LOC119653481|XP_037914036.1|HILL
OG0002095	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL	LOC119653426|XP_037913933.1|HILL
OG0002096	Asx|NP_001260969.1|DMEL	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL
OG0002097	clos|NP_001097246.3|DMEL	LOC119654127|XP_037915218.1|HILL
OG0002098	CG7166|NP_649339.2|DMEL	LOC119649830|XP_037908100.1|HILL
OG0002099	CG9601|NP_649792.3|DMEL	LOC119653875|XP_037914911.1|HILL
OG0002100	MsrA|NP_001261879.1|DMEL	LOC119647613|XP_037904574.1|HILL
OG0002101	pdm3|NP_001188885.2|DMEL	LOC119655574|XP_037917430.1|HILL
OG0002102	tapas|NP_611475.3|DMEL	LOC119653572|XP_037914228.1|HILL
OG0002103	Coq2|NP_649789.1|DMEL	LOC119652473|XP_037912571.1|HILL
OG0002107	CG12299|NP_609448.1|DMEL	LOC119646747|XP_037903252.1|HILL
OG0002110	CG33647|NP_001027136.1|DMEL, CG33644|NP_001027259.1|DMEL	LOC119647779|XP_037904889.1|HILL
OG0002117	CG7744|NP_611422.2|DMEL	LOC119657828|XP_037920874.1|HILL
OG0002118	nvd|NP_001097670.1|DMEL	LOC119656808|XP_037919354.1|HILL
OG0002119	Smg6|NP_651321.1|DMEL	LOC119658634|XP_037922087.1|HILL
OG0002120	sv|NP_524633.3|DMEL	LOC119660744|XP_037925393.1|HILL
OG0002121	Usp1|NP_733282.1|DMEL	LOC119651294|XP_037910741.1|HILL
OG0002123	cdc14|NP_609153.1|DMEL	LOC119648401|XP_037906075.1|HILL
OG0002124	CG32548|NP_728167.1|DMEL	LOC119657220|XP_037919960.1|HILL
OG0002125	ckn|NP_611009.1|DMEL	LOC119650671|XP_037909550.1|HILL
OG0002126	tzn|NP_730568.1|DMEL	LOC119647832|XP_037905001.1|HILL
OG0002127	Ankle2|NP_573221.2|DMEL	LOC119657602|XP_037920529.1|HILL
OG0002128	HisRS|NP_573305.2|DMEL	LOC119656607|XP_037918970.1|HILL
OG0002129	Epg5|NP_650752.2|DMEL	LOC119652830|XP_037913086.1|HILL
OG0002130	CG14795|NP_569925.2|DMEL	LOC119657247|XP_037919992.1|HILL
OG0002131	CG18600|NP_650708.1|DMEL	LOC119651496|XP_037911040.1|HILL
OG0002132	RpL7|NP_523531.1|DMEL	LOC119651555|XP_037911116.1|HILL
OG0002133	Paics|NP_572826.1|DMEL	LOC119656658|XP_037919062.1|HILL
OG0002134	CG8173|NP_573239.1|DMEL	LOC119653848|XP_037914824.1|HILL
OG0002135	mys|NP_524793.2|DMEL	LOC119656668|XP_037919077.1|HILL
OG0002136	trp|NP_476768.1|DMEL	LOC119659975|XP_037924269.1|HILL
OG0002137	CG5902|NP_651201.1|DMEL	LOC119656530|XP_037918803.1|HILL
OG0002138	Vps4|NP_573258.1|DMEL	LOC119661326|XP_037926552.1|HILL
OG0002139	Vap33|NP_570087.1|DMEL	LOC119646344|XP_037902706.1|HILL
OG0002140	fend|NP_572528.1|DMEL	LOC119658046|XP_037921217.1|HILL
OG0002141	RpL10|NP_651954.3|DMEL	LOC119658647|XP_037922113.1|HILL
OG0002142	CG9853|NP_001097680.1|DMEL	LOC119652352|XP_037912360.1|HILL
OG0002143	Tango14|NP_608577.2|DMEL	LOC119646616|XP_037903050.1|HILL
OG0002144	Mitf|NP_001245436.1|DMEL	LOC119660743|XP_037925386.1|HILL
OG0002145	CG5023|NP_650867.1|DMEL	LOC119661362|XP_037926640.1|HILL
OG0002146	lost|NP_649466.1|DMEL	LOC119650779|XP_037909815.1|HILL
OG0002147	CG43347|NP_001138185.2|DMEL	LOC119657972|XP_037921111.1|HILL
OG0002148	CG14969|NP_647809.3|DMEL	LOC119656565|XP_037918877.1|HILL
OG0002149	4E-T|NP_726619.2|DMEL	LOC119660866|XP_037925690.1|HILL
OG0002150	drd|NP_001033845.1|DMEL	LOC119646740|XP_037903246.1|HILL
OG0002151	Nse4|NP_609405.2|DMEL	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL
OG0002152	CG31122|NP_001356888.1|DMEL	LOC119652511|XP_037912633.1|HILL
OG0002153	dmrt99B|NP_524549.1|DMEL	LOC119652345|XP_037912298.1|HILL
OG0002154	inc|NP_569926.2|DMEL	LOC119657793|XP_037920805.1|HILL
OG0002155	tll|NP_524596.1|DMEL	LOC119658159|XP_037921355.1|HILL
OG0002156	CG7369|NP_649415.2|DMEL	LOC119660802|XP_037925559.1|HILL
OG0002157	timeout|NP_524341.3|DMEL	LOC119651054|XP_037910311.1|HILL
OG0002158	CG5335|NP_611349.2|DMEL	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL
OG0002159	roh|NP_726318.1|DMEL	LOC119651415|XP_037910937.1|HILL
OG0002160	slou|NP_001262808.1|DMEL	LOC119653182|XP_037913664.1|HILL
OG0002161	snRNP-U1-C|NP_650767.1|DMEL	LOC119650997|XP_037910210.1|HILL
OG0002162	CG12814|NP_001262454.1|DMEL	LOC119659601|XP_037923697.1|HILL
OG0002163	lin-52|NP_572256.1|DMEL	LOC119652577|XP_037912719.1|HILL
OG0002164	Ssadh|NP_651408.1|DMEL	LOC119658470|XP_037921820.1|HILL
OG0002165	CG12288|NP_609822.1|DMEL	LOC119651145|XP_037910477.1|HILL
OG0002166	Yip1d1|NP_609596.1|DMEL	LOC119646480|XP_037902861.1|HILL
OG0002167	wbl|NP_725867.1|DMEL	LOC119660949|XP_037925889.1|HILL
OG0002168	gbb|NP_477340.1|DMEL	LOC119658017|XP_037921174.1|HILL
OG0002169	defl|NP_648352.2|DMEL	LOC119658302|XP_037921533.1|HILL
OG0002170	ABCD|NP_651906.1|DMEL	LOC119660722|XP_037925301.1|HILL
OG0002171	CG33108|NP_788728.1|DMEL	LOC119657940|XP_037921057.1|HILL
OG0002172	hh|NP_001034065.1|DMEL	LOC119657818|XP_037920860.1|HILL
OG0002173	aurB|NP_477336.1|DMEL	LOC119660310|XP_037924716.1|HILL
OG0002174	CG8461|NP_650367.1|DMEL	LOC119651946|XP_037911728.1|HILL
OG0002175	mRpL11|NP_524351.1|DMEL	LOC119651947|XP_037911729.1|HILL
OG0002176	Prp18|NP_650776.1|DMEL	LOC119652239|XP_037912142.1|HILL
OG0002177	Scp2|NP_524381.1|DMEL	LOC119651431|XP_037910957.1|HILL
OG0002178	CG6051|NP_001097943.1|DMEL	LOC119656556|XP_037918862.1|HILL
OG0002179	lobo|NP_001036757.1|DMEL	LOC119652952|XP_037913273.1|HILL
OG0002180	hdc|NP_788768.1|DMEL	LOC119653216|XP_037913716.1|HILL
OG0002181	l_1_G0320|NP_572567.1|DMEL	LOC119657501|XP_037920363.1|HILL
OG0002182	CG2698|NP_001246976.1|DMEL	LOC119653170|XP_037913639.1|HILL
OG0002183	mip40|NP_611407.1|DMEL	LOC119654245|XP_037915415.1|HILL
OG0002184	RpII140|NP_476706.1|DMEL	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL
OG0002185	CG5044|NP_732020.2|DMEL	LOC119651143|XP_037910474.1|HILL
OG0002186	CG9107|NP_608981.1|DMEL	LOC119651163|XP_037910509.1|HILL
OG0002187	CCT1|NP_524450.2|DMEL	LOC119651707|XP_037911348.1|HILL
OG0002188	Not11|NP_726406.1|DMEL	LOC119656601|XP_037918961.1|HILL
OG0002189	mRpS5|NP_001036652.1|DMEL	LOC119656534|XP_037918808.1|HILL
OG0002190	Gdh|NP_524470.4|DMEL	LOC119656531|XP_037918804.1|HILL
OG0002191	Pex16|NP_649252.1|DMEL	LOC119658503|XP_037921893.1|HILL
OG0002192	bora|NP_649048.1|DMEL	LOC119650042|XP_037908453.1|HILL
OG0002193	jumu|NP_524302.1|DMEL	LOC119650569|XP_037909314.1|HILL
OG0002194	CG5646|NP_651568.1|DMEL	LOC119651777|XP_037911459.1|HILL
OG0002195	CG13605|NP_651214.2|DMEL	LOC119651763|XP_037911430.1|HILL
OG0002196	MED7|NP_731500.1|DMEL	LOC119660377|XP_037924823.1|HILL
OG0002197	CG7049|NP_612003.1|DMEL	LOC119651176|XP_037910531.1|HILL
OG0002198	CG17816|NP_001097706.1|DMEL	LOC119660590|XP_037925187.1|HILL
OG0002199	RpA-70|NP_524274.1|DMEL	LOC119660116|XP_037924433.1|HILL
OG0002200	Gip|NP_511106.1|DMEL	LOC119652671|XP_037912865.1|HILL
OG0002202	CG9297|NP_788674.1|DMEL	LOC119651531|XP_037911090.1|HILL
OG0002203	Pde6|NP_001262566.1|DMEL	LOC119652412|XP_037912453.1|HILL
OG0002204	Hr96|NP_524493.1|DMEL	LOC119651218|XP_037910600.1|HILL
OG0002205	apn|NP_650270.1|DMEL	LOC119651865|XP_037911601.1|HILL
OG0002206	cd|NP_651081.1|DMEL	LOC119652902|XP_037913206.1|HILL
OG0002207	fkh|NP_001263038.1|DMEL	LOC119650917|XP_037910070.1|HILL
OG0002208	mIF2|NP_651621.2|DMEL	LOC119652747|XP_037912974.1|HILL
OG0002209	Spat|NP_511062.1|DMEL	LOC119646183|XP_037902493.1|HILL
OG0002210	CG1208|NP_001097692.1|DMEL	LOC119652626|XP_037912800.1|HILL
