Orthogroup	DMEL.longest_only	DALB.longest_only
OG0000738	Sirup|NP_609170.1|DMEL	LOC117564734|XP_034099512.1|DALB
OG0000738	CG15283|NP_652574.3|DMEL	LOC117564431|XP_034099058.1|DALB
OG0000739	VhaPPA1-2|NP_650406.2|DMEL	LOC117573942|XP_034113360.1|DALB
OG0000739	VhaPPA1-1|NP_652010.1|DMEL	LOC117573943|XP_034113361.1|DALB
OG0000740	CG9492|NP_001287256.1|DMEL	LOC117575420|XP_034115495.1|DALB
OG0000741	nonA|NP_727962.1|DMEL, nonA-l|NP_536740.1|DMEL	LOC117563427|XP_034097655.1|DALB
OG0000742	CG1695|NP_728346.2|DMEL	LOC117573481|XP_034112604.1|DALB
OG0000742	tbc|NP_608395.6|DMEL	LOC117575324|XP_034115374.1|DALB
OG0000743	Ctr9|NP_788449.1|DMEL	LOC117569820|XP_034107033.1|DALB
OG0000743	CG9899|NP_611764.1|DMEL	LOC117571542|XP_034109626.1|DALB
OG0000744	CG18003|NP_001027401.1|DMEL	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000745	CAH15|NP_611525.1|DMEL	LOC117569015|XP_034105894.1|DALB
OG0000745	CAH13|NP_610602.2|DMEL	LOC117566607|XP_034102039.1|DALB
OG0000746	Odc2|NP_477053.2|DMEL, Odc1|NP_477052.2|DMEL	LOC117568399|XP_034104922.1|DALB
OG0000747	Mes2|NP_730768.1|DMEL	LOC117569971|XP_034107239.1|DALB
OG0000747	CG12768|NP_649431.1|DMEL	LOC117569548|XP_034106647.1|DALB
OG0000748	CG15395|NP_608696.3|DMEL	LOC117565221|XP_034100120.1|DALB
OG0000750	Or49a|NP_523711.3|DMEL	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB
OG0000751	Oatp58Da|NP_611657.2|DMEL	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB
OG0000752	CG7208|NP_650683.3|DMEL, CG31948|NP_722807.1|DMEL	LOC117573324|XP_034112323.1|DALB
OG0000753	CG5196|NP_650191.1|DMEL	LOC117576010|XP_034116408.1|DALB
OG0000753	CG4483|NP_648294.1|DMEL	LOC117571892|XP_034110248.1|DALB
OG0000754	CG4829|NP_728030.2|DMEL	LOC117573213|XP_034112120.1|DALB
OG0000754	CG1492|NP_572774.1|DMEL	LOC117578190|XP_034119397.1|DALB
OG0000755	PK2-R2|NP_731788.1|DMEL	LOC117575392|XP_034115459.1|DALB
OG0000755	PK2-R1|NP_731790.1|DMEL	LOC117575391|XP_034115458.1|DALB
OG0000756	fd96Ca|NP_524495.1|DMEL	LOC117574861|XP_034114767.1|DALB
OG0000756	fd96Cb|NP_524496.1|DMEL	LOC117574986|XP_034114947.1|DALB
OG0000757	eIF1|NP_647792.1|DMEL	LOC117572369|XP_034111027.1|DALB
OG0000758	Agpat4|NP_648887.1|DMEL	LOC117568793|XP_034105543.1|DALB
OG0000758	Agpat3|NP_001246793.1|DMEL	LOC117568792|XP_034105540.1|DALB
OG0000759	MsR1|NP_001261324.1|DMEL	LOC117570747|XP_034108459.1|DALB
OG0000759	MsR2|NP_001261323.1|DMEL	LOC117569826|XP_034107041.1|DALB
OG0000760	CG42284|NP_611720.3|DMEL	LOC117570110|XP_034107462.1|DALB
OG0000762	Wdr82|NP_609217.1|DMEL	LOC117564060|XP_034098574.1|DALB
OG0000762	CG3515|NP_608687.2|DMEL	LOC117565606|XP_034100702.1|DALB
OG0000763	CG33510|NP_001014493.2|DMEL	LOC117564355|XP_034098961.1|DALB
OG0000763	CG33509|NP_001014494.1|DMEL	LOC117563779|XP_034098177.1|DALB
OG0000764	Gld2|NP_001262829.1|DMEL	LOC117574354|XP_034114069.1|DALB
OG0000764	wisp|NP_572766.1|DMEL	LOC117578381|XP_034119710.1|DALB
OG0000765	Naa30B|NP_728606.1|DMEL	LOC117569387|XP_034106408.1|DALB
OG0000765	Naa30A|NP_726727.1|DMEL	LOC117576457|XP_034117121.1|DALB
OG0000766	CG9582|NP_609270.1|DMEL	LOC117565562|XP_034100621.1|DALB
OG0000766	CG5254|NP_569856.2|DMEL	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	mia|NP_001138010.1|DMEL	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB
OG0000767	Taf6|NP_524161.2|DMEL	LOC117572334|XP_034110963.1|DALB
OG0000768	polo|NP_524179.2|DMEL	LOC117571269|XP_034109223.1|DALB
OG0000769	CG5111|NP_651402.1|DMEL	LOC117575653|XP_034115830.1|DALB
OG0000769	CG15445|NP_728390.1|DMEL	LOC117569676|XP_034107211.1|DALB
OG0000771	CG32262|NP_647831.1|DMEL	LOC117570925|XP_034108746.1|DALB
OG0000772	CG30424|NP_001097455.1|DMEL, CG12970|NP_788360.2|DMEL	LOC117571008|XP_034108857.1|DALB
OG0000774	CG43776|NP_001261162.1|DMEL, CG43777|NP_001261163.1|DMEL, CG43775|NP_726425.3|DMEL	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	CG34315|NP_001097298.2|DMEL	LOC117567754|XP_034103833.1|DALB
OG0000775	CG12209|NP_610565.2|DMEL	LOC117568491|XP_034105071.1|DALB
OG0000776	CG31128|NP_733000.1|DMEL, CG32219|NP_730469.1|DMEL, CG34258|NP_001097648.1|DMEL, CG33710|NP_001027137.1|DMEL	LOC117569411|XP_034106438.1|DALB
OG0000778	spok|NP_001104460.2|DMEL	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB
OG0000779	CG1998|NP_572887.1|DMEL	LOC117572674|XP_034111596.1|DALB
OG0000780	Marc|NP_610523.2|DMEL	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	Trxr-1|NP_727251.1|DMEL	LOC117563918|XP_034098379.1|DALB
OG0000781	Trxr-2|NP_524216.1|DMEL	LOC117567871|XP_034104030.1|DALB
OG0000782	CG5906|NP_648518.1|DMEL	LOC117572470|XP_034111208.1|DALB
OG0000782	CG1662|NP_572883.1|DMEL	LOC117577755|XP_034118560.1|DALB
OG0000783	Rpt4|NP_572308.3|DMEL	LOC117577545|XP_034118266.1|DALB
OG0000784	ND-24L|NP_648965.1|DMEL	LOC117568520|XP_034105113.1|DALB
OG0000784	ND-24|NP_573228.1|DMEL	LOC117577783|XP_034118599.1|DALB
OG0000785	Ssl2|NP_651656.2|DMEL, Hmu|NP_477159.1|DMEL	LOC117573608|XP_034112796.1|DALB
OG0000786	Atpalpha|NP_732572.1|DMEL	LOC117576152|XP_034116613.1|DALB
OG0000787	Uch-L5|NP_524003.1|DMEL	LOC117571502|XP_034109561.1|DALB
OG0000788	CG42830|NP_001188834.1|DMEL, akirin|NP_648113.1|DMEL	LOC117571425|XP_034109455.1|DALB
OG0000789	CG34011|NP_001033878.3|DMEL	LOC117563724|XP_034098077.1|DALB
OG0000789	CG14007|NP_001097090.2|DMEL	LOC117564469|XP_034099157.1|DALB
OG0000790	CG31975|NP_001162840.1|DMEL	LOC117565021|XP_034099856.1|DALB
OG0000790	CG31974|NP_001259800.1|DMEL	LOC117565505|XP_034100527.1|DALB
OG0000791	alph|NP_651701.1|DMEL	LOC117574096|XP_034113625.1|DALB
OG0000792	NLaz|NP_001259867.1|DMEL	LOC117565572|XP_034100640.1|DALB
OG0000793	CG4686|NP_650837.1|DMEL, CG42395|NP_001138182.3|DMEL	LOC117576167|XP_034116638.1|DALB
OG0000794	CG5126|NP_608584.1|DMEL	LOC117577528|XP_034118257.1|DALB
OG0000795	Atg8a|NP_727447.1|DMEL	LOC117565826|XP_034101029.1|DALB
OG0000795	Atg8b|NP_650649.1|DMEL	LOC117574662|XP_034114458.1|DALB
OG0000796	Rpt3R|NP_649938.2|DMEL	LOC117574816|XP_034114675.1|DALB
OG0000796	Rpt3|NP_572686.1|DMEL	LOC117568855|XP_034105629.1|DALB
OG0000797	CG9399|NP_649913.1|DMEL	LOC117576924|XP_034117958.1|DALB
OG0000798	CG33156|NP_788346.1|DMEL	LOC117570303|XP_034107719.1|DALB
OG0000798	CG6145|NP_725314.1|DMEL	LOC117568150|XP_034104449.1|DALB
OG0000799	CG14740|NP_650152.1|DMEL	LOC117570043|XP_034107359.1|DALB
OG0000799	kdn|NP_727091.1|DMEL	LOC117564754|XP_034099539.1|DALB
OG0000800	CG10147|NP_648046.1|DMEL	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB
OG0000801	CG12782|NP_611772.2|DMEL	LOC117569202|XP_034106161.1|DALB
OG0000801	Rae1|NP_611597.1|DMEL	LOC117570288|XP_034107699.1|DALB
OG0000802	vanin-like|NP_572297.1|DMEL, CG32751|NP_001284927.1|DMEL	LOC117577880|XP_034118750.1|DALB
OG0000803	Dpy-30L2|NP_647854.1|DMEL	LOC117568135|XP_034104434.1|DALB
OG0000804	CG13168|NP_995823.1|DMEL	LOC117566768|XP_034102202.1|DALB
OG0000805	CG4712|NP_610856.1|DMEL	LOC117565329|XP_034100266.1|DALB
OG0000806	CG18131|NP_608601.1|DMEL	LOC117564430|XP_034099056.1|DALB
OG0000808	CG31016|NP_733393.3|DMEL, PH4alphaNE3|NP_651814.1|DMEL	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB
OG0000810	Cyp9b1|NP_523645.1|DMEL, Cyp9b2|NP_523646.1|DMEL	LOC117566663|XP_034102099.1|DALB
OG0000811	CG7997|NP_611119.1|DMEL	LOC117566860|XP_034102345.1|DALB
OG0000812	CG8974|NP_573076.1|DMEL, CG32581|NP_727898.2|DMEL, CG32847|NP_730026.1|DMEL	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB
OG0000813	bic|NP_476853.1|DMEL	LOC117571344|XP_034109343.1|DALB
OG0000813	CG11835|NP_608532.1|DMEL	LOC117566222|XP_034101658.1|DALB
OG0000814	jhamt|NP_609793.2|DMEL	LOC117564229|XP_034098812.1|DALB
OG0000815	CG12512|NP_608924.1|DMEL	LOC117563814|XP_034098238.1|DALB
OG0000816	CG2076|NP_572681.1|DMEL	LOC117576180|XP_034116662.1|DALB
OG0000816	Mics1|NP_649725.2|DMEL	LOC117576460|XP_034117122.1|DALB
OG0000817	CG6503|NP_001189297.1|DMEL	LOC117576120|XP_034116569.1|DALB
OG0000817	CG34291|NP_001097938.1|DMEL	LOC117574846|XP_034114734.1|DALB
OG0000818	CG13369|NP_569850.1|DMEL	LOC117577975|XP_034118947.1|DALB
OG0000818	CG17010|NP_609560.2|DMEL	LOC117563856|XP_034098280.1|DALB
OG0000819	OdsH|NP_523389.3|DMEL	LOC117569146|XP_034106098.1|DALB
OG0000819	unc-4|NP_001285389.1|DMEL	LOC117577966|XP_034118909.1|DALB
OG0000820	CG12231|NP_573390.1|DMEL	LOC117578329|XP_034119683.1|DALB
OG0000820	CG7222|NP_610613.1|DMEL	LOC117569058|XP_034105962.1|DALB
OG0000821	Fib|NP_523817.1|DMEL	LOC117570756|XP_034108470.1|DALB
OG0000822	CG13386|NP_609226.1|DMEL	LOC117564603|XP_034099350.1|DALB
OG0000824	Pkd2|NP_609561.2|DMEL	LOC117565859|XP_034101085.1|DALB
OG0000825	Or74a|NP_524123.1|DMEL	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB
OG0000825	Or35a|NP_723916.1|DMEL	LOC117565009|XP_034099844.1|DALB
OG0000826	Lhr|NP_611210.3|DMEL	LOC117567653|XP_034103656.1|DALB
OG0000828	CG42822|NP_001189243.1|DMEL, CG42821|NP_001034060.2|DMEL	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB
OG0000830	AnxB10|NP_001162804.1|DMEL	LOC117577972|XP_034118944.1|DALB
OG0000831	Lsp2|NP_524816.1|DMEL	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB
OG0000832	EMC7|NP_611078.1|DMEL	LOC117571986|XP_034110385.1|DALB
OG0000833	Ir75d|NP_649074.2|DMEL	LOC117572217|XP_034110784.1|DALB
OG0000834	CG15515|NP_001263088.1|DMEL	LOC117575087|XP_034115075.1|DALB
OG0000835	Dscam2|NP_001261500.1|DMEL	LOC117567566|XP_034103517.1|DALB
OG0000836	CG2528|NP_610129.3|DMEL, CG5355|NP_609397.2|DMEL	LOC117563664|XP_034097971.1|DALB
OG0000837	fzr|NP_524852.2|DMEL	LOC117571457|XP_034109499.1|DALB
OG0000838	CG42305|NP_001137837.1|DMEL	LOC117564192|XP_034098757.1|DALB
OG0000839	Atu|NP_524240.1|DMEL	LOC117575398|XP_034115464.1|DALB
OG0000839	CG10887|NP_650866.1|DMEL	LOC117575446|XP_034115547.1|DALB
OG0000840	tomboy40|NP_610213.1|DMEL, Tom40|NP_652003.2|DMEL	LOC117573869|XP_034113240.1|DALB
OG0000841	CG42402|NP_001287642.1|DMEL	LOC117575081|XP_034115067.1|DALB
OG0000843	thoc5|NP_611856.1|DMEL	LOC117567698|XP_034103720.1|DALB
OG0000844	Mlp84B|NP_477122.1|DMEL	LOC117575495|XP_034115629.1|DALB
OG0000845	CG11695|NP_572732.1|DMEL, CG11696|NP_572731.1|DMEL	LOC117573836|XP_034113582.1|DALB
OG0000846	Obp99c|NP_651711.1|DMEL	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB
OG0000847	Cyp9h1|NP_610820.1|DMEL, Cyp9c1|NP_523850.1|DMEL	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB
OG0000848	CG4267|NP_608661.1|DMEL	LOC117566163|XP_034101553.1|DALB
OG0000848	CG6675|NP_610132.3|DMEL	LOC117563377|XP_034097571.1|DALB
OG0000849	CG6614|NP_609511.3|DMEL	LOC117565268|XP_034100184.1|DALB
OG0000849	CG14339|NP_608566.1|DMEL	LOC117565869|XP_034101097.1|DALB
OG0000850	CG30268|NP_611712.2|DMEL	LOC117566587|XP_034102019.1|DALB
OG0000850	CG30275|NP_788430.3|DMEL	LOC117571257|XP_034109209.1|DALB
OG0000852	CG44433|NP_001137702.1|DMEL, CG44434|NP_788406.2|DMEL, CG44435|NP_001286585.1|DMEL	LOC117571313|XP_034109283.1|DALB
OG0000854	CG3097|NP_572259.1|DMEL	LOC117564351|XP_034098960.1|DALB
OG0000855	CG3740|NP_569932.1|DMEL	LOC117563386|XP_034097604.1|DALB
OG0000856	Mkrn1|NP_524704.1|DMEL	LOC117569733|XP_034106900.1|DALB
OG0000857	Mgstl|NP_524696.2|DMEL	LOC117577736|XP_034118534.1|DALB
OG0000858	yellow-f|NP_524335.1|DMEL, yellow-f2|NP_650247.1|DMEL	LOC117574039|XP_034113530.1|DALB
OG0000860	CG11537|NP_001097489.1|DMEL	LOC117571603|XP_034109711.1|DALB
OG0000861	St3|NP_001261155.1|DMEL	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB
OG0000862	CG15653|NP_611540.1|DMEL, CG31913|NP_723119.1|DMEL	LOC117571590|XP_034109697.1|DALB
OG0000863	CG18596|NP_651031.1|DMEL	LOC117575971|XP_034116341.1|DALB
OG0000864	CG16848|NP_609653.1|DMEL	LOC117564202|XP_034098771.1|DALB
OG0000864	CG4407|NP_572837.1|DMEL	LOC117570321|XP_034107757.1|DALB
OG0000865	CG34334|NP_001097042.1|DMEL	LOC117571186|XP_034109118.1|DALB
OG0000865	RnpS1|NP_649903.1|DMEL	LOC117575252|XP_034115276.1|DALB
OG0000866	CG4887|NP_608582.2|DMEL, CG4896|NP_608583.5|DMEL	LOC117564052|XP_034098561.1|DALB
OG0000867	CG4701|NP_609721.1|DMEL	LOC117563227|XP_034097321.1|DALB
OG0000867	nmd|NP_609373.1|DMEL	LOC117563463|XP_034097706.1|DALB
OG0000868	CG2061|NP_572682.1|DMEL	LOC117571006|XP_034108856.1|DALB
OG0000869	CG14609|NP_649704.3|DMEL	LOC117575920|XP_034116264.1|DALB
OG0000870	CG13562|NP_001246484.1|DMEL	LOC117567202|XP_034102922.1|DALB
OG0000871	Smyd4-4|NP_610730.1|DMEL	LOC117568338|XP_034104814.1|DALB
OG0000872	CG6873|NP_573321.1|DMEL	LOC117570794|XP_034108544.1|DALB
OG0000872	tsr|NP_477034.1|DMEL	LOC117569913|XP_034107147.1|DALB
OG0000873	olf413|NP_730711.3|DMEL	LOC117572458|XP_034111183.1|DALB
OG0000874	CG6978|NP_572188.1|DMEL	LOC117577957|XP_034118893.1|DALB
OG0000874	Picot|NP_725600.1|DMEL	LOC117567168|XP_034102873.1|DALB
OG0000875	Tom20|NP_649169.3|DMEL	LOC117569159|XP_034106114.1|DALB
OG0000877	ms_3_76Cc|NP_649136.1|DMEL	LOC117567651|XP_034103654.1|DALB
OG0000877	CG12470|NP_569838.1|DMEL	LOC117577654|XP_034118432.1|DALB
OG0000878	CG9861|NP_611778.1|DMEL	LOC117569782|XP_034106974.1|DALB
OG0000878	CG13127|NP_609338.1|DMEL	LOC117565388|XP_034100359.1|DALB
OG0000879	CG10822|NP_611450.1|DMEL	LOC117567924|XP_034104100.1|DALB
OG0000880	Or92a|NP_524414.2|DMEL	LOC117578164|XP_034119332.1|DALB
OG0000880	Or67c|NP_524018.2|DMEL	LOC117571659|XP_034109788.1|DALB
OG0000881	Sems|NP_649270.1|DMEL, CG10587|NP_001137989.2|DMEL, CG11037|NP_649272.1|DMEL	LOC117568171|XP_034104495.1|DALB
OG0000882	CG34325|NP_001097003.1|DMEL	LOC117577749|XP_034118552.1|DALB
OG0000882	CG31624|NP_724318.1|DMEL, CG31988|NP_610098.1|DMEL	LOC117565394|XP_034100367.1|DALB
OG0000883	CG9400|NP_572957.1|DMEL	LOC117566190|XP_034101600.1|DALB
OG0000884	CG3251|NP_608851.1|DMEL	LOC117565015|XP_034099851.1|DALB
OG0000884	otu|NP_511089.2|DMEL	LOC117576785|XP_034117731.1|DALB
OG0000885	euc|NP_001247188.1|DMEL	LOC117574622|XP_034114401.1|DALB
OG0000886	CG14305|NP_650732.1|DMEL	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB
OG0000887	CG42249|NP_572684.2|DMEL	LOC117570999|XP_034108842.1|DALB
OG0000888	RhoGEF3|NP_612024.4|DMEL	LOC117572636|XP_034111489.1|DALB
OG0000889	CG11370|NP_649408.1|DMEL	LOC117568569|XP_034105189.1|DALB
OG0000890	CycB|NP_726244.1|DMEL	LOC117569594|XP_034106716.1|DALB
OG0000891	dmGlut|NP_620115.2|DMEL	LOC117564662|XP_034099415.1|DALB
OG0000892	isoQC|NP_788550.1|DMEL	LOC117568130|XP_034104428.1|DALB
OG0000893	Ir84a|NP_649720.2|DMEL	LOC117576917|XP_034117949.1|DALB
OG0000894	Tailor|NP_001262327.1|DMEL	LOC117573664|XP_034112883.1|DALB
OG0000895	JhI-26|NP_523761.2|DMEL	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB
OG0000896	CG3847|NP_572317.2|DMEL	LOC117564767|XP_034099560.1|DALB
OG0000897	E_spl_m8-HLH|NP_524513.1|DMEL	LOC117574931|XP_034114871.1|DALB
OG0000897	E_spl_m5-HLH|NP_524511.1|DMEL	LOC117575471|XP_034115579.1|DALB
OG0000898	CG4927|NP_001033953.1|DMEL, CG3700|NP_611736.1|DMEL	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB
OG0000899	CG7800|NP_649770.1|DMEL, CG18249|NP_001163549.1|DMEL	LOC117575903|XP_034116239.1|DALB
OG0000900	Obp58c|NP_611710.1|DMEL	LOC117566584|XP_034102017.1|DALB
OG0000900	Obp58b|NP_611709.1|DMEL	LOC117569985|XP_034107255.1|DALB
OG0000901	Gr58b|NP_523808.2|DMEL	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB
OG0000902	Ir7e|NP_001138176.1|DMEL	LOC117569181|XP_034106144.1|DALB
OG0000902	Ir7f|NP_001138177.1|DMEL	LOC117578119|XP_034119194.1|DALB
OG0000904	CG42494|NP_001163333.1|DMEL, CG32284|NP_728826.1|DMEL, CG14957|NP_647781.1|DMEL	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB
OG0000906	CG34227|NP_001097269.1|DMEL	LOC117569191|XP_034106151.1|DALB, LOC117569194|XP_034106153.1|DALB
OG0000907	CG16787|NP_611857.3|DMEL	LOC117567700|XP_034103722.1|DALB
OG0000909	TfIIA-S|NP_524467.1|DMEL	LOC117575793|XP_034116060.1|DALB
OG0000910	Rbp1-like|NP_001188585.1|DMEL	LOC117577734|XP_034118532.1|DALB
OG0000911	sub|NP_611260.1|DMEL	LOC117569329|XP_034106350.1|DALB
OG0000912	CG18081|NP_648807.1|DMEL, CG15715|NP_648808.1|DMEL	LOC117571931|XP_034110310.1|DALB
OG0000913	sowah|NP_001137943.2|DMEL	LOC117567402|XP_034103252.1|DALB
OG0000915	CG15708|NP_611104.3|DMEL	LOC117568462|XP_034105030.1|DALB
OG0000916	Pvr|NP_001162911.1|DMEL	LOC117565140|XP_034100003.1|DALB
OG0000917	Pzl|NP_001303493.1|DMEL	LOC117573932|XP_034113348.1|DALB
OG0000917	Piezo|NP_001303314.1|DMEL	LOC117566187|XP_034101596.1|DALB
OG0000918	CG17508|NP_652101.2|DMEL, CG15403|NP_608749.2|DMEL	LOC117566068|XP_034101417.1|DALB
OG0000920	CG15347|NP_001188562.1|DMEL	LOC117578265|XP_034119578.1|DALB
OG0000922	CG1299|NP_647862.1|DMEL	LOC117566843|XP_034102322.1|DALB
OG0000923	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL	LOC117574976|XP_034114933.1|DALB
OG0000924	Tis11|NP_511141.2|DMEL	LOC117569933|XP_034107186.1|DALB
OG0000925	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL	LOC117576127|XP_034116577.1|DALB
OG0000926	CG34297|NP_001097696.1|DMEL	LOC117574374|XP_034114098.1|DALB
OG0000926	CG34274|NP_001097807.1|DMEL	LOC117574600|XP_034114378.1|DALB
OG0000927	TwdlP|NP_651485.1|DMEL	LOC117573509|XP_034112629.1|DALB
OG0000927	TwdlO|NP_651487.1|DMEL	LOC117573508|XP_034112628.1|DALB
OG0000928	CG17906|NP_609266.1|DMEL, CG9555|NP_609265.1|DMEL	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	Cyp309a2|NP_608689.2|DMEL	LOC117563995|XP_034098476.1|DALB
OG0000929	Cyp309a1|NP_608688.3|DMEL	LOC117563996|XP_034098477.1|DALB
OG0000930	CG33258|NP_001034027.2|DMEL, CG13075|NP_648831.1|DMEL	LOC117571734|XP_034109944.1|DALB
OG0000931	CG13544|NP_611761.1|DMEL	LOC117571251|XP_034109196.1|DALB
OG0000931	CG31735|NP_723938.1|DMEL	LOC117563946|XP_034098408.1|DALB
OG0000932	CG7298|NP_649187.3|DMEL	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000933	CG17999|NP_611517.1|DMEL	LOC117570383|XP_034107869.1|DALB
OG0000933	CG9993|NP_611518.1|DMEL	LOC117570384|XP_034107872.1|DALB
OG0000934	Lcp4|NP_476622.1|DMEL, Lcp3|NP_476621.1|DMEL	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB
OG0000935	Doa|NP_001014681.2|DMEL	LOC117573817|XP_034113134.1|DALB
OG0000936	CG41128|NP_001015402.3|DMEL	LOC117575759|XP_034116013.1|DALB
OG0000936	CG12479|NP_652484.1|DMEL	LOC117570689|XP_034108386.1|DALB
OG0000938	RpL37a|NP_573005.1|DMEL	LOC117573958|XP_034113392.1|DALB
OG0000939	r2d2|NP_609152.1|DMEL	LOC117564610|XP_034099357.1|DALB
OG0000940	CG15035|NP_572396.1|DMEL	LOC117577954|XP_034118888.1|DALB
OG0000940	CG12091|NP_647619.1|DMEL	LOC117569688|XP_034106829.1|DALB
OG0000941	RpS28b|NP_572568.1|DMEL	LOC117577589|XP_034118324.1|DALB
OG0000942	CG33054|NP_788553.1|DMEL	LOC117566829|XP_034102289.1|DALB
OG0000943	Tret1-1|NP_610693.1|DMEL	LOC117567542|XP_034103480.1|DALB
OG0000943	Tret1-2|NP_610694.1|DMEL	LOC117568320|XP_034104787.1|DALB
OG0000944	ben|NP_511150.1|DMEL	LOC117577556|XP_034118280.1|DALB
OG0000944	CG3473|NP_609715.1|DMEL	LOC117575856|XP_034116167.1|DALB
OG0000945	CG9119|NP_612081.1|DMEL, CG32335|NP_728575.2|DMEL	LOC117567513|XP_034103449.1|DALB
OG0000946	Spn28Dc|NP_609172.1|DMEL	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	EbpIII|NP_524966.1|DMEL	LOC117571451|XP_034109489.1|DALB
OG0000948	CycJ|NP_523903.1|DMEL	LOC117572178|XP_034110721.1|DALB
OG0000949	IP3K2|NP_572873.2|DMEL	LOC117565923|XP_034101190.1|DALB, LOC117565933|XP_034101213.1|DALB
OG0000950	Shawn|NP_001285448.1|DMEL	LOC117578179|XP_034119384.1|DALB
OG0000950	CG2616|NP_649731.1|DMEL	LOC117576214|XP_034116710.1|DALB
OG0000951	Prosalpha2|NP_524328.1|DMEL	LOC117576018|XP_034116417.1|DALB
OG0000952	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL	LOC117563833|XP_034098252.1|DALB
OG0000954	CG8343|NP_610207.1|DMEL	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB
OG0000955	Ir94d|NP_001138099.1|DMEL	LOC117573900|XP_034113299.1|DALB
OG0000955	Ir94e|NP_001097885.2|DMEL	LOC117574481|XP_034114209.1|DALB
OG0000956	CG16727|NP_650818.1|DMEL	LOC117576792|XP_034117742.1|DALB
OG0000956	CG7333|NP_650814.2|DMEL	LOC117576100|XP_034116549.1|DALB
OG0000957	CG14492|NP_611275.2|DMEL	LOC117566541|XP_034101973.1|DALB
OG0000958	CG14384|NP_650241.1|DMEL, CG43106|NP_001246518.1|DMEL	LOC117568423|XP_034104963.1|DALB
OG0000959	HipHop|NP_649061.1|DMEL, ms_3_K81|NP_651510.1|DMEL	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB
OG0000960	CG3795|NP_569939.2|DMEL	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB
OG0000961	CG17027|NP_648823.1|DMEL	LOC117571816|XP_034110078.1|DALB
OG0000961	CG17026|NP_648820.1|DMEL	LOC117571815|XP_034110076.1|DALB
OG0000963	CG15043|NP_573300.1|DMEL	LOC117577968|XP_034118914.1|DALB
OG0000964	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL	LOC117570877|XP_034108661.1|DALB
OG0000965	t|NP_572543.1|DMEL	LOC117576869|XP_034117866.1|DALB
