Orthogroup	DMEL.longest_only	DNOV.longest_only
OG0000430	CG14315|NP_650677.1|DMEL	LOC115765758|XP_030565281.1|DNOV, LOC115765759|XP_030565282.1|DNOV
OG0000433	CG7536|NP_573265.1|DMEL	LOC115766852|XP_030566766.1|DNOV
OG0000433	CG10483|NP_648000.1|DMEL	LOC115769577|XP_030570303.1|DNOV
OG0000434	CG5590|NP_651578.1|DMEL	LOC115764909|XP_030564068.1|DNOV
OG0000435	CG1986|NP_572590.1|DMEL	LOC115765418|XP_030564823.1|DNOV
OG0000437	Bug22|NP_609402.1|DMEL	LOC115763191|XP_030561512.1|DNOV
OG0000437	CG17118|NP_723611.1|DMEL	LOC115760092|XP_030557136.1|DNOV
OG0000438	Jasper|NP_651768.1|DMEL	LOC115761313|XP_030558904.1|DNOV
OG0000439	SoxN|NP_001260269.1|DMEL	LOC115763239|XP_030561575.1|DNOV
OG0000439	Sox21a|NP_001261827.1|DMEL	LOC115770436|XP_030571567.1|DNOV
OG0000440	CG10344|NP_611671.1|DMEL	LOC115760910|XP_030558341.1|DNOV
OG0000440	CG4676|NP_610853.1|DMEL	LOC115760625|XP_030557935.1|DNOV
OG0000441	CG9822|NP_611581.1|DMEL	LOC115760980|XP_030558443.1|DNOV
OG0000441	CG17974|NP_611582.1|DMEL	LOC115760673|XP_030558000.1|DNOV
OG0000442	Ubi-p5E|NP_727078.1|DMEL	LOC115768333|XP_030568756.1|DNOV
OG0000443	CG32483|NP_728540.1|DMEL	LOC115769670|XP_030570445.1|DNOV
OG0000443	hiro|NP_612051.1|DMEL	LOC115769682|XP_030570461.1|DNOV
OG0000444	CG9287|NP_609244.1|DMEL	LOC115759117|XP_030555819.1|DNOV
OG0000444	CG9289|NP_609245.1|DMEL	LOC115759284|XP_030556046.1|DNOV
OG0000446	CG43673|NP_001259580.1|DMEL	LOC115763753|XP_030562326.1|DNOV
OG0000446	CG34220|NP_001097253.1|DMEL	LOC115762522|XP_030560642.1|DNOV
OG0000447	CG12035|NP_647652.1|DMEL	LOC115762552|XP_030560687.1|DNOV
OG0000448	CG11318|NP_651842.3|DMEL	LOC115764922|XP_030564087.1|DNOV
OG0000448	CG15556|NP_651845.2|DMEL	LOC115759283|XP_030556045.1|DNOV
OG0000449	Krn|NP_524129.1|DMEL	LOC115771068|XP_030572481.1|DNOV
OG0000449	spi|NP_476909.2|DMEL	LOC115763376|XP_030561770.1|DNOV
OG0000450	X11Lbeta|NP_727440.3|DMEL	LOC115765363|XP_030564744.1|DNOV
OG0000450	X11L|NP_001285376.1|DMEL	LOC115764404|XP_030563256.1|DNOV
OG0000451	CG14778|NP_569918.1|DMEL	LOC115768450|XP_030568871.1|DNOV
OG0000451	CG14777|NP_569917.1|DMEL	LOC115768449|XP_030568869.1|DNOV
OG0000453	ems|NP_731868.1|DMEL	LOC115764689|XP_030563739.1|DNOV
OG0000453	E5|NP_524825.1|DMEL	LOC115764706|XP_030563765.1|DNOV
OG0000454	CG15580|NP_649610.1|DMEL, CG18171|NP_647651.1|DMEL	LOC115758865|XP_030555514.1|DNOV
OG0000456	Dyrk3|NP_001033810.1|DMEL	LOC115766708|XP_030566486.1|DNOV
OG0000456	Dyrk2|NP_001260456.1|DMEL	LOC115769174|XP_030569739.1|DNOV
OG0000457	DIP-zeta|NP_723442.2|DMEL	LOC115763206|XP_030561531.1|DNOV
OG0000457	DIP-epsilon|NP_001137799.1|DMEL	LOC115759127|XP_030555831.1|DNOV
OG0000458	MRP|NP_723772.2|DMEL	LOC115765461|XP_030564885.1|DNOV
OG0000460	CG7420|NP_001259871.1|DMEL	LOC115758693|XP_030555298.1|DNOV
OG0000462	CG3581|NP_650799.1|DMEL	LOC115759542|XP_030556357.1|DNOV
OG0000463	Ir94g|NP_651147.2|DMEL	LOC115771965|XP_030573737.1|DNOV
OG0000463	Ir20a|NP_608456.1|DMEL, Ir94h|NP_651148.2|DMEL	LOC115761494|XP_030559121.1|DNOV
OG0000464	Pih1D1|NP_723771.4|DMEL	LOC115765499|XP_030564968.1|DNOV
OG0000464	CG5787|NP_609589.1|DMEL	LOC115765497|XP_030564966.1|DNOV
OG0000465	tld|NP_524487.2|DMEL	LOC115762013|XP_030559942.1|DNOV
OG0000465	tok|NP_476879.1|DMEL	LOC115761927|XP_030559818.1|DNOV
OG0000466	Gs2|NP_001285121.1|DMEL	LOC115767076|XP_030567076.1|DNOV
OG0000466	Gs1|NP_476570.1|DMEL	LOC115765560|XP_030565058.1|DNOV
OG0000467	pk|NP_724538.1|DMEL	LOC115762439|XP_030560498.1|DNOV
OG0000467	esn|NP_001260760.1|DMEL	LOC115762360|XP_030560395.1|DNOV
OG0000468	eEF1alpha2|NP_524611.1|DMEL	LOC115766158|XP_030565858.1|DNOV
OG0000468	eEF1alpha1|NP_477375.1|DMEL	LOC115762409|XP_030560457.1|DNOV
OG0000469	bru2|NP_001036356.1|DMEL	LOC115759739|XP_030556631.1|DNOV
OG0000469	bru1|NP_723737.1|DMEL	LOC115760268|XP_030557398.1|DNOV
OG0000470	eg|NP_524206.1|DMEL	LOC115768455|XP_030568881.1|DNOV
OG0000470	knrl|NP_788552.1|DMEL	LOC115770144|XP_030571152.1|DNOV
OG0000471	PIG-Wb|NP_647654.1|DMEL	LOC115768078|XP_030568403.1|DNOV
OG0000471	PIG-Wa|NP_608679.1|DMEL	LOC115758893|XP_030555550.1|DNOV
OG0000473	SmydA-9|NP_572539.2|DMEL	LOC115764416|XP_030563273.1|DNOV
OG0000473	SmydA-8|NP_001014717.1|DMEL	LOC115768010|XP_030568281.1|DNOV
OG0000474	CG4880|NP_573177.1|DMEL	LOC115767198|XP_030567248.1|DNOV
OG0000474	CG7557|NP_648464.1|DMEL	LOC115769601|XP_030570354.1|DNOV
OG0000475	PyK|NP_524448.3|DMEL	LOC115771743|XP_030573431.1|DNOV
OG0000475	CG7069|NP_651030.1|DMEL	LOC115771717|XP_030573401.1|DNOV, LOC115772026|XP_030573816.1|DNOV
OG0000476	GstZ1|NP_649894.1|DMEL	LOC115761867|XP_030559727.1|DNOV
OG0000476	GstZ2|NP_649895.1|DMEL	LOC115761898|XP_030559767.1|DNOV
OG0000477	CG7910|NP_649765.1|DMEL	LOC115772038|XP_030573836.1|DNOV
OG0000477	CG7900|NP_001097707.1|DMEL	LOC115771798|XP_030573527.1|DNOV
OG0000478	CG32633|NP_572898.1|DMEL	LOC115771340|XP_030572870.1|DNOV
OG0000478	CG31086|NP_733139.1|DMEL	LOC115765658|XP_030565177.1|DNOV
OG0000479	CG16749|NP_649881.1|DMEL, CG12951|NP_649880.1|DMEL	LOC115761872|XP_030559735.1|DNOV
OG0000480	Pgk|NP_476676.1|DMEL	LOC115763425|XP_030561845.1|DNOV
OG0000480	CG9961|NP_608704.2|DMEL	LOC115763347|XP_030561722.1|DNOV
OG0000482	CG4860|NP_650163.2|DMEL	LOC115763744|XP_030562308.1|DNOV
OG0000482	Arc42|NP_650840.1|DMEL	LOC115763714|XP_030562267.1|DNOV
OG0000483	CG33341|NP_996282.1|DMEL	LOC115770865|XP_030572162.1|DNOV
OG0000483	CG13614|NP_651256.2|DMEL	LOC115770864|XP_030572161.1|DNOV
OG0000484	CG18493|NP_650803.1|DMEL	LOC115759546|XP_030556361.1|DNOV
OG0000484	CG3734|NP_650802.1|DMEL	LOC115759538|XP_030556353.1|DNOV
OG0000485	CG32196|NP_730334.2|DMEL	LOC115767756|XP_030567938.1|DNOV
OG0000485	CG4306|NP_649038.1|DMEL	LOC115767748|XP_030567926.1|DNOV
OG0000486	Eglp4|NP_001261154.1|DMEL	LOC115760770|XP_030558117.1|DNOV
OG0000486	Eglp2|NP_788433.2|DMEL	LOC115760767|XP_030558112.1|DNOV
OG0000487	Arc2|NP_610956.1|DMEL	LOC115760599|XP_030557900.1|DNOV
OG0000487	Arc1|NP_610955.1|DMEL	LOC115760585|XP_030557875.1|DNOV
OG0000488	CG31921|NP_722627.1|DMEL, CG43755|NP_001259819.1|DMEL	LOC115759164|XP_030555893.1|DNOV, LOC115759160|XP_030555890.1|DNOV, LOC115759162|XP_030555892.1|DNOV, LOC115759161|XP_030555891.1|DNOV, LOC115759237|XP_030555996.1|DNOV
OG0000489	Ir100a|NP_651898.2|DMEL	LOC115771632|XP_030573291.1|DNOV
OG0000489	Ir10a|NP_001096949.1|DMEL	LOC115766281|XP_030566008.1|DNOV
OG0000490	DIP-alpha|NP_726871.1|DMEL	LOC115767062|XP_030567062.1|DNOV
OG0000490	DIP-beta|NP_001138225.1|DMEL	LOC115768330|XP_030568749.1|DNOV
OG0000491	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL	LOC115762526|XP_030560650.1|DNOV
OG0000492	CG8800|NP_610483.1|DMEL	LOC115764009|XP_030562697.1|DNOV
OG0000492	CG10839|NP_609776.1|DMEL	LOC115769236|XP_030569812.1|DNOV
OG0000493	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL	LOC115768949|XP_030569527.1|DNOV, LOC115760570|XP_030557844.1|DNOV
OG0000494	vig|NP_523572.1|DMEL	LOC115759207|XP_030555958.1|DNOV
OG0000495	CG4607|NP_572380.1|DMEL	LOC115768985|XP_030569561.1|DNOV
OG0000495	CG8249|NP_611060.2|DMEL	LOC115762172|XP_030560150.1|DNOV
OG0000496	CG9171|NP_723117.1|DMEL	LOC115763382|XP_030561780.1|DNOV
OG0000496	CG15483|NP_609592.1|DMEL	LOC115759140|XP_030555851.1|DNOV
OG0000497	Pvf2|NP_523499.2|DMEL	LOC115765536|XP_030565015.1|DNOV
OG0000497	Pvf3|NP_001097107.1|DMEL	LOC115765537|XP_030565017.1|DNOV
OG0000498	CG5768|NP_001369031.1|DMEL	LOC115770861|XP_030572158.1|DNOV
OG0000498	CG13616|NP_651262.1|DMEL	LOC115770627|XP_030571831.1|DNOV
OG0000499	Vha36-1|NP_651987.1|DMEL	LOC115760080|XP_030557126.1|DNOV
OG0000499	Vha36-3|NP_570008.1|DMEL	LOC115766865|XP_030566785.1|DNOV
OG0000500	AstC-R1|NP_649040.2|DMEL	LOC115770654|XP_030571882.1|DNOV
OG0000500	AstC-R2|NP_001303398.1|DMEL	LOC115768743|XP_030569292.1|DNOV
OG0000501	Cyp4e2|NP_477117.2|DMEL, Cyp4e1|NP_524771.1|DMEL, Cyp4e3|NP_523527.1|DMEL	LOC115771902|XP_030573654.1|DNOV, LOC115771894|XP_030573641.1|DNOV
OG0000502	CG15657|NP_611554.1|DMEL	LOC115762275|XP_030560302.1|DNOV
OG0000503	Gr59b|NP_523818.2|DMEL, Gr59a|NP_726287.2|DMEL	LOC115758075|XP_030554449.1|DNOV
OG0000504	CG9701|NP_648918.1|DMEL	LOC115769643|XP_030570413.1|DNOV
OG0000505	kirre|NP_726844.1|DMEL	LOC115768059|XP_030568360.1|DNOV
OG0000505	rst|NP_525058.2|DMEL	LOC115768833|XP_030569389.1|DNOV
OG0000507	Ant2|NP_511110.1|DMEL	LOC115768238|XP_030568624.1|DNOV
OG0000507	sesB|NP_727448.1|DMEL	LOC115768239|XP_030568625.1|DNOV
OG0000508	CG32320|NP_001097472.3|DMEL	LOC115762738|XP_030560931.1|DNOV
OG0000508	CG6845|NP_612000.3|DMEL	LOC115762739|XP_030560934.1|DNOV
OG0000509	Sema2a|NP_477507.1|DMEL	LOC115761008|XP_030558478.1|DNOV
OG0000509	Sema2b|NP_001261024.1|DMEL	LOC115761027|XP_030558498.1|DNOV
OG0000510	CG8323|NP_610933.1|DMEL	LOC115760668|XP_030557995.1|DNOV
OG0000511	Cyt-b5-r|NP_477154.1|DMEL	LOC115758930|XP_030555590.1|DNOV
OG0000511	CG17928|NP_609810.1|DMEL	LOC115758571|XP_030555143.1|DNOV
OG0000512	Gr32a|NP_523543.3|DMEL	LOC115759205|XP_030555951.1|DNOV
OG0000513	CG3270|NP_610228.1|DMEL	LOC115770109|XP_030571129.1|DNOV
OG0000513	l_2_37Bb|NP_536791.1|DMEL	LOC115759147|XP_030555860.1|DNOV
OG0000514	pdm2|NP_723763.1|DMEL	LOC115765508|XP_030564985.1|DNOV
OG0000514	nub|NP_001097153.1|DMEL	LOC115765496|XP_030564965.1|DNOV
OG0000515	ATPsynbeta|NP_001259081.1|DMEL	LOC115766732|XP_030566553.1|DNOV
OG0000515	ATPsynbetaL|NP_648836.2|DMEL	LOC115770049|XP_030570992.1|DNOV
OG0000516	CG9522|NP_644677.1|DMEL	LOC115766811|XP_030566706.1|DNOV
OG0000517	CG17029|NP_648821.1|DMEL	LOC115771498|XP_030573083.1|DNOV
OG0000521	CCKLR-17D3|NP_001097023.1|DMEL	LOC115766327|XP_030566078.1|DNOV
OG0000521	CCKLR-17D1|NP_001097021.1|DMEL	LOC115766286|XP_030566014.1|DNOV
OG0000522	CG9911|NP_573111.1|DMEL	LOC115765110|XP_030564358.1|DNOV
OG0000523	Stt3A|NP_608425.1|DMEL	LOC115765282|XP_030564632.1|DNOV
OG0000524	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL	LOC115761883|XP_030559745.1|DNOV
OG0000525	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL	LOC115762223|XP_030560217.1|DNOV
OG0000526	PCNA2|NP_609994.1|DMEL	LOC115759224|XP_030555979.1|DNOV
OG0000526	PCNA|NP_476905.1|DMEL	LOC115766568|XP_030566410.1|DNOV
OG0000527	ed|NP_523469.2|DMEL	LOC115758354|XP_030554797.1|DNOV
OG0000527	fred|NP_608812.3|DMEL	LOC115758545|XP_030555102.1|DNOV
OG0000528	CG33281|NP_995620.1|DMEL	LOC115758405|XP_030554913.1|DNOV
OG0000529	CG34447|NP_001097060.1|DMEL	LOC115758661|XP_030555260.1|DNOV
OG0000529	CG14034|NP_001036339.1|DMEL	LOC115758674|XP_030555275.1|DNOV
OG0000530	CG32079|NP_729645.3|DMEL	LOC115770158|XP_030571170.1|DNOV
OG0000530	CG1139|NP_647686.1|DMEL	LOC115769720|XP_030570511.1|DNOV
OG0000532	CG4367|NP_001287421.2|DMEL	LOC115770876|XP_030572172.1|DNOV
OG0000532	CG4362|NP_650876.1|DMEL	LOC115770877|XP_030572173.1|DNOV
OG0000533	SLIRP1|NP_001027083.1|DMEL	LOC115765431|XP_030564836.1|DNOV
OG0000533	SLIRP2|NP_649808.1|DMEL	LOC115763637|XP_030562126.1|DNOV
OG0000534	CG3491|NP_609731.1|DMEL	LOC115767100|XP_030567108.1|DNOV, LOC115762665|XP_030560834.1|DNOV
OG0000535	CG12895|NP_001260868.1|DMEL	LOC115765435|XP_030564852.1|DNOV
OG0000535	CG14757|NP_610363.1|DMEL	LOC115757993|XP_030554347.1|DNOV
OG0000536	frm|NP_001137887.1|DMEL	LOC115769455|XP_030570127.1|DNOV
OG0000537	Incenp|NP_523648.3|DMEL	LOC115762423|XP_030560478.1|DNOV
OG0000538	CG43324|NP_001246399.1|DMEL	LOC115767434|XP_030567587.1|DNOV
OG0000538	Ggamma1|NP_523662.1|DMEL	LOC115764503|XP_030563452.1|DNOV
OG0000539	E_spl_mgamma-HLH|NP_524504.2|DMEL	LOC115765723|XP_030565247.1|DNOV
OG0000539	E_spl_mbeta-HLH|NP_524505.2|DMEL	LOC115765667|XP_030565185.1|DNOV
OG0000540	CG9336|NP_610069.2|DMEL	LOC115758544|XP_030555101.1|DNOV
OG0000541	BomS2|NP_725776.1|DMEL, BomS4|NP_663309.1|DMEL, BomS1|NP_611319.1|DMEL	LOC115760816|XP_030558193.1|DNOV
OG0000542	ND-49L|NP_651392.2|DMEL	LOC115770949|XP_030572270.1|DNOV
OG0000542	ND-49|NP_651926.1|DMEL	LOC115766778|XP_030566648.1|DNOV
OG0000543	CG4408|NP_651141.2|DMEL	LOC115761599|XP_030559259.1|DNOV
OG0000543	CG2915|NP_610338.1|DMEL	LOC115760511|XP_030557731.1|DNOV
OG0000544	Prat2|NP_523949.2|DMEL	LOC115771106|XP_030572525.1|DNOV
OG0000544	Prat|NP_524271.2|DMEL	LOC115764619|XP_030563640.1|DNOV
OG0000545	beat-IIb|NP_650613.2|DMEL	LOC115771852|XP_030573594.1|DNOV
OG0000545	beat-IIa|NP_524384.3|DMEL	LOC115772096|XP_030573917.1|DNOV
OG0000546	Nup93-2|NP_650404.1|DMEL	LOC115759403|XP_030556151.1|DNOV
OG0000546	Nup93-1|NP_572929.1|DMEL	LOC115765207|XP_030564508.1|DNOV
OG0000547	Ran-like|NP_524082.1|DMEL	LOC115761440|XP_030559068.1|DNOV
OG0000548	CG9389|NP_649295.1|DMEL	LOC115768555|XP_030569029.1|DNOV
OG0000548	CG9391|NP_649294.1|DMEL	LOC115768570|XP_030569060.1|DNOV
OG0000549	l_2_efl|NP_523827.1|DMEL	LOC115762388|XP_030560428.1|DNOV
OG0000550	Kaz1-ORFB|NP_001027091.1|DMEL	LOC115760017|XP_030557038.1|DNOV
OG0000550	CG34454|NP_001097457.1|DMEL	LOC115760247|XP_030557362.1|DNOV
OG0000552	CG31029|NP_733347.1|DMEL	LOC115761308|XP_030558897.1|DNOV, LOC115761306|XP_030558895.1|DNOV
OG0000552	Ppi1|NP_733345.2|DMEL	LOC115761324|XP_030558917.1|DNOV
OG0000553	CG17633|NP_609310.2|DMEL	LOC115758588|XP_030555167.1|DNOV, LOC115758617|XP_030555210.1|DNOV
OG0000554	GILT3|NP_651165.1|DMEL	LOC115761372|XP_030558982.1|DNOV
OG0000554	GILT2|NP_651166.1|DMEL	LOC115763975|XP_030562638.1|DNOV
OG0000555	Ppm1|NP_612039.1|DMEL	LOC115765825|XP_030565408.1|DNOV
OG0000555	CG17746|NP_647794.1|DMEL	LOC115766951|XP_030566898.1|DNOV
OG0000556	Arpc3B|NP_573193.1|DMEL	LOC115766453|XP_030566246.1|DNOV
OG0000556	Arpc3A|NP_650498.3|DMEL	LOC115761302|XP_030558889.1|DNOV
OG0000557	CG12256|NP_650166.2|DMEL	LOC115763878|XP_030562513.1|DNOV
OG0000557	CG17404|NP_650165.2|DMEL	LOC115763879|XP_030562515.1|DNOV
OG0000558	blp|NP_524370.2|DMEL	LOC115770828|XP_030572122.1|DNOV
OG0000558	CG1409|NP_572409.2|DMEL	LOC115768527|XP_030568978.1|DNOV
OG0000559	Best1|NP_001247018.1|DMEL	LOC115761993|XP_030559920.1|DNOV
OG0000559	Best3|NP_730039.1|DMEL	LOC115770449|XP_030571587.1|DNOV
OG0000560	CG30503|NP_001137612.1|DMEL	LOC115760982|XP_030558450.1|DNOV
OG0000560	sPLA2|NP_724556.1|DMEL	LOC115760973|XP_030558437.1|DNOV
OG0000561	eyg|NP_524042.2|DMEL	LOC115769829|XP_030570663.1|DNOV
OG0000561	toe|NP_524041.2|DMEL	LOC115769566|XP_030570278.1|DNOV
OG0000562	chrb|NP_648470.2|DMEL	LOC115766351|XP_030566114.1|DNOV
OG0000562	scyl|NP_648456.2|DMEL	LOC115769425|XP_030570096.1|DNOV
OG0000563	CG12520|NP_001097596.1|DMEL	LOC115767155|XP_030567192.1|DNOV
OG0000564	Edg78E|NP_524198.1|DMEL	LOC115769840|XP_030570674.1|DNOV
OG0000564	Cpr78Cc|NP_649300.1|DMEL	LOC115769492|XP_030570170.1|DNOV
OG0000566	AhcyL2|NP_996221.1|DMEL	LOC115764955|XP_030564136.1|DNOV
OG0000566	AhcyL1|NP_647746.1|DMEL	LOC115769708|XP_030570497.1|DNOV
OG0000567	CG4766|NP_572287.1|DMEL	LOC115768671|XP_030569213.1|DNOV
OG0000567	mab-21|NP_651971.2|DMEL	LOC115768837|XP_030569394.1|DNOV
OG0000568	CG16781|NP_001259211.1|DMEL	LOC115765295|XP_030564647.1|DNOV
OG0000568	CG9855|NP_649463.2|DMEL	LOC115771675|XP_030573349.1|DNOV
OG0000569	Snap24|NP_524298.1|DMEL	LOC115759518|XP_030556323.1|DNOV
OG0000569	Snap25|NP_001036641.1|DMEL	LOC115760392|XP_030557552.1|DNOV
OG0000570	Orct2|NP_651238.2|DMEL	LOC115772021|XP_030573814.1|DNOV
OG0000570	Orct|NP_524479.1|DMEL	LOC115771916|XP_030573667.1|DNOV
OG0000571	CG34354|NP_001097953.2|DMEL	LOC115771991|XP_030573773.1|DNOV
OG0000571	trv|NP_001163754.3|DMEL	LOC115759578|XP_030556406.1|DNOV
OG0000572	CG10126|NP_788664.2|DMEL	LOC115761345|XP_030558946.1|DNOV
OG0000572	CG31345|NP_731744.1|DMEL	LOC115761689|XP_030559407.1|DNOV
OG0000573	CG16758|NP_001261330.1|DMEL	LOC115768072|XP_030568394.1|DNOV
OG0000573	CG18128|NP_611822.1|DMEL	LOC115762118|XP_030560082.1|DNOV
OG0000574	Rh4|NP_476701.1|DMEL	LOC115769779|XP_030570608.1|DNOV
OG0000574	Rh3|NP_524411.1|DMEL	LOC115770659|XP_030571885.1|DNOV, LOC115762546|XP_030560679.1|DNOV, LOC115770633|XP_030571839.1|DNOV
OG0000575	caup|NP_524046.2|DMEL	LOC115770177|XP_030571197.1|DNOV
OG0000575	ara|NP_524045.2|DMEL	LOC115770358|XP_030571459.1|DNOV
OG0000576	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL	LOC115761386|XP_030558999.1|DNOV
OG0000577	CG17597|NP_609912.1|DMEL	LOC115760218|XP_030557330.1|DNOV
OG0000577	ScpX|NP_524715.2|DMEL	LOC115765905|XP_030565510.1|DNOV
OG0000578	Fatp1|NP_001162940.3|DMEL	LOC115758634|XP_030555229.1|DNOV
OG0000578	Fatp2|NP_995925.2|DMEL	LOC115757944|XP_030554275.1|DNOV
OG0000579	CG9920|NP_650333.1|DMEL	LOC115764642|XP_030563675.1|DNOV
OG0000579	CG11267|NP_648622.1|DMEL	LOC115767968|XP_030568230.1|DNOV
OG0000580	CG14694|NP_650028.1|DMEL	LOC115766092|XP_030565762.1|DNOV
OG0000580	CG6574|NP_650029.1|DMEL	LOC115766091|XP_030565761.1|DNOV
OG0000581	AnxB9|NP_476603.1|DMEL	LOC115763627|XP_030562110.1|DNOV
OG0000581	AnxB11|NP_727978.1|DMEL	LOC115765298|XP_030564649.1|DNOV
OG0000582	SdhAL|NP_648523.1|DMEL	LOC115770374|XP_030571483.1|DNOV
OG0000582	SdhA|NP_477210.1|DMEL	LOC115757931|XP_030554257.1|DNOV
OG0000583	CG34423|NP_001163263.1|DMEL	LOC115762390|XP_030560431.1|DNOV
OG0000583	CG13551|NP_652302.1|DMEL	LOC115761064|XP_030558542.1|DNOV
OG0000584	CG13102|NP_609268.2|DMEL	LOC115763254|XP_030561594.1|DNOV
OG0000584	CG9568|NP_609267.1|DMEL	LOC115763255|XP_030561595.1|DNOV, LOC115763253|XP_030561593.1|DNOV
OG0000585	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL	LOC115762696|XP_030560878.1|DNOV, LOC115762714|XP_030560899.1|DNOV
OG0000586	CG30285|NP_726103.1|DMEL	LOC115764462|XP_030563362.1|DNOV
OG0000586	CG13749|NP_610428.2|DMEL, CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL	LOC115764461|XP_030563361.1|DNOV
OG0000589	Drak|NP_001162723.1|DMEL	LOC115767812|XP_030568004.1|DNOV
OG0000590	VhaAC39-2|NP_651128.1|DMEL	LOC115761355|XP_030558962.1|DNOV
OG0000590	VhaAC39-1|NP_570080.1|DMEL	LOC115768443|XP_030568862.1|DNOV
OG0000592	cathD|NP_001334713.1|DMEL	LOC115761102|XP_030558589.1|DNOV
OG0000592	CG10104|NP_610961.1|DMEL	LOC115758537|XP_030555093.1|DNOV
OG0000593	ND-20L|NP_651698.1|DMEL	LOC115758751|XP_030555369.1|DNOV
OG0000593	ND-20|NP_573097.1|DMEL	LOC115757838|XP_030554131.1|DNOV
OG0000594	Pglym78|NP_524546.2|DMEL	LOC115763974|XP_030562637.1|DNOV
OG0000594	Pglym87|NP_652041.2|DMEL	LOC115763849|XP_030562478.1|DNOV
OG0000595	Hrb87F|NP_476807.1|DMEL	LOC115761760|XP_030559527.1|DNOV
OG0000595	Hrb98DE|NP_524543.1|DMEL	LOC115771804|XP_030573535.1|DNOV
OG0000596	CG3690|NP_569876.3|DMEL	LOC115767045|XP_030567036.1|DNOV
OG0000597	ppk24|NP_651860.2|DMEL	LOC115771692|XP_030573368.1|DNOV
OG0000598	Cyp304a1|NP_731751.1|DMEL	LOC115761686|XP_030559401.1|DNOV
OG0000599	Gr64a|NP_728920.1|DMEL	LOC115770489|XP_030571631.1|DNOV
OG0000599	Gr61a|NP_523877.1|DMEL	LOC115770492|XP_030571639.1|DNOV
OG0000600	CG13321|NP_610831.1|DMEL	LOC115760648|XP_030557971.1|DNOV
OG0000600	CG44250|NP_001163133.1|DMEL	LOC115760647|XP_030557969.1|DNOV
OG0000601	MME1|NP_609093.1|DMEL	LOC115763067|XP_030561352.1|DNOV
OG0000601	colt|NP_477221.1|DMEL	LOC115759310|XP_030556076.1|DNOV
OG0000602	CG5867|NP_609625.2|DMEL	LOC115763385|XP_030561785.1|DNOV
OG0000602	CG5945|NP_609626.1|DMEL	LOC115763395|XP_030561798.1|DNOV
OG0000603	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL	LOC115758767|XP_030555389.1|DNOV
OG0000604	Taf10|NP_477463.1|DMEL	LOC115765575|XP_030565084.1|DNOV
OG0000604	Taf10b|NP_477418.1|DMEL	LOC115763492|XP_030561943.1|DNOV
OG0000605	CG9259|NP_610084.1|DMEL	LOC115758622|XP_030555215.1|DNOV
OG0000606	CG6660|NP_651104.1|DMEL	LOC115768629|XP_030569153.1|DNOV
OG0000607	CG5220|NP_650590.1|DMEL	LOC115771972|XP_030573752.1|DNOV
OG0000607	CG7009|NP_650947.1|DMEL	LOC115764740|XP_030563816.1|DNOV
OG0000608	Ald2|NP_651476.1|DMEL	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV
OG0000608	Ald1|NP_733140.2|DMEL	LOC115770592|XP_030571782.1|DNOV
OG0000609	Cdlc2|NP_477408.1|DMEL	LOC115758773|XP_030555398.1|DNOV
OG0000610	Grx1|NP_649065.1|DMEL	LOC115771517|XP_030573112.1|DNOV
OG0000610	Grx1t|NP_611609.1|DMEL	LOC115759603|XP_030556437.1|DNOV
OG0000611	Treh|NP_726025.1|DMEL	LOC115763834|XP_030562457.1|DNOV
OG0000611	CG6262|NP_611123.2|DMEL	LOC115761023|XP_030558497.1|DNOV
OG0000612	CG32201|NP_730346.2|DMEL, CG18231|NP_649045.2|DMEL, CG18233|NP_649044.3|DMEL	LOC115768752|XP_030569303.1|DNOV
OG0000614	alpha-Man-Ia|NP_727408.2|DMEL	LOC115764261|XP_030563041.1|DNOV
OG0000615	CG6470|NP_573304.1|DMEL	LOC115767103|XP_030567110.1|DNOV
OG0000615	CG8478|NP_001163576.1|DMEL	LOC115759514|XP_030556318.1|DNOV
OG0000616	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL	LOC115767085|XP_030567092.1|DNOV
OG0000617	CG5611|NP_651574.1|DMEL	LOC115764853|XP_030563982.1|DNOV
OG0000617	Srlp|NP_650199.1|DMEL	LOC115761587|XP_030559238.1|DNOV
OG0000618	P5CDh2|NP_788705.1|DMEL	LOC115771748|XP_030573454.1|DNOV
OG0000618	P5CDh1|NP_730695.1|DMEL	LOC115769684|XP_030570462.1|DNOV
OG0000619	CG33998|NP_001033959.1|DMEL	LOC115771528|XP_030573129.1|DNOV
OG0000620	CG17003|NP_608365.1|DMEL	LOC115766391|XP_030566163.1|DNOV
