Orthogroup	DMEL.longest_only	DBUS.longest_only
OG0000590	VhaAC39-2|NP_651128.1|DMEL	LOC108602365|XP_017845957.1|DBUS
OG0000590	VhaAC39-1|NP_570080.1|DMEL	LOC108605500|XP_017850737.1|DBUS
OG0000592	cathD|NP_001334713.1|DMEL	LOC108595030|XP_017835658.1|DBUS
OG0000592	CG10104|NP_610961.1|DMEL	LOC108595670|XP_017836438.1|DBUS
OG0000593	ND-20L|NP_651698.1|DMEL	LOC108601217|XP_017844609.1|DBUS
OG0000593	ND-20|NP_573097.1|DMEL	LOC108597144|XP_017839027.1|DBUS
OG0000594	Pglym78|NP_524546.2|DMEL	LOC108603904|XP_017848574.1|DBUS
OG0000594	Pglym87|NP_652041.2|DMEL	LOC108602022|XP_017845514.1|DBUS
OG0000595	Hrb87F|NP_476807.1|DMEL	LOC108603987|XP_017849475.1|DBUS
OG0000595	Hrb98DE|NP_524543.1|DMEL	LOC108602346|XP_017845930.1|DBUS
OG0000596	CG3690|NP_569876.3|DMEL	LOC108606622|XP_017852397.1|DBUS
OG0000596	CG31272|NP_650013.3|DMEL	LOC108602102|XP_017845615.1|DBUS
OG0000597	ppk24|NP_651860.2|DMEL	LOC108601607|XP_033149792.1|DBUS
OG0000598	Cyp304a1|NP_731751.1|DMEL	LOC108601674|XP_017845068.1|DBUS
OG0000599	Gr64a|NP_728920.1|DMEL	LOC108598020|XP_033149613.1|DBUS
OG0000599	Gr61a|NP_523877.1|DMEL	LOC108598021|XP_017840125.2|DBUS
OG0000600	CG13321|NP_610831.1|DMEL	LOC108595133|XP_017835783.1|DBUS
OG0000600	CG44250|NP_001163133.1|DMEL	LOC108597445|XP_017839497.1|DBUS
OG0000601	MME1|NP_609093.1|DMEL	LOC108607665|XP_017854114.2|DBUS
OG0000601	colt|NP_477221.1|DMEL	LOC108607664|XP_017854100.1|DBUS
OG0000602	CG5867|NP_609625.2|DMEL	LOC108600870|XP_017844175.1|DBUS
OG0000602	CG5945|NP_609626.1|DMEL	LOC108602317|XP_017845894.1|DBUS
OG0000603	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL	LOC108607538|XP_017853908.1|DBUS
OG0000604	Taf10|NP_477463.1|DMEL	LOC108606212|XP_017851590.1|DBUS
OG0000604	Taf10b|NP_477418.1|DMEL	LOC108600146|XP_033150916.1|DBUS
OG0000605	CG9259|NP_610084.1|DMEL	LOC108600259|XP_017843707.2|DBUS
OG0000607	CG5220|NP_650590.1|DMEL	LOC108603848|XP_017848490.1|DBUS
OG0000607	CG7009|NP_650947.1|DMEL	LOC108604803|XP_017849894.1|DBUS
OG0000608	Ald2|NP_651476.1|DMEL	LOC108601745|XP_017845154.1|DBUS
OG0000608	Ald1|NP_733140.2|DMEL	LOC108604230|XP_033149870.1|DBUS
OG0000609	Cdlc2|NP_477408.1|DMEL	LOC108596154|XP_017837144.1|DBUS
OG0000610	Grx1|NP_649065.1|DMEL	LOC108598921|XP_017841174.1|DBUS
OG0000610	Grx1t|NP_611609.1|DMEL	LOC108595804|XP_017836583.1|DBUS
OG0000611	Treh|NP_726025.1|DMEL	LOC108596906|XP_017838590.1|DBUS
OG0000611	CG6262|NP_611123.2|DMEL	LOC108597476|XP_017839540.1|DBUS
OG0000612	CG32201|NP_730346.2|DMEL, CG18231|NP_649045.2|DMEL, CG18233|NP_649044.3|DMEL	LOC108598220|XP_033149401.1|DBUS
OG0000614	alpha-Man-Ia|NP_727408.2|DMEL	LOC108606664|XP_017852479.1|DBUS
OG0000615	CG6470|NP_573304.1|DMEL	LOC108605812|XP_017851107.1|DBUS
OG0000615	CG8478|NP_001163576.1|DMEL	LOC108602040|XP_017845536.1|DBUS
OG0000616	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL	LOC108606577|XP_017852289.1|DBUS
OG0000617	CG5611|NP_651574.1|DMEL	LOC108603116|XP_017847115.1|DBUS
OG0000617	Srlp|NP_650199.1|DMEL	LOC108602630|XP_017846261.1|DBUS
OG0000618	P5CDh2|NP_788705.1|DMEL	LOC108604446|XP_017849415.1|DBUS
OG0000618	P5CDh1|NP_730695.1|DMEL	LOC108598280|XP_017840385.2|DBUS
OG0000619	CG33998|NP_001033959.1|DMEL	LOC108595862|XP_017836642.1|DBUS
OG0000620	Tat|NP_648310.1|DMEL	LOC108600112|XP_017842971.2|DBUS
OG0000621	eIF3g2|NP_650887.1|DMEL	LOC108603301|XP_017847467.1|DBUS
OG0000621	eIF3g1|NP_570011.1|DMEL	LOC108606999|XP_017853064.1|DBUS
OG0000622	GluRIA|NP_476855.1|DMEL	LOC108601034|XP_017844402.2|DBUS
OG0000622	GluRIB|NP_001261621.2|DMEL	LOC108601069|XP_017844451.2|DBUS
OG0000623	Rac1|NP_476950.1|DMEL	LOC108598501|XP_017840661.1|DBUS
OG0000623	Rac2|NP_648121.1|DMEL	LOC108598427|XP_017840543.1|DBUS
OG0000624	CG5327|NP_725807.1|DMEL	LOC108595816|XP_017836595.1|DBUS
OG0000625	CG33523|NP_001261457.1|DMEL	LOC108599598|XP_017842038.2|DBUS
OG0000625	CG32407|NP_729113.1|DMEL	LOC108599602|XP_017842044.1|DBUS
OG0000626	CG10459|NP_610513.2|DMEL	LOC108595716|XP_033149015.1|DBUS
OG0000626	wmd|NP_001097436.1|DMEL	LOC108597657|XP_017839805.1|DBUS
OG0000627	SecCl|NP_001261986.1|DMEL	LOC108600158|XP_017843048.1|DBUS
OG0000627	CG6927|NP_572194.1|DMEL	LOC108606137|XP_017851480.1|DBUS
OG0000628	Prosalpha6T|NP_609623.1|DMEL	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS
OG0000628	Prosalpha6|NP_523532.1|DMEL	LOC108600241|XP_017843166.1|DBUS
OG0000629	mAcon2|NP_650042.2|DMEL	LOC108604816|XP_017849913.1|DBUS
OG0000629	mAcon1|NP_524708.1|DMEL	LOC108608245|XP_017855021.2|DBUS
OG0000630	dnt|NP_477341.2|DMEL	LOC108594231|XP_017834831.2|DBUS
OG0000630	drl|NP_001260566.1|DMEL	LOC108594324|XP_017834963.1|DBUS
OG0000631	ZnT33D|NP_723732.2|DMEL	LOC108608207|XP_017854971.2|DBUS
OG0000631	ZnT35C|NP_609741.3|DMEL	LOC108608114|XP_017854830.1|DBUS
OG0000632	CG34351|NP_001260044.1|DMEL	LOC108608105|XP_017854808.1|DBUS
OG0000632	CG14340|NP_608567.2|DMEL	LOC108602629|XP_017846264.1|DBUS
OG0000634	Snp|NP_611632.3|DMEL	LOC108596891|XP_017838563.1|DBUS
OG0000635	Efhc1.2|NP_611459.1|DMEL	LOC108594749|XP_017835377.1|DBUS
OG0000635	Efhc1.1|NP_573075.1|DMEL	LOC108605299|XP_017850452.1|DBUS
OG0000636	CG17564|NP_609954.1|DMEL	LOC108607989|XP_017854638.1|DBUS
OG0000636	CG10750|NP_001286084.1|DMEL	LOC108607990|XP_017854639.1|DBUS
OG0000637	Vsx2|NP_001284897.1|DMEL	LOC108604983|XP_017850042.1|DBUS
OG0000637	Vsx1|NP_572232.2|DMEL	LOC108604984|XP_033150400.1|DBUS
OG0000638	RpS19a|NP_523376.1|DMEL	LOC108605235|XP_017850337.1|DBUS
OG0000639	siz|NP_730594.1|DMEL	LOC108599939|XP_017842649.1|DBUS
OG0000642	CG30048|NP_001014521.2|DMEL	LOC108607516|XP_017853876.2|DBUS
OG0000643	Gr98c|NP_524531.2|DMEL, Gr98d|NP_733214.1|DMEL, Gr98b|NP_733213.1|DMEL	LOC108601275|XP_017844664.2|DBUS
OG0000644	CG32086|NP_729720.1|DMEL, CG33489|NP_001261715.1|DMEL, CG33490|NP_996047.1|DMEL	LOC108601045|XP_017844425.1|DBUS
OG0000645	CG34177|NP_001097081.1|DMEL	LOC108607496|XP_017853831.1|DBUS
OG0000645	CG34215|NP_001097204.1|DMEL	LOC108607499|XP_017853835.1|DBUS, LOC108607498|XP_017853834.1|DBUS
OG0000646	Apc2|NP_001334699.1|DMEL	LOC108604786|XP_017849875.1|DBUS
OG0000646	Apc|NP_477152.1|DMEL	LOC108602835|XP_017846573.1|DBUS
OG0000647	CG31559|NP_731045.1|DMEL	LOC108601417|XP_017844805.1|DBUS
OG0000647	CG12206|NP_570060.1|DMEL	LOC108607226|XP_017853390.1|DBUS
OG0000648	B-H2|NP_523386.1|DMEL	LOC108605656|XP_017850931.2|DBUS
OG0000648	B-H1|NP_523387.1|DMEL	LOC108605926|XP_017851234.2|DBUS
OG0000649	Frq1|NP_573271.1|DMEL	LOC108605610|XP_017850877.1|DBUS
OG0000649	Frq2|NP_525093.1|DMEL	LOC108606908|XP_017852934.1|DBUS
OG0000650	CG10694|NP_651212.1|DMEL	LOC108603167|XP_017847213.1|DBUS
OG0000650	Rad23|NP_651918.2|DMEL	LOC108607416|XP_017853696.1|DBUS
OG0000651	Fit2|NP_648947.1|DMEL	LOC108600435|XP_017843498.2|DBUS
OG0000651	Fit1|NP_728936.1|DMEL	LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS
OG0000652	CanB2|NP_524874.2|DMEL	LOC108595618|XP_017836373.1|DBUS
OG0000652	CanB|NP_524741.1|DMEL	LOC108605777|XP_017851069.1|DBUS
OG0000654	CG33791|NP_001027100.1|DMEL	LOC108599520|XP_017841880.1|DBUS
OG0000654	Nc73EF|NP_001097629.1|DMEL	LOC108599660|XP_017843215.2|DBUS
OG0000655	Nacalpha|NP_477216.1|DMEL	LOC108597572|XP_017839672.1|DBUS
OG0000655	CG4415|NP_608561.2|DMEL	LOC108607755|XP_017854270.1|DBUS
OG0000656	GC1|NP_650134.1|DMEL	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS
OG0000656	GC2|NP_731657.2|DMEL	LOC108604546|XP_017849558.1|DBUS
OG0000657	CG13405|NP_611999.1|DMEL	LOC108599245|XP_017841531.1|DBUS
OG0000657	CG3213|NP_608787.1|DMEL	LOC108608016|XP_017854679.1|DBUS
OG0000658	RpS5a|NP_523382.1|DMEL	LOC108607060|XP_017853162.1|DBUS
OG0000658	RpS5b|NP_650407.1|DMEL	LOC108604640|XP_017849679.1|DBUS
OG0000659	gammaTub37C|NP_476922.1|DMEL	LOC108608130|XP_017854851.1|DBUS
OG0000660	alpha4GT1|NP_608737.1|DMEL	LOC108607626|XP_017854033.1|DBUS
OG0000661	mrva|NP_648103.1|DMEL	LOC108600717|XP_017843942.1|DBUS
OG0000661	CG12194|NP_001162873.1|DMEL	LOC108597398|XP_017839428.1|DBUS
OG0000662	Scsalpha1|NP_523905.2|DMEL	LOC108598489|XP_017840633.1|DBUS
OG0000662	Scsalpha2|NP_650809.1|DMEL	LOC108605825|XP_017851119.1|DBUS
OG0000663	pain|NP_611979.1|DMEL	LOC108597613|XP_017839740.1|DBUS
OG0000664	CG7907|NP_001097860.1|DMEL	LOC108608087|XP_017854778.1|DBUS
OG0000664	Cbp80|NP_726938.1|DMEL	LOC108606723|XP_017852595.1|DBUS
OG0000665	to|NP_524497.1|DMEL	LOC108604240|XP_017849102.1|DBUS
OG0000666	CG10444|NP_611465.2|DMEL	LOC108597472|XP_017839535.2|DBUS
OG0000666	CG32669|NP_727460.1|DMEL	LOC108606449|XP_017852052.1|DBUS
OG0000667	Tsp3A|NP_525054.2|DMEL	LOC108606338|XP_017851870.1|DBUS
OG0000667	Tsp86D|NP_001262468.1|DMEL	LOC108604078|XP_017848837.1|DBUS
OG0000668	CG40045|NP_001036640.1|DMEL	LOC108601703|XP_017845105.1|DBUS
OG0000668	Ubc87F|NP_650309.1|DMEL	LOC108602757|XP_017846418.1|DBUS
OG0000669	CG9521|NP_572977.1|DMEL	LOC108605774|XP_017851066.1|DBUS
OG0000669	CG9519|NP_572978.1|DMEL	LOC117134958|XP_033150492.1|DBUS
OG0000670	CG4438|NP_609286.1|DMEL, CG11444|NP_572171.1|DMEL	LOC108605811|XP_017851106.1|DBUS
OG0000671	Gfat1|NP_001015157.2|DMEL	LOC108604017|XP_017848750.1|DBUS
OG0000671	Gfat2|NP_651617.1|DMEL	LOC108603152|XP_017847193.1|DBUS
OG0000672	CG18130|NP_572772.1|DMEL	LOC108605641|XP_017850912.2|DBUS
OG0000672	CG14221|NP_001259713.1|DMEL	LOC108605985|XP_017851296.1|DBUS
OG0000673	Jafrac1|NP_477510.1|DMEL	LOC108605232|XP_017850334.1|DBUS
OG0000673	CG6888|NP_648759.1|DMEL	LOC108600408|XP_017843453.2|DBUS
OG0000675	Bace|NP_609235.1|DMEL	LOC108605827|XP_017851121.1|DBUS
OG0000677	Lint-1|NP_572692.1|DMEL	LOC108605531|XP_017850771.1|DBUS
OG0000678	CG3534|NP_650582.1|DMEL	LOC108604300|XP_017849206.1|DBUS
OG0000678	CG3544|NP_608543.1|DMEL	LOC108602381|XP_033149881.1|DBUS
OG0000679	CG15739|NP_572760.1|DMEL	LOC108607029|XP_017853108.1|DBUS
OG0000680	CG14196|NP_573367.1|DMEL	LOC108605264|XP_017850380.1|DBUS
OG0000680	out|NP_573378.1|DMEL	LOC108605260|XP_017850373.1|DBUS
OG0000681	Nsf2|NP_788676.1|DMEL	LOC108604726|XP_017849795.1|DBUS
OG0000681	comt|NP_524877.1|DMEL	LOC108607265|XP_017853447.1|DBUS
OG0000683	CG6178|NP_651221.1|DMEL	LOC108601724|XP_017845132.1|DBUS
OG0000684	eIF3d2|NP_731675.1|DMEL	LOC108601961|XP_017845437.1|DBUS
OG0000684	eIF3d1|NP_524463.2|DMEL	LOC108604666|XP_017849707.1|DBUS
OG0000685	Rab1|NP_732610.1|DMEL	LOC108603221|XP_017847309.1|DBUS
OG0000686	SdhB|NP_477101.1|DMEL	LOC108596894|XP_017838571.1|DBUS
OG0000686	SdhBL|NP_573340.1|DMEL	LOC108605804|XP_017851099.1|DBUS
OG0000687	CG8517|NP_611446.3|DMEL	LOC108595667|XP_017836436.1|DBUS
OG0000687	CG8993|NP_647716.1|DMEL	LOC108600086|XP_017842934.2|DBUS
OG0000688	olf186-F|NP_001137696.1|DMEL	LOC108596233|XP_017837261.1|DBUS
OG0000689	COX7C|NP_652397.1|DMEL	LOC108595342|XP_017836052.1|DBUS
OG0000689	CG44296|NP_001286270.1|DMEL	LOC108595341|XP_017836051.1|DBUS
OG0000690	Obp19a|NP_728338.2|DMEL	LOC108606903|XP_017852925.1|DBUS
OG0000691	CG9314|NP_609248.1|DMEL	LOC108607878|XP_017854469.1|DBUS
OG0000691	Cat|NP_536731.1|DMEL	LOC108600202|XP_017843107.1|DBUS
OG0000692	Cpr72Eb|NP_648883.1|DMEL	LOC108598103|XP_033149345.1|DBUS
OG0000693	CG12994|NP_652488.1|DMEL	LOC108607018|XP_017853092.1|DBUS
OG0000693	CG17193|NP_652224.1|DMEL	LOC108604498|XP_017849483.1|DBUS
OG0000694	Tango5|NP_727444.1|DMEL	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS
OG0000694	CG32087|NP_729740.2|DMEL	LOC108599031|XP_017841301.1|DBUS
OG0000695	smal|NP_723165.2|DMEL	LOC108608419|XP_017855270.1|DBUS
OG0000695	Ddr|NP_001285666.1|DMEL	LOC117134642|XP_033150758.1|DBUS
OG0000696	baf|NP_609176.1|DMEL	LOC108608084|XP_017854776.2|DBUS
OG0000697	I-3|NP_728367.3|DMEL	LOC108606322|XP_017851825.1|DBUS
OG0000697	CG13994|NP_608988.1|DMEL	LOC108608212|XP_017854976.1|DBUS
OG0000698	slp1|NP_476730.1|DMEL	LOC108601773|XP_017845192.1|DBUS
OG0000698	slp2|NP_476834.1|DMEL	LOC108601849|XP_017845289.1|DBUS
OG0000699	MICU1|NP_001097110.1|DMEL	LOC108597459|XP_017839539.1|DBUS
OG0000699	CG4704|NP_651103.1|DMEL	LOC108601350|XP_017844737.2|DBUS
OG0000700	CG4341|NP_608558.1|DMEL	LOC108606313|XP_033149889.1|DBUS
OG0000700	CG31690|NP_995615.2|DMEL	LOC108595140|XP_017838733.2|DBUS
OG0000701	CG10814|NP_610868.1|DMEL	LOC108594713|XP_017835341.1|DBUS
OG0000701	CG5321|NP_572967.2|DMEL	LOC108605117|XP_017850169.1|DBUS
OG0000702	LpR1|NP_001097934.2|DMEL	LOC108602860|XP_017846630.1|DBUS
OG0000702	LpR2|NP_001097928.1|DMEL	LOC108602859|XP_017846625.2|DBUS
OG0000703	Gpo3|NP_609667.2|DMEL	LOC108594540|XP_033149358.1|DBUS
OG0000703	Gpo1|NP_001097332.1|DMEL	LOC108596323|XP_017837434.1|DBUS
OG0000704	sgg|NP_001259193.1|DMEL	LOC108606312|XP_033150380.1|DBUS
OG0000704	gskt|NP_733426.1|DMEL	LOC108601735|XP_017845145.1|DBUS
OG0000705	Pcyt1|NP_647621.1|DMEL	LOC108600139|XP_017843019.1|DBUS
OG0000706	CG5790|NP_609876.2|DMEL	LOC108594528|XP_017835221.1|DBUS
OG0000706	Cdc7|NP_727103.1|DMEL	LOC108605421|XP_017850582.1|DBUS
OG0000707	LS2|NP_611769.2|DMEL	LOC108595525|XP_017836269.1|DBUS
OG0000707	U2af50|NP_001245708.1|DMEL	LOC108607234|XP_017853401.1|DBUS
OG0000708	Ptp4E|NP_525076.2|DMEL	LOC108606833|XP_017852807.1|DBUS
OG0000708	Ptp10D|NP_996413.2|DMEL	LOC108605072|XP_033150299.1|DBUS
OG0000709	eIF4H2|NP_651820.1|DMEL	LOC108602133|XP_017845650.1|DBUS
OG0000709	eIF4H1|NP_001285330.1|DMEL	LOC108606906|XP_017852930.1|DBUS
OG0000710	Ubc84D|NP_524260.1|DMEL	LOC108602729|XP_017846370.1|DBUS
OG0000711	CG12362|NP_648392.1|DMEL	LOC108598725|XP_017840943.1|DBUS
OG0000711	ari-1|NP_523399.1|DMEL	LOC108606706|XP_033150306.1|DBUS
OG0000712	trem|NP_650861.1|DMEL	LOC108601532|XP_033149929.1|DBUS
OG0000712	CG4936|NP_650862.1|DMEL	LOC108604378|XP_017849321.1|DBUS
OG0000713	Vha14-2|NP_649614.1|DMEL	LOC108602569|XP_017846194.1|DBUS
OG0000714	TTLL1A|NP_573197.2|DMEL	LOC108605721|XP_017851003.1|DBUS
OG0000714	TTLL1B|NP_729025.1|DMEL	LOC108600087|XP_017842935.1|DBUS
OG0000715	CG13380|NP_001262016.1|DMEL	LOC108599416|XP_017841716.1|DBUS
OG0000716	Prosbeta2R1|NP_572267.1|DMEL	LOC108606880|XP_017852893.1|DBUS
OG0000716	Prosbeta2|NP_524076.2|DMEL	LOC108600643|XP_017843826.1|DBUS
OG0000717	CG14455|NP_649402.2|DMEL	LOC108598032|XP_017840136.1|DBUS
OG0000718	CG11155|NP_726649.3|DMEL	LOC108607379|XP_017853596.1|DBUS
OG0000718	Ekar|NP_001036250.1|DMEL	LOC108607332|XP_017853492.1|DBUS
OG0000719	CG6749|NP_648354.1|DMEL	LOC108601032|XP_017844399.1|DBUS
OG0000719	CG32055|NP_729599.1|DMEL	LOC108598084|XP_017840186.1|DBUS
OG0000720	Nep7|NP_651603.1|DMEL, Nepl12|NP_649924.1|DMEL	LOC108602762|XP_017846424.1|DBUS
OG0000721	Vm26Ac|NP_608973.1|DMEL	LOC108600136|XP_017843057.1|DBUS
OG0000721	Vm26Aa|NP_476783.1|DMEL	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS
OG0000723	CG13323|NP_610832.1|DMEL, CG13324|NP_610833.1|DMEL	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS
OG0000724	Rpt6|NP_608447.1|DMEL	LOC108606112|XP_017851454.1|DBUS
OG0000724	Rpt6R|NP_651811.1|DMEL	LOC108603965|XP_017848655.1|DBUS
OG0000726	Gyc89Db|NP_650551.1|DMEL	LOC108604848|XP_033150559.1|DBUS
OG0000726	Gyc89Da|NP_001036718.1|DMEL	LOC108604703|XP_017849752.1|DBUS
OG0000727	CG5316|NP_650805.1|DMEL	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS
OG0000728	CG15368|NP_572541.1|DMEL	LOC108606091|XP_017851425.1|DBUS
OG0000728	CG45050|NP_001262407.1|DMEL	LOC108603174|XP_017847221.1|DBUS
OG0000729	CG42814|NP_001189301.1|DMEL	LOC108601413|XP_017844801.1|DBUS
OG0000729	CG42813|NP_733202.2|DMEL	LOC108604192|XP_017849033.1|DBUS
OG0000730	CG34015|NP_001033848.1|DMEL	LOC108599332|XP_017841625.1|DBUS
OG0000730	CG15362|NP_608634.1|DMEL	LOC108608005|XP_017854657.1|DBUS
OG0000731	CG11353|NP_647915.1|DMEL	LOC108598000|XP_017840105.1|DBUS
OG0000731	CG30471|NP_001261001.1|DMEL	LOC108594856|XP_017835482.1|DBUS
OG0000732	sina|NP_476725.1|DMEL	LOC108601070|XP_017844453.1|DBUS
OG0000732	sinah|NP_648927.1|DMEL	LOC108598913|XP_017841165.1|DBUS
OG0000733	Cyt-c1L|NP_651683.1|DMEL	LOC108602357|XP_017845946.1|DBUS
OG0000733	Cyt-c1|NP_647958.1|DMEL	LOC108600294|XP_017843264.1|DBUS
OG0000734	CG15208|NP_572664.1|DMEL	LOC108606261|XP_017851712.1|DBUS
OG0000734	CG14995|NP_728935.1|DMEL	LOC108600322|XP_017843313.1|DBUS
OG0000735	TrxT|NP_572212.1|DMEL	LOC108605681|XP_017850961.1|DBUS
OG0000735	Trx-2|NP_523526.1|DMEL	LOC108598620|XP_017840811.1|DBUS
OG0000736	FASN2|NP_001259986.1|DMEL	LOC108608002|XP_033150560.1|DBUS
OG0000736	FASN1|NP_001137778.2|DMEL	LOC108607797|XP_033150589.1|DBUS
OG0000737	Adf1|NP_001260730.1|DMEL	LOC108597745|XP_017839939.1|DBUS
OG0000738	Sirup|NP_609170.1|DMEL	LOC108594304|XP_033150139.1|DBUS
OG0000738	CG15283|NP_652574.3|DMEL	LOC108603854|XP_017848500.1|DBUS
OG0000739	VhaPPA1-2|NP_650406.2|DMEL	LOC108604641|XP_033149989.1|DBUS
OG0000739	VhaPPA1-1|NP_652010.1|DMEL	LOC108602057|XP_017845560.1|DBUS
OG0000740	CG9492|NP_001287256.1|DMEL	LOC108604435|XP_017849398.1|DBUS
OG0000741	nonA|NP_727962.1|DMEL, nonA-l|NP_536740.1|DMEL	LOC108606904|XP_017852926.1|DBUS
OG0000742	CG1695|NP_728346.2|DMEL	LOC108607177|XP_017853322.1|DBUS
OG0000742	tbc|NP_608395.6|DMEL	LOC108607136|XP_017853262.1|DBUS
OG0000743	Ctr9|NP_788449.1|DMEL	LOC108600090|XP_033149697.1|DBUS
OG0000743	CG9899|NP_611764.1|DMEL	LOC108594740|XP_017835367.1|DBUS
OG0000744	CG18003|NP_001027401.1|DMEL	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS
OG0000745	CAH15|NP_611525.1|DMEL	LOC108595681|XP_017836449.1|DBUS
OG0000745	CAH13|NP_610602.2|DMEL	LOC108597017|XP_017838787.1|DBUS
OG0000746	Odc2|NP_477053.2|DMEL, Odc1|NP_477052.2|DMEL	LOC108597153|XP_017839043.1|DBUS
OG0000747	Mes2|NP_730768.1|DMEL	LOC108598784|XP_033149463.1|DBUS
OG0000747	CG12768|NP_649431.1|DMEL	LOC108598982|XP_033149517.1|DBUS
OG0000748	CG15395|NP_608696.3|DMEL	LOC108603014|XP_017846903.2|DBUS
OG0000750	Or49a|NP_523711.3|DMEL	LOC108594805|XP_017835433.1|DBUS
OG0000751	Oatp58Db|NP_611658.3|DMEL	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS
OG0000751	Oatp58Da|NP_611657.2|DMEL	LOC108596177|XP_017837174.1|DBUS
OG0000753	CG4483|NP_648294.1|DMEL	LOC108599193|XP_017841478.1|DBUS
OG0000754	CG4829|NP_728030.2|DMEL	LOC108607139|XP_017853265.1|DBUS
OG0000754	CG1492|NP_572774.1|DMEL	LOC108606967|XP_017853018.1|DBUS
OG0000755	PK2-R2|NP_731788.1|DMEL	LOC108603743|XP_017848296.1|DBUS
OG0000755	PK2-R1|NP_731790.1|DMEL	LOC108601391|XP_017844779.1|DBUS
OG0000756	fd96Ca|NP_524495.1|DMEL	LOC108602601|XP_017846227.1|DBUS
OG0000757	eIF1|NP_647792.1|DMEL	LOC108599063|XP_017841332.1|DBUS
OG0000758	Agpat3|NP_001246793.1|DMEL	LOC108598573|XP_017840748.1|DBUS
OG0000759	MsR1|NP_001261324.1|DMEL	LOC108598516|XP_017840683.1|DBUS
OG0000759	MsR2|NP_001261323.1|DMEL	LOC108600790|XP_017844054.2|DBUS
OG0000760	CG42284|NP_611720.3|DMEL	LOC108596523|XP_017837897.1|DBUS
OG0000761	RluA-1|NP_723592.1|DMEL	LOC108594312|XP_017834945.1|DBUS
OG0000761	RluA-2|NP_609411.1|DMEL	LOC108608239|XP_017855014.1|DBUS
OG0000762	Wdr82|NP_609217.1|DMEL	LOC108602368|XP_017839991.1|DBUS
OG0000762	CG3515|NP_608687.2|DMEL	LOC108602287|XP_033149581.1|DBUS
OG0000763	CG33510|NP_001014493.2|DMEL	LOC108595940|XP_033149901.1|DBUS
OG0000763	CG33509|NP_001014494.1|DMEL	LOC108602226|XP_017845765.1|DBUS
OG0000764	wisp|NP_572766.1|DMEL	LOC108605383|XP_033150390.1|DBUS
OG0000765	Naa30B|NP_728606.1|DMEL	LOC108599274|XP_017841559.1|DBUS
OG0000765	Naa30A|NP_726727.1|DMEL	LOC108605509|XP_017850747.1|DBUS
OG0000766	CG9582|NP_609270.1|DMEL	LOC108607586|XP_033150640.1|DBUS
OG0000766	CG5254|NP_569856.2|DMEL	LOC108606619|XP_017852390.1|DBUS
OG0000767	mia|NP_001138010.1|DMEL	LOC108603448|XP_033150088.1|DBUS
OG0000767	Taf6|NP_524161.2|DMEL	LOC108599723|XP_017842209.1|DBUS
OG0000768	polo|NP_524179.2|DMEL	LOC108598553|XP_017840725.1|DBUS
OG0000769	CG5111|NP_651402.1|DMEL	LOC108602143|XP_017845665.1|DBUS
OG0000769	CG15445|NP_728390.1|DMEL	LOC108604998|XP_017850053.1|DBUS
OG0000770	Def|NP_523672.1|DMEL	LOC108595522|XP_017836266.1|DBUS
OG0000771	CG32262|NP_647831.1|DMEL	LOC108598894|XP_017841144.1|DBUS
OG0000772	CG30424|NP_001097455.1|DMEL, CG12970|NP_788360.2|DMEL	LOC108596327|XP_017837442.1|DBUS
OG0000774	CG43776|NP_001261162.1|DMEL, CG43777|NP_001261163.1|DMEL, CG43775|NP_726425.3|DMEL	LOC108596726|XP_017838257.1|DBUS
OG0000775	CG34315|NP_001097298.2|DMEL	LOC108596595|XP_017838013.1|DBUS
OG0000775	CG12209|NP_610565.2|DMEL	LOC108597074|XP_017838895.1|DBUS
OG0000778	spo|NP_647975.2|DMEL	LOC108595294|XP_033149758.1|DBUS
OG0000778	spok|NP_001104460.2|DMEL	LOC117134680|XP_033149029.1|DBUS
OG0000779	CG1998|NP_572887.1|DMEL	LOC108605163|XP_017850235.1|DBUS
OG0000780	Marc|NP_610523.2|DMEL	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS
OG0000781	Trxr-1|NP_727251.1|DMEL	LOC108606777|XP_017852686.1|DBUS
OG0000781	Trxr-2|NP_524216.1|DMEL	LOC108598664|XP_017840866.1|DBUS
OG0000782	CG5906|NP_648518.1|DMEL	LOC108599254|XP_017841540.2|DBUS
OG0000782	CG1662|NP_572883.1|DMEL	LOC108605397|XP_017850556.1|DBUS
