Orthogroup	DPER.longest_only	DMIR.longest_only
OG0000537	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER	LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC113565116|XP_026841673.1|DPER	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR
OG0000538	LOC6590649|XP_026842859.1|DPER	LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC6591890|XP_002016908.1|DPER	LOC108157614|XP_017145234.1|DMIR
OG0000539	LOC6591729|XP_002016906.1|DPER	LOC108157546|XP_017145140.1|DMIR
OG0000540	LOC6589065|XP_002015222.1|DPER	LOC108164148|XP_017155241.1|DMIR
OG0000540	LOC6603930|XP_002028873.1|DPER	LOC108164149|XP_017155243.1|DMIR
OG0000541	LOC6592879|XP_002018546.1|DPER	LOC117193402|XP_033254045.1|DMIR
OG0000542	LOC6594041|XP_002019648.2|DPER	LOC108155047|XP_017141110.1|DMIR
OG0000542	LOC6602000|XP_026846758.1|DPER	LOC108164464|XP_017155687.1|DMIR
OG0000543	LOC6595223|XP_002020196.2|DPER	LOC108156691|XP_017143824.1|DMIR
OG0000543	LOC6590548|XP_002016228.2|DPER	LOC117190401|XP_033251367.1|DMIR, LOC108158192|XP_017145900.1|DMIR
OG0000544	LOC113566396|XP_026847602.1|DPER	LOC108152877|XP_017137997.1|DMIR
OG0000544	LOC6594164|XP_002019573.2|DPER	LOC108154852|XP_017140762.1|DMIR
OG0000545	LOC6587621|XP_026840017.1|DPER	LOC108157416|XP_017144956.1|DMIR
OG0000545	LOC6587610|XP_002013107.1|DPER	LOC108157383|XP_017144903.1|DMIR
OG0000546	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER	LOC108156588|XP_033244251.1|DMIR, LOC117187157|XP_033245118.1|DMIR
OG0000546	LOC6599135|XP_002024400.1|DPER	LOC108160653|XP_017150318.1|DMIR
OG0000547	LOC6598288|XP_002023311.1|DPER	LOC108153343|XP_017138791.1|DMIR
OG0000548	LOC6601137|XP_026848090.1|DPER	LOC108153642|XP_017139234.1|DMIR
OG0000548	LOC6601169|XP_002026268.2|DPER	LOC108153443|XP_017138947.1|DMIR
OG0000549	LOC6592523|XP_002018225.2|DPER	LOC117194129|XP_033254666.1|DMIR, LOC117194130|XP_033254667.1|DMIR, LOC108158686|XP_017146708.1|DMIR
OG0000550	LOC6601095|XP_002026060.1|DPER	LOC108165598|XP_017157162.1|DMIR
OG0000550	LOC113566352|XP_026847434.1|DPER	LOC108165596|XP_017157159.1|DMIR
OG0000551	LOC6603673|XP_026842376.1|DPER	LOC117192397|XP_033252965.1|DMIR
OG0000552	LOC6595049|XP_002020572.1|DPER	LOC108156015|XP_017142728.1|DMIR
OG0000552	LOC6595050|XP_026846729.1|DPER	LOC108156014|XP_017142727.1|DMIR
OG0000553	LOC6589451|XP_002014478.1|DPER	LOC108162252|XP_017152389.1|DMIR
OG0000554	LOC6595000|XP_026850186.1|DPER	LOC108157174|XP_017144585.1|DMIR
OG0000554	LOC6594999|XP_002020165.1|DPER	LOC108157175|XP_017144586.1|DMIR
OG0000555	LOC6599561|XP_002024668.1|DPER	LOC117186632|XP_033243536.1|DMIR, LOC108152733|XP_017137765.2|DMIR
OG0000555	LOC6599560|XP_002024667.1|DPER	LOC108153277|XP_017138635.1|DMIR
OG0000555	LOC6602947|XP_026848817.1|DPER	LOC108151735|XP_017136026.1|DMIR
OG0000556	LOC6600676|XP_002025749.2|DPER	LOC108161754|XP_017151579.1|DMIR
OG0000556	LOC6591984|XP_002017028.1|DPER	LOC117187240|XP_033245389.1|DMIR, LOC117187239|XP_033245387.1|DMIR, LOC117187241|XP_033245390.1|DMIR, LOC117187238|XP_033245384.1|DMIR, LOC108155847|XP_017142448.1|DMIR
OG0000557	LOC6591395|XP_002017365.1|DPER	LOC108153880|XP_017139470.1|DMIR
OG0000557	LOC6591394|XP_002017364.2|DPER	LOC108153881|XP_017139471.1|DMIR
OG0000558	LOC6592186|XP_002017046.1|DPER	LOC108155557|XP_017141937.1|DMIR
OG0000558	LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER	LOC108156833|XP_017144072.1|DMIR
OG0000559	LOC6587952|XP_026850616.1|DPER	LOC108156838|XP_017144037.2|DMIR
OG0000559	LOC6597049|XP_002022209.2|DPER	LOC108152749|XP_017137794.1|DMIR
OG0000560	LOC6590133|XP_002015610.1|DPER	LOC117189550|XP_033250587.1|DMIR, LOC108159637|XP_017148589.1|DMIR
OG0000560	LOC6589973|XP_002015609.1|DPER	LOC117189549|XP_033250586.1|DMIR, LOC108159636|XP_017148588.1|DMIR
OG0000561	LOC6596181|XP_002021174.2|DPER	LOC108153510|XP_017139055.1|DMIR
OG0000561	LOC6596179|XP_026845466.1|DPER	LOC108153563|XP_017139127.1|DMIR
OG0000562	LOC6598980|XP_002024017.1|DPER	LOC108152208|XP_017136857.1|DMIR
OG0000562	LOC6598875|XP_002024048.2|DPER	LOC108153094|XP_017138364.1|DMIR
OG0000563	LOC6595802|XP_026845541.1|DPER	LOC108153745|XP_017139363.1|DMIR
OG0000563	LOC113566045|XP_026845703.1|DPER	LOC108153620|XP_033242960.1|DMIR
OG0000564	LOC6601146|XP_002026278.1|DPER	LOC108152260|XP_017136957.1|DMIR
OG0000564	LOC6601147|XP_002026279.1|DPER	LOC108152261|XP_017136958.1|DMIR
OG0000564	LOC6601145|XP_002026277.1|DPER	LOC108152262|XP_017136959.1|DMIR
OG0000565	LOC113566036|XP_026845625.1|DPER	LOC117190411|XP_033251378.1|DMIR, LOC108163244|XP_033251756.1|DMIR, LOC117193151|XP_033253774.1|DMIR, LOC108155009|XP_017141049.1|DMIR, LOC108152423|XP_017137230.1|DMIR
OG0000566	LOC6587609|XP_026851021.1|DPER	LOC108155717|XP_017142206.1|DMIR
OG0000566	LOC6602723|XP_026849465.1|DPER	LOC108152669|XP_017137655.1|DMIR
OG0000567	LOC6599255|XP_002024281.1|DPER	LOC108165046|XP_017156574.1|DMIR
OG0000567	LOC6599253|XP_002024279.1|DPER	LOC108164926|XP_017156403.1|DMIR
OG0000568	LOC6597227|XP_026846582.1|DPER	LOC117185798|XP_033249913.1|DMIR
OG0000568	LOC6591599|XP_026841402.1|DPER	LOC108157133|XP_017144521.1|DMIR
OG0000569	LOC6587970|XP_002013741.1|DPER	LOC108155369|XP_017141622.1|DMIR
OG0000569	LOC6592132|XP_002016813.1|DPER	LOC108156849|XP_017144061.1|DMIR
OG0000570	LOC6587495|XP_002013517.1|DPER	LOC108156721|XP_017143860.1|DMIR
OG0000570	LOC6587490|XP_026848874.1|DPER	LOC108156722|XP_017143861.1|DMIR
OG0000571	LOC6588397|XP_026840046.1|DPER	LOC108157642|XP_017145276.1|DMIR
OG0000571	LOC6588478|XP_026840045.1|DPER	LOC108157243|XP_033245175.1|DMIR
OG0000572	LOC6587259|XP_026844793.1|DPER	LOC108154296|XP_017140036.1|DMIR
OG0000572	LOC6587381|XP_026847857.1|DPER	LOC108157792|XP_017145472.1|DMIR
OG0000573	LOC6601182|XP_026848211.1|DPER	LOC108153046|XP_017138299.1|DMIR
OG0000573	LOC6593023|XP_002018216.1|DPER	LOC117187830|XP_033246589.1|DMIR, LOC108160231|XP_017149574.2|DMIR
OG0000574	LOC6600554|XP_002025707.1|DPER	LOC108151596|XP_017135764.1|DMIR
OG0000574	LOC6594206|XP_002019665.1|DPER	LOC108157619|XP_017145244.1|DMIR
OG0000575	LOC6595966|XP_026845460.1|DPER	LOC108153235|XP_017138561.1|DMIR
OG0000575	LOC6595964|XP_026845494.1|DPER	LOC108153412|XP_017138896.1|DMIR
OG0000576	LOC6594513|XP_002019496.2|DPER	LOC108157715|XP_017145374.1|DMIR
OG0000577	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER	LOC108161710|XP_017151518.1|DMIR
OG0000577	LOC6588702|XP_002014943.1|DPER	LOC108161705|XP_017151512.1|DMIR
OG0000578	LOC6596620|XP_002021628.2|DPER	LOC108163271|XP_017153961.2|DMIR
OG0000578	LOC6590192|XP_026842183.1|DPER	LOC108160551|XP_017150108.1|DMIR
OG0000579	LOC6588010|XP_002013612.1|DPER	LOC108154369|XP_017140123.1|DMIR
OG0000579	LOC6595808|XP_002021320.1|DPER	LOC108152574|XP_017137502.1|DMIR
OG0000580	LOC6594464|XP_002019715.1|DPER	LOC108155607|XP_017142022.1|DMIR
OG0000580	LOC6594018|XP_026850383.1|DPER	LOC108155606|XP_033244068.1|DMIR
OG0000581	LOC6594299|XP_026850244.1|DPER	LOC108156470|XP_017143427.1|DMIR
OG0000581	LOC6599419|XP_002024469.1|DPER	LOC108164756|XP_017156146.1|DMIR
OG0000582	LOC6596003|XP_026845558.1|DPER	LOC108152766|XP_017137830.1|DMIR
OG0000582	LOC6591266|XP_026840765.1|DPER	LOC117188037|XP_033247081.1|DMIR, LOC108158599|XP_017146547.2|DMIR
OG0000583	LOC113565045|XP_026840957.1|DPER	LOC108159135|XP_017147618.1|DMIR, LOC117189982|XP_033250955.1|DMIR
OG0000583	LOC6593162|XP_002018176.1|DPER	LOC108160536|XP_017150087.1|DMIR, LOC117192290|XP_033252840.1|DMIR
OG0000584	LOC6593520|XP_002019211.1|DPER	LOC108163793|XP_017154769.1|DMIR
OG0000584	LOC6590207|XP_002016063.1|DPER	LOC108159566|XP_017148492.1|DMIR
OG0000584	LOC6593519|XP_002019210.1|DPER	LOC108163792|XP_017154768.1|DMIR
OG0000585	LOC6599474|XP_002024594.1|DPER	LOC108153695|XP_017139309.1|DMIR
OG0000585	LOC6599475|XP_002024595.1|DPER	LOC108153693|XP_017139308.1|DMIR
OG0000586	LOC6590356|XP_002015836.1|DPER	LOC108160378|XP_017149845.1|DMIR
OG0000586	LOC6590693|XP_026842501.1|DPER	LOC108159053|XP_017147474.1|DMIR
OG0000589	LOC6598433|XP_026846209.1|DPER	LOC117194508|XP_033254951.1|DMIR, LOC117194550|XP_033254989.1|DMIR, LOC117194529|XP_033254970.1|DMIR, LOC117194517|XP_033254958.1|DMIR, LOC108151183|XP_033255728.1|DMIR
OG0000590	LOC6587951|XP_002014084.1|DPER	LOC108154319|XP_017140067.1|DMIR
OG0000590	LOC6597556|XP_002022805.1|DPER	LOC108164690|XP_017156049.1|DMIR
OG0000592	LOC6590926|XP_002015768.1|DPER	LOC117189441|XP_033250447.1|DMIR, LOC108158972|XP_017147299.1|DMIR
OG0000592	LOC6590222|XP_002016071.1|DPER	LOC108158243|XP_017145965.2|DMIR, LOC117191493|XP_033252236.1|DMIR, LOC117191867|XP_033252524.1|DMIR
OG0000593	LOC6594986|XP_026840061.1|DPER	LOC108154409|XP_017140168.1|DMIR
OG0000593	LOC6603511|XP_002028490.1|DPER	LOC117186193|XP_033242375.1|DMIR
OG0000594	LOC6587448|XP_002013043.1|DPER	LOC108154736|XP_017140593.1|DMIR
OG0000594	LOC6591579|XP_002017367.2|DPER	LOC108157725|XP_017145384.1|DMIR
OG0000595	LOC113567375|XP_026850822.1|DPER	LOC108155130|XP_017141263.1|DMIR
OG0000595	LOC6594864|XP_026846833.1|DPER	LOC108155106|XP_017141226.1|DMIR
OG0000596	LOC6596830|XP_026845960.1|DPER	LOC108153523|XP_017139071.2|DMIR
OG0000596	LOC6594057|XP_002019856.1|DPER	LOC108156919|XP_017144158.1|DMIR
OG0000597	LOC6595280|XP_026851125.1|DPER	LOC108155164|XP_017141318.1|DMIR
OG0000597	LOC6594894|XP_026840050.1|DPER	LOC108154018|XP_033246164.1|DMIR
OG0000598	LOC6587400|XP_002013871.1|DPER	LOC108157623|XP_017145248.1|DMIR
OG0000599	LOC6603280|XP_002028267.2|DPER	LOC108151841|XP_017136212.1|DMIR
OG0000600	LOC6590718|XP_026841400.1|DPER	LOC117191191|XP_033252023.1|DMIR, LOC108160709|XP_017150368.1|DMIR
OG0000600	LOC6590717|XP_026842346.1|DPER	LOC117190981|XP_033251851.1|DMIR, LOC108160707|XP_017150366.1|DMIR
OG0000601	LOC6593687|XP_002018765.1|DPER	LOC108161425|XP_017151174.1|DMIR
OG0000601	LOC6597993|XP_026843491.1|DPER	LOC108162429|XP_033250092.1|DMIR
OG0000602	LOC6596260|XP_002021786.1|DPER	LOC108163853|XP_017154856.1|DMIR
OG0000602	LOC6596259|XP_002021785.1|DPER	LOC108164214|XP_017155336.1|DMIR
OG0000603	LOC6588887|XP_026844666.1|DPER	LOC108163151|XP_017153756.1|DMIR
OG0000604	LOC6596494|XP_002021568.1|DPER	LOC108163785|XP_017154757.2|DMIR
OG0000604	LOC6596493|XP_002021567.1|DPER	LOC108161720|XP_017151529.1|DMIR
OG0000605	LOC6593459|XP_002018597.1|DPER	LOC108161799|XP_017151638.2|DMIR
OG0000606	LOC113564920|XP_026840154.1|DPER	LOC108157126|XP_017144507.1|DMIR
OG0000607	LOC6587356|XP_002014194.1|DPER	LOC108156929|XP_017144173.1|DMIR
OG0000607	LOC6594190|XP_002019821.1|DPER	LOC108155453|XP_017141758.1|DMIR
OG0000608	LOC6591652|XP_026849674.1|DPER	LOC108157802|XP_017145483.1|DMIR
OG0000608	LOC6591913|XP_026840311.1|DPER	LOC108156486|XP_017143456.1|DMIR
OG0000609	LOC6595622|XP_002020696.1|DPER	LOC108161378|XP_017151114.1|DMIR
OG0000609	LOC6597436|XP_026846369.1|DPER	LOC108160308|XP_017149717.1|DMIR
OG0000610	LOC6595817|XP_002021295.2|DPER	LOC108151421|XP_033243666.1|DMIR
OG0000610	LOC6592723|XP_002018090.1|DPER	LOC117193535|XP_033254172.1|DMIR, LOC108159772|XP_017148820.1|DMIR
OG0000611	LOC6600868|XP_026841237.1|DPER	LOC108159326|XP_033247539.1|DMIR, LOC117185872|XP_033252846.1|DMIR
OG0000612	LOC6599045|XP_026848967.1|DPER	LOC108152813|XP_033243517.1|DMIR
OG0000612	LOC6599046|XP_002024163.2|DPER	LOC108152808|XP_017137884.1|DMIR
OG0000612	LOC6599044|XP_026848966.1|DPER	LOC108152809|XP_017137885.1|DMIR
OG0000614	LOC6595010|XP_002020467.2|DPER	LOC108154061|XP_017139641.2|DMIR
OG0000614	LOC6599314|XP_026847099.1|DPER	LOC108156941|XP_017144197.1|DMIR
OG0000615	LOC113566642|XP_026848971.1|DPER	LOC108151619|XP_017135807.1|DMIR
OG0000615	LOC6588205|XP_002013742.1|DPER	LOC108155366|XP_017141619.1|DMIR, LOC117190155|XP_033251116.1|DMIR, LOC117190826|XP_033251755.1|DMIR, LOC117191438|XP_033252196.1|DMIR
OG0000616	LOC6601779|XP_002026814.2|DPER	LOC108164742|XP_017156126.1|DMIR
OG0000617	LOC6595121|XP_026840037.1|DPER	LOC108156760|XP_017143912.1|DMIR
OG0000617	LOC6598703|XP_026851189.1|DPER	LOC108155625|XP_017142046.1|DMIR
OG0000618	LOC6587880|XP_002012806.1|DPER	LOC108156222|XP_017143048.1|DMIR
OG0000618	LOC6595891|XP_002021432.1|DPER	LOC108153057|XP_017138318.1|DMIR
OG0000619	LOC6591185|XP_002015909.1|DPER	LOC108160222|XP_033250850.1|DMIR, LOC117187680|XP_033246245.1|DMIR
OG0000620	LOC6598554|XP_002023708.1|DPER	LOC108156830|XP_017144031.1|DMIR
OG0000620	LOC6599632|XP_026849581.1|DPER	LOC108151967|XP_017136405.1|DMIR
OG0000621	LOC6587924|XP_002013338.1|DPER	LOC108157069|XP_017144393.1|DMIR
OG0000621	LOC6597394|XP_002022488.1|DPER	LOC108155767|XP_017142306.1|DMIR
OG0000622	LOC6601663|XP_026847557.1|DPER	LOC108153711|XP_017139328.1|DMIR
OG0000622	LOC6602712|XP_026849515.1|DPER	LOC108153565|XP_033243175.1|DMIR
OG0000623	LOC6601015|XP_026849689.1|DPER	LOC108153146|XP_017138436.1|DMIR
OG0000623	LOC6597190|XP_026845550.1|DPER	LOC108153015|XP_017138250.1|DMIR
OG0000624	LOC6592680|XP_002017947.2|DPER	LOC117190718|XP_033251678.1|DMIR, LOC108158982|XP_017147316.1|DMIR
OG0000624	LOC6592679|XP_002017946.1|DPER	LOC117190717|XP_033251677.1|DMIR, LOC108158984|XP_017147318.1|DMIR
OG0000625	LOC6602966|XP_002027977.2|DPER	LOC108152326|XP_017137061.1|DMIR
OG0000625	LOC6602967|XP_002027978.1|DPER	LOC108152328|XP_017137063.1|DMIR
OG0000626	LOC6593086|XP_002017719.1|DPER	LOC108159864|XP_017148954.1|DMIR, LOC117193970|XP_033254510.1|DMIR
OG0000626	LOC6592561|XP_002018243.1|DPER	LOC108160119|XP_017149401.1|DMIR
OG0000627	LOC6601405|XP_002026508.1|DPER	LOC108153612|XP_017139200.1|DMIR
OG0000627	LOC6597278|XP_002022565.1|DPER	LOC108163931|XP_017154956.1|DMIR
OG0000628	LOC6596263|XP_002021789.1|DPER	LOC108163852|XP_033249303.1|DMIR
OG0000628	LOC6589333|XP_002014358.1|DPER	LOC108162514|XP_017152784.1|DMIR
OG0000629	LOC6594077|XP_002019737.1|DPER	LOC108157552|XP_017145145.1|DMIR
OG0000629	LOC6593669|XP_002018616.1|DPER	LOC108162750|XP_017153118.2|DMIR
OG0000630	LOC6598051|XP_002023144.1|DPER	LOC108163434|XP_017154207.1|DMIR
OG0000630	LOC6598077|XP_026843309.1|DPER	LOC108163399|XP_017154150.2|DMIR
OG0000631	LOC113565754|XP_026844613.1|DPER	LOC108163704|XP_017154633.1|DMIR
OG0000631	LOC6593410|XP_026843657.1|DPER	LOC108163340|XP_017154066.1|DMIR
OG0000632	LOC6595375|XP_026844828.1|DPER	LOC108161388|XP_017151126.1|DMIR
OG0000632	LOC6595484|XP_002020656.1|DPER	LOC108162597|XP_017152904.1|DMIR
OG0000633	LOC6596016|XP_026845303.1|DPER	LOC108151024|XP_017134873.1|DMIR
OG0000633	LOC113565976|XP_026845290.1|DPER	LOC108151008|XP_033242463.1|DMIR
OG0000634	LOC6596829|XP_026845974.1|DPER, LOC6596828|XP_002022009.2|DPER, LOC113566104|XP_026845962.1|DPER, LOC6596669|XP_002022007.2|DPER, LOC6596667|XP_026845963.1|DPER, LOC113566103|XP_026845961.1|DPER, LOC6596670|XP_002022008.1|DPER, LOC6596668|XP_002022006.1|DPER, LOC113566106|XP_026845964.1|DPER	LOC117186798|XP_033243970.1|DMIR, LOC117186784|XP_033243933.1|DMIR, LOC117186509|XP_033243282.1|DMIR, LOC117195279|XP_033255784.1|DMIR, LOC117186781|XP_033243924.1|DMIR, LOC117195288|XP_033255787.1|DMIR, LOC117195278|XP_033255783.1|DMIR, LOC108165247|XP_033255782.1|DMIR, LOC117186797|XP_033243969.1|DMIR, LOC117186789|XP_033243947.1|DMIR, LOC117186825|XP_033244006.1|DMIR, LOC117195263|XP_033255773.1|DMIR, LOC108158259|XP_017145985.2|DMIR, LOC117186073|XP_033242032.1|DMIR
OG0000634	LOC6592229|XP_026841170.1|DPER	LOC108159633|XP_033246612.1|DMIR
OG0000635	LOC6600979|XP_002025877.1|DPER	LOC108160100|XP_017149378.1|DMIR
OG0000635	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER	LOC117186659|XP_033243588.1|DMIR, LOC117186670|XP_033243601.1|DMIR, LOC117186672|XP_033243602.1|DMIR
OG0000636	LOC6598048|XP_002023141.1|DPER	LOC108164306|XP_017155444.1|DMIR
OG0000636	LOC6598049|XP_002023142.1|DPER	LOC108161460|XP_017151212.2|DMIR
OG0000637	LOC6597824|XP_026846483.1|DPER	LOC108164885|XP_017156323.1|DMIR
OG0000637	LOC6597768|XP_026846541.1|DPER	LOC108158187|XP_033248192.1|DMIR
OG0000638	LOC6587236|XP_002013485.1|DPER	LOC108157309|XP_017144802.1|DMIR
OG0000638	LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER	LOC108161453|XP_017151208.1|DMIR, LOC108164927|XP_017156404.1|DMIR, LOC117186182|XP_033242334.1|DMIR
OG0000638	LOC6603215|XP_026847735.1|DPER	LOC108151268|XP_017135279.1|DMIR
OG0000639	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER	LOC108152078|XP_017136600.1|DMIR
OG0000641	LOC6593904|XP_026843286.1|DPER	LOC117188679|XP_033248762.1|DMIR
OG0000641	LOC6593912|XP_026843148.1|DPER	LOC117188680|XP_033248765.1|DMIR, LOC108161195|XP_017150905.2|DMIR, LOC117188686|XP_033248769.1|DMIR
OG0000641	LOC6593630|XP_002019096.2|DPER	LOC117188693|XP_033248815.1|DMIR
OG0000641	LOC6593631|XP_002019097.2|DPER	LOC108161220|XP_033248816.1|DMIR
OG0000642	LOC113566246|XP_026846831.1|DPER	LOC108164517|XP_033250297.1|DMIR
OG0000642	LOC6593329|XP_026843501.1|DPER	LOC108163836|XP_017154837.1|DMIR
OG0000642	LOC113565418|XP_026843147.1|DPER	LOC108163837|XP_033249211.1|DMIR
OG0000643	LOC6587508|XP_002013069.1|DPER	LOC108153972|XP_017139557.1|DMIR
OG0000644	LOC6598886|XP_026847834.1|DPER	LOC108151253|XP_017135258.1|DMIR
OG0000644	LOC6598901|XP_002024003.1|DPER	LOC108152757|XP_017137809.1|DMIR
OG0000645	LOC6595541|XP_002020629.1|DPER	LOC108163524|XP_017154361.1|DMIR
OG0000646	LOC6588400|XP_002013429.2|DPER	LOC108155918|XP_017142558.1|DMIR
OG0000646	LOC6588652|XP_026840448.1|DPER	LOC117186943|XP_033244239.1|DMIR
OG0000647	LOC6587670|XP_002013283.2|DPER	LOC108154615|XP_017140421.2|DMIR
OG0000647	LOC6597230|XP_026846459.1|DPER	LOC108165081|XP_017156620.1|DMIR
OG0000648	LOC6598503|XP_026848643.1|DPER	LOC108165019|XP_017156545.1|DMIR
OG0000648	LOC6598504|XP_026848661.1|DPER	LOC108165076|XP_017156616.1|DMIR
OG0000649	LOC6601790|XP_002026842.1|DPER	LOC117188655|XP_033248725.1|DMIR
OG0000649	LOC6601789|XP_026849835.1|DPER	LOC117189217|XP_033250168.1|DMIR
OG0000650	LOC6588488|XP_002013451.1|DPER	LOC108154912|XP_033244844.1|DMIR
OG0000650	LOC6602016|XP_002027044.1|DPER	LOC108164481|XP_017155727.1|DMIR
OG0000651	LOC6601010|XP_002026165.1|DPER	LOC108151855|XP_017136229.1|DMIR
OG0000651	LOC6603303|XP_002028284.1|DPER	LOC108152898|XP_017138034.1|DMIR
OG0000652	LOC6590843|XP_002015775.1|DPER	LOC117190768|XP_033251720.1|DMIR, LOC108159128|XP_017147609.1|DMIR
OG0000652	LOC6597506|XP_026849293.1|DPER	LOC108164552|XP_017155854.1|DMIR
OG0000653	LOC113564890|XP_026839934.1|DPER	LOC108154827|XP_017140718.1|DMIR
OG0000653	LOC6588285|XP_002013201.1|DPER	LOC108156216|XP_017143045.1|DMIR
OG0000654	LOC6600630|XP_026847536.1|DPER	LOC108151762|XP_017136092.1|DMIR
OG0000654	LOC6600538|XP_026847527.1|DPER	LOC108152239|XP_017136921.1|DMIR
OG0000655	LOC6600806|XP_002025977.1|DPER	LOC108159591|XP_017148531.1|DMIR, LOC117185817|XP_033254279.1|DMIR
OG0000655	LOC6595476|XP_002020648.1|DPER	LOC117188749|XP_033248941.1|DMIR
OG0000656	LOC6591869|XP_002017331.1|DPER	LOC108154278|XP_017140018.1|DMIR
OG0000657	LOC6601075|XP_026847370.1|DPER	LOC108165394|XP_017156921.1|DMIR
OG0000657	LOC6588715|XP_026844398.1|DPER	LOC108162797|XP_017153188.1|DMIR
OG0000658	LOC6598314|XP_002023387.1|DPER	LOC108159010|XP_017147377.1|DMIR
OG0000658	LOC6591560|XP_002017109.1|DPER	LOC108155981|XP_017142658.1|DMIR
OG0000659	LOC6596286|XP_002021808.1|DPER	LOC108163177|XP_017153803.1|DMIR
OG0000659	LOC6598075|XP_002023134.1|DPER	LOC108163114|XP_017153704.2|DMIR, LOC117189162|XP_033250122.1|DMIR, LOC117189161|XP_033250120.1|DMIR
OG0000660	LOC6589411|XP_002015199.1|DPER	LOC108161991|XP_017151948.1|DMIR
OG0000660	LOC113565738|XP_026844560.1|DPER	LOC108161990|XP_033249466.1|DMIR
OG0000660	LOC6589409|XP_026844026.1|DPER	LOC108161994|XP_017151951.1|DMIR
OG0000661	LOC6602955|XP_026848735.1|DPER	LOC108151080|XP_017134951.1|DMIR
OG0000661	LOC6588916|XP_002014812.2|DPER	LOC108163656|XP_033248849.1|DMIR
OG0000662	LOC6595855|XP_026845216.1|DPER	LOC108153236|XP_017138562.1|DMIR
OG0000662	LOC6596654|XP_026845925.1|DPER	LOC108153761|XP_017139388.1|DMIR
OG0000663	LOC6590080|XP_002015670.1|DPER	LOC117194726|XP_033255120.1|DMIR, LOC117195136|XP_033255679.1|DMIR, LOC117195145|XP_033255684.1|DMIR, LOC117194457|XP_033254915.1|DMIR, LOC117194386|XP_033254850.1|DMIR, LOC117194623|XP_033255041.1|DMIR, LOC117189282|XP_033250338.1|DMIR, LOC117194634|XP_033255044.1|DMIR, LOC117195141|XP_033255682.1|DMIR, LOC117194643|XP_033255051.1|DMIR, LOC117194446|XP_033254905.1|DMIR, LOC117190422|XP_033251390.1|DMIR, LOC117192051|XP_033252658.1|DMIR, LOC108158873|XP_033252391.1|DMIR, LOC117194415|XP_033254876.1|DMIR, LOC117191355|XP_033252139.1|DMIR, LOC117191356|XP_033252140.1|DMIR, LOC117189612|XP_033250624.1|DMIR, LOC117189610|XP_033250623.1|DMIR, LOC117194621|XP_033255039.1|DMIR, LOC117194668|XP_033255072.1|DMIR, LOC117188453|XP_033248243.1|DMIR
OG0000664	LOC6597552|XP_002022801.1|DPER	LOC108162169|XP_017152252.1|DMIR
OG0000665	LOC6594667|XP_002019845.2|DPER	LOC108157337|XP_017144844.1|DMIR
OG0000666	LOC6590399|XP_026842089.1|DPER	LOC108160416|XP_017149901.1|DMIR
OG0000666	LOC113566903|XP_026849903.1|DPER	LOC108151708|XP_017135967.1|DMIR
OG0000667	LOC6599946|XP_026849182.1|DPER	LOC108153546|XP_017139105.1|DMIR
