Orthogroup	DPER.longest_only	AEAL.longest_only
OG0000468	LOC6600955|XP_002026026.2|DPER	LOC109418072|XP_019547792.2|AEAL
OG0000469	LOC6589383|XP_026845021.1|DPER, LOC6588688|XP_026844950.1|DPER	LOC109429969|XP_029720082.1|AEAL, LOC109429553|XP_029719682.1|AEAL, LOC115262131|XP_029720081.1|AEAL
OG0000470	LOC6595786|XP_002021331.1|DPER	LOC115257400|XP_029712822.1|AEAL, LOC109418772|XP_029712085.1|AEAL, LOC109406508|XP_029713617.1|AEAL
OG0000471	LOC6600506|XP_002025613.2|DPER, LOC6596476|XP_026843263.1|DPER	LOC109402525|XP_029720071.1|AEAL
OG0000473	LOC6599962|XP_002025039.1|DPER, LOC113566216|XP_026846711.1|DPER, LOC6600167|XP_026846728.1|DPER	LOC109427502|XP_019558599.2|AEAL, LOC115254412|XP_029707762.1|AEAL
OG0000474	LOC6602691|XP_002027718.1|DPER, LOC6588422|XP_002013834.1|DPER, LOC6598063|XP_002023122.2|DPER	LOC109404730|XP_019533199.2|AEAL, LOC115269060|XP_029733230.1|AEAL
OG0000475	LOC6587625|XP_026851174.1|DPER, LOC6587630|XP_002013554.1|DPER	LOC109423532|XP_019554059.1|AEAL
OG0000476	LOC6595144|XP_002020134.1|DPER, LOC6595145|XP_002020135.2|DPER	LOC109405416|XP_019534025.2|AEAL, LOC109402424|XP_029729906.1|AEAL, LOC115253985|XP_029712586.1|AEAL
OG0000477	LOC6587814|XP_002012770.1|DPER, LOC6587841|XP_026843001.1|DPER	LOC109405223|XP_019533802.2|AEAL
OG0000478	LOC6591495|XP_002016879.1|DPER	LOC115261565|XP_029719319.1|AEAL, LOC109420225|XP_029725817.1|AEAL, LOC109409968|XP_029717035.1|AEAL, LOC115265746|XP_029727552.1|AEAL, LOC109409969|XP_019539030.1|AEAL, LOC115261566|XP_029719320.1|AEAL
OG0000479	LOC6595030|XP_002019995.1|DPER	LOC115263214|XP_029722059.1|AEAL, LOC115263355|XP_029722513.1|AEAL, LOC109430843|XP_029722509.1|AEAL, LOC109430825|XP_019562456.2|AEAL, LOC115263357|XP_029722515.1|AEAL, LOC115263352|XP_029722508.1|AEAL, LOC109430827|XP_029722514.1|AEAL
OG0000480	LOC6596374|XP_002021559.1|DPER, LOC6596373|XP_002021558.2|DPER	LOC109415040|XP_019544436.2|AEAL, LOC109621950|XP_019931711.1|AEAL
OG0000482	LOC6594625|XP_002019471.1|DPER	LOC109422646|XP_019553034.2|AEAL, LOC109402853|XP_019531139.2|AEAL, LOC115271087|XP_029736423.1|AEAL, LOC109402844|XP_019531125.2|AEAL
OG0000483	LOC6592130|XP_026840105.1|DPER, LOC6592128|XP_002016835.1|DPER	LOC109403303|XP_019531651.2|AEAL, LOC109403255|XP_029719364.1|AEAL, LOC109433400|XP_019565376.2|AEAL
OG0000484	LOC6594225|XP_002019892.1|DPER, LOC6594224|XP_002019891.1|DPER	LOC115260280|XP_029717075.1|AEAL, LOC109406257|XP_019534864.1|AEAL
OG0000485	LOC6599030|XP_002024147.2|DPER, LOC6599031|XP_026849020.1|DPER	LOC109405475|XP_019534111.1|AEAL
OG0000486	LOC6592528|XP_002018230.1|DPER, LOC6592420|XP_026841247.1|DPER	LOC109428916|XP_019560303.2|AEAL, LOC115267545|XP_029730488.1|AEAL, LOC109408709|XP_019537614.2|AEAL, LOC115253482|XP_029730827.1|AEAL
OG0000489	LOC6587552|XP_002013245.1|DPER, LOC6598268|XP_002023326.2|DPER	LOC109433597|XP_019565581.2|AEAL, LOC109431157|XP_019562906.2|AEAL, LOC109408968|XP_019537912.2|AEAL, LOC109408945|XP_019537890.2|AEAL
OG0000490	LOC6599323|XP_026847130.1|DPER	LOC115267225|XP_029729976.1|AEAL, LOC109402227|XP_029729973.1|AEAL
OG0000490	LOC6602644|XP_026846715.1|DPER	LOC109431349|XP_029733420.1|AEAL, LOC109427779|XP_029717800.1|AEAL
OG0000491	LOC6587473|XP_002014039.2|DPER, LOC6602080|XP_002027158.1|DPER	LOC115267172|XP_029729877.1|AEAL, LOC109415532|XP_019544960.2|AEAL
OG0000492	LOC6592887|XP_002018206.1|DPER	LOC115268555|XP_029732510.1|AEAL, LOC109403859|XP_019532304.1|AEAL
OG0000492	LOC6602432|XP_002027467.1|DPER	LOC109414237|XP_019543596.1|AEAL
OG0000493	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER	LOC109424249|XP_029734410.1|AEAL
OG0000494	LOC6593749|XP_002018853.2|DPER	LOC109406097|XP_019534701.2|AEAL, LOC109402997|XP_019531256.1|AEAL
OG0000495	LOC6599984|XP_002025142.1|DPER, LOC6601578|XP_002026669.1|DPER	LOC109412654|XP_029720655.1|AEAL, LOC109420930|XP_029720657.1|AEAL
OG0000496	LOC6589319|XP_026845000.1|DPER	LOC109429623|XP_029728581.1|AEAL, LOC109623404|XP_029719965.1|AEAL
OG0000496	LOC113565427|XP_026843179.1|DPER	LOC109623402|XP_019933500.2|AEAL, LOC109429619|XP_029728582.1|AEAL
OG0000497	LOC6595461|XP_026844291.1|DPER, LOC6595459|XP_026844288.1|DPER	LOC109420450|XP_019550342.2|AEAL
OG0000498	LOC6592123|XP_026845189.1|DPER, LOC6592002|XP_002016827.1|DPER	LOC109433408|XP_019565383.2|AEAL, LOC109433401|XP_019565377.2|AEAL
OG0000499	LOC6602117|XP_002027131.1|DPER	LOC109406732|XP_019535320.1|AEAL, LOC115268954|XP_029733028.1|AEAL
OG0000500	LOC6604009|XP_026849018.1|DPER, LOC6604713|XP_002029587.2|DPER	LOC109418753|XP_029712968.1|AEAL
OG0000504	LOC6601646|XP_002026760.1|DPER	LOC115267607|XP_029730594.1|AEAL, LOC115267631|XP_029730635.1|AEAL, LOC109431603|XP_029730638.1|AEAL, LOC115267608|XP_029730595.1|AEAL, LOC109428459|XP_029711459.1|AEAL, LOC109398075|XP_029730592.1|AEAL, LOC109431700|XP_029730619.1|AEAL, LOC109398100|XP_029730596.1|AEAL, LOC115267620|XP_029730621.1|AEAL
OG0000505	LOC6598466|XP_026846211.1|DPER, LOC6598460|XP_026846221.1|DPER	LOC109406904|XP_029717796.1|AEAL, LOC109427792|XP_029729836.1|AEAL, LOC109412957|XP_029717731.1|AEAL, LOC115260666|XP_029717674.1|AEAL
OG0000506	LOC6591448|XP_002016742.2|DPER	LOC109423458|XP_029722798.1|AEAL, LOC109432150|XP_029722799.1|AEAL
OG0000507	LOC6599182|XP_026848358.1|DPER	LOC109413463|XP_019542683.1|AEAL
OG0000507	LOC6599183|XP_002024340.1|DPER	LOC109400515|XP_019528579.1|AEAL
OG0000508	LOC6599548|XP_026849406.1|DPER, LOC6604214|XP_026849991.1|DPER, LOC6604264|XP_026849992.1|DPER, LOC6604225|XP_002029146.1|DPER, LOC113566952|XP_026849995.1|DPER, LOC113566951|XP_026849993.1|DPER, LOC6603958|XP_026849990.1|DPER	LOC109410535|XP_029727494.1|AEAL
OG0000509	LOC6590145|XP_026841357.1|DPER	LOC109401455|XP_029708081.1|AEAL, LOC115253623|XP_029708088.1|AEAL, LOC109422218|XP_029708090.1|AEAL
OG0000510	LOC6592973|XP_002018023.1|DPER, LOC6592780|XP_002018022.2|DPER	LOC109408912|XP_019537841.2|AEAL, LOC109418468|XP_019548221.2|AEAL
OG0000511	LOC6589459|XP_002014738.2|DPER, LOC6589245|XP_026844177.1|DPER	LOC109429398|XP_019560891.2|AEAL
OG0000513	LOC6591123|XP_002015504.2|DPER, LOC6594004|XP_002019056.1|DPER	LOC115265613|XP_029727295.1|AEAL, LOC109404802|XP_019533297.2|AEAL
OG0000514	LOC6588843|XP_026844865.1|DPER, LOC6589095|XP_026844701.1|DPER	LOC109404634|XP_029720242.1|AEAL, LOC109411763|XP_029720339.1|AEAL
OG0000516	LOC6602865|XP_026849669.1|DPER, LOC6602866|XP_002027901.2|DPER	LOC115261325|XP_029718606.1|AEAL
OG0000517	LOC6601870|XP_026849346.1|DPER, LOC6601869|XP_002026918.1|DPER	LOC109428933|XP_019560320.2|AEAL, LOC115258132|XP_029714032.1|AEAL
OG0000521	LOC6601719|XP_026846988.1|DPER, LOC6601722|XP_026847021.1|DPER	LOC115256648|XP_029711363.1|AEAL
OG0000522	LOC6594265|XP_002019512.1|DPER, LOC6603110|XP_002028095.1|DPER	LOC115261827|XP_029719597.1|AEAL, LOC109402233|XP_019530417.1|AEAL, LOC115267220|XP_029729967.1|AEAL
OG0000523	LOC6591682|XP_002016766.1|DPER	LOC109417026|XP_019546697.1|AEAL
OG0000523	LOC6597856|XP_026846980.1|DPER	LOC109402222|XP_019530404.2|AEAL
OG0000524	LOC6587701|XP_002012756.1|DPER, LOC6588160|XP_002012868.1|DPER	LOC109409733|XP_019538773.2|AEAL
OG0000525	LOC6592998|XP_002017981.1|DPER, LOC6592999|XP_026842395.1|DPER	LOC109426662|XP_029725563.1|AEAL, LOC109426663|XP_019557735.2|AEAL
OG0000526	LOC6593988|XP_002019030.1|DPER, LOC6593170|XP_002018184.1|DPER	LOC109420592|XP_019550501.2|AEAL, LOC115266344|XP_029728320.1|AEAL, LOC109428274|XP_029728470.1|AEAL, LOC109427955|XP_019559159.1|AEAL
OG0000527	LOC6589277|XP_026844990.1|DPER, LOC6588931|XP_026845017.1|DPER	LOC109420067|XP_029713542.1|AEAL, LOC115257747|XP_029713524.1|AEAL, LOC109407802|XP_029713722.1|AEAL
OG0000528	LOC6588744|XP_002015091.1|DPER	LOC115259066|XP_029715434.1|AEAL, LOC115259076|XP_029715447.1|AEAL, LOC109433120|XP_029716911.1|AEAL, LOC109433130|XP_019565072.2|AEAL, LOC109404663|XP_019533137.2|AEAL, LOC109433136|XP_019565076.1|AEAL
OG0000529	LOC6596480|XP_002021524.1|DPER	LOC109401725|XP_019529861.2|AEAL
OG0000530	LOC6602309|XP_026848563.1|DPER, LOC6599091|XP_026849008.1|DPER	LOC109404870|XP_029714637.1|AEAL, LOC115254025|XP_029715254.1|AEAL, LOC115258587|XP_029714691.1|AEAL, LOC109398719|XP_029725180.1|AEAL
OG0000531	LOC6593819|XP_002019066.1|DPER, LOC6589474|XP_002014920.1|DPER	LOC109402101|XP_019530267.2|AEAL, LOC115254992|XP_029708556.1|AEAL
OG0000533	LOC6597726|XP_002022998.1|DPER	LOC115267578|XP_029730517.1|AEAL, LOC115267577|XP_029730515.1|AEAL
OG0000533	LOC6588058|XP_002014113.1|DPER	LOC109431876|XP_029712670.1|AEAL
OG0000535	LOC6592253|XP_002017639.1|DPER, LOC6591079|XP_002015699.1|DPER	LOC109398917|XP_019526916.2|AEAL, LOC115261332|XP_029718636.1|AEAL, LOC109401621|XP_029724250.1|AEAL
OG0000536	LOC6600303|XP_026849083.1|DPER	LOC115264776|XP_029724655.1|AEAL, LOC109401564|XP_029724530.1|AEAL, LOC109623392|XP_029729324.1|AEAL, LOC115262584|XP_029720835.1|AEAL, LOC109623370|XP_029720836.1|AEAL, LOC109426873|XP_019557979.2|AEAL, LOC115263539|XP_029722641.1|AEAL, LOC109426875|XP_029721168.1|AEAL
OG0000537	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER	LOC109408772|XP_029730736.1|AEAL, LOC115267712|XP_029730734.1|AEAL, LOC109432694|XP_029730757.1|AEAL
OG0000538	LOC113565116|XP_026841673.1|DPER, LOC6590649|XP_026842859.1|DPER	LOC115257305|XP_029712629.1|AEAL, LOC109408744|XP_029730747.1|AEAL, LOC109428955|XP_019560345.1|AEAL
OG0000539	LOC6591890|XP_002016908.1|DPER, LOC6591729|XP_002016906.1|DPER	LOC109425942|XP_019556892.2|AEAL, LOC115260132|XP_029716901.1|AEAL, LOC109407618|XP_019536304.1|AEAL
OG0000542	LOC6594041|XP_002019648.2|DPER, LOC6602000|XP_026846758.1|DPER	LOC109405382|XP_019533982.2|AEAL
OG0000543	LOC6595223|XP_002020196.2|DPER, LOC6590548|XP_002016228.2|DPER	LOC109402692|XP_019530940.2|AEAL, LOC109402667|XP_019530911.2|AEAL
OG0000544	LOC113566396|XP_026847602.1|DPER, LOC6594164|XP_002019573.2|DPER	LOC115269103|XP_029733348.1|AEAL, LOC109422143|XP_019552329.2|AEAL, LOC109432623|XP_019564530.2|AEAL
OG0000545	LOC6587621|XP_026840017.1|DPER, LOC6587610|XP_002013107.1|DPER	LOC115259474|XP_029715915.1|AEAL
OG0000546	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER, LOC6599135|XP_002024400.1|DPER	LOC109404024|XP_019532434.2|AEAL
OG0000547	LOC6598288|XP_002023311.1|DPER	LOC109409292|XP_029716677.1|AEAL, LOC109621276|XP_029726259.1|AEAL
OG0000548	LOC6601137|XP_026848090.1|DPER, LOC6601169|XP_002026268.2|DPER	LOC109399434|XP_019527422.2|AEAL, LOC109400760|XP_019528805.2|AEAL
OG0000549	LOC6592523|XP_002018225.2|DPER	LOC115265020|XP_029725081.1|AEAL, LOC109422484|XP_029721752.1|AEAL, LOC109423380|XP_029716682.1|AEAL, LOC115262956|XP_029721747.1|AEAL, LOC109422434|XP_019552772.2|AEAL, LOC109425730|XP_029721748.1|AEAL, LOC115267738|XP_029730805.1|AEAL, LOC115259992|XP_029716684.1|AEAL, LOC115265016|XP_029725076.1|AEAL, LOC109425729|XP_019933254.2|AEAL, LOC109422423|XP_029716683.1|AEAL, LOC109422446|XP_019552781.2|AEAL, LOC109421026|XP_019551058.2|AEAL, LOC115261201|XP_029718408.1|AEAL, LOC115265226|XP_029725368.1|AEAL, LOC115258798|XP_029715078.1|AEAL, LOC109422467|XP_029721753.1|AEAL, LOC109425727|XP_019556600.2|AEAL
OG0000550	LOC6601095|XP_002026060.1|DPER, LOC113566352|XP_026847434.1|DPER	LOC109426379|XP_019557410.2|AEAL, LOC109397957|XP_019525842.1|AEAL, LOC115254490|XP_029707899.1|AEAL
OG0000552	LOC6595049|XP_002020572.1|DPER, LOC6595050|XP_026846729.1|DPER	LOC109400279|XP_019528309.2|AEAL
OG0000553	LOC6589451|XP_002014478.1|DPER	LOC109419526|XP_029715181.1|AEAL, LOC109409299|XP_019538286.2|AEAL, LOC115258746|XP_029714971.1|AEAL, LOC109409298|XP_019538285.2|AEAL, LOC109409297|XP_019538284.2|AEAL, LOC109419528|XP_019549289.2|AEAL
OG0000554	LOC6595000|XP_026850186.1|DPER, LOC6594999|XP_002020165.1|DPER	LOC115268747|XP_029732757.1|AEAL, LOC109421767|XP_029732759.1|AEAL, LOC109425210|XP_029732720.1|AEAL
OG0000555	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER, LOC6602947|XP_026848817.1|DPER	LOC109423451|XP_019553972.2|AEAL, LOC109414724|XP_029731538.1|AEAL
OG0000556	LOC6600676|XP_002025749.2|DPER, LOC6591984|XP_002017028.1|DPER	LOC109430481|XP_019562095.1|AEAL, LOC109409568|XP_019538564.2|AEAL
OG0000557	LOC6591395|XP_002017365.1|DPER, LOC6591394|XP_002017364.2|DPER	LOC109431932|XP_019563782.2|AEAL
OG0000558	LOC6592186|XP_002017046.1|DPER, LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER	LOC109414136|XP_019543453.1|AEAL, LOC115255904|XP_029709954.1|AEAL
OG0000559	LOC6587952|XP_026850616.1|DPER, LOC6597049|XP_002022209.2|DPER	LOC109415951|XP_029713248.1|AEAL
OG0000560	LOC6590133|XP_002015610.1|DPER, LOC6589973|XP_002015609.1|DPER	LOC109623381|XP_019933483.1|AEAL, LOC109401218|XP_019529223.2|AEAL
OG0000561	LOC6596181|XP_002021174.2|DPER, LOC6596179|XP_026845466.1|DPER	LOC115267772|XP_029730906.1|AEAL, LOC115267773|XP_029730907.1|AEAL, LOC115262970|XP_029721772.1|AEAL, LOC115253848|XP_029731983.1|AEAL, LOC109397006|XP_029721774.1|AEAL
OG0000562	LOC6598980|XP_002024017.1|DPER, LOC6598875|XP_002024048.2|DPER	LOC115253653|XP_029731328.1|AEAL, LOC109621273|XP_019931918.2|AEAL, LOC109408332|XP_019537160.2|AEAL, LOC109425587|XP_029731331.1|AEAL
OG0000566	LOC6587609|XP_026851021.1|DPER, LOC6602723|XP_026849465.1|DPER	LOC109431116|XP_029718296.1|AEAL, LOC109424973|XP_029711665.1|AEAL
OG0000567	LOC6599255|XP_002024281.1|DPER	LOC109428382|XP_019559649.1|AEAL
OG0000567	LOC6599253|XP_002024279.1|DPER	LOC109415211|XP_019544645.1|AEAL
OG0000568	LOC6597227|XP_026846582.1|DPER, LOC6591599|XP_026841402.1|DPER	LOC109432699|XP_029710953.1|AEAL, LOC109409434|XP_029711063.1|AEAL
OG0000569	LOC6587970|XP_002013741.1|DPER, LOC6592132|XP_002016813.1|DPER	LOC109431022|XP_029707529.1|AEAL, LOC109412120|XP_029733692.1|AEAL
OG0000570	LOC6587495|XP_002013517.1|DPER, LOC6587490|XP_026848874.1|DPER	LOC109417280|XP_019546932.2|AEAL, LOC109425512|XP_019556308.2|AEAL
OG0000571	LOC6588397|XP_026840046.1|DPER, LOC6588478|XP_026840045.1|DPER	LOC109423650|XP_029723527.1|AEAL
OG0000572	LOC6587259|XP_026844793.1|DPER, LOC6587381|XP_026847857.1|DPER	LOC109622525|XP_019932455.1|AEAL, LOC109409075|XP_029716653.1|AEAL
OG0000573	LOC6601182|XP_026848211.1|DPER, LOC6593023|XP_002018216.1|DPER	LOC109623119|XP_019933157.2|AEAL
OG0000574	LOC6600554|XP_002025707.1|DPER, LOC6594206|XP_002019665.1|DPER	LOC109398017|XP_029730343.1|AEAL
OG0000576	LOC6594513|XP_002019496.2|DPER	LOC109404652|XP_029716919.1|AEAL, LOC109433069|XP_019565001.2|AEAL
OG0000577	LOC6588702|XP_002014943.1|DPER	LOC115254088|XP_029720167.1|AEAL, LOC109429786|XP_029720174.1|AEAL
OG0000578	LOC6596620|XP_002021628.2|DPER, LOC6590192|XP_026842183.1|DPER	LOC109421754|XP_019551836.2|AEAL
OG0000579	LOC6588010|XP_002013612.1|DPER, LOC6595808|XP_002021320.1|DPER	LOC109427001|XP_029720829.1|AEAL, LOC109410391|XP_019539489.1|AEAL
OG0000580	LOC6594464|XP_002019715.1|DPER, LOC6594018|XP_026850383.1|DPER	LOC109622058|XP_029734263.1|AEAL, LOC109405049|XP_019533586.2|AEAL
OG0000581	LOC6594299|XP_026850244.1|DPER	LOC109424053|XP_029709744.1|AEAL, LOC109426220|XP_019557214.2|AEAL
OG0000582	LOC6596003|XP_026845558.1|DPER, LOC6591266|XP_026840765.1|DPER	LOC115253577|XP_029721343.1|AEAL
OG0000583	LOC113565045|XP_026840957.1|DPER, LOC6593162|XP_002018176.1|DPER	LOC109399661|XP_019527701.2|AEAL, LOC109400872|XP_019528934.2|AEAL, LOC115253930|XP_029708107.1|AEAL
OG0000589	LOC6598433|XP_026846209.1|DPER	LOC109428568|XP_029712648.1|AEAL, LOC109416786|XP_029712645.1|AEAL
OG0000590	LOC6597556|XP_002022805.1|DPER	LOC115256419|XP_029710793.1|AEAL, LOC109422005|XP_019552194.1|AEAL
OG0000592	LOC6590926|XP_002015768.1|DPER, LOC6590222|XP_002016071.1|DPER	LOC109413801|XP_019543076.2|AEAL
OG0000593	LOC6594986|XP_026840061.1|DPER, LOC6603511|XP_002028490.1|DPER	LOC109405654|XP_019534269.1|AEAL
OG0000594	LOC6587448|XP_002013043.1|DPER, LOC6591579|XP_002017367.2|DPER	LOC109431948|XP_019563796.1|AEAL
OG0000595	LOC113567375|XP_026850822.1|DPER, LOC6594864|XP_026846833.1|DPER	LOC109430713|XP_029713298.1|AEAL
OG0000598	LOC6587400|XP_002013871.1|DPER	LOC109402440|XP_019530671.2|AEAL, LOC115257287|XP_029712602.1|AEAL, LOC109405426|XP_029733450.1|AEAL, LOC115257289|XP_029712605.1|AEAL, LOC115257288|XP_029712603.1|AEAL
OG0000599	LOC6603287|XP_002028268.1|DPER, LOC6603280|XP_002028267.2|DPER	LOC109408683|XP_029734555.1|AEAL, LOC115261354|XP_029718725.1|AEAL, LOC109400822|XP_029718714.1|AEAL
OG0000600	LOC6590718|XP_026841400.1|DPER, LOC6590717|XP_026842346.1|DPER	LOC109408684|XP_019537594.1|AEAL, LOC109403069|XP_019531352.1|AEAL
OG0000601	LOC6593687|XP_002018765.1|DPER, LOC6597993|XP_026843491.1|DPER	LOC109423786|XP_029735471.1|AEAL, LOC109430629|XP_019562263.2|AEAL
OG0000602	LOC6596260|XP_002021786.1|DPER, LOC6596259|XP_002021785.1|DPER	LOC115267271|XP_029730033.1|AEAL, LOC109621962|XP_029724969.1|AEAL, LOC109415053|XP_029724927.1|AEAL
OG0000603	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER	LOC109407343|XP_029727193.1|AEAL
OG0000604	LOC6596494|XP_002021568.1|DPER, LOC6596493|XP_002021567.1|DPER	LOC109402479|XP_019530712.1|AEAL, LOC115268623|XP_029732620.1|AEAL
OG0000605	LOC6593459|XP_002018597.1|DPER	LOC109429829|XP_029729193.1|AEAL, LOC109398299|XP_029720138.1|AEAL, LOC109398309|XP_019526202.2|AEAL, LOC109429834|XP_019561364.2|AEAL, LOC109429835|XP_029720136.1|AEAL, LOC109398310|XP_029729190.1|AEAL, LOC109429837|XP_019561368.2|AEAL, LOC109429838|XP_019561369.2|AEAL, LOC109398347|XP_019526242.2|AEAL
OG0000606	LOC113564920|XP_026840154.1|DPER	LOC109423284|XP_019553754.1|AEAL
OG0000607	LOC6587356|XP_002014194.1|DPER, LOC6594190|XP_002019821.1|DPER	LOC109423418|XP_019553946.1|AEAL, LOC109414557|XP_019543945.1|AEAL
OG0000608	LOC6591652|XP_026849674.1|DPER, LOC6591913|XP_026840311.1|DPER	LOC109399309|XP_029733070.1|AEAL, LOC109433355|XP_019565325.1|AEAL
OG0000609	LOC6595622|XP_002020696.1|DPER, LOC6597436|XP_026846369.1|DPER	LOC109416410|XP_029727763.1|AEAL, LOC109424015|XP_029727745.1|AEAL
OG0000610	LOC6595817|XP_002021295.2|DPER, LOC6592723|XP_002018090.1|DPER	LOC109401552|XP_029724515.1|AEAL, LOC115264691|XP_029724535.1|AEAL, LOC109402882|XP_029724478.1|AEAL
OG0000611	LOC6600868|XP_026841237.1|DPER	LOC109422358|XP_029729585.1|AEAL, LOC109424456|XP_029716841.1|AEAL
OG0000615	LOC113566642|XP_026848971.1|DPER, LOC6588205|XP_002013742.1|DPER	LOC109397869|XP_029710544.1|AEAL
OG0000616	LOC6601779|XP_002026814.2|DPER	LOC115254222|XP_029733238.1|AEAL, LOC109404704|XP_019533175.2|AEAL, LOC115269107|XP_029733374.1|AEAL, LOC109404727|XP_029733231.1|AEAL, LOC115269088|XP_029733297.1|AEAL
OG0000617	LOC6595121|XP_026840037.1|DPER, LOC6598703|XP_026851189.1|DPER	LOC109412435|XP_019541619.2|AEAL
OG0000618	LOC6595891|XP_002021432.1|DPER	LOC115263769|XP_029722968.1|AEAL, LOC109398219|XP_029716476.1|AEAL
OG0000619	LOC6591185|XP_002015909.1|DPER	LOC109398470|XP_019526394.3|AEAL
OG0000620	LOC6598554|XP_002023708.1|DPER, LOC6599632|XP_026849581.1|DPER	LOC109409698|XP_029707751.1|AEAL, LOC109411441|XP_029726027.1|AEAL
OG0000621	LOC6587924|XP_002013338.1|DPER, LOC6597394|XP_002022488.1|DPER	LOC109622528|XP_029716638.1|AEAL, LOC109409150|XP_029726276.1|AEAL
OG0000622	LOC6601663|XP_026847557.1|DPER, LOC6602712|XP_026849515.1|DPER	LOC109622843|XP_029711982.1|AEAL, LOC109622846|XP_029726597.1|AEAL
OG0000623	LOC6601015|XP_026849689.1|DPER, LOC6597190|XP_026845550.1|DPER	LOC115253428|XP_029718033.1|AEAL, LOC109420207|XP_019550075.1|AEAL, LOC109409984|XP_029725830.1|AEAL
OG0000624	LOC6592680|XP_002017947.2|DPER, LOC6592679|XP_002017946.1|DPER	LOC109425709|XP_019556571.1|AEAL
OG0000625	LOC6602966|XP_002027977.2|DPER, LOC6602967|XP_002027978.1|DPER	LOC109426095|XP_029730585.1|AEAL, LOC115267615|XP_029730610.1|AEAL, LOC109397994|XP_029730612.1|AEAL
OG0000626	LOC6593086|XP_002017719.1|DPER, LOC6592561|XP_002018243.1|DPER	LOC115266311|XP_029728165.1|AEAL, LOC109622267|XP_029728271.1|AEAL, LOC109414462|XP_029728193.1|AEAL
OG0000627	LOC6601405|XP_002026508.1|DPER, LOC6597278|XP_002022565.1|DPER	LOC109622818|XP_029715012.1|AEAL, LOC109397521|XP_029714603.1|AEAL
OG0000628	LOC6596263|XP_002021789.1|DPER, LOC6589333|XP_002014358.1|DPER	LOC109429097|XP_019560485.1|AEAL, LOC109421051|XP_019551086.1|AEAL
OG0000629	LOC6594077|XP_002019737.1|DPER, LOC6593669|XP_002018616.1|DPER	LOC109419884|XP_019549717.2|AEAL, LOC109420720|XP_029708887.1|AEAL, LOC115255144|XP_029708882.1|AEAL
OG0000630	LOC6598051|XP_002023144.1|DPER, LOC6598077|XP_026843309.1|DPER	LOC109420679|XP_019550650.1|AEAL
OG0000631	LOC113565754|XP_026844613.1|DPER, LOC6593410|XP_026843657.1|DPER	LOC109407688|XP_029708727.1|AEAL, LOC115255085|XP_029708724.1|AEAL, LOC109420639|XP_029708717.1|AEAL
OG0000632	LOC6595375|XP_026844828.1|DPER, LOC6595484|XP_002020656.1|DPER	LOC115265192|XP_029725327.1|AEAL, LOC109421347|XP_029726912.1|AEAL
OG0000634	LOC6596829|XP_026845974.1|DPER, LOC6596828|XP_002022009.2|DPER, LOC113566104|XP_026845962.1|DPER, LOC6596669|XP_002022007.2|DPER, LOC6596667|XP_026845963.1|DPER, LOC113566103|XP_026845961.1|DPER, LOC6596670|XP_002022008.1|DPER, LOC6596668|XP_002022006.1|DPER, LOC113566106|XP_026845964.1|DPER, LOC6592229|XP_026841170.1|DPER	LOC109401102|XP_029736361.1|AEAL, LOC109422553|XP_019552899.2|AEAL
OG0000635	LOC6600979|XP_002025877.1|DPER, LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER	LOC109422617|XP_029712249.1|AEAL
OG0000636	LOC6598048|XP_002023141.1|DPER, LOC6598049|XP_002023142.1|DPER	LOC109416141|XP_029719220.1|AEAL, LOC109416212|XP_019545748.2|AEAL
OG0000637	LOC6597824|XP_026846483.1|DPER, LOC6597768|XP_026846541.1|DPER	LOC109428744|XP_029734033.1|AEAL, LOC109397324|XP_029733923.1|AEAL, LOC109424548|XP_029733404.1|AEAL
OG0000638	LOC6587236|XP_002013485.1|DPER, LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER	LOC115253666|XP_029721245.1|AEAL, LOC109401283|XP_019933380.1|AEAL, LOC109621229|XP_029732643.1|AEAL, LOC109428588|XP_029721258.1|AEAL
