Orthogroup	DPER.longest_only	DSER.longest_only
OG0001877	LOC6598572|XP_002023635.1|DPER	LOC110179107|XP_020802154.1|DSER
OG0001878	LOC6587785|XP_002014049.1|DPER	LOC110185097|XP_020809450.1|DSER
OG0001879	LOC6591683|XP_026840156.1|DPER	LOC110191311|XP_020817783.1|DSER
OG0001880	LOC6594941|XP_002020310.1|DPER	LOC110191177|XP_020817601.1|DSER
OG0001881	LOC6588499|XP_002013949.1|DPER	LOC110188648|XP_020814085.1|DSER
OG0001882	LOC6587374|XP_026840072.1|DPER	LOC110186888|XP_020811847.1|DSER
OG0001883	LOC6595152|XP_026840276.1|DPER	LOC110191241|XP_020817678.1|DSER
OG0001884	LOC6587693|XP_002013698.1|DPER	LOC110177223|XP_020799503.1|DSER
OG0001885	LOC6595448|XP_026844142.1|DPER	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER
OG0001886	LOC6594919|XP_002020127.1|DPER	LOC110189150|XP_020814779.1|DSER
OG0001887	LOC6592264|XP_026842225.1|DPER	LOC110177313|XP_020799648.1|DSER
OG0001888	LOC6591810|XP_002017231.1|DPER	LOC110177118|XP_020799323.1|DSER
OG0001889	LOC6597372|XP_002022413.1|DPER	LOC110184407|XP_020808597.1|DSER
OG0001890	LOC6598547|XP_026846271.1|DPER, LOC6603342|XP_002028326.2|DPER	LOC110184632|XP_020808887.1|DSER
OG0001891	LOC6587658|XP_026846127.1|DPER	LOC110188198|XP_020813453.1|DSER
OG0001892	LOC6594402|XP_002019348.1|DPER	LOC110180481|XP_020803824.1|DSER
OG0001893	LOC6587733|XP_026850755.1|DPER	LOC110177380|XP_020799738.1|DSER
OG0001894	LOC6592898|XP_002017940.1|DPER	LOC110191586|XP_020818130.1|DSER
OG0001895	LOC6603485|XP_026846884.1|DPER	LOC110185393|XP_020809828.1|DSER
OG0001896	LOC6588722|XP_002014364.2|DPER	LOC110185359|XP_020809798.1|DSER
OG0001897	LOC6588372|XP_026840301.1|DPER	LOC110187728|XP_020812838.1|DSER
OG0001898	LOC6600209|XP_002025309.1|DPER	LOC110184268|XP_020808392.1|DSER
OG0001899	LOC6588187|XP_026841577.1|DPER	LOC110186821|XP_020811768.1|DSER
OG0001900	LOC6602356|XP_002027435.1|DPER	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER
OG0001901	LOC6593503|XP_002019144.2|DPER, LOC113565386|XP_026842983.1|DPER	LOC110183006|XP_020806854.1|DSER
OG0001902	LOC6591733|XP_026846694.1|DPER	LOC110187879|XP_020813025.1|DSER, LOC110185378|XP_020809819.1|DSER
OG0001903	LOC6603472|XP_002028451.2|DPER, LOC6594583|XP_002019288.2|DPER, LOC6603828|XP_002028787.2|DPER	LOC110176458|XP_020798470.1|DSER
OG0001904	LOC6588501|XP_026846266.1|DPER	LOC110188397|XP_020813780.1|DSER
OG0001905	LOC6594823|XP_002020018.1|DPER	LOC110176032|XP_020797903.1|DSER
OG0001906	LOC6587917|XP_026850896.1|DPER	LOC110177233|XP_020799523.1|DSER
OG0001907	LOC6603109|XP_002028094.2|DPER	LOC110184255|XP_020808376.1|DSER
OG0001908	LOC6596496|XP_002021570.1|DPER, LOC6595183|XP_002020039.1|DPER	LOC110177363|XP_020799715.1|DSER
OG0001909	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER	LOC110184343|XP_020808497.1|DSER
OG0001910	LOC6598641|XP_002023822.1|DPER	LOC110188590|XP_020814012.1|DSER
OG0001911	LOC6598604|XP_026850500.1|DPER	LOC110189210|XP_020814844.1|DSER
OG0001912	LOC6590328|XP_002016217.1|DPER	LOC110177746|XP_020800263.1|DSER
OG0001913	LOC6596645|XP_002021653.1|DPER	LOC110183438|XP_020807378.1|DSER
OG0001914	LOC6588339|XP_026840521.1|DPER	LOC110187722|XP_020812826.1|DSER
OG0001915	LOC6601250|XP_026849953.1|DPER	LOC110188816|XP_020814352.1|DSER
OG0001916	LOC6590072|XP_026840608.1|DPER	LOC110184077|XP_020808121.1|DSER
OG0001917	LOC113566350|XP_026847428.1|DPER	LOC110189118|XP_020814752.1|DSER
OG0001917	LOC6599856|XP_026847378.1|DPER	LOC110189127|XP_020814759.1|DSER
OG0001918	LOC6602785|XP_026847793.1|DPER	LOC110183561|XP_020807521.1|DSER
OG0001919	LOC6602115|XP_002027129.1|DPER	LOC110182449|XP_020806183.1|DSER
OG0001920	LOC6601100|XP_026847429.1|DPER	LOC110178788|XP_020801698.1|DSER
OG0001921	LOC6592646|XP_002017867.1|DPER	LOC110177794|XP_020800328.1|DSER
OG0001922	LOC6600842|XP_002025936.1|DPER	LOC110176060|XP_020797942.1|DSER
OG0001923	LOC6595956|XP_026845526.1|DPER	LOC110187701|XP_020812798.1|DSER
OG0001924	LOC6597984|XP_002023080.1|DPER	LOC110188784|XP_020814290.1|DSER
OG0001925	LOC6599495|XP_026849528.1|DPER	LOC110189052|XP_020814677.1|DSER
OG0001926	LOC6601213|XP_026848118.1|DPER	LOC110190670|XP_020816934.1|DSER
OG0001927	LOC6590388|XP_002015654.1|DPER	LOC110178358|XP_020801150.1|DSER
OG0001928	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER	LOC110185155|XP_020809517.1|DSER
OG0001929	LOC6603926|XP_026847898.1|DPER	LOC110185149|XP_020809509.1|DSER
OG0001930	LOC6592683|XP_026840840.1|DPER	LOC110189541|XP_020815331.1|DSER
OG0001931	LOC6596048|XP_002021232.2|DPER	LOC110185196|XP_020809580.1|DSER
OG0001932	LOC6596047|XP_002021231.2|DPER	LOC110183636|XP_020807614.1|DSER
OG0001932	LOC6596979|XP_026845627.1|DPER	LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER
OG0001933	LOC6590636|XP_002016139.1|DPER	LOC110180069|XP_020803350.1|DSER
OG0001934	LOC6601369|XP_002026539.1|DPER	LOC110184683|XP_020808955.1|DSER
OG0001935	LOC6599706|XP_026847450.1|DPER	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER
OG0001937	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER	LOC110177798|XP_020800346.1|DSER
OG0001938	LOC6593214|XP_002018474.1|DPER	LOC110179308|XP_020802453.1|DSER
OG0001939	LOC6592649|XP_002017985.1|DPER	LOC110179224|XP_020802320.1|DSER
OG0001940	LOC6590972|XP_002015777.2|DPER	LOC110181946|XP_020805545.1|DSER
OG0001941	LOC6601103|XP_026847431.1|DPER	LOC110178789|XP_020801701.1|DSER
OG0001942	LOC6590790|XP_026841863.1|DPER	LOC110189393|XP_020815101.1|DSER
OG0001943	LOC6599705|XP_026847451.1|DPER	LOC110190727|XP_020817008.1|DSER
OG0001944	LOC6601056|XP_026849764.1|DPER	LOC110178825|XP_020801751.1|DSER
OG0001945	LOC6591027|XP_026842602.1|DPER	LOC110182957|XP_020806806.1|DSER
OG0001946	LOC6602070|XP_002027176.1|DPER	LOC110191540|XP_020818071.1|DSER
OG0001947	LOC6593051|XP_026842271.1|DPER	LOC110191226|XP_020817651.1|DSER
OG0001948	LOC6601753|XP_002026828.1|DPER	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER
OG0001949	LOC6601166|XP_026848178.1|DPER	LOC110189877|XP_020815779.1|DSER
OG0001950	LOC6591340|XP_026842042.1|DPER	LOC110177231|XP_020799509.1|DSER
OG0001951	LOC6591275|XP_026841879.1|DPER	LOC110177670|XP_020800155.1|DSER
OG0001952	LOC6590634|XP_026842833.1|DPER	LOC110189230|XP_020814872.1|DSER
OG0001953	LOC6593194|XP_002018117.1|DPER	LOC110182765|XP_020806545.1|DSER
OG0001954	LOC6590610|XP_026842404.1|DPER, LOC113565028|XP_026840625.1|DPER	LOC110178349|XP_020801133.1|DSER
OG0001955	LOC6592738|XP_002017646.1|DPER	LOC110189499|XP_020815262.1|DSER
OG0001956	LOC6599854|XP_026847302.1|DPER	LOC110189098|XP_020814734.1|DSER
OG0001957	LOC6590557|XP_002015944.1|DPER	LOC110179342|XP_020802504.1|DSER
OG0001958	LOC6592261|XP_026840862.1|DPER	LOC110189304|XP_020814996.1|DSER
OG0001959	LOC6595987|XP_026845412.1|DPER	LOC110184657|XP_020808918.1|DSER
OG0001960	LOC6599595|XP_026849571.1|DPER	LOC110178727|XP_020801605.1|DSER
OG0001961	LOC6592290|XP_026841476.1|DPER	LOC110184057|XP_020808093.1|DSER
OG0001962	LOC6592899|XP_002017941.1|DPER	LOC110191581|XP_020818123.1|DSER
OG0001963	LOC6601006|XP_002026161.1|DPER	LOC110183559|XP_020807519.1|DSER
OG0001964	LOC6597137|XP_026845758.1|DPER	LOC110176702|XP_020798797.1|DSER
OG0001965	LOC6599542|XP_026849404.1|DPER	LOC110178787|XP_020801696.1|DSER
OG0001966	LOC6587522|XP_002013074.2|DPER	LOC110187851|XP_020812995.1|DSER
OG0001967	LOC6591134|XP_026841315.1|DPER	LOC110181114|XP_020804444.1|DSER
OG0001968	LOC6600625|XP_002025619.1|DPER	LOC110178648|XP_020801498.1|DSER
OG0001969	LOC6602048|XP_002027179.1|DPER	LOC110191614|XP_020818162.1|DSER
OG0001970	LOC6590085|XP_002016039.1|DPER	LOC110177059|XP_020799238.1|DSER
OG0001971	LOC6589951|XP_002016689.1|DPER	LOC110181801|XP_020805346.1|DSER
OG0001972	LOC6590579|XP_002015384.1|DPER	LOC110181190|XP_020804529.1|DSER
OG0001973	LOC6592608|XP_002018156.2|DPER	LOC110178455|XP_020801249.1|DSER
OG0001974	LOC6592675|XP_002018200.2|DPER	LOC110176999|XP_020799167.1|DSER
OG0001975	LOC6601187|XP_002026219.1|DPER	LOC110188859|XP_020814425.1|DSER
OG0001976	LOC6591176|XP_002015436.1|DPER	LOC110177838|XP_020800444.1|DSER
OG0001977	LOC6593423|XP_002019129.1|DPER	LOC110186031|XP_020810727.1|DSER
OG0001978	LOC6595713|XP_002020749.1|DPER	LOC110187470|XP_020812516.1|DSER
OG0001979	LOC6589527|XP_026843903.1|DPER	LOC110177001|XP_020799169.1|DSER
OG0001980	LOC113565630|XP_026843960.1|DPER, LOC6595579|XP_002020956.1|DPER	LOC110178207|XP_020800902.1|DSER
OG0001981	LOC6589178|XP_002015180.2|DPER	LOC110187384|XP_020812432.1|DSER, LOC110177654|XP_020800124.1|DSER
OG0001982	LOC113565482|XP_026843430.1|DPER	LOC110184511|XP_020808732.1|DSER
OG0001983	LOC6602649|XP_026843628.1|DPER	LOC110188122|XP_020813360.1|DSER
OG0001984	LOC113565714|XP_026844441.1|DPER	LOC110185871|XP_020810540.1|DSER
OG0001985	LOC6589232|XP_002014494.2|DPER	LOC110177884|XP_020800507.1|DSER
OG0001986	LOC6593344|XP_002018745.1|DPER	LOC110186079|XP_020810773.1|DSER
OG0001987	LOC6599949|XP_002025139.1|DPER	LOC110182580|XP_020806286.1|DSER
OG0001988	LOC6591090|XP_026842313.1|DPER	LOC110189297|XP_020814987.1|DSER, LOC110176787|XP_020798884.1|DSER
OG0001989	LOC6595701|XP_002020584.1|DPER	LOC110178185|XP_020800878.1|DSER
OG0001990	LOC6589011|XP_002014327.2|DPER	LOC110183371|XP_020807292.1|DSER
OG0001991	LOC6598133|XP_026843348.1|DPER	LOC110180592|XP_020803941.1|DSER
OG0001992	LOC6589297|XP_026844049.1|DPER	LOC110187325|XP_020812371.1|DSER
OG0001993	LOC6593558|XP_002018973.1|DPER	LOC110185078|XP_020809416.1|DSER
OG0001994	LOC6595069|XP_026843560.1|DPER	LOC110188237|XP_020813556.1|DSER
OG0001995	LOC6597942|XP_002023177.1|DPER	LOC110181357|XP_020804740.1|DSER, LOC110178694|XP_020801556.1|DSER
OG0001996	LOC6593961|XP_026842997.1|DPER	LOC110187394|XP_020812444.1|DSER
OG0001997	LOC6592354|XP_026841878.1|DPER	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER
OG0001998	LOC6592352|XP_002018424.1|DPER	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER
OG0001999	LOC6590613|XP_026842571.1|DPER	LOC110178274|XP_020801001.1|DSER
OG0002000	LOC6589121|XP_002015277.1|DPER	LOC110176945|XP_020799105.1|DSER
OG0002001	LOC6595706|XP_026844830.1|DPER	LOC110187468|XP_020812514.1|DSER
OG0002002	LOC6590386|XP_002015652.1|DPER	LOC110178362|XP_020801156.1|DSER
OG0002003	LOC6593492|XP_026843184.1|DPER	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER
OG0002004	LOC6595384|XP_026844669.1|DPER	LOC110187228|XP_020812284.1|DSER
OG0002005	LOC6593780|XP_026843087.1|DPER	LOC110185706|XP_020810336.1|DSER
OG0002006	LOC6593916|XP_026843808.1|DPER	LOC110182693|XP_020806446.1|DSER
OG0002007	LOC6589072|XP_026844954.1|DPER	LOC110183821|XP_020807832.1|DSER, LOC110181628|XP_020805095.1|DSER, LOC110181397|XP_020804790.1|DSER
OG0002008	LOC6603486|XP_026846829.1|DPER	LOC110185394|XP_020809831.1|DSER
OG0002009	LOC6600877|XP_002025941.1|DPER	LOC110179862|XP_020803123.1|DSER
OG0002010	LOC6593511|XP_002019152.1|DPER	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER
OG0002011	LOC6596534|XP_002021731.1|DPER	LOC110185601|XP_020810203.1|DSER
OG0002012	LOC6589863|XP_002015168.1|DPER	LOC110187401|XP_020812450.1|DSER
OG0002013	LOC6597977|XP_026843341.1|DPER	LOC110179874|XP_020803132.1|DSER
OG0002013	LOC6597979|XP_026843595.1|DPER	LOC110181451|XP_020804854.1|DSER
OG0002014	LOC6600869|XP_026840987.1|DPER	LOC110179210|XP_020802302.1|DSER
OG0002015	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER	LOC110177005|XP_020799174.1|DSER
OG0002016	LOC113565034|XP_026840758.1|DPER, LOC6592605|XP_026840890.1|DPER	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER
OG0002017	LOC6596585|XP_002021672.2|DPER	LOC110183462|XP_020807401.1|DSER
OG0002018	LOC6593557|XP_002018972.1|DPER	LOC110180580|XP_020803930.1|DSER
OG0002019	LOC6589381|XP_002015053.1|DPER	LOC110183995|XP_020808011.1|DSER
OG0002020	LOC6597965|XP_002023168.1|DPER	LOC110181362|XP_020804744.1|DSER
OG0002021	LOC6591133|XP_026841742.1|DPER	LOC110181102|XP_020804432.1|DSER
OG0002022	LOC6593460|XP_026843711.1|DPER	LOC110179897|XP_020803152.1|DSER
OG0002023	LOC6587207|XP_002013888.1|DPER	LOC110187649|XP_020812716.1|DSER
OG0002024	LOC6603554|XP_002028533.1|DPER	LOC110183352|XP_020807266.1|DSER
OG0002025	LOC6589849|XP_026844766.1|DPER	LOC110184012|XP_020808037.1|DSER
OG0002026	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER	LOC110179811|XP_020803074.1|DSER
OG0002027	LOC6590772|XP_002016460.2|DPER	LOC110180808|XP_020804147.1|DSER
OG0002028	LOC6590916|XP_026841035.1|DPER	LOC110191504|XP_020818029.1|DSER
OG0002029	LOC6600318|XP_026849106.1|DPER	LOC110176236|XP_020798194.1|DSER
OG0002030	LOC6600857|XP_002025994.1|DPER	LOC110176804|XP_020798905.1|DSER
OG0002031	LOC6592640|XP_026841327.1|DPER	LOC110189284|XP_020814967.1|DSER
OG0002032	LOC6594539|XP_002019369.1|DPER	LOC110187925|XP_020813095.1|DSER
OG0002033	LOC6598382|XP_002023407.2|DPER	LOC110181604|XP_020805062.1|DSER
OG0002034	LOC6596696|XP_026845813.1|DPER	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER
OG0002035	LOC6587944|XP_002014112.2|DPER	LOC110187929|XP_020813099.1|DSER
OG0002036	LOC6598622|XP_026840047.1|DPER	LOC110188754|XP_020814255.1|DSER
OG0002037	LOC113566713|XP_026849344.1|DPER	LOC110183557|XP_020807517.1|DSER
OG0002038	LOC6594207|XP_002019666.1|DPER	LOC110188051|XP_020813260.1|DSER
OG0002039	LOC113567321|XP_026850479.1|DPER	LOC110179905|XP_020803161.1|DSER
OG0002040	LOC6594366|XP_026850470.1|DPER	LOC110187948|XP_020813122.1|DSER
OG0002041	LOC6592464|XP_002017798.1|DPER	LOC110189738|XP_020815591.1|DSER
OG0002042	LOC6594195|XP_002019503.2|DPER	LOC110188523|XP_020813924.1|DSER
OG0002043	LOC6588225|XP_026850778.1|DPER	LOC110187687|XP_020812778.1|DSER
OG0002044	LOC6594887|XP_002020006.2|DPER	LOC110188662|XP_020814107.1|DSER
OG0002045	LOC6588121|XP_026850439.1|DPER	LOC110187820|XP_020812956.1|DSER
OG0002046	LOC6602638|XP_002027659.1|DPER	LOC110181701|XP_020805204.1|DSER
OG0002047	LOC6597682|XP_002022836.2|DPER	LOC110180145|XP_020803450.1|DSER
OG0002048	LOC6591484|XP_002017378.2|DPER	LOC110191771|XP_020818374.1|DSER
OG0002049	LOC6594587|XP_026850844.1|DPER	LOC110186490|XP_020811336.1|DSER
OG0002050	LOC6592111|XP_026851251.1|DPER, LOC113567464|XP_026851253.1|DPER	LOC110191844|XP_020818471.1|DSER
OG0002051	LOC6591053|XP_026841486.1|DPER, LOC6591054|XP_026842697.1|DPER	LOC110179354|XP_020802525.1|DSER
OG0002052	LOC6599869|XP_002024923.1|DPER	LOC110190750|XP_020817031.1|DSER
OG0002053	LOC6594338|XP_002019596.2|DPER	LOC110188293|XP_020813654.1|DSER
OG0002054	LOC6587533|XP_026850621.1|DPER	LOC110187970|XP_020813149.1|DSER
OG0002055	LOC6591870|XP_002017332.1|DPER	LOC110176651|XP_020798741.1|DSER
OG0002056	LOC6596231|XP_026845620.1|DPER	LOC110190754|XP_020817036.1|DSER
OG0002057	LOC6589507|XP_002015103.1|DPER	LOC110183391|XP_020807317.1|DSER
OG0002058	LOC6601131|XP_002026058.1|DPER	LOC110178815|XP_020801736.1|DSER
OG0002059	LOC6594015|XP_002019637.1|DPER	LOC110186775|XP_020811704.1|DSER
OG0002060	LOC6590993|XP_026841992.1|DPER	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER
OG0002061	LOC6590161|XP_002016583.1|DPER	LOC110191547|XP_020818079.1|DSER
OG0002062	LOC6603795|XP_026846626.1|DPER	LOC110181697|XP_020805199.1|DSER
OG0002063	LOC6600152|XP_002025235.1|DPER	LOC110187153|XP_020812229.1|DSER
OG0002064	LOC6603546|XP_026845769.1|DPER	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER
OG0002065	LOC6602725|XP_026849462.1|DPER	LOC110185341|XP_020809779.1|DSER
OG0002066	LOC6594178|XP_026850472.1|DPER	LOC110191929|XP_020818590.1|DSER
OG0002067	LOC6590917|XP_002015408.1|DPER	LOC110191510|XP_020818037.1|DSER
OG0002068	LOC6592901|XP_002017943.1|DPER	LOC110189567|XP_020815357.1|DSER
OG0002069	LOC6597916|XP_026843611.1|DPER	LOC110188779|XP_020814283.1|DSER
OG0002070	LOC6594021|XP_002019719.1|DPER	LOC110188084|XP_020813296.1|DSER
OG0002071	LOC6588494|XP_002013921.1|DPER	LOC110191193|XP_020817620.1|DSER
OG0002072	LOC6600899|XP_002025963.1|DPER	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER
OG0002073	LOC6596988|XP_026845642.1|DPER	LOC110176210|XP_020798135.1|DSER
OG0002074	LOC6590540|XP_026841601.1|DPER	LOC110177740|XP_020800256.1|DSER
OG0002075	LOC113565670|XP_026844199.1|DPER	LOC110176907|XP_020799055.1|DSER
OG0002076	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER	LOC110182887|XP_020806694.1|DSER
OG0002077	LOC6601033|XP_026849741.1|DPER	LOC110178659|XP_020801512.1|DSER
OG0002078	LOC6592773|XP_002018015.1|DPER	LOC110189789|XP_020815681.1|DSER
OG0002079	LOC6595998|XP_002021019.1|DPER	LOC110178549|XP_020801373.1|DSER
OG0002080	LOC6592394|XP_002017579.2|DPER	LOC110191440|XP_020817965.1|DSER
OG0002081	LOC6601330|XP_002026381.1|DPER	LOC110177373|XP_020799733.1|DSER
OG0002082	LOC6601587|XP_026842735.1|DPER	LOC110182085|XP_020805729.1|DSER
OG0002083	LOC6600086|XP_026845110.1|DPER	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER
OG0002084	LOC6590460|XP_002015851.1|DPER	LOC110177939|XP_020800579.1|DSER
OG0002085	LOC6592631|XP_026841336.1|DPER	LOC110176480|XP_020798507.1|DSER
OG0002086	LOC6590455|XP_026842510.1|DPER	LOC110177943|XP_020800584.1|DSER
OG0002087	LOC113566652|XP_026849013.1|DPER	LOC110178934|XP_020801886.1|DSER
OG0002088	LOC6601813|XP_026848589.1|DPER, LOC6601810|XP_026848460.1|DPER	LOC110184635|XP_020808892.1|DSER
OG0002089	LOC6592440|XP_026841197.1|DPER	LOC110189676|XP_020815493.1|DSER
OG0002090	LOC6595903|XP_002021442.1|DPER	LOC110190964|XP_020817313.1|DSER
OG0002091	LOC6601323|XP_002026374.1|DPER	LOC110181273|XP_020804647.1|DSER
OG0002092	LOC6599720|XP_026847347.1|DPER	LOC110188358|XP_020813725.1|DSER
OG0002093	LOC6601611|XP_002026647.1|DPER	LOC110177687|XP_020800168.1|DSER
OG0002094	LOC6591296|XP_002015625.1|DPER	LOC110191517|XP_020818044.1|DSER
OG0002095	LOC6602894|XP_026849664.1|DPER	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER
OG0002096	LOC6590298|XP_002016159.2|DPER	LOC110191278|XP_020817738.1|DSER
OG0002097	LOC6592694|XP_026841297.1|DPER	LOC110191871|XP_020818517.1|DSER
OG0002098	LOC6603788|XP_026848075.1|DPER	LOC110189900|XP_020815820.1|DSER
OG0002099	LOC6587719|XP_002013392.1|DPER	LOC110186426|XP_020811267.1|DSER
OG0002100	LOC6597072|XP_002022197.1|DPER	LOC110176207|XP_020798129.1|DSER
OG0002101	LOC6589922|XP_026840609.1|DPER	LOC110177963|XP_020800617.1|DSER
OG0002102	LOC6593161|XP_002018335.2|DPER	LOC110182878|XP_020806680.1|DSER
OG0002103	LOC6587994|XP_026850772.1|DPER	LOC110186718|XP_020811649.1|DSER
OG0002105	LOC6595524|XP_026844275.1|DPER	LOC110185994|XP_020810680.1|DSER
OG0002106	LOC6587248|XP_002013536.1|DPER	LOC110186570|XP_020811438.1|DSER
OG0002107	LOC6596576|XP_026843254.1|DPER	LOC110183408|XP_020807344.1|DSER
OG0002108	LOC6587579|XP_026851221.1|DPER, LOC6587574|XP_026849647.1|DPER, LOC6587582|XP_002013096.1|DPER	LOC110187769|XP_020812891.1|DSER
OG0002109	LOC6594890|XP_002019987.2|DPER	LOC110191162|XP_020817580.1|DSER
OG0002110	LOC6593480|XP_002018919.1|DPER	LOC110185031|XP_020809342.1|DSER
OG0002111	LOC6593498|XP_002019161.1|DPER	LOC110183039|XP_020806884.1|DSER
OG0002113	LOC6594853|XP_002020061.1|DPER	LOC110188059|XP_020813267.1|DSER
OG0002114	LOC6594971|XP_002020490.2|DPER	LOC110186737|XP_020811661.1|DSER, LOC110186735|XP_020811660.1|DSER
OG0002115	LOC6602145|XP_026842492.1|DPER	LOC110176857|XP_020798991.1|DSER, LOC110176856|XP_020798990.1|DSER
OG0002116	LOC6596557|XP_002021738.2|DPER	LOC110185814|XP_020810479.1|DSER
OG0002117	LOC6597298|XP_026846439.1|DPER	LOC110181741|XP_020805259.1|DSER
OG0002118	LOC113565812|XP_026844831.1|DPER	LOC110187751|XP_020812869.1|DSER
OG0002119	LOC6588089|XP_002013365.1|DPER	LOC110189484|XP_020815235.1|DSER
OG0002120	LOC6602558|XP_002027579.1|DPER	LOC110185469|XP_020809981.1|DSER
OG0002121	LOC6595231|XP_026840461.1|DPER	LOC110186855|XP_020811800.1|DSER
OG0002123	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER	LOC110176917|XP_020799068.1|DSER
OG0002124	LOC6601782|XP_026846965.1|DPER	LOC110176017|XP_020797885.1|DSER
OG0002125	LOC6590480|XP_002016666.1|DPER	LOC110177753|XP_020800273.1|DSER
OG0002126	LOC6601858|XP_026849329.1|DPER	LOC110176706|XP_020798803.1|DSER
OG0002127	LOC6597719|XP_026847044.1|DPER	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER
OG0002128	LOC6601772|XP_026847065.1|DPER	LOC110182636|XP_020806364.1|DSER
OG0002129	LOC6588580|XP_002013197.1|DPER	LOC110186947|XP_020811941.1|DSER
OG0002130	LOC6596745|XP_002021928.1|DPER	LOC110183549|XP_020807503.1|DSER, LOC110183491|XP_020807433.1|DSER
OG0002131	LOC6588390|XP_002012932.1|DPER	LOC110188284|XP_020813640.1|DSER
OG0002132	LOC6588821|XP_026844008.1|DPER	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER
OG0002133	LOC6599097|XP_002024422.2|DPER	LOC110180572|XP_020803925.1|DSER
OG0002134	LOC6596434|XP_002021615.1|DPER, LOC6602612|XP_002027639.1|DPER	LOC110178203|XP_020800898.1|DSER
OG0002135	LOC6599981|XP_026845128.1|DPER	LOC110182187|XP_020805851.1|DSER
OG0002136	LOC6595004|XP_002020461.1|DPER	LOC110190092|XP_020816060.1|DSER
OG0002137	LOC6587292|XP_026841232.1|DPER	LOC110191381|XP_020817894.1|DSER
OG0002138	LOC113566509|XP_026848250.1|DPER	LOC110184289|XP_020808433.1|DSER
OG0002139	LOC6597594|XP_026848881.1|DPER	LOC110184605|XP_020808857.1|DSER
OG0002140	LOC6597344|XP_002022546.1|DPER	LOC110179088|XP_020802133.1|DSER
OG0002141	LOC6591324|XP_002016797.1|DPER	LOC110179902|XP_020803158.1|DSER
OG0002142	LOC6591597|XP_002017543.1|DPER	LOC110176470|XP_020798489.1|DSER
OG0002143	LOC6595534|XP_026844258.1|DPER	LOC110186105|XP_020810809.1|DSER
OG0002144	LOC6602565|XP_026846895.1|DPER	LOC110184524|XP_020808754.1|DSER
OG0002145	LOC6594203|XP_026850281.1|DPER	LOC110187720|XP_020812823.1|DSER
OG0002146	LOC6591595|XP_002017541.1|DPER	LOC110176430|XP_020798438.1|DSER
OG0002147	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER	LOC110181777|XP_020805314.1|DSER
OG0002148	LOC6601681|XP_002026715.1|DPER	LOC110187571|XP_020812620.1|DSER
OG0002149	LOC6603492|XP_002028470.1|DPER	LOC110185441|XP_020809923.1|DSER
OG0002150	LOC6600394|XP_002025449.2|DPER	LOC110185534|XP_020810100.1|DSER
OG0002151	LOC6589012|XP_026844120.1|DPER	LOC110183366|XP_020807287.1|DSER
OG0002152	LOC6588199|XP_026847480.1|DPER	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER
OG0002153	LOC6595127|XP_026850966.1|DPER	LOC110186478|XP_020811324.1|DSER
OG0002154	LOC6596744|XP_002021927.2|DPER	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER
OG0002155	LOC6595169|XP_002020424.1|DPER	LOC110186839|XP_020811788.1|DSER
