Orthogroup	DPER.longest_only	DMEL.longest_only
OG0000923	LOC6588607|XP_002013143.1|DPER	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL
OG0000924	LOC6603232|XP_026845217.1|DPER	Tis11|NP_511141.2|DMEL
OG0000925	LOC6595306|XP_002020433.1|DPER	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL
OG0000926	LOC6591443|XP_002016966.1|DPER	CG34297|NP_001097696.1|DMEL
OG0000926	LOC6594239|XP_002019973.1|DPER	CG34274|NP_001097807.1|DMEL
OG0000927	LOC6587478|XP_026851109.1|DPER	TwdlP|NP_651485.1|DMEL
OG0000927	LOC6588632|XP_002013985.1|DPER	TwdlO|NP_651487.1|DMEL
OG0000928	LOC6593515|XP_002019206.1|DPER	CG17906|NP_609266.1|DMEL
OG0000928	LOC6593514|XP_002019205.1|DPER	CG9555|NP_609265.1|DMEL
OG0000929	LOC6596383|XP_002021536.2|DPER	Cyp309a2|NP_608689.2|DMEL
OG0000929	LOC6596382|XP_002021535.1|DPER	Cyp309a1|NP_608688.3|DMEL
OG0000930	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER	CG33258|NP_001034027.2|DMEL, CG13075|NP_648831.1|DMEL
OG0000931	LOC6589927|XP_026841117.1|DPER	CG13544|NP_611761.1|DMEL
OG0000931	LOC6602442|XP_002027477.2|DPER	CG31735|NP_723938.1|DMEL
OG0000932	LOC6596002|XP_026845375.1|DPER	CG7298|NP_649187.3|DMEL
OG0000932	LOC6596025|XP_002021024.2|DPER	CG7290|NP_649188.1|DMEL
OG0000933	LOC6593185|XP_002017900.1|DPER	CG17999|NP_611517.1|DMEL
OG0000933	LOC6593184|XP_002017899.1|DPER	CG9993|NP_611518.1|DMEL
OG0000934	LOC6604259|XP_002029176.1|DPER, LOC6590432|XP_002015728.1|DPER	Lcp4|NP_476622.1|DMEL, Lcp3|NP_476621.1|DMEL
OG0000935	LOC6587608|XP_026850512.1|DPER	Doa|NP_001014681.2|DMEL
OG0000936	LOC6592150|XP_026848428.1|DPER	CG41128|NP_001015402.3|DMEL
OG0000936	LOC6599140|XP_002024374.1|DPER	CG12479|NP_652484.1|DMEL
OG0000937	LOC6587331|XP_026850563.1|DPER	spz|NP_524526.1|DMEL
OG0000938	LOC113566537|XP_026848371.1|DPER	RpL37a|NP_573005.1|DMEL
OG0000939	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER	r2d2|NP_609152.1|DMEL
OG0000940	LOC6599599|XP_002024689.2|DPER	CG12091|NP_647619.1|DMEL
OG0000941	LOC113566184|XP_026846421.1|DPER	RpS28b|NP_572568.1|DMEL
OG0000942	LOC113566490|XP_026848093.1|DPER	CG33054|NP_788553.1|DMEL
OG0000943	LOC6590176|XP_026842496.1|DPER	Tret1-1|NP_610693.1|DMEL
OG0000943	LOC6589929|XP_002015880.1|DPER	Tret1-2|NP_610694.1|DMEL
OG0000944	LOC6599123|XP_026848288.1|DPER	ben|NP_511150.1|DMEL
OG0000945	LOC6601058|XP_026849742.1|DPER	CG9119|NP_612081.1|DMEL
OG0000946	LOC6589560|XP_002015269.1|DPER	Spn28Dc|NP_609172.1|DMEL
OG0000947	LOC6591001|XP_002016565.1|DPER	EbpIII|NP_524966.1|DMEL
OG0000948	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER	CycJ|NP_523903.1|DMEL
OG0000949	LOC6600062|XP_026845102.1|DPER	IP3K2|NP_572873.2|DMEL
OG0000950	LOC6602904|XP_026849671.1|DPER	Shawn|NP_001285448.1|DMEL
OG0000950	LOC6594120|XP_002019542.2|DPER	CG2616|NP_649731.1|DMEL
OG0000951	LOC6598701|XP_002023880.1|DPER	Prosalpha2|NP_524328.1|DMEL
OG0000952	LOC6595403|XP_002020876.2|DPER	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL
OG0000954	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER	CG8343|NP_610207.1|DMEL
OG0000955	LOC6595114|XP_002020188.1|DPER	Ir94d|NP_001138099.1|DMEL
OG0000955	LOC6595113|XP_002020187.1|DPER	Ir94e|NP_001097885.2|DMEL
OG0000956	LOC6594446|XP_002019911.1|DPER	CG16727|NP_650818.1|DMEL
OG0000956	LOC6594329|XP_026850339.1|DPER	CG7333|NP_650814.2|DMEL
OG0000957	LOC6590178|XP_026842773.1|DPER	CG14491|NP_611276.1|DMEL
OG0000957	LOC6589982|XP_002016330.1|DPER	CG14492|NP_611275.2|DMEL
OG0000958	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER	CG14384|NP_650241.1|DMEL
OG0000958	LOC6592506|XP_002018322.1|DPER	CG43106|NP_001246518.1|DMEL
OG0000959	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER	HipHop|NP_649061.1|DMEL, ms_3_K81|NP_651510.1|DMEL
OG0000960	LOC6596763|XP_002021916.2|DPER	CG3795|NP_569939.2|DMEL
OG0000961	LOC6601868|XP_002026917.2|DPER	CG17027|NP_648823.1|DMEL
OG0000961	LOC6601871|XP_002026920.1|DPER	CG17026|NP_648820.1|DMEL
OG0000962	LOC6595103|XP_002020177.1|DPER	Ugt303B1|NP_651153.1|DMEL, Ugt303B3|NP_651152.1|DMEL, Ugt303B2|NP_651154.1|DMEL
OG0000963	LOC6601775|XP_002026810.1|DPER	CG15043|NP_573300.1|DMEL
OG0000964	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL
OG0000965	LOC6600658|XP_026848620.1|DPER	t|NP_572543.1|DMEL
OG0000966	LOC6595173|XP_002020428.1|DPER	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL
OG0000968	LOC6599768|XP_002024888.1|DPER	Mipp1|NP_524109.2|DMEL
OG0000969	LOC6600916|XP_002025925.1|DPER	Prosalpha3|NP_476691.1|DMEL
OG0000970	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER	mil|NP_651592.2|DMEL
OG0000971	LOC6589751|XP_026844021.1|DPER	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL
OG0000972	LOC6601465|XP_026847757.1|DPER	CG13295|NP_648021.1|DMEL
OG0000973	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER	CG3526|NP_726832.2|DMEL
OG0000974	LOC6603288|XP_002028269.1|DPER	Gr64b|NP_728921.1|DMEL
OG0000975	LOC6588475|XP_002012986.1|DPER, LOC6594595|XP_002019385.1|DPER	sea|NP_001027175.1|DMEL
OG0000976	LOC6591570|XP_026847216.1|DPER	CG45263|NP_731246.2|DMEL
OG0000977	LOC6594499|XP_026850299.1|DPER	CG42404|NP_650437.4|DMEL
OG0000978	LOC6594613|XP_002019836.1|DPER	CG11825|NP_001260865.1|DMEL
OG0000979	LOC6592635|XP_026841348.1|DPER	qkr58E-3|NP_477306.3|DMEL
OG0000980	LOC6588455|XP_002012991.1|DPER	Gr97a|NP_001287551.1|DMEL
OG0000980	LOC6598805|XP_026851187.1|DPER	Gr94a|NP_732816.1|DMEL
OG0000981	LOC6589390|XP_002014351.1|DPER	CG31715|NP_723568.1|DMEL
OG0000982	LOC113567341|XP_026850659.1|DPER	I-t|NP_524323.2|DMEL, CG5509|NP_650204.1|DMEL
OG0000984	LOC113565425|XP_026843167.1|DPER	Muc96D|NP_733106.2|DMEL
OG0000984	LOC113565659|XP_026844128.1|DPER	Muc26B|NP_652552.1|DMEL
OG0000985	LOC6592664|XP_026840975.1|DPER	CG42561|NP_001163180.1|DMEL
OG0000985	LOC113565049|XP_026840976.1|DPER	CG42562|NP_611245.2|DMEL
OG0000986	LOC6588878|XP_002015331.1|DPER	CG31815|NP_723979.1|DMEL
OG0000986	LOC6593743|XP_026843669.1|DPER	CG11629|NP_610125.1|DMEL
OG0000987	LOC6597222|XP_002022599.2|DPER	CG31609|NP_723444.2|DMEL
OG0000987	LOC6595116|XP_002020190.2|DPER	CG31515|NP_732865.2|DMEL
OG0000988	LOC6589693|XP_002015206.1|DPER	zuc|NP_609530.1|DMEL
OG0000990	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL
OG0000991	LOC6598182|XP_026846152.1|DPER	CG33181|NP_001096908.1|DMEL
OG0000992	LOC6587813|XP_002014097.1|DPER	CG13827|NP_001247263.1|DMEL
OG0000993	LOC6594900|XP_002020500.1|DPER	Rpp14b|NP_651769.1|DMEL
OG0000994	LOC6599276|XP_002024271.2|DPER	CG4666|NP_572292.1|DMEL
OG0000995	LOC6593313|XP_002018652.1|DPER	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL
OG0000996	LOC6600948|XP_002026019.1|DPER	PI31|NP_610715.1|DMEL
OG0000997	LOC6590895|XP_026840602.1|DPER	Drl-2|NP_610835.2|DMEL
OG0000998	LOC113566327|XP_026847309.1|DPER	mthl10|NP_788446.2|DMEL
OG0000999	LOC6597395|XP_002022489.1|DPER	RpL22|NP_477134.1|DMEL
OG0001000	LOC6603247|XP_026841996.1|DPER	conu|NP_001036454.1|DMEL
OG0001001	LOC6593132|XP_026842467.1|DPER	unc-5|NP_611033.2|DMEL
OG0001002	LOC113565648|XP_026844089.1|DPER	Ugt301D1|NP_609882.1|DMEL
OG0001003	LOC6594369|XP_002019337.2|DPER	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL
OG0001004	LOC6594320|XP_002019363.1|DPER	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL
OG0001005	LOC6600156|XP_002025239.2|DPER	CG10700|NP_609942.1|DMEL, CG4199|NP_569976.1|DMEL
OG0001006	LOC6600640|XP_002025651.2|DPER	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL
OG0001007	LOC6590156|XP_002016578.1|DPER	eEF5|NP_611878.1|DMEL
OG0001008	LOC6603108|XP_002028093.1|DPER	UQCR-14|NP_573110.1|DMEL
OG0001009	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL
OG0001010	LOC6595599|XP_002020947.2|DPER	ovm|NP_722607.1|DMEL
OG0001011	LOC6602662|XP_026845926.1|DPER	BthD|NP_572903.3|DMEL
OG0001011	LOC113565632|XP_026843970.1|DPER	CG15147|NP_609854.1|DMEL
OG0001012	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER	CG15646|NP_573051.1|DMEL, CG12708|NP_001138199.1|DMEL
OG0001013	LOC113566022|XP_026845559.1|DPER	CG5897|NP_001356901.1|DMEL
OG0001013	LOC6596028|XP_002021027.1|DPER	CG6933|NP_730495.1|DMEL
OG0001014	LOC6602288|XP_002027347.2|DPER	CG34116|NP_001036616.1|DMEL
OG0001014	LOC6602325|XP_002027339.1|DPER	CG11560|NP_001303392.1|DMEL
OG0001015	LOC6597881|XP_026846934.1|DPER	CG1889|NP_727376.2|DMEL
OG0001015	LOC6597882|XP_026846977.1|DPER	CG1791|NP_572591.1|DMEL
OG0001016	LOC6598500|XP_002023588.1|DPER	CG5107|NP_651401.1|DMEL, CG8664|NP_573211.1|DMEL
OG0001017	LOC6601589|XP_002026610.2|DPER	CG34189|NP_001097347.1|DMEL
OG0001017	LOC6601601|XP_002026622.2|DPER	Acp62F|NP_523892.1|DMEL, CG33259|NP_996090.1|DMEL
OG0001018	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER	tbrd-1|NP_001369030.1|DMEL
OG0001019	LOC6587304|XP_002013005.1|DPER	RYa-R|NP_001287552.1|DMEL
OG0001020	LOC6599375|XP_002024549.1|DPER	GstT3|NP_001162808.1|DMEL
OG0001021	LOC113565421|XP_026843158.1|DPER	Tsp|NP_001137802.1|DMEL
OG0001022	LOC6602844|XP_002027870.1|DPER	sun|NP_524682.1|DMEL
OG0001024	LOC6588193|XP_002012994.1|DPER	CG31075|NP_001247324.1|DMEL
OG0001025	LOC6596133|XP_002021097.1|DPER	CAH2|NP_648555.1|DMEL
OG0001026	LOC6590551|XP_002016231.1|DPER	CG14763|NP_610340.1|DMEL
OG0001027	LOC6595821|XP_026845283.1|DPER	Indy|NP_730363.2|DMEL
OG0001028	LOC6596609|XP_002021605.1|DPER	UK114|NP_609747.1|DMEL
OG0001029	LOC6592205|XP_002017840.1|DPER	cag|NP_477207.1|DMEL
OG0001031	LOC6593647|XP_026844596.1|DPER	CG42748|NP_001260684.1|DMEL
OG0001032	LOC6597923|XP_026843427.1|DPER	klhl10|NP_001015100.2|DMEL
OG0001033	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER	BoYb|NP_649430.1|DMEL
OG0001034	LOC6602157|XP_026847975.1|DPER	Hml|NP_524060.2|DMEL
OG0001035	LOC6597788|XP_002022920.1|DPER	CG40486|NP_001036312.1|DMEL
OG0001035	LOC6597841|XP_002022919.2|DPER	CG40485|NP_001036313.1|DMEL
OG0001036	LOC6597431|XP_026846564.1|DPER	CG31819|NP_723954.1|DMEL
OG0001036	LOC6594089|XP_002019795.1|DPER	CG14316|NP_650676.2|DMEL
OG0001037	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER	CG32081|NP_729646.1|DMEL
OG0001038	LOC6594210|XP_002019669.1|DPER	CG33934|NP_001163660.1|DMEL
OG0001038	LOC6594211|XP_002019670.1|DPER	Indy-2|NP_001027201.1|DMEL
OG0001039	LOC6587420|XP_002013503.1|DPER, LOC6587178|XP_002013502.1|DPER	CG14850|NP_650371.1|DMEL
OG0001041	LOC113567379|XP_026850833.1|DPER	TotA|NP_536778.2|DMEL, TotC|NP_536779.2|DMEL, TotB|NP_524422.1|DMEL
OG0001042	LOC6595062|XP_002020416.1|DPER	Cyp4c3|NP_524598.1|DMEL
OG0001043	LOC6597811|XP_002022943.1|DPER	CG7860|NP_573039.1|DMEL
OG0001044	LOC6590851|XP_002016364.1|DPER	tor|NP_476762.1|DMEL
OG0001045	LOC6590815|XP_026841175.1|DPER	ADPS|NP_611006.1|DMEL
OG0001046	LOC6592667|XP_002018391.1|DPER	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL
OG0001047	LOC6592751|XP_002017868.1|DPER	cid|NP_523730.2|DMEL
OG0001048	LOC6592711|XP_002018078.1|DPER	CG13492|NP_726121.3|DMEL
OG0001049	LOC6599675|XP_002024807.2|DPER	CG11357|NP_001097505.1|DMEL
OG0001050	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL
OG0001051	LOC6589449|XP_002014476.1|DPER	ppk16|NP_001334673.1|DMEL
OG0001052	LOC6589073|XP_002014522.1|DPER	CG17292|NP_609216.1|DMEL
OG0001053	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER	NO66|NP_572160.1|DMEL
OG0001054	LOC6587843|XP_002012745.1|DPER	rumi|NP_651095.1|DMEL
OG0001054	LOC6587777|XP_002012746.1|DPER	CG31139|NP_732797.1|DMEL
OG0001055	LOC6594157|XP_026840245.1|DPER	CG6830|NP_650103.1|DMEL, CG6834|NP_650104.2|DMEL
OG0001056	LOC6603665|XP_026845775.1|DPER	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL
OG0001057	LOC6593374|XP_002019040.1|DPER	Aldh|NP_609285.1|DMEL
OG0001058	LOC6596934|XP_026845640.1|DPER	CG2556|NP_572805.1|DMEL
OG0001059	LOC6599082|XP_026849010.1|DPER	Mi-2|NP_001014591.1|DMEL
OG0001060	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER	Arl6IP1|NP_650570.1|DMEL
OG0001061	LOC6598636|XP_002023817.1|DPER	CG33630|NP_001027166.1|DMEL
OG0001061	LOC6598635|XP_002023816.2|DPER	CG33631|NP_001027167.1|DMEL
OG0001062	LOC6588645|XP_002013255.1|DPER	glob3|NP_649597.3|DMEL
OG0001062	LOC6587409|XP_002013254.2|DPER	glob2|NP_649669.3|DMEL
OG0001063	LOC6602588|XP_002027612.1|DPER	CG32642|NP_727651.2|DMEL
OG0001063	LOC6602591|XP_002027615.2|DPER	CG12716|NP_572845.1|DMEL
OG0001064	LOC6596975|XP_002022139.2|DPER	Ir11a|NP_572795.2|DMEL
OG0001064	LOC6597627|XP_002022730.2|DPER	Ir7a|NP_572406.1|DMEL
OG0001065	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER	tea|NP_724855.2|DMEL
OG0001066	LOC6600740|XP_002025778.2|DPER	et|NP_001245761.1|DMEL
OG0001067	LOC6602450|XP_026843674.1|DPER	CG13245|NP_652575.1|DMEL
OG0001067	LOC113565559|XP_026843675.1|DPER	CG43816|NP_001260478.1|DMEL
OG0001068	LOC113566663|XP_026849043.1|DPER	CG4835|NP_647965.3|DMEL
OG0001068	LOC6596011|XP_002021000.1|DPER	CG7248|NP_648530.1|DMEL
OG0001069	LOC6601306|XP_002026344.2|DPER	Ssl|NP_523848.2|DMEL
OG0001070	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER	CG31482|NP_731097.1|DMEL
OG0001071	LOC6596647|XP_002021655.1|DPER	lectin-33A|NP_001097145.1|DMEL
OG0001072	LOC6600589|XP_002025644.2|DPER	CG14130|NP_648511.2|DMEL
OG0001073	LOC6598750|XP_002023784.2|DPER	Tl|NP_001262995.1|DMEL
OG0001074	LOC6590379|XP_002015481.1|DPER	Mp20|NP_001014522.2|DMEL
OG0001075	LOC6601212|XP_026848096.1|DPER	Idh|NP_001137910.2|DMEL
OG0001077	LOC6592151|XP_002016807.1|DPER	CG40228|NP_001104426.1|DMEL
OG0001078	LOC6601724|XP_026847007.1|DPER	Cyp18a1|NP_728191.1|DMEL
OG0001079	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER	pav|NP_477025.1|DMEL
OG0001080	LOC6601038|XP_026849752.1|DPER	Klp61F|NP_476818.1|DMEL
OG0001081	LOC113565172|XP_026842217.1|DPER	CG4572|NP_650836.1|DMEL
OG0001082	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER	exu|NP_725995.1|DMEL
OG0001083	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER	mkg-p|NP_648219.1|DMEL
OG0001084	LOC6590304|XP_026840668.1|DPER	chk|NP_001163063.1|DMEL
OG0001085	LOC6602130|XP_002027102.1|DPER	Gp210|NP_610184.2|DMEL
OG0001086	LOC6590020|XP_002016574.1|DPER	gammaSnap1|NP_477469.1|DMEL
OG0001087	LOC6589737|XP_002015141.1|DPER	cmet|NP_524993.3|DMEL, cana|NP_001027247.1|DMEL
OG0001088	LOC6600581|XP_026847597.1|DPER	CG13313|NP_648267.1|DMEL
OG0001089	LOC6599787|XP_026847285.1|DPER	CG1316|NP_647887.1|DMEL
OG0001090	LOC6595874|XP_026845576.1|DPER	Awh|NP_001261379.1|DMEL
OG0001092	LOC6593748|XP_002018852.1|DPER	TfIIS|NP_476967.1|DMEL
OG0001093	LOC6598113|XP_002023269.1|DPER	l_2_34Fc|NP_609710.1|DMEL
OG0001094	LOC6598086|XP_026843510.1|DPER	CG46301|NP_001334737.1|DMEL
OG0001095	LOC6602657|XP_002027676.2|DPER	CG7461|NP_611409.2|DMEL
OG0001096	LOC6595704|XP_026844660.1|DPER	Irk3|NP_001137835.2|DMEL
OG0001097	LOC113565686|XP_026844277.1|DPER	l_2_41Ab|NP_001104357.1|DMEL
OG0001098	LOC6602802|XP_026847858.1|DPER	CG14135|NP_001261721.1|DMEL
OG0001099	LOC6602991|XP_002028018.1|DPER	AsnS|NP_996132.1|DMEL
OG0001100	LOC6594666|XP_026841605.1|DPER	CG40160|NP_001015213.3|DMEL
OG0001101	LOC6589976|XP_026840594.1|DPER	CG30460|NP_611186.2|DMEL
OG0001102	LOC6601953|XP_026849623.1|DPER	fz|NP_001261836.1|DMEL
OG0001103	LOC6598605|XP_002023850.1|DPER	Decay|NP_477462.1|DMEL
OG0001104	LOC6591285|XP_026841023.1|DPER	Den1|NP_001163126.1|DMEL
OG0001105	LOC6602893|XP_002027916.1|DPER	CG8860|NP_610738.1|DMEL
OG0001106	LOC6602541|XP_026846779.1|DPER	pan|NP_726528.2|DMEL
OG0001108	LOC6592125|XP_002016832.1|DPER	CG33342|NP_001097904.1|DMEL
OG0001108	LOC6592113|XP_002016839.1|DPER	CG17784|NP_651254.1|DMEL
OG0001109	LOC6590226|XP_002016075.2|DPER	Obp50d|NP_725388.2|DMEL
OG0001109	LOC6590227|XP_026842893.1|DPER	Obp50c|NP_725387.3|DMEL
OG0001110	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER	CG32641|NP_727675.1|DMEL, CG32640|NP_727674.1|DMEL
OG0001111	LOC6589997|XP_002016047.1|DPER	CG9825|NP_611723.3|DMEL, CG12490|NP_611722.2|DMEL, CG30265|NP_611721.2|DMEL
OG0001112	LOC6590441|XP_002015868.1|DPER	ord|NP_726303.1|DMEL
OG0001113	LOC6602451|XP_002027464.1|DPER	CG34167|NP_001097165.1|DMEL
OG0001113	LOC6602449|XP_002027462.1|DPER	CG31820|NP_723947.1|DMEL
OG0001114	LOC6596588|XP_002021675.1|DPER	CG17139|NP_001033898.1|DMEL, CG17140|NP_001033896.1|DMEL
OG0001115	LOC6588890|XP_002014678.2|DPER	CG43339|NP_001163009.2|DMEL, Mst36Fa|NP_724121.3|DMEL, Mst36Fb|NP_001163010.1|DMEL
OG0001116	LOC6591127|XP_026842706.1|DPER	CG12902|NP_610578.1|DMEL
OG0001116	LOC6591128|XP_002016488.1|DPER	CG46298|NP_610577.3|DMEL
OG0001117	LOC6598915|XP_002024102.2|DPER, LOC6598896|XP_026847934.1|DPER	CG16775|NP_649022.2|DMEL
OG0001118	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER	Rrp47|NP_573092.1|DMEL
OG0001119	LOC6594399|XP_002019345.1|DPER	scro|NP_001015473.1|DMEL
OG0001120	LOC6598804|XP_026851183.1|DPER	p53|NP_996267.1|DMEL
OG0001122	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER	Aplip1|NP_728573.1|DMEL
OG0001124	LOC6588595|XP_026850803.1|DPER	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL
OG0001125	LOC6587936|XP_002013333.1|DPER	MFS9|NP_650889.1|DMEL
OG0001126	LOC6600320|XP_026849097.1|DPER	sif|NP_001261446.1|DMEL
OG0001127	LOC6596010|XP_002020999.1|DPER	obst-G|NP_648529.1|DMEL
OG0001128	LOC6590181|XP_002016334.2|DPER	dpr13|NP_001033956.2|DMEL
OG0001129	LOC6588784|XP_026843915.1|DPER	CG9044|NP_001260114.1|DMEL
OG0001130	LOC6589276|XP_002014454.1|DPER	TbCMF46|NP_609325.2|DMEL
OG0001130	LOC6602924|XP_002027947.2|DPER	Ppr-Y|NP_001015502.3|DMEL
OG0001131	LOC6601989|XP_026846838.1|DPER	gw|NP_726596.1|DMEL
OG0001133	LOC6596614|XP_026843742.1|DPER	spir|NP_724254.1|DMEL
OG0001134	LOC6590624|XP_026841099.1|DPER	hrg|NP_001261097.1|DMEL
OG0001135	LOC6588013|XP_002013605.1|DPER	CG3061|NP_650328.1|DMEL
OG0001136	LOC6592073|XP_002017522.1|DPER	pum|NP_731314.1|DMEL
OG0001137	LOC6588247|XP_002013400.1|DPER	CG11693|NP_001246985.1|DMEL
OG0001138	LOC6601036|XP_026849753.1|DPER	galene|NP_612084.1|DMEL
OG0001139	LOC6602846|XP_002027875.1|DPER	CG11263|NP_648618.1|DMEL
OG0001140	LOC6594883|XP_026843503.1|DPER	CG31161|NP_732772.2|DMEL, CCY|NP_001303589.1|DMEL
OG0001141	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER	CG15695|NP_650920.3|DMEL
OG0001142	LOC6598694|XP_002023948.1|DPER	GluRIID|NP_651982.1|DMEL
OG0001142	LOC6598693|XP_026851074.1|DPER	GluRIIE|NP_001036733.1|DMEL
OG0001143	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER	Adh|NP_001027266.1|DMEL
OG0001144	LOC6601600|XP_002026621.1|DPER	CG34457|NP_001097339.1|DMEL
OG0001145	LOC6593094|XP_002017725.1|DPER	GstT1|NP_610509.2|DMEL
OG0001145	LOC6593095|XP_002017726.1|DPER	GstT2|NP_724816.3|DMEL
OG0001146	LOC6593715|XP_002018894.2|DPER	CG10859|NP_609651.1|DMEL
OG0001146	LOC6599979|XP_002025168.1|DPER	CG1571|NP_572435.1|DMEL
OG0001147	LOC6600968|XP_002026006.1|DPER	CG34002|NP_001034029.2|DMEL
OG0001148	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER	CG16704|NP_608797.1|DMEL
OG0001149	LOC6597168|XP_002022346.1|DPER	CG8539|NP_648130.2|DMEL
OG0001150	LOC6590946|XP_026841666.1|DPER	CG4250|NP_001246468.1|DMEL
OG0001151	LOC6594445|XP_002019910.1|DPER	CG17751|NP_650816.3|DMEL, CG17752|NP_650817.1|DMEL
OG0001152	LOC6587711|XP_002013288.2|DPER	CG16898|NP_611452.2|DMEL, CG33301|NP_001285793.1|DMEL
OG0001153	LOC6590367|XP_026840936.1|DPER	TBPH|NP_477400.1|DMEL
