Orthogroup	DPER.longest_only	DSEC.longest_only
OG0000217	LOC6597347|XP_002022549.1|DPER	LOC6612474|XP_032582439.1|DSEC
OG0000217	LOC6597348|XP_002022550.1|DPER	LOC6612473|XP_002036981.1|DSEC
OG0000218	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER	LOC6613231|XP_032583530.1|DSEC
OG0000218	LOC6588857|XP_002015087.1|DPER	LOC6613234|XP_002037711.1|DSEC
OG0000218	LOC6588858|XP_002015088.1|DPER	LOC6613233|XP_032583317.1|DSEC
OG0000219	LOC6590590|XP_026841508.1|DPER	LOC6607929|XP_002032679.2|DSEC
OG0000219	LOC6590884|XP_026841510.1|DPER	LOC6607926|XP_032570999.1|DSEC
OG0000219	LOC6590592|XP_026841509.1|DPER	LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC
OG0000220	LOC6603022|XP_002028043.1|DPER	LOC6604973|XP_002029816.1|DSEC
OG0000220	LOC6603020|XP_002028041.1|DPER	LOC6604977|XP_002029820.1|DSEC
OG0000220	LOC6603021|XP_002028042.1|DPER	LOC6604975|XP_002029818.1|DSEC
OG0000221	LOC6592960|XP_002017962.1|DPER	LOC6608912|XP_002033626.1|DSEC
OG0000221	LOC6588577|XP_002013622.2|DPER	LOC6606431|XP_002031235.1|DSEC
OG0000221	LOC6592959|XP_026841017.1|DPER	LOC6608913|XP_002033627.1|DSEC
OG0000222	LOC6598101|XP_002023243.2|DPER	LOC6611229|XP_002035785.1|DSEC
OG0000223	LOC6591058|XP_002016640.2|DPER, LOC6601011|XP_026849708.1|DPER	LOC6606047|XP_002030858.1|DSEC
OG0000223	LOC6597131|XP_002022319.1|DPER	LOC6611134|XP_032574946.1|DSEC
OG0000223	LOC6595822|XP_026845396.1|DPER	LOC6610802|XP_002035368.1|DSEC
OG0000224	LOC6592904|XP_026840866.1|DPER	LOC6609804|XP_002034458.1|DSEC
OG0000224	LOC6592353|XP_002018425.1|DPER	LOC6618874|XP_032572018.1|DSEC
OG0000225	LOC113566005|XP_026845454.1|DPER	LOC116801546|XP_032577762.1|DSEC
OG0000225	LOC6592129|XP_026839946.1|DPER	LOC6607740|XP_032578096.1|DSEC
OG0000225	LOC6592112|XP_002016838.2|DPER	LOC6607739|XP_002032502.2|DSEC
OG0000226	LOC6602823|XP_002027825.2|DPER	LOC6605101|XP_032574461.1|DSEC
OG0000226	LOC6602822|XP_002027824.1|DPER	LOC6605103|XP_002029944.1|DSEC
OG0000226	LOC6602817|XP_002027819.2|DPER	LOC6605107|XP_002029948.2|DSEC
OG0000228	LOC6594401|XP_002019347.1|DPER	LOC6620611|XP_002044814.1|DSEC
OG0000228	LOC113564959|XP_026840570.1|DPER	LOC6613926|XP_002038391.1|DSEC
OG0000228	LOC6596405|XP_026843531.1|DPER	LOC6615205|XP_002039615.1|DSEC, LOC6611369|XP_032577317.1|DSEC
OG0000229	LOC6587187|XP_026840041.1|DPER	LOC6617174|XP_032576428.1|DSEC
OG0000229	LOC6594363|XP_026850362.1|DPER	LOC6620074|XP_032576444.1|DSEC
OG0000230	LOC6601345|XP_002026389.1|DPER	LOC6609376|XP_032570615.1|DSEC
OG0000230	LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER	LOC6609375|XP_002034064.1|DSEC
OG0000231	LOC6602220|XP_026843182.1|DPER, LOC6602219|XP_026843183.1|DPER, LOC6602218|XP_002027295.1|DPER	LOC6617779|XP_032583103.1|DSEC, LOC6617778|XP_002042090.1|DSEC, LOC6617777|XP_002042089.1|DSEC, LOC6617780|XP_002042092.1|DSEC
OG0000232	LOC6591535|XP_002017319.2|DPER	LOC6616911|XP_002041241.2|DSEC
OG0000232	LOC6590307|XP_002015511.1|DPER	LOC6607884|XP_002032638.1|DSEC
OG0000232	LOC6590306|XP_002015510.2|DPER	LOC6607883|XP_002032637.1|DSEC
OG0000233	LOC6595052|XP_026846751.1|DPER	LOC6612753|XP_002037256.1|DSEC
OG0000233	LOC6598675|XP_002023762.2|DPER	LOC6612990|XP_002037481.1|DSEC
OG0000233	LOC6598677|XP_002023764.1|DPER	LOC6619547|XP_032577859.1|DSEC
OG0000234	LOC113565260|XP_026842896.1|DPER	LOC6609130|XP_032571394.1|DSEC, LOC116800186|XP_032571393.1|DSEC
OG0000234	LOC6590230|XP_026842894.1|DPER	LOC6609131|XP_032571390.1|DSEC
OG0000235	LOC6588111|XP_002013388.1|DPER	LOC6619526|XP_002043741.1|DSEC
OG0000235	LOC6587804|XP_002013387.1|DPER	LOC6619525|XP_002043740.1|DSEC
OG0000235	LOC6587986|XP_002013386.1|DPER	LOC6619524|XP_032579041.1|DSEC
OG0000236	LOC6589563|XP_026844814.1|DPER	LOC6617288|XP_002041615.1|DSEC
OG0000236	LOC6596549|XP_026843606.1|DPER	LOC6613510|XP_002037978.1|DSEC
OG0000236	LOC113566778|XP_026849659.1|DPER	LOC116802334|XP_032582506.1|DSEC
OG0000237	LOC6590277|XP_026841369.1|DPER	LOC6607888|XP_032571657.1|DSEC
OG0000237	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER	LOC116801668|XP_032578506.1|DSEC
OG0000238	LOC6589112|XP_026844118.1|DPER	LOC6618205|XP_032569938.1|DSEC, LOC6618202|XP_032569935.1|DSEC
OG0000238	LOC6589111|XP_002015230.2|DPER	LOC6618204|XP_032569942.1|DSEC
OG0000239	LOC6591504|XP_002016954.1|DPER	LOC6606897|XP_002031691.1|DSEC, LOC6614181|XP_002038628.1|DSEC
OG0000240	LOC6591862|XP_026850168.1|DPER	LOC6606730|XP_002031527.1|DSEC
OG0000240	LOC6591864|XP_002017354.1|DPER	LOC6606727|XP_032578227.1|DSEC
OG0000240	LOC6591667|XP_026850989.1|DPER	LOC6614122|XP_032577114.1|DSEC
OG0000241	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER	LOC6605790|XP_002030605.2|DSEC
OG0000243	LOC6591382|XP_002017246.1|DPER, LOC113566401|XP_026847612.1|DPER, LOC6600587|XP_026847647.1|DPER	LOC6605860|XP_002030674.1|DSEC
OG0000244	LOC6588573|XP_002013626.1|DPER	LOC6606429|XP_002031233.2|DSEC, LOC6606430|XP_002031234.1|DSEC
OG0000244	LOC6588654|XP_026840020.1|DPER, LOC6588634|XP_002013625.1|DPER	LOC6606434|XP_002031238.1|DSEC
OG0000246	LOC6589975|XP_002016323.2|DPER	LOC6609546|XP_002034229.1|DSEC
OG0000247	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER	LOC6605413|XP_002030246.1|DSEC, LOC6605412|XP_002030245.1|DSEC
OG0000248	LOC6604155|XP_026845361.1|DPER	LOC6606123|XP_032574515.1|DSEC
OG0000248	LOC6596088|XP_002021241.2|DPER	LOC6606122|XP_002030930.1|DSEC
OG0000248	LOC6590727|XP_002016178.1|DPER	LOC6609187|XP_002033878.1|DSEC
OG0000249	LOC6588766|XP_002014851.1|DPER	LOC6611637|XP_002036173.1|DSEC
OG0000249	LOC6588765|XP_002014850.1|DPER	LOC6611638|XP_002036174.1|DSEC
OG0000249	LOC6588764|XP_002014849.1|DPER	LOC6611639|XP_002036175.1|DSEC
OG0000250	LOC113565518|XP_026843585.1|DPER	LOC6617782|XP_002042094.1|DSEC
OG0000250	LOC6602262|XP_002027292.1|DPER	LOC6617785|XP_002042097.1|DSEC
OG0000250	LOC6602217|XP_026843584.1|DPER	LOC6617783|XP_002042095.1|DSEC
OG0000251	LOC6597681|XP_026848890.1|DPER	LOC6615000|XP_002039417.1|DSEC
OG0000251	LOC6601282|XP_002026354.1|DPER	LOC6618809|XP_002043058.1|DSEC
OG0000251	LOC6604362|XP_002029266.2|DPER	LOC116800930|XP_032573534.1|DSEC
OG0000252	LOC6592595|XP_002018075.2|DPER	LOC6615448|XP_002039830.1|DSEC
OG0000252	LOC6592710|XP_026841740.1|DPER	LOC6615446|XP_002039828.2|DSEC
OG0000252	LOC6592596|XP_002018076.1|DPER	LOC6615447|XP_002039829.1|DSEC
OG0000253	LOC6592319|XP_002018553.1|DPER	LOC6609786|XP_002034440.1|DSEC, LOC6609783|XP_002034437.1|DSEC
OG0000253	LOC6592318|XP_002018552.1|DPER	LOC116800563|XP_032572105.1|DSEC
OG0000254	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER	LOC6607380|XP_032578817.1|DSEC, LOC6607383|XP_032579614.1|DSEC
OG0000255	LOC6590196|XP_026841102.1|DPER	LOC6608779|XP_002033500.1|DSEC
OG0000255	LOC6590197|XP_002015828.1|DPER	LOC6608778|XP_002033499.2|DSEC
OG0000256	LOC6591225|XP_026842138.1|DPER	LOC6609857|XP_002034508.1|DSEC
OG0000256	LOC6590485|XP_026842610.1|DPER	LOC6609859|XP_032571439.1|DSEC
OG0000257	LOC6590918|XP_002015409.1|DPER	LOC6615780|XP_002040150.1|DSEC
OG0000258	LOC6593335|XP_026843500.1|DPER	LOC6607965|XP_032570037.1|DSEC
OG0000258	LOC6594861|XP_026850612.1|DPER	LOC6607967|XP_002032715.2|DSEC
OG0000258	LOC6595746|XP_026845387.1|DPER	LOC6607966|XP_002032714.1|DSEC
OG0000259	LOC113567331|XP_026850586.1|DPER	LOC6612594|XP_002037099.2|DSEC
OG0000259	LOC6593441|XP_002019197.2|DPER	LOC6611767|XP_002036290.1|DSEC
OG0000260	LOC6589920|XP_002015722.1|DPER	LOC6608167|XP_002032912.1|DSEC
OG0000260	LOC6592114|XP_002016840.2|DPER	LOC6607737|XP_002032500.1|DSEC
OG0000260	LOC6589921|XP_002015723.1|DPER	LOC6608168|XP_002032913.1|DSEC
OG0000261	LOC6588988|XP_002015170.1|DPER	LOC6613465|XP_002037935.1|DSEC
OG0000261	LOC6588989|XP_002015171.1|DPER	LOC6613466|XP_002037936.1|DSEC
OG0000262	LOC6599470|XP_026849432.1|DPER	LOC6611009|XP_002035566.1|DSEC
OG0000262	LOC6599469|XP_026849407.1|DPER	LOC6611008|XP_002035565.2|DSEC
OG0000262	LOC6590715|XP_026841027.1|DPER	LOC6608925|XP_002033639.1|DSEC
OG0000263	LOC6590218|XP_002016531.2|DPER	LOC6608824|XP_032571617.1|DSEC
OG0000263	LOC6601424|XP_002026460.2|DPER	LOC6610992|XP_002035549.1|DSEC
OG0000264	LOC6598542|XP_026846178.1|DPER	LOC6617954|XP_002042262.1|DSEC
OG0000264	LOC6598543|XP_002023739.1|DPER	LOC6617953|XP_002042261.1|DSEC
OG0000264	LOC6594744|XP_002020396.1|DPER	LOC6612937|XP_032579187.1|DSEC
OG0000265	LOC6601071|XP_026847310.1|DPER	LOC6610175|XP_032573687.1|DSEC, LOC116800293|XP_032570077.1|DSEC, LOC6621456|XP_032570079.1|DSEC, LOC6620873|XP_032570088.1|DSEC, LOC6620932|XP_032570083.1|DSEC, LOC6609595|XP_032570080.1|DSEC, LOC6620874|XP_002045070.2|DSEC, LOC6610895|XP_032575139.1|DSEC
OG0000266	LOC113565566|XP_026843720.1|DPER, LOC6592880|XP_002018547.1|DPER	LOC116800526|XP_032571858.1|DSEC
OG0000266	LOC6592882|XP_002018549.1|DPER	LOC6609779|XP_002034433.1|DSEC
OG0000267	LOC6594786|XP_002020540.1|DPER	LOC6612864|XP_002037356.1|DSEC
OG0000267	LOC6594787|XP_002020541.1|DPER	LOC6612863|XP_002037355.1|DSEC
OG0000268	LOC6587641|XP_002013270.1|DPER	LOC6614051|XP_002038505.1|DSEC
OG0000268	LOC6587284|XP_026846992.1|DPER	LOC6614050|XP_002038504.1|DSEC
OG0000269	LOC6587699|XP_002014102.1|DPER	LOC6607559|XP_002032328.1|DSEC
OG0000269	LOC6591644|XP_002016857.2|DPER	LOC6607723|XP_002032486.1|DSEC
OG0000270	LOC6592525|XP_026841241.1|DPER	LOC6615751|XP_002040122.1|DSEC
OG0000271	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER	LOC6613578|XP_032578943.1|DSEC
OG0000271	LOC113565230|XP_026842688.1|DPER	LOC116800658|XP_032572709.1|DSEC
OG0000271	LOC6591252|XP_026841574.1|DPER	LOC6609268|XP_002033958.1|DSEC
OG0000272	LOC6604665|XP_026845656.1|DPER	LOC6611183|XP_032573856.1|DSEC
OG0000272	LOC6602554|XP_026846824.1|DPER	LOC6620280|XP_032579864.1|DSEC
OG0000273	LOC6592110|XP_002017293.1|DPER	LOC6606210|XP_002031018.2|DSEC
OG0000273	LOC6596627|XP_002021635.2|DPER	LOC6612030|XP_002036547.1|DSEC
OG0000273	LOC6592070|XP_002017519.1|DPER	LOC6614319|XP_002038759.1|DSEC
OG0000274	LOC6587445|XP_002013656.1|DPER, LOC6588075|XP_002013609.2|DPER, LOC6590995|XP_026841121.1|DPER	LOC6609196|XP_002033887.1|DSEC
OG0000277	LOC6587928|XP_026840171.1|DPER	LOC6619297|XP_002043514.1|DSEC
OG0000277	LOC6587819|XP_002012794.2|DPER	LOC6607339|XP_002032112.1|DSEC
OG0000277	LOC6587976|XP_002012796.2|DPER	LOC6607340|XP_002032113.1|DSEC
OG0000278	LOC6589349|XP_002014800.2|DPER, LOC6593721|XP_002018900.1|DPER, LOC6593823|XP_002018902.2|DPER	LOC6614799|XP_002039218.1|DSEC
OG0000279	LOC6602488|XP_002027516.2|DPER	LOC6604910|XP_002029753.1|DSEC
OG0000279	LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER	LOC6604911|XP_032574877.1|DSEC
OG0000280	LOC6602407|XP_002027412.2|DPER	LOC6619354|XP_002043571.1|DSEC
OG0000280	LOC6602406|XP_002027411.2|DPER	LOC6619353|XP_002043570.2|DSEC
OG0000280	LOC113566561|XP_026848456.1|DPER	LOC6619355|XP_002043572.1|DSEC
OG0000281	LOC6601691|XP_002026725.1|DPER	LOC6611035|XP_032575639.1|DSEC
OG0000281	LOC6597239|XP_002022534.2|DPER	LOC6615104|XP_002039520.1|DSEC
OG0000281	LOC6597493|XP_002022641.2|DPER	LOC6614954|XP_032581509.1|DSEC
OG0000282	LOC6603291|XP_002028272.1|DPER	LOC6610700|XP_032573797.1|DSEC
OG0000282	LOC6603290|XP_026849866.1|DPER	LOC6610701|XP_032574233.1|DSEC
OG0000283	LOC6587294|XP_026840078.1|DPER	LOC6617122|XP_002041449.2|DSEC
OG0000284	LOC6602437|XP_002027472.1|DPER	LOC6613652|XP_002038122.1|DSEC
OG0000284	LOC6598132|XP_026843255.1|DPER	LOC6613664|XP_032583146.1|DSEC
OG0000285	LOC6591167|XP_002016270.1|DPER	LOC6609870|XP_002034521.2|DSEC
OG0000285	LOC6591169|XP_002016272.2|DPER	LOC6609871|XP_002034522.1|DSEC
OG0000286	LOC6598098|XP_002023240.1|DPER	LOC6611228|XP_002035784.1|DSEC
OG0000286	LOC6598102|XP_002023244.1|DPER	LOC6611232|XP_002035788.2|DSEC
OG0000287	LOC6600016|XP_026849166.1|DPER	LOC6620792|XP_002044992.2|DSEC
OG0000287	LOC113566676|XP_026849167.1|DPER	LOC6617987|XP_002042295.1|DSEC
OG0000287	LOC6600015|XP_002025094.1|DPER	LOC6620791|XP_002044990.1|DSEC
OG0000288	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER	LOC6617888|XP_002042196.2|DSEC
OG0000288	LOC6593477|XP_002018916.1|DPER	LOC6617885|XP_002042193.1|DSEC, LOC6617884|XP_002042192.1|DSEC
OG0000289	LOC6599747|XP_026847403.1|DPER	LOC116801039|XP_032574278.1|DSEC
OG0000289	LOC6599890|XP_026847410.1|DPER	LOC6610834|XP_032575060.1|DSEC
OG0000289	LOC6599749|XP_026847402.1|DPER	LOC6610793|XP_032574279.1|DSEC
OG0000290	LOC6590826|XP_002016480.1|DPER	LOC6608507|XP_002033241.2|DSEC
OG0000290	LOC6590828|XP_002016482.2|DPER	LOC6608505|XP_002033239.1|DSEC, LOC116800638|XP_032572596.1|DSEC
OG0000290	LOC6590827|XP_002016481.1|DPER	LOC6608506|XP_032572598.1|DSEC
OG0000292	LOC6592284|XP_002018403.1|DPER	LOC6609635|XP_002034312.1|DSEC
OG0000292	LOC6599069|XP_026848974.1|DPER	LOC6605497|XP_002030330.1|DSEC
OG0000293	LOC6594994|XP_002020160.1|DPER	LOC6607604|XP_002032372.1|DSEC
OG0000293	LOC6596583|XP_002021670.2|DPER	LOC6612064|XP_002036581.1|DSEC
OG0000293	LOC6594991|XP_002020157.2|DPER	LOC6620991|XP_002045184.1|DSEC
OG0000294	LOC6598125|XP_002023281.2|DPER	LOC6613668|XP_002038138.2|DSEC
OG0000294	LOC6599410|XP_026847073.1|DPER	LOC6620300|XP_032582665.1|DSEC
OG0000295	LOC6591206|XP_002016196.2|DPER	LOC6609203|XP_002033894.1|DSEC
OG0000296	LOC6593738|XP_002018996.1|DPER	LOC6619330|XP_002043547.1|DSEC
OG0000296	LOC6601085|XP_026847350.1|DPER	LOC6610164|XP_002034772.1|DSEC
OG0000296	LOC6598402|XP_026846284.1|DPER	LOC6616192|XP_032581563.1|DSEC
OG0000297	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER	LOC6608172|XP_002032917.1|DSEC, LOC6608174|XP_002032919.1|DSEC
OG0000298	LOC6597226|XP_026846583.1|DPER	LOC6612592|XP_002037097.1|DSEC
OG0000298	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER	LOC6616234|XP_002040598.1|DSEC
OG0000298	LOC6598124|XP_002023280.2|DPER	LOC6615114|XP_002039530.1|DSEC, LOC6604997|XP_002029840.1|DSEC
OG0000299	LOC6587398|XP_026841615.1|DPER	LOC6606549|XP_032576666.1|DSEC
OG0000299	LOC6587438|XP_002014037.1|DPER	LOC6621501|XP_032577051.1|DSEC
OG0000299	LOC6587353|XP_002014036.1|DPER	LOC6606551|XP_032577050.1|DSEC
OG0000300	LOC113566464|XP_026847944.1|DPER	LOC116801156|XP_032574975.1|DSEC
OG0000300	LOC6598884|XP_026847945.1|DPER	LOC6606134|XP_032574973.1|DSEC
OG0000300	LOC6598883|XP_026847927.1|DPER	LOC6606133|XP_032574972.1|DSEC
OG0000301	LOC6601991|XP_002027068.1|DPER	LOC6619473|XP_002043688.1|DSEC
OG0000301	LOC6589195|XP_002014619.1|DPER	LOC6611555|XP_002036094.1|DSEC
OG0000302	LOC6601148|XP_002026280.2|DPER	LOC6616427|XP_002040788.2|DSEC
OG0000302	LOC6601149|XP_002026281.1|DPER	LOC6616428|XP_002040789.1|DSEC
OG0000303	LOC6600655|XP_002025664.1|DPER	LOC6605333|XP_002030169.1|DSEC
OG0000303	LOC113566276|XP_026847029.1|DPER	LOC116802177|XP_032581551.1|DSEC
OG0000303	LOC6589431|XP_002015008.2|DPER	LOC116802266|XP_032582065.1|DSEC
OG0000304	LOC6588546|XP_002012984.1|DPER	LOC6619502|XP_032578323.1|DSEC
OG0000304	LOC6588542|XP_026851023.1|DPER	LOC6619499|XP_002043715.1|DSEC
OG0000305	LOC6597066|XP_002022191.2|DPER	LOC6605788|XP_002030603.1|DSEC
OG0000305	LOC6597067|XP_026845430.1|DPER	LOC6605785|XP_002030600.1|DSEC
OG0000306	LOC6589931|XP_002015882.2|DPER	LOC6615661|XP_002040032.1|DSEC
OG0000306	LOC6598282|XP_026846345.1|DPER	LOC6617629|XP_002041942.2|DSEC
OG0000307	LOC6594303|XP_026850365.1|DPER	LOC6616654|XP_032578009.1|DSEC
OG0000307	LOC6587518|XP_002013072.2|DPER	LOC6618683|XP_032579262.1|DSEC
OG0000308	LOC6593993|XP_002019035.1|DPER, LOC6593992|XP_002019034.1|DPER	LOC6611801|XP_002036323.1|DSEC
OG0000308	LOC6588430|XP_002013955.1|DPER	LOC6606624|XP_002031425.1|DSEC, LOC6606622|XP_002031423.1|DSEC
OG0000308	LOC113565521|XP_026843590.1|DPER	LOC116800218|XP_032569952.1|DSEC
OG0000309	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER	LOC6606931|XP_002031725.1|DSEC, LOC6606936|XP_002031730.1|DSEC, LOC6606935|XP_002031729.1|DSEC
OG0000310	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER	LOC6618455|XP_002042725.2|DSEC
OG0000311	LOC6587679|XP_002012752.1|DPER	LOC6607488|XP_002032257.2|DSEC
OG0000311	LOC6598848|XP_002023966.1|DPER	LOC6619218|XP_002043437.1|DSEC
OG0000311	LOC6599371|XP_026847108.1|DPER	LOC6615141|XP_002039557.1|DSEC
OG0000312	LOC6593372|XP_026842951.1|DPER	LOC6611804|XP_032574685.1|DSEC
OG0000312	LOC6589045|XP_026844084.1|DPER	LOC6613282|XP_032579441.1|DSEC
OG0000313	LOC6593982|XP_002019024.1|DPER	LOC6611716|XP_002036249.2|DSEC
OG0000313	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER	LOC6611219|XP_002035775.2|DSEC
OG0000314	LOC6596454|XP_026843311.1|DPER, LOC6596455|XP_026843349.1|DPER	LOC6613225|XP_002037702.2|DSEC
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC6613253|XP_002037730.2|DSEC, LOC6608786|XP_032572405.1|DSEC, LOC6613311|XP_002037787.1|DSEC
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC6609874|XP_002034525.1|DSEC
OG0000316	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER	LOC6609873|XP_002034524.1|DSEC
OG0000317	LOC113564908|XP_026840040.1|DPER	LOC6607572|XP_032577759.1|DSEC
OG0000319	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER	LOC6606857|XP_032576542.1|DSEC, LOC6621508|XP_032576544.1|DSEC, LOC116801404|XP_032576543.1|DSEC, LOC6606844|XP_032578755.1|DSEC
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC6606918|XP_032578905.1|DSEC
OG0000320	LOC6595614|XP_002020933.2|DPER	LOC6613324|XP_002037800.1|DSEC
OG0000320	LOC6588480|XP_002013594.1|DPER	LOC6606460|XP_032577463.1|DSEC
OG0000321	LOC6595497|XP_002020602.2|DPER	LOC6617669|XP_032583227.1|DSEC
OG0000321	LOC6595496|XP_002020601.1|DPER	LOC116803550|XP_032583230.1|DSEC
OG0000322	LOC6596739|XP_026845859.1|DPER	LOC6606238|XP_002031046.1|DSEC, LOC6615976|XP_032581735.1|DSEC
OG0000322	LOC6599982|XP_026849118.1|DPER	LOC6618963|XP_002043208.2|DSEC
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC6611191|XP_002035747.1|DSEC
OG0000323	LOC6588446|XP_002013437.2|DPER	LOC6607690|XP_002032454.1|DSEC
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC6607691|XP_032579248.1|DSEC
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC6609013|XP_002033718.1|DSEC
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC6618368|XP_002042638.1|DSEC
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC6618370|XP_002042640.1|DSEC
OG0000327	LOC6602051|XP_026841578.1|DPER	LOC6608011|XP_032572057.1|DSEC
OG0000327	LOC6602052|XP_002027183.2|DPER	LOC6608010|XP_002032758.1|DSEC
OG0000327	LOC6602053|XP_002027184.2|DPER	LOC6608009|XP_002032757.2|DSEC
OG0000328	LOC6601297|XP_026841454.1|DPER	LOC6618827|XP_002043076.2|DSEC
OG0000328	LOC6601370|XP_026850196.1|DPER	LOC6605155|XP_002029994.2|DSEC
OG0000328	LOC6601371|XP_002026541.2|DPER	LOC116800979|XP_032573860.1|DSEC, LOC116803144|XP_032582963.1|DSEC
OG0000329	LOC6593552|XP_002019142.1|DPER	LOC6611416|XP_002035960.1|DSEC
OG0000331	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER	LOC6611618|XP_002036154.1|DSEC
OG0000331	LOC6602232|XP_002027262.1|DPER	LOC6611620|XP_002036156.1|DSEC
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC6611996|XP_032570871.1|DSEC
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC6615092|XP_002039508.1|DSEC
OG0000333	LOC6600265|XP_026849064.1|DPER	LOC6605145|XP_002029986.1|DSEC
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC6610544|XP_002035124.1|DSEC
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC6619997|XP_002044209.1|DSEC
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC6609525|XP_002034209.1|DSEC
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC6614713|XP_032583115.1|DSEC, LOC6614714|XP_002039141.1|DSEC
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC6614715|XP_002039142.1|DSEC
OG0000336	LOC6594154|XP_002019393.1|DPER	LOC6606792|XP_002031589.1|DSEC
OG0000336	LOC6591907|XP_002017054.1|DPER	LOC6619719|XP_002043934.1|DSEC
OG0000336	LOC6591906|XP_026840252.1|DPER	LOC6619720|XP_032578114.1|DSEC
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER	LOC6619352|XP_002043569.1|DSEC
OG0000337	LOC6597103|XP_002022292.2|DPER	LOC6616169|XP_002040534.1|DSEC
OG0000337	LOC6601420|XP_002026489.2|DPER	LOC6606070|XP_002030879.1|DSEC
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC6610358|XP_032573130.1|DSEC
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC6608479|XP_002033213.1|DSEC
OG0000339	LOC6599699|XP_002024952.1|DPER	LOC6605904|XP_002030717.1|DSEC
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC6605905|XP_002030718.1|DSEC
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC6609637|XP_002034314.2|DSEC
OG0000341	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER	LOC6605807|XP_002030622.1|DSEC, LOC6605810|XP_002030625.1|DSEC
