Orthogroup	DPER.longest_only	DSIM.longest_only
OG0000331	LOC6602232|XP_002027262.1|DPER	LOC6731440|XP_016024071.1|DSIM
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC6731820|XP_016024508.1|DSIM
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC27207140|XP_016040116.1|DSIM
OG0000333	LOC6600265|XP_026849064.1|DPER	LOC6737534|XP_002084369.2|DSIM
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC6736551|XP_002083421.1|DSIM
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC27206399|XP_016039498.1|DSIM
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC6734844|XP_002081846.1|DSIM
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC6732843|XP_002079956.1|DSIM
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC6732844|XP_002079957.2|DSIM
OG0000336	LOC6594154|XP_002019393.1|DPER	LOC6728489|XP_016035128.1|DSIM
OG0000336	LOC6591907|XP_002017054.1|DPER	LOC6729608|XP_002104916.1|DSIM
OG0000336	LOC6591906|XP_026840252.1|DPER	LOC6729609|XP_016036247.1|DSIM
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER	LOC6738686|XP_016032509.1|DSIM
OG0000337	LOC6597103|XP_002022292.2|DPER	LOC27207455|XP_016037889.1|DSIM
OG0000337	LOC6601420|XP_002026489.2|DPER	LOC6738445|XP_002085252.2|DSIM
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC6739599|XP_016029875.1|DSIM
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC6733837|XP_016026852.1|DSIM
OG0000339	LOC6599699|XP_002024952.1|DPER	LOC27208853|XP_016032144.1|DSIM
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC27207110|XP_039148940.1|DSIM
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC6734947|XP_016028253.1|DSIM
OG0000341	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER	LOC6738176|XP_016032012.1|DSIM, LOC6738179|XP_002084992.2|DSIM
OG0000341	LOC6597004|XP_002022167.1|DPER	LOC6738183|XP_002084996.1|DSIM, LOC6738181|XP_002084994.1|DSIM
OG0000342	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER	LOC27206746|XP_039152925.1|DSIM
OG0000342	LOC6601305|XP_002026343.1|DPER	LOC6736073|XP_002082974.3|DSIM
OG0000343	LOC6594918|XP_002020126.1|DPER	LOC6728798|XP_002104133.1|DSIM
OG0000344	LOC6592811|XP_002017608.1|DPER	LOC6734996|XP_002081978.1|DSIM
OG0000344	LOC6594966|XP_026840279.1|DPER	LOC6730157|XP_002105448.2|DSIM
OG0000345	LOC6590467|XP_002016653.2|DPER	LOC6733446|XP_002080503.1|DSIM
OG0000345	LOC6593251|XP_026842808.1|DPER	LOC6734269|XP_016027321.1|DSIM
OG0000346	LOC6591200|XP_026841572.1|DPER	LOC6734596|XP_016027721.1|DSIM, LOC6735900|XP_002082810.2|DSIM, LOC6734597|XP_002081605.2|DSIM
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC6736906|XP_016030553.1|DSIM
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC6730552|XP_016023007.1|DSIM
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC6730732|XP_002077900.1|DSIM
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC6730986|XP_002078147.3|DSIM
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC6732892|XP_016025612.1|DSIM
OG0000350	LOC113566002|XP_026845417.1|DPER	LOC6737745|XP_016031520.1|DSIM
OG0000350	LOC6596009|XP_026845418.1|DPER	LOC6737744|XP_002084572.3|DSIM
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC6729808|XP_016036497.1|DSIM
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC6735627|XP_002082547.1|DSIM
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC6735626|XP_002082546.1|DSIM
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC27209421|XP_016035628.1|DSIM
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC6731143|XP_002078301.1|DSIM
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC6730685|XP_002077855.1|DSIM
OG0000354	LOC6589456|XP_026844644.1|DPER	LOC6730695|XP_002077865.1|DSIM
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC6733486|XP_002080543.1|DSIM
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC6733178|XP_002080254.1|DSIM
OG0000356	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER	LOC6732721|XP_016025453.1|DSIM
OG0000356	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC6732720|XP_016025450.1|DSIM
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC6739688|XP_002076583.1|DSIM
OG0000358	LOC6588064|XP_002013334.1|DPER	LOC6727339|XP_002102724.1|DSIM
OG0000358	LOC6588005|XP_002013332.1|DPER	LOC6727336|XP_002102721.1|DSIM
OG0000359	LOC6597006|XP_026845432.1|DPER	LOC6738178|XP_002084991.2|DSIM
OG0000359	LOC6597003|XP_002022166.2|DPER	LOC6738182|XP_002084995.1|DSIM
OG0000360	LOC6591880|XP_002017078.1|DPER	LOC6729581|XP_016036233.1|DSIM, LOC6729577|XP_002104885.2|DSIM, LOC6729579|XP_002104887.1|DSIM, LOC6729578|XP_016036232.1|DSIM, LOC6729580|XP_002104888.3|DSIM
OG0000361	LOC6597922|XP_026843362.1|DPER	LOC6727732|XP_002103094.1|DSIM, LOC6726963|XP_016033455.1|DSIM
OG0000361	LOC6602253|XP_002027283.2|DPER	LOC6732148|XP_002079280.1|DSIM
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC6728210|XP_002103559.1|DSIM
OG0000362	LOC6596172|XP_002021149.1|DPER	LOC6739157|XP_016033008.1|DSIM
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC6729631|XP_016036270.1|DSIM
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC6738429|XP_039150310.1|DSIM
OG0000364	LOC6601226|XP_026849031.1|DPER, LOC6601133|XP_026848981.1|DPER	LOC6736448|XP_039149552.1|DSIM
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC6735433|XP_002082373.2|DSIM
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC27208814|XP_016024571.1|DSIM
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC6725659|XP_016038886.1|DSIM
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC6729674|XP_016036336.1|DSIM
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC6737505|XP_002084341.1|DSIM
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC6735257|XP_016028599.1|DSIM
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC6737686|XP_016031449.1|DSIM
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC6737687|XP_002084519.1|DSIM
OG0000370	LOC6601510|XP_002026572.2|DPER	LOC6737392|XP_002084230.1|DSIM
OG0000370	LOC113566874|XP_026849839.1|DPER	LOC6738628|XP_002085430.2|DSIM
OG0000370	LOC6590120|XP_002016033.1|DPER	LOC6735759|XP_002082672.2|DSIM
OG0000371	LOC6599215|XP_002024305.1|DPER	LOC6740061|XP_002076942.2|DSIM
OG0000371	LOC6593007|XP_002018459.1|DPER	LOC27208003|XP_016027000.1|DSIM, LOC6733955|XP_039147749.1|DSIM
OG0000371	LOC6587590|XP_002013994.1|DPER	LOC6729925|XP_039150587.1|DSIM
OG0000372	LOC6593821|XP_002019068.1|DPER	LOC27207649|XP_016030247.1|DSIM
OG0000373	LOC6590625|XP_002016712.2|DPER	LOC6735295|XP_002082255.1|DSIM
OG0000374	LOC6588937|XP_026844526.1|DPER	LOC6738676|XP_016032505.1|DSIM
OG0000375	LOC6601817|XP_002026985.1|DPER, LOC6601816|XP_002026984.1|DPER	LOC27208031|XP_016031245.1|DSIM, LOC6737463|XP_002084299.1|DSIM, LOC6737462|XP_002084298.2|DSIM
OG0000376	LOC6604607|XP_026845179.1|DPER, LOC6595362|XP_002020835.2|DPER	LOC6740014|XP_016038466.1|DSIM
OG0000377	LOC6598134|XP_026846188.1|DPER	LOC6725746|XP_002106746.3|DSIM
OG0000377	LOC6588240|XP_002012912.1|DPER	LOC6728062|XP_016034681.1|DSIM
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC6735000|XP_002081982.1|DSIM
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC6725326|XP_002106343.1|DSIM
OG0000379	LOC6590850|XP_002016363.1|DPER	LOC6733422|XP_002080479.1|DSIM
OG0000379	LOC6590849|XP_002016362.1|DPER	LOC6733421|XP_016026365.1|DSIM
OG0000379	LOC6590975|XP_026842550.1|DPER	LOC6739303|XP_002076212.2|DSIM
OG0000380	LOC6592651|XP_002017987.2|DPER	LOC6734344|XP_002081365.2|DSIM
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC6737010|XP_016030636.1|DSIM
OG0000381	LOC6596429|XP_002021827.1|DPER	LOC6733506|XP_002080562.2|DSIM
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC6731581|XP_016024254.1|DSIM
OG0000382	LOC6603420|XP_026848060.1|DPER, LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER	LOC6739139|XP_016032988.2|DSIM
OG0000383	LOC6589434|XP_002014861.1|DPER	LOC6730701|XP_016023138.1|DSIM
OG0000383	LOC6589241|XP_002014733.2|DPER	LOC6739243|XP_016025243.1|DSIM
OG0000384	LOC6590782|XP_026841671.1|DPER	LOC6734012|XP_002081053.1|DSIM
OG0000384	LOC6590781|XP_002016099.1|DPER	LOC6734010|XP_016027038.1|DSIM
OG0000385	LOC6599915|XP_026849218.1|DPER	LOC6725045|XP_039152238.1|DSIM
OG0000385	LOC6599914|XP_026849179.1|DPER	LOC6725046|XP_016038020.1|DSIM
OG0000386	LOC6595157|XP_002020284.1|DPER	LOC6730066|XP_002105359.1|DSIM
OG0000387	LOC6589618|XP_002014876.1|DPER	LOC6730682|XP_002077852.1|DSIM, LOC6730683|XP_002077853.1|DSIM, LOC6732316|XP_002079444.1|DSIM, LOC6730684|XP_002077854.1|DSIM
OG0000388	LOC6601245|XP_002026207.1|DPER	LOC6736454|XP_002083325.1|DSIM, LOC6736453|XP_016029998.1|DSIM
OG0000388	LOC6601244|XP_002026206.1|DPER	LOC6736456|XP_002083327.1|DSIM
OG0000389	LOC113564889|XP_026839929.1|DPER	LOC27207425|XP_039154269.1|DSIM
OG0000389	LOC6602733|XP_026849512.1|DPER	LOC27208474|XP_039149129.1|DSIM
OG0000390	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER	LOC6731921|XP_016024593.1|DSIM
OG0000391	LOC6590335|XP_002016292.2|DPER	LOC6735213|XP_039147928.1|DSIM
OG0000391	LOC6590075|XP_026841586.1|DPER	LOC6735208|XP_016028486.1|DSIM
OG0000392	LOC6593952|XP_002018638.2|DPER	LOC6731078|XP_002078236.1|DSIM
OG0000392	LOC6593957|XP_002018642.1|DPER	LOC6731075|XP_039151124.1|DSIM
OG0000393	LOC6595648|XP_026843938.1|DPER	LOC6732634|XP_039154463.1|DSIM
OG0000393	LOC6595736|XP_026843946.1|DPER	LOC6732636|XP_039154477.1|DSIM
OG0000394	LOC6598286|XP_002023309.2|DPER	LOC6740074|XP_002076955.1|DSIM
OG0000394	LOC6598285|XP_002023308.1|DPER	LOC27207627|XP_016038878.1|DSIM
OG0000395	LOC6604424|XP_026845302.1|DPER	LOC6737752|XP_002084580.3|DSIM
OG0000395	LOC6596012|XP_002021001.2|DPER	LOC6737748|XP_016031522.1|DSIM
OG0000396	LOC6589171|XP_002014620.1|DPER	LOC6731380|XP_016023999.1|DSIM, LOC6731379|XP_016023997.1|DSIM, LOC6731378|XP_016023996.1|DSIM, LOC6731381|XP_016024003.1|DSIM
OG0000397	LOC6593273|XP_026842507.1|DPER, LOC113565209|XP_026842506.1|DPER, LOC6593274|XP_002018192.1|DPER	LOC6739365|XP_016026660.1|DSIM, LOC6733690|XP_016026659.1|DSIM
OG0000398	LOC6594071|XP_002019731.1|DPER	LOC6740618|XP_016029130.1|DSIM
OG0000399	LOC6598680|XP_002023767.1|DPER	LOC6729800|XP_016036486.1|DSIM
OG0000399	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER, LOC6587726|XP_002012788.1|DPER	LOC6735791|XP_002082704.1|DSIM
OG0000400	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER	LOC6725881|XP_002106877.1|DSIM
OG0000400	LOC6598510|XP_002023549.1|DPER	LOC6732097|XP_002079229.3|DSIM, LOC6725882|XP_002106878.2|DSIM
OG0000401	LOC6601931|XP_002026973.2|DPER, LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER	LOC27208987|XP_016031650.1|DSIM, LOC120285358|XP_039153636.1|DSIM, LOC6726423|XP_039153635.1|DSIM
OG0000402	LOC6601708|XP_002026767.2|DPER	LOC6740084|XP_002076967.2|DSIM
OG0000403	LOC6588648|XP_002013216.2|DPER	LOC6730103|XP_002105396.2|DSIM
OG0000403	LOC6592429|XP_002018241.1|DPER	LOC6735898|XP_002082808.1|DSIM
OG0000404	LOC6595345|XP_002020556.1|DPER	LOC6730205|XP_016036955.1|DSIM
OG0000404	LOC6595344|XP_002020555.1|DPER	LOC6730206|XP_039150794.1|DSIM
OG0000405	LOC6597595|XP_002022814.1|DPER	LOC6725057|XP_016038033.1|DSIM
OG0000405	LOC6588182|XP_002013760.1|DPER	LOC6728718|XP_002104054.1|DSIM
OG0000406	LOC6603347|XP_002028344.1|DPER	LOC6738424|XP_002085233.1|DSIM
OG0000406	LOC6593055|XP_002018467.1|DPER	LOC6733963|XP_016027004.1|DSIM
OG0000407	LOC6603019|XP_002028040.1|DPER	LOC6737378|XP_002084216.2|DSIM
OG0000407	LOC6603018|XP_002028039.1|DPER	LOC27209011|XP_016031120.1|DSIM
OG0000408	LOC6587636|XP_002013908.1|DPER	LOC6728258|XP_002103607.1|DSIM
OG0000408	LOC6596341|XP_002021697.1|DPER	LOC6731091|XP_016023624.1|DSIM
OG0000409	LOC6590752|XP_002016144.1|DPER	LOC6734543|XP_016027660.1|DSIM
OG0000409	LOC6592845|XP_026841811.1|DPER	LOC6733661|XP_016026622.1|DSIM
OG0000410	LOC6595660|XP_002020782.1|DPER, LOC6595659|XP_002020781.2|DPER, LOC6595662|XP_026843919.1|DPER	LOC6732624|XP_002079743.1|DSIM, LOC6732625|XP_016025330.1|DSIM, LOC6732626|XP_002079745.1|DSIM
OG0000411	LOC6594564|XP_002019583.1|DPER	LOC27206658|XP_016035586.1|DSIM
OG0000411	LOC113565480|XP_026843422.1|DPER	LOC6731617|XP_002078757.1|DSIM
OG0000412	LOC6592346|XP_002018293.1|DPER	LOC6735362|XP_016028692.1|DSIM
OG0000412	LOC6601963|XP_002027013.2|DPER	LOC6738040|XP_016031863.1|DSIM
OG0000413	LOC6588112|XP_002014116.2|DPER	LOC6728915|XP_002104243.1|DSIM
OG0000413	LOC6591540|XP_002017184.1|DPER	LOC27208983|XP_016033305.1|DSIM
OG0000414	LOC113565090|XP_026841449.1|DPER	LOC6734051|XP_002081087.1|DSIM
OG0000414	LOC6592908|XP_002018576.1|DPER	LOC6733185|XP_002080261.2|DSIM
OG0000415	LOC6592728|XP_002018095.1|DPER	LOC6735616|XP_016028976.1|DSIM
OG0000415	LOC6592730|XP_026841009.1|DPER	LOC6735613|XP_016028973.1|DSIM
OG0000416	LOC113566127|XP_026846117.1|DPER	LOC6739898|XP_002076787.1|DSIM
OG0000416	LOC6598584|XP_002023617.2|DPER	LOC6725681|XP_002106685.1|DSIM
OG0000417	LOC6594863|XP_026850980.1|DPER	LOC6729479|XP_016036151.1|DSIM
OG0000417	LOC6595330|XP_026850450.1|DPER	LOC6730250|XP_002105533.1|DSIM
OG0000418	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER	LOC6726640|XP_039153845.1|DSIM
OG0000418	LOC6601773|XP_002026808.1|DPER	LOC6740200|XP_016039938.2|DSIM
OG0000419	LOC6602137|XP_026841016.1|DPER	LOC6734612|XP_039148453.1|DSIM
OG0000419	LOC6597763|XP_026846540.1|DPER	LOC27209372|XP_039153289.1|DSIM, LOC6726048|XP_039153971.1|DSIM
OG0000421	LOC6593747|XP_026842929.1|DPER	LOC6732390|XP_016025038.1|DSIM
OG0000421	LOC6588909|XP_026844062.1|DPER	LOC6731371|XP_016023986.1|DSIM
OG0000422	LOC6594365|XP_026849933.1|DPER	LOC6739524|XP_016022793.1|DSIM
OG0000423	LOC6592331|XP_026842756.1|DPER	LOC6735131|XP_002082108.1|DSIM
OG0000423	LOC6592332|XP_002017852.1|DPER	LOC6735130|XP_002082107.1|DSIM
OG0000424	LOC6601542|XP_002026689.1|DPER	LOC27207926|XP_016037149.1|DSIM
OG0000424	LOC6601543|XP_002026690.1|DPER	LOC6735215|XP_002082188.1|DSIM
OG0000425	LOC6601583|XP_026842018.1|DPER	LOC6734817|XP_016028048.1|DSIM
OG0000425	LOC6592350|XP_026841763.1|DPER	LOC6735365|XP_002082312.1|DSIM
OG0000426	LOC6590824|XP_002016478.1|DPER	LOC6733866|XP_016026889.1|DSIM, LOC27207204|XP_039147312.1|DSIM, LOC6733863|XP_039147311.1|DSIM, LOC27207150|XP_039147310.1|DSIM
OG0000427	LOC113565158|XP_026842116.1|DPER	LOC120285437|XP_039154103.1|DSIM, LOC120285381|XP_039153901.1|DSIM, LOC120285366|XP_039153790.1|DSIM
OG0000428	LOC6597141|XP_002022299.1|DPER, LOC6597142|XP_026845532.1|DPER	LOC6738933|XP_016032766.1|DSIM, LOC6738932|XP_016032764.1|DSIM
OG0000428	LOC6597143|XP_002022301.1|DPER	LOC6738931|XP_002085726.2|DSIM
OG0000429	LOC6592581|XP_026841180.1|DPER	LOC6733988|XP_002081032.1|DSIM
OG0000429	LOC6592819|XP_002017748.2|DPER	LOC6733987|XP_016027020.2|DSIM
OG0000429	LOC6592582|XP_002017747.1|DPER	LOC120284364|XP_039147496.1|DSIM
OG0000430	LOC6595313|XP_002020440.2|DPER	LOC6730258|XP_039151135.1|DSIM, LOC27207348|XP_016037032.1|DSIM
OG0000430	LOC6594091|XP_002019797.1|DPER, LOC6594090|XP_002019796.1|DPER	LOC6727619|XP_002102998.1|DSIM
OG0000431	LOC6587923|XP_002013713.1|DPER	LOC27206495|XP_016025603.2|DSIM, LOC6732878|XP_002079983.3|DSIM, LOC6731068|XP_002078227.1|DSIM
OG0000433	LOC6599288|XP_002024253.2|DPER	LOC6740186|XP_016039875.1|DSIM
OG0000433	LOC6602928|XP_002027979.1|DPER	LOC6736938|XP_002083785.1|DSIM
OG0000434	LOC6595189|XP_002020045.1|DPER	LOC6729870|XP_002105173.1|DSIM
OG0000435	LOC6597885|XP_002023045.1|DPER	LOC6725568|XP_002106579.2|DSIM
OG0000437	LOC6589388|XP_002014349.2|DPER	LOC6731825|XP_002078960.1|DSIM
OG0000437	LOC6596651|XP_002021659.1|DPER	LOC6731873|XP_016024550.1|DSIM
OG0000438	LOC113566151|XP_026846301.1|DPER, LOC113566147|XP_026846297.1|DPER, LOC113566152|XP_026846302.1|DPER, LOC113566148|XP_026846298.1|DPER, LOC113566150|XP_026846300.1|DPER, LOC113566149|XP_026846299.1|DPER, LOC113566142|XP_026846272.1|DPER, LOC113566161|XP_026846320.1|DPER, LOC113565431|XP_026843191.1|DPER, LOC113565430|XP_026843190.1|DPER, LOC113565432|XP_026843192.1|DPER, LOC113565435|XP_026843195.1|DPER, LOC113565433|XP_026843193.1|DPER, LOC113565434|XP_026843194.1|DPER, LOC113565530|XP_026843622.1|DPER, LOC113565531|XP_026843623.1|DPER	LOC6738691|XP_002085493.1|DSIM
OG0000438	LOC6594898|XP_002020498.1|DPER	LOC6730172|XP_016036931.1|DSIM
OG0000439	LOC6593872|XP_002019169.2|DPER	LOC6731565|XP_039148450.1|DSIM
OG0000439	LOC113566013|XP_026845496.1|DPER	LOC6738019|XP_016031818.1|DSIM
OG0000440	LOC6592387|XP_002018142.1|DPER	LOC6735704|XP_002082620.2|DSIM
OG0000440	LOC6590104|XP_002015660.2|DPER	LOC6734287|XP_002081316.1|DSIM
OG0000441	LOC6601574|XP_002026665.1|DPER	LOC6735557|XP_002082477.1|DSIM
OG0000441	LOC6601573|XP_002026664.2|DPER	LOC6735558|XP_002082478.1|DSIM
OG0000442	LOC6598257|XP_002023315.2|DPER	LOC6736676|XP_039149855.1|DSIM
OG0000443	LOC6600568|XP_002025686.2|DPER	LOC6736236|XP_002083130.2|DSIM
OG0000443	LOC6600569|XP_002025687.1|DPER	LOC6736235|XP_002083129.2|DSIM
OG0000444	LOC6593885|XP_026843100.1|DPER	LOC6731547|XP_002078692.1|DSIM
OG0000444	LOC6593883|XP_026843478.1|DPER	LOC6731549|XP_016024219.1|DSIM
OG0000446	LOC113566140|XP_026846258.1|DPER	LOC27208073|XP_016039459.1|DSIM, LOC6725869|XP_016039197.1|DSIM
OG0000446	LOC113565241|XP_026842771.1|DPER	LOC27208799|XP_039148220.1|DSIM
OG0000447	LOC113567148|XP_026850124.1|DPER, LOC113567288|XP_026850433.1|DPER, LOC113566851|XP_026849815.1|DPER, LOC113566920|XP_026849935.1|DPER, LOC113566790|XP_026849684.1|DPER, LOC113566788|XP_026849683.1|DPER, LOC113566979|XP_026850020.1|DPER, LOC113566978|XP_026850019.1|DPER, LOC113566981|XP_026850023.1|DPER, LOC113566980|XP_026850021.1|DPER, LOC113566977|XP_026850018.1|DPER, LOC113566935|XP_026849946.1|DPER, LOC113567290|XP_026850434.1|DPER, LOC113566901|XP_026849891.1|DPER, LOC113566983|XP_026850025.1|DPER, LOC113566982|XP_026850024.1|DPER, LOC113567041|XP_026850046.1|DPER, LOC113567198|XP_026850167.1|DPER, LOC113567042|XP_026850047.1|DPER, LOC113566868|XP_026849830.1|DPER, LOC113566984|XP_026850026.1|DPER, LOC113566934|XP_026849945.1|DPER, LOC113567053|XP_026850052.1|DPER, LOC113566503|XP_026848203.1|DPER, LOC113567136|XP_026850103.1|DPER, LOC113567141|XP_026850105.1|DPER, LOC113567173|XP_026850144.1|DPER	LOC6736396|XP_002083268.2|DSIM
OG0000448	LOC6595209|XP_002020384.1|DPER	LOC6730303|XP_002105586.1|DSIM
OG0000448	LOC6595207|XP_026846649.1|DPER	LOC6730306|XP_002105589.2|DSIM
OG0000449	LOC6596096|XP_026845262.1|DPER	LOC6738491|XP_016032337.1|DSIM
OG0000449	LOC6593300|XP_026843607.1|DPER	LOC27206496|XP_016025567.1|DSIM
OG0000450	LOC6599209|XP_026848280.1|DPER	LOC6725615|XP_039153373.1|DSIM
OG0000450	LOC6597434|XP_026846562.1|DPER	LOC6726282|XP_016039800.1|DSIM
OG0000451	LOC6596753|XP_026845921.1|DPER	LOC27207003|XP_016037668.2|DSIM
OG0000451	LOC6596755|XP_026845920.1|DPER	LOC27207524|XP_016037663.1|DSIM
OG0000453	LOC6588254|XP_002013590.1|DPER	LOC6728163|XP_002103513.1|DSIM
OG0000453	LOC6588554|XP_002013588.2|DPER	LOC6728164|XP_016034771.1|DSIM
OG0000454	LOC6587834|XP_002013276.1|DPER	LOC6726913|XP_002102315.2|DSIM
OG0000454	LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER	LOC6736394|XP_002083266.1|DSIM
OG0000455	LOC6602124|XP_026842747.1|DPER	LOC6734190|XP_039148085.1|DSIM
OG0000456	LOC6602549|XP_002027589.2|DPER	LOC6724709|XP_016037468.1|DSIM
OG0000456	LOC6598087|XP_026843226.1|DPER	LOC6732311|XP_039147151.1|DSIM
OG0000457	LOC6593846|XP_026843827.1|DPER	LOC6731599|XP_016024274.1|DSIM
OG0000457	LOC6593566|XP_026844605.1|DPER	LOC6731206|XP_016023750.1|DSIM
OG0000458	LOC6603032|XP_026843038.1|DPER	LOC6732128|XP_016024795.1|DSIM
OG0000460	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER	LOC6730581|XP_002077760.1|DSIM
OG0000462	LOC6594110|XP_002019887.1|DPER	LOC6727464|XP_002102844.1|DSIM
OG0000462	LOC6594111|XP_002019888.1|DPER	LOC6727463|XP_016034059.1|DSIM
OG0000462	LOC6594112|XP_002019889.1|DPER	LOC6727462|XP_002102842.1|DSIM
OG0000463	LOC6595109|XP_002020183.2|DPER	LOC6739765|XP_002076658.2|DSIM
OG0000463	LOC6595108|XP_002020182.1|DPER	LOC6726612|XP_002107561.2|DSIM, LOC27208749|XP_016035888.1|DSIM
OG0000464	LOC6603035|XP_026843035.1|DPER	LOC6732127|XP_016024790.1|DSIM
OG0000464	LOC6603036|XP_026842960.1|DPER	LOC6732126|XP_016024789.1|DSIM
OG0000464	LOC6589457|XP_002014871.2|DPER	LOC6730693|XP_016023120.1|DSIM
OG0000465	LOC6594804|XP_026850832.1|DPER	LOC6729455|XP_039151173.1|DSIM
OG0000465	LOC6594805|XP_026843634.1|DPER	LOC6729454|XP_016036128.1|DSIM
OG0000466	LOC6599188|XP_002024345.1|DPER	LOC6725675|XP_039152393.1|DSIM
OG0000466	LOC6595600|XP_002020948.1|DPER	LOC27206536|XP_016022876.1|DSIM
OG0000467	LOC6590905|XP_026840784.1|DPER	LOC6733345|XP_039148295.1|DSIM
OG0000467	LOC6591011|XP_002015576.2|DPER, LOC6591012|XP_026842842.1|DPER	LOC6733330|XP_016026243.2|DSIM
OG0000468	LOC6588532|XP_002013191.1|DPER	LOC6730365|XP_016037139.1|DSIM
OG0000468	LOC6600955|XP_002026026.2|DPER	LOC27206161|XP_016027062.1|DSIM
OG0000469	LOC6589383|XP_026845021.1|DPER	LOC6732081|XP_039147055.1|DSIM
OG0000469	LOC6588688|XP_026844950.1|DPER	LOC6732078|XP_039146920.1|DSIM
OG0000470	LOC6595786|XP_002021331.1|DPER	LOC6739070|XP_039150244.1|DSIM
OG0000471	LOC6600506|XP_002025613.2|DPER	LOC6739603|XP_002076499.2|DSIM
OG0000471	LOC6596476|XP_026843263.1|DPER	LOC6730706|XP_002077876.2|DSIM
OG0000473	LOC6599962|XP_002025039.1|DPER	LOC6725517|XP_002106530.1|DSIM
OG0000473	LOC6600167|XP_026846728.1|DPER	LOC27207893|XP_016037795.1|DSIM
OG0000474	LOC6602691|XP_002027718.1|DPER	LOC6726201|XP_002107176.1|DSIM
OG0000474	LOC6588422|XP_002013834.1|DPER	LOC6737659|XP_016031424.1|DSIM
OG0000475	LOC6587625|XP_026851174.1|DPER	LOC6729081|XP_016035728.1|DSIM
OG0000475	LOC6587630|XP_002013554.1|DPER	LOC6729082|XP_002104403.2|DSIM
