Orthogroup	DPER.longest_only	DBUS.longest_only
OG0000700	LOC6595608|XP_026843989.1|DPER	LOC108606313|XP_033149889.1|DBUS
OG0000700	LOC6596368|XP_026843733.1|DPER	LOC108595140|XP_017838733.2|DBUS
OG0000701	LOC6590266|XP_002015470.1|DPER	LOC108594713|XP_017835341.1|DBUS
OG0000701	LOC6598191|XP_026846344.1|DPER	LOC108605117|XP_017850169.1|DBUS
OG0000702	LOC6591924|XP_002017426.1|DPER	LOC108602860|XP_017846630.1|DBUS
OG0000702	LOC6591925|XP_026840428.1|DPER	LOC108602859|XP_017846625.2|DBUS
OG0000703	LOC6593867|XP_026843461.1|DPER	LOC108594540|XP_033149358.1|DBUS
OG0000703	LOC6601576|XP_026841293.1|DPER	LOC108596323|XP_017837434.1|DBUS
OG0000704	LOC6599967|XP_026849210.1|DPER	LOC108606312|XP_033150380.1|DBUS
OG0000704	LOC6598854|XP_002023747.1|DPER	LOC108601735|XP_017845145.1|DBUS
OG0000705	LOC6595837|XP_002021426.1|DPER	LOC108600139|XP_017843019.1|DBUS
OG0000706	LOC6588941|XP_002014911.2|DPER	LOC108594528|XP_017835221.1|DBUS
OG0000706	LOC6600147|XP_002025230.1|DPER	LOC108605421|XP_017850582.1|DBUS
OG0000707	LOC6599357|XP_002024480.1|DPER	LOC108607234|XP_017853401.1|DBUS
OG0000708	LOC6599101|XP_026849275.1|DPER	LOC108606833|XP_017852807.1|DBUS
OG0000708	LOC6597376|XP_026846533.1|DPER	LOC108605072|XP_033150299.1|DBUS
OG0000709	LOC6595308|XP_002020435.1|DPER	LOC108602133|XP_017845650.1|DBUS
OG0000709	LOC6598385|XP_026846195.1|DPER	LOC108606906|XP_017852930.1|DBUS
OG0000710	LOC6594349|XP_002019528.1|DPER	LOC108602729|XP_017846370.1|DBUS
OG0000711	LOC6604737|XP_002029610.2|DPER	LOC108598725|XP_017840943.1|DBUS
OG0000711	LOC6599996|XP_002025154.2|DPER	LOC108606706|XP_033150306.1|DBUS
OG0000712	LOC6594409|XP_002019673.2|DPER	LOC108601532|XP_033149929.1|DBUS
OG0000712	LOC6594213|XP_002019672.1|DPER	LOC108604378|XP_017849321.1|DBUS
OG0000713	LOC6587653|XP_026850225.1|DPER	LOC108602569|XP_017846194.1|DBUS
OG0000714	LOC6598443|XP_002023570.1|DPER	LOC108605721|XP_017851003.1|DBUS
OG0000714	LOC6599667|XP_002024799.1|DPER	LOC108600087|XP_017842935.1|DBUS
OG0000715	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER	LOC108599416|XP_017841716.1|DBUS
OG0000716	LOC6600355|XP_002025479.1|DPER	LOC108606880|XP_017852893.1|DBUS
OG0000716	LOC6597000|XP_002022247.1|DPER	LOC108600643|XP_017843826.1|DBUS
OG0000717	LOC113566502|XP_026848197.1|DPER	LOC108598032|XP_017840136.1|DBUS
OG0000718	LOC6602561|XP_026846851.1|DPER	LOC108607379|XP_017853596.1|DBUS
OG0000718	LOC6601990|XP_026846840.1|DPER	LOC108607332|XP_017853492.1|DBUS
OG0000719	LOC6602776|XP_002027833.2|DPER	LOC108601032|XP_017844399.1|DBUS
OG0000719	LOC6600262|XP_002025427.2|DPER	LOC108598084|XP_017840186.1|DBUS
OG0000720	LOC6587685|XP_002012966.2|DPER	LOC108602762|XP_017846424.1|DBUS
OG0000721	LOC6588780|XP_002014251.1|DPER	LOC108600136|XP_017843057.1|DBUS
OG0000721	LOC6588779|XP_002014250.1|DPER	LOC108599928|XP_017842675.2|DBUS, LOC108600057|XP_017842933.2|DBUS
OG0000723	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER	LOC108596006|XP_017836780.1|DBUS, LOC108595970|XP_017836746.1|DBUS, LOC108595786|XP_017836567.1|DBUS
OG0000724	LOC6597728|XP_002023000.2|DPER	LOC108606112|XP_017851454.1|DBUS
OG0000724	LOC113565135|XP_026841851.1|DPER	LOC108603965|XP_017848655.1|DBUS
OG0000726	LOC6591837|XP_002017205.1|DPER	LOC108604848|XP_033150559.1|DBUS
OG0000726	LOC6591836|XP_002017204.1|DPER	LOC108604703|XP_017849752.1|DBUS
OG0000727	LOC6594229|XP_026850321.1|DPER	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS
OG0000728	LOC6599965|XP_002025042.1|DPER	LOC108606091|XP_017851425.1|DBUS
OG0000728	LOC6594909|XP_002020117.2|DPER	LOC108603174|XP_017847221.1|DBUS
OG0000729	LOC113564930|XP_026840224.1|DPER	LOC108601413|XP_017844801.1|DBUS
OG0000729	LOC113565756|XP_026844628.1|DPER	LOC108604192|XP_017849033.1|DBUS
OG0000730	LOC113565668|XP_026844174.1|DPER	LOC108599332|XP_017841625.1|DBUS
OG0000730	LOC6588948|XP_026843905.1|DPER	LOC108608005|XP_017854657.1|DBUS
OG0000731	LOC6599739|XP_002024809.1|DPER	LOC108598000|XP_017840105.1|DBUS
OG0000731	LOC6602114|XP_002027128.1|DPER	LOC108594856|XP_017835482.1|DBUS
OG0000732	LOC6600555|XP_026847501.1|DPER	LOC108601070|XP_017844453.1|DBUS
OG0000732	LOC6600556|XP_002025709.2|DPER	LOC108598913|XP_017841165.1|DBUS
OG0000733	LOC6594844|XP_002020248.1|DPER	LOC108602357|XP_017845946.1|DBUS
OG0000733	LOC6600336|XP_002025345.2|DPER	LOC108600294|XP_017843264.1|DBUS
OG0000734	LOC6598379|XP_026846254.1|DPER	LOC108606261|XP_017851712.1|DBUS
OG0000734	LOC6603302|XP_026849869.1|DPER	LOC108600322|XP_017843313.1|DBUS
OG0000735	LOC6596910|XP_002021871.1|DPER	LOC108605681|XP_017850961.1|DBUS
OG0000735	LOC6589235|XP_026844882.1|DPER	LOC108598620|XP_017840811.1|DBUS
OG0000736	LOC6589180|XP_002015182.2|DPER	LOC108608002|XP_033150560.1|DBUS
OG0000736	LOC6589179|XP_026844979.1|DPER	LOC108607797|XP_033150589.1|DBUS
OG0000737	LOC6590400|XP_026841044.1|DPER	LOC108597745|XP_017839939.1|DBUS
OG0000738	LOC6589558|XP_002015267.1|DPER	LOC108594304|XP_033150139.1|DBUS
OG0000738	LOC6593905|XP_002018782.1|DPER	LOC108603854|XP_017848500.1|DBUS
OG0000739	LOC6591559|XP_002017108.1|DPER	LOC108604641|XP_033149989.1|DBUS
OG0000739	LOC6591561|XP_026841282.1|DPER	LOC108602057|XP_017845560.1|DBUS
OG0000740	LOC6594597|XP_026850661.1|DPER	LOC108604435|XP_017849398.1|DBUS
OG0000741	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER	LOC108606904|XP_017852926.1|DBUS
OG0000742	LOC6599377|XP_026847199.1|DPER	LOC108607177|XP_017853322.1|DBUS
OG0000742	LOC6599376|XP_026847170.1|DPER	LOC108607136|XP_017853262.1|DBUS
OG0000743	LOC6601019|XP_026849767.1|DPER	LOC108600090|XP_033149697.1|DBUS
OG0000744	LOC6602072|XP_002027150.1|DPER	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS
OG0000745	LOC6593079|XP_002017892.1|DPER	LOC108595681|XP_017836449.1|DBUS
OG0000745	LOC6592991|XP_002017667.2|DPER	LOC108597017|XP_017838787.1|DBUS
OG0000746	LOC6590129|XP_002016240.1|DPER	LOC108597153|XP_017839043.1|DBUS
OG0000747	LOC6596163|XP_026845334.1|DPER	LOC108598784|XP_033149463.1|DBUS
OG0000747	LOC6596166|XP_002021143.1|DPER	LOC108598982|XP_033149517.1|DBUS
OG0000748	LOC6596392|XP_002021545.2|DPER	LOC108603014|XP_017846903.2|DBUS
OG0000750	LOC6590010|XP_002015463.2|DPER, LOC6590245|XP_002016537.2|DPER	LOC108594805|XP_017835433.1|DBUS
OG0000751	LOC6593181|XP_026841496.1|DPER	LOC108594757|XP_017835385.1|DBUS, LOC108596179|XP_017837176.1|DBUS
OG0000751	LOC6593180|XP_026842529.1|DPER	LOC108596177|XP_017837174.1|DBUS
OG0000754	LOC6597690|XP_026846395.1|DPER	LOC108607139|XP_017853265.1|DBUS
OG0000754	LOC6599418|XP_002024468.1|DPER	LOC108606967|XP_017853018.1|DBUS
OG0000755	LOC6587525|XP_002014040.2|DPER	LOC108603743|XP_017848296.1|DBUS
OG0000755	LOC6587569|XP_002014041.2|DPER	LOC108601391|XP_017844779.1|DBUS
OG0000756	LOC6591843|XP_026851062.1|DPER	LOC108602601|XP_017846227.1|DBUS
OG0000757	LOC6602948|XP_026848752.1|DPER	LOC108599063|XP_017841332.1|DBUS
OG0000759	LOC6601195|XP_026848183.1|DPER	LOC108598516|XP_017840683.1|DBUS
OG0000759	LOC6601192|XP_026849949.1|DPER	LOC108600790|XP_017844054.2|DBUS
OG0000761	LOC113564874|XP_026844497.1|DPER	LOC108594312|XP_017834945.1|DBUS
OG0000761	LOC6588706|XP_026844499.1|DPER, LOC113565892|XP_026845057.1|DPER	LOC108608239|XP_017855014.1|DBUS
OG0000762	LOC6593836|XP_002018698.2|DPER	LOC108602368|XP_017839991.1|DBUS
OG0000763	LOC6593415|XP_002018594.1|DPER	LOC108595940|XP_033149901.1|DBUS
OG0000763	LOC6593457|XP_002018595.1|DPER	LOC108602226|XP_017845765.1|DBUS
OG0000764	LOC6598303|XP_026846327.1|DPER	LOC108605383|XP_033150390.1|DBUS
OG0000765	LOC6599524|XP_002024651.1|DPER	LOC108599274|XP_017841559.1|DBUS
OG0000765	LOC6596692|XP_002021961.1|DPER	LOC108605509|XP_017850747.1|DBUS
OG0000766	LOC6593521|XP_026843096.1|DPER	LOC108607586|XP_033150640.1|DBUS
OG0000766	LOC6602757|XP_026847724.1|DPER	LOC108606619|XP_017852390.1|DBUS
OG0000767	LOC6602354|XP_026848587.1|DPER	LOC108603448|XP_033150088.1|DBUS, LOC108599723|XP_017842209.1|DBUS
OG0000768	LOC6595978|XP_002021044.1|DPER	LOC108598553|XP_017840725.1|DBUS
OG0000769	LOC6591780|XP_002017141.1|DPER	LOC108602143|XP_017845665.1|DBUS
OG0000769	LOC6597849|XP_002023011.1|DPER	LOC108604998|XP_017850053.1|DBUS
OG0000770	LOC6590038|XP_002016312.1|DPER	LOC108595522|XP_017836266.1|DBUS
OG0000771	LOC6601965|XP_002026995.1|DPER	LOC108598894|XP_017841144.1|DBUS
OG0000772	LOC6591157|XP_026842414.1|DPER, LOC113565075|XP_026841294.1|DPER	LOC108596327|XP_017837442.1|DBUS
OG0000774	LOC6590425|XP_002016597.1|DPER	LOC108596726|XP_017838257.1|DBUS
OG0000775	LOC113565167|XP_026842180.1|DPER	LOC108596595|XP_017838013.1|DBUS
OG0000775	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER	LOC108597074|XP_017838895.1|DBUS
OG0000778	LOC6600310|XP_002025364.2|DPER	LOC108595294|XP_033149758.1|DBUS
OG0000778	LOC6591731|XP_002016809.1|DPER	LOC117134680|XP_033149029.1|DBUS
OG0000779	LOC6601764|XP_026846923.1|DPER	LOC108605163|XP_017850235.1|DBUS
OG0000780	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS
OG0000781	LOC6596856|XP_026846021.1|DPER	LOC108606777|XP_017852686.1|DBUS
OG0000781	LOC6603262|XP_002028236.1|DPER	LOC108598664|XP_017840866.1|DBUS
OG0000782	LOC6595938|XP_002020988.1|DPER	LOC108599254|XP_017841540.2|DBUS
OG0000782	LOC6600071|XP_002025195.1|DPER	LOC108605397|XP_017850556.1|DBUS
OG0000783	LOC6596007|XP_002020996.2|DPER	LOC108602146|XP_017845667.1|DBUS
OG0000783	LOC6598279|XP_002023302.1|DPER	LOC108605216|XP_017850314.1|DBUS
OG0000784	LOC6601415|XP_002026484.2|DPER	LOC108599076|XP_017841353.1|DBUS
OG0000784	LOC6598155|XP_002023492.1|DPER	LOC108606990|XP_017853053.1|DBUS
OG0000785	LOC6587255|XP_026850789.1|DPER, LOC6587251|XP_002013052.1|DPER	LOC108602404|XP_017846005.1|DBUS
OG0000786	LOC6604641|XP_026841759.1|DPER	LOC108603078|XP_017847053.1|DBUS
OG0000787	LOC6599836|XP_002024855.1|DPER	LOC108599738|XP_017842235.2|DBUS
OG0000788	LOC113565626|XP_026843947.1|DPER, LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER	LOC108599944|XP_017842657.1|DBUS
OG0000789	LOC6596544|XP_002021681.2|DPER	LOC108605911|XP_033150821.1|DBUS
OG0000790	LOC6595598|XP_002020946.1|DPER	LOC108603631|XP_017848082.2|DBUS
OG0000790	LOC6595597|XP_002020945.2|DPER	LOC108600703|XP_017843919.2|DBUS
OG0000791	LOC6595155|XP_026850677.1|DPER	LOC108603674|XP_017848163.1|DBUS
OG0000792	LOC6595629|XP_002020703.1|DPER	LOC108602758|XP_017846423.1|DBUS
OG0000793	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER	LOC108603824|XP_017848443.1|DBUS
OG0000794	LOC6599935|XP_026849197.1|DPER	LOC108606255|XP_017851693.1|DBUS
OG0000795	LOC6600079|XP_002025171.1|DPER	LOC108605524|XP_017850764.1|DBUS
OG0000795	LOC6594526|XP_002019418.1|DPER	LOC108602324|XP_017845898.1|DBUS
OG0000796	LOC6602891|XP_002027914.1|DPER	LOC108605214|XP_017850312.1|DBUS
OG0000797	LOC6591949|XP_002017493.1|DPER	LOC108602984|XP_017846859.1|DBUS
OG0000798	LOC6593100|XP_026841074.1|DPER	LOC108596632|XP_017838072.1|DBUS
OG0000798	LOC6593098|XP_002017881.1|DPER	LOC108596631|XP_017838066.1|DBUS
OG0000799	LOC6600033|XP_002025080.1|DPER	LOC108605153|XP_017850215.1|DBUS
OG0000800	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER	LOC108598952|XP_017841212.1|DBUS, LOC108599083|XP_017841360.1|DBUS, LOC108599173|XP_017841449.1|DBUS
OG0000801	LOC6590365|XP_002015845.1|DPER	LOC108595331|XP_017836040.1|DBUS
OG0000802	LOC6603113|XP_002028130.1|DPER	LOC108605914|XP_017851218.1|DBUS
OG0000803	LOC6596574|XP_002021661.1|DPER	LOC108594237|XP_017834837.1|DBUS
OG0000803	LOC6603294|XP_002028275.1|DPER	LOC108601161|XP_017844582.1|DBUS
OG0000804	LOC6590678|XP_026842072.1|DPER	LOC108597699|XP_017839870.1|DBUS
OG0000804	LOC6591666|XP_002016995.1|DPER	LOC108602373|XP_017845967.1|DBUS, LOC108602321|XP_017845895.1|DBUS
OG0000805	LOC6590378|XP_026841761.1|DPER	LOC108595071|XP_017835707.1|DBUS
OG0000806	LOC6595696|XP_002020722.2|DPER	LOC108608335|XP_017855164.1|DBUS
OG0000810	LOC6591013|XP_002015578.1|DPER	LOC108597383|XP_017839405.1|DBUS
OG0000811	LOC6594686|XP_002019321.1|DPER	LOC108602356|XP_017845945.1|DBUS
OG0000811	LOC6590095|XP_026841071.1|DPER	LOC117134683|XP_033149033.1|DBUS, LOC108596242|XP_017837279.1|DBUS
OG0000812	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER	LOC108606922|XP_017852953.1|DBUS
OG0000813	LOC6592962|XP_002017964.1|DPER	LOC108595242|XP_017835930.1|DBUS
OG0000814	LOC6589341|XP_002015317.1|DPER	LOC108595202|XP_017835881.1|DBUS
OG0000815	LOC6593305|XP_002018648.1|DPER	LOC108597314|XP_017839294.1|DBUS
OG0000816	LOC6600749|XP_002025787.1|DPER	LOC108605477|XP_017850657.1|DBUS
OG0000816	LOC6594347|XP_002019526.1|DPER	LOC108602728|XP_017846369.1|DBUS
OG0000817	LOC6591651|XP_002016864.1|DPER	LOC108602336|XP_017845914.1|DBUS
OG0000817	LOC6591650|XP_002016863.1|DPER	LOC108602694|XP_017846322.1|DBUS
OG0000818	LOC6602750|XP_002027779.2|DPER	LOC108606224|XP_017851610.1|DBUS
OG0000819	LOC6597590|XP_026848948.1|DPER	LOC108605390|XP_017850548.1|DBUS
OG0000819	LOC6597591|XP_002022778.2|DPER	LOC108605739|XP_017851025.1|DBUS
OG0000820	LOC6592521|XP_026841340.1|DPER	LOC108596157|XP_017837151.1|DBUS
OG0000821	LOC6587412|XP_002013866.1|DPER	LOC108602502|XP_017846119.1|DBUS
OG0000821	LOC6591222|XP_002015893.1|DPER	LOC108595485|XP_017836225.2|DBUS
OG0000822	LOC6593791|XP_002018711.1|DPER	LOC108595580|XP_017836334.2|DBUS
OG0000823	LOC113567346|XP_026850668.1|DPER, LOC6598828|XP_002023940.2|DPER	LOC108602561|XP_017846185.1|DBUS
OG0000825	LOC6601417|XP_002026486.1|DPER	LOC108598285|XP_017840389.1|DBUS, LOC108598286|XP_017840390.1|DBUS
OG0000825	LOC6596506|XP_002021580.1|DPER	LOC108606356|XP_017851897.1|DBUS
OG0000826	LOC6591089|XP_002016121.1|DPER	LOC108596300|XP_017837384.1|DBUS
OG0000828	LOC113564932|XP_026840243.1|DPER, LOC6587249|XP_026851022.1|DPER	LOC108602542|XP_017846164.1|DBUS
OG0000829	LOC113566884|XP_026849850.1|DPER, LOC113566883|XP_026849849.1|DPER, LOC113566859|XP_026849822.1|DPER, LOC113566842|XP_026849811.1|DPER, LOC113566078|XP_026845807.1|DPER, LOC6602337|XP_026848570.1|DPER, LOC113567087|XP_026850068.1|DPER, LOC113566905|XP_026849913.1|DPER, LOC113566918|XP_026849930.1|DPER, LOC113566893|XP_026849854.1|DPER, LOC113567315|XP_026850448.1|DPER, LOC113567295|XP_026850437.1|DPER, LOC113567314|XP_026850447.1|DPER, LOC113567316|XP_026850449.1|DPER, LOC113567225|XP_026850200.1|DPER, LOC113567226|XP_026850201.1|DPER, LOC113566860|XP_026849823.1|DPER, LOC113567223|XP_026850198.1|DPER, LOC113566880|XP_026849846.1|DPER, LOC113566825|XP_026849780.1|DPER, LOC113566442|XP_026847748.1|DPER, LOC113566533|XP_026848360.1|DPER, LOC113566858|XP_026849821.1|DPER, LOC113566783|XP_026849678.1|DPER, LOC113566786|XP_026849681.1|DPER, LOC113567044|XP_026850049.1|DPER, LOC113566787|XP_026849682.1|DPER, LOC113566805|XP_026849769.1|DPER, LOC113566784|XP_026849679.1|DPER, LOC113566841|XP_026849810.1|DPER, LOC113567086|XP_026850067.1|DPER, LOC113566080|XP_026845808.1|DPER, LOC113567260|XP_026850324.1|DPER, LOC113566856|XP_026849819.1|DPER, LOC113566861|XP_026849824.1|DPER, LOC113567085|XP_026850066.1|DPER, LOC113567224|XP_026850199.1|DPER, LOC113567003|XP_026850027.1|DPER, LOC113566864|XP_026849828.1|DPER, LOC113566879|XP_026849845.1|DPER, LOC113566785|XP_026849680.1|DPER, LOC113566854|XP_026849817.1|DPER, LOC113566862|XP_026849825.1|DPER, LOC113566881|XP_026849847.1|DPER, LOC113566855|XP_026849818.1|DPER, LOC113566853|XP_026849816.1|DPER, LOC113566882|XP_026849848.1|DPER, LOC113566969|XP_026850013.1|DPER, LOC113566878|XP_026849842.1|DPER	LOC108598205|XP_033149411.1|DBUS
OG0000830	LOC6597338|XP_026846485.1|DPER	LOC108605498|XP_017850731.1|DBUS
OG0000831	LOC6592813|XP_002017610.1|DPER	LOC108597507|XP_017839584.1|DBUS
OG0000832	LOC6600898|XP_002025962.1|DPER	LOC108596836|XP_017838450.1|DBUS
OG0000832	LOC6593940|XP_002019006.1|DPER	LOC108594886|XP_017835516.2|DBUS
OG0000833	LOC6601512|XP_026847973.1|DPER	LOC108598071|XP_033149434.1|DBUS
OG0000834	LOC6595001|XP_002020458.1|DPER	LOC108604298|XP_017849204.1|DBUS
OG0000835	LOC113564877|XP_026843328.1|DPER, LOC6603325|XP_026843878.1|DPER	LOC108608240|XP_033149253.1|DBUS
OG0000835	LOC6596106|XP_026845571.1|DPER	LOC108599933|XP_017842639.1|DBUS
OG0000836	LOC6593736|XP_002018994.1|DPER, LOC6588819|XP_026844483.1|DPER	LOC108594389|XP_017835040.2|DBUS
OG0000837	LOC6597555|XP_026848902.1|DPER	LOC108605540|XP_017850781.1|DBUS
OG0000838	LOC113565839|XP_026844974.1|DPER	LOC108599700|XP_017842189.1|DBUS
OG0000839	LOC6588158|XP_002014122.1|DPER	LOC108603192|XP_017847258.1|DBUS
OG0000840	LOC6597491|XP_002022727.1|DPER	LOC108607242|XP_017853410.1|DBUS
OG0000841	LOC6594661|XP_026839925.1|DPER	LOC108604566|XP_017849584.1|DBUS
OG0000841	LOC6594664|XP_026851058.1|DPER	LOC108603701|XP_017848220.1|DBUS
OG0000842	LOC6594960|XP_002020328.1|DPER	LOC108601962|XP_017845438.1|DBUS
OG0000843	LOC6590498|XP_002015647.1|DPER	LOC108596754|XP_017838322.1|DBUS
OG0000844	LOC6594387|XP_002019479.1|DPER	LOC108603130|XP_017847139.1|DBUS
OG0000845	LOC6599990|XP_026849223.1|DPER, LOC6599992|XP_026849221.1|DPER	LOC108606705|XP_017852569.1|DBUS
OG0000846	LOC6595165|XP_002020292.1|DPER	LOC108602823|XP_017846546.1|DBUS
OG0000847	LOC6592365|XP_026841411.1|DPER, LOC6600967|XP_002026005.1|DPER	LOC108594647|XP_033149228.1|DBUS, LOC108595338|XP_017836048.1|DBUS
OG0000848	LOC6589833|XP_002014883.1|DPER	LOC108606251|XP_017851691.1|DBUS
OG0000849	LOC6589203|XP_002014693.2|DPER	LOC108594539|XP_017835231.1|DBUS
OG0000849	LOC6595483|XP_002020655.2|DPER	LOC108594537|XP_017835229.1|DBUS
OG0000850	LOC6591274|XP_026842882.1|DPER	LOC108596126|XP_017837078.1|DBUS
OG0000850	LOC6591273|XP_002016028.1|DPER	LOC108596125|XP_017837075.1|DBUS
OG0000851	LOC6592624|XP_002018500.2|DPER	LOC108595852|XP_017836632.1|DBUS
OG0000851	LOC6592625|XP_026842417.1|DPER, LOC6592626|XP_002018502.2|DPER, LOC113565197|XP_026842420.1|DPER	LOC108595748|XP_017836526.1|DBUS, LOC108594874|XP_017835501.1|DBUS
OG0000852	LOC6591152|XP_002015921.1|DPER	LOC108596847|XP_017838465.1|DBUS
OG0000852	LOC6591150|XP_002015919.1|DPER	LOC108596846|XP_017838464.1|DBUS
OG0000854	LOC6600362|XP_026848380.1|DPER	LOC108606336|XP_017851852.1|DBUS
OG0000855	LOC6596771|XP_002021922.1|DPER	LOC108606294|XP_017851769.1|DBUS
OG0000856	LOC6603334|XP_002028318.2|DPER	LOC108600324|XP_033149274.1|DBUS
OG0000857	LOC6597893|XP_026846940.1|DPER	LOC108606923|XP_017852960.1|DBUS
OG0000858	LOC6587497|XP_002013881.2|DPER	LOC108601846|XP_017845282.1|DBUS
OG0000860	LOC6600603|XP_026847504.1|DPER	LOC108599908|XP_033149708.1|DBUS
OG0000861	LOC6592524|XP_002018226.1|DPER	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS
OG0000862	LOC6600903|XP_002025912.1|DPER, LOC6589320|XP_026845007.1|DPER	LOC108596345|XP_017837489.1|DBUS
OG0000863	LOC6587223|XP_026840514.1|DPER	LOC108601752|XP_017845165.1|DBUS
OG0000864	LOC6602568|XP_002027602.2|DPER	LOC108607203|XP_017853356.1|DBUS
OG0000865	LOC6591425|XP_002017483.1|DPER	LOC108604735|XP_017849806.1|DBUS
OG0000866	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER	LOC108608539|XP_017855444.1|DBUS
OG0000867	LOC6588971|XP_002014334.2|DPER	LOC108599879|XP_017842546.1|DBUS
OG0000868	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER	LOC108605479|XP_017850660.1|DBUS
OG0000869	LOC6594511|XP_002019494.1|DPER	LOC108604547|XP_017849560.1|DBUS
OG0000870	LOC6591305|XP_002015634.2|DPER	LOC108594947|XP_017835570.1|DBUS
OG0000871	LOC6592775|XP_002018017.1|DPER	LOC108597673|XP_017839835.1|DBUS
OG0000872	LOC6590019|XP_026842873.1|DPER	LOC117135020|XP_033150710.1|DBUS
OG0000873	LOC6602179|XP_002027219.2|DPER	LOC108600372|XP_017843398.2|DBUS
OG0000874	LOC6597353|XP_002022555.1|DPER	LOC108605790|XP_017851082.1|DBUS
OG0000874	LOC6601602|XP_026840947.1|DPER	LOC108597521|XP_017839603.1|DBUS
OG0000875	LOC6596981|XP_026845268.1|DPER	LOC108601430|XP_017844817.1|DBUS, LOC108605091|XP_033150417.1|DBUS, LOC108605090|XP_017850145.1|DBUS
OG0000875	LOC6603330|XP_002028307.1|DPER	LOC108599113|XP_017841362.1|DBUS
OG0000877	LOC6602389|XP_026848454.1|DPER	LOC108601144|XP_017844561.1|DBUS
OG0000877	LOC6598336|XP_002023463.1|DPER	LOC108605956|XP_017851265.1|DBUS
OG0000878	LOC6590314|XP_002015859.2|DPER	LOC108597569|XP_017839669.1|DBUS
OG0000879	LOC6590668|XP_002015410.2|DPER	LOC108595727|XP_017836498.1|DBUS
OG0000880	LOC6602746|XP_002027794.1|DPER	LOC108605972|XP_017851283.1|DBUS
OG0000880	LOC6600287|XP_002025432.1|DPER	LOC108601299|XP_017844688.1|DBUS
OG0000881	LOC6597144|XP_002022302.1|DPER	LOC108600421|XP_017843344.1|DBUS
OG0000882	LOC6600043|XP_026849136.1|DPER	LOC108606798|XP_017852748.1|DBUS
OG0000884	LOC6598181|XP_002023355.1|DPER	LOC108605122|XP_017850173.1|DBUS
OG0000885	LOC6588136|XP_026844274.1|DPER	LOC108601771|XP_017845185.1|DBUS
OG0000886	LOC6588267|XP_002013844.1|DPER	LOC108603290|XP_017847448.1|DBUS, LOC108603288|XP_017847447.1|DBUS
OG0000887	LOC6600746|XP_026848674.1|DPER	LOC108605045|XP_033150279.1|DBUS
OG0000888	LOC6601090|XP_026847315.1|DPER, LOC6601087|XP_026847373.1|DPER	LOC108600263|XP_017843198.1|DBUS
OG0000889	LOC6603424|XP_002028402.1|DPER	LOC108600744|XP_017843978.2|DBUS
OG0000890	LOC6590086|XP_026842302.1|DPER	LOC108596525|XP_017837901.1|DBUS
OG0000891	LOC6595443|XP_002020864.1|DPER	LOC108594287|XP_017834917.1|DBUS
OG0000892	LOC6601807|XP_026848560.1|DPER	LOC108600066|XP_017842906.1|DBUS
OG0000893	LOC6594271|XP_026850537.1|DPER	LOC108601243|XP_033150118.1|DBUS
OG0000894	LOC6604218|XP_026850863.1|DPER, LOC113567429|XP_026851017.1|DPER	LOC108602541|XP_017846163.1|DBUS
OG0000894	LOC6594290|XP_002019938.1|DPER	LOC108601666|XP_017845056.1|DBUS
OG0000895	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER	LOC108597263|XP_017839209.1|DBUS, LOC108597264|XP_017839211.1|DBUS
OG0000896	LOC6589949|XP_002015977.1|DPER, LOC6600031|XP_002025078.1|DPER	LOC108605176|XP_017850253.1|DBUS
OG0000897	LOC6591720|XP_002016897.1|DPER	LOC108602657|XP_017846292.1|DBUS
OG0000897	LOC6591723|XP_002016900.1|DPER	LOC108602734|XP_017846375.1|DBUS
OG0000898	LOC6593119|XP_002017618.2|DPER, LOC6600839|XP_002025933.1|DPER	LOC108595909|XP_017836688.1|DBUS, LOC108595506|XP_017836248.1|DBUS
