Orthogroup	DPER.longest_only	DKIK.longest_only
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC108083140|XP_017034311.1|DKIK
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC108074444|XP_017021971.1|DKIK
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC108077443|XP_017026251.1|DKIK
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC108077313|XP_017026090.1|DKIK
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC108072608|XP_017019320.1|DKIK
OG0000350	LOC113566002|XP_026845417.1|DPER	LOC108073774|XP_017021030.1|DKIK
OG0000350	LOC6596009|XP_026845418.1|DPER	LOC108073805|XP_017021068.1|DKIK
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC108084987|XP_017036900.1|DKIK
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC108072382|XP_017018971.1|DKIK
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC108072383|XP_017018974.1|DKIK
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC108085031|XP_017036967.1|DKIK
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC108075892|XP_017023995.1|DKIK
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC108074538|XP_017022115.1|DKIK
OG0000354	LOC6589456|XP_026844644.1|DPER	LOC108074545|XP_017022128.1|DKIK
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC108076779|XP_017025271.1|DKIK
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC108070928|XP_017017068.1|DKIK
OG0000356	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER	LOC108079649|XP_017029531.1|DKIK
OG0000356	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC108079534|XP_017029359.1|DKIK
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC108084142|XP_017035676.1|DKIK
OG0000358	LOC6588064|XP_002013334.1|DPER	LOC108084114|XP_017035633.1|DKIK
OG0000358	LOC6588005|XP_002013332.1|DPER	LOC108072954|XP_017019870.1|DKIK
OG0000359	LOC6597006|XP_026845432.1|DPER	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK
OG0000359	LOC6597003|XP_002022166.2|DPER	LOC108082966|XP_017034078.1|DKIK
OG0000360	LOC6591880|XP_002017078.1|DPER	LOC108071367|XP_017017599.1|DKIK, LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK, LOC108071366|XP_017017597.1|DKIK, LOC108071276|XP_017017457.1|DKIK, LOC108071278|XP_017017459.1|DKIK
OG0000361	LOC6597922|XP_026843362.1|DPER	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK
OG0000361	LOC6602253|XP_002027283.2|DPER	LOC108076860|XP_017025379.1|DKIK
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC108085509|XP_017037625.1|DKIK
OG0000362	LOC6597153|XP_026845683.1|DPER, LOC6596172|XP_002021149.1|DPER	LOC108083316|XP_017034542.1|DKIK
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC108081049|XP_017031508.1|DKIK
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC108078917|XP_017028543.1|DKIK
OG0000364	LOC6601226|XP_026849031.1|DPER	LOC108074974|XP_017022696.1|DKIK
OG0000364	LOC6601133|XP_026848981.1|DPER	LOC108075035|XP_017022780.1|DKIK
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC108076827|XP_017025350.1|DKIK
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC108076900|XP_017025429.1|DKIK
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC108081463|XP_017032141.1|DKIK
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC108077678|XP_017026589.1|DKIK
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC108078846|XP_017028430.1|DKIK
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC108076616|XP_017025028.1|DKIK
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC108073834|XP_017021102.1|DKIK
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC6601510|XP_002026572.2|DPER	LOC108085493|XP_017037601.1|DKIK
OG0000370	LOC113566874|XP_026849839.1|DPER	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC6590120|XP_002016033.1|DPER	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC6599215|XP_002024305.1|DPER	LOC108083770|XP_017035184.1|DKIK
OG0000371	LOC6593007|XP_002018459.1|DPER	LOC108078060|XP_017027114.1|DKIK
OG0000371	LOC6587590|XP_002013994.1|DPER	LOC108085574|XP_017037703.1|DKIK
OG0000372	LOC6593821|XP_002019068.1|DPER	LOC108071901|XP_017018321.1|DKIK
OG0000373	LOC6588069|XP_026840297.1|DPER, LOC113565145|XP_026841994.1|DPER	LOC108074532|XP_017022105.1|DKIK
OG0000373	LOC6590625|XP_002016712.2|DPER	LOC108082127|XP_017032918.1|DKIK
OG0000373	LOC113565147|XP_026842027.1|DPER	LOC108086023|XP_017038323.1|DKIK
OG0000375	LOC6601817|XP_002026985.1|DPER, LOC6601816|XP_002026984.1|DPER	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK, LOC108078684|XP_017028120.1|DKIK
OG0000377	LOC6598134|XP_026846188.1|DPER	LOC108079951|XP_017029996.1|DKIK
OG0000377	LOC6588240|XP_002012912.1|DPER	LOC108075491|XP_017023439.1|DKIK
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC6590850|XP_002016363.1|DPER	LOC108070907|XP_017017052.1|DKIK
OG0000379	LOC6590849|XP_002016362.1|DPER	LOC108070909|XP_017017053.1|DKIK
OG0000379	LOC6590975|XP_026842550.1|DPER	LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC6596429|XP_002021827.1|DPER	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC6603420|XP_026848060.1|DPER, LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER	LOC108072814|XP_017019600.1|DKIK
OG0000383	LOC6589434|XP_002014861.1|DPER	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC6589241|XP_002014733.2|DPER	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC6590782|XP_026841671.1|DPER	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC6590781|XP_002016099.1|DPER	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC6599915|XP_026849218.1|DPER	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC6599914|XP_026849179.1|DPER	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC6595157|XP_002020284.1|DPER	LOC108074383|XP_017021898.1|DKIK
OG0000387	LOC6589618|XP_002014876.1|DPER	LOC108079572|XP_017029405.1|DKIK
OG0000388	LOC6601245|XP_002026207.1|DPER	LOC108075045|XP_017022802.1|DKIK, LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC6602733|XP_026849512.1|DPER	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC6590335|XP_002016292.2|DPER	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC6590075|XP_026841586.1|DPER	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC6593952|XP_002018638.2|DPER	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC6593957|XP_002018642.1|DPER	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC6595648|XP_026843938.1|DPER	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC6595736|XP_026843946.1|DPER	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC6598286|XP_002023309.2|DPER	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC6598285|XP_002023308.1|DPER	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC6604424|XP_026845302.1|DPER	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC6596012|XP_002021001.2|DPER	LOC108073772|XP_017021027.1|DKIK
OG0000396	LOC6589171|XP_002014620.1|DPER	LOC108079665|XP_017029551.1|DKIK
OG0000397	LOC6593273|XP_026842507.1|DPER, LOC113565209|XP_026842506.1|DPER, LOC6593274|XP_002018192.1|DPER	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK
OG0000398	LOC6594071|XP_002019731.1|DPER	LOC108076214|XP_017024443.1|DKIK
OG0000399	LOC6598680|XP_002023767.1|DPER	LOC108075654|XP_017023689.1|DKIK
OG0000399	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER, LOC6587726|XP_002012788.1|DPER	LOC108086118|XP_017038454.1|DKIK
OG0000400	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER	LOC108084262|XP_017035905.1|DKIK
OG0000400	LOC6598510|XP_002023549.1|DPER	LOC108084455|XP_017036158.1|DKIK, LOC108084288|XP_017035940.1|DKIK
OG0000401	LOC6601931|XP_002026973.2|DPER, LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER	LOC108085230|XP_017037258.1|DKIK
OG0000402	LOC6601708|XP_002026767.2|DPER	LOC108083784|XP_017035199.1|DKIK
OG0000403	LOC6588648|XP_002013216.2|DPER	LOC108073480|XP_017020623.1|DKIK
OG0000403	LOC6592429|XP_002018241.1|DPER	LOC108076303|XP_017024563.1|DKIK
OG0000404	LOC6595345|XP_002020556.1|DPER, LOC6595344|XP_002020555.1|DPER	LOC108085838|XP_017038084.1|DKIK
OG0000405	LOC6597595|XP_002022814.1|DPER	LOC108071184|XP_017017359.1|DKIK
OG0000405	LOC6588182|XP_002013760.1|DPER	LOC108084223|XP_017035837.1|DKIK
OG0000406	LOC6603347|XP_002028344.1|DPER	LOC108078611|XP_017028020.1|DKIK
OG0000406	LOC6593055|XP_002018467.1|DPER	LOC108082334|XP_017033153.1|DKIK
OG0000407	LOC6603019|XP_002028040.1|DPER	LOC108078765|XP_017028292.1|DKIK
OG0000407	LOC6603018|XP_002028039.1|DPER	LOC108078763|XP_017028290.1|DKIK
OG0000408	LOC6587636|XP_002013908.1|DPER	LOC108073184|XP_017020182.1|DKIK
OG0000408	LOC6596341|XP_002021697.1|DPER	LOC108073620|XP_017020808.1|DKIK
OG0000409	LOC6590752|XP_002016144.1|DPER	LOC108072887|XP_017019697.1|DKIK
OG0000409	LOC6592845|XP_026841811.1|DPER	LOC108078205|XP_017027378.1|DKIK
OG0000410	LOC6595660|XP_002020782.1|DPER, LOC6595659|XP_002020781.2|DPER, LOC6595662|XP_026843919.1|DPER	LOC108085359|XP_017037418.1|DKIK, LOC108085330|XP_017037375.1|DKIK, LOC108085329|XP_017037374.1|DKIK
OG0000411	LOC6594564|XP_002019583.1|DPER	LOC108085431|XP_017037511.1|DKIK
OG0000411	LOC113565480|XP_026843422.1|DPER	LOC108082111|XP_017032900.1|DKIK
OG0000412	LOC6592346|XP_002018293.1|DPER	LOC108076714|XP_017025165.1|DKIK
OG0000412	LOC6601963|XP_002027013.2|DPER	LOC108072804|XP_017019584.1|DKIK
OG0000413	LOC6588112|XP_002014116.2|DPER	LOC108083175|XP_017034351.1|DKIK
OG0000413	LOC6591540|XP_002017184.1|DPER	LOC108075362|XP_017023261.1|DKIK
OG0000414	LOC113565090|XP_026841449.1|DPER	LOC108082351|XP_017033176.1|DKIK
OG0000414	LOC6592908|XP_002018576.1|DPER	LOC108071389|XP_017017622.1|DKIK
OG0000415	LOC6592728|XP_002018095.1|DPER	LOC108072374|XP_017018963.1|DKIK
OG0000415	LOC6592730|XP_026841009.1|DPER	LOC108072387|XP_017018980.1|DKIK
OG0000416	LOC113566127|XP_026846117.1|DPER	LOC108082924|XP_017034002.1|DKIK
OG0000416	LOC6598584|XP_002023617.2|DPER	LOC108071784|XP_017018136.1|DKIK
OG0000417	LOC6594863|XP_026850980.1|DPER	LOC108081123|XP_017031626.1|DKIK
OG0000417	LOC6595330|XP_026850450.1|DPER	LOC108073751|XP_017021008.1|DKIK
OG0000418	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER	LOC108080261|XP_017030412.1|DKIK
OG0000418	LOC6601773|XP_002026808.1|DPER	LOC108084968|XP_017036877.1|DKIK
OG0000419	LOC6602137|XP_026841016.1|DPER	LOC108078168|XP_017027313.1|DKIK
OG0000419	LOC6597763|XP_026846540.1|DPER	LOC108080554|XP_017030848.1|DKIK
OG0000421	LOC6593747|XP_026842929.1|DPER	LOC108085242|XP_017037275.1|DKIK
OG0000421	LOC6588909|XP_026844062.1|DPER	LOC108073640|XP_017020848.1|DKIK
OG0000423	LOC6592331|XP_026842756.1|DPER	LOC108081152|XP_017031680.1|DKIK
OG0000423	LOC6592332|XP_002017852.1|DPER	LOC108081134|XP_017031644.1|DKIK
OG0000424	LOC6601542|XP_002026689.1|DPER	LOC108073403|XP_017020484.1|DKIK
OG0000424	LOC6601543|XP_002026690.1|DPER	LOC108082605|XP_017033569.1|DKIK
OG0000425	LOC6601583|XP_026842018.1|DPER	LOC108076249|XP_017024486.1|DKIK
OG0000425	LOC6592350|XP_026841763.1|DPER	LOC108076593|XP_017024995.1|DKIK
OG0000426	LOC6590824|XP_002016478.1|DPER	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	LOC6597141|XP_002022299.1|DPER, LOC6597142|XP_026845532.1|DPER	LOC108080197|XP_017030338.1|DKIK
OG0000428	LOC6597143|XP_002022301.1|DPER	LOC108080193|XP_017030334.1|DKIK
OG0000429	LOC6592819|XP_002017748.2|DPER	LOC108077906|XP_017026933.1|DKIK
OG0000429	LOC6592582|XP_002017747.1|DPER	LOC108078209|XP_017027382.1|DKIK
OG0000430	LOC6595313|XP_002020440.2|DPER	LOC108073692|XP_017020913.1|DKIK
OG0000430	LOC6594091|XP_002019797.1|DPER, LOC6594090|XP_002019796.1|DPER	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK
OG0000431	LOC6587923|XP_002013713.1|DPER	LOC108074970|XP_017022692.1|DKIK, LOC108074969|XP_017022691.1|DKIK, LOC108075366|XP_017023265.1|DKIK, LOC108075442|XP_017023386.1|DKIK, LOC108075467|XP_017023411.1|DKIK, LOC108075472|XP_017023415.1|DKIK, LOC108075468|XP_017023412.1|DKIK, LOC108075445|XP_017023388.1|DKIK, LOC108075461|XP_017023405.1|DKIK, LOC108075460|XP_017023404.1|DKIK, LOC108075478|XP_017023421.1|DKIK, LOC108075132|XP_017022904.1|DKIK, LOC108075180|XP_017023002.1|DKIK
OG0000433	LOC6599288|XP_002024253.2|DPER	LOC108083445|XP_017034694.1|DKIK
OG0000433	LOC6602928|XP_002027979.1|DPER	LOC108084394|XP_017036078.1|DKIK
OG0000434	LOC6595189|XP_002020045.1|DPER	LOC108083633|XP_017034992.1|DKIK
OG0000434	LOC6602131|XP_002027103.1|DPER	LOC108070932|XP_017017073.1|DKIK
OG0000435	LOC6597885|XP_002023045.1|DPER	LOC108080042|XP_017030109.1|DKIK
OG0000437	LOC6589388|XP_002014349.2|DPER	LOC108077166|XP_017025890.1|DKIK
OG0000437	LOC6596651|XP_002021659.1|DPER	LOC108077262|XP_017026017.1|DKIK
OG0000438	LOC6594898|XP_002020498.1|DPER	LOC108085874|XP_017038125.1|DKIK
OG0000439	LOC6593872|XP_002019169.2|DPER	LOC108076349|XP_017024634.1|DKIK
OG0000439	LOC113566013|XP_026845496.1|DPER	LOC108083169|XP_017034345.1|DKIK
OG0000440	LOC6592387|XP_002018142.1|DPER	LOC108077986|XP_017027018.1|DKIK
OG0000440	LOC6590104|XP_002015660.2|DPER	LOC108082620|XP_017033588.1|DKIK
OG0000441	LOC6601574|XP_002026665.1|DPER	LOC108074643|XP_017022247.1|DKIK
OG0000441	LOC6601573|XP_002026664.2|DPER	LOC108074644|XP_017022249.1|DKIK
OG0000443	LOC6600568|XP_002025686.2|DPER	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK
OG0000443	LOC6600569|XP_002025687.1|DPER	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	LOC6593885|XP_026843100.1|DPER	LOC108074770|XP_017022436.1|DKIK
OG0000444	LOC6593883|XP_026843478.1|DPER	LOC108074843|XP_017022540.1|DKIK
OG0000446	LOC113566140|XP_026846258.1|DPER	LOC108071671|XP_017017965.1|DKIK, LOC108071847|XP_017018250.1|DKIK
OG0000446	LOC113565241|XP_026842771.1|DPER	LOC108081512|XP_017032220.1|DKIK
OG0000447	LOC113567148|XP_026850124.1|DPER, LOC113567288|XP_026850433.1|DPER, LOC113566851|XP_026849815.1|DPER, LOC113566920|XP_026849935.1|DPER, LOC113566790|XP_026849684.1|DPER, LOC113566788|XP_026849683.1|DPER, LOC113566979|XP_026850020.1|DPER, LOC113566978|XP_026850019.1|DPER, LOC113566981|XP_026850023.1|DPER, LOC113566980|XP_026850021.1|DPER, LOC113566977|XP_026850018.1|DPER, LOC113566935|XP_026849946.1|DPER, LOC113567290|XP_026850434.1|DPER, LOC113566901|XP_026849891.1|DPER, LOC113566983|XP_026850025.1|DPER, LOC113566982|XP_026850024.1|DPER, LOC113567041|XP_026850046.1|DPER, LOC113567198|XP_026850167.1|DPER, LOC113567042|XP_026850047.1|DPER, LOC113566868|XP_026849830.1|DPER, LOC113566984|XP_026850026.1|DPER, LOC113566934|XP_026849945.1|DPER, LOC113567053|XP_026850052.1|DPER, LOC113566503|XP_026848203.1|DPER, LOC113567136|XP_026850103.1|DPER, LOC113567141|XP_026850105.1|DPER, LOC113567173|XP_026850144.1|DPER	LOC108079776|XP_017029708.1|DKIK
OG0000448	LOC6595209|XP_002020384.1|DPER	LOC108082707|XP_017033707.1|DKIK
OG0000448	LOC6595207|XP_026846649.1|DPER	LOC108082730|XP_017033728.1|DKIK
OG0000449	LOC6596096|XP_026845262.1|DPER	LOC108071941|XP_017018395.1|DKIK
OG0000449	LOC6593300|XP_026843607.1|DPER	LOC108072563|XP_017019234.1|DKIK
OG0000450	LOC6599209|XP_026848280.1|DPER	LOC108079404|XP_017029217.1|DKIK
OG0000450	LOC6597434|XP_026846562.1|DPER	LOC108084703|XP_017036529.1|DKIK
OG0000451	LOC6596753|XP_026845921.1|DPER	LOC108076082|XP_017024283.1|DKIK
OG0000451	LOC6596755|XP_026845920.1|DPER	LOC108076081|XP_017024282.1|DKIK
OG0000453	LOC6588254|XP_002013590.1|DPER	LOC108084913|XP_017036799.1|DKIK
OG0000453	LOC6588554|XP_002013588.2|DPER	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK
OG0000454	LOC6587834|XP_002013276.1|DPER	LOC108070654|XP_017016711.1|DKIK
OG0000454	LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER	LOC108079774|XP_017029706.1|DKIK
OG0000456	LOC6602549|XP_002027589.2|DPER	LOC108072278|XP_017018836.1|DKIK
OG0000456	LOC6598087|XP_026843226.1|DPER	LOC108074417|XP_017021940.1|DKIK
OG0000457	LOC6593846|XP_026843827.1|DPER	LOC108082674|XP_017033662.1|DKIK
OG0000457	LOC6593566|XP_026844605.1|DPER	LOC108082816|XP_017033863.1|DKIK
OG0000458	LOC6603032|XP_026843038.1|DPER	LOC108077048|XP_017025684.1|DKIK
OG0000460	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER	LOC108074617|XP_017022232.1|DKIK
OG0000462	LOC6594110|XP_002019887.1|DPER	LOC108084354|XP_017036007.1|DKIK
OG0000462	LOC6594111|XP_002019888.1|DPER	LOC108084353|XP_017036005.1|DKIK
OG0000462	LOC6594112|XP_002019889.1|DPER	LOC108084355|XP_017036008.1|DKIK
OG0000463	LOC6595109|XP_002020183.2|DPER	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK
OG0000463	LOC6595108|XP_002020182.1|DPER	LOC108079928|XP_017029952.1|DKIK, LOC108081015|XP_017031444.1|DKIK
OG0000464	LOC6603035|XP_026843035.1|DPER	LOC108077050|XP_017025685.1|DKIK
OG0000464	LOC6603036|XP_026842960.1|DPER	LOC108077213|XP_017025952.1|DKIK
OG0000464	LOC6589457|XP_002014871.2|DPER	LOC108074537|XP_017022113.1|DKIK
OG0000465	LOC6594804|XP_026850832.1|DPER	LOC108073582|XP_017020757.1|DKIK
OG0000465	LOC6594805|XP_026843634.1|DPER	LOC108073460|XP_017020584.1|DKIK
OG0000466	LOC6599188|XP_002024345.1|DPER	LOC108074182|XP_017021608.1|DKIK
OG0000466	LOC6595600|XP_002020948.1|DPER	LOC108079659|XP_017029545.1|DKIK
OG0000467	LOC6590905|XP_026840784.1|DPER	LOC108081325|XP_017031949.1|DKIK
OG0000467	LOC6591011|XP_002015576.2|DPER, LOC6591012|XP_026842842.1|DPER	LOC108081341|XP_017031974.1|DKIK
OG0000468	LOC6588532|XP_002013191.1|DPER	LOC108084970|XP_017036876.1|DKIK
OG0000468	LOC6600955|XP_002026026.2|DPER	LOC108082452|XP_017033312.1|DKIK
OG0000469	LOC6589383|XP_026845021.1|DPER	LOC108076038|XP_017024189.1|DKIK
OG0000469	LOC6588688|XP_026844950.1|DPER	LOC108076065|XP_017024252.1|DKIK
OG0000470	LOC6595786|XP_002021331.1|DPER	LOC108070393|XP_017016331.1|DKIK
OG0000471	LOC6600506|XP_002025613.2|DPER	LOC108079721|XP_017029619.1|DKIK
OG0000471	LOC6596476|XP_026843263.1|DPER	LOC108077428|XP_017026222.1|DKIK
OG0000473	LOC6599962|XP_002025039.1|DPER	LOC108071783|XP_017018135.1|DKIK
OG0000473	LOC6600167|XP_026846728.1|DPER	LOC108083596|XP_017034948.1|DKIK
OG0000474	LOC6602691|XP_002027718.1|DPER	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK
OG0000474	LOC6588422|XP_002013834.1|DPER	LOC108073876|XP_017021151.1|DKIK
OG0000475	LOC6587625|XP_026851174.1|DPER	LOC108075636|XP_017023667.1|DKIK
OG0000475	LOC6587630|XP_002013554.1|DPER	LOC108075549|XP_017023543.1|DKIK
OG0000476	LOC6595144|XP_002020134.1|DPER	LOC108073314|XP_017020364.1|DKIK
OG0000476	LOC6595145|XP_002020135.2|DPER	LOC108073304|XP_017020350.1|DKIK
OG0000477	LOC6587814|XP_002012770.1|DPER	LOC108071406|XP_017017637.1|DKIK
OG0000477	LOC6587841|XP_026843001.1|DPER	LOC108071405|XP_017017636.1|DKIK
OG0000478	LOC6591495|XP_002016879.1|DPER	LOC108078864|XP_017028465.1|DKIK
OG0000479	LOC6595030|XP_002019995.1|DPER	LOC108073343|XP_017020396.1|DKIK, LOC108073563|XP_017020739.1|DKIK
OG0000480	LOC6596374|XP_002021559.1|DPER	LOC108086211|XP_017038563.1|DKIK
OG0000480	LOC6596373|XP_002021558.2|DPER	LOC108086210|XP_017038562.1|DKIK
OG0000482	LOC6591392|XP_002017362.1|DPER	LOC108080476|XP_017030709.1|DKIK
OG0000482	LOC6594625|XP_002019471.1|DPER	LOC108075900|XP_017024048.1|DKIK
OG0000483	LOC6592130|XP_026840105.1|DPER	LOC108073197|XP_017020201.1|DKIK
OG0000483	LOC6592128|XP_002016835.1|DPER	LOC108073174|XP_017020169.1|DKIK
OG0000484	LOC6594225|XP_002019892.1|DPER	LOC108084350|XP_017036002.1|DKIK
OG0000484	LOC6594224|XP_002019891.1|DPER	LOC108084351|XP_017036003.1|DKIK
OG0000485	LOC6599030|XP_002024147.2|DPER	LOC108080610|XP_017030923.1|DKIK
OG0000485	LOC6599031|XP_026849020.1|DPER	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK
OG0000486	LOC6592528|XP_002018230.1|DPER	LOC108076434|XP_017024778.1|DKIK
OG0000486	LOC6592420|XP_026841247.1|DPER	LOC108076431|XP_017024774.1|DKIK
OG0000487	LOC113565130|XP_026841782.1|DPER	LOC108074667|XP_017022275.1|DKIK
OG0000487	LOC113565047|XP_026840973.1|DPER	LOC108074745|XP_017022408.1|DKIK
OG0000488	LOC6589820|XP_026844255.1|DPER	LOC108086096|XP_017038412.1|DKIK
OG0000489	LOC6587552|XP_002013245.1|DPER	LOC108077567|XP_017026451.1|DKIK
OG0000489	LOC6598268|XP_002023326.2|DPER	LOC108084511|XP_017036237.1|DKIK
OG0000490	LOC6599323|XP_026847130.1|DPER	LOC108079994|XP_017030049.1|DKIK
OG0000490	LOC6602644|XP_026846715.1|DPER	LOC108079926|XP_017029950.1|DKIK
OG0000491	LOC6587473|XP_002014039.2|DPER	LOC108074088|XP_017021461.1|DKIK
OG0000491	LOC6602080|XP_002027158.1|DPER	LOC108072985|XP_017019916.1|DKIK
OG0000492	LOC6592887|XP_002018206.1|DPER	LOC108076274|XP_017024511.1|DKIK
OG0000492	LOC6602432|XP_002027467.1|DPER	LOC108075819|XP_017023881.1|DKIK
OG0000493	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER	LOC108077890|XP_017026916.1|DKIK
OG0000494	LOC6591421|XP_002016756.2|DPER	LOC108073506|XP_017020668.1|DKIK
OG0000494	LOC6593749|XP_002018853.2|DPER	LOC108085241|XP_017037272.1|DKIK
OG0000495	LOC6599984|XP_002025142.1|DPER	LOC108084975|XP_017036890.1|DKIK
OG0000495	LOC6601578|XP_002026669.1|DPER	LOC108082614|XP_017033583.1|DKIK
OG0000496	LOC6589319|XP_026845000.1|DPER	LOC108074467|XP_017022027.1|DKIK
OG0000497	LOC6595461|XP_026844291.1|DPER	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK
OG0000497	LOC6595459|XP_026844288.1|DPER	LOC108072849|XP_017019649.1|DKIK
OG0000498	LOC6592123|XP_026845189.1|DPER	LOC108073158|XP_017020154.1|DKIK
OG0000498	LOC6592002|XP_002016827.1|DPER	LOC108073161|XP_017020156.1|DKIK
OG0000499	LOC6602117|XP_002027131.1|DPER	LOC108076167|XP_017024383.1|DKIK
OG0000499	LOC6596867|XP_002022071.1|DPER	LOC108085747|XP_017037969.1|DKIK
OG0000500	LOC6604009|XP_026849018.1|DPER	LOC108080611|XP_017030924.1|DKIK
OG0000500	LOC6604713|XP_002029587.2|DPER	LOC108080589|XP_017030883.1|DKIK
