Orthogroup	DPER.longest_only	DALB.longest_only
OG0002067	LOC6590917|XP_002015408.1|DPER	LOC117567923|XP_034104098.1|DALB
OG0002068	LOC6592901|XP_002017943.1|DPER	LOC117570527|XP_034108121.1|DALB
OG0002069	LOC6597916|XP_026843611.1|DPER	LOC117570311|XP_034107746.1|DALB
OG0002070	LOC6594021|XP_002019719.1|DPER	LOC117573548|XP_034112718.1|DALB
OG0002071	LOC6588494|XP_002013921.1|DPER	LOC117576524|XP_034117237.1|DALB
OG0002072	LOC6600899|XP_002025963.1|DPER	LOC117571985|XP_034110383.1|DALB
OG0002073	LOC6596988|XP_026845642.1|DPER	LOC117570467|XP_034108020.1|DALB
OG0002074	LOC6590540|XP_026841601.1|DPER	LOC117567099|XP_034102769.1|DALB
OG0002075	LOC113565670|XP_026844199.1|DPER	LOC117565273|XP_034100192.1|DALB
OG0002076	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER	LOC117572640|XP_034111502.1|DALB
OG0002077	LOC6601033|XP_026849741.1|DPER	LOC117567511|XP_034103443.1|DALB
OG0002078	LOC6592773|XP_002018015.1|DPER	LOC117568965|XP_034105814.1|DALB
OG0002079	LOC6595998|XP_002021019.1|DPER	LOC117568582|XP_034105206.1|DALB
OG0002080	LOC6592394|XP_002017579.2|DPER	LOC117568762|XP_034105489.1|DALB
OG0002081	LOC6601330|XP_002026381.1|DPER	LOC117572064|XP_034110534.1|DALB
OG0002082	LOC6601587|XP_026842735.1|DPER	LOC117572725|XP_034111681.1|DALB
OG0002083	LOC6600086|XP_026845110.1|DPER	LOC117572231|XP_034110843.1|DALB
OG0002084	LOC6590460|XP_002015851.1|DPER	LOC117568546|XP_034105155.1|DALB
OG0002085	LOC6592631|XP_026841336.1|DPER	LOC117569081|XP_034105988.1|DALB
OG0002086	LOC6590455|XP_026842510.1|DPER	LOC117570289|XP_034107701.1|DALB
OG0002087	LOC113566652|XP_026849013.1|DPER	LOC117571793|XP_034110045.1|DALB
OG0002088	LOC6601813|XP_026848589.1|DPER, LOC6601810|XP_026848460.1|DPER	LOC117571146|XP_034109039.1|DALB
OG0002089	LOC6592440|XP_026841197.1|DPER	LOC117567435|XP_034103333.1|DALB
OG0002090	LOC6595903|XP_002021442.1|DPER	LOC117567440|XP_034103339.1|DALB, LOC117566532|XP_034101963.1|DALB, LOC117570033|XP_034107347.1|DALB
OG0002091	LOC6601323|XP_002026374.1|DPER	LOC117566708|XP_034102144.1|DALB
OG0002092	LOC6599720|XP_026847347.1|DPER	LOC117572319|XP_034110942.1|DALB
OG0002093	LOC6601611|XP_002026647.1|DPER	LOC117571533|XP_034109614.1|DALB
OG0002094	LOC6591296|XP_002015625.1|DPER	LOC117569587|XP_034106708.1|DALB
OG0002095	LOC6602894|XP_026849664.1|DPER	LOC117568934|XP_034105754.1|DALB
OG0002096	LOC6590298|XP_002016159.2|DPER	LOC117570725|XP_034108430.1|DALB
OG0002097	LOC6592694|XP_026841297.1|DPER	LOC117566759|XP_034102193.1|DALB
OG0002098	LOC6603788|XP_026848075.1|DPER	LOC117571606|XP_034109714.1|DALB
OG0002099	LOC6587719|XP_002013392.1|DPER	LOC117574988|XP_034114949.1|DALB
OG0002100	LOC6597072|XP_002022197.1|DPER	LOC117572806|XP_034111798.1|DALB
OG0002101	LOC6589922|XP_026840609.1|DPER	LOC117567076|XP_034102713.1|DALB
OG0002102	LOC6593161|XP_002018335.2|DPER	LOC117566809|XP_034102248.1|DALB
OG0002103	LOC6587994|XP_026850772.1|DPER	LOC117574900|XP_034114829.1|DALB
OG0002106	LOC6587248|XP_002013536.1|DPER	LOC117575973|XP_034116342.1|DALB
OG0002109	LOC6594890|XP_002019987.2|DPER	LOC117574723|XP_034114542.1|DALB, LOC117575278|XP_034115310.1|DALB
OG0002110	LOC6593480|XP_002018919.1|DPER	LOC117563700|XP_034098035.1|DALB
OG0002111	LOC6593498|XP_002019161.1|DPER	LOC117564493|XP_034099198.1|DALB
OG0002113	LOC6594853|XP_002020061.1|DPER	LOC117575367|XP_034115423.1|DALB
OG0002114	LOC6594971|XP_002020490.2|DPER	LOC117575306|XP_034115350.1|DALB
OG0002117	LOC6597298|XP_026846439.1|DPER	LOC117578098|XP_034119164.1|DALB
OG0002118	LOC113565812|XP_026844831.1|DPER	LOC117573149|XP_034111989.1|DALB
OG0002119	LOC6588089|XP_002013365.1|DPER	LOC117576428|XP_034117065.1|DALB
OG0002120	LOC6602558|XP_002027579.1|DPER	LOC117573221|XP_034112140.1|DALB
OG0002121	LOC6595231|XP_026840461.1|DPER	LOC117576121|XP_034116570.1|DALB
OG0002122	LOC113565876|XP_026845039.1|DPER, LOC6589701|XP_002014224.1|DPER	LOC117564725|XP_034099499.1|DALB
OG0002123	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER	LOC117564608|XP_034099354.1|DALB
OG0002124	LOC6601782|XP_026846965.1|DPER	LOC117577700|XP_034118490.1|DALB
OG0002125	LOC6590480|XP_002016666.1|DPER	LOC117571548|XP_034109641.1|DALB
OG0002126	LOC6601858|XP_026849329.1|DPER	LOC117571805|XP_034110062.1|DALB
OG0002127	LOC6597719|XP_026847044.1|DPER	LOC117578196|XP_034119409.1|DALB
OG0002128	LOC6601772|XP_026847065.1|DPER	LOC117578063|XP_034119092.1|DALB
OG0002129	LOC6588580|XP_002013197.1|DPER	LOC117573358|XP_034112376.1|DALB
OG0002130	LOC6596745|XP_002021928.1|DPER	LOC117572250|XP_034110832.1|DALB
OG0002131	LOC6588390|XP_002012932.1|DPER	LOC117575274|XP_034115304.1|DALB
OG0002133	LOC6599097|XP_002024422.2|DPER	LOC117574504|XP_034114250.1|DALB
OG0002134	LOC6596434|XP_002021615.1|DPER, LOC6602612|XP_002027639.1|DPER	LOC117577475|XP_034118251.1|DALB
OG0002135	LOC6599981|XP_026845128.1|DPER	LOC117577802|XP_034118622.1|DALB
OG0002136	LOC6595004|XP_002020461.1|DPER	LOC117574812|XP_034114670.1|DALB
OG0002137	LOC6587292|XP_026841232.1|DPER	LOC117574105|XP_034113644.1|DALB
OG0002138	LOC113566509|XP_026848250.1|DPER	LOC117566886|XP_034102394.1|DALB
OG0002139	LOC6597594|XP_026848881.1|DPER, LOC6602221|XP_002027298.2|DPER	LOC117569399|XP_034106429.1|DALB
OG0002140	LOC6597344|XP_002022546.1|DPER	LOC117573192|XP_034112078.1|DALB
OG0002141	LOC6591324|XP_002016797.1|DPER	LOC117573177|XP_034112038.1|DALB
OG0002142	LOC6591597|XP_002017543.1|DPER	LOC117575223|XP_034115241.1|DALB
OG0002143	LOC6595534|XP_026844258.1|DPER	LOC117564347|XP_034098953.1|DALB
OG0002144	LOC6602565|XP_026846895.1|DPER	LOC117573240|XP_034112180.1|DALB
OG0002145	LOC6594203|XP_026850281.1|DPER	LOC117575449|XP_034115552.1|DALB
OG0002146	LOC6591595|XP_002017541.1|DPER	LOC117575237|XP_034115259.1|DALB
OG0002147	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER	LOC117567338|XP_034103153.1|DALB
OG0002148	LOC6601681|XP_002026715.1|DPER	LOC117568116|XP_034104411.1|DALB
OG0002149	LOC6603492|XP_002028470.1|DPER	LOC117573116|XP_034111932.1|DALB
OG0002150	LOC6600394|XP_002025449.2|DPER	LOC117573954|XP_034113379.1|DALB
OG0002152	LOC6588199|XP_026847480.1|DPER	LOC117576273|XP_034116810.1|DALB
OG0002153	LOC6595127|XP_026850966.1|DPER	LOC117574006|XP_034113472.1|DALB
OG0002154	LOC6596744|XP_002021927.2|DPER	LOC117566000|XP_034101316.1|DALB
OG0002155	LOC6595169|XP_002020424.1|DPER	LOC117574886|XP_034114809.1|DALB
OG0002156	LOC6596194|XP_002021123.1|DPER	LOC117568890|XP_034105681.1|DALB
OG0002157	LOC6587622|XP_026845744.1|DPER	LOC117573681|XP_034112917.1|DALB
OG0002158	LOC6592902|XP_002017944.1|DPER	LOC117570529|XP_034108124.1|DALB
OG0002159	LOC6593140|XP_002018172.1|DPER	LOC117570298|XP_034107713.1|DALB
OG0002160	LOC6594856|XP_026850761.1|DPER	LOC117576324|XP_034116883.1|DALB
OG0002161	LOC6588110|XP_002013368.1|DPER	LOC117576624|XP_034117435.1|DALB
OG0002162	LOC6588221|XP_026850058.1|DPER	LOC117575167|XP_034115161.1|DALB
OG0002163	LOC6596885|XP_002022100.1|DPER	LOC117578321|XP_034119672.1|DALB, LOC117568784|XP_034105512.1|DALB
OG0002164	LOC6591855|XP_026840446.1|DPER	LOC117574074|XP_034113598.1|DALB
OG0002165	LOC6588018|XP_002013205.1|DPER	LOC117574558|XP_034114321.1|DALB
OG0002166	LOC6602216|XP_002027293.1|DPER	LOC117565083|XP_034099924.1|DALB
OG0002167	LOC6592457|XP_002018307.1|DPER	LOC117571036|XP_034108889.1|DALB
OG0002168	LOC113565133|XP_026841819.1|DPER	LOC117569112|XP_034106022.1|DALB
OG0002169	LOC6587408|XP_026845548.1|DPER, LOC6602779|XP_026847821.1|DPER	LOC117567283|XP_034103040.1|DALB
OG0002170	LOC6602020|XP_002027034.1|DPER	LOC117573167|XP_034112027.1|DALB
OG0002171	LOC6587191|XP_026841209.1|DPER, LOC6588517|XP_002013466.1|DPER	LOC117575340|XP_034115389.1|DALB
OG0002172	LOC6587458|XP_002013047.1|DPER	LOC117576146|XP_034116604.1|DALB
OG0002173	LOC6589583|XP_026844375.1|DPER	LOC117565449|XP_034100436.1|DALB
OG0002174	LOC6587963|XP_002012937.2|DPER	LOC117575154|XP_034115149.1|DALB
OG0002175	LOC6587821|XP_002012936.1|DPER	LOC117575155|XP_034115150.1|DALB
OG0002176	LOC6594940|XP_002020309.1|DPER	LOC117575821|XP_034116115.1|DALB
OG0002177	LOC6598602|XP_026850791.1|DPER	LOC117575313|XP_034115358.1|DALB
OG0002179	LOC6591325|XP_026840117.1|DPER	LOC117575056|XP_034115028.1|DALB
OG0002180	LOC6595338|XP_026851020.1|DPER	LOC117576832|XP_034117797.1|DALB
OG0002181	LOC6597206|XP_002022614.1|DPER	LOC117574235|XP_034113841.1|DALB
OG0002182	LOC6587183|XP_026850935.1|DPER	LOC117574131|XP_034113680.1|DALB
OG0002184	LOC6588534|XP_002013620.1|DPER	LOC117576672|XP_034117554.1|DALB
OG0002185	LOC6594815|XP_026843656.1|DPER	LOC117576268|XP_034116802.1|DALB
OG0002186	LOC6589631|XP_026845016.1|DPER	LOC117565307|XP_034100236.1|DALB
OG0002187	LOC6588538|XP_002013580.1|DPER	LOC117573772|XP_034113062.1|DALB
OG0002188	LOC6590017|XP_002016571.1|DPER	LOC117571450|XP_034109488.1|DALB
OG0002189	LOC113565688|XP_026844284.1|DPER	LOC117573162|XP_034112015.1|DALB
OG0002190	LOC6587354|XP_002013483.1|DPER	LOC117575502|XP_034115636.1|DALB
OG0002191	LOC6601833|XP_002026899.1|DPER	LOC117571808|XP_034110070.1|DALB
OG0002192	LOC6599050|XP_026849016.1|DPER	LOC117572541|XP_034111301.1|DALB
OG0002193	LOC113565246|XP_026842792.1|DPER, LOC6588219|XP_026851239.1|DPER	LOC117574971|XP_034114927.1|DALB
OG0002194	LOC6587515|XP_002013071.1|DPER	LOC117576038|XP_034116451.1|DALB
OG0002195	LOC6588179|XP_026850817.1|DPER	LOC117576512|XP_034117212.1|DALB
OG0002196	LOC6594677|XP_002019855.1|DPER	LOC117573273|XP_034112244.1|DALB
OG0002197	LOC6601052|XP_002026107.2|DPER	LOC117569515|XP_034106597.1|DALB
OG0002198	LOC6594710|XP_026850918.1|DPER	LOC117573997|XP_034113437.1|DALB
OG0002199	LOC6587200|XP_002013522.1|DPER	LOC117575253|XP_034115278.1|DALB
OG0002200	LOC6599928|XP_002025056.1|DPER	LOC117574361|XP_034114085.1|DALB
OG0002202	LOC6587553|XP_026840474.1|DPER	LOC117574693|XP_034114492.1|DALB
OG0002203	LOC6587461|XP_026849297.1|DPER	LOC117574012|XP_034113487.1|DALB
OG0002204	LOC6587680|XP_026841875.1|DPER, LOC6588085|XP_002013932.2|DPER	LOC117574509|XP_034114259.1|DALB
OG0002205	LOC6587556|XP_002014033.1|DPER	LOC117575610|XP_034115773.1|DALB
OG0002206	LOC6587956|XP_002013721.1|DPER	LOC117574996|XP_034114960.1|DALB
OG0002207	LOC6587915|XP_026851117.1|DPER	LOC117575300|XP_034115341.1|DALB
OG0002208	LOC6587542|XP_002013999.1|DPER	LOC117575631|XP_034115800.1|DALB
OG0002209	LOC6596914|XP_002021844.1|DPER	LOC117568859|XP_034105641.1|DALB
OG0002211	LOC6587275|XP_026844959.1|DPER	LOC117574193|XP_034113782.1|DALB, LOC117574194|XP_034113784.1|DALB
OG0002212	LOC6594944|XP_002020313.1|DPER	LOC117576354|XP_034116933.1|DALB
OG0002213	LOC6591743|XP_002016981.1|DPER	LOC117575644|XP_034115815.1|DALB
OG0002214	LOC6587721|XP_026848759.1|DPER	LOC117576737|XP_034117659.1|DALB
OG0002215	LOC6588325|XP_026849696.1|DPER	LOC117575628|XP_034115796.1|DALB
OG0002216	LOC6588701|XP_002014942.1|DPER	LOC117569369|XP_034106391.1|DALB
OG0002218	LOC6600208|XP_002025308.1|DPER	LOC117567011|XP_034102591.1|DALB
OG0002219	LOC6588596|XP_002013176.1|DPER	LOC117575470|XP_034115578.1|DALB
OG0002220	LOC6587728|XP_026840282.1|DPER	LOC117574468|XP_034114196.1|DALB
OG0002221	LOC6602455|XP_026848810.1|DPER	LOC117571758|XP_034110001.1|DALB
OG0002222	LOC6600849|XP_026841479.1|DPER	LOC117567742|XP_034103818.1|DALB
OG0002223	LOC6590097|XP_026841067.1|DPER	LOC117572210|XP_034110774.1|DALB
OG0002224	LOC6602087|XP_026841697.1|DPER	LOC117570364|XP_034107823.1|DALB
OG0002225	LOC113566335|XP_026847377.1|DPER, LOC6599861|XP_026847296.1|DPER	LOC117570861|XP_034108632.1|DALB
OG0002226	LOC6591117|XP_002015498.1|DPER	LOC117566905|XP_034102414.1|DALB
OG0002227	LOC6591129|XP_026842707.1|DPER	LOC117568731|XP_034105440.1|DALB
OG0002228	LOC6591085|XP_002015705.1|DPER	LOC117568725|XP_034105434.1|DALB
OG0002229	LOC6600962|XP_002026000.2|DPER	LOC117567463|XP_034103368.1|DALB
OG0002230	LOC6593222|XP_026842436.1|DPER	LOC117571078|XP_034108944.1|DALB
OG0002231	LOC6591215|XP_026841926.1|DPER	LOC117568454|XP_034105021.1|DALB
OG0002232	LOC6600911|XP_002025920.2|DPER	LOC117572516|XP_034111262.1|DALB
OG0002233	LOC6596223|XP_026845508.1|DPER	LOC117569420|XP_034106465.1|DALB
OG0002235	LOC6593202|XP_026840927.1|DPER	LOC117568616|XP_034105277.1|DALB
OG0002236	LOC6591044|XP_002016555.1|DPER	LOC117571403|XP_034109428.1|DALB
OG0002237	LOC6590016|XP_026842044.1|DPER	LOC117571445|XP_034109480.1|DALB
OG0002238	LOC6590056|XP_026841412.1|DPER	LOC117568311|XP_034104752.1|DALB
OG0002239	LOC6590391|XP_002015657.1|DPER	LOC117568203|XP_034104562.1|DALB
OG0002240	LOC6593173|XP_026842325.1|DPER	LOC117566964|XP_034102508.1|DALB
OG0002241	LOC6599773|XP_026847339.1|DPER	LOC117571493|XP_034109552.1|DALB
OG0002242	LOC6601222|XP_026848088.1|DPER	LOC117568463|XP_034105031.1|DALB
OG0002243	LOC6587962|XP_002013339.2|DPER	LOC117576521|XP_034117230.1|DALB
OG0002244	LOC6601876|XP_026849339.1|DPER	LOC117572699|XP_034111644.1|DALB
OG0002245	LOC6599864|XP_026847376.1|DPER	LOC117566958|XP_034102495.1|DALB
OG0002246	LOC6590787|XP_026842432.1|DPER	LOC117569569|XP_034106682.1|DALB
OG0002247	LOC113565134|XP_026841820.1|DPER	LOC117569114|XP_034106025.1|DALB
OG0002248	LOC6599785|XP_026847279.1|DPER	LOC117571910|XP_034110279.1|DALB
OG0002249	LOC6601240|XP_002026298.1|DPER	LOC117568708|XP_034105413.1|DALB
OG0002250	LOC6593078|XP_002017891.2|DPER	LOC117571676|XP_034109808.1|DALB
OG0002251	LOC6593080|XP_026841871.1|DPER	LOC117571366|XP_034109368.1|DALB
OG0002252	LOC6593263|XP_026842481.1|DPER	LOC117571245|XP_034109190.1|DALB
OG0002253	LOC113565115|XP_026841668.1|DPER	LOC117567632|XP_034103622.1|DALB
OG0002254	LOC6595228|XP_026851275.1|DPER	LOC117573898|XP_034113297.1|DALB
OG0002255	LOC6595322|XP_002020449.1|DPER, LOC6597662|XP_002022839.1|DPER	LOC117578330|XP_034119684.1|DALB
OG0002256	LOC6592513|XP_026842691.1|DPER	LOC117572229|XP_034110798.1|DALB
OG0002257	LOC6593061|XP_002018473.1|DPER	LOC117566926|XP_034102437.1|DALB
OG0002258	LOC6603028|XP_002028010.1|DPER	LOC117571384|XP_034109393.1|DALB, LOC117571385|XP_034109394.1|DALB
OG0002259	LOC6603559|XP_026845768.1|DPER	LOC117571042|XP_034108904.1|DALB
OG0002260	LOC6602287|XP_026848557.1|DPER, LOC6591657|XP_002016852.1|DPER	LOC117569472|XP_034106531.1|DALB
OG0002261	LOC6594993|XP_002020159.1|DPER, LOC6602361|XP_002027440.1|DPER	LOC117572053|XP_034110520.1|DALB
OG0002262	LOC6593039|XP_002017716.2|DPER	LOC117569196|XP_034106155.1|DALB
OG0002263	LOC6599802|XP_002024972.1|DPER, LOC113566325|XP_026847289.1|DPER	LOC117567500|XP_034103422.1|DALB
OG0002264	LOC6600851|XP_026841478.1|DPER	LOC117567741|XP_034103817.1|DALB
OG0002265	LOC6604026|XP_026847851.1|DPER	LOC117570064|XP_034107389.1|DALB
OG0002266	LOC6596960|XP_002022158.1|DPER	LOC117567385|XP_034103225.1|DALB
OG0002267	LOC6600580|XP_002025635.1|DPER	LOC117572625|XP_034111472.1|DALB
OG0002268	LOC6601150|XP_002026282.1|DPER	LOC117569164|XP_034106118.1|DALB
OG0002269	LOC6601553|XP_002026673.1|DPER	LOC117568191|XP_034104540.1|DALB
OG0002270	LOC6592294|XP_026842464.1|DPER	LOC117568779|XP_034105508.1|DALB
OG0002271	LOC6603023|XP_002028044.1|DPER	LOC117571935|XP_034110317.1|DALB
OG0002272	LOC6600273|XP_002025386.1|DPER	LOC117570673|XP_034108361.1|DALB
OG0002273	LOC6596041|XP_026845315.1|DPER	LOC117567734|XP_034103792.1|DALB
OG0002274	LOC6595841|XP_026845577.1|DPER	LOC117572344|XP_034110984.1|DALB
OG0002275	LOC6601224|XP_026848057.1|DPER, LOC6601225|XP_026848046.1|DPER	LOC117568671|XP_034105366.1|DALB
OG0002276	LOC6599596|XP_026849547.1|DPER	LOC117568102|XP_034104376.1|DALB
OG0002277	LOC6599522|XP_026849434.1|DPER	LOC117569903|XP_034107135.1|DALB
OG0002278	LOC6600295|XP_026849044.1|DPER	LOC117571012|XP_034108861.1|DALB
OG0002279	LOC113566754|XP_026849588.1|DPER	LOC117568215|XP_034104580.1|DALB
OG0002280	LOC6600552|XP_026847650.1|DPER	LOC117569559|XP_034106669.1|DALB
OG0002281	LOC6600621|XP_002025732.2|DPER	LOC117571132|XP_034109025.1|DALB
OG0002282	LOC6601066|XP_026847283.1|DPER	LOC117570053|XP_034107372.1|DALB
OG0002283	LOC6592404|XP_002018149.2|DPER	LOC117566623|XP_034102055.1|DALB
OG0002284	LOC6590713|XP_002016245.1|DPER	LOC117572663|XP_034111551.1|DALB
OG0002285	LOC6597532|XP_002022662.1|DPER	LOC117565602|XP_034100698.1|DALB
OG0002286	LOC6590260|XP_002015890.1|DPER	LOC117569292|XP_034106290.1|DALB
OG0002287	LOC6593124|XP_026841043.1|DPER	LOC117568370|XP_034104861.1|DALB
OG0002288	LOC6603024|XP_026849489.1|DPER	LOC117571934|XP_034110314.1|DALB
OG0002289	LOC6602478|XP_002027508.1|DPER	LOC117572018|XP_034110455.1|DALB
OG0002290	LOC6589138|XP_026844126.1|DPER	LOC117563899|XP_034098351.1|DALB
OG0002291	LOC6602059|XP_026842277.1|DPER	LOC117568034|XP_034104266.1|DALB
OG0002292	LOC6590789|XP_026840971.1|DPER	LOC117568426|XP_034104973.1|DALB
OG0002293	LOC6590578|XP_002015383.2|DPER	LOC117567365|XP_034103199.1|DALB
OG0002294	LOC6604232|XP_002029153.1|DPER	LOC117576826|XP_034117791.1|DALB
OG0002295	LOC6604030|XP_026843157.1|DPER, LOC6593530|XP_026843685.1|DPER	LOC117564065|XP_034098580.1|DALB
OG0002296	LOC6589539|XP_026843886.1|DPER	LOC117564436|XP_034099063.1|DALB
OG0002297	LOC6594497|XP_026850320.1|DPER	LOC117576140|XP_034116596.1|DALB
OG0002298	LOC6590157|XP_002016579.1|DPER	LOC117572736|XP_034111703.1|DALB
OG0002299	LOC6597756|XP_002022887.1|DPER	LOC117568021|XP_034104240.1|DALB
OG0002300	LOC6596553|XP_002021690.1|DPER	LOC117565370|XP_034100325.1|DALB
OG0002301	LOC6593447|XP_002018729.2|DPER	LOC117577409|XP_034118210.1|DALB, LOC117577404|XP_034118209.1|DALB
OG0002302	LOC6593948|XP_026843102.1|DPER	LOC117565913|XP_034101171.1|DALB
OG0002303	LOC6597530|XP_002022660.1|DPER	LOC117577625|XP_034118382.1|DALB
OG0002304	LOC6593692|XP_026843243.1|DPER	LOC117564835|XP_034099650.1|DALB
OG0002305	LOC6603350|XP_002028331.1|DPER	LOC117568901|XP_034105695.1|DALB
OG0002306	LOC6593633|XP_002019099.2|DPER	LOC117563439|XP_034097666.1|DALB
OG0002307	LOC6589783|XP_026844609.1|DPER	LOC117563312|XP_034097458.1|DALB
OG0002308	LOC6589537|XP_002014503.1|DPER	LOC117563953|XP_034098417.1|DALB
OG0002309	LOC6588817|XP_002015178.1|DPER	LOC117564367|XP_034098975.1|DALB
OG0002310	LOC6593673|XP_026843492.1|DPER	LOC117566006|XP_034101315.1|DALB
OG0002311	LOC6593473|XP_026843994.1|DPER	LOC117564094|XP_034098621.1|DALB
OG0002312	LOC6593582|XP_002018873.1|DPER	LOC117565106|XP_034099955.1|DALB
OG0002313	LOC6590937|XP_026840932.1|DPER	LOC117572453|XP_034111175.1|DALB
OG0002314	LOC6591193|XP_002015442.1|DPER	LOC117571462|XP_034109504.1|DALB
OG0002315	LOC6590453|XP_002016379.1|DPER	LOC117569779|XP_034106970.1|DALB
OG0002316	LOC6589508|XP_002015104.1|DPER	LOC117565459|XP_034100452.1|DALB
OG0002317	LOC6596950|XP_026845329.1|DPER	LOC117568375|XP_034104869.1|DALB
OG0002318	LOC6595679|XP_002020739.1|DPER	LOC117564717|XP_034099491.1|DALB
OG0002320	LOC6600912|XP_026841450.1|DPER	LOC117572517|XP_034111263.1|DALB
OG0002321	LOC6590684|XP_026842858.1|DPER	LOC117566962|XP_034102503.1|DALB
OG0002322	LOC6596604|XP_026843227.1|DPER	LOC117564691|XP_034099457.1|DALB
OG0002323	LOC6593393|XP_002018605.1|DPER	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB
OG0002324	LOC6602392|XP_026848462.1|DPER	LOC117569300|XP_034106301.1|DALB
OG0002325	LOC6602306|XP_026848490.1|DPER	LOC117568196|XP_034104552.1|DALB
OG0002326	LOC6602305|XP_026848484.1|DPER	LOC117567536|XP_034103472.1|DALB
OG0002327	LOC113567256|XP_026850294.1|DPER	LOC117574888|XP_034114812.1|DALB
OG0002328	LOC6596469|XP_002021764.2|DPER	LOC117563393|XP_034097615.1|DALB
OG0002329	LOC6595527|XP_002020662.1|DPER	LOC117565371|XP_034100326.1|DALB
OG0002330	LOC6595530|XP_002020665.2|DPER	LOC117563504|XP_034097769.1|DALB
OG0002331	LOC6603101|XP_026847091.1|DPER	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB
OG0002332	LOC6600470|XP_002025567.2|DPER	LOC117569910|XP_034107140.1|DALB
OG0002333	LOC6592287|XP_002018406.2|DPER	LOC117566675|XP_034102113.1|DALB
OG0002334	LOC6589290|XP_026844562.1|DPER	LOC117564891|XP_034099729.1|DALB
OG0002335	LOC6593154|XP_026842269.1|DPER	LOC117569937|XP_034107185.1|DALB
OG0002336	LOC6601499|XP_002026561.1|DPER	LOC117568195|XP_034104547.1|DALB
OG0002337	LOC6592945|XP_026842727.1|DPER	LOC117571394|XP_034109404.1|DALB
OG0002338	LOC6595412|XP_026844508.1|DPER	LOC117563788|XP_034098207.1|DALB
OG0002339	LOC6596307|XP_026843431.1|DPER	LOC117564071|XP_034098587.1|DALB
OG0002340	LOC6588680|XP_026844907.1|DPER	LOC117565937|XP_034101214.1|DALB
OG0002341	LOC6590037|XP_002016311.1|DPER	LOC117570129|XP_034107485.1|DALB
OG0002342	LOC113565818|XP_026844841.1|DPER, LOC6589852|XP_002014712.2|DPER	LOC117563671|XP_034097985.1|DALB
OG0002343	LOC6596362|XP_026843831.1|DPER	LOC117563923|XP_034098383.1|DALB
OG0002344	LOC6603366|XP_026843449.1|DPER	LOC117564050|XP_034098554.1|DALB
OG0002345	LOC6590471|XP_002016657.1|DPER	LOC117572522|XP_034111273.1|DALB
OG0002346	LOC6593419|XP_002019125.1|DPER	LOC117563303|XP_034097437.1|DALB
OG0002347	LOC6603907|XP_026843387.1|DPER, LOC6604621|XP_002029505.2|DPER	LOC117568528|XP_034105123.1|DALB
OG0002348	LOC6589600|XP_026844433.1|DPER	LOC117566036|XP_034101376.1|DALB
OG0002349	LOC113565248|XP_026842822.1|DPER	LOC117572525|XP_034111275.1|DALB
OG0002350	LOC6590470|XP_026842819.1|DPER	LOC117572521|XP_034111272.1|DALB
OG0002351	LOC6590246|XP_002016538.1|DPER	LOC117570561|XP_034108182.1|DALB
OG0002352	LOC6592957|XP_002017959.1|DPER	LOC117570301|XP_034107718.1|DALB
OG0002353	LOC6593813|XP_026843325.1|DPER	LOC117565696|XP_034100823.1|DALB
OG0002354	LOC6593510|XP_002019151.1|DPER	LOC117563381|XP_034097579.1|DALB
OG0002355	LOC6597935|XP_026843004.1|DPER	LOC117565671|XP_034100794.1|DALB
OG0002356	LOC6589486|XP_026844010.1|DPER, LOC6589485|XP_026844154.1|DPER	LOC117564149|XP_034098705.1|DALB
OG0002357	LOC6587429|XP_026840880.1|DPER	LOC117574548|XP_034114310.1|DALB
OG0002358	LOC6589675|XP_002014399.1|DPER	LOC117564880|XP_034099718.1|DALB
OG0002359	LOC6597780|XP_002022983.1|DPER	LOC117571924|XP_034110302.1|DALB
OG0002360	LOC6589491|XP_002015241.1|DPER	LOC117563723|XP_034098076.1|DALB
OG0002361	LOC6599074|XP_002024207.1|DPER	LOC117572380|XP_034111040.1|DALB
OG0002362	LOC6604486|XP_026844222.1|DPER	LOC117565565|XP_034100624.1|DALB
OG0002363	LOC6589635|XP_002014535.2|DPER, LOC113565896|XP_026845062.1|DPER	LOC117563786|XP_034098204.1|DALB
OG0002364	LOC6589634|XP_026844545.1|DPER	LOC117563783|XP_034098183.1|DALB
OG0002365	LOC6589632|XP_002014532.1|DPER	LOC117563498|XP_034097757.1|DALB
OG0002366	LOC6589168|XP_002015025.1|DPER	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB
OG0002367	LOC6589374|XP_002014900.2|DPER	LOC117564962|XP_034099808.1|DALB
OG0002368	LOC113565870|XP_026845031.1|DPER, LOC6589704|XP_002014227.1|DPER	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB
OG0002369	LOC6594007|XP_026850578.1|DPER, LOC6597310|XP_002022498.1|DPER	LOC117577664|XP_034118445.1|DALB
