Orthogroup	DPER.longest_only	DEUG.longest_only
OG0000286	LOC6598098|XP_002023240.1|DPER	LOC108105817|XP_017068047.1|DEUG
OG0000286	LOC6598102|XP_002023244.1|DPER	LOC108105819|XP_017068048.1|DEUG
OG0000287	LOC6600016|XP_026849166.1|DPER	LOC108103495|XP_017064493.1|DEUG
OG0000287	LOC113566676|XP_026849167.1|DPER	LOC108103498|XP_017064497.1|DEUG
OG0000287	LOC6600015|XP_002025094.1|DPER	LOC108103499|XP_017064498.1|DEUG
OG0000288	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER	LOC108105721|XP_017067925.1|DEUG
OG0000288	LOC6593477|XP_002018916.1|DPER	LOC108105718|XP_017067921.1|DEUG, LOC108105811|XP_017068039.1|DEUG
OG0000289	LOC6599747|XP_026847403.1|DPER	LOC108108227|XP_017071682.1|DEUG
OG0000289	LOC6599890|XP_026847410.1|DPER	LOC108107629|XP_017070687.1|DEUG
OG0000289	LOC6599749|XP_026847402.1|DPER	LOC108108228|XP_017071683.1|DEUG
OG0000290	LOC6590826|XP_002016480.1|DPER	LOC108106212|XP_017068625.1|DEUG
OG0000290	LOC6590828|XP_002016482.2|DPER	LOC108106479|XP_017069046.1|DEUG, LOC108106478|XP_017069045.1|DEUG, LOC108106215|XP_017068629.1|DEUG, LOC108106214|XP_017068628.1|DEUG
OG0000290	LOC6590827|XP_002016481.1|DPER	LOC108106213|XP_017068626.1|DEUG
OG0000292	LOC6592284|XP_002018403.1|DPER	LOC108113356|XP_017079410.1|DEUG
OG0000292	LOC6599069|XP_026848974.1|DPER	LOC108107886|XP_017071162.1|DEUG
OG0000293	LOC6594994|XP_002020160.1|DPER	LOC108116547|XP_017083974.1|DEUG
OG0000293	LOC6596583|XP_002021670.2|DPER	LOC108111017|XP_017075819.1|DEUG
OG0000293	LOC6594991|XP_002020157.2|DPER	LOC108116581|XP_017084011.1|DEUG
OG0000294	LOC6598125|XP_002023281.2|DPER	LOC108118243|XP_017062874.1|DEUG
OG0000294	LOC6599410|XP_026847073.1|DPER	LOC108102911|XP_017063647.1|DEUG
OG0000295	LOC6591206|XP_002016196.2|DPER	LOC108106493|XP_017069072.1|DEUG
OG0000295	LOC6587493|XP_002013063.1|DPER	LOC108115774|XP_017082835.1|DEUG
OG0000296	LOC6593738|XP_002018996.1|DPER	LOC108114785|XP_017081386.1|DEUG
OG0000296	LOC6601085|XP_026847350.1|DPER	LOC108104616|XP_017066278.1|DEUG
OG0000296	LOC6598402|XP_026846284.1|DPER	LOC108103356|XP_017064290.1|DEUG
OG0000297	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER	LOC108113329|XP_017079378.1|DEUG, LOC108113385|XP_017079446.1|DEUG
OG0000298	LOC6597226|XP_026846583.1|DPER	LOC108104313|XP_017065786.1|DEUG
OG0000298	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER	LOC108104315|XP_017065789.1|DEUG
OG0000298	LOC6598124|XP_002023280.2|DPER	LOC108112547|XP_017077972.1|DEUG, LOC108104998|XP_017066864.1|DEUG
OG0000299	LOC6587398|XP_026841615.1|DPER	LOC108116947|XP_017084584.1|DEUG
OG0000299	LOC6587438|XP_002014037.1|DPER	LOC108116985|XP_017084638.1|DEUG
OG0000299	LOC6587353|XP_002014036.1|DPER	LOC108116980|XP_017084631.1|DEUG
OG0000300	LOC113566464|XP_026847944.1|DPER	LOC108108481|XP_017072028.1|DEUG
OG0000300	LOC6598884|XP_026847945.1|DPER	LOC108108422|XP_017071963.1|DEUG
OG0000300	LOC6598883|XP_026847927.1|DPER	LOC108108477|XP_017072024.1|DEUG
OG0000301	LOC6601991|XP_002027068.1|DPER	LOC108102385|XP_017062811.1|DEUG
OG0000301	LOC6589195|XP_002014619.1|DPER	LOC108118319|XP_017086424.1|DEUG
OG0000302	LOC6601148|XP_002026280.2|DPER	LOC108114548|XP_017081081.1|DEUG
OG0000302	LOC6601149|XP_002026281.1|DPER	LOC108114549|XP_017081082.1|DEUG
OG0000303	LOC6600655|XP_002025664.1|DPER	LOC108114392|XP_017080851.1|DEUG
OG0000303	LOC113566276|XP_026847029.1|DPER	LOC108106058|XP_017068405.1|DEUG
OG0000303	LOC6589431|XP_002015008.2|DPER	LOC108107165|XP_017070066.1|DEUG
OG0000304	LOC6588546|XP_002012984.1|DPER	LOC108109387|XP_017073373.1|DEUG
OG0000304	LOC6588542|XP_026851023.1|DPER	LOC108109393|XP_017073379.1|DEUG
OG0000305	LOC6597066|XP_002022191.2|DPER	LOC108118256|XP_017086335.1|DEUG
OG0000305	LOC6597067|XP_026845430.1|DPER	LOC108118240|XP_017086313.1|DEUG
OG0000306	LOC6589931|XP_002015882.2|DPER	LOC108112257|XP_017077568.1|DEUG
OG0000306	LOC6598282|XP_026846345.1|DPER	LOC108111873|XP_017076988.1|DEUG
OG0000307	LOC6594303|XP_026850365.1|DPER	LOC108105271|XP_017067246.1|DEUG
OG0000307	LOC6587518|XP_002013072.2|DPER	LOC108115794|XP_017082860.1|DEUG
OG0000308	LOC6588430|XP_002013955.1|DPER	LOC108117275|XP_017085116.1|DEUG, LOC108117276|XP_017085117.1|DEUG
OG0000308	LOC113565521|XP_026843590.1|DPER	LOC108106175|XP_017068585.1|DEUG
OG0000309	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER	LOC108116521|XP_017083948.1|DEUG, LOC108116358|XP_017083671.1|DEUG, LOC108116357|XP_017083670.1|DEUG
OG0000310	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER	LOC108103012|XP_017063824.1|DEUG, LOC108114074|XP_017080318.1|DEUG
OG0000311	LOC6587679|XP_002012752.1|DPER	LOC108115654|XP_017082699.1|DEUG
OG0000311	LOC6598848|XP_002023966.1|DPER	LOC108105244|XP_017067208.1|DEUG, LOC108105243|XP_017067207.1|DEUG
OG0000311	LOC6599371|XP_026847108.1|DPER	LOC108109688|XP_017073782.1|DEUG
OG0000312	LOC6593372|XP_026842951.1|DPER	LOC108108341|XP_017071869.1|DEUG
OG0000312	LOC6589045|XP_026844084.1|DPER	LOC108110934|XP_017075714.1|DEUG
OG0000313	LOC6593982|XP_002019024.1|DPER	LOC108110834|XP_017075563.1|DEUG
OG0000313	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER	LOC108105867|XP_017068132.1|DEUG
OG0000314	LOC6596454|XP_026843311.1|DPER	LOC108111170|XP_017076038.1|DEUG
OG0000314	LOC6596455|XP_026843349.1|DPER	LOC108111077|XP_017075897.1|DEUG
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC108110436|XP_017074992.1|DEUG
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC108111917|XP_017077047.1|DEUG
OG0000316	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER	LOC108111914|XP_017077042.1|DEUG
OG0000317	LOC113564908|XP_026840040.1|DPER	LOC108108825|XP_017072510.1|DEUG
OG0000319	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER	LOC108116339|XP_017083642.1|DEUG, LOC108116338|XP_017083641.1|DEUG, LOC108116336|XP_017083640.1|DEUG
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC108116421|XP_017083798.1|DEUG
OG0000320	LOC6595614|XP_002020933.2|DPER	LOC108110433|XP_017074988.1|DEUG
OG0000320	LOC6588480|XP_002013594.1|DPER	LOC108116796|XP_017084333.1|DEUG
OG0000321	LOC6595497|XP_002020602.2|DPER	LOC108104061|XP_017065412.1|DEUG
OG0000321	LOC6595496|XP_002020601.1|DPER	LOC108104060|XP_017065411.1|DEUG
OG0000322	LOC6596739|XP_026845859.1|DPER	LOC108105547|XP_017067672.1|DEUG, LOC108118545|XP_017086787.1|DEUG
OG0000322	LOC6599982|XP_026849118.1|DPER	LOC108103669|XP_017064716.1|DEUG
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC108105868|XP_017068133.1|DEUG
OG0000323	LOC6588446|XP_002013437.2|DPER	LOC108116562|XP_017083990.1|DEUG
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC108116708|XP_017084215.1|DEUG
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC108114898|XP_017081557.1|DEUG
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC108108660|XP_017072254.1|DEUG
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC108108661|XP_017072255.1|DEUG
OG0000327	LOC6602051|XP_026841578.1|DPER	LOC108112767|XP_017078516.1|DEUG
OG0000327	LOC6602052|XP_002027183.2|DPER	LOC108113367|XP_017079423.1|DEUG
OG0000327	LOC6602053|XP_002027184.2|DPER	LOC108112184|XP_017077483.1|DEUG
OG0000328	LOC6601297|XP_026841454.1|DPER	LOC108107199|XP_017070105.1|DEUG
OG0000328	LOC6601370|XP_026850196.1|DPER	LOC108114000|XP_017080235.1|DEUG
OG0000328	LOC6601371|XP_002026541.2|DPER	LOC108113999|XP_017080234.1|DEUG
OG0000329	LOC6593552|XP_002019142.1|DPER	LOC108107012|XP_017069846.1|DEUG
OG0000331	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER	LOC108106193|XP_017068608.1|DEUG
OG0000331	LOC6602232|XP_002027262.1|DPER	LOC108106169|XP_017068574.1|DEUG
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC108111167|XP_017076034.1|DEUG
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC108117183|XP_017084964.1|DEUG
OG0000333	LOC6600265|XP_026849064.1|DPER	LOC108114658|XP_017081221.1|DEUG
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC108107999|XP_017071339.1|DEUG
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC108115203|XP_017082019.1|DEUG
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC108113174|XP_017079179.1|DEUG
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC108114805|XP_017081408.1|DEUG
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC108114774|XP_017081373.1|DEUG
OG0000336	LOC6594154|XP_002019393.1|DPER	LOC108116488|XP_017083909.1|DEUG
OG0000336	LOC6591907|XP_002017054.1|DPER	LOC108113808|XP_017080006.1|DEUG
OG0000336	LOC6591906|XP_026840252.1|DPER	LOC108113789|XP_017079986.1|DEUG
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER	LOC108108669|XP_017072263.1|DEUG
OG0000337	LOC6597103|XP_002022292.2|DPER	LOC108102451|XP_017062944.1|DEUG
OG0000337	LOC6601420|XP_002026489.2|DPER	LOC108108425|XP_017071966.1|DEUG
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC108102837|XP_017063519.1|DEUG
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC108104832|XP_017066618.1|DEUG
OG0000339	LOC6599699|XP_002024952.1|DPER	LOC108114281|XP_017080667.1|DEUG
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC108114279|XP_017080665.1|DEUG
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC108113124|XP_017079116.1|DEUG
OG0000341	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER	LOC108118169|XP_017086216.1|DEUG, LOC108118172|XP_017086219.1|DEUG
OG0000341	LOC6597004|XP_002022167.1|DPER	LOC108118175|XP_017086223.1|DEUG, LOC108118200|XP_017086250.1|DEUG
OG0000342	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER	LOC108103031|XP_017063846.1|DEUG
OG0000342	LOC6601305|XP_002026343.1|DPER	LOC108107220|XP_017070126.1|DEUG
OG0000343	LOC6594918|XP_002020126.1|DPER	LOC108109831|XP_017074065.1|DEUG
OG0000344	LOC6592811|XP_002017608.1|DPER	LOC108112243|XP_017077554.1|DEUG
OG0000344	LOC6594966|XP_026840279.1|DPER	LOC108111339|XP_017076255.1|DEUG
OG0000345	LOC6590467|XP_002016653.2|DPER	LOC108112624|XP_017078215.1|DEUG
OG0000345	LOC6593251|XP_026842808.1|DPER	LOC108111936|XP_017077088.1|DEUG
OG0000346	LOC6591200|XP_026841572.1|DPER	LOC108106715|XP_017069437.1|DEUG
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC108107639|XP_017070713.1|DEUG
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC108102564|XP_017063127.1|DEUG
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC108110473|XP_017075030.1|DEUG
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC108102533|XP_017063058.1|DEUG
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC108114873|XP_017081515.1|DEUG
OG0000350	LOC113566002|XP_026845417.1|DPER	LOC108107633|XP_017070692.1|DEUG
OG0000350	LOC6596009|XP_026845418.1|DPER	LOC108107640|XP_017070715.1|DEUG
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC108115740|XP_017082800.1|DEUG
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC108112177|XP_017077474.1|DEUG
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC108112178|XP_017077475.1|DEUG
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC108109547|XP_017073606.1|DEUG
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC108113425|XP_017079472.1|DEUG
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC108110557|XP_017075136.1|DEUG
OG0000354	LOC6589456|XP_026844644.1|DPER	LOC108110662|XP_017075266.1|DEUG
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC108109066|XP_017072896.1|DEUG
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC108112228|XP_017077537.1|DEUG
OG0000356	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER	LOC108107057|XP_017069909.1|DEUG
OG0000356	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC108107056|XP_017069908.1|DEUG
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC108117082|XP_017084744.1|DEUG
OG0000358	LOC6588064|XP_002013334.1|DPER	LOC108117080|XP_017084742.1|DEUG
OG0000358	LOC6588005|XP_002013332.1|DPER	LOC108117136|XP_017084881.1|DEUG
OG0000359	LOC6597006|XP_026845432.1|DPER	LOC108118171|XP_017086218.1|DEUG
OG0000359	LOC6597003|XP_002022166.2|DPER	LOC108118174|XP_017086221.1|DEUG
OG0000360	LOC6591880|XP_002017078.1|DPER	LOC108113809|XP_017080007.1|DEUG, LOC108113797|XP_017079992.1|DEUG, LOC108113684|XP_017079850.1|DEUG, LOC108113794|XP_017079991.1|DEUG
OG0000361	LOC6597922|XP_026843362.1|DPER	LOC108117316|XP_017085173.1|DEUG, LOC108109621|XP_017073687.1|DEUG
OG0000361	LOC6602253|XP_002027283.2|DPER	LOC108108498|XP_017072056.1|DEUG
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC108118552|XP_017086793.1|DEUG
OG0000362	LOC6596172|XP_002021149.1|DPER	LOC108116764|XP_017084277.1|DEUG
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC108116604|XP_017084052.1|DEUG
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC108114094|XP_017080336.1|DEUG
OG0000364	LOC6601226|XP_026849031.1|DPER	LOC108113606|XP_017079757.1|DEUG, LOC108103587|XP_017064601.1|DEUG
OG0000364	LOC6601133|XP_026848981.1|DPER	LOC108103601|XP_017064620.1|DEUG
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC108109206|XP_017073137.1|DEUG
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC108112421|XP_017077756.1|DEUG
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC108111850|XP_017076946.1|DEUG
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC108113625|XP_017079776.1|DEUG
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC108114320|XP_017080722.1|DEUG
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC108109083|XP_017072936.1|DEUG
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC108114446|XP_017080933.1|DEUG
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC108114445|XP_017080930.1|DEUG
OG0000370	LOC6601510|XP_002026572.2|DPER	LOC108108265|XP_017071712.1|DEUG
OG0000370	LOC113566874|XP_026849839.1|DPER	LOC108108663|XP_017072256.1|DEUG
OG0000370	LOC6590120|XP_002016033.1|DPER	LOC108112486|XP_017077844.1|DEUG
OG0000371	LOC6599215|XP_002024305.1|DPER	LOC108110133|XP_017074528.1|DEUG
OG0000371	LOC6593007|XP_002018459.1|DPER	LOC108106749|XP_017069478.1|DEUG
OG0000371	LOC6587590|XP_002013994.1|DPER	LOC108115961|XP_017083087.1|DEUG, LOC108115968|XP_017083094.1|DEUG
OG0000372	LOC6593821|XP_002019068.1|DPER	LOC108107940|XP_017071260.1|DEUG
OG0000373	LOC6590625|XP_002016712.2|DPER	LOC108108941|XP_017072684.1|DEUG
OG0000374	LOC6588937|XP_026844526.1|DPER	LOC108106923|XP_017069663.1|DEUG, LOC108118288|XP_017086378.1|DEUG, LOC108108671|XP_017072265.1|DEUG, LOC108118133|XP_017086182.1|DEUG
OG0000375	LOC6601817|XP_002026985.1|DPER, LOC6601816|XP_002026984.1|DPER	LOC108114124|XP_017080386.1|DEUG, LOC108114121|XP_017080383.1|DEUG, LOC108114122|XP_017080384.1|DEUG, LOC108114120|XP_017080382.1|DEUG, LOC108114125|XP_017080387.1|DEUG, LOC108114123|XP_017080385.1|DEUG
OG0000376	LOC6600426|XP_002025531.1|DPER, LOC6601997|XP_002027050.1|DPER, LOC6588342|XP_002013829.1|DPER	LOC108117423|XP_017085323.1|DEUG
OG0000377	LOC6598134|XP_026846188.1|DPER	LOC108103867|XP_017065069.1|DEUG
OG0000377	LOC6588240|XP_002012912.1|DPER	LOC108109192|XP_017073118.1|DEUG
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC108113045|XP_017078964.1|DEUG
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC108103715|XP_017064801.1|DEUG
OG0000379	LOC6590850|XP_002016363.1|DPER	LOC108112810|XP_017078596.1|DEUG
OG0000379	LOC6590849|XP_002016362.1|DPER	LOC108112190|XP_017077490.1|DEUG
OG0000379	LOC6590975|XP_026842550.1|DPER	LOC108112811|XP_017078597.1|DEUG
OG0000380	LOC6592651|XP_002017987.2|DPER	LOC108114891|XP_017081538.1|DEUG
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC108114679|XP_017081258.1|DEUG
OG0000381	LOC6596429|XP_002021827.1|DPER	LOC108110482|XP_017075049.1|DEUG
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC108111039|XP_017075856.1|DEUG
OG0000382	LOC6603420|XP_026848060.1|DPER, LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER	LOC108116729|XP_017084235.1|DEUG
OG0000383	LOC6589434|XP_002014861.1|DPER	LOC108110882|XP_017075629.1|DEUG
OG0000383	LOC6589241|XP_002014733.2|DPER	LOC108118466|XP_017086676.1|DEUG
OG0000384	LOC6590782|XP_026841671.1|DPER	LOC108106769|XP_017069497.1|DEUG
OG0000384	LOC6590781|XP_002016099.1|DPER	LOC108106645|XP_017069348.1|DEUG
OG0000385	LOC6599915|XP_026849218.1|DPER	LOC108110395|XP_017074941.1|DEUG
OG0000385	LOC6599914|XP_026849179.1|DPER	LOC108110393|XP_017074937.1|DEUG
OG0000386	LOC6595157|XP_002020284.1|DPER	LOC108116093|XP_017083300.1|DEUG
OG0000387	LOC6589618|XP_002014876.1|DPER	LOC108110567|XP_017075153.1|DEUG, LOC108106902|XP_017069639.1|DEUG, LOC108110554|XP_017075132.1|DEUG
OG0000388	LOC6601245|XP_002026207.1|DPER	LOC108103610|XP_017064639.1|DEUG, LOC108103612|XP_017064642.1|DEUG, LOC108103614|XP_017064643.1|DEUG, LOC108103611|XP_017064640.1|DEUG
OG0000388	LOC6601244|XP_002026206.1|DPER	LOC108103593|XP_017064610.1|DEUG
OG0000389	LOC6602733|XP_026849512.1|DPER	LOC108108329|XP_017071847.1|DEUG
OG0000390	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER	LOC108111808|XP_017076902.1|DEUG
OG0000391	LOC6590335|XP_002016292.2|DPER	LOC108111939|XP_017077097.1|DEUG
OG0000391	LOC6590075|XP_026841586.1|DPER	LOC108112028|XP_017077261.1|DEUG
OG0000392	LOC6593952|XP_002018638.2|DPER	LOC108115551|XP_017082547.1|DEUG
OG0000392	LOC6593957|XP_002018642.1|DPER	LOC108102690|XP_017063321.1|DEUG
OG0000393	LOC6595648|XP_026843938.1|DPER	LOC108103058|XP_017063860.1|DEUG
OG0000393	LOC6595736|XP_026843946.1|DPER	LOC108103060|XP_017063877.1|DEUG
OG0000394	LOC6598286|XP_002023309.2|DPER	LOC108111867|XP_017076981.1|DEUG
OG0000394	LOC6598285|XP_002023308.1|DPER	LOC108111866|XP_017076980.1|DEUG
OG0000395	LOC6604424|XP_026845302.1|DPER	LOC108107949|XP_017071270.1|DEUG
OG0000395	LOC6596012|XP_002021001.2|DPER	LOC108107535|XP_017070565.1|DEUG
OG0000396	LOC6589171|XP_002014620.1|DPER	LOC108105647|XP_017067823.1|DEUG, LOC108118324|XP_017086431.1|DEUG, LOC108118321|XP_017086427.1|DEUG, LOC108118317|XP_017086422.1|DEUG, LOC108105642|XP_017067819.1|DEUG, LOC108105651|XP_017067828.1|DEUG, LOC108118318|XP_017086423.1|DEUG, LOC108118325|XP_017086432.1|DEUG, LOC108105644|XP_017067821.1|DEUG, LOC108106827|XP_017069553.1|DEUG, LOC108105716|XP_017067919.1|DEUG, LOC108106901|XP_017069638.1|DEUG, LOC108106890|XP_017069626.1|DEUG, LOC108106873|XP_017069608.1|DEUG
OG0000397	LOC6593273|XP_026842507.1|DPER, LOC113565209|XP_026842506.1|DPER, LOC6593274|XP_002018192.1|DPER	LOC108104508|XP_017066114.1|DEUG, LOC108104509|XP_017066115.1|DEUG, LOC108104506|XP_017066113.1|DEUG, LOC108104505|XP_017066112.1|DEUG
OG0000398	LOC6594071|XP_002019731.1|DPER	LOC108112490|XP_017077848.1|DEUG
OG0000399	LOC6598680|XP_002023767.1|DPER	LOC108115881|XP_017083010.1|DEUG
OG0000399	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER, LOC6587726|XP_002012788.1|DPER	LOC108112913|XP_017078783.1|DEUG
OG0000400	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER	LOC108118373|XP_017086534.1|DEUG
OG0000400	LOC6598510|XP_002023549.1|DPER	LOC108118374|XP_017086535.1|DEUG
OG0000401	LOC6601931|XP_002026973.2|DPER, LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER	LOC108108059|XP_017071425.1|DEUG, LOC108103576|XP_017064589.1|DEUG
OG0000402	LOC6601708|XP_002026767.2|DPER	LOC108109995|XP_017074320.1|DEUG
OG0000403	LOC6588648|XP_002013216.2|DPER	LOC108111431|XP_017076386.1|DEUG
OG0000403	LOC6592429|XP_002018241.1|DPER	LOC108109123|XP_017073008.1|DEUG
OG0000404	LOC6595345|XP_002020556.1|DPER	LOC108111353|XP_017076275.1|DEUG
OG0000404	LOC6595344|XP_002020555.1|DPER	LOC108111290|XP_017076167.1|DEUG
OG0000405	LOC6597595|XP_002022814.1|DPER	LOC108110411|XP_017074969.1|DEUG
OG0000405	LOC6588182|XP_002013760.1|DPER	LOC108110151|XP_017074565.1|DEUG
OG0000406	LOC6603347|XP_002028344.1|DPER	LOC108114709|XP_017081297.1|DEUG
OG0000406	LOC6593055|XP_002018467.1|DPER	LOC108106695|XP_017069416.1|DEUG
OG0000407	LOC6603019|XP_002028040.1|DPER	LOC108108302|XP_017071805.1|DEUG
OG0000407	LOC6603018|XP_002028039.1|DPER	LOC108108301|XP_017071800.1|DEUG
OG0000408	LOC6587636|XP_002013908.1|DPER	LOC108116843|XP_017084388.1|DEUG
OG0000408	LOC6596341|XP_002021697.1|DPER	LOC108103409|XP_017064355.1|DEUG
OG0000409	LOC6590752|XP_002016144.1|DPER	LOC108106268|XP_017068721.1|DEUG
OG0000409	LOC6592845|XP_026841811.1|DPER	LOC108104527|XP_017066148.1|DEUG
OG0000410	LOC6595660|XP_002020782.1|DPER, LOC6595659|XP_002020781.2|DPER, LOC6595662|XP_026843919.1|DPER	LOC108103046|XP_017063848.1|DEUG, LOC108103050|XP_017063853.1|DEUG, LOC108103052|XP_017063855.1|DEUG
OG0000411	LOC6594564|XP_002019583.1|DPER	LOC108109506|XP_017073537.1|DEUG
OG0000411	LOC113565480|XP_026843422.1|DPER	LOC108108035|XP_017071400.1|DEUG
OG0000412	LOC6592346|XP_002018293.1|DPER	LOC108109278|XP_017073259.1|DEUG
OG0000412	LOC6601963|XP_002027013.2|DPER	LOC108105995|XP_017068321.1|DEUG
OG0000413	LOC6588112|XP_002014116.2|DPER	LOC108109449|XP_017073437.1|DEUG
OG0000413	LOC6591540|XP_002017184.1|DPER	LOC108115231|XP_017082078.1|DEUG
OG0000414	LOC113565090|XP_026841449.1|DPER	LOC108106280|XP_017068736.1|DEUG, LOC108106304|XP_017068764.1|DEUG
OG0000414	LOC6592908|XP_002018576.1|DPER	LOC108110366|XP_017074908.1|DEUG
OG0000415	LOC6592728|XP_002018095.1|DPER	LOC108112835|XP_017078632.1|DEUG
OG0000415	LOC6592730|XP_026841009.1|DPER	LOC108113128|XP_017079119.1|DEUG
OG0000416	LOC113566127|XP_026846117.1|DPER	LOC108105493|XP_017067600.1|DEUG
OG0000416	LOC6598584|XP_002023617.2|DPER	LOC108117223|XP_017085043.1|DEUG
OG0000417	LOC6594863|XP_026850980.1|DPER	LOC108117548|XP_017085546.1|DEUG
OG0000417	LOC6595330|XP_026850450.1|DPER	LOC108111323|XP_017076209.1|DEUG
OG0000418	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER	LOC108105512|XP_017067626.1|DEUG
OG0000418	LOC6601773|XP_002026808.1|DPER	LOC108109933|XP_017074222.1|DEUG
OG0000419	LOC6602137|XP_026841016.1|DPER	LOC108112632|XP_017078227.1|DEUG
OG0000419	LOC6597763|XP_026846540.1|DPER	LOC108110013|XP_017074338.1|DEUG
OG0000421	LOC6593747|XP_026842929.1|DPER	LOC108105839|XP_017068084.1|DEUG
OG0000421	LOC6588909|XP_026844062.1|DPER	LOC108118333|XP_017086457.1|DEUG
OG0000422	LOC6594365|XP_026849933.1|DPER	LOC108106062|XP_017068409.1|DEUG
OG0000423	LOC6592331|XP_026842756.1|DPER	LOC108113016|XP_017078927.1|DEUG
OG0000423	LOC6592332|XP_002017852.1|DPER	LOC108112982|XP_017078879.1|DEUG
