Orthogroup	DPER.longest_only	DBIA.longest_only
OG0000986	LOC6588878|XP_002015331.1|DPER	LOC108033663|XP_016963594.1|DBIA
OG0000986	LOC6593743|XP_026843669.1|DPER	LOC108033370|XP_016963177.1|DBIA
OG0000987	LOC6597222|XP_002022599.2|DPER	LOC108032487|XP_016961796.1|DBIA
OG0000988	LOC6589693|XP_002015206.1|DPER	LOC108034136|XP_016964414.1|DBIA
OG0000990	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC6598182|XP_026846152.1|DPER	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC6587813|XP_002014097.1|DPER	LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC6594900|XP_002020500.1|DPER	LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC6599276|XP_002024271.2|DPER	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC6593313|XP_002018652.1|DPER	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC6600948|XP_002026019.1|DPER	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC6590895|XP_026840602.1|DPER	LOC108036898|XP_016968767.1|DBIA
OG0000998	LOC113566327|XP_026847309.1|DPER	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC6597395|XP_002022489.1|DPER	LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC6603247|XP_026841996.1|DPER	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC6593132|XP_026842467.1|DPER	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC113565648|XP_026844089.1|DPER	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC6594369|XP_002019337.2|DPER	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC6594320|XP_002019363.1|DPER	LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC6600156|XP_002025239.2|DPER	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC6600640|XP_002025651.2|DPER	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC6590156|XP_002016578.1|DPER	LOC108026951|XP_016953653.1|DBIA
OG0001008	LOC6603108|XP_002028093.1|DPER	LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001010	LOC6595599|XP_002020947.2|DPER	LOC108036842|XP_016968696.1|DBIA
OG0001011	LOC6602662|XP_026845926.1|DPER	LOC108023905|XP_016949078.1|DBIA
OG0001011	LOC113565632|XP_026843970.1|DPER	LOC108033538|XP_016963371.1|DBIA
OG0001012	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER	LOC108032969|XP_016962529.1|DBIA, LOC108033023|XP_016962640.1|DBIA
OG0001013	LOC113566022|XP_026845559.1|DPER	LOC108035090|XP_016965999.1|DBIA
OG0001013	LOC6596028|XP_002021027.1|DPER	LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC6602288|XP_002027347.2|DPER	LOC108028474|XP_016955824.1|DBIA
OG0001014	LOC6602325|XP_002027339.1|DPER	LOC108035368|XP_016966456.1|DBIA
OG0001015	LOC6597881|XP_026846934.1|DPER	LOC108027598|XP_016954606.1|DBIA
OG0001015	LOC6597882|XP_026846977.1|DPER	LOC108027629|XP_016954640.1|DBIA
OG0001016	LOC6598500|XP_002023588.1|DPER	LOC108026095|XP_016952284.1|DBIA, LOC108026106|XP_016952295.1|DBIA, LOC108033045|XP_016962660.1|DBIA
OG0001017	LOC6601589|XP_002026610.2|DPER	LOC108036378|XP_016967968.1|DBIA
OG0001017	LOC6601601|XP_002026622.2|DPER	LOC108030511|XP_016958888.1|DBIA
OG0001018	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER	LOC108024401|XP_016949802.1|DBIA
OG0001019	LOC6587304|XP_002013005.1|DPER	LOC108025031|XP_016950776.1|DBIA
OG0001020	LOC6599375|XP_002024549.1|DPER	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC113565421|XP_026843158.1|DPER	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC6602844|XP_002027870.1|DPER	LOC108025890|XP_016952057.1|DBIA
OG0001024	LOC6588193|XP_002012994.1|DPER	LOC108025335|XP_016951253.1|DBIA
OG0001025	LOC6596133|XP_002021097.1|DPER	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC6590551|XP_002016231.1|DPER	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC6595821|XP_026845283.1|DPER	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC6596609|XP_002021605.1|DPER	LOC108029018|XP_016956552.1|DBIA
OG0001029	LOC6592205|XP_002017840.1|DPER	LOC108036516|XP_016968211.1|DBIA
OG0001031	LOC6593548|XP_026843852.1|DPER	LOC108025776|XP_016951916.1|DBIA
OG0001031	LOC6593647|XP_026844596.1|DPER	LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC6597923|XP_026843427.1|DPER	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC6589513|XP_026844027.1|DPER	LOC108027656|XP_016954661.1|DBIA
OG0001034	LOC6602157|XP_026847975.1|DPER	LOC108035141|XP_016966071.1|DBIA
OG0001035	LOC6597788|XP_002022920.1|DPER	LOC108027135|XP_016953845.1|DBIA
OG0001035	LOC6597841|XP_002022919.2|DPER	LOC108027124|XP_016953834.1|DBIA
OG0001036	LOC6597431|XP_026846564.1|DPER	LOC108032429|XP_016961740.1|DBIA
OG0001036	LOC6594089|XP_002019795.1|DPER	LOC108023603|XP_016948702.1|DBIA
OG0001037	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER	LOC108028794|XP_016956264.1|DBIA, LOC108028795|XP_016956267.1|DBIA, LOC108028152|XP_016955298.1|DBIA
OG0001038	LOC6594210|XP_002019669.1|DPER	LOC108031880|XP_016961133.1|DBIA
OG0001038	LOC6594211|XP_002019670.1|DPER	LOC108031879|XP_016961131.1|DBIA
OG0001039	LOC6587420|XP_002013503.1|DPER, LOC6587178|XP_002013502.1|DPER	LOC108024345|XP_016949735.1|DBIA
OG0001041	LOC113567379|XP_026850833.1|DPER	LOC108031255|XP_016959983.1|DBIA, LOC108031048|XP_016959738.1|DBIA
OG0001042	LOC6595062|XP_002020416.1|DPER	LOC108025420|XP_016951392.1|DBIA
OG0001043	LOC6597811|XP_002022943.1|DPER	LOC108024013|XP_016949261.1|DBIA
OG0001044	LOC6590851|XP_002016364.1|DPER	LOC108036671|XP_016968442.1|DBIA
OG0001045	LOC6590815|XP_026841175.1|DPER	LOC108030415|XP_016958789.1|DBIA
OG0001046	LOC6592667|XP_002018391.1|DPER	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA
OG0001047	LOC6592751|XP_002017868.1|DPER	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC6592711|XP_002018078.1|DPER	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC6599675|XP_002024807.2|DPER	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC6589449|XP_002014476.1|DPER	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC6589073|XP_002014522.1|DPER	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC6587843|XP_002012745.1|DPER	LOC108032190|XP_016961535.1|DBIA
OG0001054	LOC6587777|XP_002012746.1|DPER	LOC108032191|XP_016961536.1|DBIA
OG0001055	LOC6594157|XP_026840245.1|DPER	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA
OG0001056	LOC6603665|XP_026845775.1|DPER	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC6593374|XP_002019040.1|DPER	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC6596934|XP_026845640.1|DPER	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC6599082|XP_026849010.1|DPER	LOC108028015|XP_016955133.1|DBIA
OG0001060	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER	LOC108023353|XP_016948191.1|DBIA
OG0001061	LOC6598636|XP_002023817.1|DPER	LOC108030991|XP_016959681.1|DBIA
OG0001061	LOC6598635|XP_002023816.2|DPER	LOC108030992|XP_016959682.1|DBIA
OG0001062	LOC6588645|XP_002013255.1|DPER	LOC108027373|XP_016954289.1|DBIA
OG0001062	LOC6587409|XP_002013254.2|DPER	LOC108027107|XP_016953814.1|DBIA
OG0001063	LOC6602588|XP_002027612.1|DPER	LOC108029000|XP_016956572.1|DBIA
OG0001063	LOC6602591|XP_002027615.2|DPER	LOC108027983|XP_016955136.1|DBIA
OG0001064	LOC6596975|XP_002022139.2|DPER	LOC108024290|XP_016949679.1|DBIA
OG0001064	LOC6597627|XP_002022730.2|DPER	LOC108022013|XP_016946341.1|DBIA
OG0001065	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER	LOC108024315|XP_016949708.1|DBIA
OG0001066	LOC6600740|XP_002025778.2|DPER	LOC108029861|XP_016957840.1|DBIA, LOC108034470|XP_016964843.1|DBIA, LOC108034471|XP_016964844.1|DBIA, LOC108024138|XP_016949408.1|DBIA
OG0001067	LOC6602450|XP_026843674.1|DPER	LOC108032720|XP_016962190.1|DBIA
OG0001067	LOC113565559|XP_026843675.1|DPER	LOC108032722|XP_016962192.1|DBIA
OG0001068	LOC113566663|XP_026849043.1|DPER	LOC108034399|XP_016964770.1|DBIA
OG0001068	LOC6596011|XP_002021000.1|DPER	LOC108034434|XP_016964808.1|DBIA
OG0001069	LOC6601306|XP_002026344.2|DPER	LOC108022274|XP_016946621.1|DBIA
OG0001070	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER	LOC108027109|XP_016953816.1|DBIA, LOC108027121|XP_016953826.1|DBIA
OG0001072	LOC6600589|XP_002025644.2|DPER	LOC108034627|XP_016965054.1|DBIA
OG0001073	LOC6598750|XP_002023784.2|DPER	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC6590379|XP_002015481.1|DPER	LOC108029777|XP_016957776.1|DBIA
OG0001075	LOC6601212|XP_026848096.1|DPER	LOC108034966|XP_016965764.1|DBIA
OG0001077	LOC6592151|XP_002016807.1|DPER	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC6601724|XP_026847007.1|DPER	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC6601038|XP_026849752.1|DPER	LOC108029088|XP_016956669.1|DBIA
OG0001081	LOC113565172|XP_026842217.1|DPER	LOC108031538|XP_016960564.1|DBIA
OG0001082	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER	LOC108022875|XP_016947557.1|DBIA
OG0001083	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER	LOC108035478|XP_016966617.1|DBIA
OG0001084	LOC6590304|XP_026840668.1|DPER	LOC108030069|XP_016958159.1|DBIA
OG0001086	LOC6590020|XP_002016574.1|DPER	LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC6589737|XP_002015141.1|DPER	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA
OG0001088	LOC6600581|XP_026847597.1|DPER	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC6599787|XP_026847285.1|DPER	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC6595874|XP_026845576.1|DPER	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC6593748|XP_002018852.1|DPER	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC6598113|XP_002023269.1|DPER	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC6598086|XP_026843510.1|DPER	LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC6602657|XP_002027676.2|DPER	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC6595704|XP_026844660.1|DPER	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC113565686|XP_026844277.1|DPER	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA
OG0001098	LOC6602802|XP_026847858.1|DPER	LOC108030595|XP_016959063.1|DBIA
OG0001099	LOC6602991|XP_002028018.1|DPER	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC6594666|XP_026841605.1|DPER	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC6589976|XP_026840594.1|DPER	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC6601953|XP_026849623.1|DPER	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC6598605|XP_002023850.1|DPER	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC6591285|XP_026841023.1|DPER	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC6602893|XP_002027916.1|DPER	LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC6602541|XP_026846779.1|DPER	LOC108024899|XP_016950537.1|DBIA
OG0001108	LOC6592125|XP_002016832.1|DPER	LOC108025971|XP_016952153.1|DBIA
OG0001108	LOC6592113|XP_002016839.1|DPER	LOC108026061|XP_016952245.1|DBIA
OG0001109	LOC6590226|XP_002016075.2|DPER	LOC108022097|XP_016946429.1|DBIA
OG0001109	LOC6590227|XP_026842893.1|DPER	LOC108022098|XP_016946430.1|DBIA
OG0001110	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER	LOC108033019|XP_016962635.1|DBIA
OG0001111	LOC6589997|XP_002016047.1|DPER	LOC108026555|XP_016952995.1|DBIA, LOC108026508|XP_016952942.1|DBIA, LOC108026509|XP_016952944.1|DBIA
OG0001112	LOC6590441|XP_002015868.1|DPER	LOC108022227|XP_016946574.1|DBIA
OG0001113	LOC6602451|XP_002027464.1|DPER	LOC108032719|XP_016962189.1|DBIA
OG0001113	LOC6602449|XP_002027462.1|DPER	LOC108032721|XP_016962191.1|DBIA
OG0001114	LOC6596588|XP_002021675.1|DPER	LOC108033470|XP_016963295.1|DBIA, LOC108033462|XP_016963287.1|DBIA
OG0001115	LOC6588890|XP_002014678.2|DPER	LOC108034347|XP_016964721.1|DBIA, LOC108033429|XP_016963241.1|DBIA, LOC108034346|XP_016964718.1|DBIA
OG0001116	LOC6591127|XP_026842706.1|DPER	LOC108022539|XP_016947006.1|DBIA
OG0001118	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC6594399|XP_002019345.1|DPER	LOC108035862|XP_016967097.1|DBIA
OG0001120	LOC6598804|XP_026851183.1|DPER	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC6588595|XP_026850803.1|DPER	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC6587936|XP_002013333.1|DPER	LOC108032185|XP_016961529.1|DBIA
OG0001126	LOC6600320|XP_026849097.1|DPER	LOC108028240|XP_016955393.1|DBIA
OG0001127	LOC6596010|XP_002020999.1|DPER	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC6590181|XP_002016334.2|DPER	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC6588784|XP_026843915.1|DPER	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC6589276|XP_002014454.1|DPER	LOC108035315|XP_016966382.1|DBIA
OG0001130	LOC6602924|XP_002027947.2|DPER	LOC108024771|XP_016950412.1|DBIA
OG0001131	LOC6601989|XP_026846838.1|DPER	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC6596614|XP_026843742.1|DPER	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC6590624|XP_026841099.1|DPER	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC6588013|XP_002013605.1|DPER	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC6592073|XP_002017522.1|DPER	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC6588247|XP_002013400.1|DPER	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC6601036|XP_026849753.1|DPER	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC6602846|XP_002027875.1|DPER	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001140	LOC6594883|XP_026843503.1|DPER	LOC108032014|XP_016961307.1|DBIA, LOC108033752|XP_016964233.1|DBIA
OG0001141	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA
OG0001142	LOC6598694|XP_002023948.1|DPER	LOC108031045|XP_016959735.1|DBIA
OG0001143	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER	LOC108029070|XP_016956631.1|DBIA
OG0001144	LOC6601600|XP_002026621.1|DPER	LOC108036512|XP_016968205.1|DBIA
OG0001145	LOC6593095|XP_002017726.1|DPER	LOC108036186|XP_016967666.1|DBIA
OG0001146	LOC6593715|XP_002018894.2|DPER	LOC108032398|XP_016961707.1|DBIA
OG0001146	LOC6599979|XP_002025168.1|DPER	LOC108023930|XP_016949104.1|DBIA
OG0001147	LOC6600968|XP_002026006.1|DPER	LOC108028128|XP_016955270.1|DBIA, LOC108027974|XP_016955088.1|DBIA
OG0001148	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA
OG0001149	LOC6597168|XP_002022346.1|DPER	LOC108028719|XP_016956166.1|DBIA
OG0001150	LOC6590946|XP_026841666.1|DPER	LOC108026727|XP_016953327.1|DBIA, LOC108026581|XP_016953023.1|DBIA
OG0001151	LOC6594445|XP_002019910.1|DPER	LOC108032188|XP_016961533.1|DBIA, LOC108032187|XP_016961532.1|DBIA, LOC108032194|XP_016961538.1|DBIA
OG0001152	LOC6587711|XP_002013288.2|DPER	LOC108027458|XP_016954402.1|DBIA, LOC108029372|XP_016957089.1|DBIA, LOC108027075|XP_016953778.1|DBIA
OG0001153	LOC6590367|XP_026840936.1|DPER	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC6589018|XP_026844895.1|DPER	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC6599267|XP_026848269.1|DPER	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC6588527|XP_026850640.1|DPER	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC6593710|XP_002018634.2|DPER	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC6594979|XP_026841100.1|DPER	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC6587327|XP_002014020.1|DPER	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC6588637|XP_026851202.1|DPER	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC6592142|XP_002017278.1|DPER	LOC108024735|XP_016950320.1|DBIA
OG0001163	LOC6588545|XP_026843729.1|DPER	LOC108031575|XP_016960622.1|DBIA
OG0001164	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC6593163|XP_002018177.1|DPER	LOC108022478|XP_016946918.1|DBIA
OG0001166	LOC6601181|XP_026848214.1|DPER	LOC108034501|XP_016964895.1|DBIA
OG0001167	LOC6590526|XP_002016455.2|DPER	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC6593148|XP_002018525.1|DPER	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC6598450|XP_002023577.1|DPER	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC6588034|XP_002014103.2|DPER	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC6602498|XP_026848757.1|DPER	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC6590757|XP_002016149.1|DPER, LOC6590759|XP_002016151.1|DPER	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC6588636|XP_002013183.1|DPER	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC6599464|XP_002024613.2|DPER	LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC6592666|XP_002018390.1|DPER	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC6594907|XP_002020507.1|DPER, LOC6600881|XP_026842637.1|DPER	LOC108036220|XP_016967701.1|DBIA
OG0001177	LOC6589351|XP_026844960.1|DPER	LOC108033344|XP_016963136.1|DBIA
OG0001178	LOC6593081|XP_002017894.2|DPER	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC6590510|XP_026841353.1|DPER	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC6602021|XP_002027032.1|DPER	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC6596938|XP_026845636.1|DPER	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC6595106|XP_026840159.1|DPER	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC6594123|XP_026847707.1|DPER	LOC108026249|XP_016952581.1|DBIA
OG0001184	LOC6594087|XP_026850354.1|DPER	LOC108024793|XP_016950404.1|DBIA
OG0001185	LOC6594459|XP_026850304.1|DPER	LOC108030946|XP_016959634.1|DBIA
OG0001186	LOC6594162|XP_026850760.1|DPER	LOC108027198|XP_016953994.1|DBIA
OG0001187	LOC6591203|XP_026841640.1|DPER	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC6590799|XP_026840771.1|DPER	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC6600978|XP_002025874.1|DPER	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC113566589|XP_026848680.1|DPER	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC6593467|XP_026843850.1|DPER	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC6593634|XP_026843545.1|DPER	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC6587656|XP_002013700.1|DPER	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC6598143|XP_026846234.1|DPER	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC6591073|XP_002015711.1|DPER	LOC108029787|XP_016957786.1|DBIA
OG0001196	LOC6598578|XP_002023641.2|DPER	LOC108030953|XP_016959641.1|DBIA, LOC108025850|XP_016952003.1|DBIA
OG0001197	LOC6591498|XP_002016882.2|DPER, LOC6587174|XP_002013062.1|DPER	LOC108024368|XP_016949761.1|DBIA, LOC108032256|XP_016961609.1|DBIA
OG0001198	LOC6587882|XP_026842681.1|DPER, LOC6602405|XP_002027410.2|DPER	LOC108032238|XP_016961591.1|DBIA
OG0001200	LOC6591858|XP_002016792.2|DPER	LOC108033621|XP_016963483.1|DBIA
OG0001201	LOC6594043|XP_002019650.1|DPER	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC6597838|XP_026846515.1|DPER	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC6603490|XP_002028472.1|DPER	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC6598020|XP_002023212.2|DPER	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC6592049|XP_026851188.1|DPER	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC6588035|XP_026840035.1|DPER	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC6588087|XP_002012832.1|DPER, LOC113566278|XP_026847043.1|DPER, LOC6597721|XP_026847063.1|DPER	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC6597907|XP_026847000.1|DPER	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC6587357|XP_002013858.1|DPER	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC6598194|XP_026846241.1|DPER	LOC108025896|XP_016952067.1|DBIA
OG0001212	LOC6598439|XP_026848644.1|DPER	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC6600758|XP_026848631.1|DPER	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC6600818|XP_002025885.1|DPER, LOC113566336|XP_026847380.1|DPER, LOC6599803|XP_002024973.2|DPER	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC6587433|XP_026848669.1|DPER	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC6587971|XP_026843110.1|DPER	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC6593892|XP_002019071.1|DPER	LOC108034371|XP_016964747.1|DBIA
OG0001218	LOC6603754|XP_026849088.1|DPER, LOC6587982|XP_002014104.2|DPER	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC6591213|XP_026841245.1|DPER	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC6592481|XP_026842712.1|DPER	LOC108022848|XP_016947509.1|DBIA
OG0001222	LOC6587179|XP_002013643.1|DPER	LOC108024795|XP_016950402.1|DBIA
OG0001223	LOC6590164|XP_002015389.2|DPER	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC6601586|XP_002026607.1|DPER	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC6602060|XP_026840845.1|DPER	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC6592826|XP_002017755.1|DPER	LOC108022587|XP_016947103.1|DBIA
OG0001229	LOC6603316|XP_026841426.1|DPER	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA
OG0001230	LOC6590100|XP_002015985.1|DPER	LOC108036481|XP_016968151.1|DBIA
