Orthogroup	DPER.longest_only	DSAN.longest_only
OG0000205	LOC6587789|XP_002012764.1|DPER	LOC120450955|XP_039490175.1|DSAN
OG0000205	LOC6588211|XP_002013381.1|DPER	LOC120453498|XP_039494178.1|DSAN
OG0000206	LOC6592540|XP_002018315.1|DPER	LOC120446694|XP_039483725.1|DSAN
OG0000206	LOC6595407|XP_026844785.1|DPER	LOC120458312|XP_039501853.1|DSAN
OG0000206	LOC6592539|XP_002018314.1|DPER	LOC120445251|XP_039481459.1|DSAN
OG0000207	LOC6600993|XP_002026179.1|DPER	LOC120449692|XP_039488241.1|DSAN
OG0000207	LOC6596224|XP_026845243.1|DPER	LOC120448303|XP_039486177.1|DSAN
OG0000208	LOC6602109|XP_002027123.1|DPER	LOC120446129|XP_039482888.1|DSAN, LOC120444905|XP_039480831.1|DSAN, LOC120444906|XP_039480832.1|DSAN
OG0000208	LOC6602110|XP_002027124.1|DPER	LOC120446166|XP_039482931.1|DSAN, LOC120446562|XP_039483515.1|DSAN, LOC120444901|XP_039480825.1|DSAN
OG0000209	LOC6590794|XP_026842909.1|DPER	LOC120458830|XP_039502588.1|DSAN
OG0000210	LOC6590462|XP_002015853.1|DPER	LOC120445463|XP_039481842.1|DSAN
OG0000210	LOC6600424|XP_026848404.1|DPER	LOC120456185|XP_039498794.1|DSAN
OG0000211	LOC6598704|XP_002023883.1|DPER	LOC120454645|XP_039496080.1|DSAN
OG0000211	LOC6588600|XP_002013948.1|DPER, LOC6591472|XP_002017463.1|DPER	LOC120448844|XP_039486983.1|DSAN
OG0000211	LOC6598706|XP_002023885.1|DPER	LOC120452704|XP_039492996.1|DSAN
OG0000212	LOC6589194|XP_002014618.1|DPER	LOC120455241|XP_039497160.1|DSAN
OG0000212	LOC6589193|XP_026844063.1|DPER	LOC120445179|XP_039481364.1|DSAN
OG0000213	LOC6602286|XP_026848556.1|DPER	LOC120450554|XP_039489594.1|DSAN
OG0000213	LOC6590765|XP_002015397.2|DPER	LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN
OG0000214	LOC6599389|XP_026847075.1|DPER	LOC120455517|XP_039497724.1|DSAN
OG0000214	LOC6591196|XP_002015445.1|DPER	LOC120446928|XP_039484113.1|DSAN
OG0000214	LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER	LOC120452569|XP_039492785.1|DSAN
OG0000215	LOC6602193|XP_026848038.1|DPER	LOC120450462|XP_039489416.1|DSAN
OG0000215	LOC6602192|XP_026848037.1|DPER	LOC120449307|XP_039487632.1|DSAN
OG0000215	LOC6595839|XP_026845456.1|DPER	LOC120450463|XP_039489419.1|DSAN
OG0000216	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER	LOC120448183|XP_039485972.1|DSAN
OG0000216	LOC6603240|XP_002028216.1|DPER	LOC120456714|XP_039499630.1|DSAN
OG0000217	LOC6597347|XP_002022549.1|DPER	LOC120455889|XP_039498315.1|DSAN
OG0000217	LOC6597348|XP_002022550.1|DPER	LOC120455888|XP_039498314.1|DSAN
OG0000218	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER	LOC120458865|XP_039502631.1|DSAN
OG0000218	LOC6588857|XP_002015087.1|DPER	LOC120447976|XP_039485608.1|DSAN
OG0000218	LOC6588858|XP_002015088.1|DPER	LOC120447968|XP_039485596.1|DSAN
OG0000219	LOC6590590|XP_026841508.1|DPER	LOC120458787|XP_039502502.1|DSAN
OG0000219	LOC6590884|XP_026841510.1|DPER	LOC120458946|XP_039502740.1|DSAN
OG0000219	LOC6590592|XP_026841509.1|DPER	LOC120458169|XP_039501660.1|DSAN
OG0000220	LOC6603022|XP_002028043.1|DPER	LOC120449767|XP_039488339.1|DSAN
OG0000220	LOC6603020|XP_002028041.1|DPER	LOC120449846|XP_039488438.1|DSAN
OG0000220	LOC6603021|XP_002028042.1|DPER	LOC120449800|XP_039488379.1|DSAN
OG0000221	LOC6592960|XP_002017962.1|DPER	LOC120445236|XP_039481434.1|DSAN
OG0000221	LOC6588577|XP_002013622.2|DPER	LOC120451987|XP_039491948.1|DSAN
OG0000221	LOC6592959|XP_026841017.1|DPER	LOC120445235|XP_039481429.1|DSAN
OG0000222	LOC6598101|XP_002023243.2|DPER	LOC120458059|XP_039501503.1|DSAN
OG0000223	LOC6591058|XP_002016640.2|DPER, LOC6601011|XP_026849708.1|DPER	LOC120450346|XP_039489255.1|DSAN
OG0000223	LOC6597131|XP_002022319.1|DPER	LOC120449263|XP_039487580.1|DSAN
OG0000223	LOC6595822|XP_026845396.1|DPER	LOC120449380|XP_039487749.1|DSAN
OG0000224	LOC6592904|XP_026840866.1|DPER	LOC120446619|XP_039483599.1|DSAN
OG0000224	LOC6592353|XP_002018425.1|DPER	LOC120447037|XP_039484317.1|DSAN
OG0000225	LOC113566005|XP_026845454.1|DPER	LOC120453839|XP_039494667.1|DSAN
OG0000225	LOC6592129|XP_026839946.1|DPER	LOC120453759|XP_039494526.1|DSAN
OG0000225	LOC6592112|XP_002016838.2|DPER	LOC120453860|XP_039494699.1|DSAN
OG0000226	LOC6602823|XP_002027825.2|DPER	LOC120448275|XP_039486137.1|DSAN
OG0000226	LOC6602822|XP_002027824.1|DPER	LOC120448278|XP_039486141.1|DSAN
OG0000226	LOC6602817|XP_002027819.2|DPER	LOC120450267|XP_039489106.1|DSAN
OG0000228	LOC113564959|XP_026840570.1|DPER	LOC120451043|XP_039490331.1|DSAN
OG0000228	LOC6596405|XP_026843531.1|DPER	LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN
OG0000229	LOC6587187|XP_026840041.1|DPER	LOC120453243|XP_039493779.1|DSAN
OG0000229	LOC6594363|XP_026850362.1|DPER	LOC120452036|XP_039492021.1|DSAN
OG0000230	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER	LOC120444893|XP_039480814.1|DSAN
OG0000231	LOC6602220|XP_026843182.1|DPER, LOC6602219|XP_026843183.1|DPER, LOC6602218|XP_002027295.1|DPER	LOC120453902|XP_039494766.1|DSAN, LOC120453935|XP_039494816.1|DSAN, LOC120453925|XP_039494797.1|DSAN, LOC120458856|XP_039502617.1|DSAN
OG0000232	LOC6591535|XP_002017319.2|DPER	LOC120453459|XP_039494110.1|DSAN
OG0000232	LOC6590307|XP_002015511.1|DPER	LOC120443956|XP_039479346.1|DSAN
OG0000232	LOC6590306|XP_002015510.2|DPER	LOC120443952|XP_039479336.1|DSAN
OG0000233	LOC6595052|XP_026846751.1|DPER	LOC120453118|XP_039493594.1|DSAN
OG0000233	LOC6598675|XP_002023762.2|DPER	LOC120452065|XP_039492062.1|DSAN
OG0000233	LOC6598677|XP_002023764.1|DPER	LOC120452077|XP_039492075.1|DSAN
OG0000234	LOC113565260|XP_026842896.1|DPER	LOC120446074|XP_039482788.1|DSAN, LOC120446073|XP_039482786.1|DSAN
OG0000234	LOC6590230|XP_026842894.1|DPER	LOC120446627|XP_039483621.1|DSAN
OG0000235	LOC6588111|XP_002013388.1|DPER	LOC120452127|XP_039492144.1|DSAN
OG0000235	LOC6587804|XP_002013387.1|DPER	LOC120452126|XP_039492142.1|DSAN
OG0000235	LOC6587986|XP_002013386.1|DPER	LOC120452731|XP_039493034.1|DSAN
OG0000236	LOC6589563|XP_026844814.1|DPER	LOC120458228|XP_039501745.1|DSAN
OG0000236	LOC6596549|XP_026843606.1|DPER	LOC120458187|XP_039501689.1|DSAN
OG0000236	LOC113566778|XP_026849659.1|DPER	LOC120457028|XP_039500124.1|DSAN
OG0000237	LOC6590277|XP_026841369.1|DPER	LOC120443953|XP_039479337.1|DSAN
OG0000237	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER	LOC120458837|XP_039502594.1|DSAN
OG0000238	LOC6589112|XP_026844118.1|DPER	LOC120444681|XP_039480476.1|DSAN, LOC120444680|XP_039480474.1|DSAN
OG0000238	LOC6589111|XP_002015230.2|DPER	LOC120444683|XP_039480479.1|DSAN
OG0000239	LOC6591504|XP_002016954.1|DPER	LOC120451675|XP_039491490.1|DSAN, LOC120452403|XP_039492554.1|DSAN
OG0000240	LOC6591862|XP_026850168.1|DPER	LOC120453009|XP_039493454.1|DSAN
OG0000240	LOC6591864|XP_002017354.1|DPER	LOC120453465|XP_039494116.1|DSAN
OG0000240	LOC6591667|XP_026850989.1|DPER	LOC120451708|XP_039491543.1|DSAN
OG0000241	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER	LOC120450584|XP_039489637.1|DSAN
OG0000242	LOC113567167|XP_026850141.1|DPER, LOC113567102|XP_026850080.1|DPER, LOC113566204|XP_026846611.1|DPER, LOC113566042|XP_026845670.1|DPER, LOC113567206|XP_026850182.1|DPER, LOC113566839|XP_026849809.1|DPER, LOC113566932|XP_026849944.1|DPER, LOC113566125|XP_026846060.1|DPER, LOC113566975|XP_026850016.1|DPER, LOC113567054|XP_026850055.1|DPER, LOC113566863|XP_026849826.1|DPER, LOC113566958|XP_026850002.1|DPER	LOC120457504|XP_039500990.1|DSAN, LOC120457535|XP_039501014.1|DSAN, LOC120457629|XP_039501062.1|DSAN
OG0000243	LOC6591382|XP_002017246.1|DPER, LOC113566401|XP_026847612.1|DPER, LOC6600587|XP_026847647.1|DPER	LOC120450197|XP_039488999.1|DSAN
OG0000244	LOC6588573|XP_002013626.1|DPER	LOC120453666|XP_039494410.1|DSAN, LOC120453427|XP_039494066.1|DSAN
OG0000244	LOC6588654|XP_026840020.1|DPER, LOC6588634|XP_002013625.1|DPER	LOC120453068|XP_039493526.1|DSAN
OG0000246	LOC6589975|XP_002016323.2|DPER	LOC120446911|XP_039484081.1|DSAN
OG0000247	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER	LOC120447895|XP_039485471.1|DSAN, LOC120447894|XP_039485470.1|DSAN
OG0000248	LOC6604155|XP_026845361.1|DPER	LOC120448134|XP_039485886.1|DSAN
OG0000248	LOC6596088|XP_002021241.2|DPER	LOC120447689|XP_039485153.1|DSAN
OG0000248	LOC6590727|XP_002016178.1|DPER	LOC120446830|XP_039483946.1|DSAN
OG0000249	LOC6588766|XP_002014851.1|DPER	LOC120445782|XP_039482323.1|DSAN
OG0000249	LOC6588765|XP_002014850.1|DPER	LOC120445766|XP_039482300.1|DSAN
OG0000249	LOC6588764|XP_002014849.1|DPER	LOC120455752|XP_039498120.1|DSAN
OG0000250	LOC113565518|XP_026843585.1|DPER	LOC120445398|XP_039481746.1|DSAN
OG0000250	LOC6602262|XP_002027292.1|DPER	LOC120443723|XP_039478906.1|DSAN
OG0000250	LOC6602217|XP_026843584.1|DPER	LOC120445389|XP_039481732.1|DSAN
OG0000251	LOC6597681|XP_026848890.1|DPER	LOC120455359|XP_039497399.1|DSAN
OG0000251	LOC6601282|XP_002026354.1|DPER	LOC120446798|XP_039483888.1|DSAN
OG0000251	LOC6604362|XP_002029266.2|DPER	LOC120447762|XP_039485241.1|DSAN
OG0000252	LOC6592595|XP_002018075.2|DPER	LOC120446524|XP_039483470.1|DSAN
OG0000252	LOC6592710|XP_026841740.1|DPER	LOC120445445|XP_039481815.1|DSAN
OG0000252	LOC6592596|XP_002018076.1|DPER	LOC120446525|XP_039483471.1|DSAN
OG0000253	LOC6592319|XP_002018553.1|DPER	LOC120444405|XP_039479962.1|DSAN, LOC120444403|XP_039479960.1|DSAN
OG0000253	LOC6592318|XP_002018552.1|DPER	LOC120444397|XP_039479952.1|DSAN, LOC120444398|XP_039479953.1|DSAN
OG0000254	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER	LOC120451613|XP_039491387.1|DSAN, LOC120454214|XP_039495245.1|DSAN, LOC120451614|XP_039491388.1|DSAN, LOC120454223|XP_039495257.1|DSAN
OG0000255	LOC6590196|XP_026841102.1|DPER	LOC120446870|XP_039484010.1|DSAN
OG0000255	LOC6590197|XP_002015828.1|DPER	LOC120446869|XP_039484008.1|DSAN
OG0000256	LOC6591225|XP_026842138.1|DPER	LOC120445220|XP_039481410.1|DSAN
OG0000256	LOC6590485|XP_026842610.1|DPER	LOC120445860|XP_039482435.1|DSAN
OG0000257	LOC6590918|XP_002015409.1|DPER	LOC120446845|XP_039483972.1|DSAN
OG0000258	LOC6593335|XP_026843500.1|DPER	LOC120443745|XP_039478941.1|DSAN
OG0000258	LOC6594861|XP_026850612.1|DPER	LOC120443746|XP_039478942.1|DSAN
OG0000258	LOC6595746|XP_026845387.1|DPER	LOC120443748|XP_039478944.1|DSAN
OG0000259	LOC113567331|XP_026850586.1|DPER	LOC120453974|XP_039494860.1|DSAN
OG0000259	LOC6593441|XP_002019197.2|DPER	LOC120444093|XP_039479554.1|DSAN, LOC120458431|XP_039502007.1|DSAN, LOC120458531|XP_039502142.1|DSAN, LOC120454892|XP_039496474.1|DSAN
OG0000260	LOC6589920|XP_002015722.1|DPER	LOC120443972|XP_039479378.1|DSAN
OG0000260	LOC6592114|XP_002016840.2|DPER	LOC120453346|XP_039493949.1|DSAN
OG0000260	LOC6589921|XP_002015723.1|DPER	LOC120443979|XP_039479387.1|DSAN
OG0000261	LOC6588988|XP_002015170.1|DPER	LOC120458713|XP_039502395.1|DSAN
OG0000261	LOC6588989|XP_002015171.1|DPER	LOC120443935|XP_039479317.1|DSAN
OG0000262	LOC6599470|XP_026849432.1|DPER	LOC120449176|XP_039487452.1|DSAN
OG0000262	LOC6599469|XP_026849407.1|DPER	LOC120449027|XP_039487243.1|DSAN
OG0000262	LOC6590715|XP_026841027.1|DPER	LOC120444876|XP_039480789.1|DSAN
OG0000263	LOC6590218|XP_002016531.2|DPER	LOC120446008|XP_039482692.1|DSAN
OG0000263	LOC6601424|XP_002026460.2|DPER	LOC120449271|XP_039487588.1|DSAN
OG0000264	LOC6598542|XP_026846178.1|DPER	LOC120455240|XP_039497156.1|DSAN
OG0000264	LOC6598543|XP_002023739.1|DPER	LOC120457261|XP_039500610.1|DSAN
OG0000264	LOC6594744|XP_002020396.1|DPER	LOC120453823|XP_039494640.1|DSAN
OG0000265	LOC6601071|XP_026847310.1|DPER	LOC120447517|XP_039484872.1|DSAN, LOC120445440|XP_039481807.1|DSAN, LOC120445316|XP_039481569.1|DSAN, LOC120445987|XP_039482654.1|DSAN, LOC120449847|XP_039488439.1|DSAN
OG0000266	LOC113565566|XP_026843720.1|DPER, LOC6592880|XP_002018547.1|DPER	LOC120445289|XP_039481526.1|DSAN
OG0000266	LOC6592882|XP_002018549.1|DPER	LOC120445510|XP_039481902.1|DSAN
OG0000267	LOC6594786|XP_002020540.1|DPER	LOC120453312|XP_039493902.1|DSAN
OG0000267	LOC6594787|XP_002020541.1|DPER	LOC120453130|XP_039493612.1|DSAN
OG0000268	LOC6587641|XP_002013270.1|DPER	LOC120451678|XP_039491493.1|DSAN
OG0000268	LOC6587284|XP_026846992.1|DPER	LOC120453718|XP_039494477.1|DSAN
OG0000269	LOC6587699|XP_002014102.1|DPER	LOC120454235|XP_039495271.1|DSAN
OG0000269	LOC6591644|XP_002016857.2|DPER	LOC120452889|XP_039493280.1|DSAN
OG0000270	LOC6592525|XP_026841241.1|DPER	LOC120446730|XP_039483781.1|DSAN
OG0000271	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER	LOC120458582|XP_039502215.1|DSAN
OG0000271	LOC113565230|XP_026842688.1|DPER	LOC120444523|XP_039480200.1|DSAN
OG0000271	LOC6591252|XP_026841574.1|DPER	LOC120446981|XP_039484205.1|DSAN
OG0000272	LOC6604665|XP_026845656.1|DPER	LOC120448059|XP_039485758.1|DSAN
OG0000272	LOC6602554|XP_026846824.1|DPER	LOC120454882|XP_039496403.1|DSAN
OG0000273	LOC6592110|XP_002017293.1|DPER	LOC120453932|XP_039494811.1|DSAN
OG0000273	LOC6596627|XP_002021635.2|DPER	LOC120449226|XP_039487535.1|DSAN
OG0000273	LOC6592070|XP_002017519.1|DPER	LOC120453883|XP_039494733.1|DSAN
OG0000274	LOC6587445|XP_002013656.1|DPER, LOC6588075|XP_002013609.2|DPER, LOC6590995|XP_026841121.1|DPER	LOC120445113|XP_039481194.1|DSAN
OG0000277	LOC6587928|XP_026840171.1|DPER	LOC120454213|XP_039495244.1|DSAN, LOC120453693|XP_039494448.1|DSAN
OG0000277	LOC6587819|XP_002012794.2|DPER	LOC120454035|XP_039494963.1|DSAN
OG0000277	LOC6587976|XP_002012796.2|DPER	LOC120453832|XP_039494659.1|DSAN
OG0000278	LOC6589349|XP_002014800.2|DPER, LOC6593721|XP_002018900.1|DPER, LOC6593823|XP_002018902.2|DPER	LOC120455695|XP_039498037.1|DSAN
OG0000279	LOC6602488|XP_002027516.2|DPER	LOC120448763|XP_039486883.1|DSAN
OG0000279	LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER	LOC120449119|XP_039487363.1|DSAN
OG0000280	LOC6602407|XP_002027412.2|DPER	LOC120447578|XP_039484977.1|DSAN
OG0000280	LOC6602406|XP_002027411.2|DPER	LOC120447580|XP_039484978.1|DSAN
OG0000280	LOC113566561|XP_026848456.1|DPER	LOC120447577|XP_039484976.1|DSAN
OG0000281	LOC6601691|XP_002026725.1|DPER	LOC120448714|XP_039486817.1|DSAN
OG0000281	LOC6597239|XP_002022534.2|DPER	LOC120455875|XP_039498287.1|DSAN
OG0000281	LOC6597493|XP_002022641.2|DPER	LOC120457039|XP_039500140.1|DSAN
OG0000282	LOC6603291|XP_002028272.1|DPER	LOC120447775|XP_039485262.1|DSAN
OG0000284	LOC6602437|XP_002027472.1|DPER	LOC120455373|XP_039497423.1|DSAN
OG0000284	LOC6598132|XP_026843255.1|DPER	LOC120458762|XP_039502470.1|DSAN
OG0000285	LOC6591167|XP_002016270.1|DPER	LOC120446331|XP_039483178.1|DSAN
OG0000285	LOC6591169|XP_002016272.2|DPER	LOC120446087|XP_039482810.1|DSAN
OG0000286	LOC6598098|XP_002023240.1|DPER	LOC120458060|XP_039501504.1|DSAN
OG0000286	LOC6598102|XP_002023244.1|DPER	LOC120458062|XP_039501508.1|DSAN
OG0000287	LOC6600016|XP_026849166.1|DPER	LOC120455589|XP_039497896.1|DSAN
OG0000287	LOC113566676|XP_026849167.1|DPER	LOC120456619|XP_039499475.1|DSAN
OG0000287	LOC6600015|XP_002025094.1|DPER	LOC120456621|XP_039499478.1|DSAN
OG0000288	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER	LOC120444030|XP_039479469.1|DSAN
OG0000288	LOC6593477|XP_002018916.1|DPER	LOC120444031|XP_039479470.1|DSAN, LOC120444032|XP_039479472.1|DSAN
OG0000289	LOC6599747|XP_026847403.1|DPER	LOC120447648|XP_039485092.1|DSAN
OG0000289	LOC6599890|XP_026847410.1|DPER	LOC120447654|XP_039485101.1|DSAN
OG0000289	LOC6599749|XP_026847402.1|DPER	LOC120447646|XP_039485091.1|DSAN
OG0000290	LOC6590826|XP_002016480.1|DPER	LOC120458738|XP_039502435.1|DSAN
OG0000290	LOC6590828|XP_002016482.2|DPER	LOC120458736|XP_039502433.1|DSAN, LOC120458735|XP_039502432.1|DSAN
OG0000290	LOC6590827|XP_002016481.1|DPER	LOC120443940|XP_039479321.1|DSAN
OG0000292	LOC6592284|XP_002018403.1|DPER	LOC120446482|XP_039483420.1|DSAN
OG0000292	LOC6599069|XP_026848974.1|DPER	LOC120450213|XP_039489019.1|DSAN
OG0000293	LOC6594994|XP_002020160.1|DPER	LOC120454542|XP_039495855.1|DSAN
OG0000293	LOC6596583|XP_002021670.2|DPER	LOC120457332|XP_039500775.1|DSAN
OG0000293	LOC6594991|XP_002020157.2|DPER	LOC120453478|XP_039494144.1|DSAN
OG0000294	LOC6598125|XP_002023281.2|DPER	LOC120443887|XP_039479245.1|DSAN
OG0000294	LOC6599410|XP_026847073.1|DPER	LOC120457125|XP_039500276.1|DSAN
OG0000295	LOC6591206|XP_002016196.2|DPER	LOC120447084|XP_039484417.1|DSAN
OG0000295	LOC6587493|XP_002013063.1|DPER	LOC120451951|XP_039491906.1|DSAN
OG0000296	LOC6593738|XP_002018996.1|DPER	LOC120445268|XP_039481500.1|DSAN
OG0000296	LOC6601085|XP_026847350.1|DPER	LOC120449941|XP_039488575.1|DSAN
OG0000296	LOC6598402|XP_026846284.1|DPER	LOC120454974|XP_039496691.1|DSAN
OG0000297	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER	LOC120456355|XP_039499081.1|DSAN, LOC120458911|XP_039502690.1|DSAN
OG0000298	LOC6597226|XP_026846583.1|DPER	LOC120455334|XP_039497346.1|DSAN
OG0000298	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER	LOC120455854|XP_039498259.1|DSAN
OG0000298	LOC6598124|XP_002023280.2|DPER	LOC120455794|XP_039498185.1|DSAN
OG0000299	LOC6587398|XP_026841615.1|DPER	LOC120453391|XP_039494010.1|DSAN
OG0000299	LOC6587438|XP_002014037.1|DPER	LOC120453393|XP_039494016.1|DSAN
OG0000299	LOC6587353|XP_002014036.1|DPER	LOC120453392|XP_039494015.1|DSAN
OG0000300	LOC113566464|XP_026847944.1|DPER	LOC120449590|XP_039488087.1|DSAN
OG0000300	LOC6598884|XP_026847945.1|DPER	LOC120449591|XP_039488088.1|DSAN
OG0000300	LOC6598883|XP_026847927.1|DPER	LOC120447778|XP_039485265.1|DSAN
OG0000301	LOC6601991|XP_002027068.1|DPER	LOC120454893|XP_039496470.1|DSAN
OG0000301	LOC6589195|XP_002014619.1|DPER	LOC120452056|XP_039492056.1|DSAN
OG0000302	LOC6601148|XP_002026280.2|DPER	LOC120447525|XP_039484892.1|DSAN
OG0000302	LOC6601149|XP_002026281.1|DPER	LOC120447526|XP_039484894.1|DSAN
OG0000303	LOC113566276|XP_026847029.1|DPER	LOC120456718|XP_039499633.1|DSAN
OG0000303	LOC6589431|XP_002015008.2|DPER	LOC120449491|XP_039487911.1|DSAN, LOC120449484|XP_039487898.1|DSAN
OG0000304	LOC6588546|XP_002012984.1|DPER	LOC120451427|XP_039491035.1|DSAN
OG0000304	LOC6588542|XP_026851023.1|DPER	LOC120451428|XP_039491036.1|DSAN
OG0000305	LOC6597066|XP_002022191.2|DPER	LOC120449912|XP_039488538.1|DSAN
OG0000305	LOC6597067|XP_026845430.1|DPER	LOC120448800|XP_039486924.1|DSAN
OG0000306	LOC6589931|XP_002015882.2|DPER	LOC120446511|XP_039483453.1|DSAN
OG0000306	LOC6598282|XP_026846345.1|DPER	LOC120457239|XP_039500557.1|DSAN
OG0000307	LOC6594303|XP_026850365.1|DPER	LOC120452340|XP_039492438.1|DSAN
OG0000307	LOC6587518|XP_002013072.2|DPER	LOC120454325|XP_039495462.1|DSAN
OG0000308	LOC6593993|XP_002019035.1|DPER, LOC6593992|XP_002019034.1|DPER	LOC120453137|XP_039493625.1|DSAN
OG0000308	LOC6588430|XP_002013955.1|DPER	LOC120454637|XP_039496070.1|DSAN, LOC120454638|XP_039496071.1|DSAN
OG0000308	LOC113565521|XP_026843590.1|DPER	LOC120455927|XP_039498391.1|DSAN
OG0000309	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER	LOC120453916|XP_039494785.1|DSAN, LOC120453801|XP_039494608.1|DSAN, LOC120453797|XP_039494607.1|DSAN
OG0000310	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER	LOC120456880|XP_039499912.1|DSAN
OG0000311	LOC6598848|XP_002023966.1|DPER	LOC120453350|XP_039493954.1|DSAN
OG0000311	LOC6599371|XP_026847108.1|DPER	LOC120455166|XP_039497026.1|DSAN
OG0000312	LOC6593372|XP_026842951.1|DPER	LOC120447028|XP_039484296.1|DSAN
OG0000312	LOC6589045|XP_026844084.1|DPER	LOC120446864|XP_039484003.1|DSAN
OG0000313	LOC6593982|XP_002019024.1|DPER	LOC120444304|XP_039479765.1|DSAN
OG0000313	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER	LOC120444153|XP_039479665.1|DSAN
OG0000314	LOC6596454|XP_026843311.1|DPER	LOC120458239|XP_039501759.1|DSAN
OG0000314	LOC6596455|XP_026843349.1|DPER	LOC120443795|XP_039479059.1|DSAN
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC120446328|XP_039483179.1|DSAN, LOC120446653|XP_039483657.1|DSAN, LOC120458689|XP_039502360.1|DSAN
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC120445553|XP_039481958.1|DSAN
OG0000316	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER	LOC120445567|XP_039481984.1|DSAN
OG0000317	LOC113564908|XP_026840040.1|DPER	LOC120451516|XP_039491210.1|DSAN
OG0000319	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER	LOC120450935|XP_039490136.1|DSAN, LOC120450936|XP_039490137.1|DSAN, LOC120453232|XP_039493766.1|DSAN
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC120451620|XP_039491405.1|DSAN
OG0000320	LOC6595614|XP_002020933.2|DPER	LOC120451662|XP_039491474.1|DSAN
OG0000320	LOC6588480|XP_002013594.1|DPER	LOC120452408|XP_039492563.1|DSAN
OG0000321	LOC6595497|XP_002020602.2|DPER	LOC120447393|XP_039484728.1|DSAN
OG0000321	LOC6595496|XP_002020601.1|DPER	LOC120447429|XP_039484731.1|DSAN
OG0000322	LOC6596739|XP_026845859.1|DPER	LOC120452137|XP_039492157.1|DSAN, LOC120456757|XP_039499687.1|DSAN
OG0000322	LOC6599982|XP_026849118.1|DPER	LOC120457037|XP_039500138.1|DSAN
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC120443885|XP_039479278.1|DSAN
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC120454365|XP_039495523.1|DSAN
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC120444611|XP_039480326.1|DSAN
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC120450281|XP_039489132.1|DSAN
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC120450282|XP_039489133.1|DSAN
