Orthogroup	DPER.longest_only	DANA.longest_only
OG0000284	LOC6602437|XP_002027472.1|DPER	LOC6497781|XP_001961439.1|DANA
OG0000284	LOC6598132|XP_026843255.1|DPER	LOC6497751|XP_032307627.1|DANA
OG0000285	LOC6591167|XP_002016270.1|DPER	LOC6496580|XP_001961193.1|DANA
OG0000285	LOC6591169|XP_002016272.2|DPER	LOC6496579|XP_001961192.1|DANA, LOC6496578|XP_001961191.1|DANA
OG0000286	LOC6598098|XP_002023240.1|DPER	LOC6497101|XP_001962755.1|DANA
OG0000286	LOC6598102|XP_002023244.1|DPER	LOC6497102|XP_001962751.1|DANA
OG0000287	LOC6600016|XP_026849166.1|DPER	LOC6505317|XP_001965747.1|DANA
OG0000287	LOC113566676|XP_026849167.1|DPER	LOC6505315|XP_001965745.3|DANA
OG0000287	LOC6600015|XP_002025094.1|DPER	LOC6505316|XP_001965746.1|DANA
OG0000288	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER	LOC6502445|XP_001961524.3|DANA, LOC6505958|XP_001965057.2|DANA
OG0000288	LOC6593477|XP_002018916.1|DPER	LOC6502764|XP_001965055.1|DANA, LOC6502763|XP_001965054.1|DANA
OG0000289	LOC6599747|XP_026847403.1|DPER	LOC6507705|XP_001956174.2|DANA
OG0000289	LOC6599890|XP_026847410.1|DPER	LOC6507341|XP_032310739.1|DANA
OG0000289	LOC6599749|XP_026847402.1|DPER	LOC6507704|XP_032310720.1|DANA
OG0000290	LOC6590826|XP_002016480.1|DPER	LOC6502532|XP_001959283.1|DANA
OG0000290	LOC6590828|XP_002016482.2|DPER	LOC6502533|XP_001959282.2|DANA
OG0000290	LOC6590827|XP_002016481.1|DPER	LOC26515011|XP_014764073.1|DANA
OG0000292	LOC6592284|XP_002018403.1|DPER	LOC6494452|XP_001960298.3|DANA
OG0000292	LOC6599069|XP_026848974.1|DPER	LOC6493731|XP_001958325.1|DANA
OG0000293	LOC6594994|XP_002020160.1|DPER	LOC6501519|XP_001955410.2|DANA
OG0000293	LOC6596583|XP_002021670.2|DPER	LOC6498632|XP_001963195.1|DANA
OG0000293	LOC6594991|XP_002020157.2|DPER	LOC6501517|XP_001955408.1|DANA
OG0000294	LOC6598125|XP_002023281.2|DPER	LOC6497754|XP_032307767.1|DANA
OG0000294	LOC6599410|XP_026847073.1|DPER	LOC6504257|XP_014759219.1|DANA
OG0000295	LOC6591206|XP_002016196.2|DPER	LOC6496353|XP_001960750.1|DANA
OG0000295	LOC6587493|XP_002013063.1|DPER	LOC6499085|XP_001955335.1|DANA
OG0000296	LOC6593738|XP_002018996.1|DPER	LOC6506382|XP_001965161.1|DANA
OG0000296	LOC6601085|XP_026847350.1|DPER	LOC6507672|XP_001956122.1|DANA
OG0000296	LOC6598402|XP_026846284.1|DPER	LOC6505143|XP_001965431.1|DANA
OG0000297	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER	LOC6495439|XP_032306633.1|DANA, LOC6495438|XP_001958849.1|DANA
OG0000298	LOC6597226|XP_026846583.1|DPER	LOC6504460|XP_032308262.1|DANA
OG0000298	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER	LOC6502361|XP_001967530.1|DANA
OG0000298	LOC6598124|XP_002023280.2|DPER	LOC6502862|XP_001967554.1|DANA
OG0000299	LOC6587398|XP_026841615.1|DPER	LOC6500377|XP_001953081.1|DANA
OG0000299	LOC6587438|XP_002014037.1|DPER	LOC116654477|XP_032306951.1|DANA
OG0000299	LOC6587353|XP_002014036.1|DPER	LOC6500374|XP_032306948.1|DANA
OG0000300	LOC6598884|XP_026847945.1|DPER	LOC6507859|XP_032310379.1|DANA
OG0000300	LOC6598883|XP_026847927.1|DPER	LOC6507860|XP_001956483.1|DANA
OG0000301	LOC6601991|XP_002027068.1|DPER	LOC6495047|XP_001953453.3|DANA
OG0000301	LOC6589195|XP_002014619.1|DPER	LOC6498131|XP_001962140.2|DANA
OG0000302	LOC6601148|XP_002026280.2|DPER	LOC6506834|XP_001957147.2|DANA
OG0000302	LOC6601149|XP_002026281.1|DPER	LOC6493147|XP_001957148.1|DANA
OG0000303	LOC6600655|XP_002025664.1|DPER	LOC6507146|XP_001956587.1|DANA
OG0000303	LOC113566276|XP_026847029.1|DPER	LOC26514940|XP_014759706.1|DANA
OG0000303	LOC6589431|XP_002015008.2|DPER	LOC6504533|XP_001964936.1|DANA
OG0000304	LOC6588546|XP_002012984.1|DPER	LOC6505620|XP_014760730.1|DANA
OG0000304	LOC6588542|XP_026851023.1|DPER	LOC6505619|XP_001964587.1|DANA
OG0000305	LOC6597066|XP_002022191.2|DPER	LOC6507096|XP_001956676.1|DANA
OG0000305	LOC6597067|XP_026845430.1|DPER	LOC6507100|XP_032310447.1|DANA
OG0000306	LOC6589931|XP_002015882.2|DPER	LOC6496159|XP_001960350.1|DANA
OG0000306	LOC6598282|XP_026846345.1|DPER	LOC6503102|XP_032308994.1|DANA
OG0000307	LOC6594303|XP_026850365.1|DPER	LOC6499555|XP_032305637.1|DANA
OG0000307	LOC6587518|XP_002013072.2|DPER	LOC6501476|XP_032310563.1|DANA
OG0000308	LOC6593993|XP_002019035.1|DPER, LOC6593992|XP_002019034.1|DPER	LOC6505376|XP_001964867.1|DANA
OG0000308	LOC6588430|XP_002013955.1|DPER	LOC6500656|XP_001953663.1|DANA, LOC6500655|XP_001953661.1|DANA
OG0000308	LOC113565521|XP_026843590.1|DPER	LOC6498330|XP_001962558.1|DANA
OG0000309	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER	LOC6503365|XP_001967649.1|DANA, LOC6500229|XP_001952983.1|DANA
OG0000310	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER	LOC6505007|XP_001965643.1|DANA, LOC6493355|XP_001957584.1|DANA
OG0000311	LOC6587679|XP_002012752.1|DPER	LOC6501067|XP_001954493.1|DANA
OG0000311	LOC6598848|XP_002023966.1|DPER	LOC6501090|XP_001954534.1|DANA, LOC6501089|XP_001954533.1|DANA
OG0000311	LOC6599371|XP_026847108.1|DPER	LOC6498785|XP_001967248.1|DANA
OG0000312	LOC6593372|XP_026842951.1|DPER	LOC6504696|XP_014760458.1|DANA
OG0000312	LOC6589045|XP_026844084.1|DPER	LOC6498063|XP_032307495.1|DANA
OG0000313	LOC6593982|XP_002019024.1|DPER	LOC6498342|XP_001962585.1|DANA
OG0000313	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER	LOC6497096|XP_032311431.1|DANA
OG0000314	LOC6596454|XP_026843311.1|DPER	LOC6498496|XP_001962950.1|DANA
OG0000314	LOC6596455|XP_026843349.1|DPER	LOC6498495|XP_001962949.1|DANA
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC6503386|XP_014760386.1|DANA
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC6493990|XP_001961186.1|DANA
OG0000316	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER	LOC6493989|XP_001961187.1|DANA
OG0000317	LOC113564908|XP_026840040.1|DPER	LOC6499043|XP_001955442.2|DANA
OG0000319	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER	LOC6500943|XP_001954220.1|DANA, LOC6501031|XP_001954421.3|DANA, LOC6499535|XP_001954420.2|DANA
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC6499876|XP_001953720.2|DANA
OG0000320	LOC6595614|XP_002020933.2|DPER	LOC6497699|XP_001961539.1|DANA
OG0000320	LOC6588480|XP_002013594.1|DPER	LOC6501664|XP_001955711.1|DANA
OG0000321	LOC6595497|XP_002020602.2|DPER	LOC6504282|XP_032310941.1|DANA
OG0000321	LOC6595496|XP_002020601.1|DPER	LOC6504281|XP_001965080.1|DANA
OG0000322	LOC6596739|XP_026845859.1|DPER	LOC116654471|XP_032305651.1|DANA, LOC6503701|XP_032308562.1|DANA
OG0000322	LOC6599982|XP_026849118.1|DPER	LOC6503657|XP_032308389.1|DANA
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC6505703|XP_001964988.1|DANA
OG0000323	LOC6588446|XP_002013437.2|DPER	LOC6501659|XP_001955701.1|DANA
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC6501658|XP_001955700.1|DANA
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC6496533|XP_001961090.1|DANA
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC6506295|XP_001958182.1|DANA
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC6493662|XP_001958179.1|DANA
OG0000327	LOC6602051|XP_026841578.1|DPER	LOC6496508|XP_014763857.1|DANA
OG0000327	LOC6602052|XP_002027183.2|DPER	LOC6500092|XP_001953244.1|DANA, LOC6496509|XP_001961045.1|DANA
OG0000327	LOC6602053|XP_002027184.2|DPER	LOC6496510|XP_001961046.1|DANA
OG0000328	LOC6601297|XP_026841454.1|DPER	LOC6502508|XP_001960957.2|DANA
OG0000328	LOC6601370|XP_026850196.1|DPER	LOC6502780|XP_001957810.1|DANA
OG0000328	LOC6601371|XP_002026541.2|DPER	LOC6502781|XP_001957809.1|DANA
OG0000329	LOC6593552|XP_002019142.1|DPER	LOC6498252|XP_001962404.1|DANA
OG0000331	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER	LOC6497579|XP_001961774.2|DANA
OG0000331	LOC6602232|XP_002027262.1|DPER	LOC6497580|XP_032307456.1|DANA
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC6499386|XP_001954737.1|DANA
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC6503157|XP_001963539.1|DANA
OG0000333	LOC6600265|XP_026849064.1|DPER	LOC6506473|XP_032309901.1|DANA
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC6493102|XP_001957045.1|DANA
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC6499840|XP_001953795.1|DANA
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC6496280|XP_001960596.1|DANA
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC6497078|XP_001962799.1|DANA
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC6497079|XP_001962798.1|DANA
OG0000336	LOC6594154|XP_002019393.1|DPER	LOC6499422|XP_001954674.1|DANA
OG0000336	LOC6591907|XP_002017054.1|DPER	LOC6500865|XP_001954063.1|DANA
OG0000336	LOC6591906|XP_026840252.1|DPER	LOC6499722|XP_001954062.2|DANA
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER	LOC6493624|XP_032310368.1|DANA
OG0000337	LOC6597103|XP_002022292.2|DPER	LOC6504598|XP_001966553.1|DANA
OG0000337	LOC6601420|XP_002026489.2|DPER	LOC6506952|XP_001956930.1|DANA
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC6506655|XP_001957468.1|DANA
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC6494989|XP_032307097.1|DANA
OG0000339	LOC6599699|XP_002024952.1|DPER	LOC6493180|XP_001957211.1|DANA
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC6506802|XP_001957210.1|DANA
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC6494450|XP_001960300.1|DANA
OG0000341	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER	LOC6493255|XP_001957365.1|DANA, LOC116655922|XP_032310830.1|DANA
OG0000341	LOC6597004|XP_002022167.1|DPER	LOC6493251|XP_001957359.3|DANA
OG0000342	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER	LOC6501793|XP_001967182.1|DANA
OG0000342	LOC6601305|XP_002026343.1|DPER	LOC6494110|XP_001960950.1|DANA
OG0000343	LOC6594918|XP_002020126.1|DPER	LOC6499997|XP_001953438.1|DANA
OG0000343	LOC6594601|XP_026850799.1|DPER	LOC6500977|XP_001954287.2|DANA
OG0000344	LOC6592811|XP_002017608.1|DPER	LOC6494535|XP_001960153.1|DANA
OG0000344	LOC6594966|XP_026840279.1|DPER	LOC6499008|XP_001955524.1|DANA
OG0000345	LOC6590467|XP_002016653.2|DPER	LOC6494095|XP_001960986.1|DANA
OG0000345	LOC6593251|XP_026842808.1|DPER	LOC6495811|XP_032306583.1|DANA
OG0000346	LOC6591200|XP_026841572.1|DPER	LOC6495871|XP_014763525.1|DANA
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC6493320|XP_001957518.1|DANA
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC6497988|XP_014761918.1|DANA
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC6503299|XP_001967569.1|DANA
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC6506574|XP_032311158.1|DANA
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC6498268|XP_001962430.1|DANA
OG0000350	LOC113566002|XP_026845417.1|DPER	LOC6507927|XP_001956619.2|DANA
OG0000350	LOC6596009|XP_026845418.1|DPER	LOC6507926|XP_001956618.1|DANA
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC6505909|XP_001964597.1|DANA
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC6494480|XP_032307052.1|DANA
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC116654758|XP_032307053.1|DANA
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC6501117|XP_001954583.1|DANA
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC6498401|XP_001962722.2|DANA
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC6497436|XP_001962083.1|DANA
OG0000354	LOC6589456|XP_026844644.1|DPER	LOC6497440|XP_001962070.2|DANA
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC6496495|XP_001961018.1|DANA
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC6493895|XP_001961377.1|DANA, LOC116656194|XP_032311536.1|DANA
OG0000356	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC6498228|XP_014762036.1|DANA
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC6505673|XP_001964490.1|DANA
OG0000358	LOC6588064|XP_002013334.1|DPER	LOC26515058|XP_014760935.1|DANA
OG0000358	LOC6588005|XP_002013332.1|DPER	LOC6505676|XP_001964480.1|DANA
OG0000359	LOC6597006|XP_026845432.1|DPER	LOC116655904|XP_032310740.1|DANA
OG0000359	LOC6597003|XP_002022166.2|DPER	LOC6506724|XP_001957358.2|DANA
OG0000360	LOC6591880|XP_002017078.1|DPER	LOC6500346|XP_001953013.1|DANA, LOC6500345|XP_001953012.1|DANA, LOC6500344|XP_001953011.1|DANA
OG0000361	LOC6597922|XP_026843362.1|DPER	LOC26514914|XP_014759557.1|DANA
OG0000361	LOC6602253|XP_002027283.2|DPER	LOC6497047|XP_001962856.2|DANA
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC6506058|XP_001966647.1|DANA
OG0000362	LOC6596172|XP_002021149.1|DPER	LOC6506082|XP_032310014.1|DANA
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC6500480|XP_032305702.1|DANA
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC6507034|XP_014765041.1|DANA
OG0000364	LOC6601226|XP_026849031.1|DPER	LOC6507567|XP_032310333.1|DANA
OG0000364	LOC6601133|XP_026848981.1|DPER	LOC6507563|XP_014765322.1|DANA
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC6495053|XP_001959163.2|DANA
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC6496879|XP_032310923.1|DANA
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC6505019|XP_001965618.2|DANA
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC6499571|XP_032312126.1|DANA
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC6493449|XP_001957774.1|DANA
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC6495191|XP_032306270.1|DANA
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC6507163|XP_014765085.1|DANA
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC6507162|XP_001956562.2|DANA
OG0000370	LOC6601510|XP_002026572.2|DPER	LOC6493663|XP_001958180.1|DANA
OG0000370	LOC113566874|XP_026849839.1|DPER	LOC6493664|XP_032309484.1|DANA
OG0000371	LOC6599215|XP_002024305.1|DPER	LOC6502314|XP_001966221.1|DANA
OG0000371	LOC6593007|XP_002018459.1|DPER	LOC6495386|XP_001958718.1|DANA
OG0000371	LOC6587590|XP_002013994.1|DPER	LOC6501350|XP_001955047.1|DANA
OG0000372	LOC6593821|XP_002019068.1|DPER	LOC6504631|XP_001966499.2|DANA
OG0000373	LOC6588069|XP_026840297.1|DPER, LOC113565145|XP_026841994.1|DPER	LOC26513875|XP_014763950.1|DANA, LOC26513800|XP_014763938.1|DANA
OG0000373	LOC6590625|XP_002016712.2|DPER	LOC6502522|XP_001960044.2|DANA
OG0000374	LOC6588937|XP_026844526.1|DPER	LOC6493625|XP_001958122.1|DANA
OG0000375	LOC6601817|XP_002026985.1|DPER, LOC6601816|XP_002026984.1|DPER	LOC6507774|XP_001956325.1|DANA, LOC26514947|XP_014765685.1|DANA, LOC26514843|XP_014765672.2|DANA, LOC6507776|XP_001956327.3|DANA, LOC26514172|XP_014765584.2|DANA, LOC6507773|XP_001956324.1|DANA, LOC6507772|XP_001956323.2|DANA
OG0000376	LOC6600426|XP_002025531.1|DPER, LOC6601997|XP_002027050.1|DPER, LOC6588342|XP_002013829.1|DPER	LOC6503975|XP_014761129.1|DANA
OG0000377	LOC6598134|XP_026846188.1|DPER	LOC6502136|XP_014759947.2|DANA
OG0000377	LOC6588240|XP_002012912.1|DPER	LOC26515198|XP_014767402.1|DANA, LOC6500908|XP_032305811.1|DANA, LOC6500907|XP_032305808.1|DANA
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC6494537|XP_001960150.1|DANA
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC6504091|XP_001964157.1|DANA
OG0000379	LOC6590850|XP_002016363.1|DPER	LOC6496041|XP_032307224.1|DANA
OG0000379	LOC6590849|XP_002016362.1|DPER	LOC6496040|XP_001960101.1|DANA
OG0000379	LOC6590975|XP_026842550.1|DPER	LOC6496042|XP_032307223.1|DANA
OG0000380	LOC6592651|XP_002017987.2|DPER	LOC6496541|XP_001961105.1|DANA
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC6493769|XP_032310018.1|DANA
OG0000381	LOC6596429|XP_002021827.1|DPER	LOC6497728|XP_001961474.1|DANA
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC6498499|XP_001962953.1|DANA
OG0000382	LOC6603420|XP_026848060.1|DPER, LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER	LOC6503226|XP_001953458.2|DANA, LOC6493859|XP_001958574.2|DANA
OG0000383	LOC6589434|XP_002014861.1|DPER	LOC6498091|XP_001962064.1|DANA
OG0000383	LOC6589241|XP_002014733.2|DPER	LOC6497366|XP_001962237.1|DANA
OG0000384	LOC6590782|XP_026841671.1|DPER	LOC6495243|XP_001958778.1|DANA
OG0000384	LOC6590781|XP_002016099.1|DPER	LOC6495409|XP_001958777.3|DANA
OG0000385	LOC6599915|XP_026849218.1|DPER	LOC6503788|XP_014761080.2|DANA
OG0000385	LOC6599914|XP_026849179.1|DPER	LOC6503865|XP_014761102.1|DANA
OG0000386	LOC6595157|XP_002020284.1|DPER	LOC6505996|XP_001964751.1|DANA
OG0000387	LOC6589618|XP_002014876.1|DPER	LOC6502452|XP_001962084.1|DANA, LOC6498103|XP_001962085.1|DANA, LOC26514007|XP_014762286.1|DANA
OG0000388	LOC6601245|XP_002026207.1|DPER	LOC6507560|XP_001955916.1|DANA, LOC6507561|XP_001955917.1|DANA
OG0000388	LOC6601244|XP_002026206.1|DPER	LOC6507559|XP_001955915.2|DANA
OG0000389	LOC113564889|XP_026839929.1|DPER	LOC26514902|XP_014765680.1|DANA
OG0000389	LOC6602733|XP_026849512.1|DPER	LOC6506223|XP_032310019.1|DANA
OG0000390	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER	LOC6496874|XP_001963231.1|DANA
OG0000391	LOC6590335|XP_002016292.2|DPER	LOC6493998|XP_001961167.1|DANA
OG0000391	LOC6590075|XP_026841586.1|DPER	LOC6496570|XP_001961175.3|DANA
OG0000392	LOC6593952|XP_002018638.2|DPER	LOC6497218|XP_001962535.1|DANA
OG0000392	LOC6593957|XP_002018642.1|DPER	LOC6497216|XP_001962539.2|DANA
OG0000393	LOC6595648|XP_026843938.1|DPER	LOC6497902|XP_001961686.1|DANA
OG0000393	LOC6595736|XP_026843946.1|DPER	LOC6497901|XP_001961685.2|DANA
OG0000394	LOC6598286|XP_002023309.2|DPER	LOC6503008|XP_001963421.1|DANA
OG0000394	LOC6598285|XP_002023308.1|DPER	LOC116655344|XP_032308997.1|DANA
OG0000395	LOC6604424|XP_026845302.1|DPER	LOC6507929|XP_032310451.1|DANA
OG0000395	LOC6596012|XP_002021001.2|DPER	LOC6507128|XP_001956622.2|DANA
OG0000396	LOC6589171|XP_002014620.1|DPER	LOC6497410|XP_001962142.1|DANA, LOC6497411|XP_001962141.1|DANA
OG0000397	LOC6593273|XP_026842507.1|DPER, LOC113565209|XP_026842506.1|DPER, LOC6593274|XP_002018192.1|DPER	LOC6502527|XP_001959878.1|DANA, LOC6494679|XP_001959879.2|DANA, LOC6494678|XP_001959880.3|DANA, LOC26514021|XP_014763967.1|DANA
OG0000398	LOC6594071|XP_002019731.1|DPER	LOC6496375|XP_001960787.1|DANA
OG0000399	LOC6598680|XP_002023767.1|DPER	LOC6501331|XP_001955006.1|DANA
OG0000399	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER, LOC6587726|XP_002012788.1|DPER	LOC6494181|XP_001960818.1|DANA
OG0000400	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER	LOC6505013|XP_001965629.2|DANA
OG0000400	LOC6598510|XP_002023549.1|DPER	LOC6505252|XP_032307878.1|DANA
OG0000401	LOC6601931|XP_002026973.2|DPER, LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER	LOC6493959|XP_001961248.1|DANA, LOC6498801|XP_001967285.1|DANA
OG0000402	LOC6601708|XP_002026767.2|DPER	LOC6505085|XP_001965498.1|DANA
OG0000403	LOC6588648|XP_002013216.2|DPER	LOC6501437|XP_001955253.1|DANA
OG0000403	LOC6592429|XP_002018241.1|DPER	LOC6495907|XP_001959834.1|DANA
OG0000404	LOC6595344|XP_002020555.1|DPER	LOC6498986|XP_001955557.2|DANA
OG0000405	LOC6597595|XP_002022814.1|DPER	LOC26513753|XP_032308711.1|DANA, LOC6507968|XP_032308709.1|DANA
OG0000405	LOC6588182|XP_002013760.1|DPER	LOC6500628|XP_001953598.1|DANA
OG0000406	LOC6603347|XP_002028344.1|DPER	LOC6492978|XP_001956781.1|DANA
OG0000406	LOC6593055|XP_002018467.1|DPER	LOC6495273|XP_001958726.1|DANA
OG0000407	LOC6603019|XP_002028040.1|DPER	LOC6493797|XP_001958454.1|DANA
OG0000407	LOC6603018|XP_002028039.1|DPER	LOC6506151|XP_001958455.1|DANA
OG0000408	LOC6587636|XP_002013908.1|DPER	LOC6500367|XP_001953063.1|DANA
OG0000408	LOC6596341|XP_002021697.1|DPER	LOC6497142|XP_001962672.1|DANA
OG0000409	LOC6590752|XP_002016144.1|DPER	LOC6494639|XP_001959966.1|DANA
OG0000409	LOC6592845|XP_026841811.1|DPER	LOC6495556|XP_032306640.1|DANA
OG0000410	LOC6595660|XP_002020782.1|DPER, LOC6595659|XP_002020781.2|DPER, LOC6595662|XP_026843919.1|DPER	LOC6497908|XP_014761882.1|DANA, LOC26515466|XP_014762436.1|DANA, LOC116654456|XP_014761881.1|DANA, LOC6497907|XP_001961693.2|DANA, LOC26513858|XP_014762267.1|DANA, LOC6497906|XP_001961692.2|DANA
OG0000411	LOC6594564|XP_002019583.1|DPER	LOC6499636|XP_001954249.1|DANA
OG0000411	LOC113565480|XP_026843422.1|DPER	LOC6505372|XP_001964864.1|DANA, LOC26514523|XP_032311526.1|DANA
OG0000412	LOC6592346|XP_002018293.1|DPER	LOC6495523|XP_014763347.1|DANA
OG0000412	LOC6601963|XP_002027013.2|DPER	LOC6507237|XP_001956415.1|DANA
OG0000413	LOC6588112|XP_002014116.2|DPER	LOC6499130|XP_001955244.1|DANA
OG0000413	LOC6591540|XP_002017184.1|DPER	LOC6500497|XP_001953345.1|DANA
OG0000414	LOC113565090|XP_026841449.1|DPER	LOC6494667|XP_014762907.1|DANA
OG0000414	LOC6592908|XP_002018576.1|DPER	LOC6496661|XP_001961352.1|DANA
OG0000415	LOC6592728|XP_002018095.1|DPER	LOC6496107|XP_032305930.1|DANA
OG0000415	LOC6592730|XP_026841009.1|DPER	LOC6494486|XP_032306432.1|DANA
OG0000416	LOC113566127|XP_026846117.1|DPER	LOC6503504|XP_001964253.2|DANA
OG0000416	LOC6598584|XP_002023617.2|DPER	LOC6505162|XP_032307896.1|DANA
OG0000417	LOC6594863|XP_026850980.1|DPER	LOC6499784|XP_001953923.1|DANA
OG0000417	LOC6595330|XP_026850450.1|DPER	LOC6505963|XP_001964692.1|DANA
OG0000418	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER	LOC6504850|XP_001966449.2|DANA, LOC26515582|XP_032309075.1|DANA
OG0000418	LOC6601773|XP_002026808.1|DPER	LOC6505070|XP_014760277.1|DANA
OG0000419	LOC6602137|XP_026841016.1|DPER	LOC6495876|XP_032307229.1|DANA
OG0000419	LOC6597763|XP_026846540.1|DPER	LOC6504589|XP_001966572.2|DANA
OG0000421	LOC6593747|XP_026842929.1|DPER	LOC6497810|XP_032307375.1|DANA
OG0000421	LOC6588909|XP_026844062.1|DPER	LOC6498672|XP_032310887.1|DANA
OG0000422	LOC6594365|XP_026849933.1|DPER	LOC26514500|XP_032305633.1|DANA
OG0000423	LOC6592331|XP_026842756.1|DPER	LOC6494830|XP_001959584.1|DANA
OG0000423	LOC6592332|XP_002017852.1|DPER	LOC6494829|XP_001959585.1|DANA
OG0000424	LOC6601542|XP_002026689.1|DPER	LOC6494358|XP_032306089.1|DANA, LOC6494357|XP_001960477.1|DANA
OG0000424	LOC6601543|XP_002026690.1|DPER	LOC6494356|XP_001960478.1|DANA
OG0000425	LOC6601583|XP_026842018.1|DPER	LOC6494272|XP_032307001.1|DANA
OG0000425	LOC6592350|XP_026841763.1|DPER	LOC6495521|XP_001959028.1|DANA
OG0000426	LOC6590824|XP_002016478.1|DPER	LOC6494982|XP_001959284.1|DANA, LOC6495641|XP_001959286.1|DANA, LOC6494980|XP_001959287.1|DANA
OG0000427	LOC113565158|XP_026842116.1|DPER	LOC116655670|XP_032309433.1|DANA
