Orthogroup	DPER.longest_only	DGUA.longest_only
OG0000994	LOC6599276|XP_002024271.2|DPER	LOC117581006|XP_034123704.1|DGUA
OG0000995	LOC6593313|XP_002018652.1|DPER	LOC117579212|XP_034120872.1|DGUA
OG0000996	LOC6600948|XP_002026019.1|DPER	LOC117581635|XP_034124898.1|DGUA
OG0000997	LOC6591105|XP_026841646.1|DPER	LOC117589391|XP_034137201.1|DGUA
OG0000997	LOC6590895|XP_026840602.1|DPER	LOC117589874|XP_034138039.1|DGUA
OG0000998	LOC113566327|XP_026847309.1|DPER	LOC117587231|XP_034133684.1|DGUA
OG0000999	LOC6597395|XP_002022489.1|DPER	LOC117580688|XP_034123205.1|DGUA
OG0001000	LOC6603247|XP_026841996.1|DPER	LOC117591338|XP_034140453.1|DGUA
OG0001001	LOC6593132|XP_026842467.1|DPER	LOC117578658|XP_034120169.1|DGUA
OG0001002	LOC113565648|XP_026844089.1|DPER	LOC117582177|XP_034125671.1|DGUA
OG0001003	LOC6594369|XP_002019337.2|DPER	LOC117590160|XP_034138438.1|DGUA
OG0001004	LOC6594320|XP_002019363.1|DPER	LOC117590172|XP_034138459.1|DGUA
OG0001005	LOC6600156|XP_002025239.2|DPER	LOC117581642|XP_034124904.1|DGUA
OG0001006	LOC6600640|XP_002025651.2|DPER	LOC117580134|XP_034122324.1|DGUA
OG0001007	LOC6590156|XP_002016578.1|DPER	LOC117590099|XP_034138340.1|DGUA
OG0001008	LOC6603108|XP_002028093.1|DPER	LOC117588788|XP_034136183.1|DGUA
OG0001009	LOC6594917|XP_002020125.1|DPER	LOC117583769|XP_034128214.1|DGUA, LOC117591128|XP_034140122.1|DGUA
OG0001010	LOC6595599|XP_002020947.2|DPER	LOC117581899|XP_034125259.1|DGUA
OG0001010	LOC6597290|XP_026846418.1|DPER	LOC117590385|XP_034138850.1|DGUA
OG0001011	LOC6602662|XP_026845926.1|DPER	LOC117588279|XP_034135341.1|DGUA
OG0001011	LOC113565632|XP_026843970.1|DPER	LOC117581969|XP_034125345.1|DGUA
OG0001012	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER	LOC117580772|XP_034123358.1|DGUA, LOC117580768|XP_034123353.1|DGUA
OG0001013	LOC6596028|XP_002021027.1|DPER	LOC117587224|XP_034133677.1|DGUA
OG0001014	LOC6602288|XP_002027347.2|DPER	LOC117580472|XP_034122944.1|DGUA
OG0001014	LOC6602325|XP_002027339.1|DPER	LOC117580471|XP_034122939.1|DGUA
OG0001015	LOC6597881|XP_026846934.1|DPER	LOC117581255|XP_034124151.1|DGUA
OG0001015	LOC6597882|XP_026846977.1|DPER	LOC117581308|XP_034124242.1|DGUA
OG0001016	LOC6598500|XP_002023588.1|DPER	LOC117580636|XP_034123115.1|DGUA
OG0001017	LOC6601601|XP_002026622.2|DPER	LOC117585482|XP_034130870.1|DGUA
OG0001018	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER	LOC117591624|XP_034140828.1|DGUA, LOC117591601|XP_034140805.1|DGUA, LOC117589867|XP_034138026.1|DGUA, LOC117590498|XP_034139051.1|DGUA, LOC117591652|XP_034140867.1|DGUA, LOC117591619|XP_034140823.1|DGUA, LOC117591642|XP_034140857.1|DGUA, LOC117591602|XP_034140806.1|DGUA, LOC117591635|XP_034140851.1|DGUA, LOC117591676|XP_034140891.1|DGUA, LOC117591649|XP_034140864.1|DGUA, LOC117591662|XP_034140877.1|DGUA, LOC117591698|XP_034140913.1|DGUA, LOC117591767|XP_034140970.1|DGUA, LOC117591668|XP_034140882.1|DGUA
OG0001019	LOC6587304|XP_002013005.1|DPER	LOC117583708|XP_034128089.1|DGUA
OG0001020	LOC6599375|XP_002024549.1|DPER	LOC117588773|XP_034136153.1|DGUA
OG0001021	LOC113565421|XP_026843158.1|DPER	LOC117588051|XP_034134993.1|DGUA
OG0001022	LOC6602844|XP_002027870.1|DPER	LOC117588660|XP_034135993.1|DGUA
OG0001024	LOC6588193|XP_002012994.1|DPER	LOC117583710|XP_034128092.1|DGUA
OG0001025	LOC6596133|XP_002021097.1|DPER	LOC117580328|XP_034122717.1|DGUA
OG0001026	LOC6590551|XP_002016231.1|DPER	LOC117582891|XP_034126877.1|DGUA
OG0001027	LOC6595821|XP_026845283.1|DPER	LOC117579308|XP_034121008.1|DGUA
OG0001028	LOC6596609|XP_002021605.1|DPER	LOC117584385|XP_034129130.1|DGUA
OG0001029	LOC6592205|XP_002017840.1|DPER	LOC117592280|XP_034141834.1|DGUA
OG0001031	LOC6593647|XP_026844596.1|DPER	LOC117588055|XP_034135002.1|DGUA
OG0001032	LOC6597923|XP_026843427.1|DPER	LOC117587578|XP_034134301.1|DGUA
OG0001033	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER	LOC117583978|XP_034128575.1|DGUA, LOC117590976|XP_034139939.1|DGUA
OG0001034	LOC6602157|XP_026847975.1|DPER	LOC117579670|XP_034121545.1|DGUA
OG0001035	LOC6597788|XP_002022920.1|DPER	LOC117581448|XP_034124550.1|DGUA
OG0001035	LOC6597841|XP_002022919.2|DPER	LOC117581450|XP_034124551.1|DGUA
OG0001036	LOC6597431|XP_026846564.1|DPER	LOC117581482|XP_034124616.1|DGUA, LOC117591725|XP_034140932.1|DGUA, LOC117581479|XP_034124612.1|DGUA
OG0001036	LOC6594089|XP_002019795.1|DPER	LOC117585019|XP_034130151.1|DGUA
OG0001037	LOC113566563|XP_026848491.1|DPER	LOC117587156|XP_034133553.1|DGUA
OG0001037	LOC6589938|XP_002015966.1|DPER	LOC117592383|XP_034141984.1|DGUA
OG0001038	LOC6594210|XP_002019669.1|DPER	LOC117586200|XP_034132024.1|DGUA
OG0001038	LOC6594211|XP_002019670.1|DPER	LOC117586199|XP_034132022.1|DGUA
OG0001039	LOC6587178|XP_002013502.1|DPER	LOC117585365|XP_034130703.1|DGUA
OG0001042	LOC6595062|XP_002020416.1|DPER	LOC117583454|XP_034127645.1|DGUA
OG0001043	LOC6597811|XP_002022943.1|DPER	LOC117580975|XP_034123660.1|DGUA
OG0001044	LOC6590851|XP_002016364.1|DPER	LOC117590556|XP_034139190.1|DGUA
OG0001045	LOC6590815|XP_026841175.1|DPER	LOC117578406|XP_034119756.1|DGUA
OG0001046	LOC6592667|XP_002018391.1|DPER	LOC117591824|XP_034141052.1|DGUA
OG0001047	LOC6592751|XP_002017868.1|DPER	LOC117578744|XP_034120314.1|DGUA
OG0001048	LOC6592711|XP_002018078.1|DPER	LOC117578553|XP_034120015.1|DGUA
OG0001049	LOC6595456|XP_002020889.1|DPER	LOC117584722|XP_034129666.1|DGUA
OG0001049	LOC6599675|XP_002024807.2|DPER	LOC117579060|XP_034120655.1|DGUA
OG0001050	LOC6587782|XP_002012768.2|DPER	LOC117590352|XP_034138778.1|DGUA
OG0001050	LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER	LOC117589074|XP_034136599.1|DGUA
OG0001051	LOC6589449|XP_002014476.1|DPER	LOC117587550|XP_034134247.1|DGUA
OG0001052	LOC6589073|XP_002014522.1|DPER	LOC117588238|XP_034135280.1|DGUA
OG0001053	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER	LOC117580679|XP_034123189.1|DGUA
OG0001054	LOC6587843|XP_002012745.1|DPER	LOC117585637|XP_034131113.1|DGUA
OG0001056	LOC6603665|XP_026845775.1|DPER	LOC117588780|XP_034136173.1|DGUA
OG0001057	LOC6593374|XP_002019040.1|DPER	LOC117588228|XP_034135268.1|DGUA, LOC117587700|XP_034134488.1|DGUA, LOC117588227|XP_034135266.1|DGUA
OG0001058	LOC6596934|XP_026845640.1|DPER	LOC117580993|XP_034123686.1|DGUA
OG0001059	LOC6599082|XP_026849010.1|DPER	LOC117580446|XP_034122895.1|DGUA
OG0001060	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER	LOC117590253|XP_034138616.1|DGUA
OG0001060	LOC6588407|XP_002014155.1|DPER	LOC117584939|XP_034129989.1|DGUA
OG0001061	LOC6598636|XP_002023817.1|DPER	LOC117583153|XP_034127238.1|DGUA
OG0001061	LOC6598635|XP_002023816.2|DPER	LOC117583149|XP_034127230.1|DGUA
OG0001062	LOC6588645|XP_002013255.1|DPER	LOC117583797|XP_034128269.1|DGUA
OG0001062	LOC6587409|XP_002013254.2|DPER	LOC117583796|XP_034128268.1|DGUA
OG0001063	LOC6602588|XP_002027612.1|DPER	LOC117590931|XP_034139863.1|DGUA
OG0001063	LOC6602591|XP_002027615.2|DPER	LOC117590930|XP_034139862.1|DGUA
OG0001064	LOC6597627|XP_002022730.2|DPER	LOC117580887|XP_034123530.1|DGUA
OG0001065	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER	LOC117592238|XP_034141767.1|DGUA, LOC117578504|XP_034119931.1|DGUA
OG0001066	LOC6600740|XP_002025778.2|DPER	LOC117588754|XP_034136123.1|DGUA
OG0001067	LOC6602450|XP_026843674.1|DPER	LOC117584337|XP_034129058.1|DGUA
OG0001067	LOC113565559|XP_026843675.1|DPER	LOC117584339|XP_034129060.1|DGUA
OG0001068	LOC113566663|XP_026849043.1|DPER	LOC117580057|XP_034122187.1|DGUA
OG0001068	LOC6596011|XP_002021000.1|DPER	LOC117587139|XP_034133537.1|DGUA
OG0001069	LOC6601306|XP_002026344.2|DPER	LOC117585511|XP_034130905.1|DGUA
OG0001070	LOC6587941|XP_002012812.2|DPER	LOC117585402|XP_034130761.1|DGUA
OG0001070	LOC6591662|XP_002016991.2|DPER	LOC117586068|XP_034131806.1|DGUA
OG0001071	LOC6596647|XP_002021655.1|DPER	LOC117582209|XP_034125708.1|DGUA
OG0001072	LOC6600589|XP_002025644.2|DPER	LOC117580133|XP_034122323.1|DGUA
OG0001073	LOC6598750|XP_002023784.2|DPER	LOC117582792|XP_034126691.1|DGUA
OG0001074	LOC6590379|XP_002015481.1|DPER	LOC117588888|XP_034136323.1|DGUA
OG0001075	LOC6601212|XP_026848096.1|DPER	LOC117586815|XP_034132979.1|DGUA
OG0001077	LOC6592151|XP_002016807.1|DPER	LOC117590048|XP_034138257.1|DGUA
OG0001078	LOC6601724|XP_026847007.1|DPER	LOC117581214|XP_034124082.1|DGUA
OG0001079	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER	LOC117580256|XP_034122579.1|DGUA
OG0001080	LOC6601038|XP_026849752.1|DPER	LOC117586872|XP_034133061.1|DGUA
OG0001081	LOC113565172|XP_026842217.1|DPER	LOC117586343|XP_034132249.1|DGUA
OG0001082	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER	LOC117587273|XP_034133748.1|DGUA
OG0001083	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER	LOC117586924|XP_034133175.1|DGUA
OG0001084	LOC6590304|XP_026840668.1|DPER	LOC117578792|XP_034120406.1|DGUA
OG0001085	LOC6602130|XP_002027102.1|DPER	LOC117590174|XP_034138460.1|DGUA, LOC117578431|XP_034119785.1|DGUA, LOC117578430|XP_034119783.1|DGUA
OG0001086	LOC6590020|XP_002016574.1|DPER	LOC117578838|XP_034120509.1|DGUA
OG0001087	LOC6589737|XP_002015141.1|DPER	LOC117582534|XP_034126229.1|DGUA
OG0001088	LOC6600581|XP_026847597.1|DPER	LOC117579832|XP_034121816.1|DGUA
OG0001089	LOC6599787|XP_026847285.1|DPER	LOC117579726|XP_034121614.1|DGUA
OG0001090	LOC6595874|XP_026845576.1|DPER	LOC117587297|XP_034133777.1|DGUA
OG0001092	LOC6593748|XP_002018852.1|DPER	LOC117591543|XP_034140731.1|DGUA
OG0001093	LOC6598113|XP_002023269.1|DPER	LOC117584520|XP_034129356.1|DGUA
OG0001094	LOC6598086|XP_026843510.1|DPER	LOC117583986|XP_034128584.1|DGUA
OG0001095	LOC6602657|XP_002027676.2|DPER	LOC117584708|XP_034129641.1|DGUA
OG0001096	LOC6595704|XP_026844660.1|DPER	LOC117582405|XP_034125983.1|DGUA
OG0001097	LOC113565686|XP_026844277.1|DPER	LOC117587908|XP_034134779.1|DGUA
OG0001098	LOC6590007|XP_002015460.1|DPER	LOC117578413|XP_034119766.1|DGUA
OG0001098	LOC6602802|XP_026847858.1|DPER	LOC117580086|XP_034122230.1|DGUA
OG0001099	LOC6602991|XP_002028018.1|DPER	LOC117587303|XP_034133787.1|DGUA
OG0001100	LOC6594666|XP_026841605.1|DPER	LOC117590149|XP_034138421.1|DGUA
OG0001101	LOC6589976|XP_026840594.1|DPER	LOC117586109|XP_034131865.1|DGUA
OG0001102	LOC6601953|XP_026849623.1|DPER	LOC117579449|XP_034121229.1|DGUA
OG0001103	LOC6598605|XP_002023850.1|DPER	LOC117583403|XP_034127580.1|DGUA
OG0001104	LOC6591285|XP_026841023.1|DPER	LOC117591705|XP_034140919.1|DGUA
OG0001105	LOC6602893|XP_002027916.1|DPER	LOC117591372|XP_034140502.1|DGUA
OG0001106	LOC6602541|XP_026846779.1|DPER	LOC117590660|XP_034139402.1|DGUA
OG0001108	LOC6592125|XP_002016832.1|DPER	LOC117585238|XP_034130529.1|DGUA
OG0001108	LOC6592113|XP_002016839.1|DPER	LOC117585537|XP_034130947.1|DGUA
OG0001109	LOC6590226|XP_002016075.2|DPER	LOC117583584|XP_034127864.1|DGUA
OG0001109	LOC6590227|XP_026842893.1|DPER	LOC117592557|XP_034142323.1|DGUA
OG0001110	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER	LOC117588128|XP_034135098.1|DGUA
OG0001111	LOC6589997|XP_002016047.1|DPER	LOC117581506|XP_034124674.1|DGUA
OG0001112	LOC6590441|XP_002015868.1|DPER	LOC117590753|XP_034139566.1|DGUA
OG0001113	LOC6602451|XP_002027464.1|DPER	LOC117584335|XP_034129057.1|DGUA
OG0001113	LOC6602449|XP_002027462.1|DPER	LOC117584338|XP_034129059.1|DGUA
OG0001114	LOC6596588|XP_002021675.1|DPER	LOC117584225|XP_034128897.1|DGUA
OG0001115	LOC6588890|XP_002014678.2|DPER	LOC117582299|XP_034125831.1|DGUA
OG0001116	LOC6591128|XP_002016488.1|DPER	LOC117592474|XP_034142206.1|DGUA
OG0001117	LOC6598915|XP_002024102.2|DPER	LOC117579299|XP_034120997.1|DGUA, LOC117579896|XP_034121924.1|DGUA
OG0001117	LOC6598896|XP_026847934.1|DPER	LOC117579897|XP_034121925.1|DGUA
OG0001118	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER	LOC117588591|XP_034135887.1|DGUA
OG0001119	LOC6594399|XP_002019345.1|DPER	LOC117590148|XP_034138419.1|DGUA
OG0001120	LOC6598804|XP_026851183.1|DPER	LOC117585851|XP_034131488.1|DGUA
OG0001121	LOC6590764|XP_026840653.1|DPER	LOC117591927|XP_034141211.1|DGUA
OG0001122	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER	LOC117589171|XP_034136777.1|DGUA
OG0001124	LOC6588595|XP_026850803.1|DPER	LOC117584927|XP_034129971.1|DGUA
OG0001125	LOC6587936|XP_002013333.1|DPER	LOC117585469|XP_034130851.1|DGUA
OG0001126	LOC6600320|XP_026849097.1|DPER	LOC117579616|XP_034121442.1|DGUA
OG0001127	LOC6596010|XP_002020999.1|DPER	LOC117587496|XP_034134159.1|DGUA
OG0001128	LOC6590181|XP_002016334.2|DPER	LOC117589957|XP_034138150.1|DGUA
OG0001129	LOC6588784|XP_026843915.1|DPER	LOC117588177|XP_034135183.1|DGUA
OG0001130	LOC6589276|XP_002014454.1|DPER	LOC117588107|XP_034135069.1|DGUA
OG0001131	LOC6601989|XP_026846838.1|DPER	LOC117590669|XP_034139428.1|DGUA
OG0001133	LOC6596614|XP_026843742.1|DPER	LOC117584379|XP_034129117.1|DGUA
OG0001134	LOC6590624|XP_026841099.1|DPER	LOC117592358|XP_034141949.1|DGUA
OG0001135	LOC6588013|XP_002013605.1|DPER	LOC117589683|XP_034137728.1|DGUA
OG0001136	LOC6592073|XP_002017522.1|DPER	LOC117590034|XP_034138220.1|DGUA
OG0001137	LOC6588247|XP_002013400.1|DPER	LOC117585363|XP_034130701.1|DGUA
OG0001138	LOC6601036|XP_026849753.1|DPER	LOC117586873|XP_034133062.1|DGUA
OG0001140	LOC6594883|XP_026843503.1|DPER	LOC117583209|XP_034127314.1|DGUA
OG0001141	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER	LOC117589856|XP_034138012.1|DGUA
OG0001142	LOC6598694|XP_002023948.1|DPER	LOC117589800|XP_034137899.1|DGUA
OG0001142	LOC6598693|XP_026851074.1|DPER	LOC117589801|XP_034137900.1|DGUA
OG0001143	LOC6593284|XP_002018797.2|DPER	LOC117590927|XP_034139855.1|DGUA
OG0001143	LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER	LOC117582800|XP_034126719.1|DGUA, LOC117580619|XP_034123092.1|DGUA
OG0001144	LOC6601600|XP_002026621.1|DPER	LOC117581405|XP_034124451.1|DGUA
OG0001146	LOC6593715|XP_002018894.2|DPER	LOC117588060|XP_034135010.1|DGUA
OG0001146	LOC6599979|XP_002025168.1|DPER	LOC117581378|XP_034124407.1|DGUA
OG0001147	LOC6600968|XP_002026006.1|DPER	LOC117591912|XP_034141193.1|DGUA
OG0001148	LOC6589023|XP_002014974.1|DPER	LOC117582618|XP_034126383.1|DGUA
OG0001148	LOC6589090|XP_002014972.1|DPER	LOC117582619|XP_034126384.1|DGUA
OG0001149	LOC6597168|XP_002022346.1|DPER	LOC117579563|XP_034121376.1|DGUA
OG0001150	LOC6590946|XP_026841666.1|DPER	LOC117592098|XP_034141506.1|DGUA
OG0001151	LOC6594445|XP_002019910.1|DPER	LOC117586133|XP_034131915.1|DGUA
OG0001152	LOC6587711|XP_002013288.2|DPER	LOC117583248|XP_034127365.1|DGUA, LOC117583249|XP_034127366.1|DGUA
OG0001153	LOC6590367|XP_026840936.1|DPER	LOC117586737|XP_034132930.1|DGUA
OG0001154	LOC6589018|XP_026844895.1|DPER	LOC117588194|XP_034135211.1|DGUA
OG0001155	LOC6599267|XP_026848269.1|DPER	LOC117581453|XP_034124557.1|DGUA
OG0001157	LOC6588527|XP_026850640.1|DPER	LOC117589511|XP_034137386.1|DGUA
OG0001158	LOC6593710|XP_002018634.2|DPER	LOC117584486|XP_034129301.1|DGUA
OG0001159	LOC6594979|XP_026841100.1|DPER	LOC117585563|XP_034130977.1|DGUA
OG0001160	LOC6587327|XP_002014020.1|DPER	LOC117582898|XP_034126882.1|DGUA
OG0001161	LOC6588637|XP_026851202.1|DPER	LOC117589904|XP_034138064.1|DGUA
OG0001162	LOC6592142|XP_002017278.1|DPER	LOC117586687|XP_034132835.1|DGUA
OG0001162	LOC113567332|XP_026850587.1|DPER	LOC117590147|XP_034138418.1|DGUA
OG0001163	LOC6588545|XP_026843729.1|DPER	LOC117589617|XP_034137587.1|DGUA
OG0001164	LOC6588621|XP_026851163.1|DPER	LOC117583142|XP_034127223.1|DGUA
OG0001164	LOC6588396|XP_002012935.1|DPER	LOC117583049|XP_034127102.1|DGUA
OG0001165	LOC6593163|XP_002018177.1|DPER	LOC117579637|XP_034121508.1|DGUA
OG0001166	LOC6601181|XP_026848214.1|DPER	LOC117588911|XP_034136359.1|DGUA
OG0001167	LOC6590526|XP_002016455.2|DPER	LOC117592466|XP_034142189.1|DGUA
OG0001168	LOC6593148|XP_002018525.1|DPER	LOC117592173|XP_034141662.1|DGUA
OG0001169	LOC6598450|XP_002023577.1|DPER	LOC117581354|XP_034124377.1|DGUA
OG0001170	LOC6588034|XP_002014103.2|DPER	LOC117583060|XP_034127123.1|DGUA
OG0001171	LOC6602498|XP_026848757.1|DPER	LOC117579868|XP_034121873.1|DGUA
OG0001172	LOC6590757|XP_002016149.1|DPER, LOC6590759|XP_002016151.1|DPER	LOC117578736|XP_034120291.1|DGUA
OG0001173	LOC6588636|XP_002013183.1|DPER	LOC117582766|XP_034126621.1|DGUA
OG0001174	LOC6599464|XP_002024613.2|DPER	LOC117587110|XP_034133494.1|DGUA
OG0001175	LOC6592666|XP_002018390.1|DPER	LOC117591823|XP_034141051.1|DGUA
OG0001176	LOC6594907|XP_002020507.1|DPER, LOC6600881|XP_026842637.1|DPER	LOC117592125|XP_034141560.1|DGUA
OG0001177	LOC6589351|XP_026844960.1|DPER	LOC117582391|XP_034125961.1|DGUA
OG0001178	LOC6593081|XP_002017894.2|DPER	LOC117579987|XP_034122072.1|DGUA
OG0001179	LOC6590510|XP_026841353.1|DPER	LOC117592256|XP_034141788.1|DGUA
OG0001180	LOC6602021|XP_002027032.1|DPER	LOC117590584|XP_034139231.1|DGUA
OG0001181	LOC6588690|XP_002015059.1|DPER	LOC117582346|XP_034125889.1|DGUA
OG0001181	LOC113565816|XP_026844829.1|DPER	LOC117582345|XP_034125888.1|DGUA
OG0001181	LOC6596938|XP_026845636.1|DPER	LOC117580557|XP_034123049.1|DGUA
OG0001182	LOC6595106|XP_026840159.1|DPER	LOC117582983|XP_034126998.1|DGUA
OG0001183	LOC6594123|XP_026847707.1|DPER	LOC117590181|XP_034138472.1|DGUA
OG0001184	LOC6594087|XP_026850354.1|DPER	LOC117585158|XP_034130382.1|DGUA
OG0001186	LOC113565958|XP_026845186.1|DPER, LOC6603949|XP_002028894.1|DPER, LOC113565957|XP_026845185.1|DPER, LOC6595363|XP_002020836.2|DPER	LOC117584030|XP_034128657.1|DGUA
OG0001186	LOC6594162|XP_026850760.1|DPER	LOC117586518|XP_034132541.1|DGUA
OG0001187	LOC6591203|XP_026841640.1|DPER	LOC117584372|XP_034129146.1|DGUA
OG0001188	LOC6590799|XP_026840771.1|DPER	LOC117592664|XP_034142504.1|DGUA
OG0001189	LOC6600978|XP_002025874.1|DPER	LOC117589987|XP_034138168.1|DGUA
OG0001190	LOC113566589|XP_026848680.1|DPER	LOC117591183|XP_034140202.1|DGUA
OG0001191	LOC6593467|XP_026843850.1|DPER	LOC117587786|XP_034134621.1|DGUA
OG0001192	LOC6593634|XP_026843545.1|DPER	LOC117584764|XP_034129757.1|DGUA
OG0001193	LOC6587656|XP_002013700.1|DPER	LOC117589568|XP_034137510.1|DGUA
OG0001194	LOC6598143|XP_026846234.1|DPER	LOC117590830|XP_034139697.1|DGUA
OG0001195	LOC6591073|XP_002015711.1|DPER	LOC117590800|XP_034139659.1|DGUA
OG0001196	LOC6598578|XP_002023641.2|DPER	LOC117592519|XP_034142260.1|DGUA, LOC117588286|XP_034135353.1|DGUA
OG0001197	LOC6591498|XP_002016882.2|DPER, LOC6587174|XP_002013062.1|DPER	LOC117583451|XP_034127642.1|DGUA
OG0001198	LOC6587882|XP_026842681.1|DPER, LOC6602405|XP_002027410.2|DPER	LOC117585471|XP_034130852.1|DGUA
OG0001200	LOC6591858|XP_002016792.2|DPER	LOC117585799|XP_034131395.1|DGUA
OG0001201	LOC6594043|XP_002019650.1|DPER	LOC117586124|XP_034131879.1|DGUA
OG0001202	LOC6597838|XP_026846515.1|DPER	LOC117581447|XP_034124549.1|DGUA
OG0001203	LOC6603490|XP_002028472.1|DPER	LOC117590631|XP_034139339.1|DGUA
OG0001204	LOC6598020|XP_002023212.2|DPER	LOC117584062|XP_034128694.1|DGUA
OG0001205	LOC6592049|XP_026851188.1|DPER	LOC117586654|XP_034132783.1|DGUA
OG0001206	LOC6588035|XP_026840035.1|DPER	LOC117585319|XP_034130642.1|DGUA
OG0001207	LOC113566278|XP_026847043.1|DPER	LOC117587117|XP_034133503.1|DGUA
OG0001207	LOC6597721|XP_026847063.1|DPER	LOC117590977|XP_034139941.1|DGUA
OG0001208	LOC6597907|XP_026847000.1|DPER	LOC117581275|XP_034124177.1|DGUA
OG0001209	LOC6587357|XP_002013858.1|DPER	LOC117589603|XP_034137569.1|DGUA
OG0001210	LOC6598194|XP_026846241.1|DPER	LOC117590291|XP_034138669.1|DGUA
OG0001212	LOC6598439|XP_026848644.1|DPER	LOC117590879|XP_034139798.1|DGUA
OG0001213	LOC6600758|XP_026848631.1|DPER	LOC117590390|XP_034138867.1|DGUA
OG0001214	LOC6600818|XP_002025885.1|DPER, LOC113566336|XP_026847380.1|DPER, LOC6599803|XP_002024973.2|DPER	LOC117589496|XP_034137352.1|DGUA
OG0001215	LOC6587433|XP_026848669.1|DPER	LOC117583790|XP_034128262.1|DGUA
OG0001216	LOC6587971|XP_026843110.1|DPER	LOC117583808|XP_034128279.1|DGUA
OG0001217	LOC6593892|XP_002019071.1|DPER	LOC117587532|XP_034134227.1|DGUA
OG0001218	LOC6603754|XP_026849088.1|DPER	LOC117579095|XP_034120709.1|DGUA
OG0001218	LOC6587982|XP_002014104.2|DPER	LOC117583061|XP_034127124.1|DGUA
OG0001220	LOC6591213|XP_026841245.1|DPER	LOC117591897|XP_034141173.1|DGUA
OG0001221	LOC6592481|XP_026842712.1|DPER	LOC117592318|XP_034141890.1|DGUA
OG0001222	LOC6587179|XP_002013643.1|DPER	LOC117589691|XP_034137741.1|DGUA
OG0001223	LOC6590164|XP_002015389.2|DPER	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA
OG0001224	LOC6601586|XP_002026607.1|DPER	LOC117592231|XP_034141755.1|DGUA
OG0001225	LOC6602060|XP_026840845.1|DPER	LOC117578603|XP_034120085.1|DGUA
OG0001226	LOC6592826|XP_002017755.1|DPER	LOC117584598|XP_034129495.1|DGUA
OG0001227	LOC6593924|XP_026843572.1|DPER	LOC117583937|XP_034128510.1|DGUA
OG0001229	LOC6603316|XP_026841426.1|DPER	LOC117591328|XP_034140433.1|DGUA
OG0001230	LOC6590100|XP_002015985.1|DPER	LOC117592485|XP_034142215.1|DGUA
OG0001231	LOC6597925|XP_026843245.1|DPER	LOC117587586|XP_034134317.1|DGUA
OG0001232	LOC6589561|XP_002015270.1|DPER	LOC117581715|XP_034124984.1|DGUA
OG0001233	LOC6589891|XP_002014628.1|DPER	LOC117581691|XP_034124959.1|DGUA
OG0001234	LOC6600900|XP_002025964.1|DPER	LOC117592585|XP_034142363.1|DGUA
OG0001235	LOC6588980|XP_026844327.1|DPER	LOC117582281|XP_034125804.1|DGUA
OG0001236	LOC6595980|XP_026845457.1|DPER	LOC117586952|XP_034133212.1|DGUA
OG0001237	LOC6594523|XP_002019465.2|DPER	LOC117586484|XP_034132472.1|DGUA
