Orthogroup	DPER.longest_only	DHYD.longest_only
OG0000448	LOC6595209|XP_002020384.1|DPER	LOC111597881|XP_023168576.2|DHYD
OG0000448	LOC6595207|XP_026846649.1|DPER	LOC111599486|XP_023170921.2|DHYD
OG0000449	LOC6596096|XP_026845262.1|DPER	LOC111601066|XP_023173257.2|DHYD
OG0000449	LOC6593300|XP_026843607.1|DPER	LOC111600523|XP_023172428.2|DHYD, LOC111598928|XP_023170171.2|DHYD
OG0000450	LOC6599209|XP_026848280.1|DPER	LOC111595982|XP_030080038.1|DHYD
OG0000450	LOC6597434|XP_026846562.1|DPER	LOC111596583|XP_023166624.1|DHYD
OG0000451	LOC6596753|XP_026845921.1|DPER	LOC111600827|XP_023172938.1|DHYD
OG0000451	LOC6596755|XP_026845920.1|DPER	LOC111600661|XP_023172700.1|DHYD
OG0000453	LOC6588254|XP_002013590.1|DPER	LOC111602749|XP_023175769.1|DHYD
OG0000453	LOC6588554|XP_002013588.2|DPER	LOC111602787|XP_023175828.2|DHYD
OG0000454	LOC6587834|XP_002013276.1|DPER, LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER	LOC111592640|XP_023160753.2|DHYD
OG0000456	LOC6602549|XP_002027589.2|DPER	LOC111595874|XP_023165565.2|DHYD
OG0000456	LOC6598087|XP_026843226.1|DPER	LOC111600346|XP_023172181.2|DHYD
OG0000457	LOC6593846|XP_026843827.1|DPER	LOC111593779|XP_023162564.2|DHYD
OG0000457	LOC6593566|XP_026844605.1|DPER	LOC111602307|XP_030079070.1|DHYD
OG0000458	LOC6603032|XP_026843038.1|DPER	LOC111595812|XP_023165471.2|DHYD
OG0000460	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER	LOC111595833|XP_023165509.1|DHYD
OG0000462	LOC6594110|XP_002019887.1|DPER	LOC111596211|XP_023166092.1|DHYD
OG0000462	LOC6594112|XP_002019889.1|DPER	LOC111596209|XP_023166090.2|DHYD
OG0000463	LOC6595109|XP_002020183.2|DPER	LOC111601429|XP_023173773.2|DHYD
OG0000463	LOC6595108|XP_002020182.1|DPER	LOC111605582|XP_023179954.2|DHYD
OG0000464	LOC6589457|XP_002014871.2|DPER	LOC111595575|XP_023165142.2|DHYD
OG0000465	LOC6594804|XP_026850832.1|DPER	LOC111593699|XP_023162412.2|DHYD
OG0000465	LOC6594805|XP_026843634.1|DPER	LOC111593687|XP_023162351.2|DHYD
OG0000466	LOC6599188|XP_002024345.1|DPER	LOC111601829|XP_023174424.1|DHYD
OG0000466	LOC6595600|XP_002020948.1|DPER	LOC111595994|XP_023165759.1|DHYD
OG0000467	LOC6590905|XP_026840784.1|DPER	LOC111593806|XP_023162599.2|DHYD
OG0000467	LOC6591011|XP_002015576.2|DPER	LOC111593964|XP_023162823.1|DHYD
OG0000468	LOC6588532|XP_002013191.1|DPER	LOC111594544|XP_023163664.1|DHYD
OG0000468	LOC6600955|XP_002026026.2|DPER	LOC111603285|XP_023176571.1|DHYD
OG0000469	LOC6589383|XP_026845021.1|DPER	LOC111599103|XP_030080377.1|DHYD
OG0000469	LOC6588688|XP_026844950.1|DPER	LOC111594196|XP_023163161.2|DHYD
OG0000470	LOC6595786|XP_002021331.1|DPER	LOC111597450|XP_023167940.2|DHYD
OG0000471	LOC6600506|XP_002025613.2|DPER	LOC111596972|XP_023167216.2|DHYD
OG0000471	LOC6596476|XP_026843263.1|DPER	LOC111599379|XP_023170781.2|DHYD
OG0000473	LOC6599962|XP_002025039.1|DPER	LOC111603131|XP_023176373.2|DHYD
OG0000473	LOC6600167|XP_026846728.1|DPER	LOC111596836|XP_023166978.1|DHYD
OG0000474	LOC6602691|XP_002027718.1|DPER	LOC111598285|XP_023169235.1|DHYD
OG0000474	LOC6588422|XP_002013834.1|DPER	LOC111593118|XP_023161487.1|DHYD
OG0000475	LOC6587625|XP_026851174.1|DPER	LOC111603597|XP_023177023.1|DHYD
OG0000475	LOC6587630|XP_002013554.1|DPER	LOC111603622|XP_023177060.1|DHYD
OG0000476	LOC6595144|XP_002020134.1|DPER	LOC111593686|XP_023162350.2|DHYD
OG0000476	LOC6595145|XP_002020135.2|DPER	LOC111593679|XP_023162339.2|DHYD
OG0000477	LOC6587814|XP_002012770.1|DPER	LOC111605451|XP_023179735.2|DHYD
OG0000477	LOC6587841|XP_026843001.1|DPER	LOC111605452|XP_023179737.2|DHYD
OG0000478	LOC6591495|XP_002016879.1|DPER	LOC111595621|XP_023165200.1|DHYD
OG0000479	LOC6595030|XP_002019995.1|DPER	LOC111595696|XP_023165309.2|DHYD
OG0000480	LOC6596374|XP_002021559.1|DPER	LOC111596053|XP_023165869.2|DHYD
OG0000480	LOC6596373|XP_002021558.2|DPER	LOC111596048|XP_023165854.2|DHYD
OG0000482	LOC6591392|XP_002017362.1|DPER	LOC111604576|XP_023178447.2|DHYD
OG0000482	LOC6594625|XP_002019471.1|DPER	LOC111596695|XP_023166779.2|DHYD
OG0000483	LOC6592130|XP_026840105.1|DPER	LOC111593381|XP_023161868.2|DHYD
OG0000483	LOC6592128|XP_002016835.1|DPER	LOC111593380|XP_023161867.1|DHYD
OG0000484	LOC6594225|XP_002019892.1|DPER	LOC111596206|XP_023166087.2|DHYD
OG0000484	LOC6594224|XP_002019891.1|DPER	LOC111596207|XP_023166088.2|DHYD
OG0000485	LOC6599030|XP_002024147.2|DPER	LOC111599248|XP_023170617.1|DHYD
OG0000485	LOC6599031|XP_026849020.1|DPER	LOC111599245|XP_023170613.2|DHYD
OG0000486	LOC6592528|XP_002018230.1|DPER	LOC111603844|XP_023177385.1|DHYD
OG0000486	LOC6592420|XP_026841247.1|DPER	LOC111603843|XP_023177381.2|DHYD
OG0000487	LOC113565130|XP_026841782.1|DPER	LOC111593296|XP_023161744.1|DHYD
OG0000487	LOC113565047|XP_026840973.1|DPER	LOC111593298|XP_023161748.2|DHYD
OG0000488	LOC6589820|XP_026844255.1|DPER	LOC111596121|XP_023165958.1|DHYD, LOC111596119|XP_023165956.2|DHYD, LOC111596120|XP_023165957.2|DHYD
OG0000489	LOC6587552|XP_002013245.1|DPER	LOC111601480|XP_023173837.2|DHYD
OG0000489	LOC6598268|XP_002023326.2|DPER	LOC111600206|XP_023171991.2|DHYD
OG0000490	LOC6599323|XP_026847130.1|DPER	LOC111601842|XP_023174444.1|DHYD
OG0000490	LOC6602644|XP_026846715.1|DPER	LOC111594278|XP_030078911.1|DHYD
OG0000491	LOC6587473|XP_002014039.2|DPER, LOC6602080|XP_002027158.1|DPER	LOC111603099|XP_023176331.1|DHYD
OG0000492	LOC6592887|XP_002018206.1|DPER	LOC111600144|XP_023171889.1|DHYD
OG0000492	LOC6602432|XP_002027467.1|DPER	LOC111593668|XP_023162325.1|DHYD
OG0000493	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER	LOC115482941|XP_030079169.1|DHYD, LOC111603176|XP_023176429.1|DHYD
OG0000494	LOC6591421|XP_002016756.2|DPER	LOC111600816|XP_023172885.2|DHYD
OG0000494	LOC6593749|XP_002018853.2|DPER	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD
OG0000495	LOC6599984|XP_002025142.1|DPER	LOC111592988|XP_023161258.2|DHYD
OG0000495	LOC6601578|XP_002026669.1|DPER	LOC111593176|XP_023161550.1|DHYD
OG0000496	LOC6589319|XP_026845000.1|DPER	LOC111602239|XP_023174993.2|DHYD
OG0000496	LOC113565427|XP_026843179.1|DPER	LOC111592915|XP_023161134.2|DHYD
OG0000497	LOC6595461|XP_026844291.1|DPER	LOC111591953|XP_023159655.2|DHYD
OG0000497	LOC6595459|XP_026844288.1|DPER	LOC111591960|XP_023159668.2|DHYD
OG0000498	LOC6592002|XP_002016827.1|DPER	LOC111593377|XP_023161864.2|DHYD
OG0000499	LOC6602117|XP_002027131.1|DPER	LOC111600628|XP_023172599.1|DHYD
OG0000499	LOC6596867|XP_002022071.1|DPER	LOC111605300|XP_023179522.1|DHYD
OG0000500	LOC6604009|XP_026849018.1|DPER	LOC111603333|XP_023176637.2|DHYD
OG0000500	LOC6604713|XP_002029587.2|DPER	LOC111599229|XP_023170595.2|DHYD
OG0000501	LOC6590434|XP_002015730.1|DPER, LOC6590435|XP_002015731.1|DPER, LOC6590436|XP_002015732.1|DPER, LOC6588922|XP_002014484.1|DPER	LOC111596380|XP_023166354.2|DHYD
OG0000502	LOC6600821|XP_002025888.1|DPER	LOC111597052|XP_023167338.1|DHYD
OG0000503	LOC6590258|XP_026842871.1|DPER, LOC113565255|XP_026842870.1|DPER, LOC6590259|XP_002015889.1|DPER	LOC111593060|XP_023161406.2|DHYD
OG0000504	LOC6601646|XP_002026760.1|DPER	LOC111605654|XP_023180083.2|DHYD
OG0000505	LOC6598466|XP_026846211.1|DPER	LOC111601616|XP_023174050.2|DHYD
OG0000505	LOC6598460|XP_026846221.1|DPER	LOC111601617|XP_030079936.1|DHYD
OG0000506	LOC6591448|XP_002016742.2|DPER	LOC111601344|XP_023173644.2|DHYD
OG0000507	LOC6599182|XP_026848358.1|DPER	LOC111593499|XP_030079940.1|DHYD
OG0000507	LOC6599183|XP_002024340.1|DPER	LOC111593500|XP_023162035.1|DHYD
OG0000508	LOC6599548|XP_026849406.1|DPER	LOC111596887|XP_023167105.2|DHYD
OG0000508	LOC6603958|XP_026849990.1|DPER	LOC111597412|XP_030079482.1|DHYD
OG0000509	LOC6590145|XP_026841357.1|DPER	LOC111596627|XP_030081319.1|DHYD
OG0000509	LOC6589944|XP_026842165.1|DPER	LOC111594118|XP_023163046.1|DHYD
OG0000510	LOC6592973|XP_002018023.1|DPER	LOC111592519|XP_023160538.2|DHYD
OG0000511	LOC6589459|XP_002014738.2|DPER	LOC111602504|XP_023175347.2|DHYD
OG0000511	LOC6589245|XP_026844177.1|DPER	LOC111602452|XP_023175279.2|DHYD
OG0000512	LOC6600478|XP_002025669.2|DPER	LOC111602494|XP_023175331.2|DHYD
OG0000513	LOC6591123|XP_002015504.2|DPER	LOC111597638|XP_023168211.2|DHYD
OG0000513	LOC6594004|XP_002019056.1|DPER	LOC111598968|XP_023170230.2|DHYD
OG0000514	LOC6588843|XP_026844865.1|DPER	LOC111595808|XP_023165467.2|DHYD
OG0000514	LOC6589095|XP_026844701.1|DPER	LOC111595862|XP_030079227.1|DHYD
OG0000515	LOC6602544|XP_002027573.1|DPER	LOC111597674|XP_023168272.1|DHYD
OG0000515	LOC6596020|XP_026845515.1|DPER	LOC111595057|XP_023164379.1|DHYD
OG0000516	LOC6602865|XP_026849669.1|DPER	LOC111602030|XP_030079551.1|DHYD
OG0000516	LOC6602866|XP_002027901.2|DPER	LOC111602063|XP_023174745.2|DHYD
OG0000517	LOC6601870|XP_026849346.1|DPER	LOC111598097|XP_023168915.1|DHYD
OG0000518	LOC6597156|XP_002022361.1|DPER	LOC111592833|XP_023161025.2|DHYD
OG0000521	LOC6601719|XP_026846988.1|DPER	LOC111595958|XP_030080031.1|DHYD
OG0000521	LOC6601722|XP_026847021.1|DPER	LOC111596169|XP_030080029.1|DHYD
OG0000522	LOC6603110|XP_002028095.1|DPER	LOC111598827|XP_023170027.2|DHYD
OG0000523	LOC6591682|XP_002016766.1|DPER	LOC111600814|XP_023172881.1|DHYD
OG0000523	LOC6597856|XP_026846980.1|DPER	LOC111594079|XP_023162989.1|DHYD
OG0000524	LOC6587701|XP_002012756.1|DPER, LOC6588160|XP_002012868.1|DPER	LOC111601791|XP_023174330.2|DHYD
OG0000525	LOC6592998|XP_002017981.1|DPER, LOC6592999|XP_026842395.1|DPER	LOC111602095|XP_023174797.2|DHYD
OG0000526	LOC6593988|XP_002019030.1|DPER	LOC111594352|XP_023163380.2|DHYD
OG0000526	LOC6593170|XP_002018184.1|DPER	LOC111593598|XP_023162226.1|DHYD
OG0000527	LOC6589277|XP_026844990.1|DPER	LOC111602174|XP_023174903.1|DHYD
OG0000527	LOC6588931|XP_026845017.1|DPER	LOC111602152|XP_023174872.2|DHYD
OG0000528	LOC6588744|XP_002015091.1|DPER	LOC111596125|XP_023165963.2|DHYD
OG0000529	LOC6596480|XP_002021524.1|DPER	LOC111599312|XP_023170690.2|DHYD
OG0000530	LOC6602309|XP_026848563.1|DPER	LOC111597573|XP_023168140.2|DHYD
OG0000530	LOC6599091|XP_026849008.1|DPER	LOC111603062|XP_023176287.1|DHYD
OG0000531	LOC6589474|XP_002014920.1|DPER	LOC111600560|XP_023172479.1|DHYD
OG0000532	LOC6594648|XP_002019653.1|DPER	LOC111601426|XP_023173770.2|DHYD
OG0000532	LOC6594647|XP_002019652.1|DPER	LOC111601494|XP_023173849.1|DHYD
OG0000533	LOC6597726|XP_002022998.1|DPER	LOC111598396|XP_023169390.1|DHYD
OG0000533	LOC6588058|XP_002014113.1|DPER	LOC111604888|XP_023178896.1|DHYD
OG0000534	LOC6599384|XP_026847081.1|DPER	LOC111597222|XP_030080076.1|DHYD
OG0000534	LOC6593665|XP_026843566.1|DPER	LOC111603140|XP_023176383.2|DHYD, LOC111601121|XP_023173344.2|DHYD
OG0000535	LOC6592253|XP_002017639.1|DPER	LOC111599263|XP_023170633.1|DHYD
OG0000535	LOC6591079|XP_002015699.1|DPER	LOC111595592|XP_023165170.1|DHYD
OG0000536	LOC6600303|XP_026849083.1|DPER	LOC111593083|XP_023161441.2|DHYD, LOC111593098|XP_023161464.2|DHYD
OG0000537	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER	LOC111593799|XP_023162588.2|DHYD
OG0000538	LOC113565116|XP_026841673.1|DPER	LOC111604354|XP_023178187.1|DHYD
OG0000538	LOC6590649|XP_026842859.1|DPER	LOC111598006|XP_023168766.1|DHYD
OG0000539	LOC6591890|XP_002016908.1|DPER	LOC111595172|XP_023164520.1|DHYD
OG0000539	LOC6591729|XP_002016906.1|DPER	LOC111595165|XP_023164513.1|DHYD
OG0000540	LOC6603930|XP_002028873.1|DPER	LOC111596102|XP_023165932.1|DHYD
OG0000542	LOC6594041|XP_002019648.2|DPER	LOC111604801|XP_023178789.2|DHYD
OG0000542	LOC6602000|XP_026846758.1|DPER	LOC111593703|XP_023162419.1|DHYD
OG0000543	LOC6595223|XP_002020196.2|DPER	LOC111594828|XP_023164060.1|DHYD
OG0000543	LOC6590548|XP_002016228.2|DPER	LOC111595610|XP_023165184.2|DHYD
OG0000544	LOC113566396|XP_026847602.1|DPER	LOC111601045|XP_023173227.1|DHYD
OG0000544	LOC6594164|XP_002019573.2|DPER	LOC111595332|XP_023164764.1|DHYD
OG0000545	LOC6587621|XP_026840017.1|DPER	LOC111601520|XP_023173894.2|DHYD
OG0000545	LOC6587610|XP_002013107.1|DPER	LOC111601443|XP_030078652.1|DHYD
OG0000546	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER	LOC111603558|XP_023176966.2|DHYD
OG0000546	LOC6599135|XP_002024400.1|DPER	LOC111596748|XP_023166847.1|DHYD
OG0000547	LOC6598288|XP_002023311.1|DPER	LOC111597263|XP_023167642.1|DHYD
OG0000548	LOC6601137|XP_026848090.1|DPER	LOC111594371|XP_023163404.2|DHYD
OG0000548	LOC6601169|XP_002026268.2|DPER	LOC111594370|XP_023163403.2|DHYD
OG0000549	LOC6592523|XP_002018225.2|DPER	LOC111593805|XP_023162598.1|DHYD
OG0000550	LOC6601095|XP_002026060.1|DPER	LOC111601730|XP_023174224.2|DHYD
OG0000550	LOC113566352|XP_026847434.1|DPER	LOC111596321|XP_023166255.1|DHYD
OG0000551	LOC6601354|XP_026841458.1|DPER, LOC6602584|XP_002027608.1|DPER	LOC111598806|XP_030081348.1|DHYD
OG0000552	LOC6595049|XP_002020572.1|DPER	LOC111594479|XP_023163552.2|DHYD, LOC111594594|XP_023163725.2|DHYD
OG0000552	LOC6595050|XP_026846729.1|DPER	LOC111594576|XP_023163702.2|DHYD
OG0000553	LOC6589451|XP_002014478.1|DPER	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD, LOC111594722|XP_023163920.2|DHYD
OG0000554	LOC6595000|XP_026850186.1|DPER	LOC111605581|XP_023179953.2|DHYD
OG0000554	LOC6594999|XP_002020165.1|DPER	LOC111594453|XP_023163515.2|DHYD
OG0000555	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER	LOC111601060|XP_023173247.1|DHYD
OG0000555	LOC6602947|XP_026848817.1|DPER	LOC111604484|XP_023178339.1|DHYD
OG0000556	LOC6600676|XP_002025749.2|DPER	LOC111598310|XP_023169272.1|DHYD
OG0000556	LOC6591984|XP_002017028.1|DPER	LOC111603437|XP_023176789.1|DHYD
OG0000557	LOC6591395|XP_002017365.1|DPER	LOC111604581|XP_023178452.2|DHYD
OG0000557	LOC6591394|XP_002017364.2|DPER	LOC111604564|XP_023178431.2|DHYD
OG0000558	LOC6592186|XP_002017046.1|DPER	LOC111603017|XP_023176204.1|DHYD
OG0000558	LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER	LOC111598667|XP_023169787.2|DHYD
OG0000559	LOC6587952|XP_026850616.1|DPER	LOC111601778|XP_023174299.2|DHYD
OG0000559	LOC6597049|XP_002022209.2|DPER	LOC111595083|XP_023164406.2|DHYD
OG0000560	LOC6590133|XP_002015610.1|DPER	LOC111597007|XP_023167279.1|DHYD
OG0000560	LOC6589973|XP_002015609.1|DPER	LOC111597006|XP_023167278.1|DHYD
OG0000561	LOC6596181|XP_002021174.2|DPER	LOC111598714|XP_023169871.2|DHYD
OG0000561	LOC6596179|XP_026845466.1|DPER	LOC111598750|XP_023169918.2|DHYD
OG0000562	LOC6598980|XP_002024017.1|DPER	LOC111593112|XP_023161480.2|DHYD
OG0000562	LOC6598875|XP_002024048.2|DPER	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD
OG0000563	LOC6595802|XP_026845541.1|DPER	LOC111597261|XP_023167639.2|DHYD
OG0000563	LOC113566045|XP_026845703.1|DPER	LOC111597229|XP_023167590.2|DHYD
OG0000564	LOC6601146|XP_002026278.1|DPER	LOC111601717|XP_023174206.1|DHYD
OG0000564	LOC6601147|XP_002026279.1|DPER, LOC6601145|XP_002026277.1|DPER	LOC111601679|XP_023174146.1|DHYD
OG0000566	LOC6587609|XP_026851021.1|DPER	LOC111602385|XP_023175176.1|DHYD
OG0000566	LOC6602723|XP_026849465.1|DPER	LOC111604753|XP_023178707.1|DHYD
OG0000567	LOC6599255|XP_002024281.1|DPER	LOC111597252|XP_023167623.1|DHYD
OG0000567	LOC6599253|XP_002024279.1|DPER	LOC111597331|XP_023167742.2|DHYD
OG0000568	LOC6597227|XP_026846582.1|DPER	LOC111598233|XP_023169167.2|DHYD
OG0000568	LOC6591599|XP_026841402.1|DPER	LOC111601981|XP_023174631.2|DHYD
OG0000569	LOC6587970|XP_002013741.1|DPER	LOC111602724|XP_023175738.1|DHYD
OG0000569	LOC6592132|XP_002016813.1|DPER	LOC111600813|XP_023172874.1|DHYD
OG0000570	LOC6587495|XP_002013517.1|DPER	LOC111596953|XP_023167181.2|DHYD
OG0000570	LOC6587490|XP_026848874.1|DPER	LOC111596961|XP_023167195.2|DHYD
OG0000571	LOC6588397|XP_026840046.1|DPER	LOC111594258|XP_023163247.2|DHYD
OG0000571	LOC6588478|XP_026840045.1|DPER	LOC111594260|XP_030078679.1|DHYD
OG0000572	LOC6587259|XP_026844793.1|DPER	LOC111596609|XP_023166661.1|DHYD
OG0000572	LOC6587381|XP_026847857.1|DPER	LOC111596591|XP_023166642.1|DHYD
OG0000573	LOC6601182|XP_026848211.1|DPER	LOC111597783|XP_023168417.2|DHYD
OG0000573	LOC6593023|XP_002018216.1|DPER	LOC111599905|XP_023171495.1|DHYD
OG0000574	LOC6600554|XP_002025707.1|DPER	LOC111597298|XP_023167689.2|DHYD
OG0000574	LOC6594206|XP_002019665.1|DPER	LOC111601545|XP_023173949.1|DHYD
OG0000575	LOC6595966|XP_026845460.1|DPER	LOC111595126|XP_023164466.2|DHYD
OG0000575	LOC6595964|XP_026845494.1|DPER	LOC111595051|XP_023164346.2|DHYD
OG0000576	LOC6594513|XP_002019496.2|DPER	LOC111603412|XP_023176762.2|DHYD
OG0000577	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER	LOC111605564|XP_023179904.1|DHYD
OG0000577	LOC6588702|XP_002014943.1|DPER	LOC111605561|XP_023179902.1|DHYD
OG0000578	LOC6596620|XP_002021628.2|DPER	LOC111601242|XP_023173511.2|DHYD
OG0000578	LOC6590192|XP_026842183.1|DPER	LOC111599661|XP_023171129.2|DHYD
OG0000579	LOC6588010|XP_002013612.1|DPER	LOC111593268|XP_023161705.1|DHYD
OG0000579	LOC6595808|XP_002021320.1|DPER	LOC111597243|XP_023167607.1|DHYD
OG0000580	LOC6594464|XP_002019715.1|DPER	LOC111603021|XP_023176219.2|DHYD
OG0000580	LOC6594018|XP_026850383.1|DPER	LOC111602980|XP_023176142.2|DHYD
OG0000581	LOC6594299|XP_026850244.1|DPER	LOC111596434|XP_023166418.2|DHYD
OG0000581	LOC6599419|XP_002024469.1|DPER	LOC111594057|XP_023162943.1|DHYD
OG0000582	LOC6591266|XP_026840765.1|DPER	LOC111595070|XP_023164398.1|DHYD
OG0000583	LOC113565045|XP_026840957.1|DPER	LOC111593932|XP_023162778.1|DHYD
OG0000583	LOC6593162|XP_002018176.1|DPER	LOC111603806|XP_023177325.1|DHYD
OG0000584	LOC6593520|XP_002019211.1|DPER	LOC111593777|XP_023162563.1|DHYD
OG0000584	LOC6590207|XP_002016063.1|DPER, LOC6593519|XP_002019210.1|DPER	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD
OG0000585	LOC6599474|XP_002024594.1|DPER, LOC6599475|XP_002024595.1|DPER	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD
OG0000586	LOC6590693|XP_026842501.1|DPER	LOC111597975|XP_023168718.2|DHYD
OG0000589	LOC6598433|XP_026846209.1|DPER	LOC111592357|XP_030080157.1|DHYD
OG0000590	LOC6587951|XP_002014084.1|DPER	LOC111595919|XP_023165638.1|DHYD
OG0000590	LOC6597556|XP_002022805.1|DPER	LOC111605431|XP_023179712.1|DHYD
OG0000592	LOC6590926|XP_002015768.1|DPER	LOC111593899|XP_023162736.2|DHYD
OG0000592	LOC6590222|XP_002016071.1|DPER	LOC111600679|XP_023172697.2|DHYD
OG0000593	LOC6603511|XP_002028490.1|DPER	LOC111595398|XP_023164873.1|DHYD
OG0000594	LOC6587448|XP_002013043.1|DPER	LOC111594451|XP_023163512.1|DHYD
OG0000594	LOC6591579|XP_002017367.2|DPER	LOC111604560|XP_023178428.1|DHYD
OG0000595	LOC113567375|XP_026850822.1|DPER	LOC111605572|XP_023179922.1|DHYD
OG0000595	LOC6594864|XP_026846833.1|DPER	LOC111598220|XP_023169146.1|DHYD
OG0000596	LOC6596830|XP_026845960.1|DPER	LOC111601915|XP_023174530.2|DHYD
OG0000596	LOC6594057|XP_002019856.1|DPER	LOC111601319|XP_023173617.2|DHYD
OG0000597	LOC6594894|XP_026840050.1|DPER	LOC111596407|XP_023166384.2|DHYD
OG0000598	LOC6587400|XP_002013871.1|DPER	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD
OG0000599	LOC6603287|XP_002028268.1|DPER	LOC111597568|XP_023168134.2|DHYD
OG0000599	LOC6603280|XP_002028267.2|DPER	LOC111597569|XP_023168135.2|DHYD
OG0000600	LOC6590718|XP_026841400.1|DPER	LOC111595722|XP_023165340.1|DHYD
OG0000600	LOC6590717|XP_026842346.1|DPER	LOC111595725|XP_023165344.1|DHYD
OG0000601	LOC6593687|XP_002018765.1|DPER	LOC111593157|XP_023161528.2|DHYD
OG0000601	LOC6597993|XP_026843491.1|DPER	LOC111593163|XP_023161533.1|DHYD
OG0000602	LOC6596260|XP_002021786.1|DPER	LOC111603941|XP_023177537.2|DHYD
OG0000602	LOC6596259|XP_002021785.1|DPER	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD
OG0000603	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER	LOC111601936|XP_023174558.2|DHYD
OG0000604	LOC6596494|XP_002021568.1|DPER	LOC111603542|XP_023176944.1|DHYD
OG0000604	LOC6596493|XP_002021567.1|DPER	LOC111596067|XP_023165885.1|DHYD
OG0000605	LOC6593459|XP_002018597.1|DPER	LOC111601154|XP_023173401.2|DHYD
OG0000606	LOC113564920|XP_026840154.1|DPER	LOC111603499|XP_023176873.2|DHYD
OG0000607	LOC6587356|XP_002014194.1|DPER	LOC111596833|XP_023166979.1|DHYD
OG0000607	LOC6594190|XP_002019821.1|DPER	LOC111595484|XP_023165048.1|DHYD
OG0000608	LOC6591652|XP_026849674.1|DPER	LOC111600241|XP_023172044.1|DHYD
OG0000608	LOC6591913|XP_026840311.1|DPER	LOC111600252|XP_023172065.1|DHYD
OG0000609	LOC6597436|XP_026846369.1|DPER	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD, LOC111601816|XP_023174405.2|DHYD
OG0000610	LOC6595817|XP_002021295.2|DPER	LOC111592275|XP_023160142.1|DHYD
OG0000610	LOC6592723|XP_002018090.1|DPER	LOC111601249|XP_023173516.1|DHYD
OG0000611	LOC6600868|XP_026841237.1|DPER	LOC111600146|XP_023171891.1|DHYD
OG0000612	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER, LOC6599044|XP_026848966.1|DPER	LOC111603340|XP_030079167.1|DHYD
OG0000614	LOC6599314|XP_026847099.1|DPER	LOC111593076|XP_023161423.2|DHYD
OG0000615	LOC113566642|XP_026848971.1|DPER	LOC111603150|XP_023176394.1|DHYD
OG0000615	LOC6588205|XP_002013742.1|DPER	LOC111602718|XP_023175732.2|DHYD
OG0000616	LOC6601779|XP_002026814.2|DPER	LOC111603109|XP_023176343.2|DHYD
OG0000617	LOC6595121|XP_026840037.1|DPER	LOC111603495|XP_023176870.2|DHYD
OG0000617	LOC6598703|XP_026851189.1|DPER	LOC111598297|XP_023169253.2|DHYD
OG0000618	LOC6587880|XP_002012806.1|DPER	LOC111599431|XP_023170852.2|DHYD
OG0000618	LOC6595891|XP_002021432.1|DPER	LOC111594908|XP_023164162.1|DHYD
OG0000619	LOC6591185|XP_002015909.1|DPER	LOC111604249|XP_023178008.1|DHYD
OG0000620	LOC6598554|XP_002023708.1|DPER	LOC111602819|XP_023175891.1|DHYD
OG0000620	LOC6599632|XP_026849581.1|DPER	LOC111603737|XP_023177221.2|DHYD
OG0000621	LOC6587924|XP_002013338.1|DPER	LOC111595025|XP_030080700.1|DHYD
OG0000621	LOC6597394|XP_002022488.1|DPER	LOC111604520|XP_023178415.1|DHYD
OG0000622	LOC6601663|XP_026847557.1|DPER	LOC111604778|XP_023178753.2|DHYD
OG0000622	LOC6602712|XP_026849515.1|DPER	LOC111600479|XP_023172358.2|DHYD
OG0000623	LOC6601015|XP_026849689.1|DPER	LOC111595393|XP_023164863.1|DHYD
OG0000623	LOC6597190|XP_026845550.1|DPER	LOC111602902|XP_023176008.1|DHYD
OG0000624	LOC6592680|XP_002017947.2|DPER, LOC6592679|XP_002017946.1|DPER	LOC111603217|XP_030080968.1|DHYD
