Orthogroup	DPER.longest_only	DELE.longest_only
OG0002109	LOC6594890|XP_002019987.2|DPER	LOC108142915|XP_017122492.1|DELE, LOC108142923|XP_017122501.1|DELE
OG0002110	LOC6593480|XP_002018919.1|DPER	LOC108145790|XP_017126849.1|DELE, LOC108145628|XP_017126653.1|DELE
OG0002111	LOC6593498|XP_002019161.1|DPER	LOC108141750|XP_017120734.1|DELE
OG0002114	LOC6594971|XP_002020490.2|DPER	LOC108148497|XP_017131021.1|DELE, LOC108148575|XP_017131109.1|DELE
OG0002115	LOC6602145|XP_026842492.1|DPER	LOC108144308|XP_017124489.1|DELE, LOC108144309|XP_017124490.1|DELE
OG0002116	LOC6596557|XP_002021738.2|DPER	LOC108138991|XP_017117069.1|DELE
OG0002116	LOC6599547|XP_002024657.2|DPER	LOC108145613|XP_017126638.1|DELE
OG0002117	LOC6597298|XP_026846439.1|DPER	LOC108143601|XP_017123613.1|DELE
OG0002118	LOC113565812|XP_026844831.1|DPER	LOC108147566|XP_017129640.1|DELE
OG0002119	LOC6588089|XP_002013365.1|DPER	LOC108143841|XP_017123880.1|DELE
OG0002120	LOC6602558|XP_002027579.1|DPER	LOC108148200|XP_017130595.1|DELE
OG0002121	LOC6595231|XP_026840461.1|DPER	LOC108148805|XP_017131523.1|DELE
OG0002123	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER	LOC108138134|XP_017115667.1|DELE
OG0002124	LOC6601782|XP_026846965.1|DPER	LOC108136604|XP_017113411.1|DELE
OG0002125	LOC6590480|XP_002016666.1|DPER	LOC108144476|XP_017124878.1|DELE
OG0002126	LOC6601858|XP_026849329.1|DPER	LOC108142199|XP_017121373.1|DELE
OG0002127	LOC6597719|XP_026847044.1|DPER	LOC108136312|XP_017112897.1|DELE
OG0002128	LOC6601772|XP_026847065.1|DPER	LOC108136425|XP_017113049.1|DELE
OG0002129	LOC6588580|XP_002013197.1|DPER	LOC108135777|XP_017112126.1|DELE
OG0002130	LOC6596745|XP_002021928.1|DPER	LOC108135899|XP_017112305.1|DELE
OG0002131	LOC6588390|XP_002012932.1|DPER	LOC108136779|XP_017113630.1|DELE
OG0002132	LOC6588821|XP_026844008.1|DPER	LOC108142001|XP_017121156.1|DELE
OG0002133	LOC6599097|XP_002024422.2|DPER	LOC108137696|XP_017115059.1|DELE
OG0002134	LOC6596434|XP_002021615.1|DPER, LOC6602612|XP_002027639.1|DPER	LOC108148168|XP_017130557.1|DELE
OG0002135	LOC6599981|XP_026845128.1|DPER	LOC108136507|XP_017113247.1|DELE
OG0002136	LOC6595004|XP_002020461.1|DPER	LOC108148692|XP_017131327.1|DELE
OG0002137	LOC6587292|XP_026841232.1|DPER	LOC108136735|XP_017113563.1|DELE
OG0002138	LOC113566509|XP_026848250.1|DPER	LOC108141381|XP_017120220.1|DELE
OG0002139	LOC6597594|XP_026848881.1|DPER	LOC108136444|XP_017113096.1|DELE
OG0002140	LOC6597344|XP_002022546.1|DPER	LOC108136456|XP_017113131.1|DELE
OG0002141	LOC6591324|XP_002016797.1|DPER	LOC108141759|XP_017120748.1|DELE
OG0002142	LOC6591597|XP_002017543.1|DPER	LOC108141239|XP_017119984.1|DELE
OG0002143	LOC6595534|XP_026844258.1|DPER	LOC108147961|XP_017130245.1|DELE
OG0002144	LOC6602565|XP_026846895.1|DPER	LOC108134617|XP_017110490.1|DELE
OG0002145	LOC6594203|XP_026850281.1|DPER	LOC108136971|XP_017113951.1|DELE
OG0002146	LOC6591595|XP_002017541.1|DPER	LOC108141121|XP_017119824.1|DELE
OG0002147	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER	LOC108140902|XP_017119436.1|DELE
OG0002148	LOC6601681|XP_002026715.1|DPER	LOC108145696|XP_017126743.1|DELE
OG0002149	LOC6603492|XP_002028470.1|DPER	LOC108145299|XP_017126109.1|DELE
OG0002150	LOC6600394|XP_002025449.2|DPER	LOC108140941|XP_017119500.1|DELE
OG0002151	LOC6589012|XP_026844120.1|DPER	LOC108141990|XP_017121140.1|DELE
OG0002152	LOC6588199|XP_026847480.1|DPER	LOC108136750|XP_017113589.1|DELE
OG0002153	LOC6595127|XP_026850966.1|DPER	LOC108148517|XP_017131043.1|DELE
OG0002154	LOC6596744|XP_002021927.2|DPER	LOC108135894|XP_017112300.1|DELE
OG0002155	LOC6595169|XP_002020424.1|DPER	LOC108143778|XP_017123794.1|DELE
OG0002156	LOC6596194|XP_002021123.1|DPER	LOC108138367|XP_017116029.1|DELE
OG0002157	LOC6587622|XP_026845744.1|DPER	LOC108134607|XP_017110468.1|DELE
OG0002158	LOC6592902|XP_002017944.1|DPER	LOC108139099|XP_017117205.1|DELE
OG0002159	LOC6593140|XP_002018172.1|DPER	LOC108143508|XP_017123468.1|DELE
OG0002160	LOC6594856|XP_026850761.1|DPER	LOC108141228|XP_017119973.1|DELE
OG0002161	LOC6588110|XP_002013368.1|DPER	LOC108135767|XP_017112106.1|DELE
OG0002162	LOC6588221|XP_026850058.1|DPER	LOC108140594|XP_017118988.1|DELE
OG0002163	LOC6596885|XP_002022100.1|DPER	LOC108149881|XP_017133264.1|DELE
OG0002164	LOC6591855|XP_026840446.1|DPER	LOC108148981|XP_017131812.1|DELE
OG0002165	LOC6588018|XP_002013205.1|DPER	LOC108150460|XP_017134124.1|DELE
OG0002166	LOC6602216|XP_002027293.1|DPER	LOC108138308|XP_017115954.1|DELE
OG0002167	LOC6592457|XP_002018307.1|DPER	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE
OG0002168	LOC113565133|XP_026841819.1|DPER	LOC108141485|XP_017120387.1|DELE
OG0002169	LOC6587408|XP_026845548.1|DPER, LOC6602779|XP_026847821.1|DPER	LOC108150357|XP_017133980.1|DELE
OG0002170	LOC6602020|XP_002027034.1|DPER	LOC108145295|XP_017126102.1|DELE
OG0002171	LOC6587191|XP_026841209.1|DPER, LOC6588517|XP_002013466.1|DPER	LOC108136734|XP_017113561.1|DELE
OG0002172	LOC6587458|XP_002013047.1|DPER	LOC108148866|XP_017131655.1|DELE
OG0002173	LOC6589583|XP_026844375.1|DPER	LOC108134473|XP_017110275.1|DELE
OG0002174	LOC6587963|XP_002012937.2|DPER	LOC108139120|XP_017117222.1|DELE
OG0002175	LOC6587821|XP_002012936.1|DPER	LOC108139121|XP_017117223.1|DELE
OG0002176	LOC6594940|XP_002020309.1|DPER	LOC108135822|XP_017112192.1|DELE
OG0002177	LOC6598602|XP_026850791.1|DPER	LOC108135161|XP_017111272.1|DELE
OG0002178	LOC6587359|XP_026850629.1|DPER	LOC108148684|XP_017131318.1|DELE
OG0002179	LOC6591325|XP_026840117.1|DPER	LOC108143729|XP_017123751.1|DELE
OG0002180	LOC6595338|XP_026851020.1|DPER	LOC108148616|XP_017131195.1|DELE
OG0002181	LOC6597206|XP_002022614.1|DPER	LOC108137299|XP_017114409.1|DELE
OG0002182	LOC6587183|XP_026850935.1|DPER	LOC108141126|XP_017119834.1|DELE
OG0002183	LOC6592536|XP_002018311.1|DPER	LOC108143652|XP_017123653.1|DELE
OG0002184	LOC6588534|XP_002013620.1|DPER	LOC108139295|XP_017117481.1|DELE
OG0002185	LOC6594815|XP_026843656.1|DPER	LOC108140639|XP_017119050.1|DELE
OG0002186	LOC6589631|XP_026845016.1|DPER	LOC108148392|XP_017130912.1|DELE
OG0002187	LOC6588538|XP_002013580.1|DPER	LOC108148959|XP_017131784.1|DELE
OG0002188	LOC6590017|XP_002016571.1|DPER	LOC108144793|XP_017125401.1|DELE
OG0002189	LOC113565688|XP_026844284.1|DPER	LOC108140513|XP_017118799.1|DELE
OG0002190	LOC6587354|XP_002013483.1|DPER	LOC108136871|XP_017113802.1|DELE
OG0002191	LOC6601833|XP_002026899.1|DPER	LOC108142554|XP_017121981.1|DELE
OG0002192	LOC6599050|XP_026849016.1|DPER	LOC108135683|XP_017112012.1|DELE
OG0002193	LOC113565246|XP_026842792.1|DPER, LOC6588219|XP_026851239.1|DPER	LOC108140707|XP_017119152.1|DELE
OG0002194	LOC6587515|XP_002013071.1|DPER	LOC108147103|XP_017128880.1|DELE
OG0002195	LOC6588179|XP_026850817.1|DPER	LOC108136974|XP_017113954.1|DELE
OG0002196	LOC6594677|XP_002019855.1|DPER	LOC108149985|XP_017133406.1|DELE
OG0002197	LOC6601052|XP_002026107.2|DPER	LOC108146090|XP_017127407.1|DELE
OG0002198	LOC6594710|XP_026850918.1|DPER	LOC108141075|XP_017119734.1|DELE
OG0002199	LOC6587200|XP_002013522.1|DPER	LOC108144058|XP_017124192.1|DELE
OG0002200	LOC6599928|XP_002025056.1|DPER	LOC108147730|XP_017129947.1|DELE
OG0002202	LOC6587553|XP_026840474.1|DPER	LOC108139238|XP_017117396.1|DELE
OG0002203	LOC6587461|XP_026849297.1|DPER	LOC108139253|XP_017117418.1|DELE
OG0002204	LOC6588085|XP_002013932.2|DPER	LOC108143842|XP_017123882.1|DELE
OG0002205	LOC6587556|XP_002014033.1|DPER	LOC108150094|XP_017133550.1|DELE
OG0002206	LOC6587956|XP_002013721.1|DPER	LOC108137355|XP_017114479.1|DELE
OG0002207	LOC6587915|XP_026851117.1|DPER	LOC108148915|XP_017131720.1|DELE
OG0002208	LOC6587542|XP_002013999.1|DPER	LOC108148989|XP_017131819.1|DELE
OG0002209	LOC6596914|XP_002021844.1|DPER	LOC108138558|XP_017116319.1|DELE
OG0002210	LOC6587314|XP_026850986.1|DPER	LOC108148363|XP_017130871.1|DELE
OG0002211	LOC6587275|XP_026844959.1|DPER	LOC108135293|XP_017111470.1|DELE
OG0002212	LOC6594944|XP_002020313.1|DPER	LOC108135823|XP_017112193.1|DELE
OG0002213	LOC6591743|XP_002016981.1|DPER	LOC108148413|XP_017130942.1|DELE
OG0002214	LOC6587721|XP_026848759.1|DPER	LOC108144017|XP_017124131.1|DELE
OG0002215	LOC6588325|XP_026849696.1|DPER	LOC108150414|XP_017134063.1|DELE
OG0002216	LOC6588701|XP_002014942.1|DPER	LOC108148737|XP_017131414.1|DELE
OG0002217	LOC6588662|XP_002013942.1|DPER	LOC108136990|XP_017113974.1|DELE
OG0002218	LOC6600208|XP_002025308.1|DPER	LOC108137739|XP_017115128.1|DELE
OG0002219	LOC6588596|XP_002013176.1|DPER	LOC108147301|XP_017129212.1|DELE
OG0002220	LOC6587728|XP_026840282.1|DPER	LOC108139114|XP_017117215.1|DELE
OG0002221	LOC6602455|XP_026848810.1|DPER	LOC108150267|XP_017133838.1|DELE
OG0002222	LOC6600849|XP_026841479.1|DPER	LOC108144621|XP_017125135.1|DELE
OG0002223	LOC6590097|XP_026841067.1|DPER	LOC108137922|XP_017115352.1|DELE
OG0002224	LOC6602087|XP_026841697.1|DPER	LOC108149595|XP_017132764.1|DELE
OG0002225	LOC113566335|XP_026847377.1|DPER, LOC6599861|XP_026847296.1|DPER	LOC108142758|XP_017122280.1|DELE
OG0002226	LOC6591117|XP_002015498.1|DPER	LOC108145079|XP_017125753.1|DELE
OG0002227	LOC6591129|XP_026842707.1|DPER	LOC108140328|XP_017118506.1|DELE
OG0002228	LOC6591085|XP_002015705.1|DPER	LOC108145524|XP_017126498.1|DELE
OG0002229	LOC6600962|XP_002026000.2|DPER	LOC108144415|XP_017124754.1|DELE
OG0002230	LOC6593222|XP_026842436.1|DPER	LOC108145006|XP_017125656.1|DELE
OG0002231	LOC6591215|XP_026841926.1|DPER	LOC108147358|XP_017129277.1|DELE
OG0002232	LOC6600911|XP_002025920.2|DPER	LOC108145479|XP_017126422.1|DELE
OG0002233	LOC6596223|XP_026845508.1|DPER	LOC108146902|XP_017128633.1|DELE
OG0002235	LOC6593202|XP_026840927.1|DPER	LOC108149087|XP_017131969.1|DELE
OG0002236	LOC6591044|XP_002016555.1|DPER	LOC108144634|XP_017125154.1|DELE
OG0002237	LOC6590016|XP_026842044.1|DPER	LOC108144792|XP_017125399.1|DELE
OG0002238	LOC6590056|XP_026841412.1|DPER	LOC108145102|XP_017125783.1|DELE
OG0002239	LOC6590391|XP_002015657.1|DPER	LOC108143452|XP_017123372.1|DELE
OG0002240	LOC6593173|XP_026842325.1|DPER	LOC108149076|XP_017131935.1|DELE
OG0002241	LOC6599773|XP_026847339.1|DPER	LOC108150245|XP_017133795.1|DELE
OG0002242	LOC6601222|XP_026848088.1|DPER	LOC108147498|XP_017129552.1|DELE
OG0002243	LOC6587962|XP_002013339.2|DPER	LOC108136808|XP_017113698.1|DELE
OG0002244	LOC6601876|XP_026849339.1|DPER	LOC108150223|XP_017133754.1|DELE
OG0002245	LOC6599864|XP_026847376.1|DPER	LOC108142440|XP_017121793.1|DELE
OG0002246	LOC6590787|XP_026842432.1|DPER	LOC108145115|XP_017125813.1|DELE
OG0002247	LOC113565134|XP_026841820.1|DPER	LOC108141486|XP_017120388.1|DELE
OG0002248	LOC6599785|XP_026847279.1|DPER	LOC108146249|XP_017127677.1|DELE
OG0002249	LOC6601240|XP_002026298.1|DPER	LOC108147560|XP_017129637.1|DELE
OG0002250	LOC6593078|XP_002017891.2|DPER	LOC108145544|XP_017126533.1|DELE
OG0002251	LOC6593080|XP_026841871.1|DPER	LOC108145531|XP_017126518.1|DELE
OG0002252	LOC6593263|XP_026842481.1|DPER	LOC108145474|XP_017126416.1|DELE
OG0002253	LOC113565115|XP_026841668.1|DPER	LOC108144626|XP_017125144.1|DELE
OG0002254	LOC6595228|XP_026851275.1|DPER	LOC108142967|XP_017122604.1|DELE
OG0002255	LOC6595322|XP_002020449.1|DPER, LOC6597662|XP_002022839.1|DPER	LOC108134927|XP_017110936.1|DELE
OG0002256	LOC6592513|XP_026842691.1|DPER	LOC108143419|XP_017123312.1|DELE
OG0002257	LOC6593061|XP_002018473.1|DPER	LOC108144371|XP_017124633.1|DELE
OG0002258	LOC6603028|XP_002028010.1|DPER	LOC108142706|XP_017122211.1|DELE
OG0002259	LOC6603559|XP_026845768.1|DPER	LOC108134861|XP_017110834.1|DELE
OG0002260	LOC6602287|XP_026848557.1|DPER, LOC6591657|XP_002016852.1|DPER	LOC108142546|XP_017121963.1|DELE
OG0002261	LOC6594993|XP_002020159.1|DPER, LOC6602361|XP_002027440.1|DPER	LOC108146537|XP_017128066.1|DELE
OG0002262	LOC6593039|XP_002017716.2|DPER	LOC108141430|XP_017120303.1|DELE
OG0002263	LOC6599802|XP_002024972.1|DPER, LOC113566325|XP_026847289.1|DPER	LOC108146510|XP_017128036.1|DELE
OG0002264	LOC6600851|XP_026841478.1|DPER	LOC108144620|XP_017125134.1|DELE
OG0002265	LOC6604026|XP_026847851.1|DPER	LOC108150131|XP_017133587.1|DELE
OG0002266	LOC6596960|XP_002022158.1|DPER	LOC108142255|XP_017121464.1|DELE
OG0002267	LOC6600580|XP_002025635.1|DPER	LOC108150302|XP_017133903.1|DELE
OG0002268	LOC6601150|XP_002026282.1|DPER	LOC108142702|XP_017122206.1|DELE
OG0002269	LOC6601553|XP_002026673.1|DPER	LOC108141264|XP_017120017.1|DELE
OG0002270	LOC6592294|XP_026842464.1|DPER	LOC108141491|XP_017120395.1|DELE
OG0002271	LOC6603023|XP_002028044.1|DPER	LOC108142731|XP_017122244.1|DELE
OG0002272	LOC6600273|XP_002025386.1|DPER	LOC108146369|XP_017127842.1|DELE
OG0002273	LOC6596041|XP_026845315.1|DPER	LOC108136066|XP_017112508.1|DELE
OG0002274	LOC6595841|XP_026845577.1|DPER	LOC108143208|XP_017122966.1|DELE
OG0002275	LOC6601224|XP_026848057.1|DPER, LOC6601225|XP_026848046.1|DPER	LOC108135651|XP_017111967.1|DELE
OG0002276	LOC6599596|XP_026849547.1|DPER	LOC108145880|XP_017127010.1|DELE
OG0002277	LOC6599522|XP_026849434.1|DPER	LOC108146182|XP_017127578.1|DELE
OG0002278	LOC6600295|XP_026849044.1|DPER	LOC108147382|XP_017129306.1|DELE
OG0002279	LOC113566754|XP_026849588.1|DPER	LOC108142631|XP_017122111.1|DELE
OG0002280	LOC6600552|XP_026847650.1|DPER	LOC108146592|XP_017128103.1|DELE
OG0002281	LOC6600621|XP_002025732.2|DPER	LOC108146802|XP_017128470.1|DELE
OG0002282	LOC6601066|XP_026847283.1|DPER	LOC108146058|XP_017127359.1|DELE
OG0002283	LOC6592404|XP_002018149.2|DPER	LOC108143526|XP_017123500.1|DELE
OG0002284	LOC6590713|XP_002016245.1|DPER	LOC108145374|XP_017126258.1|DELE
OG0002285	LOC6597532|XP_002022662.1|DPER	LOC108147747|XP_017129967.1|DELE
OG0002286	LOC6590260|XP_002015890.1|DPER	LOC108135383|XP_017111566.1|DELE
OG0002287	LOC6593124|XP_026841043.1|DPER	LOC108141492|XP_017120398.1|DELE
OG0002288	LOC6603024|XP_026849489.1|DPER	LOC108142559|XP_017121987.1|DELE
OG0002289	LOC6602478|XP_002027508.1|DPER	LOC108147432|XP_017129399.1|DELE
OG0002290	LOC6589138|XP_026844126.1|DPER	LOC108135017|XP_017111038.1|DELE
OG0002291	LOC6602059|XP_026842277.1|DPER	LOC108149609|XP_017132799.1|DELE
OG0002292	LOC6590789|XP_026840971.1|DPER	LOC108145103|XP_017125786.1|DELE
OG0002293	LOC6590578|XP_002015383.2|DPER	LOC108149615|XP_017132819.1|DELE
OG0002294	LOC6604232|XP_002029153.1|DPER	LOC108143757|XP_017123776.1|DELE
OG0002295	LOC6593530|XP_026843685.1|DPER	LOC108150705|XP_017134461.1|DELE
OG0002296	LOC6589539|XP_026843886.1|DPER	LOC108141842|XP_017120921.1|DELE
OG0002297	LOC6594497|XP_026850320.1|DPER	LOC108149869|XP_017133268.1|DELE
OG0002298	LOC6590157|XP_002016579.1|DPER	LOC108144178|XP_017124331.1|DELE
OG0002299	LOC6597756|XP_002022887.1|DPER	LOC108144190|XP_017124344.1|DELE
OG0002300	LOC6596553|XP_002021690.1|DPER	LOC108139387|XP_017117598.1|DELE
OG0002301	LOC6593447|XP_002018729.2|DPER	LOC108135263|XP_017111422.1|DELE
OG0002302	LOC6593948|XP_026843102.1|DPER	LOC108135234|XP_017111383.1|DELE
OG0002303	LOC6597530|XP_002022660.1|DPER	LOC108147712|XP_017129924.1|DELE
OG0002304	LOC6593692|XP_026843243.1|DPER	LOC108138902|XP_017116938.1|DELE
OG0002305	LOC6603350|XP_002028331.1|DPER	LOC108142688|XP_017122185.1|DELE
OG0002306	LOC6593633|XP_002019099.2|DPER	LOC108142087|XP_017121269.1|DELE
OG0002307	LOC6589783|XP_026844609.1|DPER	LOC108147947|XP_017130220.1|DELE
OG0002308	LOC6589537|XP_002014503.1|DPER	LOC108141884|XP_017120982.1|DELE
OG0002309	LOC6588817|XP_002015178.1|DPER	LOC108149335|XP_017132292.1|DELE
OG0002310	LOC6593673|XP_026843492.1|DPER	LOC108149438|XP_017132509.1|DELE
OG0002311	LOC6593473|XP_026843994.1|DPER	LOC108138722|XP_017116564.1|DELE
OG0002312	LOC6593582|XP_002018873.1|DPER	LOC108149539|XP_017132662.1|DELE
OG0002313	LOC6590937|XP_026840932.1|DPER	LOC108149728|XP_017132984.1|DELE
OG0002314	LOC6591193|XP_002015442.1|DPER	LOC108145400|XP_017126288.1|DELE
OG0002315	LOC6590453|XP_002016379.1|DPER	LOC108144194|XP_017124348.1|DELE
OG0002316	LOC6589508|XP_002015104.1|DPER	LOC108134474|XP_017110276.1|DELE
OG0002317	LOC6596950|XP_026845329.1|DPER	LOC108136084|XP_017112538.1|DELE
OG0002318	LOC6595679|XP_002020739.1|DPER	LOC108138880|XP_017116900.1|DELE
OG0002319	LOC6596268|XP_002021794.1|DPER	LOC108149526|XP_017132647.1|DELE
OG0002320	LOC6600912|XP_026841450.1|DPER	LOC108145545|XP_017126534.1|DELE
OG0002321	LOC6590684|XP_026842858.1|DPER	LOC108149835|XP_017133197.1|DELE
OG0002322	LOC6596604|XP_026843227.1|DPER	LOC108139080|XP_017117193.1|DELE
OG0002323	LOC6593393|XP_002018605.1|DPER	LOC108149537|XP_017132659.1|DELE
OG0002324	LOC6602392|XP_026848462.1|DPER	LOC108145984|XP_017127214.1|DELE
OG0002325	LOC6602306|XP_026848490.1|DPER	LOC108150305|XP_017133909.1|DELE
OG0002326	LOC6602305|XP_026848484.1|DPER	LOC108150312|XP_017133916.1|DELE
OG0002327	LOC113567256|XP_026850294.1|DPER	LOC108136876|XP_017113811.1|DELE
OG0002328	LOC6596469|XP_002021764.2|DPER	LOC108139068|XP_017117177.1|DELE
OG0002329	LOC6595527|XP_002020662.1|DPER	LOC108148039|XP_017130368.1|DELE
OG0002330	LOC6595530|XP_002020665.2|DPER	LOC108148050|XP_017130389.1|DELE
OG0002331	LOC6603101|XP_026847091.1|DPER	LOC108136471|XP_017113159.1|DELE
OG0002332	LOC6600470|XP_002025567.2|DPER	LOC108146413|XP_017127905.1|DELE
OG0002333	LOC6592287|XP_002018406.2|DPER	LOC108144369|XP_017124629.1|DELE
OG0002334	LOC6589290|XP_026844562.1|DPER	LOC108137814|XP_017115220.1|DELE
OG0002335	LOC6593154|XP_026842269.1|DPER	LOC108149887|XP_017133272.1|DELE
OG0002336	LOC6601499|XP_002026561.1|DPER	LOC108145899|XP_017127040.1|DELE
OG0002337	LOC6592945|XP_026842727.1|DPER	LOC108141339|XP_017120136.1|DELE
OG0002338	LOC6595412|XP_026844508.1|DPER	LOC108139030|XP_017117128.1|DELE
OG0002339	LOC6596307|XP_026843431.1|DPER	LOC108138851|XP_017116854.1|DELE
OG0002340	LOC6588680|XP_026844907.1|DPER	LOC108138193|XP_017115794.1|DELE
OG0002341	LOC6590037|XP_002016311.1|DPER	LOC108141531|XP_017120454.1|DELE
OG0002342	LOC113565818|XP_026844841.1|DPER, LOC6589852|XP_002014712.2|DPER	LOC108147957|XP_017130234.1|DELE
OG0002343	LOC6596362|XP_026843831.1|DPER	LOC108147779|XP_017129998.1|DELE
OG0002345	LOC6590471|XP_002016657.1|DPER	LOC108149938|XP_017133344.1|DELE
OG0002346	LOC6593419|XP_002019125.1|DPER	LOC108135237|XP_017111388.1|DELE
OG0002347	LOC6603907|XP_026843387.1|DPER, LOC6604621|XP_002029505.2|DPER	LOC108144701|XP_017125280.1|DELE
OG0002348	LOC6589600|XP_026844433.1|DPER	LOC108149430|XP_017132489.1|DELE
OG0002349	LOC113565248|XP_026842822.1|DPER	LOC108149941|XP_017133347.1|DELE
OG0002350	LOC6590470|XP_026842819.1|DPER	LOC108149937|XP_017133343.1|DELE
OG0002351	LOC6590246|XP_002016538.1|DPER	LOC108137995|XP_017115459.1|DELE
OG0002352	LOC6592957|XP_002017959.1|DPER	LOC108144994|XP_017125641.1|DELE
OG0002353	LOC6593813|XP_026843325.1|DPER	LOC108149203|XP_017132122.1|DELE
OG0002354	LOC6593510|XP_002019151.1|DPER	LOC108141671|XP_017120634.1|DELE
OG0002355	LOC6597935|XP_026843004.1|DPER	LOC108137722|XP_017115101.1|DELE
OG0002356	LOC6589486|XP_026844010.1|DPER, LOC6589485|XP_026844154.1|DPER	LOC108150489|XP_017134184.1|DELE
OG0002357	LOC6587429|XP_026840880.1|DPER	LOC108139289|XP_017117473.1|DELE
OG0002358	LOC6589675|XP_002014399.1|DPER	LOC108141961|XP_017121091.1|DELE
OG0002359	LOC6597780|XP_002022983.1|DPER	LOC108135935|XP_017112373.1|DELE
OG0002360	LOC6589491|XP_002015241.1|DPER	LOC108141859|XP_017120940.1|DELE
OG0002361	LOC6599074|XP_002024207.1|DPER	LOC108142862|XP_017122421.1|DELE
OG0002362	LOC6604486|XP_026844222.1|DPER	LOC108138176|XP_017115758.1|DELE
OG0002363	LOC6589635|XP_002014535.2|DPER, LOC113565896|XP_026845062.1|DPER	LOC108138315|XP_017115962.1|DELE
OG0002364	LOC6589634|XP_026844545.1|DPER	LOC108138139|XP_017115674.1|DELE
OG0002365	LOC6589632|XP_002014532.1|DPER	LOC108138261|XP_017115894.1|DELE
OG0002366	LOC6589168|XP_002015025.1|DPER	LOC108138653|XP_017116483.1|DELE
OG0002367	LOC6589374|XP_002014900.2|DPER	LOC108148024|XP_017130346.1|DELE
OG0002368	LOC113565870|XP_026845031.1|DPER, LOC6589704|XP_002014227.1|DPER	LOC108148296|XP_017130764.1|DELE
OG0002369	LOC6594007|XP_026850578.1|DPER, LOC6597310|XP_002022498.1|DPER	LOC108137666|XP_017115009.1|DELE
OG0002370	LOC6598096|XP_002023238.2|DPER	LOC108149230|XP_017132154.1|DELE
OG0002371	LOC6598011|XP_002023236.1|DPER	LOC108149419|XP_017132473.1|DELE
OG0002372	LOC6595592|XP_026844382.1|DPER	LOC108149338|XP_017132308.1|DELE
OG0002373	LOC6589079|XP_026844909.1|DPER	LOC108150497|XP_017134197.1|DELE
OG0002374	LOC6587816|XP_026839980.1|DPER	LOC108144081|XP_017124220.1|DELE
OG0002375	LOC6587771|XP_002013145.1|DPER	LOC108141090|XP_017119778.1|DELE
OG0002376	LOC6593430|XP_026843383.1|DPER	LOC108135229|XP_017111370.1|DELE
OG0002377	LOC6591400|XP_002017175.1|DPER	LOC108137493|XP_017114699.1|DELE
OG0002378	LOC6595809|XP_002021321.1|DPER	LOC108146977|XP_017128722.1|DELE
OG0002379	LOC6588865|XP_002015314.1|DPER	LOC108150532|XP_017134251.1|DELE
OG0002380	LOC6603079|XP_002028121.1|DPER	LOC108141677|XP_017120645.1|DELE
OG0002381	LOC6592298|XP_002017629.1|DPER	LOC108149836|XP_017133200.1|DELE
OG0002382	LOC6597498|XP_026849288.1|DPER	LOC108136515|XP_017113264.1|DELE
OG0002383	LOC6600505|XP_026847552.1|DPER	LOC108146396|XP_017127883.1|DELE
OG0002384	LOC6600767|XP_002025835.1|DPER	LOC108136252|XP_017112779.1|DELE
OG0002385	LOC6601998|XP_002027051.1|DPER	LOC108145293|XP_017126099.1|DELE
OG0002386	LOC6594524|XP_002019466.1|DPER	LOC108136766|XP_017113613.1|DELE
OG0002387	LOC6587925|XP_026841474.1|DPER	LOC108148613|XP_017131184.1|DELE
OG0002388	LOC6594500|XP_026850394.1|DPER	LOC108148274|XP_017130719.1|DELE
OG0002389	LOC113565959|XP_026845188.1|DPER, LOC6595224|XP_002020197.1|DPER	LOC108147242|XP_017129129.1|DELE
OG0002390	LOC6596646|XP_002021654.1|DPER	LOC108135350|XP_017111530.1|DELE
OG0002391	LOC6600920|XP_002026048.1|DPER	LOC108144538|XP_017124996.1|DELE
OG0002392	LOC6603960|XP_026847368.1|DPER	LOC108146437|XP_017127930.1|DELE
OG0002393	LOC6599766|XP_026847358.1|DPER, LOC6594560|XP_002019579.2|DPER	LOC108146831|XP_017128515.1|DELE
OG0002394	LOC6591854|XP_026850971.1|DPER	LOC108148798|XP_017131507.1|DELE
OG0002395	LOC6594072|XP_002019732.1|DPER	LOC108136907|XP_017113854.1|DELE
OG0002396	LOC6591255|XP_002015455.2|DPER	LOC108144361|XP_017124613.1|DELE
OG0002397	LOC6590761|XP_002015393.1|DPER	LOC108146887|XP_017128613.1|DELE
OG0002398	LOC6599958|XP_026849157.1|DPER	LOC108136522|XP_017113285.1|DELE
OG0002399	LOC6601643|XP_026841739.1|DPER	LOC108143630|XP_017123633.1|DELE, LOC108136124|XP_017112605.1|DELE, LOC108135011|XP_017111034.1|DELE
OG0002400	LOC6591310|XP_002016133.2|DPER	LOC108144873|XP_017125518.1|DELE
OG0002401	LOC6602528|XP_026846885.1|DPER	LOC108145262|XP_017126024.1|DELE
OG0002402	LOC6594172|XP_026840022.1|DPER	LOC108140698|XP_017119138.1|DELE
OG0002403	LOC6594171|XP_002019441.1|DPER	LOC108140608|XP_017119009.1|DELE
