Orthogroup	DPER.longest_only	DSUP.longest_only
OG0001061	LOC6598636|XP_002023817.1|DPER	LOC119560300|XP_037729599.1|DSUP
OG0001061	LOC6598635|XP_002023816.2|DPER	LOC119561020|XP_037730771.1|DSUP
OG0001062	LOC6588645|XP_002013255.1|DPER	LOC119560437|XP_037729807.1|DSUP
OG0001062	LOC6587409|XP_002013254.2|DPER	LOC119560549|XP_037729982.1|DSUP
OG0001063	LOC6602588|XP_002027612.1|DPER	LOC119558347|XP_037727756.1|DSUP
OG0001063	LOC6602591|XP_002027615.2|DPER	LOC119556757|XP_037725106.1|DSUP
OG0001064	LOC6596975|XP_002022139.2|DPER	LOC119558390|XP_037727846.1|DSUP
OG0001064	LOC6597627|XP_002022730.2|DPER	LOC119558208|XP_037727434.1|DSUP
OG0001065	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER	LOC119559945|XP_037729103.1|DSUP
OG0001066	LOC6600740|XP_002025778.2|DPER	LOC119550363|XP_037714929.1|DSUP, LOC119549510|XP_037713550.1|DSUP, LOC119547571|XP_037710399.1|DSUP, LOC119558077|XP_037727184.1|DSUP
OG0001067	LOC6602450|XP_026843674.1|DPER	LOC119547814|XP_037710764.1|DSUP
OG0001067	LOC113565559|XP_026843675.1|DPER	LOC119547816|XP_037710767.1|DSUP
OG0001068	LOC113566663|XP_026849043.1|DPER	LOC119552549|XP_037718097.1|DSUP
OG0001068	LOC6596011|XP_002021000.1|DPER	LOC119555379|XP_037722650.1|DSUP
OG0001069	LOC6601306|XP_002026344.2|DPER	LOC119550778|XP_037715636.1|DSUP
OG0001070	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER	LOC119560774|XP_037730327.1|DSUP
OG0001071	LOC6596647|XP_002021655.1|DPER	LOC119554428|XP_037721248.1|DSUP, LOC119546151|XP_037708188.1|DSUP
OG0001072	LOC6600589|XP_002025644.2|DPER	LOC119553609|XP_037719995.1|DSUP
OG0001073	LOC6598750|XP_002023784.2|DPER	LOC119549234|XP_037713058.1|DSUP
OG0001074	LOC6590379|XP_002015481.1|DPER	LOC119549333|XP_037713241.1|DSUP
OG0001075	LOC6601212|XP_026848096.1|DPER	LOC119555054|XP_037722176.1|DSUP
OG0001077	LOC6592151|XP_002016807.1|DPER	LOC119561876|XP_037731279.1|DSUP
OG0001078	LOC6601724|XP_026847007.1|DPER	LOC119556798|XP_037725164.1|DSUP
OG0001079	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER	LOC119554807|XP_037721786.1|DSUP
OG0001080	LOC6601038|XP_026849752.1|DPER	LOC119555342|XP_037722606.1|DSUP
OG0001081	LOC113565172|XP_026842217.1|DPER	LOC119561093|XP_037730914.1|DSUP
OG0001082	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER	LOC119549994|XP_037714332.1|DSUP
OG0001083	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER	LOC119556924|XP_037725338.1|DSUP, LOC119552780|XP_037718525.1|DSUP
OG0001084	LOC6590304|XP_026840668.1|DPER	LOC119551413|XP_037716680.1|DSUP
OG0001085	LOC6602130|XP_002027102.1|DPER	LOC119562453|XP_037731568.1|DSUP
OG0001086	LOC6590020|XP_002016574.1|DPER	LOC119550273|XP_037714780.1|DSUP
OG0001087	LOC6589737|XP_002015141.1|DPER	LOC119547288|XP_037710001.1|DSUP, LOC119546319|XP_037708445.1|DSUP
OG0001088	LOC6600581|XP_026847597.1|DPER	LOC119553071|XP_037719125.1|DSUP
OG0001089	LOC6599787|XP_026847285.1|DPER	LOC119555712|XP_037723318.1|DSUP, LOC119555713|XP_037723322.1|DSUP, LOC119555714|XP_037723324.1|DSUP, LOC119553088|XP_037719168.1|DSUP, LOC119553089|XP_037719170.1|DSUP
OG0001090	LOC6595874|XP_026845576.1|DPER	LOC119553264|XP_037719481.1|DSUP
OG0001092	LOC6593748|XP_002018852.1|DPER	LOC119548458|XP_037711653.1|DSUP
OG0001093	LOC6598113|XP_002023269.1|DPER	LOC119548450|XP_037711640.1|DSUP
OG0001094	LOC6598086|XP_026843510.1|DPER	LOC119546686|XP_037709090.1|DSUP
OG0001095	LOC6602657|XP_002027676.2|DPER	LOC119550387|XP_037714966.1|DSUP
OG0001096	LOC6595704|XP_026844660.1|DPER	LOC119557461|XP_037726154.1|DSUP, LOC119546004|XP_037707933.1|DSUP
OG0001097	LOC113565686|XP_026844277.1|DPER	LOC119562554|XP_037731687.1|DSUP, LOC119562216|XP_037731346.1|DSUP
OG0001098	LOC6602802|XP_026847858.1|DPER	LOC119553616|XP_037720009.1|DSUP
OG0001099	LOC6602991|XP_002028018.1|DPER	LOC119554645|XP_037721573.1|DSUP
OG0001100	LOC6594666|XP_026841605.1|DPER	LOC119562334|XP_037731425.1|DSUP
OG0001101	LOC6589976|XP_026840594.1|DPER	LOC119552181|XP_037717954.1|DSUP
OG0001102	LOC6601953|XP_026849623.1|DPER	LOC119554024|XP_037720668.1|DSUP
OG0001103	LOC6598605|XP_002023850.1|DPER	LOC119555175|XP_037722356.1|DSUP
OG0001104	LOC6591285|XP_026841023.1|DPER	LOC119550030|XP_037714385.1|DSUP
OG0001106	LOC6602541|XP_026846779.1|DPER	LOC119547349|XP_037710130.1|DSUP
OG0001108	LOC6592125|XP_002016832.1|DPER	LOC119563469|XP_037732809.1|DSUP
OG0001108	LOC6592113|XP_002016839.1|DPER	LOC119556971|XP_037725413.1|DSUP
OG0001109	LOC6590226|XP_002016075.2|DPER	LOC119550305|XP_037714832.1|DSUP
OG0001109	LOC6590227|XP_026842893.1|DPER	LOC119550302|XP_037714830.1|DSUP
OG0001110	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER	LOC119557207|XP_037725791.1|DSUP
OG0001111	LOC6589997|XP_002016047.1|DPER	LOC119549681|XP_037713818.1|DSUP, LOC119549693|XP_037713844.1|DSUP, LOC119550702|XP_037715505.1|DSUP
OG0001112	LOC6590441|XP_002015868.1|DPER	LOC119550545|XP_037715203.1|DSUP
OG0001113	LOC6602451|XP_002027464.1|DPER	LOC119547813|XP_037710763.1|DSUP
OG0001113	LOC6602449|XP_002027462.1|DPER	LOC119547815|XP_037710765.1|DSUP
OG0001114	LOC6596588|XP_002021675.1|DPER	LOC119546265|XP_037708366.1|DSUP, LOC119546264|XP_037708365.1|DSUP
OG0001115	LOC6588890|XP_002014678.2|DPER	LOC119546832|XP_037709352.1|DSUP, LOC119548775|XP_037712248.1|DSUP, LOC119546831|XP_037709351.1|DSUP
OG0001116	LOC6591127|XP_026842706.1|DPER	LOC119549670|XP_037713803.1|DSUP
OG0001116	LOC6591128|XP_002016488.1|DPER	LOC119549668|XP_037713799.1|DSUP
OG0001117	LOC6598915|XP_002024102.2|DPER, LOC6598896|XP_026847934.1|DPER	LOC119553844|XP_037720417.1|DSUP, LOC119554247|XP_037721012.1|DSUP
OG0001118	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER	LOC119557973|XP_037726968.1|DSUP
OG0001119	LOC6594399|XP_002019345.1|DPER	LOC119562596|XP_037731746.1|DSUP
OG0001120	LOC6598804|XP_026851183.1|DPER	LOC119563183|XP_037732383.1|DSUP
OG0001122	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER	LOC119554914|XP_037721945.1|DSUP
OG0001124	LOC6588595|XP_026850803.1|DPER	LOC119545845|XP_037707739.1|DSUP
OG0001125	LOC6587936|XP_002013333.1|DPER	LOC119563244|XP_037732481.1|DSUP
OG0001126	LOC6600320|XP_026849097.1|DPER	LOC119555572|XP_037722953.1|DSUP
OG0001127	LOC6596010|XP_002020999.1|DPER	LOC119555374|XP_037722645.1|DSUP
OG0001128	LOC6590181|XP_002016334.2|DPER	LOC119551736|XP_037717165.1|DSUP
OG0001129	LOC6588784|XP_026843915.1|DPER	LOC119561763|XP_037731168.1|DSUP, LOC119561749|XP_037731156.1|DSUP, LOC119561750|XP_037731157.1|DSUP, LOC119561754|XP_037731162.1|DSUP, LOC119561752|XP_037731160.1|DSUP, LOC119561751|XP_037731159.1|DSUP, LOC119561753|XP_037731161.1|DSUP, LOC119561755|XP_037731163.1|DSUP, LOC119561742|XP_037731152.1|DSUP, LOC119561757|XP_037731165.1|DSUP, LOC119561756|XP_037731164.1|DSUP, LOC119561766|XP_037731174.1|DSUP
OG0001130	LOC6589276|XP_002014454.1|DPER	LOC119548086|XP_037711100.1|DSUP
OG0001131	LOC6601989|XP_026846838.1|DPER	LOC119563240|XP_037732477.1|DSUP
OG0001133	LOC6596614|XP_026843742.1|DPER	LOC119548843|XP_037712389.1|DSUP
OG0001134	LOC6590624|XP_026841099.1|DPER	LOC119550736|XP_037715579.1|DSUP
OG0001135	LOC6588013|XP_002013605.1|DPER	LOC119560746|XP_037730291.1|DSUP
OG0001136	LOC6592073|XP_002017522.1|DPER	LOC119559875|XP_037728937.1|DSUP
OG0001137	LOC6588247|XP_002013400.1|DPER	LOC119560670|XP_037730171.1|DSUP
OG0001138	LOC6601036|XP_026849753.1|DPER	LOC119555343|XP_037722607.1|DSUP
OG0001139	LOC6602846|XP_002027875.1|DPER	LOC119553410|XP_037719712.1|DSUP
OG0001140	LOC6594883|XP_026843503.1|DPER	LOC119560806|XP_037730371.1|DSUP
OG0001141	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER	LOC119557555|XP_037726269.1|DSUP, LOC119563522|XP_037732918.1|DSUP
OG0001142	LOC6598694|XP_002023948.1|DPER	LOC119545757|XP_037707532.1|DSUP
OG0001142	LOC6598693|XP_026851074.1|DPER	LOC119545758|XP_037707533.1|DSUP
OG0001143	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER	LOC119548607|XP_037711893.1|DSUP
OG0001144	LOC6601600|XP_002026621.1|DPER	LOC119549429|XP_037713441.1|DSUP
OG0001145	LOC6593095|XP_002017726.1|DPER	LOC119549885|XP_037714118.1|DSUP
OG0001146	LOC6593715|XP_002018894.2|DPER	LOC119547059|XP_037709668.1|DSUP
OG0001146	LOC6599979|XP_002025168.1|DPER	LOC119556802|XP_037725168.1|DSUP
OG0001147	LOC6600968|XP_002026006.1|DPER	LOC119553125|XP_037719242.1|DSUP, LOC119553790|XP_037720328.1|DSUP, LOC119554000|XP_037720635.1|DSUP, LOC119553725|XP_037720239.1|DSUP
OG0001148	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER	LOC119547254|XP_037709962.1|DSUP, LOC119547253|XP_037709961.1|DSUP, LOC119547252|XP_037709960.1|DSUP
OG0001149	LOC6597168|XP_002022346.1|DPER	LOC119553152|XP_037719300.1|DSUP
OG0001150	LOC6590946|XP_026841666.1|DPER	LOC119550740|XP_037715584.1|DSUP, LOC119550817|XP_037715686.1|DSUP, LOC119551366|XP_037716616.1|DSUP, LOC119550310|XP_037714839.1|DSUP, LOC119551365|XP_037716614.1|DSUP, LOC119550344|XP_037714892.1|DSUP, LOC119551367|XP_037716617.1|DSUP, LOC119551368|XP_037716618.1|DSUP, LOC119549706|XP_037713861.1|DSUP, LOC119549703|XP_037713857.1|DSUP, LOC119550886|XP_037715803.1|DSUP
OG0001151	LOC6594445|XP_002019910.1|DPER	LOC119560238|XP_037729529.1|DSUP, LOC119560068|XP_037729303.1|DSUP, LOC119560962|XP_037730641.1|DSUP
OG0001152	LOC6587711|XP_002013288.2|DPER	LOC119560963|XP_037730642.1|DSUP, LOC119550339|XP_037714887.1|DSUP, LOC119558551|XP_037727948.1|DSUP, LOC119560580|XP_037730031.1|DSUP
OG0001153	LOC6590367|XP_026840936.1|DPER	LOC119549851|XP_037714075.1|DSUP
OG0001154	LOC6589018|XP_026844895.1|DPER	LOC119547578|XP_037710409.1|DSUP
OG0001155	LOC6599267|XP_026848269.1|DPER	LOC119557049|XP_037725523.1|DSUP
OG0001157	LOC6588527|XP_026850640.1|DPER	LOC119563437|XP_037732751.1|DSUP
OG0001158	LOC6593710|XP_002018634.2|DPER	LOC119547969|XP_037710948.1|DSUP
OG0001159	LOC6594979|XP_026841100.1|DPER	LOC119545752|XP_037707514.1|DSUP
OG0001160	LOC6587327|XP_002014020.1|DPER	LOC119559966|XP_037729130.1|DSUP
OG0001161	LOC6588637|XP_026851202.1|DPER	LOC119560895|XP_037730516.1|DSUP
OG0001162	LOC6592142|XP_002017278.1|DPER	LOC119556777|XP_037725137.1|DSUP
OG0001163	LOC6588545|XP_026843729.1|DPER	LOC119560077|XP_037729313.1|DSUP
OG0001164	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER	LOC119560239|XP_037729530.1|DSUP
OG0001165	LOC6593163|XP_002018177.1|DPER	LOC119550326|XP_037714860.1|DSUP, LOC119550795|XP_037715655.1|DSUP, LOC119550794|XP_037715654.1|DSUP
OG0001166	LOC6601181|XP_026848214.1|DPER	LOC119554215|XP_037720948.1|DSUP
OG0001167	LOC6590526|XP_002016455.2|DPER	LOC119550509|XP_037715142.1|DSUP
OG0001168	LOC6593148|XP_002018525.1|DPER	LOC119550591|XP_037715323.1|DSUP
OG0001169	LOC6598450|XP_002023577.1|DPER	LOC119556874|XP_037725278.1|DSUP
OG0001170	LOC6588034|XP_002014103.2|DPER	LOC119556867|XP_037725272.1|DSUP
OG0001171	LOC6602498|XP_026848757.1|DPER	LOC119555163|XP_037722319.1|DSUP
OG0001172	LOC6590757|XP_002016149.1|DPER, LOC6590759|XP_002016151.1|DPER	LOC119551048|XP_037716092.1|DSUP
OG0001173	LOC6588636|XP_002013183.1|DPER	LOC119547643|XP_037710514.1|DSUP
OG0001174	LOC6599464|XP_002024613.2|DPER	LOC119552970|XP_037718909.1|DSUP
OG0001175	LOC6592666|XP_002018390.1|DPER	LOC119551880|XP_037717403.1|DSUP
OG0001176	LOC6594907|XP_002020507.1|DPER, LOC6600881|XP_026842637.1|DPER	LOC119550673|XP_037715460.1|DSUP
OG0001177	LOC6589351|XP_026844960.1|DPER	LOC119546160|XP_037708198.1|DSUP
OG0001178	LOC6593081|XP_002017894.2|DPER	LOC119551163|XP_037716289.1|DSUP
OG0001179	LOC6590510|XP_026841353.1|DPER	LOC119552002|XP_037717653.1|DSUP
OG0001180	LOC6602021|XP_002027032.1|DPER	LOC119556218|XP_037724178.1|DSUP
OG0001181	LOC6596938|XP_026845636.1|DPER	LOC119555661|XP_037723172.1|DSUP
OG0001182	LOC6595106|XP_026840159.1|DPER	LOC119559020|XP_037728080.1|DSUP
OG0001183	LOC6594123|XP_026847707.1|DPER	LOC119559053|XP_037728117.1|DSUP
OG0001184	LOC6594087|XP_026850354.1|DPER	LOC119557015|XP_037725480.1|DSUP
OG0001185	LOC6594459|XP_026850304.1|DPER	LOC119546121|XP_037708146.1|DSUP
OG0001186	LOC6594162|XP_026850760.1|DPER	LOC119560046|XP_037729280.1|DSUP
OG0001187	LOC6591203|XP_026841640.1|DPER	LOC119549027|XP_037712638.1|DSUP
OG0001188	LOC6590799|XP_026840771.1|DPER	LOC119550216|XP_037714705.1|DSUP
OG0001189	LOC6600978|XP_002025874.1|DPER	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP
OG0001190	LOC113566589|XP_026848680.1|DPER	LOC119558911|XP_037728035.1|DSUP
OG0001191	LOC6593467|XP_026843850.1|DPER	LOC119548442|XP_037711629.1|DSUP
OG0001192	LOC6593970|XP_002018955.1|DPER	LOC119546145|XP_037708181.1|DSUP
OG0001192	LOC6593634|XP_026843545.1|DPER	LOC119546142|XP_037708180.1|DSUP
OG0001193	LOC6587656|XP_002013700.1|DPER	LOC119563355|XP_037732633.1|DSUP
OG0001194	LOC6598143|XP_026846234.1|DPER	LOC119557092|XP_037725579.1|DSUP
OG0001195	LOC6591073|XP_002015711.1|DPER	LOC119550056|XP_037714443.1|DSUP
OG0001196	LOC6598578|XP_002023641.2|DPER	LOC119560606|XP_037730065.1|DSUP, LOC119556736|XP_037725070.1|DSUP
OG0001197	LOC6591498|XP_002016882.2|DPER, LOC6587174|XP_002013062.1|DPER	LOC119555480|XP_037722818.1|DSUP, LOC119547311|XP_037710040.1|DSUP
OG0001198	LOC6587882|XP_026842681.1|DPER, LOC6602405|XP_002027410.2|DPER	LOC119559881|XP_037728945.1|DSUP, LOC119560313|XP_037729617.1|DSUP, LOC119559880|XP_037728944.1|DSUP
OG0001199	LOC6594375|XP_002019343.1|DPER, LOC6603613|XP_002028587.1|DPER, LOC6602665|XP_002027705.2|DPER	LOC119548422|XP_037711589.1|DSUP
OG0001200	LOC6591858|XP_002016792.2|DPER	LOC119546344|XP_037708482.1|DSUP
OG0001201	LOC6594043|XP_002019650.1|DPER	LOC119550092|XP_037714503.1|DSUP
OG0001202	LOC6597838|XP_026846515.1|DPER	LOC119556539|XP_037724751.1|DSUP
OG0001203	LOC6603490|XP_002028472.1|DPER	LOC119545759|XP_037707576.1|DSUP
OG0001204	LOC6598020|XP_002023212.2|DPER	LOC119546870|XP_037709404.1|DSUP
OG0001205	LOC6592049|XP_026851188.1|DPER	LOC119560988|XP_037730694.1|DSUP
OG0001206	LOC6588035|XP_026840035.1|DPER	LOC119563474|XP_037732813.1|DSUP
OG0001207	LOC6588087|XP_002012832.1|DPER, LOC113566278|XP_026847043.1|DPER, LOC6597721|XP_026847063.1|DPER	LOC119555914|XP_037723535.1|DSUP
OG0001208	LOC6597907|XP_026847000.1|DPER	LOC119557619|XP_037726366.1|DSUP
OG0001209	LOC6587357|XP_002013858.1|DPER	LOC119552935|XP_037718817.1|DSUP
OG0001210	LOC6598194|XP_026846241.1|DPER	LOC119557774|XP_037726600.1|DSUP
OG0001211	LOC6598793|XP_026843538.1|DPER	LOC119560215|XP_037729502.1|DSUP
OG0001212	LOC6598439|XP_026848644.1|DPER	LOC119558023|XP_037727078.1|DSUP
OG0001213	LOC6600758|XP_026848631.1|DPER	LOC119563120|XP_037732293.1|DSUP
OG0001214	LOC6600818|XP_002025885.1|DPER, LOC113566336|XP_026847380.1|DPER, LOC6599803|XP_002024973.2|DPER	LOC119551352|XP_037716604.1|DSUP
OG0001215	LOC6587433|XP_026848669.1|DPER	LOC119560409|XP_037729770.1|DSUP
OG0001216	LOC6587971|XP_026843110.1|DPER	LOC119545805|XP_037707617.1|DSUP
OG0001217	LOC6593892|XP_002019071.1|DPER	LOC119562328|XP_037731414.1|DSUP
OG0001218	LOC6603754|XP_026849088.1|DPER, LOC6587982|XP_002014104.2|DPER	LOC119554891|XP_037721918.1|DSUP
OG0001220	LOC6591213|XP_026841245.1|DPER	LOC119549950|XP_037714262.1|DSUP
OG0001221	LOC6592481|XP_026842712.1|DPER	LOC119550158|XP_037714599.1|DSUP
OG0001222	LOC6587179|XP_002013643.1|DPER	LOC119562932|XP_037732012.1|DSUP
OG0001223	LOC6590164|XP_002015389.2|DPER	LOC119559609|XP_037728561.1|DSUP
OG0001224	LOC6601586|XP_002026607.1|DPER	LOC119551707|XP_037717107.1|DSUP
OG0001225	LOC6602060|XP_026840845.1|DPER	LOC119549056|XP_037712682.1|DSUP
OG0001226	LOC6592826|XP_002017755.1|DPER	LOC119550442|XP_037715045.1|DSUP
OG0001229	LOC6603316|XP_026841426.1|DPER	LOC119559702|XP_037728690.1|DSUP, LOC119562379|XP_037731468.1|DSUP
OG0001230	LOC6590100|XP_002015985.1|DPER	LOC119549514|XP_037713553.1|DSUP
OG0001231	LOC6597925|XP_026843245.1|DPER	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP
OG0001232	LOC6589561|XP_002015270.1|DPER	LOC119546722|XP_037709139.1|DSUP
OG0001233	LOC6589891|XP_002014628.1|DPER	LOC119547015|XP_037709612.1|DSUP
OG0001234	LOC6600900|XP_002025964.1|DPER	LOC119550863|XP_037715770.1|DSUP
OG0001235	LOC6588980|XP_026844327.1|DPER	LOC119547903|XP_037710869.1|DSUP
OG0001236	LOC6595980|XP_026845457.1|DPER	LOC119553005|XP_037718956.1|DSUP
OG0001237	LOC6594523|XP_002019465.2|DPER	LOC119561033|XP_037730788.1|DSUP
OG0001238	LOC6591680|XP_002016895.1|DPER	LOC119546860|XP_037709393.1|DSUP
OG0001239	LOC6588311|XP_026840325.1|DPER	LOC119559989|XP_037729175.1|DSUP
OG0001240	LOC6591499|XP_002016883.1|DPER	LOC119563461|XP_037732798.1|DSUP
OG0001241	LOC6590221|XP_002016534.1|DPER	LOC119549832|XP_037714039.1|DSUP
OG0001242	LOC6599926|XP_002025054.1|DPER	LOC119556422|XP_037724566.1|DSUP
OG0001243	LOC6597383|XP_026846461.1|DPER, LOC6595076|XP_002020340.2|DPER, LOC6602358|XP_026848594.1|DPER	LOC119553073|XP_037719130.1|DSUP
OG0001244	LOC6599450|XP_026847183.1|DPER, LOC6588658|XP_026841821.1|DPER	LOC119562918|XP_037731994.1|DSUP
OG0001245	LOC6587672|XP_026851034.1|DPER	LOC119558556|XP_037727949.1|DSUP
OG0001246	LOC6590383|XP_002015649.1|DPER	LOC119549519|XP_037713560.1|DSUP
OG0001247	LOC113565131|XP_026841783.1|DPER	LOC119562619|XP_037731772.1|DSUP
OG0001248	LOC6600583|XP_026847593.1|DPER	LOC119553839|XP_037720407.1|DSUP
OG0001249	LOC6600379|XP_026848369.1|DPER	LOC119557215|XP_037725801.1|DSUP
OG0001251	LOC6594354|XP_002019533.1|DPER	LOC119559787|XP_037728796.1|DSUP
OG0001252	LOC6587596|XP_002013543.1|DPER	LOC119556560|XP_037724786.1|DSUP, LOC119545761|XP_037707534.1|DSUP, LOC119556553|XP_037724774.1|DSUP
OG0001253	LOC6591287|XP_002015803.2|DPER	LOC119550120|XP_037714531.1|DSUP
OG0001254	LOC6593265|XP_002017916.2|DPER	LOC119551947|XP_037717565.1|DSUP
OG0001254	LOC113565036|XP_026840826.1|DPER	LOC119549730|XP_037713899.1|DSUP
OG0001255	LOC6602601|XP_002027600.1|DPER, LOC6596891|XP_026845893.1|DPER, LOC6590652|XP_026840623.1|DPER, LOC113565081|XP_026841397.1|DPER, LOC6596790|XP_002021906.1|DPER	LOC119549301|XP_037713188.1|DSUP
OG0001256	LOC6596208|XP_002021276.1|DPER	LOC119554306|XP_037721095.1|DSUP
OG0001256	LOC6592288|XP_002018407.2|DPER	LOC119551954|XP_037717577.1|DSUP
OG0001257	LOC6603482|XP_026846876.1|DPER	LOC119546202|XP_037708383.1|DSUP
OG0001258	LOC6588266|XP_002013396.1|DPER	LOC119560373|XP_037729707.1|DSUP
OG0001259	LOC113566183|XP_026846404.1|DPER, LOC6597439|XP_002022481.2|DPER, LOC6597389|XP_002022483.2|DPER	LOC119557181|XP_037725723.1|DSUP
OG0001260	LOC6598740|XP_026851087.1|DPER	LOC119560515|XP_037729918.1|DSUP
OG0001261	LOC6597895|XP_026846981.1|DPER	LOC119556009|XP_037723704.1|DSUP
OG0001262	LOC6598978|XP_026847773.1|DPER	LOC119552656|XP_037718288.1|DSUP
OG0001263	LOC6595286|XP_002020352.2|DPER	LOC119562902|XP_037731956.1|DSUP
OG0001264	LOC6588996|XP_026844088.1|DPER	LOC119547259|XP_037709966.1|DSUP
OG0001265	LOC6600029|XP_026849239.1|DPER	LOC119556657|XP_037724927.1|DSUP
OG0001266	LOC6592385|XP_026841792.1|DPER	LOC119551094|XP_037716201.1|DSUP
OG0001267	LOC113567334|XP_026850591.1|DPER	LOC119560443|XP_037729815.1|DSUP
OG0001268	LOC6588279|XP_002013836.1|DPER	LOC119552175|XP_037717938.1|DSUP
OG0001269	LOC6600917|XP_002026045.1|DPER	LOC119549170|XP_037712897.1|DSUP
OG0001270	LOC6592058|XP_026840176.1|DPER	LOC119560691|XP_037730197.1|DSUP
OG0001271	LOC6590150|XP_002016317.1|DPER	LOC119550516|XP_037715153.1|DSUP
OG0001272	LOC6595831|XP_026845264.1|DPER	LOC119553294|XP_037719537.1|DSUP
OG0001273	LOC6587540|XP_002013081.1|DPER	LOC119559845|XP_037728877.1|DSUP
OG0001274	LOC6602291|XP_002027350.1|DPER	LOC119553327|XP_037719586.1|DSUP
OG0001275	LOC6598195|XP_026846340.1|DPER	LOC119556566|XP_037724790.1|DSUP
OG0001276	LOC6591479|XP_002017470.1|DPER, LOC6600987|XP_002026173.1|DPER, LOC6595621|XP_002020695.1|DPER	LOC119553759|XP_037720292.1|DSUP, LOC119554393|XP_037721202.1|DSUP
OG0001277	LOC113566398|XP_026847605.1|DPER	LOC119553677|XP_037720149.1|DSUP
OG0001278	LOC6601935|XP_026848743.1|DPER	LOC119555287|XP_037722524.1|DSUP
OG0001279	LOC6599635|XP_002024745.1|DPER	LOC119554312|XP_037721100.1|DSUP
OG0001280	LOC6601129|XP_002026056.1|DPER	LOC119555277|XP_037722509.1|DSUP
OG0001281	LOC6595858|XP_002021403.1|DPER	LOC119553741|XP_037720266.1|DSUP
OG0001282	LOC6596284|XP_002021806.1|DPER	LOC119546363|XP_037708520.1|DSUP
OG0001283	LOC6593121|XP_002017620.2|DPER	LOC119552056|XP_037717743.1|DSUP
OG0001284	LOC6603120|XP_026843678.1|DPER	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP
OG0001285	LOC6600545|XP_026847551.1|DPER	LOC119554067|XP_037720737.1|DSUP
OG0001286	LOC6589109|XP_002015228.1|DPER	LOC119547974|XP_037710953.1|DSUP
OG0001287	LOC6594096|XP_002019688.1|DPER	LOC119563345|XP_037732620.1|DSUP
OG0001288	LOC6595699|XP_026844637.1|DPER	LOC119547333|XP_037710071.1|DSUP
OG0001289	LOC6593414|XP_002018593.1|DPER	LOC119547687|XP_037710579.1|DSUP
OG0001290	LOC6589136|XP_026844308.1|DPER	LOC119548883|XP_037712443.1|DSUP
OG0001291	LOC6589960|XP_002015635.1|DPER	LOC119549961|XP_037714280.1|DSUP
OG0001292	LOC6601597|XP_026842474.1|DPER	LOC119549082|XP_037712724.1|DSUP
OG0001293	LOC6597403|XP_002022495.1|DPER, LOC6597401|XP_002022493.1|DPER	LOC119557253|XP_037725865.1|DSUP
OG0001294	LOC6591950|XP_002017494.1|DPER	LOC119563394|XP_037732680.1|DSUP
