Orthogroup	DPER.longest_only	BTRY.longest_only
OG0000314	LOC6596455|XP_026843349.1|DPER	LOC120768914|XP_039951615.1|BTRY
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC120767408|XP_039949384.1|BTRY
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC120771614|XP_039955637.1|BTRY
OG0000317	LOC113564908|XP_026840040.1|DPER, LOC6595220|XP_002020193.2|DPER, LOC113567458|XP_026851211.1|DPER, LOC6594886|XP_002020005.1|DPER, LOC113567361|XP_026850715.1|DPER, LOC113567360|XP_026850713.1|DPER, LOC113567359|XP_026850712.1|DPER	LOC120767316|XP_039949186.1|BTRY
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC120780262|XP_039968454.1|BTRY
OG0000320	LOC6595614|XP_002020933.2|DPER, LOC6588480|XP_002013594.1|DPER	LOC120775663|XP_039961866.1|BTRY
OG0000321	LOC6595497|XP_002020602.2|DPER, LOC6595496|XP_002020601.1|DPER	LOC120767653|XP_039949760.1|BTRY
OG0000322	LOC6596739|XP_026845859.1|DPER, LOC6599982|XP_026849118.1|DPER	LOC120773648|XP_039958591.1|BTRY
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC120781479|XP_039969632.1|BTRY
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC120768274|XP_039950811.1|BTRY
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC120772196|XP_039956595.1|BTRY
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC120780635|XP_039968827.1|BTRY, LOC120780634|XP_039968826.1|BTRY
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC120779055|XP_039967124.1|BTRY
OG0000327	LOC6602051|XP_026841578.1|DPER, LOC6602052|XP_002027183.2|DPER, LOC6602053|XP_002027184.2|DPER	LOC120772284|XP_039956728.1|BTRY, LOC120772454|XP_039957011.1|BTRY, LOC120771900|XP_039956109.1|BTRY
OG0000328	LOC6601297|XP_026841454.1|DPER, LOC6601370|XP_026850196.1|DPER, LOC6601371|XP_002026541.2|DPER	LOC120777056|XP_039964104.1|BTRY
OG0000331	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER, LOC6602232|XP_002027262.1|DPER	LOC120769238|XP_039952071.1|BTRY
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC120766326|XP_039947684.1|BTRY
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC120774351|XP_039959870.1|BTRY, LOC120774932|XP_039960743.1|BTRY
OG0000333	LOC6600264|XP_026849067.1|DPER, LOC6600265|XP_026849064.1|DPER	LOC120776546|XP_039963228.1|BTRY, LOC120776544|XP_039963218.1|BTRY, LOC120776542|XP_039963214.1|BTRY
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC120776547|XP_039963229.1|BTRY
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC120774998|XP_039960854.1|BTRY
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC120771849|XP_039956026.1|BTRY, LOC120772789|XP_039957505.1|BTRY
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC120767480|XP_039949505.1|BTRY
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC120767479|XP_039949503.1|BTRY
OG0000336	LOC6594154|XP_002019393.1|DPER, LOC6591907|XP_002017054.1|DPER, LOC6591906|XP_026840252.1|DPER	LOC120769770|XP_039952889.1|BTRY
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER, LOC6597103|XP_002022292.2|DPER, LOC6601420|XP_002026489.2|DPER	LOC120766375|XP_039947742.1|BTRY
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC120777234|XP_039964352.1|BTRY
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC120770461|XP_039953889.1|BTRY
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC120778134|XP_039965792.1|BTRY
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC120771806|XP_039955946.1|BTRY
OG0000342	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER, LOC6601305|XP_002026343.1|DPER	LOC120774021|XP_039959243.1|BTRY
OG0000343	LOC6594918|XP_002020126.1|DPER	LOC120778308|XP_039966037.1|BTRY
OG0000344	LOC6592811|XP_002017608.1|DPER	LOC120771051|XP_039954788.1|BTRY
OG0000344	LOC6594966|XP_026840279.1|DPER	LOC120766693|XP_039948277.1|BTRY
OG0000345	LOC6590467|XP_002016653.2|DPER	LOC120773088|XP_039957990.1|BTRY
OG0000345	LOC6593251|XP_026842808.1|DPER	LOC120770320|XP_039953635.1|BTRY
OG0000346	LOC6591200|XP_026841572.1|DPER	LOC120771778|XP_039955902.1|BTRY
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC120777530|XP_039964847.1|BTRY
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC120767435|XP_039949430.1|BTRY
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC120769393|XP_039952297.1|BTRY
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC120767574|XP_039949645.1|BTRY
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC120768895|XP_039951582.1|BTRY
OG0000350	LOC113566002|XP_026845417.1|DPER, LOC6596009|XP_026845418.1|DPER	LOC120776422|XP_039963001.1|BTRY
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC120776439|XP_039963028.1|BTRY
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC120771786|XP_039955914.1|BTRY
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC120770740|XP_039954263.1|BTRY
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC120776473|XP_039963083.1|BTRY
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC120781466|XP_039969623.1|BTRY
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC120767660|XP_039949767.1|BTRY
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC120771205|XP_039955041.1|BTRY
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC120770439|XP_039953843.1|BTRY
OG0000356	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER, LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC120777551|XP_039964877.1|BTRY
OG0000359	LOC6597006|XP_026845432.1|DPER, LOC6597003|XP_002022166.2|DPER	LOC120778373|XP_039966093.1|BTRY
OG0000361	LOC6597922|XP_026843362.1|DPER, LOC6602253|XP_002027283.2|DPER	LOC120768611|XP_039951311.1|BTRY
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC120779094|XP_039967196.1|BTRY
OG0000362	LOC6596172|XP_002021149.1|DPER	LOC120778669|XP_039966535.1|BTRY
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC120775658|XP_039961859.1|BTRY
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC120779091|XP_039967181.1|BTRY
OG0000364	LOC6601226|XP_026849031.1|DPER	LOC120778786|XP_039966707.1|BTRY
OG0000364	LOC6601133|XP_026848981.1|DPER	LOC120778787|XP_039966716.1|BTRY
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC120772169|XP_039956543.1|BTRY
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC120768322|XP_039950894.1|BTRY
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC120774263|XP_039959665.1|BTRY
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC120780807|XP_039968989.1|BTRY
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC120768508|XP_039951168.1|BTRY
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC120770824|XP_039954338.1|BTRY
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC120777794|XP_039965259.1|BTRY
OG0000370	LOC6601510|XP_002026572.2|DPER, LOC113566874|XP_026849839.1|DPER, LOC6590120|XP_002016033.1|DPER	LOC120774286|XP_039959713.1|BTRY
OG0000376	LOC6600427|XP_002025532.1|DPER, LOC6600426|XP_002025531.1|DPER, LOC6601997|XP_002027050.1|DPER, LOC6588342|XP_002013829.1|DPER, LOC6604607|XP_026845179.1|DPER, LOC6595362|XP_002020835.2|DPER	LOC120775818|XP_039962106.1|BTRY
OG0000377	LOC6598134|XP_026846188.1|DPER, LOC6588240|XP_002012912.1|DPER	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC120776151|XP_039962629.1|BTRY
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC120769436|XP_039952351.1|BTRY
OG0000379	LOC6590850|XP_002016363.1|DPER, LOC6590849|XP_002016362.1|DPER, LOC6590975|XP_026842550.1|DPER	LOC120772092|XP_039956430.1|BTRY
OG0000380	LOC6592651|XP_002017987.2|DPER	LOC120777433|XP_039964674.1|BTRY
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC120777435|XP_039964675.1|BTRY
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC120767468|XP_039949490.1|BTRY
OG0000382	LOC6603420|XP_026848060.1|DPER, LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER	LOC120775122|XP_039961078.1|BTRY
OG0000383	LOC6589434|XP_002014861.1|DPER	LOC120767904|XP_039950185.1|BTRY
OG0000383	LOC6589241|XP_002014733.2|DPER	LOC120767902|XP_039950182.1|BTRY
OG0000384	LOC6590782|XP_026841671.1|DPER	LOC120772420|XP_039956966.1|BTRY
OG0000384	LOC6590781|XP_002016099.1|DPER	LOC120770607|XP_039954144.1|BTRY
OG0000385	LOC6599915|XP_026849218.1|DPER	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY
OG0000385	LOC6599914|XP_026849179.1|DPER	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY
OG0000386	LOC6595157|XP_002020284.1|DPER	LOC120781604|XP_039969777.1|BTRY
OG0000389	LOC113564888|XP_026839928.1|DPER	LOC120781746|XP_039969909.1|BTRY
OG0000389	LOC6602733|XP_026849512.1|DPER	LOC120771680|XP_039955737.1|BTRY
OG0000390	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER	LOC120771071|XP_039954817.1|BTRY
OG0000391	LOC6590335|XP_002016292.2|DPER	LOC120771069|XP_039954812.1|BTRY
OG0000391	LOC6590075|XP_026841586.1|DPER	LOC120771124|XP_039954907.1|BTRY
OG0000392	LOC6593952|XP_002018638.2|DPER	LOC120769281|XP_039952131.1|BTRY
OG0000392	LOC6593957|XP_002018642.1|DPER	LOC120769186|XP_039952008.1|BTRY
OG0000393	LOC6595648|XP_026843938.1|DPER	LOC120767748|XP_039949897.1|BTRY
OG0000393	LOC6595736|XP_026843946.1|DPER	LOC120768428|XP_039951042.1|BTRY
OG0000394	LOC6598286|XP_002023309.2|DPER	LOC120773359|XP_039958117.1|BTRY
OG0000394	LOC6598285|XP_002023308.1|DPER	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY
OG0000395	LOC6604424|XP_026845302.1|DPER, LOC6596012|XP_002021001.2|DPER	LOC120778433|XP_039966149.1|BTRY
OG0000396	LOC6589171|XP_002014620.1|DPER	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY
OG0000397	LOC6593273|XP_026842507.1|DPER, LOC113565209|XP_026842506.1|DPER, LOC6593274|XP_002018192.1|DPER	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY
OG0000399	LOC6598680|XP_002023767.1|DPER	LOC120766843|XP_039948489.1|BTRY
OG0000399	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER, LOC6587726|XP_002012788.1|DPER	LOC120766879|XP_039948547.1|BTRY
OG0000400	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER	LOC120774408|XP_039959967.1|BTRY
OG0000400	LOC6598510|XP_002023549.1|DPER	LOC120774940|XP_039960753.1|BTRY, LOC120774941|XP_039960754.1|BTRY, LOC120774766|XP_039960460.1|BTRY
OG0000401	LOC6594238|XP_026850323.1|DPER, LOC6601931|XP_002026973.2|DPER, LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER	LOC120774242|XP_039959636.1|BTRY
OG0000402	LOC6601708|XP_002026767.2|DPER	LOC120776166|XP_039962707.1|BTRY
OG0000403	LOC6588648|XP_002013216.2|DPER	LOC120767034|XP_039948814.1|BTRY
OG0000403	LOC6592429|XP_002018241.1|DPER	LOC120770420|XP_039953799.1|BTRY
OG0000404	LOC6595344|XP_002020555.1|DPER	LOC120782378|XP_039970554.1|BTRY
OG0000405	LOC6597595|XP_002022814.1|DPER	LOC120775347|XP_039961428.1|BTRY
OG0000406	LOC6603347|XP_002028344.1|DPER	LOC120779166|XP_039967326.1|BTRY
OG0000406	LOC6593055|XP_002018467.1|DPER	LOC120771109|XP_039954892.1|BTRY
OG0000407	LOC6603018|XP_002028039.1|DPER	LOC120776370|XP_039962883.1|BTRY
OG0000408	LOC6587636|XP_002013908.1|DPER, LOC6596341|XP_002021697.1|DPER	LOC120769044|XP_039951824.1|BTRY
OG0000409	LOC6590752|XP_002016144.1|DPER, LOC6592845|XP_026841811.1|DPER	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY
OG0000411	LOC6594564|XP_002019583.1|DPER	LOC120777280|XP_039964424.1|BTRY
OG0000411	LOC113565480|XP_026843422.1|DPER	LOC120769527|XP_039952500.1|BTRY
OG0000412	LOC6592346|XP_002018293.1|DPER	LOC120772605|XP_039957253.1|BTRY
OG0000412	LOC6601963|XP_002027013.2|DPER	LOC120777580|XP_039964926.1|BTRY
OG0000413	LOC6588112|XP_002014116.2|DPER	LOC120766222|XP_039947531.1|BTRY
OG0000413	LOC6591540|XP_002017184.1|DPER	LOC120766492|XP_039947978.1|BTRY
OG0000414	LOC113565090|XP_026841449.1|DPER, LOC6592908|XP_002018576.1|DPER	LOC120772664|XP_039957331.1|BTRY
OG0000415	LOC6592728|XP_002018095.1|DPER	LOC120770881|XP_039954453.1|BTRY
OG0000415	LOC6592730|XP_026841009.1|DPER	LOC120772785|XP_039957502.1|BTRY
OG0000416	LOC113566127|XP_026846117.1|DPER	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY
OG0000416	LOC6598584|XP_002023617.2|DPER	LOC120774132|XP_039959448.1|BTRY
OG0000417	LOC6594863|XP_026850980.1|DPER	LOC120766838|XP_039948483.1|BTRY
OG0000417	LOC6595330|XP_026850450.1|DPER	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY
OG0000418	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER	LOC120775998|XP_039962365.1|BTRY
OG0000418	LOC6601773|XP_002026808.1|DPER	LOC120775994|XP_039962360.1|BTRY
OG0000419	LOC6602137|XP_026841016.1|DPER	LOC120772990|XP_039957837.1|BTRY
OG0000421	LOC6593747|XP_026842929.1|DPER	LOC120768035|XP_039950462.1|BTRY
OG0000421	LOC6588909|XP_026844062.1|DPER	LOC120768668|XP_039951380.1|BTRY
OG0000422	LOC6594365|XP_026849933.1|DPER	LOC120780556|XP_039968747.1|BTRY
OG0000423	LOC6592331|XP_026842756.1|DPER	LOC120770394|XP_039953759.1|BTRY
OG0000423	LOC6592332|XP_002017852.1|DPER	LOC120770005|XP_039953031.1|BTRY
OG0000424	LOC6601542|XP_002026689.1|DPER	LOC120770993|XP_039954673.1|BTRY
OG0000424	LOC6601543|XP_002026690.1|DPER	LOC120770914|XP_039954538.1|BTRY
OG0000425	LOC6601583|XP_026842018.1|DPER	LOC120772681|XP_039957353.1|BTRY
OG0000425	LOC6592350|XP_026841763.1|DPER	LOC120770802|XP_039954315.1|BTRY
OG0000426	LOC6590824|XP_002016478.1|DPER	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY
OG0000428	LOC6597141|XP_002022299.1|DPER, LOC6597142|XP_026845532.1|DPER, LOC6597143|XP_002022301.1|DPER	LOC120772925|XP_039957759.1|BTRY
OG0000429	LOC6592819|XP_002017748.2|DPER	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY
OG0000429	LOC6592582|XP_002017747.1|DPER	LOC120771757|XP_039955873.1|BTRY, LOC120771336|XP_039955215.1|BTRY
OG0000430	LOC6595313|XP_002020440.2|DPER, LOC6594091|XP_002019797.1|DPER, LOC6594090|XP_002019796.1|DPER	LOC120774784|XP_039960496.1|BTRY
OG0000433	LOC6599288|XP_002024253.2|DPER	LOC120774862|XP_039960624.1|BTRY
OG0000433	LOC6602928|XP_002027979.1|DPER	LOC120778215|XP_039965906.1|BTRY
OG0000434	LOC6595189|XP_002020045.1|DPER	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY
OG0000434	LOC6602131|XP_002027103.1|DPER	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY
OG0000435	LOC6597885|XP_002023045.1|DPER	LOC120774231|XP_039959624.1|BTRY
OG0000437	LOC6589388|XP_002014349.2|DPER	LOC120781389|XP_039969532.1|BTRY
OG0000437	LOC6596651|XP_002021659.1|DPER	LOC120769054|XP_039951837.1|BTRY
OG0000438	LOC113566151|XP_026846301.1|DPER, LOC113566147|XP_026846297.1|DPER, LOC113566152|XP_026846302.1|DPER, LOC113566148|XP_026846298.1|DPER, LOC113566150|XP_026846300.1|DPER, LOC113566149|XP_026846299.1|DPER, LOC113566142|XP_026846272.1|DPER, LOC113566161|XP_026846320.1|DPER, LOC113565431|XP_026843191.1|DPER, LOC113565430|XP_026843190.1|DPER, LOC113565432|XP_026843192.1|DPER, LOC113565435|XP_026843195.1|DPER, LOC113565433|XP_026843193.1|DPER, LOC113565434|XP_026843194.1|DPER, LOC113565530|XP_026843622.1|DPER, LOC113565531|XP_026843623.1|DPER, LOC6594898|XP_002020498.1|DPER	LOC120775835|XP_039962138.1|BTRY
OG0000439	LOC6593872|XP_002019169.2|DPER	LOC120767996|XP_039950349.1|BTRY
OG0000439	LOC113566013|XP_026845496.1|DPER	LOC120778369|XP_039966090.1|BTRY
OG0000440	LOC6592387|XP_002018142.1|DPER	LOC120771326|XP_039955205.1|BTRY
OG0000440	LOC6590104|XP_002015660.2|DPER	LOC120771453|XP_039955398.1|BTRY
OG0000441	LOC6601574|XP_002026665.1|DPER	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY
OG0000441	LOC6601573|XP_002026664.2|DPER	LOC120772252|XP_039956689.1|BTRY
OG0000443	LOC6600568|XP_002025686.2|DPER, LOC6600569|XP_002025687.1|DPER	LOC120767448|XP_039949449.1|BTRY
OG0000444	LOC6593885|XP_026843100.1|DPER	LOC120777609|XP_039964992.1|BTRY
OG0000444	LOC6593883|XP_026843478.1|DPER	LOC120777797|XP_039965263.1|BTRY
OG0000446	LOC113566140|XP_026846258.1|DPER	LOC120771905|XP_039956120.1|BTRY
OG0000448	LOC6595209|XP_002020384.1|DPER	LOC120782620|XP_039970921.1|BTRY
OG0000449	LOC6596096|XP_026845262.1|DPER	LOC120776397|XP_039962951.1|BTRY
OG0000449	LOC6593300|XP_026843607.1|DPER	LOC120767465|XP_039949487.1|BTRY
OG0000450	LOC6599209|XP_026848280.1|DPER	LOC120774365|XP_039959889.1|BTRY
OG0000450	LOC6597434|XP_026846562.1|DPER	LOC120774824|XP_039960565.1|BTRY
OG0000451	LOC6596753|XP_026845921.1|DPER	LOC120775737|XP_039961988.1|BTRY
OG0000451	LOC6596755|XP_026845920.1|DPER	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY
OG0000453	LOC6588254|XP_002013590.1|DPER	LOC120766550|XP_039948067.1|BTRY
OG0000453	LOC6588554|XP_002013588.2|DPER	LOC120782890|XP_039971372.1|BTRY
OG0000454	LOC6587834|XP_002013276.1|DPER, LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY
OG0000456	LOC6602549|XP_002027589.2|DPER	LOC120779448|XP_039967629.1|BTRY
OG0000456	LOC6598087|XP_026843226.1|DPER	LOC120768512|XP_039951171.1|BTRY
OG0000457	LOC6593846|XP_026843827.1|DPER	LOC120781641|XP_039969806.1|BTRY
OG0000457	LOC6593566|XP_026844605.1|DPER	LOC120768879|XP_039951566.1|BTRY
OG0000458	LOC6603032|XP_026843038.1|DPER	LOC120768030|XP_039950444.1|BTRY
OG0000460	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER	LOC120768381|XP_039950981.1|BTRY
OG0000462	LOC6594110|XP_002019887.1|DPER, LOC6594111|XP_002019888.1|DPER, LOC6594112|XP_002019889.1|DPER	LOC120766648|XP_039948245.1|BTRY
OG0000463	LOC6595109|XP_002020183.2|DPER, LOC6595108|XP_002020182.1|DPER	LOC120772993|XP_039957840.1|BTRY
OG0000465	LOC6594804|XP_026850832.1|DPER	LOC120780110|XP_039968359.1|BTRY
OG0000465	LOC6594805|XP_026843634.1|DPER	LOC120772118|XP_039956467.1|BTRY
OG0000466	LOC6599188|XP_002024345.1|DPER	LOC120773729|XP_039958719.1|BTRY
OG0000466	LOC6595600|XP_002020948.1|DPER	LOC120768513|XP_039951175.1|BTRY
OG0000467	LOC6590905|XP_026840784.1|DPER	LOC120772136|XP_039956488.1|BTRY
OG0000467	LOC6591011|XP_002015576.2|DPER, LOC6591012|XP_026842842.1|DPER	LOC120772332|XP_039956808.1|BTRY
OG0000468	LOC6588532|XP_002013191.1|DPER	LOC120766448|XP_039947890.1|BTRY
OG0000468	LOC6600955|XP_002026026.2|DPER	LOC120772763|XP_039957470.1|BTRY
OG0000469	LOC6588688|XP_026844950.1|DPER	LOC120767613|XP_039949700.1|BTRY
OG0000470	LOC6595786|XP_002021331.1|DPER	LOC120778542|XP_039966325.1|BTRY
OG0000471	LOC6600506|XP_002025613.2|DPER, LOC6596476|XP_026843263.1|DPER	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY
OG0000473	LOC6599962|XP_002025039.1|DPER	LOC120775766|XP_039962033.1|BTRY
OG0000473	LOC113566216|XP_026846711.1|DPER, LOC6600167|XP_026846728.1|DPER	LOC120775662|XP_039961864.1|BTRY
OG0000474	LOC6602691|XP_002027718.1|DPER, LOC6588422|XP_002013834.1|DPER, LOC6598063|XP_002023122.2|DPER	LOC120775186|XP_039961175.1|BTRY
OG0000475	LOC6587625|XP_026851174.1|DPER	LOC120767162|XP_039948919.1|BTRY
OG0000475	LOC6587630|XP_002013554.1|DPER	LOC120770612|XP_039954148.1|BTRY
OG0000476	LOC6595144|XP_002020134.1|DPER	LOC120766557|XP_039948077.1|BTRY
OG0000476	LOC6595145|XP_002020135.2|DPER	LOC120770518|XP_039953995.1|BTRY
OG0000477	LOC6587814|XP_002012770.1|DPER	LOC120775069|XP_039960995.1|BTRY
OG0000477	LOC6587841|XP_026843001.1|DPER	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY
OG0000478	LOC6591495|XP_002016879.1|DPER	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY
OG0000479	LOC6595030|XP_002019995.1|DPER	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY
OG0000480	LOC6596374|XP_002021559.1|DPER, LOC6596373|XP_002021558.2|DPER	LOC120768928|XP_039951642.1|BTRY
OG0000482	LOC6591392|XP_002017362.1|DPER	LOC120766731|XP_039948318.1|BTRY
OG0000483	LOC6592130|XP_026840105.1|DPER, LOC6592128|XP_002016835.1|DPER	LOC120766986|XP_039948724.1|BTRY
OG0000484	LOC6594225|XP_002019892.1|DPER	LOC120766420|XP_039947886.1|BTRY
OG0000484	LOC6594224|XP_002019891.1|DPER	LOC120766487|XP_039948012.1|BTRY
OG0000485	LOC6599030|XP_002024147.2|DPER	LOC120777647|XP_039965033.1|BTRY
OG0000486	LOC6592528|XP_002018230.1|DPER, LOC6592420|XP_026841247.1|DPER	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY
OG0000487	LOC113565130|XP_026841782.1|DPER	LOC120771254|XP_039955105.1|BTRY
OG0000487	LOC113565047|XP_026840973.1|DPER	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY
OG0000489	LOC6587552|XP_002013245.1|DPER	LOC120766213|XP_039947516.1|BTRY
OG0000489	LOC6598268|XP_002023326.2|DPER	LOC120769711|XP_039952787.1|BTRY
OG0000490	LOC6599323|XP_026847130.1|DPER	LOC120775304|XP_039961372.1|BTRY
OG0000490	LOC6602644|XP_026846715.1|DPER	LOC120776015|XP_039962394.1|BTRY
OG0000491	LOC6587473|XP_002014039.2|DPER, LOC6602080|XP_002027158.1|DPER	LOC120772631|XP_039957287.1|BTRY
OG0000492	LOC6592887|XP_002018206.1|DPER	LOC120772323|XP_039956787.1|BTRY
OG0000492	LOC6602432|XP_002027467.1|DPER	LOC120774473|XP_039960063.1|BTRY
OG0000493	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER	LOC120768974|XP_039951710.1|BTRY
OG0000494	LOC6593749|XP_002018853.2|DPER	LOC120769283|XP_039952138.1|BTRY
OG0000495	LOC6599984|XP_002025142.1|DPER	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY
OG0000495	LOC6601578|XP_002026669.1|DPER	LOC120770492|XP_039953943.1|BTRY
OG0000496	LOC6589319|XP_026845000.1|DPER	LOC120768068|XP_039950524.1|BTRY
OG0000497	LOC6595461|XP_026844291.1|DPER	LOC120768950|XP_039951670.1|BTRY
OG0000497	LOC6595459|XP_026844288.1|DPER	LOC120769545|XP_039952523.1|BTRY
OG0000498	LOC6592123|XP_026845189.1|DPER	LOC120782315|XP_039970465.1|BTRY
OG0000498	LOC6592002|XP_002016827.1|DPER	LOC120768227|XP_039950745.1|BTRY
