Orthogroup	DPER.longest_only	CCAP.longest_only
OG0000518	LOC6597156|XP_002022361.1|DPER, LOC6601652|XP_002026747.1|DPER, LOC6599088|XP_002024221.1|DPER	CCAP1982_LOCUS21631|CAD7013575.1|CCAP
OG0000523	LOC6591682|XP_002016766.1|DPER	CCAP1982_LOCUS4144|CAD6995427.1|CCAP
OG0000524	LOC6587701|XP_002012756.1|DPER, LOC6588160|XP_002012868.1|DPER	CCAP1982_LOCUS2835|CAD6994063.1|CCAP
OG0000525	LOC6592998|XP_002017981.1|DPER, LOC6592999|XP_026842395.1|DPER	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP
OG0000526	LOC6593988|XP_002019030.1|DPER, LOC6593170|XP_002018184.1|DPER	CCAP1982_LOCUS5509|CAD6996836.1|CCAP
OG0000527	LOC6588931|XP_026845017.1|DPER	CCAP1982_LOCUS9186|CAD7000713.1|CCAP
OG0000528	LOC6588744|XP_002015091.1|DPER	CCAP1982_LOCUS6932|CAD6998327.1|CCAP
OG0000529	LOC6596480|XP_002021524.1|DPER	CCAP1982_LOCUS8941|CAD7000464.1|CCAP
OG0000530	LOC6602309|XP_026848563.1|DPER	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP
OG0000530	LOC6599091|XP_026849008.1|DPER	CCAP1982_LOCUS11386|CAD7002920.1|CCAP
OG0000531	LOC6593819|XP_002019066.1|DPER, LOC6589474|XP_002014920.1|DPER	CCAP1982_LOCUS6164|CAD6997524.1|CCAP
OG0000532	LOC6594648|XP_002019653.1|DPER, LOC6594647|XP_002019652.1|DPER	CCAP1982_LOCUS606|CAD6991693.1|CCAP
OG0000535	LOC6592253|XP_002017639.1|DPER, LOC6591079|XP_002015699.1|DPER	CCAP1982_LOCUS21016|CAD7012917.1|CCAP
OG0000536	LOC6600303|XP_026849083.1|DPER	CCAP1982_LOCUS14724|CAD7006404.1|CCAP
OG0000537	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER	CCAP1982_LOCUS21949|CAD7013938.1|CCAP
OG0000538	LOC113565116|XP_026841673.1|DPER	CCAP1982_LOCUS19765|CAD7011681.1|CCAP
OG0000538	LOC6590649|XP_026842859.1|DPER	CCAP1982_LOCUS19763|CAD7011678.1|CCAP
OG0000539	LOC6591890|XP_002016908.1|DPER	CCAP1982_LOCUS338|CAD6991411.1|CCAP
OG0000539	LOC6591729|XP_002016906.1|DPER	CCAP1982_LOCUS341|CAD6991414.1|CCAP
OG0000540	LOC6589065|XP_002015222.1|DPER, LOC6603930|XP_002028873.1|DPER	CCAP1982_LOCUS7995|CAD6999471.1|CCAP
OG0000542	LOC6594041|XP_002019648.2|DPER	CCAP1982_LOCUS700|CAD6991796.1|CCAP
OG0000542	LOC6602000|XP_026846758.1|DPER	CCAP1982_LOCUS5512|CAD6996839.1|CCAP
OG0000543	LOC6590548|XP_002016228.2|DPER	CCAP1982_LOCUS22601|CAD7014610.1|CCAP
OG0000544	LOC113566396|XP_026847602.1|DPER	CCAP1982_LOCUS11870|CAD7003414.1|CCAP
OG0000544	LOC6594164|XP_002019573.2|DPER	CCAP1982_LOCUS4262|CAD6995551.1|CCAP
OG0000545	LOC6587621|XP_026840017.1|DPER	CCAP1982_LOCUS2546|CAD6993748.1|CCAP
OG0000548	LOC6601137|XP_026848090.1|DPER, LOC6601169|XP_002026268.2|DPER	CCAP1982_LOCUS13084|CAD7004690.1|CCAP
OG0000549	LOC6592523|XP_002018225.2|DPER	CCAP1982_LOCUS23354|CAD7015411.1|CCAP
OG0000550	LOC6601095|XP_002026060.1|DPER	CCAP1982_LOCUS12168|CAD7003731.1|CCAP
OG0000550	LOC113566352|XP_026847434.1|DPER	CCAP1982_LOCUS12162|CAD7003725.1|CCAP
OG0000551	LOC6602584|XP_002027608.1|DPER	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP
OG0000553	LOC6589451|XP_002014478.1|DPER	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP
OG0000554	LOC6595000|XP_026850186.1|DPER, LOC6594999|XP_002020165.1|DPER	CCAP1982_LOCUS1799|CAD6992967.1|CCAP
OG0000555	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER, LOC6602947|XP_026848817.1|DPER	CCAP1982_LOCUS11538|CAD7003075.1|CCAP
OG0000556	LOC6600676|XP_002025749.2|DPER, LOC6591984|XP_002017028.1|DPER	CCAP1982_LOCUS743|CAD6991844.1|CCAP
OG0000557	LOC6591395|XP_002017365.1|DPER	CCAP1982_LOCUS805|CAD6991916.1|CCAP
OG0000557	LOC6591394|XP_002017364.2|DPER	CCAP1982_LOCUS804|CAD6991915.1|CCAP
OG0000559	LOC6587952|XP_026850616.1|DPER	CCAP1982_LOCUS2187|CAD6993371.1|CCAP
OG0000559	LOC6597049|XP_002022209.2|DPER	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP
OG0000560	LOC6590133|XP_002015610.1|DPER, LOC6589973|XP_002015609.1|DPER	CCAP1982_LOCUS20229|CAD7012131.1|CCAP
OG0000561	LOC6596181|XP_002021174.2|DPER	CCAP1982_LOCUS14402|CAD7006067.1|CCAP
OG0000561	LOC6596179|XP_026845466.1|DPER	CCAP1982_LOCUS14409|CAD7006074.1|CCAP
OG0000562	LOC6598980|XP_002024017.1|DPER	CCAP1982_LOCUS13630|CAD7005273.1|CCAP
OG0000562	LOC6598875|XP_002024048.2|DPER	CCAP1982_LOCUS13660|CAD7005303.1|CCAP
OG0000564	LOC6601146|XP_002026278.1|DPER	CCAP1982_LOCUS10820|CAD7002332.1|CCAP
OG0000564	LOC6601147|XP_002026279.1|DPER, LOC6601145|XP_002026277.1|DPER	CCAP1982_LOCUS10822|CAD7002334.1|CCAP
OG0000565	LOC113566036|XP_026845625.1|DPER	CCAP1982_LOCUS11648|CAD7003186.1|CCAP
OG0000566	LOC6587609|XP_026851021.1|DPER	CCAP1982_LOCUS3532|CAD6994801.1|CCAP
OG0000566	LOC6602723|XP_026849465.1|DPER	CCAP1982_LOCUS14944|CAD7006638.1|CCAP
OG0000568	LOC6597227|XP_026846582.1|DPER, LOC6591599|XP_026841402.1|DPER	CCAP1982_LOCUS1992|CAD6993168.1|CCAP
OG0000569	LOC6587970|XP_002013741.1|DPER	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP
OG0000569	LOC6592132|XP_002016813.1|DPER	CCAP1982_LOCUS4158|CAD6995441.1|CCAP
OG0000570	LOC6587495|XP_002013517.1|DPER	CCAP1982_LOCUS1165|CAD6992297.1|CCAP
OG0000570	LOC6587490|XP_026848874.1|DPER	CCAP1982_LOCUS1164|CAD6992296.1|CCAP
OG0000571	LOC6588397|XP_026840046.1|DPER	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP
OG0000571	LOC6588478|XP_026840045.1|DPER	CCAP1982_LOCUS3940|CAD6995221.1|CCAP
OG0000572	LOC6587259|XP_026844793.1|DPER	CCAP1982_LOCUS1969|CAD6993143.1|CCAP
OG0000572	LOC6587381|XP_026847857.1|DPER	CCAP1982_LOCUS1961|CAD6993135.1|CCAP
OG0000573	LOC6601182|XP_026848211.1|DPER, LOC6593023|XP_002018216.1|DPER	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP
OG0000574	LOC6600554|XP_002025707.1|DPER	CCAP1982_LOCUS11934|CAD7003483.1|CCAP
OG0000574	LOC6594206|XP_002019665.1|DPER	CCAP1982_LOCUS11936|CAD7003485.1|CCAP
OG0000575	LOC6595966|XP_026845460.1|DPER	CCAP1982_LOCUS10756|CAD7002260.1|CCAP
OG0000575	LOC6595964|XP_026845494.1|DPER	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP
OG0000577	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER, LOC6588702|XP_002014943.1|DPER	CCAP1982_LOCUS7692|CAD6999153.1|CCAP
OG0000578	LOC6596620|XP_002021628.2|DPER	CCAP1982_LOCUS5470|CAD6996797.1|CCAP
OG0000578	LOC6590192|XP_026842183.1|DPER	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP
OG0000579	LOC6588010|XP_002013612.1|DPER	CCAP1982_LOCUS7710|CAD6999173.1|CCAP
OG0000579	LOC6595808|XP_002021320.1|DPER	CCAP1982_LOCUS14550|CAD7006224.1|CCAP
OG0000580	LOC6594464|XP_002019715.1|DPER, LOC6594018|XP_026850383.1|DPER	CCAP1982_LOCUS596|CAD6991683.1|CCAP
OG0000581	LOC6594299|XP_026850244.1|DPER	CCAP1982_LOCUS4884|CAD6996193.1|CCAP
OG0000582	LOC6596003|XP_026845558.1|DPER	CCAP1982_LOCUS20143|CAD7012040.1|CCAP
OG0000582	LOC6591266|XP_026840765.1|DPER	CCAP1982_LOCUS20144|CAD7012042.1|CCAP
OG0000583	LOC6593162|XP_002018176.1|DPER	CCAP1982_LOCUS22237|CAD7014234.1|CCAP
OG0000585	LOC6599474|XP_002024594.1|DPER, LOC6599475|XP_002024595.1|DPER	CCAP1982_LOCUS11849|CAD7003391.1|CCAP
OG0000592	LOC6590926|XP_002015768.1|DPER, LOC6590222|XP_002016071.1|DPER	CCAP1982_LOCUS7094|CAD6998505.1|CCAP
OG0000593	LOC6594986|XP_026840061.1|DPER, LOC6603511|XP_002028490.1|DPER	CCAP1982_LOCUS290|CAD6991360.1|CCAP
OG0000594	LOC6587448|XP_002013043.1|DPER, LOC6591579|XP_002017367.2|DPER	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP
OG0000595	LOC113567375|XP_026850822.1|DPER	CCAP1982_LOCUS1188|CAD6992320.1|CCAP
OG0000595	LOC6594864|XP_026846833.1|DPER	CCAP1982_LOCUS1912|CAD6993084.1|CCAP
OG0000596	LOC6594057|XP_002019856.1|DPER	CCAP1982_LOCUS4258|CAD6995547.1|CCAP
OG0000597	LOC6594894|XP_026840050.1|DPER	CCAP1982_LOCUS2271|CAD6993458.1|CCAP
OG0000598	LOC6587400|XP_002013871.1|DPER	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP
OG0000599	LOC6603287|XP_002028268.1|DPER	CCAP1982_LOCUS12255|CAD7003822.1|CCAP
OG0000600	LOC6590718|XP_026841400.1|DPER	CCAP1982_LOCUS23106|CAD7015156.1|CCAP
OG0000601	LOC6593687|XP_002018765.1|DPER, LOC6597993|XP_026843491.1|DPER	CCAP1982_LOCUS5577|CAD6996904.1|CCAP
OG0000602	LOC6596260|XP_002021786.1|DPER	CCAP1982_LOCUS6527|CAD6997909.1|CCAP
OG0000602	LOC6596259|XP_002021785.1|DPER	CCAP1982_LOCUS6526|CAD6997908.1|CCAP
OG0000603	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER	CCAP1982_LOCUS8475|CAD6999970.1|CCAP
OG0000604	LOC6596494|XP_002021568.1|DPER	CCAP1982_LOCUS8179|CAD6999649.1|CCAP
OG0000604	LOC6596493|XP_002021567.1|DPER	CCAP1982_LOCUS8178|CAD6999648.1|CCAP
OG0000605	LOC6593459|XP_002018597.1|DPER	CCAP1982_LOCUS7962|CAD6999438.1|CCAP
OG0000607	LOC6587356|XP_002014194.1|DPER, LOC6594190|XP_002019821.1|DPER	CCAP1982_LOCUS588|CAD6991675.1|CCAP
OG0000608	LOC6591652|XP_026849674.1|DPER	CCAP1982_LOCUS21399|CAD7013330.1|CCAP
OG0000610	LOC6595817|XP_002021295.2|DPER, LOC6592723|XP_002018090.1|DPER	CCAP1982_LOCUS11659|CAD7003197.1|CCAP
OG0000611	LOC6600868|XP_026841237.1|DPER	CCAP1982_LOCUS20406|CAD7012311.1|CCAP
OG0000615	LOC113566642|XP_026848971.1|DPER, LOC6588205|XP_002013742.1|DPER	CCAP1982_LOCUS1729|CAD6992894.1|CCAP
OG0000617	LOC6595121|XP_026840037.1|DPER	CCAP1982_LOCUS1174|CAD6992306.1|CCAP
OG0000617	LOC6598703|XP_026851189.1|DPER	CCAP1982_LOCUS1175|CAD6992307.1|CCAP
OG0000618	LOC6587880|XP_002012806.1|DPER	CCAP1982_LOCUS3215|CAD6994470.1|CCAP
OG0000619	LOC6591185|XP_002015909.1|DPER	CCAP1982_LOCUS22996|CAD7015039.1|CCAP
OG0000620	LOC6598554|XP_002023708.1|DPER	CCAP1982_LOCUS22364|CAD7014367.1|CCAP
OG0000620	LOC6599632|XP_026849581.1|DPER	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP
OG0000622	LOC6601663|XP_026847557.1|DPER, LOC6602712|XP_026849515.1|DPER	CCAP1982_LOCUS14996|CAD7006697.1|CCAP
OG0000623	LOC6601015|XP_026849689.1|DPER	CCAP1982_LOCUS12757|CAD7004341.1|CCAP
OG0000623	LOC6597190|XP_026845550.1|DPER	CCAP1982_LOCUS12360|CAD7003938.1|CCAP
OG0000624	LOC6592679|XP_002017946.1|DPER	CCAP1982_LOCUS21663|CAD7013611.1|CCAP
OG0000625	LOC6602966|XP_002027977.2|DPER, LOC6602967|XP_002027978.1|DPER	CCAP1982_LOCUS10908|CAD7002417.1|CCAP
OG0000626	LOC6592561|XP_002018243.1|DPER	CCAP1982_LOCUS22251|CAD7014248.1|CCAP
OG0000627	LOC6601405|XP_002026508.1|DPER	CCAP1982_LOCUS13245|CAD7004860.1|CCAP
OG0000628	LOC6596263|XP_002021789.1|DPER, LOC6589333|XP_002014358.1|DPER	CCAP1982_LOCUS6489|CAD6997870.1|CCAP
OG0000629	LOC6594077|XP_002019737.1|DPER, LOC6593669|XP_002018616.1|DPER	CCAP1982_LOCUS7865|CAD6999338.1|CCAP
OG0000630	LOC6598051|XP_002023144.1|DPER	CCAP1982_LOCUS6300|CAD6997670.1|CCAP
OG0000630	LOC6598077|XP_026843309.1|DPER	CCAP1982_LOCUS6298|CAD6997668.1|CCAP
OG0000631	LOC113565754|XP_026844613.1|DPER	CCAP1982_LOCUS8412|CAD6999902.1|CCAP
OG0000632	LOC6595375|XP_026844828.1|DPER, LOC6595484|XP_002020656.1|DPER	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP
OG0000634	LOC6596829|XP_026845974.1|DPER, LOC6596828|XP_002022009.2|DPER, LOC113566104|XP_026845962.1|DPER, LOC6596669|XP_002022007.2|DPER, LOC6596667|XP_026845963.1|DPER, LOC113566103|XP_026845961.1|DPER, LOC6596670|XP_002022008.1|DPER, LOC6596668|XP_002022006.1|DPER, LOC113566106|XP_026845964.1|DPER, LOC6592229|XP_026841170.1|DPER	CCAP1982_LOCUS19966|CAD7011857.1|CCAP
OG0000635	LOC6600979|XP_002025877.1|DPER, LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER	CCAP1982_LOCUS19400|CAD7011293.1|CCAP
OG0000639	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER	CCAP1982_LOCUS14414|CAD7006080.1|CCAP
OG0000642	LOC113566246|XP_026846831.1|DPER, LOC6593329|XP_026843501.1|DPER, LOC6593327|XP_026843370.1|DPER, LOC113565418|XP_026843147.1|DPER, LOC6593328|XP_026843466.1|DPER	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP
OG0000643	LOC6587508|XP_002013069.1|DPER	CCAP1982_LOCUS2696|CAD6993903.1|CCAP
OG0000644	LOC6598886|XP_026847834.1|DPER, LOC6598901|XP_002024003.1|DPER	CCAP1982_LOCUS7601|CAD6999054.1|CCAP
OG0000646	LOC6588400|XP_002013429.2|DPER, LOC6588652|XP_026840448.1|DPER	CCAP1982_LOCUS1477|CAD6992629.1|CCAP
OG0000650	LOC6602016|XP_002027044.1|DPER	CCAP1982_LOCUS11792|CAD7003332.1|CCAP
OG0000651	LOC6601010|XP_002026165.1|DPER, LOC6603303|XP_002028284.1|DPER	CCAP1982_LOCUS13304|CAD7004921.1|CCAP
OG0000652	LOC6590843|XP_002015775.1|DPER	CCAP1982_LOCUS22325|CAD7014328.1|CCAP
OG0000653	LOC113564890|XP_026839934.1|DPER, LOC6588285|XP_002013201.1|DPER	CCAP1982_LOCUS3695|CAD6994963.1|CCAP
OG0000654	LOC6600538|XP_026847527.1|DPER	CCAP1982_LOCUS12923|CAD7004526.1|CCAP
OG0000655	LOC6600806|XP_002025977.1|DPER, LOC6595476|XP_002020648.1|DPER	CCAP1982_LOCUS22605|CAD7014614.1|CCAP
OG0000656	LOC6591868|XP_002017330.1|DPER, LOC6591692|XP_026851097.1|DPER	CCAP1982_LOCUS381|CAD6991456.1|CCAP
OG0000657	LOC6588715|XP_026844398.1|DPER	CCAP1982_LOCUS6719|CAD6998105.1|CCAP
OG0000660	LOC6589411|XP_002015199.1|DPER, LOC113565738|XP_026844560.1|DPER, LOC6589409|XP_026844026.1|DPER	CCAP1982_LOCUS20910|CAD7012810.1|CCAP
OG0000661	LOC6602955|XP_026848735.1|DPER, LOC6588916|XP_002014812.2|DPER	CCAP1982_LOCUS8780|CAD7000290.1|CCAP
OG0000662	LOC6595855|XP_026845216.1|DPER	CCAP1982_LOCUS11314|CAD7002845.1|CCAP
OG0000662	LOC6596654|XP_026845925.1|DPER	CCAP1982_LOCUS11155|CAD7002672.1|CCAP
OG0000665	LOC6594667|XP_002019845.2|DPER	CCAP1982_LOCUS654|CAD6991743.1|CCAP
OG0000666	LOC6590399|XP_026842089.1|DPER	CCAP1982_LOCUS19703|CAD7011614.1|CCAP
OG0000667	LOC6599946|XP_026849182.1|DPER, LOC6594020|XP_002019718.1|DPER	CCAP1982_LOCUS601|CAD6991688.1|CCAP
OG0000668	LOC6594373|XP_002019341.2|DPER	CCAP1982_LOCUS4197|CAD6995481.1|CCAP
OG0000671	LOC6594658|XP_026850622.1|DPER	CCAP1982_LOCUS4225|CAD6995512.1|CCAP
OG0000671	LOC6588398|XP_002012944.1|DPER	CCAP1982_LOCUS3971|CAD6995250.1|CCAP
OG0000672	LOC6602900|XP_026849665.1|DPER	CCAP1982_LOCUS13691|CAD7005331.1|CCAP
OG0000674	LOC113566121|XP_026846047.1|DPER, LOC113566209|XP_026846672.1|DPER	CCAP1982_LOCUS13040|CAD7004645.1|CCAP
OG0000675	LOC6593976|XP_002019018.1|DPER	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP
OG0000678	LOC6588569|XP_002014183.1|DPER, LOC6595700|XP_002020583.2|DPER	CCAP1982_LOCUS4210|CAD6995497.1|CCAP
OG0000683	LOC6588345|XP_026843141.1|DPER	CCAP1982_LOCUS2676|CAD6993882.1|CCAP
OG0000684	LOC6591866|XP_002017356.1|DPER, LOC6594998|XP_026850975.1|DPER	CCAP1982_LOCUS1800|CAD6992968.1|CCAP
OG0000685	LOC6598795|XP_002023906.1|DPER	CCAP1982_LOCUS2796|CAD6994019.1|CCAP
OG0000686	LOC6590052|XP_002015525.1|DPER	CCAP1982_LOCUS22639|CAD7014650.1|CCAP
OG0000687	LOC6601200|XP_002026231.1|DPER	CCAP1982_LOCUS13133|CAD7004740.1|CCAP
OG0000688	LOC6592236|XP_002017587.1|DPER	CCAP1982_LOCUS22352|CAD7014355.1|CCAP
OG0000689	LOC6590035|XP_002016309.1|DPER, LOC6590036|XP_002016310.1|DPER	CCAP1982_LOCUS22767|CAD7014799.1|CCAP
OG0000691	LOC6593879|XP_002019176.1|DPER, LOC113565973|XP_026845267.1|DPER	CCAP1982_LOCUS11669|CAD7003209.1|CCAP
OG0000692	LOC6599816|XP_002024916.1|DPER	CCAP1982_LOCUS12234|CAD7003801.1|CCAP
OG0000692	LOC6599815|XP_002024915.2|DPER	CCAP1982_LOCUS12235|CAD7003802.1|CCAP
OG0000693	LOC6598420|XP_002023598.1|DPER	CCAP1982_LOCUS23258|CAD7015313.1|CCAP
OG0000693	LOC6594209|XP_026850372.1|DPER	CCAP1982_LOCUS633|CAD6991720.1|CCAP
OG0000695	LOC6593362|XP_026844826.1|DPER	CCAP1982_LOCUS8997|CAD7000519.1|CCAP
OG0000695	LOC6593802|XP_026844825.1|DPER	CCAP1982_LOCUS8984|CAD7000506.1|CCAP
OG0000696	LOC6589599|XP_002014832.1|DPER	CCAP1982_LOCUS8834|CAD7000352.1|CCAP
OG0000697	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER	CCAP1982_LOCUS6273|CAD6997638.1|CCAP
OG0000698	LOC6588755|XP_002014946.1|DPER	CCAP1982_LOCUS8717|CAD7000225.1|CCAP
OG0000699	LOC6595455|XP_026844479.1|DPER, LOC6603558|XP_002028536.1|DPER	CCAP1982_LOCUS6551|CAD6997933.1|CCAP
OG0000700	LOC6595608|XP_026843989.1|DPER, LOC6596368|XP_026843733.1|DPER	CCAP1982_LOCUS7365|CAD6998816.1|CCAP
OG0000701	LOC6590266|XP_002015470.1|DPER	CCAP1982_LOCUS22532|CAD7014531.1|CCAP
OG0000702	LOC6591924|XP_002017426.1|DPER, LOC6591925|XP_026840428.1|DPER	CCAP1982_LOCUS883|CAD6991997.1|CCAP
OG0000703	LOC6601576|XP_026841293.1|DPER	CCAP1982_LOCUS7246|CAD6998688.1|CCAP
OG0000705	LOC6595836|XP_002021425.1|DPER, LOC6601197|XP_026848109.1|DPER, LOC6595837|XP_002021426.1|DPER	CCAP1982_LOCUS12768|CAD7004352.1|CCAP
OG0000710	LOC6594349|XP_002019528.1|DPER, LOC6592245|XP_002017596.1|DPER	CCAP1982_LOCUS23336|CAD7015392.1|CCAP
OG0000712	LOC6594409|XP_002019673.2|DPER, LOC6594213|XP_002019672.1|DPER	CCAP1982_LOCUS637|CAD6991724.1|CCAP
OG0000713	LOC6601565|XP_002026685.1|DPER	CCAP1982_LOCUS23194|CAD7015244.1|CCAP
OG0000715	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER	CCAP1982_LOCUS14124|CAD7005776.1|CCAP
OG0000716	LOC6600355|XP_002025479.1|DPER, LOC6597000|XP_002022247.1|DPER	CCAP1982_LOCUS14228|CAD7005886.1|CCAP
OG0000717	LOC113566502|XP_026848197.1|DPER	CCAP1982_LOCUS13750|CAD7005390.1|CCAP
OG0000719	LOC6602776|XP_002027833.2|DPER, LOC6600262|XP_002025427.2|DPER	CCAP1982_LOCUS12110|CAD7003673.1|CCAP
OG0000720	LOC6587685|XP_002012966.2|DPER	CCAP1982_LOCUS3915|CAD6995196.1|CCAP
OG0000721	LOC6588780|XP_002014251.1|DPER, LOC6588779|XP_002014250.1|DPER	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP
OG0000722	LOC6601302|XP_002026340.2|DPER	CCAP1982_LOCUS21839|CAD7013819.1|CCAP
OG0000723	LOC6603249|XP_002028226.1|DPER	CCAP1982_LOCUS22990|CAD7015033.1|CCAP
OG0000723	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP
OG0000726	LOC6591837|XP_002017205.1|DPER, LOC6591836|XP_002017204.1|DPER	CCAP1982_LOCUS4572|CAD6995871.1|CCAP
OG0000728	LOC6594909|XP_002020117.2|DPER	CCAP1982_LOCUS2587|CAD6993789.1|CCAP
OG0000729	LOC113564930|XP_026840224.1|DPER, LOC113565756|XP_026844628.1|DPER	CCAP1982_LOCUS3800|CAD6995077.1|CCAP
OG0000730	LOC113565668|XP_026844174.1|DPER, LOC6588948|XP_026843905.1|DPER	CCAP1982_LOCUS11317|CAD7002848.1|CCAP
OG0000731	LOC6599739|XP_002024809.1|DPER, LOC6602114|XP_002027128.1|DPER	CCAP1982_LOCUS21712|CAD7013669.1|CCAP
OG0000732	LOC6600555|XP_026847501.1|DPER	CCAP1982_LOCUS11935|CAD7003484.1|CCAP
OG0000733	LOC6594844|XP_002020248.1|DPER, LOC6600336|XP_002025345.2|DPER	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP
OG0000734	LOC6598379|XP_026846254.1|DPER	CCAP1982_LOCUS11176|CAD7002699.1|CCAP
OG0000734	LOC6603302|XP_026849869.1|DPER	CCAP1982_LOCUS11177|CAD7002700.1|CCAP
OG0000735	LOC6589235|XP_026844882.1|DPER	CCAP1982_LOCUS5622|CAD6996955.1|CCAP
OG0000736	LOC6589180|XP_002015182.2|DPER, LOC6589179|XP_026844979.1|DPER	CCAP1982_LOCUS7876|CAD6999349.1|CCAP
OG0000737	LOC6590400|XP_026841044.1|DPER	CCAP1982_LOCUS21802|CAD7013779.1|CCAP
OG0000739	LOC6591559|XP_002017108.1|DPER, LOC6591561|XP_026841282.1|DPER	CCAP1982_LOCUS4635|CAD6995933.1|CCAP
OG0000740	LOC6602918|XP_026846872.1|DPER	CCAP1982_LOCUS7812|CAD6999283.1|CCAP
OG0000740	LOC6594597|XP_026850661.1|DPER	CCAP1982_LOCUS851|CAD6991963.1|CCAP
OG0000743	LOC6601019|XP_026849767.1|DPER	CCAP1982_LOCUS12884|CAD7004479.1|CCAP
OG0000744	LOC6602072|XP_002027150.1|DPER	CCAP1982_LOCUS20285|CAD7012184.1|CCAP
OG0000746	LOC6590129|XP_002016240.1|DPER	CCAP1982_LOCUS7111|CAD6998524.1|CCAP
OG0000747	LOC6596163|XP_026845334.1|DPER	CCAP1982_LOCUS14652|CAD7006330.1|CCAP
