Orthogroup	DPER.longest_only	DMAU.longest_only
OG0001909	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER	LOC117148752|XP_033172234.1|DMAU
OG0001910	LOC6598641|XP_002023822.1|DPER	LOC117143974|XP_033164802.1|DMAU
OG0001911	LOC6598604|XP_026850500.1|DPER	LOC117146088|XP_033167931.1|DMAU
OG0001912	LOC6590328|XP_002016217.1|DPER	LOC117136466|XP_033153288.1|DMAU
OG0001913	LOC6596645|XP_002021653.1|DPER	LOC117150413|XP_033173171.1|DMAU
OG0001914	LOC6588339|XP_026840521.1|DPER	LOC117142681|XP_033162711.1|DMAU
OG0001915	LOC6601250|XP_026849953.1|DPER	LOC117140447|XP_033159263.1|DMAU
OG0001916	LOC6590072|XP_026840608.1|DPER	LOC117136515|XP_033153350.1|DMAU
OG0001917	LOC6599856|XP_026847378.1|DPER	LOC117140951|XP_033160060.1|DMAU
OG0001918	LOC6602785|XP_026847793.1|DPER	LOC117139412|XP_033157580.1|DMAU
OG0001919	LOC6602115|XP_002027129.1|DPER	LOC117135662|XP_033151944.1|DMAU
OG0001920	LOC6601100|XP_026847429.1|DPER	LOC117142126|XP_033161913.1|DMAU
OG0001921	LOC6592646|XP_002017867.1|DPER	LOC117135628|XP_033151891.1|DMAU
OG0001922	LOC6600842|XP_002025936.1|DPER	LOC117135431|XP_033151484.1|DMAU
OG0001923	LOC6595956|XP_026845526.1|DPER	LOC117139504|XP_033157726.1|DMAU
OG0001924	LOC6597984|XP_002023080.1|DPER	LOC117135844|XP_033152248.1|DMAU
OG0001925	LOC6599495|XP_026849528.1|DPER	LOC117139245|XP_033157347.1|DMAU
OG0001926	LOC6601213|XP_026848118.1|DPER	LOC117139146|XP_033157195.1|DMAU
OG0001927	LOC6590388|XP_002015654.1|DPER	LOC117135791|XP_033152174.1|DMAU
OG0001928	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER	LOC117141730|XP_033161238.1|DMAU
OG0001929	LOC6603926|XP_026847898.1|DPER	LOC117141641|XP_033161087.1|DMAU
OG0001930	LOC6592683|XP_026840840.1|DPER	LOC117135510|XP_033151637.1|DMAU
OG0001931	LOC6596048|XP_002021232.2|DPER	LOC117141390|XP_033160696.1|DMAU
OG0001932	LOC6596047|XP_002021231.2|DPER	LOC117139963|XP_033158553.1|DMAU
OG0001933	LOC6590636|XP_002016139.1|DPER	LOC117137475|XP_033154840.1|DMAU
OG0001934	LOC6601369|XP_002026539.1|DPER	LOC117140427|XP_033159232.1|DMAU
OG0001935	LOC6599706|XP_026847450.1|DPER	LOC117140603|XP_033159505.1|DMAU
OG0001937	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER	LOC117138654|XP_033156773.1|DMAU
OG0001938	LOC6593214|XP_002018474.1|DPER	LOC117138328|XP_033156256.1|DMAU
OG0001939	LOC6592649|XP_002017985.1|DPER	LOC117137232|XP_033154481.1|DMAU
OG0001940	LOC6590972|XP_002015777.2|DPER	LOC117137818|XP_033155387.1|DMAU
OG0001941	LOC6601103|XP_026847431.1|DPER	LOC117139746|XP_033158197.1|DMAU
OG0001942	LOC6590790|XP_026841863.1|DPER	LOC117137073|XP_033154192.1|DMAU
OG0001943	LOC6599705|XP_026847451.1|DPER	LOC117140426|XP_033159231.1|DMAU
OG0001944	LOC6601056|XP_026849764.1|DPER	LOC117141194|XP_033160433.1|DMAU
OG0001945	LOC6591027|XP_026842602.1|DPER	LOC117136038|XP_033152559.1|DMAU
OG0001946	LOC6602070|XP_002027176.1|DPER	LOC117136659|XP_033153551.1|DMAU
OG0001947	LOC6593051|XP_026842271.1|DPER	LOC117136488|XP_033153318.1|DMAU
OG0001948	LOC6601753|XP_002026828.1|DPER	LOC117147188|XP_033169881.1|DMAU
OG0001949	LOC6601166|XP_026848178.1|DPER	LOC117139563|XP_033157850.1|DMAU
OG0001950	LOC6591340|XP_026842042.1|DPER	LOC117144259|XP_033165248.1|DMAU
OG0001951	LOC6591275|XP_026841879.1|DPER	LOC117137839|XP_033155422.1|DMAU
OG0001952	LOC6590634|XP_026842833.1|DPER	LOC117138225|XP_033156061.1|DMAU, LOC117138224|XP_033156060.1|DMAU
OG0001953	LOC6593194|XP_002018117.1|DPER	LOC117137857|XP_033155461.1|DMAU
OG0001955	LOC6592738|XP_002017646.1|DPER	LOC117137756|XP_033155261.1|DMAU
OG0001956	LOC6599854|XP_026847302.1|DPER	LOC117141197|XP_033160439.1|DMAU
OG0001957	LOC6590557|XP_002015944.1|DPER	LOC117137963|XP_033155625.1|DMAU
OG0001958	LOC6592261|XP_026840862.1|DPER	LOC117137177|XP_033154382.1|DMAU
OG0001959	LOC6595987|XP_026845412.1|DPER	LOC117139984|XP_033158579.1|DMAU
OG0001960	LOC6599595|XP_026849571.1|DPER	LOC117140017|XP_033158636.1|DMAU
OG0001961	LOC6592290|XP_026841476.1|DPER	LOC117136055|XP_033152592.1|DMAU
OG0001962	LOC6592899|XP_002017941.1|DPER	LOC117137007|XP_033154085.1|DMAU
OG0001963	LOC6601006|XP_002026161.1|DPER	LOC117139437|XP_033157629.1|DMAU
OG0001964	LOC6597137|XP_026845758.1|DPER	LOC117139888|XP_033158457.1|DMAU
OG0001965	LOC6599542|XP_026849404.1|DPER	LOC117141983|XP_033161683.1|DMAU
OG0001966	LOC6587522|XP_002013074.2|DPER	LOC117145559|XP_033167153.1|DMAU
OG0001967	LOC6591134|XP_026841315.1|DPER	LOC117137536|XP_033154921.1|DMAU
OG0001968	LOC6600625|XP_002025619.1|DPER	LOC117141284|XP_033160545.1|DMAU
OG0001969	LOC6602048|XP_002027179.1|DPER	LOC117136246|XP_033152941.1|DMAU
OG0001970	LOC6590085|XP_002016039.1|DPER	LOC117136601|XP_033153475.1|DMAU
OG0001971	LOC6589951|XP_002016689.1|DPER	LOC117138048|XP_033155753.1|DMAU
OG0001972	LOC6590579|XP_002015384.1|DPER	LOC117137533|XP_033154911.1|DMAU
OG0001973	LOC6592608|XP_002018156.2|DPER	LOC117137414|XP_033154733.1|DMAU
OG0001974	LOC6592675|XP_002018200.2|DPER	LOC117138072|XP_033155787.1|DMAU
OG0001975	LOC6601187|XP_002026219.1|DPER	LOC117140196|XP_033158870.1|DMAU
OG0001976	LOC6591176|XP_002015436.1|DPER	LOC117135652|XP_033151927.1|DMAU
OG0001977	LOC6593423|XP_002019129.1|DPER	LOC117146348|XP_033168384.1|DMAU
OG0001978	LOC6595713|XP_002020749.1|DPER	LOC117150269|XP_033172966.1|DMAU
OG0001979	LOC6589527|XP_026843903.1|DPER	LOC117150684|XP_033173587.1|DMAU
OG0001980	LOC113565630|XP_026843960.1|DPER, LOC6595579|XP_002020956.1|DPER	LOC117135239|XP_033151268.1|DMAU
OG0001981	LOC6589178|XP_002015180.2|DPER	LOC117145727|XP_033167371.1|DMAU
OG0001982	LOC113565482|XP_026843430.1|DPER	LOC117150047|XP_033172803.1|DMAU
OG0001983	LOC6602649|XP_026843628.1|DPER	LOC117139408|XP_033157573.1|DMAU
OG0001984	LOC113565714|XP_026844441.1|DPER	LOC117135161|XP_033151113.1|DMAU
OG0001985	LOC6589232|XP_002014494.2|DPER	LOC117147033|XP_033169622.1|DMAU
OG0001986	LOC6593344|XP_002018745.1|DPER	LOC117150431|XP_033173200.1|DMAU
OG0001987	LOC6599949|XP_002025139.1|DPER	LOC117148473|XP_033171738.1|DMAU
OG0001988	LOC6591090|XP_026842313.1|DPER	LOC117138366|XP_033156323.1|DMAU
OG0001989	LOC6595701|XP_002020584.1|DPER	LOC117150202|XP_033172883.1|DMAU
OG0001990	LOC6589011|XP_002014327.2|DPER	LOC117150332|XP_033173068.1|DMAU
OG0001991	LOC6598133|XP_026843348.1|DPER	LOC117150634|XP_033173497.1|DMAU
OG0001992	LOC6589297|XP_026844049.1|DPER	LOC117144104|XP_033165017.1|DMAU
OG0001993	LOC6593558|XP_002018973.1|DPER	LOC117150858|XP_033173845.1|DMAU
OG0001994	LOC6595069|XP_026843560.1|DPER	LOC117142641|XP_033162637.1|DMAU
OG0001995	LOC6597942|XP_002023177.1|DPER	LOC117136696|XP_033153645.1|DMAU
OG0001996	LOC6593961|XP_026842997.1|DPER	LOC117150329|XP_033173064.1|DMAU
OG0001997	LOC6592354|XP_026841878.1|DPER	LOC117135726|XP_033152060.1|DMAU
OG0001998	LOC6592352|XP_002018424.1|DPER	LOC117135720|XP_033152046.1|DMAU
OG0001999	LOC6590613|XP_026842571.1|DPER	LOC117136120|XP_033152710.1|DMAU
OG0002000	LOC6589121|XP_002015277.1|DPER	LOC117142310|XP_033162108.1|DMAU
OG0002001	LOC6595706|XP_026844830.1|DPER	LOC117151095|XP_033174235.1|DMAU
OG0002002	LOC6590386|XP_002015652.1|DPER	LOC117135794|XP_033152178.1|DMAU
OG0002003	LOC6593492|XP_026843184.1|DPER	LOC117136070|XP_033152659.1|DMAU
OG0002004	LOC6595384|XP_026844669.1|DPER	LOC117150958|XP_033174028.1|DMAU
OG0002005	LOC6593780|XP_026843087.1|DPER	LOC117144331|XP_033165338.1|DMAU
OG0002006	LOC6593916|XP_026843808.1|DPER	LOC117135302|XP_033151371.1|DMAU
OG0002007	LOC6589072|XP_026844954.1|DPER	LOC117139414|XP_033157794.1|DMAU
OG0002008	LOC6603486|XP_026846829.1|DPER	LOC117146238|XP_033168037.1|DMAU
OG0002009	LOC6600877|XP_002025941.1|DPER	LOC117136380|XP_033153162.1|DMAU
OG0002010	LOC6593511|XP_002019152.1|DPER	LOC117145889|XP_033167626.1|DMAU
OG0002011	LOC6596534|XP_002021731.1|DPER	LOC117146550|XP_033168742.1|DMAU
OG0002012	LOC6589863|XP_002015168.1|DPER	LOC117150197|XP_033172877.1|DMAU
OG0002013	LOC6597979|XP_026843595.1|DPER	LOC117150248|XP_033172935.1|DMAU
OG0002014	LOC6600869|XP_026840987.1|DPER	LOC117137311|XP_033154582.1|DMAU
OG0002015	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER	LOC117150747|XP_033173671.1|DMAU
OG0002016	LOC113565034|XP_026840758.1|DPER, LOC6592605|XP_026840890.1|DPER	LOC117135472|XP_033151576.1|DMAU
OG0002017	LOC6596585|XP_002021672.2|DPER	LOC117150424|XP_033173189.1|DMAU
OG0002018	LOC6593557|XP_002018972.1|DPER	LOC117150857|XP_033173843.1|DMAU
OG0002019	LOC6589381|XP_002015053.1|DPER	LOC117146280|XP_033168171.1|DMAU
OG0002020	LOC6597965|XP_002023168.1|DPER	LOC117147440|XP_033170216.1|DMAU
OG0002021	LOC6591133|XP_026841742.1|DPER	LOC117138433|XP_033156435.1|DMAU
OG0002022	LOC6593460|XP_026843711.1|DPER	LOC117138718|XP_033156857.1|DMAU
OG0002023	LOC6587207|XP_002013888.1|DPER	LOC117144218|XP_033165163.1|DMAU
OG0002024	LOC6603554|XP_002028533.1|DPER	LOC117135185|XP_033151186.1|DMAU
OG0002025	LOC6589849|XP_026844766.1|DPER	LOC117138135|XP_033155899.1|DMAU
OG0002026	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER	LOC117141705|XP_033161207.1|DMAU
OG0002027	LOC6590772|XP_002016460.2|DPER	LOC117135962|XP_033152451.1|DMAU
OG0002028	LOC6590916|XP_026841035.1|DPER	LOC117136785|XP_033153731.1|DMAU
OG0002029	LOC6600318|XP_026849106.1|DPER	LOC117141146|XP_033160370.1|DMAU
OG0002030	LOC6600857|XP_002025994.1|DPER	LOC117136336|XP_033153087.1|DMAU
OG0002031	LOC6592640|XP_026841327.1|DPER	LOC117136069|XP_033152614.1|DMAU
OG0002032	LOC6594539|XP_002019369.1|DPER	LOC117143784|XP_033164516.1|DMAU
OG0002033	LOC6598382|XP_002023407.2|DPER	LOC117147922|XP_033170936.1|DMAU
OG0002034	LOC6596696|XP_026845813.1|DPER	LOC117146668|XP_033168906.1|DMAU
OG0002035	LOC6587944|XP_002014112.2|DPER	LOC117145582|XP_033167179.1|DMAU
OG0002036	LOC6598622|XP_026840047.1|DPER	LOC117145832|XP_033167524.1|DMAU
OG0002037	LOC113566713|XP_026849344.1|DPER	LOC117140049|XP_033158677.1|DMAU
OG0002038	LOC6594207|XP_002019666.1|DPER	LOC117143600|XP_033164242.1|DMAU
OG0002039	LOC113567321|XP_026850479.1|DPER	LOC117141356|XP_033160655.1|DMAU
OG0002040	LOC6594366|XP_026850470.1|DPER	LOC117139300|XP_033157426.1|DMAU, LOC117139299|XP_033157423.1|DMAU
OG0002041	LOC6592464|XP_002017798.1|DPER	LOC117135698|XP_033151995.1|DMAU
OG0002042	LOC6594195|XP_002019503.2|DPER	LOC117143380|XP_033163949.1|DMAU
OG0002043	LOC6588225|XP_026850778.1|DPER	LOC117145716|XP_033167353.1|DMAU
OG0002044	LOC6594887|XP_002020006.2|DPER	LOC117142452|XP_033162313.1|DMAU
OG0002045	LOC6588121|XP_026850439.1|DPER	LOC117143740|XP_033164441.1|DMAU
OG0002046	LOC6602638|XP_002027659.1|DPER	LOC117146270|XP_033168154.1|DMAU
OG0002047	LOC6597682|XP_002022836.2|DPER	LOC117146433|XP_033168532.1|DMAU
OG0002048	LOC6591484|XP_002017378.2|DPER	LOC117144863|XP_033166158.1|DMAU
OG0002049	LOC6594587|XP_026850844.1|DPER	LOC117145332|XP_033166828.1|DMAU
OG0002050	LOC6592111|XP_026851251.1|DPER, LOC113567464|XP_026851253.1|DPER	LOC117145882|XP_033167598.1|DMAU
OG0002051	LOC6591053|XP_026841486.1|DPER, LOC6591054|XP_026842697.1|DPER	LOC117136703|XP_033153612.1|DMAU
OG0002052	LOC6599869|XP_002024923.1|DPER	LOC117140934|XP_033160021.1|DMAU
OG0002053	LOC6594338|XP_002019596.2|DPER	LOC117143518|XP_033164131.1|DMAU
OG0002054	LOC6587533|XP_026850621.1|DPER	LOC117142520|XP_033162454.1|DMAU
OG0002055	LOC6591870|XP_002017332.1|DPER	LOC117143327|XP_033163874.1|DMAU
OG0002056	LOC6596231|XP_026845620.1|DPER	LOC117140636|XP_033159554.1|DMAU
OG0002057	LOC6589507|XP_002015103.1|DPER	LOC117146442|XP_033168592.1|DMAU
OG0002058	LOC6601131|XP_002026058.1|DPER	LOC117142096|XP_033161871.1|DMAU
OG0002059	LOC6594015|XP_002019637.1|DPER	LOC117142839|XP_033162963.1|DMAU
OG0002060	LOC6590993|XP_026841992.1|DPER	LOC117137935|XP_033155580.1|DMAU
OG0002061	LOC6590161|XP_002016583.1|DPER	LOC117138453|XP_033156470.1|DMAU
OG0002062	LOC6603795|XP_026846626.1|DPER	LOC117148784|XP_033172284.1|DMAU
OG0002063	LOC6600152|XP_002025235.1|DPER	LOC117147135|XP_033169804.1|DMAU
OG0002064	LOC6603546|XP_026845769.1|DPER	LOC117139026|XP_033157015.1|DMAU
OG0002065	LOC6602725|XP_026849462.1|DPER	LOC117141237|XP_033160491.1|DMAU
OG0002066	LOC6594178|XP_026850472.1|DPER	LOC117143765|XP_033164474.1|DMAU
OG0002067	LOC6590917|XP_002015408.1|DPER	LOC117136786|XP_033153733.1|DMAU
OG0002068	LOC6592901|XP_002017943.1|DPER	LOC117136801|XP_033153756.1|DMAU
OG0002069	LOC6597916|XP_026843611.1|DPER	LOC117135593|XP_033151819.1|DMAU
OG0002070	LOC6594021|XP_002019719.1|DPER	LOC117144757|XP_033166007.1|DMAU
OG0002071	LOC6588494|XP_002013921.1|DPER	LOC117143742|XP_033164444.1|DMAU
OG0002072	LOC6600899|XP_002025963.1|DPER	LOC117137737|XP_033155210.1|DMAU
OG0002073	LOC6596988|XP_026845642.1|DPER	LOC117142016|XP_033161760.1|DMAU
OG0002074	LOC6590540|XP_026841601.1|DPER	LOC117145044|XP_033166444.1|DMAU, LOC117137388|XP_033154695.1|DMAU
OG0002075	LOC113565670|XP_026844199.1|DPER	LOC117145514|XP_033167098.1|DMAU
OG0002076	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER	LOC117135540|XP_033151710.1|DMAU
OG0002077	LOC6601033|XP_026849741.1|DPER	LOC117139193|XP_033157254.1|DMAU
OG0002078	LOC6592773|XP_002018015.1|DPER	LOC117136281|XP_033153006.1|DMAU
OG0002079	LOC6595998|XP_002021019.1|DPER	LOC117138951|XP_033156882.1|DMAU
OG0002080	LOC6592394|XP_002017579.2|DPER	LOC117137411|XP_033154729.1|DMAU
OG0002081	LOC6601330|XP_002026381.1|DPER	LOC117136117|XP_033152704.1|DMAU
OG0002082	LOC6601587|XP_026842735.1|DPER	LOC117135458|XP_033151534.1|DMAU
OG0002083	LOC6600086|XP_026845110.1|DPER	LOC117148582|XP_033171940.1|DMAU
OG0002084	LOC6590460|XP_002015851.1|DPER	LOC117136838|XP_033153810.1|DMAU
OG0002085	LOC6592631|XP_026841336.1|DPER	LOC117135979|XP_033152483.1|DMAU
OG0002086	LOC6590455|XP_026842510.1|DPER	LOC117137380|XP_033154684.1|DMAU
OG0002087	LOC113566652|XP_026849013.1|DPER	LOC117140674|XP_033159618.1|DMAU
OG0002088	LOC6601813|XP_026848589.1|DPER, LOC6601810|XP_026848460.1|DPER	LOC117139421|XP_033157598.1|DMAU
OG0002089	LOC6592440|XP_026841197.1|DPER	LOC117135899|XP_033152338.1|DMAU
OG0002090	LOC6595903|XP_002021442.1|DPER	LOC117140720|XP_033159676.1|DMAU
OG0002091	LOC6601323|XP_002026374.1|DPER	LOC117136441|XP_033153249.1|DMAU
OG0002092	LOC6599720|XP_026847347.1|DPER	LOC117139311|XP_033157444.1|DMAU
OG0002093	LOC6601611|XP_002026647.1|DPER	LOC117135903|XP_033152356.1|DMAU
OG0002094	LOC6591296|XP_002015625.1|DPER	LOC117137217|XP_033154464.1|DMAU
OG0002095	LOC6602894|XP_026849664.1|DPER	LOC117150808|XP_033173757.1|DMAU, LOC117148039|XP_033171106.1|DMAU
OG0002096	LOC6590298|XP_002016159.2|DPER	LOC117135507|XP_033151630.1|DMAU
OG0002097	LOC6592694|XP_026841297.1|DPER	LOC117137562|XP_033154956.1|DMAU
OG0002098	LOC6603788|XP_026848075.1|DPER	LOC117140567|XP_033159455.1|DMAU
OG0002099	LOC6587719|XP_002013392.1|DPER	LOC117143878|XP_033164655.1|DMAU
OG0002100	LOC6597072|XP_002022197.1|DPER	LOC117139954|XP_033158533.1|DMAU
OG0002101	LOC6589922|XP_026840609.1|DPER	LOC117138227|XP_033156063.1|DMAU
OG0002102	LOC6593161|XP_002018335.2|DPER	LOC117135858|XP_033152272.1|DMAU
OG0002103	LOC6587994|XP_026850772.1|DPER	LOC117144196|XP_033165136.1|DMAU
OG0002105	LOC6595524|XP_026844275.1|DPER	LOC117146874|XP_033169358.1|DMAU
OG0002106	LOC6587248|XP_002013536.1|DPER	LOC117143522|XP_033164136.1|DMAU
OG0002107	LOC6596576|XP_026843254.1|DPER	LOC117136767|XP_033153707.1|DMAU
OG0002108	LOC6587579|XP_026851221.1|DPER, LOC6587574|XP_026849647.1|DPER, LOC6587582|XP_002013096.1|DPER	LOC117144187|XP_033165126.1|DMAU
OG0002109	LOC6594890|XP_002019987.2|DPER	LOC117144422|XP_033165455.1|DMAU, LOC117144215|XP_033165157.1|DMAU
OG0002110	LOC6593480|XP_002018919.1|DPER	LOC117141970|XP_033161659.1|DMAU, LOC117150944|XP_033174003.1|DMAU
OG0002111	LOC6593498|XP_002019161.1|DPER	LOC117147325|XP_033170071.1|DMAU
OG0002113	LOC6594853|XP_002020061.1|DPER	LOC117145295|XP_033166777.1|DMAU
OG0002114	LOC6594971|XP_002020490.2|DPER	LOC117142356|XP_033162170.1|DMAU, LOC117144010|XP_033164856.1|DMAU
OG0002115	LOC6602145|XP_026842492.1|DPER	LOC117136227|XP_033152898.1|DMAU, LOC117136226|XP_033152895.1|DMAU
OG0002116	LOC6596557|XP_002021738.2|DPER	LOC117138398|XP_033156369.1|DMAU
OG0002116	LOC6599547|XP_002024657.2|DPER	LOC117141702|XP_033161204.1|DMAU
OG0002117	LOC6597298|XP_026846439.1|DPER	LOC117137084|XP_033154204.1|DMAU
OG0002118	LOC113565812|XP_026844831.1|DPER	LOC117139879|XP_033158428.1|DMAU
OG0002119	LOC6588089|XP_002013365.1|DPER	LOC117143195|XP_033163626.1|DMAU
OG0002120	LOC6602558|XP_002027579.1|DPER	LOC117146332|XP_033168320.1|DMAU
OG0002121	LOC6595231|XP_026840461.1|DPER	LOC117145818|XP_033167510.1|DMAU
OG0002123	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER	LOC117151022|XP_033174119.1|DMAU
OG0002124	LOC6601782|XP_026846965.1|DPER	LOC117148433|XP_033171697.1|DMAU
OG0002125	LOC6590480|XP_002016666.1|DPER	LOC117135952|XP_033152436.1|DMAU
OG0002126	LOC6601858|XP_026849329.1|DPER	LOC117141211|XP_033160456.1|DMAU
OG0002127	LOC6597719|XP_026847044.1|DPER	LOC117147022|XP_033169601.1|DMAU
OG0002128	LOC6601772|XP_026847065.1|DPER	LOC117148483|XP_033171753.1|DMAU
OG0002129	LOC6588580|XP_002013197.1|DPER	LOC117145980|XP_033167778.1|DMAU
OG0002130	LOC6596745|XP_002021928.1|DPER	LOC117146519|XP_033168677.1|DMAU
OG0002131	LOC6588390|XP_002012932.1|DPER	LOC117144400|XP_033165427.1|DMAU
OG0002132	LOC6588821|XP_026844008.1|DPER	LOC117135483|XP_033151596.1|DMAU
OG0002133	LOC6599097|XP_002024422.2|DPER	LOC117147788|XP_033170720.1|DMAU
OG0002134	LOC6596434|XP_002021615.1|DPER, LOC6602612|XP_002027639.1|DPER	LOC117147996|XP_033171041.1|DMAU
OG0002135	LOC6599981|XP_026845128.1|DPER	LOC117148523|XP_033171827.1|DMAU
OG0002136	LOC6595004|XP_002020461.1|DPER	LOC117143359|XP_033163923.1|DMAU
OG0002137	LOC6587292|XP_026841232.1|DPER	LOC117146119|XP_033168004.1|DMAU
OG0002138	LOC113566509|XP_026848250.1|DPER	LOC117147690|XP_033170568.1|DMAU
OG0002139	LOC6597594|XP_026848881.1|DPER	LOC117148181|XP_033171342.1|DMAU
OG0002140	LOC6597344|XP_002022546.1|DPER	LOC117147534|XP_033170357.1|DMAU
OG0002141	LOC6591324|XP_002016797.1|DPER	LOC117140339|XP_033159079.1|DMAU
OG0002142	LOC6591597|XP_002017543.1|DPER	LOC117144311|XP_033165314.1|DMAU
OG0002143	LOC6595534|XP_026844258.1|DPER	LOC117145346|XP_033166856.1|DMAU
OG0002144	LOC6602565|XP_026846895.1|DPER	LOC117146334|XP_033168330.1|DMAU
OG0002145	LOC6594203|XP_026850281.1|DPER	LOC117145142|XP_033166573.1|DMAU
OG0002146	LOC6591595|XP_002017541.1|DPER	LOC117142654|XP_033162669.1|DMAU
OG0002147	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER	LOC117148581|XP_033171939.1|DMAU
OG0002148	LOC6601681|XP_002026715.1|DPER	LOC117141143|XP_033160366.1|DMAU
OG0002149	LOC6603492|XP_002028470.1|DPER	LOC117146339|XP_033168354.1|DMAU
OG0002150	LOC6600394|XP_002025449.2|DPER	LOC117147674|XP_033170541.1|DMAU
OG0002151	LOC6589012|XP_026844120.1|DPER	LOC117148417|XP_033171679.1|DMAU
OG0002152	LOC6588199|XP_026847480.1|DPER	LOC117143174|XP_033163579.1|DMAU
OG0002153	LOC6595127|XP_026850966.1|DPER	LOC117142487|XP_033162403.1|DMAU
OG0002154	LOC6596744|XP_002021927.2|DPER	LOC117146518|XP_033168676.1|DMAU
OG0002155	LOC6595169|XP_002020424.1|DPER	LOC117145249|XP_033166721.1|DMAU
OG0002156	LOC6596194|XP_002021123.1|DPER	LOC117140223|XP_033158912.1|DMAU
OG0002157	LOC6587622|XP_026845744.1|DPER	LOC117142521|XP_033162455.1|DMAU
OG0002158	LOC6592902|XP_002017944.1|DPER	LOC117136804|XP_033153760.1|DMAU
OG0002159	LOC6593140|XP_002018172.1|DPER	LOC117138560|XP_033156610.1|DMAU
OG0002160	LOC6594856|XP_026850761.1|DPER	LOC117143481|XP_033164084.1|DMAU
OG0002161	LOC6588110|XP_002013368.1|DPER	LOC117143301|XP_033163797.1|DMAU
OG0002162	LOC6588221|XP_026850058.1|DPER	LOC117143721|XP_033164412.1|DMAU
OG0002163	LOC6596885|XP_002022100.1|DPER	LOC117147294|XP_033170033.1|DMAU
OG0002164	LOC6591855|XP_026840446.1|DPER	LOC117142312|XP_033162102.1|DMAU
OG0002165	LOC6588018|XP_002013205.1|DPER	LOC117136887|XP_033153894.1|DMAU
OG0002166	LOC6602216|XP_002027293.1|DPER	LOC117148065|XP_033171150.1|DMAU
OG0002167	LOC6592457|XP_002018307.1|DPER	LOC117137327|XP_033154607.1|DMAU
OG0002168	LOC113565133|XP_026841819.1|DPER	LOC117136437|XP_033153243.1|DMAU
OG0002169	LOC6587408|XP_026845548.1|DPER, LOC6602779|XP_026847821.1|DPER	LOC117139479|XP_033157689.1|DMAU
OG0002170	LOC6602020|XP_002027034.1|DPER	LOC117146283|XP_033168178.1|DMAU
OG0002171	LOC6587191|XP_026841209.1|DPER, LOC6588517|XP_002013466.1|DPER	LOC117142974|XP_033163215.1|DMAU
OG0002172	LOC6587458|XP_002013047.1|DPER	LOC117143858|XP_033164613.1|DMAU
OG0002173	LOC6589583|XP_026844375.1|DPER	LOC117150496|XP_033173291.1|DMAU
OG0002174	LOC6587963|XP_002012937.2|DPER	LOC117142374|XP_033162195.1|DMAU
OG0002175	LOC6587821|XP_002012936.1|DPER	LOC117142376|XP_033162196.1|DMAU
OG0002176	LOC6594940|XP_002020309.1|DPER	LOC117143104|XP_033163477.1|DMAU
OG0002177	LOC6598602|XP_026850791.1|DPER	LOC117145174|XP_033166614.1|DMAU
OG0002178	LOC6587359|XP_026850629.1|DPER	LOC117142631|XP_033162626.1|DMAU
OG0002179	LOC6591325|XP_026840117.1|DPER	LOC117143717|XP_033164406.1|DMAU
OG0002180	LOC6595338|XP_026851020.1|DPER	LOC117142604|XP_033162574.1|DMAU
OG0002181	LOC6597206|XP_002022614.1|DPER	LOC117146867|XP_033169347.1|DMAU
OG0002182	LOC6587183|XP_026850935.1|DPER	LOC117145789|XP_033167460.1|DMAU
OG0002183	LOC6592536|XP_002018311.1|DPER	LOC117135853|XP_033152263.1|DMAU
OG0002184	LOC6588534|XP_002013620.1|DPER	LOC117142950|XP_033163165.1|DMAU
OG0002185	LOC6594815|XP_026843656.1|DPER	LOC117145552|XP_033167142.1|DMAU, LOC117145549|XP_033167135.1|DMAU
OG0002186	LOC6589631|XP_026845016.1|DPER	LOC117150361|XP_033173112.1|DMAU
OG0002187	LOC6588538|XP_002013580.1|DPER	LOC117144359|XP_033165367.1|DMAU
OG0002188	LOC6590017|XP_002016571.1|DPER	LOC117136238|XP_033152914.1|DMAU
OG0002189	LOC113565688|XP_026844284.1|DPER	LOC117140585|XP_033159482.1|DMAU
OG0002190	LOC6587354|XP_002013483.1|DPER	LOC117142814|XP_033162920.1|DMAU
OG0002191	LOC6601833|XP_002026899.1|DPER	LOC117138961|XP_033156894.1|DMAU
OG0002192	LOC6599050|XP_026849016.1|DPER	LOC117139854|XP_033158394.1|DMAU
OG0002193	LOC113565246|XP_026842792.1|DPER, LOC6588219|XP_026851239.1|DPER	LOC117143050|XP_033163390.1|DMAU
OG0002194	LOC6587515|XP_002013071.1|DPER	LOC117143447|XP_033164045.1|DMAU
OG0002195	LOC6588179|XP_026850817.1|DPER	LOC117144197|XP_033165137.1|DMAU
