Orthogroup	DPER.longest_only	DYAK.longest_only
OG0000252	LOC6592710|XP_026841740.1|DPER	LOC6530558|XP_002091471.3|DYAK
OG0000252	LOC6592596|XP_002018076.1|DPER	LOC6530557|XP_002091470.1|DYAK
OG0000253	LOC6592319|XP_002018553.1|DPER	LOC6531093|XP_002091927.1|DYAK, LOC6531096|XP_002091930.1|DYAK
OG0000253	LOC6592318|XP_002018552.1|DPER	LOC6531097|XP_002091931.3|DYAK
OG0000254	LOC6588301|XP_026842421.1|DPER, LOC6588328|XP_002013800.1|DPER	LOC6537699|XP_002098244.1|DYAK, LOC6537698|XP_002098243.1|DYAK, LOC6537700|XP_002098245.2|DYAK, LOC6537701|XP_002098246.2|DYAK
OG0000255	LOC6590196|XP_026841102.1|DPER	LOC6530170|XP_002091110.1|DYAK
OG0000255	LOC6590197|XP_002015828.1|DPER	LOC6530171|XP_002091111.1|DYAK
OG0000256	LOC6591225|XP_026842138.1|DPER	LOC6531024|XP_002091861.1|DYAK
OG0000256	LOC6590485|XP_026842610.1|DPER	LOC6531022|XP_002091859.1|DYAK
OG0000257	LOC6590918|XP_002015409.1|DPER	LOC6531903|XP_002092689.1|DYAK
OG0000258	LOC6593335|XP_026843500.1|DPER	LOC6528394|XP_002089441.1|DYAK
OG0000258	LOC6594861|XP_026850612.1|DPER	LOC6528396|XP_002089443.1|DYAK
OG0000258	LOC6595746|XP_026845387.1|DPER	LOC6528395|XP_002089442.1|DYAK
OG0000259	LOC113567331|XP_026850586.1|DPER	LOC6538156|XP_002098690.2|DYAK
OG0000259	LOC6593441|XP_002019197.2|DPER	LOC6527811|XP_002088884.1|DYAK, LOC6527813|XP_002088886.1|DYAK, LOC6527810|XP_002088883.1|DYAK, LOC6527809|XP_015053819.1|DYAK
OG0000260	LOC6589920|XP_002015722.1|DPER	LOC6528580|XP_002089623.1|DYAK
OG0000260	LOC6592114|XP_002016840.2|DPER	LOC6538727|XP_002099242.1|DYAK
OG0000260	LOC6589921|XP_002015723.1|DPER	LOC6528581|XP_002089624.1|DYAK
OG0000261	LOC6588988|XP_002015170.1|DPER	LOC6528170|XP_002089235.1|DYAK
OG0000261	LOC6588989|XP_002015171.1|DPER	LOC6528169|XP_039226993.1|DYAK
OG0000262	LOC6599470|XP_026849432.1|DPER, LOC6599469|XP_026849407.1|DPER	LOC6533191|XP_002093917.2|DYAK
OG0000262	LOC6590715|XP_026841027.1|DPER	LOC6530027|XP_002090973.1|DYAK
OG0000263	LOC6590218|XP_002016531.2|DPER	LOC6530127|XP_002091073.2|DYAK
OG0000263	LOC6593054|XP_026841830.1|DPER	LOC6529301|XP_002090306.2|DYAK
OG0000263	LOC6601424|XP_002026460.2|DPER	LOC6533175|XP_002093901.1|DYAK
OG0000264	LOC6598542|XP_026846178.1|DPER	LOC6524983|XP_002100823.1|DYAK
OG0000264	LOC6598543|XP_002023739.1|DPER	LOC6524982|XP_039231321.1|DYAK
OG0000264	LOC6594744|XP_002020396.1|DPER	LOC6538959|XP_015049132.1|DYAK
OG0000265	LOC6601071|XP_026847310.1|DPER	LOC6531646|XP_039229153.1|DYAK, LOC6531645|XP_002092442.1|DYAK, LOC6531644|XP_015051452.1|DYAK, LOC6533081|XP_039230031.1|DYAK
OG0000266	LOC113565566|XP_026843720.1|DPER, LOC6592880|XP_002018547.1|DPER	LOC26534916|XP_015051117.1|DYAK
OG0000266	LOC6592882|XP_002018549.1|DPER	LOC6531100|XP_002091934.1|DYAK
OG0000267	LOC6594786|XP_002020540.1|DPER	LOC6538885|XP_002099389.1|DYAK
OG0000267	LOC6594787|XP_002020541.1|DPER	LOC6538884|XP_002099388.3|DYAK
OG0000268	LOC6587641|XP_002013270.1|DPER	LOC6537554|XP_002098100.2|DYAK
OG0000268	LOC6587284|XP_026846992.1|DPER	LOC6537553|XP_002098099.1|DYAK
OG0000269	LOC6587699|XP_002014102.1|DPER	LOC6537868|XP_002098409.1|DYAK
OG0000269	LOC6591644|XP_002016857.2|DPER	LOC6538741|XP_002099256.1|DYAK
OG0000270	LOC6592525|XP_026841241.1|DPER	LOC6531868|XP_002092655.3|DYAK
OG0000271	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER	LOC6528063|XP_002089130.1|DYAK
OG0000271	LOC113565230|XP_026842688.1|DPER	LOC26535369|XP_015051177.1|DYAK
OG0000271	LOC6591252|XP_026841574.1|DPER	LOC6530505|XP_002091420.1|DYAK
OG0000272	LOC6604665|XP_026845656.1|DPER	LOC6533354|XP_039229605.1|DYAK
OG0000272	LOC6602554|XP_026846824.1|DPER	LOC6523696|XP_039233083.1|DYAK
OG0000273	LOC6592110|XP_002017293.1|DPER	LOC6537136|XP_002097697.2|DYAK
OG0000273	LOC6596627|XP_002021635.2|DPER	LOC6527154|XP_002088248.1|DYAK
OG0000273	LOC6592070|XP_002017519.1|DPER	LOC6535978|XP_002096593.1|DYAK
OG0000274	LOC6587445|XP_002013656.1|DPER, LOC6588075|XP_002013609.2|DPER, LOC6590995|XP_026841121.1|DPER	LOC6530431|XP_002091347.2|DYAK
OG0000277	LOC6587928|XP_026840171.1|DPER	LOC6537653|XP_002098198.1|DYAK, LOC6535775|XP_002096398.2|DYAK
OG0000277	LOC6587819|XP_002012794.2|DPER	LOC6537651|XP_002098196.1|DYAK
OG0000277	LOC6587976|XP_002012796.2|DPER	LOC6537652|XP_002098197.1|DYAK
OG0000278	LOC6589349|XP_002014800.2|DPER, LOC6593721|XP_002018900.1|DPER, LOC6593823|XP_002018902.2|DPER	LOC6525729|XP_002101551.1|DYAK
OG0000279	LOC6602488|XP_002027516.2|DPER	LOC6532686|XP_002093430.1|DYAK
OG0000279	LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER	LOC6532685|XP_002093429.1|DYAK
OG0000280	LOC6602407|XP_002027412.2|DPER	LOC6539689|XP_002086574.1|DYAK
OG0000280	LOC6602406|XP_002027411.2|DPER	LOC6534946|XP_002095616.3|DYAK
OG0000280	LOC113566561|XP_026848456.1|DPER	LOC6539687|XP_002086575.3|DYAK
OG0000281	LOC6601691|XP_002026725.1|DPER	LOC6533216|XP_002093942.1|DYAK
OG0000281	LOC6597239|XP_002022534.2|DPER	LOC6526063|XP_002101880.1|DYAK
OG0000281	LOC6597493|XP_002022641.2|DPER	LOC6525881|XP_002101701.1|DYAK
OG0000282	LOC6603291|XP_002028272.1|DPER	LOC6532890|XP_039229467.1|DYAK
OG0000282	LOC6603290|XP_026849866.1|DPER	LOC6532889|XP_015049675.2|DYAK
OG0000283	LOC6587294|XP_026840078.1|DPER	LOC6538318|XP_002098845.1|DYAK
OG0000284	LOC6602437|XP_002027472.1|DPER	LOC6528957|XP_002089989.1|DYAK
OG0000284	LOC6598132|XP_026843255.1|DPER	LOC6528947|XP_039226648.1|DYAK
OG0000285	LOC6591167|XP_002016270.1|DPER	LOC6531011|XP_002091848.1|DYAK
OG0000285	LOC6591169|XP_002016272.2|DPER	LOC6531010|XP_002091847.1|DYAK
OG0000286	LOC6598098|XP_002023240.1|DPER	LOC6528186|XP_002089249.1|DYAK
OG0000286	LOC6598102|XP_002023244.1|DPER	LOC6528190|XP_002089253.2|DYAK
OG0000287	LOC6600016|XP_026849166.1|DPER	LOC6525581|XP_039231509.1|DYAK
OG0000287	LOC113566676|XP_026849167.1|DPER	LOC6525578|XP_002101413.1|DYAK
OG0000287	LOC6600015|XP_002025094.1|DPER	LOC6525579|XP_002101414.2|DYAK
OG0000288	LOC6593479|XP_002018918.1|DPER, LOC6593478|XP_002018917.1|DPER	LOC6527526|XP_002088616.3|DYAK
OG0000288	LOC6593477|XP_002018916.1|DPER	LOC6527523|XP_002088613.1|DYAK, LOC6527522|XP_002088612.2|DYAK
OG0000289	LOC6599747|XP_026847403.1|DPER	LOC6532979|XP_002093714.2|DYAK
OG0000289	LOC6599890|XP_026847410.1|DPER	LOC6533019|XP_039230160.1|DYAK
OG0000289	LOC6599749|XP_026847402.1|DPER	LOC26536153|XP_015049745.1|DYAK
OG0000290	LOC6590826|XP_002016480.1|DPER	LOC6528909|XP_039227323.1|DYAK
OG0000290	LOC6590828|XP_002016482.2|DPER	LOC6528906|XP_039227322.1|DYAK, LOC6528907|XP_015053419.2|DYAK
OG0000290	LOC6590827|XP_002016481.1|DPER	LOC6528908|XP_039227321.1|DYAK
OG0000292	LOC6592284|XP_002018403.1|DPER	LOC6531252|XP_002092061.1|DYAK
OG0000292	LOC6599069|XP_026848974.1|DPER	LOC6533933|XP_002094633.1|DYAK
OG0000293	LOC6594994|XP_002020160.1|DPER	LOC6537916|XP_002098456.1|DYAK
OG0000293	LOC6596583|XP_002021670.2|DPER	LOC6527188|XP_002088282.1|DYAK
OG0000293	LOC6594991|XP_002020157.2|DPER	LOC6537918|XP_002098458.1|DYAK
OG0000294	LOC6598125|XP_002023281.2|DPER	LOC6528944|XP_039226166.1|DYAK
OG0000294	LOC6599410|XP_026847073.1|DPER	LOC26535870|XP_039233460.1|DYAK
OG0000295	LOC6591206|XP_002016196.2|DPER	LOC6530437|XP_002091353.1|DYAK
OG0000295	LOC6587493|XP_002013063.1|DPER	LOC6538265|XP_002098792.2|DYAK
OG0000296	LOC6593738|XP_002018996.1|DPER	LOC6529184|XP_002090191.3|DYAK
OG0000296	LOC6601085|XP_026847350.1|DPER	LOC6532216|XP_002092989.1|DYAK
OG0000296	LOC6598402|XP_026846284.1|DPER	LOC6524363|XP_002100221.1|DYAK
OG0000297	LOC6590430|XP_002015726.2|DPER, LOC6590431|XP_026842117.1|DPER	LOC6528585|XP_002089628.1|DYAK, LOC6528587|XP_002089630.1|DYAK
OG0000298	LOC6597226|XP_026846583.1|DPER	LOC6524319|XP_002100178.1|DYAK
OG0000298	LOC113566196|XP_026846536.1|DPER, LOC6593951|XP_002018637.1|DPER	LOC6524320|XP_002100179.1|DYAK
OG0000298	LOC6598124|XP_002023280.2|DPER	LOC6526073|XP_002101890.1|DYAK
OG0000299	LOC6587353|XP_002014036.1|DPER	LOC6536937|XP_039232287.1|DYAK
OG0000300	LOC113566464|XP_026847944.1|DPER	LOC26534891|XP_015050541.2|DYAK
OG0000300	LOC6598884|XP_026847945.1|DPER	LOC6534281|XP_002094962.3|DYAK
OG0000300	LOC6598883|XP_026847927.1|DPER	LOC6534282|XP_002094963.3|DYAK
OG0000301	LOC6601991|XP_002027068.1|DPER	LOC120322175|XP_039233165.1|DYAK, LOC6523737|XP_002099612.1|DYAK
OG0000301	LOC6589195|XP_002014619.1|DPER	LOC6526920|XP_002088019.1|DYAK
OG0000302	LOC6601148|XP_002026280.2|DPER	LOC6539385|XP_015045171.1|DYAK
OG0000302	LOC6601149|XP_002026281.1|DPER	LOC6534672|XP_002095347.1|DYAK
OG0000303	LOC113566276|XP_026847029.1|DPER	LOC6525835|XP_002101655.1|DYAK
OG0000303	LOC6589431|XP_002015008.2|DPER	LOC26536024|XP_015054684.1|DYAK
OG0000304	LOC6588546|XP_002012984.1|DPER	LOC6539020|XP_002099522.1|DYAK
OG0000304	LOC6588542|XP_026851023.1|DPER	LOC6539018|XP_002099520.1|DYAK
OG0000305	LOC6597066|XP_002022191.2|DPER	LOC6539587|XP_002086475.1|DYAK
OG0000305	LOC6597067|XP_026845430.1|DPER	LOC6539584|XP_002086472.1|DYAK
OG0000306	LOC6589931|XP_002015882.2|DPER	LOC6531777|XP_002092564.1|DYAK
OG0000306	LOC6598282|XP_026846345.1|DPER	LOC6525069|XP_002100908.1|DYAK
OG0000307	LOC6594303|XP_026850365.1|DPER	LOC6535512|XP_015047194.2|DYAK
OG0000307	LOC6587518|XP_002013072.2|DPER	LOC6538253|XP_039231687.1|DYAK
OG0000308	LOC6593993|XP_002019035.1|DPER, LOC6593992|XP_002019034.1|DPER	LOC6527845|XP_002088917.1|DYAK
OG0000308	LOC6588430|XP_002013955.1|DPER	LOC6536863|XP_002097432.1|DYAK, LOC6536864|XP_002097433.1|DYAK
OG0000308	LOC113565521|XP_026843590.1|DPER	LOC6527746|XP_002088826.1|DYAK
OG0000309	LOC6594063|XP_002019862.1|DPER, LOC6594064|XP_002019863.1|DPER, LOC6594065|XP_002019864.1|DPER	LOC6536539|XP_002097115.1|DYAK, LOC6536534|XP_002097110.1|DYAK, LOC6536535|XP_002097111.1|DYAK
OG0000310	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER	LOC6524654|XP_002100511.1|DYAK, LOC6535602|XP_002096230.2|DYAK
OG0000311	LOC6598848|XP_002023966.1|DPER	LOC6535842|XP_039232638.1|DYAK
OG0000311	LOC6599371|XP_026847108.1|DPER	LOC6526099|XP_002101916.1|DYAK
OG0000312	LOC6593372|XP_026842951.1|DPER	LOC6527848|XP_015052999.1|DYAK
OG0000312	LOC6589045|XP_026844084.1|DPER	LOC6526767|XP_015053455.1|DYAK
OG0000313	LOC6593982|XP_002019024.1|DPER	LOC6527758|XP_002088838.1|DYAK
OG0000313	LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER	LOC6527571|XP_002088661.1|DYAK
OG0000314	LOC6596454|XP_026843311.1|DPER, LOC6596455|XP_026843349.1|DPER	LOC6526699|XP_002087802.2|DYAK
OG0000315	LOC113565709|XP_026844419.1|DPER	LOC6526740|XP_002087843.1|DYAK, LOC6530163|XP_002091105.1|DYAK, LOC6526794|XP_002087896.1|DYAK
OG0000316	LOC6591174|XP_002016277.1|DPER	LOC6531005|XP_002091842.1|DYAK
OG0000316	LOC6591171|XP_002016274.1|DPER, LOC6591173|XP_002016276.1|DPER	LOC6531006|XP_002091843.1|DYAK
OG0000317	LOC113564908|XP_026840040.1|DPER	LOC6537879|XP_002098420.1|DYAK
OG0000319	LOC6594135|XP_002019761.1|DPER, LOC6594142|XP_002019768.2|DPER	LOC6536622|XP_002097194.1|DYAK, LOC6536621|XP_002097193.1|DYAK, LOC6536612|XP_002097184.1|DYAK
OG0000320	LOC6591612|XP_002016738.2|DPER	LOC6536552|XP_002097128.1|DYAK
OG0000320	LOC6595614|XP_002020933.2|DPER	LOC6526805|XP_002087907.1|DYAK
OG0000320	LOC6588480|XP_002013594.1|DPER	LOC6537023|XP_002097590.1|DYAK
OG0000321	LOC6595497|XP_002020602.2|DPER	LOC6527311|XP_039226963.1|DYAK
OG0000321	LOC6595496|XP_002020601.1|DPER	LOC6527310|XP_002088403.2|DYAK
OG0000322	LOC6596739|XP_026845859.1|DPER	LOC6537162|XP_002097723.1|DYAK, LOC6523911|XP_039228111.1|DYAK
OG0000322	LOC6599982|XP_026849118.1|DPER	LOC6525459|XP_039233408.1|DYAK
OG0000323	LOC6598031|XP_026843366.1|DPER	LOC6527543|XP_002088633.1|DYAK
OG0000323	LOC6588446|XP_002013437.2|DPER	LOC6538771|XP_002099285.1|DYAK
OG0000323	LOC6588411|XP_002013436.1|DPER	LOC6538770|XP_002099284.1|DYAK
OG0000324	LOC6592754|XP_026841345.1|DPER	LOC6529940|XP_002090895.1|DYAK
OG0000325	LOC6601511|XP_002026573.1|DPER	LOC6535004|XP_002095674.2|DYAK
OG0000325	LOC6601509|XP_002026571.1|DPER	LOC6535002|XP_002095672.1|DYAK
OG0000326	LOC113564938|XP_026840269.1|DPER, LOC6587474|XP_026850036.1|DPER, LOC6587647|XP_026850205.1|DPER, LOC6604370|XP_026842910.1|DPER, LOC113564939|XP_026840270.1|DPER	LOC120322228|XP_039233216.1|DYAK, LOC120321049|XP_039228256.1|DYAK
OG0000327	LOC6602051|XP_026841578.1|DPER	LOC6528437|XP_002089483.2|DYAK
OG0000327	LOC6602052|XP_002027183.2|DPER	LOC6528436|XP_002089482.1|DYAK
OG0000327	LOC6602053|XP_002027184.2|DPER	LOC6528435|XP_002089481.1|DYAK
OG0000328	LOC6601297|XP_026841454.1|DPER	LOC6532064|XP_002092841.2|DYAK
OG0000328	LOC6601370|XP_026850196.1|DPER	LOC6533590|XP_002094298.1|DYAK
OG0000328	LOC6601371|XP_002026541.2|DPER	LOC6533589|XP_002094297.1|DYAK
OG0000329	LOC6593552|XP_002019142.1|DPER	LOC6527059|XP_002088152.1|DYAK
OG0000331	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER	LOC6527655|XP_002088741.2|DYAK
OG0000331	LOC6602232|XP_002027262.1|DPER	LOC6527657|XP_002088743.1|DYAK
OG0000332	LOC6600378|XP_002025466.2|DPER	LOC6528047|XP_002089114.1|DYAK
OG0000332	LOC6597334|XP_002022522.1|DPER	LOC6525106|XP_002100945.2|DYAK
OG0000333	LOC6600265|XP_026849064.1|DPER	LOC6533578|XP_002094288.1|DYAK
OG0000333	LOC6602811|XP_026847864.1|DPER	LOC6533444|XP_002094155.1|DYAK
OG0000334	LOC6603448|XP_002028430.2|DPER	LOC6524900|XP_002100740.1|DYAK
OG0000334	LOC6590420|XP_002016433.1|DPER	LOC6531711|XP_002092501.2|DYAK
OG0000335	LOC6593302|XP_002019190.1|DPER	LOC6529736|XP_002090729.1|DYAK
OG0000335	LOC6593301|XP_002019189.2|DPER	LOC6529737|XP_002090730.1|DYAK
OG0000336	LOC6594154|XP_002019393.1|DPER	LOC6537412|XP_015048336.1|DYAK
OG0000336	LOC6591907|XP_002017054.1|DPER	LOC6538523|XP_002099045.1|DYAK
OG0000336	LOC6591906|XP_026840252.1|DPER	LOC6538522|XP_002099044.2|DYAK
OG0000337	LOC6602404|XP_002027409.2|DPER, LOC6602408|XP_026848584.1|DPER	LOC6539432|XP_002086322.1|DYAK
OG0000337	LOC6597103|XP_002022292.2|DPER	LOC6524385|XP_002100243.3|DYAK
OG0000337	LOC6601420|XP_002026489.2|DPER	LOC6534346|XP_002095026.1|DYAK
OG0000338	LOC6600637|XP_002025631.1|DPER	LOC6532405|XP_002093156.2|DYAK
OG0000338	LOC6590524|XP_026842575.1|DPER	LOC6528887|XP_002089919.1|DYAK
OG0000339	LOC6599699|XP_002024952.1|DPER	LOC6535080|XP_002095744.1|DYAK
OG0000339	LOC6596184|XP_002021177.1|DPER, LOC6600560|XP_002025678.1|DPER, LOC6600563|XP_002025681.1|DPER	LOC120321415|XP_039229704.1|DYAK
OG0000340	LOC6592282|XP_002018401.1|DPER	LOC6531250|XP_002092059.1|DYAK
OG0000341	LOC6597005|XP_002022168.2|DPER, LOC113566571|XP_026848575.1|DPER	LOC6539595|XP_002086482.3|DYAK, LOC6539597|XP_002086485.2|DYAK
OG0000341	LOC6597004|XP_002022167.1|DPER	LOC26535992|XP_015050677.1|DYAK, LOC6539601|XP_002086489.2|DYAK, LOC6539599|XP_002086487.1|DYAK
OG0000342	LOC6593620|XP_026843477.1|DPER, LOC6603097|XP_026847111.1|DPER	LOC6524945|XP_002100785.1|DYAK
OG0000342	LOC6601305|XP_002026343.1|DPER	LOC6532058|XP_002092835.1|DYAK
OG0000343	LOC6594918|XP_002020126.1|DPER	LOC6536351|XP_002096933.1|DYAK
OG0000344	LOC6592811|XP_002017608.1|DPER	LOC6531201|XP_002092029.1|DYAK
OG0000344	LOC6594966|XP_026840279.1|DPER	LOC6538817|XP_015049058.1|DYAK
OG0000345	LOC6590467|XP_002016653.2|DPER	LOC6528496|XP_002089542.1|DYAK
OG0000345	LOC6593251|XP_026842808.1|DPER	LOC6530002|XP_039228070.1|DYAK
OG0000346	LOC6591200|XP_026841572.1|DPER	LOC6530500|XP_015052691.1|DYAK, LOC6531854|XP_002092641.2|DYAK, LOC6531853|XP_039227998.1|DYAK, LOC26535249|XP_039227997.1|DYAK, LOC6530501|XP_002091416.1|DYAK
OG0000347	LOC6604005|XP_026847571.1|DPER	LOC6533090|XP_002093821.1|DYAK
OG0000347	LOC6595638|XP_026844443.1|DPER	LOC6526403|XP_015053393.1|DYAK
OG0000348	LOC6596386|XP_002021539.2|DPER	LOC6526587|XP_002087695.1|DYAK
OG0000348	LOC6595382|XP_026844742.1|DPER	LOC6526850|XP_039226661.1|DYAK
OG0000349	LOC6596562|XP_002021743.2|DPER, LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER	LOC6529788|XP_002090772.1|DYAK
OG0000350	LOC113566002|XP_026845417.1|DPER	LOC6533817|XP_039230886.1|DYAK
OG0000350	LOC6596009|XP_026845418.1|DPER	LOC6533816|XP_002094516.1|DYAK
OG0000350	LOC6588575|XP_002012997.2|DPER	LOC6538327|XP_002098854.2|DYAK
OG0000351	LOC6592717|XP_002018084.2|DPER	LOC6530561|XP_002091474.1|DYAK
OG0000351	LOC6592718|XP_002018085.1|DPER	LOC6530562|XP_002091475.1|DYAK
OG0000353	LOC6588167|XP_002013397.1|DPER	LOC6536200|XP_002096791.1|DYAK
OG0000353	LOC6588730|XP_026843884.1|DPER	LOC6528083|XP_002089150.2|DYAK
OG0000354	LOC6589619|XP_002014877.1|DPER	LOC6526540|XP_002087650.1|DYAK
OG0000354	LOC6589456|XP_026844644.1|DPER	LOC6526550|XP_002087660.1|DYAK
OG0000355	LOC6592795|XP_002017826.1|DPER	LOC6528527|XP_002089573.1|DYAK
OG0000355	LOC6602136|XP_026841105.1|DPER, LOC113565062|XP_026841108.1|DPER	LOC6529093|XP_002090106.2|DYAK
OG0000356	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER	LOC6529623|XP_015052392.1|DYAK
OG0000356	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER	LOC6529622|XP_002090616.1|DYAK
OG0000358	LOC6587993|XP_002013344.1|DPER	LOC120321939|XP_039232174.1|DYAK
OG0000358	LOC6588064|XP_002013334.1|DPER	LOC6535798|XP_002096421.1|DYAK
OG0000358	LOC6588005|XP_002013332.1|DPER	LOC6535801|XP_002096424.1|DYAK
OG0000359	LOC6597006|XP_026845432.1|DPER	LOC6539592|XP_002086484.3|DYAK
OG0000359	LOC6597003|XP_002022166.2|DPER	LOC6534526|XP_002095203.1|DYAK
OG0000360	LOC6591880|XP_002017078.1|DPER	LOC6538544|XP_002099066.2|DYAK, LOC6538550|XP_002099072.2|DYAK, LOC6538548|XP_002099070.1|DYAK, LOC6538549|XP_002099071.2|DYAK, LOC6538547|XP_002099069.2|DYAK
OG0000361	LOC6597922|XP_026843362.1|DPER	LOC6537439|XP_002097995.1|DYAK, LOC6537609|XP_002098155.1|DYAK
OG0000361	LOC6602253|XP_002027283.2|DPER	LOC6527440|XP_002088532.1|DYAK
OG0000362	LOC6602564|XP_002027585.1|DPER	LOC6523766|XP_002099641.1|DYAK
OG0000362	LOC6596172|XP_002021149.1|DPER	LOC6535197|XP_002095857.1|DYAK
OG0000363	LOC6591848|XP_026850972.1|DPER	LOC6538497|XP_002099019.1|DYAK
OG0000363	LOC6603686|XP_026848155.1|DPER	LOC6534361|XP_039229450.1|DYAK
OG0000364	LOC6601226|XP_026849031.1|DPER, LOC6601133|XP_026848981.1|DPER	LOC6532491|XP_039230352.1|DYAK
OG0000365	LOC6593262|XP_026842483.1|DPER	LOC6530750|XP_002091640.1|DYAK
OG0000365	LOC6589051|XP_026844719.1|DPER	LOC6527209|XP_039227397.1|DYAK
OG0000366	LOC6598271|XP_026846326.1|DPER	LOC6525054|XP_002100893.2|DYAK
OG0000366	LOC6591752|XP_026850619.1|DPER	LOC6538457|XP_002098981.1|DYAK
OG0000367	LOC6600236|XP_002025401.1|DPER	LOC6533554|XP_002094264.1|DYAK
OG0000367	LOC6590137|XP_002015614.2|DPER	LOC6530946|XP_002091787.1|DYAK
OG0000368	LOC6598863|XP_026847868.1|DPER	LOC6533746|XP_015050238.1|DYAK
OG0000368	LOC6598881|XP_026847854.1|DPER	LOC6533747|XP_002094452.1|DYAK
OG0000370	LOC6601510|XP_002026572.2|DPER	LOC6532604|XP_002093348.1|DYAK
OG0000370	LOC113566874|XP_026849839.1|DPER	LOC6535003|XP_002095673.1|DYAK
OG0000370	LOC6590120|XP_002016033.1|DPER	LOC6531329|XP_002092133.2|DYAK
OG0000371	LOC6599215|XP_002024305.1|DPER	LOC6526016|XP_002101833.1|DYAK
OG0000371	LOC6593007|XP_002018459.1|DPER	LOC6529308|XP_002090313.1|DYAK
OG0000371	LOC6587590|XP_002013994.1|DPER	LOC6538178|XP_002098706.1|DYAK
OG0000372	LOC6593821|XP_002019068.1|DPER	LOC26535540|XP_015049631.1|DYAK
OG0000373	LOC6590625|XP_002016712.2|DPER	LOC6530904|XP_002091756.1|DYAK
OG0000374	LOC6588937|XP_026844526.1|DPER	LOC26535053|XP_039230704.1|DYAK, LOC26534919|XP_039226877.1|DYAK, LOC120322168|XP_039233155.1|DYAK, LOC120322235|XP_039233222.1|DYAK, LOC120322230|XP_039233219.1|DYAK, LOC26535108|XP_015044588.2|DYAK, LOC120322231|XP_039233220.1|DYAK, LOC120322173|XP_039233162.1|DYAK, LOC26534496|XP_039233223.1|DYAK, LOC120322174|XP_039233163.1|DYAK, LOC6539679|XP_002086567.2|DYAK, LOC120322229|XP_039233217.1|DYAK, LOC6539682|XP_002086563.3|DYAK, LOC6539303|XP_002086198.2|DYAK, LOC6539683|XP_039233161.1|DYAK, LOC26535996|XP_039233164.1|DYAK, LOC6539674|XP_039233137.1|DYAK, LOC120321794|XP_039231643.1|DYAK, LOC26535078|XP_039233138.1|DYAK, LOC26536291|XP_015044608.2|DYAK
OG0000375	LOC6601817|XP_002026985.1|DPER, LOC6601816|XP_002026984.1|DPER	LOC6532526|XP_002093272.1|DYAK, LOC6532525|XP_002093271.1|DYAK, LOC6532527|XP_002093273.1|DYAK
OG0000376	LOC6604607|XP_026845179.1|DPER, LOC6595362|XP_002020835.2|DPER	LOC6525376|XP_002101212.1|DYAK
OG0000377	LOC6598134|XP_026846188.1|DPER	LOC6523987|XP_015045414.2|DYAK
OG0000377	LOC6588240|XP_002012912.1|DPER	LOC6537275|XP_015048251.1|DYAK
OG0000378	LOC6593050|XP_002017605.1|DPER	LOC6531198|XP_002092026.1|DYAK
OG0000378	LOC6600199|XP_026846644.1|DPER	LOC6525478|XP_002101313.1|DYAK
OG0000379	LOC6590850|XP_002016363.1|DPER	LOC6528471|XP_002089517.1|DYAK
OG0000379	LOC6590849|XP_002016362.1|DPER	LOC6528470|XP_002089516.1|DYAK
OG0000379	LOC6590975|XP_026842550.1|DPER	LOC6528472|XP_002089518.1|DYAK
OG0000380	LOC6592651|XP_002017987.2|DPER	LOC6529925|XP_002090882.2|DYAK
OG0000380	LOC113566722|XP_026849410.1|DPER	LOC6533194|XP_002093920.1|DYAK
OG0000381	LOC6596429|XP_002021827.1|DPER	LOC6528546|XP_002089591.1|DYAK
OG0000381	LOC6593437|XP_002019193.1|DPER	LOC120320720|XP_039227118.1|DYAK, LOC6527803|XP_002088876.1|DYAK
