Orthogroup	DPER.longest_only	DVIR.longest_only
OG0000875	LOC6603330|XP_002028307.1|DPER	LOC6622785|XP_002048011.1|DVIR
OG0000877	LOC6602389|XP_026848454.1|DPER	LOC6622898|XP_002047552.1|DVIR
OG0000877	LOC6598336|XP_002023463.1|DPER	LOC6631578|XP_002055688.1|DVIR
OG0000878	LOC6590314|XP_002015859.2|DPER	LOC6625332|XP_002049059.1|DVIR
OG0000878	LOC6589143|XP_002014433.1|DPER	LOC6634307|XP_002057558.1|DVIR
OG0000879	LOC6590668|XP_002015410.2|DPER	LOC6625172|XP_002049247.1|DVIR
OG0000880	LOC6602746|XP_002027794.1|DPER	LOC6631499|XP_002054965.1|DVIR
OG0000880	LOC6600287|XP_002025432.1|DPER	LOC6623929|XP_002047832.1|DVIR
OG0000881	LOC6597144|XP_002022302.1|DPER	LOC6624102|XP_002046294.1|DVIR
OG0000882	LOC6600043|XP_026849136.1|DPER	LOC26530844|XP_015026764.1|DVIR
OG0000884	LOC6598181|XP_002023355.1|DPER	LOC6631600|XP_002055717.2|DVIR
OG0000885	LOC6588136|XP_026844274.1|DPER	LOC6630753|XP_015026921.1|DVIR
OG0000886	LOC6588267|XP_002013844.1|DPER	LOC6632590|XP_002056229.1|DVIR, LOC6632589|XP_002056228.1|DVIR
OG0000887	LOC6600746|XP_026848674.1|DPER	LOC6634450|XP_032296288.1|DVIR
OG0000888	LOC6601090|XP_026847315.1|DPER, LOC6601087|XP_026847373.1|DPER	LOC6636828|XP_002060318.2|DVIR, LOC116650251|XP_032289385.1|DVIR
OG0000889	LOC6603424|XP_002028402.1|DPER	LOC6622341|XP_002047922.1|DVIR
OG0000890	LOC6590086|XP_026842302.1|DPER	LOC6625601|XP_002050261.2|DVIR
OG0000891	LOC6595443|XP_002020864.1|DPER	LOC6628951|XP_002052354.1|DVIR
OG0000892	LOC6601807|XP_026848560.1|DPER	LOC6624054|XP_015030510.1|DVIR
OG0000893	LOC6594271|XP_026850537.1|DPER	LOC6632284|XP_002056422.2|DVIR
OG0000894	LOC6604218|XP_026850863.1|DPER, LOC113567429|XP_026851017.1|DPER	LOC6633189|XP_015025780.1|DVIR
OG0000894	LOC6594290|XP_002019938.1|DPER	LOC6630703|XP_002054643.1|DVIR
OG0000895	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER	LOC6626507|XP_002050206.2|DVIR, LOC6637024|XP_002060449.3|DVIR, LOC6626508|XP_002050207.1|DVIR
OG0000896	LOC6600031|XP_002025078.1|DPER	LOC6633307|XP_002057406.2|DVIR
OG0000897	LOC6591720|XP_002016897.1|DPER	LOC6630929|XP_002053482.1|DVIR
OG0000897	LOC6591723|XP_002016900.1|DPER	LOC6630438|XP_002053479.1|DVIR
OG0000898	LOC6593119|XP_002017618.2|DPER, LOC6600839|XP_002025933.1|DPER	LOC6627024|XP_032292564.1|DVIR, LOC6625179|XP_015030119.1|DVIR
OG0000899	LOC6587346|XP_002013665.2|DPER	LOC6631007|XP_002053951.2|DVIR
OG0000900	LOC6591271|XP_002016026.1|DPER	LOC6626181|XP_002050245.1|DVIR
OG0000900	LOC6591270|XP_002016025.1|DPER	LOC6626180|XP_002050244.1|DVIR
OG0000901	LOC6592414|XP_002018059.1|DPER	LOC6626656|XP_002049886.1|DVIR
OG0000902	LOC113566630|XP_026848935.1|DPER	LOC26530578|XP_032296408.1|DVIR
OG0000902	LOC6597610|XP_026848944.1|DPER	LOC26531613|XP_015025142.2|DVIR
OG0000903	LOC6595923|XP_002021069.1|DPER	LOC6622874|XP_002047214.1|DVIR
OG0000904	LOC6596215|XP_026845444.1|DPER	LOC26531531|XP_032290656.1|DVIR
OG0000906	LOC6593005|XP_002018457.1|DPER	LOC6636483|XP_002059845.1|DVIR, LOC116650875|XP_032291669.1|DVIR
OG0000906	LOC6593006|XP_002018458.1|DPER	LOC6636482|XP_002059844.1|DVIR, LOC116650876|XP_032291671.1|DVIR
OG0000907	LOC6590497|XP_002015646.2|DPER	LOC6625441|XP_002049977.1|DVIR
OG0000909	LOC6587755|XP_002013677.1|DPER	LOC6630227|XP_032295014.1|DVIR
OG0000910	LOC6600067|XP_026845117.1|DPER	LOC6636138|XP_032296077.1|DVIR
OG0000911	LOC6592441|XP_002017786.1|DPER	LOC6625813|XP_002050595.1|DVIR
OG0000912	LOC6596066|XP_002021223.1|DPER	LOC6622240|XP_002048678.1|DVIR
OG0000913	LOC6595962|XP_026845486.1|DPER	LOC6622394|XP_015031465.1|DVIR, LOC116649768|XP_032294766.1|DVIR
OG0000914	LOC6590248|XP_002016540.2|DPER	LOC6625634|XP_002050759.1|DVIR
OG0000915	LOC6590742|XP_002016005.1|DPER	LOC6624907|XP_002050220.1|DVIR
OG0000916	LOC6589575|XP_026843929.1|DPER	LOC6628383|XP_015028628.1|DVIR
OG0000917	LOC113567376|XP_026850823.1|DPER	LOC26531740|XP_032289056.1|DVIR, LOC6636301|XP_032289055.1|DVIR
OG0000917	LOC6596519|XP_026842953.1|DPER	LOC6628562|XP_032294275.1|DVIR
OG0000918	LOC6597991|XP_026843116.1|DPER	LOC6633907|XP_002057600.2|DVIR
OG0000920	LOC6598219|XP_002023344.1|DPER	LOC6631868|XP_002055729.1|DVIR
OG0000921	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER	LOC6633285|XP_032296543.1|DVIR
OG0000922	LOC6601884|XP_002026933.1|DPER	LOC6624203|XP_002046311.1|DVIR
OG0000923	LOC6588607|XP_002013143.1|DPER	LOC6633149|XP_032289546.1|DVIR
OG0000924	LOC6603232|XP_026845217.1|DPER	LOC6634642|XP_032296402.1|DVIR
OG0000925	LOC6595306|XP_002020433.1|DPER	LOC6629469|XP_002054084.1|DVIR, LOC6629470|XP_002054085.1|DVIR
OG0000926	LOC6591443|XP_002016966.1|DPER	LOC6631171|XP_002053519.1|DVIR
OG0000926	LOC6594239|XP_002019973.1|DPER	LOC6632480|XP_002056293.1|DVIR
OG0000927	LOC6587478|XP_026851109.1|DPER	LOC6634860|XP_002058695.1|DVIR
OG0000927	LOC6588632|XP_002013985.1|DPER	LOC6635048|XP_002058691.1|DVIR
OG0000928	LOC6593515|XP_002019206.1|DPER, LOC6593514|XP_002019205.1|DPER	LOC6627416|XP_002051089.1|DVIR
OG0000929	LOC6596383|XP_002021536.2|DPER	LOC6627613|XP_002051980.1|DVIR
OG0000929	LOC6596382|XP_002021535.1|DPER	LOC6627612|XP_002051979.1|DVIR
OG0000930	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER	LOC6622902|XP_002048178.1|DVIR, LOC6622845|XP_002048179.1|DVIR
OG0000931	LOC6589927|XP_026841117.1|DPER	LOC6625618|XP_002049042.2|DVIR
OG0000931	LOC6602442|XP_002027477.2|DPER	LOC6634266|XP_002057548.2|DVIR
OG0000932	LOC6596002|XP_026845375.1|DPER	LOC6635782|XP_002059178.1|DVIR
OG0000933	LOC6593185|XP_002017900.1|DPER	LOC6635899|XP_002059424.1|DVIR
OG0000933	LOC6593184|XP_002017899.1|DPER	LOC6635898|XP_002059423.1|DVIR
OG0000934	LOC6604259|XP_002029176.1|DPER, LOC6590432|XP_002015728.1|DPER	LOC6625744|XP_002049648.1|DVIR
OG0000935	LOC6587608|XP_026850512.1|DPER	LOC6629935|XP_032295282.1|DVIR
OG0000936	LOC6592150|XP_026848428.1|DPER	LOC26531850|XP_015027951.1|DVIR
OG0000937	LOC6587331|XP_026850563.1|DPER	LOC6630245|XP_032291170.1|DVIR
OG0000938	LOC113566537|XP_026848371.1|DPER	LOC6634443|XP_002058058.2|DVIR
OG0000939	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER	LOC6628877|XP_002051657.1|DVIR
OG0000940	LOC6599599|XP_002024689.2|DPER	LOC6622897|XP_002046496.1|DVIR
OG0000941	LOC113566184|XP_026846421.1|DPER	LOC6632210|XP_032295832.1|DVIR
OG0000942	LOC113566490|XP_026848093.1|DPER	LOC6622183|XP_002048272.2|DVIR
OG0000943	LOC6590176|XP_026842496.1|DPER	LOC6625103|XP_032291712.1|DVIR
OG0000943	LOC6589929|XP_002015880.1|DPER	LOC26531691|XP_032293157.1|DVIR
OG0000944	LOC6599123|XP_026848288.1|DPER	LOC6631350|XP_002054991.1|DVIR
OG0000945	LOC6601058|XP_026849742.1|DPER	LOC116650756|XP_032291321.1|DVIR, LOC6622580|XP_002046437.1|DVIR
OG0000946	LOC6589560|XP_002015269.1|DPER	LOC6628668|XP_002051824.1|DVIR
OG0000947	LOC6591001|XP_002016565.1|DPER	LOC6625546|XP_002049981.1|DVIR
OG0000948	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER	LOC6623734|XP_002046831.1|DVIR, LOC6637061|XP_002060479.2|DVIR
OG0000949	LOC6600062|XP_026845102.1|DPER	LOC6633358|XP_002056982.2|DVIR, LOC6633356|XP_015025630.1|DVIR
OG0000950	LOC6602904|XP_026849671.1|DPER	LOC116649735|XP_032296341.1|DVIR, LOC6634491|XP_002058229.2|DVIR
OG0000950	LOC6594120|XP_002019542.2|DPER	LOC6632489|XP_015026143.1|DVIR
OG0000951	LOC6598701|XP_002023880.1|DPER	LOC6629850|XP_002054471.1|DVIR
OG0000951	LOC6603038|XP_002028060.1|DPER	LOC6633470|XP_002057061.1|DVIR
OG0000952	LOC6595403|XP_002020876.2|DPER	LOC6628104|XP_002052009.2|DVIR
OG0000954	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER	LOC6626250|XP_002049192.1|DVIR, LOC6626249|XP_002049191.2|DVIR
OG0000955	LOC6595114|XP_002020188.1|DPER	LOC6629544|XP_002053834.2|DVIR
OG0000955	LOC6595113|XP_002020187.1|DPER	LOC6629545|XP_002053835.2|DVIR
OG0000956	LOC6594446|XP_002019911.1|DPER	LOC6630216|XP_002054581.1|DVIR
OG0000956	LOC6594329|XP_026850339.1|DPER	LOC6630219|XP_002054584.1|DVIR
OG0000957	LOC6590178|XP_026842773.1|DPER	LOC6626049|XP_002050454.2|DVIR
OG0000957	LOC6589982|XP_002016330.1|DPER	LOC6626050|XP_002050455.1|DVIR
OG0000958	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER, LOC6592506|XP_002018322.1|DPER	LOC6627110|XP_032293167.1|DVIR
OG0000959	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER	LOC6634152|XP_002057629.1|DVIR
OG0000960	LOC6596763|XP_002021916.2|DPER	LOC6634433|XP_002058346.2|DVIR, LOC6623049|XP_002046514.2|DVIR, LOC6623660|XP_032290597.1|DVIR
OG0000961	LOC6601868|XP_002026917.2|DPER	LOC6622622|XP_002047695.2|DVIR
OG0000961	LOC6601871|XP_002026920.1|DPER	LOC6622703|XP_002047693.2|DVIR
OG0000963	LOC6601775|XP_002026810.1|DPER	LOC6635434|XP_002059070.1|DVIR
OG0000964	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER	LOC6625956|XP_002049587.1|DVIR
OG0000965	LOC6600658|XP_026848620.1|DPER	LOC6636029|XP_002059634.1|DVIR
OG0000966	LOC6595173|XP_002020428.1|DPER	LOC6624790|XP_002049341.2|DVIR
OG0000968	LOC6599768|XP_002024888.1|DPER	LOC6623806|XP_002046259.1|DVIR, LOC116650601|XP_032290582.1|DVIR, LOC6623986|XP_002046258.1|DVIR
OG0000969	LOC6600916|XP_002025925.1|DPER	LOC6626177|XP_002050162.1|DVIR
OG0000970	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER	LOC6633180|XP_002055968.1|DVIR
OG0000971	LOC6589751|XP_026844021.1|DPER	LOC6629045|XP_002052191.2|DVIR
OG0000972	LOC6601465|XP_026847757.1|DPER	LOC6624445|XP_002046535.1|DVIR
OG0000973	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER	LOC6635438|XP_032295624.1|DVIR
OG0000974	LOC6603288|XP_002028269.1|DPER	LOC6623372|XP_002047777.1|DVIR
OG0000975	LOC6594595|XP_002019385.1|DPER	LOC6632293|XP_002056735.3|DVIR
OG0000976	LOC6591570|XP_026847216.1|DPER	LOC6631239|XP_032293561.1|DVIR, LOC6630639|XP_002053637.2|DVIR
OG0000977	LOC6594498|XP_026850315.1|DPER	LOC116651608|XP_032294243.1|DVIR
OG0000977	LOC6594499|XP_026850299.1|DPER	LOC6630275|XP_032294020.1|DVIR
OG0000978	LOC6594613|XP_002019836.1|DPER	LOC6630415|XP_002053290.1|DVIR
OG0000979	LOC6592635|XP_026841348.1|DPER	LOC6626268|XP_032292624.1|DVIR
OG0000980	LOC6588455|XP_002012991.1|DPER	LOC6630578|XP_002053927.1|DVIR
OG0000980	LOC6598805|XP_026851187.1|DPER	LOC6635159|XP_002058353.3|DVIR
OG0000981	LOC6589390|XP_002014351.1|DPER	LOC6627424|XP_002052409.1|DVIR
OG0000981	LOC6597465|XP_002022631.1|DPER	LOC6625609|XP_002049104.1|DVIR
OG0000982	LOC113567341|XP_026850659.1|DPER	LOC26530714|XP_015026258.1|DVIR
OG0000984	LOC113565425|XP_026843167.1|DPER	LOC6624212|XP_002048331.2|DVIR
OG0000984	LOC113565659|XP_026844128.1|DPER	LOC26531110|XP_032293599.1|DVIR
OG0000985	LOC6592664|XP_026840975.1|DPER	LOC6627183|XP_002049748.2|DVIR, LOC116651139|XP_032292911.1|DVIR
OG0000985	LOC113565049|XP_026840976.1|DPER	LOC6623570|XP_002047792.2|DVIR
OG0000986	LOC6588878|XP_002015331.1|DPER	LOC116651732|XP_032294614.1|DVIR
OG0000986	LOC6593743|XP_026843669.1|DPER	LOC6629139|XP_002051581.1|DVIR
OG0000987	LOC6597222|XP_002022599.2|DPER	LOC6627662|XP_002051102.2|DVIR
OG0000988	LOC6589693|XP_002015206.1|DPER	LOC6633589|XP_015025696.1|DVIR, LOC6633210|XP_002055975.1|DVIR, LOC6627863|XP_015028725.1|DVIR
OG0000990	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER	LOC116652292|XP_032296491.1|DVIR, LOC6634419|XP_002058225.1|DVIR
OG0000991	LOC6588541|XP_002013581.1|DPER	LOC6629692|XP_002053973.2|DVIR
OG0000991	LOC6598182|XP_026846152.1|DPER	LOC6631787|XP_032295461.1|DVIR
OG0000992	LOC6587813|XP_002014097.1|DPER	LOC6631174|XP_002054304.1|DVIR
OG0000993	LOC6594901|XP_002020501.1|DPER, LOC6594900|XP_002020500.1|DPER	LOC6633168|XP_002056150.1|DVIR
OG0000994	LOC6599276|XP_002024271.2|DPER	LOC6633639|XP_002056833.1|DVIR
OG0000995	LOC6593313|XP_002018652.1|DPER	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR
OG0000996	LOC6600948|XP_002026019.1|DPER	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR
OG0000997	LOC6590895|XP_026840602.1|DPER	LOC6626262|XP_032291610.1|DVIR
OG0000998	LOC113566327|XP_026847309.1|DPER	LOC6624648|XP_032290195.1|DVIR
OG0000999	LOC6597395|XP_002022489.1|DPER	LOC6636087|XP_002059618.1|DVIR
OG0001000	LOC6603247|XP_026841996.1|DPER	LOC6625993|XP_002050016.2|DVIR
OG0001001	LOC6593132|XP_026842467.1|DPER	LOC6636378|XP_002059907.1|DVIR
OG0001002	LOC113565648|XP_026844089.1|DPER	LOC6628652|XP_015028543.1|DVIR
OG0001003	LOC6594369|XP_002019337.2|DPER	LOC6629305|XP_032288771.1|DVIR
OG0001004	LOC6594320|XP_002019363.1|DPER	LOC6630123|XP_002053394.1|DVIR
OG0001005	LOC6600156|XP_002025239.2|DPER	LOC6633514|XP_015025685.1|DVIR
OG0001006	LOC6600640|XP_002025651.2|DPER	LOC6624367|XP_002047642.1|DVIR
OG0001008	LOC6603108|XP_002028093.1|DPER	LOC6636669|XP_002060147.1|DVIR
OG0001009	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER	LOC6630937|XP_002053490.1|DVIR
OG0001010	LOC6595599|XP_002020947.2|DPER	LOC6635653|XP_002059121.2|DVIR
OG0001011	LOC6602662|XP_026845926.1|DPER	LOC6631537|XP_032294990.1|DVIR
OG0001011	LOC113565632|XP_026843970.1|DPER	LOC6628270|XP_002052709.1|DVIR
OG0001012	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER	LOC6634836|XP_002058017.2|DVIR, LOC6634838|XP_032296421.1|DVIR
OG0001013	LOC113566022|XP_026845559.1|DPER	LOC6622295|XP_002047911.2|DVIR
OG0001013	LOC6596028|XP_002021027.1|DPER	LOC116650701|XP_032291027.1|DVIR
OG0001014	LOC6602288|XP_002027347.2|DPER	LOC6624483|XP_002048500.1|DVIR
OG0001014	LOC6602325|XP_002027339.1|DPER	LOC6624451|XP_002048508.3|DVIR
OG0001015	LOC6597881|XP_026846934.1|DPER	LOC6631569|XP_002055556.1|DVIR
OG0001015	LOC6597882|XP_026846977.1|DPER	LOC6631570|XP_002055557.1|DVIR
OG0001016	LOC6598500|XP_002023588.1|DPER	LOC6628578|XP_002051512.1|DVIR, LOC6635537|XP_002059107.1|DVIR
OG0001017	LOC6601589|XP_002026610.2|DPER	LOC6625657|XP_002049007.1|DVIR
OG0001018	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER	LOC6630170|XP_002054790.2|DVIR
OG0001019	LOC6587304|XP_002013005.1|DPER	LOC6630451|XP_002053912.2|DVIR
OG0001020	LOC6599375|XP_002024549.1|DPER	LOC6632054|XP_002055107.2|DVIR
OG0001021	LOC6593528|XP_026842964.1|DPER, LOC113565421|XP_026843158.1|DPER	LOC6627907|XP_002051400.1|DVIR
OG0001022	LOC6602844|XP_002027870.1|DPER	LOC6636715|XP_002060188.2|DVIR
OG0001024	LOC6588193|XP_002012994.1|DPER	LOC6630574|XP_032294346.1|DVIR
OG0001025	LOC6596133|XP_002021097.1|DPER	LOC6623286|XP_002046728.1|DVIR
OG0001026	LOC6590551|XP_002016231.1|DPER	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR
OG0001027	LOC6595821|XP_026845283.1|DPER	LOC6622884|XP_015031437.1|DVIR
OG0001028	LOC6596609|XP_002021605.1|DPER	LOC6627398|XP_002052150.1|DVIR
OG0001029	LOC6592205|XP_002017840.1|DPER	LOC6635696|XP_002059269.1|DVIR
OG0001031	LOC6593647|XP_026844596.1|DPER	LOC6627800|XP_032293533.1|DVIR
OG0001032	LOC6597923|XP_026843427.1|DPER	LOC6629006|XP_015028159.1|DVIR
OG0001033	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER	LOC6625177|XP_002049251.2|DVIR
OG0001034	LOC6602157|XP_026847975.1|DPER	LOC6622864|XP_002048209.1|DVIR
OG0001035	LOC6597788|XP_002022920.1|DPER	LOC6631854|XP_002055198.1|DVIR
OG0001035	LOC6597841|XP_002022919.2|DPER	LOC6631855|XP_002055199.2|DVIR
OG0001036	LOC6597431|XP_026846564.1|DPER	LOC6631323|XP_002055290.1|DVIR
OG0001036	LOC6594089|XP_002019795.1|DPER	LOC6629398|XP_015027153.1|DVIR
OG0001037	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER	LOC6623586|XP_032291110.1|DVIR, LOC26531718|XP_032291114.1|DVIR
OG0001038	LOC6594210|XP_002019669.1|DPER	LOC6632648|XP_002056547.1|DVIR
OG0001042	LOC6595062|XP_002020416.1|DPER	LOC6630467|XP_002054103.1|DVIR
OG0001043	LOC6597811|XP_002022943.1|DPER	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR
OG0001044	LOC6590851|XP_002016364.1|DPER	LOC6626377|XP_002050354.1|DVIR
OG0001045	LOC6590815|XP_026841175.1|DPER	LOC6625875|XP_032292732.1|DVIR
OG0001046	LOC6592667|XP_002018391.1|DPER	LOC6625276|XP_002049861.2|DVIR
OG0001047	LOC6592751|XP_002017868.1|DPER	LOC6627141|XP_032293161.1|DVIR, LOC6635343|XP_002058870.1|DVIR
OG0001048	LOC6592711|XP_002018078.1|DPER	LOC6627020|XP_002049730.2|DVIR
OG0001049	LOC6595456|XP_002020889.1|DPER	LOC6628822|XP_002052587.3|DVIR
OG0001049	LOC6599675|XP_002024807.2|DPER	LOC6636597|XP_015023830.1|DVIR
OG0001050	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER	LOC6622895|XP_002046500.2|DVIR
OG0001051	LOC6589449|XP_002014476.1|DPER	LOC116649777|XP_032293688.1|DVIR
OG0001052	LOC6589073|XP_002014522.1|DPER	LOC6628907|XP_032293406.1|DVIR
OG0001053	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER	LOC6633376|XP_002057329.3|DVIR
OG0001054	LOC6587843|XP_002012745.1|DPER	LOC6635135|XP_002058374.1|DVIR
OG0001055	LOC6594157|XP_026840245.1|DPER	LOC116650339|XP_032289626.1|DVIR, LOC6632772|XP_032289625.1|DVIR
OG0001056	LOC6603665|XP_026845775.1|DPER	LOC6634767|XP_002058006.2|DVIR
OG0001057	LOC6593374|XP_002019040.1|DPER	LOC6634108|XP_002057876.1|DVIR
OG0001058	LOC6596934|XP_026845640.1|DPER	LOC6633332|XP_032288937.1|DVIR
OG0001059	LOC6599082|XP_026849010.1|DPER	LOC6622969|XP_002048487.2|DVIR
OG0001060	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER	LOC6630503|XP_002053447.1|DVIR
OG0001061	LOC6598636|XP_002023817.1|DPER, LOC6598635|XP_002023816.2|DPER	LOC6632718|XP_002056045.1|DVIR
OG0001062	LOC6588645|XP_002013255.1|DPER	LOC6630805|XP_002054273.1|DVIR
OG0001063	LOC6602591|XP_002027615.2|DPER	LOC6633718|XP_002057122.2|DVIR
OG0001064	LOC6596975|XP_002022139.2|DPER	LOC6633467|XP_002057058.1|DVIR
OG0001064	LOC6597627|XP_002022730.2|DPER	LOC6634617|XP_002058102.1|DVIR
OG0001065	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER	LOC6626007|XP_032292481.1|DVIR
OG0001066	LOC6600740|XP_002025778.2|DPER	LOC6634819|XP_002058208.1|DVIR
OG0001067	LOC6602450|XP_026843674.1|DPER	LOC6634173|XP_032288983.1|DVIR
OG0001067	LOC113565559|XP_026843675.1|DPER	LOC26530843|XP_015025374.1|DVIR
OG0001068	LOC113566663|XP_026849043.1|DPER	LOC6623934|XP_002047377.2|DVIR
OG0001068	LOC6596011|XP_002021000.1|DPER	LOC6623819|XP_002048330.1|DVIR
OG0001069	LOC6601306|XP_002026344.2|DPER	LOC6625825|XP_002049513.2|DVIR, LOC6626728|XP_002049099.2|DVIR
OG0001070	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER	LOC6633193|XP_002056680.2|DVIR, LOC116650347|XP_032289672.1|DVIR, LOC6633194|XP_032289836.1|DVIR
OG0001072	LOC6600589|XP_002025644.2|DPER	LOC6624422|XP_002047902.1|DVIR
OG0001073	LOC6598750|XP_002023784.2|DPER	LOC6631108|XP_032294775.1|DVIR
OG0001074	LOC6590379|XP_002015481.1|DPER	LOC6625756|XP_002048722.1|DVIR
OG0001075	LOC6601212|XP_026848096.1|DPER	LOC6623482|XP_002046596.1|DVIR
OG0001077	LOC6592151|XP_002016807.1|DPER	LOC6636762|XP_002060214.1|DVIR
OG0001078	LOC6601724|XP_026847007.1|DPER	LOC6631344|XP_002055781.1|DVIR
OG0001079	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER	LOC6623691|XP_002046332.3|DVIR
OG0001080	LOC6601038|XP_026849752.1|DPER	LOC6622805|XP_002047052.1|DVIR
OG0001081	LOC113565172|XP_026842217.1|DPER	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR
OG0001082	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER	LOC6635821|XP_032292116.1|DVIR
OG0001083	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER	LOC6624556|XP_002046600.1|DVIR
OG0001084	LOC6590304|XP_026840668.1|DPER	LOC6625770|XP_032291601.1|DVIR
OG0001085	LOC6602130|XP_002027102.1|DPER	LOC6635877|XP_032292195.1|DVIR
OG0001086	LOC6590020|XP_002016574.1|DPER	LOC6627259|XP_002049915.1|DVIR
OG0001087	LOC6589737|XP_002015141.1|DPER	LOC6629230|XP_002051256.1|DVIR
OG0001088	LOC6600581|XP_026847597.1|DPER	LOC6623616|XP_032290761.1|DVIR
OG0001089	LOC6599787|XP_026847285.1|DPER	LOC6622218|XP_002046343.1|DVIR
OG0001090	LOC6595874|XP_026845576.1|DPER	LOC6624624|XP_002046559.3|DVIR
OG0001092	LOC6593748|XP_002018852.1|DPER	LOC6628514|XP_002051500.1|DVIR
OG0001093	LOC6598113|XP_002023269.1|DPER	LOC6634159|XP_002057526.2|DVIR
OG0001094	LOC6598086|XP_026843510.1|DPER	LOC6634095|XP_032289030.1|DVIR
OG0001095	LOC6602657|XP_002027676.2|DPER	LOC6623490|XP_002047330.2|DVIR
OG0001096	LOC6595704|XP_026844660.1|DPER	LOC6627902|XP_002051816.2|DVIR
OG0001097	LOC113565686|XP_026844277.1|DPER	LOC6629055|XP_015028704.1|DVIR
OG0001098	LOC6590007|XP_002015460.1|DPER	LOC6626613|XP_002048707.1|DVIR
OG0001098	LOC6602802|XP_026847858.1|DPER	LOC6623620|XP_032290010.1|DVIR
OG0001099	LOC6602991|XP_002028018.1|DPER	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR
OG0001100	LOC6594666|XP_026841605.1|DPER	LOC6630927|XP_002054316.2|DVIR
OG0001101	LOC6589976|XP_026840594.1|DPER	LOC6625384|XP_015029439.1|DVIR
OG0001102	LOC6601953|XP_026849623.1|DPER	LOC6624400|XP_002048390.2|DVIR
OG0001103	LOC6598605|XP_002023850.1|DPER	LOC6629984|XP_002054342.1|DVIR
OG0001104	LOC6591285|XP_026841023.1|DPER	LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR
OG0001105	LOC6602893|XP_002027916.1|DPER	LOC6634545|XP_002058289.1|DVIR
OG0001106	LOC6602541|XP_026846779.1|DPER	LOC6636240|XP_032290058.1|DVIR
OG0001108	LOC6592125|XP_002016832.1|DPER, LOC6592113|XP_002016839.1|DPER	LOC6630653|XP_002053309.1|DVIR
