Orthogroup	DPER.longest_only	DNOV.longest_only
OG0000593	LOC6594986|XP_026840061.1|DPER	LOC115758751|XP_030555369.1|DNOV
OG0000593	LOC6603511|XP_002028490.1|DPER	LOC115757838|XP_030554131.1|DNOV
OG0000594	LOC6587448|XP_002013043.1|DPER	LOC115763974|XP_030562637.1|DNOV
OG0000594	LOC6591579|XP_002017367.2|DPER	LOC115763849|XP_030562478.1|DNOV
OG0000595	LOC113567375|XP_026850822.1|DPER	LOC115761760|XP_030559527.1|DNOV
OG0000595	LOC6594864|XP_026846833.1|DPER	LOC115771804|XP_030573535.1|DNOV
OG0000596	LOC6596830|XP_026845960.1|DPER	LOC115767045|XP_030567036.1|DNOV
OG0000597	LOC6594894|XP_026840050.1|DPER	LOC115771692|XP_030573368.1|DNOV
OG0000598	LOC6587400|XP_002013871.1|DPER	LOC115761686|XP_030559401.1|DNOV
OG0000599	LOC6603287|XP_002028268.1|DPER	LOC115770489|XP_030571631.1|DNOV
OG0000599	LOC6603280|XP_002028267.2|DPER	LOC115770492|XP_030571639.1|DNOV
OG0000600	LOC6590718|XP_026841400.1|DPER	LOC115760648|XP_030557971.1|DNOV
OG0000600	LOC6590717|XP_026842346.1|DPER	LOC115760647|XP_030557969.1|DNOV
OG0000601	LOC6593687|XP_002018765.1|DPER	LOC115763067|XP_030561352.1|DNOV
OG0000601	LOC6597993|XP_026843491.1|DPER	LOC115759310|XP_030556076.1|DNOV
OG0000602	LOC6596260|XP_002021786.1|DPER	LOC115763385|XP_030561785.1|DNOV
OG0000602	LOC6596259|XP_002021785.1|DPER	LOC115763395|XP_030561798.1|DNOV
OG0000603	LOC113565646|XP_026844076.1|DPER, LOC6588887|XP_026844666.1|DPER	LOC115758767|XP_030555389.1|DNOV
OG0000604	LOC6596494|XP_002021568.1|DPER	LOC115765575|XP_030565084.1|DNOV
OG0000604	LOC6596493|XP_002021567.1|DPER	LOC115763492|XP_030561943.1|DNOV
OG0000605	LOC6593459|XP_002018597.1|DPER	LOC115758622|XP_030555215.1|DNOV
OG0000606	LOC113564920|XP_026840154.1|DPER	LOC115768629|XP_030569153.1|DNOV
OG0000607	LOC6587356|XP_002014194.1|DPER	LOC115771972|XP_030573752.1|DNOV
OG0000607	LOC6594190|XP_002019821.1|DPER	LOC115764740|XP_030563816.1|DNOV
OG0000608	LOC6591652|XP_026849674.1|DPER	LOC115770569|XP_030571743.1|DNOV, LOC115762542|XP_030560676.1|DNOV
OG0000608	LOC6591913|XP_026840311.1|DPER	LOC115770592|XP_030571782.1|DNOV
OG0000609	LOC6597436|XP_026846369.1|DPER	LOC115758773|XP_030555398.1|DNOV, LOC115758774|XP_030555400.1|DNOV
OG0000610	LOC6595817|XP_002021295.2|DPER	LOC115771517|XP_030573112.1|DNOV
OG0000610	LOC6592723|XP_002018090.1|DPER	LOC115759603|XP_030556437.1|DNOV
OG0000611	LOC6600868|XP_026841237.1|DPER	LOC115763834|XP_030562457.1|DNOV
OG0000612	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER, LOC6599044|XP_026848966.1|DPER	LOC115768752|XP_030569303.1|DNOV
OG0000614	LOC6599314|XP_026847099.1|DPER	LOC115764261|XP_030563041.1|DNOV
OG0000615	LOC113566642|XP_026848971.1|DPER	LOC115767103|XP_030567110.1|DNOV
OG0000615	LOC6588205|XP_002013742.1|DPER	LOC115759514|XP_030556318.1|DNOV
OG0000616	LOC6601779|XP_002026814.2|DPER	LOC115767085|XP_030567092.1|DNOV
OG0000617	LOC6595121|XP_026840037.1|DPER	LOC115764853|XP_030563982.1|DNOV
OG0000617	LOC6598703|XP_026851189.1|DPER	LOC115761587|XP_030559238.1|DNOV
OG0000618	LOC6587880|XP_002012806.1|DPER	LOC115771748|XP_030573454.1|DNOV
OG0000618	LOC6595891|XP_002021432.1|DPER	LOC115769684|XP_030570462.1|DNOV
OG0000619	LOC6591185|XP_002015909.1|DPER	LOC115771528|XP_030573129.1|DNOV
OG0000620	LOC6598554|XP_002023708.1|DPER	LOC115766391|XP_030566163.1|DNOV
OG0000620	LOC6599632|XP_026849581.1|DPER	LOC115769605|XP_030570356.1|DNOV
OG0000621	LOC6587924|XP_002013338.1|DPER	LOC115757747|XP_030554001.1|DNOV
OG0000621	LOC6597394|XP_002022488.1|DPER	LOC115767786|XP_030567974.1|DNOV
OG0000622	LOC6601663|XP_026847557.1|DPER	LOC115769599|XP_030570348.1|DNOV
OG0000622	LOC6602712|XP_026849515.1|DPER	LOC115762639|XP_030560802.1|DNOV
OG0000623	LOC6601015|XP_026849689.1|DPER	LOC115769962|XP_030570868.1|DNOV
OG0000623	LOC6597190|XP_026845550.1|DPER	LOC115770846|XP_030572146.1|DNOV
OG0000624	LOC6592679|XP_002017946.1|DPER	LOC115760780|XP_030558130.1|DNOV
OG0000625	LOC6602966|XP_002027977.2|DPER	LOC115769323|XP_030569919.1|DNOV
OG0000625	LOC6602967|XP_002027978.1|DPER	LOC115769831|XP_030570665.1|DNOV
OG0000626	LOC6593086|XP_002017719.1|DPER	LOC115758212|XP_030554623.1|DNOV
OG0000626	LOC6592561|XP_002018243.1|DPER	LOC115762154|XP_030560126.1|DNOV
OG0000627	LOC6601405|XP_002026508.1|DPER	LOC115769818|XP_030570646.1|DNOV
OG0000627	LOC6597278|XP_002022565.1|DPER	LOC115768585|XP_030569091.1|DNOV
OG0000628	LOC6596263|XP_002021789.1|DPER	LOC115758606|XP_030555193.1|DNOV
OG0000628	LOC6589333|XP_002014358.1|DPER	LOC115763927|XP_030562578.1|DNOV
OG0000629	LOC6594077|XP_002019737.1|DPER	LOC115770565|XP_030571737.1|DNOV
OG0000629	LOC6593669|XP_002018616.1|DPER	LOC115765848|XP_030565434.1|DNOV
OG0000630	LOC6598051|XP_002023144.1|DPER	LOC115763504|XP_030561961.1|DNOV
OG0000630	LOC6598077|XP_026843309.1|DPER	LOC115763485|XP_030561930.1|DNOV
OG0000631	LOC6593410|XP_026843657.1|DPER	LOC115759001|XP_030555665.1|DNOV
OG0000632	LOC6595375|XP_026844828.1|DPER	LOC115763534|XP_030562009.1|DNOV
OG0000632	LOC6595484|XP_002020656.1|DPER	LOC115765855|XP_030565444.1|DNOV
OG0000633	LOC6596016|XP_026845303.1|DPER	LOC115766079|XP_030565747.1|DNOV
OG0000634	LOC6596829|XP_026845974.1|DPER, LOC6596828|XP_002022009.2|DPER, LOC113566104|XP_026845962.1|DPER, LOC6596669|XP_002022007.2|DPER, LOC6596667|XP_026845963.1|DPER, LOC113566103|XP_026845961.1|DPER, LOC6596670|XP_002022008.1|DPER, LOC6596668|XP_002022006.1|DPER, LOC113566106|XP_026845964.1|DPER, LOC6592229|XP_026841170.1|DPER	LOC115771370|XP_030572917.1|DNOV
OG0000635	LOC6600979|XP_002025877.1|DPER	LOC115766554|XP_030566392.1|DNOV
OG0000635	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER	LOC115768292|XP_030568696.1|DNOV
OG0000636	LOC6598048|XP_002023141.1|DPER	LOC115763543|XP_030562019.1|DNOV
OG0000636	LOC6598049|XP_002023142.1|DPER	LOC115763397|XP_030561800.1|DNOV
OG0000637	LOC6597824|XP_026846483.1|DPER	LOC115768912|XP_030569501.1|DNOV
OG0000637	LOC6597768|XP_026846541.1|DPER	LOC115768688|XP_030569234.1|DNOV
OG0000638	LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER	LOC115769000|XP_030569570.1|DNOV
OG0000639	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER	LOC115770014|XP_030570925.1|DNOV
OG0000642	LOC113566246|XP_026846831.1|DPER	LOC115763418|XP_030561835.1|DNOV
OG0000643	LOC6587508|XP_002013069.1|DPER	LOC115764835|XP_030563944.1|DNOV
OG0000644	LOC6598886|XP_026847834.1|DPER, LOC6598901|XP_002024003.1|DPER	LOC115769555|XP_030570268.1|DNOV
OG0000645	LOC6595541|XP_002020629.1|DPER	LOC115760112|XP_030557165.1|DNOV
OG0000646	LOC6588400|XP_002013429.2|DPER	LOC115764060|XP_030562767.1|DNOV
OG0000646	LOC6588652|XP_026840448.1|DPER	LOC115772117|XP_030573950.1|DNOV
OG0000647	LOC6587670|XP_002013283.2|DPER	LOC115764010|XP_030562694.1|DNOV
OG0000647	LOC6597230|XP_026846459.1|DPER	LOC115765430|XP_030564835.1|DNOV
OG0000648	LOC6598503|XP_026848643.1|DPER	LOC115767228|XP_030567285.1|DNOV
OG0000648	LOC6598504|XP_026848661.1|DPER	LOC115767239|XP_030567300.1|DNOV
OG0000649	LOC6601790|XP_002026842.1|DPER	LOC115768703|XP_030569252.1|DNOV
OG0000649	LOC6601789|XP_026849835.1|DPER	LOC115768709|XP_030569257.1|DNOV
OG0000650	LOC6602016|XP_002027044.1|DPER	LOC115766763|XP_030566617.1|DNOV
OG0000651	LOC6601010|XP_002026165.1|DPER	LOC115769937|XP_030570839.1|DNOV
OG0000651	LOC6603303|XP_002028284.1|DPER	LOC115770493|XP_030571642.1|DNOV
OG0000652	LOC6590843|XP_002015775.1|DPER	LOC115760696|XP_030558021.1|DNOV
OG0000652	LOC6597506|XP_026849293.1|DPER	LOC115768610|XP_030569125.1|DNOV
OG0000653	LOC113564890|XP_026839934.1|DPER, LOC6588285|XP_002013201.1|DPER	LOC115772125|XP_030573962.1|DNOV
OG0000654	LOC6600630|XP_026847536.1|DPER	LOC115771191|XP_030572645.1|DNOV
OG0000654	LOC6600538|XP_026847527.1|DPER	LOC115769884|XP_030570749.1|DNOV
OG0000655	LOC6600806|XP_002025977.1|DPER	LOC115762138|XP_030560109.1|DNOV
OG0000655	LOC6595476|XP_002020648.1|DPER	LOC115765880|XP_030565480.1|DNOV
OG0000656	LOC6591868|XP_002017330.1|DPER, LOC6591692|XP_026851097.1|DPER	LOC115770642|XP_030571853.1|DNOV
OG0000656	LOC6591869|XP_002017331.1|DPER	LOC115770906|XP_030572206.1|DNOV
OG0000657	LOC6601075|XP_026847370.1|DPER	LOC115762627|XP_030560789.1|DNOV
OG0000657	LOC6588715|XP_026844398.1|DPER	LOC115759823|XP_030556774.1|DNOV
OG0000658	LOC6598314|XP_002023387.1|DPER	LOC115766487|XP_030566309.1|DNOV
OG0000658	LOC6591560|XP_002017109.1|DPER	LOC115764653|XP_030563695.1|DNOV
OG0000659	LOC6596286|XP_002021808.1|DPER	LOC115763486|XP_030561931.1|DNOV
OG0000659	LOC6598075|XP_002023134.1|DPER	LOC115763450|XP_030561879.1|DNOV
OG0000660	LOC6589411|XP_002015199.1|DPER	LOC115759751|XP_030556653.1|DNOV
OG0000661	LOC6602955|XP_026848735.1|DPER	LOC115762829|XP_030561055.1|DNOV
OG0000661	LOC6588916|XP_002014812.2|DPER	LOC115768557|XP_030569026.1|DNOV
OG0000662	LOC6595855|XP_026845216.1|DPER	LOC115767147|XP_030567176.1|DNOV
OG0000662	LOC6596654|XP_026845925.1|DPER	LOC115767098|XP_030567106.1|DNOV
OG0000663	LOC6590080|XP_002015670.1|DPER	LOC115762215|XP_030560208.1|DNOV
OG0000664	LOC6597552|XP_002022801.1|DPER	LOC115765328|XP_030564690.1|DNOV
OG0000665	LOC6594667|XP_002019845.2|DPER	LOC115766037|XP_030565667.1|DNOV
OG0000666	LOC6590399|XP_026842089.1|DPER	LOC115766534|XP_030566361.1|DNOV
OG0000666	LOC113566903|XP_026849903.1|DPER	LOC115771368|XP_030572912.1|DNOV
OG0000667	LOC6599946|XP_026849182.1|DPER	LOC115764289|XP_030563081.1|DNOV
OG0000667	LOC6594020|XP_002019718.1|DPER	LOC115766095|XP_030565764.1|DNOV
OG0000668	LOC6594373|XP_002019341.2|DPER	LOC115760399|XP_030557560.1|DNOV
OG0000668	LOC6587462|XP_002014008.1|DPER	LOC115764155|XP_030562891.1|DNOV
OG0000669	LOC113566777|XP_026849656.1|DPER	LOC115766893|XP_030566825.1|DNOV
OG0000669	LOC6602864|XP_026849658.1|DPER	LOC115766894|XP_030566826.1|DNOV
OG0000670	LOC6600115|XP_002025282.1|DPER	LOC115766471|XP_030566275.1|DNOV
OG0000671	LOC6594658|XP_026850622.1|DPER	LOC115771970|XP_030573742.1|DNOV
OG0000671	LOC6588398|XP_002012944.1|DPER	LOC115771617|XP_030573255.1|DNOV
OG0000672	LOC6599414|XP_026847215.1|DPER	LOC115765272|XP_030564622.1|DNOV
OG0000672	LOC6602900|XP_026849665.1|DPER	LOC115768896|XP_030569471.1|DNOV
OG0000673	LOC6600063|XP_002025187.1|DPER	LOC115768789|XP_030569346.1|DNOV
OG0000673	LOC6602362|XP_002027393.2|DPER	LOC115769449|XP_030570122.1|DNOV
OG0000674	LOC113566121|XP_026846047.1|DPER, LOC113566209|XP_026846672.1|DPER	LOC115767196|XP_030567250.1|DNOV
OG0000675	LOC6593976|XP_002019018.1|DPER	LOC115768141|XP_030568496.1|DNOV
OG0000677	LOC6595930|XP_002020980.1|DPER	LOC115770176|XP_030571196.1|DNOV
OG0000677	LOC6598213|XP_002023338.2|DPER	LOC115771314|XP_030572829.1|DNOV
OG0000678	LOC6588569|XP_002014183.1|DPER	LOC115764881|XP_030564019.1|DNOV
OG0000678	LOC6595700|XP_002020583.2|DPER	LOC115765970|XP_030565583.1|DNOV
OG0000679	LOC6598388|XP_002023511.1|DPER	LOC115767864|XP_030568082.1|DNOV
OG0000680	LOC6597453|XP_026846508.1|DPER	LOC115766465|XP_030566261.1|DNOV
OG0000680	LOC6597452|XP_026846525.1|DPER	LOC115766438|XP_030566225.1|DNOV
OG0000681	LOC6587883|XP_002013320.2|DPER	LOC115764053|XP_030562760.1|DNOV
OG0000681	LOC6600127|XP_002025294.1|DPER	LOC115767781|XP_030567970.1|DNOV
OG0000683	LOC6588345|XP_026843141.1|DPER	LOC115763968|XP_030562627.1|DNOV
OG0000684	LOC6591866|XP_002017356.1|DPER	LOC115763839|XP_030562459.1|DNOV
OG0000684	LOC6594998|XP_026850975.1|DPER	LOC115772099|XP_030573921.1|DNOV
OG0000685	LOC6599227|XP_002024317.1|DPER	LOC115767313|XP_030567413.1|DNOV
OG0000685	LOC6598795|XP_002023906.1|DPER	LOC115764142|XP_030562875.1|DNOV
OG0000686	LOC6590052|XP_002015525.1|DPER	LOC115760216|XP_030557331.1|DNOV
OG0000686	LOC6603117|XP_002028083.1|DPER	LOC115768061|XP_030568363.1|DNOV
OG0000687	LOC6601200|XP_002026231.1|DPER	LOC115769955|XP_030570860.1|DNOV
OG0000688	LOC6592236|XP_002017587.1|DPER	LOC115761097|XP_030558580.1|DNOV
OG0000689	LOC6590035|XP_002016309.1|DPER	LOC115760819|XP_030558197.1|DNOV
OG0000689	LOC6590036|XP_002016310.1|DPER	LOC115760818|XP_030558195.1|DNOV
OG0000690	LOC6599922|XP_002025050.1|DPER	LOC115768204|XP_030568576.1|DNOV
OG0000691	LOC6593879|XP_002019176.1|DPER	LOC115763300|XP_030561651.1|DNOV
OG0000691	LOC113565973|XP_026845267.1|DPER	LOC115770032|XP_030570954.1|DNOV
OG0000692	LOC6599815|XP_002024915.2|DPER	LOC115762628|XP_030560790.1|DNOV
OG0000693	LOC6598420|XP_002023598.1|DPER	LOC115767186|XP_030567237.1|DNOV
OG0000693	LOC6594209|XP_026850372.1|DPER	LOC115763814|XP_030562426.1|DNOV
OG0000694	LOC6600080|XP_026845124.1|DPER	LOC115768344|XP_030568767.1|DNOV
OG0000694	LOC6600480|XP_002025671.1|DPER	LOC115766656|XP_030566480.1|DNOV
OG0000695	LOC6593362|XP_026844826.1|DPER	LOC115759106|XP_030555805.1|DNOV
OG0000695	LOC6593802|XP_026844825.1|DPER	LOC115759338|XP_030556117.1|DNOV
OG0000696	LOC6589599|XP_002014832.1|DPER, LOC6597365|XP_002022406.1|DPER, LOC113566188|XP_026846491.1|DPER, LOC6597364|XP_002022405.1|DPER	LOC115760003|XP_030557021.1|DNOV
OG0000697	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER	LOC115758904|XP_030555561.1|DNOV
OG0000698	LOC6588756|XP_002014947.2|DPER	LOC115768551|XP_030569021.1|DNOV
OG0000698	LOC6588755|XP_002014946.1|DPER	LOC115768548|XP_030569018.1|DNOV
OG0000699	LOC6595455|XP_026844479.1|DPER	LOC115760027|XP_030557049.1|DNOV
OG0000699	LOC6603558|XP_002028536.1|DPER	LOC115768643|XP_030569175.1|DNOV
OG0000700	LOC6595608|XP_026843989.1|DPER	LOC115765977|XP_030565595.1|DNOV
OG0000700	LOC6596368|XP_026843733.1|DPER	LOC115759040|XP_030555722.1|DNOV
OG0000701	LOC6590266|XP_002015470.1|DPER	LOC115760727|XP_030558061.1|DNOV
OG0000701	LOC6598191|XP_026846344.1|DPER	LOC115766304|XP_030566041.1|DNOV
OG0000702	LOC6591924|XP_002017426.1|DPER	LOC115763795|XP_030562386.1|DNOV
OG0000702	LOC6591925|XP_026840428.1|DPER	LOC115763797|XP_030562393.1|DNOV
OG0000703	LOC6593867|XP_026843461.1|DPER	LOC115763301|XP_030561652.1|DNOV
OG0000703	LOC6601576|XP_026841293.1|DPER	LOC115760513|XP_030557734.1|DNOV
OG0000704	LOC6599967|XP_026849210.1|DPER	LOC115765441|XP_030564867.1|DNOV
OG0000704	LOC6598854|XP_002023747.1|DPER	LOC115772027|XP_030573817.1|DNOV
OG0000705	LOC6595837|XP_002021426.1|DPER	LOC115769975|XP_030570893.1|DNOV
OG0000706	LOC6588941|XP_002014911.2|DPER	LOC115767718|XP_030567883.1|DNOV
OG0000706	LOC6600147|XP_002025230.1|DPER	LOC115767989|XP_030568250.1|DNOV
OG0000707	LOC6599357|XP_002024480.1|DPER	LOC115765239|XP_030564556.1|DNOV
OG0000708	LOC6599101|XP_026849275.1|DPER	LOC115768226|XP_030568613.1|DNOV
OG0000708	LOC6597376|XP_026846533.1|DPER	LOC115768754|XP_030569301.1|DNOV
OG0000709	LOC6595308|XP_002020435.1|DPER	LOC115772080|XP_030573893.1|DNOV
OG0000709	LOC6598385|XP_026846195.1|DPER	LOC115765127|XP_030564382.1|DNOV
OG0000710	LOC6594349|XP_002019528.1|DPER	LOC115761269|XP_030558842.1|DNOV
OG0000710	LOC6592245|XP_002017596.1|DPER	LOC115760563|XP_030557829.1|DNOV
OG0000711	LOC6604737|XP_002029610.2|DPER	LOC115770356|XP_030571454.1|DNOV
OG0000711	LOC6599996|XP_002025154.2|DPER	LOC115766879|XP_030566804.1|DNOV
OG0000712	LOC6594409|XP_002019673.2|DPER	LOC115763821|XP_030562431.1|DNOV
OG0000712	LOC6594213|XP_002019672.1|DPER	LOC115763808|XP_030562412.1|DNOV
OG0000713	LOC6587653|XP_026850225.1|DPER	LOC115764013|XP_030562700.1|DNOV
OG0000713	LOC6601565|XP_002026685.1|DPER	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV
OG0000714	LOC6598443|XP_002023570.1|DPER	LOC115767258|XP_030567334.1|DNOV
OG0000714	LOC6599667|XP_002024799.1|DPER	LOC115766920|XP_030566864.1|DNOV
OG0000715	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER	LOC115767911|XP_030568145.1|DNOV
OG0000716	LOC6600355|XP_002025479.1|DPER	LOC115766904|XP_030566842.1|DNOV
OG0000716	LOC6597000|XP_002022247.1|DPER	LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC113566502|XP_026848197.1|DPER	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC6602561|XP_026846851.1|DPER	LOC115767954|XP_030568199.1|DNOV
OG0000718	LOC6601990|XP_026846840.1|DPER	LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC6602776|XP_002027833.2|DPER	LOC115769501|XP_030570181.1|DNOV
OG0000719	LOC6600262|XP_002025427.2|DPER	LOC115770340|XP_030571437.1|DNOV
OG0000720	LOC6587685|XP_002012966.2|DPER	LOC115761607|XP_030559269.1|DNOV
OG0000721	LOC6588779|XP_002014250.1|DPER	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV
OG0000722	LOC6601302|XP_002026340.2|DPER	LOC115758058|XP_030554432.1|DNOV
OG0000723	LOC6603249|XP_002028226.1|DPER	LOC115759857|XP_030556861.1|DNOV
OG0000723	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER	LOC115760820|XP_030558199.1|DNOV
OG0000724	LOC6597728|XP_002023000.2|DPER	LOC115765413|XP_030564817.1|DNOV
OG0000724	LOC113565135|XP_026841851.1|DPER	LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC6591837|XP_002017205.1|DPER	LOC115761420|XP_030559040.1|DNOV
OG0000726	LOC6591836|XP_002017204.1|DPER	LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC6594229|XP_026850321.1|DPER	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV
OG0000728	LOC6599965|XP_002025042.1|DPER	LOC115764296|XP_030563089.1|DNOV
OG0000728	LOC6594909|XP_002020117.2|DPER	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC113564930|XP_026840224.1|DPER	LOC115761639|XP_030559332.1|DNOV
OG0000729	LOC113565756|XP_026844628.1|DPER	LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC113565668|XP_026844174.1|DPER	LOC115769489|XP_030570171.1|DNOV
OG0000730	LOC6588948|XP_026843905.1|DPER	LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC6599739|XP_002024809.1|DPER	LOC115766954|XP_030566901.1|DNOV
OG0000731	LOC6602114|XP_002027128.1|DPER	LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC6600555|XP_026847501.1|DPER	LOC115771111|XP_030572531.1|DNOV
OG0000732	LOC6600556|XP_002025709.2|DPER	LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC6594844|XP_002020248.1|DPER	LOC115764230|XP_030563007.1|DNOV
OG0000733	LOC6600336|XP_002025345.2|DPER	LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC6603302|XP_026849869.1|DPER	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC6596910|XP_002021871.1|DPER	LOC115768279|XP_030568676.1|DNOV
OG0000735	LOC6589235|XP_026844882.1|DPER	LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC6589180|XP_002015182.2|DPER	LOC115759738|XP_030556630.1|DNOV
OG0000736	LOC6589179|XP_026844979.1|DPER	LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC6590400|XP_026841044.1|DPER	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC6589558|XP_002015267.1|DPER	LOC115758638|XP_030555234.1|DNOV
OG0000738	LOC6593905|XP_002018782.1|DPER	LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC6591561|XP_026841282.1|DPER	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC6602918|XP_026846872.1|DPER	LOC115769090|XP_030569661.1|DNOV
OG0000740	LOC6594597|XP_026850661.1|DPER	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC6599377|XP_026847199.1|DPER	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC6599376|XP_026847170.1|DPER	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC6601019|XP_026849767.1|DPER	LOC115769862|XP_030570720.1|DNOV
OG0000744	LOC6602072|XP_002027150.1|DPER	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC6593079|XP_002017892.1|DPER	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC6590129|XP_002016240.1|DPER	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC6596163|XP_026845334.1|DPER	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC6596166|XP_002021143.1|DPER	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC6596392|XP_002021545.2|DPER	LOC115759171|XP_030555903.1|DNOV
OG0000748	LOC6596749|XP_002021932.2|DPER	LOC115768456|XP_030568879.1|DNOV
OG0000750	LOC6590010|XP_002015463.2|DPER, LOC6590245|XP_002016537.2|DPER	LOC115760681|XP_030558007.1|DNOV
OG0000750	LOC6594915|XP_026845873.1|DPER	LOC115761941|XP_030559835.1|DNOV
OG0000751	LOC6593181|XP_026841496.1|DPER	LOC115762100|XP_030560061.1|DNOV
OG0000751	LOC6593180|XP_026842529.1|DPER	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000752	LOC6594305|XP_002019803.1|DPER	LOC115765619|XP_030565129.1|DNOV
OG0000753	LOC6598725|XP_002023872.1|DPER	LOC115771734|XP_030573420.1|DNOV
OG0000754	LOC6597690|XP_026846395.1|DPER	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC6599418|XP_002024468.1|DPER	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC6587525|XP_002014040.2|DPER	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC6587569|XP_002014041.2|DPER	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC6602948|XP_026848752.1|DPER	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC6599811|XP_026847287.1|DPER	LOC115762699|XP_030560883.1|DNOV
OG0000759	LOC6601195|XP_026848183.1|DPER	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC6601192|XP_026849949.1|DPER	LOC115769803|XP_030570631.1|DNOV
OG0000761	LOC113564874|XP_026844497.1|DPER	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC6588706|XP_026844499.1|DPER, LOC113565892|XP_026845057.1|DPER	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC6593836|XP_002018698.2|DPER	LOC115758576|XP_030555153.1|DNOV
OG0000763	LOC6593415|XP_002018594.1|DPER	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC6593457|XP_002018595.1|DPER	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC6598303|XP_026846327.1|DPER	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC6599524|XP_002024651.1|DPER	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC6596692|XP_002021961.1|DPER	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC6593521|XP_026843096.1|DPER	LOC115763247|XP_030561585.1|DNOV
OG0000766	LOC6602757|XP_026847724.1|DPER	LOC115765161|XP_030564431.1|DNOV
