Orthogroup	DPER.longest_only	DFIC.longest_only
OG0001757	LOC6592325|XP_002018559.1|DPER	LOC108086309|XP_017038699.1|DFIC
OG0001758	LOC6601524|XP_026848018.1|DPER	LOC108095412|XP_017051986.1|DFIC
OG0001759	LOC6591087|XP_002016119.1|DPER	LOC108094029|XP_017049949.1|DFIC
OG0001760	LOC6592995|XP_002017978.2|DPER	LOC108090557|XP_017044788.1|DFIC
OG0001761	LOC6590665|XP_026841038.1|DPER	LOC108087827|XP_017040887.1|DFIC
OG0001762	LOC6593526|XP_026842962.1|DPER	LOC108093564|XP_017049150.1|DFIC, LOC108088221|XP_017041417.1|DFIC
OG0001763	LOC6593730|XP_026843007.1|DPER	LOC108088213|XP_017041406.1|DFIC
OG0001764	LOC6591838|XP_002017206.2|DPER	LOC108087031|XP_017039687.1|DFIC
OG0001765	LOC6590645|XP_026841367.1|DPER	LOC108090798|XP_017045135.1|DFIC
OG0001766	LOC6593984|XP_026843789.1|DPER	LOC108100980|XP_017060624.1|DFIC
OG0001767	LOC6596333|XP_002021471.2|DPER	LOC108092584|XP_017047718.1|DFIC
OG0001768	LOC6589873|XP_002014586.1|DPER	LOC108091541|XP_017046295.1|DFIC
OG0001769	LOC6588828|XP_026844680.1|DPER	LOC108088099|XP_017041242.1|DFIC
OG0001770	LOC6589581|XP_002014290.1|DPER	LOC108100092|XP_017059323.1|DFIC
OG0001771	LOC6589744|XP_002014995.1|DPER	LOC108092571|XP_017047700.1|DFIC
OG0001772	LOC6588723|XP_002014365.1|DPER	LOC108089231|XP_017042877.1|DFIC
OG0001773	LOC6589020|XP_002014439.2|DPER	LOC108089243|XP_017042896.1|DFIC
OG0001774	LOC6592281|XP_002018422.2|DPER	LOC108090777|XP_017045110.1|DFIC
OG0001775	LOC6599989|XP_026849220.1|DPER	LOC108091074|XP_017045565.1|DFIC
OG0001776	LOC6593772|XP_026843186.1|DPER	LOC108094380|XP_017050430.1|DFIC
OG0001777	LOC6593642|XP_002018693.2|DPER	LOC108100887|XP_017060486.1|DFIC
OG0001778	LOC6595564|XP_002020912.1|DPER	LOC108098233|XP_017056504.1|DFIC
OG0001779	LOC6588968|XP_026844110.1|DPER	LOC108089159|XP_017042772.1|DFIC
OG0001781	LOC6596561|XP_026843231.1|DPER	LOC108098352|XP_017056684.1|DFIC
OG0001782	LOC6593830|XP_002018909.2|DPER	LOC108092673|XP_017047843.1|DFIC
OG0001783	LOC6593490|XP_002019153.1|DPER	LOC108098750|XP_017057373.1|DFIC
OG0001784	LOC6595673|XP_002020733.1|DPER	LOC108094145|XP_017050072.1|DFIC
OG0001785	LOC6602050|XP_002027181.1|DPER	LOC108090749|XP_017045068.1|DFIC
OG0001786	LOC6595413|XP_026844268.1|DPER	LOC108093492|XP_017049073.1|DFIC
OG0001787	LOC113565627|XP_026843950.1|DPER, LOC6589637|XP_026845060.1|DPER	LOC108093449|XP_017049012.1|DFIC
OG0001788	LOC6592771|XP_026841221.1|DPER	LOC108094748|XP_017050991.1|DFIC
OG0001789	LOC6590261|XP_002015891.1|DPER	LOC108096865|XP_017054279.1|DFIC
OG0001790	LOC113565392|XP_026843024.1|DPER	LOC108100884|XP_017060482.1|DFIC
OG0001791	LOC6590779|XP_026842657.1|DPER	LOC108086423|XP_017038813.1|DFIC
OG0001792	LOC6589773|XP_026844070.1|DPER, LOC113565837|XP_026844968.1|DPER	LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC
OG0001793	LOC6590001|XP_002016051.2|DPER	LOC108101539|XP_017061410.1|DFIC
OG0001794	LOC6595565|XP_002020913.1|DPER	LOC108098234|XP_017056506.1|DFIC
OG0001795	LOC6588880|XP_026844861.1|DPER	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC
OG0001796	LOC6597718|XP_002022869.2|DPER	LOC108097876|XP_017055900.1|DFIC
OG0001797	LOC6602010|XP_002027038.2|DPER	LOC108098416|XP_017056799.1|DFIC
OG0001798	LOC6591093|XP_002016125.1|DPER	LOC108093875|XP_017049706.1|DFIC
OG0001799	LOC6597851|XP_026847040.1|DPER	LOC108097868|XP_017055893.1|DFIC
OG0001800	LOC6593635|XP_002018688.2|DPER	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC
OG0001801	LOC6602780|XP_002027837.1|DPER	LOC108087575|XP_017040495.1|DFIC
OG0001802	LOC6594168|XP_002019577.1|DPER	LOC108099621|XP_017058733.1|DFIC
OG0001803	LOC6591456|XP_002017477.1|DPER, LOC6591455|XP_026845223.1|DPER	LOC108098600|XP_017057150.1|DFIC
OG0001804	LOC6592045|XP_026847867.1|DPER, LOC6592048|XP_026851200.1|DPER	LOC108090179|XP_017044251.1|DFIC
OG0001805	LOC6599659|XP_002024581.2|DPER	LOC108089001|XP_017042561.1|DFIC
OG0001806	LOC6592136|XP_026840051.1|DPER	LOC108092056|XP_017047003.1|DFIC
OG0001807	LOC113567254|XP_026850282.1|DPER	LOC108097418|XP_017055173.1|DFIC
OG0001808	LOC6594588|XP_026850854.1|DPER	LOC108102035|XP_017062144.1|DFIC
OG0001809	LOC6591982|XP_002017026.1|DPER	LOC108091397|XP_017046070.1|DFIC
OG0001810	LOC6595148|XP_002020138.1|DPER	LOC108091669|XP_017046471.1|DFIC
OG0001811	LOC6590131|XP_002016242.2|DPER	LOC108101599|XP_017061501.1|DFIC
OG0001812	LOC6597684|XP_026848873.1|DPER	LOC108097419|XP_017055172.1|DFIC
OG0001813	LOC6594323|XP_026850424.1|DPER	LOC108101043|XP_017060711.1|DFIC
OG0001814	LOC6594160|XP_026840495.1|DPER	LOC108098574|XP_017057097.1|DFIC
OG0001815	LOC6588159|XP_002014126.1|DPER	LOC108090209|XP_017044290.1|DFIC
OG0001816	LOC6593101|XP_002017884.1|DPER	LOC108094911|XP_017051246.1|DFIC
OG0001817	LOC6600943|XP_002026014.1|DPER	LOC108090696|XP_017044968.1|DFIC
OG0001818	LOC6600734|XP_026848685.1|DPER	LOC108091233|XP_017045828.1|DFIC
OG0001819	LOC6601637|XP_026841610.1|DPER	LOC108090819|XP_017045168.1|DFIC
OG0001820	LOC6588871|XP_026844544.1|DPER, LOC6589366|XP_002015250.1|DPER, LOC6597648|XP_026849282.1|DPER	LOC108095322|XP_017051890.1|DFIC
OG0001821	LOC6600971|XP_002026009.1|DPER	LOC108101940|XP_017062013.1|DFIC
OG0001822	LOC6600876|XP_002025940.1|DPER	LOC108096971|XP_017054438.1|DFIC
OG0001823	LOC6599000|XP_002024068.1|DPER	LOC108099834|XP_017058955.1|DFIC
OG0001824	LOC6589638|XP_002015342.1|DPER	LOC108094140|XP_017050061.1|DFIC
OG0001825	LOC6590633|XP_026840998.1|DPER	LOC108094763|XP_017051010.1|DFIC
OG0001826	LOC113565059|XP_026841086.1|DPER	LOC108096791|XP_017054159.1|DFIC
OG0001827	LOC6592403|XP_002018148.1|DPER	LOC108093680|XP_017049346.1|DFIC
OG0001828	LOC6601763|XP_026846904.1|DPER	LOC108088652|XP_017042068.1|DFIC
OG0001829	LOC6592196|XP_026841396.1|DPER	LOC108087754|XP_017040771.1|DFIC
OG0001830	LOC6590194|XP_002015751.1|DPER	LOC108096956|XP_017054413.1|DFIC
OG0001831	LOC6598916|XP_026847928.1|DPER	LOC108099747|XP_017058861.1|DFIC
OG0001832	LOC6603084|XP_026847088.1|DPER	LOC108097324|XP_017055034.1|DFIC
OG0001833	LOC6589965|XP_002015640.2|DPER	LOC108090729|XP_017045032.1|DFIC
OG0001834	LOC6588344|XP_002012924.1|DPER	LOC108098849|XP_017057500.1|DFIC
OG0001838	LOC6590012|XP_002015465.1|DPER	LOC108094947|XP_017051298.1|DFIC
OG0001839	LOC6592896|XP_026841860.1|DPER	LOC108094866|XP_017051177.1|DFIC
OG0001840	LOC6603540|XP_002028511.1|DPER	LOC108094346|XP_017050378.1|DFIC, LOC108094347|XP_017050379.1|DFIC
OG0001841	LOC6603283|XP_026849886.1|DPER	LOC108100223|XP_017059489.1|DFIC, LOC108100326|XP_017059622.1|DFIC
OG0001842	LOC6601180|XP_002026246.1|DPER	LOC108099004|XP_017057725.1|DFIC, LOC108100839|XP_017060401.1|DFIC
OG0001843	LOC6602409|XP_002027414.1|DPER	LOC108088855|XP_017042319.1|DFIC, LOC108088853|XP_017042317.1|DFIC, LOC108088852|XP_017042315.1|DFIC, LOC108088856|XP_017042320.1|DFIC
OG0001844	LOC6597084|XP_002022259.1|DPER, LOC6597082|XP_002022257.1|DPER	LOC108087480|XP_017040347.1|DFIC, LOC108087483|XP_017040349.1|DFIC
OG0001845	LOC6590317|XP_026841971.1|DPER	LOC108096550|XP_017053728.1|DFIC
OG0001846	LOC6587585|XP_002013110.2|DPER	LOC108091899|XP_017046772.1|DFIC, LOC108091905|XP_017046778.1|DFIC
OG0001848	LOC113567473|XP_026851283.1|DPER	LOC108094954|XP_017051309.1|DFIC
OG0001849	LOC6587337|XP_026839907.1|DPER	LOC108087271|XP_017040067.1|DFIC
OG0001850	LOC6603484|XP_026846785.1|DPER, LOC113566249|XP_026846835.1|DPER	LOC108095032|XP_017051395.1|DFIC
OG0001851	LOC6602005|XP_026846814.1|DPER	LOC108095012|XP_017051344.1|DFIC
OG0001852	LOC6599575|XP_026849580.1|DPER	LOC108098984|XP_017057689.1|DFIC
OG0001853	LOC6587460|XP_026840018.1|DPER	LOC108095764|XP_017052447.1|DFIC
OG0001854	LOC6597581|XP_026848880.1|DPER	LOC108094722|XP_017050953.1|DFIC
OG0001855	LOC6601584|XP_002026605.1|DPER	LOC108090281|XP_017044382.1|DFIC
OG0001856	LOC6597296|XP_026846431.1|DPER	LOC108088710|XP_017042142.1|DFIC
OG0001857	LOC6599378|XP_002024552.1|DPER	LOC108097484|XP_017055272.1|DFIC
OG0001858	LOC6601732|XP_026846948.1|DPER	LOC108088631|XP_017042037.1|DFIC
OG0001859	LOC6600108|XP_026846664.1|DPER	LOC108092794|XP_017048055.1|DFIC
OG0001860	LOC6598932|XP_026848991.1|DPER	LOC108099847|XP_017058983.1|DFIC
OG0001861	LOC6598662|XP_026840424.1|DPER	LOC108095797|XP_017052549.1|DFIC
OG0001862	LOC6597892|XP_026846993.1|DPER	LOC108097958|XP_017056055.1|DFIC
OG0001863	LOC6598518|XP_002023557.2|DPER	LOC108097559|XP_017055429.1|DFIC
OG0001864	LOC6588278|XP_026842314.1|DPER	LOC108098808|XP_017057438.1|DFIC
OG0001865	LOC6602693|XP_002027720.1|DPER	LOC108098063|XP_017056241.1|DFIC
OG0001866	LOC6587614|XP_026843046.1|DPER	LOC108087065|XP_017039729.1|DFIC
OG0001867	LOC6603357|XP_026848217.1|DPER	LOC108099839|XP_017058959.1|DFIC
OG0001868	LOC6596342|XP_002021698.2|DPER	LOC108093425|XP_017048967.1|DFIC
OG0001869	LOC6587932|XP_002013714.1|DPER	LOC108093362|XP_017048871.1|DFIC
OG0001870	LOC6599242|XP_026848264.1|DPER	LOC108092888|XP_017048221.1|DFIC
OG0001871	LOC6599987|XP_002025145.1|DPER	LOC108091125|XP_017045645.1|DFIC
OG0001872	LOC6594785|XP_026839931.1|DPER	LOC108099605|XP_017058713.1|DFIC
OG0001873	LOC6594682|XP_026850438.1|DPER	LOC108098601|XP_017057152.1|DFIC
OG0001874	LOC6591888|XP_002016782.2|DPER	LOC108095829|XP_017052600.1|DFIC
OG0001875	LOC6595066|XP_026851041.1|DPER	LOC108086828|XP_017039363.1|DFIC
OG0001876	LOC6603543|XP_002028521.1|DPER	LOC108094646|XP_017050845.1|DFIC
OG0001877	LOC6598572|XP_002023635.1|DPER	LOC108097201|XP_017054835.1|DFIC
OG0001878	LOC6587785|XP_002014049.1|DPER	LOC108091582|XP_017046347.1|DFIC
OG0001879	LOC6591683|XP_026840156.1|DPER	LOC108095783|XP_017052525.1|DFIC
OG0001880	LOC6594941|XP_002020310.1|DPER	LOC108088007|XP_017041108.1|DFIC
OG0001881	LOC6588499|XP_002013949.1|DPER	LOC108098489|XP_017056891.1|DFIC
OG0001882	LOC6587374|XP_026840072.1|DPER	LOC108086529|XP_017038947.1|DFIC
OG0001883	LOC6595152|XP_026840276.1|DPER	LOC108091638|XP_017046428.1|DFIC
OG0001884	LOC6587693|XP_002013698.1|DPER	LOC108093323|XP_017048800.1|DFIC
OG0001885	LOC6595448|XP_026844142.1|DPER	LOC108093513|XP_017049094.1|DFIC
OG0001886	LOC6594919|XP_002020127.1|DPER	LOC108099347|XP_017058316.1|DFIC
OG0001887	LOC6592264|XP_026842225.1|DPER	LOC108096702|XP_017054025.1|DFIC
OG0001888	LOC6591810|XP_002017231.1|DPER	LOC108090240|XP_017044326.1|DFIC
OG0001889	LOC6597372|XP_002022413.1|DPER	LOC108088657|XP_017042072.1|DFIC
OG0001890	LOC6598547|XP_026846271.1|DPER, LOC6603342|XP_002028326.2|DPER	LOC108100578|XP_017060046.1|DFIC
OG0001891	LOC6587658|XP_026846127.1|DPER	LOC108093344|XP_017048841.1|DFIC
OG0001892	LOC6594402|XP_002019348.1|DPER	LOC108093335|XP_017048863.1|DFIC
OG0001893	LOC6587733|XP_026850755.1|DPER	LOC108088517|XP_017041845.1|DFIC
OG0001894	LOC6592898|XP_002017940.1|DPER	LOC108101589|XP_017061490.1|DFIC
OG0001895	LOC6603485|XP_026846884.1|DPER	LOC108095026|XP_017051383.1|DFIC
OG0001896	LOC6588722|XP_002014364.2|DPER	LOC108102089|XP_017062231.1|DFIC
OG0001897	LOC6588372|XP_026840301.1|DPER	LOC108098890|XP_017057568.1|DFIC
OG0001898	LOC6600209|XP_002025309.1|DPER	LOC108094618|XP_017050789.1|DFIC
OG0001899	LOC6588187|XP_026841577.1|DPER	LOC108088035|XP_017041154.1|DFIC
OG0001900	LOC6602356|XP_002027435.1|DPER	LOC108088933|XP_017042446.1|DFIC
OG0001901	LOC6593503|XP_002019144.2|DPER, LOC113565386|XP_026842983.1|DPER	LOC108088164|XP_017041319.1|DFIC
OG0001902	LOC6591733|XP_026846694.1|DPER	LOC108094733|XP_017051008.1|DFIC, LOC108096982|XP_017054455.1|DFIC, LOC108101991|XP_017062076.1|DFIC
OG0001903	LOC6603472|XP_002028451.2|DPER, LOC6594583|XP_002019288.2|DPER, LOC6603828|XP_002028787.2|DPER	LOC108098608|XP_017057160.1|DFIC
OG0001904	LOC6588501|XP_026846266.1|DPER	LOC108088427|XP_017041682.1|DFIC
OG0001905	LOC6594823|XP_002020018.1|DPER	LOC108091078|XP_017045570.1|DFIC
OG0001906	LOC6587917|XP_026850896.1|DPER	LOC108098543|XP_017057020.1|DFIC
OG0001907	LOC6603109|XP_002028094.2|DPER	LOC108102135|XP_017062294.1|DFIC
OG0001908	LOC6596496|XP_002021570.1|DPER, LOC6595183|XP_002020039.1|DPER	LOC108095805|XP_017052563.1|DFIC
OG0001909	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER	LOC108088635|XP_017042042.1|DFIC
OG0001910	LOC6598641|XP_002023822.1|DPER	LOC108098927|XP_017057619.1|DFIC
OG0001911	LOC6598604|XP_026850500.1|DPER	LOC108087012|XP_017039650.1|DFIC
OG0001912	LOC6590328|XP_002016217.1|DPER	LOC108101945|XP_017062019.1|DFIC
OG0001913	LOC6596645|XP_002021653.1|DPER	LOC108100001|XP_017059192.1|DFIC
OG0001914	LOC6588339|XP_026840521.1|DPER	LOC108092001|XP_017046916.1|DFIC
OG0001915	LOC6601250|XP_026849953.1|DPER	LOC108100018|XP_017059217.1|DFIC
OG0001916	LOC6590072|XP_026840608.1|DPER	LOC108095214|XP_017051714.1|DFIC
OG0001917	LOC6599856|XP_026847378.1|DPER	LOC108096221|XP_017053095.1|DFIC
OG0001918	LOC6602785|XP_026847793.1|DPER	LOC108096393|XP_017053449.1|DFIC
OG0001919	LOC6602115|XP_002027129.1|DPER	LOC108101870|XP_017061895.1|DFIC
OG0001920	LOC6601100|XP_026847429.1|DPER	LOC108099137|XP_017057965.1|DFIC
OG0001921	LOC6592646|XP_002017867.1|DPER	LOC108094962|XP_017051314.1|DFIC
OG0001922	LOC6600842|XP_002025936.1|DPER	LOC108096820|XP_017054206.1|DFIC
OG0001923	LOC6595956|XP_026845526.1|DPER	LOC108089476|XP_017043226.1|DFIC
OG0001924	LOC6597984|XP_002023080.1|DPER	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC
OG0001925	LOC6599495|XP_026849528.1|DPER	LOC108088984|XP_017042516.1|DFIC
OG0001926	LOC6601213|XP_026848118.1|DPER	LOC108089047|XP_017042644.1|DFIC
OG0001927	LOC6590388|XP_002015654.1|DPER	LOC108086697|XP_017039185.1|DFIC
OG0001928	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER	LOC108089741|XP_017043612.1|DFIC
OG0001929	LOC6603926|XP_026847898.1|DPER	LOC108089717|XP_017043553.1|DFIC
OG0001930	LOC6592683|XP_026840840.1|DPER	LOC108096611|XP_017053844.1|DFIC
OG0001931	LOC6596048|XP_002021232.2|DPER	LOC108099955|XP_017059123.1|DFIC
OG0001932	LOC6596047|XP_002021231.2|DPER	LOC108099851|XP_017058986.1|DFIC
OG0001933	LOC6590636|XP_002016139.1|DPER	LOC108093992|XP_017049892.1|DFIC
OG0001934	LOC6601369|XP_002026539.1|DPER	LOC108089760|XP_017043639.1|DFIC
OG0001935	LOC6599706|XP_026847450.1|DPER	LOC108089571|XP_017043413.1|DFIC
OG0001937	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER	LOC108101861|XP_017061877.1|DFIC
OG0001938	LOC6593214|XP_002018474.1|DPER	LOC108086433|XP_017038829.1|DFIC
OG0001939	LOC6592649|XP_002017985.1|DPER	LOC108095200|XP_017051696.1|DFIC
OG0001940	LOC6590972|XP_002015777.2|DPER	LOC108101497|XP_017061344.1|DFIC
OG0001941	LOC6601103|XP_026847431.1|DPER	LOC108099079|XP_017057866.1|DFIC
OG0001942	LOC6590790|XP_026841863.1|DPER	LOC108094309|XP_017050319.1|DFIC
OG0001943	LOC6599705|XP_026847451.1|DPER	LOC108089343|XP_017043013.1|DFIC
OG0001944	LOC6601056|XP_026849764.1|DPER	LOC108099056|XP_017057813.1|DFIC
OG0001945	LOC6591027|XP_026842602.1|DPER	LOC108101535|XP_017061401.1|DFIC
OG0001946	LOC6602070|XP_002027176.1|DPER	LOC108093823|XP_017049628.1|DFIC
OG0001947	LOC6593051|XP_026842271.1|DPER	LOC108093902|XP_017049750.1|DFIC
OG0001948	LOC6601753|XP_002026828.1|DPER	LOC108088655|XP_017042071.1|DFIC
OG0001949	LOC6601166|XP_026848178.1|DPER	LOC108093123|XP_017048556.1|DFIC
OG0001950	LOC6591340|XP_026842042.1|DPER	LOC108090115|XP_017044128.1|DFIC
OG0001951	LOC6591275|XP_026841879.1|DPER	LOC108096661|XP_017053916.1|DFIC
OG0001952	LOC6590634|XP_026842833.1|DPER	LOC108095722|XP_017052389.1|DFIC
OG0001953	LOC6593194|XP_002018117.1|DPER	LOC108096828|XP_017054222.1|DFIC
OG0001955	LOC6592738|XP_002017646.1|DPER	LOC108096517|XP_017053636.1|DFIC
OG0001956	LOC6599854|XP_026847302.1|DPER	LOC108096230|XP_017053113.1|DFIC
OG0001957	LOC6590557|XP_002015944.1|DPER	LOC108087796|XP_017040828.1|DFIC
OG0001958	LOC6592261|XP_026840862.1|DPER	LOC108096821|XP_017054208.1|DFIC
OG0001959	LOC6595987|XP_026845412.1|DPER	LOC108100246|XP_017059512.1|DFIC
OG0001960	LOC6599595|XP_026849571.1|DPER	LOC108100336|XP_017059643.1|DFIC
OG0001961	LOC6592290|XP_026841476.1|DPER	LOC108090928|XP_017045347.1|DFIC
OG0001962	LOC6592899|XP_002017941.1|DPER	LOC108101588|XP_017061488.1|DFIC
OG0001963	LOC6601006|XP_002026161.1|DPER	LOC108089549|XP_017043374.1|DFIC
OG0001964	LOC6597137|XP_026845758.1|DPER	LOC108088244|XP_017041448.1|DFIC
OG0001965	LOC6599542|XP_026849404.1|DPER	LOC108093097|XP_017048522.1|DFIC
OG0001966	LOC6587522|XP_002013074.2|DPER	LOC108092122|XP_017047111.1|DFIC
OG0001967	LOC6591134|XP_026841315.1|DPER	LOC108087872|XP_017040945.1|DFIC
OG0001968	LOC6600625|XP_002025619.1|DPER	LOC108089748|XP_017043623.1|DFIC
OG0001969	LOC6602048|XP_002027179.1|DPER	LOC108093832|XP_017049650.1|DFIC
OG0001970	LOC6590085|XP_002016039.1|DPER	LOC108096876|XP_017054298.1|DFIC
OG0001971	LOC6589951|XP_002016689.1|DPER	LOC108094814|XP_017051074.1|DFIC
OG0001972	LOC6590579|XP_002015384.1|DPER	LOC108086318|XP_017038710.1|DFIC
OG0001973	LOC6592608|XP_002018156.2|DPER	LOC108087714|XP_017040723.1|DFIC
OG0001974	LOC6592675|XP_002018200.2|DPER	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC
OG0001975	LOC6601187|XP_002026219.1|DPER	LOC108099214|XP_017058086.1|DFIC
OG0001976	LOC6591176|XP_002015436.1|DPER	LOC108087683|XP_017040676.1|DFIC
OG0001977	LOC6593423|XP_002019129.1|DPER	LOC108088156|XP_017041309.1|DFIC
OG0001978	LOC6595713|XP_002020749.1|DPER	LOC108095088|XP_017051513.1|DFIC
OG0001979	LOC6589527|XP_026843903.1|DPER	LOC108100811|XP_017060367.1|DFIC
OG0001980	LOC113565630|XP_026843960.1|DPER, LOC6595579|XP_002020956.1|DPER	LOC108091528|XP_017046279.1|DFIC
OG0001981	LOC6589178|XP_002015180.2|DPER	LOC108089951|XP_017043930.1|DFIC
OG0001982	LOC113565482|XP_026843430.1|DPER	LOC108101717|XP_017061645.1|DFIC
OG0001983	LOC6602649|XP_026843628.1|DPER	LOC108098848|XP_017057543.1|DFIC
OG0001984	LOC113565714|XP_026844441.1|DPER	LOC108093430|XP_017048979.1|DFIC
OG0001985	LOC6589232|XP_002014494.2|DPER	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC
OG0001986	LOC6593344|XP_002018745.1|DPER	LOC108088146|XP_017041300.1|DFIC
OG0001987	LOC6599949|XP_002025139.1|DPER	LOC108097020|XP_017054521.1|DFIC
OG0001988	LOC6591090|XP_026842313.1|DPER	LOC108093869|XP_017049700.1|DFIC
OG0001989	LOC6595701|XP_002020584.1|DPER	LOC108091415|XP_017046094.1|DFIC
OG0001990	LOC6589011|XP_002014327.2|DPER	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC
OG0001992	LOC6589297|XP_026844049.1|DPER	LOC108101998|XP_017062084.1|DFIC
OG0001993	LOC6593558|XP_002018973.1|DPER	LOC108094376|XP_017050412.1|DFIC
OG0001994	LOC6595069|XP_026843560.1|DPER	LOC108093352|XP_017048851.1|DFIC
OG0001995	LOC6597942|XP_002023177.1|DPER	LOC108094467|XP_017050539.1|DFIC
OG0001996	LOC6593961|XP_026842997.1|DPER	LOC108089969|XP_017043961.1|DFIC
OG0001997	LOC6592354|XP_026841878.1|DPER	LOC108090781|XP_017045117.1|DFIC
OG0001998	LOC6592352|XP_002018424.1|DPER	LOC108090778|XP_017045111.1|DFIC
OG0001999	LOC6590613|XP_026842571.1|DPER	LOC108096687|XP_017053978.1|DFIC
OG0002000	LOC6589121|XP_002015277.1|DPER	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC
OG0002001	LOC6595706|XP_026844830.1|DPER	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC, LOC108101573|XP_017061478.1|DFIC
OG0002002	LOC6590386|XP_002015652.1|DPER	LOC108086747|XP_017039276.1|DFIC
OG0002003	LOC6593492|XP_026843184.1|DPER	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC
OG0002004	LOC6595384|XP_026844669.1|DPER	LOC108090620|XP_017044885.1|DFIC
OG0002005	LOC6593780|XP_026843087.1|DPER	LOC108098252|XP_017056535.1|DFIC
OG0002006	LOC6593916|XP_026843808.1|DPER	LOC108100863|XP_017060431.1|DFIC
OG0002007	LOC6589072|XP_026844954.1|DPER	LOC108086321|XP_017038712.1|DFIC
OG0002008	LOC6603486|XP_026846829.1|DPER	LOC108095006|XP_017051335.1|DFIC
OG0002009	LOC6600877|XP_002025941.1|DPER	LOC108096547|XP_017053724.1|DFIC
OG0002010	LOC6593511|XP_002019152.1|DPER	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC
OG0002011	LOC6596534|XP_002021731.1|DPER	LOC108098358|XP_017056692.1|DFIC
OG0002012	LOC6589863|XP_002015168.1|DPER	LOC108089818|XP_017043709.1|DFIC
OG0002013	LOC6597979|XP_026843595.1|DPER	LOC108101236|XP_017060975.1|DFIC
OG0002014	LOC6600869|XP_026840987.1|DPER	LOC108095188|XP_017051670.1|DFIC
OG0002015	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER	LOC108100810|XP_017060366.1|DFIC
OG0002016	LOC113565034|XP_026840758.1|DPER, LOC6592605|XP_026840890.1|DPER	LOC108090449|XP_017044621.1|DFIC
OG0002017	LOC6596585|XP_002021672.2|DPER	LOC108100059|XP_017059281.1|DFIC
OG0002018	LOC6593557|XP_002018972.1|DPER	LOC108094353|XP_017050382.1|DFIC
OG0002019	LOC6589381|XP_002015053.1|DPER	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC
OG0002020	LOC6597965|XP_002023168.1|DPER	LOC108094457|XP_017050524.1|DFIC
OG0002021	LOC6591133|XP_026841742.1|DPER	LOC108087825|XP_017040883.1|DFIC
OG0002022	LOC6593460|XP_026843711.1|DPER	LOC108089932|XP_017043908.1|DFIC
OG0002023	LOC6587207|XP_002013888.1|DPER	LOC108087117|XP_017039786.1|DFIC
OG0002024	LOC6603554|XP_002028533.1|DPER	LOC108089253|XP_017042908.1|DFIC
OG0002025	LOC6589849|XP_026844766.1|DPER	LOC108098702|XP_017057304.1|DFIC
OG0002026	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER	LOC108093584|XP_017049198.1|DFIC
OG0002027	LOC6590772|XP_002016460.2|DPER	LOC108096603|XP_017053790.1|DFIC
OG0002028	LOC6590916|XP_026841035.1|DPER	LOC108090805|XP_017045148.1|DFIC
OG0002029	LOC6600318|XP_026849106.1|DPER	LOC108089723|XP_017043591.1|DFIC
OG0002030	LOC6600857|XP_002025994.1|DPER	LOC108101920|XP_017061987.1|DFIC
OG0002031	LOC6592640|XP_026841327.1|DPER	LOC108096918|XP_017054358.1|DFIC
OG0002032	LOC6594539|XP_002019369.1|DPER	LOC108098503|XP_017056920.1|DFIC
OG0002033	LOC6598382|XP_002023407.2|DPER	LOC108091226|XP_017045820.1|DFIC
OG0002034	LOC6596696|XP_026845813.1|DPER	LOC108097225|XP_017054873.1|DFIC
OG0002035	LOC6587944|XP_002014112.2|DPER	LOC108099615|XP_017058727.1|DFIC
OG0002036	LOC6598622|XP_026840047.1|DPER	LOC108098765|XP_017057386.1|DFIC
OG0002037	LOC113566713|XP_026849344.1|DPER	LOC108100207|XP_017059470.1|DFIC
OG0002038	LOC6594207|XP_002019666.1|DPER	LOC108101118|XP_017060827.1|DFIC
OG0002039	LOC113567321|XP_026850479.1|DPER	LOC108091718|XP_017046549.1|DFIC
OG0002040	LOC6594366|XP_026850470.1|DPER	LOC108100432|XP_017059842.1|DFIC
OG0002041	LOC6592464|XP_002017798.1|DPER	LOC108090432|XP_017044594.1|DFIC
OG0002042	LOC6594195|XP_002019503.2|DPER	LOC108093543|XP_017049126.1|DFIC
