Orthogroup	DPER.longest_only	DPSE.longest_only
OG0000149	LOC6599925|XP_002025053.1|DPER	LOC4816056|XP_001355620.2|DPSE
OG0000150	LOC6589040|XP_002015352.1|DPER	LOC4817514|XP_001356932.3|DPSE
OG0000150	LOC6589039|XP_002015351.1|DPER	LOC4817516|XP_033236742.1|DPSE
OG0000150	LOC6589038|XP_002015350.1|DPER	LOC26533225|XP_015036309.2|DPSE
OG0000150	LOC6589037|XP_026844000.1|DPER	LOC4817517|XP_001356933.2|DPSE
OG0000151	LOC6596026|XP_026845415.1|DPER	LOC4813810|XP_001353304.3|DPSE, LOC117185410|XP_033241554.1|DPSE
OG0000151	LOC6596030|XP_002021029.1|DPER	LOC6900423|XP_002134814.1|DPSE, LOC117185407|XP_033241551.1|DPSE
OG0000151	LOC6596029|XP_026845638.1|DPER	LOC117185413|XP_033241559.1|DPSE, LOC4813811|XP_001353305.2|DPSE
OG0000151	LOC6596008|XP_002020997.1|DPER	LOC4813087|XP_001353281.3|DPSE
OG0000152	LOC6587401|XP_002013652.1|DPER	LOC4801596|XP_001358665.3|DPSE
OG0000152	LOC6587313|XP_002013654.2|DPER	LOC4801597|XP_001358666.3|DPSE
OG0000153	LOC6588597|XP_002013631.1|DPER	LOC6897277|XP_002137437.2|DPSE
OG0000153	LOC6588624|XP_002013628.1|DPER	LOC4801623|XP_001358681.3|DPSE
OG0000153	LOC6588591|XP_002013629.2|DPER	LOC6897279|XP_002137439.1|DPSE
OG0000154	LOC6598833|XP_026849429.1|DPER	LOC4800918|XP_033241792.1|DPSE
OG0000154	LOC6598832|XP_026849435.1|DPER	LOC4800917|XP_001358106.2|DPSE
OG0000154	LOC113566039|XP_026845649.1|DPER	LOC26533071|XP_015042600.2|DPSE
OG0000155	LOC6597170|XP_002022348.1|DPER	LOC4813315|XP_001353247.3|DPSE
OG0000155	LOC6597196|XP_002022341.1|DPER	LOC4812763|XP_001353242.2|DPSE
OG0000155	LOC6597197|XP_002022342.1|DPER	LOC4813790|XP_001353243.2|DPSE
OG0000157	LOC6592443|XP_002017788.1|DPER	LOC5495516|XP_001361528.1|DPSE
OG0000157	LOC6592446|XP_002017791.1|DPER	LOC6898773|XP_002138750.1|DPSE
OG0000157	LOC113565052|XP_026841013.1|DPER	LOC4805065|XP_001361529.3|DPSE
OG0000158	LOC6600977|XP_026841188.1|DPER	LOC4805548|XP_001361934.2|DPSE
OG0000158	LOC113565999|XP_026845403.1|DPER	LOC4812810|XP_001353456.2|DPSE
OG0000158	LOC6596108|XP_002021261.2|DPER	LOC4813871|XP_033238538.1|DPSE
OG0000159	LOC6596168|XP_002021145.2|DPER	LOC4813365|XP_033240111.1|DPSE
OG0000159	LOC6598893|XP_026847869.1|DPER	LOC4813653|XP_001353959.3|DPSE
OG0000159	LOC6597048|XP_026845483.1|DPER	LOC4813539|XP_001353160.3|DPSE
OG0000160	LOC6587958|XP_002012778.1|DPER	LOC4800954|XP_001358138.2|DPSE
OG0000160	LOC6587907|XP_002012779.1|DPER	LOC4800957|XP_001358139.3|DPSE
OG0000161	LOC6600571|XP_026847610.1|DPER	LOC117183204|XP_033237423.1|DPSE, LOC117184402|XP_033237422.1|DPSE
OG0000161	LOC6598868|XP_026847958.1|DPER	LOC6900773|XP_002135132.3|DPSE
OG0000161	LOC6603227|XP_026845349.1|DPER	LOC4815754|XP_001355384.4|DPSE
OG0000162	LOC6603387|XP_002028373.1|DPER	LOC6902668|XP_002133184.2|DPSE
OG0000162	LOC6589167|XP_002015024.2|DPER	LOC4816956|XP_001356727.2|DPSE
OG0000163	LOC6593292|XP_002019185.1|DPER	LOC6902382|XP_002133322.1|DPSE
OG0000163	LOC6587704|XP_026840272.1|DPER	LOC6897260|XP_002137424.2|DPSE
OG0000164	LOC6592834|XP_002017686.1|DPER	LOC4805308|XP_001361727.1|DPSE
OG0000165	LOC6598661|XP_002023779.2|DPER	LOC6896898|XP_002137085.1|DPSE
OG0000165	LOC6600107|XP_026846681.1|DPER	LOC4815697|XP_001355294.2|DPSE
OG0000166	LOC6600875|XP_002025910.1|DPER	LOC6898988|XP_002138948.2|DPSE
OG0000166	LOC6600870|XP_002025905.1|DPER	LOC4805524|XP_001361913.2|DPSE
OG0000166	LOC6600871|XP_026841757.1|DPER	LOC4805523|XP_001361912.3|DPSE
OG0000167	LOC6602505|XP_002027550.1|DPER	LOC4812702|XP_001353084.4|DPSE
OG0000167	LOC6602503|XP_026848840.1|DPER	LOC4812706|XP_001353086.3|DPSE
OG0000167	LOC6602506|XP_002027551.1|DPER	LOC4812703|XP_001353085.3|DPSE
OG0000168	LOC113565162|XP_026842146.1|DPER, LOC6590047|XP_026842172.1|DPER	LOC4804195|XP_015039680.2|DPSE, LOC117183604|XP_033233987.1|DPSE
OG0000168	LOC6588476|XP_002013825.2|DPER	LOC6897213|XP_002137385.3|DPSE
OG0000168	LOC6595264|XP_026851077.1|DPER	LOC4800634|XP_001357871.2|DPSE
OG0000168	LOC6595262|XP_002020078.2|DPER	LOC6896843|XP_002137046.3|DPSE
OG0000168	LOC6595263|XP_026851130.1|DPER	LOC6896842|XP_002137045.3|DPSE
OG0000169	LOC6588463|XP_002013457.1|DPER	LOC6897332|XP_002137485.2|DPSE
OG0000169	LOC6599645|XP_002024755.2|DPER	LOC6900999|XP_002134695.2|DPSE
OG0000169	LOC6588226|XP_002013958.1|DPER	LOC4801348|XP_001358457.2|DPSE
OG0000170	LOC6589767|XP_026844617.1|DPER	LOC6902949|XP_002132675.1|DPSE
OG0000170	LOC6589766|XP_002014925.1|DPER	LOC4816800|XP_001356660.2|DPSE
OG0000170	LOC6589768|XP_002014927.1|DPER	LOC4816799|XP_001356659.2|DPSE
OG0000171	LOC6598082|XP_026843556.1|DPER	LOC4816415|XP_015036793.2|DPSE
OG0000171	LOC6588676|XP_026844905.1|DPER	LOC4817310|XP_001356348.3|DPSE
OG0000171	LOC6603374|XP_026845885.1|DPER	LOC6901864|XP_033241343.1|DPSE
OG0000172	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER	LOC117183190|XP_033232946.1|DPSE, LOC6897674|XP_003736771.3|DPSE
OG0000172	LOC6587788|XP_026839976.1|DPER	LOC6897232|XP_002137404.3|DPSE, LOC117185681|XP_033241888.1|DPSE
OG0000172	LOC6588077|XP_026842102.1|DPER	LOC6897231|XP_033232298.1|DPSE
OG0000172	LOC6600615|XP_026847635.1|DPER	LOC6900096|XP_002135454.2|DPSE
OG0000172	LOC6590989|XP_026841961.1|DPER	LOC6898323|XP_002138378.2|DPSE
OG0000172	LOC6590990|XP_026840586.1|DPER	LOC4803976|XP_001360613.4|DPSE
OG0000172	LOC6600602|XP_026847640.1|DPER	LOC6900110|XP_002135462.3|DPSE
OG0000172	LOC6590004|XP_002016054.1|DPER	LOC6898268|XP_033233872.1|DPSE
OG0000172	LOC113565146|XP_026842020.1|DPER	LOC6899002|XP_033233436.1|DPSE
OG0000172	LOC6600600|XP_002025590.2|DPER	LOC4812066|XP_033238024.1|DPSE
OG0000173	LOC6590945|XP_002016015.1|DPER	LOC6898259|XP_033233396.1|DPSE
OG0000173	LOC6590933|XP_002016012.1|DPER	LOC4803831|XP_001360485.1|DPSE
OG0000174	LOC6590910|XP_026842071.1|DPER	LOC4803481|XP_001360199.2|DPSE
OG0000174	LOC6593850|XP_002019218.1|DPER	LOC4816187|XP_001355838.3|DPSE
OG0000174	LOC6592364|XP_002017969.1|DPER	LOC4805188|XP_001361635.2|DPSE
OG0000175	LOC6594575|XP_002019826.1|DPER	LOC6897968|XP_002138067.1|DPSE
OG0000175	LOC6592066|XP_026848234.1|DPER	LOC4802223|XP_002137664.4|DPSE
OG0000176	LOC6599669|XP_002024801.1|DPER	LOC4812013|XP_001352650.2|DPSE
OG0000176	LOC6599665|XP_002024797.1|DPER	LOC6900060|XP_002135424.3|DPSE
OG0000176	LOC113566346|XP_026847408.1|DPER	LOC4812256|XP_033238392.1|DPSE
OG0000176	LOC6599662|XP_002024794.1|DPER	LOC117184506|XP_033238394.1|DPSE
OG0000177	LOC113566297|XP_026847132.1|DPER	LOC4815261|XP_002134398.2|DPSE
OG0000177	LOC113566771|XP_026849641.1|DPER	LOC26532615|XP_033237501.1|DPSE
OG0000178	LOC113566101|XP_026845952.1|DPER	LOC6902105|XP_002133636.2|DPSE
OG0000179	LOC6593033|XP_002017710.1|DPER	LOC4805135|XP_015040459.2|DPSE
OG0000179	LOC6591109|XP_026841469.1|DPER	LOC6898179|XP_033234236.1|DPSE
OG0000179	LOC6593359|XP_026843516.1|DPER	LOC4817927|XP_033236715.1|DPSE
OG0000180	LOC6592321|XP_002018555.1|DPER	LOC5495503|XP_001361310.3|DPSE
OG0000180	LOC6592323|XP_002018557.1|DPER	LOC4804809|XP_001361313.2|DPSE
OG0000181	LOC6594585|XP_002019290.1|DPER	LOC4802751|XP_001359612.1|DPSE
OG0000181	LOC6587450|XP_002013053.1|DPER	LOC4801174|XP_001358308.3|DPSE
OG0000181	LOC6598755|XP_026845471.1|DPER	LOC4800753|XP_015038637.2|DPSE
OG0000182	LOC6588239|XP_002014129.1|DPER	LOC4802044|XP_001359037.2|DPSE
OG0000182	LOC6587677|XP_002014128.1|DPER	LOC4802043|XP_001359036.2|DPSE
OG0000182	LOC6588170|XP_002014127.1|DPER	LOC6897440|XP_002137590.2|DPSE
OG0000183	LOC6601664|XP_002026729.1|DPER	LOC6900177|XP_002135516.2|DPSE
OG0000183	LOC6601932|XP_026848776.1|DPER	LOC4812682|XP_015044112.2|DPSE
OG0000184	LOC6588908|XP_026844068.1|DPER	LOC4817147|XP_001356460.3|DPSE
OG0000184	LOC6588910|XP_002014616.1|DPER	LOC4816852|XP_001356459.3|DPSE
OG0000185	LOC6590477|XP_002016663.1|DPER	LOC4804996|XP_001361466.1|DPSE
OG0000185	LOC6591758|XP_002017419.1|DPER	LOC4802654|XP_001359534.1|DPSE
OG0000185	LOC6591757|XP_002017418.1|DPER	LOC6897693|XP_002137819.1|DPSE
OG0000186	LOC6596899|XP_026849895.1|DPER	LOC4815480|XP_001355402.3|DPSE
OG0000186	LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER	LOC6902241|XP_002133768.2|DPSE
OG0000186	LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER	LOC6897595|XP_033241793.1|DPSE
OG0000187	LOC6597643|XP_002022746.1|DPER	LOC4815239|XP_015042164.2|DPSE
OG0000188	LOC6591847|XP_026844373.1|DPER	LOC6897456|XP_033241163.1|DPSE
OG0000188	LOC6599347|XP_026847209.1|DPER	LOC4814758|XP_001355055.1|DPSE
OG0000188	LOC6599448|XP_026847207.1|DPER	LOC4814826|XP_001355051.3|DPSE
OG0000189	LOC6596288|XP_026843746.1|DPER	LOC6902645|XP_033235428.1|DPSE
OG0000189	LOC6598151|XP_026846353.1|DPER	LOC4814760|XP_033239771.1|DPSE
OG0000189	LOC6602585|XP_026845877.1|DPER	LOC6901103|XP_033238061.1|DPSE
OG0000190	LOC6590354|XP_026841949.1|DPER	LOC4804183|XP_033233972.1|DPSE
OG0000190	LOC6597034|XP_026845712.1|DPER	LOC4815789|XP_033238609.1|DPSE
OG0000190	LOC6590351|XP_002016420.1|DPER	LOC4804182|XP_001360785.3|DPSE
OG0000191	LOC6590792|XP_002015536.2|DPER	LOC6898085|XP_033233403.1|DPSE
OG0000191	LOC6590807|XP_002016353.1|DPER	LOC4804121|XP_001360732.3|DPSE
OG0000192	LOC113567323|XP_026850501.1|DPER	LOC4802843|XP_001359679.3|DPSE
OG0000192	LOC113565988|XP_026845379.1|DPER	LOC26532408|XP_015042933.2|DPSE
OG0000192	LOC6595906|XP_026845380.1|DPER	LOC4813888|XP_001353589.3|DPSE
OG0000193	LOC6589745|XP_002014996.2|DPER	LOC4817245|XP_001356707.4|DPSE
OG0000193	LOC6599609|XP_002024765.1|DPER	LOC4812047|XP_001352715.1|DPSE
OG0000195	LOC6604179|XP_026846674.1|DPER	LOC4811669|XP_001352258.2|DPSE
OG0000195	LOC6600099|XP_002025203.1|DPER	LOC117183193|XP_033237724.1|DPSE
OG0000195	LOC6592776|XP_026841766.1|DPER	LOC4805143|XP_001361595.2|DPSE
OG0000196	LOC6603541|XP_002028512.2|DPER	LOC4816773|XP_015036492.2|DPSE
OG0000196	LOC6595424|XP_026844783.1|DPER	LOC4817701|XP_001357081.4|DPSE
OG0000196	LOC6603537|XP_026843437.1|DPER	LOC4816535|XP_015036495.2|DPSE
OG0000197	LOC6602888|XP_026845135.1|DPER	LOC4815865|XP_001355518.2|DPSE
OG0000197	LOC6602885|XP_026849666.1|DPER	LOC6902142|XP_033240109.1|DPSE
OG0000197	LOC6602886|XP_026849657.1|DPER	LOC4816099|XP_001355514.4|DPSE
OG0000198	LOC6593254|XP_002018375.2|DPER	LOC6898585|XP_002138605.3|DPSE
OG0000198	LOC6603161|XP_002028176.1|DPER	LOC26532927|XP_033233380.1|DPSE
OG0000198	LOC6601311|XP_026841453.1|DPER	LOC6899053|XP_033234621.1|DPSE
OG0000198	LOC113565066|XP_026841143.1|DPER	LOC26532754|XP_015040087.1|DPSE
OG0000199	LOC6592861|XP_002017563.1|DPER	LOC15382897|XP_004444500.1|DPSE
OG0000199	LOC6592860|XP_026841442.1|DPER	LOC6898926|XP_033234608.1|DPSE
OG0000199	LOC6592862|XP_026841441.1|DPER	LOC6898922|XP_002138887.1|DPSE
OG0000199	LOC6592303|XP_002017566.1|DPER	LOC6898920|XP_002138885.2|DPSE
OG0000200	LOC6595233|XP_002020255.1|DPER	LOC6896763|XP_033232743.1|DPSE
OG0000200	LOC6597989|XP_026843297.1|DPER	LOC6902764|XP_033236196.1|DPSE
OG0000200	LOC6595234|XP_002020256.2|DPER	LOC4800468|XP_001357737.1|DPSE
OG0000201	LOC6598809|XP_026844368.1|DPER	LOC4800909|XP_001358098.3|DPSE
OG0000201	LOC6598806|XP_002023978.1|DPER	LOC4800908|XP_001358097.2|DPSE
OG0000202	LOC6594185|XP_002019816.1|DPER	LOC4803189|XP_001359972.1|DPSE
OG0000202	LOC6595806|XP_002021318.1|DPER	LOC4813462|XP_001353498.3|DPSE
OG0000202	LOC6590775|XP_002016463.2|DPER	LOC6898414|XP_002138460.2|DPSE
OG0000202	LOC113566279|XP_026847045.1|DPER	LOC6902317|XP_002133844.2|DPSE
OG0000202	LOC6597787|XP_002022990.2|DPER	LOC6902316|XP_002133843.2|DPSE
OG0000203	LOC6591309|XP_002016132.2|DPER	LOC6898299|XP_002138361.2|DPSE
OG0000203	LOC113565072|XP_026841210.1|DPER	LOC4803932|XP_001360573.3|DPSE
OG0000203	LOC6591307|XP_026842078.1|DPER	LOC4803933|XP_015039442.2|DPSE
OG0000204	LOC6592823|XP_002017752.1|DPER	LOC4805099|XP_001361558.3|DPSE
OG0000204	LOC6590320|XP_026841115.1|DPER	LOC6898198|XP_002138267.3|DPSE
OG0000204	LOC6590319|XP_026841116.1|DPER	LOC6898197|XP_033233413.1|DPSE
OG0000204	LOC6599536|XP_026849433.1|DPER	LOC117185062|XP_033240618.1|DPSE
OG0000205	LOC6587789|XP_002012764.1|DPER	LOC6896969|XP_002137154.1|DPSE
OG0000205	LOC6588211|XP_002013381.1|DPER	LOC4801828|XP_001358861.1|DPSE
OG0000206	LOC6592540|XP_002018315.1|DPER	LOC4804616|XP_001361149.2|DPSE
OG0000206	LOC6595407|XP_026844785.1|DPER	LOC4817789|XP_001357148.2|DPSE
OG0000206	LOC6592539|XP_002018314.1|DPER	LOC4804615|XP_001361148.1|DPSE
OG0000207	LOC6600993|XP_002026179.1|DPER	LOC4812082|XP_001352422.2|DPSE
OG0000208	LOC6602109|XP_002027123.1|DPER	LOC4804859|XP_001361352.5|DPSE
OG0000208	LOC6602110|XP_002027124.1|DPER	LOC6898681|XP_002138686.2|DPSE
OG0000209	LOC6590794|XP_026842909.1|DPER	LOC6898086|XP_002138171.2|DPSE
OG0000210	LOC6590462|XP_002015853.1|DPER	LOC4803708|XP_001360382.3|DPSE
OG0000210	LOC6600424|XP_026848404.1|DPER	LOC4816053|XP_001355344.3|DPSE
OG0000211	LOC6599359|XP_026847203.1|DPER	LOC6901685|XP_015041993.2|DPSE
OG0000211	LOC6598704|XP_002023883.1|DPER	LOC4800838|XP_015038679.2|DPSE
OG0000211	LOC6588600|XP_002013948.1|DPER	LOC6897154|XP_002137334.2|DPSE
OG0000211	LOC6591472|XP_002017463.1|DPER	LOC6897735|XP_002137841.2|DPSE
OG0000211	LOC6602310|XP_002027369.1|DPER	LOC4813665|XP_001353637.2|DPSE
OG0000211	LOC6598706|XP_002023885.1|DPER	LOC4800837|XP_001358041.1|DPSE
OG0000212	LOC6589194|XP_002014618.1|DPER	LOC4817234|XP_001356462.4|DPSE
OG0000212	LOC6589193|XP_026844063.1|DPER	LOC4817206|XP_015035836.2|DPSE
OG0000213	LOC6602286|XP_026848556.1|DPER	LOC6900601|XP_002134973.2|DPSE
OG0000213	LOC6590765|XP_002015397.2|DPER	LOC6898024|XP_002138113.2|DPSE
OG0000214	LOC6599389|XP_026847075.1|DPER	LOC4815359|XP_001355083.1|DPSE
OG0000214	LOC6591196|XP_002015445.1|DPER	LOC4803365|XP_001360104.2|DPSE
OG0000214	LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER	LOC6897492|XP_002137641.2|DPSE
OG0000215	LOC6602193|XP_026848038.1|DPER	LOC4812373|XP_001352879.3|DPSE
OG0000215	LOC6602192|XP_026848037.1|DPER	LOC4812359|XP_001352880.2|DPSE
OG0000215	LOC6595839|XP_026845456.1|DPER	LOC4812903|XP_001353579.3|DPSE
OG0000216	LOC6598189|XP_002023363.1|DPER	LOC6901344|XP_033239905.1|DPSE
OG0000216	LOC6599178|XP_002024369.1|DPER	LOC117185000|XP_033240258.1|DPSE
OG0000216	LOC6599143|XP_002024377.1|DPER	LOC6901510|XP_002134196.1|DPSE
OG0000216	LOC6599156|XP_002024383.1|DPER	LOC6901520|XP_033239831.1|DPSE
OG0000216	LOC6599145|XP_002024379.2|DPER	LOC6901511|XP_002134197.1|DPSE
OG0000216	LOC6601936|XP_002026978.1|DPER	LOC4812686|XP_001353069.4|DPSE
OG0000216	LOC6603240|XP_002028216.1|DPER	LOC6902024|XP_002133558.2|DPSE
OG0000217	LOC6597347|XP_002022549.1|DPER	LOC4815688|XP_001355637.1|DPSE
OG0000217	LOC6588853|XP_002014908.2|DPER	LOC6902941|XP_002132667.2|DPSE
OG0000217	LOC6597348|XP_002022550.1|DPER	LOC4815476|XP_033237852.1|DPSE
OG0000218	LOC6590871|XP_002016163.1|DPER	LOC6898310|XP_002138372.2|DPSE
OG0000218	LOC6588743|XP_002015090.1|DPER	LOC26533486|XP_015036172.2|DPSE
OG0000218	LOC6588859|XP_002015089.1|DPER	LOC6903016|XP_033237020.1|DPSE
OG0000218	LOC6588857|XP_002015087.1|DPER	LOC4816775|XP_001356768.2|DPSE
OG0000218	LOC6588858|XP_002015088.1|DPER	LOC4816900|XP_001356769.2|DPSE
OG0000219	LOC6590590|XP_026841508.1|DPER	LOC4803454|XP_001360175.1|DPSE
OG0000219	LOC6590884|XP_026841510.1|DPER	LOC4803452|XP_001360173.1|DPSE
OG0000219	LOC6590592|XP_026841509.1|DPER	LOC4803456|XP_001360177.2|DPSE
OG0000220	LOC6603022|XP_002028043.1|DPER	LOC4813991|XP_001354159.1|DPSE
OG0000220	LOC6603020|XP_002028041.1|DPER	LOC4814004|XP_001354158.1|DPSE
OG0000220	LOC6603021|XP_002028042.1|DPER	LOC4814038|XP_001354160.2|DPSE
OG0000221	LOC6592960|XP_002017962.1|DPER	LOC4805195|XP_001361640.1|DPSE
OG0000221	LOC6588577|XP_002013622.2|DPER	LOC6897284|XP_002137444.2|DPSE
OG0000221	LOC6592959|XP_026841017.1|DPER	LOC4805196|XP_033234937.1|DPSE
OG0000222	LOC6598101|XP_002023243.2|DPER	LOC6902702|XP_002133216.2|DPSE
OG0000223	LOC6591058|XP_002016640.2|DPER	LOC6898748|XP_002138733.2|DPSE
OG0000223	LOC6601011|XP_026849708.1|DPER	LOC6899938|XP_002135306.2|DPSE
OG0000223	LOC6597131|XP_002022319.1|DPER	LOC4813332|XP_001353228.3|DPSE
OG0000223	LOC6595822|XP_026845396.1|DPER	LOC6900519|XP_002134906.2|DPSE
OG0000224	LOC6592904|XP_026840866.1|DPER	LOC4804805|XP_001361308.3|DPSE
OG0000224	LOC6592353|XP_002018425.1|DPER	LOC4804703|XP_001361221.2|DPSE
OG0000225	LOC113566005|XP_026845454.1|DPER	LOC4802155|XP_001359130.4|DPSE
OG0000225	LOC6592129|XP_026839946.1|DPER	LOC13036535|XP_003736682.1|DPSE
OG0000225	LOC6592112|XP_002016838.2|DPER	LOC4802156|XP_001359131.4|DPSE
OG0000226	LOC6602823|XP_002027825.2|DPER	LOC4813355|XP_001353876.4|DPSE
OG0000226	LOC6602822|XP_002027824.1|DPER	LOC6900737|XP_002135097.1|DPSE
OG0000226	LOC6602817|XP_002027819.2|DPER	LOC6900736|XP_002135096.3|DPSE
OG0000228	LOC6594401|XP_002019347.1|DPER	LOC6897807|XP_002137912.1|DPSE
OG0000228	LOC113564959|XP_026840570.1|DPER	LOC6897620|XP_033241590.1|DPSE
OG0000228	LOC6596405|XP_026843531.1|DPER	LOC6902547|XP_002133089.2|DPSE
OG0000229	LOC6587187|XP_026840041.1|DPER	LOC4801176|XP_033234303.1|DPSE
OG0000229	LOC6587181|XP_002013055.2|DPER	LOC6897086|XP_002137270.3|DPSE
OG0000229	LOC6594363|XP_026850362.1|DPER	LOC4803305|XP_001360068.3|DPSE
OG0000230	LOC6601345|XP_002026389.1|DPER	LOC6899082|XP_002138999.2|DPSE
OG0000230	LOC6601344|XP_002026388.1|DPER	LOC4805635|XP_001362005.3|DPSE
OG0000230	LOC6601343|XP_026841760.1|DPER	LOC6899081|XP_002138998.2|DPSE
OG0000231	LOC6602220|XP_026843182.1|DPER	LOC6902466|XP_033235707.1|DPSE
OG0000231	LOC6602219|XP_026843183.1|DPER	LOC6902467|XP_002133012.2|DPSE
OG0000231	LOC6602218|XP_002027295.1|DPER	LOC6902469|XP_033235452.1|DPSE
OG0000232	LOC6591535|XP_002017319.2|DPER	LOC4802568|XP_001359463.3|DPSE
OG0000232	LOC6590307|XP_002015511.1|DPER	LOC4803434|XP_001360149.2|DPSE
OG0000232	LOC6590306|XP_002015510.2|DPER	LOC4803433|XP_001360148.3|DPSE
OG0000233	LOC6595052|XP_026846751.1|DPER	LOC117183371|XP_033232998.1|DPSE
OG0000233	LOC6598675|XP_002023762.2|DPER	LOC6896892|XP_002137081.2|DPSE
OG0000233	LOC6598677|XP_002023764.1|DPER	LOC6896893|XP_002137082.3|DPSE
OG0000234	LOC113565260|XP_026842896.1|DPER	LOC6898275|XP_033233843.1|DPSE
OG0000234	LOC6590230|XP_026842894.1|DPER	LOC26532611|XP_015039410.1|DPSE
OG0000235	LOC6588111|XP_002013388.1|DPER	LOC4801821|XP_001358854.3|DPSE
OG0000235	LOC6587804|XP_002013387.1|DPER	LOC4801823|XP_001358856.3|DPSE
OG0000235	LOC6587986|XP_002013386.1|DPER	LOC4801822|XP_001358855.2|DPSE
OG0000236	LOC6602587|XP_002027611.1|DPER	LOC6901102|XP_002134578.3|DPSE
OG0000236	LOC6589563|XP_026844814.1|DPER	LOC6902815|XP_002132552.2|DPSE
OG0000236	LOC6596549|XP_026843606.1|DPER	LOC6902587|XP_002133115.2|DPSE
OG0000236	LOC113566778|XP_026849659.1|DPER	LOC6902137|XP_002133668.2|DPSE
OG0000237	LOC6590277|XP_026841369.1|DPER	LOC4803405|XP_033234938.1|DPSE
OG0000237	LOC6588533|XP_002013838.1|DPER	LOC6897206|XP_002137378.2|DPSE
OG0000238	LOC6589112|XP_026844118.1|DPER	LOC4817449|XP_001356851.3|DPSE
OG0000238	LOC6589111|XP_002015230.2|DPER	LOC4817036|XP_001356852.4|DPSE
OG0000239	LOC6591504|XP_002016954.1|DPER	LOC6897523|XP_002137672.2|DPSE
OG0000239	LOC6594023|XP_026850292.1|DPER	LOC6897924|XP_033238997.1|DPSE
OG0000239	LOC6594138|XP_002019764.1|DPER	LOC6897947|XP_033236858.1|DPSE
OG0000240	LOC6591862|XP_026850168.1|DPER	LOC4802598|XP_033236476.1|DPSE
OG0000240	LOC6591864|XP_002017354.1|DPER	LOC4802600|XP_001359490.4|DPSE
OG0000240	LOC6591667|XP_026850989.1|DPER	LOC6897546|XP_002137692.3|DPSE
OG0000241	LOC6591381|XP_002017245.2|DPER	LOC6897628|XP_002137771.2|DPSE
OG0000241	LOC6597061|XP_002022186.2|DPER	LOC6900340|XP_033239971.1|DPSE
OG0000241	LOC6591451|XP_002017473.1|DPER	LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE
OG0000241	LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER	LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE
OG0000241	LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER	LOC6903043|XP_002132767.2|DPSE
OG0000242	LOC113567167|XP_026850141.1|DPER	LOC117184737|XP_033239370.1|DPSE
OG0000243	LOC6591382|XP_002017246.1|DPER	LOC6897629|XP_033232773.1|DPSE
OG0000243	LOC113566401|XP_026847612.1|DPER	LOC6900120|XP_015043845.1|DPSE
OG0000243	LOC6600587|XP_026847647.1|DPER	LOC6900122|XP_033241154.1|DPSE
OG0000244	LOC6588573|XP_002013626.1|DPER	LOC4801624|XP_001358683.2|DPSE
OG0000244	LOC6588654|XP_026840020.1|DPER	LOC6897282|XP_002137442.3|DPSE
OG0000244	LOC6588634|XP_002013625.1|DPER	LOC6897281|XP_002137441.2|DPSE
OG0000246	LOC6589975|XP_002016323.2|DPER	LOC4804096|XP_001360714.4|DPSE
OG0000247	LOC6596135|XP_026845395.1|DPER	LOC4813130|XP_002134835.2|DPSE
OG0000247	LOC6596069|XP_002021100.1|DPER	LOC4813124|XP_002134836.2|DPSE
OG0000247	LOC6596070|XP_002021101.1|DPER	LOC6900444|XP_033238714.1|DPSE
OG0000248	LOC6604155|XP_026845361.1|DPER	LOC4813216|XP_001353442.3|DPSE
OG0000248	LOC6596088|XP_002021241.2|DPER	LOC4813642|XP_001353443.1|DPSE
OG0000248	LOC6590727|XP_002016178.1|DPER	LOC4803973|XP_001360610.3|DPSE
OG0000249	LOC6588766|XP_002014851.1|DPER	LOC4816954|XP_001356610.1|DPSE
OG0000249	LOC6588765|XP_002014850.1|DPER	LOC4817054|XP_033235668.1|DPSE
OG0000249	LOC6588764|XP_002014849.1|DPER	LOC4817053|XP_001356608.2|DPSE
OG0000250	LOC113565518|XP_026843585.1|DPER	LOC6902470|XP_002133015.1|DPSE
OG0000250	LOC6602262|XP_002027292.1|DPER	LOC4816651|XP_001355902.1|DPSE
OG0000250	LOC6602217|XP_026843584.1|DPER	LOC4816428|XP_001355900.2|DPSE
OG0000251	LOC6597681|XP_026848890.1|DPER	LOC4815596|XP_001355481.3|DPSE
OG0000251	LOC6601282|XP_002026354.1|DPER	LOC4805604|XP_001361981.3|DPSE
OG0000251	LOC6604362|XP_002029266.2|DPER	LOC4812701|XP_015044137.2|DPSE
OG0000252	LOC6592595|XP_002018075.2|DPER	LOC4805249|XP_001361681.4|DPSE
