Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0004442	LOC6052296|XP_038106051.1|CQUI	LOC111595478|XP_023165013.2|DHYD
OG0004443	LOC6037435|XP_038113014.1|CQUI	LOC111598766|XP_023169948.1|DHYD
OG0004444	LOC6037453|XP_001847365.1|CQUI	LOC111592665|XP_023160792.1|DHYD
OG0004445	LOC6053881|XP_038112120.1|CQUI	LOC111600153|XP_023171911.2|DHYD
OG0004446	LOC119767467|XP_038112057.1|CQUI	LOC111597853|XP_023168532.2|DHYD
OG0004447	LOC6054087|XP_001870059.1|CQUI	LOC111597170|XP_023167498.1|DHYD
OG0004448	LOC6051141|XP_001867621.1|CQUI	LOC111597038|XP_023167319.2|DHYD
OG0004449	LOC6032267|XP_038112344.1|CQUI	LOC111597323|XP_023167723.1|DHYD
OG0004450	LOC6043121|XP_001855932.2|CQUI	LOC111597983|XP_023168727.1|DHYD
OG0004451	LOC6051935|XP_038109907.1|CQUI	LOC111593674|XP_023162333.2|DHYD
OG0004452	LOC6036723|XP_001846727.1|CQUI	LOC111597992|XP_023168739.1|DHYD
OG0004453	LOC6053900|XP_038111023.1|CQUI	LOC111595448|XP_023164943.2|DHYD
OG0004454	LOC6051086|XP_001867567.2|CQUI	LOC111601780|XP_030081564.1|DHYD
OG0004455	LOC6049827|XP_001866528.2|CQUI	LOC111597283|XP_023167666.2|DHYD
OG0004456	LOC6049828|XP_038110980.1|CQUI	LOC111593649|XP_030079410.1|DHYD
OG0004457	LOC6049829|XP_038113642.1|CQUI	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD
OG0004458	LOC6049834|XP_038114092.1|CQUI	LOC111592813|XP_023160992.1|DHYD
OG0004459	LOC6043036|XP_038113686.1|CQUI	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD
OG0004460	LOC6051203|XP_001867679.2|CQUI	LOC111594876|XP_023164130.1|DHYD
OG0004461	LOC6052535|XP_038107429.1|CQUI	LOC111595127|XP_023164467.2|DHYD
OG0004462	LOC6037650|XP_001847537.2|CQUI	LOC111592253|XP_023160102.2|DHYD
OG0004463	LOC6037654|XP_038111327.1|CQUI	LOC111595344|XP_023164786.2|DHYD
OG0004464	LOC6037655|XP_038109004.1|CQUI	LOC111604291|XP_023178080.2|DHYD
OG0004465	LOC6037664|XP_001847551.2|CQUI	LOC111594708|XP_023163899.1|DHYD
OG0004466	LOC119767739|XP_038113033.1|CQUI	LOC111592268|XP_023160134.2|DHYD
OG0004467	LOC6037680|XP_038113819.1|CQUI	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD
OG0004468	LOC6053597|XP_038113318.1|CQUI	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD
OG0004469	LOC6037688|XP_038109555.1|CQUI	LOC111595122|XP_023164460.1|DHYD
OG0004470	LOC6034524|XP_038107939.1|CQUI	LOC111599387|XP_030079236.1|DHYD
OG0004471	LOC6034535|XP_038107558.1|CQUI	LOC111597807|XP_023168460.2|DHYD
OG0004472	LOC6037231|XP_001847162.2|CQUI	LOC111592130|XP_030081998.1|DHYD
OG0004473	LOC6037226|XP_001847156.2|CQUI	LOC111595454|XP_023164955.2|DHYD
OG0004474	LOC6037225|XP_001847155.2|CQUI	LOC111595453|XP_023164954.1|DHYD
OG0004475	LOC6040570|XP_001849950.2|CQUI	LOC111604366|XP_023178204.2|DHYD
OG0004476	LOC119767036|XP_038110210.1|CQUI	LOC111602261|XP_023175023.2|DHYD
OG0004477	LOC6040559|XP_001849941.2|CQUI	LOC111595586|XP_023165165.2|DHYD
OG0004478	LOC6040555|XP_038111992.1|CQUI	LOC111598027|XP_030081227.1|DHYD
OG0004479	LOC6040800|XP_001850139.2|CQUI	LOC111600048|XP_023171741.2|DHYD
OG0004480	LOC6040723|XP_001850076.2|CQUI	LOC111598373|XP_023169352.1|DHYD
OG0004481	LOC119765079|XP_038104137.1|CQUI	LOC111605215|XP_023179409.1|DHYD
OG0004482	LOC6038661|XP_038104035.1|CQUI	LOC111601997|XP_023174653.2|DHYD
OG0004483	LOC6048655|XP_038119598.1|CQUI	LOC111600037|XP_023171723.1|DHYD
OG0004484	LOC6049249|XP_038122253.1|CQUI	LOC111599597|XP_023171050.1|DHYD
OG0004485	LOC6041373|XP_038112278.1|CQUI	LOC111601825|XP_023174417.2|DHYD
OG0004486	LOC6038124|XP_038111955.1|CQUI	LOC111604377|XP_023178216.1|DHYD
OG0004487	LOC6039882|XP_001849382.1|CQUI	LOC111599538|XP_023170960.1|DHYD
OG0004489	LOC119769130|XP_038116959.1|CQUI	LOC111602889|XP_023175992.1|DHYD
OG0004490	LOC119769609|XP_038118647.1|CQUI	LOC111605238|XP_023179442.1|DHYD
OG0004504	LOC6044333|XP_001861863.1|CQUI	LOC111598570|XP_023169639.1|DHYD
OG0004505	LOC6038319|XP_038104606.1|CQUI	LOC111593254|XP_023161682.1|DHYD
OG0004506	LOC6044317|XP_001861849.2|CQUI	LOC111592480|XP_023160464.1|DHYD
OG0004507	LOC6042742|XP_038105247.1|CQUI	LOC111601384|XP_023173691.2|DHYD
OG0004508	LOC6041687|XP_038122612.1|CQUI	LOC111595531|XP_023165085.1|DHYD
OG0004509	LOC6041676|XP_038105528.1|CQUI	LOC111592791|XP_023160966.1|DHYD
OG0004510	LOC6044331|XP_001861861.2|CQUI	LOC111593451|XP_023161976.2|DHYD
OG0004511	LOC6046428|XP_038117632.1|CQUI	LOC111596182|XP_030080771.1|DHYD
OG0004512	LOC6038321|XP_038106795.1|CQUI	LOC111597627|XP_023168198.1|DHYD
OG0004513	LOC6038316|XP_038122522.1|CQUI	LOC111593717|XP_023162451.2|DHYD
OG0004514	LOC6038310|XP_038116441.1|CQUI	LOC111597799|XP_023168448.2|DHYD
OG0004515	LOC6054699|XP_038116622.1|CQUI	LOC111594889|XP_023164142.2|DHYD
OG0004516	LOC6051308|XP_038104873.1|CQUI	LOC111598872|XP_023170089.1|DHYD
OG0004517	LOC6041760|XP_038105640.1|CQUI	LOC111605336|XP_030080094.1|DHYD
OG0004518	LOC6035155|XP_038105094.1|CQUI	LOC111596526|XP_023166561.2|DHYD
OG0004519	LOC6048964|XP_001865800.2|CQUI	LOC111595230|XP_023164634.1|DHYD
OG0004520	LOC6054819|XP_038115444.1|CQUI	LOC111600212|XP_023172001.1|DHYD
OG0004521	LOC6046563|XP_038116157.1|CQUI	LOC111603406|XP_023176748.2|DHYD
OG0004522	LOC6046577|XP_038121576.1|CQUI	LOC111603159|XP_023176404.2|DHYD
OG0004523	LOC6045733|XP_038104022.1|CQUI	LOC111597809|XP_023168463.1|DHYD
OG0004524	LOC6047023|XP_038105348.1|CQUI	LOC111593479|XP_023162009.1|DHYD
OG0004525	LOC6052563|XP_038116645.1|CQUI	LOC111596966|XP_023167206.1|DHYD
OG0004526	LOC6052566|XP_038122841.1|CQUI	LOC111594173|XP_023163126.2|DHYD
OG0004527	LOC6049033|XP_001865861.2|CQUI	LOC111605319|XP_023179551.1|DHYD
OG0004529	LOC6041771|XP_038113297.1|CQUI	LOC111596710|XP_023166798.2|DHYD
OG0004530	LOC6053077|XP_001869231.1|CQUI	LOC111596791|XP_023166915.1|DHYD
OG0004531	LOC6040435|XP_038104003.1|CQUI	LOC111597821|XP_030080657.1|DHYD
OG0004532	LOC6044974|XP_038104897.1|CQUI	LOC111604020|XP_023177637.1|DHYD
OG0004533	LOC6046580|XP_038105033.1|CQUI	LOC111593388|XP_023161877.2|DHYD
OG0004534	LOC6047052|XP_001864160.1|CQUI	LOC111595986|XP_023165741.1|DHYD
OG0004535	LOC6039348|XP_001848966.2|CQUI	LOC111604684|XP_023178618.1|DHYD
OG0004536	LOC6054180|XP_038122455.1|CQUI	LOC111593074|XP_030080115.1|DHYD
OG0004537	LOC6047241|XP_038112455.1|CQUI	LOC111598843|XP_023170047.2|DHYD
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC111599913|XP_023171505.1|DHYD
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC111598169|XP_023169029.2|DHYD
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC111595402|XP_023164879.2|DHYD
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC111603165|XP_023176411.2|DHYD
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC111597317|XP_023167714.1|DHYD
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC111591985|XP_023159706.1|DHYD
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC111598358|XP_023169337.2|DHYD
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC111593930|XP_023162776.1|DHYD
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC111605306|XP_023179531.1|DHYD
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC111595944|XP_023165678.1|DHYD
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC111596240|XP_030079687.1|DHYD
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC111598821|XP_023170019.1|DHYD
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC111596985|XP_023167237.1|DHYD
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC111605618|XP_023180024.2|DHYD
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC111605202|XP_023179378.2|DHYD
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC111595368|XP_023164822.2|DHYD
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC111595354|XP_023164799.2|DHYD
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC111603197|XP_023176453.2|DHYD
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC111605253|XP_030079966.1|DHYD
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC111602977|XP_023176139.1|DHYD
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC111598514|XP_023169556.2|DHYD
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC111596965|XP_023167210.1|DHYD
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC111595211|XP_023164588.1|DHYD
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC111595209|XP_023164585.2|DHYD
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC111596690|XP_023166771.1|DHYD
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC111605444|XP_023179729.2|DHYD
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC111591988|XP_023159712.1|DHYD
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC111604600|XP_023178482.2|DHYD
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC111605593|XP_023179969.1|DHYD
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC111600715|XP_023172741.2|DHYD
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC111603175|XP_023176424.1|DHYD
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC111599135|XP_023170467.1|DHYD
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC111596584|XP_023166631.2|DHYD
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC111597256|XP_023167627.1|DHYD
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC111597260|XP_023167632.2|DHYD
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC111602770|XP_023175801.2|DHYD
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC111605590|XP_023179962.1|DHYD
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC111600174|XP_023171936.1|DHYD
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC111599299|XP_023170670.2|DHYD
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC111605525|XP_023179854.1|DHYD
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC111602664|XP_023175616.1|DHYD
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC111602001|XP_023174658.1|DHYD
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC111594073|XP_023162980.2|DHYD
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC111597991|XP_023168738.1|DHYD
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC111597861|XP_023168551.2|DHYD
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC111605134|XP_030079418.1|DHYD
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC111597803|XP_023168456.1|DHYD
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC111597833|XP_023168497.1|DHYD
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC111597433|XP_030080051.1|DHYD
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC111597886|XP_023168589.2|DHYD
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC111597830|XP_023168494.2|DHYD
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC111593010|XP_023161313.1|DHYD
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC111605316|XP_023179547.2|DHYD
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC111603367|XP_030079538.1|DHYD
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC111598333|XP_023169303.1|DHYD
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC111591993|XP_030079921.1|DHYD
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC111596718|XP_023166808.1|DHYD
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC111592434|XP_023160385.1|DHYD
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC111597235|XP_030078958.1|DHYD
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC111596708|XP_030078965.1|DHYD
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC111594998|XP_023164265.1|DHYD
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC111599182|XP_023170536.2|DHYD
OG0004604	LOC6044773|XP_001862232.2|CQUI	LOC111603093|XP_023176321.2|DHYD
OG0004605	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI	LOC111596530|XP_023166568.2|DHYD
OG0004606	LOC6040734|XP_038107461.1|CQUI	LOC111596705|XP_023166792.2|DHYD
OG0004607	LOC6039036|XP_038105073.1|CQUI	LOC111605305|XP_030079965.1|DHYD
OG0004608	LOC6039054|XP_038105592.1|CQUI	LOC111598334|XP_023169304.2|DHYD
OG0004609	LOC6045132|XP_001862534.1|CQUI	LOC111594069|XP_023162970.1|DHYD
OG0004610	LOC6045381|XP_038104655.1|CQUI	LOC111597393|XP_023167827.1|DHYD
OG0004611	LOC6034328|XP_038115400.1|CQUI	LOC111592461|XP_023160428.1|DHYD
OG0004612	LOC6034326|XP_001844659.1|CQUI	LOC111592463|XP_023160432.1|DHYD
OG0004613	LOC6036970|XP_038105799.1|CQUI	LOC111602625|XP_023175555.2|DHYD
OG0004614	LOC6053763|XP_038105797.1|CQUI	LOC111603134|XP_023176377.2|DHYD
OG0004615	LOC6036976|XP_038104225.1|CQUI	LOC111605348|XP_023179595.2|DHYD
OG0004616	LOC6036981|XP_001846948.1|CQUI	LOC111596805|XP_023166934.2|DHYD
OG0004617	LOC6053777|XP_001869806.1|CQUI	LOC111596069|XP_023165890.1|DHYD
OG0004618	LOC6036883|XP_038123011.1|CQUI	LOC111595904|XP_023165613.2|DHYD
OG0004619	LOC6049474|XP_001866227.2|CQUI	LOC111597844|XP_023168519.2|DHYD
OG0004620	LOC6050630|XP_001867201.2|CQUI	LOC111601774|XP_023174288.2|DHYD
OG0004621	LOC6037925|XP_001847782.1|CQUI	LOC111598896|XP_023170129.2|DHYD
OG0004622	LOC6038472|XP_038113212.1|CQUI	LOC111592932|XP_023161158.2|DHYD
OG0004623	LOC6038474|XP_001848271.2|CQUI	LOC111592703|XP_023160854.1|DHYD
OG0004625	LOC6042687|XP_038111477.1|CQUI	LOC111598192|XP_023169086.2|DHYD
OG0004626	LOC6038421|XP_038104812.1|CQUI	LOC111598188|XP_030078888.1|DHYD
OG0004627	LOC6054024|XP_038115572.1|CQUI	LOC111596035|XP_023165832.2|DHYD
OG0004628	LOC6053845|XP_038122897.1|CQUI	LOC111603857|XP_023177468.1|DHYD
OG0004629	LOC6045620|XP_038114673.1|CQUI	LOC111601987|XP_030080613.1|DHYD
OG0004630	LOC6045617|XP_038111690.1|CQUI	LOC111597810|XP_023168466.2|DHYD
OG0004631	LOC6048768|XP_001865645.1|CQUI	LOC111596543|XP_023166587.2|DHYD
OG0004632	LOC6048779|XP_038109334.1|CQUI	LOC111596534|XP_023166575.1|DHYD
OG0004633	LOC6045007|XP_038116758.1|CQUI	LOC111592689|XP_023160824.1|DHYD
OG0004634	LOC6051445|XP_001867883.2|CQUI	LOC111599425|XP_023170844.2|DHYD
OG0004635	LOC6051832|XP_038105109.1|CQUI	LOC111592359|XP_023160284.2|DHYD
OG0004636	LOC6038486|XP_038105456.1|CQUI	LOC111594893|XP_023164148.2|DHYD
OG0004637	LOC6035139|XP_038104086.1|CQUI	LOC111596458|XP_030079401.1|DHYD
OG0004640	LOC119765184|XP_038104475.1|CQUI	LOC111603283|XP_023176564.2|DHYD
OG0004641	LOC6034779|XP_001845052.2|CQUI	LOC111596785|XP_023166906.1|DHYD
OG0004642	LOC6042586|XP_038103985.1|CQUI	LOC111596468|XP_023166487.2|DHYD
OG0004643	LOC119771191|XP_038122742.1|CQUI	LOC111601418|XP_023173762.1|DHYD
OG0004644	LOC6042583|XP_001852649.1|CQUI	LOC111595735|XP_023165394.2|DHYD
OG0004645	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI	LOC111599041|XP_023170324.1|DHYD
OG0004647	LOC6041907|XP_001851098.2|CQUI	LOC111598864|XP_023170079.1|DHYD
OG0004649	LOC6034414|XP_001844732.2|CQUI	LOC111591910|XP_023159598.1|DHYD
OG0004650	LOC6034425|XP_001844743.1|CQUI	LOC111592543|XP_023160593.2|DHYD
OG0004651	LOC6042575|XP_001852290.2|CQUI	LOC111601458|XP_023173806.2|DHYD
OG0004652	LOC6034802|XP_038114609.1|CQUI	LOC111603284|XP_023176565.2|DHYD
OG0004653	LOC6034799|XP_001845071.2|CQUI	LOC111594910|XP_030081820.1|DHYD
OG0004654	LOC6034788|XP_001845061.2|CQUI	LOC111599321|XP_023170705.2|DHYD
OG0004655	LOC6034784|XP_001845057.1|CQUI	LOC111603659|XP_023177111.1|DHYD
OG0004656	LOC6034783|XP_001845056.2|CQUI	LOC111601901|XP_023174511.1|DHYD
OG0004657	LOC6034771|XP_038105085.1|CQUI	LOC111592003|XP_023159751.2|DHYD
OG0004658	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI	LOC111601786|XP_023174321.2|DHYD
OG0004659	LOC6034743|XP_001845022.1|CQUI	LOC111598553|XP_023169614.1|DHYD
OG0004660	LOC6041911|XP_038114990.1|CQUI	LOC111598359|XP_023169340.2|DHYD
OG0004661	LOC6041909|XP_001851100.2|CQUI	LOC111601531|XP_023173932.2|DHYD
OG0004662	LOC6034715|XP_038105328.1|CQUI	LOC111603431|XP_023176784.1|DHYD
OG0004663	LOC6053683|XP_038105925.1|CQUI	LOC111593409|XP_023161901.2|DHYD
OG0004664	LOC6053682|XP_038104070.1|CQUI	LOC111593494|XP_023162026.2|DHYD
OG0004665	LOC6052688|XP_001868915.2|CQUI	LOC111605271|XP_030079967.1|DHYD
OG0004666	LOC6037574|XP_001847470.2|CQUI	LOC111602723|XP_023175736.1|DHYD
OG0004667	LOC6042010|XP_001851178.1|CQUI	LOC111602708|XP_023175713.1|DHYD
OG0004668	LOC6047872|XP_038115207.1|CQUI	LOC111604025|XP_023177650.1|DHYD
OG0004669	LOC6047885|XP_001864867.1|CQUI	LOC111605052|XP_023179157.1|DHYD
OG0004670	LOC119768855|XP_038116243.1|CQUI	LOC111604215|XP_023177950.1|DHYD
OG0004671	LOC119765492|XP_038105399.1|CQUI	LOC111598287|XP_023169238.1|DHYD
OG0004672	LOC6052736|XP_038104885.1|CQUI	LOC111595686|XP_023165295.2|DHYD
OG0004673	LOC6034736|XP_001845016.1|CQUI	LOC111597045|XP_023167332.1|DHYD
OG0004674	LOC6046478|XP_038104468.1|CQUI	LOC111603508|XP_023176884.1|DHYD
OG0004675	LOC6046482|XP_001863671.1|CQUI	LOC111603496|XP_023176871.1|DHYD
OG0004676	LOC6039291|XP_001848925.1|CQUI	LOC111594417|XP_023163470.2|DHYD
OG0004677	LOC6046587|XP_038107034.1|CQUI	LOC111604200|XP_023177924.1|DHYD
OG0004678	LOC6046584|XP_038106446.1|CQUI	LOC111602685|XP_023175674.2|DHYD
OG0004679	LOC6036521|XP_038104151.1|CQUI	LOC111601427|XP_023173771.2|DHYD
OG0004681	LOC6042418|XP_038113135.1|CQUI	LOC111602773|XP_023175803.1|DHYD
OG0004682	LOC6047462|XP_001864516.1|CQUI	LOC111601186|XP_023173435.1|DHYD
OG0004683	LOC6047463|XP_001864517.1|CQUI	LOC111594632|XP_023163794.2|DHYD
OG0004684	LOC6037516|XP_001847422.1|CQUI	LOC111601982|XP_023174633.2|DHYD
OG0004685	LOC6037515|XP_038108651.1|CQUI	LOC111604259|XP_023178018.1|DHYD
OG0004686	LOC6042013|XP_001851183.1|CQUI	LOC111604850|XP_023178851.1|DHYD
OG0004687	LOC6035633|XP_038105047.1|CQUI	LOC111604263|XP_023178027.2|DHYD
OG0004688	LOC6047618|XP_038118051.1|CQUI	LOC111597189|XP_023167527.2|DHYD
OG0004689	LOC6034930|XP_038114205.1|CQUI	LOC111601527|XP_023173921.1|DHYD
OG0004690	LOC6035208|XP_001845437.2|CQUI	LOC111600833|XP_023172905.1|DHYD
OG0004691	LOC6035211|XP_001845440.2|CQUI	LOC111599442|XP_023170865.2|DHYD
OG0004692	LOC6035214|XP_038104026.1|CQUI	LOC111602853|XP_023175940.2|DHYD
OG0004693	LOC6035215|XP_038117356.1|CQUI	LOC111602707|XP_023175716.1|DHYD
OG0004694	LOC6046411|XP_038122629.1|CQUI	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD
OG0004695	LOC6039604|XP_038119858.1|CQUI	LOC111603510|XP_023176888.2|DHYD
OG0004696	LOC6035060|XP_001845296.2|CQUI	LOC111600726|XP_023172766.2|DHYD
OG0004697	LOC6035351|XP_038104386.1|CQUI	LOC111602832|XP_023175910.1|DHYD
OG0004698	LOC119765464|XP_038105270.1|CQUI	LOC111593006|XP_023161302.1|DHYD
OG0004699	LOC6047919|XP_038104973.1|CQUI	LOC111601754|XP_023174261.1|DHYD
OG0004700	LOC6035574|XP_001845729.2|CQUI	LOC111605503|XP_023179821.2|DHYD
OG0004701	LOC6035554|XP_038110340.1|CQUI	LOC111598499|XP_023169526.1|DHYD
OG0004702	LOC6050612|XP_038104352.1|CQUI	LOC111602782|XP_023175821.2|DHYD
OG0004703	LOC6044856|XP_001862301.1|CQUI	LOC111605516|XP_023179840.2|DHYD
OG0004704	LOC6045193|XP_038110275.1|CQUI	LOC111593671|XP_023162327.2|DHYD
OG0004705	LOC6045190|XP_001862588.1|CQUI	LOC111602648|XP_023175584.1|DHYD
OG0004706	LOC6045204|XP_038105866.1|CQUI	LOC111592840|XP_023161034.2|DHYD
OG0004707	LOC6047830|XP_038116814.1|CQUI	LOC111600864|XP_023172952.2|DHYD
OG0004708	LOC6047832|XP_038116987.1|CQUI	LOC111595323|XP_023164752.2|DHYD
OG0004709	LOC6046601|XP_038122674.1|CQUI	LOC111595954|XP_023165697.1|DHYD
OG0004710	LOC6046599|XP_038109528.1|CQUI	LOC111601496|XP_023173851.2|DHYD
OG0004711	LOC6032578|XP_038104687.1|CQUI	LOC111602921|XP_023176039.1|DHYD
OG0004712	LOC6040874|XP_001850204.2|CQUI	LOC111605552|XP_023179883.1|DHYD
OG0004713	LOC6036798|XP_038106810.1|CQUI	LOC111596496|XP_030080810.1|DHYD
OG0004714	LOC6036800|XP_038106831.1|CQUI	LOC111597166|XP_023167493.1|DHYD
OG0004715	LOC6035086|XP_001845320.2|CQUI	LOC111600353|XP_023172193.1|DHYD
OG0004716	LOC6032694|XP_001843254.2|CQUI	LOC111596489|XP_023166518.2|DHYD
OG0004717	LOC6032682|XP_038104138.1|CQUI	LOC111603190|XP_023176442.2|DHYD
OG0004718	LOC6032681|XP_038105108.1|CQUI	LOC111599380|XP_023170782.2|DHYD
OG0004719	LOC6039168|XP_038107397.1|CQUI	LOC111601985|XP_023174637.2|DHYD
OG0004720	LOC6039161|XP_001848817.1|CQUI	LOC111602785|XP_023175824.1|DHYD
OG0004722	LOC6032630|XP_038105262.1|CQUI	LOC111595240|XP_023164646.2|DHYD
OG0004724	LOC6032649|XP_038122997.1|CQUI	LOC111596185|XP_023166060.1|DHYD
OG0004725	LOC6032650|XP_038104199.1|CQUI	LOC111594566|XP_023163691.2|DHYD
OG0004726	LOC6032660|XP_038104648.1|CQUI	LOC111603501|XP_023176876.2|DHYD
OG0004727	LOC6046598|XP_038104662.1|CQUI	LOC111605489|XP_023179802.2|DHYD
OG0004728	LOC6042430|XP_001851545.1|CQUI	LOC111605517|XP_023179843.1|DHYD
OG0004729	LOC6037482|XP_001847392.1|CQUI	LOC111603097|XP_023176325.2|DHYD
OG0004730	LOC6037484|XP_001847394.2|CQUI	LOC111602235|XP_023174987.2|DHYD
OG0004731	LOC6031661|XP_001842407.1|CQUI	LOC111601407|XP_023173733.1|DHYD
OG0004732	LOC6046292|XP_038109784.1|CQUI	LOC111603583|XP_023177004.2|DHYD
OG0004733	LOC6046295|XP_001863520.1|CQUI	LOC111603645|XP_023177092.2|DHYD
OG0004734	LOC6046299|XP_001863524.2|CQUI	LOC111594804|XP_023164034.2|DHYD
OG0004735	LOC6039070|XP_038122825.1|CQUI	LOC111601512|XP_023173875.2|DHYD
OG0004736	LOC6048415|XP_038117705.1|CQUI	LOC111605461|XP_023179746.2|DHYD
OG0004737	LOC6039929|XP_001849427.1|CQUI	LOC111596030|XP_023165829.2|DHYD
OG0004738	LOC6039931|XP_001849429.2|CQUI	LOC111596467|XP_023166491.2|DHYD
OG0004739	LOC6039934|XP_001849431.2|CQUI	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD
OG0004740	LOC6033684|XP_001844110.2|CQUI	LOC111598569|XP_023169638.2|DHYD
OG0004741	LOC6033683|XP_001844109.1|CQUI	LOC111604251|XP_023178005.2|DHYD
OG0004742	LOC6033676|XP_038108765.1|CQUI	LOC111594130|XP_030079792.1|DHYD
OG0004743	LOC6035507|XP_001845677.2|CQUI	LOC111592685|XP_023160819.2|DHYD
OG0004744	LOC6035527|XP_001845692.2|CQUI	LOC111601160|XP_023173408.1|DHYD
OG0004745	LOC119768951|XP_038116720.1|CQUI	LOC111604885|XP_030078765.1|DHYD
OG0004746	LOC6034950|XP_038105446.1|CQUI	LOC111604642|XP_030078616.1|DHYD
OG0004747	LOC6034945|XP_001845206.2|CQUI	LOC111598899|XP_023170134.2|DHYD
OG0004748	LOC6034937|XP_038122916.1|CQUI	LOC111604641|XP_030078648.1|DHYD
